ѝ	i
изплашване	isˈpɫaʃvənɛ
изплашванета	isˈpɫaʃvənɛt̪ə
изплашванетата	isˈpɫaʃvənɛt̪ət̪ə
изплашването	isˈpɫaʃvənɛt̪o̝
изплашвани	isˈpɫaʃvəni
изплашваните	isˈpɫaʃvənit̪ɛ
изплашвания	isˈpɫaʃvənijə
изплашваният	isˈpɫaʃvənijət̪
изплашванията	isˈpɫaʃvənijət̪ə
изплашвано	isˈpɫaʃvəno̝
изплашваното	isˈpɫaʃvəno̝t̪o̝
изплашват	isˈpɫaʃvət̪
изплашвате	isˈpɫaʃvət̪ɛ
изплашвах	isˈpɫaʃvəx
изплашваха	isˈpɫaʃvəxə
изплашвахме	isˈpɫaʃvəxmɛ
изплашвахте	isˈpɫaʃvəxt̪ɛ
изплашваш	isˈpɫaʃvəʃ
изплашваше	isˈpɫaʃvəʃɛ
изплашващ	isˈpɫaʃvəʃt̪
изплашваща	isˈpɫaʃvəʃt̪ə
изплашващата	isˈpɫaʃvəʃt̪ət̪ə
изплашващи	isˈpɫaʃvəʃt̪i
изплашващите	isˈpɫaʃvəʃt̪it̪ɛ
изплашващия	isˈpɫaʃvəʃt̪ijə
изплашващият	isˈpɫaʃvəʃt̪ijət̪
изплашващо	isˈpɫaʃvəʃt̪o̝
изплашващото	isˈpɫaʃvəʃt̪o̝t̪o̝
изплашел	isˈpɫaʃɛɫ
изплашела	isˈpɫaʃɛɫə
изплашели	isˈpɫaʃɛli
изплашело	isˈpɫaʃɛɫo̝
изплашен	isˈpɫaʃɛn
изплашена	isˈpɫaʃɛnə
изплашената	isˈpɫaʃɛnət̪ə
изплашени	isˈpɫaʃɛni
изплашените	isˈpɫaʃɛnit̪ɛ
изплашения	isˈpɫaʃɛnijə
изплашеният	isˈpɫaʃɛnijət̪
изплашено	isˈpɫaʃɛno̝
изплашеното	isˈpɫaʃɛno̝t̪o̝
изплашете	ispɫɐˈʃɛt̪ɛ
изплашех	isˈpɫaʃɛx
изплашеха	isˈpɫaʃɛxə
изплашехме	isˈpɫaʃɛxmɛ
изплашехте	isˈpɫaʃɛxt̪ɛ
изплашеше	isˈpɫaʃɛʃɛ
изплаши	isˈpɫaʃi
изплаши	ispɫɐˈʃi
изплашил	isˈpɫaʃiɫ
изплашила	isˈpɫaʃiɫə
изплашилата	isˈpɫaʃiɫət̪ə
изплашили	isˈpɫaʃili
изплашилите	isˈpɫaʃilit̪ɛ
изплашилия	isˈpɫaʃilijə
изплашилият	isˈpɫaʃilijət̪
изплашило	isˈpɫaʃiɫo̝
изплашилото	isˈpɫaʃiɫo̝t̪o̝
изплашим	isˈpɫaʃim
изплашите	isˈpɫaʃit̪ɛ
изплаших	isˈpɫaʃix
изплашиха	isˈpɫaʃixə
изплашихме	isˈpɫaʃixmɛ
изплашихте	isˈpɫaʃixt̪ɛ
изплашиш	isˈpɫaʃiʃ
изплел	isˈplɛɫ
изплела	isˈplɛɫə
изплелата	isˈplɛɫət̪ə
изплели	isˈplɛli
изплелите	isˈplɛlit̪ɛ
изплелия	isˈplɛlijə
изплелият	isˈplɛlijət̪
изплело	isˈplɛɫo̝
изплелото	isˈplɛɫo̝t̪o̝
изплета	isplɛˈt̪ɤ
изплетат	isplɛˈt̪ɤt̪
изплете	isplɛˈt̪ɛ
изплете	isˈplɛt̪ɛ
изплетели	isplɛˈt̪ɛli
изплетем	isplɛˈt̪ɛm
изплетен	isˈplɛt̪ɛn
изплетена	isˈplɛt̪ɛnə
изплетената	isˈplɛt̪ɛnət̪ə
изплетени	isˈplɛt̪ɛni
изплетените	isˈplɛt̪ɛnit̪ɛ
изплетения	isˈplɛt̪ɛnijə
изплетеният	isˈplɛt̪ɛnijət̪
изплетено	isˈplɛt̪ɛno̝
изплетеното	isˈplɛt̪ɛno̝t̪o̝
изплетете	isplɛˈt̪ɛt̪ɛ
изплетеш	isplɛˈt̪ɛʃ
изплетеше	isplɛˈt̪ɛʃɛ
изплети	isplɛˈt̪i
изплетох	isˈplɛt̪o̝x
изплетоха	isˈplɛt̪o̝xə
изплетохме	isˈplɛt̪o̝xmɛ
изплетохте	isˈplɛt̪o̝xt̪ɛ
изплетял	isplɛˈtʲaɫ
изплетяла	isplɛˈtʲaɫə
изплетяло	isplɛˈtʲaɫo̝
изплетях	isplɛˈtʲax
изплетяха	isplɛˈtʲaxə
изплетяхме	isplɛˈtʲaxmɛ
изплетяхте	isplɛˈtʲaxt̪ɛ
изплита	isˈplit̪ə
изплитай	isˈplit̪əj
изплитайки	isˈplit̪əjkʲi
изплитайте	isˈplit̪əjt̪ɛ
изплитал	isˈplit̪əɫ
изплитала	isˈplit̪əɫə
изплиталата	isˈplit̪əɫət̪ə
изплитали	isˈplit̪əli
изплиталите	isˈplit̪əlit̪ɛ
изплиталия	isˈplit̪əlijə
изплиталият	isˈplit̪əlijət̪
изплитало	isˈplit̪əɫo̝
изплиталото	isˈplit̪əɫo̝t̪o̝
изплитам	isˈplit̪əm
изплитаме	isˈplit̪əmɛ
изплитан	isˈplit̪ən
изплитана	isˈplit̪ənə
изплитаната	isˈplit̪ənət̪ə
изплитане	isˈplit̪ənɛ
изплитанета	isˈplit̪ənɛt̪ə
изплитанетата	isˈplit̪ənɛt̪ət̪ə
изплитането	isˈplit̪ənɛt̪o̝
изплитани	isˈplit̪əni
изплитаните	isˈplit̪ənit̪ɛ
изплитания	isˈplit̪ənijə
изплитаният	isˈplit̪ənijət̪
изплитанията	isˈplit̪ənijət̪ə
изплитано	isˈplit̪əno̝
изплитаното	isˈplit̪əno̝t̪o̝
изплитат	isˈplit̪ət̪
изплитате	isˈplit̪ət̪ɛ
изплитах	isˈplit̪əx
изплитаха	isˈplit̪əxə
изплитахме	isˈplit̪əxmɛ
изплитахте	isˈplit̪əxt̪ɛ
изплиташ	isˈplit̪əʃ
изплиташе	isˈplit̪əʃɛ
изплитащ	isˈplit̪əʃt̪
изплитаща	isˈplit̪əʃt̪ə
изплитащата	isˈplit̪əʃt̪ət̪ə
изплитащи	isˈplit̪əʃt̪i
изплитащите	isˈplit̪əʃt̪it̪ɛ
изплитащия	isˈplit̪əʃt̪ijə
изплитащият	isˈplit̪əʃt̪ijət̪
изплитащо	isˈplit̪əʃt̪o̝
изплитащото	isˈplit̪əʃt̪o̝t̪o̝
използва	isˈpɔɫzvə
използвай	isˈpɔɫzvəj
използвайки	isˈpɔɫzvəjkʲi
използвайте	isˈpɔɫzvəjt̪ɛ
използвал	isˈpɔɫzvəɫ
използвала	isˈpɔɫzvəɫə
използвалата	isˈpɔɫzvəɫət̪ə
използвали	isˈpɔɫzvəli
използвалите	isˈpɔɫzvəlit̪ɛ
използвалия	isˈpɔɫzvəlijə
използвалият	isˈpɔɫzvəlijət̪
използвало	isˈpɔɫzvəɫo̝
използвалото	isˈpɔɫzvəɫo̝t̪o̝
използвам	isˈpɔɫzvəm
използваме	isˈpɔɫzvəmɛ
използван	isˈpɔɫzvən
използвана	isˈpɔɫzvənə
използваната	isˈpɔɫzvənət̪ə
използване	isˈpɔɫzvənɛ
използванета	isˈpɔɫzvənɛt̪ə
използванетата	isˈpɔɫzvənɛt̪ət̪ə
използването	isˈpɔɫzvənɛt̪o̝
използвани	isˈpɔɫzvəni
използваните	isˈpɔɫzvənit̪ɛ
използвания	isˈpɔɫzvənijə
използваният	isˈpɔɫzvənijət̪
използванията	isˈpɔɫzvənijət̪ə
използвано	isˈpɔɫzvəno̝
използваното	isˈpɔɫzvəno̝t̪o̝
използват	isˈpɔɫzvət̪
използвате	isˈpɔɫzvət̪ɛ
използвах	isˈpɔɫzvəx
използваха	isˈpɔɫzvəxə
използвахме	isˈpɔɫzvəxmɛ
използвахте	isˈpɔɫzvəxt̪ɛ
използваш	isˈpɔɫzvəʃ
използваше	isˈpɔɫzvəʃɛ
използващ	isˈpɔɫzvəʃt̪
използваща	isˈpɔɫzvəʃt̪ə
използващата	isˈpɔɫzvəʃt̪ət̪ə
използващи	isˈpɔɫzvəʃt̪i
използващите	isˈpɔɫzvəʃt̪it̪ɛ
използващия	isˈpɔɫzvəʃt̪ijə
използващият	isˈpɔɫzvəʃt̪ijət̪
използващо	isˈpɔɫzvəʃt̪o̝
използващото	isˈpɔɫzvəʃt̪o̝t̪o̝
изпреда	isprɛˈd̪ɤ
изпредат	isprɛˈd̪ɤt̪
изпреде	isprɛˈd̪ɛ
изпреде	isˈprɛd̪ɛ
изпредели	isprɛˈd̪ɛli
изпредем	isprɛˈd̪ɛm
изпреден	isˈprɛd̪ɛn
изпредена	isˈprɛd̪ɛnə
изпредената	isˈprɛd̪ɛnət̪ə
изпредени	isˈprɛd̪ɛni
изпредените	isˈprɛd̪ɛnit̪ɛ
изпредения	isˈprɛd̪ɛnijə
изпреденият	isˈprɛd̪ɛnijət̪
изпредено	isˈprɛd̪ɛno̝
изпреденото	isˈprɛd̪ɛno̝t̪o̝
изпредете	isprɛˈd̪ɛt̪ɛ
изпредеш	isprɛˈd̪ɛʃ
изпредеше	isprɛˈd̪ɛʃɛ
изпреди	isprɛˈd̪i
изпредох	isˈprɛd̪o̝x
изпредоха	isˈprɛd̪o̝xə
изпредохме	isˈprɛd̪o̝xmɛ
изпредохте	isˈprɛd̪o̝xt̪ɛ
изпредял	isprɛˈdʲaɫ
изпредяла	isprɛˈdʲaɫə
изпредяло	isprɛˈdʲaɫo̝
изпредях	isprɛˈdʲax
изпредяха	isprɛˈdʲaxə
изпредяхме	isprɛˈdʲaxmɛ
изпредяхте	isprɛˈdʲaxt̪ɛ
изпрел	isˈprɛɫ
изпрела	isˈprɛɫə
изпрелата	isˈprɛɫət̪ə
изпрели	isˈprɛli
изпрелите	isˈprɛlit̪ɛ
изпрелия	isˈprɛlijə
изпрелият	isˈprɛlijət̪
изпрело	isˈprɛɫo̝
изпрелото	isˈprɛɫo̝t̪o̝
изприда	isˈprid̪ə
изпридай	isˈprid̪əj
изпридайки	isˈprid̪əjkʲi
изпридайте	isˈprid̪əjt̪ɛ
изпридал	isˈprid̪əɫ
изпридала	isˈprid̪əɫə
изпридалата	isˈprid̪əɫət̪ə
изпридали	isˈprid̪əli
изпридалите	isˈprid̪əlit̪ɛ
изпридалия	isˈprid̪əlijə
изпридалият	isˈprid̪əlijət̪
изпридало	isˈprid̪əɫo̝
изпридалото	isˈprid̪əɫo̝t̪o̝
изпридам	isˈprid̪əm
изпридаме	isˈprid̪əmɛ
изпридан	isˈprid̪ən
изпридана	isˈprid̪ənə
изприданата	isˈprid̪ənət̪ə
изпридане	isˈprid̪ənɛ
изприданета	isˈprid̪ənɛt̪ə
изприданетата	isˈprid̪ənɛt̪ət̪ə
изпридането	isˈprid̪ənɛt̪o̝
изпридани	isˈprid̪əni
изприданите	isˈprid̪ənit̪ɛ
изпридания	isˈprid̪ənijə
изприданият	isˈprid̪ənijət̪
изприданията	isˈprid̪ənijət̪ə
изпридано	isˈprid̪əno̝
изприданото	isˈprid̪əno̝t̪o̝
изпридат	isˈprid̪ət̪
изпридате	isˈprid̪ət̪ɛ
изпридах	isˈprid̪əx
изпридаха	isˈprid̪əxə
изпридахме	isˈprid̪əxmɛ
изпридахте	isˈprid̪əxt̪ɛ
изпридаш	isˈprid̪əʃ
изпридаше	isˈprid̪əʃɛ
изпридащ	isˈprid̪əʃt̪
изпридаща	isˈprid̪əʃt̪ə
изпридащата	isˈprid̪əʃt̪ət̪ə
изпридащи	isˈprid̪əʃt̪i
изпридащите	isˈprid̪əʃt̪it̪ɛ
изпридащия	isˈprid̪əʃt̪ijə
изпридащият	isˈprid̪əʃt̪ijət̪
изпридащо	isˈprid̪əʃt̪o̝
изпридащото	isˈprid̪əʃt̪o̝t̪o̝
изпълним	ispəlˈnim
изпълнимост	izpəlˈnimost
изпя	isˈpʲa
изпява	isˈpʲavə
изпявай	isˈpʲavəj
изпявайки	isˈpʲavəjkʲi
изпявайте	isˈpʲavəjt̪ɛ
изпявал	isˈpʲavəɫ
изпявала	isˈpʲavəɫə
изпявалата	isˈpʲavəɫət̪ə
изпявали	isˈpʲavəli
изпявалите	isˈpʲavəlit̪ɛ
изпявалия	isˈpʲavəlijə
изпявалият	isˈpʲavəlijət̪
изпявало	isˈpʲavəɫo̝
изпявалото	isˈpʲavəɫo̝t̪o̝
изпявам	isˈpʲavəm
изпяваме	isˈpʲavəmɛ
изпяван	isˈpʲavən
изпявана	isˈpʲavənə
изпяваната	isˈpʲavənət̪ə
изпяване	isˈpʲavənɛ
изпяванета	isˈpʲavənɛt̪ə
изпяванетата	isˈpʲavənɛt̪ət̪ə
изпяването	isˈpʲavənɛt̪o̝
изпявани	isˈpʲavəni
изпяваните	isˈpʲavənit̪ɛ
изпявания	isˈpʲavənijə
изпяваният	isˈpʲavənijət̪
изпяванията	isˈpʲavənijət̪ə
изпявано	isˈpʲavəno̝
изпяваното	isˈpʲavəno̝t̪o̝
изпяват	isˈpʲavət̪
изпявате	isˈpʲavət̪ɛ
изпявах	isˈpʲavəx
изпяваха	isˈpʲavəxə
изпявахме	isˈpʲavəxmɛ
изпявахте	isˈpʲavəxt̪ɛ
изпяваш	isˈpʲavəʃ
изпяваше	isˈpʲavəʃɛ
изпяващ	isˈpʲavəʃt̪
изпяваща	isˈpʲavəʃt̪ə
изпяващата	isˈpʲavəʃt̪ət̪ə
изпяващи	isˈpʲavəʃt̪i
изпяващите	isˈpʲavəʃt̪it̪ɛ
изпяващия	isˈpʲavəʃt̪ijə
изпяващият	isˈpʲavəʃt̪ijət̪
изпяващо	isˈpʲavəʃt̪o̝
изпяващото	isˈpʲavəʃt̪o̝t̪o̝
изпял	isˈpʲaɫ
изпяла	isˈpʲaɫə
изпялата	isˈpʲaɫət̪ə
изпяло	isˈpʲaɫo̝
изпялото	isˈpʲaɫo̝t̪o̝
изпят	isˈpʲat̪
изпята	isˈpʲat̪ə
изпятата	isˈpʲat̪ət̪ə
изпято	isˈpʲat̪o̝
изпятото	isˈpʲat̪o̝t̪o̝
изпях	isˈpʲax
изпяха	isˈpʲaxə
изпяхме	isˈpʲaxmɛ
изпяхте	isˈpʲaxt̪ɛ
изрева	izrɛˈvɤ
изрева	izrɛˈva
изревава	izrɛˈvavə
изревавай	izrɛˈvavəj
изревавайки	izrɛˈvavəjkʲi
изревавайте	izrɛˈvavəjt̪ɛ
изревавал	izrɛˈvavəɫ
изревавала	izrɛˈvavəɫə
изревавалата	izrɛˈvavəɫət̪ə
изревавали	izrɛˈvavəli
изревавалите	izrɛˈvavəlit̪ɛ
изревавалия	izrɛˈvavəlijə
изревавалият	izrɛˈvavəlijət̪
изревавало	izrɛˈvavəɫo̝
изревавалото	izrɛˈvavəɫo̝t̪o̝
изревавам	izrɛˈvavəm
изреваваме	izrɛˈvavəmɛ
изреваване	izrɛˈvavənɛ
изреваванета	izrɛˈvavənɛt̪ə
изреваванетата	izrɛˈvavənɛt̪ət̪ə
изреваването	izrɛˈvavənɛt̪o̝
изревавания	izrɛˈvavənijə
изреваванията	izrɛˈvavənijət̪ə
изревават	izrɛˈvavət̪
изревавате	izrɛˈvavət̪ɛ
изревавах	izrɛˈvavəx
изреваваха	izrɛˈvavəxə
изревавахме	izrɛˈvavəxmɛ
изревавахте	izrɛˈvavəxt̪ɛ
изреваваш	izrɛˈvavəʃ
изреваваше	izrɛˈvavəʃɛ
изреваващ	izrɛˈvavəʃt̪
изреваваща	izrɛˈvavəʃt̪ə
изреваващата	izrɛˈvavəʃt̪ət̪ə
изреваващи	izrɛˈvavəʃt̪i
изреваващите	izrɛˈvavəʃt̪it̪ɛ
изреваващия	izrɛˈvavəʃt̪ijə
изреваващият	izrɛˈvavəʃt̪ijət̪
изреваващо	izrɛˈvavəʃt̪o̝
изреваващото	izrɛˈvavəʃt̪o̝t̪o̝
изревал	izrɛˈvaɫ
изревала	izrɛˈvaɫə
изревалата	izrɛˈvaɫət̪ə
изревали	izrɛˈvali
изревалите	izrɛˈvalit̪ɛ
изревалия	izrɛˈvalijə
изревалият	izrɛˈvalijət̪
изревало	izrɛˈvaɫo̝
изревалото	izrɛˈvaɫo̝t̪o̝
изреват	izrɛˈvɤt̪
изревах	izrɛˈvax
изреваха	izrɛˈvaxə
изревахме	izrɛˈvaxmɛ
изревахте	izrɛˈvaxt̪ɛ
изреве	izrɛˈvɛ
изревели	izrɛˈvɛli
изревем	izrɛˈvɛm
изревете	izrɛˈvɛt̪ɛ
изревеш	izrɛˈvɛʃ
изревеше	izrɛˈvɛʃɛ
изреви	izrɛˈvi
изревял	izrɛˈvʲaɫ
изревяла	izrɛˈvʲaɫə
изревяло	izrɛˈvʲaɫo̝
изревях	izrɛˈvʲax
изревяха	izrɛˈvʲaxə
изревяхме	izrɛˈvʲaxmɛ
изревяхте	izrɛˈvʲaxt̪ɛ
изрека	izrɛˈkɤ
изрекат	izrɛˈkɤt̪
изрекла	izˈrɛkɫə
изреклата	izˈrɛkɫət̪ə
изрекли	izˈrɛkli
изреклите	izˈrɛklit̪ɛ
изреклия	izˈrɛklijə
изреклият	izˈrɛklijət̪
изрекло	izˈrɛkɫo̝
изреклото	izˈrɛkɫo̝t̪o̝
изрекох	izˈrɛko̝x
изрекоха	izˈrɛko̝xə
изрекохме	izˈrɛko̝xmɛ
изрекохте	izˈrɛko̝xt̪ɛ
изрекъл	izˈrɛkəɫ
изречал	izrɛˈtʃaɫ
изречала	izrɛˈtʃaɫə
изречали	izrɛˈtʃali
изречало	izrɛˈtʃaɫo̝
изречах	izrɛˈtʃax
изречаха	izrɛˈtʃaxə
изречахме	izrɛˈtʃaxmɛ
изречахте	izrɛˈtʃaxt̪ɛ
изрече	izrɛˈtʃɛ
изрече	izˈrɛtʃɛ
изречел	izrɛˈtʃɛɫ
изречела	izrɛˈtʃɛɫə
изречели	izrɛˈtʃɛli
изречело	izrɛˈtʃɛɫo̝
изречем	izrɛˈtʃɛm
изречен	izˈrɛtʃɛn
изречена	izˈrɛtʃɛnə
изречената	izˈrɛtʃɛnət̪ə
изречени	izˈrɛtʃɛni
изречение	izrɛˈtʃɛniɛ
изречените	izˈrɛtʃɛnit̪ɛ
изречения	izrɛˈtʃɛnijə
изречения	izˈrɛtʃɛnijə
изреченият	izˈrɛtʃɛnijət̪
изречено	izˈrɛtʃɛno̝
изреченото	izˈrɛtʃɛno̝t̪o̝
изречете	izrɛˈtʃɛt̪ɛ
изречех	izrɛˈtʃɛx
изречеха	izrɛˈtʃɛxə
изречехме	izrɛˈtʃɛxmɛ
изречехте	izrɛˈtʃɛxt̪ɛ
изречеш	izrɛˈtʃɛʃ
изречеше	izrɛˈtʃɛʃɛ
изречи	izrɛˈtʃi
изрича	izˈritʃə
изричай	izˈritʃəj
изричайки	izˈritʃəjkʲi
изричайте	izˈritʃəjt̪ɛ
изричал	izˈritʃəɫ
изричала	izˈritʃəɫə
изричалата	izˈritʃəɫət̪ə
изричали	izˈritʃəli
изричалите	izˈritʃəlit̪ɛ
изричалия	izˈritʃəlijə
изричалият	izˈritʃəlijət̪
изричало	izˈritʃəɫo̝
изричалото	izˈritʃəɫo̝t̪o̝
изричам	izˈritʃəm
изричаме	izˈritʃəmɛ
изричан	izˈritʃən
изричана	izˈritʃənə
изричаната	izˈritʃənət̪ə
изричане	izˈritʃənɛ
изричанета	izˈritʃənɛt̪ə
изричанетата	izˈritʃənɛt̪ət̪ə
изричането	izˈritʃənɛt̪o̝
изричани	izˈritʃəni
изричаните	izˈritʃənit̪ɛ
изричания	izˈritʃənijə
изричаният	izˈritʃənijət̪
изричанията	izˈritʃənijət̪ə
изричано	izˈritʃəno̝
изричаното	izˈritʃəno̝t̪o̝
изричат	izˈritʃət̪
изричате	izˈritʃət̪ɛ
изричах	izˈritʃəx
изричаха	izˈritʃəxə
изричахме	izˈritʃəxmɛ
изричахте	izˈritʃəxt̪ɛ
изричаш	izˈritʃəʃ
изричаше	izˈritʃəʃɛ
изричащ	izˈritʃəʃt̪
изричаща	izˈritʃəʃt̪ə
изричащата	izˈritʃəʃt̪ət̪ə
изричащи	izˈritʃəʃt̪i
изричащите	izˈritʃəʃt̪it̪ɛ
изричащия	izˈritʃəʃt̪ijə
изричащият	izˈritʃəʃt̪ijət̪
изричащо	izˈritʃəʃt̪o̝
изричащото	izˈritʃəʃt̪o̝t̪o̝
изсека	is.sɛˈkɤ
изсекат	issɛˈkɤt̪
изсекли	isˈsɛkli
изсеклите	isˈsɛklit̪ɛ
изсеклия	isˈsɛklijə
изсеклият	isˈsɛklijət̪
изсечал	issɛˈtʃaɫ
изсечала	issɛˈtʃaɫə
изсечали	issɛˈtʃali
изсечало	issɛˈtʃaɫo̝
изсечах	issɛˈtʃax
изсечаха	issɛˈtʃaxə
изсечахме	issɛˈtʃaxmɛ
изсечахте	issɛˈtʃaxt̪ɛ
изсече	issɛˈtʃɛ
