!kung	kʌŋ
!kung	ǃkʌŋ
aspartyl	əspɑɹtəl
aspartyl	əspɑːtəl
aspect	æspɛkt
aspen	æspən
asper	æspə
asper	æspəɹ
asperate	æspəɹeɪt
asperate	æspəɹət
aspergillum	æspəɹdʒɪləm
aspergillus	æspɚd͡ʒɪləs
asperitas	æspɛɹɪtas
asperitas	æspɛɹɪtæs
asperity	əspɛɹɪti
asperity	əspɛɹɪɾi
aspersory	əspɜːsəɹɪ
asphalt	æʃfɑlt
asphalt	æsfɑlt
asphalt	æʃfɔlt
asphalt	æʃfɛlt
asphalt	æsfælt
asphalt	æsfəlt
asphalt	æsfɔːlt
asphalt	æʃfælt
asphalt	æʃfəlt
asphalt	æʃfɔːlt
asphalt	æsfɔlt
asphalt	æʃfɔlt
aspheterism	əsfɛtəɹɪzəm
aspheterism	æsfɛtəɹɪzəm
asphodel	æsfədɛl
aspic	æspɪk
aspirant	æspəɹənt
aspirate	æspəɹət
aspirate	æspɪɹət
aspirate	æspəɹɪt
aspirate	æspəɹeɪt
aspirate	æspɪɹeɪt
aspirate	æspəɹeɪt
aspirate	æspɪɹeɪt
aspiration	æspəɹeɪʃən
aspirational	æspəɹeɪʃənəl
aspirationalism	æspəɹeɪʃənəlɪzəm
aspire	əspaɪəɹ
aspire	əspaɪɚ
aspirin	æspɹɪn
aspirin	æspɪɹɪn
aspirin	æspɹɪn
aspirin	æspɪɹɪn
aspis	æspɪs
asplode	əsploʊd
asquint	əskwɪnt
ass	æs
assad	æsɑːd
assad	æsæd
assail	əseɪl
assailable	əseɪləbl̩
assailant	əseɪlənt
assam	æsæm
assam	əsɒm
assassin	əsæsɪn
assassinate	əsasɪneɪt
assassination	əsæsɪneɪʃən
assassinatrices	əsæsɪneɪtɹɪsiːz
assassinatrix	əsæsɪneɪtɹɪks
assassins	əsæsɪnz
assault	əsɔːlt
assault	əsʌlt
assay	æseɪ
assay	əseɪ
asscheek	æstʃik
assclown	æsklaʊn
asse	æs
assegai	æsəɡaɪ
assemble	əsɛmbl̩
assembled	əsɛmbl̩d
assembler	əsɛmbəlɚ
assembly	əsɛmblɪ
assembly	əsɛmbli
assent	əsɛnt
assert	əsɜːt
assert	əsɝt
asserted	əsɜːtɪd
asserted	əsɝtɪd
assertion	əsɜːʃən
assertion	əsɜɹʃən
assertive	əsɝtɪv
assertoric	æsɚtɔɹɪk
asses	æsɪz
asses	æsiːz
assess	əsɛs
assessed	əsɛst
assessee	əsɛsi
assesses	əsɛsɪz
assessing	əsɛsɪŋ
assessor	əsɛsɚ
asset	æsɪt
asset	æsɛt
asset	æsət
assets	æsets
asseveration	əsɛvəɹeɪʃən
asseveration	æsɛvəɹeɪʃən
asshat	æshæt
asshole	æshoʊl
assibilation	əsɪbɪleɪʃən
assiduous	əsɪdjʊəs
assiduous	əsɪdʒuəs
assign	əsaɪn
assignable	əsaɪnəbl̩
assignat	asɪɡnat
assignat	asɪnja
assignation	æsɪɡneɪʃən
assigned	əsaɪnd
assimilate	əsɪmɪleɪt
assimilation	əsɪməleɪʃən
assist	əsɪst
assistance	əsɪstəns
assistant	əsɪstənt
assisted	əsɪstɪd
assisting	əsɪstɪŋ
assistive	əsɪstɪv
assists	əsɪsts
associate	əsəʊʃieɪt
associate	əsəʊsieɪt
associate	əsoʊʃieɪt
associate	əsoʊsieɪt
associate	əsəʊʃiət
associate	əsəʊsiət
associate	əsoʊʃiət
associate	əsoʊsiət
associated	əsəʊʃieɪtɪd
associated	əsəʊsieɪtɪd
associated	əsoʊʃieɪtɪd
associated	əsoʊsieɪtɪd
association	əsəʊʃieɪʃən
association	əsəʊsieɪʃən
association	əsoʊʃieɪʃən
association	əsoʊsieɪʃən
associative	əsoʊʃiətɪv
associative	əsoʊsiətɪv
assoil	əsɔɪl
assoilzie	əsɔɪli
assonance	æsənəns
assonance	ɛsɘnɘns
assort	əsɔːt
assort	əsɔɹt
assortment	əsɔːtmənt
asstastic	æstæstɪk
assuage	əsweɪdʒ
assume	əsjuːm
assume	əsuːm
assume	əʃuːm
assume	əzuːm
assumption	əsʌmpʃən
assurance	əʃʊɹəns
assurance	əʃɝəns
assurance	əʃʊəɹəns
assurance	əʃɔːɹəns
assure	əʃʊə
assure	əʃɔː
assure	əʃʊɹ
assure	əʃɝ
assured	əʃʊəd
assured	əʃɔːd
assured	əʃʊɹd
assured	əʃɝd
asswipe	æswaɪp
assyria	əsɪɹiə
assyrogenous	æsɪɹɒdʒɪnəs
assyrogenous	æsɪɹɑdʒɪnəs
assythment	əsʌɪðmənt
assythment	əsaɪðmənt
assythment	əsaɪθmənt
assythment	əsɛθmənt
as't	æzt
astana	əstɑːnə
astana	æstɑːnə
astatine	astətiːn
astatine	æstətin
aster	æstəɹ
asterisk	æstəɹɪsk
asterism	astəɹɪzəm
asterix	æstəɹɪks
astern	əstɝn
astern	əstɜːn
asteroid	æstəɹoɪd
asteroids	æstəɹoɪdz
asterostromelloid	æstəɹəʊstɹəʊməlɔɪd
asthenia	æsθiniə
asthenia	æsθiːnɪə
asthenospermia	æsθənəʊspɜːɹmiə
asthenospermia	æsθənospɝmiə
asthenospermic	æsθənəʊspɜːɹmɪk
asthenospermic	æsθənospɝmɪk
asthenosphere	asθɛnəʊsfɪə
asthma	æsmə
asthma	æsθmə
asthma	æθsmə
asthma	æzmə
asthma	æzðmə
asthma	æðzmə
asthmatic	æzmætɪk
astichous	æstɪkəs
astigmatism	əstɪɡmətɪzm̩
astonied	əstɑnid
astonish	əstɒnɪʃ
astonish	əstɑnɪʃ
astonishing	əstɑnɪʃɪŋ
astonishing	əstɒnɪʃɪŋ
astonishment	əstɒnɪʃmənt
astonishment	əstɑːnɪʃmənt
astony	əstɒni
astound	əstaʊnd
astraea	æstɹiːə
astraeus	əstɹiːəs
astrakhan	æstɹəkæn
astrakhan	æstɹəkæn
astral	æstɹəl
astray	əstɹeɪ
astringence	əstɹɪndʒəns
astringency	əstɹɪndʒənsi
astringent	əstɹɪndʒənt
astroanthropology	æstɹəænθɹəpɑːlədʒi
astroarchitecture	æstɹəɑɹkətɛktʃɚ
astrobleme	æstɹəʊbliːm
astrobleme	æstɹoʊblim
astrobotany	æstɹəbɒtənɪ
astrogeography	æstɹədʒɪɒɡɹəfi
astrogeometry	æstɹədʒiːɑmɛtɹi
astrohistory	æstɹəhɪstəɹi
astrolabe	æstɹəleɪb
astrolinguistics	æstɹəlɪŋɡwɪstɪks
astrology	əstɹɒlədʒi
astromancy	æstɹɵmænsi
astrometry	əstɹɒmətɹi
astronaut	æstɹənɔːt
astronaut	æstɹənɔt
astronaut	æstɹənɒt
astronomer	əstɹɒnəmə
astronomer	əstɹɒnəmɚ
astronomer	əstɹɑnəmɚ
astronomical	æstɹənɒmɪkəl
astronomical	æstɹənɑːmɪkəl
astronomy	əstɹɑnəmi
astronomy	æstɹɑnəmi
astrophilosophy	æstɹəfɪlɒsəfi
astrotechnology	əstɹɑtɛknɒlədʒi
astroturf	æstɹoʊtɝf
astrotypic	æstɹəʊtɪpɪk
astrozoology	æstɹəzəʊɒlədʒi
asturian	æstʊəɹiən
asturian	əstjʊəɹiən
asturian	æstʊɹiən
asturian	əstʊɹiən
asturias	æstʊəɹiəs
asturias	əstjʊəɹiəs
asturias	æstʊɹiəs
asturias	əstʊɹiəs
astute	əstjuːt
astyages	æstaɪəd͡ʒiːz
asunder	əsʌndə
asunder	əsʌndɚ
aswan	aswɑːn
asweve	əswiːv
asylum	əsaɪləm
asylums	əsaɪləmz
asymmetry	eɪsɪmɪtɹi
asymptotic	æsəmptɒtɪk
asymptotic	æsəmptɑtɪk
asynartetic	əsɪnɑːtɛtɪk
asynchronous	eɪsɪŋkɹənəs
at	æt
at	ət
ataman	ætəmən
ataraxic	ætəɹæksɪk
ataraxy	atəɹaksi
atari	ətɑːɹi
atavism	ætəvɪzəm
atavistic	ætəvɪstɪk
ataxia	ətæksɪə
ataxia	eɪtæksɪə
atchoum	atʃum
ate	eɪt
ate	ɛt
ate	eɪt
atelier	ætəljeɪ
atelier	ætəljeɪ
atelier	ətɛljeɪ
atelier	ətɛlieɪ
atelophobia	ətɛləfəʊbɪə
athame	ɑːθɑːmeɪ
athame	əθɑːmeɪ
athame	ɑθɑmeɪ
athame	əθɑmeɪ
athame	æθəmeɪ
athanasius	æθəneɪsiəs
athanasy	əθænəsɪ
athanor	æθənɔː
athanor	æθənɔɹ
atheism	eɪθiɪzəm
atheist	eɪθiɪst
athel	æθəl
athel	eɪθəl
atheling	æðəlɪŋ
athelstan	æθelstæn
athematic	æθiːmætɪk
athena	əθiːnə
athenaeum	aθɪniːəm
athenaeum	aθɪniːəm
athenian	əθiːniən
athens	æθənz
athens	eɪθənz
athermic	eɪθɜɹmɪk
atherosclerosis	æθɚoʊskləɹoʊsəs
athetesis	æθɪtiːsɪs
athirst	əθəːst
athlete	æθliːt
athlete	æθlit
athlete	æθəliːt
athletic	æθlɛtɪk
athletics	æθlɛtɪks
athwart	əθwɔːɹt
athymia	əθaɪmiə
atikamekw	ətɪkəmɛk
atiptoe	ətɪptoʊ
atkins	ætkɪnz
atlanta	ætlæntə
atlantean	ətlæntiən
atlantean	ætləntiːən
atlantes	ətlantiːz
atlantic	ətlæntɪk
atlantic	ætlæntɪk
atlantis	ətlæntəs
atlas	ætləs
atlas	ætlɪs
atlas	ætləs
atlas	ætləs
atlatl	atlatəl
atlatlist	ɑtlɑtl̩ɪst
atman	ɑːtman
atmosphere	ætməsfɪəɹ
atmosphere	ætməsfɪɹ
atocia	ətəʊʃɪə
atoll	ætɒl
atoll	ətɒl
atom	atəm
atom	ætəm
atomic	ətɔmɪk
atomic	ətɒmɪk
atomic	ətɑːmɪk
atomist	ætəmɪst
atompunk	ætəmpʌŋk
atompunk	ætəmpʌŋk
atompunk	-ɾəm-
atoms	atəmz
atoms	ætəmz
atomy	ætəmi
atonal	eɪtoʊnəl
atonal	eɪtəʊnəl
atone	ətəʊn
atone	ətoʊn
atonic	eɪtɒnɪk
atony	ætəni
atopy	ætəpi
atpase	eɪtiːpiːeɪz
atrabiliary	ætɹəbɪlɪəɹi
atrabilious	ætɹəbɪliəs
atrabiliously	ætɹəbɪliəsli
atrabiliousness	ætɹəbɪliəsnəs
atrament	ætɹəmɛnt
atramentaceous	ætɹəmɛnteɪʃəs
atrium	eɪtɹiəm
atrocious	ətɹəʊʃəs
atrocious	ətɹoʊʃəs
atrophy	ætɹəfi
atropine	æ-tɹo-pin
atropos	ætɹəpɒs
atrous	eɪtɹəs
atrous	ətruː
at's	æts
at's	əts
attaboy	ætəbɔɪ
attach	ətætʃ
attache	ætæʃe
attache	ætəʃe
attache	ətæʃeɪ
attaché	ətæʃeɪ
attaché	ætæʃeɪ
attached	ətætʃt
attaches	ətætʃɪz
attaching	ətætʃɪŋ
attachment	ətætʃmənt
attack	ətæk
attacked	ətækt
attacker	ətækɚ
attacking	ətækɪŋ
attacks	ətæks
attain	əteɪn
attainable	əteɪnəbəl
attained	əteɪnd
attaining	əteɪnɪŋ
attainment	əteɪnmənt
attainments	əteɪnmənts
attains	əteɪnz
attaint	əteɪnt
attainted	əteɪntɪd
attap	atəp
attap	atap
attempt	ətɛmpt
attempted	ətɛmptɪd
attempting	ətɛmptɪŋ
attempts	ətɛmpts
attend	ətɛnd
attendance	ətɛndəns
attendant	ətɛndənt
attendants	ətɛndənts
attended	ətɛndɪd
attending	ətɛndɪŋ
attent	ətɛnt
attention	ətɛnʃən
attentive	ətɛntɪv
attenuate	ətɛnjuːeɪt
atter	ætə
attercop	ætəkɒp
attest	ətɛst
attestation	ætɛsteɪʃən
attestation	ætɛsteɪʃən
attested	ətɛstɪd
attesting	ətɛstɪŋ
attests	ətɛsts
attic	ætɪk
attire	ətaɪəɹ
attitude	ætɪtjuːd
attitude	ætɪtud
attorney	ətɜːɹni
attract	ətɹækt
attractant	ətɹæktənt
attracted	ətɹæktɪd
attraction	ətɹækʃən
attractive	ətɹæktɪv
attrahent	ætɹəhənt
attributable	ətɹɪbjuːtəbəl
attribute	ætɹɪbjuːt
attribute	ætɹɪ̈bjut
attribute	ətɹɪbjuːt
attribute	ətɹɪbjut
attributer	ətɹɪbjuːtə
attributive	ətɹɪbjutɪv
attributor	ətɹɪbjuːtɔː
attributor	ətɹɪbjuːtə
attrist	ətɹɪst
attrite	ətɹaɪt
attune	ətjuːn
attune	ətjun
atyap	ətjab
atypical	eɪtɪpɪkəl
aubade	oʊbɑːd
aubergine	oʊbɚʒin
aubergine	əʊbəʒiːn
auburn	ɔbɚn
auch	aʊk
auckland	ɔːklənd
auction	ɔːkʃən
auction	ɒkʃən
audacious	ɔːdeɪʃəs
audacious	ɔdeɪʃəs
audaciously	ɔdeɪʃəsli
audaciousness	ɔdeɪʃəsnəs
audacity	ɔːdæsɪti
audacity	ɔdæsɪti
audax	ɔːdæks
audiation	ɔːdɪeɪʃən
audiation	ɔdieɪʃən
audible	ɔːdɪbl̩
audience	ɔːdiəns
audient	ɔːdɪənt
audile	ɔːdaɪl
auding	ɔːdɪŋ
auding	ɑdɪŋ
audio	ɔːdiəʊ
audio	ɔdioʊ
audio	ɑdioʊ
audiophile	ɔːdiəʊfaɪl
audiovisual	ɔːdiəʊvɪzjʊəl
audiovisual	-ʒʊəl
audiovisual	ɔdioʊvɪʒuəl
audiovisual	ɑdioʊvɪʒuəl
audiovisual	ɑdioʊvɪʒuəl
audit	ɔːdɪt
auditorium	ɔːdɪtɔːɹɪəm
auditorium	ɔdətɔɹiəm
audits	ɔːdɪts
aufeis	aʊfaɪs
aufklärer	aʊfklɛːʀɐ
aufklärer	aʊfklɛːʀɚ
aufklärung	aʊfklɛəɹʊŋ
augean	ɔːdʒiːən
augeas	ɔːdʒiːəs
augend	ɔdʒɛnd
aught	ɔːt
aught	ɔt
aught	ɑt
aughts	ɒːts
aughts	ɔːts
aughts	ɑːts
augment	ɔːɡmɛnt
augment	ɑɡmɛnt
augment	ɔːɡmənt
augment	ɑɡmənt
augur	ɔːɡə
augur	ɔɡɚ
augur	ɑɡɚ
augurs	ɔːɡəz
augurs	ɔɡɚz
augurs	ɑɡɚz
augury	ɔːɡjʊɹi
august	ɔːɡʌst
august	ɔːɡʌst
august	ə-
august	ɔːɡəst
august	ɔɡəst
august	ɑɡəst
augusta	əɡʌstə
augustan	ɔːɡʌstən
augustan	ɔɡʌstən
auguste	aʊɡʊst
augustine	ɔːɡʌstɪn
augustine	ɔːɡəstiːn
augustine	əɡʌstɪn
augustine	ɔɡəstin
augustine	ɑɡəstin
augusts	ɔɡəsts
augustus	ɔːɡʌstəs
auk	ɔːk
auklet	ɔːklət
aul	ɑːʊl
auld	oːld
auld	ɔːld
auld	aːʊl
aulete	ɔːliːt
aulis	ɔːlɪs
aulis	aʊlɪs
aunt	ɑːnt
aunt	ænt
aunt	ant
aunt	ɒnt
aunt	ɔnt
aunt	eɪnt
auntie	ænti
auntie	ɑːnti
auol	ɑːʊl
aura	ɔːɹə
aural	ɔːɹəl
aurally	ɔːɹəli
auratic	ɔːɹætɪk
aureate	ɔːɹiːət
aureole	ɔːriːəʊl
aureole	ɔːriːoʊl
aureus	ɔːɹɪəs
auricle	ɒɹəkəl
auricle	ɔːɹɪkəl
aurochs	aʊɹɒks
aurochs	ɔːɹɒks
aurora	əɹɔːɹə
aurora	ɔːɹɔːɹə
auroral	ɔːɹɔəɹəl
auroral	ɔːɹɔːɹəl
auroral	ɔɹɔɹəl
auroral	əɹɔɹəl
aurorean	ɔːɹɔəɹɪən
aurothiomalate	ɔːɹəʊθaɪəʊmæleɪt
aurum	ɔːɹəm
auschwitz	aʊ̯ʃvɪts
auschwitz	aʊ̯ʃwɪts
auslaut	aʊslaʊt
auslese	aʊsleɪzə
ausonian	ɔːsəʊniən
auspice	ɔːspɪs
auspice	ɔspɪs
auspice	ɑspɪs
auspicious	ɔːspɪʃəs
aussie	ɔzi
aussie	ɒzi
aussie	ɒsi
aussie	ɔzi
aussie	ɔsi
aussie	ɑzi
aussie	ɑsi
austen	ɔstɪn
austen	ɑstɪn
austen	ɒstɪn
austenesque	ɔːstənɛsk
austenesque	ɔstənɛsk
austenian	ɔːstiːnɪən
austenian	ɔstiniən
austenite	ɔstɪnaɪt
austenite	ɑstɪnaɪt
austenite	ɒstɪnaɪt
austenite	ɔstɪnaɪt
austenite	ɑstɪnaɪt
austenite	ɒstɪnaɪt
auster	ɒstə
auster	ɔːstə
auster	ɔːstəɹ
auster	ɒstəɹ
austere	ɒstɪəɹ
austere	ɔːstɪəɹ
austere	ɔstiɹ
austere	ɑstiɹ
austerely	ɔstiəɹli
austerity	ɔstɛɹɪti
austerlitz	ɔːstəlɪts
austerlitz	aʊstəlɪts
austerlitz	ɔstɚlɪts
austerlitz	aʊstɚlɪts
austin	ɔstɪn
austin	ɑstɪn
austin	ɒstɪn
austinite	ɔstɪnaɪt
austinite	ɑstɪnaɪt
austinite	ɒstɪnaɪt
austinite	ɔstɪnaɪt
austinite	ɑstɪnaɪt
austinite	ɒstɪnaɪt
austinites	ɔstɪnaɪts
austinites	ɑstɪnaɪts
austinites	ɒstɪnaɪts
australasia	ɒstɹəleɪʒə
australasia	ɔstɹl̩æɪʒɐ
australia	ɒstɹeɪljə
australia	əstɹeɪljə
australia	əstɹæɪljə
australia	əstɹæɪliːə
australia	əstɹæɪjə
australia	əstɹɛliːə
australia	ɒstɹeɪliːə
australia	ɒstɹeɪlijə
australia	ɔːstɹeɪlɪə
australia	ɔːstɹeɪlɪjə
australia	ɔstɹeɪliə
australia	ɔstɹeɪljə
australia	ɑstɹeɪliə
australia	ɑstɹeɪljə
australian	əstɹæɪljən
australian	əstɹæɪliːən
australian	əstɹæɪljən
australian	ɒstɹeɪliːən
australian	ɒstɹeɪlijən
australian	ɔstɹeɪliən
australian	ɔstɹeɪljən
australian	ɑstɹeɪliən
australian	ɑstɹeɪljən
australiana	ɔstɹeɪliænə
australiana	ɔstɹeɪliɑnə
australiana	ɔstɹeɪlieɪnə
australianese	əstɹeɪljəniːz
australianise	ɒstɹeɪljənaɪz
australianize	ɒstɹeɪljənaɪz
australopithecine	ɒstɹələʊpɪθɪsiːn
austria	ɒstɹɪə
austria	ɔːstɹɪə
austria	ɔstɹiə
austria	ɑstɹiə
austrian	ɒstɹiən
austrian	ɔːstɹiən
austrians	ɒstɹiəns
austrians	ɔːstɹiəns
austronesia	ɔːstɹoʊniːʒə
austronesian	ɔːstɹoʊniːʒən
austronesians	ɔːstɹoʊniːʒənz
austrophobe	ɒstɹəʊfəʊb
autarchic	ɔːtɑːkɪk
autarkic	ɔːtɑːkɪk
auteur	oʊtɝ
auteur	ɔːtɜː
auteur	əʊtɜː
authentic	ɔθɛntɪk
authentic	ɒθɛntɪk
authentic	ɑθɛntɪk
authenticate	ɔθɛntɪkeɪt
authenticate	ɑθɛntɪkeɪt
authenticity	ɑθɛntɪsɪti
authenticity	ɑθəntɪsɪti
author	ɔːθə
author	ɔθɚ
author	ɑθɚ
author	ɒːtəɹ
authoritative	ɔːθɒɹɪteɪtɪv
authoritative	ɔːθɒɹɪtətɪv
authoritative	əθɔɹɪteɪtɪv
authoritative	ɔθɔɹɪteɪtɪv
authoritative	əθɑɹɪteɪtɪv
authoritative	ɔθɑɹɪteɪtɪv
authoritative	əθɔɹɪtətɪv
authoritative	ɔθɔɹɪtətɪv
authoritative	əθɑɹɪtətɪv
authoritative	ɔθɑɹɪtətɪv
authority	ɔːθɒɹəti
authority	əθɔɹəti
authority	əθɑɹəti
authorize	ɔθəɹaɪz
authorize	ɑθəɹaɪz
authorize	ɑθəɹaɪz
authorize	ɔːθəɹaɪz
authors	ɔːθəz
authors	ɔθɚz
authors	ɑθɚz
autie	ɔːti
autism	ɔːtɪzəm
autist	ɔːtɪst
autistic	ɔːtɪstɪk
auto	ɔtoʊ
auto	ɑtoʊ
auto	ɑtoʊ
auto	ɔːtəʊ
autobahn	ɔːtəbɑːn
autobiographic	ɔːtəʊbaɪəɡɹæfɪkəl
autobiographical	ɑtoʊbaɪəɡɹæfəkəl
autobiographical	ɔːtɘʊbaɪəɡɹæfɪkəl
autobiographically	ɔːtəʊbaɪəɡɹæfɪkəli
autocephalous	ɔːtəʊsɛfələs
autocephaly	ɔːtəsɛfəli
autochthon	ɔːtɒkθən
autochthon	ɔːtɒkθɒn
autochthon	ɔtɑkθən
autochthon	ɔtɑkθɑn
autochthon	ɑtɑkθən
autochthon	ɑtɑkθɑn
autochthones	ɔːtɒkθəniːz
autochthonous	ɔːtɒkθənəs
autochthonous	ɔtɑkθənəs
autochthonous	ɑtɑkθənəs
autoclave	ɔtəkleɪv
autocratically	ɔːtəkɹætɪkəliː
autocratrices	ɔtəʊkɹætɹɪsiːz
autocratrices	ɔtəʊkɹeɪtɹɪsiːz
autocritical	ɔːtəʊkɹɪtɪkəl
autocross	ɔːtəʊkɹɒs
autocunnilingus	ɔːtəʊkʌnɪlɪŋɡəs
autodidact	ɔːtoʊdaɪdækt
autoerotic	ɔːtəʊɘɹɒtɪk
autoethnographic	ɔːtəʊɛθnəʊɡɹæfɪk
autoethnographic	ɔtoʊɛθnəɡɹæfɪk
autoethnography	ɔːtəʊɛɵnɒɡɹəfɪi
autogynephilia	ɔːtəʊɡaɪnəfɪliə
autogynephilia	ɔːtoʊɡaɪnəfɪliə
autological	ɔːtəʊlɒdʒɪkəl
autological	ɔːtəlɒdʒɪkəl
autological	ɑːtoʊlɑːdʒɪkəl
autological	ɑːtəlɑːdʒɪkəl
autology	ɔːtɒlədʒɪ
autolytic	ɔːtəlɪtɪk
automagical	ɑtoʊmædʒɪkəl
automata	ɔːtɒmətə
automatable	ɔːtəmeɪtəbəl
automate	ɔtoʊmeɪt
automath	ɑtəmæθ
automatic	ɔːtəmætɪk
automatic	ɔtəmætɪk
automatically	ɔːtəʊmætɪkəli
automatically	ɔːtəmætɪkəli
automatism	ɔːtɒmətɪzəm
automaton	ɔːtɒmətən
automaton	ɔːtɒmətɒn
automaton	ətɑmətɑn
automatons	ɔːtɒmətənz
automatons	ɔːtɒmətɒnz
automatons	ɔtɑmətənz
automatons	ɔtɑmətɑnz
automatons	ɑtɑmətənz
automatons	ɑtɑmətɑnz
automobile	ɔtəməbiːl
automobile	ɔtəmoʊbil
auton	ɔːtɒn
auton	ɑtɑn
auton	ɔtɑn
autonepiophilia	ɔːtəʊ
autonomous	ɔːtɒnəməs
autonomous	ɔtɑnəməs
autonomous	ɑtɑnəməs
autonomy	ɔːtɒnəmi
autonomy	ɔtɑnəmi
autonomy	ɑtɑnəmi
autopsy	ɔːtɒpsiː
autopsy	ɔtɑpsi
autorecognition	ɔtoʊɹɛkəɡnɪʃən
autorecognition	ɔːtəʊɹɛkəɡnɪʃən
autoredirection	ɔːtəʊɹiːdɪɹɛkʃən
autoschediastic	ɔːtəʊskɛdiæstɪk
autoschediastic	ɔːtəskɛdiæstɪk
autosome	ɔːtəsəʊm
autosome	ɔɾəsoʊm
autosome	ɑtəzoʊm
autotomy	ɔːtɒtəmi
autotroph	ɔːtəʊtɹəʊf
autotroph	ɔɾətɹoʊf
autumn	ɔːtəm
autumn	ɔtəm
autumnal	ɔtʌmnəɫ
autumnal	ɔːtʌmnəl
auxetophone	ɔːksətəfəʊn
auxiliary	ɔːksɪljəɹi
auxiliary	ɔːksɪliəɹi
auxiliary	ɔːksɪləɹi
auxiliary	ɔɡzɪljəɹi
auxiliary	ɔɡzɪliɛɹi
auxiliary	ɔɡzɪləɹi
auxiliary	ɑɡzɪljəɹi
auxiliary	ɑɡzɪliɛɹi
auxiliary	ɑɡzɪləɹi
auxlanger	ɔkslæŋɚ
auxlanger	ɑkslæŋɚ
auxlanger	ɔːkslæŋə
auxometer	ɔːksɒmɪtə
ava	eɪvə
ava	ɑːvə
avail	əveɪl
available	əveɪləbəl
availably	əveɪləbli
avalanche	ævəlɑːnʃ
avalanche	ævəlæntʃ
avania	avəniːə
avar	ævɑɹ
avarice	ævəɹɪs
avarice	ævəɹəs
avarice	ævɹəs
avaricious	ævəɹɪʃəs
avast	əvæst
avatar	ævətɑ
avatar	ævətɑ
avatar	ævətɑɹ
avaunce	əvɔːns
avaunce	əvɑːns
avauntour	əvɔːntər
avens	ævɪnz
aventine	ævəntaɪn
aventurine	əvɛnt͡ʃəɹɪn
aventurine	-tjʊə-
aventurine	əvɛnt͡ʃəɹɪn
aventurine	-iːn
avenue	ævənjuː
avenue	ævənu
aver	əvɜː
aver	eɪvə
average	ævəɹɪd͡ʒ
average	ævɹɪd͡ʒ
averse	əvɜːɹs
aversion	əvɜːʃn
aversion	əvɝʒn
avert	əvɜːt
avert	əvɝt
avertress	əvɜːtɹɪs
avestan	əvɛstən
avgas	ævɡæs
avgolemono	ɑvɡoʊlɛmənoʊ
avian	eɪviən
aviary	eɪvɪəɹi
aviate	eɪvieɪt
aviation	eɪvieɪʃən
aviatrices	eɪvieɪtɹɪsiːz
aviatrix	eɪvieɪtɹɪks
avicenna	ævɪsenə
avid	ævɪd
avid	ævəd
avionic	eɪviɒnɪk
avionics	eɪviɒnɪks
avital	əvɪtəl
avocadi	ævɒkɑːdi
avocado	ævəkɑːdəʊ
avocado	ɑvəkɑdoʊ
avocado	ævəkɑdoʊ
avocation	avəʊkeɪʃən
avocation	ævoʊkeɪʃən
avocation	ævəkeɪʃən
avocet	ævəsɛt
avogadro	avəɡɑːdɹəʊ
avogadro	ɑvəɡɑdɹoʊ
avogadro	ɑvoʊɡɑdɹoʊ
avoid	əvɔɪd
avoidable	əvɔɪdəbl̩
avoided	əvɔɪdɪd
avoiding	əvɔɪdɪŋ
avoidings	əvɔɪdɪŋz
avoids	əvɔɪdz
avoirdupois	ævədəpɔɪz
avoirdupois	ævɑːdjuːpwɑː
avoirdupois	ævɚdəpɔɪz
avon	eɪvən
avon	eɪvɑn
avon	ɑːn
avourneen	əvʊəniːn
avourneen	əvɔːniːn
avourneen	əvʊɹniːn
avourneen	əvɝniːn
avourneen	əvuːɹniːn
avow	əvaʊ
avril	ævɹɪl
avulse	əvʌls
avuncular	əvʌŋkjʊlə
avuncular	əvʌŋkjʊlɚ
aw	ɔː
aw	ɑː
await	əwɛɪt
awaited	əweɪtɪd
awaiting	əweɪtɪŋ
awaits	əweɪts
awake	əweɪk
awaked	əweɪkt
awaken	əweɪkən
awakened	əweɪkənd
awakening	əweɪ̯kənɪŋ
award	əwɔːd
award	əwɔɹd
awardee	əwɔɹdi
aware	əwɛɚ
aware	əwɛə
aware	əweːɹ
awareness	əwɛɹnəs
awareness	əwɛənəs
away	əweɪ
awaze	ɑwɑzeɪ
awaze	ɑwɑzi
awe	ɔː
awe	ɔ
awe	ɑ
awed	ɔːd
aweigh	əweɪ
aweless	ɔːlɪs
aweless	-ləs
aweless	ɔlɪs
aweless	-ləs
awesome	ɔːsəm
awesome	ɔsəm
awesome	ɑsəm
awesomeness	ɔːsəmnəs
awesomenessness	ɔːsəmnəsnəs
awesometastic	ɔsm̩tæstɪk
awful	ɔːfʊl
awful	ɔːfəl
awful	ɔfəl
awful	ɑfəl
awfully	ɔːfʊli
awfully	ɔːfəli
awfully	ɔːfli
awfully	ɔfəli
awfully	ɑfəli
awhile	əwaɪl
awhile	əhwaɪl
awk	ɔːk
awk	ɔːk
awk	ɑːk
awkward	ɔːkwəd
awkward	ɔkwɚd
awkward	ɑkwɚd
awkwards	ɔːkwədz
awkwards	ɔkwɚdz
awkwards	ɑkwɚdz
awl	ɔːl
awl	ɔl
awl	ɑl
awn	ɔːn
awner	ɔːnəɹ
awning	ɔːnɪŋ
awning	ɔnɪŋ
awning	ɑnɪŋ
awnry	ɔːnɹi
awoke	əwəʊk
awook	əwʊk
awrack	əɹæk
awrath	əɹɒθ
awrath	əɹɒθ
awrath	aʊɹæt
