က	ka̰
သူဇာ	θùzà
သူတို့	θùdo̰
သူပုန်	ðəbòʊɴ
သူမ	θùma̰
သူများ	θùmjá
သူရ	θùja̰
သူရကန်	θùɹəkàɴ
သူရိန်	θùjèɪɴ
သူရိယမာသ	θùɹḭja̰màθa̰
သူရဲ	θəjɛ́
သူရဿတီ	θùɹa̰θətì
သူလျှို	ðəʃò
သူ့	θṵ
သေ	θè
သေခြင်း	θèd͡ʑɪ́ɴ
သေတ္တာ	θɪʔtà
သေနတ်	θənaʔ
သော	θɔ́
သောက္ကတဲ	θaʊʔkətɛ́
သောက်	θaʊʔ
သောကြာ	θaʊʔt͡ɕà
သောကြာဂြိုဟ်	θaʊʔt͡ɕàd͡ʑò
သောင်း	θáʊɴ
သောင်းသောင်း	θáʊɴðáʊɴ
သောသော	θɔ́ðɔ́
သော့	θɔ̰
သော့တံ	θɔ̰dàɴ
သော်တာ	θɔ̀dà
သေး	θé
သဲ	θɛ́
သဲကန္တာရ	θéɡàɴdàja̰
သဲကျောက်	θɛ́d͡ʑaʊʔ
သဲ့သဲ့	θɛ̰ðɛ̰
သံ	θàɴ
သံကြိုး	θàɴd͡ʑó
သံကြိုးစာ	θàɴd͡ʑózà
သံကြွပ်	θàɴd͡ʑʊʔ
သံချပ်	θəd͡ʑaʔ
သံချေး	θàɴd͡ʑí
သံခွာ	θàɴkʰwà
သံဃာ	θàɴɡà
သံစုံတီးဝိုင်း	θàɴzòʊɴtíwáɪɴ
သံတမန်	θàɴtəmàɴ
သံတွဲ	θàɴdwɛ́
သံပန်း	θàɴbáɴ
သံပရာ	θàɴpa̰jà
သံပရို	θàɴba̰jò
သံပေါက်	θàɴbaʊʔ
သံပြိုင်	θàɴbjàɪɴ
သံဖြူ	θàɴbjù
သံမဏိ	θàɴmənḭ
သံရုံး	θàɴjóʊɴ
သံလမ်း	θàɴláɴ
သံလမ်းရထား	θàɴláɴjətʰá
သံလိုက်	θàɴlaɪʔ
သံလိုက်စက်ကွင်း	θàɴlaɪʔsɛʔkwɪ́ɴ
သံလွင်	θàɴlwɪ̀ɴ
သံဝါသ	θàɴwàθa̰
သံအမတ်	θàɴʔəmaʔ
သံ့သံ့	θa̰ɴða̰ɴ
သျှင်	ʃɪ̀ɴ
သျှမ်း	ʃáɴ
သျှောင်	jàʊɴ
သွင်သွင်	θwɪ̀ɴðwɪ̀ɴ
သွတ်သွတ်	θʊʔθʊʔ
သွန်းသွန်း	θʊ́ɴðʊ́ɴ
သွပ်	θʊʔ
သွား	θwá
သွားကြားထိုးတံ	θwád͡ʑátʰódàɴ
သွားတိုက်ဆေး	θwádaɪʔsʰé
သွားပွတ်တံ	ðəbʊʔdàɴ
သွားဖုံး	θəpʰóʊɴ
သွားရည်	θəjì
သွေး	θwé
သွေးကြော	θwéd͡ʑɔ́
သွေးတိုးရောဂါ	θwétójɔ́ɡà
သွေးပေါ်	θwépɔ̀
သွေးအုပ်စု	θwéʔoʊʔsṵ
ဟ	ha̰
ဟင့်အင်း	hɪ̰ɴʔɪ́ɴ
ဟင်း	hɪ́ɴ
ဟင်းခါး	hɪ́ɴɡá
ဟင်းချ့	hɪ́ɴt͡ɕʰa̰̰
ဟင်းရည်	hɪ́ɴjè
ဟင်းသီးဟင်းရွက်	hɪ́ɴðíhɪ́ɴjwɛʔ
ဟင်္သာ	hɪ́ɴθà
ဟင်္သာတ	hɪ̀ɴθəta̰
ဟထိုး	ha̰tʰó
ဟနူမာန်	hənùmàn
ဟန်ဂေရီ	hàɴɡèɹì
ဟန်နီ	hàɴnì
ဟမ်ဘာဂါ	hàɴbàɡà
ဟယ်လီကော့ပတာ	hɛ̀lìkɔ̰pətà
ဟလဝါ	ha̰la̰wà
ဟာနွိုင်း	hànwáɪɴ
ဟာသ	hàθa̰
ဟားခါး	hákʰá
ဟိတ်	heɪʔ
ဟိန္ဒီ	hèɪɴdì
ဟိန္ဒူ	hèɪɴdù
ဟိမဝန္တာ	hḭma̰wʊ̀ɴtà
ဟို	hò
ဟိုက်ဒရိုဂျင်	haɪʔdəɹòd͡ʑɪ̀ɴ
ဟိုင်းအီနာကောင်	háɪɴʔìnàkàʊɴ
ဟိုတယ်	hòtɛ̀
ဟိုမှာ	hòm̥à
ဟိုဟာ	hòhà
ဟီနယာန	hìna̰jàna̰
ဟီလီယမ်	hìlìjàɴ
ဟုတ်	hoʊʔ
ဟုတ်ကဲ့	hoʊʔkɛ̰
ဟုတ်တာပေါ့	hoʊʔtàpɔ̰
ဟူ	hù
ဟူးရား	hújá
ဟူးဟူး	húhú
ဟေတီ	hètì
ဟေမာန်	hèmàn
ဟောက်	haʊʔ
ဟောင်ကောင်	hàʊɴkàʊɴ
ဟောင်း	háʊɴ
ဟော်	hɔ̀
ဟော်ကီ	hɔ̀kì
ဟော်လန်	hɔ̀làɴ
ဟဲလို	hɛ́lò
ဟွန်ဒူးရပ်စ်	hʊ̀ɴdúɹaʔs
ဠ	la̰
အ	ʔa̰
အက	ʔəka̰
အကယ်၍	ʔəkɛ̀jwḛ
အကာ	ʔəkà
အကို	ʔəkò
အကိုင်း	ʔəkáɪɴ
အကုန်	ʔəkòʊɴ
အကောက်	ʔəkaʊʔ
အကောက်ဆိပ်	ʔəkaʊʔsʰeɪʔ
အကောင့်	ʔəka̰ʊɴ
အက္ခရာ	ʔɛʔkʰəjà
အက်	ʔɛʔ
အက်စစ်	ʔɛʔsɪʔ
အက်စတိုးနီးယား	ʔɛʔsətóníjá
အက်တမ်	ʔɛʔtàɴ
အကျဉ်း	ʔət͡ɕɪ́ɴ
အကျဉ်းထောင်	ʔət͡ɕɪ́ɴdàʊɴ
အကျည်း	ʔət͡ɕí
အကျည်းတန်	ʔət͡ɕítàɴ
အကျယ်	ʔət͡ɕɛ̀
အကျိတ်	ʔət͡ɕeɪʔ
အကျော်	ʔət͡ɕɔ̀
အကျော်ဇေယျ	ʔət͡ɕɔ̀zèja̰
အကြမ်းဖက်ဝါဒ	ʔət͡ɕáɴpʰɛʔwàda̰
အကြမ်းဖက်သမား	ʔət͡ɕáɴpʰɛʔθəmá
အကြောင်း	ʔət͡ɕáʊɴ
အကြော်	ʔa̰t͡ɕɔ̀
အကြေး	ʔət͡ɕé
အကြံ	ʔət͡ɕàɴ
အကြွေး	ʔət͡ɕwé
အကြွေးဝယ်ကတ်ပြား	ʔət͡ɕwéwɛ̀kaʔpjá
အကွ	ʔəkwa̰
အကွာအဝေး	ʔəkwàʔəwé
အခန်း	ʔəkʰáɴ
အခမဲ့	ʔəkʰa̰mɛ̰
အခိုး	ʔəkʰó
အခု	ʔəkʰṵ
အခေါက်	ʔəkʰaʊʔ
အချင်း	ʔət͡ɕʰɪ́ɴ
အချင်းဝက်	ʔət͡ɕʰɪ́ɴwɛʔ
အချစ်	ʔət͡ɕʰɪʔ
အချပ်	ʔət͡ɕʰaʔ
အချိတ်	ʔət͡ɕʰeɪʔ
အချိန်	ʔət͡ɕʰèɪɴ
အချိန်စာရင်း	ʔət͡ɕʰèɪɴsəjɪ́ɴ
အချို	ʔət͡ɕʰò
အချိုပွဲ	ʔət͡ɕʰòbwɛ́
အချိုမှုန့်	ʔət͡ɕʰòm̥o̰ʊɴ
အချို့	ʔət͡ɕʰo̰
အချိုး	ʔət͡ɕʰó
အချုပ်ခန်း	ʔət͡ɕʰoʊʔkʰáɴ
အချွဲ	ʔət͡ɕʰwɛ́
အခြား	ʔət͡ɕʰá
အခြေ	ʔət͡ɕʰè
အခြောက်	ʔət͡ɕʰaʊʔ
အခွင့်	ʔəkʰwɪ̰ɴ
အခွင့်အရေး	ʔəkʰwɪ̰ɴʔəjé
အခွန်	ʔəkʰʊ̀ɴ
အခွံ	ʔəkʰʊ̀ɴ
အခွံမာသီး	ʔəkʰʊ̀ɴmàðí
အဂတိ	ʔa̰ɡədḭ
အဂ္ဂမဟာပဏ္ဍိတ	ʔɛʔɡa̰məhàpàɴdḭta̰
အဂ္ဂမဟေသီ	ʔɛʔɡa̰məhèθì
အငတ်	ʔəŋaʔ
အင်ဂိုလာ	ʔɪ̀ɴɡòlà
အင်ဂျင်	ʔɪ̀ɴd͡ʑɪ̀ɴ
အင်ဂျင်နီယာ	ʔɪ̀ɴd͡ʑɪ̀ɴnìjà
အင်တာနက်	ʔɪ̀ɴtànɛʔ
အင်တာဗျူး	ʔɪ̀ɴtəbjú
အင်ဒိုချိုင်းနား	ʔɪ̀ɴdòt͡ɕʰáɪɴná
အင်ဒိုနီးရှား	ʔɪ̀ɴdòníʃá
အင်ဒိုရာ	ʔɪ̀ɴdòɹà
အင်ပါယာ	ʔɪ̀ɴpàjà
အင်း	ʔɪ́ɴ
အင်းကျီ	ʔɪ́ɴd͡ʑì
အင်းစိန်	ʔɪ́ɴsèɪɴ
အင်းဆက်	ʔɪ́ɴsʰɛʔ
အင်းဝ	ʔɪ́ɴwa̰
အင်းဝ	ʔəwa̰
အင်းသား	ʔɪ́ɴðá
အင်္ကျီ	ʔɪ́ɴd͡ʑì
အင်္ဂတေ	ʔɪ̀ɴɡədè
အင်္ဂလန်	ʔɪ̀ɴɡəlàɴ
အင်္ဂလိပ်	ʔɪ̀ɴɡəleɪʔ
အင်္ဂါ	ʔɪ̀ɴɡà
အငြိမ့်	ʔəɲḛɪɴ
အငြိမ့်တီးမျိုး	ʔa̰ɲḛɪɴtímjó
အငွေ့	ʔa̰ŋwḛ
အစ	ʔəsa̰
အစက်	ʔəsɛʔ
အစဉ်	ʔəsɪ̀ɴ
အစည်းအရုံး	ʔəsíʔəjóʊɴ
အစည်းအဝေး	ʔəsíʔəwé
အစား	ʔəsá
အစားအစာ	ʔəsáʔəsà
အစိမ်း	ʔəséɪɴ
အစိုးရ	ʔəsója̰
အစီရင်	ʔəsìjɪ̀ɴ
အစီရင်ခံ	ʔəsìjɪ̀ɴkʰàɴ
အစီရင်ခံစာ	ʔəsìjɪ̀ɴkʰàɴzà
အစီအစဉ်	ʔəsìʔəsɪ̀ɴ
အစီအလျဉ်	ʔəsìʔəljɪ̀ɴ
အစု	ʔəsṵ
အစုရှင်	ʔəsṵʃɪ̀ɴ
အစုံအစုံ	ʔəsòʊɴʔəsòʊɴ
အစေအပါး	ʔəsèʔəpá
အစောင့်	ʔəsa̰ʊɴ
အစေ့	ʔəsḭ
အစ္စရေး	ʔɪʔzəɹé
အစ္စလမ်	ʔɪʔsəlàɴ
အစ်	ʔɪʔ
အစ်ကို	ʔəkò
အစ်မ	ʔəma̰
အစွန်း	ʔəsʊ́ɴ
အဆိပ်	ʔəsʰeɪʔ
အဆိုတော်	ʔəsʰòdɔ̀
အဆီ	ʔəsʰì
အဆုတ်	ʔəsʰoʊʔ
အဆုတ်ရောင်ရောဂါ	ʔa̰sʰoʊʔjàʊɴjɔ́ɡà
အဆောက်အဦ	ʔəsʰaʊʔʔa̰ʔù
အဆောင်	ʔəsʰàʊɴ
အဇာဘိုင်ဂျန်	ʔa̰zəbàɪɴd͡ʑàɴ
အဉ္ဇလီ	ʔɪ̀ɴzəlì
အညစ်အကြေး	ʔəɲɪʔʔət͡ɕé
အညစ်အထည်း	ʔəɲɪʔʔətʰí
အညာသား	ʔəɲàðá
အညို	ʔəɲò
အညီ	ʔəɲì
အဋ္ဌမ	ʔaʔtʰəma̰
အဏုဇီဝဗေဒ	ʔənṵzìwa̰bèda̰
အဏ္ဏဝါ	ʔàɴnəwà
အဏ္ဏဝါဗေဒ	ʔànnəwàbèda̰
အတင်း	ʔətɪ́ɴ
အတန်း	ʔətáɴ
အတာ	ʔətà
အတာအိုး	ʔətàʔó
အတိတ်	ʔəteɪʔ
အတိုင်ပင်ခံ	ʔətàɪɴbɪ̀ɴɡàɴ
အတိုး	ʔətó
အတူ	ʔətù
အတူတူ	ʔətùdù
အတောင်	ʔətàʊɴ
အတွင်း	ʔətwɪ́ɴ
အတွင်းခံ	ʔətwɪ́ɴɡàɴ
အတွင်းစကား	ʔətwɪ́ɴzəɡá
အတွင်းတာရာ	ʔətwɪ́ɴtàjà
အတွင်းရန်	ʔətwɪ́ɴjàɴ
အထက်	ʔətʰɛʔ
အထက်လွှတ်တော်	ʔətʰɛʔl̥ʊʔtɔ̀
အထက်သား	ʔətʰɛʔðá
အထင်	ʔətʰɪ̀ɴ
အထပ်	ʔətʰaʔ
အထိ	ʔətʰḭ
အထိန်း	ʔətʰéɪɴ
အထိမ်းအမှတ်	ʔətʰéɪɴʔəm̥aʔ
အထီး	ʔətʰí
အထုပ်	ʔətʰoʊʔ
အထုံးအဖွဲ့	ʔətʰóʊɴʔəpʰwɛ̰
အထဲ	ʔətʰɛ́
အဓိက	ʔa̰dḭɡa̰
အဓိဌာန်	ʔədeɪʔtʰàɴ
အဓိပ္ပါယ်	ʔədeɪʔbɛ̀
အနက်	ʔənɛʔ
အနန္တ	ʔənàɴda̰
အနန္တောအနန္တငါးပါး	ʔənàɴdɔ́ʔənda̰ŋápá
အနာကြီးရောဂါ	ʔənàd͡ʑíjɔ́ɡà
အနာဂတ်	ʔənàɡaʔ
အနား	ʔəná
အနားယူ	ʔənájù
အနိစ္စ	ʔənèssa̰
အနို့	ʔəno̰
အနီ	ʔənì
အနုတ်လက္ခဏာ	ʔən̥oʊʔlɛʔkʰənà
အနုပညာ	ʔənṵpjɪ̀ɴɲà
အနုရာဓပူရ	ʔənṵjàda̰pùɹa̰
အနုရုဒ္ဓါ	ʔənṵjoʊʔdà
အနောက်	ʔənaʊʔ
အနံ့	ʔəna̰ɴ
အန္တရာယ်	ʔàɴdəjɛ̀
အန္တာတိက	ʔàɴtàtḭka̰
အန်	ʔàɴ
အန်ကယ်	ʔàɴkɛ̀
အန်တီ	ʔàɴtì
အန်နီမဲ	ʔàɴnìmɛ́
အနွယ်	ʔənwɛ̀
အနှိပ်	ʔən̥eɪʔ
အနှီဟာ	ʔən̥ìhà
အနှီး	ʔən̥í
အပင်	ʔəpɪ̀ɴ
အပိုင်း	ʔəpáɪɴ
အပိုဒ်	ʔəpaɪʔ
အပေါင်	ʔəpàʊɴ
အပေါင်းလက္ခဏာ	ʔəpáʊɴlɛʔkʰənà
အပေါ်	ʔəpɔ̀
အပ်	ʔaʔ
အပ်ချည်	ʔaʔt͡ɕʰì
အပ်ချုပ်စက်	ʔaʔt͡ɕʰoʊʔsɛʔ
အပြင်	ʔəpjɪ̀ɴ
အပြစ်	ʔəpjɪʔ
အပြာ	ʔəpjà
အပြာကား	ʔa̰pjàká
အပြာမယ်	ʔəpjàmɛ̀
အပြီးသတ်	ʔəpjíðaʔ
အပြုအမူ	ʔəpjṵʔəmù
အပြုံး	ʔəpjóʊɴ
အပြော	ʔəpjɔ́
အပွင့်	ʔəpwɪ̰ɴ
အဖ	ʔəpʰa̰
အဖတ်	ʔəpʰaʔ
အဖို	ʔəpʰò
အဖို့	ʔəpʰo̰
အဖိုး	ʔəpʰó
အဖိုးကြီး	ʔəpʰót͡ɕí
အဖုံး	ʔəpʰóʊɴ
အဖေ	ʔəpʰè
အဖော်	ʔəpʰɔ̀
အဖေ့	ʔəpʰḛ
အဖျား	ʔəpʰjá
အဖျားဖြတ်ဆေး	ʔa̰pʰjápʰjaʔsʰé
အဖြူ	ʔəpʰjù
အဖြေ	ʔəpʰjè
အဖွဲ့	ʔəpʰwɛ̰
အဖွဲ့ချုပ်	ʔəpʰwɛ̰d͡ʑoʊʔ
အဘိဓာန်	ʔəbḭdàɴ
အဘိုး	ʔəpʰó
အဘိုးကြီး	ʔəpʰód͡ʑí
အဘွား	ʔəpʰwá
အမ	ʔəma̰
အမည်	ʔəmjì
အမည်း	ʔəmɛ́
အမတ်	ʔəmaʔ
အမယ်	ʔəmɛ̀
အမရပူရ	ʔəməja̰pùja̰
အမာ	ʔa̰mà
အမိ	ʔəmḭ
အမိန့်	ʔəmḛɪɴ
အမိန့်ရှိပါ	ʔəmḛɪɴʃḭbà
အမိုး	ʔəmó
အမေ	ʔəmè
အမေရိက	ʔəmèɹḭka̰
အမေရိကန်ပြည်ထောင်စု	ʔəmèɹḭkàɴpjìdàʊɴzṵ
အမေး	ʔəmé
အမဲလိုက်	ʔəmɛ́laɪʔ
အမဲသား	ʔəmɛ́ðá
အမျိုး	ʔəmjó
အမျိုးဇာတ်	ʔəmjózaʔ
အမျိုးလေးပါး	ʔəmjólébá
အမျိုးသမီး	ʔəmjóðəmí
အမျိုးသား	ʔəmjóðá
အမျိုးသားစိတ်	ʔəmjóðáseɪʔ
အမျိုးသားနေ့	ʔəmjóðánḛ
အမျိုးသားလွှတ်တော်	ʔəmjóðál̥ʊʔtɔ̀
အမျိုးသားသီချင်း	ʔəmjóðáθət͡ɕʰɪ́ɴ
အမျိုးအနွယ်	ʔəmjóʔənwɛ̀
အမျှင်	ʔəm̥jɪ̀ɴ
အမြစ်	ʔəmjɪʔ
အမြန်	ʔəmjàɴ
အမြီး	ʔəm̥í
အမြောက်	ʔəmjaʊʔ
အမြွှာ	ʔəm̥wà
အမြှုပ်	ʔəm̥joʊʔ
အမြှောက်လက္ခဏာ	ʔəm̥jaʊʔlɛʔkʰənà
အမွေး	ʔəmwé
အမွှေး	ʔəm̥wé
အမွှေးတိုင်	ʔəm̥wédàɪɴ
အမှတ်	ʔəm̥aʔ
အမှတ်တံဆိပ်	ʔəm̥aʔdəzeɪʔ
အမှန်တရား	ʔəm̥àɴtəjá
အမှာ	ʔəm̥à
အမှား	ʔəm̥á
အမှိုက်	ʔəm̥aɪʔ
အမှုန့်	ʔəm̥o̰ʊɴ
အမှုန်	ʔəm̥òʊɴ
အယူ	ʔəjù
အယူဝါဒ	ʔəjùwàda̰
အယ်ဆာဗေဒို	ʔɛ̀sʰàbèdò
အယ်လ်ဂျီးရီးယား	ʔɛ̀ld͡ʑíɹíjá
အယ်လ်ဘေးနီးယား	ʔɛ̀lbéníjá
အရက်	ʔəjɛʔ
အရက်ဆိုင်	ʔəjɛʔsʰàɪɴ
အရင်း	ʔəjɪ́ɴ
အရင်းရှင်ဝါဒ	ʔəjɪ́ɴʃɪ̀ɴwàda̰
အရည်	ʔəjì
အရမ်း	ʔəjáɴ
အရသာ	ʔəja̰ðà
အရာ	ʔəjà
အရာခံဗိုလ်	ʔəjàɡàɴbò
အရိပ်	ʔəjeɪʔ
အရိမဒ္ဒနာပူရ	ʔa̰ɹḭmàddənàpùɹa̰
အရိုး	ʔəjó
အရိုးစု	ʔəjózṵ
အရိုးပျော့နာ	ʔa̰jópjɔ̰nà
အရီး	ʔəjí
အရီးကြီး	ʔəjíd͡ʑí
အရီးလေး	ʔəjílé
အရုဏ်	ʔəjùn
အရုပ်	ʔəjoʊʔ
အရုပ်စာ	ʔəjoʊʔsà
အရေ	ʔəjè
အရေပြား	ʔəjèbjá
အရေပြားရောဂါ	ʔəjèbjájɔ́ɡà
အရောင်	ʔəjàʊɴ
အရောင်းအဝယ်	ʔəjáʊɴʔəwɛ̀
အရေးတော်ပုံ	ʔəjédɔ̀bòʊɴ
အရံဂြိုဟ်	ʔəjàɴd͡ʑò
အရွက်	ʔəjwɛʔ
အရွတ်	ʔəjʊʔ
အရွယ်ဆယ်ပါး	ʔəjwɛ̀sʰɛ̀bá
အရှင်	ʔəʃɪ̀ɴ
အရှင်ဘုရား	ʔəʃɪ̀ɴpʰəjá
အရှိန်	ʔəʃèɪɴ
အရှေ့	ʔəʃḛ
အလက်	ʔəlɛʔ
အလင်း	ʔəlɪ́ɴ
အလင်းတန်း	ʔəlɪ́ɴdáɴ
အလင်္ကာ	ʔəlɪ̀ɴɡà
အလား	ʔəlá
အလို	ʔəlò
အလီ	ʔəlì
အလုပ်	ʔəloʊʔ
အလုပ်ပိတ်ရက်	ʔəloʊʔpeɪʔjɛʔ
အလုပ်ရှင်	ʔəloʊʔʃɪ̀ɴ
အလုပ်လုပ်	ʔəloʊʔloʊʔ
အလုပ်သမား	ʔəloʊʔθəmá
အလုပ်သမားနေ့	ʔəloʊʔθəmánḛ
အလုံး	ʔəlóʊɴ
အလူမီနီယမ်	ʔəlùmìnìjàɴ
အလောင်း	ʔəláʊɴ
အလေး	ʔəlé
အလံ	ʔəlàɴ
အလ္လာဟ်	ʔàllàh
အလျင်	ʔəljɪ̀ɴ
အလျင်	ʔəjɪ̀ɴ
အလျား	ʔəljá
အလွန်	ʔəlʊ̀ɴ
အလှဆီ	ʔəl̥a̰zì
အလှမ်း	ʔəl̥áɴ
အလှူရှင်	ʔəl̥ùʃɪ̀ɴ
အဝင်	ʔəwɪ̀ɴ
အဝတ်	ʔəwʊʔ
အဝတ်လျှောက်စက်	ʔəwʊʔʃaʊʔsɛʔ
အဝတ်အစား	ʔəwʊʔʔəsá
အဝါ	ʔəwà
အသက်	ʔəθɛʔ
အသင်	ʔəθɪ̀ɴ
အသင်း	ʔəθɪ́ɴ
အသည်း	ʔəθɛ́
အသည်းနှလုံး	ʔəθɛ́n̥əlóʊɴ
အသား	ʔəθá
အသားညှပ်မုန့်	ʔəθáɲ̊aʔmo̰ʊɴ
အသားမာ	ʔəθəmà
အသားဝါရောဂါ	ʔa̰θáwàjɔ́ɡà
အသိ	ʔəθḭ
အသိတရား	ʔəθḭtəjá
အသိပညာ	ʔəθḭpjɪ̀ɴɲà
အသိပညာရှင်	ʔəθḭpjɪ̀ɴɲàʃɪ̀ɴ
အသိုက်	ʔəθaɪʔ
အသီး	ʔəθí
အသုပ်	ʔəθoʊʔ
အသုပ်စုံ	ʔəθoʊʔsòʊɴ
အသုဘ	ʔa̰θṵba̰
အသုံး	ʔəθóʊɴ
အသုံးပြု	ʔəθóʊɴpjṵ
အသေ	ʔəθè
အသော	ʔəθɔ́
အသံ	ʔəθàɴ
အသံထွက်	ʔəθàɴdwɛʔ
အသျှင်	ʔəʃɪ̀ɴ
အသွားအလာ	ʔəθwáʔəlà
အာကာသ	ʔàkàθa̰
အာကာသစိုး	ʔàkàθa̰zó
အာကာသယာဉ်	ʔàkàθa̰jɪ̀ɴ
အာခါ	ʔàkʰà
အာဂျင်တီးနား	ʔàd͡ʑɪ̀ɴtíná
အာစရိယ	ɡṵɹṵ
အာဇာနည်	ʔàzànì
အာဇာနည်နေ့	ʔàzànìnḛ
အာဏာ	ʔànà
အာဏာရှင်	ʔànàʃɪ̀ɴ
အာဏာသိမ်း	ʔànàθéɪɴ
အာနီ	ʔànì
အာနုဘော်	ʔànṵbɔ̀
အာဖဂန်နစ်စတန်	ʔàpʰəɡàɴnɪʔsətàɴ
အာဖရိက	ʔàpʰəɹḭka̰
အာမခံ	ʔàma̰ɡàɴ
အာမေဍိတ်	ʔàmèdeɪʔ
အာမေးနီးယား	ʔàméníjá
အာယုဗ္ဗေဒ	ʔàjoʊʔbèda̰
အာရပ်	ʔàɹaʔ
အာရာမ	ʔàjàma̰
အာရာမ်	ʔàjàɴ
အာရိုက်	ʔàjaɪʔ
အာရုံကြော	ʔàjòʊɴd͡ʑɔ́
အာရှ	ʔàʃa̰
အာလယ	ʔàləja̰
အာလာပသလ္လာပ	ʔàlàpa̰θəlàpa̰
အာလူး	ʔàlú
အာလူးပူရီ	ʔàlúpùjì
အာလူးဖုတ်	ʔàlúpʰoʊʔ
အာဝါဟဝိဝါဟ	ʔàwàha̰wḭwàha̰
အာဟာရ	ʔàhàja̰
အာဟာရဗေဒ	ʔàhàja̰bèda̰
အား	ʔá
အားကစား	ʔáɡəzá
အားကိုး	ʔákó
အားနည်း	ʔánɛ́
အားနာ	ʔánà
အားလပ်ရက်	ʔálaʔjɛʔ
အားလုံး	ʔálóʊɴ
အိတ်	ʔeɪʔ
အိန္ဒိယ	ʔèɪɴdḭja̰
အိန္ဒြာ	ʔèɪɴdɹà
အိန္ဒြေ	ʔèɪɴdɹè
အိပ်	ʔeɪʔ
အိပ်ခန်း	ʔeɪʔkʰáɴ
အိပ်မက်	ʔeɪʔmɛʔ
အိပ်ရာ	ʔeɪʔjà
အိပ်ရာလိပ်	ʔeɪʔjàleɪʔ
အိမ်	ʔèɪɴ
အိမ်ထောင်	ʔèɪɴtʰàʊɴ
အိမ်ထောင်	ʔèɪɴdàʊɴ
အိမ်ထောင်ပြု	ʔèɪɴdàʊɴpjṵ
အိမ်နီးချင်း	ʔèɪɴníd͡ʑɪ́ɴ
အိမ်မြှောင်	ʔèɪɴm̥jàʊɴ
အိမ်ရှေ့မင်း	ʔèɪɴʃḛmɪ́ɴ
အိမ်လည်	ʔèɪɴlè
အိမ်သာ	ʔèɪɴðà
အိမ်သူ	ʔèɪɴðù
အို	ʔò
အိုက်စလန်	ʔaɪʔsəlàɴ
အိုင်ဒီယာ	ʔàɪɴdìjà
အိုင်ဗရီကို့စ်	ʔàɪɴbəɹìko̰s
အိုင်ယာလန်	ʔàɪɴjəlàɴ
အိုင်အိုင်	ʔàɪɴʔàɪɴ
အိုဗာတင်း	ʔòbàtɪ́ɴ
အိုမန်	ʔòmàɴ
အိုရှန်းနီးယား	ʔòʃáɴníjá
အိုလံပစ်	ʔòlàɴpɪʔ
အိုး	ʔó
အီကြာကွေး	ʔìt͡ɕàkwé
အီကွေတာ	ʔìkwètà
အီကွေတာဂီနီ	ʔìkwètàɡìnì
အီကွေဒေါ	ʔìkwèdɔ́
အီဂျစ်	ʔìd͡ʑɪʔ
အီစတာ	ʔìsətà
အီတလီ	ʔìta̰lì
အီနောင်	ʔìnàʊɴ
အီရတ်	ʔìɹaʔ
အီရန်	ʔìɹàɴ
အီရီထရီးယား	ʔìɹìtʰəɹíjá
အီသီယိုးပီးယား	ʔìθìjópíjá
အီး	ʔí
အီးပေါက်	ʔípaʊʔ
အီးမေးလ်	ʔímél
အုတ်	ʔoʊʔ
အုတ်ကြွပ်	ʔoʊʔt͡ɕʊʔ
အုန်း	ʔóʊɴ
အုန်းဆီ	ʔóʊɴzì
အုန်းထမင်း	ʔóʊɴtʰəmɪ́ɴ
အုန်းနို့	ʔóʊɴno̰
အုန်းနို့ခေါက်ဆွဲ	ʔóʊɴno̰kʰaʊʔsʰwɛ́
အုန်းမှန်ကူ	ʔóʊɴm̥àɴɡù
အုံး	ʔóʊɴ
အူ	ʔù
အူမကြီး	ʔùma̰d͡ʑí
အောက်	ʔaʊʔ
အောက်ဆီဂျင်	ʔaʊʔsʰìd͡ʑɪ̀ɴ
အောက်တိုဘာ	ʔaʊʔtòbà
အောက်မြစ်	ʔaʊʔmjɪʔ
အောက်လွှတ်တော်	ʔaʊʔl̥ʊʔtɔ̀
အောက်သား	ʔaʊʔðá
အောင်	ʔàʊɴ
အောင်ပွဲ	ʔàʊɴbwɛ́
အောင်လံ	ʔàʊɴlàɴ
အော့	ʔɔ̰
အော့အန်	ʔɔ̰ʔàɴ
အော်	ʔɔ̀
အော်တိုမေးရှင်း	ʔɔ̀tòméʃɪ́ɴ
အော်ဒါ	ʔɔ̀dà
အော်ပရာ	ʔɔ̀pəɹà
အေး	ʔé
အဲဒါ	ʔɛ́dà
အဲဒါဘာလဲ	ʔɛ́dàbàlɛ́
အဲဒီ	ʔɛ́dì
အဲဒီဟာ	ʔɛ́dìhà
အဲလစ်ဇဘက်	ʔɛ́lɪʔza̰bɛʔ
ဣန္ဒာ	ʔḭndà
ဣန္ဒြေ	ʔèɪɴdɹè
ဣရိယာပုတ်	ʔḭɹḭjàboʊʔ
ဥ	ʔṵ
ဥက္ကဌ	ʔoʊʔkəθa̰
ဥက္ကာ	ʔoʊʔkà
ဥက္ကာခဲ	ʔoʊʔkàɡɛ́
ဥက္ကာပျံ	ʔoʊʔkàbjàɴ
ဥဂ္ဂါ	ʔṵɡɡà
ဥစ္စာ	ʔoʊʔsà
ဥဇဘက်ကစ္စတန်	ʔṵzəbɛʔkɪʔsətàɴ
ဥဏှဂူ	ʔòʊɴn̥əɡù
ဥတု	ʔṵdṵ
ဥတ္တရ	ʔoʊʔtəja̰
