aaron	aːaron
executo	ɛksɛkuːtoː
exedo	ɛksɛdoː
exedra	ɛksɛdra
exegeticus	ɛkseːɡeːtɪkʊs
exemplar	ɛksɛmpɫar
exemplaris	ɛksɛmpɫaːrɪs
exemplum	ɛksɛmpɫʊ̃
exemptus	ɛkseːmptʊs
exeo	ɛkseoː
exequor	ɛksɛkʷɔr
exerceo	ɛksɛrkeoː
exercitatio	ɛksɛrkɪtaːtioː
exercitatio	eksert͡ʃitaːt͡sio
exercitium	ɛksɛrkɪtiʊ̃
exercito	ɛksɛrkɪtoː
exercitus	ɛksɛrkɪtʊs
exero	ɛksɛroː
exerro	ɛksɛrroː
exfoliantes	ɛksfɔlianteːs
exfoliativus	ɛksfɔliaːtiːwʊs
exfolio	ɛksfɔlioː
exfornicatus	ɛksfɔrnɪkaːtʊs
exfrico	ɛksfrɪkoː
exhalo	ɛkshaːɫoː
exhalo	eksaːlo
exhauri	ɛkshau̯riː
exhauries	ɛkshau̯rieːs
exhaurio	ɛkshau̯rioː
exhaurirem	ɛkshau̯riːrɛ̃
exhaurires	ɛkshau̯riːreːs
exhauris	ɛkshau̯riːs
exhaurit	ɛkshau̯rɪt
exheredo	ɛksheːreːdoː
exhibeo	ɛkshɪbeoː
exhibeo	eksiːbeo
exhilaro	ɛkshɪɫaroː
exhonoro	ɛkshɔnoːroː
exhorreo	ɛkshɔrreoː
exhorresco	ɛkshɔrreːskoː
exhortor	ɛkshɔrtɔr
exhumoro	ɛkshuːmoːroː
exhumoro	eksumoːro
exierimus	ɛksiɛrɪmʊs
exierimus	ɛksiɛriːmʊs
exieris	ɛksiɛrɪs
exieris	ɛksiɛriːs
exieritis	ɛksiɛrɪtɪs
exieritis	ɛksiɛriːtɪs
exigentes	ɛksɪɡɛnteːs
exigo	ɛksɪɡoː
exiguitas	ɛksɪɡʊɪtaːs
exiguum	ɛksɪɡʊʊ̃
exiguus	ɛksɪɡʊʊs
exilio	ɛksɪlioː
exilis	ɛksiːlɪs
exilium	ɛksɪliʊ̃
eximie	ɛksɪmieː
eximii	ɛksɪmiiː
eximio	ɛksɪmioː
eximius	ɛksɪmiʊs
eximo	ɛksɪmoː
eximperator	ɛksɪmpɛraːtɔr
exinanio	ɛksɪnaːnioː
exintero	ɛksɪntɛroː
existimatio	ɛksiːstɪmaːtioː
existimatio	eksistimaːt͡sio
existimo	ɛksiːstɪmoː
existo	ɛksɪstoː
exitiabilis	ɛksɪtiaːbɪlɪs
exitiabilis	eksit͡siaːbilis
exitialis	ɛksɪtiaːlɪs
exitialis	eksit͡siaːlis
exitiosus	ɛksɪtioːsʊs
exitium	ɛksɪtiʊ̃
exitium	eksiːt͡sium
exitus	ɛksɪtʊs
exiuro	ɛksjuːroː
exjuro	ɛksjuːroː
exlex	ɛksɫeːks
exolesco	ɛksɔɫeːskoː
exolete	ɛksɔɫeːtɛ
exoletus	ɛksɔɫeːtʊs
exolvo	ɛksɔɫwoː
exonero	ɛksɔnɛroː
exopto	ɛksɔptoː
exorabilis	ɛksoːraːbɪlɪs
exorbeo	ɛksɔrbeoː
exorbito	ɛksɔrbɪtoː
exorcista	ɛksɔrkɪsta
exordior	ɛksoːrdiɔr
exordium	ɛksoːrdiʊ̃
exorior	ɛksɔriɔr
exorna	ɛksoːrnaː
exorno	ɛksoːrnoː
exoro	ɛksoːroː
exos	ɛksɔs
exosso	ɛksɔssoː
exosus	ɛksoːsʊs
exoticus	ɛksoːtɪkʊs
expallesco	ɛkspalleːskoː
expalpo	ɛkspaɫpoː
expando	ɛkspandoː
expansiva	ɛkspãːsiːwa
expansiva	ɛkspãːsiːwaː
expansivas	ɛkspãːsiːwaːs
expansivo	ɛkspãːsiːwoː
expansivos	ɛkspãːsiːwoːs
expansivus	ɛkspãːsiːwʊs
expaveo	ɛkspaweoː
expavesco	ɛkspaweːskoː
expavidus	ɛkspawɪdʊs
expecto	ɛkspɛktoː
expedientia	ɛkspɛdiɛntia
expedio	ɛkspɛdioː
expedite	ɛkspɛdiːteː
expedito	ɛkspɛdiːtoː
expeiuro	ɛkspɛjjuːroː
expejuro	ɛkspɛjjuːroː
expello	ɛkspɛlloː
expendo	ɛkspɛndoː
expergefacio	ɛkspɛrɡeːfakioː
expergefacturus	ɛkspɛrɡeːfaktuːrʊs
expergiscor	ɛkspɛrɡiːskɔr
expergo	ɛkspɛrɡoː
experientia	ɛkspɛriɛntia
experimentalis	ɛkspɛriːmɛntaːlɪs
experimentum	ɛkspɛriːmɛntʊ̃
experior	ɛkspɛriɔr
expers	ɛkspɛrs
expertus	ɛkspɛrtʊs
expetenter	ɛkspɛtɛntɛr
expetesso	ɛkspɛtɛssoː
expetibilis	ɛkspɛtɪbɪlɪs
expetisso	ɛkspɛtɪssoː
expetitio	ɛkspɛtiːtioː
expetitor	ɛkspɛtiːtɔr
expeto	ɛkspɛtoː
expilo	ɛkspiːɫoː
expio	ɛkspioː
expirare	ɛkspiːraːrɛ
expiro	ɛkspiːroː
expiscor	ɛkspɪskɔr
explano	ɛkspɫaːnoː
expleo	ɛkspɫeoː
explete	ɛkspɫeːtɛ
explica	ɛksplɪkaː
explicabilis	ɛksplɪkaːbɪlɪs
explicando	ɛksplɪkandoː
explicaras	ɛksplɪkaraːs
explicare	ɛksplɪkaːrɛ
explicarem	ɛksplɪkaːrɛ̃
explicares	ɛksplɪkaːreːs
explicas	ɛksplɪkaːs
explicasse	ɛksplɪkassɛ
explicassem	ɛksplɪkassɛ̃
explicasses	ɛksplɪkasseːs
explicat	ɛksplɪkat
explicator	ɛksplɪkaːtɔr
explico	ɛksplɪkoː
explodo	ɛkspɫoːdoː
explorator	ɛkspɫoːraːtɔr
exploro	ɛkspɫoːroː
expolio	ɛkspɔlioː
exponentialis	ɛkspoːnɛntiaːlɪs
expono	ɛkspoːnoː
exporrigo	ɛkspɔrrɪɡoː
exporta	ɛkspɔrtaː
exportando	ɛkspɔrtandoː
exportaras	ɛkspɔrtaːraːs
exportarem	ɛkspɔrtaːrɛ̃
exportares	ɛkspɔrtaːreːs
exportas	ɛkspɔrtaːs
exportasse	ɛkspɔrtaːssɛ
exportassem	ɛkspɔrtaːssɛ̃
exportassent	ɛkspɔrtaːssɛnt
exportasses	ɛkspɔrtaːsseːs
exportem	ɛkspɔrtɛ̃
exporter	ɛkspɔrtɛr
exportes	ɛkspɔrteːs
exporto	ɛkspɔrtoː
exposco	ɛkspɔskoː
expostulo	ɛkspɔstʊɫoː
expressus	ɛksprɛssʊs
exprimo	ɛksprɪmoː
exprobrabilis	ɛksproːbraːbɪlɪs
exprobratio	ɛksproːbraːtioː
exprobro	ɛksproːbroː
expromo	ɛksproːmoː
exproperatus	ɛksprɔpɛraːtʊs
expugno	ɛkspʊŋnoː
expulsio	ɛkspʊɫsioː
expulso	ɛkspʊɫsoː
expungo	ɛkspʊŋɡoː
expuo	ɛkspʊoː
expurgo	ɛkspuːrɡoː
exquiro	ɛkskᶣiːroː
exquisitus	ɛkskᶣiːsiːtʊs
exsanguis	ɛksaŋɡᶣɪs
exsaturo	ɛksatʊroː
exscensio	ɛkskẽːsioː
exscindo	ɛkskɪndoː
exscreo	ɛkskreoː
exscribo	ɛkskriːboː
exsculpo	ɛkskʊɫpoː
exseco	ɛksɛkoː
exsecrabilis	ɛkseːkraːbɪlɪs
exsecratio	ɛkseːkraːtioː
exsecratio	eksekraːt͡sio
exsecror	ɛksɛkrɔr
exsecutio	ɛksɛkuːtioː
exsecuto	ɛksɛkuːtoː
exsequia	ɛksɛkᶣia
exsequia	ekseːkwia
exsequiae	ɛksɛkᶣiae̯
exsequiae	ekseːkwiɛ
exsequor	ɛksɛkʷɔr
exsero	ɛksɛroː
exsibilo	ɛksiːbɪɫoː
exsicco	ɛksɪkkoː
exsilio	ɛksɪlioː
exsilium	ɛksɪliʊ̃
exsistentia	ɛksɪstɛntia
exsisto	ɛksɪstoː
exsolesco	ɛksɔɫeːskoː
exsolutio	ɛksɔɫuːtioː
exsolvo	ɛksɔɫwoː
exsono	ɛksɔnoː
exsorbeo	ɛksɔrbeoː
exspecto	ɛkspɛktoː
exspiratio	ɛkspɪratiɔ
exspiratio	ekspiraːt͡sio
exspiro	ɛkspiːroː
exspolio	ɛkspɔlioː
exspuo	ɛkspʊoː
exstillo	ɛkstiːlloː
exstinguo	ɛkstɪŋɡʷoː
exstirpatio	ɛkstɪrpaːtioː
exstirpo	ɛkstɪrpoː
exsto	ɛkstoː
exstruo	ɛkstrʊoː
exsuco	ɛksuːkoː
exsufflo	ɛksʊffɫoː
exsuflo	ɛksʊfɫoː
exsugo	ɛksuːɡoː
exsul	ɛksʊɫ
exsulo	ɛksʊɫoː
exsultabundus	ɛksʊɫtaːbʊndʊs
exsultim	ɛksʊɫtɪ̃
exsulto	ɛksʊɫtoː
exsupero	ɛksʊpɛroː
exsurgo	ɛksʊrɡoː
exsuscito	ɛksʊskɪtoː
extabesco	ɛkstaːbeːskoː
extemplo	ɛkstɛmpɫoː
extemporalis	ɛkstɛmpɔraːlɪs
extemporalitas	ɛkstɛmpɔraːlɪtas
extemporaliter	ɛkstɛmpɔraːlɪtɛr
extemporaneus	ɛkstɛmpɔraneʊs
extempulo	ɛkstɛmpʊɫoː
extendo	ɛkstɛndoː
extensivus	ɛkstẽːsiːwʊs
extenso	ɛkstẽːsoː
extensus	ɛkstẽːsʊs
extentero	ɛkstɛntɛroː
extentus	ɛkstɛntʊs
extenuate	ɛkstɛnʊaːtɛ
extenuatio	ɛkstɛnʊaːtioː
extenuo	ɛkstɛnʊoː
exter	ɛkstɛr
extergeo	ɛkstɛrɡeoː
extergo	ɛkstɛrɡoː
exterior	ɛkstɛriɔr
exterminatio	ɛkstɛrmɪnaːtioː
exterminator	ɛkstɛrmɪnaːtɔr
extermino	ɛkstɛrmɪnoː
externalis	ɛkstɛrnaːlɪs
externus	ɛkstɛrnʊs
exterreo	ɛkstɛrreoː
extersus	ɛkstɛrsʊs
exterus	ɛkstɛrʊs
extimesco	ɛkstɪmeːskoː
extimus	ɛkstɪmʊs
extinguo	ɛkstɪŋɡʷoː
extirpo	ɛkstɪrpoː
extispicium	ɛkstɪspɪkiʊ̃
exto	ɛkstoː
extollo	ɛkstɔlloː
extorqueo	ɛkstɔrkᶣeoː
extorreo	ɛkstɔrreoː
extra	ɛkstraː
extractio	ɛkstraktioː
extraho	ɛkstrahoː
extraneus	ɛkstraːneʊs
extraordinarius	ɛkstraːoːrdɪnaːriʊs
extrarius	ɛkstraːriʊs
extravagantia	ɛkstraːwaɡantia
extremadurianus	ɛkstreːmaduːriaːnʊs
extremo	ɛkstreːmoː
extremum	ɛkstreːmʊ̃
extremus	ɛkstreːmʊs
extrico	ɛkstriːkoː
extrinsecus	ɛkstrĩːsɛkʊs
extrudo	ɛkstruːdoː
extruo	ɛkstrʊoː
extundo	ɛkstʊndɔ
exturbo	ɛkstʊrboː
exuberantes	ɛksuːbɛranteːs
exubero	ɛksuːbɛroː
exufflo	ɛksʊffɫoː
exulceratio	ɛksʊɫkɛraːtioː
exulceratorius	ɛksʊɫkɛraːtoːriʊs
exulcero	ɛksʊɫkɛroː
exulo	ɛksʊɫoː
exultatio	ɛksʊɫtaːtioː
exulto	ɛksʊɫtoː
exululo	ɛksʊɫʊɫoː
exuo	ɛksʊoː
exupero	ɛksʊpɛroː
exurgeo	ɛksʊrɡeoː
exurgo	ɛksʊrɡoː
exuro	ɛksuːroː
exustio	ɛksʊstioː
exuvia	ɛksʊwia
fabaceus	fabaːkeʊs
fabaginus	fabaːɡɪnʊs
fabalis	fabaːlɪs
fabaris	fabarɪs
fabarius	fabaːriʊs
fabatarium	fabaːtaːriʊ̃
fabatus	fabaːtʊs
fabatus	fabaːtʊs
faber	fabɛr
faberius	fabɛriʊs
fabius	fabiʊs
fabrateria	fabraːtɛria
fabrefacturus	fabreːfaktuːrʊs
fabrica	fabrɪka
fabricabilis	faːbrɪkaːbɪlɪs
fabricatio	faːbrɪkaːtioː
fabricator	faːbrɪkaːtɔr
fabricatorius	faːbrɪkaːtoːriʊs
fabricatrix	faːbrɪkaːtriːks
fabricius	faːbrɪkiʊs
fabricius	fabriːt͡ʃius
fabrico	fabrɪkoː
fabrificatio	fabrɪfɪkaːtioː
fabriles	fabriːɫeːs
fabrilis	fabriːlɪs
fabrinius	fabriːniʊs
fabula	faːbʊɫa
fabulare	faːbʊɫaːrɛ
fabulari	faːbʊɫaːriː
fabulator	faːbʊɫaːtɔr
fabulo	faːbʊɫoː
fabulo	faːbulo
fabulor	faːbʊɫɔr
fabulosus	faːbʊɫoːsʊs
fabulus	fabʊɫʊs
facesso	fakɛssoː
facetus	fakeːtʊs
facialis	fakiaːlɪs
faciendum	fakiɛndʊ̃
facili	fakɪliː
facilis	fakɪlɪs
facilis	faːt͡ʃilis
facilitas	fakɪlɪtaːs
facilitas	fat͡ʃiːlitas
facinerosa	fakɪnɛroːsa
facinerosa	fakɪnɛroːsaː
facinerosas	fakɪnɛroːsaːs
facineroso	fakɪnɛroːsoː
facinerosos	fakɪnɛroːsoːs
facinerosus	fakɪnɛroːsʊs
facinorosior	fakɪnɔroːsiɔr
facinorosiora	fakɪnɔroːsioːra
facinorosius	fakɪnɔroːsiʊs
facinorosus	fakɪnɔroːsʊs
facinus	fakɪnʊs
facinus	faːt͡ʃinus
facio	faːt͡ʃio
facticius	faktiːkiʊs
factiosus	faktioːsʊs
factitius	faktiːtiʊs
factito	faktɪtoː
factor	faktɔr
factum	faktʊ̃
facture	faktuːrɛ
facula	fakʊɫa
facultas	fakʊɫtaːs
facundia	faːkʊndia
facundus	faːkʊndʊs
fadius	fadiʊs
faeces	fɛːt͡ʃes
faeceus	fae̯keʊs
faecinius	fae̯kɪniʊs
faecula	fae̯kʊɫa
faeculentus	fae̯kʊɫɛntʊs
faenarius	fae̯naːriʊs
faenebris	fae̯nɛbrɪs
faeneratio	fae̯nɛraːtioː
faenerator	fae̯nɛraːtɔr
faenero	fae̯nɛroː
faenum	fae̯nʊ̃
faesulae	fae̯sʊɫae̯
faetidus	fae̯tɪdʊs
fafinius	fafiːniʊs
fagea	faːd͡ʒea
faginus	faːɡɪnʊs
fagus	faːɡʊs
fala	faɫa
falacer	faɫakɛr
falacrinum	faɫakriːnʊ̃
falanius	faɫaniʊs
falcastrum	faɫkastrʊ̃
falcatus	faɫkaːtʊs
falcidius	faɫkɪdiʊs
falciger	faɫkɪɡɛr
falco	faɫkoː
faldistolium	faɫdɪstoːliʊ̃
faldistorium	faɫdɪstɔriʊ̃
falericus	faɫɛrɪkʊs
falerii	faɫɛriiː
falisca	falɪska
faliscus	falɪskʊs
fallaciloquus	fallaːkɪɫɔkʷʊs
fallibilis	fallɪbɪlɪs
fallibilis	falliːbilis
falsificatus	faɫsɪfɪkaːtʊs
falsifico	faɫsɪfɪkoː
falsificus	faɫsɪfɪkʊs
falsijurius	faɫsɪjjuːriʊs
falsiloquium	faɫsɪɫɔkᶣiʊ̃
falsiloquus	faɫsɪɫɔkʷʊs
falsiparens	faɫsɪparẽːs
falso	faɫsoː
falsum	faɫsʊ̃
falsus	faɫsʊs
falto	faɫtoː
faltonius	faɫtoːniʊs
falx	faɫks
famelicus	fameːlɪkʊs
famex	faːmɛks
famiger	faːmɪɡɛr
famigeratus	faːmɪɡɛraːtʊs
familia	famɪlia
familiares	famɪliaːreːs
familiaris	famɪliaːrɪs
famosus	faːmoːsʊs
famula	famʊɫa
famulabundus	famʊɫaːbʊndʊs
famulor	famʊɫɔr
famulus	famʊɫʊs
fanaticus	faːnaːtɪkʊs
fango	faŋɡoː
fanitalis	faːnɪtaːlɪs
fannius	fanniʊs
fans	fãːs
fanulum	faːnʊɫʊ̃
fanum	faːnʊ̃
fanum	faːnum
farcimen	farkiːmɛn
faretra	farɛtra
farinarius	fariːnaːriʊs
farinosus	fariːnoːsʊs
farinulentus	fariːnʊɫɛntʊs
farne	farnɛ
farneus	farneʊs
farnus	farnʊs
farreus	farreʊs
farsuleius	farsʊɫeːiʊs
fasciatus	faskiaːtʊs
fasciculatus	faskɪkʊɫaːtʊs
fasciculus	faskɪkʊɫʊs
fasciger	faskɪɡɛr
fascinant	faskɪnant
fascinante	faskɪnantɛ
fascinantes	faskɪnanteːs
fascino	faskɪnoː
fascinum	faskɪnʊ̃
fasciola	faskiɔɫa
fascipennis	faskɪpɛnnɪs
fascis	faskɪs
fascis	faʃʃis
fastidiosus	fastiːdioːsʊs
fastigium	fastiːɡiʊ̃
fastus	faːstʊs
fastus	faːstʊs
fastus	faːstʊs
fatalis	faːtaːlɪs
fateor	fateɔr
fatiloquium	faːtɪɫɔkᶣiʊ̃
fatum	faːtʊ̃
fatuor	fatʊɔr
fatus	faːtʊs
fatuus	fatʊʊs
faucius	fau̯kiʊs
faunus	fau̯nʊs
faustus	fau̯stʊs
faustus	fau̯stʊs
fautor	fau̯tɔr
faventia	fawɛntia
faveolatus	faweɔɫaːtʊs
faveria	fawɛria
favissae	fawɪssae̯
favonius	fawoːniʊs
favonius	fawoːniʊs
favonius	favoːnius
favor	fawɔr
favorinus	fawoːriːnʊs
favus	fawʊs
febrarius	fɛbraːriʊs
febricito	fɛbrɪkɪtoː
febricula	fɛbriːkʊɫa
febriculentus	fɛbriːkʊɫɛntʊs
febriculosus	fɛbriːkʊɫoːsʊs
febris	fɛbrɪs
februari	fɛbrʊaːriː
februarius	fɛbrʊaːriʊs
februarius	februaːrius
februarius	fɛbrʊaːriʊs
fecunditas	feːkʊndɪtaːs
fecundus	feːkʊndʊs
fel	fɛɫ
feles	feːɫeːs
feles	feːles
felicitas	feːliːkɪtaːs
felicitas	feːliːkɪtaːs
feliciter	feːliːkɪtɛr
felineus	feːliːneʊs
felinus	feːliːnʊs
felio	feːlio
felis	feːlɪs
fellebris	feːllɛbrɪs
fello	fɛlloː
fellone	fɛlloːnɛ
felonia	fɛɫoːnia
felonia	feloːnia
felsina	fɛɫsɪna
feltria	fɛɫtria
femella	feːmɛlla
femellarius	feːmɛllaːriʊs
femina	feːmɪna
femina	feːmina
femina	fɛmɪna
feminatus	feːmɪnaːtʊs
feminatus	fɛmɪnaːtʊs
femineus	feːmɪneʊs
feminine	feːmɪniːneː
feminine	feːmɪniːnɛ
femininus	feːmɪniːnʊs
feminis	feːmɪniːs
feminis	fɛmɪnɪs
femino	fɛmɪnoː
femoralis	fɛmɔraːlɪs
femoratus	fɛmɔraːtʊs
femur	fɛmʊr
femur	feːmur
femur	feːmʊr
fenarius	feːnaːriʊs
fenarius	fenaːrius
fendicae	fɛndɪkae̯
fenero	fɛnɛroː
fenestella	fɛnɛstɛlla
fenestra	fɛnɛstra
fenestratus	fɛnɛstraːtʊs
fenestrula	fɛnɛstrʊɫa
fenius	fɛniʊs
fennicus	fɛnnɪkʊs
fennus	fɛnnʊs
fenuculum	fɛnʊkʊɫʊ̃
fenuculum	fenuːkulum
fenum	feːnʊ̃
feodatorius	feɔdaːtoːriʊs
fera	fɛra
feralis	feːraːlɪs
ferax	fɛraːks
ferculum	fɛrkʊɫʊ̃
ferennius	fɛrɛnniʊs
ferens	fɛrẽːs
ferentarius	fɛrɛntaːriʊs
ferentinum	fɛrɛntiːnʊ̃
ferganensis	fɛrɡanẽːsɪs
ferghanensis	fɛrɡanẽːsɪs
feria	feːria
fericulus	fɛrɪkʊɫʊs
ferior	feːriɔr
ferior	feːrior
fermentans	fɛrmɛntãːs
fermentat	fɛrmɛntat
fermento	fɛrmɛntoː
fermium	fɛrmiʊ̃
fero	fɛroː
ferocia	fɛroːkia
ferocio	fɛroːkioː
ferocitas	fɛroːkɪtaːs
ferociter	fɛroːkɪtɛr
feroculus	fɛroːkʊɫʊs
ferox	fɛroːks
ferramentarius	fɛrraːmɛntaːriʊs
ferramentum	fɛrraːmɛntʊ̃
ferrarius	fɛrraːriʊs
ferratus	fɛrraːtʊs
ferreorostris	fɛrreɔroːstrɪs
ferreus	fɛrreʊs
ferridurans	fɛrrɪduːrãːs
ferrivorans	fɛrrɪwɔrãːs
ferrooxidans	fɛrrɔɔksɪdãːs
ferrugieus	fɛrruːɡieʊs
ferrugineus	fɛrruːɡɪneʊs
ferrugo	fɛrruːɡoː
ferrum	fɛrrʊ̃
ferrumen	fɛrruːmɛn
fertilis	fɛrtɪlɪs
fertus	fɛrtʊs
ferula	fɛrʊɫa
ferus	fɛrʊs
fervefacio	fɛrwɛfakioː
fervefacturus	fɛrwɛfaktuːrʊs
ferveo	fɛrweoː
fervidus	fɛrwɪdʊs
fervor	fɛrwɔr
fescennia	fɛskɛnnia
fescennia	feʃʃennia
fescennine	fɛskɛnniːnɛ
fescenninus	fɛskɛnniːnʊs
fescenninus	feʃʃenniːnus
fessonia	fɛssoːnia
fessus	fɛssʊs
festinabundus	fɛstiːnaːbʊndʊs
festinatio	fɛstiːnaːtioː
festino	fɛstiːnoː
festinus	fɛstiːnʊs
festivalis	feːstiːwaːlɪs
festivitas	feːstiːwɪtaːs
festiviter	feːstiːwɪtɛr
festivum	feːstiːwʊ̃
festivus	feːstiːwʊs
festra	fɛstra
festuca	fɛstuːka
festuca	festuːka
festuca	festuɡa
festum	feːstʊ̃
festus	feːstʊs
festus	feːstʊs
feteo	feːteo
fetidus	feːtɪdʊs
fetifico	feːtɪfɪkoː
fetor	feːtɔr
fetosus	feːtoːsʊs
fetulentus	feːtʊɫɛntʊs
fetus	feːtʊs
fiala	fiaɫa
fiber	fɪbɛr
fibra	fɪbra
fibrenus	fiːbreːnʊs
fibula	fiːbʊɫa
ficariam	fiːkaːriã
ficarius	fiːkaːriʊs
ficatum	fiːkaːtʊ̃
ficticius	fɪktiːkiʊs
ficticius	fiktiːt͡ʃius
fictiliarius	fɪktɪliaːriʊs
fictiliarius	fiktiliaːrius
fictilis	fɪktɪlɪs
fictitius	fɪktiːtiʊs
ficulea	fiːkʊɫea
ficulneus	fiːkʊɫneʊs
ficus	fiːkʊs
fideiubeo	fɪdeːjʊbeoː
fideiussio	fɪdeːjʊssioː
fideiussor	fɪdeːjʊssɔr
fideiussorius	fɪdeːjʊssoːriʊs
fidejubeo	fɪdeːjʊbeoː
fidejussorius	fɪdeːjʊssoːriʊs
fidelis	fɪdeːlɪs
fidelitas	fɪdeːlɪtaːs
fideliter	fɪdeːlɪtɛr
fidentia	fiːdɛntia
fidepromissor	fɪdeːproːmɪssɔr
fides	fɪdeːs
fides	fɪdeːs
fidicen	fɪdɪkɛn
fidicinis	fɪdɪkɪnɪs
fidicinis	fɪdɪkɪniːs
fidicula	fɪdɪkʊɫa
fidiculae	fɪdɪkʊɫae̯
fidiculanius	fɪdɪkʊɫaːniʊs
fiduciaria	fidut͡ʃiaːria
fiduciaria	fidut͡ʃiaːria
fiduciarius	fiːduːkiaːriʊs
fiduciarius	fidut͡ʃiaːrius
fidus	fiːdʊs
fidustius	fɪdʊstiʊs
figenoiama	fɪɡɛnɔjjama
figularis	fɪɡʊɫaːrɪs
figulus	fɪɡʊɫʊs
figura	fɪɡuːra
figurabilis	fɪɡuːraːbɪlɪs
figurat	fɪɡuːrat
figuro	fɪɡuːroː
filamentoso	fiːɫaːmɛntoːsoː
filamentosus	fiːɫaːmɛntoːsʊs
filialis	fiːliaːlɪs
filiaster	fiːliastɛr
filicatus	fɪlɪkaːtʊs
filicornis	fɪlɪkɔrnɪs
filictum	fɪlɪktʊ̃
filiformis	fiːlɪfoːrmɪs
filiola	fiːliɔɫa
filiolus	fiːliɔɫʊs
filipes	fiːlɪpeːs
filius	fiːliʊs
filix	fɪlɪks
filum	fiːɫʊ̃
fimarium	fɪmaːriʊ̃
fimbria	fɪmbria
fimbriae	fɪmbriae̯
fimbriatus	fɪmbriaːtʊs
fimetum	fɪmeːtʊ̃
fimicolus	fɪmɪkɔɫʊs
fimum	fɪmʊ̃
fimus	fɪmʊs
finalis	fiːnaːlɪs
finalitas	fiːnaːlɪtaːs
findo	fɪndoː
fingo	fɪŋɡoː
finis	fiːnɪs
finitimus	fiːnɪtɪmʊs
finitivus	fiːniːtiːwʊs
finitor	fiːniːtɔr
finitus	fiːniːtʊs
finnicus	fɪnnɪkʊs
finnus	fɪnnʊs
fircellius	fɪrkɛlliʊs
firma	fɪrma
firma	fɪrma
firma	fɪrmaː
firmamentum	fɪrmaːmɛntʊ̃
firmis	fɪrmɪs
firmis	fɪrmiːs
firmitas	fɪrmɪtaːs
firmitudo	fɪrmɪtuːdoː
firmius	fɪrmiʊs
firmo	fɪrmoː
firmus	fɪrmʊs
fiscalis	fɪskaːlɪs
fiscella	fɪskɛlla
fiscellus	fɪskɛllʊs
fiscus	fɪskʊs
fissio	fɪssioː
fissipes	fɪssɪpeːs
fistula	fɪstʊɫa
fistularis	fɪstʊɫaːrɪs
fistulatus	fɪstʊɫaːtʊs
fistulesco	fɪstʊɫeːskoː
fistulosus	fɪstʊɫoːsʊs
fisus	fiːsʊs
fiunto	fiːʊntoː
flabellatus	fɫaːbɛllaːtʊs
flabellifolius	fɫaːbɛllɪfɔliʊs
flabellum	fɫaːbɛllʊ̃
flabrum	fɫaːbrʊ̃
flacceo	fɫakkeoː
flaccesco	fɫakkeːskoː
flaccidus	fɫakkɪdʊs
flaccus	fɫakkʊs
flaccus	fɫakkʊs
flagello	fɫaɡɛlloː
flagellum	fɫaɡɛllʊ̃
flagitiosus	fɫaːɡɪtioːsʊs
flagitium	fɫaːɡɪtiʊ̃
flagito	fɫaːɡɪtoː
flagrans	fɫaɡrãːs
flagrans	fɫaːɡrãːs
flagritriba	fɫaːɡrɪtriːba
flagritriba	fɫaɡrɪtriːɪba
flagro	fɫaɡroː
flagro	fɫaːɡroː
flamen	fɫaːmɛn
flaminius	fɫaːmɪniʊs
flaminius	flamiːnius
flaminius	fɫaːmɪniʊs
flamma	fɫamma
flammabundus	fɫammaːbʊndʊs
flammeum	fɫammeʊ̃
flammeus	fɫammeʊs
flammiger	fɫammɪɡɛr
flammipes	fɫammɪpeːs
flammo	fɫammoː
flanates	fɫanaːtɛs
flandricus	fɫandrɪkʊs
flanona	fɫanoːna
flate	fɫaːtɛ
flato	fɫaːtoː
flatulentarus	fɫaːtuːɫɛntaːrʊs
flatus	fɫaːtʊs
flatus	flaːtus
flaveo	fɫaːweoː
flaveolus	fɫaːweɔɫʊs
flavicaudus	fɫaːwɪkau̯dʊs
flaviceps	fɫaːwɪkɛps
flavicollis	fɫaːwɪkɔllɪs
flavicornis	fɫaːwɪkɔrnɪs
flavicostus	fɫaːwɪkɔstʊs
flavidus	fɫaːwɪdʊs
flavifrons	fɫaːwɪfrõːs
flavimanus	fɫaːwɪmanʊs
flaviobriga	fɫaːwiɔbriːɡa
flavionavia	fɫaːwiɔnaːwia
flavipalpus	fɫaːwɪpaɫpʊs
flavipennis	fɫaːwɪpɛnnɪs
flavipes	fɫaːwɪpeːs
flavipinnis	fɫaːwɪpɪnnɪs
flavipunctatus	fɫaːwɪpuːŋktaːtʊs
flavitarsis	fɫaːwɪtarsɪs
flaviventris	fɫaːwɪwɛntrɪs
flavolineatus	fɫaːwoːliːneaːtʊs
flavomaculatus	fɫaːwɔmakʊɫaːtʊs
flavovirens	fɫaːwɔwɪrẽːs
flavoviridis	fɫaːwɔwɪrɪdɪs
flavus	fɫaːwʊs
flebilis	fɫeːbɪlɪs
flecto	fɫɛktoː
flemen	fɫeːmɛn
fleo	fɫeoː
flere	fɫeːrɛ
flet	fɫɛt
fletus	fɫeːtʊs
flexibilis	fɫɛksɪbɪlɪs
flexibilitas	fɫɛksɪbɪlɪtaːs
flexilis	fɫɛksɪlɪs
flexiloquus	fɫɛksɪɫɔkʷʊs
flexio	fɫɛksioː
flexipes	fɫɛksɪpeːs
flexuosus	fɫɛksʊoːsʊs
flexus	fɫɛksʊs
flo	fɫoː
