a	ˈɒ
céhbe	ˈt͡seːbɛ
céhbe	ˈt͡seːxbɛ
céhben	ˈt͡seːbɛn
céhben	ˈt͡seːxbɛn
céhből	ˈt͡seːbøːl
céhből	ˈt͡seːxbøːl
céhek	ˈt͡seːɦɛk
céhen	ˈt͡seːɦɛn
céhért	ˈt͡seːheːrt
céhet	ˈt͡seːɦɛt
céhhé	ˈt͡seːxːeː
céhhel	ˈt͡seːxːɛl
céhhez	ˈt͡seːɦɛz
céhhez	ˈt͡seːxːɛz
céhig	ˈt͡seːɦiɡ
céhként	ˈt͡seːkeːnt
céhként	ˈt͡seːxkeːnt
céhnek	ˈt͡seːnɛk
céhnek	ˈt͡seːxnɛk
céhnél	ˈt͡seːneːl
céhnél	ˈt͡seːxneːl
céhre	ˈt͡seːrɛ
céhre	ˈt͡seːxrɛ
céhről	ˈt͡seːrøːl
céhről	ˈt͡seːxrøːl
céhtől	ˈt͡seːtøːl
céhtől	ˈt͡seːxtøːl
céhvé	ˈt͡seːveː
céhvel	ˈt͡seːvɛl
cékla	ˈt͡seːklɒ
céklák	ˈt͡seːklaːk
cél	ˈt͡seːl
célba	ˈt͡seːlbɒ
célból	ˈt͡seːlboːl
célcsoport	ˈt͡seːlt͡ʃoport
celeron	ˈsɛlɛron
célfotó	ˈt͡seːlfotoː
célfüggvény	ˈt͡seːlfyɡveːɲ
célja	ˈt͡seːjːɒ
céljából	ˈt͡seːjːaːboːl
céljai	ˈt͡seːjːɒʲi
céljait	ˈt͡seːjːɒʲit
céljára	ˈt͡seːjːaːrɒ
célját	ˈt͡seːjːaːt
célkitűzés	ˈt͡seːlkityːzeːʃ
célközönség	ˈt͡seːlkøzønʃeːɡ
céllal	ˈt͡seːlːɒl
celluláris	ˈt͡sɛlːulaːriʃ
cellux	ˈt͡sɛlːuks
céllövölde	ˈt͡seːlːøvøldɛ
célnak	ˈt͡seːlnɒk
célnyelv	ˈt͡seːlɲɛlv
célnyelvek	ˈt͡seːlɲɛlvɛk
celofán	ˈt͡sɛlofaːn
célok	ˈt͡seːlok
célokat	ˈt͡seːlokɒt
célokra	ˈt͡seːlokrɒ
célom	ˈt͡seːlom
céloz	ˈt͡seːloz
célpont	ˈt͡seːlpont
célpontok	ˈt͡seːlpontok
célra	ˈt͡seːrːɒ
célravezető	ˈt͡seːrːɒvɛzɛtøː
celsius-fok	ˈt͡sɛlziʲusfok
celsius-fokok	ˈt͡sɛlziʲusfokok
célszerű	ˈt͡seːlsɛryː
célszerűbb	ˈt͡seːlsɛryːbː
célszerűség	ˈt͡seːlsɛryːʃeːɡ
célszerűtlen	ˈt͡seːlsɛryːtlɛn
célszerűtlenség	ˈt͡seːlsɛryːtlɛnʃeːɡ
célt	ˈt͡seːlt
céltudatos	ˈt͡seːltudɒtoʃ
céltudatosság	ˈt͡seːltudɒtoʃːaːɡ
célú	ˈt͡seːluː
célul	ˈt͡seːlul
célunk	ˈt͡seːluŋk
célzat	ˈt͡seːlzɒt
cenk	ˈt͡sɛŋk
centenárium	ˈt͡sɛntɛnaːriʲum
centenáriumok	ˈt͡sɛntɛnaːriʲumok
centi	ˈt͡sɛnti
centigramm	ˈt͡sɛntiɡrɒmː
centigrammok	ˈt͡sɛntiɡrɒmːok
centik	ˈt͡sɛntik
centike	ˈt͡sɛntikɛ
centikék	ˈt͡sɛntikeːk
centiméter	ˈt͡sɛntimeːtɛr
centiméterek	ˈt͡sɛntimeːtɛrɛk
centiméteres	ˈt͡sɛntimeːtɛrɛʃ
centire	ˈt͡sɛntirɛ
centis	ˈt͡sɛntiʃ
centrális	ˈt͡sɛntraːliʃ
centralizáció	ˈt͡sɛntrɒlizaːt͡siʲoː
centralizációk	ˈt͡sɛntrɒlizaːt͡siʲoːk
centralizmus	ˈt͡sɛntrɒlizmuʃ
centrifuga	ˈt͡sɛntrifuɡɒ
centrifugális	ˈt͡sɛntrifuɡaːliʃ
centripetális	ˈt͡sɛntripɛtaːliʃ
centroszóma	ˈt͡sɛntrosoːmɒ
centroszómák	ˈt͡sɛntrosoːmaːk
centrum	ˈt͡sɛntrum
centrumok	ˈt͡sɛntrumok
cenzúra	ˈt͡sɛnzuːrɒ
cenzúrák	ˈt͡sɛnzuːraːk
cenzúráz	ˈt͡sɛnzuːraːz
ceremónia	ˈt͡sɛrɛmoːniʲɒ
cérium	ˈt͡seːriʲum
cérna	ˈt͡seːrnɒ
cérnák	ˈt͡seːrnaːk
ceruza	ˈt͡sɛruzɒ
ceruzafaragó	ˈt͡sɛruzɒfɒrɒɡoː
ceruzafaragók	ˈt͡sɛruzɒfɒrɒɡoːk
ceruzahegyező	ˈt͡sɛruzɒɦɛɟɛzøː
ceruzahegyezők	ˈt͡sɛruzɒɦɛɟɛzøːk
ceruzák	ˈt͡sɛruzaːk
ceruzatartó	ˈt͡sɛruzɒtɒrtoː
ceruzatartók	ˈt͡sɛruzɒtɒrtoːk
cesz	ˈt͡sɛs
cet	ˈt͡sɛt
cetek	ˈt͡sɛtɛk
cézium	ˈt͡seːziʲum
chicago	ˈt͡ʃikaːɡoː
chile	ˈt͡ʃiːlɛ
chilei	ˈt͡ʃiːlɛʲi
chip	ˈt͡ʃip
chipek	ˈt͡ʃipɛk
cián	ˈt͡siʲaːn
cianotípia	ˈt͡siʲɒnotiːpiʲɒ
cibethiéna	ˈt͡sibɛthiʲeːnɒ
cica	ˈt͡sit͡sɒ
cicád	ˈt͡sit͡saːd
cicái	ˈt͡sit͡saːʲi
cicáid	ˈt͡sit͡saːʲid
cicáik	ˈt͡sit͡saːʲik
cicáim	ˈt͡sit͡saːʲim
cicáink	ˈt͡sit͡saːʲiŋk
cicája	ˈt͡sit͡saːjɒ
cicájuk	ˈt͡sit͡saːjuk
cicák	ˈt͡sit͡saːk
cicákon	ˈt͡sit͡saːkon
cicákra	ˈt͡sit͡saːkrɒ
cicám	ˈt͡sit͡saːm
cicán	ˈt͡sit͡saːn
cicánk	ˈt͡sit͡saːŋk
cicára	ˈt͡sit͡saːrɒ
cicát	ˈt͡sit͡saːt
cicátok	ˈt͡sit͡saːtok
ciceró	ˈt͡sit͡sɛroː
cici	ˈt͡sit͡si
cickány	ˈt͡sit͡skaːɲ
cickányok	ˈt͡sit͡skaːɲok
cicus	ˈt͡sit͡suʃ
cifra	ˈt͡sifrɒ
cigány	ˈt͡siɡaːɲ
cigányasszony	ˈt͡siɡaːɲɒsːoɲ
cigánykerék	ˈt͡siɡaːɲkɛreːk
cigányok	ˈt͡siɡaːɲok
cigánypecsenye	ˈt͡siɡaːɲpɛt͡ʃɛɲɛ
cigányság	ˈt͡siɡaːɲʃaːɡ
cigaretta	ˈt͡siɡɒrɛtːɒ
cigarettacsikk	ˈt͡siɡɒrɛtːɒt͡ʃikː
cigaretták	ˈt͡siɡɒrɛtːaːk
cigarettapapír	ˈt͡siɡɒrɛtːɒpɒpiːr
cigarettázik	ˈt͡siɡɒrɛtːaːzik
cigarettáztok	ˈt͡siɡɒrɛtːaːstok
cigi	ˈt͡siɡi
cigik	ˈt͡siɡik
cigire	ˈt͡siɡirɛ
cikcakk	ˈt͡sikt͡sɒkː
cikcakkok	ˈt͡sikt͡sɒkːok
ciki	ˈt͡siki
cikk	ˈt͡sikː
cikkben	ˈt͡siɡbɛn
cikkből	ˈt͡siɡbøːl
cikke	ˈt͡sikːɛ
cikkében	ˈt͡sikːeːbɛn
cikkek	ˈt͡sikːɛk
cikkeket	ˈt͡sikːɛkɛt
cikkely	ˈt͡sikːɛj
cikkelyek	ˈt͡sikːɛjɛk
cikket	ˈt͡sikːɛt
cikkhez	ˈt͡sikhɛz
ciklámen	ˈt͡siklaːmɛn
ciklámenek	ˈt͡siklaːmɛnɛk
ciklikus	ˈt͡siklikuʃ
ciklikusan	ˈt͡siklikuʃɒn
ciklikusság	ˈt͡siklikuʃːaːɡ
ciklohexán	ˈt͡sikloɦɛksaːn
ciklois	ˈt͡sikloʲiʃ
cikloisok	ˈt͡sikloʲiʃok
ciklon	ˈt͡siklon
ciklonok	ˈt͡siklonok
cikloráma	ˈt͡sikloraːmɒ
ciklus	ˈt͡sikluʃ
ciklusban	ˈt͡sikluʒbɒn
ciklusok	ˈt͡sikluʃok
cikória	ˈt͡sikoːriʲɒ
cikóriák	ˈt͡sikoːriʲaːk
cilinder	ˈt͡silindɛr
cím	ˈt͡siːm
cimbalmok	ˈt͡simbɒlmok
cimbalmos	ˈt͡simbɒlmoʃ
cimbalmosok	ˈt͡simbɒlmoʃok
cimbalmozik	ˈt͡simbɒlmozik
cimbalom	ˈt͡simbɒlom
címben	ˈt͡siːmbɛn
cimbora	ˈt͡simborɒ
cimborák	ˈt͡simboraːk
cimborál	ˈt͡simboraːl
címe	ˈt͡siːmɛ
címed	ˈt͡siːmɛd
címedet	ˈt͡siːmɛdɛt
címek	ˈt͡siːmɛk
címeken	ˈt͡siːmɛkɛn
címeket	ˈt͡siːmɛkɛt
címen	ˈt͡siːmɛn
címén	ˈt͡siːmeːn
címer	ˈt͡siːmɛr
címere	ˈt͡siːmɛrɛ
címére	ˈt͡siːmeːrɛ
címerek	ˈt͡siːmɛrɛk
címet	ˈt͡siːmɛt
címét	ˈt͡siːmeːt
címez	ˈt͡siːmɛz
címke	ˈt͡siːmkɛ
címkéd	ˈt͡siːmkeːd
címkéi	ˈt͡siːmkeːʲi
címkéid	ˈt͡siːmkeːʲid
címkéik	ˈt͡siːmkeːʲik
címkéim	ˈt͡siːmkeːʲim
címkéink	ˈt͡siːmkeːʲiŋk
címkéje	ˈt͡siːmkeːjɛ
címkéjük	ˈt͡siːmkeːjyk
címkék	ˈt͡siːmkeːk
címkém	ˈt͡siːmkeːm
címkénk	ˈt͡siːmkeːŋk
címkétek	ˈt͡siːmkeːtɛk
címlap	ˈt͡siːmlɒp
címlapja	ˈt͡siːmlɒpjɒ
címmel	ˈt͡siːmːɛl
címnegyedív	ˈt͡siːmnɛɟɛdiːv
cimpa	ˈt͡simpɒ
cimpák	ˈt͡simpaːk
címre	ˈt͡siːmrɛ
címszavaink	ˈt͡siːmsɒvɒʲiŋk
címszó	ˈt͡siːmsoː
címzett	ˈt͡siːmzɛtː
címzettek	ˈt͡siːmzɛtːɛk
című	ˈt͡siːmyː
címűek	ˈt͡siːmyːɛk
címünk	ˈt͡siːmyŋk
címünkre	ˈt͡siːmyŋkrɛ
cin	ˈt͡sin
cincog	ˈt͡sint͡soɡ
cincognak	ˈt͡sint͡soɡnɒk
cinege	ˈt͡sinɛɡɛ
cinegék	ˈt͡sinɛɡeːk
cingár	ˈt͡siŋɡaːr
cinikus	ˈt͡sinikuʃ
cinikusan	ˈt͡sinikuʃɒn
cinikusok	ˈt͡sinikuʃok
cinikusság	ˈt͡sinikuʃːaːɡ
cinizmus	ˈt͡sinizmuʃ
cinje	ˈt͡siɲːɛ
cink	ˈt͡siŋk
cinke	ˈt͡siŋkɛ
cinkek	ˈt͡siŋkɛk
cinkék	ˈt͡siŋkeːk
cinkos	ˈt͡siŋkoʃ
cinkosok	ˈt͡siŋkoʃok
cint	ˈt͡sint
cintányér	ˈt͡sintaːɲeːr
cintányérok	ˈt͡sintaːɲeːrok
cinterem	ˈt͡sintɛrɛm
cionista	ˈt͡siʲoniʃtɒ
cionizmus	ˈt͡siʲonizmuʃ
cipel	ˈt͡sipɛl
cipellő	ˈt͡sipɛlːøː
cipellők	ˈt͡sipɛlːøːk
cipész	ˈt͡sipeːs
cipészek	ˈt͡sipeːsɛk
cipészt	ˈt͡sipeːst
cipó	ˈt͡sipoː
cipót	ˈt͡sipoːt
ciprus	ˈt͡sipruʃ
ciprus	ˈt͡sipruʃ
ciprusok	ˈt͡sipruʃok
cipzár	ˈt͡sibzaːr
cipzárak	ˈt͡sibzaːrɒk
cipő	ˈt͡sipøː
cipőben	ˈt͡sipøːbɛn
cipőbolt	ˈt͡sipøːbolt
cipőfűző	ˈt͡sipøːfyːzøː
cipőhúzó	ˈt͡sipøːɦuːzoː
cipőhúzók	ˈt͡sipøːɦuːzoːk
cipők	ˈt͡sipøːk
cipőkanál	ˈt͡sipøːkɒnaːl
cipőt	ˈt͡sipøːt
cipőtalp	ˈt͡sipøːtɒlp
cipőtalpak	ˈt͡sipøːtɒlpɒk
cirill	ˈt͡sirilː
ciripel	ˈt͡siripɛl
cirkónium	ˈt͡sirkoːniʲum
cirkóniumok	ˈt͡sirkoːniʲumok
cirkusz	ˈt͡sirkus
cirkuszok	ˈt͡sirkusok
cirkuszol	ˈt͡sirkusol
cirmos	ˈt͡sirmoʃ
cirmos	ˈt͡sirmoʃ
cirmosok	ˈt͡sirmoʃok
cisz	ˈt͡sis
ciszjordánia	ˈt͡sisjordaːniʲɒ
ciszta	ˈt͡sistɒ
ciszterna	ˈt͡sistɛrnɒ
citera	ˈt͡sitɛrɒ
citerák	ˈt͡sitɛraːk
citológia	ˈt͡sitoloːɡiʲɒ
citológiai	ˈt͡sitoloːɡiʲɒʲi
citológus	ˈt͡sitoloːɡuʃ
citológusok	ˈt͡sitoloːɡuʃok
citrancs	ˈt͡sitrɒnt͡ʃ
citrom	ˈt͡sitrom
citromcápa	ˈt͡sitromt͡saːpɒ
citromcápák	ˈt͡sitromt͡saːpaːk
citromlé	ˈt͡sitromleː
citromok	ˈt͡sitromok
citromsárga	ˈt͡sitromʃaːrɡɒ
citromsármány	ˈt͡sitromʃaːrmaːɲ
citromsármányok	ˈt͡sitromʃaːrmaːɲok
citromsav	ˈt͡sitromʃɒv
civakodás	ˈt͡sivɒkodaːʃ
civakodik	ˈt͡sivɒkodik
civilizáció	ˈt͡sivilizaːt͡siʲoː
civilizációk	ˈt͡sivilizaːt͡siʲoːk
civilizál	ˈt͡sivilizaːl
civilizált	ˈt͡sivilizaːlt
civódás	ˈt͡sivoːdaːʃ
civódik	ˈt͡sivoːdik
cm-es	ˈt͡sɛntimeːtɛrɛʃ
coboly	ˈt͡soboj
cobolyok	ˈt͡sobojok
cókmók	ˈt͡soːkmoːk
col	ˈt͡sol
colos	ˈt͡soloʃ
colstok	ˈt͡solʃtok
colstokok	ˈt͡solʃtokok
comb	ˈt͡somb
combcsont	ˈt͡sompt͡ʃont
combcsontok	ˈt͡sompt͡ʃontok
combizmok	ˈt͡sombizmok
combizom	ˈt͡sombizom
combok	ˈt͡sombok
combra	ˈt͡sombrɒ
comore-szigetek	ˈkomoːrsiɡɛtɛk
computerközpont	ˈkompjutɛrkøspont
cook-szigetek	ˈkuksiɡɛtɛk
copf	ˈt͡sopf
copfok	ˈt͡sopfok
córesz	ˈt͡soːrɛs
cs	ˈt͡ʃ
cs	ˈt͡ʃeː
csá	ˈt͡ʃaː
csáb	ˈt͡ʃaːb
csaba	ˈt͡ʃɒbɒ
csábít	ˈt͡ʃaːbiːt
csábítás	ˈt͡ʃaːbiːtaːʃ
csábítások	ˈt͡ʃaːbiːtaːʃok
csábos	ˈt͡ʃaːboʃ
csábul	ˈt͡ʃaːbul
csacsog	ˈt͡ʃɒt͡ʃoɡ
csád	ˈt͡ʃaːd
csador	ˈt͡ʃɒdor
csadorok	ˈt͡ʃɒdorok
csahol	ˈt͡ʃɒɦol
csaj	ˈt͡ʃɒj
csajka	ˈt͡ʃɒjkɒ
csajkád	ˈt͡ʃɒjkaːd
csajkái	ˈt͡ʃɒjkaːʲi
csajkáid	ˈt͡ʃɒjkaːʲid
csajkáik	ˈt͡ʃɒjkaːʲik
csajkáim	ˈt͡ʃɒjkaːʲim
csajkáink	ˈt͡ʃɒjkaːʲiŋk
csajkája	ˈt͡ʃɒjkaːjɒ
csajkájuk	ˈt͡ʃɒjkaːjuk
csajkák	ˈt͡ʃɒjkaːk
csajkákon	ˈt͡ʃɒjkaːkon
csajkákra	ˈt͡ʃɒjkaːkrɒ
csajkám	ˈt͡ʃɒjkaːm
csajkán	ˈt͡ʃɒjkaːn
csajkánk	ˈt͡ʃɒjkaːŋk
csajkára	ˈt͡ʃɒjkaːrɒ
csajkátok	ˈt͡ʃɒjkaːtok
csajkovszkij	ˈt͡ʃɒjkofskij
csajok	ˈt͡ʃɒjok
csajokat	ˈt͡ʃɒjokɒt
csajt	ˈt͡ʃɒjt
csak	ˈt͡ʃɒk
csákány	ˈt͡ʃaːkaːɲ
csákányok	ˈt͡ʃaːkaːɲok
csakhamar	ˈt͡ʃɒkhɒmɒr
csakis	ˈt͡ʃɒkiʃ
csáklya	ˈt͡ʃaːkjɒ
csaknem	ˈt͡ʃɒknɛm
csákó	ˈt͡ʃaːkoː
csákók	ˈt͡ʃaːkoːk
csakra	ˈt͡ʃɒkrɒ
csakrák	ˈt͡ʃɒkraːk
csakugyan	ˈt͡ʃɒkuɟɒn
csal	ˈt͡ʃɒl
család	ˈt͡ʃɒlaːd
családalapítás	ˈt͡ʃɒlaːdɒlɒpiːtaːʃ
családalapítások	ˈt͡ʃɒlaːdɒlɒpiːtaːʃok
családanya	ˈt͡ʃɒlaːdɒɲɒ
családanyák	ˈt͡ʃɒlaːdɒɲaːk
családapa	ˈt͡ʃɒlaːdɒpɒ
családapák	ˈt͡ʃɒlaːdɒpaːk
családban	ˈt͡ʃɒlaːdbɒn
családbarát	ˈt͡ʃɒlaːdbɒraːt
családcentrikus	ˈt͡ʃɒlaːt͡sːɛntrikuʃ
családdal	ˈt͡ʃɒlaːdːɒl
családfa	ˈt͡ʃɒlaːtfɒ
családfába	ˈt͡ʃɒlaːtfaːbɒ
családfában	ˈt͡ʃɒlaːtfaːbɒn
családfából	ˈt͡ʃɒlaːtfaːboːl
családfád	ˈt͡ʃɒlaːtfaːd
családfáért	ˈt͡ʃɒlaːtfaːʲeːrt
családfához	ˈt͡ʃɒlaːtfaːɦoz
családfái	ˈt͡ʃɒlaːtfaːʲi
családfáid	ˈt͡ʃɒlaːtfaːʲid
családfáig	ˈt͡ʃɒlaːtfaːʲiɡ
családfáik	ˈt͡ʃɒlaːtfaːʲik
családfáim	ˈt͡ʃɒlaːtfaːʲim
családfáink	ˈt͡ʃɒlaːtfaːʲiŋk
családfáitok	ˈt͡ʃɒlaːtfaːʲitok
családfája	ˈt͡ʃɒlaːtfaːjɒ
családfájuk	ˈt͡ʃɒlaːtfaːjuk
családfák	ˈt͡ʃɒlaːtfaːk
családfákat	ˈt͡ʃɒlaːtfaːkɒt
családfákba	ˈt͡ʃɒlaːtfaːɡbɒ
családfákban	ˈt͡ʃɒlaːtfaːɡbɒn
családfákból	ˈt͡ʃɒlaːtfaːɡboːl
családfaként	ˈt͡ʃɒlaːtfɒkeːnt
családfákért	ˈt͡ʃɒlaːtfaːkeːrt
családfákhoz	ˈt͡ʃɒlaːtfaːkhoz
családfákig	ˈt͡ʃɒlaːtfaːkiɡ
családfákká	ˈt͡ʃɒlaːtfaːkːaː
családfákkal	ˈt͡ʃɒlaːtfaːkːɒl
családfákként	ˈt͡ʃɒlaːtfaːkːeːnt
családfáknak	ˈt͡ʃɒlaːtfaːknɒk
családfáknál	ˈt͡ʃɒlaːtfaːknaːl
családfákon	ˈt͡ʃɒlaːtfaːkon
családfákra	ˈt͡ʃɒlaːtfaːkrɒ
családfákról	ˈt͡ʃɒlaːtfaːkroːl
családfáktól	ˈt͡ʃɒlaːtfaːktoːl
családfám	ˈt͡ʃɒlaːtfaːm
családfán	ˈt͡ʃɒlaːtfaːn
családfának	ˈt͡ʃɒlaːtfaːnɒk
családfánál	ˈt͡ʃɒlaːtfaːnaːl
családfánk	ˈt͡ʃɒlaːtfaːŋk
családfára	ˈt͡ʃɒlaːtfaːrɒ
családfáról	ˈt͡ʃɒlaːtfaːroːl
családfát	ˈt͡ʃɒlaːtfaːt
családfátok	ˈt͡ʃɒlaːtfaːtok
családfától	ˈt͡ʃɒlaːtfaːtoːl
családfává	ˈt͡ʃɒlaːtfaːvaː
családfával	ˈt͡ʃɒlaːtfaːvɒl
családfenntartó	ˈt͡ʃɒlaːtfɛntɒrtoː
családfenntartók	ˈt͡ʃɒlaːtfɛntɒrtoːk
családfő	ˈt͡ʃɒlaːtføː
családi	ˈt͡ʃɒlaːdi
családja	ˈt͡ʃɒlaːɟːɒ
családnak	ˈt͡ʃɒlaːdnɒk
családnév	ˈt͡ʃɒlaːdneːv
családnevek	ˈt͡ʃɒlaːdnɛvɛk
családok	ˈt͡ʃɒlaːdok
családokat	ˈt͡ʃɒlaːdokɒt
családokban	ˈt͡ʃɒlaːdoɡbɒn
családon	ˈt͡ʃɒlaːdon
családot	ˈt͡ʃɒlaːdot
családregény	ˈt͡ʃɒlaːdrɛɡeːɲ
családregények	ˈt͡ʃɒlaːdrɛɡeːɲɛk
családtag	ˈt͡ʃɒlaːtːɒɡ
családtervezés	ˈt͡ʃɒlaːtːɛrvɛzeːʃ
családtervezések	ˈt͡ʃɒlaːtːɛrvɛzeːʃɛk
csalafinta	ˈt͡ʃɒlɒfintɒ
csalán	ˈt͡ʃɒlaːn
csalárd	ˈt͡ʃɒlaːrd
csalás	ˈt͡ʃɒlaːʃ
csalások	ˈt͡ʃɒlaːʃok
csaló	ˈt͡ʃɒloː
csalódás	ˈt͡ʃɒloːdaːʃ
csalódások	ˈt͡ʃɒloːdaːʃok
csalódást	ˈt͡ʃɒloːdaːʃt
csalódik	ˈt͡ʃɒloːdik
csalódott	ˈt͡ʃɒloːdotː
csalogány	ˈt͡ʃɒloɡaːɲ
csalogányok	ˈt͡ʃɒloɡaːɲok
csalók	ˈt͡ʃɒloːk
csalókat	ˈt͡ʃɒloːkɒt
csalót	ˈt͡ʃɒloːt
csamcsog	ˈt͡ʃɒmt͡ʃoɡ
csámcsog	ˈt͡ʃaːmt͡ʃoɡ
csaó	ˈt͡ʃaːo
csap	ˈt͡ʃɒp
csáp	ˈt͡ʃaːp
csapadék	ˈt͡ʃɒpɒdeːk
csapadékok	ˈt͡ʃɒpɒdeːkok
csapágy	ˈt͡ʃɒpaːɟ
csapás	ˈt͡ʃɒpaːʃ
csapások	ˈt͡ʃɒpaːʃok
csapat	ˈt͡ʃɒpɒt
csapata	ˈt͡ʃɒpɒtɒ
csapatban	ˈt͡ʃɒpɒdbɒn
csapatkapitány	ˈt͡ʃɒpɒtkɒpitaːɲ
csapatnak	ˈt͡ʃɒpɒtnɒk
csapatok	ˈt͡ʃɒpɒtok
csapatokat	ˈt͡ʃɒpɒtokɒt
csapatot	ˈt͡ʃɒpɒtot
csapattal	ˈt͡ʃɒpɒtːɒl
csapattárs	ˈt͡ʃɒpɒtːaːrʃ
csapatunk	ˈt͡ʃɒpɒtuŋk
csapból	ˈt͡ʃɒbːoːl
csapda	ˈt͡ʃɒbdɒ
csapdák	ˈt͡ʃɒbdaːk
csapkod	ˈt͡ʃɒpkod
csapni	ˈt͡ʃɒpni
csapnivaló	ˈt͡ʃɒpnivɒloː
csapóajtó	ˈt͡ʃɒpoːɒjtoː
csapóajtók	ˈt͡ʃɒpoːɒjtoːk
csapok	ˈt͡ʃɒpok
csápok	ˈt͡ʃaːpok
csapol	ˈt͡ʃɒpol
csapolás	ˈt͡ʃɒpolaːʃ
csapong	ˈt͡ʃɒpoŋɡ
csapongó	ˈt͡ʃɒpoŋɡoː
csapos	ˈt͡ʃɒpoʃ
csaposak	ˈt͡ʃɒpoʃɒk
csaposok	ˈt͡ʃɒpoʃok
csapvíz	ˈt͡ʃɒpviːz
csapvizek	ˈt͡ʃɒpvizɛk
csárda	ˈt͡ʃaːrdɒ
csárdák	ˈt͡ʃaːrdaːk
csárdás	ˈt͡ʃaːrdaːʃ
csárdások	ˈt͡ʃaːrdaːʃok
csarnok	ˈt͡ʃɒrnok
császár	ˈt͡ʃaːsaːr
császári	ˈt͡ʃaːsaːri
császármadár	ˈt͡ʃaːsaːrmɒdaːr
császármadarak	ˈt͡ʃaːsaːrmɒdɒrɒk
császármetszés	ˈt͡ʃaːsaːrmɛt͡sːeːʃ
császárné	ˈt͡ʃaːsaːrneː
császárnék	ˈt͡ʃaːsaːrneːk
császárnő	ˈt͡ʃaːsaːrnøː
császárnők	ˈt͡ʃaːsaːrnøːk
császárok	ˈt͡ʃaːsaːrok
császárpingvin	ˈt͡ʃaːsaːrpiŋɡvin
császárpingvinek	ˈt͡ʃaːsaːrpiŋɡvinɛk
császárság	ˈt͡ʃaːsaːrʃaːɡ
császárságok	ˈt͡ʃaːsaːrʃaːɡok
császárzsemle	ˈt͡ʃaːsaːrʒɛmlɛ
csat	ˈt͡ʃɒt
csat	ˈt͡ʃɒtː
csata	ˈt͡ʃɒtɒ
csatába	ˈt͡ʃɒtaːbɒ
csatabárd	ˈt͡ʃɒtɒbaːrd
csatabárdok	ˈt͡ʃɒtɒbaːrdok
csatabárdokat	ˈt͡ʃɒtɒbaːrdokɒt
csatabárdot	ˈt͡ʃɒtɒbaːrdot
csatahajó	ˈt͡ʃɒtɒhɒjoː
csatahajók	ˈt͡ʃɒtɒhɒjoːk
csaták	ˈt͡ʃɒtaːk
csataló	ˈt͡ʃɒtɒloː
csatlakozás	ˈt͡ʃɒtlɒkozaːʃ
csatlakozási	ˈt͡ʃɒtlɒkozaːʃi
csatlakozások	ˈt͡ʃɒtlɒkozaːʃok
csatlakozást	ˈt͡ʃɒtlɒkozaːʃt
csatlakozik	ˈt͡ʃɒtlɒkozik
csatlakozni	ˈt͡ʃɒtlɒkozni
csatlakozó	ˈt͡ʃɒtlɒkozoː
csatok	ˈt͡ʃɒtok
csatok	ˈt͡ʃɒtːok
csatol	ˈt͡ʃɒtol
csatolás	ˈt͡ʃɒtolaːʃ
csatolmány	ˈt͡ʃɒtolmaːɲ
csatolmányok	ˈt͡ʃɒtolmaːɲok
csatolni	ˈt͡ʃɒtolni
csatolt	ˈt͡ʃɒtolt
csatorna	ˈt͡ʃɒtornɒ
csatornahálózat	ˈt͡ʃɒtornɒɦaːloːzɒt
csatornák	ˈt͡ʃɒtornaːk
csatornán	ˈt͡ʃɒtornaːn
csattanó	ˈt͡ʃɒtːɒnoː
csau-csau	ˈt͡ʃɒut͡ʃɒu
csau-csauk	ˈt͡ʃɒut͡ʃɒuk
csavar	ˈt͡ʃɒvɒr
csavargó	ˈt͡ʃɒvɒrɡoː
csavarhúzó	ˈt͡ʃɒvɒrɦuːzoː
csavarhúzók	ˈt͡ʃɒvɒrɦuːzoːk
csavaró	ˈt͡ʃɒvɒroː
csavarok	ˈt͡ʃɒvɒrok
csavarók	ˈt͡ʃɒvɒroːk
csávó	ˈt͡ʃaːvoː
csávók	ˈt͡ʃaːvoːk
csé	ˈt͡ʃeː
cseber	ˈt͡ʃɛbɛr
cseberből	ˈt͡ʃɛbɛrbøːl
csebrek	ˈt͡ʃɛbrɛk
csecs	ˈt͡ʃɛt͡ʃ
csecsebecse	ˈt͡ʃɛt͡ʃɛbɛt͡ʃɛ
csecsemő	ˈt͡ʃɛt͡ʃɛmøː
csecsemők	ˈt͡ʃɛt͡ʃɛmøːk
csecsemőmirigy	ˈt͡ʃɛt͡ʃɛmøːmiriɟ
csecsemőmirigyek	ˈt͡ʃɛt͡ʃɛmøːmiriɟɛk
csecsen	ˈt͡ʃɛt͡ʃɛn
csecsenek	ˈt͡ʃɛt͡ʃɛnɛk
csecsenföld	ˈt͡ʃɛt͡ʃɛɱføld
cseh	ˈt͡ʃɛ
cseh	ˈt͡ʃɛɦ
cseh	ˈt͡ʃɛx
cseh	ˈt͡ʃɛ
csehek	ˈt͡ʃɛhɛk
csehenem	ˈt͡ʃɛhɛnɛm
csehhé	ˈt͡ʃɛxːeː
csehhel	ˈt͡ʃɛxːɛl
csehnek	ˈt͡ʃɛnɛk
csehnek	ˈt͡ʃɛxnɛk
csehó	ˈt͡ʃɛɦoː
csehország	ˈt͡ʃɛorsaːɡ
csehov	ˈt͡ʃɛɦov
csehovi	ˈt͡ʃɛɦovi
csehszlovák	ˈt͡ʃɛslovaːk
