アイアイ	ai-ai
サイクリング	saikuringu
サイクル	saikuru
サイコメトリー	saikometorī
サイコロ	saikoro
サイコロジー	saikorojī
サイシン	saishin
サイズ	saizu
サイダー	saidā
サイト	saito
サイトマップ	saitomappu
サイド	saido
サイドミラー	saidomirā
サイバシ	saibashi
サイバースペース	saibāsupēsu
サイフォン	saifon
サイホン	saihon
サイレージ	sairēji
サイレン	sairen
サイレンサー	sairensā
サイロ	sairo
サインオフ	sain'ofu
サインペン	sainpen
サウス	sausu
サウスハンプトン	sausuhanputon
サウダージ	saudāji
サウナ	sauna
サウンド	saundo
サキソホン	sakisohon
サギ	sagi
サクサク	sakusaku
ザクセン	zakusen
サクソフォーン	sakusofōn
サクソフォン	sakusofon
サクラ	sakura
サクラソウ	sakurasō
ザクロ	zakuro
ザグレブ	zagurebu
サケ	sake
サザエ	sazae
サザンカ	sazanka
サシ	sashi
サジェスチョン	sajesuchon
サジェスト	sajesuto
サスペンション	sasupenshon
サスペンス	sasupensu
サソリ	sasori
サターン	satān
サタニズム	satanizumu
サッカー	sakkā
サッカリン	sakkarin
サッカロース	sakkarōsu
サックス	sakkusu
ザッハトルテ	zahhatorute
サッフィズム	saffizumu
サツキ	satsuki
サテライト	sateraito
サディスティック	sadisutikku
サトウキビ	satōkibi
ザトウクジラ	zatōkujira
ザトウムシ	zatōmushi
サトシ	satoshi
サナダムシ	sanadamushi
サナトリウム	sanatoriumu
サヌア	sanua
サハラ	sahara
サハリン	saharin
サバ	saba
サバゲー	sabagē
サバヒー	sabahī
サバンナ	sabanna
サビ	sabi
サファイヤ	safaiya
サファリ	safari
サフィズム	safizumu
サブ	sabu
サブカル	sabukaru
サブカルチャー	sabukaruchā
サブマリン	sabumarin
サプリ	sapuri
サプリメント	sapurimento
サボタージ	sabotāji
サボタージュ	sabotāju
サボテン	saboten
ザボン	zabon
サポーター	sapōtā
サポート	sapōto
サマー	samā
サマーラ	samāra
サマエル	samaeru
サミット	samitto
サムゲタン	samugetan
サムネール	samunēru
サメ	same
サモサ	samosa
サモワール	samowāru
ザラ	zara
サライェヴォ	sarayevo
サラエボ	saraebo
サラエヴォ	saraevo
サラジュ	saraju
サラソウジュ	sarasōju
サラノキ	saranoki
サラバ	saraba
サラファン	sarafan
サラブレッド	sarabureddo
サラリー	sararī
サラリーマン	sararīman
サリー	sarī
サリン	sarin
サル	saru
サルーキ	sarūki
サルクイワシ	sarukuiwashi
サルスベリ	sarusuberi
サロン	saron
ザワークラウト	zawākurauto
サワークリーム	sawākurīmu
ザワザワ	zawazawa
サンキュー	sankyū
サンクス	sankusu
サングリア	sanguria
サンゴ	sango
サンサルバドル	sansarubadoru
サンザシ	sanzashi
サンショウウオ	sanshōuo
サンスクリット	sansukuritto
サンダル	sandaru
サンダー	sandā
サンチアゴ	sanchiago
サンチーム	sanchīmu
サンチャゴ	sanchago
サントメプリンシペ	santomepurinshipe
サントラ	santora
サンドウィッチ	sandowitchi
サンドペーパー	sandopēpā
サンドレス	sandoresu
サンバ	sanba
サンパン	sanpan
ザンビア	zanbia
サンプル	sanpuru
サンボ	sanbo
サンボードロモ	sanbōdoromo
サンマ	sanma
サンラータン	sanrātan
サンルーフ	sanrūfu
ジアゼパム	jiazepamu
シアター	shiatā
シアン	shian
シー	shī
ジー	jī
シーエム	shīemu
シークヮーサー	shīkwāsā
シーサー	shīsā
シーザー	shīzā
シーシュポス	shīshuposu
シーズン	shīzun
シーズー	shīzū
シーソー	shīsō
シータ	shīta
シイタケ	shītake
シーツ	shītsu
シート	shīto
シード	shīdo
シーバス	shībasu
ジーパン	jīpan
シーフード	shīfūdo
ジープ	jīpu
シーベルト	shīberuto
シーボーギウム	shībōgiumu
ジーメンス	jīmensu
シーラカンス	shīrakansu
シーランド	shīrando
シール	shīru
シールブック	shīrubukku
シーン	shīn
ジーンズ	jīnzu
シウマイ	shiumai
シェア	shea
シェアウエア	sheauea
ジェイ	jei
ジェイケイ	jeikei
ジェイケー	jeikē
ジェイド	jeido
ジェー	jē
ジェーケー	jēkē
シェーバー	shēbā
ジェームス	jēmusu
ジェームズ	jēmuzu
ジェシカ	jeshika
ジェスチャー	jesuchā
ジェット	jetto
ジェットコースター	jettokōsutā
ジェネティック	jenetikku
ジェノヴァ	jenova
シェフ	shefu
ジェフ	jefu
ジェファーソン	jefāson
ジェファーソンタウン	jefāsontaun
シェフィールド	shefīrudo
ジェラート	jerāto
ジェリー	jerī
シェル	sheru
ジェル	jeru
シェルター	sherutā
ジェンダー	jendā
ジェンダーフリー	jendāfurī
シエシエ	shieshie
ジエンド	jiendo
シオン	shion
シカ	shika
シカイノシシ	shikainoshishi
シキミ	shikimi
シシ	shishi
シシュフォス	shishufosu
シシュポス	shishuposu
シシリー	shishirī
シジフォス	shijifosu
シスオペ	shisuope
シスター	shisutā
システイン	shisutein
システム	shisutemu
システムキッチン	shisutemukitchin
ジストロフィー	jisutorofī
ジスプロシウム	jisupuroshiumu
シタール	shitāru
シチメンチョウ	shichimenchō
シチュー	shichū
シチュエーション	shichuēshon
シック	shikku
シックスナイン	shikkusunain
ジッグラト	jiggurato
シッダールタ	shiddāruta
シット	shitto
ジッパー	jippā
ジップファスナー	jippufasunā
シティ	shiti
シティー	shitī
シティポップ	shitipoppu
シトシン	shitoshin
シドニー	shidonī
シナ	shina
シナジー	shinajī
シナモン	shinamon
シナリオ	shinario
シニア	shinia
シニヨン	shiniyon
シネマ	shinema
ジハード	jihādo
シバ	shiba
ジパング	jipangu
ジビエ	jibie
シフォン	shifon
シフト	shifuto
ジブチ	jibuchi
ジブラルタル	jiburarutaru
シベリア	shiberia
シボレー	shiborē
シマアジ	shimaaji
シマウマ	shimauma
シマヘビ	shimahebi
シミ	shimi
シミーズ	shimīzu
シミター	shimitā
シミュレーション	shimyurēshon
ジム	jimu
ジムナジウム	jimunajiumu
シャー	shā
ジャージー	jājī
シャーデンフロイデ	shādenfuroide
ジャーナリスト	jānarisuto
ジャーナル	jānaru
シャープ	shāpu
シャープナー	shāpunā
シャーベット	shābetto
シャーペン	shāpen
ジャーマニー	jāmanī
シャーロッツビル	shārottsubiru
シャーロッツヴィル	shārottsuviru
シャーロット	shārotto
ジャイアント	jaianto
ジャイロスコープ	jairosukōpu
ジャカルタ	jakaruta
ジャガイモ	jagaimo
ジャガー	jagā
ジャクソン	jakuson
ジャグリング	jaguringu
シャケ	shake
ジャケット	jaketto
シャゲダン	shagedan
ジャコウネコ	jakōneko
シャシリク	shashiriku
ジャスミン	jasumin
ジャズ	jazu
シャチ	shachi
ジャッカル	jakkaru
ジャッキ	jakki
ジャック	jakku
ジャックソン	jakkuson
ジャックポット	jakkupotto
シャッター	shattā
シャットダウン	shattodaun
シャッフル	shaffuru
ジャップ	jappu
シャトル	shatoru
シャドー	shadō
シャドーボクシング	shadōbokushingu
ジャバスクリプト	jabasukuriputo
ジャバルプル	jabarupuru
ジャパニーズ	japanīzu
ジャパン	japan
シャフト	shafuto
シャブ	shabu
ジャボ	jabo
ジャマイカ	jamaika
ジャム	jamu
シャラ	shara
シャラソウジュ	sharasōju
シャラノキ	sharanoki
シャルトリュー	sharutoryū
シャルムーズ	sharumūzu
シャルル	sharuru
シャレ	share
ジャワ	jawa
シャワー	shawā
ジャン	jan
ジャングル	janguru
シャンチー	shanchī
シャンハイ	shanhai
ジャンパー	janpā
ジャンプ	janpu
シャンプー	shanpū
ジャンル	janru
ジュークボックス	jūkubokkusu
シュークリーム	shūkurīmu
シューゲイザー	shūgeizā
ジュージュー	jūjū
ジュース	jūsu
シューズ	shūzu
シュート	shūto
ジュウニヒトエ	jūni-hitoe
シュウマイ	shūmai
シューマイ	shūmai
シュール	shūru
ジュール	jūru
シュールレアリスム	shūrurearisumu
ジュゴン	jugon
シュタゲ	shutage
ジュニア	junia
ジュネーブ	junēbu
ジュネーヴ	junēvu
ジュノー	junō
ジュバ	juba
シュバシコウ	shubashikō
シュパイアー	shupaiā
ジュピター	jupitā
シュミーズ	shumīzu
シュメール	shumēru
シュラーフ	shurāfu
シュラーフザック	shurāfuzakku
シュラスコ	shurasuko
シュラフ	shurafu
ジョイスティック	joisutikku
ショウガ	shōga
ショウロンポウ	shōronpō
ショー	shō
ジョー	jō
ショーウィンドウ	shōwindō
ジョーカー	jōkā
ジョーク	jōku
ショーケース	shōkēsu
ジョージ	jōji
ジョージア	jōjia
ジョーゼット	jōzetto
ショーツ	shōtsu
ショート	shōto
ショートカット	shōtokatto
ショートカットキー	shōtokattokī
ショートストップ	shōtosutoppu
ショービニズム	shōbinizumu
ショール	shōru
ショールーム	shōrūmu
ジョーンズ	jōnzu
ジョギング	jogingu
ショコラ	shokora
ジョセフ	josefu
ショタ	shota
ショタコン	shotakon
ジョッキ	jokki
ジョッキー	jokkī
ショック	shokku
ショックアブソーバー	shokkuabusōbā
ジョックストラップ	jokkusutorappu
ショット	shotto
ショッピング	shoppingu
ショップ	shoppu
ショパン	shopan
ジョブス	jobusu
ジョブズ	jobuzu
ショベル	shoberu
ジョロウグモ	jorōgumo
ジョン	jon
ジョンソン	jonson
シラキュース	shirakyūsu
シラサギ	shirasagi
シラバス	shirabasu
シラフ	shirafu
ジラフ	jirafu
シラミ	shirami
シリア	shiria
シリアル	shiriaru
シリーズ	shirīzu
シリウス	shiriusu
シリコーン	shirikōn
シリコン	shirikon
ジリジリ	jirijiri
シリング	shiringu
シリンダー	shirindā
ジルコニウム	jirukoniumu
ジルバ	jiruba
シルバー	shirubā
ジレー	jirē
ジレンマ	jirenma
ジロ	jiro
シロアリ	shiroari
シロイルカ	shiroiruka
シロウリ	shirouri
シロクマ	shirokuma
シロハラ	shirohara
ジン	jin
シンガポール	shingapōru
シンガー	shingā
シンガーソングライター	shingāsonguraitā
ジンギスカン	jingisukan
シンクタンク	shinkutanku
シングル	shinguru
ジングル	jinguru
シングルス	shingurusu
ジンゴイズム	jingoizumu
ジンジャーブレッド	jinjābureddo
シンセポップ	shinsepoppu
シンデレラ	shinderera
シンドローム	shindorōmu
シンノリン	shinnorin
ジンバブエ	jinbabue
シンビオジェネシス	shinbiojeneshisu
シンフォニー	shinfonī
シンフォニエッタ	shinfonietta
シンプル	shinpuru
シンボル	shinboru
シンポジウム	shinpojiumu
ズ	-zu
ズアオアトリ	zuaoatori
ズィ	zi
スィー	sī
ズィー	zī
スイーツ	suītsu
スイートコーン	suītokōn
スイートピー	suītopī
スイカ	suika
スイギュウ	suigyū
スイセン	suisen
スイッチ	suitchi
スイミング	suimingu
スイング	suingu
スイングドア	suingudoa
スウェーデン	suwēden
スウェットシャツ	suwettoshatsu
スウェットスーツ	suwettosūtsu
スウォンジ	suwonji
スーク	sūku
スーザフォン	sūzafon
スーダン	sūdan
スーツ	sūtsu
スーツケース	sūtsukēsu
スート	sūto
スーパー	sūpā-
スーパーインポーズ	sūpāinpōzu
スーパーコンピューター	sūpākonpyūtā
スーパースター	sūpāsutā
スーパーヒーロー	sūpāhīrō
スーパーボール	sūpābōru
スーパーマーケット	sūpāmāketto
スーパーマン	sūpāman
スーパーモタード	sūpāmotādo
スーパーモデル	sūpāmoderu
スーフィズム	sūfizumu
スープ	sūpu
スープレックス	sūpurekkusu
スーラ	sūra
スエード	suēdo
スエット	suetto
スカ	suka
スカート	sukāto
スカーフ	sukāfu
スカイプ	sukaipu
スカイライン	sukairain
スカウトレポート	sukautorepōto
スカッシュ	sukasshu
スカトロ	sukatoro
スカラー	sukarā
スカラブ	sukarabu
スカンジウム	sukanjiumu
スキー	sukī
スキーイング	sukīingu
スキーム	sukīmu
スキーヤー	sukīyā
スキッドマーク	sukiddomāku
スキャナ	sukyana
スキャナー	sukyanā
スキャンティー	sukyantī
スキル	sukiru
スキンシップ	sukinshippu
スキンヘッド	sukinheddo
ズク	zuku
スクウェア	sukuwea
スクーター	sukūtā
スクープ	sukūpu
スクール	sukūru
スクショ	sukusho
スクラップブック	sukurappubukku
スクラム	sukuramu
スクリーン	sukurīn
スクリーンショット	sukurīnshotto
スクリーンテスト	sukurīntesuto
スクリュードライバー	sukuryūdoraibā
スクロース	sukurōsu
スクロール	sukurōru
スクロールバー	sukurōrubā
ズグロハゲコウ	zugurohagekō
ズグロミゾゴイ	zuguromizogoi
スケート	sukēto
スケートボード	sukētobōdo
スケール	sukēru
スケジュール	sukejūru
スケソウダラ	sukesōdara
スケッチブック	suketchibukku
スケトウダラ	suketōdara
スケルタル	sukerutaru
スケルトン	sukeruton
スコア	sukoa
スコアボード	sukoabōdo
スコート	sukōto
スコール	sukōru
スコット	sukotto
スサノオ	susanoo
スズ	suzu
スズキ	suzuki
スズムシ	suzumushi
スズメ	suzume
スズメバチ	suzumebachi
スター	sutā
スターダスト	sutādasuto
スタート	sutāto
スタートボタン	sutātobotan
スタートレック	sutātorekku
スターバックス	sutābakkusu
スターリン	sutārin
スタイリッシュ	sutairisshu
スタイルシート	sutairushīto
スタジアム	sutajiamu
ズタズタ	zutazuta
スタッカート	sutakkāto
スタッフ	sutaffu
スタティック	sutatikku
スタディー	sutadī
スタバ	sutaba
スタンダード	sutandādo
スタンディングオベーション	sutandinguobēshon
スタンド	sutando
スタンバイ	sutanbai
スタンレーカップ	sutanrēkappu
スチーブン	suchībun
スチール	suchīru
スチュワーデス	suchuwādesu
スチュワード	suchuwādo
ズッキーニ	zukkīni
ズック	zukku
スッポン	suppon
スッポンモドキ	suppon-modoki
ステアリン	sutearin
スティーブ	sutību
スティーブン	sutībun
スティーヴ	sutīvu
スティーヴン	sutīvun
スティック	sutikku
ステーキ	sutēki
ステークス	sutēkusu
ステーション	sutēshon
ステージ	sutēji
ステータス	sutētasu
ステート	sutēto
ステープラ	sutēpura
ステープラー	sutēpurā
ステキ	suteki
ステッカー	sutekkā
ステッキ	sutekki
ステップ	suteppu
ステムグラファー	sutemugurafā
ステラジアン	suterajian
ステルス	suterusu
ステレオ	sutereo
ステロイド	suteroido
ステンレス	sutenresu
ステンレススチール	sutenresusuchīru
スト	suto
ストア	sutoa
ストゥーパ	sutūpa
ストーカー	sutōkā
ストーブ	sutōbu
ストーマ	sutōma
ストーリー	sutōrī
ストーン	sutōn
ストーンヘンジ	sutōnhenji
ストップ	sutoppu
ストップウォッチ	sutoppuwotchi
ストップウオッチ	sutoppuuotchi
ストライキ	sutoraiki
ストライク	sutoraiku
ストラップ	sutorappu
ストリーキング	sutorīkingu
ストリート	sutorīto
ストリキニーネ	sutorikinīne
ストリキニン	sutorikinin
ストリッパー	sutorippā
ストリング	sutoringu
ストリングス	sutoringusu
ストレージ	sutorēji
ストレート	sutorēto
ストレス	sutoresu
ストレッチ	sutoretchi
ストレッチャー	sutoretchā
ストレッチング	sutoretchingu
ストレンジクォーク	sutorenjikwōku
ストロー	sutorō
ストローク	sutorōku
ストロンチウム	sutoronchiumu
スナック	sunakku
スナネコ	sunaneko
スナネズミ	sunanezumi
スナノミ	sunanomi
スニーカー	sunīkā
スヌード	sunūdo
スノーグローブ	sunōgurōbu
スノープラウ	sunōpurau
スノーボード	sunōbōdo
スノーモービル	sunōmōbiru
スノッブ	sunobbu
スノボ	sunobo
スバ	suba
ズバズバ	zubazuba
スバル	subaru
スパイ	supai
スパイス	supaisu
スパイダー	supaidā
