アーバーダーン	ābādān
カンスト	kansuto
カンタン	kantan
カンタータ	kantāta
カンテラ	kantera
カントン	kanton
カントリー	kantorī
カヌー	kanū
カンウォンド	kanwondo
カンザス	kanzasu
カンゾウ	kanzō
カオス	kaosu
カーパーク	kāpāku
カーペット	kāpetto
カピバラ	kapibara
カピカピ	kapikapi
カピタン	kapitan
カッパ	kappa
カップ	kappu
カップケーキ	kappukēki
カップリング	kappuringu
カップル	kappuru
カプチーノ	kapuchīno
カプサイシン	kapusaishin
カプセル	kapuseru
カプセルホテル	kapuseruhoteru
カラー	karā
カラチ	karachi
カラーチ	karāchi
カラフ	karafu
カラフル	karafuru
カーライル	kārairu
カーラジオ	kārajio
カラカル	karakaru
カラカス	karakasu
カラクン	karakun
カラマズー	karamazū
カラメル	karameru
カラン	karan
カラオケ	karaoke
カラス	karasu
カラット	karatto
カレ	kare
カレー	karē
カレドニア	karedonia
カレイ	karei
カレッジ	karejji
カレンダー	karendā
カレーライス	karēraisu
カレシ	kareshi
カリ	kari
カーリー	kārī
カリブー	karibū
カリフォルニア	kariforunia
カリフラワー	karifurawā
カリグラ	karigura
カリグラフィー	karigurafī
カーリーヘア	kārīhea
カリホルニウム	karihoruniumu
カリホルニヤ	karihoruniya
カリカチュア	karikachua
カリカット	karikatto
カリキュラム	karikyuramu
カーリナ	kārina
カーリング	kāringu
カリーニングラード	karīningurādo
カリオペ	kariope
カリオペー	kariopē
カリスマ	karisuma
カリウム	kariumu
カロチン	karochin
カロライナ	karoraina
カロリー	karorī
カロリーナ	karorīna
カロテン	karoten
カロテノイド	karotenoido
カッリオペー	karriopē
カール	kāru
カルバゾール	karubazōru
カルビ	karubi
カルビルアミン	karubiruamin
カルボキシル	karubokishiru
カルボナーラ	karubonāra
カルボニル	karuboniru
カルボリン	karuborin
カルチャー	karuchā
カルデラ	karudera
カルーガ	karūga
カルグーリー	karugūrī
カルカッタ	karukatta
カルマ	karuma
カルパス	karupasu
カルロス	karurosu
カルシウム	karushiumu
カールスクルーナ	kārusukurūna
カールスタード	kārusutādo
カルタ	karuta
カルテ	karute
カルテル	karuteru
カルト	karuto
カルトゥーシュ	karutūshu
カササギ	kasasagi
カセット	kasetto
カシミア	kashimia
カシミール	kashimīru
カシミヤ	kashimiya
カシワ	kashiwa
カシュー	kashū
カシュミール	kashumīru
カシューナッツ	kashūnattsu
カソード	kasōdo
カーソン	kāson
カソリック	kasorikku
カーソル	kāsoru
カス	kasu
カスバ	kasuba
カスミソウ	kasumisō
カスタード	kasutādo
カスタム	kasutamu
カスタネット	kasutanetto
カスティーリャ	kasutīrya
カストラート	kasutorāto
カタクチイワシ	katakuchiiwashi
カタマラン	katamaran
カタパルト	kataparuto
カタログ	katarogu
カタル	kataru
カタール	katāru
カタルーニャ	katarūnya
カタルシス	katarushisu
カタストロフィ	katasutorofi
カタツムリ	katatsumuri
カテゴリー	kategorī
カーテン	kāten
カテーテル	katēteru
カート	kāto
カトマンズ	katomanzu
カトリック	katorikku
カトリシズム	katorishizumu
カツ	katsu
カツオ	katsuo
カツラ	katsura
カツレツ	katsuretsu
カッティング	kattingu
カット	katto
カウボーイ	kaubōi
カウチ	kauchi
カウンタ	kaunta
カウンター	kauntā
カウンターテナー	kauntātenā
カウントダウン	kauntodaun
カウロン	kauron
カヴァ	kava
カヴァラ	kavara
カワイルカ	kawairuka
カワリアリモズ	kawariarimozu
カワセミ	kawasemi
カワウソ	kawauso
カワユス	kawayusu
カヤ	kaya
カヤック	kayakku
カザフスタン	kazafusutan
カザグルマ	kazaguruma
カゼ	kaze
カズー	kazū
ケー	kē
ケアン	kean
ケアンズ	keanzu
ケベック	kebekku
ケーブル	kēburu
ケーブルカー	kēburukā
ケチャップ	kechappu
ケチ	kechi
ケフェウス	kefeusu
ケフィア	kefia
ケガ	kega
ケイ	kei
ケインズ	keinzu
ケイタイ	keitai
ケイト	keito
ケージ	kēji
ケージービー	kējībī
ケーキ	kēki
ケミ	kemi
ケモナー	kemonā
ケモノ	kemono
ケン	ken
ケンブリッジ	kenburijji
ケネディ	kenedi
ケニア	kenia
ケンカ	kenka
ケンケン	kenken
ケンタッキー	kentakkī
ケンタウロス	kentaurosu
ケンタウルス	kentaurusu
ケーペウス	kēpeusu
ケープ	kēpu
ケープタウン	kēputaun
ケラ	kera
ケラバ	keraba
ケラツツキ	keratsutsuki
ケレス	keresu
ケレース	kerēsu
ケリ	keri
ケロ	kero
ケロイド	keroido
ケロケロ	kerokero
ケロシン	keroshin
ケール	kēru
ケルベロス	keruberosu
ケルベルス	keruberusu
ケルビン	kerubin
ケルン	kerun
ケルヴィン	keruvin
ケース	kēsu
ケースバイケース	kēsubaikēsu
ケーススタディー	kēsusutadī
ケータイ	kētai
ケトン	keton
ケツ	ketsu
ケツバット	ketsubatto
ケッテイ	kettei
ケヤキ	keyaki
キー	kī
キビバイト	kibibaito
キビビット	kibibitto
キービジュ	kībiju
キビナゴ	kibinago
キーボード	kībōdo
キボンヌ	kibonnu
キブツ	kibutsu
キチガイ	kichigai
キエフ	kiefu
キーフレーム	kīfurēmu
キガリ	kigari
キーホルダー	kī-horudā
キジ	kiji
キーキー	kīkī
キック	kikku
キックボール	kikkubōru
キックオフ	kikkuofu
キク	kiku
キマイラ	kimaira
キーマン	kīman
キメラ	kimera
キミ	kimi
キモカワイイ	kimokawaī
キモオタ	kimoota
キモス	kimosu
キム	kimu
キムチ	kimuchi
キムリック	kimurikku
キナゾリン	kinazorin
キネマ	kinema
キング	kingu
キングスタウン	kingusutaun
キングストン	kingusuton
キンギョ	kingyo
キンカチョウ	kinkachō
キンカジュー	kinkajū
キンカン	kinkan
キンキ	kinki
キーンコーンカーンコーン	kīnkōnkānkōn
キンメダイ	kinmedai
キンモクセイ	kinmokusei
キノキサリン	kinokisarin
キノコ	kinoko
キノン	kinon
キノリン	kinorin
キンパツ	kinpatsu
キンポウゲ	kinpōge
キンセアニェーラ	kinseanyēra
キンシャサ	kinshasa
キンタマ	kintama
キヌア	kinua
キオスク	kiosuku
キーパー	kīpā
キッパ	kippa
キッパー	kippā
キプロス	kipurosu
キラキラ	kirakira
キレイ	kirei
キリバス	kiribasu
キリギリス	kirigirisu
キリン	kirin
キリル	kiriru
キリシタン	kirishitan
キリスト	kirisuto
キロバイト	kirobaito
キログラム	kiroguramu
キロメートル	kiromētoru
キロワット	kirowatto
キルギス	kirugisu
キルギスタン	kirugisutan
キルト	kiruto
キサンチン	kisanchin
キサンテン	kisanten
キセノン	kisenon
キセル	kiseru
キシナウ	kishinau
キシリトール	kishiritōru
キッス	kissu
キス	kisu
キースホンド	kīsuhondo
キタ	kita
キタキツネ	kitakitsune
キタリス	kitarisu
キタテハ	kitateha
キッチン	kitchin
キッチンカー	kitchinkā
キト	kito
キトンボ	kitonbo
キトサン	kitosan
キツネ	kitsune
キツネザル	kitsunezaru
キツツキ	kitsutsuki
キウイ	kiui
キーワード	kīwādo
キウィ	kiwi
キーウィ	kīwi
キーウィー	kīwī
キズ	kizu
キヅタ	kizuta
キッズ	kizzu
コ	ko
コア	koa
コアラ	koara
コバルト	kobaruto
コブラ	kobura
コブウシ	kobuushi
コチ	kochi
コーチ	kōchi
コチコチ	kochikochi
コーデ	kōde
コディアック	kodiakku
コーディネーター	kōdinētā
コーディネート	kōdinēto
コード	kōdo
コーデュロイ	kōdyuroi
コエンザイム	koenzaimu
コガモ	kogamo
コガネムシ	koganemushi
コギャル	kogyaru
コーヒー	kōhī
コーヒーメーカー	kōhīmēkā
コーヒーポット	kōhīpotto
コイン	koin
コインパーキング	koinpākingu
コインランドリー	koinrandorī
コイントス	kointosu
コイオス	koiosu
コイル	koiru
コウジカビ	kōjikabi
コカイン	kokain
コカコーラ	kokakōra
コウカンチョウ	kōkanchō
コーカサス	kōkasasu
コーカソイド	kōkasoido
コカトリス	kokatorisu
コケコッコー	kokekokkō
コッコラ	kokkora
コック	kokku
ココア	kokoa
ココアバター	kokoabatā
ココナッツ	kokonattsu
ココロ	kokoro
ココヤシ	kokoyashi
コーク	kōku
コクチョウ	kokuchō
コクレン	kokuren
コークス	kōkusu
コークスクリュー	kōkusukuryū
コクタン	kokutan
コマ	koma
コマドリ	komadori
コマイ	komai
コマンド	komando
コマーシャル	komāsharu
コマーシャルメッセージ	komāsharumessēji
コマツグミ	komatsugumi
コマツナ	komatsuna
コメ	kome
コメディ	komedi
コメディー	komedī
コメディアン	komedian
コメディクラブ	komedikurabu
コメント	komento
コミ	komi
コミカライズ	komikaraizu
コミック	komikku
コミックス	komikkusu
コミンテルン	kominterun
コミッショナー	komisshonā
コミット	komitto
コモド	komodo
コウモリ	kōmori
コウモリガ	kōmoriga
コモロ	komoro
コモティニ	komotini
コム	komu
コムギ	komugi
コムーネ	komūne
コムソモリスク・ナ・アムーレ	komusomorisuku-na-amūre
コミューン	komyūn
コミュニケ	komyunike
コミュニケーション	komyunikēshon
コミュニティ	komyuniti
コミュニティー	komyunitī
コン	kon
コーン	kōn
コーナー	kōnā
コウナゴ	kōnago
コナクリ	konakuri
コンバーチブル	konbāchiburu
コンバイン	konbain
コンベックス	konbekkusu
コンビ	konbi
コーンビーフ	kōnbīfu
コンビナート	konbināto
コンビネーション	konbinēshon
コンビニ	konbini
コンボ	konbo
コンボボックス	konbobokkusu
コンデンサ	kondensa
コンデンサー	kondensā
コンドーム	kondōmu
コンドロイチン	kondoroichin
コンドル	kondoru
コネ	kone
コネチカット	konechikatto
コネリー	konerī
コネティカット	konetikatto
コンゴ	kongo
コンゴ・ブラザヴィル	kongo-burazaviru
コンゴ・キンシャサ	kongo-kinshasa
コングラ	kongura
コンコード	konkōdo
コンコン	konkon
コンクリート	konkurīto
コンクール	konkūru
コンマ	konma
コノハナノサクヤヒメ	konohananosakuyahime
コノハズク	konohazuku
コノシロ	konoshiro
コウノトリ	kōnotori
コノザマ	konozama
コンパ	konpa
コンパイラ	konpaira
コンパクト	konpakuto
コンパニオン	konpanion
コンパス	konpasu
コンパートメント	konpātomento
コンポーネント	konpōnento
コンプライアンス	konpuraiansu
コンプレックス	konpurekkusu
コンピュニケーション	konpyunikēshon
コンピュータ	konpyūta
コンピューター	konpyūtā
コンピュータリゼーション	konpyūtarizēshon
コンピューティング	konpyūtingu
コンリー	konrī
コンロ	konro
コンサート	konsāto
コンセンサス	konsensasu
コンセント	konsento
コンセプト	konseputo
コンシェルジュ	konsheruju
コンシエルジュ	konshieruju
コンシュマー	konshumā
コンシューマー	konshūmā
コンスタンチノープル	konsutanchinōpuru
コンスタンティノープル	konsutantinōpuru
コンストラクタ	konsutorakuta
コンタクト	kontakuto
コンタクトレンズ	kontakutorenzu
コンテ	konte
コンテキスト	kontekisuto
コンテクスト	kontekusuto
コンテナ	kontena
コンテンツ	kontentsu
コンテスト	kontesuto
コンティニュー	kontinyū
コンティニュイティ	kontinyuiti
コント	konto
コントラバス	kontorabasu
コントラルト	kontoraruto
コントラスト	kontorasuto
コントロール	kontorōru
コンツェルン	kontserun
コーンウォール	kōnwōru
コニャック	konyakku
コペンハーゲン	kopenhāgen
コペルニシウム	koperunishiumu
コピー	kopī
コピペ	kopipe
コピーライター	kopīraitā
コーポ	kōpo
コップ	koppu
コプチシン	kopuchishin
コプラ	kopura
コピュラ	kopyura
コラ	kora
コーラ	kōra
コラボ	korabo
コラボレーション	koraborēshon
コライダー	koraidā
コラージュ	korāju
コラム	koramu
コラーン	korān
コーラン	kōran
コランダー	korandā
コーラングレ	kōrangure
コーラス	kōrasu
コラット	koratto
コーレーグス	kōrēgusu
コレクション	korekushon
コレラ	korera
コレータ	korēta
コリー	korī
コリア	koria
コリアンダー	koriandā
コーリコード	kōrikōdo
コリン	korin
コリント	korinto
コリントス	korintosu
コオロギ	kōrogi
コロッケ	korokke
コロムビア	koromubia
コロン	koron
コロナ	korona
コロンバス	koronbasu
コロンビア	koronbia
コロンボ	koronbo
コロネード	koronēdo
コロニー	koronī
コローニェ	korōnye
コローニュ	korōnyu
コロラド	kororado
コロセウム	koroseumu
コロッセオ	korosseo
コロッセウム	korosseumu
コール	kōru
コルチコステロン	koruchikosuteron
コルヒチン	koruhichin
コルホーズ	koruhōzu
コルカタ	korukata
コルク	koruku
コルクスクリュー	korukusukuryū
コルナ	koruna
コルサージュ	korusāju
コールセンター	kōrusentā
コルセット	korusetto
コールスロー	kōrusurō
コサイン	kosain
コサージュ	kosāju
コセカント	kosekanto
コショウ	koshō
コソアド	kosoado
コソボ	kosobo
コソヴォ	kosovo
コス	kosu
コース	kōsu
コスチューム	kosuchūmu
コスメ	kosume
コスメチック	kosumechikku
コスモス	kosumosu
コスパ	kosupa
コスプレ	kosupure
コスプレイヤー	kosupureiyā
コースター	kōsutā
コスタリカ	kosutarika
コスト	kosuto
コタンジェント	kotanjento
コタツ	kotatsu
コテハン	kotehan
コト	koto
コート	kōto
コートドレス	kōtodoresu
コトドリ	kotodori
コトカ	kotoka
コトヌー	kotonū
コツ	kotsu
コットン	kotton
コヨーテ	koyōte
コゼー	kozē
クアッガ	kuagga
クアッハ	kuahha
クチャラー	kucharā
クチクラ	kuchikura
クチナシ	kuchinashi
クチュリエ	kuchurie
クエーカー	kuēkā
クエリ	kueri
クエーサー	kuēsā
クエスト	kuesuto
クーゲル	kūgeru
クイーン	kuīn
クイナ	kuina
クイーンズ	kuīnzu
クイーンズランド	kuīnzurando
クイズ	kuizu
クジャク	kujaku
クジラ	kujira
クッキー	kukkī
クコ	kuko
クマ	kuma
クマジャコウネコ	kumajakōneko
クマネズミ	kumanezumi
クマタカ	kumataka
クモ	kumo
クニッシュ	kunisshu
クンカクンカ	kunkakunka
クーニャン	kūnyan
クオーク	kuōku
クオピオ	kuopio
クオリティ	kuoriti
クオーター	kuōtā
クオーターバック	kuōtābakku
クオータリー	kuōtarī
クピド	kupido
クピードー	kupīdō
クーポン	kūpon
クーラー	kūrā
クラブ	kurabu
クラゲ	kurage
クライアント	kuraianto
クラッカー	kurakkā
クラッキング	kurakkingu
クラーク	kurāku
クラクション	kurakushon
クラミジア	kuramijia
クランベリー	kuranberī
クランク	kuranku
クラリネット	kurarinetto
クラシック	kurashikku
クラッシュ	kurasshu
クラス	kurasu
クラスメート	kurasumēto
クラスノヤルスク	kurasunoyarusuku
クラスター	kurasutā
クラッチ	kuratchi
クラウド	kuraudo
クラウン	kuraun
クレイモア	kureimoa
クレイオ	kureio
クレイオー	kureiō
クレイオス	kureiosu
クレジット	kurejitto
クレカ	kureka
クレーマー	kurēmā
クレーム	kurēmu
クレーン	kurēn
クレンジング	kurenjingu
クレオパトラ	kureopatora
クレオール	kureōru
クレパス	kurepasu
クレープ	kurēpu
クレッシェンド	kuresshendo
クレヨン	kureyon
クリ	kuri
クーリー	kūrī
クリア	kuria
クリーブランド	kurīburando
クリーチャー	kurīchā
クリエイティブ	kurieitibu
クリケット	kuriketto
クリミア	kurimia
クリーム	kurīmu
クリムゾン	kurimuzon
クリーン	kurīn
クーリングオフ	kūringuofu
クリニック	kurinikku
クリーニング	kurīningu
クリノリン	kurinorin
クリオ	kurio
クリオール	kuriōru
クリオーリョ	kuriōryo
クリップ	kurippu
クリップボード	kurippubōdo
クリプトン	kuriputon
クリス	kurisu
クリスチャン	kurisuchan
クリスマス	kurisumasu
クリスマスカード	kurisumasukādo
クリスタ	kurisuta
クリスタル	kurisutaru
クリスティアン	kurisutian
クリスティーナ	kurisutīna
クリストフォロス	kurisutoforosu
クリトリス	kuritorisu
クロアチア	kuroachia
クローバー	kurōbā
クロガケジグモ	kurogakejigumo
クロガモ	kurogamo
クロケット	kuroketto
クロッケー	kurokkē
クロックラジオ	kurokkurajio
クローク	kurōku
クロークルーム	kurōkurūmu
クロマチン	kuromachin
クロマキー	kuromakī
クロモリ	kuromori
クロム	kuromu
クローン	kurōn
クーロン	kūron
クロナガアリ	kuronagaari
