а	a
следити	s l ěː d i t i
сламати	s l ǎː m a t i
сланост	s l ǎː n oː s t
слупати	s l ǔː p a t i
слутити	s l ǔː t i t i
слизати	s l ǐː z a t i
слагати	s l ǎː ɡ a t i
слагање	s l ǎː ɡ aː ɲ e
служити	s l ǔː ʒ i t i
смјеста	s m j ê s t a
смазати	s m â z a t i
смеђаст	s m ê d ʑ a s t
смештај	s m ê ʃ t aː j
смислен	s m î s l e n
смицати	s m î t s a t i
смирено	s m îː r e n o
смоквин	s m ô k ʋ i n
смрдети	s m ř d e t i
смрдити	s m ř d i t i
смрдљив	s m ř d ʎ i ʋ
смејати	s m ě j a t i
смијати	s m ǐ j a t i
смокинг	s m ǒ k i n ɡ
смоквик	s m ǒ k ʋ iː k
смарагд	s m ǎ r a ɡ d
смотати	s m ǒ t a t i
смочити	s m ǒ t ʃ i t i
сменити	s m ěː n i t i
смерати	s m ěː r a t i
смирити	s m ǐː r i t i
сметати	s m ěː t a t i
смагати	s m ǎː ɡ a t i
смањити	s m ǎː ɲ i t i
смешити	s m ěː ʃ i t i
снижење	s n i ʒ ěː ɲ e
снифати	s n î f a t i
снужден	s n û ʒ d e n
снебити	s n ě b i t i
сношљив	s n ǒ ʃ ʎ i ʋ
снимати	s n ǐː m a t i
снимити	s n ǐː m i t i
снизити	s n ǐː z i t i
снивати	s n ǐː ʋ a t i
снежити	s n ěː ʒ i t i
софизам	s o f ǐ z a m
спирала	s p i r ǎː l a
сплетка	s p l ê t k a
сплавар	s p l ǎ ʋ aː r
спреман	s p r ê m a n
спремно	s p r ê m n o
спретан	s p r ê t a n
спретно	s p r ê t n o
спадати	s p â d a t i
спазити	s p â z i t i
спевати	s p ê ʋ a t i
спонтан	s p ô n t aː n
спонзор	s p ô n z o r
спојити	s p ǒ j i t i
спутати	s p ǔ t a t i
спахија	s p ǎ x i j a
спаваћи	s p ǎ ʋ aː t ɕ iː
спрдати	s p řː d a t i
спајати	s p ǎː j a t i
спалити	s p ǎː l i t i
спирати	s p ǐː r a t i
спасити	s p ǎː s i t i
спавало	s p ǎː ʋ a l o
спавати	s p ǎː ʋ a t i
срамота	s r a m ǒ t a
средина	s r e d ǐ n a
сриједа	s r j ěː d a
срцолик	s r t s ǒ l i k
сребрен	s r ê b r e n
сретати	s r ê t a t i
срушити	s r û ʃ i t i
средити	s r ěː d i t i
срамити	s r ǎː m i t i
срдачан	s r̂ d aː t ʃ a n
срдачно	s r̂ d aː t ʃ n o
срдашце	s r̂ d aː ʃ t s e
српкиња	s r̂ p k i ɲ a
старина	s t a r ǐ n a
стеарин	s t e ǎ r iː n
стицати	s t i t s a t i
стотина	s t o t ǐ n a
странка	s t r â n k a
стрипер	s t r î p e r
стручан	s t r û t ʃ a n
стручно	s t r û t ʃ n o
стражар	s t r ǎ ʒ aː r
странац	s t r ǎː n a t s
стрепња	s t r ěː p ɲ a
стричев	s t r ǐː t ʃ e ʋ
страшан	s t r ǎː ʃ a n
страшно	s t r ǎː ʃ n o
стајати	s t â j a t i
старати	s t â r a t i
старети	s t â r e t i
старење	s t â r eː ɲ e
старити	s t â r i t i
старост	s t â r oː s t
ставити	s t â ʋ i t i
старчев	s t âː r t ʃ e ʋ
степски	s t ê p s k iː
стилски	s t î l s k iː
стизати	s t î z a t i
стотина	s t ô t i n a
столњак	s t ôː l ɲ aː k
студија	s t ûː d i j a
студент	s t ǔ d e n t
стидљив	s t ǐ d ʎ i ʋ
стајати	s t ǎ j a t i
стаклар	s t ǎ k l aː r
стаклен	s t ǎ k l e n
станица	s t ǎ n i t s a
стопало	s t ǒ p a l o
стопити	s t ǒ p i t i
стрпљив	s t ř p ʎ i ʋ
старчић	s t ǎ r t ʃ i t ɕ
статика	s t ǎ t i k a
стваран	s t ʋ âː r a n
стварно	s t ʋ âː r n o
стишати	s t ǐ ʃ a t i
стрвина	s t ř ʋ i n a
стидети	s t ǐː d e t i
столчић	s t ǒː l t ʃ i t ɕ
стапати	s t ǎː p a t i
ступати	s t ǔː p a t i
стрпети	s t řː p e t i
ступити	s t ǔː p i t i
суданац	s u d ǎː n a t s
суфизам	s u f ǐ z a m
суочити	s u ǒ t ʃ i t i
суштина	s u ʃ t ǐ n a
сувенир	s u ʋ ě n iː r
суверен	s u ʋ ě r eː n
схрвати	s x ř ʋ a t i
сабљаст	s â b ʎ a s t
сабљица	s â b ʎ i t͡s a
садржај	s â d r ʒ aː j
садржан	s â d r ʒ aː n
самотан	s â m o t a n
самотно	s â m o t n o
сатница	s â t n i t s a
сачмара	s â t ʃ m a r a
сањкати	s âː ɲ k a t i
сањкање	s âː ɲ k aː ɲ e
седиште	s ê d iː ʃ t e
седласт	s ê d l a s t
седница	s ê d n i t s a
семеник	s ê m e n iː k
сендвич	s ê n d ʋ i t͡ʃ
сенегал	s ê n e ɡ aː l
сенилан	s ê n iː l a n
сестрић	s ê s t r i t͡ɕ
северни	s ê ʋ eː r n iː
северно	s ê ʋ eː r n o
сидрити	s î d r iː t i
синоћњи	s î n o t ɕ ɲ iː
сириште	s î r iː ʃ t e
сиротка	s î r o t k a
сирочад	s î r o t ʃ aː d
сирутка	s î r u t k a
сисавац	s î s a ʋ a t s
сићушан	s î t ɕ uː ʃ a n
сицвана	s î t͡s ʋ a n a
сивкаст	s î ʋ k a s t
сигуран	s î ɡ uː r a n
сигурно	s î ɡ uː r n o
софтвер	s ô f t ʋ eː r
солидан	s ô l iː d a n
судбина	s û d b i n a
суморан	s û m oː r a n
суморно	s û m oː r n o
сурогат	s û r o ɡ aː t
сурутка	s û r u t k a
суткиња	s û t k i ɲ a
сузавац	s û z a ʋ a t s
суживот	s û ʒ i ʋ o t
сувишан	s û ʋ iː ʃ a n
сувишно	s û ʋ iː ʃ n o
сувозач	s û ʋ o z aː t ʃ
свануће	s ʋ a n ǔː t ɕ e
себичан	s ě b i t ʃ a n
себично	s ě b i t ʃ n o
суботњи	s ǔ b o t ɲ iː
сабрати	s ǎ b r a t i
садашњи	s ǎ d a ʃ ɲ iː
седефни	s ě d e f n iː
садилац	s ǎ d i l a t͡s
садитељ	s ǎ d i t e ʎ
седмица	s ě d m i t͡s a
судство	s ǔ d s t ʋ o
свежина	s ʋ e ʒ ǐ n a
сифилис	s ǐ f i l i s
сафирни	s ǎ f iː r n iː
свијест	s ʋ i j êː s t
сујетан	s ǔ j e t a n
сајмени	s ǎ j m e n iː
свјесно	s ʋ j ê s n o
свјетло	s ʋ j ê t l o
свјећар	s ʋ j ě t ɕ aː r
свијећа	s ʋ j ěː t ɕ a
сакрити	s ǎ k r i t i
саксија	s ǎ k s i j a
силазак	s ǐ l a z a k
салатни	s ǎ l aː t n iː
селидба	s ě l i d b a
салитра	s ǎ l i t r a
селвија	s ě l ʋ i j a
суматра	s ǔ m a t r a
самачки	s ǎ m a t͡ʃ k i
самачки	s ǎ m a t͡ʃ k iː
суманут	s ǔ m aː n uː t
семенка	s ě m eː n k a
самлети	s ǎ m l e t i
симптом	s ǐ m p t oː m
самљети	s ǎ m ʎ e t i
сенатор	s ě n aː t o r
сунчати	s ǔ n t ʃ a t i
својина	s ʋ o j ǐ n a
сапрати	s ǎ p r a t i
српство	s ř p s t ʋ o
сарајка	s ǎ r aː j k a
сардела	s ǎ r d e l a
сврачји	s ʋ r â t ʃ j iː
сурвати	s ǔ r ʋ a t i
свршени	s ʋ r̂ː ʃ e n iː
сасјећи	s ǎ s j e t͡ɕ i
састати	s ǎ s t a t i
сустати	s ǔ s t a t i
сустићи	s ǔ s t i t ɕ i
сестрин	s ě s t r iː n
ситнити	s ǐ t n i t i
саугати	s ǎ u ɡ a t i
сахнути	s ǎ x n u t i
сахрана	s ǎ x r a n a
сузбити	s ǔ z b i t i
сазнати	s ǎ z n a t i
сазрети	s ǎ z r e t i
сазвати	s ǎ z ʋ a t i
свађати	s ʋ â d ʑ a t i
свакако	s ʋ â k aː k o
свакоји	s ʋ â k o j iː
свачији	s ʋ â t ʃ i j iː
свагдје	s ʋ â ɡ d j e
свекрва	s ʋ ê k r ʋ a
свестан	s ʋ ê s t a n
свидети	s ʋ î d e t i
свиласт	s ʋ î l a s t
свитати	s ʋ î t a t i
свитање	s ʋ î t aː ɲ e
сводник	s ʋ ô d n iː k
свукуда	s ʋ û k u d a
свугдје	s ʋ û ɡ d j e
сељанин	s ě ʎ a n i n
сељанка	s ě ʎ aː n k a
сељачки	s ě ʎ aː t ʃ k i
сељачки	s ě ʎ aː t ʃ k iː
сврбети	s ʋ ř b e t i
сљедећи	s ʎ ě d eː t ɕ iː
сводити	s ʋ ǒ d i t i
свадљив	s ʋ ǎ d ʎ i ʋ
сводљив	s ʋ ǒ d ʎ i ʋ
суверен	s ǔ ʋ e r e n
сувисао	s ǔ ʋ i s a o
сувисло	s ǔ ʋ i s l o
севлија	s ě ʋ l i j a
сегмент	s ě ɡ m e n t
сигмунд	s ǐ ɡ m u n d
сагнути	s ǎ ɡ n u t i
сванути	s ʋ ǎ n u t i
свирала	s ʋ ǐ r a l a
свирепо	s ʋ ǐ r e p o
савршен	s ǎ ʋ rː ʃ e n
светина	s ʋ ě t i n a
светица	s ʋ ě t i t͡s a
светски	s ʋ ě t s k i
светски	s ʋ ě t s k iː
свечано	s ʋ ě t ʃ a n o
свећица	s ʋ ě t ɕ i t s a
сагњити	s ǎ ɡ ɲ i t i
свињски	s ʋ ǐ ɲ s k iː
сљубити	s ʎ ǔː b i t i
свиђати	s ʋ ǐː d ʑ a t i
свирати	s ʋ ǐː r a t i
сварити	s ʋ ǎː r i t i
светиња	s ʋ ěː t i ɲ a
свезати	s ʋ ěː z a t i
свршити	s ʋ řː ʃ i t i
сабирни	s ǎː b iː r n iː
саборни	s ǎː b o r n iː
садница	s ǎː d n i t͡s a
сркнути	s řː k n u t i
сумњати	s ǔː m ɲ a t i
сирница	s ǐː r n i t͡s a
суседни	s ǔː s e d n iː
сањалац	s ǎː ɲ a l a t s
савесно	s ǎː ʋ e s n o
савезни	s ǎː ʋ e z n iː
савјест	s ǎː ʋ j e s t
сегнути	s ěː ɡ n u t i
таблета	t a b l ě t a
такођер	t a k ǒː d ʑ e r
талибан	t a l ǐ b aː n
талијан	t a l ǐ j aː n
таласав	t a l ǎ s a ʋ
таштина	t a ʃ t ǐ n a
телешце	t e l ě ʃ t s e
теленце	t e l ěː n t s e
темељит	t e m ě ʎ i t
темељац	t e m ěː ʎ a t͡s
тенисач	t e n ǐ s aː t͡ʃ
тиранац	t i r ǎː n a t͡s
титоист	t i t ǒ i s t
тјерати	t j ê r a t i
тјешити	t j ê ʃ i t i
тијесно	t j êː s n o
тијесан	t j ěː s a n
тканина	t k ǎ n i n a
тонзура	t o n z ǔː r a
топлана	t o p l ǎ n a
топлина	t o p l ǐ n a
топлота	t o p l ǒ t a
топоним	t o p ǒ n iː m
торпедо	t o r p ěː d o
тортура	t o r t ǔː r a
тоскана	t o s k ǎ n a
товариш	t o ʋ âː r i ʃ
трахеја	t r a x ěː j a
трећина	t r e t ɕ ǐ n a
тријеба	t r i j ě b a
трицикл	t r i t͡s ǐ k l
триангл	t r i ǎː n ɡ l
трновит	t r n ǒ ʋ i t
тротоар	t r o t ǒ aː r
трпељив	t r p ě ʎ i ʋ
трпутац	t r p ǔː t a t͡s
трулина	t r u l ǐ n a
труизам	t r u ǐ z a m
трајати	t r â j a t i
трапаво	t r â p a ʋ o
тратити	t r â t i t i
трачати	t r â t ʃ a t i
траћити	t r â t͡ɕ i t i
траљаво	t r â ʎ a ʋ o
тракија	t r âː k i j a
травњак	t r âː ʋ ɲ aː k
требати	t r ê b a t i
тренути	t r ê n u t i
трептав	t r ê p t a ʋ
трептај	t r ê p t aː j
трезвен	t r ê z ʋ e n
тричаво	t r î t ʃ a ʋ o
тромост	t r ô m oː s t
трулити	t r û l i t i
трулост	t r û l oː s t
трунути	t r û n u t i
трабант	t r ǎ b a n t
трафика	t r ǎ f i k a
трајект	t r ǎ j e k t
тројица	t r ǒ j i t s a
трактат	t r ǎ k t aː t
тролист	t r ǒ l iː s t
тромеђа	t r ǒ m e d ʑ a
транзит	t r ǎ n z iː t
триптих	t r ǐ p t i x
третман	t r ě t m aː n
трачара	t r ǎ t͡ʃ a r a
трагати	t r ǎ ɡ a t i
тровати	t r ǒ ʋ a t i
тражило	t r ǎ ʒ i l o
трошити	t r ǒ ʃ i t i
троглав	t r ǒ ɡ l a ʋ
травнат	t r ǎ ʋ n a t
требити	t r ěː b i t i
трубити	t r ǔː b i t i
трудити	t r ǔː d i t i
тренинг	t r ěː n i n ɡ
тражити	t r ǎː ʒ i t i
трзнути	t r̂ z n u t i
тржишни	t r̂ ʒ iː ʃ n iː
тржиште	t r̂ ʒ iː ʃ t e
тргнути	t r̂ ɡ n u t i
целибат	t s e l ǐ b aː t
целофан	t s e l ǒ f aː n
целовит	t s e l ǒ ʋ i t
цензура	t s e n z ǔː r a
цепелин	t s e p ě l iː n
цењкати	t s e̞ ɲ k a t i
циклама	t s i k l ǎː m a
цинизам	t s i n ǐ z a m
цјелина	t s j e l ǐ n a
цијењен	t s j êː ɲ e n
црнокос	t s r n ǒ k o s
црнкаст	t s r̂ n k a s t
царевић	t s â r e ʋ i t ɕ
царевна	t s â r eː ʋ n a
цариник	t s â r i n iː k
царство	t s âː r s t ʋ o
цимнути	t s î m n u t i
циганка	t s î ɡ aː n k a
цвијеће	t s ʋ j êː t ɕ e
црковни	t s ř k oː ʋ n iː
циничан	t s ǐ n i t ʃ a n
цинички	t s ǐ n i t ʃ k i
цинички	t s ǐ n i t ʃ k iː
црнчуга	t s ř n t ʃ u ɡ a
цивилни	t s ǐ ʋ iː l n iː
цветати	t s ʋ ě t a t i
туђинац	t u d ʑ ǐː n a t s
турбина	t u r b ǐː n a
турнеја	t u r n ěː j a
туризам	t u r ǐ z a m
тугаљив	t u ɡ ǎ ʎ i ʋ
тајланд	t â j l a n d
такмити	t â k m i t i
талачки	t â l a t ʃ k iː
таласје	t â l aː s j e
таласни	t â l aː s n iː
тамошњи	t â m o ʃ ɲ iː
татарин	t â t a r i n
тајница	t âː j n i t s a
телесни	t ê l e s n iː
темељни	t ê m eː ʎ n iː
тескера	t ê s k e r a
техеран	t ê x e r aː n
тежиште	t ê ʒ iː ʃ t e
теглити	t ê ɡ l i t i
теготан	t ê ɡ o t a n
тегобан	t ê ɡ oː b a n
тегобно	t ê ɡ oː b n o
типкати	t î p k a t i
тискати	t î s k a t i
титрати	t î t r a t i
тихомир	t î x o m iː r
топтати	t ô p t a t i
тоталан	t ô t aː l a n
тотално	t ô t aː l n o
тачкица	t ô t ʃ k i t s a
туркиња	t û r k i ɲ a
туробан	t û r oː b a n
туробно	t û r oː b n o
тобџија	t ǒ b d ʒ i j a
таблица	t ǎ b l i t͡s a
тоболац	t ǒ b o l a t s
тобожњи	t ǒ b o ʒ ɲ iː
трбушни	t ř b u ʃ n iː
тадашњи	t ǎ d a ʃ ɲ iː
таџички	t ǎ d ʒ i t ʃ k iː
туђинка	t ǔ d ʑ iː n k a
ћеретав	t ɕ e r ě t a ʋ
ћилибар	t ɕ i l ǐ b aː r
ћилимар	t ɕ i l ǐ m aː r
чистоћа	t ʃ i s t ǒ t ɕ a
такнути	t ǎ k n u t i
таксист	t ǎ k s i s t
текстил	t ě k s t iː l
тактика	t ǎ k t i k a
таленат	t ǎ l e n a t
чланица	t ʃ l ǎ n i t s a
тамбура	t ǎ m b u r a
темплар	t ě m p l aː r
тоналан	t ǒ n aː l a n
туниски	t ǔ n i s k iː
тенкист	t ě n k i s t
тензија	t ě n z i j a
теорија	t ě oː r i j a
типичан	t ǐ p i t ʃ a n
типично	t ǐ p i t ʃ n o
тепсија	t ě p s i j a
тврдоћа	t ʋ r d ǒ t ɕ a
тарифни	t ǎ r iː f n iː
торнати	t ǒ r n a t i
торнадо	t ǒ r n aː d o
турпија	t ǔ r p i j a
терзија	t ě r z i j a
торзија	t ǒ r z i j a
торњати	t ǒ r ɲ a t i
тискара	t ǐ s k a r a
тетрарх	t ě t r a r x
тутњити	t ǔ t ɲ i t i
тучњава	t ǔ t͡ʃ ɲ a ʋ a
чуперак	t ʃ u p ěː r a k
техника	t ě x n i k a
ћакнуто	t ɕ â k n uː t o
чаробан	t ʃ â r o b a n
чаробно	t ʃ â r o b n o
часопис	t ʃ â s o p iː s
чедност	t ʃ ê d n oː s t
чекалац	t ʃ ê k a l a t s
ћелавац	t ɕ ê l a ʋ a t s
чезнути	t ʃ ê z n u t i
чистити	t ʃ î s t i t i
ћоравац	t ɕ ô r a ʋ a t s
човечан	t ʃ ô ʋ e t ʃ a n
човечји	t ʃ ô ʋ e t ʃ j iː
чудесан	t ʃ û d e s a n
чудесно	t ʃ û d e s n o
тврдица	t ʋ ř d i t s a
ћудљиво	t ɕ ǔ d ʎ i ʋ o
тужилац	t ǔ ʒ i l a t͡s
тужитељ	t ǔ ʒ i t e ʎ
чемпрес	t ʃ ě m p r e s
чинилац	t ʃ ǐ n i l a t s
тржница	t ř ʒ n i t s a
трговац	t ř ɡ o ʋ a t s
ћепенак	t ɕ ě p e n a k
ћуприја	t ɕ ǔ p r i j a
творити	t ʋ ǒ r i t i
тигрица	t ǐ ɡ r i t s a
чаршија	t ʃ ǎ r ʃ i j a
честито	t ʃ ě s t i t o
честица	t ʃ ě s t i t s a
читанка	t ʃ ǐ t aː n k a
чворуга	t ʃ ʋ ǒ r u ɡ a
тврдити	t ʋ řː d i t i
тврђава	t ʋ ř̩ d͡ʑ a ʋ a
чакавац	t ʃ ǎː k a ʋ a t s
ћутјети	t ɕ ǔː t j e t i
чувство	t ʃ ǔː ʋ s t ʋ o
тајност	t ǎː j n oː s t
тамнети	t ǎː m n e t i
тамњети	t ǎː m ɲ e t i
тениски	t ěː n i s k iː
трпјети	t řː p j e t i
тужаљка	t ǔː ʒ aː ʎ k a
цијевка	t͡s i j êː ʋ k a
цијевни	t͡s i j êː ʋ n iː
циклона	t͡s i k l ǒː n a
цркнути	t͡s r̂ k n u t i
црнчити	t͡s r̂ː n t͡ʃ i t i
цајтнот	t͡s â j t n o t
царичин	t͡s â r i t͡ʃ iː n
цепкати	t͡s ê p k a t i
цепнути	t͡s ê p n u t i
цевовод	t͡s ê ʋ o ʋ oː d
циганин	t͡s î ɡ a n i n
цвјетни	t͡s ʋ j ě t n iː
цвјећар	t͡s ʋ j ě t͡ɕ aː r
цаклити	t͡s ǎ k l i t i
црначки	t͡s ř n a t͡ʃ k i
црначки	t͡s ř n a t͡ʃ k iː
цевчица	t͡s ě ʋ t͡ʃ i t͡s a
цвилити	t͡s ʋ ǐː l i t i
цвиљети	t͡s ʋ ǐː ʎ e t i
часовит	t͡ʃ a s ǒ ʋ i t
ћепчија	t͡ɕ e p t͡ʃ i j a
чистота	t͡ʃ i s t ǒ t a
ћаскати	t͡ɕ â s k a t i
