а	a
фанатичен	f a n a t i t͡ʃ ɛ n
фармација	f a r m a t͡s i j a
фиксација	f i k s a t͡s i j a
фурнаџија	f u r n a d͡ʒ i j a
фондација	f ɔ n d a t͡s i j a
фондовски	f ɔ n d ɔ f s k i
формација	f ɔ r m a t͡s i j a
импресија	i m p r ɛ s i j a
инаетчија	i n a ɛ t t͡ʃ i j a
инфлација	i n f ɫ a t͡s i j a
интуиција	i n t u i t͡s i j a
иновација	i n ɔ v a t͡s i j a
искашлува	i s k a ʃ ɫ u v a
искривува	i s k r i v u v a
искреност	i s k r ɛ n ɔ s t
искрснува	i s k r̩ s n u v a
искорнува	i s k ɔ r n u v a
исклучиво	i s k ɫ u t͡ʃ i v ɔ
испитувач	i s p i t u v a t͡ʃ
испливува	i s p l i v u v a
испупчува	i s p u p t͡ʃ u v a
испобрише	i s p ɔ b r i ʃ ɛ
испоказни	i s p ɔ k a z n i
испокраде	i s p ɔ k r a d ɛ
испокорне	i s p ɔ k ɔ r n ɛ
испомачка	i s p ɔ m a t͡ʃ k a
испонаучи	i s p ɔ n a u t͡ʃ i
испопрати	i s p ɔ p r a t i
испопрска	i s p ɔ p r̩ s k a
испотпише	i s p ɔ t p i ʃ ɛ
испотутка	i s p ɔ t u t k a
исповитка	i s p ɔ v i t k a
испохефта	i s p ɔ x ɛ f t a
испообеси	i s p ɔ ɔ b ɛ s i
испогмечи	i s p ɔ ɡ m ɛ t͡ʃ i
испогради	i s p ɔ ɡ r a d i
испогризе	i s p ɔ ɡ r i z ɛ
испогреши	i s p ɔ ɡ r ɛ ʃ i
истиснува	i s t i s n u v a
истресува	i s t r ɛ s u v a
истрелува	i s t r ɛ ɫ u v a
истенчува	i s t ɛ n t͡ʃ u v a
истоштува	i s t ɔ ʃ t u v a
исцрпност	i s t͡s r̩ p n ɔ s t
избавител	i z b a v i t ɛ ɫ
избирачки	i z b i ɾ a t͡ʃ k i
избраница	i z b r a n i t͡s a
издашност	i z d a ʃ n ɔ s t
издвојува	i z d v ɔ j u v a
издлабува	i z d ɫ a b u v a
издолжува	i z d ɔ ɫ ʒ u v a
излишност	i z l i ʃ n ɔ s t
измазнува	i z m a z n u v a
измрзнува	i z m r̩ z n u v a
изнадроби	i z n a d r ɔ b i
изнаделка	i z n a d ɛ ɫ k a
изнајмува	i z n a j m u v a
изнакраде	i z n a k r a d ɛ
изнакваси	i z n a k v a s i
изнамачка	i z n a m a t͡ʃ k a
изнаплете	i z n a p l ɛ t ɛ
изнаправи	i z n a p r a v i
изнапреде	i z n a p r ɛ d ɛ
изнаполни	i z n a p ɔ ɫ n i
изнастава	i z n a s t a v a
изнавитка	i z n a v i t k a
изнавреѓа	i z n a v r ɛ ɟ a
изнагнете	i z n a ɡ n ɛ t ɛ
изнаготви	i z n a ɡ ɔ t v i
изнаголта	i z n a ɡ ɔ ɫ t a
изнудувач	i z n u d u v a t͡ʃ
изретчува	i z r ɛ t t͡ʃ u v a
извидувач	i z v i d u v a t͡ʃ
извиткува	i z v i t k u v a
извлекува	i z v l ɛ k u v a
извршител	i z v r̩ ʃ i t ɛ ɫ
изведувач	i z v ɛ d u v a t͡ʃ
извезувач	i z v ɛ z u v a t͡ʃ
изостанок	i z ɔ s t a n ɔ k
исчистува	i ʃ t͡ʃ i s t u v a
јабанџија	j a b a n d͡ʒ i j a
јаболчест	j a b ɔ ɫ t͡ʃ ɛ s t
јазичиште	j a z i t͡ʃ i ʃ t ɛ
јазовичар	j a z ɔ v i t͡ʃ a r
јаглениса	j a ɡ l ɛ n i s a
јунаштина	j u n a ʃ t i n a
јоргански	j ɔ r ɡ a n s k i
кадравост	k a d r a v ɔ s t
кајсиичка	k a j s i i t͡ʃ k a
капнатост	k a p n a t ɔ s t
каснатина	k a s n a t i n a
катраноса	k a t r a n ɔ s a
кавгаџика	k a v ɡ a d͡ʒ i k a
казанџија	k a z a n d͡ʒ i j a
книжарски	k n i ʒ a r s k i
кнежество	k n ɛ ʒ ɛ s t v ɔ
крајпатен	k r a j p a t ɛ n
крајречен	k r a j r ɛ t͡ʃ ɛ n
кратковид	k r a t k ɔ v i t
краварски	k r a v a r s k i
крепосник	k r ɛ p ɔ s n i k
крошничка	k r ɔ ʃ n i t͡ʃ k a
крцкавост	k r̩ t͡s k a v ɔ s t
крзнарски	k r̩ z n a r s k i
кршливост	k r̩ ʃ l i v ɔ s t
кршталник	k r̩ ʃ t a ɫ n i k
ктиторски	k t i t ɔ r s k i
купувачки	k u p u v a t͡ʃ k i
квадратче	k v a d r a t t͡ʃ ɛ
колекција	k ɔ l ɛ k t͡s i j a
комичарка	k ɔ m i t͡ʃ a r k a
комичност	k ɔ m i t͡ʃ n ɔ s t
компромис	k ɔ m p r ɔ m i s
комотност	k ɔ m ɔ t n ɔ s t
кондиција	k ɔ n d i t͡s i j a
конексија	k ɔ n ɛ k s i j a
копаничар	k ɔ p a n i t͡ʃ a r
корупција	k ɔ r u p t͡s i j a
котларски	k ɔ t ɫ a r s k i
коцкарски	k ɔ t͡s k a r s k i
козарство	k ɔ z a r s t v ɔ
коњарство	k ɔ ɲ a r s t v ɔ
колаченце	k ɔ ɫ a t͡ʃ ɛ n t͡s ɛ
колоквиум	k ɔ ɫ ɔ k v i j u m
лихварски	l i x v a r s k i
лизгавост	l i z ɡ a v ɔ s t
лекторски	l ɛ k t ɔ r s k i
лекувачка	l ɛ k u v a t͡ʃ k a
лепливост	l ɛ p l i v ɔ s t
леукемија	l ɛ u k ɛ m i j a
левичарка	l ɛ v i t͡ʃ a r k a
лезбејски	l ɛ z b ɛ j s k i
мајсторче	m a j s t ɔ r t͡ʃ ɛ
масленост	m a s l ɛ n ɔ s t
мачителка	m a t͡ʃ i t ɛ ɫ k a
маларичен	m a ɫ a ɾ i t͡ʃ ɛ n
магаренце	m a ɡ a ɾ ɛ n t͡s ɛ
магичност	m a ɡ i t͡ʃ n ɔ s t
магливост	m a ɡ l i v ɔ s t
минливост	m i n l i v ɔ s t
мириснува	m i r i s n u v a
митарство	m i t a r s t v ɔ
млитавост	m l i t a v ɔ s t
млекарски	m l ɛ k a r s k i
многупати	m n ɔ ɡ u p a t i
множество	m n ɔ ʒ ɛ s t v ɔ
мрзливост	m r̩ z l i v ɔ s t
мутациски	m u t a t͡s i s k i
мувливост	m u v l i v ɔ s t
музичарка	m u z i t͡ʃ a r k a
модалност	m ɔ d a ɫ n ɔ s t
модуларен	m ɔ d u ɫ a ɾ ɛ n
моминство	m ɔ m i n s t v ɔ
момчештво	m ɔ m t͡ʃ ɛ ʃ t v ɔ
менливост	m ɛ n l i v ɔ s t
менторски	m ɛ n t ɔ r s k i
месечарка	m ɛ s ɛ t͡ʃ a r k a
метропола	m ɛ t r ɔ p ɔ ɫ a
надуеност	n a d u ɛ n ɔ s t
надвикува	n a d v i k u v a
надвишува	n a d v i ʃ u v a
надвозник	n a d v ɔ z n i k
надживува	n a d ʒ i v u v a
надежност	n a d ɛ ʒ n ɔ s t
најавувач	n a j a v u v a t͡ʃ
најлонски	n a j ɫ ɔ n s k i
накиснува	n a k i s n u v a
наквасува	n a k v a s u v a
намачкува	n a m a t͡ʃ k u v a
намќорски	n a m c ɔ r s k i
намокрува	n a m ɔ k r u v a
наместува	n a m ɛ s t u v a
нападност	n a p a d n ɔ s t
напрашува	n a p r a ʃ u v a
напорност	n a p ɔ r n ɔ s t
наполнува	n a p ɔ ɫ n u v a
насаскува	n a s a s k u v a
настинува	n a s t i n u v a
наслутува	n a s ɫ u t u v a
насловува	n a s ɫ ɔ v u v a
натамошен	n a t a m ɔ ʃ ɛ n
натрапник	n a t r a p n i k
натрапува	n a t r a p u v a
натежнува	n a t ɛ ʒ n u v a
навиткува	n a v i t k u v a
навивачки	n a v i v a t͡ʃ k i
навлажува	n a v ɫ a ʒ u v a
наведнува	n a v ɛ d n u v a
наводнува	n a v ɔ d n u v a
назадност	n a z a d n ɔ s t
наобразба	n a ɔ b r a z b a
нагризува	n a ɡ r i z u v a
народност	n a ɾ ɔ d n ɔ s t
нагорчува	n a ɡ ɔ r t͡ʃ u v a
нагостува	n a ɡ ɔ s t u v a
небиднина	n ɛ b i d n i n a
небитност	n ɛ b i t n ɔ s t
недобушен	n ɛ d ɔ b u ʃ ɛ n
недоѕидан	n ɛ d ɔ d͡z i d a n
недојаден	n ɛ d ɔ j a d ɛ n
недокажан	n ɛ d ɔ k a ʒ a n
недокршен	n ɛ d ɔ k r̩ ʃ ɛ n
недолепен	n ɛ d ɔ l ɛ p ɛ n
недолечен	n ɛ d ɔ l ɛ t͡ʃ ɛ n
недомесен	n ɛ d ɔ m ɛ s ɛ n
недонесен	n ɛ d ɔ n ɛ s ɛ n
недопишан	n ɛ d ɔ p i ʃ a n
недопржен	n ɛ d ɔ p r̩ ʒ ɛ n
недопушен	n ɛ d ɔ p u ʃ ɛ n
недопечен	n ɛ d ɔ p ɛ t͡ʃ ɛ n
недосушен	n ɛ d ɔ s u ʃ ɛ n
недосечен	n ɛ d ɔ s ɛ t͡ʃ ɛ n
недоткаен	n ɛ d ɔ t k a ɛ n
недотриен	n ɛ d ɔ t r i j ɛ n
недотеран	n ɛ d ɔ t ɛ ɾ a n
недочитан	n ɛ d ɔ t͡ʃ i t a n
недоварен	n ɛ d ɔ v a ɾ ɛ n
недоверба	n ɛ d ɔ v ɛ r b a
недозреан	n ɛ d ɔ z r ɛ a n
недолупен	n ɛ d ɔ ɫ u p ɛ n
недоречен	n ɛ d ɔ ɾ ɛ t͡ʃ ɛ n
недогорен	n ɛ d ɔ ɡ ɔ ɾ ɛ n
недорешен	n ɛ d ɔ ɾ ɛ ʃ ɛ n
неизметен	n ɛ i z m ɛ t ɛ n
неизразен	n ɛ i z r a z ɛ n
неизречен	n ɛ i z r ɛ t͡ʃ ɛ n
неизлупен	n ɛ i z ɫ u p ɛ n
некадарен	n ɛ k a d a ɾ ɛ n
немарност	n ɛ m a r n ɔ s t
немаштија	n ɛ m a ʃ t i j a
ненадарен	n ɛ n a d a ɾ ɛ n
ненајаден	n ɛ n a j a d ɛ n
ненајавен	n ɛ n a j a v ɛ n
ненапишан	n ɛ n a p i ʃ a n
ненасаден	n ɛ n a s a d ɛ n
ненареден	n ɛ n a ɾ ɛ d ɛ n
ненашетан	n ɛ n a ʃ ɛ t a n
неприлика	n ɛ p r i l i k a
непростен	n ɛ p r ɔ s t ɛ n
непокажан	n ɛ p ɔ k a ʒ a n
непокриен	n ɛ p ɔ k r i j ɛ n
неповрзан	n ɛ p ɔ v r̩ z a n
неположен	n ɛ p ɔ ɫ ɔ ʒ ɛ n
неспомнат	n ɛ s p ɔ m n a t
несочуван	n ɛ s ɔ t͡ʃ u v a n
неточност	n ɛ t ɔ t͡ʃ n ɔ s t
нечујност	n ɛ t͡ʃ u j n ɔ s t
нечесност	n ɛ t͡ʃ ɛ s n ɔ s t
неукрасен	n ɛ u k r a s ɛ n
невалиден	n ɛ v a l i d ɛ n
новинарка	n ɔ v i n a r k a
невистина	n ɛ v i s t i n a
незачуван	n ɛ z a t͡ʃ u v a n
незаоблен	n ɛ z a ɔ b l ɛ n
неразбран	n ɛ ɾ a z b r a n
необјавен	n ɛ ɔ b j a v ɛ n
необновен	n ɛ ɔ b n ɔ v ɛ n
неодобрен	n ɛ ɔ d ɔ b r ɛ n
неоснован	n ɛ ɔ s n ɔ v a n
неоткриен	n ɛ ɔ t k r i j ɛ n
неоштетен	n ɛ ɔ ʃ t ɛ t ɛ n
пасивност	p a s i v n ɔ s t
пасторски	p a s t ɔ r s k i
пазарџија	p a z a r d͡ʒ i j a
пискавост	p i s k a v ɔ s t
пиварство	p i v a r s t v ɔ
пиратство	p i ɾ a t s t v ɔ
приклучок	p r i k ɫ u t͡ʃ ɔ k
прилепува	p r i l ɛ p u v a
привршува	p r i v r̩ ʃ u v a
пробушува	p r ɔ b u ʃ u v a
прободува	p r ɔ b ɔ d u v a
преболува	p r ɛ b ɔ ɫ u v a
предавање	p r ɛ d a v a ɲ ɛ
предосеќа	p r ɛ d ɔ s ɛ c a
предосети	p r ɛ d ɔ s ɛ t i
предочува	p r ɛ d ɔ t͡ʃ u v a
преиспита	p r ɛ i s p i t a
прекитува	p r ɛ k i t u v a
прекривка	p r ɛ k r i f k a
прокобник	p r ɔ k ɔ b n i k
прељубник	p r ɛ l u b n i k
преморува	p r ɛ m ɔ ɾ u v a
пренамени	p r ɛ n a m ɛ n i
пронаоѓач	p r ɔ n a ɔ ɟ a t͡ʃ
проневера	p r ɔ n ɛ v ɛ ɾ a
препакува	p r ɛ p a k u v a
препржува	p r ɛ p r̩ ʒ u v a
преплакне	p r ɛ p ɫ a k n ɛ
препечати	p r ɛ p ɛ t͡ʃ a t i
просјачки	p r ɔ s j a t͡ʃ k i
пресретне	p r ɛ s r ɛ t n ɛ
престанок	p r ɛ s t a n ɔ k
престапен	p r ɛ s t a p ɛ n
простирка	p r ɔ s t i r k a
престегне	p r ɛ s t ɛ ɡ n ɛ
пресолува	p r ɛ s ɔ ɫ u v a
претплата	p r ɛ t p ɫ a t a
претрпува	p r ɛ t r̩ p u v a
процедува	p r ɔ t͡s ɛ d u v a
прочитува	p r ɔ t͡ʃ i t u v a
преврнува	p r ɛ v r̩ n u v a
превртува	p r ɛ v r̩ t u v a
преврзува	p r ɛ v r̩ z u v a
преведува	p r ɛ v ɛ d u v a
проверлив	p r ɔ v ɛ r l i f
превозник	p r ɛ v ɔ z n i k
превезува	p r ɛ v ɛ z u v a
презакаже	p r ɛ z a k a ʒ ɛ
презакопа	p r ɛ z a k ɔ p a
презасити	p r ɛ z a s i t i
презаспие	p r ɛ z a s p i j ɛ
прозодија	p r ɔ z ɔ d i j a
прегазува	p r ɛ ɡ a z u v a
пролазува	p r ɔ ɫ a z u v a
преодност	p r ɛ ɔ d n ɔ s t
преживува	p r ɛ ʒ i v u v a
проширува	p r ɔ ʃ i ɾ u v a
прешминка	p r ɛ ʃ m i ŋ k a
прегрнува	p r ɛ ɡ r̩ n u v a
прегладни	p r ɛ ɡ ɫ a d n i
преговара	p r ɛ ɡ ɔ v a ɾ a
прегорува	p r ɛ ɡ ɔ ɾ u v a
пцовисува	p t͡s ɔ v i s u v a
платненце	p ɫ a t n ɛ n t͡s ɛ
платонски	p ɫ a t ɔ n s k i
побутнува	p ɔ b u t n u v a
побеснува	p ɔ b ɛ s n u v a
побегнува	p ɔ b ɛ ɡ n u v a
побожност	p ɔ b ɔ ʒ n ɔ s t
подискара	p ɔ d i s k a ɾ a
подиспече	p ɔ d i s p ɛ t͡ʃ ɛ
подистури	p ɔ d i s t u ɾ i
подизлиже	p ɔ d i z l i ʒ ɛ
подигнува	p ɔ d i ɡ n u v a
подмладок	p ɔ d m ɫ a d ɔ k
поднамали	p ɔ d n a m a l i
поднавали	p ɔ d n a v a l i
поднареди	p ɔ d n a ɾ ɛ d i
подрашири	p ɔ d r a ʃ i ɾ i
подрумски	p ɔ d r u m s k i
подвозник	p ɔ d v ɔ z n i k
подзакачи	p ɔ d z a k a t͡ʃ i
подзакрпи	p ɔ d z a k r̩ p i
подзамиже	p ɔ d z a m i ʒ ɛ
подзаниша	p ɔ d z a n i ʃ a
подзапржи	p ɔ d z a p r̩ ʒ i
подзасука	p ɔ d z a s u k a
подзаврти	p ɔ d z a v r̩ t i
подзалади	p ɔ d z a ɫ a d i
подзаобли	p ɔ d z a ɔ b l i
подзагори	p ɔ d z a ɡ ɔ ɾ i
подоближи	p ɔ d ɔ b l i ʒ i
подобност	p ɔ d ɔ b n ɔ s t
педерство	p ɛ d ɛ r s t v ɔ
подостари	p ɔ d ɔ s t a ɾ i
подосвежи	p ɔ d ɔ s v ɛ ʒ i
подослаби	p ɔ d ɔ s ɫ a b i
подоткрие	p ɔ d ɔ t k r i j ɛ
подотпара	p ɔ d ɔ t p a ɾ a
пекарство	p ɛ k a r s t v ɔ
помрачува	p ɔ m r a t͡ʃ u v a
попишувач	p ɔ p i ʃ u v a t͡ʃ
пеперутче	p ɛ p ɛ ɾ u t t͡ʃ ɛ
пораснува	p ɔ r a s n u v a
перјаница	p ɛ r j a n i t͡s a
поскапува	p ɔ s k a p u v a
поспаност	p ɔ s p a n ɔ s t
постројка	p ɔ s t r ɔ j k a
посебност	p ɔ s ɛ b n ɔ s t
послужува	p ɔ s ɫ u ʒ u v a
посегнува	p ɔ s ɛ ɡ n u v a
потарашка	p ɔ t a ɾ a ʃ k a
поткастри	p ɔ t k a s t r i
потписник	p ɔ t p i s n i k
потпржува	p ɔ t p r̩ ʒ u v a
потпекува	p ɔ t p ɛ k u v a
потрепери	p ɔ t r ɛ p ɛ ɾ i
потрошува	p ɔ t r ɔ ʃ u v a
потскрати	p ɔ t s k r a t i
потстопли	p ɔ t s t ɔ p l i
потсетник	p ɔ t s ɛ t n i k
потчинува	p ɔ t t͡ʃ i n u v a
петолиние	p ɛ t ɔ l i n i j ɛ
потемнува	p ɔ t ɛ m n u v a
почитувач	p ɔ t͡ʃ i t u v a t͡ʃ
почестува	p ɔ t͡ʃ ɛ s t u v a
плукалник	p ɫ u k a ɫ n i k
поулавува	p ɔ u ɫ a v u v a
певливост	p ɛ v l i v ɔ s t
повереник	p ɔ v ɛ ɾ ɛ n i k
поларност	p ɔ ɫ a r n ɔ s t
полковник	p ɔ ɫ k ɔ v n i k
погрешува	p ɔ ɡ r ɛ ʃ u v a
поштарски	p ɔ ʃ t a r s k i
полусвест	p ɔ ɫ u s v ɛ s t
полувреме	p ɔ ɫ u v r ɛ m ɛ
полугодие	p ɔ ɫ u ɡ ɔ d i j ɛ
погодност	p ɔ ɡ ɔ d n ɔ s t
ракавичка	r a k a v i t͡ʃ k a
рапсодија	r a p s ɔ d i j a
раситнува	r a s i t n u v a
раскитува	r a s k i t u v a
расколник	r a s k ɔ ɫ n i k
распашува	r a s p a ʃ u v a
распласти	r a s p ɫ a s t i
расподели	r a s p ɔ d ɛ l i
расудност	r a s u d n ɔ s t
расеаност	r a s ɛ a n ɔ s t
раседлува	r a s ɛ d ɫ u v a
равенство	r a v ɛ n s t v ɔ
разбудува	r a z b u d u v a
разнобоен	r a z n ɔ b ɔ ɛ n
разработи	r a z r a b ɔ t i
расчовечи	r a ʃ t͡ʃ ɔ v ɛ t͡ʃ i
ризичност	r i z i t͡ʃ n ɔ s t
ригидност	r i ɡ i d n ɔ s t
рударство	r u d a r s t v ɔ
рунтавост	r u n t a v ɔ s t
редакција	r ɛ d a k t͡s i j a
редукција	r ɛ d u k t͡s i j a
редовност	r ɛ d ɔ v n ɔ s t
ронливост	r ɔ n l i v ɔ s t
ротациски	r ɔ t a t͡s i s k i
резбарски	r ɛ z b a r s k i
регресија	r ɛ ɡ r ɛ s i j a
самоуштво	s a m ɔ u ʃ t v ɔ
сапунџија	s a p u n d͡ʒ i j a
салатичка	s a ɫ a t i t͡ʃ k a
симфонија	s i m f ɔ n i j a
симпозиум	s i m p ɔ z i j u m
синтетика	s i n t ɛ t i k a
сипаничав	s i p a n i t͡ʃ a f
ситнурија	s i t n u ɾ i j a
скитничка	s k i t n i t͡ʃ k a
скитнички	s k i t n i t͡ʃ k i
скришност	s k r i ʃ n ɔ s t
скржавост	s k r̩ ʒ a v ɔ s t
складност	s k ɫ a d n ɔ s t
смарагден	s m a ɾ a ɡ d ɛ n
смотаност	s m ɔ t a n ɔ s t
снајперка	s n a j p ɛ r k a
снеможува	s n ɛ m ɔ ʒ u v a
спремност	s p r ɛ m n ɔ s t
спечалува	s p ɛ t͡ʃ a ɫ u v a
среденост	s r ɛ d ɛ n ɔ s t
срдечност	s r̩ d ɛ t͡ʃ n ɔ s t
стакленце	s t a k l ɛ n t͡s ɛ
стакларка	s t a k ɫ a r k a
страничка	s t r a n i t͡ʃ k a
стравотен	s t r a v ɔ t ɛ n
стражарка	s t r a ʒ a r k a
стреличка	s t r ɛ l i t͡ʃ k a
стомничка	s t ɔ m n i t͡ʃ k a
степенува	s t ɛ p ɛ n u v a
стопеност	s t ɔ p ɛ n ɔ s t
стетоскоп	s t ɛ t ɔ s k ɔ p
сугестија	s u ɡ ɛ s t i j a
свиларски	s v i ɫ a r s k i
свињарски	s v i ɲ a r s k i
свирепост	s v i ɾ ɛ p ɔ s t
сврзаност	s v r̩ z a n ɔ s t
свеќарски	s v ɛ c a r s k i
седларски	s ɛ d ɫ a r s k i
секташтво	s ɛ k t a ʃ t v ɔ
сензација	s ɛ n z a t͡s i j a
сердарски	s ɛ r d a r s k i
соучество	s ɔ u t͡ʃ ɛ s t v ɔ
селанство	s ɛ ɫ a n s t v ɔ
сложеност	s ɫ ɔ ʒ ɛ n ɔ s t
тапанарка	t a p a n a r k a
транзитен	t r a n z i t ɛ n
трилогија	t r i ɫ ɔ ɡ i j a
тромавост	t r ɔ m a v ɔ s t
трезвеник	t r ɛ z v ɛ n i k
трезорски	t r ɛ z ɔ r s k i
тужителка	t u ʒ i t ɛ ɫ k a
телесност	t ɛ l ɛ s n ɔ s t
тешкотија	t ɛ ʃ k ɔ t i j a
циничност	t͡s i n i t͡ʃ n ɔ s t
црвливост	t͡s r̩ v l i v ɔ s t
центурија	t͡s ɛ n t u ɾ i j a
цензорски	t͡s ɛ n z ɔ r s k i
целосност	t͡s ɛ ɫ ɔ s n ɔ s t
чистотник	t͡ʃ i s t ɔ t n i k
чудесност	t͡ʃ u d ɛ s n ɔ s t
ударнички	u d a r n i t͡ʃ k i
уличарски	u l i t͡ʃ a r s k i
умотворба	u m ɔ t v ɔ r b a
умереност	u m ɛ ɾ ɛ n ɔ s t
уредничка	u r ɛ d n i t͡ʃ k a
успешност	u s p ɛ ʃ n ɔ s t
уставност	u s t a v n ɔ s t
условност	u s ɫ ɔ v n ɔ s t
учебнички	u t͡ʃ ɛ b n i t͡ʃ k i
угледност	u ɡ l ɛ d n ɔ s t
урологија	u ɾ ɔ ɫ ɔ ɡ i j a
валидност	v a l i d n ɔ s t
валенција	v a l ɛ n t͡s i j a
вампирски	v a m p i r s k i
валканост	v a ɫ k a n ɔ s t
вџашеност	v d͡ʒ a ʃ ɛ n ɔ s t
вибрација	v i b r a t͡s i j a
винарство	v i n a r s t v ɔ
високосен	v i s ɔ k ɔ s ɛ n
вљубеност	v l u b ɛ n ɔ s t
внатрешен	v n a t r ɛ ʃ ɛ n
вреднувач	v r ɛ d n u v a t͡ʃ
влакненце	v ɫ a k n ɛ n t͡s ɛ
воденичар	v ɔ d ɛ n i t͡ʃ a r
водоводен	v ɔ d ɔ v ɔ d ɛ n
