ababa	aβaβa
agrisados	aɣɾisaðos
agrisar	aɣɾisaɾ
agro	aɣɾo
agroecológica	aɣɾoekoloxika
agroecológicas	aɣɾoekoloxikas
agroecológico	aɣɾoekoloxiko
agroecológicos	aɣɾoekoloxikos
agrología	aɣɾoloxia
agrológico	aɣɾoloxiko
agronomía	aɣɾonomia
agronómico	aɣɾonomiko
agrónomo	aɣɾonomo
agropecuario	aɣɾopekwaɾjo
agroquímica	aɣɾokimika
agros	aɣɾos
agrumar	aɣɾumaɾ
agrupación	aɣɾupaθjõn
agrupación	aɣɾupasjõn
agrupada	aɣɾupaða
agrupadas	aɣɾupaðas
agrupado	aɣɾupaðo
agrupados	aɣɾupaðos
agrupamiento	aɣɾupamjẽn̪t̪o
agrupar	aɣɾupaɾ
agruparse	aɣɾuparse
agrura	aɣɾuɾa
agua	aɣwa
aguacate	aɣwakat̪e
aguacero	aɣwaθeɾo
aguacero	aɣwaseɾo
aguachile	aɣwat͡ʃile
aguada	aɣwaða
aguadas	aɣwaðas
aguadense	aɣwaðẽnse
aguador	aɣwaðoɾ
aguados	aɣwaðos
aguadura	aɣwaðuɾa
aguaitada	aɣwai̯t̪aða
aguaitadas	aɣwai̯t̪aðas
aguaitado	aɣwai̯t̪aðo
aguaitados	aɣwai̯t̪aðos
aguamarina	aɣwamaɾina
aguamiel	aɣwamjel
aguantada	aɣwãn̪t̪aða
aguantadas	aɣwãn̪t̪aðas
aguantado	aɣwãn̪t̪aðo
aguantados	aɣwãn̪t̪aðos
aguantar	aɣwãn̪t̪aɾ
aguante	aɣwãn̪t̪e
aguapada	aɣwapaða
aguapadas	aɣwapaðas
aguapado	aɣwapaðo
aguapados	aɣwapaðos
aguapanela	aɣwapanela
aguar	aɣwaɾ
aguardada	aɣwarðaða
aguardadas	aɣwarðaðas
aguardado	aɣwarðaðo
aguardados	aɣwarðaðos
aguardiente	aɣwarðjẽn̪t̪e
aguarrás	aɣwaras
aguas	aɣwas
aguascalientes	aɣwaskaljẽn̪t̪es
aguda	aɣuða
agudeza	aɣuðeθa
agudeza	aɣuðesa
agudísimo	aɣuðisimo
agudización	aɣuðiθaθjõn
agudización	aɣuðisasjõn
agudizada	aɣuðiθaða
agudizada	aɣuðisaða
agudizadas	aɣuðiθaðas
agudizadas	aɣuðisaðas
agudizado	aɣuðiθaðo
agudizado	aɣuðisaðo
agudizados	aɣuðiθaðos
agudizados	aɣuðisaðos
agudizar	aɣuðiθaɾ
agudizar	aɣuðisaɾ
agudo	aɣuðo
águeda	aɣeða
agüero	aɣweɾo
aguerrido	aɣeriðo
aguijada	aɣixaða
aguijadas	aɣixaðas
aguijado	aɣixaðo
aguijados	aɣixaðos
aguijar	aɣixaɾ
aguijón	aɣixõn
aguijoneada	aɣixoneaða
aguijoneadas	aɣixoneaðas
aguijoneado	aɣixoneaðo
aguijoneados	aɣixoneaðos
aguijonear	aɣixoneaɾ
águila	aɣila
aguilando	aɣilãn̪d̪o
aguileño	aɣileɲo
aguilera	aɣileɾa
aguilera	aɣileɾa
aguililla	aɣiliʎa
aguililla	aɣiliʝa
aguilucho	aɣilut͡ʃo
aguinaldo	aɣinal̪d̪o
aguirre	aɣire
aguirrismo	aɣirizmo
aguirrista	aɣirist̪a
agüitada	aɣwit̪aða
agüitadas	aɣwit̪aðas
agüitado	aɣwit̪aðo
agüitados	aɣwit̪aðos
agüitarse	aɣwit̪arse
aguja	aɣuxa
agujerar	aɣuxeɾaɾ
agujereada	aɣuxeɾeaða
agujereadas	aɣuxeɾeaðas
agujereado	aɣuxeɾeaðo
agujereados	aɣuxeɾeaðos
agujerear	aɣuxeɾeaɾ
agujerito	aɣuxeɾit̪o
agujero	aɣuxeɾo
agujeta	aɣuxet̪a
agujón	aɣuxõn
agún	aɣũn
agundo	aɣũn̪d̪o
agur	aɣuɾ
agusanada	aɣusanaða
agusanadas	aɣusanaðas
agusanado	aɣusanaðo
agusanados	aɣusanaðos
agusanar	aɣusanaɾ
agustín	aɣust̪ĩn
agustina	aɣust̪ina
agustiniana	aɣust̪injana
agustinianas	aɣust̪injanas
agustiniano	aɣust̪injano
agustinianos	aɣust̪injanos
agustino	aɣust̪ino
agutí	aɣut̪i
aguzada	aɣuθaða
aguzada	aɣusaða
aguzadas	aɣuθaðas
aguzadas	aɣusaðas
aguzado	aɣuθaðo
aguzado	aɣusaðo
aguzados	aɣuθaðos
aguzados	aɣusaðos
aguzar	aɣuθaɾ
aguzar	aɣusaɾ
ahechada	aet͡ʃaða
ahechadas	aet͡ʃaðas
ahechado	aet͡ʃaðo
ahechados	aet͡ʃaðos
aherrojada	aeroxaða
aherrojadas	aeroxaðas
aherrojado	aeroxaðo
aherrojados	aeroxaðos
aherrumbrada	aerũmbɾaða
aherrumbradas	aerũmbɾaðas
aherrumbrado	aerũmbɾaðo
aherrumbrados	aerũmbɾaðos
aherrumbrar	aerũmbɾaɾ
aherrumbrarse	aerũmbɾarse
ahijada	aixaða
ahijadas	aixaðas
ahijado	aixaðo
ahijados	aixaðos
ahijamiento	aixamjẽn̪t̪o
ahilada	ailaða
ahiladas	ailaðas
ahilado	ailaðo
ahilados	ailaðos
ahincada	aĩŋkaða
ahincadamente	aĩŋkaðamẽn̪t̪e
ahincadas	aĩŋkaðas
ahincado	aĩŋkaðo
ahincados	aĩŋkaðos
ahincar	aĩŋkaɾ
ahínco	aĩŋko
ahistórica	aist̪oɾika
ahistóricas	aist̪oɾikas
ahistórico	aist̪oɾiko
ahistóricos	aist̪oɾikos
ahitada	ait̪aða
ahitadas	ait̪aðas
ahitado	ait̪aðo
ahitados	ait̪aðos
ahitar	ait̪aɾ
ahíto	ait̪o
ahogada	aoɣaða
ahogadas	aoɣaðas
ahogado	aoɣaðo
ahogados	aoɣaðos
ahogamiento	aoɣamjẽn̪t̪o
ahogar	aoɣaɾ
ahogarse	aoɣarse
ahogo	aoɣo
ahondada	aõn̪d̪aða
ahondadas	aõn̪d̪aðas
ahondado	aõn̪d̪aðo
ahondados	aõn̪d̪aðos
ahondamiento	aõn̪d̪amjẽn̪t̪o
ahondar	aõn̪d̪aɾ
ahorcada	aorkaða
ahorcadas	aorkaðas
ahorcado	aorkaðo
ahorcador	aorkaðoɾ
ahorcadora	aorkaðoɾa
ahorcados	aorkaðos
ahorcajada	aorkaxaða
ahorcajadas	aorkaxaðas
ahorcajado	aorkaxaðo
ahorcajados	aorkaxaðos
ahorcamiento	aorkamjẽn̪t̪o
ahorita	aoɾit̪a
ahoritica	aoɾit̪ika
ahormada	aormaða
ahormadas	aormaðas
ahormado	aormaðo
ahormados	aormaðos
ahorquillada	aorkiʎaða
ahorquillada	aorkiʝaða
ahorquilladas	aorkiʎaðas
ahorquilladas	aorkiʝaðas
ahorquillado	aorkiʎaðo
ahorquillado	aorkiʝaðo
ahorquillados	aorkiʎaðos
ahorquillados	aorkiʝaðos
ahorquillar	aorkiʝaɾ
ahorrado	aoraðo
ahorrador	aoraðoɾ
ahorrante	aorãn̪t̪e
ahorrativo	aorat̪iβo
ahorrista	aorist̪a
ahuate	awat̪e
ahuecada	awekaða
ahuecadas	awekaðas
ahuecado	awekaðo
ahuecados	awekaðos
ahuehuete	awewet̪e
ahuevonado	aweβonaðo
ahuizote	awiθot̪e
ahuizote	awisot̪e
ahumado	aumaðo
ahumador	aumaðoɾ
ahumeante	aumeãn̪t̪e
ahusada	ausaða
ahusadas	ausaðas
ahusado	ausaðo
ahusados	ausaðos
ahuyentada	auʝẽn̪t̪aða
ahuyentadas	auʝẽn̪t̪aðas
ahuyentado	auʝẽn̪t̪aðo
ahuyentados	auʝẽn̪t̪aðos
ahuyentar	au̯ʝẽn̪t̪aɾ
aída	aiða
aikido	ai̯kiðo
aimar	ai̯maɾ
aimara	ai̯maɾa
aimará	ai̯maɾa
ainara	ai̯naɾa
ainhoa	ãĩ̯noa
airada	ai̯ɾaða
airadas	ai̯ɾaðas
airado	ai̯ɾaðo
airados	ai̯ɾaðos
airar	ai̯ɾaɾ
airbag	erβaɣ
aire	ai̯ɾe
aireación	ai̯ɾeaθjõn
aireación	ai̯ɾeasjõn
aireaciones	ai̯ɾeaθjones
aireaciones	ai̯ɾeasjones
aireada	ai̯ɾeaða
aireadas	ai̯ɾeaðas
aireado	ai̯ɾeaðo
aireador	ai̯ɾeaðoɾ
aireadores	ai̯ɾeaðoɾes
aireados	ai̯ɾeaðos
airear	ai̯ɾeaɾ
aireas	ai̯ɾeas
airecillo	ai̯ɾeθiʎo
airecillo	ai̯ɾesiʝo
aireo	ai̯ɾeo
airosidad	ai̯ɾosiðað
airoso	ai̯ɾoso
aislación	ai̯slaθjõn
aislación	ai̯slasjõn
aislacionismo	ai̯slaθjonizmo
aislacionismo	ai̯slasjonizmo
aislacionista	ai̯slaθjonist̪a
aislacionista	ai̯slasjonist̪a
aislada	ai̯slaða
aisladamente	ai̯slaðamẽn̪t̪e
aisladas	ai̯slaðas
aislado	ai̯slaðo
aislador	ai̯slaðoɾ
aislados	ai̯slaðos
aislamiento	ai̯slamjẽn̪t̪o
aislante	ai̯slãn̪t̪e
aislar	ai̯slaɾ
aita	ai̯t̪a
aitana	ai̯t̪ana
aitor	ai̯t̪oɾ
ajabeba	axaβeβa
ajada	axaða
ajadas	axaðas
ajado	axaðo
ajados	axaðos
ajardinada	axarðinaða
ajardinadas	axarðinaðas
ajardinado	axarðinaðo
ajardinados	axarðinaðos
ajardinamiento	axarðinamjẽn̪t̪o
ajardinar	axarðinaɾ
ajayu	axaʝu
ajebe	axeβe
ajedrea	axeðɾea
ajedrecista	axeðɾeθist̪a
ajedrecista	axeðɾesist̪a
ajedrecístico	axeðɾeθist̪iko
ajedrecístico	axeðɾesist̪iko
ajedrez	axeðɾeθ
ajedrez	axeðɾes
ajedrezado	axeðɾeθaðo
ajedrezado	axeðɾesaðo
ajenidad	axeniðað
ajenjo	axẽŋxo
ajete	axet̪e
ajetreada	axet̪ɾeaða
ajetreadas	axet̪ɾeaðas
ajetreado	axet̪ɾeaðo
ajetreados	axet̪ɾeaðos
ajetrear	axet̪ɾeaɾ
ajetreo	axet̪ɾeo
ajiaceite	axjaθei̯t̪e
ajiaceite	axjasei̯t̪e
ajillo	axiʝo
ajito	axit̪o
ajoblanco	axoβlãŋko
ajolota	axolot̪a
ajolote	axolot̪e
ajonjolí	axõŋxoli
ajuarada	axwaɾaða
ajuaradas	axwaɾaðas
ajuarado	axwaɾaðo
ajuarados	axwaɾaðos
ajuntada	axũn̪t̪aða
ajuntadas	axũn̪t̪aðas
ajuntado	axũn̪t̪aðo
ajuntados	axũn̪t̪aðos
ajuntar	axũn̪t̪aɾ
ajustable	axust̪aβle
ajustada	axust̪aða
ajustadamente	axust̪aðamẽn̪t̪e
ajustadas	axust̪aðas
ajustadísimo	axust̪aðisimo
ajustado	axust̪aðo
ajustador	axust̪aðoɾ
ajustados	axust̪aðos
ajustamos	axust̪amos
ajustarse	axust̪arse
ajuste	axust̪e
ajusticiada	axust̪iθjaða
ajusticiada	axust̪isjaða
ajusticiadas	axust̪iθjaðas
ajusticiadas	axust̪isjaðas
ajusticiado	axust̪iθjaðo
ajusticiado	axust̪isjaðo
ajusticiados	axust̪iθjaðos
ajusticiados	axust̪isjaðos
ajusticiamiento	axust̪iθjamjẽn̪t̪o
ajusticiamiento	axust̪isjamjẽn̪t̪o
ajusticiar	axust̪iθjaɾ
ajusticiar	axust̪isjaɾ
akenatón	akenat̪õn
akita	akit̪a
alabable	alaβaβle
alabada	alaβaða
alabadas	alaβaðas
alabadlo	alaβaðlo
alabado	alaβaðo
alabados	alaβaðos
alabama	alaβama
alabancia	alaβãn̟θja
alabancia	alaβãnsja
alabancioso	alaβãn̟θjoso
alabancioso	alaβãnsjoso
alabanza	alaβãn̟θa
alabanza	alaβãnsa
alabar	alaβaɾ
alabarda	alaβarða
alabardazo	alaβarðaθo
alabardazo	alaβarðaso
alabardero	alaβarðeɾo
alabastro	alaβast̪ɾo
alabeada	alaβeaða
alabeadas	alaβeaðas
alabeado	alaβeaðo
alabeados	alaβeaðos
alabear	alaβeaɾ
alabeo	alaβeo
alacrán	alakɾãn
alacridad	alakɾiðað
alada	alaða
aladas	alaðas
alado	alaðo
alados	alaðos
alajuelense	alaxwelẽnse
alamán	alamãn
alambicado	alãmbikaðo
alambicar	alãmbikaɾ
alambique	alãmbike
alambrada	alãmbɾaða
alambrado	alãmbɾaðo
alambrar	alãmbɾaɾ
alambre	alãmbɾe
alambrera	alãmbɾeɾa
alámbrico	alãmbɾiko
alameda	alameða
alampar	alãmpaɾ
alán	alãn
alanceada	alãn̟θeaða
alanceada	alãnseaða
alanceadas	alãn̟θeaðas
alanceadas	alãnseaðas
alanceado	alãn̟θeaðo
alanceado	alãnseaðo
alanceados	alãn̟θeaðos
alanceados	alãnseaðos
alancear	alãn̟θeaɾ
alancear	alãnseaɾ
alanismo	alanizmo
alante	alãn̪t̪e
alarcón	alarkõn
alarde	alarðe
alardeada	alarðeaða
alardeadas	alarðeaðas
alardeado	alarðeaðo
alardeados	alarðeaðos
alardear	alarðeaɾ
alargada	alarɣaða
alargadas	alarɣaðas
alargado	alarɣaðo
alargador	alarɣaðoɾ
alargados	alarɣaðos
alargamiento	alarɣamjẽn̪t̪o
alargar	alarɣaɾ
alarguez	alarɣeθ
alarguez	alarɣes
alarido	alaɾiðo
alarmada	alarmaða
alarmadas	alarmaðas
alarmado	alarmaðo
alarmados	alarmaðos
alarmante	alarmãn̪t̪e
alarmismo	alarmizmo
alarmista	alarmist̪a
aláter	alat̪eɾ
alátere	alat̪eɾe
alativo	alat̪iβo
alauita	alawit̪a
álava	alaβa
alavés	alaβes
alavesista	alaβesist̪a
alazán	alaθãn
alazán	alasãn
alba	alβa
alba	alβa
albacea	alβaθea
albacea	alβasea
albacete	alβaθet̪e
albacete	alβaset̪e
albaceteño	alβaθet̪eɲo
albaceteño	alβaset̪eɲo
albacetense	alβaθet̪ẽnse
albacetense	alβaset̪ẽnse
albahaca	alβaaka
albana	alβana
albañal	alβaɲal
albanés	alβanes
albanesa	alβanesa
albania	alβanja
albañil	alβaɲil
albañila	alβaɲila
albañilería	alβaɲileɾia
albano	alβano
albano	alβano
albar	alβaɾ
albarán	alβaɾãn
albarca	alβarka
albarda	alβarða
albardado	alβarðaðo
albardón	alβarðõn
albardonería	alβarðoneɾia
albardonero	alβarðoneɾo
albaricoque	alβaɾikoke
albaricoquero	alβaɾikokeɾo
albariño	alβaɾiɲo
albatros	alβat̪ɾos
albayalde	alβaʝal̪d̪e
albear	alβeaɾ
albedo	alβeðo
albedrío	alβeðɾio
albéitar	alβei̯t̪aɾ
alberca	alβerka
albercada	alβerkaða
albérchigo	alβert͡ʃiɣo
albergada	alβerɣaða
albergadas	alβerɣaðas
albergado	alβerɣaðo
albergados	alβerɣaðos
albergar	alβerɣaɾ
albergo	alβerɣo
albergue	alβerɣe
albero	alβeɾo
albertismo	alβert̪izmo
alberto	alβert̪o
albigense	alβixẽnse
albillo	alβiʎo
albillo	alβiʝo
albina	alβina
albinismo	alβinizmo
albino	alβino
albireo	alβiɾeo
albirrojo	alβiroxo
albita	alβit̪a
albo	alβo
albóndiga	alβõn̪d̪iɣa
albor	alβoɾ
alborada	alβoɾaða
alboradas	alβoɾaðas
alboreada	alβoɾeaða
alboreadas	alβoɾeaðas
alboreado	alβoɾeaðo
alboreados	alβoɾeaðos
alborear	alβoɾeaɾ
albornoz	alβornoθ
albornoz	alβornos
alborotada	alβoɾot̪aða
alborotadas	alβoɾot̪aðas
alborotadísimo	alβoɾot̪aðisimo
alborotado	alβoɾot̪aðo
alborotador	alβoɾot̪aðoɾ
alborotados	alβoɾot̪aðos
alborotar	alβoɾot̪aɾ
alboroto	alβoɾot̪o
alborozada	alβoɾoθaða
alborozada	alβoɾosaða
alborozadas	alβoɾoθaðas
alborozadas	alβoɾosaðas
alborozado	alβoɾoθaðo
alborozado	alβoɾosaðo
alborozados	alβoɾoθaðos
alborozados	alβoɾosaðos
alborozar	alβoɾoθaɾ
alborozar	alβoɾosaɾ
alborozo	alβoɾoθo
alborozo	alβoɾoso
albricias	alβɾiθjas
albricias	alβɾisjas
albudeca	alβuðeka
albufera	alβufeɾa
álbum	alβũm
albumen	alβumẽn
albúmenes	alβumenes
álbumes	alβumes
albúmina	alβumina
albuminuria	alβuminuɾja
álbums	alβũns
albur	alβuɾ
albura	alβuɾa
albureada	alβuɾeaða
albureadas	alβuɾeaðas
albureado	alβuɾeaðo
albureados	alβuɾeaðos
alburear	alβuɾeaɾ
alburquerque	alβurkerke
alcabala	alkaβala
alcahuete	alkawet̪e
alcahuetería	alkawet̪eɾia
alcaicería	alkai̯θeɾia
alcaicería	alkai̯seɾia
alcaide	alkai̯ðe
alcaide	alkai̯ðe
alcaldable	alkal̪d̪aβle
alcaldada	alkal̪d̪aða
alcalde	alkal̪d̪e
alcaldía	alkal̪d̪ia
alcaldicio	alkal̪d̪iθjo
alcaldicio	alkal̪d̪isjo
alcalímetro	alkalimet̪ɾo
alcalinidad	alkaliniðað
alcalinización	alkaliniθaθjõn
alcalinización	alkalinisasjõn
alcalinizante	alkaliniθãn̪t̪e
alcalinizante	alkalinisãn̪t̪e
alcaloide	alkaloi̯ðe
alcance	alkãn̟θe
alcance	alkãnse
alcancía	alkãn̟θia
alcancía	alkãnsia
alcandora	alkãn̪d̪oɾa
alcanfor	alkãɱfoɾ
alcanforada	alkãɱfoɾaða
alcanforadas	alkãɱfoɾaðas
alcanforado	alkãɱfoɾaðo
alcanforados	alkãɱfoɾaðos
alcanforar	alkãɱfoɾaɾ
alcántara	alkãn̪t̪aɾa
alcántara	alkãn̪t̪aɾa
alcantarilla	alkãn̪t̪aɾiʎa
alcantarilla	alkãn̪t̪aɾiʝa
alcantarillado	alkãn̪t̪aɾiʎaðo
alcantarillado	alkãn̪t̪aɾiʝaðo
alcanzable	alkãn̟θaβle
alcanzable	alkãnsaβle
alcanzada	alkãn̟θaða
alcanzada	alkãnsaða
alcanzadas	alkãn̟θaðas
alcanzadas	alkãnsaðas
alcanzado	alkãn̟θaðo
alcanzado	alkãnsaðo
alcanzados	alkãn̟θaðos
alcanzados	alkãnsaðos
alcanzar	alkãn̟θaɾ
alcanzar	alkãnsaɾ
alcaraván	alkaɾaβãn
alcaravea	alkaɾaβea
alcatraz	alkat̪ɾaθ
alcatraz	alkat̪ɾas
alcaucil	alkau̯θil
alcaucil	alkau̯sil
alcaudón	alkau̯ðõn
alcayata	alkaʝat̪a
alcayota	alkaʝot̪a
alcazaba	alkaθaβa
alcazaba	alkasaβa
alcedón	al̟θeðõn
alcedón	alseðõn
alcélafo	al̟θelafo
alción	al̟θjõn
alción	alsjõn
alcista	al̟θist̪a
alcista	alsist̪a
alcoba	alkoβa
alcobendana	alkoβẽn̪d̪ana
alcobendanas	alkoβẽn̪d̪anas
alcobendano	alkoβẽn̪d̪ano
alcobendanos	alkoβẽn̪d̪anos
alcobendense	alkoβẽn̪d̪ẽnse
alcoholado	alkoolaðo
alcoholismo	alkoolizmo
alcoholista	alkoolist̪a
alcorán	alkoɾãn
alcorcón	alkorkõn
alcotán	alkot̪ãn
alcoy	alkoi̯
alcoyana	alkoʝana
alcoyanas	alkoʝanas
alcoyano	alkoʝano
alcoyanos	alkoʝanos
aldaba	al̪d̪aβa
aldabón	al̪d̪aβõn
aldabonazo	al̪d̪aβonaθo
aldabonazo	al̪d̪aβonaso
aldana	al̪d̪ana
aldea	al̪d̪ea
aldeana	al̪d̪eana
aldeanas	al̪d̪eanas
aldeano	al̪d̪eano
aldeanos	al̪d̪eanos
aldebarán	al̪d̪eβaɾãn
aldehídico	al̪d̪eiðiko
aldehído	al̪d̪eiðo
aldehuela	al̪d̪ewela
alditol	al̪d̪it̪ol
aldolasa	al̪d̪olasa
aldólico	al̪d̪oliko
aldónico	al̪d̪oniko
aldopentosa	al̪d̪opẽn̪t̪osa
aldosa	al̪d̪osa
aldosterona	al̪d̪ost̪eɾona
ale	ei̯l
aleación	aleaθjõn
aleación	aleasjõn
aleada	aleaða
aleadas	aleaðas
aleado	aleaðo
aleados	aleaðos
aleante	aleãn̪t̪e
aleatoriedad	aleat̪oɾjeðað
aleatorio	aleat̪oɾjo
aleatorización	aleat̪oɾiθaθjõn
aleatorización	aleat̪oɾisasjõn
aleatorizar	aleat̪oɾiθaɾ
aleatorizar	aleat̪oɾisaɾ
alebrestada	aleβɾest̪aða
alebrestadas	aleβɾest̪aðas
alebrestado	aleβɾest̪aðo
alebrestados	aleβɾest̪aðos
alebrestar	aleβɾest̪aɾ
alebrestarse	aleβɾest̪arse
alebrije	aleβɾixe
aleccionada	aleɣθjonaða
aleccionada	aleɣsjonaða
aleccionadas	aleɣθjonaðas
aleccionadas	aleɣsjonaðas
aleccionado	aleɣθjonaðo
aleccionado	aleɣsjonaðo
aleccionador	aleɣθjonaðoɾ
aleccionador	aleɣsjonaðoɾ
aleccionados	aleɣθjonaðos
aleccionados	aleɣsjonaðos
aleccionar	aleɣθjonaɾ
aleccionar	aleɣsjonaɾ
aleccioné	aleɣθjone
aleccioné	aleɣsjone
alecciono	aleɣθjono
alecciono	aleɣsjono
alechugada	alet͡ʃuɣaða
alechugadas	alet͡ʃuɣaðas
alechugado	alet͡ʃuɣaðo
alechugados	alet͡ʃuɣaðos
alechugar	alet͡ʃuɣaɾ
aledaño	aleðaɲo
alegación	aleɣaθjõn
alegación	aleɣasjõn
alegada	aleɣaða
alegadamente	aleɣaðamẽn̪t̪e
alegadas	aleɣaðas
alegado	aleɣaðo
alegados	aleɣaðos
alegal	aleɣal
alegar	aleɣaɾ
alegato	aleɣat̪o
alegoría	aleɣoɾia
alegórico	aleɣoɾiko
alegorizar	aleɣoɾiθaɾ
alegorizar	aleɣoɾisaɾ
alegrada	aleɣɾaða
alegradas	aleɣɾaðas
alegrado	aleɣɾaðo
alegrados	aleɣɾaðos
alegrando	aleɣɾãn̪d̪o
alegranza	aleɣɾãn̟θa
alegranza	aleɣɾãnsa
alegrar	aleɣɾaɾ
alegre	aleɣɾe
alegre	aleɣɾe
alegría	aleɣɾia
alegrísimo	aleɣɾisimo
alegro	aleɣɾo
alegrón	aleɣɾõn
alehop	aleoβ
alejada	alexaða
alejadas	alexaðas
alejado	alexaðo
alejador	alexaðoɾ
alejados	alexaðos
alejamiento	alexamjẽn̪t̪o
alejandra	alexãn̪d̪ɾa
alejandría	alexãn̪d̪ɾia
alejandrino	alexãn̪d̪ɾino
alejandro	alexãn̪d̪ɾo
alejandrópolis	alexãn̪d̪ɾopolis
alelado	alelaðo
alelamiento	alelamjẽn̪t̪o
alelopatía	alelopat̪ia
aleluya	aleluʝa
alemán	alemãn
alentada	alẽn̪t̪aða
alentadas	alẽn̪t̪aðas
alentado	alẽn̪t̪aðo
alentador	alẽn̪t̪aðoɾ
alentados	alẽn̪t̪aðos
alentar	alẽn̪t̪aɾ
alentarse	alẽn̪t̪arse
alentejana	alẽn̪t̪exana
alentejanas	alẽn̪t̪exanas
alentejano	alẽn̪t̪exano
alentejanos	alẽn̪t̪exanos
alentejo	alẽn̪t̪exo
aleonado	aleonaðo
alergóloga	alerɣoloɣa
alergología	alerɣoloxia
alergólogo	alerɣoloɣo
alerón	aleɾõn
alerta	alert̪a
alertada	alert̪aða
alertadas	alert̪aðas
alertado	alert̪aðo
alertados	alert̪aðos
alertamente	alert̪amẽn̪t̪e
alertamiento	alert̪amjẽn̪t̪o
alertando	alert̪ãn̪d̪o
alertar	alert̪aɾ
alertita	alert̪it̪a
alesna	alezna
aleta	alet̪a
aletada	alet̪aða
aletadas	alet̪aðas
aletargada	alet̪arɣaða
aletargadas	alet̪arɣaðas
aletargado	alet̪arɣaðo
aletargados	alet̪arɣaðos
aletargamiento	alet̪arɣamjẽn̪t̪o
aletargar	alet̪arɣaɾ
aletazo	alet̪aθo
aletazo	alet̪aso
aleteada	alet̪eaða
aleteadas	alet̪eaðas
aleteado	alet̪eaðo
aleteados	alet̪eaðos
aletear	alet̪eaɾ
aleteo	alet̪eo
aletría	alet̪ɾia
aletrina	alet̪ɾina
aleutiano	aleu̯t̪jano
alevantada	aleβãn̪t̪aða
alevantadas	aleβãn̪t̪aðas
alevantado	aleβãn̪t̪aðo
alevantados	aleβãn̪t̪aðos
alevantar	aleβãn̪t̪aɾ
aleve	aleβe
aleví	aleβi
alevín	aleβĩn
alevinaje	aleβinaxe
alevinos	aleβinos
alevosía	aleβosia
alevoso	aleβoso
alexitimia	aleɣsit̪imja
aleya	aleʝa
alfabetice	alfaβet̪iθe
alfabetice	alfaβet̪ise
alfabeticé	alfaβet̪iθe
alfabeticé	alfaβet̪ise
alfabético	alfaβet̪iko
alfabetismo	alfaβet̪izmo
alfabetizable	alfaβet̪iθaβle
alfabetizable	alfaβet̪isaβle
alfabetización	alfaβet̪iθaθjõn
alfabetización	alfaβet̪isasjõn
alfabetizada	alfaβet̪iθaða
alfabetizada	alfaβet̪isaða
alfabetizadas	alfaβet̪iθaðas
alfabetizadas	alfaβet̪isaðas
alfabetizado	alfaβet̪iθaðo
alfabetizado	alfaβet̪isaðo
alfabetizador	alfaβet̪iθaðoɾ
alfabetizador	alfaβet̪isaðoɾ
alfabetizados	alfaβet̪iθaðos
alfabetizados	alfaβet̪isaðos
alfabetizar	alfaβet̪iθaɾ
alfabetizar	alfaβet̪isaɾ
alfabetizo	alfaβet̪iθo
alfabetizo	alfaβet̪iso
alfabetizó	alfaβet̪iθo
alfabetizó	alfaβet̪iso
alfabeto	alfaβet̪o
alfadía	alfaðia
alfaguara	alfaɣwaɾa
alfalfada	alfalfaða
alfalfadas	alfalfaðas
alfalfado	alfalfaðo
alfalfados	alfalfaðos
alfanje	alfãŋxe
alfarda	alfarða
alfarista	alfaɾist̪a
alféizar	alfei̯θaɾ
alféizar	alfei̯saɾ
alfiletero	alfilet̪eɾo
alfombra	alfõmbɾa
alfombrada	alfõmbɾaða
alfombradas	alfõmbɾaðas
alfombrado	alfõmbɾaðo
alfombrados	alfõmbɾaðos
alfombrar	alfõmbɾaɾ
alfombrilla	alfõmbɾiʎa
alfombrilla	alfõmbɾiʝa
alfóncigo	alfõn̟θiɣo
alfóncigo	alfõnsiɣo
alfónsez	alfõnseθ
alfónsez	alfõnses
alfonsí	alfõnsi
alfonsinismo	alfõnsinizmo
alfonsino	alfõnsino
alfonso	alfõnso
alforfón	alforfõn
alfredo	alfɾeðo
alga	alɣa
algal	alɣal
algalia	alɣalja
algar	alɣaɾ
algarabía	alɣaɾaβia
algarada	alɣaɾaða
algarroba	alɣaroβa
algarrobal	alɣaroβal
algarrobo	alɣaroβo
algazara	alɣaθaɾa
algazara	alɣasaɾa
álgebra	alxeβɾa
algebraico	alxeβɾai̯ko
algebrista	alxeβɾist̪a
álgido	alxiðo
alginato	alxinat̪o
algo	alɣo
algodón	alɣoðõn
algodonal	alɣoðonal
algodonar	alɣoðonaɾ
algodonera	alɣoðoneɾa
algodonero	alɣoðoneɾo
algodonoso	alɣoðonoso
algofilia	alɣofilja
algol	alɣol
algóloga	alɣoloɣa
algología	alɣoloxia
algólogo	alɣoloɣo
algometría	alɣomet̪ɾia
algonquina	alɣõŋkina
algonquino	alɣõŋkino
algosa	alɣosa
algosas	alɣosas
algoso	alɣoso
algosos	alɣosos
alguacil	alɣwaθil
alguacil	alɣwasil
alguer	alɣeɾ
algueresa	alɣeɾesa
alguereses	alɣeɾeses
alguien	alɣjẽn
alguito	alɣit̪o
algún	alɣũn
alguna	alɣuna
algunas	alɣunas
alguno	alɣuno
algunos	alɣunos
alhajada	alaxaða
alhajadas	alaxaðas
alhajado	alaxaðo
alhajados	alaxaðos
alhambra	alãmbɾa
alharaquiento	alaɾakjẽn̪t̪o
alholva	alolβa
