aa	ɑː
kansikota	k ɑ n s̠ i k o̞ t̪ ɑ
kansio	k ɑ n s̠ i o̞
kansipahvi	k ɑ n s̠ i p ɑ x ʋ i
kansiproomu	k ɑ n s̠ i p r o̞ː m u
kansittaminen	k ɑ n s̠ i t̪ː ɑ m i n e̞ n
kanslianeuvos	k ɑ n s̠ l i ɑ n e̞ u̯ ʋː o̞ s̠
kanssa	k ɑ n s̠ː ɑ
kanssamatkustaja	k ɑ n s̠ː ɑ m ɑ t̪ k u s̠ t̪ ɑ j ɑ
kanta	k ɑ n̪ t̪ ɑ
kantaa	k ɑ n̪ t̪ ɑː
kantaa	k ɑ n̪ t̪ ɑː ʔ
kantabaltoslaavi	k ɑ n̪ t̪ ɑ b ɑ l t̪ o̞ s̠ l ɑː ʋ i
kantabaltti	k ɑ n̪ t̪ ɑ b ɑ l t̪ː i
kantagermaani	k ɑ n̪ t̪ ɑ ɡ e̞ r m ɑː n i
kantaindoeurooppa	k ɑ n̪ t̪ ɑ i n d o̞ e̞ u r o̞ː pː ɑ
kantaitiö	k ɑ n̪ t̪ ɑ i t̪ i ø̞
kantaja	k ɑ n̪ t̪ ɑ j ɑ
kantajakaasu	k ɑ n̪ t̪ ɑ j ɑ k ɑː s̠ u
kantajoukko	k ɑ n̪ t̪ ɑ j o̞ u̯ kː o̞
kantalinnoite	k ɑ n̪ t̪ ɑ l i nː o̞ i̯ t̪ e̞ ʔ
kantalippu	k ɑ n̪ t̪ ɑ l i pː u
kantaliuos	k ɑ n̪ t̪ ɑ l i u̯ o̞ s̠
kantalukujärjestelmä	k ɑ n̪ t̪ ɑ l u k u j æ r j e̞ s̠ t̪ e̞ l m æ
kantama	k ɑ n̪ t̪ ɑ m ɑ
kantapiste	k ɑ n̪ t̪ ɑ p i s̠ t̪ e̞ ʔ
kantapää	k ɑ n̪ t̪ ɑ p æː
kantarauta	k ɑ n̪ t̪ ɑ r ɑ u̯ t̪ ɑ
kantarelli	k ɑ n̪ t̪ ɑ r e̞ lː i
kantarelli	k ɑ n̪ t̪ː ɑ r e̞ lː i
kantasaame	k ɑ n̪ t̪ ɑ s̠ ɑː m e̞
kantasieni	k ɑ n̪ t̪ ɑ s̠ i e̞̯ n i
kantasolututkimus	k ɑ n̪ t̪ ɑ s̠ o̞ l u t̪ u t̪ k i m u s̠
kantatie	k ɑ n̪ t̪ ɑ t̪ i e̞̯
kantautua	k ɑ n̪ t̪ ɑ u t̪ u ɑ ʔ
kantavuus	k ɑ n̪ t̪ ɑ ʋ uː s̠
kanto	k ɑ n̪ t̪ o̞
kantoaine	k ɑ n̪ t̪ o̞ ɑ i̯ n e̞ ʔ
kantohihna	k ɑ n̪ t̪ o̞ h i h n ɑ
kantohinta	k ɑ n̪ t̪ o̞ h i n̪ t̪ ɑ
kantokahva	k ɑ n̪ t̪ o̞ k ɑ x ʋ ɑ
kantokehys	k ɑ n̪ t̪ o̞ k e̞ ɦ y s̠
kantokerros	k ɑ n̪ t̪ o̞ k e̞ rː o̞ s̠
kantokori	k ɑ n̪ t̪ o̞ k o̞ r i
kantokotelo	k ɑ n̪ t̪ o̞ k o̞ t̪ e̞ l o̞
kantokuorma	k ɑ n̪ t̪ o̞ k u o̞̯ r m ɑ
kantokyky	k ɑ n̪ t̪ o̞ k y k y
kantolaukku	k ɑ n̪ t̪ o̞ l ɑ u̯ kː u
kantoliina	k ɑ n̪ t̪ o̞ l iː n ɑ
kantomatka	k ɑ n̪ t̪ o̞ m ɑ t̪ k ɑ
kantomies	k ɑ n̪ t̪ o̞ m i e̞̯ s̠
kantopaarit	k ɑ n̪ t̪ o̞ p ɑː r i t̪
kantopiiri	k ɑ n̪ t̪ o̞ p iː r i
kantopommi	k ɑ n̪ t̪ o̞ p o̞ mː i
kantopuu	k ɑ n̪ t̪ o̞ p uː
kantoraha	k ɑ n̪ t̪ o̞ r ɑ ɦ ɑ
kantoraketti	k ɑ n̪ t̪ o̞ r ɑ k e̞ t̪ː i
kantoripa	k ɑ n̪ t̪ o̞ r i p ɑ
kantoryhmä	k ɑ n̪ t̪ o̞ r y ç m æ
kantosatula	k ɑ n̪ t̪ o̞ s̠ ɑ t̪ u l ɑ
kantoside	k ɑ n̪ t̪ o̞ s̠ i d e̞ ʔ
kantosieni	k ɑ n̪ t̪ o̞ s̠ i e̞̯ n i
kantotaso	k ɑ n̪ t̪ o̞ t̪ ɑ s̠ o̞
kantotasoalus	k ɑ n̪ t̪ o̞ t̪ ɑ s̠ o̞ ɑ l u s̠
kantoteline	k ɑ n̪ t̪ o̞ t̪ e̞ l i n e̞ ʔ
kantovesa	k ɑ n̪ t̪ o̞ ʋ e̞ s̠ ɑ
kantovesi	k ɑ n̪ t̪ o̞ ʋ e̞ s̠ i
kantoväline	k ɑ n̪ t̪ o̞ ʋ æ l i n e̞ ʔ
kantri	k ɑ n̪ t̪ r i
kantrimusiikki	k ɑ n̪ t̪ r i m u s̠ iː kː i
kanttori	k ɑ n̪ t̪ː o̞ r i
kanuuna	k ɑ n uː n ɑ
kaoliinisavi	k ɑ o̞ l iː n i s̠ ɑ ʋ i
kaoottisesti	k ɑ o̞ː t̪ː i s̠ e̞ s̠ t̪ i ʔ
kapakalakeitto	k ɑ p ɑ k ɑ l ɑ k e̞ i̯ t̪ː o̞
kapaloiminen	k ɑ p ɑ l o̞ i m i n e̞ n
kapaloitseminen	k ɑ p ɑ l o̞ i t s̠ e̞ m i n e̞ n
kapalovyö	k ɑ p ɑ l o̞ ʋ y ø̞̯
kapanala	k ɑ p ɑ n ɑ l ɑ
kapea	k ɑ p e̞ ɑ
kapeasti	k ɑ p e̞ ɑ s̠ t̪ i ʔ
kapellimestari	k ɑ p e̞ lː i m e̞ s̠ t̪ ɑ r i
kapeus	k ɑ p e̞ u s̠
kapillaarisesti	k ɑ p i l l ɑː r i s̠ e̞ s̠ t̪ i ʔ
kapillaarivaikutus	k ɑ p i l l ɑː r i ʋ ɑ i̯ k u t̪ u s̠
kapinoida	k ɑ p i n o̞ i d ɑ ʔ
kapinoiminen	k ɑ p i n o̞ i m i n e̞ n
kapinoitseminen	k ɑ p i n o̞ i t s̠ e̞ m i n e̞ n
kapioarkku	k ɑ p i o̞ ɑ r kː u
kapiot	k ɑ p i o̞ t̪
kapista	k ɑ p i s̠ t̪ ɑ ʔ
kapitalismi	k ɑ p i t̪ ɑ l i s̠ m i
kapitalisoiminen	k ɑ p i t̪ ɑ l i s̠ o̞ i m i n e̞ n
kapituli	k ɑ p i t̪ u l i
kapoinen	k ɑ p o̞ i̯ n e̞ n
kapoittain	k ɑ p o̞ i̯ t̪ː ɑ i̯ n
kappa	k ɑ pː ɑ
kappale	k ɑ pː ɑ l e̞ ʔ
kappaleenvaihto	k ɑ pː ɑ l e̞ː n ʋ ɑ i̯ ç t̪ o̞
kappaletavara	k ɑ pː ɑ l e̞ t̪̚ t̪ ɑ ʋ ɑ r ɑ
kappireki	k ɑ pː i r e̞ k i
kapriinihappo	k ɑ p r iː n i h ɑ pː o̞
kapris	k ɑ p r i s̠
kaprokki	k ɑ p r o̞ kː i
kapryylihappo	k ɑ p r yː l i h ɑ pː o̞
kapsahdella	k ɑ p s̠ ɑ h d e̞ lː ɑ ʔ
kapsahtaminen	k ɑ p s̠ ɑ x t̪ ɑ m i n e̞ n
kapsäkki	k ɑ p s̠ æ kː i
kapu	k ɑ p u
kapuaminen	k ɑ p u ɑ m i n e̞ n
kapula	k ɑ p u l ɑ
kapulahissi	k ɑ p u l ɑ h i s̠ː i
kaput	k ɑ p u t̪
kapuuni	k ɑ p uː n i
karaatti	k ɑ r ɑː t̪ː i
karahdella	k ɑ r ɑ h d e̞ lː ɑ ʔ
karahtaminen	k ɑ r ɑ x t̪ ɑ m i n e̞ n
karahvi	k ɑ r ɑ x ʋ i
karahviviini	k ɑ r ɑ x ʋ i ʋ iː n i
karakteristinen	k ɑ r ɑ k t̪ e̞ r i s̠ t̪ i n e̞ n
karambola	k ɑ r ɑ m b o̞ l ɑ
karamelli	k ɑ r ɑ m e̞ lː i
karamellijäätelö	k ɑ r ɑ m e̞ lː i j æː t̪ e̞ l ø̞
karamellisoida	k ɑ r ɑ m e̞ lː i s̠ o̞ i d ɑ ʔ
karamelloida	k ɑ r ɑ m e̞ lː o̞ i d ɑ ʔ
karata	k ɑ r ɑ t̪ ɑ ʔ
karate	k ɑ r ɑ t̪ e̞
karautella	k ɑ r ɑ u t̪ e̞ lː ɑ ʔ
karavaanitie	k ɑ r ɑ ʋ ɑː n i t̪ i e̞̯
karbamaatti	k ɑ r b ɑ m ɑː t̪ː i
karbamiinihappo	k ɑ r b ɑ m iː n i h ɑ pː o̞
karboksylaasi	k ɑ r b o̞ k s̠ y l ɑː s̠ i
karboksylaatti	k ɑ r b o̞ k s̠ y l ɑː t̪ː i
karboksyyliryhmä	k ɑ r b o̞ k s̠ yː l i r y ç m æ
karbonatiitti	k ɑ r b o̞ n ɑ t̪ iː t̪ː i
karbonyyli	k ɑ r b o̞ n yː l i
kardaanitunneli	k ɑ r d ɑː n i t̪ u nː e̞ l i
kardemumma	k ɑː r d e̞ m u mː ɑ
kare	k ɑ r e̞
kare	k ɑ r e̞ ʔ
kareilla	k ɑ r e̞ i̯ lː ɑ ʔ
karenssi	k ɑ r e̞ n s̠ː i
karheasti	k ɑ r h e̞ ɑ s̠ t̪ i ʔ
karhi	k ɑ r h i
karhiainen	k ɑ r h i ɑ i n e̞ n
karho	k ɑ r h o̞
karhu	k ɑ r h u
karhukainen	k ɑ r h u k ɑ i n e̞ n
karhukirje	k ɑ r h u k i r j e̞ ʔ
karhukissa	k ɑ r h u k i s̠ː ɑ
karhukoira	k ɑ r h u k o̞ i̯ r ɑ
karhunpeijaiset	k ɑ r h u m p e̞ i̯ jː ɑ i̯ s̠ e̞ t̪
karhunvartija	k ɑ r h u n ʋ ɑ r t̪ i j ɑ
karhusaari	k ɑ r h u s̠ ɑː r i
kari	k ɑ r i
karibilainen	k ɑ r i b i l ɑ i n e̞ n
karijokelainen	k ɑ r i j o̞ k e̞ l ɑ i n e̞ n
karijoki	k ɑ r i j o̞ k i
karikkoranta	k ɑ r i kː o̞ r ɑ n̪ t̪ ɑ
karioottinen	k ɑ r i o̞ː t̪ː i n e̞ n
karisma	k ɑ r i s̠ m ɑ
karismaattinen	k ɑ r i s̠ m ɑː t̪ː i n e̞ n
karistaminen	k ɑ r i s̠ t̪ ɑ m i n e̞ n
karisteheinä	k ɑ r i s̠ t̪ e̞ h h e̞ i̯ n æ
karistella	k ɑ r i s̠ t̪ e̞ lː ɑ ʔ
karistesieni	k ɑ r i s̠ t̪ e̞ s̠ s̠ i e̞̯ n i
karita	k ɑ r i t̪ ɑ
karitsa	k ɑ r i t s̠ ɑ
kariutuminen	k ɑ r i u t̪ u m i n e̞ n
karja	k ɑ r j ɑ
karjafarmi	k ɑ r j ɑ f ɑ r m i
karjahdella	k ɑ r j ɑ h d e̞ lː ɑ ʔ
karjahtaminen	k ɑ r j ɑ x t̪ ɑ m i n e̞ n
karjahteleminen	k ɑ r j ɑ x t̪ e̞ l e̞ m i n e̞ n
karjaiseminen	k ɑ r j ɑ i̯ s̠ e̞ m i n e̞ n
karjakartano	k ɑ r j ɑ k ɑ r t̪ ɑ n o̞
karjakeittiö	k ɑ r j ɑ k e̞ i̯ t̪ː i ø̞
karjala	k ɑ r j ɑ l ɑ
karjalainen	k ɑ r j ɑ l ɑ i n e̞ n
karjamaja	k ɑ r j ɑ m ɑ j ɑ
karjamajalaitos	k ɑ r j ɑ m ɑ j ɑ l ɑ i̯ t̪ o̞ s̠
karjanhoitaja	k ɑ r j ɑ n h o̞ i̯ t̪ ɑ j ɑ
karjanjalostus	k ɑ r j ɑ n j ɑ l o̞ s̠ t̪ u s̠
karjankasvattaja	k ɑ r j ɑ ŋ k ɑ s̠ ʋ ɑ t̪ t̪ ɑ j ɑ
karjankasvatus	k ɑ r j ɑ ŋ k ɑ s̠ ʋ ɑ t̪ u s̠
karjankellot	k ɑ r j ɑ ŋ k e̞ lː o̞ t̪
karjankuljetusauto	k ɑ r j ɑ ŋ k u l j e̞ t̪ u s̠ ɑ u t̪ o̞
karjanlaidun	k ɑ r j ɑ n l ɑ i̯ d u n
karjanlanta	k ɑ r j ɑ n l ɑ n̪ t̪ ɑ
karjanomistaja	k ɑ r j ɑ n o̞ m i s̠ t̪ ɑ j ɑ
karjanostaja	k ɑ r j ɑ n o̞ s̠ t̪ ɑ j ɑ
karjanpito	k ɑ r j ɑ m p i t̪ o̞
karjanrehu	k ɑ r j ɑ n r e̞ ɦ u
karjanruoka	k ɑ r j ɑ n r u o̞̯ k ɑ
karjanruokinta	k ɑ r j ɑ n r u o̞̯ k i n̪ t̪ ɑ
karjantarkkailu	k ɑ r j ɑ n t̪ ɑ r kː ɑ i̯ l u
karjanäyttely	k ɑ r j ɑ n æ y̯ t̪ː e̞ l y
karjapolku	k ɑ r j ɑ p o̞ l k u
karjarotu	k ɑ r j ɑ r o̞ t̪ u
karjarutto	k ɑ r j ɑ r u t̪ː o̞
karjatalouskone	k ɑ r j ɑ t̪ ɑ l o̞ u s̠ k o̞ n e̞ ʔ
karjataloustuote	k ɑ r j ɑ t̪ ɑ l o̞ u s̠ t̪ u o̞̯ t̪ e̞ ʔ
karjatarha	k ɑ r j ɑ t̪ ɑ r h ɑ
karjaton	k ɑ r j ɑ t̪ o̞ n
karjavene	k ɑ r j ɑ ʋ e̞ n e̞ ʔ
karju	k ɑ r j u
karju	k ɑ r j u ʔ
karjuko	k ɑ r j u k o̞
karjuko	k ɑ r j u k o̞ ʔ
karjuminen	k ɑ r j u m i n e̞ n
karkaaminen	k ɑ r k ɑː m i n e̞ n
karkaiseminen	k ɑ r k ɑ i̯ s̠ e̞ m i n e̞ n
karkauspäivä	k ɑ r k ɑ u s̠ p æ i̯ ʋ æ
karkaussekunti	k ɑ r k ɑ u s̠ s̠ e̞ k u n̪ t̪ i
karkaussekunti	k ɑ r k ɑ u s̠ s̠ e̞ k u n̪ t̪ː i
karkausvuosi	k ɑ r k ɑ u s̠ ʋ u o̞̯ s̠ i
karkea	k ɑ r k e̞ ɑ
karkeasti	k ɑ r k e̞ ɑ s̠ t̪ i ʔ
karkeistaa	k ɑ r k e̞ i̯ s̠ t̪ ɑː ʔ
karkeistaminen	k ɑ r k e̞ i̯ s̠ t̪ ɑ m i n e̞ n
karkeistyö	k ɑ r k e̞ i̯ s̠ t̪ y ø̞̯
karkeutuminen	k ɑ r k e̞ u t̪ u m i n e̞ n
karkki	k ɑ r kː i
karkkila	k ɑ r kː i l ɑ
karkkilainen	k ɑ r kː i l ɑ i n e̞ n
karkkilalainen	k ɑ r kː i l ɑ l ɑ i n e̞ n
karkkipussi	k ɑ r kː i p u s̠ː i
karkottaminen	k ɑ r k o̞ t̪ː ɑ m i n e̞ n
karkulainen	k ɑ r k u l ɑ i n e̞ n
karkuteille	k ɑ r k u t̪ e̞ i̯ lː e̞ ʔ
karkuteillä	k ɑ r k u t̪ e̞ i̯ lː æ
karkuteiltä	k ɑ r k u t̪ e̞ i̯ l t̪ æ
karkutie	k ɑ r k u t̪ i e̞̯
karma	k ɑ r m ɑ
karmeasti	k ɑ r m e̞ ɑ s̠ t̪ i ʔ
karmia	k ɑ r m i ɑ ʔ
karnosinaasi	k ɑ r n o̞ s̠ i n ɑː s̠ i
karnotiitti	k ɑ r n o̞ t̪ iː t̪ː i
karoliina	k ɑ r o̞ l iː n ɑ
karoliininen	k ɑ r o̞ l iː n i n e̞ n
karppinen	k ɑ r pː i n e̞ n
karpponen	k ɑ r pː o̞ n e̞ n
karri	k ɑ rː i
karrikana	k ɑ rː i k ɑ n ɑ
karsastaminen	k ɑ r s̠ ɑ s̠ t̪ ɑ m i n e̞ n
karsia	k ɑ r s̠ i ɑ ʔ
karsikkokivi	k ɑ r s̠ i kː o̞ k i ʋ i
karsikkolauta	k ɑ r s̠ i kː o̞ l ɑ u̯ t̪ ɑ
karsikkopuu	k ɑ r s̠ i kː o̞ p uː
karsimalmi	k ɑ r s̠ i m ɑ l m i
karsiminen	k ɑ r s̠ i m i n e̞ n
karsina	k ɑ r s̠ i n ɑ
karsinan	k ɑ r s̠ i n ɑ n
karskisti	k ɑ r s̠ k i s̠ t̪ i ʔ
karsta	k ɑ r s̠ t̪ ɑ
karstaaminen	k ɑ r s̠ t̪ ɑː m i n e̞ n
karstialue	k ɑ r s̠ t̪ i ɑ l u e̞ ʔ
karstula	k ɑ r s̠ t̪ u l ɑ
karstulalainen	k ɑ r s̠ t̪ u l ɑ l ɑ i n e̞ n
kartano	k ɑ r t̪ ɑ n o̞
kartanonherra	k ɑ r t̪ ɑ n o̞ n h e̞ rː ɑ
kartanpiirustus	k ɑ r t̪ ɑ m p iː r u s̠ t̪ u s̠
karting	k ɑ r t̪ i ŋː
karting	k ɑ r t̪ː i ŋː
kartiohammaspyörä	k ɑ r t̪ i o̞ h ɑ mː ɑ s̠ p y ø̞̯ r æ
kartioholkki	k ɑ r t̪ i o̞ h o̞ l kː i
kartiorullalaakeri	k ɑ r t̪ i o̞ r u lː ɑ l ɑː k e̞ r i
kartografi	k ɑ r t̪ o̞ ɡ r ɑ f i
kartografisesti	k ɑ r t̪ o̞ ɡ r ɑ f i s̠ e̞ s̠ t̪ i ʔ
kartoitus	k ɑ r t̪ o̞ i̯ t̪ u s̠
kartonki	k ɑ r t̪ o̞ ŋ k i
karttaa	k ɑ r t̪ː ɑː
karttaa	k ɑ r t̪ː ɑː ʔ
karttajousi	k ɑ r t̪ː ɑ j o̞ u̯ s̠ i
karttakaavio	k ɑ r t̪ː ɑ k ɑː ʋ i o̞
karttakokoelma	k ɑ r t̪ː ɑ k o̞ k o̞ e̞ l m ɑ
karttakotelo	k ɑ r t̪ː ɑ k o̞ t̪ e̞ l o̞
karttamerkki	k ɑ r t̪ː ɑ m e̞ r kː i
karttapallo	k ɑ r t̪ː ɑ p ɑ lː o̞
karttapalvelu	k ɑ r t̪ː ɑ p ɑ l ʋ e̞ l u
karttatie	k ɑ r t̪ː ɑ t̪ i e̞̯
karttuisa	k ɑ r t̪ː u i̯ s̠ ɑ
karttuminen	k ɑ r t̪ː u m i n e̞ n
kartuntaluettelo	k ɑ r t̪ u n̪ t̪ ɑ l u e̞ t̪ t̪ e̞ l o̞
karuselli	k ɑ r u s̠ e̞ lː i
karusti	k ɑ r u s̠ t̪ i ʔ
karva	k ɑ r ʋ ɑ
karvaamo	k ɑ r ʋ ɑː m o̞
karvaasti	k ɑ r ʋ ɑː s̠ t̪ i ʔ
karvahattu	k ɑ r ʋ ɑ h ɑ t̪ː u
karvaisuus	k ɑ r ʋ ɑ i̯ s̠ uː s̠
karvajalkahyppymyyrä	k ɑ r ʋ ɑ j ɑ l k ɑ h y pː y m yː r æ
karvakato	k ɑ r ʋ ɑ k ɑ t̪ o̞
karvakaulus	k ɑ r ʋ ɑ k ɑ u̯ l u s̠
karvakenkä	k ɑ r ʋ ɑ k e̞ ŋ k æ
karvakuonovompatti	k ɑ r ʋ ɑ k u o̞̯ n o̞ ʋ o̞ m p ɑ t̪ː i
karvalakki	k ɑ r ʋ ɑ l ɑ kː i
karvalakkilähetystö	k ɑ r ʋ ɑ l ɑ kː i l æ ɦ e̞ t̪ y s̠ t̪ ø̞
karvalakkimalli	k ɑ r ʋ ɑ l ɑ kː i m ɑ lː i
karvalakkipuoli	k ɑ r ʋ ɑ l ɑ kː i p u o̞̯ l i
karvalanka	k ɑ r ʋ ɑ l ɑ ŋ k ɑ
karvalankamatto	k ɑ r ʋ ɑ l ɑ ŋ k ɑ m ɑ t̪ː o̞
karvalehti	k ɑ r ʋ ɑ l e̞ h t̪ i
karvallinen	k ɑ r ʋ ɑ l l i n e̞ n
karvamerkki	k ɑ r ʋ ɑ m e̞ r kː i
karvanaama	k ɑ r ʋ ɑ n ɑː m ɑ
karvanaamainen	k ɑ r ʋ ɑ n ɑː m ɑ i̯ n e̞ n
karvanjuuri	k ɑ r ʋ ɑ n j uː r i
karvankasvu	k ɑ r ʋ ɑ ŋ k ɑ s̠ ʋ u
karvanluonti	k ɑ r ʋ ɑ n l u o̞̯ n̪ t̪ i
karvanpoistoaine	k ɑ r ʋ ɑ m p o̞ i̯ s̠ t̪ o̞ ɑ i̯ n e̞ ʔ
karvanvaihto	k ɑ r ʋ ɑ n ʋ ɑ i̯ ç t̪ o̞
karvanysty	k ɑ r ʋ ɑ n y s̠ t̪ y
karvapeite	k ɑ r ʋ ɑ p e̞ i̯ t̪ e̞ ʔ
karvapeitteinen	k ɑ r ʋ ɑ p e̞ i̯ t̪ː e̞ i̯ n e̞ n
karvapintainen	k ɑ r ʋ ɑ p i n̪ t̪ ɑ i̯ n e̞ n
karvareuhka	k ɑ r ʋ ɑ r e̞ u̯ x k ɑ
karvari	k ɑ r ʋ ɑ r i
karvarintainen	k ɑ r ʋ ɑ r i n̪ t̪ ɑ i̯ n e̞ n
karvas	k ɑ r ʋ ɑ s̠
karvasaine	k ɑ r ʋ ɑ s̠ ɑ i̯ n e̞ ʔ
karvasara	k ɑ r ʋ ɑ s̠ ɑ r ɑ
karvasipuli	k ɑ r ʋ ɑ s̠ i p u l i
karvasivellin	k ɑ r ʋ ɑ s̠ i ʋ e̞ lː i n
karvasmanteli	k ɑ r ʋ ɑ s̠ m ɑ n̪ t̪ e̞ l i
karvasmanteliöljy	k ɑ r ʋ ɑ s̠ m ɑ n̪ t̪ e̞ l i ø̞ l j y
karvasputki	k ɑ r ʋ ɑ s̠ p u t̪ k i
karvastaa	k ɑ r ʋ ɑ s̠ t̪ ɑː ʔ
karvastella	k ɑ r ʋ ɑ s̠ t̪ e̞ lː ɑ ʔ
karvastelu	k ɑ r ʋ ɑ s̠ t̪ e̞ l u
karvasto	k ɑ r ʋ ɑ s̠ t̪ o̞
karvattomuus	k ɑ r ʋ ɑ t̪ t̪ o̞ m uː s̠
karvatukko	k ɑ r ʋ ɑ t̪ u kː o̞
karvaus	k ɑ r ʋ ɑ u s̠
karvia	k ɑ r ʋ i ɑ
karviainen	k ɑ r ʋ i ɑ i n e̞ n
karviaiskoiso	k ɑ r ʋ i ɑ i̯ s̠ k o̞ i̯ s̠ o̞
karviaispistiäinen	k ɑ r ʋ i ɑ i̯ s̠ p i s̠ t̪ i æ i n e̞ n
karvialainen	k ɑ r ʋ i ɑ l ɑ i n e̞ n
karvianjoki	k ɑ r ʋ i ɑ n j o̞ k i
karyogamia	k ɑ r y o̞ ɡ ɑ m i ɑ
kasa	k ɑ s̠ ɑ
kasailla	k ɑ s̠ ɑ i̯ lː ɑ ʔ
kasakka	k ɑ s̠ ɑ kː ɑ
kasakkapaita	k ɑ s̠ ɑ kː ɑ p ɑ i̯ t̪ ɑ
kasapäissä	k ɑ s̠ ɑ p æ i̯ s̠ː æ
kasari	k ɑ s̠ ɑ r i
kasarmi	k ɑ s̠ ɑ r m i
kasarmialue	k ɑ s̠ ɑ r m i ɑ l u e̞ ʔ
kasautumislaki	k ɑ s̠ ɑ u t̪ u m i s̠ l ɑ k i
kasautumispiste	k ɑ s̠ ɑ u t̪ u m i s̠ p i s̠ t̪ e̞ ʔ
kasetti	k ɑ s̠ e̞ t̪ː i
kasettisoitin	k ɑ s̠ e̞ t̪ː i s̠ o̞ i̯ t̪ i n
kasino	k ɑ s̠ i n o̞
kasinotalous	k ɑ s̠ i n o̞ t̪ ɑ l o̞ u s̠
kasipallo	k ɑ s̠ i p ɑ lː o̞
kaskadihäiriö	k ɑ s̠ k ɑ d i h æ i̯ r i ø̞
kaskelotti	k ɑ s̠ k e̞ l o̞ t̪ː i
kaskenpolttaja	k ɑ s̠ k e̞ m p o̞ l t̪ː ɑ j ɑ
kaskenpoltto	k ɑ s̠ k e̞ m p o̞ l t̪ː o̞
kaskenvierto	k ɑ s̠ k e̞ n ʋ i e̞̯ r t̪ o̞
kaski	k ɑ s̠ k i
kaskinen	k ɑ s̠ k i n e̞ n
kaskiröykkiö	k ɑ s̠ k i r ø̞ y̯ kː i ø̞
kaskislainen	k ɑ s̠ k i s̠ l ɑ i n e̞ n
kasku	k ɑ s̠ k u
kasperi	k ɑ s̠ p e̞ r i
kassa	k ɑ s̠ː ɑ
kassava	k ɑ s̠ː ɑ ʋ ɑ
kassi	k ɑ s̠ː i
kassiopeia	k ɑ s̠ː i o̞ p e̞ i ɑ
kastaa	k ɑ s̠ t̪ ɑː ʔ
kastajaiset	k ɑ s̠ t̪ ɑ j ɑ i s̠ e̞ t̪
kastaminen	k ɑ s̠ t̪ ɑ m i n e̞ n
kastane	k ɑ s̠ t̪ ɑ n e̞
kastanja	k ɑ s̠ t̪ ɑ n j ɑ
kaste	k ɑ s̠ t̪ e̞ ʔ
kasteallas	k ɑ s̠ t̪ e̞ ʔ ɑ lː ɑ s̠
kastekaapu	k ɑ s̠ t̪ e̞ k̚ k ɑː p u
kasteleminen	k ɑ s̠ t̪ e̞ l e̞ m i n e̞ n
kastella	k ɑ s̠ t̪ e̞ lː ɑ ʔ
kasteluauto	k ɑ s̠ t̪ e̞ l u ɑ u t̪ o̞
kastelujärjestelmä	k ɑ s̠ t̪ e̞ l u j æ r j e̞ s̠ t̪ e̞ l m æ
kastelukanava	k ɑ s̠ t̪ e̞ l u k ɑ n ɑ ʋ ɑ
kastelukannu	k ɑ s̠ t̪ e̞ l u k ɑ nː u
kasteluvesi	k ɑ s̠ t̪ e̞ l u ʋ e̞ s̠ i
kasteluviljely	k ɑ s̠ t̪ e̞ l u ʋ i l j e̞ l y
kastemato	k ɑ s̠ t̪ e̞ m m ɑ t̪ o̞
kastemekko	k ɑ s̠ t̪ e̞ m m e̞ kː o̞
kastepisara	k ɑ s̠ t̪ e̞ p̚ p i s̠ ɑ r ɑ
kastepiste	k ɑ s̠ t̪ e̞ p̚ p i s̠ t̪ e̞ ʔ
kastepistemittari	k ɑ s̠ t̪ e̞ p̚ p i s̠ t̪ e̞ m m i t̪ː ɑ r i
kasteristi	k ɑ s̠ t̪ e̞ r r i s̠ t̪ i
kastevaate	k ɑ s̠ t̪ e̞ ʋ ʋ ɑː t̪ e̞ ʔ
kasti	k ɑ s̠ t̪ i
kastijako	k ɑ s̠ t̪ i j ɑ k o̞
kastikekauha	k ɑ s̠ t̪ i k e̞ k̚ k ɑ u̯ ɦ ɑ
kastilaitos	k ɑ s̠ t̪ i l ɑ i̯ t̪ o̞ s̠
kastliina	k ɑ s̠ t̪ l iː n ɑ
kastraattilaulaja	k ɑ s̠ t̪ r ɑː t̪ː i l ɑ u̯ l ɑ j ɑ
kastua	k ɑ s̠ t̪ u ɑ ʔ
kastuminen	k ɑ s̠ t̪ u m i n e̞ n
kasuaalipeli	k ɑ s̠ u ɑː l i p e̞ l i
kasvaa	k ɑ s̠ ʋ ɑː ʔ
kasvain	k ɑ s̠ ʋ ɑ i̯ n
kasvattaa	k ɑ s̠ ʋ ɑ t̪ː ɑː ʔ
kasvattivanhemmat	k ɑ s̠ ʋ ɑ t̪ː i ʋ ɑ n h e̞ mː ɑ t̪
kasvattiveli	k ɑ s̠ ʋ ɑ t̪ː i ʋ e̞ l i
kasvatussosiologi	k ɑ s̠ ʋ ɑ t̪ u s̠ s̠ o̞ s̠ i o̞ l o̞ ɡ i
kasvatussosiologia	k ɑ s̠ ʋ ɑ t̪ u s̠ s̠ o̞ s̠ i o̞ l o̞ ɡ i ɑ
kasvatustiede	k ɑ s̠ ʋ ɑ t̪ u s̠ t̪ i e̞̯ d e̞ ʔ
kasvatustyö	k ɑ s̠ ʋ ɑ t̪ u s̠ t̪ y ø̞̯
kasvianatomia	k ɑ s̠ ʋ i ɑ n ɑ t̪ o̞ m i ɑ
