a	ɑː
sinder	s i n d e r
sinewealt	s i n e w æ ɑ̯ l t
sinewealtnes	s i n e w æ ɑ̯ l t n e s
sineƿealt	s i n e w æ ɑ̯ l t
sineƿealtnes	s i n e w æ ɑ̯ l t n e s
singal	s i ŋ ɡ ɑ l
singan	s i n ɡ ɑ n
sinhweorfan	s i n ʍ e o r f ɑ n
sinhƿeorfan	s i n ʍ e o r f ɑ n
sinniht	s i n n i x t
sinu	s i n u
sinwealt	s i n w æ ɑ l t
sinƿealt	s i n w æ ɑ̯ l t
sittan	s i t t ɑ n
siwian	s i w i ɑ n
sixtig	s i k s t i j
siþ	s iː θ
siþfæt	s iː θ f æ t
siþian	s iː θ i ɑ n
siþþan	s i θ θ ɑ n
siƿian	s i w i ɑ n
slaga	s l ɑ ɣ ɑ
slapian	s l ɑː p i ɑ n
slaw	s l ɑː w
slaƿ	s l ɑː w
slean	s l æː ɑ n
slecg	s l e d d ʒ
slege	s l e j e
slief	s l iː y̯ f
sliefleas	s l iː y̯ f l æː ɑ̯ s
sliepan	s l iː y̯ p ɑ n
sliepescoh	s l iː y̯ p e ʃ oː h
slifan	s l iː f ɑ n
sliht	s l i x t
sliht	s l i ç t
slipor	s l i p o r
slitan	s l iː t ɑ n
sliþe	s l iː θ e
slupan	s l uː p ɑ n
slæc	s l æ k
slæp	s l æː p
slæpan	s l æː p ɑ n
slæpern	s l æː p e r n
slæpleast	s l æː p l æː ɑ̯ s t
slæwþ	s l æː w θ
slæƿþ	s l æː w θ
smeagan	s m æː ɑ ɣ ɑ n
smeage	s m æː ɑ ɣ e
smeah	s m æː ɑ h
smearcian	s m æ ɑ̯ r k i ɑ n
smeart	s m æ ɑ r t
smeortan	s m e o r t ɑ n
smeþe	s m eː θ e
smicer	s m i k e r
smicor	s m i k o r
smitan	s m iː t ɑ n
smiþ	s m i θ
smiþian	s m i θ i ɑ n
smoca	s m o k ɑ
smugan	s m uː ɣ ɑ n
snaca	s n ɑ k ɑ
snaw	s n ɑː w
snawig	s n ɑː w i j
snaƿ	s n ɑː w
snaƿig	s n ɑː w i j
snegel	s n e j e l
snican	s n iː k ɑ n
sniwan	s n iː w ɑ n
sniþan	s n iː θ ɑ n
sniƿan	s n iː w ɑ n
snoru	s n o r u
snotingaham	s n o t i ŋ ɡ ɑ h ɑː m
snotingahamscir	s n o t i ŋ ɡ ɑ h ɑː m ʃ iː r
snotor	s n o t o r
snægl	s n æ j l
socc	s o k k
socen	s oː k e n
socn	s oː k n
sodoma	s o d o m ɑ
sodome	s o d o m e
softe	s oː f t e
sol	s o l
sol	s oː l
solian	s o l i ɑ n
solmonaþ	s o l m oː n ɑ θ
somnian	s o m n i ɑ n
somnian	s õ m n i ɑ n
sona	s oː n ɑ
sorgian	s o r ɡ i ɑ n
sorh	s o r x
soþ	s oː θ
soþes	s oː θ e s
soþgiedd	s oː θ j i y dː
soþian	s oː θ i ɑ n
soþlic	s oː θ l iː t͡ʃ
soþlice	s oː θ l iː t͡ʃ e
soþtacen	s oː θ t ɑː k e n
spadu	s p ɑ d u
spala	s p ɑ l ɑ
spane	s p ɑ n e
spann	s p ɑ n n
spanu	s p ɑ n u
spearlira	s p æ ɑ̯ r l i r ɑ
spearwa	s p æ ɑ̯ r w ɑ
spearƿa	s p æ ɑ̯ r w ɑ
sped	s p eː d
spedan	s p eː d ɑ n
spedig	s p eː d i j
spel	s p e l
spelc	s p e l k
spelc	s p e l t͡ʃ
spelcean	s p e l t͡ʃ ɑ n
speld	s p e l d
spelian	s p e l i ɑ n
spendan	s p e n d ɑ n
spere	s p e r e
sperehealf	s p e r e h æ ɑ l f
spic	s p i t͡ʃ
spicing	s p iː k i ŋ ɡ
spilcan	s p i l t͡ʃ ɑ n
spillan	s p i l l ɑ n
spinelhealf	s p i n e l h æ ɑ l f
spitu	s p i t
spiwan	s p iː w ɑ n
spiƿan	s p iː w ɑ n
splott	s p l o t t
spor	s p o r u
spowan	s p oː w ɑ n
spoƿan	s p oː w ɑ n
sprecan	s p r e k ɑ n
sprecol	s p r e k o l
sprengan	s p r e n d͡ʒ ɑ n
sprengan	s p r e ŋ ɡ ɑ n
springan	s p r i ŋ ɡ ɑ n
spryttan	s p r y t a n
spræc	s p r æː k
spræc	s p r æː t ʃ
spræcleas	s p r æː t͡ʃ l æː ɑ s
spurnan	s p u r n ɑ n
spyrd	s p y r d
spætan	s p æː t ɑ n
stacga	s t ɑ ɡ ɡ ɑ
stalu	s t ɑ l u
stan	s t ɑː n
stand	s t ɑ n d
standan	s t ɑ n d ɑ n
stanfah	s t ɑː n f ɑː x
staniht	s t ɑː n i ç t
stanrocc	s t ɑː n r o k k
stapol	s t ɑ p o l
staþol	s t ɑ θ o l
staþolian	s t ɑ θ o l i ɑ n
stealc	s t æ ɑ l k
steall	s t æ ɑ l l
stearcmod	s t æ ɑ̯ r k m oː d
steartlian	s t æ ɑ r t l i ɑ n
stede	s t e d e
stefn	s t e f n
steman	s t eː m ɑ n
stemn	s t e m n̩
steopcild	s t eː o p t͡ʃ i l d
steopdohtor	s t eː o̯ p d o h t o r
steopfæder	s t eː o̯ p f æ d e r
steopmodor	s t eː o̯ p m oː d o r
steopsunu	s t eː o̯ p s u n u
steor	s t eː o r
steorfan	s t e o̯ r f ɑ n
steorn	s t e o̯ r n
steorra	s t e o r r ɑ
steort	s t e o̯ r t
steppan	s t e p p ɑ n
sticca	s t i k k ɑ
stice	s t i t͡ʃ e
stiepel	s t iː y̯ p e l
stieran	s t iː y r ɑ n
stig	s t i j
stig	s t iː j
stigan	s t iː ɡ ɑ n
stigel	s t i j e l
stigon	s t i ɣ o n
stillan	s t i l l ɑ n
stille	s t i l l e
stincan	s t i n k ɑ n
sting	s t i n ɡ
stod	s t oː d
stofn	s t o f n
stol	s t oː l
storc	s t o r k
storm	s t o r m
stowlic	s t oː w l iː t͡ʃ
stowlice	s t oː w l iː t͡ʃ e
stoƿlic	s t oː w l iː t͡ʃ
stoƿlice	s t oː w l iː t͡ʃ e
strang	s t r ɑ n ɡ
strange	s t r ɑ n ɡ e
stream	s t r æː ɑ m
streaw	s t r æː ɑ w
streawberige	s t r æː ɑ w b e r i j e
streawian	s t r æː ɑ w i ɑ n
streaƿ	s t r æː ɑ w
streaƿberige	s t r æː ɑ w b e r i j e
streaƿian	s t r æː ɑ w i ɑ n
stregdan	s t r e j d ɑ n
streng	s t r e ŋ ɡ
strengest	s t r e n d͡ʒ e s t
strengra	s t r e n ɡ r ɑ
strengþu	s t r e ŋ ɡ θ u
strican	s t r iː k ɑ n
strod	s t r oː d
struta	s t r uː t ɑ
stræc	s t r æ k
stræl	s t r æː l
stræt	s t r æː t
stund	s t u n d
stunian	s t u n i ɑ n
stunt	s t u n t
stycce	s t y t t͡ʃ e
styria	s t y r i ɑ
styrian	s t y r j ɑ n
stæf	s t æ f
stæfcræft	s t æ f k r æ f t
stæfgefeg	s t æ f j e f eː j
stæflic	s t æ f l iː t ʃ
stæfrof	s t æ f r oː f
stæg	s t æ j
stægel	s t æː j e l
stæger	s t æː j e r
stælan	s t æː l
stæna	s t æː n ɑ
stænen	s t æː n e n
stær	s t æ r
stær	s t æː r
su	s uː
sucan	s uː k ɑ n
sufel	s u f e l
sugan	s uː ɣ ɑ n
sugu	s u ɡ u
sul	s uː l
sulh	s u l x
sum	s u m
sumerhus	s u m e r h uː s
sumerlæcan	s u m e r l æː t͡ʃ ɑ n
sumor	s u m o r
sunbryne	s u n b r y n e
sund	s u n d
sunder	s u n d e r
sundor	s u n d o r
sundwudu	s u n d w u d u
sundƿudu	s u n d w u d u
sunlic	s u n l iː t͡ʃ
sunnandæg	s u n n ɑ n d æ j
sunnanæfen	s u n n ɑ n æː f e n
sunne	s u n n e
sunnebeam	s u n n e b æː ɑ m
sunsunu	s u n s u n u
sunu	s u n u
sure	s uː r e
susl	s uː s l
suþ	s uː θ
suþerne	s uː θ e r n e
swa	s w ɑː
swamm	s w ɑ m m
swan	s w ɑ n
swan	s w ɑː n
swapan	s w ɑː p ɑ n
swat	s w ɑː t
swatþyrel	s w aː t θ y r e l
swaþrian	s w ɑ θ r i ɑ n
swealwe	s w æ ɑ̯ l w e
sweard	s w æ ɑ r d
swearm	s w æ ɑ r m
sweart	s w æ ɑ̯ r t
swefan	s w e f ɑ n
swefl	s w e f l̩
swefn	s w e f n̩
sweg	s w eː j
swegan	s w eː j ɑ n
swegel	s w e j e l
swegelwuldor	s w e j e l w u l d o r
sweger	s w e j e r
swegl	s w e j l
swelc	s w e l t͡ʃ
swelce	s w e l t͡ʃ e
swelgan	s w e l ɣ ɑ n
swellan	s w e l l ɑ n
sweltan	s w e l t ɑ n
sweoland	s w eː o l ɑ n d
sweor	s w e o̯ r
sweor	s w eː o̯ r
sweora	s w eː o r ɑ
sweord	s w e o̯ r d
sweorice	s w eː o r i t͡ʃ e
sweoster	s w e o s t e r
sweostor	s w e o s t o r
sweotol	s w e o t o l
swerian	s w e r i ɑ n
swete	s w eː t e
sweþel	s w e θ e l
swican	s w iː k ɑ n
swicdom	s w i k d oː m
swicol	s w i k o l
swiera	s w iː y r ɑ
swifan	s w iː f ɑ n
swige	s w iː j e
swigian	s w iː ɣ i ɑ n
swilc	s w i l t͡ʃ
swilce	s w i l t͡ʃ e
swin	s w iː n
swincan	s w i ŋ k ɑ n
swindan	s w i n d a n
swinn	s w i n n
swinsian	s w i n s i ɑ n
swiþ	s w iː θ
swiþferhþ	s w iː θ f e r x θ
swiþhun	s w iː θ h uː n
swiþlic	s w iː θ l i t͡ʃ
swiþost	s w iː θ o s t
swiþra	s w iː θ r ɑ
swogan	s w oː ɣ ɑ n
swogen	s w oː ɣ e n
swylc	s w y l t͡ʃ
swæcc	s w æ k k
swær	s w æː r
swæs	s w æː s
swætan	s w æː t ɑ n
swæþ	s w æ θ
swæþer	s w æ θ e r
syllic	s y l l iː t ʃ
synder	s y n d e r
syndrian	s y n d r i ɑ n
syngian	s y n ɡ i ɑ n
synn	s y n n
syxta	s y k s t ɑ
syþþan	s y θ θ ɑ n
sæ	s æː
sæbat	s æː b ɑː t
sæcc	s æ t t ʃ
sæd	s æ d
sæd	s æː d
sægde	s æ j d e
sægrund	s æː ɡ r u n d
sægþ	s æ j θ
sæl	s æ l
sæl	s æː l
sælan	s æː l ɑ n
sælig	s æː l i j
sæliþend	s æː l iː θ e n d
sælþ	s æː l θ
sæmeþe	s æː m eː θ e
sæp	s æ p
sæteresdæg	s æ t e r e s d æ j
sæterndæg	s æ t e r n d æ j
sæternesdæg	s æ t e r n e s d æ j
sæweard	s æː w æ ɑ r d
sæwudu	s æː w u d u
sæþeof	s æː θ eː o̯ f
sæƿeard	s æː w æ ɑ r d
sæƿudu	s æː w u d u
sƿa	s w ɑː
sƿamm	s w ɑ m m
sƿan	s w ɑ n
sƿan	s w ɑː n
sƿapan	s w ɑː p ɑ n
sƿat	s w ɑː t
sƿatþyrel	s w aː t θ y r e l
sƿaþrian	s w ɑ θ r i ɑ n
sœcan	s øː t͡ʃ ɑ n
sƿealƿe	s w æ ɑ̯ l w e
sƿearm	s w æ ɑ r m
sƿeart	s w æ ɑ r t
sƿefl	s w e f l̩
sƿefn	s w e f n̩
sƿeg	s w eː j
sƿegan	s w eː j ɑ n
sƿegel	s w e j e l
sƿegelƿuldor	s w e j e l w u l d o r
sƿeger	s w e j e r
sƿegl	s w e j l
sƿelc	s w e l t͡ʃ
sƿelce	s w e l t͡ʃ e
sƿellan	s w e l l ɑ n
sƿeltan	s w e l t ɑ n
sƿeoland	s w eː o l ɑ n d
sƿeor	s w e o̯ r
sƿeor	s w eː o̯ r
sƿeora	s w eː o r ɑ
sƿeord	s w e o r d
sƿeorice	s w eː o r i t͡ʃ e
sƿeoster	s w e o s t e r
sƿeostor	s w e o s t o r
sƿeotol	s w e o t o l
sƿerian	s w e r i ɑ n
sƿete	s w eː t e
sƿeþel	s w e θ e l
sƿican	s w iː k ɑ n
sƿicdom	s w i k d oː m
sƿicol	s w i k o l
sƿiera	s w iː y r ɑ
sƿifan	s w iː f ɑ n
sƿige	s w iː j e
sƿigian	s w iː ɣ i ɑ n
sƿilc	s w i l t͡ʃ
sƿilce	s w i l t ʃ e
sƿin	s w iː n
sƿincan	s w i ŋ k ɑ n
sƿindan	s w i n d a n
sƿinn	s w i n n
sƿinsian	s w i n s i ɑ n
sƿiþferhþ	s w iː θ f e r x θ
sƿiþhun	s w iː θ h uː n
sƿiþlic	s w iː θ l i t͡ʃ
sƿiþost	s w iː θ o s t
sƿiþra	s w iː θ r ɑ
sƿogan	s w oː ɣ ɑ n
sƿogen	s w oː ɣ e n
sƿylc	s w y l t͡ʃ
sƿæcc	s w æ k k
sƿæfon	s w æː f o n
sƿær	s w æː r
sƿæs	s w æː s
sƿætan	s w æː t ɑ n
sƿæþ	s w æ θ
sƿæþer	s w æ θ e r
ta	t ɑː
tacan	t ɑ k ɑ n
tacen	t ɑː k e n
tacn	t ɑː k n̩
tacne	t ɑː k n e
tacnian	t ɑː k n i ɑ n
tacnung	t ɑː k n u ŋ ɡ
tacor	t ɑː k o r
talian	t ɑ l i ɑ n
tannere	t ɑ n n e r e
tannian	t ɑ n n i ɑ n
tapor	t ɑ p o r
targa	t ɑ r ɣ ɑ
tawian	t ɑ w i ɑ n
taƿian	t ɑ w i ɑ n
te	t e
teag	t æː ɑ x
teah	t æː ɑ x
team	t æː ɑ m
tear	t æː ɑ̯ r
teld	t e l d
tellan	t e l l ɑ n
temesian	t e m e s i ɑ n
temian	t e m i ɑ n
tempel	t e m p e l
templ	t e m p l
teon	t eː o n
teond	t eː o n d
teors	t e o r s
teoru	t e o r u
teoþa	t eː o̯ θ ɑ
termen	t e r m e n
teru	t e r u
ticcen	t i t t͡ʃ e n
tid	t iː d
tien	t iː y̯ n
tigele	t i j e l e
tiger	t i ɡ e r
til	t i l
tilian	t i l i ɑ n
tima	t iː m a
timber	t i m b e r
tin	t i n
tinclian	t i n k l i ɑ n
tind	t i n d
tintregian	t i n t r e ɣ i ɑ n
tir	t iː r
tirgan	t i r j ɑ n
tiw	t iː w
tiwesdæg	t iː w e s d æ j
tiƿ	t iː w
tiƿesdæg	t i w e s d æ j
to	t oː
tocnyssan	t oː k n y s s ɑ n
tocweþan	t oː k w e θ ɑ n
tocyme	t oː k y m e
tocyrran	t oː t͡ʃ y r r ɑ n
tocƿeþan	t oː k w e θ ɑ n
todreosan	t oː d r eː o̯ s ɑ n
todrifan	t oː d r iː f ɑ n
todæg	t oː d æ j
todælan	t oː d æː l a n
tofaran	t oː f ɑ r ɑ n
tofeallan	t oː f æ ɑ l l ɑ n
toferan	t oː f eː r ɑ n
toflowan	t oː f l oː w ɑ n
tofloƿan	t oː f l oː w ɑ n
togang	t oː ɡ ɑ ŋ ɡ
togeanes	t oː j æː ɑ n e s
togeiecendlic	t oː j e iː y̯ k e n d l iː t͡ʃ
togeotan	t oː j eː o̯ t ɑ n
togesceadan	t oː j e ʃ æː ɑ d ɑ n
togian	t o ɣ i ɑ n
togotennes	t oː ɡ o t e n n e s
togædere	t oː ɡ æ d e r e
toh	t oː x
tohladan	t oː h l ɑ d ɑ n
tohopa	t oː h o p ɑ
tohreran	t oː h r eː r ɑ n
tohweorfan	t oː ʍ e o r f ɑ n
tohyht	t oː h y h t
tohƿeorfan	t oː ʍ e o r f ɑ n
tolicgan	t oː l i d d͡ʒ ɑ n
toll	t o l l
tolucan	t oː l uː k ɑ n
tolysan	t oː l yː s ɑ n
tolætan	t oː l æː t ɑ n
tomearcian	t oː m æ ɑ r k i ɑ n
tomearcodnes	t oː m æ ɑ r k o d n e s
tonemnan	t oː n e m n ɑ n
torfian	t o r f i ɑ n
torht	t o r x t
torn	t o r n
torr	t o r r
tosamnian	t oː s ɑ m n i ɑ n
tosawan	t oː s ɑː w ɑ n
tosaƿan	t oː s ɑː w ɑ n
tosceadan	t oː ʃ æː ɑ d ɑ n
toseþan	t oː s eː θ ɑ n
toslitan	t oː s l iː t ɑ n
tosmeagan	t oː s m æː ɑ ɣ ɑ n
tosundrian	t oː s u n d r i ɑ n
tosyndrian	t oː s y n d r i ɑ n
toteon	t oː t eː o n
totwæman	t oː t w æː m ɑ n
totwæmednes	t oː t w æː m e d n e s
totƿæman	t oː t w æː m ɑ n
totƿæmednes	t oː t w æː m e d n e s
toweard	t oː w æ ɑ̯ r d
toweardnes	t oː w æ ɑ̯ r d n e s
towrecan	t oː w r e k ɑ n
towritan	t oː w r iː t ɑ n
toþ	t oː θ
toþgar	t oː θ ɡ ɑː r
toþsticca	t oː θ s t i k k ɑ
toƿeard	t oː w æ ɑ̯ r d
toƿeardnes	t oː w æ ɑ̯ r d n e s
toƿrecan	t oː w r e k ɑ n
toƿritan	t oː w r iː t ɑ n
traht	t r ɑ x t
tredan	t r e d ɑ n
treg	t r e ɣ
treg	t r eː j
trega	t r e ɣ ɑ
trendel	t r e n d e l
treow	t r eː o w
treowwyrhta	t r eː o̯ w w y r x t ɑ
treoƿ	t r eː o w
treoƿƿyrhta	t r eː o̯ w w y r x t ɑ
trig	t i j
trinkan	t r i ŋ k a n
trog	t r o ɡ
troh	t r o h
trucian	t r u k i ɑ n
truwian	t r uː w i ɑ n
truƿian	t r uː w i ɑ n
trymman	t r y m m ɑ n
tu	t uː
tucian	t uː k i ɑ n
tudor	t uː d o r
tulge	t u l j e
tulge	t u l ɣ e
tun	t uː n
tunge	t u n ɡ e
tunggelælle	t u ŋ ɡ j e l æ l l e
tunglen	t u ŋ ɡ l e n
tungol	t u n ɡ o l
tungolbære	t u ŋ ɡ o l b æː r e
tungolcræft	t u ŋ ɡ o l k r æ f t
turnian	t u r n i ɑ n
turtle	t u r t l e
tusc	t uː s k
tux	t uː k s
twa	t w ɑː
twegen	t w eː j e n
twelf	t w e l f
twentig	t w eː n t i j
tweo	t w eː o̯
tweowa	t w e o̯ w ɑ
twiccian	t w i k k i ɑ n
twidælan	t w i d æː l ɑ n
twiecge	t w i e d d͡ʒ e
twifete	t w i f eː t e
twih	t w iː ç
twirædness	t w i r æː d n e s s
twiscyldig	t w i ʃ y l d i j
twisla	t w i s l ɑ
twæde	t w æː d e
twæman	t w æː m ɑ n
twæming	t w æː m i ŋ ɡ
tydre	t yː d r e
tyge	t y j e
tyht	t y ç t
tynan	t yː n ɑ n
tæcan	t æː t ʃ ɑ n
tæcing	t æː t͡ʃ i ŋ ɡ
tæcung	t æː t͡ʃ u ŋ ɡ
tægel	t æ j e l
tægl	t æ j l̩
tæsan	t æː s ɑ n
tƿa	t w ɑː
tƿegen	t w eː j e n
tƿelf	t w e l f
tƿentig	t w eː n t i j
tƿeo	t w eː o
tƿeoƿa	t w e o̯ w ɑ
tƿiccian	t w i k k i ɑ n
tƿidælan	t w i d æː l ɑ n
tƿiecge	t w i e d d͡ʒ e
tƿifete	t w i f eː t e
tƿih	t w iː ç
tƿirædness	t w i r æː d n e s s
tƿiscyldig	t w i ʃ y l d i j
tƿisla	t w i s l ɑ
tƿæde	t w æː d e
tƿæman	t w æː m ɑ n
tƿæming	t w æː m i ŋ ɡ
uder	uː d e r
ufan	u f ɑ n
uhta	uː h t ɑ
uhtcearu	uː x t k æ ɑ r u
ulan	uː l ɑ n
ule	uː l e
unasundrodlic	u n ɑː s u n d r o d l iː t͡ʃ
unbryce	u n b r y t ʃ e
unbryce	u n b r yː t ʃ e
unc	u n k
uncit	u ŋ k i t
uncumliþe	u n k u m l iː θ e
uncumliþnes	u n k u m l iː θ n e s
uncuþ	u n k uː θ
undeadlic	u n d æː ɑ̯ d l iː t͡ʃ
undeadlicnes	u n d æː ɑ̯ d l iː k n e s
under	u n d e r
underbugan	u n d e r b uː ɣ ɑ n
underburg	u n d e r b u r ɡ
underbæc	u n d e r b æ k
undercyrran	u n d e r t͡ʃ y r r ɑ n
undern	u n d e r n
underneoþan	u n d e r n e o̯ θ ɑ n
undersmeagan	u n d e r s m æː ɑ ɣ ɑ n
understandan	u n d e r s t ɑ n d ɑ n
underþeodan	u n d e r θ eː o d ɑ n
undæd	u n d æː d
uneaþe	u n æː ɑ̯ θ e
unforht	u n f o r x t
unfulfremed	u n f u l f r e m e d
unfulfremednes	u n f u l f r e m e d n e s
ungehiersum	u n j e h iː y̯ r s u m
ungehiersumnes	u n j e h iː y̯ r s u m n e s
ungelic	u n j e l iː t͡ʃ
ungenemnendlic	u n j e n e m n e n d l iː t͡ʃ
ungescead	u n j e ʃ ɑː d
ungesewenlic	u n j e s e w e n l iː t͡ʃ
ungeseƿenlic	u n j e s e w e n l iː t͡ʃ
ungewemmed	u n j e w e m m e d
ungewemmednes	u n j e w e m m e d n e s
ungewintred	u n j e w i n t r e d
ungewunelic	u n j e w u n e l iː t͡ʃ
ungewæpnod	u n j e w æː p n o d
ungeƿemmed	u n j e w e m m e d
ungeƿemmednes	u n j e w e m m e d n e s
ungeƿintred	u n j e w i n t r e d
ungeƿunelic	u n j e w u n e l iː t͡ʃ
ungeƿæpnod	u n j e w æː p n o d
ungleaw	u n ɣ l æː ɑ̯ w
ungleawlice	u n ɣ l æː ɑ̯ w l iː t͡ʃ e
ungleawnes	u n ɡ l æː ɑ̯ w n e s
ungleawnes	u n ɣ l æː ɑ̯ w n e s
ungleawscipe	u n ɡ l æː ɑ̯ w ʃ i p e
ungleawscipe	u n ɣ l æː ɑ̯ w ʃ i p e
ungleaƿ	u n ɡ l æː ɑ w
ungleaƿlice	u n ɡ l æː ɑ w l iː t͡ʃ e
ungleaƿnes	u n ɡ l æː ɑ w n e s
ungleaƿscipe	u n ɡ l æː ɑ w ʃ i p e
ungod	u n ɡ oː d
ungod	u n ɣ oː d
ungyrdan	u n ɡ y r d ɑ n
unhalig	u n h ɑː l i j
unligne	u n l iː j n e
unlucan	u n l uː k ɑ n
unlyft	u n l y f t
unlæd	u n l æː d
unmennisclic	u n m e n n i ʃ l iː t͡ʃ
unmihtlic	u n m i h t l iː t ʃ
unnan	u n n ɑ n
unriht	u n r i h t
unrihthæmed	u n r i ç t h æː m e d
unrihtwis	u n r i h t w iː s
unrihtwisnes	u n r i h t w iː s n e s
unrihtƿis	u n r i h t w iː s
unrihtƿisnes	u n r i h t w iː s n e s
unripe	u n r iː p e
unsawen	u n s ɑː w e n
unsaƿen	u n s ɑː w e n
unscyld	u n ʃ y l d
unscyldig	u n ʃ y l d i j
unseald	u n s æ ɑ l d
unsoþian	u n s oː θ i ɑ n
untigan	u n t iː j ɑ n
untime	u n t iː m e
unwealt	u n w æ ɑ̯ l t
unweder	u n w e d e r
unwemme	u n w e m m e
unwemming	u n w e m m i ŋ ɡ
unwitod	u n w i t o d
unwiþmetendlic	u n w i θ m e t e n d l iː t͡ʃ
unwæstmbære	u n w æ s t m̩ b æː r e
unþeaw	u n θ æː ɑ̯ w
unþeaƿ	u n θ æː ɑ̯ w
unƿealt	u n w æ ɑ l t
unƿeder	u n w e d e r
unƿemme	u n w e m m e
unƿemming	u n w e m m i ŋ ɡ
unƿitod	u n w i t o d
unƿiþmetendlic	u n w i θ m e t e n d l iː t͡ʃ
unƿæstmbære	u n w æ s t m b æː r e
up	u p
upcund	u p k u n d
upgang	u p ɡ ɑ n ɡ
upp	u pː
ur	uː r
ure	uː r e
us	uː s
usc	uː s k
user	uː s e r
usic	uː s i t͡ʃ
ut	uː t
utan	uː t ɑ n
ute	uː t e
utfus	uː t f uː s
utgang	uː t ɡ ɑ n ɡ
utlaga	uː t l ɑ ɡ ɑ
utlenda	uː t l e n d ɑ
utlendisc	uː t l e n d i ʃ
uþwita	uː θ w i t ɑ
uþwitegung	uː θ w i t e ɡ u n ɡ
uþwitian	uː θ w i t ɑ n
uþwitlic	uː θ w i t l iː t͡ʃ
uþƿitegung	uː θ w i t e ɡ u n ɡ
uþƿitian	uː θ w i t ɑ n
uþƿitlic	uː θ w i t l iː t͡ʃ
wa	w ɑː
wacan	w ɑ k ɑ n
wacian	w ɑ k i ɑ n
wacian	w ɑː k i ɑ n
wacnes	w ɑː k n e s
wacol	w ɑ k o l
wacor	w ɑ k o r
wad	w ɑː d
wadan	w ɑ d ɑ n
wafian	w ɑ f i ɑ n
wafian	w ɑː f i ɑ n
wagian	w ɑ ɣ i ɑ n
walhhnutu	w ɑ l x h n u t u
wamb	w ɑ m b
wan	w ɑ n
wancol	w ɑ n k o l
wand	w ɑ n d
wandeweorpe	w ɑ n d e w e o̯ r p e
wandian	w ɑ n d i ɑ n
wang	w ɑ ŋ ɡ
wange	w ɑ ŋ ɡ e
wangtoþ	w ɑ ŋ ɡ t oː θ
wann	w ɑ n n
wansceaft	w ɑ n ʃ æ ɑ f t
wansælig	w ɑ n s æː l i j
warnian	w ɑ r n i ɑ n
waroþ	w ɑ r o θ
waru	w ɑ r u
wascan	w ɑ ʃ ɑ n
wase	w ɑː s e
wasend	w ɑː s e n d
wawa	w ɑː w ɑ
we	w eː
wea	w æː ɑ
wealas	w æ ɑ̯ l ɑ s
wealcian	w æ ɑ l k i ɑ n
wealcol	w æ ɑ l k o l
weald	w æ ɑ l d
wealda	w æ ɑ l d ɑ
wealdan	w æ ɑ l d ɑ n
wealdend	w æ ɑ l d e n d
wealh	w æ ɑ̯ l h
wealhstod	w æ ɑ̯ l h s t o d
wealhþeow	w æ ɑ l x θ eː o w
weall	w æ ɑ̯ l l
weall	w æ ɑ̯ ɫ ɫ
wean	w æː ɑ n
weana	w æː ɑ n ɑ
weard	w æ ɑ r d
weardian	w æ ɑ r d i ɑ n
wearg	w æ ɑ r ɣ
weargcweþan	w æ ɑ r ɣ k w e θ ɑ n
wearh	w æ ɑ r x
wearm	w æ ɑ̯ r m
wearn	w æ ɑ r n
wearte	w æ ɑ r t e
weatacen	w æː ɑ t ɑː k e n
weax	w æ ɑ̯ k s
weaxan	w æ ɑ k s ɑ n
weaxcandel	w æ ɑ̯ k s k ɑ n d e l
webb	w e bː
weccan	w e t t͡ʃ ɑ n
wecg	w e d d͡ʒ
wecgan	w e d d͡ʒ ɑ n
wedd	w e d d
weddung	w e d d u ŋ ɡ
weder	w e d e r
wederas	w e d e r ɑ s
wedertacen	w e d e r t ɑː k e n
wefan	w e f ɑ n
weg	w e j
wegan	w e ɣ ɑ n
wel	w e l
weler	w e l e r
welisc	w eː l i ʃ
welwillende	w e l w i l l e n d e
welwillendlice	w e l w i l l e n d l iː t͡ʃ e
welwillendnes	w e l w i l l e n d n e s
weman	w eː m ɑ n
wemman	w e m m ɑ n
wemmend	w e m m e n d
wemming	w e m m i ŋ ɡ
wen	w eː n
wenan	w eː n ɑ n
wendan	w e n d ɑ n
wendelsæ	w e n d e l s æː
wenden	w e n d e n
wendlas	w e n d l ɑ s
wendle	w e n d l e
wenian	w e n i ɑ n
weod	w eː o d
weodmonaþ	w eː o̯ d m oː n ɑ θ
weofod	w eː o̯ f o d
weoh	w eː o x
weorcsum	w e o r k s u m
weorold	w e o̯ r o l d
weorpan	w e o r p ɑ n
weorþ	w e o r θ
weorþan	w e o r θ ɑ n
weorþian	w e o r θ i ɑ n
weorþmynd	w e o r θ m y n d
weorþscipe	w e o r θ ʃ i p e
wepan	w eː p ɑ n
wer	w e r
wera	w e r ɑ
weras	w e r ɑ s
werian	w e r j ɑ n
werig	w eː r i j
werlic	w e r l iː t͡ʃ
werod	w e r o d
werwulf	w e r w u l f
wesan	w e s ɑ n
wesan	w eː s ɑ n
wese	w eː s e
wesend	w e s e n d
wesende	w e s e n d e
west	w e s t
westan	w eː s t ɑ n
westen	w eː s t e n
westerne	w e s t e r n e
weðer	w e θ e r
weþe	w eː θ e
weþer	w e θ e r
wic	w iː k
wic	w iː t͡ʃ
wicca	w i t t͡ʃː ɑ
wiccan	w i t t ʃ ɑ n
wicce	w i t t͡ʃ e
wiccecræft	w i t t͡ʃ e k r æ f t
