a	ɒ
emírségek	ɛ m iː r ʃ eː ɡ ɛ k
emóció	ɛ m oː t͡s iʲ oː
emóciók	ɛ m oː t͡s iʲ oː k
emő	ɛ m øː
emőke	ɛ m øː k ɛ
enciklopédia	ɛ n t͡s i k l o p eː d iʲ ɒ
enciklopédiák	ɛ n t͡s i k l o p eː d iʲ aː k
endodermisz	ɛ n d o d ɛ r m i s
endokrin	ɛ n d o k r i n
endokrinológia	ɛ n d o k r i n o l oː ɡ iʲ ɒ
endre	ɛ n d r ɛ
endívia	ɛ n d iː v iʲ ɒ
energetika	ɛ n ɛ r ɡ ɛ t i k ɒ
energetikai	ɛ n ɛ r ɡ ɛ t i k ɒʲ i
energia	ɛ n ɛ r ɡ iʲ ɒ
energiaellátás	ɛ n ɛ r ɡ iʲ ɒ ɛ lː aː t aː ʃ
energiaigény	ɛ n ɛ r ɡ iʲ ɒʲ i ɡ eː ɲ
energiaválság	ɛ n ɛ r ɡ iʲ ɒ v aː l ʃ aː ɡ
energikus	ɛ n ɛ r ɡ i k u ʃ
energiák	ɛ n ɛ r ɡ iʲ aː k
energiát	ɛ n ɛ r ɡ iʲ aː t
enged	ɛ ŋ ɡ ɛ d
engedelem	ɛ ŋ ɡ ɛ d ɛ l ɛ m
engedelme	ɛ ŋ ɡ ɛ d ɛ l m ɛ
engedelmed	ɛ ŋ ɡ ɛ d ɛ l m ɛ d
engedelmeddel	ɛ ŋ ɡ ɛ d ɛ l m ɛ dː ɛ l
engedelmek	ɛ ŋ ɡ ɛ d ɛ l m ɛ k
engedelmes	ɛ ŋ ɡ ɛ d ɛ l m ɛ ʃ
engedelmesebb	ɛ ŋ ɡ ɛ d ɛ l m ɛ ʃ ɛ bː
engedelmeskedik	ɛ ŋ ɡ ɛ d ɛ l m ɛ ʃ k ɛ d i k
engedelmesség	ɛ ŋ ɡ ɛ d ɛ l m ɛ ʃː eː ɡ
engedelmességek	ɛ ŋ ɡ ɛ d ɛ l m ɛ ʃː eː ɡ ɛ k
engedelmetek	ɛ ŋ ɡ ɛ d ɛ l m ɛ t ɛ k
engedelmetekkel	ɛ ŋ ɡ ɛ d ɛ l m ɛ t ɛ kː ɛ l
engedelmében	ɛ ŋ ɡ ɛ d ɛ l m eː b ɛ n
engedelmével	ɛ ŋ ɡ ɛ d ɛ l m eː v ɛ l
engedelmük	ɛ ŋ ɡ ɛ d ɛ l m y k
engedelmükkel	ɛ ŋ ɡ ɛ d ɛ l m y kː ɛ l
engedetlen	ɛ ŋ ɡ ɛ d ɛ t l ɛ n
engedetlenkedik	ɛ ŋ ɡ ɛ d ɛ t l ɛ ŋ k ɛ d i k
engedetlenkedés	ɛ ŋ ɡ ɛ d ɛ t l ɛ ŋ k ɛ d eː ʃ
engedetlenség	ɛ ŋ ɡ ɛ d ɛ t l ɛ n ʃ eː ɡ
engedetlenségek	ɛ ŋ ɡ ɛ d ɛ t l ɛ n ʃ eː ɡ ɛ k
engedi	ɛ ŋ ɡ ɛ d i
engedj	ɛ ŋ ɡ ɛ ɟː
engedjelek	ɛ ŋ ɡ ɛ ɟː ɛ l ɛ k
engedmény	ɛ ŋ ɡ ɛ d m eː ɲ
engedmények	ɛ ŋ ɡ ɛ d m eː ɲ ɛ k
engedtelek	ɛ ŋ ɡ ɛ tː ɛ l ɛ k
engedékeny	ɛ ŋ ɡ ɛ d eː k ɛ ɲ
engedékenység	ɛ ŋ ɡ ɛ d eː k ɛ ɲ ʃ eː ɡ
engedéllyel	ɛ ŋ ɡ ɛ d eː jː ɛ l
engedély	ɛ ŋ ɡ ɛ d eː j
engedélye	ɛ ŋ ɡ ɛ d eː j ɛ
engedélyek	ɛ ŋ ɡ ɛ d eː j ɛ k
engedélyeket	ɛ ŋ ɡ ɛ d eː j ɛ k ɛ t
engedélyekkel	ɛ ŋ ɡ ɛ d eː j ɛ kː ɛ l
engedélyeknek	ɛ ŋ ɡ ɛ d eː j ɛ k n ɛ k
engedélyez	ɛ ŋ ɡ ɛ d eː j ɛ z
engedélyezve	ɛ ŋ ɡ ɛ d eː j ɛ z v ɛ
engedélyezés	ɛ ŋ ɡ ɛ d eː j ɛ z eː ʃ
engedélyezése	ɛ ŋ ɡ ɛ d eː j ɛ z eː ʃ ɛ
engedélynek	ɛ ŋ ɡ ɛ d eː j n ɛ k
engedélyt	ɛ ŋ ɡ ɛ d eː j t
engedélyével	ɛ ŋ ɡ ɛ d eː j eː v ɛ l
engem	ɛ ŋ ɡ ɛ m
engemet	ɛ ŋ ɡ ɛ m ɛ t
engesztel	ɛ ŋ ɡ ɛ s t ɛ l
engesztelhetetlen	ɛ ŋ ɡ ɛ s t ɛ l ɦ ɛ t ɛ t l ɛ n
engesztelés	ɛ ŋ ɡ ɛ s t ɛ l eː ʃ
enikő	ɛ n i k øː
ennek	ɛ nː ɛ k
ennem	ɛ nː ɛ m
enni	ɛ nː i
ennivaló	ɛ nː i v ɒ l oː
ennivalók	ɛ nː i v ɒ l oː k
ennyi	ɛ ɲː i
ennyibe	ɛ ɲː i b ɛ
ennyiben	ɛ ɲː i b ɛ n
ennyiből	ɛ ɲː i b øː l
ennyihez	ɛ ɲː i ɦ ɛ z
ennyiig	ɛ ɲː i i ɡ
ennyiként	ɛ ɲː i k eː n t
ennyin	ɛ ɲː i n
ennyinek	ɛ ɲː i n ɛ k
ennyinél	ɛ ɲː i n eː l
ennyire	ɛ ɲː i r ɛ
ennyiről	ɛ ɲː i r øː l
ennyit	ɛ ɲː i t
ennyitől	ɛ ɲː i t øː l
ennyivel	ɛ ɲː i v ɛ l
ennyivé	ɛ ɲː i v eː
ennyiért	ɛ ɲː iʲ eː r t
ennéd	ɛ nː eː d
ennél	ɛ nː eː l
ennélek	ɛ nː eː l ɛ k
ensz	ɛ n s
entalpia	ɛ n t ɒ l p iʲ ɒ
entomológia	ɛ n t o m o l oː ɡ iʲ ɒ
entrópia	ɛ n t r oː p iʲ ɒ
enyedi	ɛ ɲ ɛ d i
enyhe	ɛ ɲ ɦ ɛ
enyhén	ɛ ɲ ɦ eː n
enyéim	ɛ ɲ eːʲ i m
enyém	ɛ ɲ eː m
enyémek	ɛ ɲ eː m ɛ k
enyémet	ɛ ɲ eː m ɛ t
enyészet	ɛ ɲ eː s ɛ t
enzim	ɛ n z i m
enzimek	ɛ n z i m ɛ k
epe	ɛ p ɛ
epehólyag	ɛ p ɛ ɦ oː j ɒ ɡ
epehólyagok	ɛ p ɛ ɦ oː j ɒ ɡ o k
epekövek	ɛ p ɛ k ø v ɛ k
epekő	ɛ p ɛ k øː
eper	ɛ p ɛ r
eperfa	ɛ p ɛ r f ɒ
eperfák	ɛ p ɛ r f aː k
epevezeték	ɛ p ɛ v ɛ z ɛ t eː k
epicentrum	ɛ p i t͡s ɛ n t r u m
epilepszia	ɛ p i l ɛ p s iʲ ɒ
epilepsziák	ɛ p i l ɛ p s iʲ aː k
epilepsziás	ɛ p i l ɛ p s iʲ aː ʃ
epilepsziások	ɛ p i l ɛ p s iʲ aː ʃ o k
episztemológia	ɛ p i s t ɛ m o l oː ɡ iʲ ɒ
epizód	ɛ p i z oː d
epizódok	ɛ p i z oː d o k
eprek	ɛ p r ɛ k
epszilon	ɛ p s i l o n
epék	ɛ p eː k
erató	ɛ r ɒ t oː
erdei	ɛ r d ɛʲ i
erdély	ɛ r d eː j
erdélyben	ɛ r d eː j b ɛ n
erdélyi	ɛ r d eː j i
erdélyiek	ɛ r d eː j iʲ ɛ k
erdész	ɛ r d eː s
erdészek	ɛ r d eː s ɛ k
erdészet	ɛ r d eː s ɛ t
erdészetek	ɛ r d eː s ɛ t ɛ k
erdészeti	ɛ r d eː s ɛ t i
erdő	ɛ r d øː
erdőbe	ɛ r d øː b ɛ
erdőben	ɛ r d øː b ɛ n
erdők	ɛ r d øː k
erdőkben	ɛ r d øː ɡ b ɛ n
erdős	ɛ r d øː ʃ
erdőt	ɛ r d øː t
erdőtűz	ɛ r d øː t yː z
ere	ɛ r ɛ
ered	ɛ r ɛ d
eredet	ɛ r ɛ d ɛ t
eredete	ɛ r ɛ d ɛ t ɛ
eredetek	ɛ r ɛ d ɛ t ɛ k
eredeti	ɛ r ɛ d ɛ t i
eredetileg	ɛ r ɛ d ɛ t i l ɛ ɡ
eredetiség	ɛ r ɛ d ɛ t i ʃ eː ɡ
eredettörténet	ɛ r ɛ d ɛ tː ø r t eː n ɛ t
eredettörténetek	ɛ r ɛ d ɛ tː ø r t eː n ɛ t ɛ k
eredetéért	ɛ r ɛ d ɛ t eːʲ eː r t
eredetű	ɛ r ɛ d ɛ t yː
eredménnyel	ɛ r ɛ d m eː ɲː ɛ l
eredmény	ɛ r ɛ d m eː ɲ
eredménye	ɛ r ɛ d m eː ɲ ɛ
eredményei	ɛ r ɛ d m eː ɲ ɛʲ i
eredményeinek	ɛ r ɛ d m eː ɲ ɛʲ i n ɛ k
eredményeit	ɛ r ɛ d m eː ɲ ɛʲ i t
eredmények	ɛ r ɛ d m eː ɲ ɛ k
eredményeket	ɛ r ɛ d m eː ɲ ɛ k ɛ t
eredményekkel	ɛ r ɛ d m eː ɲ ɛ kː ɛ l
eredményekre	ɛ r ɛ d m eː ɲ ɛ k r ɛ
eredményeként	ɛ r ɛ d m eː ɲ ɛ k eː n t
eredményes	ɛ r ɛ d m eː ɲ ɛ ʃ
eredményesebb	ɛ r ɛ d m eː ɲ ɛ ʃ ɛ bː
eredményesen	ɛ r ɛ d m eː ɲ ɛ ʃ ɛ n
eredményez	ɛ r ɛ d m eː ɲ ɛ z
eredményre	ɛ r ɛ d m eː ɲ r ɛ
eredményt	ɛ r ɛ d m eː ɲ t
ereje	ɛ r ɛ j ɛ
erejével	ɛ r ɛ j eː v ɛ l
erejű	ɛ r ɛ j yː
erek	ɛ r ɛ k
erekció	ɛ r ɛ k t͡s iʲ oː
ereklye	ɛ r ɛ k j ɛ
ereklyék	ɛ r ɛ k j eː k
eres	ɛ r ɛ ʃ
eresebb	ɛ r ɛ ʃ ɛ bː
ereszt	ɛ r ɛ s t
eretnek	ɛ r ɛ t n ɛ k
eretnekség	ɛ r ɛ t n ɛ k ʃ eː ɡ
eretnekségek	ɛ r ɛ t n ɛ k ʃ eː ɡ ɛ k
ergonómia	ɛ r ɡ o n oː m iʲ ɒ
erika	ɛ r i k ɒ
eritrocita	ɛ r i t r o t͡s i t ɒ
eritrociták	ɛ r i t r o t͡s i t aː k
erjeszt	ɛ r j ɛ s t
erjesztés	ɛ r j ɛ s t eː ʃ
erjesztések	ɛ r j ɛ s t eː ʃ ɛ k
erjesztési	ɛ r j ɛ s t eː ʃ i
erkel	ɛ r k ɛ l
erkély	ɛ r k eː j
erkélyek	ɛ r k eː j ɛ k
erkélyen	ɛ r k eː j ɛ n
erkélyes	ɛ r k eː j ɛ ʃ
erkölcs	ɛ r k ø l t͡ʃ
erkölcsi	ɛ r k ø l t͡ʃ i
erkölcsileg	ɛ r k ø l t͡ʃ i l ɛ ɡ
erkölcstelen	ɛ r k ø l t͡ʃ t ɛ l ɛ n
erkölcstelenség	ɛ r k ø l t͡ʃ t ɛ l ɛ n ʃ eː ɡ
erkölcstelenségek	ɛ r k ø l t͡ʃ t ɛ l ɛ n ʃ eː ɡ ɛ k
erkölcsök	ɛ r k ø l t͡ʃ ø k
erkölcsös	ɛ r k ø l t͡ʃ ø ʃ
erkölcsösen	ɛ r k ø l t͡ʃ ø ʃ ɛ n
erkölcsösség	ɛ r k ø l t͡ʃ ø ʃː eː ɡ
ernyő	ɛ r ɲ øː
ernyők	ɛ r ɲ øː k
ernő	ɛ r n øː
erotika	ɛ r o t i k ɒ
erotikus	ɛ r o t i k u ʃ
erre	ɛ rː ɛ
erről	ɛ rː øː l
erszény	ɛ r s eː ɲ
erszények	ɛ r s eː ɲ ɛ k
ervin	ɛ r v i n
erzsébet	ɛ r ʒ eː b ɛ t
erzsók	ɛ r ʒ oː k
erély	ɛ r eː j
erélyek	ɛ r eː j ɛ k
erélyes	ɛ r eː j ɛ ʃ
erélyesebb	ɛ r eː j ɛ ʃ ɛ bː
erélyesebben	ɛ r eː j ɛ ʃ ɛ bː ɛ n
erélyesen	ɛ r eː j ɛ ʃ ɛ n
erény	ɛ r eː ɲ
erények	ɛ r eː ɲ ɛ k
erósz	ɛ r oː s
erózió	ɛ r oː z iʲ oː
eróziók	ɛ r oː z iʲ oː k
erő	ɛ r øː
erőben	ɛ r øː b ɛ n
erőd	ɛ r øː d
erődítmény	ɛ r øː d iː t m eː ɲ
erődítmények	ɛ r øː d iː t m eː ɲ ɛ k
erődök	ɛ r øː d ø k
erőfeszítés	ɛ r øː f ɛ s iː t eː ʃ
erőforrás	ɛ r øː f o rː aː ʃ
erőforrások	ɛ r øː f o rː aː ʃ o k
erők	ɛ r øː k
erőkben	ɛ r øː ɡ b ɛ n
erőket	ɛ r øː k ɛ t
erőkkel	ɛ r øː kː ɛ l
erőknek	ɛ r øː k n ɛ k
erőlködik	ɛ r øː l k ø d i k
erőmű	ɛ r øː m yː
erőművek	ɛ r øː m yː v ɛ k
erőn	ɛ r øː n
erőnek	ɛ r øː n ɛ k
erőnlét	ɛ r øː n l eː t
erőnlétek	ɛ r øː n l eː t ɛ k
erőnléti	ɛ r øː n l eː t i
erőnlétű	ɛ r øː n l eː t yː
erős	ɛ r øː ʃ
erősebb	ɛ r øː ʃ ɛ bː
erősek	ɛ r øː ʃ ɛ k
erősen	ɛ r øː ʃ ɛ n
erősség	ɛ r øː ʃː eː ɡ
erősségek	ɛ r øː ʃː eː ɡ ɛ k
erőszak	ɛ r øː s ɒ k
erőszakkal	ɛ r øː s ɒ kː ɒ l
erőszakok	ɛ r øː s ɒ k o k
erőszakos	ɛ r øː s ɒ k o ʃ
erőszakosabb	ɛ r øː s ɒ k o ʃ ɒ bː
erőszakosabban	ɛ r øː s ɒ k o ʃ ɒ bː ɒ n
erőszakosan	ɛ r øː s ɒ k o ʃ ɒ n
erőszakot	ɛ r øː s ɒ k o t
erősít	ɛ r øː ʃ iː t
erősíteni	ɛ r øː ʃ iː t ɛ n i
erősítés	ɛ r øː ʃ iː t eː ʃ
erősítése	ɛ r øː ʃ iː t eː ʃ ɛ
erősítő	ɛ r øː ʃ iː t øː
erősítők	ɛ r øː ʃ iː t øː k
erősödik	ɛ r øː ʃ ø d i k
erősödő	ɛ r øː ʃ ø d øː
erőt	ɛ r øː t
erőteljes	ɛ r øː t ɛ jː ɛ ʃ
erőteljesen	ɛ r øː t ɛ jː ɛ ʃ ɛ n
erőtlen	ɛ r øː t l ɛ n
erőtlenség	ɛ r øː t l ɛ n ʃ eː ɡ
erővel	ɛ r øː v ɛ l
erőállapot	ɛ r øː aː lː ɒ p o t
esd	ɛ ʒ d
esdek	ɛ ʒ d ɛ k
esdekel	ɛ ʒ d ɛ k ɛ l
esedékes	ɛ ʃ ɛ d eː k ɛ ʃ
esel	ɛ ʃ ɛ l
esem	ɛ ʃ ɛ m
esemény	ɛ ʃ ɛ m eː ɲ
eseménydús	ɛ ʃ ɛ m eː ɲ d uː ʃ
eseménye	ɛ ʃ ɛ m eː ɲ ɛ
eseményei	ɛ ʃ ɛ m eː ɲ ɛʲ i
események	ɛ ʃ ɛ m eː ɲ ɛ k
eseményeket	ɛ ʃ ɛ m eː ɲ ɛ k ɛ t
eseményekről	ɛ ʃ ɛ m eː ɲ ɛ k r øː l
eseményhorizont	ɛ ʃ ɛ m eː ɲ ɦ o r i z o n t
eseményre	ɛ ʃ ɛ m eː ɲ r ɛ
eseményt	ɛ ʃ ɛ m eː ɲ t
eseménytelen	ɛ ʃ ɛ m eː ɲ t ɛ l ɛ n
eseménytelenebb	ɛ ʃ ɛ m eː ɲ t ɛ l ɛ n ɛ bː
esernyő	ɛ ʃ ɛ r ɲ øː
esernyők	ɛ ʃ ɛ r ɲ øː k
eset	ɛ ʃ ɛ t
esetben	ɛ ʃ ɛ d b ɛ n
esete	ɛ ʃ ɛ t ɛ
eseted	ɛ ʃ ɛ t ɛ d
esetei	ɛ ʃ ɛ t ɛʲ i
eseteid	ɛ ʃ ɛ t ɛʲ i d
eseteik	ɛ ʃ ɛ t ɛʲ i k
eseteim	ɛ ʃ ɛ t ɛʲ i m
eseteink	ɛ ʃ ɛ t ɛʲ i ŋ k
eseteitek	ɛ ʃ ɛ t ɛʲ i t ɛ k
esetek	ɛ ʃ ɛ t ɛ k
esetekben	ɛ ʃ ɛ t ɛ ɡ b ɛ n
eseteken	ɛ ʃ ɛ t ɛ k ɛ n
eseteket	ɛ ʃ ɛ t ɛ k ɛ t
esetekre	ɛ ʃ ɛ t ɛ k r ɛ
esetem	ɛ ʃ ɛ t ɛ m
eseten	ɛ ʃ ɛ t ɛ n
esetet	ɛ ʃ ɛ t ɛ t
esetetek	ɛ ʃ ɛ t ɛ t ɛ k
esetleg	ɛ ʃ ɛ t l ɛ ɡ
esetleges	ɛ ʃ ɛ t l ɛ ɡ ɛ ʃ
esetlegesen	ɛ ʃ ɛ t l ɛ ɡ ɛ ʃ ɛ n
esetnek	ɛ ʃ ɛ t n ɛ k
esetrag	ɛ ʃ ɛ t r ɒ ɡ
esetre	ɛ ʃ ɛ t r ɛ
esett	ɛ ʃ ɛ tː
esettanulmány	ɛ ʃ ɛ tː ɒ n u l m aː ɲ
esettanulmányok	ɛ ʃ ɛ tː ɒ n u l m aː ɲ o k
esetében	ɛ ʃ ɛ t eː b ɛ n
esetén	ɛ ʃ ɛ t eː n
esetére	ɛ ʃ ɛ t eː r ɛ
esetük	ɛ ʃ ɛ t y k
esetünk	ɛ ʃ ɛ t y ŋ k
eshet	ɛ ʃ h ɛ t
eshetőség	ɛ ʃ h ɛ t øː ʃ eː ɡ
eshetőségek	ɛ ʃ h ɛ t øː ʃ eː ɡ ɛ k
esik	ɛ ʃ i k
eskü	ɛ ʃ k y
esküdik	ɛ ʃ k y d i k
esküdt	ɛ ʃ k y tː
esküdtek	ɛ ʃ k y tː ɛ k
esküdtszék	ɛ ʃ k y t s eː k
esküdtszékek	ɛ ʃ k y t s eː k ɛ k
eskük	ɛ ʃ k y k
esküszik	ɛ ʃ k y s i k
esküvő	ɛ ʃ k y v øː
esküvők	ɛ ʃ k y v øː k
esni	ɛ ʃ n i
ess	ɛ ʃː
essen	ɛ ʃː ɛ n
esszük	ɛ sː y k
essék	ɛ ʃː eː k
est	ɛ ʃ t
este	ɛ ʃ t ɛ
estek	ɛ ʃ t ɛ k
esten	ɛ ʃ t ɛ n
esterházy	ɛ s t ɛ r ɦ aː z i
estet	ɛ ʃ t ɛ t
esti	ɛ ʃ t i
estig	ɛ ʃ t i ɡ
estre	ɛ ʃ t r ɛ
estéitek	ɛ ʃ t eːʲ i t ɛ k
estéje	ɛ ʃ t eː j ɛ
esték	ɛ ʃ t eː k
estékre	ɛ ʃ t eː k r ɛ
estély	ɛ ʃ t eː j
estélye	ɛ ʃ t eː j ɛ
estélyek	ɛ ʃ t eː j ɛ k
estélyi	ɛ ʃ t eː j i
estén	ɛ ʃ t eː n
esténként	ɛ ʃ t eː ŋ k eː n t
esténkénti	ɛ ʃ t eː ŋ k eː n t i
estére	ɛ ʃ t eː r ɛ
estét	ɛ ʃ t eː t
esz	ɛ s
eszcájg	ɛ s t͡s aː j ɡ
esze	ɛ s ɛ
eszed	ɛ s ɛ d
eszek	ɛ s ɛ k
eszel	ɛ s ɛ l
eszem	ɛ s ɛ m
eszerint	ɛ s ɛ r i n t
eszes	ɛ s ɛ ʃ
eszesebb	ɛ s ɛ ʃ ɛ bː
eszi	ɛ s i
eszik	ɛ s i k
eszkaláció	ɛ s k ɒ l aː t͡s iʲ oː
eszkalációk	ɛ s k ɒ l aː t͡s iʲ oː k
eszkalál	ɛ s k ɒ l aː l
eszköz	ɛ s k ø z
eszköze	ɛ s k ø z ɛ
eszközei	ɛ s k ø z ɛʲ i
eszközeivel	ɛ s k ø z ɛʲ i v ɛ l
eszközt	ɛ s k ø s t
eszközzel	ɛ s k ø zː ɛ l
eszközök	ɛ s k ø z ø k
eszközöket	ɛ s k ø z ø k ɛ t
eszközökkel	ɛ s k ø z ø kː ɛ l
eszlek	ɛ s l ɛ k
eszme	ɛ s m ɛ
eszmék	ɛ s m eː k
eszméletlen	ɛ s m eː l ɛ t l ɛ n
eszmény	ɛ s m eː ɲ
eszmények	ɛ s m eː ɲ ɛ k
eszményi	ɛ s m eː ɲ i
esznek	ɛ s n ɛ k
eszperantó	ɛ s p ɛ r ɒ n t oː
eszperente	ɛ s p ɛ r ɛ n t ɛ
eszpresszó	ɛ s p r ɛ sː oː
eszpresszók	ɛ s p r ɛ sː oː k
esztek	ɛ s t ɛ k
esztendő	ɛ s t ɛ n d øː
esztendőben	ɛ s t ɛ n d øː b ɛ n
esztendők	ɛ s t ɛ n d øː k
esztendős	ɛ s t ɛ n d øː ʃ
eszter	ɛ s t ɛ r
eszterga	ɛ s t ɛ r ɡ ɒ
esztergom	ɛ s t ɛ r ɡ o m
esztergomban	ɛ s t ɛ r ɡ o m b ɒ n
esztergomi	ɛ s t ɛ r ɡ o m i
esztergák	ɛ s t ɛ r ɡ aː k
esztergályos	ɛ s t ɛ r ɡ aː j o ʃ
esztergályosok	ɛ s t ɛ r ɡ aː j o ʃ o k
esztétika	ɛ s t eː t i k ɒ
esztétikus	ɛ s t eː t i k u ʃ
esztétikusok	ɛ s t eː t i k u ʃ o k
eszébe	ɛ s eː b ɛ
eszünk	ɛ s y ŋ k
eszünkbe	ɛ s y ŋ ɡ b ɛ
eszű	ɛ s yː
eséllyel	ɛ ʃ eː jː ɛ l
esély	ɛ ʃ eː j
esélye	ɛ ʃ eː j ɛ
esélyek	ɛ ʃ eː j ɛ k
esélyeket	ɛ ʃ eː j ɛ k ɛ t
esélyekkel	ɛ ʃ eː j ɛ kː ɛ l
esélyes	ɛ ʃ eː j ɛ ʃ
esélyt	ɛ ʃ eː j t
esés	ɛ ʃ eː ʃ
esések	ɛ ʃ eː ʃ ɛ k
eső	ɛ ʃ øː
esőben	ɛ ʃ øː b ɛ n
esőcsepp	ɛ ʃ øː t͡ʃ ɛ pː
esőcseppek	ɛ ʃ øː t͡ʃ ɛ pː ɛ k
esőerdő	ɛ ʃ øː ɛ r d øː
esőerdők	ɛ ʃ øː ɛ r d øː k
esőfelhő	ɛ ʃ øː f ɛ l ɦ øː
esőfelhők	ɛ ʃ øː f ɛ l ɦ øː k
esők	ɛ ʃ øː k
esőkabát	ɛ ʃ øː k ɒ b aː t
esőkabátok	ɛ ʃ øː k ɒ b aː t o k
esős	ɛ ʃ øː ʃ
esőt	ɛ ʃ øː t
esővíz	ɛ ʃ øː v iː z
etanol	ɛ t ɒ n o l
etelka	ɛ t ɛ l k ɒ
etet	ɛ t ɛ t
etetőszék	ɛ t ɛ t øː s eː k
etika	ɛ t i k ɒ
etikett	ɛ t i k ɛ tː
etikettek	ɛ t i k ɛ tː ɛ k
etikus	ɛ t i k u ʃ
etimológia	ɛ t i m o l oː ɡ iʲ ɒ
etimológiai	ɛ t i m o l oː ɡ iʲ ɒʲ i
etimológiailag	ɛ t i m o l oː ɡ iʲ ɒʲ i l ɒ ɡ
etimológiák	ɛ t i m o l oː ɡ iʲ aː k
etiológia	ɛ t iʲ o l oː ɡ iʲ ɒ
etióp	ɛ t iʲ oː p
etiópia	ɛ t iʲ oː p iʲ ɒ
etiópok	ɛ t iʲ oː p o k
etnikai	ɛ t n i k ɒʲ i
etnikum	ɛ t n i k u m
etnikumok	ɛ t n i k u m o k
etnológia	ɛ t n o l oː ɡ iʲ ɒ
ettelek	ɛ tː ɛ l ɛ k
ettél	ɛ tː eː l
ettől	ɛ tː øː l
etu	ɛ t u
etán	ɛ t aː n
eu	ɛ u
eufemizmus	ɛ u f ɛ m i z m u ʃ
euforikus	ɛ u f o r i k u ʃ
eufrátesz	ɛ u f r aː t ɛ s
eufória	ɛ u f oː r iʲ ɒ
eufóriák	ɛ u f oː r iʲ aː k
euklideszi	ɛ u k l i d ɛ s i
eunuch	ɛ u n u xː
eunuchok	ɛ u n u ɦ o k
eurázsia	ɛ u r aː ʒ iʲ ɒ
eurázsiai	ɛ u r aː ʒ iʲ ɒʲ i
euró	ɛ u r oː
eurók	ɛ u r oː k
európa	ɛ u r oː p ɒ
európai	ɛ u r oː p ɒʲ i
európaiak	ɛ u r oː p ɒʲ iʲ ɒ k
európium	ɛ u r oː p iʲ u m
európában	ɛ u r oː p aː b ɒ n
európé	ɛ u r oː p eː
eurós	ɛ u r oː ʃ
eurót	ɛ u r oː t
eutanázia	ɛ u t ɒ n aː z iʲ ɒ
eutanáziák	ɛ u t ɒ n aː z iʲ aː k
euterpé	ɛ u t ɛ r p eː
evakuál	ɛ v ɒ k u aː l
evangélikus	ɛ v ɒ ŋ ɡ eː l i k u ʃ
evangélikusok	ɛ v ɒ ŋ ɡ eː l i k u ʃ o k
evangélista	ɛ v ɒ ŋ ɡ eː l i ʃ t ɒ
evangélium	ɛ v ɒ ŋ ɡ eː l iʲ u m
evangéliumi	ɛ v ɒ ŋ ɡ eː l iʲ u m i
evangéliumok	ɛ v ɒ ŋ ɡ eː l iʲ u m o k
evet	ɛ v ɛ t
evetek	ɛ v ɛ t ɛ k
evett	ɛ v ɛ tː
evez	ɛ v ɛ z
evező	ɛ v ɛ z øː
evezők	ɛ v ɛ z øː k
evezős	ɛ v ɛ z øː ʃ
evidens	ɛ v i d ɛ n ʃ
evolúció	ɛ v o l uː t͡s iʲ oː
evolúciók	ɛ v o l uː t͡s iʲ oː k
evolúciós	ɛ v o l uː t͡s iʲ oː ʃ
evvel	ɛ vː ɛ l
evő	ɛ v øː
evőeszköz	ɛ v øː ɛ s k ø z
evőeszközök	ɛ v øː ɛ s k ø z ø k
evőkanalak	ɛ v øː k ɒ n ɒ l ɒ k
evőkanál	ɛ v øː k ɒ n aː l
evőpálcika	ɛ v øː p aː l t͡s i k ɒ
evőpálcikák	ɛ v øː p aː l t͡s i k aː k
ex	ɛ k s
excel	ɛ k s ɛ l
excentrikus	ɛ k s t͡s ɛ n t r i k u ʃ
exhumál	ɛ k s h u m aː l
exhumálás	ɛ k s h u m aː l aː ʃ
exhumálások	ɛ k s h u m aː l aː ʃ o k
exkluzív	ɛ k s k l u z iː v
exon	ɛ k s o n
exonok	ɛ k s o n o k
expanzió	ɛ k s p ɒ n z iʲ oː
expedíció	ɛ k s p ɛ d iː t͡s iʲ oː
expedíciók	ɛ k s p ɛ d iː t͡s iʲ oː k
exponenciális	ɛ k s p o n ɛ n t͡s iʲ aː l i ʃ
exponál	ɛ k s p o n aː l
exponálás	ɛ k s p o n aː l aː ʃ
exporttilalom	ɛ k s p o r t i l ɒ l o m
exportál	ɛ k s p o r t aː l
exportálás	ɛ k s p o r t aː l aː ʃ
expozíció	ɛ k s p o z iː t͡s iʲ oː
expozíciók	ɛ k s p o z iː t͡s iʲ oː k
expressz	ɛ k s p r ɛ sː
expresszionista	ɛ k s p r ɛ sː iʲ o n i ʃ t ɒ
expresszivitás	ɛ k s p r ɛ sː i v i t aː ʃ
expresszív	ɛ k s p r ɛ sː iː v
extenzív	ɛ k s t ɛ n z iː v
extra	ɛ k s t r ɒ
extrapoláció	ɛ k s t r ɒ p o l aː t͡s iʲ oː
extrapolációk	ɛ k s t r ɒ p o l aː t͡s iʲ oː k
extravagáns	ɛ k s t r ɒ v ɒ ɡ aː n ʃ
extrák	ɛ k s t r aː k
extrém	ɛ k s t r eː m
ez	ɛ z
ezalatt	ɛ z ɒ l ɒ tː
ezek	ɛ z ɛ k
ezekbe	ɛ z ɛ ɡ b ɛ
ezekben	ɛ z ɛ ɡ b ɛ n
ezekből	ɛ z ɛ ɡ b øː l
ezeken	ɛ z ɛ k ɛ n
ezeket	ɛ z ɛ k ɛ t
