'ch	χ
dall	d a ɬ
dalo	d a l ɔ
dalom	d a l ɔ m
dalu	d a l ɨ̞
damwain	d a m w a i̯ n
damweiniau	d a m w e i̯ n j a
damweiniau	d a m w e i̯ n j a ɨ̯
damweiniau	d a m w e i̯ n j ɛ
damweinio	d a m w e i̯ n j ɔ
dan	d a n
danfon	d a n v ɔ n
dangos	d a ŋ ɔ s
dannoedd	d a n ɔ ɨ̯ ð
dant	d a n t
darian	d a r j a n
darianau	d a r j a n a
darianau	d a r j a n a ɨ̯
darianau	d a r j a n ɛ
darlithio	d a r l ɪ θ j ɔ
darlithydd	d a r l ɪ θ ɨ̞ ð
darlledu	d a r ɬ ɛ d ɨ
darllen	d a r ɬ a n
darllen	d a r ɬ ɛ n
darlunio	d a r l ɨ̞ n j ɔ
darpar	d a r p a r
darparu	d a r p a r ɨ
darw	d a r u
datblygiad	d a t b l ə ɡ j a d
datblygu	d a t b l ə ɡ ɨ
datgelu	d a t ɡ ɛ l ɨ
datguddio	d a t ɡ ɨ̞ ð j ɔ
dathlu	d a θ l ɨ
datod	d a t ɔ d
datrys	d a t r ɨ̞ s
datws	d a t ʊ s
datys	d a t ɨ̞ s
dau	d a ɨ̯
dau ar bymtheg	d a ɨ̯ a r b ə m θ a ɡ
dau ar bymtheg	d a ɨ̯ a r b ə m θ ɛ ɡ
dau ar hugain	d a ɨ̯ a r h ɪ ɡ a i̯ n
daw	d aː u̯
dawel	d a u̯ ɛ l
dawn	d a u̯ n
dawns	d a u̯ n s
dawnsio	d a u̯ n ʃ ɔ
ddadlwytho	ð a d l ʊ ɨ̯ θ ɔ
ddaear	ð e ɨ̯ a r
ddafydd	ð a v ɨ̞ ð
ddail	ð a i̯ l
ddal	ð a l
ddalen	ð a l ɛ n
ddangos	ð a ŋ ɔ s
ddannoedd	ð a n ɔ ɨ̯ ð
ddant	ð a n t
ddarllen	ð a r ɬ a n
ddarllen	ð a r ɬ ɛ n
ddarlunio	ð a r l ɨ̞ n j ɔ
ddaru	ð a r ɨ̞
ddathlu	ð a θ l ɨ
ddau	ð a ɨ̯
ddaw	ð aː u̯
dde	ð eː
ddechrau	ð ɛ χ r a
ddechrau	ð ɛ χ r a ɨ̯
ddechrau	ð ɛ χ r ɛ
ddefnyddio	ð ɛ v n ə ð j ɔ
ddegfed	ð ɛ ɡ v a d
ddegfed	ð ɛ ɡ v ɛ d
ddeilen	ð e i̯ l a n
ddeilen	ð e i̯ l ɛ n
ddeiliad	ð e i̯ l j a d
ddeiliaid	ð e i̯ l j a i̯ d
ddeiliaid	ð e i̯ l j ɛ d
ddelo	ð ɛ l ɔ
ddelw	ð ɛ l u
ddeng	ð eː ŋ
ddenmarc	ð ɛ n m a r k
ddeset	ð ɛ s ɛ t
ddeud	ð e ɨ̯ d
ddeuddeg	ð e ɨ̯ ð a ɡ
ddeuddeg	ð e ɨ̯ ð ɛ ɡ
ddeuddegfed	ð e ɨ̯ ð ɛ ɡ v a d
ddeuddegfed	ð e ɨ̯ ð ɛ ɡ v ɛ d
ddigon	ð ɪ ɡ ɔ n
ddigwydd	ð ɪ ɡ w ɨ̞ ð
ddim	m
ddim	ð ɪ m
ddim	ə m
ddiod	ð iː ɔ d
ddod	ð oː d
ddoe	ð oː ɨ̯
ddoi	ð ɔ i̯
ddoli	ð ɔ l i
ddolis	ð ɔ l ɪ s
ddolur	ð ɔ l ɨ̞ r
ddos	ð oː s
ddrama	ð r a m a
ddringo	ð r ɪ ŋ ɔ
ddrud	ð r ɨː d
dduw	ð ɨ u̯
ddweud	ð w e ɨ̯ d
ddwfr	ð ʊ v r
ddwylo	ð ʊ ɨ̯ l ɔ
ddwywaith	ð ʊ ɨ̯ w a i̯ θ
ddwywaith	ð ʊ ɨ̯ w ɛ θ
ddyn	ð ɨː n
ddysgu	ð ə s ɡ ɨ̞
ddôn	ð oː n
de	d eː
deall	d ɛ a ɬ
deall	d ɨ̞ a ɬ
debyg	d ɛ b ɨ̞ ɡ
debyg	d ɛ b ɪ ɡ
decaf	d ɛ k a v
dechrau	d ɛ χ r a
dechrau	d ɛ χ r a ɨ̯
dechrau	d ɛ χ r ɛ
deddfu	d ɛ ð v ɨ
deffro	d ɛ f r ɔ
deffry	d ɛ f r ɨ
defnydd	d ɛ v n ɨ̞ ð
defnyddiau	d ɛ v n ə ð j a
defnyddiau	d ɛ v n ə ð j a ɨ̯
defnyddiau	d ɛ v n ə ð j ɛ
defnyddio	d ɛ v n ə ð j ɔ
defnyddiwr	d ɛ v n ə ð j ʊ r
deg	d eː ɡ
deg ar hugain	d eː ɡ a r h ɪ ɡ a i̯ n
degan	d ɛ ɡ a n
degau	d ɛ ɡ a
degau	d ɛ ɡ a ɨ̯
degau	d ɛ ɡ ɛ
degfed	d ɛ ɡ v a d
degfed	d ɛ ɡ v ɛ d
dei	d e i̯
deigr	d e i̯ ɡ r
deigrod	d e i̯ ɡ r ɔ d
deigryn	d e i̯ ɡ r ɨ n
deil	d e i̯ l
deildai	d e i̯ l d a i̯
deildy	d e i̯ l d ɨ
deilen	d e i̯ l a n
deilen	d e i̯ l ɛ n
deiliad	d e i̯ l j a d
deiliadaeth	d e i̯ l j a d a ɨ̯ θ
deiliadaeth	d e i̯ l j a d ɛ θ
deiliadaethau	d e i̯ l j a d e ɨ̯ θ a
deiliadaethau	d e i̯ l j a d e ɨ̯ θ a ɨ̯
deiliadaethau	d e i̯ l j a d e ɨ̯ θ ɛ
deiliaid	d e i̯ l j a i̯ d
deiliaid	d e i̯ l j ɛ d
deirw	d e i̯ r u
deisen	d e i̯ s a n
deisen	d e i̯ s ɛ n
deisen	d e i̯ ʃ a n
deisen	d e i̯ ʃ ɛ n
deisen	d ɪ ʃ a n
deisen	d ɪ ʃ ɛ n
delais	d ɛ l a i̯ s
deledu	d ɛ l ɛ d ɨ
delem	d eː l ɛ m
delem	d ɛ l ɛ m
delen	d ɛ l ɛ n
delent	d eː l ɛ n t
delent	d ɛ l ɛ n t
deler	d ɛ l ɛ r
deles	d ɛ l ɛ s
delet	d ɛ l ɛ t
delfryd	d ɛ l v r ɨ̞ d
deli	d ɛ l ɨ̞
delir	d ɛ l ɪ t
delit	d ɛ l ɪ t
delo	d ɛ l ɔ
delom	d ɛ l ɔ m
delw	d ɛ l u
delyn	d ɛ l ɨ n
delynor	d ɛ l ə n ɔ r
delynores	d ɛ l ə n ɔ r a s
delynores	d ɛ l ə n ɔ r ɛ s
delysg	d ɛ l ɨ̞ s ɡ
denfyn	d ɛ n v ɨ̞ n
deng	d eː ŋ
dengys	d ɛ ŋ ɡ ɨ̞ s
dengys	d ɛ ŋ ɨ̞ s
denmarc	d ɛ n m a r k
denu	d ɛ n ɨ
derbyn	d ɛ r b ɨ̞ n
derbynfa	d ɛ r b ə n v a
derbyniad	d ɛ r b ə n j a d
derbynneb	d ɛ r b ə n ɛ b
derbynnydd	d ɛ r b ə n ɨ̞ ð
derbynnydd	d ɛ r b ə n ɪ ð
deri	d ɛ r i
derw	d ɛ r u
derwen	d ɛ r w ɛ n
derwydd	d ɛ r w ɨ̞ ð
derwyddiaeth	d ɛ r w ə ð j a ɨ̯ θ
derwyddiaeth	d ɛ r w ə ð j ɛ θ
des	d eː s
desen	d ɛ s ɛ n
deses	d ɛ s ɛ s
deset	ð ɛ s ɛ t
dest	d ɛ s d
detyd	d ɛ t ɨ̞ d
deud	d e ɨ̯ d
deuddeg	d e ɨ̯ ð a ɡ
deuddeg	d e ɨ̯ ð ɛ ɡ
deuddegfed	d e ɨ̯ ð ɛ ɡ v a d
deuddegfed	d e ɨ̯ ð ɛ ɡ v ɛ d
deugain	d e i̯ ɡ a i̯ n
deugain	d e i̯ ɡ ɛ n
deugeiniau	d e i̯ ɡ e i̯ n j a
deugeiniau	d e i̯ ɡ e i̯ n j a ɨ̯
deugeiniau	d e i̯ ɡ e i̯ n j ɛ
deulo	d e ɨ̯ l ɔ
deulu	d e ɨ̯ l ɨ
deunaw	d e ɨ̯ n a u̯
deunydd	d e ɨ̯ n ɨ̞ ð
deunyddiau	d e ɨ̯ n ə ð j a
deunyddiau	d e ɨ̯ n ə ð j a ɨ̯
deunyddiau	d e ɨ̯ n ə ð j ɛ
deuparth	d e ɨ̯ p a r θ
deusaith	d e ɨ̯ s a i̯ θ
dew	d eː u̯
dewch	d ɛ u̯ χ
dewed	d ɛ u̯ ɛ d
dewi	d ɛ u̯ i
dewis	d ɛ u̯ i s
dewr	d ɛ u̯ r
deyrnaddoliant	d e ɨ̯ r n a ð ɔ l j a n t
deyrnas	d e ɨ̯ r n a s
di	d iː
dial	d ɪ a l
diamod	d i a m ɔ d
diamod	d iː a m ɔ d
diarhebion	d i a r h ɛ b j ɔ n
dibwys	d ɪ b ʊ ɨ̯ s
dichon	d ɪ χ ɔ n
diddordeb	d ɪ ð ɔ r d a b
diddordeb	d ɪ ð ɔ r d ɛ b
diddorol	d ɪ ð ɔ r ɔ l
didranc	d ɪ d r a ŋ k
dienw	d i ɛ n ʊ
difetha	d ɪ v ɛ θ a
diffodd	d ɪ f ɔ ð
diffydd	d ɪ f ɨ̞ ð
digalon	d ɪ ɡ a l ɔ n
digalondid	d ɪ ɡ a l ɔ n d ɪ d
digalonni	d ɪ ɡ a l ɔ n i
digon	d ɪ ɡ ɔ n
digoni	d ɪ ɡ ɔ n i
digwydd	d ɪ ɡ w ɨ̞ ð
digwyddaf	d ɪ ɡ w ə ð a f
digwyddiad	d ɪ ɡ ʊ i̯ ð j a d
dihareb	d ɪ h a r ɛ b
dihuno	d ɪ h ɨ̞ n ɔ
dileu	d ɪ l e ɨ̯
dillad	d ɪ ɬ a d
dilledyn	d ɪ ɬ ɛ d ɨ̞ n
dilyn	d ɪ l i n
dilyn	d ɪ l ɨ̞ n
dim	d ɪ m
dinas	d ɪ n a s
diobaith	d i ɔ b a i̯ θ
diod	d iː ɔ d
diodydd	d i ɔ d ɨ̞ ð
diodydd	d j ɔ d ɨ̞ ð
diogel	d j ɔ ɡ a l
diogel	d j ɔ ɡ ɛ l
diogel	d ɪ ɔ ɡ ɛ l
diolch yn fawr	d i ɔ l χ ə n v a u̯ r
diolch yn fawr iawn	d j ɔ l χ ə n v a u̯ r j a u̯ n
diolchgarwch	d ɪ ɔ l χ ɡ a r ʊ χ
dirmyg	d ɪ r m ɨ̞ ɡ
dirmygu	d ɪ r m ə ɡ ɨ
dirmygus	d ɪ r m ə ɡ ɨ̞ s
dirwy	d ɪ r ʊ ɨ̯
diryw	d ɪ r ɨ̞ u̯
disgwyl	d ɪ s ɡ ʊ ɨ̯ l
disgybl	d ɪ s ɡ ɨ̞ b l
disgybl	d ɪ s ɡ ɪ b l
disgyblion	d ɪ s ɡ ə b l j ɔ n
disgyn	d ɪ s ɡ ɨ̞ n
disgyn	d ɪ s ɡ ɪ n
diwedd	d ɪ u̯ a ð
diwedd	d ɪ u̯ ɛ ð
diweddar	d ɪ u̯ ɛ ð a r
diweithdra	d ɪ w e i̯ θ d r a
diwerth	d ɪ u̯ ɛ r θ
diwethaf	d w ɛ θ a
diwethaf	d w ɪ θ a
diwethaf	d ɪ u̯ ɛ θ a
diwethaf	d ɪ u̯ ɛ θ a v
diwrnod	d ɪ u̯ r n ɔ d
diwrnod	d ʊ r n ɔ d
diwyd	d ɪ u̯ ɨ̞ d
diwydiant	d ɪ u̯ ɨ̞ d j a n t
diwyr	d ɪ ʊ ɨ̯ r
do	d oː
do'ch	d oː χ
do'n	d oː n
dod	d oː d
dodi	d ɔ d ɪ
doedd	d oː ɨ̯ ð
doeddech	d ɔ ɨ̯ ð a χ
doeddech	d ɔ ɨ̯ ð ɛ χ
doedden	d ɔ ɨ̯ ð a n
doedden	d ɔ ɨ̯ ð ɛ n
doeddet	d ɔ ɨ̯ ð a t
doeddet	d ɔ ɨ̯ ð ɛ t
doeddwn	d ɔ ɨ̯ ð ʊ n
doem	d oː ɨ̯ m
doen	d oː ɨ̯ n
doer	d oː ɨ̯ r
doet	d oː ɨ̯ t
dof	d oː v
dogfen	d ɔ ɡ v ɛ n
doi	d ɔ i̯
doid	d ɔ i̯ d
doir	d ɔ i̯ r
dois	d ɔ i̯ s
dois	d ɔ i̯ ʃ
doit	d ɔ i̯ t
dolen	d ɔ l a n
dolen	d ɔ l ɛ n
dolffin	d ɔ l f ɪ n
dolffiniaid	d ɔ l f ɪ n j a i̯ d
dolffiniaid	d ɔ l f ɪ n j ɛ d
doli	d ɔ l i
doliau	d ɔ l j a
doliau	d ɔ l j a ɨ̯
doliau	d ɔ l j ɛ
dolis	d ɔ l ɪ s
dolur	d ɔ l ɨ̞ r
dolïau	d ɔ l ɪ a
dolïau	d ɔ l ɪ a ɨ̯
dolïau	d ɔ l ɪ ɛ
doniol	d ɔ n j ɔ l
dor	d ɔ r
dorra	d ɔ r a
dorrai	d ɔ r a i̯
dorrai	d ɔ r ɛ
dorrent	d ɔ r ɛ n t
dorrid	d ɔ r ɪ d
dorsen	d ɔ r s ɛ n
dos	d oː s
dosbarthiad	d ɔ s b a r θ j a d
dosbarthiadau	d ɔ s b a r θ j a d a
dosbarthiadau	d ɔ s b a r θ j a d a ɨ̯
dosbarthiadau	d ɔ s b a r θ j a d ɛ
dosbarthol	d ɔ s b a r θ ɔ l
dosbarthu	d ɔ s b a r θ ɨ
dosbarthwr	d ɔ s b a r θ ʊ r
dosbarthwyr	d ɔ s b a r θ w ɨ̞ r
dost	d ɔ s t
draed	d r aː ɨ̯ d
drama	d r a m a
drannoeth	d r a n ɔ ɨ̯ θ
drawant	d r a u̯ a n t
dre	d r eː
drefydd	d r ɛ v ɨ̞ ð
dreidl	d r e i̯ d l
dreisiwr	d r e i̯ ʃ ʊ r
drennydd	d r ɛ n ɨ̞ ð
dringo	d r ɪ ŋ ɔ
dro	d r oː
droed	d r oː ɨ̯ d
droednoeth	d r ɔ ɨ̯ d n ɔ ɨ̯ θ
droen	d r oː ɨ̯ n
droet	d r oː ɨ̯ t
droi	d r ɔ i̯
droid	d r ɔ i̯ d
dros	d r ɔ s
dros dro	d r oː s d r oː
drud	d r ɨː d
drudwen	d r ɨ̞ d w ɛ n
drwg	d r uː ɡ
drws	d r uː s
drwy	d r uː ɨ̯
drwydded	d r ʊ ɨ̯ ð a d
drwydded	d r ʊ ɨ̯ ð ɛ d
drwyddedau	d r ʊ ɨ̯ ð ɛ d a
drwyddedau	d r ʊ ɨ̯ ð ɛ d a ɨ̯
drwyddedau	d r ʊ ɨ̯ ð ɛ d ɛ
drwyn	d r uː ɨ̯ n
dry	d r ɨː
drych	d r ɨː χ
drycin	d r ə k ɪ n
drydanwr	d r ə d a n ʊ r
drygioni	d r ə ɡ j ɔ n i
drysfa	d r ə s v a
drysfeydd	d r ə s v e ɨ̯ ð
drysgoed	d r ə s ɡ ɔ ɨ̯ d
drysi	d r ə s i
drysle	d r ə s l ɛ
drysleoedd	d r ə s l eː ɔ ɨ̯ ð
dryslwyn	d r ə s l ʊ ɨ̯ n
dryslwyni	d r ə s l ʊ ɨ̯ n i
dryslyd	d r ə s l ɨ̞ d
drysni	d r ə s n i
drysu	d r ə s ɨ
dryswch	d r ə s ʊ χ
dryw	d r ɨ u̯
dryw	d r ɪ u̯
drôn	d r oː n
du	d ɨː
dudalen	d ɨ̞ d a l a n
dudalen	d ɨ̞ d a l ɛ n
dudno	d ɨ̞ d n ɔ
dueg	d ɨː ɛ ɡ
dug	d ɨː ɡ
dull	d ɨ̞ ɬ
dur	d ɨː r
duw	d ɨ u̯
duwies	d ɨ̞ u̯ j a s
duwies	d ɨ̞ u̯ j ɛ s
dw	d w
dw	d ʊ
dw i angen condom	d u i a ŋ ɡ ɛ n k ɔ n d ɔ m
dw i angen cyfreithiwr	d u i a ŋ ɡ ɛ n k ə v r ə i θ ɪ u r
dw i angen dŵr	d u i a ŋ ɡ ɛ n d uː r
dw i angen meddyg	d u i a ŋ ɡ ɛ n m ɛ ð ɨ̞ ɡ
dw i'n iawn	d u i n j a u n
dw i'n meddwl	d u iː n m ɛ ð ʊ l
dweud	d w e ɨ̯ d
dwfn	d ɨ̞ v n
dwfn	d ʊ v n
dwfr	d ʊ v r
dwg	d uː ɡ
dwrci	d ʊ r k i
dwrgi	d ʊ r ɡ ɪ
dwy	d uː ɨ̯
dwyieithog	d ʊ ɨ̯ j e i̯ θ ɔ ɡ
dwylo	d ʊ ɨ̯ l ɔ
dwymyn	d ʊ ɨ̯ m ɨ̞ n
dwyn	d uː ɨ̯ n
dwyrain	d ʊ ɨ̯ r a i n
dwyrain	d ʊ ɨ̯ r ɛ n
dwys	d uː ɨ̯ s
dwyt	d uː t
dwyt	d uː ɨ̯ t
dwywaith	d ʊ ɨ̯ w a i̯ θ
dwywaith	d ʊ ɨ̯ w ɛ θ
dy	d ə
dybarth	d ə b a r θ
dyblu	d ə b l ɨ
dychmygu	d ə χ m ə ɡ ɨ
dychryn	d ə χ r ɨ̞ n
dychryniadau	d ə χ r ə n j a d a
dychryniadau	d ə χ r ə n j a d a ɨ̯
dychryniadau	d ə χ r ə n j a d ɛ
dychrynllyd	d ə χ r ə n ɬ ɨ̞ d
dychwelyd	d ə χ w ɛ l ɨ̞ d
dyd	d ɨː d
dydd	d ɨː ð
dydd gwener	d ɨː ð ɡ w ɛ n a r
dydd gwener	d ɨː ð ɡ w ɛ n ɛ r
dydd gwener	d ɨ̞ ð ɡ w ɛ n a r
dydd gwener	d ɨ̞ ð ɡ w ɛ n ɛ r
dydd gwener	d ɨ̞ ɡ w ɛ n a r
dydd gwener	d ɨ̞ ɡ w ɛ n ɛ r
dydd iau	d ɨː ð j a ɨ̯
dydd iau	d ɨ̞ j a ɨ̯
dydd iau	d ɨ̞ ð j a ɨ̯
dydd llun	d ɨː ð ɬ ɨː n
dydd llun	d ɨ̞ ð ɬ ɨː n
dydd llun	d ɨ̞ ɬ ɨː n
dydd mawrth	d ɨː ð m a u̯ r θ
dydd mawrth	d ɨ̞ m a u̯ r θ
dydd mawrth	d ɨ̞ ð m a u̯ r θ
dydd mercher	d ɨː ð m ɛ r χ a r
dydd mercher	d ɨː ð m ɛ r χ ɛ r
dydd mercher	d ɨ̞ m ɛ r χ a r
dydd mercher	d ɨ̞ m ɛ r χ ɛ r
dydd mercher	d ɨ̞ ð m ɛ r χ a r
dydd mercher	d ɨ̞ ð m ɛ r χ ɛ r
dydd sadwrn	d ɨː ð s a d ʊ n
dydd sadwrn	d ɨː ð s a d ʊ r n
dydd sadwrn	d ɨ̞ s a d ʊ n
dydd sadwrn	d ɨ̞ s a d ʊ r n
dydd sadwrn	d ɨ̞ ð s a d ʊ n
dydd sadwrn	d ɨ̞ ð s a d ʊ r n
dydd sul	d ɨː ð s ɨː l
dydd sul	d ɨ̞ s ɨː l
dydd sul	d ɨ̞ ð s ɨː l
dyddiad	d ə ð j a d
dyddiadau	d ə ð j a d a
dyddiadau	d ə ð j a d a ɨ̯
dyddiadau	d ə ð j a d ɛ
dyddio	d ə ð j ɔ
dydw	d ə d ʊ
dydw i ddim yn siarad cymraeg	d ə d u i ð ɪ m ə n ʃ a r a d k ə m r a ɪ ɡ
dydw i ddim yn siarad y saesneg	d ə d u i ð ɪ m ə n ʃ a r a d ə s ə i s n ɛ ɡ
dydy	d ə d i
dydy	d ə d ɨ̞
dyfarniad	d ə v a r n j a d
dyfarniadau	d ə v a r n j a d a
dyfarniadau	d ə v a r n j a d a ɨ̯
dyfarniadau	d ə v a r n j a d ɛ
dyfarnu	d ə v a r n i
dyfarnu	d ə v a r n ɨ
dyfarnwr	d ə v a r n ʊ r
dyfarnwyr	d ə v a r n w ɨ̞ r
dyfeiswragedd	d ə v e i̯ s w r a ɡ ɛ ð
dyfeiswraig	d ə v e i̯ s w r a i̯ ɡ
dyffryn	d ə f r ɨ̞ n
dyfi	d ə v ɪ
dyfnion	d ə v n j ɔ n
dyfrdwy	d ə v r d ʊ ɨ̯
dyfrfarch	d ə v r v a r χ
dyfrgi	d ə v r ɡ ɪ
dyfynnod	d ə v ə n ɔ d
dylai	d ə l a i̯
dylan	d ə l a n
dylanwad	d ə l a n w a d
dylid	d ə l i d
dylu	d ə l ɨ̞
dylwn	d ə l ʊ n
dyma	d ə m a
dymuno	d ə m ɨ̞ n ɔ
dyn	d ɨː n
dyna	d ə n a
dyna	d ə n ɛ
dyna	d ɛ n ɛ
dynes	d ə n ɛ s
dynfarch	d ə n v a r χ
dynfeirch	d ə n v e i̯ r χ
dyngarol	d ə ŋ ɡ a r ɔ l
dynion	d ə n j ɔ n
dynladdiad	d ɨː n l a ð j a d
dynleiddiad	d ɨː n l e i̯ ð j a d
dynleiddiaid	d ɨː n l e i̯ ð j a i̯ d
dynleiddiaid	d ɨː n l e i̯ ð j ɛ d
dynn	d ɨ̞ n
dynnu	d ə n ɨ
dyr	d ɨ̞ r
dyrchafu	d ə r χ a v ɨ
dyrchaif	d ə r χ a i̯ v
dyrnfedd	d ə r n v ɛ ð
dyrnu	d ə r n ɨ
dyrrau	d ə r a
dyrrau	d ə r a ɨ
dyrrau	d ə r ɛ
dyry	d ə r ɨ
dyrys	d ə r ɨ̞ s
dyrysfa	d ə r ə s v a
dyrysfeydd	d ə r ə s v e ɨ̯ ð
dyrysgoed	d ə r ə s ɡ ɔ ɨ̯ d
dyrysle	d ə r ə s l ɛ
dyrysleoedd	d ə r ə s l eː ɔ ɨ̯ ð
dyryslwyn	d ə r ə s l ʊ ɨ̯ n
dyryslwyni	d ə r ə s l ʊ ɨ̯ n i
dyryslyd	d ə r ə s l ɨ̞ d
dyrysni	d ə r ə s n i
dyrysu	d ə r ə s ɨ
dysg	d ɨː s ɡ
dysglaid	d ɨ̞ s ɡ l a i̯ d
dysglaid	d ɨ̞ s ɡ l ɛ d
dysgleidiau	d ɨ̞ s ɡ l e i̯ d j a
dysgleidiau	d ɨ̞ s ɡ l e i̯ d j a ɨ̯
dysgleidiau	d ɨ̞ s ɡ l e i̯ d j ɛ
dysgu	d ə s ɡ ɨ̞
dysgwr	d ə s ɡ ʊ r
dywed	d ə u̯ ɛ d
dyweddïo	d ə w ɛ ð iː ɔ
dywedodd	d ə u̯ ɛ d ɔ ð
dywyll	d ə u̯ ɨ̞ ɬ
dâl	d aː l
dân	d aː n
dâr	d aː r
dîm	d iː m
dòl	d ɔ l
dôn	d oː n
düwch	d ɨː ʊ χ
dŵr	d uː r
dŷ	d ɨː
e	eː
eang	eː a ŋ
eangderau	ɛ a ŋ d ɛ r a
eangderau	ɛ a ŋ d ɛ r a ɨ̯
eangderau	ɛ a ŋ d ɛ r ɛ
eangfrydig	ɛ a ŋ v r ə d ɪ ɡ
eangiadau	ɛ a ŋ j a d a
eangiadau	ɛ a ŋ j a d a ɨ̯
eangiadau	ɛ a ŋ j a d ɛ
ebargofiant	ɛ b a r ɡ ɔ v j a n t
ebol	ɛ b ɔ l
eboles	ɛ b ɔ l ɛ s
ebrill	ɛ b r ɪ ɬ
ebychnod	ɛ b ə χ n ɔ d
ec	ɛ k
echddoe	ɛ χ ð ɔ ɨ̯
echdoe	ɛ χ d ɔ ɨ̯
echlysur	ɛ χ l ə s ɨ̞ r
echnos	ɛ χ n ɔ s
echryd	ɛ χ r ɨ̞ d
echrydu	ɛ χ r ə d ɨ
echrydus	ɛ χ r ə d ɨ̞ s
ecogyfeillgar	ɛ k ɔ ɡ ə v e i̯ ɬ ɡ a r
economeg	ɛ k ɔ n ɔ m ɛ ɡ
economegwyr	ɛ k ɔ n ɔ m ɛ ɡ w ɨ̞ r
economegydd	ɛ k ɔ n ɔ m ɛ ɡ ɨ̞ ð
ecs	ɛ k s
edau	ɛ d a
edau	ɛ d a ɨ̯
edau	ɛ d ɛ
eddy	ɛ ð ɨ̞
edfryd	ɛ d v r ɨ̞ d
edliw	ɛ d l ɪ u̯
edn	ɛ d n
edrych	ɛ d r a χ
edrych	ɛ d r ɨ̞ χ
edrydd	ɛ d r ɨ̞ ð
edwyn	ɛ d w ɨ̞ n
ef	eː v
efallai	v a ɬ a
efallai	v a ɬ ɛ
efallai	ɛ v a ɬ a
efallai	ɛ v a ɬ a i̯
efallai	ɛ v a ɬ ɛ
efallai	ɛ ɬ a
efengyl	ɛ v ɛ ŋ ɨ̞ l
efengylu	ɛ v ɛ ŋ ə l ɨ
effaith	ɛ f a i̯ θ
effaith	ɛ f ɛ θ
efo	ɛ v ɔ
efrog	ɛ v r ɔ ɡ
efwr	ɛ v ʊ r
efydd	ɛ v ɨ̞ ð
efyrnwy	ɛ v ə r n ʊ ɨ̯
egluro	ɛ ɡ l ɨ r ɔ
eglwys	ɛ ɡ l ʊ ɨ̯ s
egni	ɛ ɡ n i
egwyddor	ɛ ɡ ʊ ɨ̯ ð ɔ r
egwyl	ɛ ɡ ʊ ɨ̯ l
egyr	ɛ ɡ ɨ̞ r
ehangach	ɛ h a ŋ a χ
ehangder	ɛ h a ŋ d ɛ r
ehanged	ɛ h a ŋ ɛ d
ehangiad	ɛ h a ŋ j a d
ehangu	ɛ h a ŋ ɨ̞
ehedydd	ɛ h ɛ d ɨ̞ ð
ehöeg	ɛ h oː ɛ ɡ
ei	e i̯
eid	e i̯ d
eidal	e i̯ d a l
eiddew	e i̯ ð ɛ u̯
eiddgar	e i̯ ð ɡ a r
eiddgarwch	e i̯ ð ɡ a r ʊ χ
eiliad	e i̯ l j a d
eiliadau	e i̯ l j a d a
eiliadau	e i̯ l j a d a ɨ̯
eiliadau	e i̯ l j a d ɛ
eilir	e i̯ l ɪ r
eir	e i̯ r
eira	e i̯ r a
eiriadurwr	e i̯ r j a d ɨ̞ r ʊ r
eiriadurwyr	e i̯ r j a d ɨ̞ r w ɨ̞ r
eirin	e i̯ r ɪ n
eirin gwlanog	e i̯ r ɪ ŋ ɡ w l a n ɔ ɡ
eirin mair	e i̯ r ɪ m m a i̯ r
eirin ysgaw	e i̯ r ɪ n ə s ɡ a u̯
eirina	e i̯ r ɪ n a
eirinen	e i̯ r ɪ n a n
eirinen	e i̯ r ɪ n ɛ n
eirinen fair	e i̯ r ɪ n a n v a i̯ r
eirinen fair	e i̯ r ɪ n ɛ n v a i̯ r
eirinen wlanog	e i̯ r ɪ n a ŋ w l a n ɔ ɡ
eirinen wlanog	e i̯ r ɪ n ɛ ŋ w l a n ɔ ɡ
eirinen ysgaw	e i̯ r ɪ n a n ə s ɡ a u̯
eirinen ysgaw	e i̯ r ɪ n ɛ n ə s ɡ a u̯
eirlithrad	e i r l ɪ θ r a d
eirlys	e i̯ r l ɨ̞ s
eirth	e i̯ r θ
eisiau	e i̯ ʃ a ɨ̯
eisiau	ɪ ʃ ɔ
eisoes	e i̯ s ɔ ɨ̯ s
eisoes	e i̯ ʃ ɔ ɨ̯ s
eistedd	e i̯ s d ɛ ð
eistedd	ɪ s d a
eistedd	ɪ s d ɛ
eisteddfodau	e i̯ s d ɛ ð v ɔ d a ɨ̯
eisteddfodau	s d ɛ ð v ɔ d a
eisteddfodau	s d ɛ ð v ɔ d ɛ
eisteddle	e i̯ s d ɛ ð l ɛ
eith	e i̯ θ
eithaf	ə i̯ θ a v
el	ɛ l
elai	ɛ l a i̯
elain	ɛ l a i̯ n
elc	ɛ l k
elciaid	ɛ l k j a i̯ d
elciaid	ɛ l k j ɛ d
elech	ɛ l ɛ χ
eled	ɛ l ɛ d
elem	ɛ l ɛ m
elen	ɛ l ɛ n
eleni	l ɛ n ɪ
eleni	ɛ l ɛ n ɪ
elent	ɛ l ɛ n t
eler	ɛ l ɛ r
elet	ɛ l ɛ t
elfed	ɛ l v ɛ d
elfen	ɛ l v ɛ n
eli	ɛ l i
elid	ɛ l ɪ d
eliffant	ɛ l ɪ f a n t
elin	ɛ l ɪ n
elir	ɛ l ɪ r
elit	ɛ l ɪ t
elli	ɛ ɬ ɪ
