а	a
конфедерациски	k ɔ ɱ f ɛ d ɛ r a t͡s i s k i
конференциски	k ɔ ɱ f ɛ r ɛ n t͡s i s k i
конфигурација	k ɔ ɱ f i ɡ u r a t͡s i j a
конфискација	k ɔ ɱ f i s k a t͡s i j a
конфузен	k ɔ ɱ f u z ɛ n
конфучиј	k ɔ ɱ f u t͡ʃ i j
концизен	k ɔ n t͡s i z ɛ n
концизност	k ɔ n t͡s i z n ɔ s t
конјугациски	k ɔ n j u ɡ a t͡s i s k i
координаторка	k ɔ ɔ r d i n a t ɔ r k a
координаторски	k ɔ ɔ r d i n a t ɔ r s k i
координација	k ɔ ɔ r d i n a t͡s i j a
копан	k ɔ p a n
копаничар	k ɔ p a n i t͡ʃ a r
копанче	k ɔ p a n t͡ʃ ɛ
копито	k ɔ p i t ɔ
копитце	k ɔ p i t t͡s ɛ
копнува	k ɔ p n u v a
коприва	k ɔ p r i v a
коприна	k ɔ p r i n a
копула	k ɔ p u ɫ a
копје	k ɔ p j ɛ
копјенце	k ɔ p j ɛ n t͡s ɛ
кора	k ɔ ɾ a
кораб	k ɔ ɾ a p
корелација	k ɔ ɾ ɛ ɫ a t͡s i j a
корен	k ɔ ɾ ɛ n
коренче	k ɔ ɾ ɛ n t͡ʃ ɛ
кореја	k ɔ r ɛ j a
користољубивост	k ɔ ɾ i s t ɔ l u b i v ɔ s t
корито	k ɔ ɾ i t ɔ
коритце	k ɔ ɾ i t t͡s ɛ
коричка	k ɔ ɾ i t͡ʃ k a
корне	k ɔ r n ɛ
корпорациски	k ɔ r p ɔ r a t͡s i s k i
корупција	k ɔ r u p t͡s i j a
коса	k ɔ s a
косачка	k ɔ s a t͡ʃ k a
коси	k ɔ s i
косичка	k ɔ s i t͡ʃ k a
коска	k ɔ s k a
коскест	k ɔ s k ɛ s t
коски	k ɔ s k i
космологија	k ɔ s m ɔ ɫ ɔ ɡ i j a
космонаут	k ɔ s m ɔ n a u t
космонаутка	k ɔ s m ɔ n a u t k a
косово	k ɔ s ɔ v ɔ
костенов	k ɔ s t ɛ n ɔ f
костим	k ɔ s t i m
костимче	k ɔ s t i m t͡ʃ ɛ
котларски	k ɔ t ɫ a r s k i
кофа	k ɔ f a
коцка	k ɔ t͡s k a
коцкарски	k ɔ t͡s k a r s k i
коцкест	k ɔ t͡s k ɛ s t
коцкичка	k ɔ t͡s k i t͡ʃ k a
кочан	k ɔ t͡ʃ a n
кочина	k ɔ t͡ʃ i n a
кошарка	k ɔ ʃ a r k a
кошмар	k ɔ ʃ m a r
кошница	k ɔ ʃ n i t͡s a
кошничарски	k ɔ ʃ n i t͡ʃ a r s k i
кошничка	k ɔ ʃ n i t͡ʃ k a
кој	k ɔ j
која	k ɔ j a
коњ	k ɔ ɲ
коњарство	k ɔ ɲ a r s t v ɔ
коњица	k ɔ ɲ i t͡s a
коњушарски	k ɔ ɲ u ʃ a r s k i
коњче	k ɔ ɲ t͡ʃ ɛ
крава	k r a v a
кравар	k r a v a r
краварка	k r a v a r k a
краварски	k r a v a r s k i
краварство	k r a v a r s t v ɔ
кравче	k r a f t͡ʃ ɛ
крадец	k r a d ɛ t͡s
крадешкум	k r a d ɛ ʃ k u m
крал	k r a ɫ
кралоубиство	k r a ɫ ɔ u b i s t v ɔ
кралски	k r a ɫ s k i
кралува	k r a ɫ u v a
крап	k r a p
краставичка	k r a s t a v i t͡ʃ k a
кратковечност	k r a t k ɔ v ɛ t͡ʃ n ɔ s t
кратковид	k r a t k ɔ v i t
краткометражен	k r a t k ɔ m ɛ t r a ʒ ɛ n
краткост	k r a t k ɔ s t
краткотрајност	k r a t k ɔ t r a j n ɔ s t
краток	k r a t ɔ k
крај	k r a j
крајморски	k r a j m ɔ r s k i
крајпатен	k r a j p a t ɛ n
крајречен	k r a j r ɛ t͡ʃ ɛ n
крајче	k r a j t͡ʃ ɛ
крв	k r̩ f
крводарител	k r̩ v ɔ d a ɾ i t ɛ ɫ
крвожедност	k r̩ v ɔ ʒ ɛ d n ɔ s t
крволочност	k r̩ v ɔ ɫ ɔ t͡ʃ n ɔ s t
крдо	k r̩ d ɔ
креација	k r ɛ a t͡s i j a
кревкост	k r ɛ f k ɔ s t
креда	k r ɛ d a
кредитен	k r ɛ d i t ɛ n
крекнува	k r ɛ k n u v a
кремен	k r ɛ m ɛ n
крепкост	k r ɛ p k ɔ s t
крепосник	k r ɛ p ɔ s n i k
крзнар	k r̩ z n a r
крзнарски	k r̩ z n a r s k i
крзнарство	k r̩ z n a r s t v ɔ
крзно	k r̩ z n ɔ
криволов	k r i v ɔ ɫ ɔ f
кризен	k r i z ɛ n
крикет	k r i k ɛ t
крикнува	k r i k n u v a
крилест	k r i l ɛ s t
крило	k r i ɫ ɔ
крилце	k r i ɫ t͡s ɛ
кринов	k r i n ɔ f
криптологија	k r i p t ɔ ɫ ɔ ɡ i j a
кристал	k r i s t a ɫ
кристализација	k r i s t a l i z a t͡s i j a
критика	k r i t i k a
критичар	k r i t i t͡ʃ a r
критичарски	k r i t i t͡ʃ a r s k i
критичност	k r i t i t͡ʃ n ɔ s t
криумчар	k r i j u m t͡ʃ a r
кришум	k r i ʃ u m
кркнува	k r̩ k n u v a
кров	k r ɔ f
кровче	k r ɔ f t͡ʃ ɛ
крои	k r ɔ i
крокодил	k r ɔ k ɔ d i ɫ
кромид	k r ɔ m i t
кромитче	k r ɔ m i t t͡ʃ ɛ
кроце	k r ɔ t͡s ɛ
крошна	k r ɔ ʃ n a
крошничка	k r ɔ ʃ n i t͡ʃ k a
крој	k r ɔ j
кројка	k r ɔ j k a
крпа	k r̩ p a
крпичка	k r̩ p i t͡ʃ k a
крпче	k r̩ p t͡ʃ ɛ
крст	k r̩ s t
крстоносен	k r̩ s t ɔ n ɔ s ɛ n
крт	k r̩ t
круна	k r u n a
круничка	k r u n i t͡ʃ k a
крутост	k r u t ɔ s t
круша	k r u ʃ a
крцкавост	k r̩ t͡s k a v ɔ s t
крцнува	k r̩ t͡s n u v a
крчма	k r̩ t͡ʃ m a
крчмарски	k r̩ t͡ʃ m a r s k i
крчмичка	k r̩ t͡ʃ m i t͡ʃ k a
кршливост	k r̩ ʃ l i v ɔ s t
кршталник	k r̩ ʃ t a ɫ n i k
крштелен	k r̩ ʃ t ɛ l ɛ n
крџалија	k r̩ d͡ʒ a l i j a
ксенофоб	k s ɛ n ɔ f ɔ p
ксенофобичен	k s ɛ n ɔ f ɔ b i t͡ʃ ɛ n
ксенофобија	k s ɛ n ɔ f ɔ b i j a
ктиторски	k t i t ɔ r s k i
куалалумпурски	k u a ɫ a ɫ u m p u r s k i
кугла	k u ɡ ɫ a
куглање	k u ɡ ɫ a ɲ ɛ
кугличка	k u ɡ l i t͡ʃ k a
кука	k u k a
кукичка	k u k i t͡ʃ k a
кукла	k u k ɫ a
кукларство	k u k ɫ a r s t v ɔ
кукле	k u k l ɛ
кукличе	k u k l i t͡ʃ ɛ
кукличка	k u k l i t͡ʃ k a
кукурек	k u k u ɾ ɛ k
култивација	k u ɫ t i v a t͡s i j a
култура	k u ɫ t u ɾ a
кумин	k u m i n
кумов	k u m ɔ f
кумува	k u m u v a
кумулација	k u m u ɫ a t͡s i j a
кумче	k u m t͡ʃ ɛ
куп	k u p
куповен	k u p ɔ v ɛ n
купопродажба	k u p ɔ p r ɔ d a ʒ b a
купувачки	k u p u v a t͡ʃ k i
купче	k u p t͡ʃ ɛ
кур	k u r
курва	k u r v a
курварство	k u r v a r s t v ɔ
курви	k u r v i
курвин	k u r v i n
курвинство	k u r v i n s t v ɔ
курвиче	k u r v i t͡ʃ ɛ
курвичка	k u r v i t͡ʃ k a
куре	k u ɾ ɛ
курна	k u r n a
курови	k u ɾ ɔ v i
курсен	k u r s ɛ n
кус	k u s
кусок	k u s ɔ k
кусур	k u s u r
кутивче	k u t i f t͡ʃ ɛ
кутија	k u t i j a
кутнува	k u t n u v a
кутре	k u t r ɛ
кутриња	k u t r i ɲ a
куфер	k u f ɛ r
куферче	k u f ɛ r t͡ʃ ɛ
куцнува	k u t͡s n u v a
куче	k u t͡ʃ ɛ
кученце	k u t͡ʃ ɛ n t͡s ɛ
кучиште	k u t͡ʃ i ʃ t ɛ
кучиња	k u t͡ʃ i ɲ a
кучуле	k u t͡ʃ u l ɛ
кујна	k u j n a
кујни	k u j n i
кујничка	k u j n i t͡ʃ k a
куќа	k u c a
куќарка	k u c a r k a
куќуле	k u c u l ɛ
кљакуш	k l a k u ʃ
кљанка	k l a ŋ k a
кљанкач	k l a ŋ k a t͡ʃ
кљанкање	k l a ŋ k a ɲ ɛ
к’смет	k ə s m ɛ t
лабавост	ɫ a b a v ɔ s t
лабилност	ɫ a b i ɫ n ɔ s t
лав	ɫ a f
лаворов	ɫ a v ɔ ɾ ɔ f
лавче	ɫ a f t͡ʃ ɛ
лавчиња	ɫ a f t͡ʃ i ɲ a
ладен	ɫ a d ɛ n
ладничок	ɫ a d n i t͡ʃ ɔ k
лажичка	ɫ a ʒ i t͡ʃ k a
лажливост	ɫ a ʒ l i v ɔ s t
лажност	ɫ a ʒ n ɔ s t
лакомство	ɫ a k ɔ m s t v ɔ
лакрдија	ɫ a k r̩ d i j a
лактациски	ɫ a k t a t͡s i s k i
лактација	ɫ a k t a t͡s i j a
лале	ɫ a l ɛ
лаленце	ɫ a l ɛ n t͡s ɛ
ламба	ɫ a m b a
ламбичка	ɫ a m b i t͡ʃ k a
лани	ɫ a n i
лански	ɫ a n s k i
лапачка	ɫ a p a t͡ʃ k a
лапнува	ɫ a p n u v a
лапсус	ɫ a p s u s
лаптоп	ɫ a p t ɔ p
ларвин	ɫ a r v i n
ласерски	ɫ a s ɛ r s k i
ласица	ɫ a s i t͡s a
ласка	ɫ a s k a
ласкавост	ɫ a s k a v ɔ s t
ластик	ɫ a s t i k
ластиче	ɫ a s t i t͡ʃ ɛ
лафи	ɫ a f i
лаѓа	ɫ a ɟ a
лајно	ɫ a j n ɔ
лебарник	l ɛ b a r n i k
лев	l ɛ f
левица	l ɛ v i t͡s a
левичарка	l ɛ v i t͡ʃ a r k a
легален	l ɛ ɡ a l ɛ n
легализација	l ɛ ɡ a l i z a t͡s i j a
легендарност	l ɛ ɡ ɛ n d a r n ɔ s t
легија	l ɛ ɡ i j a
лед	l ɛ t
леденост	l ɛ d ɛ n ɔ s t
ледина	l ɛ d i n a
ледник	l ɛ d n i k
лезбејски	l ɛ z b ɛ j s k i
лезетски	l ɛ z ɛ t s k i
лекарство	l ɛ k a r s t v ɔ
лековитост	l ɛ k ɔ v i t ɔ s t
лекомисленост	l ɛ k ɔ m i s l ɛ n ɔ s t
лексикографија	l ɛ k s i k ɔ ɡ r a f i j a
лексикологија	l ɛ k s i k ɔ ɫ ɔ ɡ i j a
лекторски	l ɛ k t ɔ r s k i
лекувачка	l ɛ k u v a t͡ʃ k a
лелека	l ɛ l ɛ k a
лема	l ɛ m a
лента	l ɛ n t a
лентичка	l ɛ n t i t͡ʃ k a
лепило	l ɛ p i ɫ ɔ
лепливост	l ɛ p l i v ɔ s t
лепрозен	l ɛ p r ɔ z ɛ n
лепче	l ɛ p t͡ʃ ɛ
летала	l ɛ t a ɫ a
летало	l ɛ t a ɫ ɔ
летач	l ɛ t a t͡ʃ
лете	l ɛ t ɛ
летен	l ɛ t ɛ n
летнува	l ɛ t n u v a
лето	l ɛ t ɔ
летово	l ɛ t ɔ v ɔ
леток	l ɛ t ɔ k
летописец	l ɛ t ɔ p i s ɛ t͡s
летоска	l ɛ t ɔ s k a
леукемија	l ɛ u k ɛ m i j a
леунка	l ɛ u ŋ k a
лешинарски	l ɛ ʃ i n a r s k i
леќа	l ɛ c a
ливада	l i v a d a
ливаѓе	l i v a ɟ ɛ
лигуш	l i ɡ u ʃ
лидер	l i d ɛ r
лизгавост	l i z ɡ a v ɔ s t
лизгачки	l i z ɡ a t͡ʃ k i
лизнува	l i z n u v a
ликвидација	l i k v i d a t͡s i j a
ликов	l i k ɔ f
лимарски	l i m a r s k i
лимен	l i m ɛ n
лимета	l i m ɛ t a
лимон	l i m ɔ n
лимони	l i m ɔ n i
лимонов	l i m ɔ n ɔ f
лимонче	l i m ɔ n t͡ʃ ɛ
липов	l i p ɔ f
лисабон	l i s a b ɔ n
лисабонски	l i s a b ɔ n s k i
лисица	l i s i t͡s a
лисиче	l i s i t͡ʃ ɛ
лиснат	l i s n a t
литанија	l i t a n i j a
литарски	l i t a r s k i
литература	l i t ɛ ɾ a t u ɾ a
литија	l i t i j a
лифт	l i f t
лихва	l i x v a
лихварка	l i x v a r k a
лихварски	l i x v a r s k i
лихварство	l i x v a r s t v ɔ
лице	l i t͡s ɛ
лицемерство	l i t͡s ɛ m ɛ r s t v ɔ
лиценце	l i t͡s ɛ n t͡s ɛ
лицитаторски	l i t͡s i t a t ɔ r s k i
ловоров	ɫ ɔ v ɔ ɾ ɔ f
ловџиски	ɫ ɔ v d͡ʒ i s k i
логорски	ɫ ɔ ɡ ɔ r s k i
логорува	ɫ ɔ ɡ ɔ ɾ u v a
лозов	ɫ ɔ z ɔ f
локатив	ɫ ɔ k a t i f
локна	ɫ ɔ k n a
лом	ɫ ɔ m
ломотење	ɫ ɔ m ɔ t ɛ ɲ ɛ
лондон	ɫ ɔ n d ɔ n
лондонец	ɫ ɔ n d ɔ n ɛ t͡s
лондонка	ɫ ɔ n d ɔ ŋ k a
лондонски	ɫ ɔ n d ɔ n s k i
лондончанец	ɫ ɔ n d ɔ n t͡ʃ a n ɛ t͡s
лондончанка	ɫ ɔ n d ɔ n t͡ʃ a ŋ k a
лопата	ɫ ɔ p a t a
лопатче	ɫ ɔ p a t t͡ʃ ɛ
лотосов	ɫ ɔ t ɔ s ɔ f
лош	ɫ ɔ ʃ
лошотија	ɫ ɔ ʃ ɔ t i j a
лудачки	ɫ u d a t͡ʃ k i
лудува	ɫ u d u v a
лук	ɫ u k
лукче	ɫ u k t͡ʃ ɛ
луле	ɫ u l ɛ
луленце	ɫ u l ɛ n t͡s ɛ
лулиња	ɫ u l i ɲ a
луна	ɫ u n a
лунѕа	ɫ u n d͡z a
лупа	ɫ u p a
лупи	ɫ u p i
лутециум	ɫ u t ɛ t͡s i j u m
луѓе	ɫ u ɟ ɛ
луѓево	ɫ u ɟ ɛ v ɔ
луѓено	ɫ u ɟ ɛ n ɔ
луѓето	ɫ u ɟ ɛ t ɔ
маало	m a a ɫ ɔ
мавзолеј	m a v z ɔ l ɛ j
магаре	m a ɡ a ɾ ɛ
магаренце	m a ɡ a ɾ ɛ n t͡s ɛ
магарица	m a ɡ a ɾ i t͡s a
магионичарски	m a ɡ i j ɔ n i t͡ʃ a r s k i
магистерски	m a ɡ i s t ɛ r s k i
магичност	m a ɡ i t͡ʃ n ɔ s t
магла	m a ɡ ɫ a
магливост	m a ɡ l i v ɔ s t
маглоса	m a ɡ ɫ ɔ s a
маде	m a d ɛ
мадрид	m a d r i t
мадридски	m a d r i t s k i
маж	m a ʃ
мажа	m a ʒ a
мажи	m a ʒ i
маживе	m a ʒ i v ɛ
мажине	m a ʒ i n ɛ
мажите	m a ʒ i t ɛ
мажов	m a ʒ ɔ f
мажон	m a ʒ ɔ n
мажот	m a ʒ ɔ t
мажу	m a ʒ u
мазност	m a z n ɔ s t
македонец	m a k ɛ d ɔ n ɛ t͡s
македонија	m a k ɛ d ɔ n i j a
македонка	m a k ɛ d ɔ ŋ k a
македонки	m a k ɛ d ɔ ŋ k i
македонски	m a k ɛ d ɔ n s k i
македонци	m a k ɛ d ɔ n t͡s i
македонче	m a k ɛ d ɔ n t͡ʃ ɛ
маков	m a k ɔ f
максимален	m a k s i m a l ɛ n
мал	m a ɫ
маларичен	m a ɫ a ɾ i t͡ʃ ɛ n
малверзациски	m a ɫ v ɛ r z a t͡s i s k i
малинов	m a l i n ɔ f
малку	m a ɫ k u
малкуцка	m a ɫ k u t͡s k a
малолетнички	m a ɫ ɔ l ɛ t n i t͡ʃ k i
малост	m a ɫ ɔ s t
малубројност	m a ɫ u b r ɔ j n ɔ s t
малце	m a ɫ t͡s ɛ
мама	m a m a
мамут	m a m u t
мамутски	m a m u t s k i
мангал	m a ŋ ɡ a ɫ
мангуп	m a ŋ ɡ u p
мангупче	m a ŋ ɡ u p t͡ʃ ɛ
мандарински	m a n d a r i n s k i
манипулативен	m a n i p u ɫ a t i v ɛ n
маничен	m a n i t͡ʃ ɛ n
манџа	m a n d͡ʒ a
манџичка	m a n d͡ʒ i t͡ʃ k a
мапа	m a p a
марка	m a r k a
март	m a r t
маршира	m a r ʃ i ɾ a
маса	m a s a
масиче	m a s i t͡ʃ ɛ
маска	m a s k a
маскенбал	m a s k ɛ m b a ɫ
масленост	m a s l ɛ n ɔ s t
масленце	m a s l ɛ n t͡s ɛ
масло	m a s ɫ ɔ
мастика	m a s t i k a
мастилен	m a s t i l ɛ n
математика	m a t ɛ m a t i k a
математики	m a t ɛ m a t i k i
математичар	m a t ɛ m a t i t͡ʃ a r
математичарка	m a t ɛ m a t i t͡ʃ a r k a
математичарски	m a t ɛ m a t i t͡ʃ a r s k i
матерка	m a t ɛ r k a
матичен	m a t i t͡ʃ ɛ n
маче	m a t͡ʃ ɛ
мачеништво	m a t͡ʃ ɛ n i ʃ t v ɔ
маченце	m a t͡ʃ ɛ n t͡s ɛ
мачителка	m a t͡ʃ i t ɛ ɫ k a
мачиште	m a t͡ʃ i ʃ t ɛ
мачиња	m a t͡ʃ i ɲ a
мачка	m a t͡ʃ k a
мачкиште	m a t͡ʃ k i ʃ t ɛ
мачор	m a t͡ʃ ɔ r
мачорски	m a t͡ʃ ɔ r s k i
мачуле	m a t͡ʃ u l ɛ
машина	m a ʃ i n a
машинерија	m a ʃ i n ɛ ɾ i j a
маѓар	m a ɟ a r
маѓарско	m a ɟ a r s k ɔ
маѓепсаност	m a ɟ ɛ p s a n ɔ s t
мај	m a j
мајкин	m a j k i n
мајкоубиство	m a j k ɔ u b i s t v ɔ
мајмун	m a j m u n
мајмуни	m a j m u n i
мајстор	m a j s t ɔ r
мајсторија	m a j s t ɔ ɾ i j a
мајсторство	m a j s t ɔ r s t v ɔ
мајсторче	m a j s t ɔ r t͡ʃ ɛ
мајчин	m a j t͡ʃ i n
маџуро	m a d͡ʒ u ɾ ɔ
маџуроански	m a d͡ʒ u ɾ ɔ a n s k i
ме	m ɛ
меана	m ɛ a n a
мев	m ɛ f
мевце	m ɛ f t͡s ɛ
мегаломанија	m ɛ ɡ a ɫ ɔ m a n i j a
медарски	m ɛ d a r s k i
медовина	m ɛ d ɔ v i n a
мезе	m ɛ z ɛ
мека	m ɛ k a
меланхоличност	m ɛ ɫ a n x ɔ l i t͡ʃ n ɔ s t
меланхолија	m ɛ ɫ a n x ɔ l i j a
мелник	m ɛ ɫ n i k
мелничар	m ɛ ɫ n i t͡ʃ a r
мелничарка	m ɛ ɫ n i t͡ʃ a r k a
мелничарски	m ɛ ɫ n i t͡ʃ a r s k i
мелнички	m ɛ ɫ n i t͡ʃ k i
мелодичност	m ɛ ɫ ɔ d i t͡ʃ n ɔ s t
менливост	m ɛ n l i v ɔ s t
менталитет	m ɛ n t a l i t ɛ t
менторка	m ɛ n t ɔ r k a
менторски	m ɛ n t ɔ r s k i
менторство	m ɛ n t ɔ r s t v ɔ
мерач	m ɛ ɾ a t͡ʃ
мерило	m ɛ ɾ i ɫ ɔ
месарка	m ɛ s a r k a
месест	m ɛ s ɛ s t
месец	m ɛ s ɛ t͡s
месечарка	m ɛ s ɛ t͡ʃ a r k a
месечарство	m ɛ s ɛ t͡ʃ a r s t v ɔ
месечина	m ɛ s ɛ t͡ʃ i n a
месингов	m ɛ s i ŋ ɡ ɔ f
месо	m ɛ s ɔ
местенце	m ɛ s t ɛ n t͡s ɛ
место	m ɛ s t ɔ
местоположба	m ɛ s t ɔ p ɔ ɫ ɔ ʒ b a
металургија	m ɛ t a ɫ u r ɡ i j a
метарски	m ɛ t a r s k i
метафизика	m ɛ t a f i z i k a
метеорологија	m ɛ t ɛ ɔ ɾ ɔ ɫ ɔ ɡ i j a
метла	m ɛ t ɫ a
метличе	m ɛ t l i t͡ʃ ɛ
метличка	m ɛ t l i t͡ʃ k a
методичност	m ɛ t ɔ d i t͡ʃ n ɔ s t
методологија	m ɛ t ɔ d ɔ ɫ ɔ ɡ i j a
метонимија	m ɛ t ɔ n i m i j a
метрика	m ɛ t r i k a
метропола	m ɛ t r ɔ p ɔ ɫ a
механизација	m ɛ x a n i z a t͡s i j a
механичарски	m ɛ x a n i t͡ʃ a r s k i
меч	m ɛ t͡ʃ
мече	m ɛ t͡ʃ ɛ
мечеви	m ɛ t͡ʃ ɛ v i
меченце	m ɛ t͡ʃ ɛ n t͡s ɛ
мечиња	m ɛ t͡ʃ i ɲ a
мечка	m ɛ t͡ʃ k a
мечок	m ɛ t͡ʃ ɔ k
мечта	m ɛ t͡ʃ t a
мечувалец	m ɛ t͡ʃ u v a l ɛ t͡s
мечувалка	m ɛ t͡ʃ u v a ɫ k a
мечувалки	m ɛ t͡ʃ u v a ɫ k i
мечувалство	m ɛ t͡ʃ u v a ɫ s t v ɔ
мечувалци	m ɛ t͡ʃ u v a ɫ t͡s i
мешнува	m ɛ ʃ n u v a
меѓувремен	m ɛ ɟ u v r ɛ m ɛ n
меѓугенерациски	m ɛ ɟ u ɡ ɛ n ɛ r a t͡s i s k i
меѓуетнички	m ɛ ɟ u ɛ t n i t͡ʃ k i
меѓукултурен	m ɛ ɟ u k u ɫ t u ɾ ɛ n
меѓународен	m ɛ ɟ u n a ɾ ɔ d ɛ n
меѓусебност	m ɛ ɟ u s ɛ b n ɔ s t
мизантропија	m i z a n t r ɔ p i j a
мил	m i ɫ
миленик	m i l ɛ n i k
милениче	m i l ɛ n i t͡ʃ ɛ
милион	m i l i j ɔ n
милионер	m i l i j ɔ n ɛ r
милијарда	m i l i j a r d a
милозвучност	m i ɫ ɔ z v u t͡ʃ n ɔ s t
мимика	m i m i k a
министерски	m i n i s t ɛ r s k i
минливост	m i n l i v ɔ s t
минск	m i n s k
мир	m i r
мирис	m i ɾ i s
мирисливост	m i r i s l i v ɔ s t
мириснува	m i r i s n u v a
мирољубивост	m i ɾ ɔ l u b i v ɔ s t
мирта	m i r t a
мирува	m i ɾ u v a
мисиркин	m i s i r k i n
мисирче	m i s i r t͡ʃ ɛ
мислител	m i s l i t ɛ ɫ
мислителка	m i s l i t ɛ ɫ k a
митарство	m i t a r s t v ɔ
митинг	m i t i ŋ k
мишка	m i ʃ k a
млад	m ɫ a t
младоженски	m ɫ a d ɔ ʒ ɛ n s k i
младолик	m ɫ a d ɔ l i k
младоликост	m ɫ a d ɔ l i k ɔ s t
