ᆜ	j ɯ
라트비아	ɾ a̠ tʰ ɯ b i a̠
라트비아어	ɾ a̠ tʰ ɯ b i a̠ ʌ̹
라틴	ɾ a̠ tʰ i n
라파스	ɾ a̠ pʰ a̠ sʰ ɯ
라파엘	ɾ a̠ pʰ a̠ e̞ ɭ
라한	ɾ a̠ ɦ a̠ n
락	ɾ a̠ k̚
락사	ɾ a̠ k s͈ a̠
락타	ɾ a̠ k̚ tʰ a̠
란	ɾ a̠ n
란제리	ɾ a̠ ɲ d͡ʑ e̞ ɾ i
란타넘	ɾ a̠ n tʰ a̠ n ʌ̹ m
람	ɾ a̠ m
랍	ɾ a̠ p̚
랍비	ɾ a̠ p̚ p͈ i
랍치	ɾ a̠ p̚ t͡ɕʰ i
랑	ɾ a̠ ŋ
랭면	ɾ ɛː ŋ m j ʌ̹ n
랭장고	ɾ ɛː ŋ d͡ʑ a̠ ŋ ɡ o̞
랴오닝	ɾ j a̠ o̞ n i ŋ
략어	ɾ j a̠ ɡ ʌ̹
량	ɾ j a̠ ŋ
량강도	ɾ j a̠ ŋ ɡ a̠ ŋ d o̞
량반	ɾ j a̠ ŋ b a̠ n
량심	ɾ j a̠ ŋ ɕʰ i m
러더포듐	ɾ ʌ̹ d ʌ̹ pʰ o̞ d j u m
러브호텔	ɾ ʌ̹ b ɯ β o̞ tʰ e̞ ɭ
러시아	ɾ ʌ̹ ɕʰ i a̠
러시아말	ɾ ʌ̹ ɕʰ i a̠ m a̠ ɭ
러시아어	ɾ ʌ̹ ɕʰ i a̠ ʌ̹
러시아인	ɾ ʌ̹ ɕʰ i a̠ i n
럭비	ɾ ʌ̹ k̚ p͈ i
런던	ɾ ʌ̹ n d ʌ̹ n
럼	ɾ ʌ̹ m
레	ɾ e̞
레늄	ɾ e̞ ɲ j u m
레닌그라드	ɾ e̞ n i n ɡ ɯ ɾ a̠ d ɯ
레루	ɾ e̞ː ɾ u
레몬	ɾ e̞ m o̞ n
레바논	ɾ e̞ b a̠ n o̞ n
레소토	ɾ e̞ sʰ o̞ tʰ o̞
레스토랑	ɾ e̞ sʰ ɯ tʰ o̞ ɾ a̠ ŋ
레슬링	ɾ e̞ sʰ ɯ ʎ ʎ i ŋ
레악토르	ɾ e̞ a̠ k̚ tʰ o̞ ɾ ɯ
레알리즘	ɾ e̞ a̠ ʎ ʎ i d͡ʑ ɯ m
레위기	ɾ e̞ ɥ i ɡ i
레위니옹	ɾ e̞ ɥ i n i o̞ ŋ
레이스	ɾ e̞ i sʰ ɯ
레이저	ɾ e̞ i d͡ʑ ʌ̹
레인지	ɾ e̞ i ɲ d͡ʑ i
레일	ɾ e̞ i ɭ
레즈비언	ɾ e̞ d͡ʑ ɯ b i ʌ̹ n
레코드	ɾ e̞ kʰ o̞ d ɯ
레퍼토리	ɾ e̞ pʰ ʌ̹ tʰ o̞ ɾ i
렉	ɾ e̞ k̚
렌즈	ɾ e̞ ɲ d͡ʑ ɯ
려	ɾ j ʌ̹
려관	ɾ j ʌ̹ ɡ w a̠ n
려권	ɾ j ʌ̹ ɡ w ʌ̹ n
력	ɾ j ʌ̹ k̚
력사	ɾ j ʌ̹ k s͈ a̠
련	ɾ j ʌ̹ n
련락	ɾ j ʌ̹ ɭ ɭ a̠ k̚
련방	ɾ j ʌ̹ n b a̠ ŋ
련습	ɾ j ɘː n sʰ ɯ p̚
련합	ɾ j ʌ̹ n ɦ a̠ p̚
렬도	ɾ j ʌ̹ ɭ t͈ o̞
렬차	ɾ j ʌ̹ ʎ t͡ɕʰ a̠
렴	ɾ j ʌ̹ m
령	ɾ j ʌ̹ ŋ
령도자	ɾ j ʌ̹ ŋ d o̞ d͡ʑ a̠
령사	ɾ j ʌ̹ ŋ sʰ a̠
례	ɾ j e̞
례절	ɾ j e̞ d͡ʑ ʌ̹ ɭ
로	ɾ o̞
로고	ɾ o̞ ɡ o̞
로국	ɾ o̞ ɡ u k̚
로그	ɾ o̞ ɡ ɯ
로그아웃	ɾ o̞ ɡ ɯ a̠ u t̚
로그인	ɾ o̞ ɡ ɯ i n
로동	ɾ o̞ d o̞ ŋ
로동계급	ɾ o̞ d o̞ ŋ ɡ j e̞ ɡ ɯ p̚
로동자구	ɾ o̞ d o̞ ŋ d͡ʑ a̠ ɡ u
로듐	ɾ o̞ d j u m
로또	ɾ o̞ t͈ o̞
로렌슘	ɾ o̞ ɾ e̞ n ɕʰ u m
로마	ɾ o̞ m a̠
로마자	ɾ o̞ m a̠ d͡ʑ a̠
로망	ɾ o̞ m a̠ ŋ
로망스	ɾ o̞ m a̠ ŋ sʰ ɯ
로메	ɾ o̞ m e̞
로므니아	ɾ o̞ m ɯ n i a̠
로보트	ɾ o̞ b o̞ tʰ ɯ
로봇	ɾ o̞ b o̞ t̚
로사리오	ɾ o̞ sʰ a̠ ɾ i o̞
로션	ɾ o̞ ɕʰ ʌ̹ n
로씨야	ɾ o̞ ɕ͈ i j a̠
로씨야말	ɾ o̞ ɕ͈ i j a̠ m a̠ ɭ
로씨야인	ɾ o̞ ɕ͈ i j a̠ i n
로어	ɾ o̞ ʌ̹
로조	ɾ o̞ d͡ʑ o̞
로천	ɾ o̞ t͡ɕʰ ʌ̹ n
로켓	ɾ o̞ kʰ e̞ t̚
로텔레	ɾ o̞ tʰ e̞ ɭ ɭ e̞
로토	ɾ o̞ tʰ o̞
로티니	ɾ o̞ tʰ i n i
로획	ɾ o̞ β w e̞ k̚
록	ɾ o̞ k̚
롤	ɾ o̞ ɭ
롤러코스터	ɾ o̞ ɭ ɭ ʌ̹ kʰ o̞ sʰ ɯ tʰ ʌ̹
롭다	ɾ o̞ p̚ t͈ a̠
롯	ɾ o̞ t̚
롱담	ɾ o̞ː ŋ d a̠ m
뢰	ɾ w e̞
뢴트게늄	ɾ w e̞ n tʰ ɯ ɡ e̞ ɲ j u m
뢴트겐	ɾ w e̞ n tʰ ɯ ɡ e̞ n
료	ɾ j o
료금	ɾ j oː ɡ ɯ m
료리	ɾ j o ɾ i
료법	ɾ j o b ʌ̹ p̚
룔	ɾ j o ɭ
룘	ɾ j o ɭ
룙	ɾ j o ɭ
룡	ɾ j o ŋ
루	ɾ u
루마니아	ɾ u m a̠ n i a̠
루마니아어	ɾ u m a̠ n i a̠ ʌ̹
루머	ɾ u m ʌ̹
루멘	ɾ u m e̞ n
루므니야	ɾ u m ɯ n i j a̠
루바슈카	ɾ u b a̠ ɕʰ u kʰ a̠
루블	ɾ u b ɯ ɭ
루비듐	ɾ u b i d j u m
루사카	ɾ u sʰ a̠ kʰ a̠
루시	ɾ u ɕʰ i
루시퍼	ɾ u ɕʰ i pʰ ʌ̹
루안다	ɾ u a̠ n d a̠
루저	ɾ u d͡ʑ ʌ̹
루카	ɾ u kʰ a̠
루테늄	ɾ u tʰ e̞ ɲ j u m
루테튬	ɾ u tʰ e̞ tʰ j u m
루페	ɾ u pʰ e̞
루프	ɾ u pʰ ɯ
룩	ɾ u k̚
룩셈부르크	ɾ u k s͈ e̞ m b u ɾ ɯ k x ɯ
룰렛	ɾ u ɭ ɭ e̞ t̚
룸메이트	ɾ u m m e̞ i tʰ ɯ
류블랴나	ɾ j u b ɯ ʎ ʎ j a̠ n a̠
류월	ɾ j u w ʌ̹ ɭ
류음	ɾ j u ɯ m
류형	ɾ j uː ʝ j ʌ̹ ŋ
륙	ɾ j u k̚
륙십	ɾ j u k ɕ͈ i p̚
륙지	ɾ j u k̚ t͡ɕ͈ i
르네상스	ɾ ɯ n e̞ sʰ a̠ ŋ sʰ ɯ
르완다	ɾ ɯ w a̠ n d a̠
륵	ɾ ɯ k̚
를	ɾ ɯ ɭ
릉	ɾ ɯ ŋ
리	ɾ i
리가	ɾ i ɡ a̠
리가토니	ɾ i ɡ a̠ tʰ o̞ n i
리그	ɾ i ɡ ɯ
리눅스	ɾ i n u k s͈ ɯ
리더	ɾ i d ʌ̹
리두	ɾ iː d u
리듬	ɾ i d ɯ m
리똬	ɾ i t͈ w a̠
리모넨	ɾ i m o̞ n e̞ n
리모컨	ɾ i m o̞ kʰ ʌ̹ n
리무진	ɾ i m u d͡ʑ i n
리믹스	ɾ i m i k s͈ ɯ
리버모륨	ɾ i b ʌ̹ m o̞ ɾ j u m
리본	ɾ i b o̞ n
리브르빌	ɾ i b ɯ ɾ ɯ b i ɭ
리비도	ɾ i b i d o̞
리비아	ɾ i b i a̠
리셉션	ɾ i s͈ e̞ p ɕ͈ ʌ̹ n
리스본	ɾ i sʰ ɯ b o̞ n
리야드	ɾ i j a̠ d ɯ
리어카	ɾ i ʌ̹ kʰ a̠
리얼	ɾ i ʌ̹ ɭ
리옹	ɾ i o̞ ŋ
리왕조	ɾ i w a̠ ŋ d͡ʑ o̞
리용자	ɾ iː j o ŋ d͡ʑ a̠
리우데자네이루	ɾ i u d e̞ d͡ʑ a̠ n e̞ i ɾ u
리원	ɾ i w ʌ̹ n
리을	ɾ i ɯ ɭ
리터	ɾ i tʰ ʌ̹
리투아니아	ɾ i tʰ u a̠ n i a̠
리투아니아어	ɾ i tʰ u a̠ n i a̠ ʌ̹
리튬	ɾ i tʰ j u m
리포트	ɾ i pʰ o̞ tʰ ɯ
리히텐슈타인	ɾ i ʝ i tʰ e̞ n ɕʰ u tʰ a̠ i n
린	ɾ i n
린스	ɾ i n s͈ ɯ
릴	ɾ i ɭ
릴롱궤	ɾ i ɭ ɭ o̞ ŋ ɡ w e̞
릴리스	ɾ i ʎ ʎ i sʰ ɯ
림	ɾ i m
립	ɾ i p̚
립법	ɾ i p̚ p͈ ʌ̹ p̚
립스틱	ɾ i p s͈ ɯ tʰ i k̚
립자	ɾ i p̚ t͡ɕ͈ a̠
링	ɾ i ŋ
링귀네	ɾ i ŋ ɡ ɥ i n e̞
링크	ɾ i ŋ k x ɯ
마	m a̠
마가린	m a̠ ɡ a̠ ɾ i n
마고자	m a̠ː ɡ o̞ d͡ʑ a̠
마구	m a̠ ɡ u
마구간	m a̠ː ɡ u k͈ a̠ n
마귀	m a̠ ɡ ɥ i
마그네슘	m a̠ ɡ ɯ n e̞ ɕʰ u m
마나과	m a̠ n a̠ ɡ w a̠
마나마	m a̠ n a̠ m a̠
마녀	m a̠ ɲ j ʌ̹
마노	m a̠ n o̞
마누라	m a̠ n u ɾ a̠
마늘	m a̠ n ɯ ɭ
마니	m a̠ n i
마니교	m a̠ n i ɡ j o
마니다	m a̠ n i d a̠
마닐라	m a̠ n i ɭ ɭ a̠
마다	m a̠ d a̠
마다가스카르	m a̠ d a̠ ɡ a̠ sʰ ɯ kʰ a̠ ɾ ɯ
마달	m a̠ d a̠ ɭ
마당	m a̠ d a̠ ŋ
마더	m a̠ d ʌ̹
마드라스	m a̠ d ɯ ɾ a̠ sʰ ɯ
마드리드	m a̠ d ɯ ɾ i d ɯ
마디	m a̠ d i
마땅하다	m a̠ t͈ a̠ ŋ ɦ a̠ d a̠
마라톤	m a̠ ɾ a̠ tʰ o̞ n
마력	m a̠ː ɾ j ʌ̹ k̚
마련	m a̠ ɾ j ʌ̹ n
마련되다	m a̠ ɾ j ʌ̹ n d w e̞ d a̠
마련하다	m a̠ ɾ j ʌ̹ n ɦ a̠ d a̠
마루	m a̠ ɾ u
마루타	m a̠ ɾ u tʰ a̠
마르다	m a̠ ɾ ɯ d a̠
마르멜로	m a̠ ɾ ɯ m e̞ ɭ ɭ o̞
마르스	m a̠ ɾ ɯ sʰ ɯ
마르코	m a̠ ɾ ɯ kʰ o̞
마르크스주의	m a̠ ɾ ɯ k x ɯ sʰ ɯ d͡ʑ u ɰ i
마르티니크	m a̠ ɾ ɯ tʰ i n i k x ɯ
마름	m a̠ ɾ ɯ m
마름모	m a̠ ɾ ɯ m m o̞
마리	m a̠ ɾ i
마리화나	m a̠ ɾ i β w a̠ n a̠
마리후아나	m a̠ ɾ i β u a̠ n a̠
마립간	m a̠ ɾ i p̚ k͈ a̠ n
마마	m a̠ː m a̠
마멀레이드	m a̠ m ʌ̹ ɭ ɭ e̞ i d ɯ
마멋	m a̠ m ʌ̹ t̚
마무르다	m a̠ m u ɾ ɯ d a̠
마무리	m a̠ m u ɾ i
마무리하다	m a̠ m u ɾ i ɦ a̠ d a̠
마법	m a̠ b ʌ̹ p̚
마법사	m a̠ b ʌ̹ p s͈ a̠
마부	m a̠ b u
마비	m a̠ː b i
마사지	m a̠ sʰ a̠ d͡ʑ i
마사지하다	m a̠ sʰ a̠ d͡ʑ i ɦ a̠ d a̠
마세루	m a̠ sʰ e̞ ɾ u
마소	m a̠ sʰ o̞
마술	m a̠ sʰ u ɭ
마술사	m a̠ sʰ u ɭ s͈ a̠
마스다	m a̠ sʰ ɯ d a̠
마스카라	m a̠ sʰ ɯ kʰ a̠ ɾ a̠
마스크	m a̠ sʰ ɯ k x ɯ
마스터베이션	m a̠ sʰ ɯ tʰ ʌ̹ b e̞ i ɕʰ ʌ̹ n
마시나	m a̠ ɕʰ i n a̠
마시다	m a̠ ɕʰ i d a̠
마약	m a̠ j a̠ k̚
마요네즈	m a̠ j o n e̞ d͡ʑ ɯ
마우스	m a̠ u s͈ ɯ
마우자	m a̠ u d͡ʑ a̠
마유	m a̠ː j u
마육	m a̠ː j u k̚
마을	m a̠ ɯ ɭ
마을버스	m a̠ ɯ ɭ b ʌ̹ sʰ ɯ
마음	m a̠ ɯ m
마음성	m a̠ ɯ m s͈ ʌ̹ ŋ
마음속	m a̠ ɯ m s͈ o̞ k̚
마음쓰다	m a̠ ɯ m s͈ ɯ d a̠
마음씨	m a̠ ɯ m ɕ͈ i
마이너스	m a̠ i n ʌ̹ s͈ ɯ
마이웨이	m a̠ i w e̞ i
마이크	m a̠ i k x ɯ
마이크로버스	m a̠ i k x ɯ ɾ o̞ b ʌ̹ sʰ ɯ
마이크로소프트	m a̠ i k x ɯ ɾ o̞ sʰ o̞ pʰ ɯ tʰ ɯ
마이크로파	m a̠ i k x ɯ ɾ o̞ pʰ a̠
마이크로폰	m a̠ i k x ɯ ɾ o̞ pʰ o̞ n
마이크로프로세서	m a̠ i k x ɯ ɾ o̞ pʰ ɯ ɾ o̞ sʰ e̞ sʰ ʌ̹
마이트너륨	m a̠ i tʰ ɯ n ʌ̹ ɾ j u m
마인어	m a̠ː i n ʌ̹
마일	m a̠ i ɭ
마작	m a̠ː d͡ʑ a̠ k̚
마장	m a̠ d͡ʑ a̠ ŋ
마쟈르	m a̠ d͡ʑ a̠ ɾ ɯ
마주	m a̠ d͡ʑ u
마주치다	m a̠ d͡ʑ u t͡ɕʰ i d a̠
마중	m a̠ d͡ʑ u ŋ
마중하다	m a̠ d͡ʑ u ŋ ɦ a̠ d a̠
마지막	m a̠ d͡ʑ i m a̠ k̚
마차	m a̠ː t͡ɕʰ a̠
마찬가지	m a̠ t͡ɕʰ a̠ n ɡ a̠ d͡ʑ i
마찰	m a̠ t͡ɕʰ a̠ ɭ
마천루	m a̠ t͡ɕʰ ʌ̹ ɭ ɭ u
마취	m a̠ t͡ɕʰ ɥ i
마치	m a̠ t͡ɕʰ i
마치다	m a̠ t͡ɕʰ i d a̠
마침	m a̠ t͡ɕʰ i m
마침표	m a̠ t͡ɕʰ i m pʰ j o
마카로니	m a̠ kʰ a̠ ɾ o̞ n i
마카오	m a̠ kʰ a̠ o̞
마케도니아	m a̠ kʰ e̞ d o̞ n i a̠
마케도니아어	m a̠ kʰ e̞ d o̞ n i a̠ ʌ̹
마케팅	m a̠ kʰ e̞ tʰ i ŋ
마켓	m a̠ kʰ e̞ t̚
마크	m a̠ k x ɯ
마트	m a̠ tʰ ɯ
마트료시카	m a̠ tʰ ɯ ɾ j o ɕʰ i kʰ a̠
마티아	m a̠ tʰ i a̠
마파두부	m a̠ pʰ a̠ d u b u
마파람	m a̠ pʰ a̠ ɾ a̠ m
마팔데	m a̠ pʰ a̠ ɭ d e̞
마팔디네	m a̠ pʰ a̠ ɭ d i n e̞
마푸토	m a̠ pʰ u tʰ o̞
마피아	m a̠ pʰ i a̠
마한	m a̠ː ɦ a̠ n
마흐디	m a̠ ɣ ɯ d i
마흔	m a̠ ɣ ɯ n
막	m a̠ k̚
막걸리	m a̠ k̚ k͈ ʌ̹ ʎ ʎ i
막다	m a̠ k̚ t͈ a̠
막다르다	m a̠ k̚ t͈ a̠ ɾ ɯ d a̠
막돌	m a̠ k̚ t͈ o̞ ɭ
막바지	m a̠ k̚ p͈ a̠ d͡ʑ i
막부	m a̠ k̚ p͈ u
막차	m a̠ k̚ t͡ɕʰ a̠
막창자	m a̠ k̚ t͡ɕʰ a̠ ŋ d͡ʑ a̠
만	m a̠ n
만나기	m a̠ n n a̠ ɡ i
만나다	m a̠ n n a̠ d a̠
만날	m a̠ː n n a̠ ɭ
만남	m a̠ n n a̠ m
만년	m a̠ː n ɲ j ʌ̹ n
만년필	m a̠ː n ɲ j ʌ̹ n pʰ i ɭ
만능	m a̠ː n n ɯ ŋ
만두	m a̠ n d u
만들다	m a̠ n d ɯ ɭ d a̠
만들어지다	m a̠ n d ɯ ɾ ʌ̹ d͡ʑ i d a̠
만류	m a̠ ʎ ʎ j u
만리장성	m a̠ː ʎ ʎ i d͡ʑ a̠ ŋ sʰ ʌ̹ ŋ
만물	m a̠ː n m u ɭ
만발	m a̠ː n b a̠ ɭ
만발하다	m a̠ː n b a̠ ɾ ɦ a̠ d a̠
만병통치약	m a̠ː n b j ʌ̹ ŋ tʰ o̞ ŋ t͡ɕʰ i j a̠ k̚
만성	m a̠ n sʰ ʌ̹ ŋ
만세	m a̠ː n sʰ e̞
만수	m a̠ː n sʰ u
만신	m a̠ː n ɕʰ i n
만약	m a̠ː ɲ j a̠ k̚
만억	m a̠ː n ʌ̹ k̚
만엽집	m a̠ː ɲ j ʌ̹ p̚ t͡ɕ͈ i p̚
만유	m a̠ː ɲ j u
만유인력	m a̠ː ɲ j u i ʎ ʎ j ʌ̹ k̚
만일	m a̠ː n i ɭ
만족	m a̠ ɲ d͡ʑ o̞ k̚
만족하다	m a̠ ɲ d͡ʑ o̞ kʰ a̠ d a̠
만주	m a̠ ɲ d͡ʑ u
만주국	m a̠ ɲ d͡ʑ u ɡ u k̚
만주어	m a̠ ɲ d͡ʑ u ʌ̹
만지다	m a̠ ɲ d͡ʑ i d a̠
만큼	m a̠ n k x ɯ m
만포	m a̠ː n pʰ o̞
만포장이다	m a̠ n pʰ o̞ d͡ʑ a̠ ŋ i d a̠
만하다	m a̠ n ɦ a̠ d a̠
만화	m a̠ː n β w a̠
만화가	m a̠ː n β w a̠ ɡ a̠
많다	m a̠ː n tʰ a̠
많아지다	m a̠ː n a̠ d͡ʑ i d a̠
많은	m a̠ː n ɯ n
많이	m a̠ː n i
맏아들	m a̠ d a̠ d ɯ ɭ
맏이	m a̠ d͡ʑ i
맏형	m a̠ tʰ j ʌ̹ ŋ
말	m a̠ ɭ
말	m a̠ː ɭ
말갛다	m a̠ː ɭ ɡ a̠ tʰ a̠
말거머리	m a̠ ɭ ɡ ʌ̹ m ʌ̹ ɾ i
말고기	m a̠ ɭ ɡ o̞ ɡ i
말기	m a̠ ɭ ɡ i
말나식	m a̠ ɭ ɭ a̠ ɕʰ i k̚
말다	m a̠ ɭ d a̠
말다	m a̠ː ɭ d a̠
말다툼	m a̠ː ɭ d a̠ tʰ u m
말똥가리	m a̠ ɭ t͈ o̞ ŋ ɡ a̠ ɾ i
말똥구리	m a̠ ɭ t͈ o̞ ŋ ɡ u ɾ i
말뚝	m a̠ ɭ t͈ u k̚
말뚝망둥어	m a̠ ɭ t͈ u ŋ m a̠ ŋ d u ŋ ʌ̹
말라보	m a̠ ɭ ɭ a̠ b o̞
말라빠지다	m a̠ ɭ ɭ a̠ p͈ a̠ d͡ʑ i d a̠
말라위	m a̠ ɭ ɭ a̠ ɥ i
말레	m a̠ ɭ ɭ e̞
말레이시아	m a̠ ɭ ɭ e̞ i ɕʰ i a̠
말레이어	m a̠ ɭ ɭ e̞ i ʌ̹
말리	m a̠ ʎ ʎ i
말리다	m a̠ ʎ ʎ i d a̠
말미	m a̠ ɭ m i
말미암다	m a̠ ɭ m i a̠ m t͈ a̠
말벌	m a̠ ɭ b ʌ̹ ɭ
말살하다	m a̠ ɭ s͈ a̠ ɾ ɦ a̠ d a̠
말솜씨	m a̠ː ɭ s͈ o̞ m ɕ͈ i
말썽꾸러기	m a̠ː ɭ s͈ ʌ̹ ŋ k͈ u ɾ ʌ̹ ɡ i
말씀	m a̠ː ɭ s͈ ɯ m
말씀하다	m a̠ː ɭ s͈ ɯ m ɦ a̠ d a̠
말씨	m a̠ː ɭ ɕ͈ i
말없이	m a̠ː ɾ ʌ̹ p ɕ͈ i
말차	m a̠ ʎ t͡ɕʰ a̠
말하기	m a̠ː ɾ ɦ a̠ ɡ i
말하다	m a̠ː ɾ ɦ a̠ d a̠
맑다	m a̠ k̚ t͈ a̠
맑스주의	m a̠ k s͈ ɯ d͡ʑ u ɰ i
맘	m a̠ː m
맘마	m a̠ m m a̠
맘속	m a̠ː m s͈ o̞ k̚
맘카페	m a̠ m kʰ a̠ pʰ e̞
맛	m a̠ t̚
맛보다	m a̠ t̚ p͈ o̞ d a̠
맛없다	m a̠ d ʌ̹ p̚ t͈ a̠
맛있다	m a̠ ɕʰ i t̚ t͈ a̠
맛집	m a̠ t̚ t͡ɕ͈ i p̚
망	m a̠ ŋ
망	m a̠ː ŋ
망가니즈	m a̠ ŋ ɡ a̠ n i d͡ʑ ɯ
망간	m a̠ ŋ ɡ a̠ n
망고	m a̠ ŋ ɡ o̞
망둑	m a̠ ŋ d u k̚
망령	m a̠ ŋ ɲ j ʌ̹ ŋ
망막	m a̠ ŋ m a̠ k̚
망명	m a̠ ŋ m j ʌ̹ ŋ
망상	m a̠ ŋ sʰ a̠ ŋ
망설이다	m a̠ ŋ sʰ ʌ̹ ɾ i d a̠
망시민	m a̠ ŋ ɕʰ i m i n
망아지	m a̠ ŋ a̠ d͡ʑ i
망연	m a̠ ŋ j ʌ̹ n
망연하다	m a̠ ŋ j ʌ̹ n ɦ a̠ d a̠
망원경	m a̠ː ŋ w ʌ̹ n ɡ j ʌ̹ ŋ
망치	m a̠ ŋ t͡ɕʰ i
망치다	m a̠ ŋ t͡ɕʰ i d a̠
망토	m a̠ ŋ tʰ o̞
망하다	m a̠ ŋ ɦ a̠ d a̠
맞다	m a̠ t̚ t͈ a̠
맞벌이	m a̠ t̚ p͈ ʌ̹ ɾ i
맞부딪치다	m a̠ t̚ p͈ u d i t̚ t͡ɕʰ i d a̠
맞은편	m a̠ d͡ʑ ɯ n pʰ j ʌ̹ n
맞이	m a̠ d͡ʑ i
맞이하다	m a̠ d͡ʑ i ɦ a̠ d a̠
맞추다	m a̠ t̚ t͡ɕʰ u d a̠
맞춤	m a̠ t̚ t͡ɕʰ u m
맞춤법	m a̠ t̚ t͡ɕʰ u m p͈ ʌ̹ p̚
맞흥정	m a̠ tʰ ɯ ŋ d͡ʑ ʌ̹ ŋ
맡기다	m a̠ t̚ k͈ i d a̠
맡다	m a̠ t̚ t͈ a̠
매	m ɛː
매국노	m ɛː ɡ u ŋ n o̞
매년	m ɛː ɲ j ʌ̹ n
매다	m ɛː d a̠
매달	m ɛː d a̠ ɭ
매달다	m ɛː d a̠ ɭ d a̠
매달리다	m ɛː d a̠ ʎ ʎ i d a̠
매미	m ɛː m i
매번	m ɛː b ʌ̹ n
매월	m ɛː w ʌ̹ ɭ
매음굴	m ɛː ɯ m ɡ u ɭ
매일	m ɛː i ɭ
매장	m ɛː d͡ʑ a̠ ŋ
매점	m ɛː d͡ʑ ʌ̹ m
매주	m ɛː d͡ʑ u
매춘부	m ɛː t͡ɕʰ u n b u
매출	m ɛː t͡ɕʰ u ɭ
매표구	m ɛː pʰ j o ɡ u
맨	m ɛː n
맨날	m ɛː n n a̠ ɭ
맴돌다	m ɛː m d o̞ ɭ d a̠
맹꽁이	m ɛː ŋ k͈ o̞ ŋ i
맹렬하다	m ɛː ŋ ɲ j ʌ̹ ɾ ɦ a̠ d a̠
맹세	m ɛː ŋ sʰ e̞
맹인	m ɛː ŋ i n
맹자	m ɛː ŋ d͡ʑ a̠
먀	m j a̠
먁	m j a̠ k̚
먄	m j a̠ n
먄마	m j a̠ n m a̠
먇	m j a̠ t̚
먈	m j a̠ ɭ
먐	m j a̠ m
먑	m j a̠ p̚
먒	m j a̠ p̚
먓	m j a̠ t̚
먔	m j a̠ t̚
먕	m j a̠ ŋ
먖	m j a̠ t̚
먗	m j a̠ t̚
먘	m j a̠ k̚
먙	m j a̠ t̚
먚	m j a̠ p̚
먛	m j a̠ t̚
머구리	m ʌ̹ ɡ u ɾ i
머그잔	m ʌ̹ ɡ ɯ d͡ʑ a̠ n
머금다	m ʌ̹ ɡ ɯ m t͈ a̠
머루	m ʌ̹ ɾ u
머리	m ʌ̹ ɾ i
머리글	m ʌ̹ ɾ i ɡ ɯ ɭ
머리끝	m ʌ̹ ɾ i k͈ ɯ t̚
머리띠	m ʌ̹ ɾ i t͈ i
머리말	m ʌ̹ ɾ i m a̠ ɭ
머리맡	m ʌ̹ ɾ i m a̠ t̚
머리물비누	m ʌ̹ ɾ i m u ɭ b i n u
머리카락	m ʌ̹ ɾ i kʰ a̠ ɾ a̠ k̚
머리칼	m ʌ̹ ɾ i kʰ a̠ ɭ
머리털	m ʌ̹ ɾ i tʰ ʌ̹ ɭ
머리통	m ʌ̹ ɾ i tʰ o̞ ŋ
머리하다	m ʌ̹ ɾ i ɦ a̠ d a̠
머릿결	m ʌ̹ ɾ i t̚ k͈ j ʌ̹ ɭ
머무르다	m ʌ̹ m u ɾ ɯ d a̠
머물다	m ʌ̹ m u ɭ d a̠
머뭇거리다	m ʌ̹ m u t̚ k͈ ʌ̹ ɾ i d a̠
머슴	m ʌ̹ sʰ ɯ m
머시마	m ʌ̹ ɕʰ i m a̠
머저리	m ʌ̹ d͡ʑ ʌ̹ ɾ i
머핀	m ʌ̹ pʰ i n
먹	m ʌ̹ k̚
먹구름	m ʌ̹ k̚ k͈ u ɾ ɯ m
먹다	m ʌ̹ k̚ t͈ a̠
먹물	m ʌ̹ ŋ m u ɭ
먹방	m ʌ̹ k̚ p͈ a̠ ŋ
먹이	m ʌ̹ ɡ i
먹이그물	m ʌ̹ ɡ i ɡ ɯ m u ɭ
먹이다	m ʌ̹ ɡ i d a̠
먼저	m ʌ̹ ɲ d͡ʑ ʌ̹
먼지	m ʌ̹ ɲ d͡ʑ i
먿	m ʌ̹ t̚
멀다	m ɘː ɭ d a̠
멀리	m ɘː ʎ ʎ i
멀미	m ʌ̹ ɭ m i
멀어지다	m ɘː ɾ ʌ̹ d͡ʑ i d a̠
멀쩡	m ʌ̹ ʎ t͡ɕ͈ ʌ̹ ŋ
멀쩡하다	m ʌ̹ ʎ t͡ɕ͈ ʌ̹ ŋ ɦ a̠ d a̠
멀찌감치	m ʌ̹ ʎ t͡ɕ͈ i ɡ a̠ m t͡ɕʰ i
멈	m ʌ̹ m
멈추다	m ʌ̹ m t͡ɕʰ u d a̠
멈칫	m ʌ̹ m t͡ɕʰ i t̚
멋	m ʌ̹ t̚
멋없다	m ʌ̹ d ʌ̹ p̚ t͈ a̠
멋있다	m ʌ̹ ɕʰ i t̚ t͈ a̠
멋지다	m ʌ̹ t̚ t͡ɕ͈ i d a̠
멍멍	m ʌ̹ ŋ m ʌ̹ ŋ
멍멍이	m ʌ̹ ŋ m ʌ̹ ŋ i
멍에	m ʌ̹ ŋ e̞
멍청이	m ʌ̹ ŋ t͡ɕʰ ʌ̹ ŋ i
멍청하다	m ʌ̹ ŋ t͡ɕʰ ʌ̹ ŋ ɦ a̠ d a̠
멍텅구리	m ʌ̹ ŋ tʰ ʌ̹ ŋ ɡ u ɾ i
멍하다	m ɘː ŋ ɦ a̠ d a̠
