aa	ɑː
epidemia	e p i d e m i ɑ
epidemiologia	e p i d e m i o l o ɡ i ɑ
epidermi	e p i d e r m i
epiduraalipuudutus	e p i d u r ɑː l i p uː d u t u s
epifenomeeni	e p i f e n o m eː n i
epifenomenaalinen	e p i f e n o m e n ɑː l i n e n
epifyytti	e p i f yː tː i
epigeneesi	e p i ɡ e n eː s i
epigeneettinen	e p i ɡ e n eː tː i n e n
epigenetiikka	e p i ɡ e n e t iː kː ɑ
epigenomi	e p i ɡ e n o m i
epiglottiitti	e p i ɡ l o tː iː tː i
epiglottis	e p i ɡ l o tː i s
epigraafi	e p i ɡ r ɑː f i
epigrammi	e p i ɡ r ɑ mː i
epilepsia	e p i l e p s i ɑ
epilepsiakohtaus	e p i l e p s i ɑ k o h t ɑ u s
epilogi	e p i l o ɡ i
epimeraasi	e p i m e r ɑː s i
epineoliittinen	e p i n e o l iː tː i n e n
episiotomia	e p i s i o t o m i ɑ
episodi	e p i s o d i
episteeminen	e p i s t eː m i n e n
epistemologi	e p i s t e m o l o ɡ i
epistolateksti	e p i s t o l ɑ t e k s t i
epiteeli	e p i t eː l i
epiteksti	e p i t e k s t i
epoksiliima	e p o k s i l iː m ɑ
epoksipinnoite	e p o k s i p i nː o i̯ t eˣ
epookki	e p oː kː i
eppu	e pː u
epsilon	e p s i l o n
epäanteeksipyyntö	e p æ ɑ n t eː k s i p yː n t ø
epäasiallisesti	e p æ ɑ s i ɑ lː i s e s t iˣ
epäedullinen	e p æ e d u lː i n e n
epäeksakti	e p æ e k s ɑ k t i
epäharmoninen	e p æ h ɑ r m o n i n e n
epähistoriallisesti	e p æ h i s t o r i ɑ lː i s e s t iˣ
epäilevä	e p æ i̯ l e ʋ æ
epäilevästi	e p æ i̯ l e ʋ æ s t iˣ
epäillä	e p æ i̯ lː æˣ
epäilys	e p æ i̯ l y s
epäilyttäminen	e p æ i̯ l y tː æ m i n e n
epäilyttää	e p æ i̯ l y tː æːˣ
epäitsekkyys	e p æ i t s e kː yː s
epäitsekäs	e p æ i t s e k æ s
epäjatkuvuuskohta	e p æ j ɑ t k u ʋ uː s k o h t ɑ
epäjatkuvuuspiste	e p æ j ɑ t k u ʋ uː s p i s t eˣ
epäjumala	e p æ j u m ɑ l ɑ
epäjumalanpalvonta	e p æ j u m ɑ l ɑ n p ɑ l ʋ o n t ɑ
epäjärjestelmällistyttämättömyydellänsäkään	e p æ j æ r j e s t e l m æ lː i s t y tː æ m æ tː ø m yː d e lː æ n s æˣ k æː n
epäkeskinen	e p æ k e s k i n e n
epäkeskisesti	e p æ k e s k i s e s t iˣ
epäkieliopillinen	e p æ k i e̯ l i o p i lː i n e n
epäkohteliaasti	e p æ k o h t e l i ɑː s t iˣ
epälojaali	e p æ l o j ɑː l i
epäluku	e p æ l u k u
epämiehekäs	e p æ m i e̯ h e k æ s
epämääräinen	e p æ m æː r æ i̯ n e n
epämääräisyysperiaate	e p æ m æː r æ i̯ s yː s p e r i ɑː t eˣ
epäoikeudenmukaisesti	e p æ o i̯ k e u d e n m u k ɑ i̯ s e s t iˣ
epäoikeudenmukaisuus	e p æ o i̯ k e u d e n m u k ɑ i̯ s uː s
epäonnistua	e p æ o nː i s t u ɑˣ
epäpoliittinen	e p æ p o l iː tː i n e n
epäpyhä	e p æ p y h æ
epäreilusti	e p æ r e i̯ l u s t iˣ
epäröidä	e p æ r ø i̯ d æˣ
epäröiminen	e p æ r ø i̯ m i n e n
epäröimättä	e p æ r ø i̯ m æ tː æ
epäröinti	e p æ r ø i̯ n t i
epäsileä	e p æ s i l e æ
epäsingulaarinen	e p æ s i ŋː u l ɑː r i n e n
epäsointuisesti	e p æ s o i̯ n t u i̯ s e s t iˣ
epäsopiva	e p æ s o p i ʋ ɑ
epäsopuisesti	e p æ s o p u i̯ s e s t iˣ
epäsuhtaisesti	e p æ s u h t ɑ i̯ s e s t iˣ
epäsuosittu	e p æ s u o̯ s i tː u
epäsymmetria	e p æ s y mː e t r i ɑ
epätarkoituksenmukainen	e p æ t ɑ r k o i̯ t u k s e n m u k ɑ i̯ n e n
epätasapaino	e p æ t ɑ s ɑ p ɑ i̯ n o
epätoivoissaan	e p æ t o i̯ ʋ o i̯ sː ɑː n
epätäsmällisyys	e p æ t æ s m æ lː i s yː s
epäurheilijamaisesti	e p æ u r h e i̯ l i j ɑ m ɑ i̯ s e s t iˣ
epäuskoisesti	e p æ u s k o i̯ s e s t iˣ
epävakaa	e p æ ʋ ɑ k ɑː
epävapaa	e p æ ʋ ɑ p ɑː
epävarma	e p æ ʋ ɑ r m ɑ
epävireisesti	e p æ ʋ i r e i̯ s e s t iˣ
epäyhteensopiva	e p æ y h t eː n s o p i ʋ ɑ
epääminen	e p æː m i n e n
epäämättömästi	e p æː m æ tː ø m æ s t iˣ
erakko	e r ɑ kː o
erakkoelämä	e r ɑ kː o e l æ m æ
erakkokuoriainen	e r ɑ kː o k u o̯ r i ɑ i̯ n e n
erakkola	e r ɑ kː o l ɑ
erakkoluonne	e r ɑ kː o l u o̯ nː eˣ
erakkomaja	e r ɑ kː o m ɑ j ɑ
erakkopiste	e r ɑ kː o p i s t eˣ
erakkorastas	e r ɑ kː o r ɑ s t ɑ s
erakkotinami	e r ɑ kː o t i n ɑ m i
erakoitua	e r ɑ k o i̯ t u ɑˣ
eranto	e r ɑ n t o
erata	e r ɑ t ɑˣ
eraus	e r ɑ u s
erauspoika	e r ɑ u s p o i̯ k ɑ
erehdys	e r e h d y s
erehdyttävä	e r e h d y tː æ ʋ æ
erehtymättömyys	e r e h t y m æ tː ø m yː s
erehtymättömästi	e r e h t y m æ tː ø m æ s t iˣ
erehtyväisyys	e r e h t y ʋ æ i̯ s yː s
erehtyä	e r e h t y æˣ
ergatiivisuus	e r ɡ ɑ t iː ʋ i s uː s
ergodinen	e r ɡ o d i n e n
ergodisuus	e r ɡ o d i s uː s
ergonomi	e r ɡ o n o m i
ergonomia	e r ɡ o n o m i ɑ
ergonominen	e r ɡ o n o m i n e n
ergonomisuus	e r ɡ o n o m i s uː s
ergosfääri	e r ɡ o s f æː r i
ergotismi	e r ɡ o t i s m i
erhe	e r h eˣ
erheellisesti	e r h eː lː i s e s t iˣ
erheellisyys	e r h eː lː i s yː s
eri	e r i
eriaikaisesti	e r i ɑ i̯ k ɑ i̯ s e s t iˣ
eriaikaisuus	e r i ɑ i̯ k ɑ i̯ s uː s
eriarvoisuus	e r i ɑ r ʋ o i̯ s uː s
eriasteinen	e r i ɑ s t e i̯ n e n
eriasteisesti	e r i ɑ s t e i̯ s e s t iˣ
eridanus	e r i d ɑ n u s
erihenkinen	e r i h e ŋ k i n e n
erihintainen	e r i h i n t ɑ i̯ n e n
eriika	e r iː k ɑ
erik	e r i k
erik	eː r i k
erika	e r i k ɑ
erikielinen	e r i k i e̯ l i n e n
erikoinen	e r i k o i̯ n e n
erikoisajoneuvo	e r i k o i̯ s ɑ j o n e u̯ ʋ o
erikoisartikkeli	e r i k o i̯ s ɑ r t i kː e l i
erikoisasema	e r i k o i̯ s ɑ s e m ɑ
erikoisauto	e r i k o i̯ s ɑ u t o
erikoisbibliografia	e r i k o i̯ s b i b l i o ɡ r ɑ f i ɑ
erikoiseläinlääkäri	e r i k o i̯ s e l æ i̯ n l æː k æ r i
erikoisesti	e r i k o i̯ s e s t iˣ
erikoisetu	e r i k o i̯ s e t u
erikoisfunktio	e r i k o i̯ s f u ŋ k t i o
erikoishammaslääkäri	e r i k o i̯ s h ɑ mː ɑ s l æː k æ r i
erikoisharrastus	e r i k o i̯ s h ɑ rː ɑ s t u s
erikoiskasvi	e r i k o i̯ s k ɑ s ʋ i
erikoiskerma	e r i k o i̯ s k e r m ɑ
erikoiskieli	e r i k o i̯ s k i e̯ l i
erikoiskirjasto	e r i k o i̯ s k i r j ɑ s t o
erikoiskirjeenvaihtaja	e r i k o i̯ s k i r j eː n ʋ ɑ i̯ h t ɑ j ɑ
erikoiskoulutus	e r i k o i̯ s k o u̯ l u t u s
erikoiskuljetus	e r i k o i̯ s k u l j e t u s
erikoislaatuinen	e r i k o i̯ s l ɑː t u i̯ n e n
erikoislaatuisesti	e r i k o i̯ s l ɑː t u i̯ s e s t iˣ
erikoislaatuisuus	e r i k o i̯ s l ɑː t u i̯ s uː s
erikoislahjakas	e r i k o i̯ s l ɑ h j ɑ k ɑ s
erikoislahjakkuus	e r i k o i̯ s l ɑ h j ɑ kː uː s
erikoisleima	e r i k o i̯ s l e i̯ m ɑ
erikoisluettelo	e r i k o i̯ s l u e tː e l o
erikoislukio	e r i k o i̯ s l u k i o
erikoisluokka	e r i k o i̯ s l u o̯ kː ɑ
erikoislupa	e r i k o i̯ s l u p ɑ
erikoislähettiläs	e r i k o i̯ s l æ h e tː i l æ s
erikoislähikuva	e r i k o i̯ s l æ h i k u ʋ ɑ
erikoismaali	e r i k o i̯ s m ɑː l i
erikoismaininta	e r i k o i̯ s m ɑ i̯ n i n t ɑ
erikoismerkki	e r i k o i̯ s m e r kː i
erikoismies	e r i k o i̯ s m i e̯ s
erikoismuseo	e r i k o i̯ s m u s e o
erikoismyymälä	e r i k o i̯ s m yː m æ l æ
erikoisopinnot	e r i k o i̯ s o p i nː o t
erikoisosaaminen	e r i k o i̯ s o s ɑː m i n e n
erikoispaperi	e r i k o i̯ s p ɑ p e r i
erikoispikajuna	e r i k o i̯ s p i k ɑ j u n ɑ
erikoisprosessi	e r i k o i̯ s p r o s e sː i
erikoispuulaji	e r i k o i̯ s p uː l ɑ j i
erikoisrakenteinen	e r i k o i̯ s r ɑ k e n t e i̯ n e n
erikoisratkaisu	e r i k o i̯ s r ɑ t k ɑ i̯ s u
erikoisruokavalio	e r i k o i̯ s r u o̯ k ɑ ʋ ɑ l i o
erikoissairaanhoitaja	e r i k o i̯ s s ɑ i̯ r ɑː n h o i̯ t ɑ j ɑ
erikoisseikka	e r i k o i̯ s s e i̯ kː ɑ
erikoissiirto	e r i k o i̯ s s iː r t o
erikoissuunnittelija	e r i k o i̯ s s uː nː i tː e l i j ɑ
erikoissyyttäjä	e r i k o i̯ s s yː tː æ j æ
erikoistapaus	e r i k o i̯ s t ɑ p ɑ u s
erikoistarjous	e r i k o i̯ s t ɑ r j o u s
erikoistehtävä	e r i k o i̯ s t e h t æ ʋ æ
erikoistilanne	e r i k o i̯ s t i l ɑ nː eˣ
erikoistoimittaja	e r i k o i̯ s t o i̯ m i tː ɑ j ɑ
erikoistua	e r i k o i̯ s t u ɑˣ
erikoistumisjakso	e r i k o i̯ s t u m i s j ɑ k s o
erikoistumiskoulutus	e r i k o i̯ s t u m i s k o u̯ l u t u s
erikoistumislinja	e r i k o i̯ s t u m i s l i n j ɑ
erikoistumisopinnot	e r i k o i̯ s t u m i s o p i nː o t
erikoistuntemus	e r i k o i̯ s t u n t e m u s
erikoistuntija	e r i k o i̯ s t u n t i j ɑ
erikoistuomioistuin	e r i k o i̯ s t u o̯ m i o i s t u i̯ n
erikoisupseeri	e r i k o i̯ s u p s eː r i
erikoisvaatimus	e r i k o i̯ s ʋ ɑː t i m u s
erikoisvalmisteinen	e r i k o i̯ s ʋ ɑ l m i s t e i̯ n e n
erikoisvaltuus	e r i k o i̯ s ʋ ɑ l t uː s
erikokoinen	e r i k o k o i̯ n e n
erikokoisuus	e r i k o k o i̯ s uː s
erikorkuinen	e r i k o r k u i̯ n e n
erikorkuisuus	e r i k o r k u i̯ s uː s
erilaatuinen	e r i l ɑː t u i̯ n e n
erilainen	e r i l ɑ i̯ n e n
erilaisitiöisyys	e r i l ɑ i̯ s i t i ø i̯ s yː s
erilaiskehäinen	e r i l ɑ i̯ s k e h æ i̯ n e n
erilaislehtisyys	e r i l ɑ i̯ s l e h t i s yː s
erilaissekovartisuus	e r i l ɑ i̯ s s e k o ʋ ɑ r t i s uː s
erilaistuminen	e r i l ɑ i̯ s t u m i n e n
erilevyinen	e r i l e ʋ y i̯ n e n
erilleen	e r i lː eː n
erillisemisyys	e r i lː i s e m i s yː s
erillisesti	e r i lː i s e s t iˣ
erillisjousitus	e r i lː i s j o u̯ s i t u s
erillisjulkaisu	e r i lː i s j u l k ɑ i̯ s u
erilliskäsittely	e r i lː i s k æ s i tː e l y
erillisosasto	e r i lː i s o s ɑ s t o
erillisrauha	e r i lː i s r ɑ u̯ h ɑ
erillisselvitys	e r i lː i s s e l ʋ i t y s
erillisuuni	e r i lː i s uː n i
erillisverotus	e r i lː i s ʋ e r o t u s
erillisyys	e r i lː i s yː s
erillään	e r i lː æː n
erilläänolo	e r i lː æː n o l o
eriluonteinen	e r i l u o̯ n t e i̯ n e n
eriluonteisuus	e r i l u o̯ n t e i̯ s uː s
erimakuinen	e r i m ɑ k u i̯ n e n
erimallinen	e r i m ɑ lː i n e n
erimerkityksinen	e r i m e r k i t y k s i n e n
erimerkityksisyys	e r i m e r k i t y k s i s yː s
erimielisesti	e r i m i e̯ l i s e s t iˣ
erimunainen	e r i m u n ɑ i̯ n e n
erimunaisuus	e r i m u n ɑ i̯ s uː s
erimuotoinen	e r i m u o̯ t o i̯ n e n
erimuotoisesti	e r i m u o̯ t o i̯ s e s t iˣ
erimuotoisuus	e r i m u o̯ t o i̯ s uː s
erin	eː r i n
erinimisyys	e r i n i m i s yː s
erinäköinen	e r i n æ k ø i̯ n e n
erinäköisyys	e r i n æ k ø i̯ s yː s
eriometri	e r i o m e t r i
eripainos	e r i p ɑ i̯ n o s
eripaksuinen	e r i p ɑ k s u i̯ n e n
eriparinen	e r i p ɑ r i n e n
eriparisuus	e r i p ɑ r i s uː s
eripituisuus	e r i p i t u i̯ s uː s
eriseura	e r i s e u̯ r ɑ
eriseuraisuus	e r i s e u̯ r ɑ i̯ s uː s
erisisältöinen	e r i s i s æ l t ø i̯ n e n
erisivuisuus	e r i s i ʋ u i̯ s uː s
eriskummaisesti	e r i s k u mː ɑ i̯ s e s t iˣ
eriskummaisuus	e r i s k u mː ɑ i̯ s uː s
eriskummallisesti	e r i s k u mː ɑ lː i s e s t iˣ
eriskummallisuus	e r i s k u mː ɑ lː i s uː s
eriste	e r i s t eˣ
eristeisyys	e r i s t e i̯ s yː s
eristekerros	e r i s t eˣ k e rː o s
eristyneesti	e r i s t y n eː s t iˣ
eristyneisyys	e r i s t y n e i̯ s yː s
eristynyt	e r i s t y n y t
eristysaine	e r i s t y s ɑ i̯ n eˣ
eristyshiekka	e r i s t y s h i e̯ kː ɑ
eristyshuone	e r i s t y s h u o̯ n eˣ
eristyshuopa	e r i s t y s h u o̯ p ɑ
eristyslaitos	e r i s t y s l ɑ i̯ t o s
eristysmassa	e r i s t y s m ɑ sː ɑ
eristyspaperi	e r i s t y s p ɑ p e r i
eristysresistanssimittari	e r i s t y s r e s i s t ɑ n sː i m i tː ɑ r i
eristysselli	e r i s t y s s e lː i
eristysteippi	e r i s t y s t e i̯ pː i
eristävä	e r i s t æ ʋ æ
eristäytyminen	e r i s t æ y t y m i n e n
eristää	e r i s t æːˣ
erisuuntainen	e r i s uː n t ɑ i̯ n e n
erisuuntaisesti	e r i s uː n t ɑ i̯ s e s t iˣ
erisuuntaisuus	e r i s uː n t ɑ i̯ s uː s
erisuuruinen	e r i s uː r u i̯ n e n
erisuuruisuus	e r i s uː r u i̯ s uː s
erisuuruus	e r i s uː r uː s
erisyvyinen	e r i s y ʋ y i̯ n e n
erisävyinen	e r i s æ ʋ y i̯ n e n
erisäätyinen	e r i s æː t y i̯ n e n
erisäätyisyys	e r i s æː t y i̯ s yː s
eritasoinen	e r i t ɑ s o i̯ n e n
eritasoisesti	e r i t ɑ s o i̯ s e s t iˣ
eritasoisuus	e r i t ɑ s o i̯ s uː s
eritasoristeys	e r i t ɑ s o r i s t e y s
erite	e r i t eˣ
eritellä	e r i t e lː æˣ
eritrea	e r i t r e ɑ
erittely	e r i tː e l y
erittyä	e r i tː y æˣ
erittäinkin	e r i tː æ i̯ ŋ k i n
erittää	e r i tː æː
erittää	e r i tː æːˣ
erityisajoneuvo	e r i t y i̯ s ɑ j o n e u̯ ʋ o
erityisalue	e r i t y i̯ s ɑ l u eˣ
erityisasema	e r i t y i̯ s ɑ s e m ɑ
erityisasiantuntija	e r i t y i̯ s ɑ s i ɑ n t u n t i j ɑ
erityisavustus	e r i t y i̯ s ɑ ʋ u s t u s
erityisestävyys	e r i t y i̯ s e s t æ ʋ yː s
erityishuolto	e r i t y i̯ s h u o̯ l t o
erityishuoltolaitos	e r i t y i̯ s h u o̯ l t o l ɑ i̯ t o s
erityisjärjestö	e r i t y i̯ s j æ r j e s t ø
erityiskasvatus	e r i t y i̯ s k ɑ s ʋ ɑ t u s
erityiskorvaus	e r i t y i̯ s k o r ʋ ɑ u s
erityislastentarhanopettaja	e r i t y i̯ s l ɑ s t e n t ɑ r h ɑ n o p e tː ɑ j ɑ
erityisliikunta	e r i t y i̯ s l iː k u n t ɑ
erityisluokka	e r i t y i̯ s l u o̯ kː ɑ
erityismenoarvio	e r i t y i̯ s m e n o ɑ r ʋ i o
erityisnuorisotyö	e r i t y i̯ s n u o̯ r i s o t y ø̯
erityisopiskelija	e r i t y i̯ s o p i s k e l i j ɑ
erityisoppilas	e r i t y i̯ s o pː i l ɑ s
erityispedagogiikka	e r i t y i̯ s p e d ɑ ɡ o ɡ iː kː ɑ
erityispäivähoito	e r i t y i̯ s p æ i̯ ʋ æ h o i̯ t o
erityispätevyys	e r i t y i̯ s p æ t e ʋ yː s
erityisruokavalio	e r i t y i̯ s r u o̯ k ɑ ʋ ɑ l i o
erityisryhmä	e r i t y i̯ s r y h m æ
erityisseikka	e r i t y i̯ s s e i̯ kː ɑ
erityissäännös	e r i t y i̯ s s æː nː ø s
erityistapaus	e r i t y i̯ s t ɑ p ɑ u s
erityistuomioistuin	e r i t y i̯ s t u o̯ m i o i s t u i̯ n
erityisvaltuutettu	e r i t y i̯ s ʋ ɑ l t uː t e tː u
erityisyys	e r i t y i̯ s yː s
erityselin	e r i t y s e l i n
erityylinen	e r i t yː l i n e n
erityyppinen	e r i t yː pː i n e n
erityyppisesti	e r i t yː pː i s e s t iˣ
erityyppisyys	e r i t yː pː i s yː s
eriuskolainen	e r i u s k o l ɑ i̯ n e n
erivapausanomus	e r i ʋ ɑ p ɑ u s ɑ n o m u s
erivärinen	e r i ʋ æ r i n e n
erivärisyys	e r i ʋ æ r i s yː s
eriyttäminen	e r i y tː æ m i n e n
eriytyminen	e r i y t y m i n e n
eriytys	e r i y t y s
eriäminen	e r i æ m i n e n
erja	e r j ɑ
erkaantua	e r k ɑː n t u ɑˣ
erkanema	e r k ɑ n e m ɑ
erkanemiskaista	e r k ɑ n e m i s k ɑ i̯ s t ɑ
erkanen	e r k ɑ n e n
erkanet	e r k ɑ n e t
erkauttaa	e r k ɑ u tː ɑːˣ
erkkeri	e r kː e r i
erkki	e r kː i
erkkilä	e r kː i l æ
erno	e r n o
ero	e r o
eroahdistus	e r o ɑ h d i s t u s
eroamaan	e r o ɑ m ɑː n
eroamaton	e r o ɑ m ɑ t o n
eroamattomuus	e r o ɑ m ɑ tː o m uː s
eroaminen	e r o ɑ m i n e n
eroamisikä	e r o ɑ m i s i k æ
eroanomus	e r o ɑ n o m u s
eroava	e r o ɑ ʋ ɑ
eroavainen	e r o ɑ ʋ ɑ i̯ n e n
eroavuus	e r o ɑ ʋ uː s
erodoida	e r o d o i̯ d ɑˣ
erohakemus	e r o h ɑ k e m u s
erojaiset	e r o j ɑ i̯ s e t
erojaisjuhla	e r o j ɑ i̯ s j u h l ɑ
erojaistilaisuus	e r o j ɑ i̯ s t i l ɑ i̯ s uː s
erojuhla	e r o j u h l ɑ
erokirja	e r o k i r j ɑ
eronhetki	e r o n h e t k i
eronpyyntö	e r o n p yː n t ø
eronteko	e r o n t e k o
eronto	e r o n t o
eroottisuus	e r oː tː i s uː s
erosija	e r o s i j ɑ
erossaolo	e r o sː ɑ o l o
erota	e r o t ɑˣ
erotinmerkki	e r o t i n m e r kː i
erotodistus	e r o t o d i s t u s
erottamattomasti	e r o tː ɑ m ɑ tː o m ɑ s t iˣ
erottamattomuus	e r o tː ɑ m ɑ tː o m uː s
erottamiskyky	e r o tː ɑ m i s k y k y
erottamislausuma	e r o tː ɑ m i s l ɑ u̯ s u m ɑ
erottautuminen	e r o tː ɑ u t u m i n e n
erotusetuus	e r o t u s e t uː s
erotuskynnys	e r o t u s k y nː y s
erotusmenetelmä	e r o t u s m e n e t e l m æ
erotuspumppu	e r o t u s p u m pː u
erotusääni	e r o t u s æː n i
erovuoro	e r o ʋ u o̯ r o
erovuoroinen	e r o ʋ u o̯ r o i̯ n e n
ersämordva	e r s æ m o r d ʋ ɑ
ersämordvalainen	e r s æ m o r d ʋ ɑ l ɑ i̯ n e n
ersänkielinen	e r s æ n k i e̯ l i n e n
eruptiivikivilaji	e r u p t iː ʋ i k i ʋ i l ɑ j i
eruptio	e r u p t i o
ervasti	e r ʋ ɑ s t i
erytromysiini	e r y t r o m y s iː n i
erytrosyytti	e r y t r o s yː tː i
erä	e r æ
eräajo	e r æ ɑ j o
eräajotiedosto	e r æ ɑ j o t i e̯ d o s t o
eräalue	e r æ ɑ l u eˣ
eräelämä	e r æ e l æ m æ
eräkertomus	e r æ k e r t o m u s
eräkirjallisuus	e r æ k i r j ɑ lː i s uː s
eräkoko	e r æ k o k o
eräkulttuuri	e r æ k u l tː uː r i
eräkäsittely	e r æ k æ s i tː e l y
eräluku	e r æ l u k u
erämaa	e r æ m ɑː
erämaapuhelin	e r æ m ɑː p u h e l i n
erämaataival	e r æ m ɑː t ɑ i̯ ʋ ɑ l
erämainen	e r æ m ɑ i̯ n e n
erämies	e r æ m i e̯ s
eräneuvos	e r æ n e u̯ ʋ o s
eränkävijä	e r æ n k æ ʋ i j æ
eränkäynti	e r æ n k æ y̯ n t i
eräpoliisi	e r æ p o l iː s i
eräpuukko	e r æ p uː kː o
eräreitti	e r æ r e i̯ tː i
eräretkeily	e r æ r e t k e i̯ l y
eräretki	e r æ r e t k i
eräs	e r æ s
erätaito	e r æ t ɑ i̯ t o
erätalous	e r æ t ɑ l o u s
erätarina	e r æ t ɑ r i n ɑ
erätauko	e r æ t ɑ u̯ k o
erätuotanto	e r æ t u o̯ t ɑ n t o
erävalvonta	e r æ ʋ ɑ l ʋ o n t ɑ
erävartija	e r æ ʋ ɑ r t i j ɑ
erävoitto	e r æ ʋ o i̯ tː o
eräytyä	e r æ y t y æˣ
erääntyminen	e r æː n t y m i n e n
erääntyä	e r æː n t y æˣ
es	e s
esa	e s ɑ
esaias	e s ɑ i̯ ɑ s
esanssi	e s ɑ n sː i
esiaste	e s i ɑ s t eˣ
esidiabetes	e s i d i ɑ b e t e s
esiharjoittelu	e s i h ɑ r j o i̯ tː e l u
esiin	e s iː n
esiinhuuto	e s iː n h uː t o
esiinluiskahdus	e s iː n l u i̯ s k ɑ h d u s
esiinmarssi	e s iː n m ɑ r sː i
esiinpistävä	e s iː n p i s t æ ʋ æ
esiintulo	e s iː n t u l o
esiintuoda	e s iː n t u o̯ d ɑˣ
esiintuominen	e s iː n t u o̯ m i n e n
esiintuonti	e s iː n t u o̯ n t i
esiintyjäryhmä	e s iː n t y j æ r y h m æ
esiintymisalue	e s iː n t y m i s ɑ l u eˣ
esiintymisjännitys	e s iː n t y m i s j æ nː i t y s
esiintymiskelpoinen	e s iː n t y m i s k e l p o i̯ n e n
esiintymiskyky	e s iː n t y m i s k y k y
esiintymiskykyinen	e s iː n t y m i s k y k y i̯ n e n
esiintymispalkkio	e s iː n t y m i s p ɑ l kː i o
esiintymispelko	e s iː n t y m i s p e l k o
esiintymistapa	e s iː n t y m i s t ɑ p ɑ
esiintymistottumus	e s iː n t y m i s t o tː u m u s
esiintyvyys	e s iː n t y ʋ yː s
esiintyvä	e s iː n t y ʋ æ
esiintyä	e s iː n t y æˣ
esijännitteinen	e s i j æ nː i tː e i̯ n e n
esikasvi	e s i k ɑ s ʋ i
esikasvos	e s i k ɑ s ʋ o s
esikisat	e s i k i s ɑ t
esikkokasvi	e s i kː o k ɑ s ʋ i
esiklassismi	e s i k l ɑ sː i s m i
esikoiskirjailijaseminaari	e s i k o i̯ s k i r j ɑ i̯ l i j ɑ s e m i n ɑː r i
esikoiskirjailijatapaaminen	e s i k o i̯ s k i r j ɑ i̯ l i j ɑ t ɑ p ɑː m i n e n
esikoiskokoelma	e s i k o i̯ s k o k o e l m ɑ
esikoislestadiolaisuus	e s i k o i̯ s l e s t ɑː d i o l ɑ i̯ s uː s
esikoulu	e s i k o u̯ l u
esikouluikäinen	e s i k o u̯ l u i k æ i̯ n e n
esikuntakomppania	e s i k u n t ɑ k o m pː ɑ n i ɑ
esikuva	e s i k u ʋ ɑ
esikuvallisuus	e s i k u ʋ ɑ lː i s uː s
esikuvavertailu	e s i k u ʋ ɑ ʋ e r t ɑ i̯ l u
esikäännös	e s i k æː nː ø s
esikääntäjä	e s i k æː n t æ j æ
esilaulaja	e s i l ɑ u̯ l ɑ j ɑ
esilehti	e s i l e h t i
esiliite	e s i l iː t eˣ
esille	e s i lː eˣ
esilletulo	e s i lː eˣ t u l o
esillä	e s i lː æ
esilläolo	e s i lː æ o l o
esilukija	e s i l u k i j ɑ
esilämmitin	e s i l æ mː i t i n
esimaku	e s i m ɑ k u
esimerkillisyys	e s i m e r k i lː i s yː s
esimerkistö	e s i m e r k i s t ø
esimerkki	e s i m e r kː i
esimerkkilause	e s i m e r kː i l ɑ u̯ s eˣ
esimerkkirivi	e s i m e r kː i r i ʋ i
esimiehistö	e s i m i e̯ h i s t ø
esimiehyys	e s i m i e̯ h yː s
esimies	e s i m i e̯ s
esimuoto	e s i m u o̯ t o
esimurrosikä	e s i m u rː o s i k æ
esinahka	e s i n ɑ h k ɑ
esinainen	e s i n ɑ i̯ n e n
esine	e s i n eˣ
esineellistys	e s i n eː lː i s t y s
esineellistää	e s i n eː lː i s t æːˣ
esineellisyys	e s i n eː lː i s yː s
esinekokoelma	e s i n eˣ k o k o e l m ɑ
esinelaina	e s i n eˣ l ɑ i̯ n ɑ
esineoikeus	e s i n eˣ o i̯ k e u s
esineskanneri	e s i n eˣ s k ɑ nː e r i
esinetaide	e s i n eˣ t ɑ i̯ d eˣ
esinetulostin	e s i n eˣ t u l o s t i n
esinetulostus	e s i n eˣ t u l o s t u s
esinetutkimus	e s i n eˣ t u t k i m u s
esinevalokuvaus	e s i n eˣ ʋ ɑ l o k u ʋ ɑ u s
esinäytös	e s i n æ y̯ t ø s
esiopinnot	e s i o p i nː o t
esipiha	e s i p i h ɑ
esiprosessori	e s i p r o s e sː o r i
esipuhe	e s i p u h eˣ
esirakentaminen	e s i r ɑ k e n t ɑ m i n e n
esiromantiikka	e s i r o m ɑ n t iː kː ɑ
esiroomalainen	e s i r oː m ɑ l ɑ i̯ n e n
esirukoilija	e s i r u k o i̯ l i j ɑ
esirukous	e s i r u k o u s
esiselkäjänteinen	e s i s e l k æ j æ n t e i̯ n e n
esisokraattisuus	e s i s o k r ɑː tː i s uː s
esisolu	e s i s o l u
esisopimus	e s i s o p i m u s
esitaistelija	e s i t ɑ i̯ s t e l i j ɑ
esite	e s i t eˣ
esitellä	e s i t e lː æˣ
esitelmä	e s i t e l m æ
esitelmämatka	e s i t e l m æ m ɑ t k ɑ
esitelmänpitäjä	e s i t e l m æ n p i t æ j æ
esitelmäsarja	e s i t e l m æ s ɑ r j ɑ
esitelmöidä	e s i t e l m ø i̯ d æˣ
esitiede	e s i t i e̯ d eˣ
esitieto	e s i t i e̯ t o
esitisle	e s i t i s l eˣ
esitteleminen	e s i tː e l e m i n e n
esittelyjärjestelmä	e s i tː e l y j æ r j e s t e l m æ
esittelylehti	e s i tː e l y l e h t i
esittelylehtinen	e s i tː e l y l e h t i n e n
