'bout	b a ʊ t
dreamboat	d ɹ iː m b o ʊ t
dreamchild	d ɹ i m t ʃ a ɪ l d
dreamchildren	d ɹ i m t ʃ ɪ l d ɹ ə n
dreamed	d ɹ iː m d
dreamer	d ɹ i m ɚ
dreamgirl	d ɹ i m ɡ ɝ l
dreaming	d ɹ iː m ɪ ŋ
dreams	d ɹ iː m z
dreamt	d ɹ ɛ m t
dreamtime	d ɹ iː m t a ɪ m
dreamworker	d ɹ i m w ɝ k ɚ
drearing	d ɹ ɪ ə ɹ ɪ ŋ
dreary	d ɹ ɪ ɹ i
dreck	d ɹ ɛ k
dredge	d ɹ ɛ d ʒ
dree	d ɹ iː
dreg	d ɹ ɛ ɡ
dregs	d ɹ ɛ ɡ z
dreidel	d ɹ e ɪ d l̩
drempt	d ɹ ɛ m p t
drench	d ɹ ɛ n t ʃ
drenched	d ɹ ɛ n t ʃ t
drenthe	d ɹ ɛ n t ə
dresden	d ɹ ɛ z d ə n
dress	d ɹ ɛ s
dressage	d ɹ ɛ s ɑː ʒ
dressed	d ɹ ɛ s t
dresses	d ɹ ɛ s ɪ z
dressing	d ɹ ɛ s ɪ ŋ
dressmaker	d ɹ ɛ s m e ɪ k ɚ
dressy	d ɹ ɛ s i
drew	d ɹ uː
drey	d ɹ e ɪ
drib	d ɹ ɪ b
dribble	d ɹ ɪ b ə l
dribble	d ɹ ɪ b ɫ̩
drider	d ɹ a ɪ d ə ɹ
drider	d ɹ a ɪ d ɚ
dried	d ɹ a ɪ d
drier	d ɹ a ɪ ɚ
driffield	d ɹ ɪ f iː l d
drift	d ɹ ɪ f t
drifted	d ɹ ɪ f t ɪ d
drifter	d ɹ ɪ f t ɚ
drifting	d ɹ ɪ f t ɪ ŋ
driftingness	d ɹ ɪ f t ɪ ŋ n ə s
driftings	d ɹ ɪ f t ɪ ŋ z
drifts	d ɹ ɪ f t s
dright	d ɹ a ɪ t
drighten	d ɹ a ɪ t ə n
drill	d ɹ ɪ l
drilled	d ɹ ɪ l d
driller	d ɹ ɪ l ɚ
drilling	d ɹ ɪ l ɪ ŋ
drillings	d ɹ ɪ l ɪ ŋ z
drills	d ɹ ɪ l z
drink	d ɹ ɪ ŋ k
drinking	d ɹ ɪ ŋ k ɪ ŋ
drinks	d ɹ ɪ ŋ k s
drip	d ɹ ɪ p
dripping	d ɹ ɪ p ɪ ŋ
drivable	d ɹ a ɪ v ə b l̩
drive	d ɹ a ɪ v
driven	d ɹ ɪ v ə n
driver	d ɹ a ɪ v ɚ
drives	d ɹ a ɪ v z
driving	d ɹ a ɪ v ɪ ŋ
drizzle	d ɹ ɪ z l
drogheda	d ɹ ɒ h ɪ d ə
drogheda	d ɹ ɔː d ə
droid	d ɹ ɔ ɪ d
droids	d ɹ ɔ ɪ d z
droil	d ɹ ɔ ɪ l
droitwich	d ɹ ɔ ɪ t w ɪ t ʃ
droll	d ɹ o ʊ l
drollery	d ɹ ə ʊ l ə ɹ i
dromedary	d ɹ ɑ m ə d ɛ ɹ i
dromos	d ɹ ɑ m ɑ s
dromotropic	d ɹ ɑ m ə t ɹ ɑ p ɪ k
dronabinol	d ɹ o ʊ n æ b ɪ n ɔ l
drone	d ɹ o ʊ n
droned	d ɹ o ʊ n d
dronedarone	d ɹ ə n ɛ d ə ɹ o ʊ n
drones	d ɹ o ʊ n z
droneship	d ɹ ə ʊ n ʃ ɪ p
droning	d ɹ o ʊ n ɪ ŋ
dronings	d ɹ o ʊ n ɪ ŋ z
drool	d ɹ uː l
drooling	d ɹ uː l ɪ ŋ
droop	d ɹ uː p
drooped	d ɹ uː p t
drooping	d ɹ uː p ɪ ŋ
droopings	d ɹ uː p ɪ ŋ z
droops	d ɹ uː p s
droopy	d ɹ uː p i
drop	d ɹ ɑ p
dropbox	d ɹ ɑ p b ɑ k s
droplet	d ɹ ɑː p l ə t
dropmeal	d ɹ ɒ p m iː l
dropped	d ɹ ɑ p t
dropping	d ɹ ɑ p ɪ ŋ
drops	d ɹ ɑ p s
dropship	d ɹ ɒ p ʃ ɪ p
dropsy	d r ɑ p s i
droshky	d ɹ ɒ ʃ k i
drosometer	d ɹ ə ʊ s ɒ m ɪ t ə ɹ
drosophila	d ɹ o ʊ s ɑ f ə l ə
drosophila	d ɹ ə s ɑ f ə l ə
drospirenone	d ɹ o ʊ s p a ɪ ɹ ə n o ʊ n
drospirenone	d ɹ o ʊ s p ɪ ɹ ə n o ʊ n
dross	d ɹ ɔ s
drostanolone	d ɹ ɑ s t æ n ə l o ʊ n
drought	d ɹ a ʊ t
drouth	d ɹ a ʊ θ
drove	d ʒ ɹ o ʊ v
droved	d ɹ o ʊ v d
drover	d ɹ o ʊ v ə ɹ
droves	d ɹ o ʊ v z
droving	d ɹ o ʊ v ɪ ŋ
drow	d ɹ a ʊ
drow	d ɹ o ʊ
drown	d ɹ a ʊ n
drowned	d ɹ a ʊ n d
drowner	d ɹ a ʊ n ə ɹ
drowning	d ɹ a ʊ n ɪ ŋ
drownings	d ɹ a ʊ n ɪ ŋ z
drowns	d ɹ a ʊ n z
drowse	d ɹ a ʊ z
drowsed	d ɹ a ʊ z d
drowses	d ɹ a ʊ z ɪ z
drowsing	d ɹ a ʊ z ɪ ŋ
drowsings	d ɹ a ʊ z ɪ ŋ z
drowsy	d ɹ a ʊ z i
droxicam	d ɹ ɒ k s ɪ k æ m
droylsden	d ɹ ɔ ɪ l z d ə n
drub	d ɹ ʌ b
drubbing	d ɹ ʌ b ɪ ŋ
drudge	d ɹ ʌ d ʒ
drudged	d ɹ ʌ d ʒ d
drudgery	d ɹ ʌ d ʒ ə ɹ i
drudges	d ɹ ʌ d ʒ ɪ z
drudging	d ɹ ʌ d ʒ ɪ ŋ
drudgy	d ɹ ʌ d ʒ i
drug	d ɹ ʌ ɡ
drugged	d ɹ ʌ ɡ d
druggeting	d ɹ ʌ ɡ ɪ t ɪ ŋ
druggie	d ɹ ʌ ɡ i
drugging	d ɹ ʌ ɡ ɪ ŋ
druggings	d ɹ ʌ ɡ ɪ ŋ z
drugs	d ɹ ʌ ɡ z
drugstore	d ɹ ʌ ɡ s t ɔ ɹ
druid	d ɹ uː ɪ d
druk	d r ʌ k
drum	d ɹ ʌ m
drumfire	d ɹ ʌ m f a ɪ ə ɹ
drumfire	d ɹ ʌ m f a ɪ ɚ
drummed	d ɹ ʌ m d
drummer	d ɹ ʌ m ɚ
drumming	d ɹ ʌ m ɪ ŋ
drums	d ɹ ʌ m z
drumslade	d r ʌ m s l e ɪ d
drunk	d ɹ ʌ ŋ k
drunk	d͡ʒ ɹ ʌ ŋ k
drunkard	d ɹ ʌ ŋ k ɚ d
drunken	d ɹ ʌ ŋ k ə n
drunks	d ɹ ʌ ŋ k s
drupe	d ɹ uː p
drupelet	d ɹ u p l ɪ t
drusilla	d ɹ u s ɪ l ə
druthers	d ɹ ʌ ð ɚ z
dry	d ɹ a ɪ
dry	d ʒ ɹ a ɪ
dryad	d ɹ a ɪ æ d
dryad	d ɹ a ɪ ə d
dryas	d ɹ a ɪ æ s
dryas	d ɹ a ɪ ə s
dryden	d ɹ a ɪ d ə n
dryer	d ɹ a ɪ ɚ
drygulch	d ɹ a ɪ ɡ ʌ l t ʃ
drying	d ɹ a ɪ ɪ ŋ
dryline	d ɹ a ɪ l a ɪ n
dryly	d ɹ a ɪ l i
dryness	d ɹ a ɪ n ə s
dryth	d ɹ a ɪ θ
dsi	d iː ɛ s a ɪ
duad	d j u æ d
dual	d j uː ə l
duality	d j uː æ l ɪ t i
duar	d u ɑ ɹ
dub	d ʌ b
dubai	d uː b a ɪ
dubbed	d ʌ b d
dubber	d ʌ b ɚ
dubbers	d ʌ b ɚ z
dubbing	d ʌ b ɪ ŋ
dubbings	d ʌ b ɪ ŋ z
dubbo	d ʌ b o ʊ
dubes	d uː b z
dubious	d u b i ə s
dubitation	d j u b ɪ t e ɪ ʃ ə n
dubitation	d u b ɪ t e ɪ ʃ ə n
dublin	d ʌ b l ə n
dublin	d ʌ b l ɨ n
dubnium	d uː b n i ə m
dubonnet	d j uː b ə n e ɪ
dubplate	d ʌ b p l e ɪ t
dubs	d ʌ b z
dubstep	d ʌ b s t ɛ p
dubya	d ʌ b j ə
ducat	d ʌ k ə t
duchess	d ʌ t͡ʃ ə s
duchess	d ʌ t͡ʃ ɪ s
duchy	d ʌ t ʃ i
duck	d ʌ k
duckburg	d ʌ k b ɝ ɡ
duckburger	d ʌ k b ɝ ɡ ɚ
ducked	d ʌ k t
duckface	d ʌ k f e ɪ s
duckfucker	d ʌ k f ʌ k ə ɹ
duckies	d ʌ k i z
ducking	d ʌ k ɪ ŋ
duckings	d ʌ k ɪ ŋ z
duckling	d ʌ k l ɪ ŋ
ducks	d ʌ k s
duckworth	d ʌ k w ə ɹ θ
duckworth	d ʌ k w ɜː ɹ θ
ducky	d ʌ k i
duct	d ʌ k t
ductile	d ʌ k t a ɪ l
ductility	d ʌ k t ɪ l ɪ d i
dud	d ʌ d
dudder	d ʌ d ə ɹ
dude	d uː d
dudess	d j uː d ɛ s
dudette	d j uː d ɛ t
dudgeon	d ʌ d ʒ ə n
dudinka	d uː d ɪ n k ə
dudley	d ʌ d l i
duds	d ʌ d z
due	d u
duel	d j u ə l
duenna	d u ɛ n ə
duergar	d u ɛ ɹ ɡ ɑ ɹ
duergar	d w ɛ ɹ ɡ ɑ ɹ
dues	d u z
duff	d ʌ f
duffel	d ʌ f ə l
duffels	d ʌ f ə l z
duffer	d ʌ f ɚ
duffy	d ʌ f i
dug	d ʌ ɡ
dugong	d u ɡ ɑ ŋ
duh	d ʌ
duiker	d a ɪ k ɚ
duisburg	d j uː s b ɝ ɡ
duisburg	d j uː z b ɝ ɡ
duke	d j uː k
dukedom	d j uː k d ə m
dukedoms	d j uː k d ə m z
dukkha	d ʊ k ə
dulcet	d ʌ l s ə t
dulcet	d ʌ l s ɪ t
dulcimer	d ʌ l s ɪ m ɚ
dulcinea	d ʌ l s ɪ n iː ə
dull	d ə l
dull	d ə ɫ
dull	d ʌ l
dullaghan	d uː l ə h ɑː n
dullaghan	d ʌ l ə h æ n
dullahan	d uː l ə h ɑː n
dullard	d ʌ l ɚ d
dulled	d ʌ l d
dullen	d ʌ l ə n
dulling	d ʌ l ɪ ŋ
dullness	d ʌ l n ə s
dulls	d ʌ l z
duloxetine	d uː l ɑ k s ə t iː n
dulse	d ʌ l s
duluth	d ə l uː θ
dulwichian	d ʌ l w ɪ t͡ʃ i ə n
duly	d u l i
dum	d ʌ m
duma	d u m ə
dumb	d ʌ m
dumbass	d ʌ m æ s
dumbbell	d ʌ m b ɛ l
dumbfound	d ʌ m f a ʊ n d
dumbledor	d ʌ m b ə l d ɔː ɹ
dumbledore	d ʌ m b ə l d ɔː ɹ
dumbly	d ʌ m l i
dumbo	d ʌ m b o ʊ
dumbwaiter	d ʌ m w e ɪ t ə ɹ
dummies	d ʌ m i z
dummy	d ʌ m i
dump	d ʌ m p
dumped	d ʌ m p t
dumping	d ʌ m p ɪ ŋ
dumpings	d ʌ m p ɪ ŋ z
dumpling	d ʌ m p l ɪ ŋ
dumps	d ʌ m p s
dumpster	d ʌ m p s t ɚ
dumpsville	d ʌ m p s v ɪ l
dumpy	d ʌ m p i
dun	d ʌ n
dunam	d ʊ n ə m
duncan	d ʌ ŋ k ə n
dunce	d ʌ n s
duncical	d ʌ n s ɪ k ə l
dundee	d ʌ n d iː
dune	d uː n
dunedin	d ʌ n i d ɪ n
dunfermline	d ʌ n f ɜː ɹ m l ɪ n
dung	d ʌ ŋ
dungan	d ʊ ŋ ɡ ɑː n
dungannon	d ʌ n ɡ æ n ə n
dungaree	d ʌ ŋ ɡ ə ɹ iː
dungarees	d ʌ ŋ ɡ ə ɹ iː z
dungeon	d ʌ n d ʒ ə n
dungy	d ʌ ŋ i
dunham	d ʌ n ə m
dunhuang	d ʊ n h w æ ŋ
dunhuang	d ʊ n h w ɑ ŋ
dunhuangologist	d ʊ n h w æ ŋ ɒ l ɒ d͡ʒ ɪ s t
dunhuangologist	d ʊ n h w ɑ ŋ ɒ l ɒ d͡ʒ ɪ s t
dunhuangology	d ʊ n h w æ ŋ ɒ l ɒ d͡ʒ i
dunhuangology	d ʊ n h w ɑ ŋ ɒ l ɒ d͡ʒ i
dunite	d uː n a ɪ t
dunite	d ʌ n a ɪ t
dunk	d ʌ ŋ k
dunks	d ʌ ŋ k s
dunlap	d ʌ n l æ p
dunn	d ʌ n
dunnit	d ʌ n ɪ t
dunno	a ɪ d n̩ o ʊ
dunno	d n̩ o ʊ
dunno	d ə n o ʊ
dunny	d ʌ n i
dunsel	d ʌ n s ə l
dunstane	d ʌ n s t ə n
duntroon	d ʌ n t ɹ uː n
dunwoody	d ʌ n w ʊ d i
dunzo	d ʌ n z o ʊ
duo	d j u o ʊ
duo	d u o ʊ
duodecillion	d j uː o ʊ d ə s ɪ l i ə n
duodenal	d u ə d i n ə l
duodene	d j uː ə ʊ d iː n
duodenum	d u ɑ d ə n ə m
duodenum	d u ə d i n ə m
duomo	d uː ə ʊ m ə ʊ
duomo	d w ə ʊ m ə ʊ
duopoly	d j uː ɒ p ə l i
duopoly	d uː ɒ p ə l i
dup	d ʌ p
duplet	d j uː p l ɪ t
duplex	d u p l ɛ k s
duplicate	d j uː p l ɪ k e ɪ t
duplicate	d j uː p l ɪ k ə t
duplication	d j u p l ɪ k e ɪ ʃ ə n
duplicitous	d j uː p l ɪ s ə t ə s
duplicitous	d uː p l ɪ s ə t ə s
duplicity	d u p l ɪ s ɪ t i
duppy	d ʌ p i
durable	d j ʊ ə ɹ ə b ə l
durance	d j ʊ ə ɹ ə n s
durance	d ʒ ʊ ə ɹ ə n s
duration	d j ə ɹ e ɪ ʃ n̩
duration	d ə ɹ e ɪ ʃ n̩
durazzo	d ʊ ɹ æ t s o ʊ
durazzo	d ʊ ɹ ɑː t s o ʊ
durban	d ɜː b ə n
durbin	d ɜː ɹ b ɪ n
duress	d u ɹ ɛ s
durian	d ʊ ə ɹ i ɑ n
durian	d ʊ ə ɹ i ə n
during	d ɝ ɪ ŋ
during	d ʊ ɹ ɪ ŋ
durn	d ɜː ɹ n
duroy	d ə ɹ ɔ ɪ
durrës	d ʊ ɹ ə s
durst	d ɜː ɹ s t
durst	d ɝ s t
duskish	d ʌ s k ɪ ʃ
dusky	d ʌ s k i
dust	d ʌ s t
dustable	d ʌ s t ə b ə l
dusted	d ʌ s t ɪ d
dustee	d ʌ s t i
duster	d ʌ s t ɚ
dustin	d ʌ s t ɪ n
dusting	d ʌ s t ɪ ŋ
dustings	d ʌ s t ɪ ŋ z
dustpan	d ʌ s t p æ n
dusts	d ʌ s t s
dusty	d ʌ s t i
dutasteride	d u t æ s t ə ɹ a ɪ d
dutch	d ʌ t ʃ
dutchman	d ʌ t ʃ m ə n
dutchwoman	d ʌ t ʃ w ʊ m ə n
duteous	d u t i ə s
duties	d uː t i z
duty	d uː t i
duumvir	d u ʌ m v ə ɹ
duvet	d uː v e ɪ
dux	d ʌ k s
dvd	d i v i d i
dvorak	d ɨ v ɔː ɹ æ k
dvorakian	d v ɔ r ʒ æ k ɪ ə n
dvorakian	d v ɔ r ʒ ɑː k i ə n
dvořák	d v o ʊ ɹ æː k
dwale	d w e ɪ l
dwang	d w æ ŋ
dwarf	d w ɔ ɹ f
dweeb	d w iː b
dwell	d w ɛ l
dwelled	d w ɛ l d
dweller	d w ɛ l ə ɹ
dwelling	d w ɛ l ɪ ŋ
dwells	d w ɛ l z
dwelt	d w ɛ l t
dweomer	d w iː m ə ɹ
dweomer	d w ɛ m ə ɹ
dweomer	d w ɪ m ə ɹ
dweomercraft	d w iː m ə ɹː k ɹ æ f t
dwimmer	d w ɪ m ɚ
dwimmery	d w ɪ m ɚ ɹ i
dwindle	d w ɪ n d ə l
dwine	d w a ɪ n
dwp	d iː d ʌ b ə l j uː p iː
dyad	d a ɪ æ d
dyadic	d a ɪ æ d ɪ k
dye	d a ɪ
dyed	d a ɪ d
dyer	d a ɪ ɚ
dyes	d a ɪ z
dying	d a ɪ ɪ ŋ
dyirbal	d ʒ ɝ b l̩
dyke	d a ɪ k
dykes	d a ɪ k s
dykey	d a ɪ k i
dylan	d ɪ l ə n
dynamic	d a ɪ n æ m ɪ k
dynamite	d a ɪ n ə m a ɪ t
dynamization	d a ɪ n ə m a ɪ z e ɪ ʃ ə n
dynamo	d a ɪ n ə m o ʊ
dynast	d a ɪ n æ s t
dynastic	d a ɪ n æ s t ɪ k
dynasty	d a ɪ n ə s t i
dyne	d a ɪ n
dynein	d a ɪ n iː n
dyscalculia	d ɪ s k æ l k j uː l i ə
dyscrasia	d ɪ s k ɹ e ɪ z ɪ ə
dyscratic	d ɪ s k ɹ æ t ɪ k
dyscromia	d ɪ s k ɹ o ʊ m i ə
dysentery	d ɪ s ə n t ɛ ɹ i
dyserythropoiesis	d ɪ s ɪ ɹ ɪ θ ɹ ə ʊ p ɔ ɪ iː s ɪ s
dysfluency	d ɪ s f l uː ə n s i
dysfluency	d ɪ s f l ʊ ə n s i
dysfunction	d ɪ s f ʌ ŋ k ʃ ə n
dysgenic	d ɪ s d ʒ ɛ n ɪ k
dyslalia	d ɪ s l e ɪ l i ə
dyslectic	d ɪ s l ɛ k t ɪ k
dyslexia	d ɪ s l ɛ k s i ə
dyslexic	d ɪ s l ɛ k s ɪ k
dysmenorrhea	d ɪ s m ɛ n ə ɹ i ə
dyspathy	d ɪ s p ə θ i
dysphasia	d ɪ s f e ɪ ʒ ə
dysphemism	d ɪ s f ə m ɪ z ə m
dysphoria	d ɪ s f ɔː ɹ i ə
dysplasia	d ɪ s p l e ɪ ʒ ə
dysplastic	d ɪ s p l æ s t ɪ k
dyspnea	d ɪ s p n i ə
dyspnea	d ɪ s p n iː ə
dyspraxia	d ɪ s p ɹ æ k s i ə
dysprosium	d ɪ s p ɹ o ʊ z i ə m
dyssomnia	d ɪ s s ɒ m n ɪ ə
dystocia	d ɪ s t o ʊ ʃ ə
dystopia	d ɪ s t o ʊ p i ə
dystopian	d ɪ s t o ʊ p i ə n
dystrophy	d ɪ s t ɹ ə f i
dyun	dʲ ʊ n
dziggetai	d z ɪ ɡ ə t a ɪ
dzo	d z ə ʊ
dzongkha	d z ɒ ŋ k ə
dzongkha	z ɒ ŋ k ə
dzungaria	d z ʊ ŋ ɡ ɑː ɹ i ə
dzungaria	d z ʊ ŋ ɡ ɛ ə ɹ i ə
dzūkija	d z uː k ɪ j ʌ
début	d e ɪ b j u
débutant	d ɛ b j ə t a n t
débâcle	d e ɪ b ɑː k l ə
débâcle	d e ɪ b ɑː k ə l
dégagé	d e ɪ ɡ ɑː ʒ e ɪ
déjeuné	d e ɪ ʒ ə n e ɪ
dénouement	d e ɪ n u m ɑ n t
dénouement	d e ɪ n u m ɑ̃
détente	d e ɪ t ɒ n t
düsseldorf	d uː s ə l d ɔ ɹ f
düsseldorf	d ʊ s ə l d ɔ ɹ f
e'er	ɛ ɹ
ea	iː ə
each	i t͡ʃ
eager	i ɡ ɚ
eagerly	i ɡ ɚ l i
eagerness	i ɡ ɚ n ə s
eagle	i ɡ ə l
eagle	iː ɡ ə l
eagre	e ɪ ɡ ə ɹ
eagre	iː ɡ ə ɹ
ear	i ɹ
ear	ɪ ɹ
earache	i ɹ e ɪ k
earby	ɪ ə ɹ b i
eardrum	i ɚ d ɹ ʌ m
eared	ɪ ə ɹ d
eariness	ɪ ə ɹ ɪ n ə s
earing	ɪ ə ɹ ɪ ŋ
earl	ɝ l
earldom	ə ɹ l d ə m
earless	i ɹ l ə s
earless	ɝ l ɛ s
earless	ɪ ɹ l ə s
earlier	ɝ l i ɚ
earliest	ɝ l i ɪ s t
early	ɝ l i
earn	ɝ n
earned	ɝ n d
earnest	ɝ n ɪ s t
earnestly	ɝ n ɪ s t l i
earnestness	ɝ n ɪ s t n ə s
earns	ɝ n z
earpiece	ɪ ɹ p iː s
earring	ɪ ɹ ɪ ŋ
ears	ɪ ɹ z
earsh	æ ʃː ɹ
earshot	ɪ ɹ ʃ ɑ t
earth	ɝ θ
earthen	ə ɹ θ ə n
earthling	ɝ θ l ɪ ŋ
earthquake	ɝ θ k w e ɪ k
earths	ɝ θ s
earthscraper	ɜː θ s k ɹ e ɪ p ə
earthwork	ɝ θ w ɝ k
earthy	ɝ θ i
earwig	ɪ ə ɹ w ɪ ɡ
earwitness	ɪ ɹ w ɪ t n ə s
earworm	ɪ ə ɹ w ɚ m
ease	i z
eased	iː z d
easel	i z ə l
easement	i z m ə n t
eases	iː z ɪ z
easesome	iː z s ʌ m
easie	iː z i
easier	i z i ɚ
easily	iː z ə l iː
easily	iː z ɪ l iː
easing	iː z ɪ ŋ
easings	iː z ɪ ŋ z
east	iː s t
eastbourne	iː s t b ɔː ɹ n
easter	i s t ɚ
easterly	i s t ɚ l i
eastleigh	iː s t l i
easton	iː s t ə n
eastralia	iː s t ɹ æ ɪ l j ə
eastward	i s t w ɚ d
eastwood	iː s t w ʊ d
easy	i z i
eat	i t
eaten	iː t ə n
eater	iː t ɚ
eatery	iː t ə ɹ i
eating	i t ɪ ŋ
eaton	iː t ə n
eats	iː t s
eau	j uː
eave	iː v
eaves	iː v z
eavesdrop	i v z d ɹ ɑ p
ebb	ɛ b
ebbed	ɛ b d
ebbing	ɛ b ɪ ŋ
ebbings	ɛ b ɪ ŋ z
ebbs	ɛ b z
ebcdic	ɛ b k ə d ɪ k
ebcdic	ɛ b s ə d ɪ k
ebenezer	ɛ b ə n i z ɚ
ebert	iː b ə ɹ t
ebeye	iː b a ɪ
ebm	iː b iː ɛ m
ebola	i b o ʊ l ə
ebola	ɪ b o ʊ l ə
ebon	ɛ b ə n
ebonics	i b ɑ n ɪ k s
ebonite	ɛ b ə n a ɪ t
ebony	ɛ b ə n i
ebullience	ɪ b ʊ l j ə n s
ebullient	ɪ b ʊ l j ə n t
eburnation	iː b ɚ n e ɪ ʃ ə n
eburnation	ɛ b ɚ n e ɪ ʃ ə n
ecarte	e k ɑ ɹ t e
ecarte	e k ʌ ɹ t e
ecbatana	ɛ k b æ t ə n ə
ecbole	ɛ k b ə l iː
eccentric	ɛ k s ɛ n t ɹ ɪ k
eccentricity	ɛ k s ɛ n t ɹ ɪ s ɪ t i
ecchymose	ɛ k ɪ m ə ʊ z
ecchymosis	ɛ k ɪ m o ʊ s ɪ s
eccles	ɛ k ə l z
ecclesia	ɪ k l i z i ə
ecclesiastic	ə k l i z i æ s t ɪ k
eccrine	ɛ k ɹ a ɪ n
eccrine	ɛ k ɹ i n
eccrine	ɛ k ɹ ɪ n
ecdysiast	ɛ k d ɪ z i æ s t
echard	ɛ k ɑː ɹ d
echard	ɛ t ʃ ɑː ɹ d
echard	ɛ t ʃ ə ɹ d
eche	iː t ʃ
echelon	ɛ ʃ ə l ɑ n
echidna	ə k ɪ d n ə
echidna	ɪ k ɪ d n ə
echinacea	ɛ k ɪ n e ɪ s ɪ ə
echinacea	ɛ k ɪ n e ɪ ʃ ə
echinacea	ɛ k ɪ n e ɪ ʃ ɪ ə
echinococcus	ɪ k a ɪ n ə k ɑ k ə s
echinocyte	ɪ k a ɪ n ə s a ɪ t
echium	ɛ k i ə m
echo	ɛ k o ʊ
echocardiographer	ɛ k o ʊ k ɑː ɹ d i ɒ ɡ ɹ ə f ə ɹ
echoed	ɛ k o ʊ d
echoise	ɛ k ə ʊ a ɪ z
echoize	ɛ k ə ʊ a ɪ z
echolalia	ɛ k o ʊ l e ɪ l i ə
echolocation	ɛ k o ʊ l o ʊ k e ɪ ʃ ə n
echothiophate	ɛ k o ʊ θ a ɪ ə f e ɪ t
echt	ɛ k t
eclair	ɪ k l ɛ ɹ
eclaircise	ɪ k l ɛ ɹ s a ɪ z
eclaircissement	e ɪ k l ɛ ə ɹ s iː s m ɒ̃ n
eclectic	ɛ k l ɛ k t ɪ k
eclectic	ɪ k l ɛ k t ɪ k
eclipse	i k l ɪ p s
eclipse	ɪ k l ɪ p s
eclipsis	ɪ k l ɪ p s ɪ s
ecmascript	i s i ɛ m e ɪ s k ɹ ɪ p t
ecological	iː k ə l ɒ d͡ʒ ɪ k l̩
ecology	i k ɑ l ə d ʒ i
econometrics	ɪ k ɒ n ə m ɛ t r ɪ k s
economic	ɛ k ə n ɑ m ɪ k
economical	ɛ k ə n ɑ m ɪ k ə l
economics	i k ə n ɑ m ɪ k s
economics	ɛ k ə n ɑ m ɪ k s
economist	iː k ɑ n ə m ɪ s t
economist	ə k ɑ n ə m ɪ s t
economist	ɪ k ɑ n ə m ɪ s t
economy	iː k ɑ n ə m i
economy	ə k ɑ n ə m i
economy	ɪ k ɑ n ə m i
ecosystem	i k o ʊ s ɪ s t ə m
ecothiopate	ɛ k o ʊ θ a ɪ ə p e ɪ t
ecotone	iː k ə t ə ʊ n
ecotourism	i k o ʊ t ʊ ɹ ɪ z ə m
ecotourism	ɛ k o ʊ t ʊ ɹ ɪ z ə m
ecphrastic	ɛ k f ɹ æ s t ɪ k
ecstasy	ɛ k s t ə s i
ecstatic	ɛ k s t æ t ɪ k
ecstatica	ɛ k s t æ t ɪ k ə
ectasia	ɛ k t e ɪ z j ə
ectasis	ɛ k t ə s ɨ s
ectodomain	ɛ k t o ʊ d o ʊ m e ɪ n
ectomorph	ɛ k t o ʊ m ɔː ɹ f
ectomorph	ɛ k t ə m ɔː ɹ f
ectoparasite	ɛ k t ə p ɛ ɹ ə s a ɪ t
ectoplasm	ɛ k t ə p l æ z ə m
ectypal	ɛ k t a ɪ p ə l
ecuador	ɛ k w ə d ɔ ɹ
ecumene	iː k j uː m ə n i
ecumenical	ɛ k j ʊ m ɛ n ɪ k ə l
ecumenopoleis	ɛ k j u m ɛ n ɒ p ɒ l ɛ ɪ z
ecumenopolises	ɛ k j u m ɛ n ɒ p ɒ l ɪ s ɪ z
eczema	ɛ k s ə m ə
eczema	ɛ ɡ z ə m ə
eczema	ɪ ɡ z iː m ə
ed	ɛ d
edamame	ɛ d ə m ɑː m e ɪ
edder	ɛ d ɚ
eddie	ɛ d i
eddy	ɛ d i
edema	ɪ d iː m ə
eden	iː d ə n
edenbridge	iː d ə n b ɹ ɪ d ʒ
edentulous	i d ɛ n t j ʊ l ə s
edentulous	i d ɛ n t ʃ ʊ l ə s
edessa	i d e s ə
edgar	ɛ d ɡ ɚ
edge	ɛ d ʒ
edged	ɛ d ʒ d
edges	ɛ d ʒ ɪ z
edgewise	ɛ d ʒ w e ɪ z
edging	ɛ d ʒ ɪ ŋ
edgings	ɛ d ʒ ɪ ŋ z
edgrow	ɛ d ɡ ɹ ə ʊ
edgy	ɛ d ʒ i
edible	ɛ d ə b l
edible	ɛ d ə b ə l
edict	iː d ɪ k t
edification	ɛ d ɪ f ɪ k e ɪ ʃ ə n
edificatory	ɛ d ɪ f ɪ k e ɪ t ə ɹ i
edifice	ɛ d ɪ f ɪ s
edified	ɛ d ɪ f a ɪ d
edifies	ɛ d ɪ f a ɪ z
edify	ɛ d ɪ f a ɪ
edifying	ɛ d ɪ f a ɪ ɪ ŋ
edinburgh	ɛ d ə n b ə ɹ ə
edinburgh	ɛ d ə n b ʌ ɹ ə
edinburgh	ɛ d ɪ n b ʌ ɹ ə
edirne	ɛ d i ɹ n ɛ
edison	ɛ d ɪ s ə n
edit	ɛ d ɪ t
edited	ɛ d ɪ t ɪ d
editing	ɛ d ɪ t ɪ ŋ
editings	ɛ d ɪ t ɪ ŋ z
edition	ɪ d ɪ ʃ ə n
editions	ɪ d ɪ ʃ ə n z
editorial	ɛ d ɪ t ɔ ɹ i ə l
editors	ɛ d ɪ t ɚ z
editress	ɛ d ɪ t ɹ ə s
edits	ɛ d ɪ t s
edmonchuk	ɛ d m ə n t͡ʃ ʌ k
edo	ɛ d o ʊ
edom	i d ə m
