あ	a̠
くうきをよむ	k ɯ̟ᵝː kʲ i o̞ j o̞ m ɯ̟ᵝ
くうぐん	k ɯ̟ᵝː ɡ ɯ̟̃ᵝ ɴ
くうぐんきち	k ɯ̟ᵝː ɡ ɯ̟̃ᵝ ŋ ʲkʲ i t͡ɕ i
くうげき	k ɯ̟ᵝː ɡ e̞ kʲ i
くうこう	k ɯ̟ᵝː k o̞ː
くうさ	k ɯ̟ᵝː s a̠
くうさつ	k ɯ̟ᵝː s a̠ t͡s ɨᵝ
くうし	k ɯ̟ᵝː ɕ i
くうしょう	k ɯ̟ᵝː ɕ o̞ː
くうじょうけい	k ɯ̟ᵝː ʑ o̞ː k e̞ː
くうそう	k ɯ̟ᵝː s o̞ː
くうそくぜしき	k ɯ̟ᵝː s o̞ k ɯ̟ᵝ d͡z e̞ ɕ i kʲ i
くうちゅう	k ɯ̟ᵝː t͡ɕ ɨᵝː
くうちゅうせいぶつがく	k ɯ̟ᵝː t͡ɕ ɨᵝː s e̞ː b ɯ̟ᵝ t͡s ɨᵝ ɡ a̠ k ɯ̟ᵝ
くうちゅうせん	k ɯ̟ᵝː t͡ɕ ɨᵝː s ẽ̞ ɴ
くうちょう	k ɯ̟ᵝː t͡ɕ o̞ː
くうどう	k ɯ̟ᵝː d o̞ː
くうぼ	k ɯ̟ᵝː b o̞
くうらん	k ɯ̟ᵝː ɾ ã̠ ɴ
くぇ	k ɰᵝ e̞
くぉ	k ɰᵝ o̞
くおん	k ɯ̟ᵝ õ̞ ɴ
くかつよう	k ɯ̟ᵝ k a̠ t͡s ɨᵝ j o̞ː
くかん	k ɯ̟ᵝ k ã̠ ɴ
くがつ	k ɯ̟ᵝ ɡ a̠ t͡s ɨᵝ
くき	k ɯ̟̊ᵝ kʲ i
くきちゃ	k ɯ̟ᵝ kʲ i t͡ɕ a̠
くきょう	k ɯ̟ᵝ kʲ o̞ː
くきわかめ	k ɯ̟ᵝ kʲ i ɰᵝ a̠ k a̠ m e̞
くぎ	k ɯ̟ᵝ ɡʲ i
くぎゅ	k ɯ̟ᵝ ɡʲ ɨᵝ
くぎょう	k ɯ̟ᵝ ɡʲ o̞ː
くぎり	k ɯ̟ᵝ ɡʲ i ɾʲ i
くぎりもじ	k ɯ̟ᵝ ɡʲ i ɾʲ i m o̞ ʑ i
くぎる	k ɯ̟ᵝ ɡʲ i ɾ ɯ̟ᵝ
くく	k ɯ̟̊ᵝ k ɯ̟ᵝ
くくる	k ɯ̟ᵝ k ɯ̟ᵝ ɾ ɯ̟ᵝ
くぐつ	k ɯ̟ᵝ ɡ ɯ̟ᵝ t͡s ɨᵝ
くぐつし	k ɯ̟ᵝ ɡ ɯ̟ᵝ t͡s ɨᵝ ɕ i
くぐりぬける	k ɯ̟ᵝ ɡ ɯ̟ᵝ ɾʲ i n ɯ̟ᵝ k e̞ ɾ ɯ̟ᵝ
くぐる	k ɯ̟ᵝ ɡ ɯ̟ᵝ ɾ ɯ̟ᵝ
くげ	k ɯ̟ᵝ ɡ e̞
くげん	k ɯ̟ᵝ ɡ ẽ̞ ɴ
くさ	k ɯ̟̊ᵝ s a̠
くさい	k ɯ̟̊ᵝ s a̠ i
くさか	k ɯ̟ᵝ s a̠ k a̠
くさき	k ɯ̟̊ᵝ s a̠ kʲ i
くさち	k ɯ̟ᵝ s a̠ t͡ɕ i
くさなぎのつるぎ	k ɯ̟̊ᵝ s a̠ n a̠ ɡʲ i n o̞ t͡s ɨᵝ ɾ ɯ̟ᵝ ɡʲ i
くさにくさはやすな	k ɯ̟ᵝ s a̠ ɲ̟ i k ɯ̟ᵝ s a̠ h a̠ j a̠ s ɨᵝ n a̠
くさのね	k ɯ̟ᵝ s a̠ n o̞ n e̞
くさはえる	k ɯ̟ᵝ s a̠ h a̠ e̞ ɾ ɯ̟ᵝ
くさばな	k ɯ̟̊ᵝ s a̠ b a̠ n a̠
くさび	k ɯ̟̊ᵝ s a̠ bʲ i
くさびがたもじ	k ɯ̟̊ᵝ s a̠ bʲ i ɡ a̠ t a̠ m o̞ ʑ i
くさふかひ	k ɯ̟ᵝ s a̠ ɸ ɯ̟ᵝ k a̠ ç i
くさぶえ	k ɯ̟ᵝ s a̠ b ɯ̟ᵝ e̞
くさり	k ɯ̟̊ᵝ s a̠ ɾʲ i
くさりふんどう	k ɯᵝ s a̠ ɾ i ɸ ɯ̃ᵝ ɴ d o̞ː
くさる	k ɯ̟̊ᵝ s a̠ ɾ ɯ̟ᵝ
くされえん	k ɯ̟ᵝ s a̠ ɾ ẽ̞ː ɴ
くさわけ	k ɯ̟ᵝ s a̠ ɰᵝ a̠ k e̞
くし	k ɯ̟̊ᵝ ɕ i
くし	k ɯ̟ᵝ ɕ i
くしくも	k ɯ̟ᵝ ɕ i k ɯ̟ᵝ m o̞
くしゃみ	k ɯ̟ᵝ ɕ a̠ mʲ i
くしょう	k ɯ̟ᵝ ɕ o̞ː
くじ	k ɯ̟ᵝ ʑ i
くじける	k ɯ̟ᵝ ʑ i k e̞ ɾ ɯ̟ᵝ
くじゃく	k ɯ̟ᵝ ʑ a̠ k ɯ̟ᵝ
くじゃくざ	k ɯ̟ᵝ ʑ a̠ k ɯ̟ᵝ z a̠
くじゃくせき	k ɯ̟ᵝ ʑ a̠ k ɯ̟ᵝ s e̞ kʲ i
くじゅう	k ɯ̟ᵝ ʑ ɨᵝː
くじょ	k ɯ̟ᵝ ʑ o̞
くじら	k ɯ̟ᵝ ʑ i ɾ a̠
くじらざ	k ɯ̟ᵝ ʑ i ɾ a̠ z a̠
くす	k ɯ̟ᵝ s ɨᵝ
くすぐったい	k ɯ̟ᵝ s ɨᵝ ɡ ɯ̟ᵝ t̚ t a̠ i
くすみ	k ɯ̟ᵝ s ɨᵝ mʲ i
くすりづけ	k ɯ̟ᵝ s ɨᵝ ɾʲ i z ɨᵝ k e̞
くすりや	k ɯ̟̊ᵝ s ɨᵝ ɾʲ i j a̠
くすりゆび	k ɯ̟̊ᵝ s ɨᵝ ɾʲ i j ɯ̟ᵝ bʲ i
くず	k ɯ̟ᵝ z ɨᵝ
くずかご	k ɯ̟ᵝ z ɨᵝ k a̠ ɡ o̞
くずかみ	k ɯ̟ᵝ z ɨᵝ k a̠ mʲ i
くずし	k ɯ̟ᵝ z ɨᵝ ɕ i
くずしじ	k ɯ̟ᵝ z ɨᵝ ɕ i ʑ i
くずす	k ɯ̟ᵝ z ɨᵝ s ɨᵝ
くずてつ	k ɯ̟ᵝ z ɨᵝ t e̞ t͡s ɨᵝ
くずゆ	k ɯ̟ᵝ z ɨᵝ j ɯ̟ᵝ
くずり	k ɯ̟ᵝ z ɨᵝ ɾʲ i
くずれる	k ɯ̟ᵝ z ɨᵝ ɾ e̞ ɾ ɯ̟ᵝ
くせげ	k ɯ̟ᵝ s e̞ ɡ e̞
くせに	k ɯ̟ᵝ s e̞ ɲ̟ i
くせになる	k ɯ̟ᵝ s e̞ ɲ̟ i n a̠ ɾ ɯ̟ᵝ
くそ	k ɯ̟̊ᵝ s o̞
くそたれ	k ɯ̟ᵝ s o̞ t a̠ ɾ e̞
くそぶくろ	k u s o b u k u r o
くそむし	k ɯ̟̊ᵝ s o̞ m ɯ̟ᵝ ɕ i
くそやろう	k ɯ̟ᵝ s o̞ j a̠ ɾ o̞ː
くたびれる	k ɯ̟ᵝ t a̠ bʲ i ɾ e̞ ɾ ɯ̟ᵝ
くだく	k ɯ̟ᵝ d a̠ k ɯ̟ᵝ
くだける	k ɯ̟ᵝ d a̠ k e̞ ɾ ɯ̟ᵝ
くださる	k ɯ̟ᵝ d a̠ s a̠ ɾ ɯ̟ᵝ
くだす	k ɯ̟ᵝ d a̠ s ɨᵝ
くだもの	k ɯ̟ᵝ d a̠ m o̞ n o̞
くだものとけいそう	k ɯ̟ᵝ d a̠ t o̞ k e̞ː s o̞ː
くだら	k ɯ̟ᵝ d a̠ ɾ a̠
くだらごと	k ɯ̟ᵝ d a̠ ɾ a̠ ɡ o̞ t o̞
くだりざか	k ɯ̟ᵝ d a̠ ɾʲ i z a̠ k a̠
くだる	k ɯ̟ᵝ d a̠ ɾ ɯ̟ᵝ
くちえ	k ɯ̟ᵝ t͡ɕ i e̞
くちく	k ɯ̟̊ᵝ t͡ɕ i k ɯ̟ᵝ
くちくかん	k ɯ̟̊ᵝ t͡ɕ i k ɯ̟̊ᵝ k ã̠ ɴ
くちぐすり	k ɯ̟ᵝ t͡ɕ i ɡ ɯ̟ᵝ s ɨᵝ ɾʲ i
くちぐせ	k ɯ̟ᵝ t͡ɕ i ɡ ɯ̟ᵝ s e̞
くちさき	k ɯ̟ᵝ t͡ɕ i s a̠ kʲ i
くちずさむ	k ɯ̟ᵝ t͡ɕ i z ɨᵝ s a̠ m ɯ̟ᵝ
くちづける	k ɯ̟ᵝ t͡ɕ i z ɨᵝ k e̞ ɾ ɯ̟ᵝ
くちなし	k ɯ̟ᵝ t͡ɕ i n a̠ ɕ i
くちにする	k ɯ̟ᵝ t͡ɕ i ɲ̟ i s ɨᵝ ɾ ɯ̟ᵝ
くちにだす	k ɯ̟ᵝ t͡ɕ i ɲ̟ i d a̠ s ɨᵝ
くちのは	k ɯ̟ᵝ t͡ɕ i n o̞ h a̠
くちはっちょうてはっちょう	k ɯ̟ᵝ t͡ɕ i h a̠ t̚ t͡ɕ o̞ː t e̞ h a̠ t̚ t͡ɕ o̞ː
くちはてる	k ɯ̟ᵝ t͡ɕ i h a̠ t e̞ ɾ ɯ̟ᵝ
くちばし	k ɯ̟̊ᵝ t͡ɕ i b a̠ ɕ i
くちびる	k ɯ̟̊ᵝ t͡ɕ i bʲ i ɾ ɯ̟ᵝ
くちぶえ	k ɯ̟ᵝ t͡ɕ i b ɯ̟ᵝ e̞
くちぶり	k ɯ̟ᵝ t͡ɕ i b ɯ̟ᵝ ɾʲ i
くちべに	k ɯ̟̊ᵝ t͡ɕ i b e̞ ɲ̟ i
くちよせ	k ɯ̟ᵝ t͡ɕ i j o̞ s e̞
くちよせみこ	k ɯᵝ t͡ɕ i j o̞ s e̞ m i k o̞
くちわ	k ɯ̟ᵝ t͡ɕ i ɰᵝ a̠
くちをきく	k ɯ̟ᵝ t͡ɕ i o̞ kʲ i k ɯ̟ᵝ
くっきょく	k ɯ̟̊ᵝ k̚ʲ kʲ o̞ k ɯ̟ᵝ
くっきょくい	k ɯ̟ᵝ k̚ʲ kʲ o̞ k ɯ̟ᵝ i
くっきり	k ɯ̟ᵝ k̚ʲ kʲ i ɾʲ i
くっせつご	k ɯ̟̊ᵝ sː e̞ t͡s ɨᵝ ɡ o̞
くっせつりつ	k ɯ̟̊ᵝ sː e̞ t͡s ɨᵝ ɾʲ i t͡s ɨᵝ
くっぷく	k ɯ̟ᵝ p̚ p ɯ̟ᵝ k ɯ̟ᵝ
くつ	k ɯ̟̊ᵝ t͡s ɨᵝ
くつ	k ɯ̟ᵝ t͡s ɨᵝ
くつう	k ɯ̟̊ᵝ t͡s ɨᵝː
くつおと	k ɯ̟ᵝ t͡s ɨᵝ o̞ t o̞
くつかくし	k ɯ̟ᵝ t͡s ɨᵝ k a̠ k ɯ̟ᵝ ɕ i
くつがえす	k ɯ̟ᵝ t͡s ɨᵝ ɡ a̠ e̞ s ɨᵝ
くつがえる	k ɯ̟ᵝ t͡s ɨᵝ ɡ a̠ e̞ ɾ ɯ̟ᵝ
くつした	k ɯ̟̊ᵝ t͡s ɨᵝ ɕ i̥ t a̠
くつしたどめ	k ɯ̟̊ᵝ t͡s ɨᵝ ɕ i̥ t a̠ d o̞ m e̞
くつちかき	k ɯ̟ᵝ t͡s ɨᵝ t͡ɕ i k a̠ kʲ i
くつちふす	k ɯ̟ᵝ t͡s ɨᵝ t͡ɕ i ɸ ɯ̟ᵝ s ɨᵝ
くつひも	k ɯ̟̊ᵝ t͡s ɨᵝ ç i m o̞
くつや	k ɯ̟ᵝ t͡s ɨᵝ j a̠
くつろぐ	k ɯ̟̊ᵝ t͡s ɨᵝ ɾ o̞ ɡ ɯ̟ᵝ
くてん	k ɯ̟ᵝ t ẽ̞ ɴ
くとう	k ɯ̟ᵝ t o̞ː
くど	k ɯ̟ᵝ d o̞
くどう	k ɯ̟ᵝ d o̞ː
くどきおとす	k ɯ̟ᵝ d o̞ kʲ i o̞ t o̞ s ɨᵝ
くどく	k ɯ̟ᵝ d o̞ k ɯ̟ᵝ
くない	k ɯ̟ᵝ n a̠ i
くに	k ɯ̟ᵝ ɲ̟ i
くにあき	k ɯ̟ᵝ ɲ̟ i a̠ kʲ i
くにお	k ɯ̟ᵝ ɲ̟ i o̞
くにかず	k ɯ̟ᵝ ɲ̟ i k a̠ z ɨᵝ
くにこ	k ɯ̟ᵝ ɲ̟ i k o̞
くにことば	k ɯ̟ᵝ ɲ̟ i k o̞ t o̞ b a̠
くにのぶ	k ɯ̟ᵝ ɲ̟ i n o̞ b ɯ̟ᵝ
くにひこ	k ɯ̟ᵝ ɲ̟ i ç i k o̞
くにひろ	k ɯ̟ᵝ ɲ̟ i ç i ɾ o̞
くにふさ	k ɯ̟ᵝ ɲ̟ i ɸ ɯ̟ᵝ s a̠
くにゆき	k ɯ̟ᵝ ɲ̟ i j ɯ̟ᵝ kʲ i
くねくね	k ɯ̟ᵝ n e̞ k ɯ̟ᵝ n e̞
くねる	k ɯ̟ᵝ n e̞ ɾ ɯ̟ᵝ
くのいち	k ɯ̟ᵝ n o̞ i t͡ɕ i
くのう	k ɯ̟ᵝ n o̞ː
くはい	k ɯ̟ᵝ h a̠ i
くばる	k ɯ̟ᵝ b a̠ ɾ ɯ̟ᵝ
くび	k ɯ̟ᵝ bʲ i
くびかざり	k ɯ̟ᵝ bʲ i k a̠ z a̠ ɾʲ i
くびかせ	k ɯ̟ᵝ bʲ i k a̠ s e̞
くびきり	k ɯ̟ᵝ bʲ i kʲ i ɾʲ i
くびじっけん	k ɯ̟ᵝ bʲ i ʑ i k̚ k ẽ̞ ɴ
くびったけ	k ɯ̟ᵝ bʲ i t̚ t a̠ k e̞
くびつり	k ɯ̟ᵝ bʲ i t͡s ɨᵝ ɾʲ i
くびながりゅう	k ɯ̟ᵝ bʲ i n a̠ ɡ a̠ ɾʲ ɨᵝː
くびになる	k ɯ̟ᵝ bʲ i ɲ̟ i n a̠ ɾ ɯ̟ᵝ
くびれ	k ɯ̟ᵝ bʲ i ɾ e̞
くびをあらってまつ	k ɯ̟ᵝ bʲ i o̞ a̠ ɾ a̠ t̚ t e̞ m a̠ t͡s ɨᵝ
くふう	k ɯ̟ᵝ ɸ ɯ̟ᵝː
くぶん	k ɯ̟ᵝ b ɯ̟̃ᵝ ɴ
くへんとう	k ɯ̟ᵝ h ẽ̞ n t o̞ː
くへんとうすい	k ɯ̟ᵝ h ẽ̞ n t o̞ː s ɨᵝ i
くへんとうゆ	k ɯ̟ᵝ h ẽ̞ n t o̞ː j ɯ̟ᵝ
くべつ	k ɯ̟ᵝ b e̞ t͡s ɨᵝ
くぼみ	k ɯ̟ᵝ b o̞ mʲ i
くぼむ	k ɯ̟ᵝ b o̞ m ɯ̟ᵝ
くま	k ɯ̟ᵝ m a̠
くまきち	k ɯ̟ᵝ m a̠ kʲ i t͡ɕ i
くまそ	k ɯ̟ᵝ m a̠ s o̞
くまたか	k ɯ̟ᵝ m a̠ t a̠ k a̠
くまで	k ɯ̟ᵝ m a̠ d e̞
くまなく	k ɯ̟ᵝ m a̠ n a̠ k ɯ̟ᵝ
くまねずみ	k ɯ̟ᵝ m a̠ n e̞ z ɨᵝ mʲ i
くまの	k ɯ̟ᵝ m a̠ n o̞
くまのみ	k ɯ̟ᵝ m a̠ n o̞ mʲ i
くまもと	k ɯ̟ᵝ m a̠ m o̞ t o̞
くまもとけん	k ɯ̟ᵝ m a̠ m o̞ t o̞ k ẽ̞ ɴ
くみ	k ɯ̟ᵝ mʲ i
くみあわせ	k ɯ̟ᵝ mʲ i a̠ ɰᵝ a̠ s e̞
くみあわせすうがく	k ɯ̟ᵝ mʲ i a̠ ɰᵝ a̠ s e̞ s ɨᵝː ɡ a̠ k ɯ̟ᵝ
くみあわせる	k ɯ̟ᵝ mʲ i a̠ ɰᵝ a̠ s e̞ ɾ ɯ̟ᵝ
くみいん	k ɯ̟ᵝ mʲ i ĩ ɴ
くみきょく	k ɯ̟ᵝ mʲ i kʲ o̞ k ɯ̟ᵝ
くみこ	k ɯ̟ᵝ mʲ i k o̞
くみこむ	k ɯ̟ᵝ mʲ i k o̞ m ɯ̟ᵝ
くみたてる	k ɯ̟ᵝ mʲ i t a̠ t e̞ ɾ ɯ̟ᵝ
くみちょう	k ɯ̟ᵝ mʲ i t͡ɕ o̞ː
くみはん	k ɯ̟ᵝ mʲ i h ã̠ ɴ
くむ	k ɯ̟ᵝ m ɯ̟ᵝ
くめい	k ɯ̟ᵝ m e̞ː
くも	k ɯ̟ᵝ m o̞
くもがくれ	k ɯ̟ᵝ m o̞ ɡ a̠ k ɯ̟ᵝ ɾ e̞
くもがたじょうぎ	k ɯ̟ᵝ m o̞ ɡ a̠ t a̠ d͡ʑ o̞ː ɡʲ i
くもざる	k ɯ̟ᵝ m o̞ z a̠ ɾ ɯ̟ᵝ
くもひとで	k ɯ̟ᵝ m o̞ ç i̥ t o̞ d e̞
くもま	k ɯ̟ᵝ m o̞ m a̠
くもり	k ɯ̟ᵝ m o̞ ɾʲ i
くもる	k ɯ̟ᵝ m o̞ ɾ ɯ̟ᵝ
くもん	k ɯ̟ᵝ m õ̞ ɴ
くやくしょ	k ɯ̟ᵝ j a̠ k ɯ̟ᵝ ɕ o̞
くやしい	k ɯ̟ᵝ j a̠ ɕ iː
くやみ	k ɯ̟ᵝ j a̠ mʲ i
くやむ	k ɯ̟ᵝ j a̠ m ɯ̟ᵝ
くよう	k ɯ̟ᵝ j o̞ː
くらい	k ɯ̟ᵝ ɾ a̠ i
くらう	k ɯ̟ᵝ ɾ a̠ ɯ̟ᵝ
くらかけあざらし	k ɯ̟ᵝ ɾ a̠ k a̠ k e̞ a̠ z a̠ ɾ a̠ ɕ i
くらがえ	k ɯ̟ᵝ ɾ a̠ ɡ a̠ e̞
くらがり	k ɯ̟ᵝ ɾ a̠ ɡ a̠ ɾʲ i
くらげ	k ɯ̟ᵝ ɾ a̠ ɡ e̞
くらし	k ɯ̟ᵝ ɾ a̠ ɕ i
くらす	k ɯ̟ᵝ ɾ a̠ s ɨᵝ
くらべ	k ɯ̟ᵝ ɾ a̠ b e̞
くらべもの	k ɯ̟ᵝ ɾ a̠ b e̞ m o̞ n o̞
くらべものにならない	k ɯ̟ᵝ ɾ a̠ b e̞ m o̞ n o̞ ɲ̟ i n a̠ ɾ a̠ n a̠ i
くらべる	k ɯ̟ᵝ ɾ a̠ b e̞ ɾ ɯ̟ᵝ
くらまやま	k ɯ̟ᵝ ɾ a̠ m a̠ j a̠ m a̠
くらむ	k ɯ̟ᵝ ɾ a̠ m ɯ̟ᵝ
くらやみ	k ɯ̟ᵝ ɾ a̠ j a̠ mʲ i
くり	k ɯ̟ᵝ ɾʲ i
くりかえし	k ɯ̟ᵝ ɾʲ i k a̠ e̞ ɕ i
くりかえす	k ɯ̟ᵝ ɾʲ i k a̠ e̞ s ɨᵝ
くりだす	k ɯ̟ᵝ ɾʲ i d a̠ s ɨᵝ
くりひろげる	k ɯ̟ᵝ ɾʲ i ç i ɾ o̞ ɡ e̞ ɾ ɯ̟ᵝ
くりや	k ɯ̟ᵝ ɾʲ i j a̠
くりやびと	k ɯ̟ᵝ ɾʲ i j a̠ bʲ i t o̞
くる	k ɯ̟ᵝ ɾ ɯ̟ᵝ
くるい	k ɯ̟ᵝ ɾ ɯ̟ᵝ i
くるいざき	k ɯ̟ᵝ ɾ ɯ̟ᵝ i z a̠ kʲ i
くるう	k ɯ̟ᵝ ɾ ɯ̟ᵝː
くるおしい	k ɯ̟ᵝ ɾ ɯ̟ᵝ o̞ ɕ iː
くるくる	k ɯ̟ᵝ ɾ ɯ̟ᵝ k ɯ̟ᵝ ɾ ɯ̟ᵝ
くるしい	k ɯ̟ᵝ ɾ ɯ̟ᵝ ɕ i i
くるしみ	k ɯ̟ᵝ ɾ ɯ̟ᵝ ɕ i mʲ i
くるしむ	k ɯ̟ᵝ ɾ ɯ̟ᵝ ɕ i m ɯ̟ᵝ
くるしめる	k ɯ̟ᵝ ɾ ɯ̟ᵝ ɕ i m e̞ ɾ ɯ̟ᵝ
くるす	k ɯ̟ᵝ ɾ ɯ̟ᵝ s ɨᵝ
くるまいす	k ɯ̟ᵝ ɾ ɯ̟ᵝ m a̠ i s ɨᵝ
くるまる	k ɯ̟ᵝ ɾ ɯ̟ᵝ m a̠ ɾ ɯ̟ᵝ
くるみわり	k ɯ̟ᵝ ɾ ɯ̟ᵝ mʲ i ɰᵝ a̠ ɾʲ i
くるめる	k ɯ̟ᵝ ɾ ɯ̟ᵝ m e̞ ɾ ɯ̟ᵝ
くるわ	k ɯ̟ᵝ ɾ ɯ̟ᵝ ɰᵝ a̠
くるわことば	k ɯ̟ᵝ ɾ ɯ̟ᵝ ɰᵝ a̠ k o̞ t o̞ b a̠
くるわしい	k ɯ̟ᵝ ɾ ɯ̟ᵝ ɰᵝ a̠ ɕ iː
くれ	k ɯ̟ᵝ ɾ e̞
くれがた	k ɯ̟ᵝ ɾ e̞ ɡ a̠ t a̠
くれぐれ	k ɯ̟ᵝ ɾ e̞ ɡ ɯ̟ᵝ ɾ e̞
くれたけ	k ɯ̟ᵝ ɾ e̞ t a̠ k e̞
くれない	k ɯ̟ᵝ ɾ e̞ n a̠ i
くれないいろ	k ɯ̟ᵝ ɾ e̞ n a̠ i i ɾ o̞
くれなずむ	k ɯ̟ᵝ ɾ e̞ n a̠ z ɨᵝ m ɯ̟ᵝ
くれる	k ɯ̟ᵝ ɾ e̞ ɾ ɯ̟ᵝ
くろ	k ɯ̟ᵝ ɾ o̞
くろい	k ɯ̟ᵝ ɾ o̞ i
くろう	k ɯ̟ᵝ ɾ o̞ː
くろうたどり	k ɯ̟ᵝ ɾ o̞ ɯ̟ᵝ t a̠ d o̞ ɾʲ i
くろうと	k ɯ̟ᵝ ɾ o̞ ɯ̟ᵝ t o̞
くろかみ	k ɯ̟ᵝ ɾ o̞ k a̠ mʲ i
くろがも	k ɯ̟ᵝ ɾ o̞ ɡ a̠ m o̞
くろごけぐも	k ɯ̟ᵝ ɾ o̞ ɡ o̞ k e̞ ɡ ɯ̟ᵝ m o̞
くろさい	k ɯ̟ᵝ ɾ o̞ s a̠ i
くろさぎ	k ɯ̟ᵝ ɾ o̞ s a̠ ɡʲ i
くろしお	k ɯ̟ᵝ ɾ o̞ ɕ i o̞
くろずむ	k ɯ̟ᵝ ɾ o̞ z ɨᵝ m ɯ̟ᵝ
くろづる	k ɯ̟ᵝ ɾ o̞ z ɨᵝ ɾ ɯ̟ᵝ
くろてん	k ɯ̟ᵝ ɾ o̞ t ẽ̞ ɴ
くろでんわ	k ɯ̟ᵝ ɾ o̞ d ẽ̞ ɰ̃ ɰᵝ a̠
くろぬり	k ɯ̟ᵝ ɾ o̞ n ɯ̟ᵝ ɾʲ i
くろねこ	k ɯ̟ᵝ ɾ o̞ n e̞ k o̞
くろばむ	k ɯ̟ᵝ ɾ o̞ b a̠ m ɯ̟ᵝ
くろふね	k ɯ̟ᵝ ɾ o̞ ɸ ɯ̟ᵝ n e̞
くろぶた	k ɯ̟ᵝ ɾ o̞ b ɯ̟ᵝ t a̠
くろまく	k ɯ̟ᵝ ɾ o̞ m a̠ k ɯ̟ᵝ
くろみ	k ɯ̟ᵝ ɾ o̞ mʲ i
くろみつ	k ɯ̟ᵝ ɾ o̞ mʲ i t͡s ɨᵝ
くろむぎ	k ɯ̟ᵝ ɾ o̞ m ɯ̟ᵝ ɡʲ i
くろめ	k ɯ̟ᵝ ɾ o̞ m e̞
くろめがね	k ɯ̟ᵝ ɾ o̞ m e̞ ɡ a̠ n e̞
くろやなぎ	k ɯ̟ᵝ ɾ o̞ j a̠ n a̠ ɡʲ i
くろれきし	k ɯ̟ᵝ ɾ o̞ ɾ e̞ kʲ i ɕ i
くろんぼ	k ɯ̟ᵝ ɾ õ̞ m b o̞
くゎ	k ɰᵝ a̠
くわ	k ɯ̟ᵝ ɰᵝ a̠
くわい	k ɯ̟ᵝ ɰᵝ a̠ i
くわうるに	k ɯ̟ᵝ ɰᵝ a̠ ɯ̟ᵝ ɾ ɯ̟ᵝ ɲ̟ i
くわえて	k ɯ̟ᵝ ɰᵝ a̠ e̞ t e̞
くわえる	k ɯ̟ᵝ ɰᵝ a̠ e̞ ɾ ɯ̟ᵝ
くわがた	k ɯ̟ᵝ ɰᵝ a̠ ɡ a̠ t a̠
くわがたむし	k ɯ̟ᵝ ɰᵝ a̠ ɡ a̠ t a̠ m ɯ̟ᵝ ɕ i
くわしい	k ɯ̟ᵝ ɰᵝ a̠ ɕ i i
くわずぎらい	k ɯ̟ᵝ ɰᵝ a̠ z ɨᵝ ɡʲ i ɾ a̠ i
くわだて	k ɯ̟ᵝ ɰᵝ a̠ d a̠ t e̞
くわだてる	k ɯ̟ᵝ ɰᵝ a̠ d a̠ t e̞ ɾ ɯ̟ᵝ
くわわる	k ɯ̟ᵝ ɰᵝ a̠ ɰᵝ a̠ ɾ ɯ̟ᵝ
くん	k ɯ̟̃ᵝ ɴ
くんしはしゅうしてひせずしょうじんはひしてしゅうせず	k ɯ̟̃ᵝ ɰ̃ ɕ i ɰᵝ a̠ ɕ ɨᵝː ɕ i t e̞ ç i s e̞ z ɨᵝ ɕ o̞ː ʑ ĩ ɰ̃ ɰᵝ a̠ ç i ɕ i t e̞ ɕ ɨᵝː s e̞ z ɨᵝ
くんしゅ	k ɯ̟̃ᵝ ɰ̃ ɕ ɨᵝ
くんしゅこく	k ɯ̟̃ᵝ ɰ̃ ɕ ɨ̥ᵝ k o̞ k ɯ̟ᵝ
くんしゅせい	k ɯ̟̃ᵝ ɰ̃ ɕ ɨ̥ᵝ s e̞ː
くんそく	k ɯ̟̃ᵝ ɰ̃ s o̞ k ɯ̟ᵝ
くんてん	k u ɴ t e n
くんどく	k ɯ̟̃ᵝ n d o̞ k ɯ̟ᵝ
くんぺん	k ɯ̟̃ᵝ m p ẽ̞ ɴ
くんみんせいおん	k ɯ̟̃ᵝ mʲː ĩ ɰ̃ s e̞ː õ̞ ɴ
くんよみ	k ɯ̟̃ᵝ ɰ̃ j o̞ mʲ i
く゚	ŋ ɯ̟ᵝ
く゚ぃ	ŋ ɰᵝ i
く゚ゎ	ŋ ɰᵝ a̠
ぐ	ɡ ɯ̟ᵝ
ぐぁ	ɡ ɰᵝ a̠
ぐぃ	ɡ ɰᵝ i
ぐうきせい	ɡ ɯ̟ᵝː kʲ i̥ s e̞ː
ぐうぐう	ɡ ɯ̟ᵝː ɡ ɯ̟ᵝː
ぐうげん	ɡ ɯ̟ᵝː ɡ ẽ̞ ɴ
ぐうじん	ɡ ɯ̟ᵝː ʑ ĩ ɴ
ぐうすう	ɡ ɯ̟ᵝː s ɨᵝː
ぐうぜん	ɡ ɯ̟ᵝː z ẽ̞ ɴ
ぐうぞう	ɡ ɯ̟ᵝː z o̞ː
ぐうぞうすうはい	ɡ ɯ̟ᵝː z o̞ː s ɨᵝː h a̠ i
ぐうているい	ɡ ɯ̟ᵝː t e̞ː ɾ ɯ̟ᵝ i
ぐうわ	ɡ ɯ̟ᵝː ɰᵝ a̠
ぐぇ	ɡ ɰᵝ e̞
ぐぉ	ɡ ɰᵝ o̞
ぐげん	ɡ ɯ̟ᵝ ɡ ẽ̞ ɴ
ぐげんか	ɡ ɯ̟ᵝ ɡ ẽ̞ ŋ k a̠
ぐこう	ɡ ɯ̟ᵝ k o̞ː
