a	ɑː
gebiddan	j e b i d d ɑ n
gebigednes	j e b iː j e d n e s
gebindan	j e b i n d ɑ n
gebland	j e b l ɑ n d
geblandan	j e b l ɑ n d ɑ n
geblissian	j e b l i s s i ɑ n
geblowan	j e b l oː w ɑ n
gebod	j e b o d
gebodian	j e b o d i ɑ n
gebrecan	j e b r e k ɑ n
gebringan	j e b r i n ɡ ɑ n
gebrot	j e b r o t
gebrucan	j e b r uː k ɑ n
gebugan	j e b uː ɡ ɑ n
gebur	j e b uː r
gebygan	j e b yː j ɑ n
gebygednys	j e b yː j e d n y s
gebyrd	j e b y r d
gebyrddæg	j e b y r d d æ j
gebyrde	j e b y r d e
gebyrian	j e b y r j ɑ n
gebæc	j e b æ k
gecanc	j e k ɑ n k
gecennan	ɡ e k e n n ɑ n
geceosan	j e t͡ʃ e͜oː s ɑ n
gecid	j e t͡ʃ iː d
gecidan	j e t͡ʃ iː d ɑ n
geciegan	j e t͡ʃ i͜yː j ɑ n
geciegendlic	j e t͡ʃ i͜yː j e n d l iː t͡ʃ
gecierran	j e t͡ʃ i͜y r r ɑ n
gecierrednes	j e t͡ʃ i͜y r r e d n e s
gecigendlic	j e t͡ʃ iː j e n d l iː t͡ʃ
geclofa	ɡ e k l o f ɑ
gecnawan	j e k n ɑː w ɑ n
gecneordlæcan	j e k n e͜o r d l æː t͡ʃ ɑ n
gecnos	j e k n o s
gecnyssan	j e k n y s s ɑ n
gecnyttan	j e k n y t t ɑ n
gecnæwe	j e k n æː w e
gecocnian	j e k oː k n i ɑ n
gecocsian	j e k oː k s i ɑ n
gecor	j e k o r
gecorennes	j e k o r e n n e s
gecorenscipe	j e k o r e n ʃ i p e
gecoronian	j e k o r oː n i ɑ n
gecuman	j e k u m ɑ n
gecweþan	j e k w e θ ɑ n
gecwician	j e k w i k i ɑ n
gecwide	j e k w i d e
gecwidræden	j e k w i d r æː d e n
gecynd	j e k y n d
gecyndboc	j e k y n d b oː k
gecynde	j e k y n d e
gecyndelic	j e k y n d e l iː t͡ʃ
gecyndespræc	j e k y n d e s p r æː t͡ʃ
gecyndlim	j e k y n d l i m
gecyrran	j e t͡ʃ y r r ɑ n
gecyrrednes	j e t͡ʃ y r r e d n e s
gecyrring	j e t͡ʃ y r r i n ɡ
gecyþan	j e k yː θ ɑ n
gedal	j e d ɑː l
geddung	j e d d u n ɡ
gedefe	j e d eː f e
gediegan	j e d i͜yː j ɑ n
gedigan	j e d iː j ɑ n
gediht	j e d i x t
gedon	j e d oː n
gedrefednes	j e d r eː f e d n e s
gedrefend	j e d r eː f e n d
gedrefnes	j e d r eː f n e s
gedreohlice	j e d r e͜oː x l iː t͡ʃ e
gedriht	j e d r i x t
gedritan	j e d r iː t ɑ n
gedruncnian	j e d r u n k n i ɑ n
gedryht	j e d r y x t
gedwild	j e d w i l d
gedwimor	j e d w i m o r
gedwol	j e d w o l
gedwola	j e d w o l ɑ
gedwolcræft	j e d w o l k r æ f t
gedwolgod	j e d w o l ɡ o d
gedwolmann	j e d w o l m ɑ n n
gedwolspræc	j e d w o l s p r æː t͡ʃ
gedwolsum	j e d w o l s u m
gedwomer	j e d w o m e r
gedæfte	j e d æ f t e
gedælan	j e d æː l ɑ n
gee	j eː
geeardian	j e æ͜ɑ r d i ɑ n
geeaþmedan	j e æ͜ɑː θ m eː d ɑ n
geeaþmodian	j e æ͜ɑː θ m oː d i ɑ n
geedfreolsian	j e e d f r e͜oː l s i ɑ n
geefenlæcan	j e e f e n l æː t͡ʃ ɑ n
geendian	j e e n d i ɑ n
geerian	j e e r j ɑ n
geetan	j e e t ɑ n
gefan	j e f ɑ n
gefangian	j e f ɑ n ɡ i ɑ n
gefaran	j e f ɑ r ɑ n
gefea	j e f æ͜ɑː
gefeah	j e f æ ɑ x
gefealdan	j e f æ͜ɑ l d ɑ n
gefeallan	j e f æ͜ɑ l l ɑ n
gefed	j e f eː d
gefegan	j e f eː j ɑ n
gefegnes	j e f eː j n e s
gefelan	j e f eː l ɑ n
gefeoht	j e f e͜o x t
gefeohtan	j e f e͜o x t ɑ n
gefeohtdæg	j e f e͜o x t d æ j
gefeon	j e f e͜oː n
gefer	j e f eː r
gefera	j e f eː r ɑ
gefere	j e f eː r e
geferlæcan	j e f eː r l æː t͡ʃ ɑ n
geferræden	j e f eː r r æː d e n
gefic	j e f i k
gefindan	j e f i n d ɑ n
geflowan	j e f l oː w ɑ n
gefog	j e f oː ɡ
gefolgian	j e f o l ɡ i ɑ n
gefon	j e f oː n
gefrasian	j e f r ɑː s i ɑ n
gefredan	j e f r eː d ɑ n
gefrignan	j e f r i j n ɑ n
gefroren	j e f r o r e n
gefrugnon	j e f r uː j n o n
gefrunon	j e f r uː n o n
gefræge	j e f r æː j e
gefrætwian	j e f r æ t w i ɑ n
gefyllan	j e f y l l ɑ n
gefæd	j e f æ d
gefædera	j e f æ d e r ɑ
gefær	j e f æː r
gefæstnian	j e f æ s t n i ɑ n
gegaderian	j e ɡ ɑ d e r i ɑ n
gegaderung	j e ɡ ɑ d e r u n ɡ
gegang	j e ɡ ɑ n ɡ
gegangan	j e ɡ ɑ n ɡ ɑ n
gegierwan	j e j i͜y r w ɑ n
gegn	j e j n
gegncwide	j e j n k w i d e
gegnum	j e j n u m
gegrapian	j e ɡ r ɑː p i ɑ n
gegripan	j e ɡ r iː p ɑ n
gegripennis	j e ɡ r i p e n n i s
gegrundweallian	j e ɡ r u n d w æ͜ɑ l l i ɑ n
gegræppian	j e ɡ r æ p p i ɑ n
gegyrdan	ɡ e ɡ y r d ɑ n
gegyrwan	j e j y r w ɑ n
gehabban	j e x ɑ b b ɑ n
gehat	j e x ɑː t
gehatan	j e x ɑː t ɑ n
gehathiertan	j e x ɑː t x i͜y r t ɑ n
gehatland	j e x ɑː t l ɑ n d
gehealdan	j e x æ͜ɑ l d ɑ n
gehealdsum	j e x æ͜ɑ l d s u m
gehebban	j e x e b b ɑ n
gehende	j e x e n d e
geherian	j e x e r j ɑ n
geherigendlic	j e x e r i j e n d l iː t͡ʃ
gehiegan	j e x i͜yː j ɑ n
gehieran	j e x i͜yː r ɑ n
gehierdan	j e x i͜y r d ɑ n
gehierendlic	j e x i͜yː r e n d l iː t͡ʃ
gehiersum	j e x i͜yː r s u m
gehiersumian	j e x i͜yː r s u m i ɑ n
gehiersumnes	j e x i͜yː r s u m n e s
gehiertan	j e x i͜y r t ɑ n
gehiewian	j e x i͜yː w i ɑ n
gehiwcuþlician	j e x iː w k uː θ l iː k i ɑ n
gehiwian	j e x iː w i ɑ n
gehlow	j e x l oː w
gehnycned	j e h n y k n e d
geholian	j e x o l i ɑ n
gehon	j e x oː n
gehreran	j e x r eː r ɑ n
gehrespan	ɡ e x r e s p ɑ n
gehrinan	j e x r iː n ɑ n
gehwa	j e x w ɑː
gehweorfan	j e x w e͜o r f ɑ n
gehwone	j e x w o n e
gehwylc	j e x w y l t͡ʃ
gehwæde	j e x w æː d e
gehwædnes	j e x w æː d n e s
gehwædnis	j e x w æː d n i s
gehwædnys	j e x w æː d n y s
gehwær	j e x w æː r
gehwære	j e x w æː r e
gehycgan	j e x y j j ɑ n
gehygd	j e x y j d
gehyran	j e x yː r ɑ n
gehyrdan	j e x y r d ɑ n
gehyrde	j e h yː r d e
gehyrsum	j e x yː r s u m
gehælan	j e x æː l ɑ n
gehæp	j e x æ p
gehðu	j e x θ u
geiecan	j e i͜yː t͡ʃ ɑ n
geiecendlic	j e i͜yː t͡ʃ e n d l iː t͡ʃ
geiewan	j e i͜yː w ɑ n
geimpian	j e i m p i ɑ n
geinlagian	j e i n l ɑ ɡ i ɑ n
geinnian	j e i n n i ɑ n
gelafian	j e l ɑ f i ɑ n
gelanda	j e l ɑ n d ɑ
geldan	j e l d ɑ n
geleafa	j e l æ͜ɑː f ɑ
geleaffull	j e l æ͜ɑː f f u l l
geleaful	j e l æ͜ɑː f u l
gelecgan	j e l e j j ɑ n
gelendan	j e l e n d ɑ n
geleod	j e l e͜oː d
gelibban	j e l i b b ɑ n
gelic	j e l iː t͡ʃ
gelica	j e l iː k ɑ
gelician	j e l iː k i ɑ n
geliclic	j e l iː k l iː t͡ʃ
gelicnes	j e l iː k n e s
geliefan	j e l i͜yː f ɑ n
geliesan	j e l i͜yː s ɑ n
geliffæstan	j e l iː f f æ s t ɑ n
geliger	j e l i j e r
geligere	j e l i j e r e
geligre	j e l i j r e
geliman	j e l iː m ɑ n
gelimpan	j e l i m p ɑ n
gelimplic	j e l i m p l iː t͡ʃ
gelimplice	j e l i m p l iː t͡ʃ e
geliþan	j e l iː θ ɑ n
gelodwyrt	j e l o d w y r t
gelogian	j e l oː ɡ i ɑ n
gelom	j e l oː m
gelome	j e l oː m e
gelonda	j e l o n d ɑ
gelotendæg	j e l o t e n d æ j
gelp	j e l p
gelpan	j e l p ɑ n
gelyfan	j e l yː f ɑ n
gelysan	j e l yː s ɑ n
gelædan	j e l æː d ɑ n
gelæfan	j e l æː f ɑ n
gelær	j e l æː r
gelæran	j e l æː r ɑ n
gelæred	j e l æː r e d
gelæstan	j e l æː s t ɑ n
gelæte	j e l æː t e
gemacian	j e m ɑ k i ɑ n
gemagian	j e m ɑ ɡ i ɑ n
geman	j e m ɑ n
gemana	j e m ɑː n ɑ
gemang	j e m ɑ n ɡ
gemangian	j e m ɑ n ɡ i ɑ n
gemanian	j e m ɑ n i ɑ n
gemanigfealdian	j e m ɑ n i j f æ͜ɑ l d i ɑ n
gemanigfieldan	j e m ɑ n i j f i͜y l d ɑ n
gemanigfyldan	j e m ɑ n i j f y l d ɑ n
gemearcian	j e m æ͜ɑ r k i ɑ n
gemearcod	j e m æ͜ɑ r k o d
gemede	j e m eː d e
gemengan	j e m e n j ɑ n
gemet	j e m e t
gemetan	j e m e t ɑ n
gemetan	j e m eː t ɑ n
gemetfæt	j e m e t v æ t
gemimor	j e m i m o r
geminsian	j e m i n s i ɑ n
gemittan	j e m i t t ɑ n
gemot	j e m oː t
gemotern	j e m oː t e r n
gemunan	j e m u n ɑ n
gemynd	j e m y n d
gemyndelic	j e m y n d e l iː t͡ʃ
gemyndful	j e m y n d f u l
gemyndfull	j e m y n d f u l l
gemyndig	j e m y n d i j
gemyndleas	j e m y n d l æ͜ɑː s
gemyntan	j e m y n t ɑ n
gemyþ	j e m yː θ
gemyþe	j e m yː θ e
gemædan	j e m æː d ɑ n
gemæne	j e m æː n e
gemænelic	j e m æː n e l iː t͡ʃ
gemænscipe	j e m æː n ʃ i p e
gemære	j e m æː r e
gemærsian	j e m æː r s i ɑ n
gemærsung	j e m æː r s u n ɡ
gemætan	j e m æː t ɑ n
gemæte	j e m æː t e
gemœtan	j e m øː t ɑ n
gen	j eː n
genear	j e n æ͜ɑ r
geneat	j e n æ͜ɑː t
genefa	j e n e f ɑ
genemnan	j e n e m n ɑ n
genemnendlic	j e n e m n e n d l iː t͡ʃ
gener	j e n e r
generian	j e n e r j ɑ n
generstede	j e n e r s t e d e
genesan	j e n e s ɑ n
geniedan	j e n i͜yː d ɑ n
genift	j e n i f t
geniht	j e n i x t
genihtful	j e n i x t f u l
genihtlice	j e n i x t l iː t͡ʃ e
genihtsum	j e n i x t s u m
genihtsumian	j e n i x t s u m i ɑ n
genihtsumlice	j e n i x t s u m l iː t͡ʃ e
genihtsumnes	j e n i x t s u m n e s
genihtsumung	j e n i x t s u m u n ɡ
geniman	j e n i m ɑ n
genip	j e n i p
genog	j e n oː ɡ
genoh	j e n oː x
genugan	j e n u ɡ ɑ n
genyttian	j e n y t t i ɑ n
geo	j uː
geoc	j e͜oː k
geoc	j o k
geofon	j e͜o f o n
geofonyþ	j e͜o f o n yː θ
geogolere	j e͜oː ɡ o l e r e
geogoþ	j u ɡ o θ
geoguþ	j u ɡ u θ
geol	j e͜oː l
geol	j oː l
geola	j e͜oː l ɑ
geola	j oː l ɑ
geolo	j e͜o l o
geoloca	j e͜o l o k ɑ
geolu	j e͜o l u
geoluread	j e͜o l u r æ͜ɑː d
geomor	j e͜oː m o r
geomor	j oː m o r
geomrian	j oː m r i ɑ n
geon	j o n
geond	j e͜o n d
geondblawan	j e͜o n d b l ɑː w ɑ n
geondbrædan	j e͜o n d b r æː d ɑ n
geonddrencan	j e͜o n d d r e n t͡ʃ ɑ n
geondfaran	j e͜o n d f ɑ r ɑ n
geondfeolan	j e͜o n d f e͜oː l ɑ n
geondferan	j e͜o n d f eː r ɑ n
geondflowan	j e͜o n d f l oː w ɑ n
geondgangan	j e͜o n d ɡ ɑ n ɡ ɑ n
geondgeotan	j e͜o n d j e͜oː t ɑ n
geondhierdan	j e͜o n d x i͜y r d ɑ n
geondhweorfan	j e͜o n d x w e͜o r f ɑ n
geondhyrdan	j e͜o n d x y r d ɑ n
geondlacan	j e͜o n d l ɑː k ɑ n
geondleccan	j e͜o n d l e t t͡ʃ ɑ n
geondleohtend	j e͜o n d l e͜oː x t e n d
geondlihtan	j e͜o n d l iː x t ɑ n
geondmengan	j e͜o n d m e n j ɑ n
geondrecan	j e͜o n d r eː t͡ʃ ɑ n
geondsawan	j e͜o n d s ɑː w ɑ n
geondsceawian	j e͜o n d s k æ͜ɑː w i ɑ n
geondscinan	j e͜o n d s k iː n ɑ n
geondscriþan	j e͜o n d ʃ r iː θ ɑ n
geondsecan	j e͜o n d s eː t͡ʃ ɑ n
geondsendan	j e͜o n d s e n d ɑ n
geondseon	j e͜o n d s e͜oː n
geondsmeagan	j e͜o n d s m æ͜ɑː j ɑ n
geondsprengan	j e͜o n d s p r e n j ɑ n
geondspringan	j e͜o n d s p r i n ɡ ɑ n
geondspætan	j e͜o n d s p æː t ɑ n
geondstredan	j e͜o n d s t r eː d ɑ n
geondstregdan	j e͜o n d s t r e j d ɑ n
geondstyrian	j e͜o n d s t y r j ɑ n
geondswogan	j e͜o n d s w oː ɡ ɑ n
geondwadan	j e͜o n d w ɑ d ɑ n
geondwlitan	j e͜o n d w l iː t ɑ n
geondyrnan	j e͜o n d y r n ɑ n
geondþencan	j e͜o n d θ e n t͡ʃ ɑ n
geong	j u n ɡ
geonga	j u n ɡ ɑ
geongling	j u n ɡ l i n ɡ
geonre	j e͜o n r e
geonre	j o n r e
georn	j e͜o r n
georne	j e͜o r n e
geornlice	j e͜o r n l iː t͡ʃ e
georran	j e͜o r r ɑ n
geostra	j e͜o s t r ɑ
geostrandæg	j e͜o s t r ɑ n d æ j
geotan	j e͜oː t ɑ n
geposu	j e p o s u
ger	j eː r
gerad	j e r ɑː d
gerar	j e r ɑː r
gerd	j e r d
gerec	j e r e k
gereccan	j e r e t t͡ʃ ɑ n
gereccednyss	j e r e t t͡ʃ e d n y s s
gerecednes	j e r e t͡ʃ e d n e s
gerecedness	j e r e t͡ʃ e d n e s s
gerecednis	j e r e t͡ʃ e d n i s
gerefa	j e r eː f ɑ
gerene	j e r eː n e
geriht	j e r i x t
gerihtan	j e r i x t ɑ n
gerihte	j e r i x t e
gerim	j e r iː m
geriman	j e r iː m ɑ n
gerimboc	j e r iː m b oː k
gerinnan	j e r i n n ɑ n
gerisena	j e r i s e n ɑ
gerisene	j e r i s e n e
gerum	j e r uː m
geryne	j e r yː n e
geræd	j e r æː d
gerædan	j e r æː d ɑ n
geræde	j e r æː d e
gesacan	j e s ɑ k ɑ n
gesamnian	j e s ɑ m n i ɑ n
gesamnung	j e s ɑ m n u n ɡ
gesawan	j e s ɑː w ɑ n
gesaweled	j e s ɑː w e l e d
gescad	j e ʃ ɑː d
gescead	j e ʃ ɑː d
gesceadan	j e ʃ æ͜ɑː d ɑ n
gesceadan	j e ʃ ɑː d ɑ n
gesceadlic	j e ʃ ɑ d l iː t͡ʃ
gesceadlic	j e ʃ ɑː d l iː t͡ʃ
gesceadwis	j e ʃ ɑː d w iː s
gesceaft	j e ʃ æ͜ɑ f t
gesceap	j e ʃ æ͜ɑ p
gesceapennes	j e ʃ æ͜ɑ p e n n e s
gesceapennys	j e ʃ æ͜ɑ p e n n y s
gesceaphwil	j e ʃ æ͜ɑ p x w iː l
gesceawian	j e ʃ æ͜ɑː w i ɑ n
gesceft	j e ʃ e f t
gesceon	j e ʃ e͜oː n
gescieppan	j e ʃ i͜y p p ɑ n
gescierpt	j e ʃ i͜y r p t
gescildnes	j e ʃ i l d n e s
gescufan	j e ʃ uː f ɑ n
gescæphwil	j e ʃ æ p x w iː l
gese	j eː s e
gesealdnis	j e s æ͜ɑ l d n i s
gesecan	j e s eː t͡ʃ ɑ n
gesegen	j e s e j e n
gesehtlian	j e s e x t l i ɑ n
gesellan	j e s e l l ɑ n
gesendan	j e s e n d ɑ n
geseon	j e s e͜oː n
geset	j e s e t
gesetednes	j e s e t e d n e s
gesetnes	j e s e t n e s
gesettan	j e s e t t ɑ n
gesewenlic	j e s e w e n l iː t͡ʃ
geseþan	j e s eː θ ɑ n
geseþend	j e s eː θ e n d
geseþnes	j e s eː θ n e s
geseþung	j e s eː θ u n ɡ
gesieltan	j e s i͜y l t ɑ n
gesihþ	j e s i x θ
gesincan	j e s i n k ɑ n
gesittan	j e s i t t ɑ n
gesiþ	j e s iː θ
gesiþscipe	j e s iː θ ʃ i p e
geslean	j e s l æ͜ɑː n
gesliefed	j e s l i͜yː f e d
gesmeag	j e s m æ͜ɑː ɡ
gesmeagan	j e s m æ͜ɑː j ɑ n
gesmeah	j e s m æ͜ɑː x
gesnot	j e s n o t
gesomnian	j e s o m n i ɑ n
gesoþian	j e s oː θ i ɑ n
gespannan	j e s p ɑ n n ɑ n
gespedan	j e s p eː d ɑ n
gespedsumian	j e s p eː d s u m i ɑ n
gespelia	j e s p e l i ɑ
gespowan	j e s p oː w ɑ n
gesprecan	j e s p r e k ɑ n
gespræc	j e s p r æː t͡ʃ
gespyrian	j e s p y r j ɑ n
gestandan	j e s t ɑ n d ɑ n
gestaþolian	j e s t ɑ θ o l i ɑ n
gestaþoliend	j e s t ɑ θ o l i e n d
gestaþolung	j e s t ɑ θ o l u n ɡ
gestigan	j e s t iː ɡ ɑ n
gestillan	j e s t i l l ɑ n
gestincan	j e s t i n k ɑ n
gestreon	j e s t r e͜oː n
gestrienendlic	j e s t r i͜yː n e n d l iː t͡ʃ
gesund	j e s u n d
gesundful	j e s u n d f u l
gesundfull	j e s u n d f u l l
gesundrian	j e s u n d r i ɑ n
geswencan	j e s w e n t͡ʃ ɑ n
geswencednes	j e s w e n t͡ʃ e d n e s
gesweor	j e s w e͜oː r
gesweostor	j e s w e͜o s t o r
geswerian	j e s w e r j ɑ n
geswican	j e s w iː k ɑ n
geswigra	j e s w i j r ɑ
geswin	j e s w i n
geswinc	j e s w i n k
geswincan	j e s w i n k ɑ n
geswincdæg	j e s w i n k d æ j
geswiþan	j e s w iː θ ɑ n
geswutelian	j e s w u t e l i ɑ n
gesyd	j e s y d
gesyndrian	j e s y n d r i ɑ n
gesælan	j e s æː l ɑ n
getacnian	j e t ɑː k n i ɑ n
getacniendlic	j e t ɑː k n i e n d l iː t͡ʃ
getacniendlice	j e t ɑː k n i e n d l iː t͡ʃ e
getacnigendlic	j e t ɑː k n i j e n d l iː t͡ʃ
getacnigendlice	j e t ɑː k n i j e n d l iː t͡ʃ e
getacnung	j e t ɑː k n u n ɡ
getaht	j e t ɑː x t
getalian	j e t ɑ l i ɑ n
getawa	j e t ɑ w ɑ
geteal	j e t æ͜ɑ l
getel	j e t e l
geteld	ɡ e t e l d
getellan	j e t e l l ɑ n
geteon	j e t e͜oː n
geteorian	j e t e͜oː r i ɑ n
geteorigendlic	j e t e͜oː r i j e n d l iː t͡ʃ
geteorodnes	j e t e͜oː r o d n e s
geteorung	j e t e͜oː r u n ɡ
getot	j e t o t
getregian	j e t r e ɡ i ɑ n
getreowe	j e t r e͜oː w e
getriewe	j e t r i͜yː w e
getwin	j e t w i n
getwinn	j e t w i n n
getwisa	j e t w i s ɑ
getwisan	j e t w i s ɑ n
getwæfan	j e t w æː f ɑ n
getæht	j e t æː x t
getæl	j e t æ l
getæsu	j e t æː s u
geunderþeodan	j e u n d e r θ e͜oː d ɑ n
geunnan	j e u n n ɑ n
geunsoþian	j e u n s oː θ i ɑ n
gewadan	j e w ɑ d ɑ n
gewanian	j e w ɑ n i ɑ n
gewat	j e w ɑː t
gewealc	j e w æ͜ɑ l k
gewealcan	j e w æ͜ɑ l k ɑ n
geweald	j e w æ͜ɑ l d
geweaxan	j e w æ͜ɑ k s ɑ n
gewegan	j e w e ɡ ɑ n
gewemman	j e w e m m ɑ n
gewemmednes	j e w e m m e d n e s
gewemmednys	j e w e m m e d n y s
gewemmend	j e w e m m e n d
gewemming	j e w e m m i n ɡ
gewendan	j e w e n d ɑ n
geweorc	j e w e͜o r k
geweorpan	j e w e͜o r p ɑ n
geweorþan	j e w e͜o r θ ɑ n
gewican	j e w iː k ɑ n
gewiht	j e w i x t
gewind	j e w i n d
gewindan	j e w i n d ɑ n
gewinn	j e w i n n
gewinnan	j e w i n n ɑ n
gewintred	j e w i n t r e d
gewis	j e w i s
gewiss	j e w i s s
gewita	j e w i t ɑ
gewitan	j e w i t ɑ n
gewitan	j e w iː t ɑ n
gewitnes	j e w i t n e s
gewitt	j e w i t t
gewlencan	j e w l e n t͡ʃ ɑ n
geworht	j e w o r x t
gewrecan	j e w r e k ɑ n
gewrit	j e w r i t
gewritan	j e w r iː t ɑ n
gewritere	j e w r i t e r e
gewritræden	j e w r i t r æː d e n
gewuldorbeagian	j e w u l d o r b æ͜ɑː ɡ i ɑ n
gewuldorfullian	j e w u l d o r f u l l i ɑ n
gewuldrian	j e w u l d r i ɑ n
gewundian	j e w u n d i ɑ n
gewunelic	j e w u n e l iː t͡ʃ
gewunelice	j e w u n e l iː t͡ʃ e
gewunian	j e w u n i ɑ n
gewyrcan	j e w y r t͡ʃ ɑ n
gewyrcean	j e w y r t͡ʃ æ͜ɑ n
gewyrdelice	j e w y r d e l iː t͡ʃ e
gewyrtbox	j e w y r t b o k s
gewyrtian	j e w y r t i ɑ n
gewyscan	j e w yː ʃ ʃ ɑ n
gewyscednes	j e w yː ʃ ʃ e d n e s
gewyscendlic	j e w yː ʃ ʃ e n d l iː t͡ʃ
gewyscing	j e w yː ʃ ʃ i n ɡ
gewæde	j e w æː d e
gewædian	j e w æː d i ɑ n
gewæpnian	j e w æː p n i ɑ n
gewæpnod	j e w æː p n o d
gewær	j e w æ r
gewærlæcan	j e w æ r l æː t͡ʃ ɑ n
gewæstmbærian	j e w æ s t m b æː r i ɑ n
geywan	j e yː w ɑ n
geæhtle	j e æ x t l e
geþanc	j e θ ɑ n k
geþeaht	j e θ æ͜ɑ x t
geþencan	j e θ e n t͡ʃ ɑ n
geþeodan	j e θ e͜oː d ɑ n
geþeode	j e θ e͜oː d e
geþeodnes	j e θ e͜oː d n e s
geþeon	j e θ e͜oː n
geþeot	j e θ e͜oː t
geþicfieldan	j e θ i k f i͜y l d ɑ n
geþicgan	j e θ i ɡ ɡ ɑ n
geþiedan	j e θ i͜yː d ɑ n
geþing	j e θ i n ɡ
geþingan	j e θ i n ɡ ɑ n
geþinge	j e θ i n ɡ e
geþingian	ɡ e θ i n ɡ i ɑ n
geþingþu	j e θ i n ɡ θ u
geþoftræden	j e θ o f t r æː d e n
geþoftscipe	j e θ o f t ʃ i p e
geþogen	j e θ o ɡ e n
geþoht	j e θ oː x t
geþolian	j e θ o l i ɑ n
geþrang	j e θ r ɑ n ɡ
geþringan	j e θ r i n ɡ ɑ n
geþryccan	j e θ r y t t͡ʃ ɑ n
geþuxian	j e θ u k s i ɑ n
geþweran	j e θ w e r ɑ n
geþycfyldan	j e θ y k f y l d ɑ n
geþyld	j e θ y l d
geþyldig	j e θ y l d i j
gi	j iː
giccan	j i t t͡ʃ ɑ n
gicce	j i t t͡ʃ e
gicel	j i t͡ʃ e l
giddung	j i d d u n ɡ
gie	j i͜y
gied	j i͜y d
giedd	j i͜y d d
gieddian	j i͜y d d i ɑ n
giedding	j i͜y d d i n ɡ
giefan	j i͜y f ɑ n
giefu	j i͜y f u
gieldan	j i͜y l d ɑ n
giellan	j i͜y l l ɑ n
gielp	j i͜y l p
gielpan	j i͜y l p ɑ n
gielpe	j i y l p e
gielpword	j i͜y l p w o r d
gieman	j i͜yː m ɑ n
gieme	j i͜yː m e
giemeleas	j i͜yː m e l æ͜ɑː s
giemeleasian	j i͜yː m e l æ͜ɑː s i ɑ n
giemeleasnes	j i͜yː m e l æ͜ɑː s n e s
giemeleast	j i͜yː m e l æ͜ɑː s t
giemend	j i͜yː m e n d
giend	j i͜y n d
gierd	j i͜y r d
gierstandæg	j i͜y r s t ɑ n d æ j
gierwan	j i͜y r w ɑ n
giese	j i͜yː s e
giest	j i͜y s t
giestern	j i͜y s t e r n
giestliþe	j i͜y s t l iː θ e
giestran	j i͜y s t r ɑ n
giestrandæg	j i͜y s t r ɑ n d æ j
giestranniht	j i͜y s t r ɑ n n i x t
giestranæfen	j i͜y s t r ɑ n æː f e n
giet	j i͜yː t
gietan	j e t ɑ n
gietan	j i͜y t ɑ n
gif	j i f
gifeþe	j i f e θ e
gifol	j i f o l
gifre	j iː f r e
gifstol	j i f s t oː l
gift	j i f t
gifta	j i f t ɑ
gifu	j i f u
gild	j i l d
gilp	j i l p
giltig	ɡ i l t i j
gimm	j i m m
gimmwyrhta	j i m m w y r x t ɑ
gimstan	j i m s t ɑː n
gimwyrhta	j i m w y r x t ɑ
gingest	j i n d͡ʒ e s t
gingra	j i n ɡ r ɑ
ginian	j i n i ɑ n
girdan	ɡ i r d ɑ n
gise	j iː s e
gisel	j iː s e l
gisl	j iː s l
gislian	j iː s l i ɑ n
git	j i t
gitsian	j iː t s i ɑ n
gitsung	j iː t s u n ɡ
giwian	j i w i ɑ n
gleaw	ɡ l æ͜ɑː w
gleawceasterscir	ɡ l æ͜ɑː w t͡ʃ æ͜ɑ s t e r ʃ iː r
gleawe	ɡ l æ͜ɑː w e
gleawlic	ɡ l æ͜ɑː w l iː t͡ʃ
gleawlice	ɡ l æ͜ɑː w l iː t͡ʃ e
gleawnes	ɡ l æ͜ɑː w n e s
gleawscipe	ɡ l æ͜ɑː w ʃ i p e
gled	ɡ l eː d
gleng	ɡ l e n j
gleng	ɡ l e n ɡ
glengan	ɡ l e n j ɑ n
gleo	ɡ l e͜oː
gleobeam	ɡ l e͜oː b æ͜ɑː m
gleomann	ɡ l e͜oː m ɑ n n
gleow	ɡ l e͜oː w
glida	ɡ l i d ɑ
glidan	ɡ l iː d ɑ n
glisnian	ɡ l i s n i ɑ n
glitnian	ɡ l i t n i ɑ n
glof	ɡ l oː f
glom	ɡ l oː m
glowan	ɡ l oː w ɑ n
glæd	ɡ l æ d
glæde	ɡ l æ d e
glædlice	ɡ l æ d l iː t͡ʃ e
glædman	ɡ l æ d m ɑ n
glædmann	ɡ l æ d m ɑ n n
glæm	ɡ l æː m
glær	ɡ l æ r
glær	ɡ l æː r
glæs	ɡ l æ s
glæsen	ɡ l æ s e n
gnagan	ɡ n ɑ ɡ ɑ n
gnidan	ɡ n iː d ɑ n
gnornian	ɡ n o r n i ɑ n
gnætt	ɡ n æ t t
god	ɡ o d
god	ɡ oː d
godcund	ɡ o d k u n d
godcundnes	ɡ o d k u n d n e s
godhad	ɡ o d x ɑː d
godleas	ɡ oː d l æ͜ɑː s
godlic	ɡ o d l iː t͡ʃ
godlic	ɡ oː d l iː t͡ʃ
godnes	ɡ oː d n e s
godscyldig	ɡ o d ʃ y l d i j
godsibb	ɡ o d s i b b
godspel	ɡ o d s p e l
godspelboc	ɡ o d s p e l b oː k
godspelbodung	ɡ o d s p e l b o d u n ɡ
godspell	ɡ o d s p e l l
godspellboc	ɡ o d s p e l b oː k
godspellbodung	ɡ o d s p e l b o d u n ɡ
godspellere	ɡ o d s p e l l e r e
