aa	ɑː
kassiopeia	k ɑ s̠ː i o̞ p e̞ i̯ ɑ
kastaa	k ɑ s̠ t̪ ɑː ʔ
kastajaiset	k ɑ s̠ t̪ ɑ j ɑ i̯ s̠ e̞ t̪
kastajaliike	k ɑ s̠ t̪ ɑ j ɑ l iː k e̞ ʔ
kastaminen	k ɑ s̠ t̪ ɑ m i n e̞ n
kastane	k ɑ s̠ t̪ ɑ n e̞
kastanja	k ɑ s̠ t̪ ɑ n j ɑ
kastanjapuu	k ɑ s̠ t̪ ɑ n j ɑ p uː
kaste	k ɑ s̠ t̪ e̞ ʔ
kasteallas	k ɑ s̠ t̪ e̞ ʔ ɑ lː ɑ s̠
kastehelmi	k ɑ s̠ t̪ e̞ h h e̞ l m i
kasteinen	k ɑ s̠ t̪ e̞ i̯ n e̞ n
kastejuhla	k ɑ s̠ t̪ e̞ j j u x l ɑ
kastekaapu	k ɑ s̠ t̪ e̞ k̚ k ɑː p u
kastekaava	k ɑ s̠ t̪ e̞ k̚ k ɑː ʋ ɑ
kastekirja	k ɑ s̠ t̪ e̞ k̚ k i r j ɑ
kasteleminen	k ɑ s̠ t̪ e̞ l e̞ m i n e̞ n
kasteliero	k ɑ s̠ t̪ e̞ l l i e̞̯ r o̞
kastella	k ɑ s̠ t̪ e̞ lː ɑ ʔ
kastelli	k ɑ s̠ t̪ e̞ lː i
kasteluauto	k ɑ s̠ t̪ e̞ l u ɑ u̯ t̪ o̞
kastelujärjestelmä	k ɑ s̠ t̪ e̞ l u j æ r j e̞ s̠ t̪ e̞ l m æ
kastelukanava	k ɑ s̠ t̪ e̞ l u k ɑ n ɑ ʋ ɑ
kastelukannu	k ɑ s̠ t̪ e̞ l u k ɑ nː u
kastelumenetelmä	k ɑ s̠ t̪ e̞ l u m e̞ n e̞ t̪ e̞ l m æ
kasteluvesi	k ɑ s̠ t̪ e̞ l u ʋ e̞ s̠ i
kasteluviljelmä	k ɑ s̠ t̪ e̞ l u ʋ i l j e̞ l m æ
kasteluviljely	k ɑ s̠ t̪ e̞ l u ʋ i l j e̞ l y
kastemato	k ɑ s̠ t̪ e̞ m m ɑ t̪ o̞
kastemekko	k ɑ s̠ t̪ e̞ m m e̞ kː o̞
kastepisara	k ɑ s̠ t̪ e̞ p̚ p i s̠ ɑ r ɑ
kastepiste	k ɑ s̠ t̪ e̞ p̚ p i s̠ t̪ e̞ ʔ
kastepistemittari	k ɑ s̠ t̪ e̞ p̚ p i s̠ t̪ e̞ m m i t̪ː ɑ r i
kasteristi	k ɑ s̠ t̪ e̞ r r i s̠ t̪ i
kastetilaisuus	k ɑ s̠ t̪ e̞ t̪̚ t̪ i l ɑ i̯ s̠ uː s̠
kastetodistus	k ɑ s̠ t̪ e̞ t̪̚ t̪ o̞ d i s̠ t̪ u s̠
kastetoimitus	k ɑ s̠ t̪ e̞ t̪̚ t̪ o̞ i̯ m i t̪ u s̠
kastevaate	k ɑ s̠ t̪ e̞ ʋ ʋ ɑː t̪ e̞ ʔ
kastevesi	k ɑ s̠ t̪ e̞ ʋ ʋ e̞ s̠ i
kasti	k ɑ s̠ t̪ i
kastijako	k ɑ s̠ t̪ i j ɑ k o̞
kastijärjestelmä	k ɑ s̠ t̪ i j æ r j e̞ s̠ t̪ e̞ l m æ
kastike	k ɑ s̠ t̪ i k e̞ ʔ
kastikekauha	k ɑ s̠ t̪ i k e̞ k̚ k ɑ u̯ ɦ ɑ
kastikekulho	k ɑ s̠ t̪ i k e̞ k̚ k u l h o̞
kastikelusikka	k ɑ s̠ t̪ i k e̞ l l u s̠ i kː ɑ
kastikka	k ɑ s̠ t̪ i kː ɑ
kastilaitos	k ɑ s̠ t̪ i l ɑ i̯ t̪ o̞ s̠
kastimerkki	k ɑ s̠ t̪ i m e̞ r kː i
kastliina	k ɑ s̠ t̪ l iː n ɑ
kastraattilaulaja	k ɑ s̠ t̪ r ɑː t̪ː i l ɑ u̯ l ɑ j ɑ
kastroiminen	k ɑ s̠ t̪ r o̞ i̯ m i n e̞ n
kastua	k ɑ s̠ t̪ u ɑ ʔ
kastuminen	k ɑ s̠ t̪ u m i n e̞ n
kasuaalipeli	k ɑ s̠ u ɑː l i p e̞ l i
kasuistinen	k ɑ s̠ u i̯ s̠ t̪ i n e̞ n
kasuistisuus	k ɑ s̠ u i̯ s̠ t̪ i s̠ uː s̠
kasuuni	k ɑ s̠ uː n i
kasvaa	k ɑ s̠ ʋ ɑː ʔ
kasvain	k ɑ s̠ ʋ ɑ i̯ n
kasvainoppi	k ɑ s̠ ʋ ɑ i̯ n o̞ pː i
kasvattaa	k ɑ s̠ ʋ ɑ t̪ː ɑː ʔ
kasvattajaseura	k ɑ s̠ ʋ ɑ t̪ː ɑ j ɑ s̠ e̞ u̯ r ɑ
kasvattipoika	k ɑ s̠ ʋ ɑ t̪ː i p o̞ i̯ k ɑ
kasvattisisar	k ɑ s̠ ʋ ɑ t̪ː i s̠ i s̠ ɑ r
kasvattitytär	k ɑ s̠ ʋ ɑ t̪ː i t̪ y t̪ æ r
kasvattivanhemmat	k ɑ s̠ ʋ ɑ t̪ː i ʋ ɑ n h e̞ mː ɑ t̪
kasvattiveli	k ɑ s̠ ʋ ɑ t̪ː i ʋ e̞ l i
kasvatuksellinen	k ɑ s̠ ʋ ɑ t̪ u k s̠ e̞ l l i n e̞ n
kasvatusala	k ɑ s̠ ʋ ɑ t̪ u s̠ ɑ l ɑ
kasvatusantropologia	k ɑ s̠ ʋ ɑ t̪ u s̠ ɑ n̪ t̪ r o̞ p o̞ l o̞ ɡ i ɑ
kasvatusfilosofia	k ɑ s̠ ʋ ɑ t̪ u s̠ f i l o̞ s̠ o̞ f i ɑ
kasvatushakkuu	k ɑ s̠ ʋ ɑ t̪ u s̠ h ɑ kː uː
kasvatushistoria	k ɑ s̠ ʋ ɑ t̪ u s̠ h i s̠ t̪ o̞ r i ɑ
kasvatusisä	k ɑ s̠ ʋ ɑ t̪ u s̠ i s̠ æ
kasvatusjärjestelmä	k ɑ s̠ ʋ ɑ t̪ u s̠ j æ r j e̞ s̠ t̪ e̞ l m æ
kasvatuskoti	k ɑ s̠ ʋ ɑ t̪ u s̠ k o̞ t̪ i
kasvatuslaitos	k ɑ s̠ ʋ ɑ t̪ u s̠ l ɑ i̯ t̪ o̞ s̠
kasvatuslammikko	k ɑ s̠ ʋ ɑ t̪ u s̠ l ɑ mː i kː o̞
kasvatusmenetelmä	k ɑ s̠ ʋ ɑ t̪ u s̠ m e̞ n e̞ t̪ e̞ l m æ
kasvatusmetsikkö	k ɑ s̠ ʋ ɑ t̪ u s̠ m e̞ t s̠ i kː ø̞
kasvatusmetsä	k ɑ s̠ ʋ ɑ t̪ u s̠ m e̞ t s̠ æ
kasvatusneuvola	k ɑ s̠ ʋ ɑ t̪ u s̠ n e̞ u̯ ʋː o̞ l ɑ
kasvatusneuvonta	k ɑ s̠ ʋ ɑ t̪ u s̠ n e̞ u̯ ʋː o̞ n̪ t̪ ɑ
kasvatusopas	k ɑ s̠ ʋ ɑ t̪ u s̠ o̞ p ɑ s̠
kasvatusopillinen	k ɑ s̠ ʋ ɑ t̪ u s̠ o̞ p i l l i n e̞ n
kasvatusoppi	k ɑ s̠ ʋ ɑ t̪ u s̠ o̞ pː i
kasvatuspsykologia	k ɑ s̠ ʋ ɑ t̪ u s̠ p s̠ y k o̞ l o̞ ɡ i ɑ
kasvatussosiologi	k ɑ s̠ ʋ ɑ t̪ u s̠ s̠ o̞ s̠ i o̞ l o̞ ɡ i
kasvatussosiologia	k ɑ s̠ ʋ ɑ t̪ u s̠ s̠ o̞ s̠ i o̞ l o̞ ɡ i ɑ
kasvatustavoite	k ɑ s̠ ʋ ɑ t̪ u s̠ t̪ ɑ ʋ o̞ i̯ t̪ e̞ ʔ
kasvatustehtävä	k ɑ s̠ ʋ ɑ t̪ u s̠ t̪ e̞ h t̪ æ ʋ æ
kasvatustiede	k ɑ s̠ ʋ ɑ t̪ u s̠ t̪ i e̞̯ d e̞ ʔ
kasvatustieteellinen	k ɑ s̠ ʋ ɑ t̪ u s̠ t̪ i e̞̯ t̪ e̞ː l l i n e̞ n
kasvatustieteilijä	k ɑ s̠ ʋ ɑ t̪ u s̠ t̪ i e̞̯ t̪ e̞ i̯ l i j æ
kasvatustyö	k ɑ s̠ ʋ ɑ t̪ u s̠ t̪ y ø̞̯
kasvatusäiti	k ɑ s̠ ʋ ɑ t̪ u s̠ æ i̯ t̪ i
kasvettua	k ɑ s̠ ʋ e̞ t̪ t̪ u ɑ ʔ
kasvettuma	k ɑ s̠ ʋ e̞ t̪ t̪ u m ɑ
kasvettuminen	k ɑ s̠ ʋ e̞ t̪ t̪ u m i n e̞ n
kasvi	k ɑ s̠ ʋ i
kasvianatomia	k ɑ s̠ ʋ i ɑ n ɑ t̪ o̞ m i ɑ
kasvibiologi	k ɑ s̠ ʋ i b i o̞ l o̞ ɡ i
kasvibiologia	k ɑ s̠ ʋ i b i o̞ l o̞ ɡ i ɑ
kasviekologi	k ɑ s̠ ʋ i e̞ k o̞ l o̞ ɡ i
kasviekologia	k ɑ s̠ ʋ i e̞ k o̞ l o̞ ɡ i ɑ
kasviestrogeeni	k ɑ s̠ ʋ i e̞ s̠ t̪ r o̞ ɡ e̞ː n i
kasvifossiili	k ɑ s̠ ʋ i f o̞ s̠ː iː l i
kasvifysiologi	k ɑ s̠ ʋ i f y s̠ i o̞ l o̞ ɡ i
kasvifysiologia	k ɑ s̠ ʋ i f y s̠ i o̞ l o̞ ɡ i ɑ
kasviheimo	k ɑ s̠ ʋ i h e̞ i̯ m o̞
kasvihuoneilmiö	k ɑ s̠ ʋ i h u o̞̯ n e̞ ʔ i l m i ø̞
kasvihuonekaasupäästö	k ɑ s̠ ʋ i h u o̞̯ n e̞ k̚ k ɑː s̠ u p æː s̠ t̪ ø̞
kasvihuonekurkku	k ɑ s̠ ʋ i h u o̞̯ n e̞ k̚ k u r kː u
kasvihuonepäästö	k ɑ s̠ ʋ i h u o̞̯ n e̞ p̚ p æː s̠ t̪ ø̞
kasvihuoneviljely	k ɑ s̠ ʋ i h u o̞̯ n e̞ ʋ ʋ i l j e̞ l y
kasvijäte	k ɑ s̠ ʋ i j æ t̪ e̞ ʔ
kasvijäänne	k ɑ s̠ ʋ i j æː nː e̞ ʔ
kasvikartta	k ɑ s̠ ʋ i k ɑ r t̪ː ɑ
kasvikuitu	k ɑ s̠ ʋ i k u i̯ t̪ u
kasvikuivain	k ɑ s̠ ʋ i k u i̯ ʋ ɑ i̯ n
kasvilajike	k ɑ s̠ ʋ i l ɑ j i k e̞ ʔ
kasvilajisto	k ɑ s̠ ʋ i l ɑ j i s̠ t̪ o̞
kasvilamppu	k ɑ s̠ ʋ i l ɑ m pː u
kasviliima	k ɑ s̠ ʋ i l iː m ɑ
kasvillisuus	k ɑ s̠ ʋ i l l i s̠ uː s̠
kasvillisuusalue	k ɑ s̠ ʋ i lː i s̠ uː s̠ ɑ l u e̞ ʔ
kasvillisuusvaurio	k ɑ s̠ ʋ i lː i s̠ uː s̠ ʋ ɑ u̯ r i o̞
kasvillisuusvyöhyke	k ɑ s̠ ʋ i lː i s̠ uː s̠ ʋ y ø̞̯ ɦ y k e̞ ʔ
kasvilääkintä	k ɑ s̠ ʋ i l æː k i n̪ t̪ æ
kasvimaailma	k ɑ s̠ ʋ i m ɑː i l m ɑ
kasvimargariini	k ɑ s̠ ʋ i m ɑ r ɡ ɑ r iː n i
kasvimorfologia	k ɑ s̠ ʋ i m o̞ r f o̞ l o̞ ɡ i ɑ
kasvimuseo	k ɑ s̠ ʋ i m u s̠ e̞ o̞
kasvineste	k ɑ s̠ ʋ i n e̞ s̠ t̪ e̞ ʔ
kasvinjalostus	k ɑ s̠ ʋ i n j ɑ l o̞ s̠ t̪ u s̠
kasvinjäte	k ɑ s̠ ʋ i n j æ t̪ e̞ ʔ
kasvinkumppani	k ɑ s̠ ʋ i ŋ k u m pː ɑ n i
kasvinosa	k ɑ s̠ ʋ i n o̞ s̠ ɑ
kasvinravinne	k ɑ s̠ ʋ i n r ɑ ʋ i nː e̞ ʔ
kasvinsuojelu	k ɑ s̠ ʋ i n s̠ u o̞̯ j e̞ l u
kasvinsuojeluaine	k ɑ s̠ ʋ i n s̠ u o̞̯ j e̞ l u ɑ i̯ n e̞ ʔ
kasvinsuojeluruisku	k ɑ s̠ ʋ i n s̠ u o̞̯ j e̞ l u r u i̯ s̠ k u
kasvinsyöjä	k ɑ s̠ ʋ i n s̠ y ø̞̯ j æ
kasvintarkastus	k ɑ s̠ ʋ i n t̪ ɑ r k ɑ s̠ t̪ u s̠
kasvintuotanto	k ɑ s̠ ʋ i n t̪ u o̞̯ t̪ ɑ n̪ t̪ o̞
kasvinviljelijä	k ɑ s̠ ʋ i n ʋ i l j e̞ l i j æ
kasvinviljely	k ɑ s̠ ʋ i n ʋ i l j e̞ l y
kasvinvuorottelu	k ɑ s̠ ʋ i n ʋ u o̞̯ r o̞ t̪ t̪ e̞ l u
kasvinvuorotus	k ɑ s̠ ʋ i n ʋ u o̞̯ r o̞ t̪ u s̠
kasvio	k ɑ s̠ ʋ i o̞
kasviornamentiikka	k ɑ s̠ ʋ i o̞ r n ɑ m e̞ n̪ t̪ iː kː ɑ
kasviornamentti	k ɑ s̠ ʋ i o̞ r n ɑ m e̞ n̪ t̪ː i
kasvipaleontologi	k ɑ s̠ ʋ i p ɑ l e̞ o̞ n̪ t̪ o̞ l o̞ ɡ i
kasvipaleontologia	k ɑ s̠ ʋ i p ɑ l e̞ o̞ n̪ t̪ o̞ l o̞ ɡ i ɑ
kasvipatologi	k ɑ s̠ ʋ i p ɑ t̪ o̞ l o̞ ɡ i
kasvipatologia	k ɑ s̠ ʋ i p ɑ t̪ o̞ l o̞ ɡ i ɑ
kasvipeite	k ɑ s̠ ʋ i p e̞ i̯ t̪ e̞ ʔ
kasvipenkki	k ɑ s̠ ʋ i p e̞ ŋ kː i
kasvipigmentti	k ɑ s̠ ʋ i p i ɡ m e̞ n̪ t̪ː i
kasviplankton	k ɑ s̠ ʋ i p l ɑ ŋ k t̪ o̞ n
kasvipuristin	k ɑ s̠ ʋ i p u r i s̠ t̪ i n
kasvirasva	k ɑ s̠ ʋ i r ɑ s̠ ʋ ɑ
kasvirasvajäätelö	k ɑ s̠ ʋ i r ɑ s̠ ʋ ɑ j æː t̪ e̞ l ø̞
kasviravinne	k ɑ s̠ ʋ i r ɑ ʋ i nː e̞ ʔ
kasviravinto	k ɑ s̠ ʋ i r ɑ ʋ i n̪ t̪ o̞
kasvis	k ɑ s̠ ʋ i s̠
kasvishyytelö	k ɑ s̠ ʋ i s̠ h yː t̪ e̞ l ø̞
kasvishöystö	k ɑ s̠ ʋ i s̠ h ø̞ y̯ s̠ t̪ ø̞
kasviskeitto	k ɑ s̠ ʋ i s̠ k e̞ i̯ t̪ː o̞
kasvislautanen	k ɑ s̠ ʋ i s̠ l ɑ u̯ t̪ ɑ n e̞ n
kasvisliemi	k ɑ s̠ ʋ i s̠ l i e̞̯ m i
kasvismuhennos	k ɑ s̠ ʋ i s̠ m u ɦ e̞ nː o̞ s̠
kasvisolu	k ɑ s̠ ʋ i s̠ o̞ l u
kasvispainotteinen	k ɑ s̠ ʋ i s̠ p ɑ i̯ n o̞ t̪ t̪ e̞ i̯ n e̞ n
kasvispata	k ɑ s̠ ʋ i s̠ p ɑ t̪ ɑ
kasvispiirakka	k ɑ s̠ ʋ i s̠ p iː r ɑ kː ɑ
kasvispurilainen	k ɑ s̠ ʋ i s̠ p u r i l ɑ i̯ n e̞ n
kasvisrasva	k ɑ s̠ ʋ i s̠ r ɑ s̠ ʋ ɑ
kasvisravinto	k ɑ s̠ ʋ i s̠ r ɑ ʋ i n̪ t̪ o̞
kasvisravintola	k ɑ s̠ ʋ i s̠ r ɑ ʋ i n t̪ o̞ l ɑ
kasvisruoka	k ɑ s̠ ʋ i s̠ r u o̞̯ k ɑ
kasvisruokavalio	k ɑ s̠ ʋ i s̠ r u o̞̯ k ɑ ʋ ɑ l i o̞
kasvissyöjä	k ɑ s̠ ʋ i s̠ s̠ y ø̞̯ j æ
kasvissyönti	k ɑ s̠ ʋ i s̠ s̠ y ø̞̯ n̪ t̪ i
kasvistanoli	k ɑ s̠ ʋ i s̠ t̪ ɑ n o̞ l i
kasvisteroli	k ɑ s̠ ʋ i s̠ t̪ e̞ r o̞ l i
kasvisvalmiste	k ɑ s̠ ʋ i s̠ ʋ ɑ l m i s̠ t̪ e̞ ʔ
kasvisyönti	k ɑ s̠ ʋ i s̠ y ø̞̯ n̪ t̪ i
kasvitarha	k ɑ s̠ ʋ i t̪ ɑ r h ɑ
kasvitarhanhoitaja	k ɑ s̠ ʋ i t̪ ɑ r h ɑ n h o̞ i̯ t̪ ɑ j ɑ
kasvitautioppi	k ɑ s̠ ʋ i t̪ ɑ u̯ t̪ i o̞ pː i
kasvitieteilijä	k ɑ s̠ ʋ i t̪ i e̞̯ t̪ e̞ i̯ l i j æ
kasvituholainen	k ɑ s̠ ʋ i t̪ u ɦ o̞ l ɑ i̯ n e̞ n
kasvituote	k ɑ s̠ ʋ i t̪ u o̞̯ t̪ e̞ ʔ
kasvityyppi	k ɑ s̠ ʋ i t̪ yː pː i
kasviuute	k ɑ s̠ ʋ i uː t̪ e̞ ʔ
kasvivalaisin	k ɑ s̠ ʋ i ʋ ɑ l ɑ i̯ s̠ i n
kasvivalkuainen	k ɑ s̠ ʋ i ʋ ɑ l k u ɑ i̯ n e̞ n
kasvivuorottelu	k ɑ s̠ ʋ i ʋ u o̞̯ r o̞ t̪ t̪ e̞ l u
kasviväri	k ɑ s̠ ʋ i ʋ æ r i
kasvivärjäys	k ɑ s̠ ʋ i ʋ æ r j æ y s̠
kasviyhdyskunta	k ɑ s̠ ʋ i y ç d y s̠ k u n̪ t̪ ɑ
kasviöljy	k ɑ s̠ ʋ i ø̞ l j y
kasvohieronta	k ɑ s̠ ʋ o̞ h i e̞̯ r o̞ n̪ t̪ ɑ
kasvohoito	k ɑ s̠ ʋ o̞ h o̞ i̯ t̪ o̞
kasvojenhoito	k ɑ s̠ ʋ o̞ j e̞ n h o̞ i̯ t̪ o̞
kasvojenkohotusleikkaus	k ɑ s̠ ʋ o̞ j e̞ ŋ k o̞ ɦ o̞ t̪ u s̠ l e̞ i̯ kː ɑ u s̠
kasvojenpesu	k ɑ s̠ ʋ o̞ j e̞ m p e̞ s̠ u
kasvojensuojain	k ɑ s̠ ʋ o̞ j e̞ n s̠ u o̞̯ j ɑ i̯ n
kasvojentunnistus	k ɑ s̠ ʋ o̞ j e̞ n t̪ u nː i s̠ t̪ u s̠
kasvokkainen	k ɑ s̠ ʋ o̞ k k ɑ i̯ n e̞ n
kasvokuva	k ɑ s̠ ʋ o̞ k u ʋ ɑ
kasvolihas	k ɑ s̠ ʋ o̞ l i ɦ ɑ s̠
kasvollinen	k ɑ s̠ ʋ o̞ l l i n e̞ n
kasvomeikki	k ɑ s̠ ʋ o̞ m e̞ i̯ kː i
kasvomuisti	k ɑ s̠ ʋ o̞ m u i̯ s̠ t̪ i
kasvonaamio	k ɑ s̠ ʋ o̞ n ɑː m i o̞
kasvonilme	k ɑ s̠ ʋ o̞ n i l m e̞ ʔ
kasvontunnistus	k ɑ s̠ ʋ o̞ n t̪ u nː i s̠ t̪ u s̠
kasvopaperi	k ɑ s̠ ʋ o̞ p ɑ p e̞ r i
kasvopuuteri	k ɑ s̠ ʋ o̞ p uː t̪ e̞ r i
kasvopyyhe	k ɑ s̠ ʋ o̞ p yː ɦ e̞ ʔ
kasvosaippua	k ɑ s̠ ʋ o̞ s̠ ɑ i̯ pː u ɑ
kasvosuojus	k ɑ s̠ ʋ o̞ s̠ u o̞̯ j u s̠
kasvosärky	k ɑ s̠ ʋ o̞ s̠ æ r k y
kasvot	k ɑ s̠ ʋ o̞ t̪
kasvottomuus	k ɑ s̠ ʋ o̞ t̪ t̪ o̞ m uː s̠
kasvotuksin	k ɑ s̠ ʋ o̞ t̪ u k s̠ i n
kasvovesi	k ɑ s̠ ʋ o̞ ʋ e̞ s̠ i
kasvuala	k ɑ s̠ ʋ u ɑ l ɑ
kasvualusta	k ɑ s̠ ʋ u ɑ l u s̠ t̪ ɑ
kasvuhakuinen	k ɑ s̠ ʋ u h ɑ k u i̯ n e̞ n
kasvuhäiriö	k ɑ s̠ ʋ u h æ i̯ r i ø̞
kasvuikä	k ɑ s̠ ʋ u i k æ
kasvuikäinen	k ɑ s̠ ʋ u i k æ i̯ n e̞ n
kasvukausi	k ɑ s̠ ʋ u k ɑ u̯ s̠ i
kasvukipu	k ɑ s̠ ʋ u k i p u
kasvukyky	k ɑ s̠ ʋ u k y k y
kasvukykyinen	k ɑ s̠ ʋ u k y k y i̯ n e̞ n
kasvukäyrä	k ɑ s̠ ʋ u k æ y̯ r æ
kasvulehti	k ɑ s̠ ʋ u l e̞ h t̪ i
kasvullinen	k ɑ s̠ ʋ u l l i n e̞ n
kasvullisuus	k ɑ s̠ ʋ u l l i s̠ uː s̠
kasvumalli	k ɑ s̠ ʋ u m ɑ lː i
kasvunopeus	k ɑ s̠ ʋ u n o̞ p e̞ u s̠
kasvunrajoitegeeni	k ɑ s̠ ʋ u n r ɑ j o̞ i̯ t̪ e̞ ɡ̚ ɡ e̞ː n i
kasvunsääde	k ɑ s̠ ʋ u n s̠ æː d e̞
kasvunvara	k ɑ s̠ ʋ u n ʋ ɑ r ɑ
kasvuosake	k ɑ s̠ ʋ u o̞ s̠ ɑ k e̞ ʔ
kasvupaikka	k ɑ s̠ ʋ u p ɑ i̯ kː ɑ
kasvupaikkatekijä	k ɑ s̠ ʋ u p ɑ i̯ kː ɑ t̪ e̞ k i j æ
kasvupaikkatyyppi	k ɑ s̠ ʋ u p ɑ i̯ kː ɑ t̪ yː pː i
kasvupaketti	k ɑ s̠ ʋ u p ɑ k e̞ t̪ː i
kasvupiste	k ɑ s̠ ʋ u p i s̠ t̪ e̞ ʔ
kasvupohja	k ɑ s̠ ʋ u p o̞ x j ɑ
kasvupolitiikka	k ɑ s̠ ʋ u p o̞ l i t̪ iː kː ɑ
kasvusolukko	k ɑ s̠ ʋ u s̠ o̞ l u kː o̞
kasvustotyyppi	k ɑ s̠ ʋ u s̠ t̪ o̞ t̪ yː pː i
kasvustrategia	k ɑ s̠ ʋ u s̠ t̪ r ɑ t̪ e̞ ɡ i ɑ
kasvutekijä	k ɑ s̠ ʋ u t̪ e̞ k i j æ
kasvutiheys	k ɑ s̠ ʋ u t̪ i ɦ e̞ y s̠
kasvuturve	k ɑ s̠ ʋ u t̪ u r ʋ e̞ ʔ
kasvuvoima	k ɑ s̠ ʋ u ʋ o̞ i̯ m ɑ
kasvuympäristö	k ɑ s̠ ʋ u y m p æ r i s̠ t̪ ø̞
kasööri	k ɑ s̠ ø̞ː r i
kata	k ɑ t̪ ɑ
kataarilaisuus	k ɑ t̪ ɑː r i l ɑ i̯ s̠ uː s̠
kataja	k ɑ t̪ ɑ j ɑ
katajainen	k ɑ t̪ ɑ j ɑ i̯ n e̞ n
katajanhavu	k ɑ t̪ ɑ j ɑ n h ɑ ʋ u
katajanmarja	k ɑ t̪ ɑ j ɑ m m ɑ r j ɑ
katajanmarjaöljy	k ɑ t̪ ɑ j ɑ m m ɑ r j ɑ ø̞ l j y
katajapensas	k ɑ t̪ ɑ j ɑ p e̞ n s̠ ɑ s̠
katajatuoppi	k ɑ t̪ ɑ j ɑ t̪ u o̞̯ pː i
katajaöljy	k ɑ t̪ ɑ j ɑ ø̞ l j y
katal	k ɑ t̪ ɑ l
katalaaninkielinen	k ɑ t̪ ɑ l ɑː n i ŋ k i e̞ l i n e̞ n
katalaasi	k ɑ t̪ ɑ l ɑː s̠ i
katalasti	k ɑ t̪ ɑ l ɑ s̠ t̪ i ʔ
katalonialaisuus	k ɑ t̪ ɑ l o̞ n i ɑ l ɑ i̯ s̠ uː s̠
katalonianpaimenkoira	k ɑ t̪ ɑ l o̞ n i ɑ m p ɑ i̯ m e̞ ŋ k o̞ i̯ r ɑ
kataluus	k ɑ t̪ ɑ l uː s̠
katalysaattoriauto	k ɑ t̪ ɑ l y s̠ ɑː t̪ː o̞ r i ɑ u t̪ o̞
katalysoida	k ɑ t̪ ɑ l y s̠ o̞ i̯ d ɑ ʔ
katalyysi	k ɑ t̪ ɑ l yː s̠ i
katalyyttinen	k ɑ t̪ ɑ l yː t̪ː i n e̞ n
katamaraani	k ɑ t̪ ɑ m ɑ r ɑː n i
katapultti	k ɑ t̪ ɑ p u l t̪ː i
katara	k ɑ t̪ ɑ r ɑ
katariina	k ɑ t̪ ɑ r iː n ɑ
katastrofi	k ɑ t̪ ɑ s̠ t̪ r o̞ f i
katastrofiapu	k ɑ t̪ ɑ s̠ t̪ r o̞ f i ɑ p u
katastrofielokuva	k ɑ t̪ ɑ s̠ t̪ r o̞ f i e̞ l o̞ k u ʋ ɑ
katastrofilääketiede	k ɑ t̪ ɑ s̠ t̪ r o̞ f i l æː k e̞ t̪̚ t̪ i e̞̯ d e̞ ʔ
katastrofinen	k ɑ t̪ ɑ s̠ t̪ r o̞ f i n e̞ n
katastrofipsykologia	k ɑ t̪ ɑ s̠ t̪ r o̞ f i p s̠ y k o̞ l o̞ ɡ i ɑ
katastrofirahasto	k ɑ t̪ ɑ s̠ t̪ r o̞ f i r ɑ ɦ ɑ s̠ t̪ o̞
katastrofiteoria	k ɑ t̪ ɑ s̠ t̪ r o̞ f i t̪ e̞ o̞ r i ɑ
katastrofivalmius	k ɑ t̪ ɑ s̠ t̪ r o̞ f i ʋ ɑ l m i u s̠
kateaine	k ɑ t̪ e̞ ʔ ɑ i̯ n e̞ ʔ
katealunen	k ɑ t̪ e̞ ʔ ɑ l u n e̞ n
katederi	k ɑ t̪ e̞ d e̞ r i
katedraali	k ɑ t̪ e̞ d r ɑː l i
katedraalikoulu	k ɑ t̪ e̞ d r ɑː l i k o̞ u l u
kateellinen	k ɑ t̪ e̞ː l l i n e̞ n
kateellisuus	k ɑ t̪ e̞ː l l i s̠ uː s̠
kategoriateoria	k ɑ t̪ e̞ ɡ o̞ r i ɑ t̪ e̞ o̞ r i ɑ
kategorisuus	k ɑ t̪ e̞ ɡ o̞ r i s̠ uː s̠
katehuopa	k ɑ t̪ e̞ h h u o̞̯ p ɑ
kateisiin	k ɑ t̪ e̞ i̯ s̠ iː n
kateissa	k ɑ t̪ e̞ i̯ s̠ː ɑ
kateissaan	k ɑ t̪ e̞ i̯ s̠ː ɑː n
katekeetta	k ɑ t̪ e̞ k e̞ː t̪ː ɑ
katelautanen	k ɑ t̪ e̞ l l ɑ u̯ t̪ ɑ n e̞ n
kateleipä	k ɑ t̪ e̞ l l e̞ i̯ p æ
kateliina	k ɑ t̪ e̞ l l iː n ɑ
katemuovi	k ɑ t̪ e̞ m m u o̞̯ ʋ i
katenointi	k ɑ t̪ e̞ n o̞ i̯ n̪ t̪ i
katepelti	k ɑ t̪ e̞ p̚ p e̞ l t̪ i
katepisto	k ɑ t̪ e̞ p̚ p i s̠ t̪ o̞
katepäre	k ɑ t̪ e̞ p̚ p æ r e̞ ʔ
katerpillari	k ɑ t̪ e̞ r p i lː ɑ r i
katesauma	k ɑ t̪ e̞ s̠ s̠ ɑ u̯ m ɑ
katetiili	k ɑ t̪ e̞ t̪̚ t̪ iː l i
katetroida	k ɑ t̪ e̞ t̪ r o̞ i̯ d ɑ ʔ
katetroiminen	k ɑ t̪ e̞ t̪ r o̞ i̯ m i n e̞ n
katetuotto	k ɑ t̪ e̞ t̪̚ t̪ u o̞̯ t̪ː o̞
