अ	ə
कुतरना	k ʊ t̪ ə ɾ n ɑː
कुत्ता	k ʊ t̪ t̪ ɑː
कुत्ती	k ʊ t̪ t̪ iː
कुदरत	k ʊ d̪ ɾ ə t̪
कुदाल	k ʊ d̪ ɑː l
कुनबा	k ʊ n b ɑː
कुप्पी	k ʊ p p iː
कुबेर	k ʊ b eː ɾ
कुमाऊँ	k ʊ m ɑː ũː
कुमारी	k ʊ m ɑː ɾ iː
कुम्हड़ा	k ʊ m ɦ ə ɽ ɑː
कुम्हलाना	k ʊ m ɦ l ɑː n ɑː
कुरता	k ʊ ɾ t̪ ɑː
कुरूपता	k ʊ ɾ uː p t̪ ɑː
कुर्की	k ʊ ɾ k iː
कुर्नूल	k ʊ ɾ n uː l
कुल	k ʊ l
कुलक	k ʊ l ə k
कुलधर्म	k ʊ l d̪ʱ ə ɾ m
कुल्चा	k ʊ l t͡ʃ ɑː
कुल्ला	k ʊ l l ɑː
कुल्हड़	k ʊ l ɦ ə ɽ
कुवैत	k ʊ ʋ ɛː t̪
कुशल	k ʊ ʃ ə l
कुशासन	k ʊ ʃ ɑː s ə n
कुश्ती	k ʊ ʃ t̪ iː
कुसल	k ʊ s ə l
कुसुम	k ʊ s ʊ m
कुहनी	k ʊʱ n iː
कू	k uː
कूच	k uː t͡ʃ
कूटनीति	k uː ʈ n iː t̪ iː
कूटनीतिक	k uː ʈ n iː t̪ ɪ k
कूटनीतिज्ञ	k uː ʈ n iː t̪ ɪ ɡ j
कूड़ा	k uː ɽ ɑː
कूड़ेदान	k uː ɽ eː d̪ ɑː n
कूत	k uː t̪
कूदना	k uː d̪ n ɑː
कूर	k uː ɾ
कूलॉम	k uː l ɔ m
कूल्हा	k uː l ɦ ɑː
कृतज्ञ	k ɾ ɪ t̪ ə ɡ j
कृति	k ɽ ɪ t̪ iː
कृत्रिम	k ɾ ɪ t̪ ɾ ɪ m
कृष्ण	k ɾ ɪ ʂ ə ɳ
कृष्ण	k ɾ ɪ ʂ ɳ
कृष्ण	k ɾ ɪ ʂ ɳ ɑː
कृष्णा	k ɾ ɪ ʂ ɳ ɑː
कॅटलोनिया	k æ ʈ l oː n iː j ɑː
कॅन्सर	k æ n s ə ɾ
केंद्र	k eː n d̪ ɾᵊ
केंद्रक	k eː n d̪ ɾ ə k
केंद्रित	k eː n d̪ ɾ ɪ t̪
केतली	k eː t̪ l iː
केन्या	k eː n j ɑː
केपटाउन	k eː p ʈ ɑː ʊ n
केरल	k eː ɾ ə l
केला	k eː l ɑː
कैंची	k ɛː ɲ t͡ʃ iː
कैंटीन	k ɛː ɳ ʈ iː n
कैंडी	k ɛː ɳ ɖ iː
कैंब्रिज	k ɛː m b ɾ ɪ d͡ʒ
कैंसर	k æ n s ə ɾ
कैथल	k ɛː t̪ʰ ə l
कैथी	k ɛː t̪ʰ iː
कैनबरा	k ɛː n ə b ɾ ɑː
कैमरा	k ɛː m ɾ ɑː
कैरम	k ɛː ɾ ə m
कैलकुलेटर	k ɛː l k ʊ l eː ʈ ə ɾ
कैलगरी	k ɛː l ɡ ə ɾ iː
कैलिफ़ोर्निया	k ɛː l ɪ f oː ɾ n iː j ɑː
कैलिफ़ोर्निया	k ɛː l ɪ pʰ oː ɾ n iː j ɑː
कैसा	k ɛː s ɑː
कॉफ़ी	k ɔ f iː
कॉफ़ी	k ɔ pʰ iː
कॉमनवेल्थ	k ɔ m ə n ʋ eː l t̪ʰ
कॉमेडियन	k ɔ m eː ɖ iː j ə n
कॉमेडी	k ɔ m eː ɖ iː
कोंकण	k oː ŋ k ə ɳ
कोंकणी	k oː ŋ k ɳ iː
कोंपल	k oː m p ə l
कोई	k oː iː
कोख	k oː kʰ
कोची	k oː t͡ʃ iː
कोट	k oː ʈ
कोटर	k oː ʈ ə ɾ
कोटवाल	k oː ʈ ʋ ɑː l
कोटा	k oː ʈ ɑː
कोठा	k oː ʈʰ ɑː
कोठारी	k oː ʈʰ ɑː ɾ iː
कोड़ा	k oː ɽ ɑː
कोढ़	k oː ɽʱ
कोण	k oː ɳ
कोतवाल	k oː t̪ ʋ ɑː l
कोथमीर	k oː t̪ʰ m iː ɾ
कोदो	k oː d̪ oː
कोपचा	k oː p t͡ʃ ɑː
कोयंबतूर	k oː j ə m b ə t̪ uː ɾ
कोयल	k oː j ə l
कोयला	k oː j ə l ɑː
कोरा	k oː ɾ ɑː
कोरियन	k oː ɾ iː j ə n
कोरिया	k oː ɾ iː j ɑː
कोरेगांव	k oː ɾ eː ɡ ɑ̃ː ʋ
कोर्ट	k oː ɾ ʈ
कोर्ट	k oː ʈ
कोलकाता	k oː l k ɑː t̪ ɑː
कोलाहल	k oː l ɑː ɦ ə l
कोश	k oː ʃ
कोशकला	k oː ʃ k ə l ɑː
कोशिका	k oː ʃ ɪ k ɑː
कोशिकीय	k oː ʃ ɪ k iː jᵊ
कोशिश	k oː ʃ ɪ ʃ
कोष्ठक	k oː ʂ ʈʰ ə k
कोस	k oː s
कोसना	k oː s n ɑː
कोह	k oːʱ
कोहनी	k oːʱ n iː
कोहराम	k oːʱ ɾ ɑː m
कोहिमा	k oː ɦ ɪ m ɑː
कोहेनूर	k oː ɦ eː n uː ɾ
कौंसिल	k ɔː n s ɪ l
कौआ	k ɔː ɑː
कौड़ी	k ɔː ɽ iː
कौतुकी	k ɔː t̪ ʊ k iː
कौन	k ɔː n
कौमार्य	k ɔː m ɑː ɾ jᵊ
कौमुदी	k ɔː m ʊ d̪ iː
क्या	k j ɑː
क्यूँ	k j ũː
क्यूबा	k j uː b ɑː
क्यों	k j õː
क्यों	k j ũː
क्योटो	k j oː ʈ oː
क्रम	k ɾ ə m
क्रमबद्ध	k ɾ ə m b ə d̪ d̪ʱ
क्रमशः	k ɾ ə m ʃ əʰ
क्रमागत	k ɾ ə m ɑː ɡ ə t̪
क्रमादेशन	k ɾ ə m ɑː d̪ eː ʃ ə n
क्रय	k ɾ ə j
क्रांतिकारी	k ɾ ɑː n t̪ ɪ k ɑː ɾ iː
क्राइस्टचर्च	k ɾ ɑː ɪ s ʈ t͡ʃ ə ɾ t͡ʃ
क्रिकेटर	k ɾ ɪ k eː ʈ ə ɾ
क्रिया	k ɾ iː j ɑː
क्रियाकलाप	k ɾ iː j ɑː k ə l ɑː p
क्रियापद	k ɾ iː j ɑː p ə d̪
क्रियारूप	k ɾ iː j ɑː ɾ uː p
क्रियावाचक	k ɾ iː j ɑː ʋ ɑː t͡ʃ ə k
क्रिसमस	k ɾ ɪ s m ə s
क्रिस्टल	k ɾ ɪ s ʈ ə l
क्रिस्मस	k ɾ ɪ s m ə s
क्रीड़ा	k ɾ iː ɽ ɑː
क्रीड़ास्थल	k ɾ iː ɽ ɑː s t̪ʰ ə l
क्रीम	k ɾ iː m
क्रुद्ध	k ɾ ʊ d̪ d̪ʱ
क्रूस	k ɾ uː s
क्रेता	k ɾ eː t̪ ɑː
क्रेमलिन	k ɾ eː m l ɪ n
क्रोएशिया	k ɾ oː eː ʃ iː j ɑː
क्रोध	k ɾ oː d̪ʱ
क्लब	k l ə b
क्लर्क	k l ə ɾ k
क्लास	k l ɑː s
क्वथनांक	k ʋ ə t̪ʰ ə n ɑː ŋ k
क्वारंटीन	k ʋ ɑː ɾ ə ɳ ʈ iː n
क्विंटल	k ʋ ɪ ɳ ʈ ə l
क्वेटा	k ʋ eː ʈ ɑː
क्षण	k ʂ ə ɳ
क्षति	k ʂ ə t̪ iː
क्षत्राणी	k ʂ ə t̪ ɾ ɑː ɳ iː
क्षत्रिय	k ʂ ə t̪ ɾ iː j ə
क्षमा	k ʂ ə m ɑː
क्षम्य	k ʂ ə m jᵊ
क्षयरोग	k ʂ ə j ɾ oː ɡ
क्षारातु	k ʂ ɑː ɾ ɑː t̪ uː
क्षारीय	k ʂ ɑː ɾ iː jᵊ
क्षितिज	k ʂ ɪ t̪ ɪ d͡ʒ
क्षुद्र	k ʂ ʊ d̪ ɾᵊ
क्षेत्र	k ʂ eː t̪ ɾᵊ
क्षेत्रफल	k ʂ eː t̪ ɾ ə pʰ ə l
क्षेत्ररक्षण	k ʂ eː t̪ ɾ ə ɾ ə k ʂ ə ɳ
क्षेत्राधिकार	k ʂ eː t̪ ɾ ɑː d̪ʱ ɪ k ɑː ɾ
क्षेत्रीय	k ʂ eː t̪ ɾ iː jᵊ
ख	kʰ ə
खँखड़	kʰ ə ŋ kʰ ə ɽ
खंडशः	kʰ ə ɳ ɖ ʃ əʰ
खंडहर	kʰ ə ɳ ɖʱ ə ɾ
खंभा	kʰ ə m bʱ ɑː
खग	kʰ ə ɡ
खगोल	kʰ ə ɡ oː l
खच्चर	kʰ ə t͡ʃ t͡ʃ ə ɾ
खजूर	kʰ ə d͡ʒ uː ɾ
खट	kʰ ə ʈ
खटखटाना	kʰ ə ʈ kʰ ə ʈ ɑː n ɑː
खटपट	kʰ ə ʈ p ə ʈ
खटमल	kʰ ə ʈ m ə l
खटमिट्ठा	kʰ ə ʈ m ɪ ʈ ʈʰ ɑː
खटाई	kʰ ə ʈ aː iː
खड़िया	kʰ ə ɽ iː j ɑː
खड़ूस	kʰ ə ɽ uː s
खत्री	kʰ ə t̪ ɾ iː
खदान	kʰ ə d̪ ɑː n
खदेड़ना	kʰ ə d̪ eː ɽ n ɑː
खनाखन	kʰ ə n ɑː kʰ ə n
खनिज	kʰ ə n ɪ d͡ʒ
खपत	kʰ ə p ə t̪
खपरैल	kʰ ə p ɾ ɛː l
खरब	kʰ ə ɾ ə b
खराई	kʰ ə ɾ ɑː iː
खरोंच	kʰ ə ɾ oː ɲ t͡ʃ
खर्च	kʰ ə ɾ t͡ʃ
खलनायक	kʰ ə l n ɑː j ə k
खलिहान	kʰ ə l ɪ ɦ ɑː n
खल्लास	kʰ ə l l ɑː s
खसरा	kʰ ə s ɾ ɑː
ख़	kʰ ə
ख़	x ə
ख़ंजर	kʰ ə ɲ d͡ʒ ə ɾ
ख़ंजर	x ə ɲ d͡ʒ ə ɾ
ख़ज़ाना	kʰ ə d͡ʒ ɑː n ɑː
ख़ज़ाना	x ə z ɑː n ɑː
ख़ता	kʰ ə t̪ ɑː
ख़ता	x ə t̪ ɑː
ख़त्म	kʰ ə t̪ m
ख़त्म	kʰ ə t̪ ə m
ख़त्म	x ə t̪ m
ख़त्म	x ə t̪ ə m
ख़फ़ा	kʰ ə pʰ ɑː
ख़फ़ा	x ə f ɑː
ख़बर	kʰ ə b ə ɾ
ख़बर	x ə b ə ɾ
ख़बरनवीस	kʰ ə b ə ɾ n ə ʋ iː s
ख़बरनवीस	x ə b ə ɾ n ə ʋ iː s
ख़बरी	kʰ ə b ɾ iː
ख़बरी	x ə b ɾ iː
ख़म	kʰ ə m
ख़म	x ə m
ख़मीर	kʰ ə m iː ɾ
ख़मीर	x ə m iː ɾ
ख़याल	kʰ ə j ɑː l
ख़याल	x ə j ɑː l
ख़रगोश	kʰ ə ɾ ɡ oː ʃ
ख़रगोश	x ə ɾ ɡ oː ʃ
ख़रबूज़ा	kʰ ə ɾ b uː d͡ʒ ɑː
ख़रबूज़ा	x ə ɾ b uː d͡ʒ ɑː
ख़रबूज़ा	x ə ɾ b uː z ɑː
ख़राब	kʰ ə ɾ ɑː b
ख़राब	x ə ɾ ɑː b
ख़राश	kʰ ə ɾ ɑː ʃ
ख़राश	x ə ɾ ɑː ʃ
ख़रीद	kʰ ə ɾ iː d̪
ख़रीद	x ə ɾ iː d̪
ख़रीदना	kʰ ə ɾ iː d̪ n ɑː
ख़रीदना	x ə ɾ iː d̪ n ɑː
ख़रीदवाना	kʰ ə ɾ iː d̪ ʋ ɑː n ɑː
ख़रीदवाना	x ə ɾ iː d̪ ʋ ɑː n ɑː
ख़रीदार	kʰ ə ɾ iː d̪ ɑː ɾ
ख़रीदार	x ə ɾ iː d̪ ɑː ɾ
ख़रीदारी	kʰ ə ɾ iː d̪ ɑː ɾ iː
ख़रीदारी	x ə ɾ iː d̪ ɑː ɾ iː
ख़र्च	kʰ ə ɾ t͡ʃ
ख़र्च	x ə ɾ t͡ʃ
ख़र्चा	kʰ ə ɾ t͡ʃ ɑː
ख़र्चा	x ə ɾ t͡ʃ ɑː
ख़लक़	kʰ ə l k
ख़लक़	x ə l q
ख़लिश	kʰ ə l ɪ ʃ
ख़लिश	x ə l ɪ ʃ
ख़लीफ़ा	kʰ ə l iː pʰ ɑː
ख़लीफ़ा	x ə l iː f ɑː
ख़सरा	kʰ ə s ɾ ɑː
ख़सरा	x ə s ɾ ɑː
ख़ाक	kʰ ɑː k
ख़ाक	x ɑː k
ख़ाक़ान	kʰ ɑː k ɑː n
ख़ाक़ान	x ɑː q ɑː n
ख़ाका	kʰ ɑː k ɑː
ख़ाका	x ɑː k ɑː
ख़ातिर	kʰ ɑː t̪ ɪ ɾ
ख़ातिर	x ɑː t̪ ɪ ɾ
ख़ातून	kʰ ɑː t̪ uː n
ख़ातून	x ɑː t̪ uː n
ख़ान	kʰ ɑː n
ख़ान	x ɑː n
ख़ानक़ाह	kʰ ɑː n k ɑːʱ
ख़ानक़ाह	x ɑː n q ɑːʱ
ख़ानगी	kʰ ɑː n ɡ iː
ख़ानगी	x ɑː n ɡ iː
ख़ानदान	kʰ ɑː n d̪ ɑː n
ख़ानदान	x ɑː n d̪ ɑː n
ख़ानदानी	kʰ ɑː n d̪ ɑː n iː
ख़ानदानी	x ɑː n d̪ ɑː n iː
ख़ानसामा	kʰ ɑː n s ɑː m ɑː
ख़ानसामा	x ɑː n s ɑː m ɑː
ख़ानसामाँ	kʰ ɑː n s ɑː m ɑ̃ː
ख़ानसामाँ	x ɑː n s ɑː m ɑ̃ː
ख़ाना	kʰ ɑː n ɑː
ख़ाना	x ɑː n ɑː
ख़ानाबदोश	kʰ ɑː n ɑː b ə d̪ oː ʃ
ख़ानाबदोश	x ɑː n ɑː b ə d̪ oː ʃ
ख़ामी	kʰ ɑː m iː
ख़ामी	x ɑː m iː
ख़ारिज	kʰ ɑː ɾ ɪ d͡ʒ
ख़ारिज	x ɑː ɾ ɪ d͡ʒ
ख़ाला	kʰ ɑː l ɑː
ख़ाला	x ɑː l ɑː
ख़ालिक़	kʰ ɑː l ɪ k
ख़ालिक़	x ɑː l ɪ q
ख़ालिस	kʰ ɑː l ɪ s
ख़ालिस	x ɑː l ɪ s
ख़ालिस्तान	kʰ ɑː l ɪ s t̪ ɑː n
ख़ालिस्तान	x ɑː l ɪ s t̪ ɑː n
ख़ाली	kʰ ɑː l iː
ख़ाली	x ɑː l iː
ख़ास	kʰ ɑː s
ख़ास	x ɑː s
ख़िताब	kʰ ɪ t̪ ɑː b
ख़िताब	x ɪ t̪ ɑː b
ख़िताबी	kʰ ɪ t̪ ɑː b iː
ख़िताबी	x ɪ t̪ ɑː b iː
ख़िदमत	kʰ ɪ d̪ m ə t̪
ख़िदमत	x ɪ d̪ m ə t̪
ख़िदमतगार	kʰ ɪ d̪ m ə t̪ ɡ ɑː ɾ
ख़िदमतगार	x ɪ d̪ m ə t̪ ɡ ɑː ɾ
ख़िलाफ़	kʰ ɪ l ɑː pʰ
ख़िलाफ़	x ɪ l ɑː f
ख़ुद	kʰ ʊ d̪
ख़ुद	x ʊ d̪
ख़ुदकुशी	kʰ ʊ d̪ k ʊ ʃ iː
ख़ुदकुशी	x ʊ d̪ k ʊ ʃ iː
ख़ुफ़िया	kʰ ʊ pʰ iː j ɑː
ख़ुफ़िया	x ʊ f iː j ɑː
ख़ुराफ़ात	kʰ ʊ ɾ ɑː pʰ ɑː t̪
ख़ुराफ़ात	x ʊ ɾ ɑː f ɑː t̪
ख़ुलासा	kʰ ʊ l ɑː s ɑː
ख़ुलासा	x ʊ l ɑː s ɑː
ख़ुशआमदीद	kʰ ʊ ʃ ə ɑː m d̪ iː d̪
ख़ुशआमदीद	x ʊ ʃ ə ɑː m d̪ iː d̪
ख़ुशक़िस्मत	kʰ ʊ ʃ k ɪ s m ə t̪
ख़ुशक़िस्मत	x ʊ ʃ q ɪ s m ə t̪
ख़ुशख़बरी	kʰ ʊ ʃ kʰ ə b ɾ iː
ख़ुशख़बरी	x ʊ ʃ x ə b ɾ iː
ख़ुशनसीब	kʰ ʊ ʃ n ə s iː b
ख़ुशनसीब	x ʊ ʃ n ə s iː b
ख़ुशबू	kʰ ʊ ʃ b uː
ख़ुशबू	x ʊ ʃ b uː
ख़ुशबूदार	kʰ ʊ ʃ b uː d̪ ɑː ɾ
ख़ुशबूदार	x ʊ ʃ b uː d̪ ɑː ɾ
ख़ुशमिज़ाज	kʰ ʊ ʃ m ɪ d͡ʒ ɑː d͡ʒ
ख़ुशमिज़ाज	x ʊ ʃ m ɪ z ɑː d͡ʒ
ख़ुशहाल	kʰ ʊ ʃ ɦ ɑː l
ख़ुशहाल	x ʊ ʃ ɦ ɑː l
ख़ुशहाली	kʰ ʊ ʃ ɦ ɑː l iː
ख़ुशहाली	x ʊ ʃ ɦ ɑː l iː
ख़ुशाब	kʰ ʊ ʃ ɑː b
ख़ुशाब	x ʊ ʃ ɑː b
ख़ुशामद	kʰ ʊ ʃ ɑː m ə d̪
ख़ुशामद	x ʊ ʃ ɑː m ə d̪
ख़ुशी	kʰ ʊ ʃ iː
ख़ुशी	x ʊ ʃ iː
ख़ून	kʰ uː n
ख़ून	x uː n
ख़ूनी	kʰ uː n iː
ख़ूनी	x uː n iː
ख़ूबसूरत	kʰ uː b s uː ɾ ə t̪
ख़ूबसूरत	x uː b s uː ɾ ə t̪
ख़ूबानी	kʰ uː b ɑː n iː
ख़ूबानी	x uː b ɑː n iː
ख़ूबी	kʰ uː b iː
ख़ूबी	x uː b iː
ख़ैरात	kʰ ɛː ɾ ɑː t̪
ख़ैरात	x ɛː ɾ ɑː t̪
ख़ैरियत	kʰ ɛː ɾ iː j ə t̪
ख़ैरियत	x ɛː ɾ iː j ə t̪
ख़ौफ़	kʰ ɔː pʰ
ख़ौफ़	x ɔː f
ख़्याल	kʰ j ɑː l
ख़्याल	x j ɑː l
ख़्वाजा	kʰ ʋ ɑː d͡ʒ ɑː
ख़्वाजा	x ʋ ɑː d͡ʒ ɑː
ख़्वाब	kʰ ʋ ɑː b
ख़्वाब	x ʋ ɑː b
ख़्वाबगाह	kʰ ʋ ɑː b ɡ ɑːʱ
ख़्वाबगाह	x ʋ ɑː b ɡ ɑːʱ
ख़्वाहिश	kʰ ɑː ɦ ɪ ʃ
ख़्वाहिश	kʰ ʋ ɑː ɦ ɪ ʃ
ख़्वाहिश	x ɑː ɦ ɪ ʃ
ख़्वाहिश	x ʋ ɑː ɦ ɪ ʃ
ख़्वुरशेद	kʰ ʋ ʊ ɾ ʃ eː d̪
ख़्वुरशेद	x ʋ ʊ ɾ ʃ eː d̪
खाँग	kʰ ɑː ŋ ɡ
खाँसना	kʰ ɑː n s n ɑː
खाँसी	kʰ ɑː n s iː
खांसना	kʰ ɑː n s n ɑː
खाई	kʰ ɑː iː
खाट	kʰ ɑː ʈ
खाड़ी	kʰ ɑː ɽ iː
खाद	kʰ ɑː d̪
खादी	kʰ ɑː d̪ iː
खाद्य	kʰ ɑː d̪ j ə
खान	kʰ ɑː n
खाना	kʰ ɑː n ɑː
खारा	kʰ ɑː ɾ ɑː
खिंचाव	kʰ ɪ ɲ t͡ʃ ɑː ʋ
खिचड़ी	kʰ ɪ t͡ʃ ɽ iː
खिड़की	kʰ ɪ ɽ k iː
खिलना	kʰ ɪ l n ɑː
खिलवाना	kʰ ɪ l ʋ ɑː n ɑː
खिलाना	kʰ ɪ l ɑː n ɑː
खिलौना	kʰ ɪ l̪ ɔː n̪ ɑː
खिसकना	kʰ ɪ s ə k n ɑː
खींच	kʰ iː ɲ t͡ʃ
खींचतान	kʰ iː ɲ t͡ʃ t̪ ɑː n
खींचना	kʰ iː ɲ t͡ʃ n ɑː
खीर	kʰ iː ɾ
खीरा	kʰ iː ɾ ɑː
खीसा	kʰ iː s ɑː
खुजलाना	kʰ ʊ d͡ʒ l ɑː n ɑː
खुदरा	kʰ ʊ d̪ ɾ ɑː
खुदाई	kʰ ʊ d̪ ɑː iː
खुर	kʰ ʊ ɾ
खुरपा	kʰ ʊ ɾ p ɑː
खुलकर	kʰ ʊ l k ə ɾ
खुलना	kʰ ʊ l n ɑː
खुला	kʰ ʊ l ɑː
खुलापन	kʰ ʊ l ɑː p ə n
खुलेआम	kʰ ʊ l eː ɑː m
खूँटी	kʰ uː ɳ ʈ iː
खूब	kʰ uː b
खेत	kʰ eː t̪
खेतिहर	kʰ eː t̪ ɪ ɦ ə ɾ
खेती	kʰ eː t̪ iː
खेद	kʰ eː d̪
खेना	kʰ eː n ɑː
खेल	kʰ eː l
खेलकूद	kʰ eː l k uː d̪
खेलना	kʰ eː l n ɑː
खोंसना	kʰ oː n s n ɑː
खोआ	kʰ oː ɑː
खोका	kʰ oː k ɑː
खोज	kʰ oː d͡ʒ
खोजना	kʰ o d ʒ n̪ aː
खोटा	kʰ oː ʈ ɑː
खोदना	kʰ oː d̪ n ɑː
खोना	kʰ oː n ɑː
खोपड़ी	kʰ oː p ɽ iː
खोया	kʰ oː j ɑː
खोला	kʰ oː l ɑː
ख्मेर	kʰ m eː ɾ
ग	ɡ ə
गंगाजल	ɡ ə ŋ ɡ ɑː d͡ʒ ə l
गंजा	ɡ ə ɲ d͡ʒ ɑː
गंजी	ɡ ə ɲ d͡ʒ iː
गंतव्य	ɡ ə n t̪ ə ʋ jᵊ
गंदगी	ɡ ə n d̪ ə ɡ iː
गंदा	ɡ ə n d̪ ɑː
गंध	ɡ ə n d̪ʱ
गंभीर	ɡ ə m bʱ iː ɾ
गंवाना	ɡ ə̃ ʋ ɑː n ɑː
गई	ɡ ə iː
गऊ	ɡ ə uː
गगन	ɡ ə ɡ ə n
गगनचुंबी	ɡ ə ɡ ə n t͡ʃ ʊ m b iː
गगनभेदी	ɡ ə ɡ ə n bʱ eː d̪ iː
गज	ɡ ə d͡ʒ
गज़	ɡ ə d͡ʒ
गज़	ɡ ə z
गठजोड़	ɡ ə ʈʰ d͡ʒ oː ɽ
गठन	ɡ ə ʈʰ ə n
गठित	ɡ ə ʈʰ ɪ t̪
गड़बड़झाला	ɡ ə ɽ b ə ɽ d͡ʒʱ ɑː l ɑː
गड्ढा	ɡ ə ɖ ɖʱ ɑː
गढ़	ɡ ə ɽʱ
गढ़ना	ɡ ə ɽʱ n ɑː
गढ़वाल	ɡ ə ɽʱ ʋ ɑː l
गढ़ी	ɡ ə ɽʱ iː
गणना	ɡ ə ɳ n ɑː
गणित	ɡ ə ɳ ɪ t̪
गणितज्ञ	ɡ ə ɳ ɪ t̪ ə ɡ j
गणेश	ɡ ə ɳ e ʃ
गत	ɡ ə t̪
गति	ɡ ə t̪ iː
गतिकी	ɡ ə t̪ ɪ k iː
गतिज	ɡ ə t̪ ɪ d͡ʒ
गतिमान	ɡ ə t̪ ɪ m ɑː n
गतिरोध	ɡ ə t̪ ɪ ɾ oː d̪ʱ
गत्ता	ɡ ə t̪ t̪ ɑː
गदा	ɡ ə d̪ ɑː
गद्य	ɡ ə d̪ jᵊ
गधा	ɡ ə d̪ʱ ɑː
गन्दा	ɡ ə n d̪ ɑː
गन्ना	ɡ ə n n ɑː
गप	ɡ ə p
गपशप	ɡ ə p ʃ ə p
गमछा	ɡ ə m t͡ʃʰ ɑː
गमला	ɡ ə m l ɑː
गम्भीर	ɡ ə m bʱ iː ɾ
गया	ɡ ə j ɑː
गरिमा	ɡ ə ɾ ɪ m ɑː
गरुड	ɡ ə ɾ ʊ ɖ
गरुड़	ɡ ə ɾ ʊ ɽ
गरेबान	ɡ ə ɾ eː b ɑː n
गर्द	ɡ ə ɾ d̪
गर्दन	ɡ ə ɾ d̪ ə n
गर्दिश	ɡ ə ɾ d̪ ɪ ʃ
गर्भ	ɡ ə ɾ bʱ
गर्भपात	ɡ ə ɾ bʱ p ɑː t̪
गर्भवती	ɡ ə ɾ bʱ ʋ ə t̪ iː
गर्भवती	ɡ ə ɾ bʱᵊ ʋ ə t̪ iː
गर्भावस्था	ɡ ə ɾ bʱ ɑː ʋ ə s t̪ʰ ɑː
गर्भाशय	ɡ ə ɾ bʱ ɑː ʃ ə j
गर्म	ɡ ə ɾ m
गर्म	ɡ ə ɾ ə m
गर्मागर्म	ɡ ə ɾ m ɑː ɡ ə ɾ mᵊ
गलना	ɡ ə l n ɑː
गलबाँही	ɡ ə l b ɑ̃ː ɦ iː
गलसुआ	ɡ ə l s ʊ ɑː
गला	ɡ ə l ɑː
गलियारा	ɡ ə l iː j ɑː ɾ ɑː
गली	ɡ ə l iː
गवाह	ɡ ə ʋ ɑːʱ
गवाही	ɡ ə ʋ ɑː ɦ iː
गश्त	ɡ ə ʃ t̪
गहन	ɡ ə ɦ ə n
गहना	ɡ əʱ n ɑː
गहरा	ɡ əʱ ɾ ɑː
गहराई	ɡ əʱ ɾ ɑː iː
ग़	ɡ ə
ग़	ɣ ə
ग़ज़ब	ɡ ə d͡ʒ ə b
ग़ज़ब	ɣ ə z ə b
ग़द्दार	ɡ ə d̪ d̪ ɑː ɾ
ग़द्दार	ɣ ə d̪ d̪ ɑː ɾ
ग़नीमत	ɡ ə n iː m ə t̪
ग़नीमत	ɣ ə n iː m ə t̪
ग़बन	ɡ ə b ə n
ग़बन	ɣ ə b ə n
ग़म	ɡ ə m
ग़म	ɣ ə m
ग़रारा	ɡ ə ɾ ɑː ɾ ɑː
ग़रारा	ɣ ə ɾ ɑː ɾ ɑː
ग़रीब	ɡ ə ɾ iː b
ग़रीब	ɣ ə ɾ iː b
ग़रीबी	ɡ ə ɾ iː b iː
ग़रीबी	ɣ ə ɾ iː b iː
ग़लत	ɡ ə l ə t̪
ग़लत	ɣ ə l ə t̪
ग़लतफ़हमी	ɡ ə l ə t̪ pʰ əʱ m iː
ग़लतफ़हमी	ɣ ə l ə t̪ f əʱ m iː
ग़लती	ɡ ə l t̪ iː
ग़लती	ɣ ə l t̪ iː
ग़ाज़ियाबाद	ɡ ɑː d͡ʒ iː j ɑː b ɑː d̪
ग़ाज़ियाबाद	ɣ ɑː z iː j ɑː b ɑː d̪
ग़ायब	ɡ ɑː j ə b
ग़ायब	ɣ ɑː j ə b
ग़ुरूर	ɡ ʊ ɾ uː ɾ
ग़ुरूर	ɣ ʊ ɾ uː ɾ
ग़ुस्सा	ɡ ʊ s s ɑː
ग़ुस्सा	ɣ ʊ s s ɑː
ग़ैर	ɡ ɛː ɾ
ग़ैर	ɣ ɛː ɾ
ग़ैरक़ानूनी	ɡ ɛː ɾ k ɑː n uː n iː
ग़ैरक़ानूनी	ɣ ɛː ɾ q ɑː n uː n iː
ग़ैरमौजूदगी	ɡ ɛː ɾ m ɔː d͡ʒ uː d̪ ɡ iː
ग़ैरमौजूदगी	ɣ ɛː ɾ m ɔː d͡ʒ uː d̪ ɡ iː
ग़ोता	ɡ oː t̪ ɑː
ग़ोता	ɣ oː t̪ ɑː
ग़ोताख़ोर	ɡ oː t̪ ɑː kʰ oː ɾ
ग़ोताख़ोर	ɣ oː t̪ ɑː x oː ɾ
ग़ौरतलब	ɡ ɔː ɾ t̪ ə l ə b
ग़ौरतलब	ɣ ɔː ɾ t̪ ə l ə b
गाँजा	ɡ ɑː ɲ d͡ʒ ɑː
गाँठ	ɡ ɑː ɳ ʈʰ
गाँठकट	ɡ ɑː ɳ ʈʰ k ə ʈ
गाँडू	ɡ ɑː ɳ ɖ uː
गाँधी	ɡ ɑː n d̪ʱ iː
गाँधीनगर	ɡ ɑː n d̪ʱ iː n ə ɡ ə ɾ
गाँववाला	ɡ ɑ̃ː ʋ ʋ ɑː l ɑː
गांगुली	ɡ ɑː ŋ ɡ ʊ l iː
गांजा	ɡ ɑː ɲ d͡ʒ ɑː
गांड	ɡ ɑː ɳ ɖ
