'ch	χ
cyfnodol	k ə v n oː d ɔ l
cyfnodol	k ə v n ɔ d ɔ l
cyfnodolion	k ə v n ɔ d ɔ l j ɔ n
cyfnodolyn	k ə v n ɔ d oː l ɪ n
cyfnodolyn	k ə v n ɔ d ɔ l ɪ n
cyfnos	k ə v n ɔ s
cyfodi	k ə v oː d i
cyfodi	k ə v ɔ d i
cyfoethog	k ə v ɔ i̯ θ ɔ ɡ
cyfraith	k ə v r a i̯ θ
cyfraith	k ə v r ɛ θ
cyfranddeiliad	k ə v r a n ð e i̯ l j a d
cyfranddeiliaid	k ə v r a n ð e i̯ l j a i̯ d
cyfranddeiliaid	k ə v r a n ð e i̯ l j ɛ d
cyfrannog	k ə v r a n ɔ ɡ
cyfreithiwr	k ə v r e i̯ θ j ʊ r
cyfrif	k ə v r i
cyfrif	k ə v r ɪ v
cyfrifeg	k ə v r iː v ɛ ɡ
cyfrifeg	k ə v r ɪ v ɛ ɡ
cyfrifiad	k ə v r ɪ v j a d
cyfrifiadur	k ə v r ɪ v j a d ɪ r
cyfrifiadur	k ə v r ɪ v j aː d ɪ r
cyfrifiant	k ə v r ɪ v j a n t
cyfrifol	k ə v r iː v ɔ l
cyfrifol	k ə v r ɪ v ɔ l
cyfrifoldeb	k ə v r ɪ v ɔ l d ɛ b
cyfrifoldebau	k ə v r ɪ v ɔ l d eː b a i̯
cyfrifoldebau	k ə v r ɪ v ɔ l d eː b ɛ
cyfrifoldebau	k ə v r ɪ v ɔ l d ɛ b a i̯
cyfrifoldebau	k ə v r ɪ v ɔ l d ɛ b ɛ
cyfrifon	k ə v r iː v ɔ n
cyfrifon	k ə v r ɪ v ɔ n
cyfrifwr	k ə v r iː v ʊ r
cyfrifwr	k ə v r ɪ v ʊ r
cyfrifydd	k ə v r iː v ɪ ð
cyfrifydd	k ə v r ɪ v ɪ ð
cyfrin	k ə v r ɪ n
cyfrinach	k ə v r iː n a χ
cyfrinach	k ə v r ɪ n a χ
cyfrol	k ə v r ɔ l
cyfrwng	k ə v r ʊ ŋ
cyfrwngddarostyngedigaeth	k ə v r ʊ ŋ ð a r ɔ s d ə ŋ ɛ d iː ɡ a i̯ θ
cyfrwngddarostyngedigaeth	k ə v r ʊ ŋ ð a r ɔ s d ə ŋ ɛ d iː ɡ ɛ θ
cyfrwngddarostyngedigaeth	k ə v r ʊ ŋ ð a r ɔ s d ə ŋ ɛ d ɪ ɡ a i̯ θ
cyfrwngddarostyngedigaeth	k ə v r ʊ ŋ ð a r ɔ s d ə ŋ ɛ d ɪ ɡ ɛ θ
cyfrwy	k ə v r ʊ i̯
cyfrwyo	k ə v r ʊ i̯ ɔ
cyfryngau	k ə v r ə ŋ a i̯
cyfryngau	k ə v r ə ŋ ɛ
cyfryngi	k ə v r ə ŋ i
cyfryngiad	k ə v r ə ŋ j a d
cyfryngiadau	k ə v r ə ŋ j a d a i̯
cyfryngiadau	k ə v r ə ŋ j a d ɛ
cyfryngiadau	k ə v r ə ŋ j aː d a i̯
cyfryngiadau	k ə v r ə ŋ j aː d ɛ
cyfryngis	k ə v r ə ŋ i z
cyfryngu	k ə v r ə ŋ i
cyfryngwr	k ə v r ə ŋ ʊ r
cyfryngwyr	k ə v r ə ŋ w ɪ r
cyfun	k ə v ɪ n
cyfundrefn	k ə v ɪ n d r ɛ v n
cyfundrefnol	k ə v ɪ n d r ɛ v n ɔ l
cyfundrefnu	k ə v ɪ n d r ɛ v n i
cyfweld	k ə v w ɛ l d
cyfweliad	k ə v w ɛ l j a d
cyfwelydd	k ə v w eː l ɪ ð
cyfwelydd	k ə v w ɛ l ɪ ð
cyfyd	k ə v ɪ d
cyfyng	k ə v ɪ ŋ
cyhoeddus	k ə h ɔ i̯ ð ɪ s
cyhyd	k ə h iː d
cyhyd	k ə h ɪ d
cyhydnos	k ə h ə d n ɔ s
cyhydnos y gwanwyn	k ə h ə d n ɔ s ə ɡ w a n w ɪ n
cyhydnos yr hydref	k ə h ə d n ɔ s ə r h ə d r ɛ
cyhydnos yr hydref	k ə h ə d n ɔ s ə r h ə d r ɛ v
cyhyr	k ə h ɪ r
cyhyrog	k ə h ə r ɔ ɡ
cylch	k ɪ l χ
cylchgrawn	k ə l χ ɡ r a u̯ n
cylchgrawn	k ɪ l χ ɡ r a u̯ n
cylchoedd	k ə l χ ɔ i̯ ð
cylchoedd	k ə l χ ɔ ð
cylchu	k ə l χ i
cylion	k ə l j ɔ n
cyll	k ɪ ɬ
cyllell	k ə ɬ ɛ ɬ
cyllell	k ɪ ɬ ɛ ɬ
cyllell	k ɪ ɬ ɛ θ
cymaint	k ə m a i̯ n t
cymaint	k ə m ɛ n t
cymaint	k ɪ m ɛ n t
cymal	k ə m a l
cymar	k ə m a r
cymdeithasol	k ə m d e i̯ θ a s ɔ l
cymedr	k ə m ɛ d r
cymedrol	k ə m ɛ d r ɔ l
cymedroldeb	k ə m ɛ d r ɔ l d ɛ b
cymedroli	k ə m ɛ d r oː l i
cymedroli	k ə m ɛ d r ɔ l i
cymedrolwr	k ə m ɛ d r oː l ʊ r
cymedrolwr	k ə m ɛ d r ɔ l ʊ r
cymedrolwyr	k ə m ɛ d r ɔ l w ɪ r
cymell	k ə m ɛ ɬ
cymer	k ə m ɛ r
cymharu	k ə m a r i
cymharu	k ə m aː r i
cymharu	k ə m h a r i
cymharu	k ə m h aː r i
cymhleth	k ə m h l ɛ θ
cymhleth	k ə m l ɛ θ
cymhlethdod	k ə m h l ɛ θ d ɔ d
cymhlethdodau	k ə m h l ɛ θ d oː d a i̯
cymhlethdodau	k ə m h l ɛ θ d oː d ɛ
cymhlethdodau	k ə m h l ɛ θ d ɔ d a i̯
cymhlethdodau	k ə m h l ɛ θ d ɔ d ɛ
cymhlethdodau	k ə m l ɛ θ d oː d ɛ
cymhlethdodau	k ə m l ɛ θ d ɔ d ɛ
cymhlethu	k ə m h l ɛ θ i
cymorth	k ə m ɔ r θ
cymorthion	k ə m ɔ r θ j ɔ n
cymraeg	k ə m r a i̯ ɡ
cymraeg	k ə m r aː ɡ
cymraeg	k ʊ m r aː ɡ
cymraes	k ə m r a i̯ s
cymraesau	k ə m r e i̯ s a i̯
cymraesau	k ə m r e i̯ s ɛ
cymreig	k ə m r e i̯ ɡ
cymro	k ə m r ɔ
cymru	k ə m r i
cymry	k ə m r i
cymryd	k ə m r ɪ d
cymwys	k ə m ʊ i̯ s
cymylau	k ə m ə l a i̯
cymylau	k ə m ə l ɛ
cymylog	k ə m ə l ɔ ɡ
cymylu	k ə m ə l i
cymysg	k ə m ɪ s ɡ
cymysgedd	k ə m ə s ɡ ɛ ð
cymysglyd	k ə m ə s ɡ l ɪ d
cyn	k ɪ n
cyn hyn	k ɪ n h ɪ n
cyn hyn	k ɪ n ɪ n
cynaeafu	k n e i̯ a v i
cynaeafu	k n e i̯ aː v i
cynaeafu	k n e ɨ̯ a v ɨ
cynaeafu	k n i a v i
cynaeafu	k n i aː v i
cynaeafu	k ə n e i̯ a v i
cynaeafu	k ə n e i̯ aː v i
cynaniad	k ə n a n j a d
cynddrwg	k ə n ð r ʊ ɡ
cynffon	k ə n f ɔ n
cyngaws	k ə ŋ a u̯ s
cyngerdd	k ə ŋ ɛ r ð
cynghanedd	k ə ŋ h a n ɛ ð
cynghanedd	k ə ŋ h aː n ɛ ð
cynghori	k ə ŋ h oː r i
cynghori	k ə ŋ h ɔ r i
cynghrair	k ə ŋ r a i̯ r
cynghrair	k ə ŋ r ɛ r
cynghrair	k ə ŋ r̥ a i̯ r
cyngor	k ə ŋ ɔ r
cyngyd	k ə ŋ ɡ ɪ d
cyngyd	k ə ŋ ɪ d
cynhadledd	k ə n h a d l ɛ ð
cynhaeaf	k ə n h e i̯ a v
cynhenna	k ə n h ɛ n a
cynhennu	k ə n h ɛ n i
cynhennus	k ə n h ɛ n ɪ s
cynhesu	k ə n h ɛ s i
cynhorthwy	k ə n h ɔ r θ ʊ i̯
cynhyrchu	k ə n h ə r χ i
cynllunio	k ə n ɬ ɪ n j ɔ
cynnar	k ə n a r
cynnar	k ɪ n a r
cynnau	k ə n a i̯
cynnau	k ə n ɛ
cynnau	k ɪ n i
cynnau	k ɪ n ɛ
cynnen	k ə n ɛ n
cynnes	k ə n ɛ s
cynnig	k ə n ɪ ɡ
cynnud	k ə n ɪ d
cynnull	k ə n ɪ ɬ
cynnwrf	k ə n ʊ r v
cynnwys	k ə n ʊ i̯ s
cynnydd	k ə n ɪ ð
cynnyrch	k ə n ɪ r χ
cynorthwyo	k ə n ɔ r θ ʊ i̯ ɔ
cynorthwywyr	k ə n ɔ r θ ʊ i̯ w ɪ r
cynorthwyydd	k ə n ɔ r θ ʊ i̯ ɪ ð
cynrychioli	k ə n r ə χ j oː l i
cynrychioli	k ə n r ə χ j ɔ l i
cynt	k ɪ n t
cyntaf	k ə n t a
cyntaf	k ə n t a v
cyntaf	k ɪ n t a
cyntedd	k ə n t ɛ ð
cyntefin	k ə n t eː v ɪ n
cyntefin	k ə n t ɛ v ɪ n
cynulleidfa	k ə n ɪ ɬ e i̯ d v a
cynuta	k ə n ɪ t a
cynyddu	k ə n ə ð i
cyn‌gyd	k ə ŋ ɡ ɪ d
cyn‌gyd	k ə ŋ ɪ d
cyrch	k ɪ r χ
cyrchu	k ə r χ i
cyrhaeddaf	k ə r h a i̯ ð a v
cyrhaeddwch	k ə r h a i̯ ð ʊ χ
cyrhaeddwn	k ə r h a i̯ ð ʊ n
cyrn	k ɪ r n
cyrraedd	k ə r a i̯ ð
cyrraedd	k ə r a ð
cyrraedd	k ə r ɛ ð
cyrsiau	k ə r s j a i̯
cyrsiau	k ə r s j ɛ
cyrsiau	k ə r ʃ a i̯
cyrsiau	k ə r ʃ ɛ
cysgaf	k ə s ɡ a v
cysgiff	k ə s ɡ ɪ f
cysgu	k ə s ɡ i
cysgu fel clawdd	k ə s ɡ i v ɛ l k l a u̯ ð
cystadlaethau	k ə s d a d l e i̯ θ a i̯
cystadlaethau	k ə s d a d l e i̯ θ ɛ
cystadleuaeth	k ə s d a d l e i̯ a i̯ θ
cystadleuaeth	k ə s d a d l e i̯ ɛ θ
cystadleuol	k ə s d a d l e i̯ ɔ l
cystadleuwr	k ə s d a d l e i̯ ʊ r
cystadleuwyr	k ə s d a d l e i̯ w ɪ r
cystadleuydd	k ə s d a d l e i̯ ɪ ð
cystadlu	k ə s d a d l i
cystal	k ə s d a l
cystal	k ɪ s d a l
cystal	k ɪ s d ɛ l
cyswllt	k ə s ʊ ɬ d
cysylltair	k ə s ə ɬ d a i̯ r
cysylltiad	k ə s ə ɬ d j a d
cysylltnod	k ə s ə ɬ d n ɔ d
cysylltu	k ə s ə ɬ d i
cytgord	k ə t ɡ ɔ r d
cythraul	k ə θ r a i̯ l
cythraul	k ə θ r ɛ l
cythreuliaid	k ə θ r e i̯ l j a i̯ d
cythreuliaid	k ə θ r e i̯ l j ɛ d
cytref	k ə t r ɛ v
cytrefi	k ə t r eː v i
cytrefi	k ə t r ɛ v i
cytsain	k ə t s a i̯ n
cytseiniaid	k ə t s e i̯ n j a i̯ d
cytseiniaid	k ə t s e i̯ n j ɛ d
cytuno	k ə t iː n ɔ
cytûn	k ə t iː n
cywir	k ə u̯ ɪ r
cywydd	k ə u̯ ɪ ð
cywyddau	k ə w ə ð a i̯
cywyddau	k ə w ə ð ɛ
cyẅres	k ə uː r ɛ s
cyẅres	k ə ʊ r ɛ s
cân	k aː n
câr	k aː r
còd	k ɔ d
côd	k oː d
côr	k oː r
côr y cewri	k oː r ə k ɛ u̯ r i
côt	k oː t
cŵn	k uː n
cŷn	k iː n
da	d aː
daclus	d a k l ɪ s
dacluso	d a k l ɪ s ɔ
dacw	d a k u
dad	d aː d
dadiol	d a d j ɔ l
dadl	d a d l
dadlau	d a d l a i̯
dadlau	d a d l ɛ
dadleuol	d a d l e i̯ ɔ l
dadleuon	d a d l e i̯ ɔ n
dadlwytho	d a d l ʊ i̯ θ ɔ
dadwisgo	d a d w ɪ s ɡ ɔ
dadwisgo	d a d w ɪ ʃ ɡ ɔ
dadwreiddio	d a d r ɛ i̯ ð j ɔ
dadwreiddio	d a d r ɛ i̯ ð ɔ
dadwreiddio	d a d w r ɛ i̯ ð j ɔ
daear	d e i̯ a r
daearfoch	d e i̯ a r v ɔ χ
daeargryn	d e i̯ a r ɡ r ɪ n
daeargrynfeydd	d e i̯ a r ɡ r ə n v e i̯ ð
daeth	d a i̯ θ
daeth	d aː θ
dafad	d a v a d
dafad	d aː v a d
dafarn	d a v a r n
dafarn	d aː v a r n
dafarnwr	d a v a r n ʊ r
daflu	d a v l i
dafydd	d a v ɪ ð
dafydd	d aː v ɪ ð
dagrau	d a ɡ r a i̯
dagrau	d a ɡ r ɛ
dail	d a i̯ l
daioni	d a j oː n i
daioni	d a j ɔ n i
dair	d a i̯ r
daith	d a i̯ θ
dal	d a l
dala	d a l a
dala	d aː l a
dalan	d a l a n
dalan	d aː l a n
dalcen	d a l k ɛ n
daled	d a l ɛ d
daled	d aː l ɛ d
dalen	d a l ɛ n
dalen	d aː l ɛ n
dalent	d a l ɛ n t
dalent	d aː l ɛ n t
daler	d a l ɛ r
daler	d aː l ɛ r
dales	d a l ɛ s
dales	d aː l ɛ s
dalet	d a l ɛ t
dalet	d aː l ɛ t
dalfa	d a l v a
dali	d a l i
dali	d aː l i
dalia	d a l j a
daliad	d a l j a d
daliadaeth	d a l j a d a i̯ θ
daliadaeth	d a l j a d ɛ θ
daliadaeth	d a l j aː d a i̯ θ
daliadaeth	d a l j aː d ɛ θ
daliadaethau	d a l j a d e i̯ θ a i̯
daliadaethau	d a l j a d e i̯ θ ɛ
daliadau	d a l j a d a i̯
daliadau	d a l j a d ɛ
daliadau	d a l j aː d a i̯
daliadau	d a l j aː d ɛ
daliaf	d a l j a v
daliff	d a l ɪ f
daliff	d aː l ɪ f
dalit	d aː l ɪ t
dall	d a ɬ
dallt	d a ɬ t
dalo	d a l ɔ
dalo	d aː l ɔ
dalom	d a l ɔ m
dalom	d aː l ɔ m
dalu	d a l i
dalu	d aː l i
damwain	d a m w a i̯ n
damweiniau	d a m w e i̯ n j a i̯
damweiniau	d a m w e i̯ n j ɛ
damweinio	d a m w e i̯ n j ɔ
dan	d a n
danfon	d a n v ɔ n
dangos	d a ŋ ɡ ɔ s
dannoedd	d a n ɔ i̯ ð
dannoedd	d a n ɔ ð
dant	d a n t
darian	d a r j a n
darianau	d a r j a n a i̯
darianau	d a r j a n ɛ
darianau	d a r j aː n a i̯
darianau	d a r j aː n ɛ
darlithio	d a r l ɪ θ j ɔ
darlithydd	d a r l iː θ ɪ ð
darlithydd	d a r l ɪ θ ɪ ð
darlledu	d a r ɬ eː d i
darlledu	d a r ɬ ɛ d i
darllen	d a r ɬ ɛ n
darlunio	d a r l ɪ n j ɔ
darpar	d a r p a r
darparu	d a r p a r i
darparu	d a r p aː r i
darw	d a r u
darw	d aː r u
datblygiad	d a t b l ə ɡ j a d
datblygu	d a t b l ə ɡ i
datgelu	d a t ɡ eː l i
datgelu	d a t ɡ ɛ l i
datguddio	d a t ɡ ɪ ð j ɔ
dathlu	d a θ l i
datod	d a t ɔ d
datrys	d a t r ɪ s
datws	d a t ʊ s
datys	d a t ɪ s
dau	d a i̯
dau	d ɔ i̯
dau ar bymtheg	d a i̯ a r b ə m θ ɛ ɡ
dau ar hugain	d a i̯ a r h iː ɡ a i̯ n
dau ar hugain	d a i̯ a r h iː ɡ ɛ n
dau ar hugain	d a i̯ a r h ɪ ɡ a i̯ n
dau ar hugain	d a i̯ a r h ɪ ɡ ɛ n
daw	d a u̯
dawel	d a u̯ ɛ l
dawn	d a u̯ n
dawns	d a u̯ n s
dawnsio	d a u̯ n s j ɔ
dawnsio	d a u̯ n s ɔ
dawnsio	d a u̯ n ʃ ɔ
ddadlwytho	ð a d l ʊ i̯ θ ɔ
ddaear	ð e i̯ a r
ddafydd	ð a v ɪ ð
ddafydd	ð aː v ɪ ð
ddail	ð a i̯ l
ddal	ð a l
ddalen	ð a l ɛ n
ddalen	ð aː l ɛ n
ddangos	ð a ŋ ɡ ɔ s
ddannoedd	ð a n ɔ i̯ ð
ddannoedd	ð a n ɔ ð
ddant	ð a n t
ddarllen	ð a r ɬ ɛ n
ddarlunio	ð a r l ɪ n j ɔ
ddaru	ð a r i
ddaru	ð aː r i
ddathlu	ð a θ l i
ddau	ð a i̯
ddau	ð ɔ i̯
ddaw	ð a u̯
dde	ð eː
ddechrau	ð a χ r ɛ
ddechrau	ð ə χ r ɛ
ddechrau	ð ɛ χ r a i̯
ddechrau	ð ɛ χ r ɛ
ddefnyddio	ð ɛ v n ə ð j ɔ
ddegfed	ð ɛ ɡ v ɛ d
ddeilen	ð e i̯ l ɛ n
ddeiliad	ð e i̯ l j a d
ddeiliaid	ð e i̯ l j a i̯ d
ddeiliaid	ð e i̯ l j ɛ d
ddelo	ð eː l ɔ
ddelo	ð ɛ l ɔ
ddelw	ð eː l u
ddelw	ð ɛ l u
ddeng	ð ɛ ŋ
ddenmarc	ð ɛ n m a r k
ddere	ð eː r ɛ
ddere	ð ɛ r ɛ
ddeset	ð ɛ s ɛ t
ddeud	ð e i̯ d
ddeuddeg	ð e i̯ ð ɛ ɡ
ddeuddegfed	ð e i̯ ð ɛ ɡ v ɛ d
ddigon	ð iː ɡ ɔ n
ddigon	ð ɪ ɡ ɔ n
ddigwydd	ð ɪ ɡ w ɪ ð
ddim	m
ddim	ð ɪ m
ddim	ə m
ddiod	ð iː ɔ d
ddod	ð oː d
ddoe	d u ɛ
ddoe	ð oː
ddoe	ð ɔ i̯
ddoi	ð ɔ i̯
ddoli	ð ɔ l i
ddolis	ð ɔ l i z
ddolur	ð oː l ɪ r
ddolur	ð ɔ l ɪ r
ddos	ð oː s
ddown	ð o u̯ n
ddrama	ð r a m a
ddrama	ð r aː m a
ddringo	ð r ɪ ŋ ɔ
ddrud	ð r iː d
dduw	ð ɪ u̯
ddweud	ð w e i̯ d
ddwfr	ð ʊ v r
ddwylo	ð iː l ɔ
ddwylo	ð ʊ i̯ l ɔ
ddwywaith	ð ʊ i̯ w a i̯ θ
ddwywaith	ð ʊ i̯ w ɛ θ
ddyn	ð iː n
ddysgu	ð ə s ɡ i
ddôn	ð oː n
de	d eː
deall	d eː a ɬ
deall	d iː a ɬ
deall	d ɛ a ɬ
deall	d ɪ a ɬ
debyg	d eː b ɪ ɡ
debyg	d ɛ b ɪ ɡ
decaf	d ɛ k a v
dechrau	d a χ r ɛ
dechrau	d ə χ r ɛ
dechrau	d ɛ χ r a i̯
dechrau	d ɛ χ r ɛ
deddfu	d ɛ ð v i
deffro	d ɛ f r ɔ
deffry	d ɛ f r i
defnydd	d ɛ v n ɪ ð
defnyddiau	d ɛ v n ə ð j a i̯
defnyddiau	d ɛ v n ə ð j ɛ
defnyddio	d ɛ v n ə ð j ɔ
defnyddiwr	d ɛ v n ə ð j ʊ r
deg	d eː ɡ
deg ar hugain	d eː ɡ a r h iː ɡ a i̯ n
deg ar hugain	d eː ɡ a r h iː ɡ ɛ n
deg ar hugain	d eː ɡ a r h ɪ ɡ a i̯ n
deg ar hugain	d eː ɡ a r h ɪ ɡ ɛ n
degan	d eː ɡ a n
degan	d ɛ ɡ a n
degau	d eː ɡ a i̯
degau	d eː ɡ ɛ
degau	d ɛ ɡ a i̯
degau	d ɛ ɡ ɛ
degfed	d ɛ ɡ v ɛ d
dei	d e i̯
deigr	d e i̯ ɡ r
deigrod	d e i̯ ɡ r ɔ d
deigryn	d e i̯ ɡ r ɪ n
deil	d e i̯ l
deildai	d e i̯ l d a i̯
deildy	d e i̯ l d i
deilen	d e i̯ l ɛ n
deiliad	d e i̯ l j a d
deiliadaeth	d e i̯ l j a d a i̯ θ
deiliadaeth	d e i̯ l j a d ɛ θ
deiliadaeth	d e i̯ l j aː d a i̯ θ
deiliadaeth	d e i̯ l j aː d ɛ θ
deiliadaethau	d e i̯ l j a d e i̯ θ a i̯
deiliadaethau	d e i̯ l j a d e i̯ θ ɛ
deiliaid	d e i̯ l j a i̯ d
deiliaid	d e i̯ l j ɛ d
deirw	d e i̯ r u
deisen	d e i̯ s ɛ n
deisen	d e i̯ ʃ ɛ n
deisen	d iː ʃ ɛ n
delais	d eː l a i̯ s
delais	d ɛ l a i̯ s
deledu	d ɛ l eː d i
deledu	d ɛ l ɛ d i
delen	d eː l ɛ n
delen	d ɛ l ɛ n
deler	d eː l ɛ r
deler	d ɛ l ɛ r
deles	d eː l ɛ s
deles	d ɛ l ɛ s
delet	d eː l ɛ t
delet	d ɛ l ɛ t
delfryd	d ɛ l v r ɪ d
deli	d eː l i
deli	d ɛ l i
delir	d eː l ɪ r
delir	d ɛ l ɪ t
delit	d eː l ɪ t
delit	d ɛ l ɪ t
delo	d eː l ɔ
delo	d ɛ l ɔ
delom	d eː l ɔ m
delom	d ɛ l ɔ m
delw	d eː l u
delw	d ɛ l u
delyn	d eː l ɪ n
delyn	d ɛ l ɪ n
delynor	d ɛ l ə n ɔ r
delynores	d ɛ l ə n oː r ɛ s
delynores	d ɛ l ə n ɔ r ɛ s
delysg	d eː l ɪ s ɡ
delysg	d ɛ l ɪ s ɡ
denfyn	d ɛ n v ɪ n
deng	d ɛ ŋ
dengys	d ɛ ŋ ɡ ɪ s
denmarc	d ɛ n m a r k
denu	d eː n i
denu	d ɛ n i
derbyn	d ɛ r b ɪ n
derbynfa	d ɛ r b ə n v a
derbyniad	d ɛ r b ə n j a d
derbyniol	d ɛ r b ə n j o l
derbynneb	d ɛ r b ə n ɛ b
dere	d eː r ɛ
dere	d ɛ r ɛ
deri	d eː r i
deri	d ɛ r i
derw	d eː r u
derw	d ɛ r u
derwen	d ɛ r w ɛ n
derwydd	d ɛ r w ɪ ð
derwyddiaeth	d ɛ r w ə ð j a i̯ θ
derwyddiaeth	d ɛ r w ə ð j ɛ θ
des	d eː s
desen	d ɛ s ɛ n
deses	d ɛ s ɛ s
deset	ð ɛ s ɛ t
dest	d eː s d
dest	d ɛ s d
detyd	d ɛ t ɪ d
deud	d e i̯ d
deuddeg	d e i̯ ð ɛ ɡ
deuddegfed	d e i̯ ð ɛ ɡ v ɛ d
deuddegfed	d ɪ ð ɛ ɡ v ɛ d
deugain	d e i̯ ɡ a i̯ n
deugain	d e i̯ ɡ ɛ n
deugeiniau	d e i̯ ɡ e i̯ n j a i̯
deugeiniau	d e i̯ ɡ e i̯ n j ɛ
deugeiniau	d ɪ ɡ e i̯ n j ɛ
deulo	d e i̯ l ɔ
deulo	d iː l ɔ
deulu	d e i̯ l i
deulu	d iː l i
deunaw	d e i̯ n a u̯
deunydd	d e i̯ n ɪ ð
deunyddiau	d e i̯ n ə ð j a i̯
deunyddiau	d e i̯ n ə ð j ɛ
deuparth	d e i̯ p a r θ
deusaith	d e i̯ s a i̯ θ
dew	d ɛ u̯
dewch	d ɛ u̯ χ
dewed	d ɛ u̯ ɛ d
dewi	d ɛ u̯ i
dewis	d ɛ u̯ i s
dewis	d ɛ u̯ i ʃ
dewr	d ɛ u̯ r
deyrnaddoliant	d e i̯ r n a ð ɔ l j a n t
deyrnas	d e i̯ r n a s
di	d iː
dial	d i a l
dial	d iː a l
diamod	d i a m ɔ d
diamod	d i aː m ɔ d
diamod	d iː a m ɔ d
diamod	d iː aː m ɔ d
diarhebion	d i a r h ɛ b j ɔ n
dibwys	d iː b ʊ i̯ s
dibwys	d ɪ b ʊ i̯ s
dichon	d iː χ ɔ n
dichon	d ɪ χ ɔ n
diddordeb	d ɪ ð ɔ r d ɛ b
diddorol	d ɪ ð oː r ɔ l
diddorol	d ɪ ð ɔ r ɔ l
didranc	d ɪ d r a ŋ k
dienw	d i eː n u
dienw	d i ɛ n u
difetha	d ɪ v ɛ θ a
diffodd	d ɪ f ɔ ð
diffydd	d ɪ f ɪ ð
digalon	d ɪ ɡ a l ɔ n
digalon	d ɪ ɡ aː l ɔ n
digalondid	d ɪ ɡ a l ɔ n d ɪ d
digalonni	d ɪ ɡ a l ɔ n i
digon	d iː ɡ ɔ n
digon	d ɪ ɡ ɔ n
digoni	d ɪ ɡ oː n i
digoni	d ɪ ɡ ɔ n i
digwydd	d ɪ ɡ w ɪ ð
digwyddaf	d ɪ ɡ w ə ð a f
digwyddiad	d ɪ ɡ ʊ i̯ ð j a d
dihareb	d ɪ h a r ɛ b
dihareb	d ɪ h aː r ɛ b
dihuno	d iː n ɔ
dihuno	d ɪ h iː n ɔ
dihuno	d ɪ h ɪ n ɔ
dileu	d ɪ l e i̯
dillad	d ɪ ɬ a d
dilledyn	d ɪ ɬ eː d ɪ n
dilledyn	d ɪ ɬ ɛ d ɪ n
dilyn	d iː l ɪ n
dilyn	d ɪ l ɪ n
dim	d ɪ m
dinas	d iː n a s
dinas	d ɪ n a s
dinistrio	d ɪ n ɪ s d r j o
diobaith	d i oː b a i̯ θ
diobaith	d i ɔ b a i̯ θ
diod	d iː ɔ d
diodydd	d i oː d ɪ ð
diodydd	d i ɔ d ɪ ð
diodydd	d j oː d ɪ ð
diodydd	d j ɔ d ɪ ð
diogel	d j oː ɡ ɛ l
diogel	d j ɔ ɡ ɛ l
diogel	d ɪ oː ɡ ɛ l
diogel	d ɪ ɔ ɡ ɛ l
diolch yn fawr	d i ɔ l χ ə n v a u̯ r
diolch yn fawr iawn	d j ɔ l χ ə n v a u̯ r j a u̯ n
diolchgarwch	d i ɔ l χ ɡ a r ʊ χ
diolchgarwch	d iː ɔ l χ ɡ a r ʊ χ
dirmyg	d ɪ r m ɪ ɡ
dirmygu	d ɪ r m ə ɡ i
dirmygus	d ɪ r m ə ɡ ɪ s
dirwy	d iː r ʊ i̯
dirwy	d ɪ r ʊ i̯
diryw	d iː r ɪ u̯
diryw	d ɪ r ɪ u̯
disgwyl	d ɪ s ɡ ʊ i̯ l
disgwyl	d ɪ s ɡ ʊ l
disgwyl	d ɪ ʃ ɡ ʊ i̯ l
disgwyl	d ɪ ʃ ɡ ʊ l
disgybl	d ɪ s ɡ ɪ b l
disgyblion	d ɪ s ɡ ə b l j ɔ n
disgyn	d ɪ s ɡ ɪ n
disgyn	d ɪ ʃ ɡ ɪ n
diwedd	d ɪ u̯ ɛ ð
diweddar	d ɪ u̯ eː ð a r
diweddar	d ɪ u̯ ɛ ð a r
diweithdra	d ɪ w e i̯ θ d r a
diwerth	d ɪ u̯ ɛ r θ
diwethaf	d w ɛ θ a
diwethaf	d ɪ u̯ ɛ θ a
diwethaf	d ɪ u̯ ɛ θ a v
diwrnod	d w ə r n ɔ d
diwrnod	d ɪ u̯ r n ɔ d
diwrnod	d ʊ r n ɔ d
diwyd	d ɪ u̯ ɪ d
diwydiant	d ɪ u̯ ɪ d j a n t
diwyr	d i ʊ i̯ r
diwyr	d iː ʊ i̯ r
do	d oː
do'ch	d oː χ
do'n	d oː n
dod	d oː d
dodi	d oː d i
dodi	d ɔ d i
doedd	d oː ð
doedd	d ɔ i̯ ð
doeddech	d ɔ i̯ ð ɛ χ
doedden	d ɔ i̯ ð ɛ n
doeddet	d ɔ i̯ ð ɛ t
doeddwn	d ɔ i̯ ð ɛ n
doeddwn	d ɔ i̯ ð ʊ n
doem	d ɔ i̯ m
doen	d ɔ i̯ n
doer	d ɔ i̯ r
doet	d ɔ i̯ t
dof	d oː v
dofn	d oː v ɔ n
dofn	d ɔ v ɔ n
dogfen	d ɔ ɡ v ɛ n
doi	d ɔ i̯
doid	d ɔ i̯ d
doir	d ɔ i̯ r
dois	d ɔ i̯ s
doit	d ɔ i̯ t
dolen	d oː l ɛ n
dolen	d ɔ l ɛ n
dolffin	d ɔ l f ɪ n
dolffiniaid	d ɔ l f ɪ n j a i̯ d
dolffiniaid	d ɔ l f ɪ n j ɛ d
doli	d ɔ l i
