ͷ	t͡sʼ
οὐλοχύται	oː l o kʰ ý t a i̯
οὐλοχύται	u l o kʰ y t ɛ
οὐλοχύται	u l o x y t ɛ
οὐλοχύται	u l o ç i t e
οὐλοχύται	u l o ç y t e
οὐλοχύτασ	oː l o kʰ ý t aː s
οὐλοχύτασ	u l o kʰ y t a s
οὐλοχύτασ	u l o x y t a s
οὐλοχύτασ	u l o ç i t a s
οὐλοχύτασ	u l o ç y t a s
οὐλύμποιο	oː l ý m p o i̯ o
οὐλύμποιο	u l i m b i o
οὐλύμποιο	u l y m p y o
οὐολοῦσκοσ	u o l u s k o s
οὐολουμνία	u o l u m n i a
οὐρά	oː r ǎː
οὐρά	u r a
οὐράνη	oː r á n ɛː
οὐράνη	u r a n e
οὐράνη	u r a n i
οὐρέω	oː r é ɔː
οὐρέω	u r e o
οὐρέω	u r ɛ o
οὐρήθρα	oː r ɛ̌ː tʰ r aː
οὐρήθρα	u r e tʰ r a
οὐρήθρα	u r i θ r a
οὐρίαχοσ	oː r í a kʰ o s
οὐρίαχοσ	u r i a kʰ o s
οὐρίαχοσ	u r i a x o s
οὐραῖοσ	oː r â i̯ o s
οὐραῖοσ	u r e o s
οὐραῖοσ	u r ɛ o s
οὐρανία	oː r a n í aː
οὐρανία	u r a n i a
οὐρανίσκοσ	oː r a n í s k o s
οὐρανίσκοσ	u r a n i s k o s
οὐρανίωνεσ	oː r a n í ɔː n e s
οὐρανίωνεσ	u r a n i o n e s
οὐρανίωνεσ	u r a n i o n ɛ s
οὐρανοσκόποσ	oː r a n o s k ó p o s
οὐρανοσκόποσ	u r a n o s k o p o s
οὐρανοῦχοσ	oː r a n ôː kʰ o s
οὐρανοῦχοσ	u r a n u kʰ o s
οὐρανοῦχοσ	u r a n u x o s
οὐρανόθεν	oː r a n ó tʰ e n
οὐρανόθεν	u r a n o tʰ ɛ n
οὐρανόθεν	u r a n o θ e n
οὐρανόν	oː r a n ó n
οὐρανόν	u r a n o n
οὐρανόσ	oː r a n ó s
οὐρανόσ	u r a n o s
οὐραχόσ	oː r a kʰ ó s
οὐραχόσ	u r a kʰ o s
οὐραχόσ	u r a x o s
οὐρητήρ	oː r ɛː t ɛ̌ː r
οὐρητήρ	u r e t e r
οὐρητήρ	u r i t i r
οὐρητῆροσ	oː r ɛː t ɛ̂ː r o s
οὐρητῆροσ	u r e t e r o s
οὐρητῆροσ	u r i t i r o s
οὐροβόροσ	oː r o b ó r o s
οὐροβόροσ	u r o b o r o s
οὐροβόροσ	u r o v o r o s
οὐροβόροσ	u r o β o r o s
οὐροπύγιον	oː r o p y̌ː ɡ i o n
οὐροπύγιον	u r o p i ʝ i o n
οὐροπύγιον	u r o p y ɡ i o n
οὐροπύγιον	u r o p y ɣ i o n
οὐροπύγιον	u r o p y ʝ i o n
οὐρόσ	oː r ó s
οὐρόσ	u r o s
οὐσία	oː s í aː
οὐσία	u s i a
οὐσῶν	oː s ɔ̂ː n
οὐσῶν	u s o n
οὐτάω	oː t á ɔː
οὐτάω	u t a o
οὐτᾶι	oː t âː i̯
οὐτᾶι	u t a
οὐτιδανόσ	oː t i d a n ó s
οὐτιδανόσ	u t i d a n o s
οὐτιδανόσ	u t i ð a n o s
οὐχ	oː kʰ
οὐχ	u kʰ
οὐχ	u x
ουδεμίαν	oː d e m í a n
ουδεμίαν	u d ɛ m i a n
ουδεμίαν	u ð e m i a n
οἰάκων	i a k o n
οἰάκων	o i̯ ǎː k ɔː n
οἰάκων	y a k o n
οἰήϊον	i i i o n
οἰήϊον	o i̯ ɛ̌ː i o n
οἰήϊον	y e i o n
οἰήϊον	y i i o n
οἰβάρησ	i v a r i s
οἰβάρησ	o i̯ b á r ɛː s
οἰβάρησ	y b a r e s
οἰβάρησ	y v a r i s
οἰβάρησ	y β a r i s
οἰδέω	i ð e o
οἰδέω	o i̯ d é ɔː
οἰδέω	y d ɛ o
οἰδέω	y ð e o
οἰδίπουσ	i ð i p u s
οἰδίπουσ	o i̯ d í p oː s
οἰδίπουσ	y d i p u s
οἰδίπουσ	y ð i p u s
οἰκέτησ	i c e t i s
οἰκέτησ	o i̯ k é t ɛː s
οἰκέτησ	y c e t i s
οἰκέτησ	y k e t i s
οἰκέτησ	y k ɛ t e s
οἰκέω	i c e o
οἰκέω	o i̯ k é ɔː
οἰκέω	y c e o
οἰκέω	y k e o
οἰκέω	y k ɛ o
οἰκήσεισ	i c i s i s
οἰκήσεισ	o i̯ k ɛ̌ː s eː s
οἰκήσεισ	y c i s i s
οἰκήσεισ	y k e s i s
οἰκήσεισ	y k i s i s
οἰκήτορασ	i c i t o r a s
οἰκήτορασ	o i̯ k ɛ̌ː t o r a s
οἰκήτορασ	y c i t o r a s
οἰκήτορασ	y k e t o r a s
οἰκήτορασ	y k i t o r a s
οἰκήτωρ	i c i t o r
οἰκήτωρ	o i̯ k ɛ̌ː t ɔː r
οἰκήτωρ	y c i t o r
οἰκήτωρ	y k e t o r
οἰκήτωρ	y k i t o r
οἰκήϊοσ	i c i i o s
οἰκήϊοσ	o i̯ k ɛ̌ː i o s
οἰκήϊοσ	y c i i o s
οἰκήϊοσ	y k e i o s
οἰκήϊοσ	y k i i o s
οἰκία	i c i a
οἰκία	o i̯ k í aː
οἰκία	y c i a
οἰκία	y k i a
οἰκίαι	i c i a
οἰκίαι	i c i e
οἰκίαι	o i̯ k í a i̯
οἰκίαι	o i̯ k í aː i̯
οἰκίαι	y c i a
οἰκίαι	y c i e
οἰκίαι	y k i a
οἰκίαι	y k i ɛ
οἰκίαιν	i c i e n
οἰκίαιν	o i̯ k í a i̯ n
οἰκίαιν	y c i e n
οἰκίαιν	y k i ɛ n
οἰκίαισ	i c i e s
οἰκίαισ	o i̯ k í a i̯ s
οἰκίαισ	y c i e s
οἰκίαισ	y k i ɛ s
οἰκίαν	i c i a n
οἰκίαν	o i̯ k í aː n
οἰκίαν	y c i a n
οἰκίαν	y k i a n
οἰκίασ	i c i a s
οἰκίασ	o i̯ k í aː s
οἰκίασ	y c i a s
οἰκίασ	y k i a s
οἰκίζοντεσ	i c i z o n d e s
οἰκίζοντεσ	o i̯ k í z d o n t e s
οἰκίζοντεσ	y c i z o n t e s
οἰκίζοντεσ	y k i z o n t e s
οἰκίζοντεσ	y k i z o n t ɛ s
οἰκίζω	i c i z o
οἰκίζω	o i̯ k í z d ɔː
οἰκίζω	y c i z o
οἰκίζω	y k i z o
οἰκίζων	i c i z o n
οἰκίζων	o i̯ k í z d ɔː n
οἰκίζων	y c i z o n
οἰκίζων	y k i z o n
οἰκίη	i c i i
οἰκίη	o i̯ k í ɛː
οἰκίη	y c i i
οἰκίη	y k i e
οἰκίη	y k i i
οἰκίηι	i c i i
οἰκίηι	o i̯ k í ɛː i̯
οἰκίηι	y c i i
οἰκίηι	y k i e
οἰκίηι	y k i i
οἰκίην	i c i i n
οἰκίην	o i̯ k í ɛː n
οἰκίην	y c i i n
οἰκίην	y k i e n
οἰκίην	y k i i n
οἰκίησ	i c i i s
οἰκίησ	o i̯ k í ɛː s
οἰκίησ	y c i i s
οἰκίησ	y k i e s
οἰκίησ	y k i i s
οἰκίσκοσ	i c i s k o s
οἰκίσκοσ	o i̯ k í s k o s
οἰκίσκοσ	y c i s k o s
οἰκίσκοσ	y k i s k o s
οἰκείων	i c i o n
οἰκείων	o i̯ k ěː ɔː n
οἰκείων	y c i o n
οἰκείων	y k i o n
οἰκεῖ	i c i
οἰκεῖ	o i̯ k êː
οἰκεῖ	y c i
οἰκεῖ	y k i
οἰκεῖν	i c i n
οἰκεῖν	o i̯ k êː n
οἰκεῖν	y c i n
οἰκεῖν	y k i n
οἰκεῖον	i c i o n
οἰκεῖον	o i̯ k êː o n
οἰκεῖον	y c i o n
οἰκεῖον	y k i o n
οἰκεῖοσ	i c i o s
οἰκεῖοσ	o i̯ k êː o s
οἰκεῖοσ	y c i o s
οἰκεῖοσ	y k i o s
οἰκητικόσ	i c i t i k o s
οἰκητικόσ	o i̯ k ɛː t i k ó s
οἰκητικόσ	y c i t i k o s
οἰκητικόσ	y k e t i k o s
οἰκητικόσ	y k i t i k o s
οἰκητόρων	i c i t o r o n
οἰκητόρων	o i̯ k ɛː t ó r ɔː n
οἰκητόρων	y c i t o r o n
οἰκητόρων	y k e t o r o n
οἰκητόρων	y k i t o r o n
οἰκιέων	i c i e o n
οἰκιέων	o i̯ k i é ɔː n
οἰκιέων	y c i e o n
οἰκιέων	y k i e o n
οἰκιέων	y k i ɛ o n
οἰκισθείσ	i c i s θ i s
οἰκισθείσ	o i̯ k i s tʰ ěː s
οἰκισθείσ	y c i s θ i s
οἰκισθείσ	y k i s tʰ i s
οἰκισθείσ	y k i s θ i s
οἰκισθείσησ	i c i s θ i s i s
οἰκισθείσησ	o i̯ k i s tʰ ěː s ɛː s
οἰκισθείσησ	y c i s θ i s i s
οἰκισθείσησ	y k i s tʰ i s e s
οἰκισθείσησ	y k i s θ i s i s
οἰκιστήσ	i c i s t i s
οἰκιστήσ	o i̯ k i s t ɛ̌ː s
οἰκιστήσ	y c i s t i s
οἰκιστήσ	y k i s t e s
οἰκιστήσ	y k i s t i s
οἰκιῶν	i c i o n
οἰκιῶν	o i̯ k i ɔ̂ː n
οἰκιῶν	y c i o n
οἰκιῶν	y k i o n
οἰκλείδησ	i k l i ð i s
οἰκλείδησ	o i̯ k l ěː d ɛː s
οἰκλείδησ	y k l i d e s
οἰκλείδησ	y k l i ð i s
οἰκλῆσ	i k l i s
οἰκλῆσ	o i̯ k l ɛ̂ː s
οἰκλῆσ	y k l e s
οἰκλῆσ	y k l i s
οἰκογενήσ	i k o ʝ e n i s
οἰκογενήσ	o i̯ k o ɡ e n ɛ̌ː s
οἰκογενήσ	y k o ɡ ɛ n e s
οἰκογενήσ	y k o ɣ e n i s
οἰκογενήσ	y k o ʝ e n i s
οἰκοδεσπότησ	i k o ð e s p o t i s
οἰκοδεσπότησ	o i̯ k o d e s p ó t ɛː s
οἰκοδεσπότησ	y k o d ɛ s p o t e s
οἰκοδεσπότησ	y k o ð e s p o t i s
οἰκοδομέω	i k o ð o m e o
οἰκοδομέω	o i̯ k o d o m é ɔː
οἰκοδομέω	y k o d o m ɛ o
οἰκοδομέω	y k o ð o m e o
οἰκονομία	i k o n o m i a
οἰκονομία	o i̯ k o n o m í aː
οἰκονομία	y k o n o m i a
οἰκονομίαι	i k o n o m i a
οἰκονομίαι	o i̯ k o n o m í aː i̯
οἰκονομίαι	y k o n o m i a
οἰκονομίαν	i k o n o m i a n
οἰκονομίαν	o i̯ k o n o m í aː n
οἰκονομίαν	y k o n o m i a n
οἰκονομίασ	i k o n o m i a s
οἰκονομίασ	o i̯ k o n o m í aː s
οἰκονομίασ	y k o n o m i a s
οἰκονομικόσ	i k o n o m i k o s
οἰκονομικόσ	o i̯ k o n o m i k ó s
οἰκονομικόσ	y k o n o m i k o s
οἰκονόμοι	i k o n o m i
οἰκονόμοι	o i̯ k o n ó m o i̯
οἰκονόμοι	y k o n o m y
οἰκονόμοισ	i k o n o m i s
οἰκονόμοισ	o i̯ k o n ó m o i̯ s
οἰκονόμοισ	y k o n o m y s
οἰκονόμον	i k o n o m o n
οἰκονόμον	o i̯ k o n ó m o n
οἰκονόμον	y k o n o m o n
οἰκονόμοσ	i k o n o m o s
οἰκονόμοσ	o i̯ k o n ó m o s
οἰκονόμοσ	y k o n o m o s
οἰκονόμου	i k o n o m u
οἰκονόμου	o i̯ k o n ó m oː
οἰκονόμου	y k o n o m u
οἰκονόμουσ	i k o n o m u s
οἰκονόμουσ	o i̯ k o n ó m oː s
οἰκονόμουσ	y k o n o m u s
οἰκονόμωι	i k o n o m o
οἰκονόμωι	o i̯ k o n ó m ɔː i̯
οἰκονόμωι	y k o n o m o
οἰκονόμων	i k o n o m o n
οἰκονόμων	o i̯ k o n ó m ɔː n
οἰκονόμων	y k o n o m o n
οἰκοτύραννοσ	i k o t i r a n o s
οἰκοτύραννοσ	o i̯ k o t ý r a n n o s
οἰκοτύραννοσ	y k o t y r a n n o s
οἰκοῦντεσ	i k u n d e s
οἰκοῦντεσ	o i̯ k ôː n t e s
οἰκοῦντεσ	y k u n t e s
οἰκοῦντεσ	y k u n t ɛ s
οἰκουμέναισ	i k u m e n e s
οἰκουμέναισ	o i̯ k oː m é n a i̯ s
οἰκουμέναισ	y k u m e n e s
οἰκουμέναισ	y k u m e n ɛ s
οἰκουμέναισ	y k u m ɛ n ɛ s
οἰκουμενικόσ	i k u m e n i k o s
οἰκουμενικόσ	o i̯ k oː m e n i k ó s
οἰκουμενικόσ	y k u m e n i k o s
οἰκουμενικόσ	y k u m ɛ n i k o s
οἰκοφύλαξ	i k o f i l a k s
οἰκοφύλαξ	o i̯ k o pʰ ý l a k s
οἰκοφύλαξ	y k o f y l a k s
οἰκοφύλαξ	y k o pʰ y l a k s
οἰκοφύλαξ	y k o ɸ y l a k s
οἰκούμενοσ	i k u m e n o s
οἰκούμενοσ	o i̯ k ǒː m e n o s
οἰκούμενοσ	y k u m e n o s
οἰκούμενοσ	y k u m ɛ n o s
οἰκτρόσ	i k t r o s
οἰκτρόσ	o i̯ k t r ó s
οἰκτρόσ	y k t r o s
οἰκῶν	i k o n
οἰκῶν	o i̯ k ɔ̂ː n
οἰκῶν	y k o n
οἰλεύσ	i l e f s
οἰλεύσ	o i̯ l ě u̯ s
οἰλεύσ	y l e f s
οἰλεύσ	y l e ɸ s
οἰλεύσ	y l e ʍ s
οἰμωγή	i m o ʝ i
οἰμωγή	o i̯ m ɔː ɡ ɛ̌ː
οἰμωγή	y m o ɡ e
οἰμωγή	y m o ɣ i
οἰμωγή	y m o ʝ i
οἰμώζω	i m o z o
οἰμώζω	o i̯ m ɔ̌ː z d ɔː
οἰμώζω	y m o z o
οἰμώξασ	i m o k s a s
οἰμώξασ	o i̯ m ɔ̌ː k s aː s
οἰμώξασ	y m o k s a s
οἰνάνθη	i n a n θ i
οἰνάνθη	o i̯ n á n tʰ ɛː
οἰνάνθη	y n a n tʰ e
οἰνάνθη	y n a n θ i
οἰνάνθινοσ	i n a n θ i n o s
οἰνάνθινοσ	o i̯ n á n tʰ i n o s
οἰνάνθινοσ	y n a n tʰ i n o s
οἰνάνθινοσ	y n a n θ i n o s
οἰνάσ	i n a s
οἰνάσ	o i̯ n á s
οἰνάσ	y n a s
οἰνεύσ	i n e f s
οἰνεύσ	o i̯ n ě u̯ s
οἰνεύσ	y n e f s
οἰνεύσ	y n e ɸ s
οἰνεύσ	y n e ʍ s
οἰνηρόσ	i n i r o s
οἰνηρόσ	o i̯ n ɛː r ó s
οἰνηρόσ	y n e r o s
οἰνηρόσ	y n i r o s
οἰνιάδαι	i n i a ð e
οἰνιάδαι	o i̯ n i á d a i̯
οἰνιάδαι	y n i a d ɛ
οἰνιάδαι	y n i a ð e
οἰνιάδαι	y n i a ð ɛ
οἰνιάδησ	i n i a ð i s
οἰνιάδησ	o i̯ n i á d ɛː s
οἰνιάδησ	y n i a d e s
οἰνιάδησ	y n i a ð i s
οἰνοθήκη	i n o θ i c i
οἰνοθήκη	o i̯ n o tʰ ɛ̌ː k ɛː
οἰνοθήκη	y n o tʰ e k e
οἰνοθήκη	y n o θ i c i
οἰνοθήκη	y n o θ i k i
οἰνοφύλαξ	i n o f i l a k s
οἰνοφύλαξ	o i̯ n o pʰ ý l a k s
οἰνοφύλαξ	y n o f y l a k s
οἰνοφύλαξ	y n o pʰ y l a k s
οἰνοφύλαξ	y n o ɸ y l a k s
οἰνοχόη	i n o x o i
οἰνοχόη	o i̯ n o kʰ ó ɛː
οἰνοχόη	y n o kʰ o e
οἰνοχόη	y n o x o i
οἰνοχόοσ	i n o x o o s
οἰνοχόοσ	o i̯ n o kʰ ó o s
οἰνοχόοσ	y n o kʰ o o s
οἰνοχόοσ	y n o x o o s
οἰνωτρία	i n o t r i a
οἰνωτρία	o i̯ n ɔː t r í aː
οἰνωτρία	y n o t r i a
οἰνόανδα	i n o a n d a
οἰνόανδα	o i̯ n ó a n d a
οἰνόανδα	y n o a n d a
οἰνόη	i n o i
οἰνόη	o i̯ n ó ɛː
οἰνόη	y n o e
οἰνόη	y n o i
οἰνόμαοσ	i n o m a o s
οἰνόμαοσ	o i̯ n ó m a o s
οἰνόμαοσ	y n o m a o s
οἰνόφυτα	i n o f i t a
οἰνόφυτα	o i̯ n ó pʰ y t a
οἰνόφυτα	y n o f y t a
οἰνόφυτα	y n o pʰ y t a
οἰνόφυτα	y n o ɸ y t a
οἰνώνη	i n o n i
οἰνώνη	o i̯ n ɔ̌ː n ɛː
οἰνώνη	y n o n e
οἰνώνη	y n o n i
οἰρών	i r o n
οἰρών	o i̯ r ɔ̌ː n
οἰρών	y r o n
οἰσοφάγοσ	i s o f a ɣ o s
οἰσοφάγοσ	o i̯ s o pʰ á ɡ o s
οἰσοφάγοσ	y s o f a ɣ o s
οἰσοφάγοσ	y s o pʰ a ɡ o s
οἰσοφάγοσ	y s o ɸ a ɣ o s
οἰσύμη	i s i m i
οἰσύμη	o i̯ s ý m ɛː
οἰσύμη	y s y m e
οἰσύμη	y s y m i
οἰσύπη	i s i p i
οἰσύπη	o i̯ s ý p ɛː
οἰσύπη	y s y p e
οἰσύπη	y s y p i
οἰσύϊνοσ	i s i i n o s
οἰσύϊνοσ	o i̯ s ý i n o s
οἰσύϊνοσ	y s y i n o s
οἰτόσυροσ	i t o s i r o s
οἰτόσυροσ	o i̯ t ó s y r o s
οἰτόσυροσ	y t o s y r o s
οἰχαλία	i x a l i a
οἰχαλία	o i̯ kʰ a l í aː
οἰχαλία	y kʰ a l i a
οἰχαλία	y x a l i a
οἰχομένοιο	i x o m e n i o
οἰχομένοιο	o i̯ kʰ o m é n o i̯ o
οἰχομένοιο	y kʰ o m ɛ n y o
οἰχομένοιο	y x o m e n y o
οἰχόμενοσ	i x o m e n o s
οἰχόμενοσ	o i̯ kʰ ó m e n o s
οἰχόμενοσ	y kʰ o m ɛ n o s
οἰχόμενοσ	y x o m e n o s
οἰῶν	i o n
οἰῶν	o i̯ ɔ̂ː n
οἰῶν	y o n
οἰωνιστήριον	i o n i s t i r i o n
οἰωνιστήριον	o i̯ ɔː n i s t ɛ̌ː r i o n
οἰωνιστήριον	y o n i s t e r i o n
οἰωνιστήριον	y o n i s t i r i o n
οἰωνοί	i o n i
οἰωνοί	o i̯ ɔː n ǒ i̯
οἰωνοί	y o n y
οἰωνοσκοπικόσ	i o n o s k o p i k o s
οἰωνοσκοπικόσ	o i̯ ɔː n o s k o p i k ó s
οἰωνοσκοπικόσ	y o n o s k o p i k o s
οἰωνοσκόποσ	i o n o s k o p o s
οἰωνοσκόποσ	o i̯ ɔː n o s k ó p o s
οἰωνοσκόποσ	y o n o s k o p o s
οἰωνόσ	i o n o s
οἰωνόσ	o i̯ ɔː n ó s
οἰωνόσ	y o n o s
οἰόμενοι	i o m e n i
οἰόμενοι	o i̯ ó m e n o i̯
οἰόμενοι	y o m e n y
οἰόμενοι	y o m ɛ n y
οἰόμενοσ	i o m e n o s
οἰόμενοσ	o i̯ ó m e n o s
οἰόμενοσ	y o m e n o s
οἰόμενοσ	y o m ɛ n o s
οἱ	h o i̯
οἱ	h y
οἱ	i
οἱ	y
οἴα	i a
οἴα	y a
οἴα	ǒ i̯ w aː
οἴαγροσ	i a ɣ r o s
οἴαγροσ	y a ɡ r o s
οἴαγροσ	y a ɣ r o s
οἴαγροσ	ǒ i̯ a ɡ r o s
οἴαξ	i a k s
οἴαξ	y a k s
οἴαξ	ǒ i̯ aː k s
οἴγνυμι	i ɣ n i m i
οἴγνυμι	y ɡ n y m i
οἴγνυμι	y ɣ n y m i
οἴγνυμι	ǒ i̯ ɡ n yː m i
οἴγω	i ɣ o
οἴγω	y ɡ o
οἴγω	y ɣ o
οἴγω	ǒ i̯ ɡ ɔː
οἴδαμεν	i ð a m e n
οἴδαμεν	y d a m ɛ n
οἴδαμεν	y ð a m e n
οἴδαμεν	ǒ i̯ d a m e n
οἴδατε	i ð a t e
οἴδατε	y d a t ɛ
οἴδατε	y ð a t e
οἴδατε	ǒ i̯ d a t e
οἴδημα	i ð i m a
οἴδημα	y d e m a
οἴδημα	y ð i m a
οἴδημα	ǒ i̯ d ɛː m a
οἴη	i i
οἴη	y e
οἴη	y i
οἴη	ǒ i̯ w ɛː
οἴκαδ'	i k a ð
οἴκαδ'	y k a d
οἴκαδ'	y k a ð
οἴκαδ'	ǒ i̯ k a d
οἴκαδε	i k a ð e
οἴκαδε	y k a d ɛ
οἴκαδε	y k a ð e
οἴκαδε	ǒ i̯ k a d e
οἴκημα	i c i m a
οἴκημα	y c i m a
οἴκημα	y k e m a
οἴκημα	y k i m a
οἴκημα	ǒ i̯ k ɛː m a
οἴκησισ	i c i s i s
οἴκησισ	y c i s i s
οἴκησισ	y k e s i s
οἴκησισ	y k i s i s
οἴκησισ	ǒ i̯ k ɛː s i s
οἴκοθεν	i k o θ e n
οἴκοθεν	y k o tʰ ɛ n
οἴκοθεν	y k o θ e n
οἴκοθεν	ǒ i̯ k o tʰ e n
οἴκοι	i c i
οἴκοι	y c y
οἴκοι	y k y
οἴκοι	ǒ i̯ k o i̯
οἴκου	i k u
οἴκου	y k u
οἴκου	ǒ i̯ k oː
οἴκωι	i k o
οἴκωι	y k o
οἴκωι	ǒ i̯ k ɔː i̯
οἴκων	i k o n
οἴκων	y k o n
οἴκων	ǒ i̯ k ɔː n
οἴμοι	i m i
οἴμοι	y m y
οἴμοι	ǒ i̯ m o i̯
οἴναρον	i n a r o n
οἴναρον	y n a r o n
οἴναρον	ǒ i̯ n a r o n
οἴνη	i n i
οἴνη	y n e
οἴνη	y n i
οἴνη	ǒ i̯ n ɛː
οἴνινοσ	i n i n o s
οἴνινοσ	y n i n o s
οἴνινοσ	ǒ i̯ n i n o s
οἴνοιο	i n i o
οἴνοιο	y n y o
οἴνοιο	ǒ i̯ n o i̯ o
οἴνοπα	i n o p a
οἴνοπα	y n o p a
οἴνοπα	ǒ i̯ n o p a
οἴνοπι	i n o p i
οἴνοπι	y n o p i
οἴνοπι	ǒ i̯ n o p i
οἴνοποσ	i n o p o s
οἴνοποσ	y n o p o s
οἴνοποσ	ǒ i̯ n o p o s
οἴνου	i n u
οἴνου	y n u
οἴνου	ǒ i̯ n oː
οἴνωι	i n o
οἴνωι	y n o
οἴνωι	ǒ i̯ n ɔː i̯
οἴνωτροσ	i n o t r o s
οἴνωτροσ	y n o t r o s
οἴνωτροσ	ǒ i̯ n ɔː t r o s
οἴομαι	i o m e
οἴομαι	y o m e
οἴομαι	y o m ɛ
οἴομαι	ǒ i̯ o m a i̯
οἴονται	i o n d e
οἴονται	y o n t e
οἴονται	y o n t ɛ
οἴονται	ǒ i̯ o n t a i̯
οἴσπη	i s p i
οἴσπη	y s p e
οἴσπη	y s p i
οἴσπη	ǒ i̯ s p ɛː
οἴτη	i t i
οἴτη	y t e
οἴτη	y t i
οἴτη	ǒ i̯ t ɛː
οἴτυλοσ	i t i l o s
οἴτυλοσ	y t y l o s
οἴτυλοσ	ǒ i̯ t y l o s
οἴφω	i f o
οἴφω	y f o
οἴφω	y pʰ o
οἴφω	y ɸ o
οἴφω	ǒ i̯ pʰ ɔː
οἴχεται	i ç e t e
οἴχεται	y kʰ ɛ t ɛ
οἴχεται	y x e t ɛ
οἴχεται	y ç e t e
οἴχεται	ǒ i̯ kʰ e t a i̯
οἴχομαι	i x o m e
οἴχομαι	y kʰ o m ɛ
οἴχομαι	y x o m e
οἴχομαι	y x o m ɛ
οἴχομαι	ǒ i̯ kʰ o m a i̯
οἴω	i o
οἴω	y o
οἴω	ǒ i̯ ɔː
οἴωι	i o
οἴωι	y o
οἴωι	ǒ i̯ ɔː i̯
οἵ	h y
οἵ	h ǒ i̯
οἵ	i
οἵ	y
οἵδε	h y d ɛ
οἵδε	h ǒ i̯ d e
οἵδε	i ð e
οἵδε	y ð e
οἵη	h y e
οἵη	h ǒ i̯ ɛː
οἵη	i i
οἵη	y i
οἵπερ	h y p ɛ r
οἵπερ	h ǒ i̯ p e r
οἵπερ	i p e r
οἵπερ	y p e r
οἵτινεσ	h y t i n ɛ s
οἵτινεσ	h ǒ i̯ t i n e s
οἵτινεσ	i t i n e s
οἵτινεσ	y t i n e s
οἶα	i a
οἶα	y a
οἶα	ô i̯ w a
οἶδ'	i ð
οἶδ'	y d
οἶδ'	y ð
οἶδ'	ô i̯ d
οἶδα	i ð a
οἶδα	y d a
οἶδα	y ð a
οἶδα	ô i̯ d a
οἶδαξ	i ð a k s
οἶδαξ	y d a k s
οἶδαξ	y ð a k s
οἶδαξ	ô i̯ d a k s
οἶδασ	i ð a s
οἶδασ	y d a s
οἶδασ	y ð a s
οἶδασ	ô i̯ d a s
οἶδε	i ð e
οἶδε	y d ɛ
οἶδε	y ð e
οἶδε	ô i̯ d e
οἶδεν	i ð e n
οἶδεν	y d ɛ n
οἶδεν	y ð e n
οἶδεν	ô i̯ d e n
οἶκοι	i c i
οἶκοι	y c y
οἶκοι	y k y
οἶκοι	ô i̯ k o i̯
οἶκον	i k o n
οἶκον	y k o n
οἶκον	ô i̯ k o n
οἶκοσ	i k o s
οἶκοσ	y k o s
οἶκοσ	ô i̯ k o s
οἶκτοσ	i k t o s
οἶκτοσ	y k t o s
οἶκτοσ	ô i̯ k t o s
οἶκόνδε	i k o n d e
οἶκόνδε	w ô i̯ k ó n d e
οἶκόνδε	y k o n d e
οἶκόνδε	y k o n d ɛ
