अ	ɐ
ज्येष्ठ	d͡ʑ j ɐ́ j ʂ ʈʰ ɐ
ज्योति	d͡ʑ j oː t̪ i
ज्योति	d͡ʑ j ɐ w t̪ i
ज्योतिरिङ्गण	d͡ʑ j oː t̪ i ɾ i ŋ ɡ ɐ ɳ ɐ
ज्योतिरिङ्गण	d͡ʑ j ɐ w t̪ i ɾ i ŋ ɡ ɐ ɳ ɐ
ज्योतिष	d͡ʑ j oː t̪ i ʂ ɐ
ज्योतिष	d͡ʑ j ɐ w t̪ i ʂ ɐ
ज्योतिस्	d͡ʑ j oː t̪ i s̪
ज्योतिस्	d͡ʑ j ɐ́ w t̪ i s̪
ज्योत्स्ना	d͡ʑ j oː t̪ s̪ n̪ ɑː
ज्योत्स्ना	d͡ʑ j ɐ́ w t̪ s̪ n̪ ɑː
ज्रयस्	d͡ʑ ɾ ɐ j ɐ s̪
ज्रयस्	d͡ʑ ɾ ɐ́ j ɐ s̪
ज्वलति	d͡ʑ ʋ ɐ l̪ ɐ t̪ i
ज्वलति	d͡ʑ ʋ ɐ́ l̪ ɐ t̪ i
झकार	d͡ʑʱ ɐ k ɑː ɾ ɐ
ञकार	ɲ ɐ k ɑː ɾ ɐ
टहति	ʈ ɐ ɦ ɐ t̪ i
टहति	ʈ ɐ́ ɦ ɐ t̪ i
टिण्डिश	ʈ i ɳ ɖ i ɕ ɐ
डकार	ɖ ɐ k ɑː ɾ ɐ
डमरु	ɖ ɐ m ɐ ɾ u
डमरुक	ɖ ɐ m ɐ ɾ u k ɐ
डाल	ɖ ɑː l̪ ɐ
डालम्	ɖ ɑː l̪ ɐ m
डालयोस्	ɖ ɑː l̪ ɐ j oː s̪
डालयोस्	ɖ ɑː l̪ ɐ j ɐ w s̪
डालस्	ɖ ɑː l̪ ɐ s̪
डालस्य	ɖ ɑː l̪ ɐ s̪ j ɐ
डालात्	ɖ ɑː l̪ ɑː t̪
डालानाम्	ɖ ɑː l̪ ɑː n̪ ɑː m
डालान्	ɖ ɑː l̪ ɑː n̪
डालाभ्याम्	ɖ ɑː l̪ ɑː bʱ j ɑː m
डालाय	ɖ ɑː l̪ ɑː j ɐ
डालासस्	ɖ ɑː l̪ ɑː s̪ ɐ s̪
डालास्	ɖ ɑː l̪ ɑː s̪
डाले	ɖ ɑː l̪ eː
डाले	ɖ ɑː l̪ ɐ j
डालेन	ɖ ɑː l̪ eː n̪ ɐ
डालेन	ɖ ɑː l̪ ɐ j n̪ ɐ
डालेभिस्	ɖ ɑː l̪ eː bʱ i s̪
डालेभिस्	ɖ ɑː l̪ ɐ j bʱ i s̪
डालेभ्यस्	ɖ ɑː l̪ eː bʱ j ɐ s̪
डालेभ्यस्	ɖ ɑː l̪ ɐ j bʱ j ɐ s̪
डालेषु	ɖ ɑː l̪ eː ʂ u
डालेषु	ɖ ɑː l̪ ɐ j ʂ u
डालैस्	ɖ ɑː l̪ ɑ j s̪
डालैस्	ɖ ɑː l̪ ɑː j s̪
डालौ	ɖ ɑː l̪ ɑ w
डालौ	ɖ ɑː l̪ ɑː w
डिण्डिश	ɖ i ɳ ɖ i ɕ ɐ
डिम्ब	ɖ i m b ɐ
ढोल	ɖʱ oː l̪ ɐ
ढोल	ɖʱ ɐ w l̪ ɐ
तकु	t̪ ɐ k u
तकु	t̪ ɐ́ k u
तक्र	t̪ ɐ k ɾ ɐ
तक्र	t̪ ɐ́ k ɾ ɐ
तक्व	t̪ ɐ k ʋ ɐ
तक्व	t̪ ɐ k ʋ ɐ́
तक्षति	t̪ ɐ k ʂ ɐ t̪ i
तक्षति	t̪ ɐ́ k ʂ ɐ t̪ i
तक्षन्	t̪ ɐ k ʂ ɐ n̪
तक्षन्	t̪ ɐ́ k ʂ ɐ n̪
तक्षशिला	t̪ ɐ k ʂ ɐ ɕ i l̪ ɑː
तडित्	t̪ ɐ ɖ i t̪
तडित्	t̪ ɐ ɖ í t̪
तड्	t̪ ɐ ɖ
तत	t̪ ɐ t̪ ɐ
तत	t̪ ɐ t̪ ɐ́
ततः	t̪ ɐ t̪ ɐ h
तति	t̪ ɐ t̪ i
तति	t̪ ɐ́ t̪ i
तत्	t̪ ɐ t̪
तत्क्षण	t̪ ɐ t̪ k ʂ ɐ ɳ ɐ
तत्त्वमसि	t̪ ɐ t̪ t̪ ʋ ɐ m ɐ s̪ i
तत्पश्चात्	t̪ ɐ t̪ p ɐ ɕ t͡ɕ ɑː t̪
तत्र	t̪ ɐ t̪ ɾ ɐ
तत्र	t̪ ɐ́ t̪ ɾ ɐ
तत्रैव	t̪ ɐ t̪ ɾ ɑ j ʋ ɐ
तत्रैव	t̪ ɐ t̪ ɾ ɑː j ʋ ɐ
तदुपरान्त	t̪ ɐ d̪ u p ɐ ɾ ɑː n̪ t̪ ɐ
तद्	t̪ ɐ d̪
तद्	t̪ ɐ́ d̪
तन	t̪ ɐ n̪ ɐ
तन	t̪ ɐ́ n̪ ɐ
तनक्ति	t̪ ɐ n̪ ɐ k t̪ i
तनम्	t̪ ɐ n̪ ɐ m
तनयोः	t̪ ɐ n̪ ɐ j oː h
तनयोः	t̪ ɐ n̪ ɐ j ɐ w h
तनस्	t̪ ɐ n̪ ɐ s̪
तनस्	t̪ ɐ́ n̪ ɐ s̪
तनस्य	t̪ ɐ n̪ ɐ s̪ j ɐ
तना	t̪ ɐ n̪ ɑː
तनात्	t̪ ɐ n̪ ɑː t̪
तनानाम्	t̪ ɐ n̪ ɑː n̪ ɑː m
तनानि	t̪ ɐ n̪ ɑː n̪ i
तनाभ्याम्	t̪ ɐ n̪ ɑː bʱ j ɑː m
तनाय	t̪ ɐ n̪ ɑː j ɐ
तनु	t̪ ɐ n̪ u
तनु	t̪ ɐ n̪ ú
तनुतात्	t̪ ɐ n̪ u t̪ ɑː t̪
तनुताम्	t̪ ɐ n̪ u t̪ ɑː m
तनुमः	t̪ ɐ n̪ u m ɐ h
तनुवः	t̪ ɐ n̪ u ʋ ɐ h
तनू	t̪ ɐ n̪ uː
तनू	t̪ ɐ n̪ úː
तने	t̪ ɐ n̪ eː
तने	t̪ ɐ n̪ ɐ j
तनेन	t̪ ɐ n̪ eː n̪ ɐ
तनेन	t̪ ɐ n̪ ɐ j n̪ ɐ
तनेभिः	t̪ ɐ n̪ eː bʱ i h
तनेभिः	t̪ ɐ n̪ ɐ j bʱ i h
तनेभ्यः	t̪ ɐ n̪ eː bʱ j ɐ h
तनेभ्यः	t̪ ɐ n̪ ɐ j bʱ j ɐ h
तनेषु	t̪ ɐ n̪ eː ʂ u
तनेषु	t̪ ɐ n̪ ɐ j ʂ u
तनैः	t̪ ɐ n̪ ɑ j h
तनैः	t̪ ɐ n̪ ɑː j h
तनोति	t̪ ɐ n̪ oː t̪ i
तनोति	t̪ ɐ n̪ ɐ́ w t̪ i
तनोतु	t̪ ɐ n̪ oː t̪ u
तनोतु	t̪ ɐ n̪ ɐ w t̪ u
तनोमि	t̪ ɐ n̪ oː m i
तनोमि	t̪ ɐ n̪ ɐ w m i
तनोषि	t̪ ɐ n̪ oː ʂ i
तनोषि	t̪ ɐ n̪ ɐ w ʂ i
तन्	t̪ ɐ n̪
तन्तु	t̪ ɐ n̪ t̪ u
तन्तु	t̪ ɐ́ n̪ t̪ u
तन्त्र	t̪ ɐ n̪ t̪ ɾ ɐ
तन्त्र	t̪ ɐ́ n̪ t̪ ɾ ɐ
तन्त्रयति	t̪ ɐ n̪ t̪ ɾ ɐ j ɐ t̪ i
तन्मः	t̪ ɐ n̪ m ɐ h
तन्वः	t̪ ɐ n̪ ʋ ɐ h
तपति	t̪ ɐ p ɐ t̪ i
तपति	t̪ ɐ́ p ɐ t̪ i
तपस्	t̪ ɐ p ɐ s̪
तपस्	t̪ ɐ́ p ɐ s̪
तप्	t̪ ɐ p
तमस्	t̪ ɐ m ɐ s̪
तमस्	t̪ ɐ́ m ɐ s̪
तमस्वत्	t̪ ɐ m ɐ s̪ ʋ ɐ t̪
तमस्वत्	t̪ ɐ́ m ɐ s̪ ʋ ɐ t̪
तम्	t̪ ɐ m
तरण	t̪ ɐ ɾ ɐ ɳ ɐ
तरणक्रीडा	t̪ ɐ ɾ ɐ ɳ ɐ k ɾ iː ɖ ɑː
तरणताल	t̪ ɐ ɾ ɐ ɳ ɐ t̪ ɑː l̪ ɐ
तरति	t̪ ɐ ɾ ɐ t̪ i
तरति	t̪ ɐ́ ɾ ɐ t̪ i
तरुण	t̪ ɐ ɾ u ɳ ɐ
तरुण	t̪ ɐ́ ɾ u ɳ ɐ
तरुतृ	t̪ ɐ ɾ u t̪ r̩
तरुस्	t̪ ɐ ɾ u s̪
तरुस्	t̪ ɐ́ ɾ u s̪
तर्क	t̪ ɐ ɾ k ɐ
तर्क	t̪ ɐ ɾ k ɐ́
तर्कु	t̪ ɐ ɾ k u
तर्कु	t̪ ɐ ɾ k ú
तल	t̪ ɐ l̪ ɐ
तल	t̪ ɐ́ l̪ ɐ
तलक	t̪ ɐ l̪ ɐ k ɐ
तलातल	t̪ ɐ l̪ ɑː t̪ ɐ l̪ ɐ
तलित	t̪ ɐ l̪ i t̪ ɐ
तल्	t̪ ɐ l̪
तव	t̪ ɐ ʋ ɐ
तवस्	t̪ ɐ ʋ ɐ s̪
तवस्	t̪ ɐ ʋ ɐ́ s̪
तवस्य	t̪ ɐ ʋ ɐ s̪ j ɐ
तवस्य	t̪ ɐ ʋ ɐ s̪ j ɐ́
तविष	t̪ ɐ ʋ i ʂ ɐ
तविष	t̪ ɐ ʋ i ʂ ɐ́
तविषी	t̪ ɐ ʋ i ʂ iː
तविषी	t̪ ɐ́ ʋ i ʂ iː
तविषीयु	t̪ ɐ ʋ i ʂ iː j u
तविषीयु	t̪ ɐ ʋ i ʂ iː j ú
तविष्या	t̪ ɐ ʋ i ʂ j ɑː
तविष्या	t̪ ɐ ʋ i ʂ j ɑ́ː
तव्य	t̪ ɐ ʋ j ɐ
तव्य	t̪ ɐ ʋ j ɐ́
तव्य	t̪ ɐ́ ʋ j ɐ
तस्थौ	t̪ ɐ s̪ t̪ʰ ɑ w
तस्थौ	t̪ ɐ s̪ t̪ʰ ɑ́ː w
तस्मिन्	t̪ ɐ s̪ m i n̪
तस्मै	t̪ ɐ s̪ m ɑ j
तस्मै	t̪ ɐ s̪ m ɑː j
तस्य	t̪ ɐ s̪ j ɐ
ताण्डव	t̪ ɑː ɳ ɖ ɐ ʋ ɐ
तात	t̪ ɑː t̪ ɐ
तात	t̪ ɑː t̪ ɐ́
तान	t̪ ɑː n̪ ɐ
तान	t̪ ɑ́ː n̪ ɐ
तानि	t̪ ɑː n̪ i
तापयति	t̪ ɑː p ɐ j ɐ t̪ i
ताम्र	t̪ ɑː m ɾ ɐ
ताम्र	t̪ ɑː m ɾ ɐ́
ताम्रमुख	t̪ ɑː m ɾ ɐ m u kʰ ɐ
तायु	t̪ ɑː j u
तायु	t̪ ɑː j ú
तारक	t̪ ɑː ɾ ɐ k ɐ
तारण	t̪ ɑː ɾ ɐ ɳ ɐ
तारा	t̪ ɑː ɾ ɑː
तार्किक	t̪ ɑː ɾ k i k ɐ
ताल	t̪ ɑː l̪ ɐ
तालक	t̪ ɑː l̪ ɐ k ɐ
ताला	t̪ ɑː l̪ ɑː
तालानि	t̪ ɑː l̪ ɑː n̪ i
तालिन्	t̪ ɑː l̪ i n̪
ताली	t̪ ɑː l̪ iː
तावत्क	t̪ ɑː ʋ ɐ t̪ k ɐ
तावत्क	t̪ ɑ́ː ʋ ɐ t̪ k ɐ
ताष्टि	t̪ ɑː ʂ ʈ i
ताष्टि	t̪ ɑ́ː ʂ ʈ i
तिग्म	t̪ i ɡ m ɐ
तिग्म	t̪ i ɡ m ɐ́
तितउ	t̪ i t̪ ɐ u
तितउ	t̪ í t̪ ɐ u
तित्तिर	t̪ i t̪ t̪ i ɾ ɐ
तित्तिर	t̪ i t̪ t̪ i ɾ ɐ́
तिथि	t̪ i t̪ʰ i
तिन्दिश	t̪ i n̪ d̪ i ɕ ɐ
तिरस्	t̪ i ɾ ɐ s̪
तिरस्	t̪ i ɾ ɐ́ s̪
तिल	t̪ i l̪ ɐ
तिष्ठति	t̪ i ʂ ʈʰ ɐ t̪ i
तिष्ठति	t̪ í ʂ ʈʰ ɐ t̪ i
तीक्ष्ण	t̪ iː k ʂ ɳ ɐ
तीक्ष्ण	t̪ iː k ʂ ɳ ɐ́
तीक्ष्णदंष्ट्रक	t̪ iː k ʂ ɳ ɐ d̪ ɐ̃ ʂ ʈ ɾ ɐ k ɐ
तीर्त्वा	t̪ iː ɾ t̪ ʋ ɑː
तीव्र	t̪ iː ʋ ɾ ɐ
तीव्र	t̪ iː ʋ ɾ ɐ́
तु	t̪ u
तु	t̪ ú
तुखार	t̪ u kʰ ɑː ɾ ɐ
तुच्छ्य	t̪ u t t͡ɕʰ j ɐ
तुच्छ्य	t̪ u t t͡ɕʰ j ɐ́
तुञ्ज	t̪ u ɲ d͡ʑ ɐ
तुञ्ज	t̪ u ɲ d͡ʑ ɐ́
तुण्ड	t̪ u ɳ ɖ ɐ
तुतोर्ति	t̪ u t̪ oː ɾ t̪ i
तुतोर्ति	t̪ u t̪ ɐ w ɾ t̪ i
तुदति	t̪ u d̪ ɐ t̪ i
तुदति	t̪ u d̪ ɐ́ t̪ i
तुमुल	t̪ u m u l̪ ɐ
तुमुल	t̪ u m ú l̪ ɐ
तुर	t̪ u ɾ ɐ
तुर	t̪ u ɾ ɐ́
तुरस्पेय	t̪ u ɾ ɐ s̪ p eː j ɐ
तुरस्पेय	t̪ u ɾ ɐ s̪ p ɐ́ j j ɐ
तुरीय	t̪ u ɾ iː j ɐ
तुरीय	t̪ u ɾ íː j ɐ
तुर्वणे	t̪ u ɾ ʋ ɐ ɳ eː
तुर्वणे	t̪ u ɾ ʋ ɐ́ ɳ ɐ j
तुविद्युम्न	t̪ u ʋ i d̪ j u m n̪ ɐ
तुविद्युम्न	t̪ u ʋ í d̪ j u m n̪ ɐ
तुष्यति	t̪ u ʂ j ɐ t̪ i
तुष्यति	t̪ ú ʂ j ɐ t̪ i
तूय	t̪ uː j ɐ
तूय	t̪ úː j ɐ
तूष्णीम्	t̪ uː ʂ ɳ iː m
तूष्णीम्	t̪ uː ʂ ɳ íː m
तृ	t̪ r̩
तृ	t̪ ŕ̩
तृढ	t̪ r̩ ɖʱ ɐ
तृढ	t̪ r̩ ɖʱ ɐ́
तृण	t̪ r̩ ɳ ɐ
तृण	t̪ ŕ̩ ɳ ɐ
तृणेढि	t̪ r̩ ɳ eː ɖʱ i
तृणेढि	t̪ r̩ ɳ ɐ j ɖʱ i
तृण्	t̪ r̩ ɳ
तृतीय	t̪ r̩ t̪ iː j ɐ
तृतीय	t̪ r̩ t̪ íː j ɐ
तृन्त्ते	t̪ r̩ n̪ t̪ t̪ eː
तृन्त्ते	t̪ ŕ̩ n̪ t̪ t̪ ɐ j
तृप्त	t̪ r̩ p t̪ ɐ
तृप्त	t̪ r̩ p t̪ ɐ́
तृप्ति	t̪ r̩ p t̪ i
तृप्ति	t̪ ŕ̩ p t̪ i
तृष्णा	t̪ r̩ ʂ ɳ ɑː
तृष्णा	t̪ ŕ̩ ʂ ɳ ɑː
तृष्यति	t̪ r̩ ʂ j ɐ t̪ i
तृष्यति	t̪ ŕ̩ ʂ j ɐ t̪ i
ते	t̪ eː
ते	t̪ ɐ j
तेजते	t̪ eː d͡ʑ ɐ t̪ eː
तेजते	t̪ ɐ́ j d͡ʑ ɐ t̪ ɐ j
तेजस्	t̪ eː d͡ʑ ɐ s̪
तेजस्	t̪ ɐ́ j d͡ʑ ɐ s̪
तेजस्विन्	t̪ eː d͡ʑ ɐ s̪ ʋ i n̪
तेजस्विन्	t̪ ɐ j d͡ʑ ɐ s̪ ʋ i n̪
तेभ्यः	t̪ eː bʱ j ɐ h
तेभ्यः	t̪ ɐ j bʱ j ɐ h
तेषां	t̪ eː ʂ ɑː m
तेषां	t̪ ɐ j ʂ ɑː m
तेषाम्	t̪ eː ʂ ɑː m
तेषाम्	t̪ ɐ j ʂ ɑː m
तेषु	t̪ eː ʂ u
तेषु	t̪ ɐ j ʂ u
तैल	t̪ ɑ j l̪ ɐ
तैल	t̪ ɑː j l̪ ɐ́
तैलम्	t̪ ɑ j l̪ ɐ m
तैलम्	t̪ ɑː j l̪ ɐ m
तैलस्य	t̪ ɑ j l̪ ɐ s̪ j ɐ
तैलस्य	t̪ ɑː j l̪ ɐ s̪ j ɐ
तैलात्	t̪ ɑ j l̪ ɑː t̪
तैलात्	t̪ ɑː j l̪ ɑː t̪
तैलाय	t̪ ɑ j l̪ ɑː j ɐ
तैलाय	t̪ ɑː j l̪ ɑː j ɐ
तैले	t̪ ɑ j l̪ eː
तैले	t̪ ɑː j l̪ ɐ j
तैलेन	t̪ ɑ j l̪ eː n̪ ɐ
तैलेन	t̪ ɑː j l̪ ɐ j n̪ ɐ
तोक	t̪ oː k ɐ
तोक	t̪ ɐ w k ɐ́
त्मन्	t̪ m ɐ n̪
त्मन्	t̪ m ɐ́ n̪
त्यजति	t̪ j ɐ d͡ʑ ɐ t̪ i
त्यजति	t̪ j ɐ́ d͡ʑ ɐ t̪ i
त्यजस्	t̪ j ɐ d͡ʑ ɐ s̪
त्यजस्	t̪ j ɐ́ d͡ʑ ɐ s̪
त्याग	t̪ j ɑː ɡ ɐ
त्याग	t̪ j ɑː ɡ ɐ́
त्रपते	t̪ ɾ ɐ p ɐ t̪ eː
त्रपते	t̪ ɾ ɐ́ p ɐ t̪ ɐ j
त्रप्	t̪ ɾ ɐ p
त्रयस्	t̪ ɾ ɐ j ɐ s̪
त्रयस्	t̪ ɾ ɐ́ j ɐ s̪
त्रयोदश	t̪ ɾ ɐ j oː d̪ ɐ ɕ ɐ
त्रयोदश	t̪ ɾ ɐ́ j ɐ w d̪ ɐ ɕ ɐ
त्रयोविंशति	t̪ ɾ ɐ j oː ʋ ĩ ɕ ɐ t̪ i
त्रयोविंशति	t̪ ɾ ɐ́ j ɐ w ʋ ĩ ɕ ɐ t̪ i
त्रसति	t̪ ɾ ɐ s̪ ɐ t̪ i
त्रसति	t̪ ɾ ɐ́ s̪ ɐ t̪ i
त्राण	t̪ ɾ ɑː ɳ ɐ
त्रि	t̪ ɾ i
त्रि	t̪ ɾ í
त्रिंशत्	t̪ ɾ ĩ ɕ ɐ t̪
त्रिंशत्	t̪ ɾ ĩ ɕ ɐ́ t̪
त्रिष्टुभ्	t̪ ɾ i ʂ ʈ u bʱ
त्रिस्	t̪ ɾ i s̪
त्रिस्	t̪ ɾ í s̪
त्रुटि	t̪ ɾ u ʈ i
त्रै	t̪ ɾ ɑ j
त्रै	t̪ ɾ ɑː j
त्व	t̪ ʋ ɐ
त्व	t̪ ʋ ɐ́
त्वं	t̪ ʋ ɐ m
त्वच्	t̪ ʋ ɐ t͡ɕ
त्वच्	t̪ ʋ ɐ́ t͡ɕ
त्वम्	t̪ ʋ ɐ m
त्वम्	t̪ ʋ ɐ́ m
त्वया	t̪ ʋ ɐ j ɑː
त्वयि	t̪ ʋ ɐ j i
त्वरि	t̪ ʋ ɐ ɾ i
त्वरित	t̪ ʋ ɐ ɾ i t̪ ɐ
त्वरितरम्	t̪ ʋ ɐ ɾ i t̪ ɐ ɾ ɐ m
त्वष्टृ	t̪ ʋ ɐ ʂ ʈ r̩
त्वष्टृ	t̪ ʋ ɐ́ ʂ ʈ r̩
त्वाम्	t̪ ʋ ɑː m
त्विषि	t̪ ʋ i ʂ i
त्विषि	t̪ ʋ í ʂ i
त्विष्	t̪ ʋ i ʂ
त्विष्	t̪ ʋ í ʂ
त्वे	t̪ ʋ eː
त्वे	t̪ ʋ ɐ j
त्वेष	t̪ ʋ eː ʂ ɐ
त्वेष	t̪ ʋ ɐ j ʂ ɐ́
त्वेषथ	t̪ ʋ eː ʂ ɐ t̪ʰ ɐ
त्वेषथ	t̪ ʋ ɐ j ʂ ɐ́ t̪ʰ ɐ
त्वेषद्युम्न	t̪ ʋ eː ʂ ɐ d̪ j u m n̪ ɐ
त्वेषद्युम्न	t̪ ʋ ɐ j ʂ ɐ́ d̪ j u m n̪ ɐ
त्वेषनृम्ण	t̪ ʋ eː ʂ ɐ n̪ r̩ m ɳ ɐ
त्वेषनृम्ण	t̪ ʋ ɐ j ʂ ɐ́ n̪ r̩ m ɳ ɐ
त्वेषरथ	t̪ ʋ eː ʂ ɐ ɾ ɐ t̪ʰ ɐ
त्वेषरथ	t̪ ʋ ɐ j ʂ ɐ́ ɾ ɐ t̪ʰ ɐ
त्वेषस्	t̪ ʋ eː ʂ ɐ s̪
त्वेषस्	t̪ ʋ ɐ j ʂ ɐ́ s̪
त्वेष्य	t̪ ʋ eː ʂ j ɐ
त्वेष्य	t̪ ʋ ɐ j ʂ j ɐ́
त्सरु	t̪ s̪ ɐ ɾ u
त्सरु	t̪ s̪ ɐ́ ɾ u
त्सर्	t̪ s̪ ɐ ɾ
त्सारिन्	t̪ s̪ ɑː ɾ i n̪
त्सारिन्	t̪ s̪ ɑː ɾ í n̪
दंष्ट्र	d̪ ɐ̃ ʂ ʈ ɾ ɐ
दंष्ट्र	d̪ ɐ̃́ ʂ ʈ ɾ ɐ
दक्षिण	d̪ ɐ k ʂ i ɳ ɐ
दक्षिण	d̪ ɐ́ k ʂ i ɳ ɐ
दक्षिणापथ	d̪ ɐ k ʂ i ɳ ɑː p ɐ t̪ʰ ɐ
दग्ध	d̪ ɐ ɡ d̪ʱ ɐ
दग्ध	d̪ ɐ ɡ d̪ʱ ɐ́
दण्ड	d̪ ɐ ɳ ɖ ɐ
दण्ड	d̪ ɐ ɳ ɖ ɐ́
दण्डदीप	d̪ ɐ ɳ ɖ ɐ d̪ iː p ɐ
दत्	d̪ ɐ t̪
दत्	d̪ ɐ́ t̪
दत्त	d̪ ɐ t̪ t̪ ɐ
दत्त	d̪ ɐ t̪ t̪ ɐ́
दत्तनिधि	d̪ ɐ t̪ t̪ ɐ n̪ i d̪ʱ i
दत्तांश	d̪ ɐ t̪ t̪ ɑ̃ː ɕ ɐ
दत्तात्	d̪ ɐ t̪ t̪ ɑː t̪
दत्ताम्	d̪ ɐ t̪ t̪ ɑː m
ददताम्	d̪ ɐ d̪ ɐ t̪ ɑː m
ददर्श	d̪ ɐ d̪ ɐ ɾ ɕ ɐ
ददर्श	d̪ ɐ d̪ ɐ́ ɾ ɕ ɐ
ददाति	d̪ ɐ d̪ ɑː t̪ i
ददाति	d̪ ɐ́ d̪ ɑː t̪ i
ददातु	d̪ ɐ d̪ ɑː t̪ u
ददौ	d̪ ɐ d̪ ɑ w
ददौ	d̪ ɐ d̪ ɑ́ː w
दधताम्	d̪ ɐ d̪ʱ ɐ t̪ ɑː m
दधन्ति	d̪ ɐ d̪ʱ ɐ n̪ t̪ i
दधाति	d̪ ɐ d̪ʱ ɑː t̪ i
दधाति	d̪ ɐ́ d̪ʱ ɑː t̪ i
दधि	d̪ ɐ d̪ʱ i
दधि	d̪ ɐ́ d̪ʱ i
दधे	d̪ ɐ d̪ʱ eː
दधे	d̪ ɐ d̪ʱ ɐ j
दन्त	d̪ ɐ n̪ t̪ ɐ
दन्त	d̪ ɐ́ n̪ t̪ ɐ
दन्तकूर्च	d̪ ɐ n̪ t̪ ɐ k uː ɾ t͡ɕ ɐ
दन्तघर्षण	d̪ ɐ n̪ t̪ ɐ ɡʱ ɐ ɾ ʂ ɐ ɳ ɐ
दन्तमूलीय	d̪ ɐ n̪ t̪ ɐ m uː l̪ iː j ɐ
दन्तमूलीय	d̪ ɐ́ n̪ t̪ ɐ m uː l̪ iː j ɐ
दम	d̪ ɐ m ɐ
दम	d̪ ɐ́ m ɐ
दम्	d̪ ɐ m
दम्	d̪ ɐ́ m
दम्पति	d̪ ɐ m p ɐ t̪ i
दम्पति	d̪ ɐ́ m p ɐ t̪ i
दम्पती	d̪ ɐ m p ɐ t̪ iː
दरीमन्	d̪ ɐ ɾ iː m ɐ n̪
दरीमन्	d̪ ɐ́ ɾ iː m ɐ n̪
दर्तृ	d̪ ɐ ɾ t̪ r̩
दर्तृ	d̪ ɐ́ ɾ t̪ r̩
दर्त्नु	d̪ ɐ ɾ t̪ n̪ u
दर्त्नु	d̪ ɐ ɾ t̪ n̪ ú
दर्भ	d̪ ɐ ɾ bʱ ɐ
दर्भ	d̪ ɐ ɾ bʱ ɐ́
दर्म	d̪ ɐ ɾ m ɐ
दर्म	d̪ ɐ ɾ m ɐ́
दर्मन्	d̪ ɐ ɾ m ɐ n̪
दर्मन्	d̪ ɐ ɾ m ɐ́ n̪
दर्वि	d̪ ɐ ɾ ʋ i
दर्वि	d̪ ɐ́ ɾ ʋ i
दर्वी	d̪ ɐ ɾ ʋ iː
दर्वी	d̪ ɐ́ ɾ ʋ iː
दर्शन	d̪ ɐ ɾ ɕ ɐ n̪ ɐ
दर्शन	d̪ ɐ́ ɾ ɕ ɐ n̪ ɐ
दर्शनाय	d̪ ɐ ɾ ɕ ɐ n̪ ɑː j ɐ
दर्शयति	d̪ ɐ ɾ ɕ ɐ j ɐ t̪ i
दर्शयति	d̪ ɐ ɾ ɕ ɐ́ j ɐ t̪ i
दविष्ठम्	d̪ ɐ ʋ i ʂ ʈʰ ɐ m
दविष्ठम्	d̪ ɐ ʋ i ʂ ʈʰ ɐ́ m
दश	d̪ ɐ ɕ ɐ
दश	d̪ ɐ́ ɕ ɐ
दशति	d̪ ɐ ɕ ɐ t̪ i
दशति	d̪ ɐ́ ɕ ɐ t̪ i
दशा	d̪ ɐ ɕ ɑː
दशा	d̪ ɐ́ ɕ ɑː
दहति	d̪ ɐ ɦ ɐ t̪ i
दहति	d̪ ɐ́ ɦ ɐ t̪ i
दह्	d̪ ɐ ɦ
दा	d̪ ɑː
दा	d̪ ɑ́ː
दाक्षिण्य	d̪ ɑː k ʂ i ɳ j ɐ
दाडिम	d̪ ɑː ɖ i m ɐ
दातृ	d̪ ɑː t̪ r̩
दातृ	d̪ ɑ́ː t̪ r̩
दातोस्	d̪ ɑː t̪ oː s̪
दातोस्	d̪ ɑ́ː t̪ ɐ w s̪
दाधाव्यते	d̪ ɑː d̪ʱ ɑː ʋ j ɐ t̪ eː
दाधाव्यते	d̪ ɑː d̪ʱ ɑː ʋ j ɐ t̪ ɐ j
दान	d̪ ɑː n̪ ɐ
दान	d̪ ɑ́ː n̪ ɐ
दाना	d̪ ɑː n̪ ɑː
दानिनी	d̪ ɑː n̪ i n̪ iː
दानिन्	d̪ ɑː n̪ i n̪
दानी	d̪ ɑː n̪ iː
दानु	d̪ ɑː n̪ u
दानु	d̪ ɑ́ː n̪ u
दामने	d̪ ɑː m ɐ n̪ eː
दामने	d̪ ɑ́ː m ɐ n̪ ɐ j
दामन्	d̪ ɑː m ɐ n̪
दामन्	d̪ ɑː m ɐ́ n̪
दाम्यति	d̪ ɑː m j ɐ t̪ i
दाम्यति	d̪ ɑ́ː m j ɐ t̪ i
दायिनी	d̪ ɑː j i n̪ iː
दायिन्	d̪ ɑː j i n̪
दायी	d̪ ɑː j iː
दार	d̪ ɑː ɾ ɐ
दारु	d̪ ɑː ɾ u
दारु	d̪ ɑː ɾ ú
दारु	d̪ ɑ́ː ɾ u
दारुण	d̪ ɑː ɾ u ɳ ɐ
दारुण	d̪ ɑː ɾ u ɳ ɐ́
दारुण	d̪ ɑ́ː ɾ u ɳ ɐ
दाल	d̪ ɑː l̪ ɐ
दाह	d̪ ɑː ɦ ɐ
दिक्करिन्	d̪ i k k ɐ ɾ i n̪
दिग्ध	d̪ i ɡ d̪ʱ ɐ
दिग्ध	d̪ i ɡ d̪ʱ ɐ́
दिति	d̪ i t̪ i
दिति	d̪ í t̪ i
दिधेष्टि	d̪ i d̪ʱ eː ʂ ʈ i
