aaleniano	aleˈnjano
enmarcado	emmarˈkado
enmarcados	emmarˈkados
enmarrocar	emmaroˈkaɾ
enmascarada	emmaskaˈɾada
enmascarado	emmaskaˈɾado
enmascarados	emmaskaˈɾados
ennegrecer	enneɡɾeˈθeɾ
ennegrecer	enneɡɾeˈseɾ
enojar	enoˈxaɾ
enraizadas	enraiˈθadas
enraizadas	enraiˈsadas
enraizado	enraiˈθado
enraizado	enraiˈsado
enraizados	enraiˈθados
enraizados	enraiˈsados
enraizaras	enraiˈθaɾas
enraizaras	enraiˈsaɾas
enranciado	enranˈθjado
enranciado	enranˈsjado
enrarecidas	enraɾeˈθidas
enrarecidas	enraɾeˈsidas
enrarecidos	enraɾeˈθidos
enrarecidos	enraɾeˈsidos
enredada	enreˈdada
enredado	enreˈdado
enrejar	enreˈxaɾ
enripiar	enriˈpjaɾ
enriquecer	enrikeˈθeɾ
enriquecer	enrikeˈseɾ
enriquecido	enrikeˈθido
enriquecido	enrikeˈsido
enriscar	enrisˈkaɾ
enristrar	enrisˈtɾaɾ
enrocada	enroˈkada
enrocadas	enroˈkadas
enrocamos	enroˈkamos
enrocando	enroˈkando
enrocareis	enroˈkaɾeis
enroladas	enroˈladas
enronquecido	enronkeˈθido
enronquecido	enronkeˈsido
enroscada	enrosˈkada
enroscar	enrosˈkaɾ
enrutado	enruˈtado
enrutados	enruˈtados
ensalzadas	ensalˈθadas
ensalzadas	ensalˈsadas
ensalzado	ensalˈθado
ensalzado	ensalˈsado
ensamblaje	ensamˈblaxe
ensanchado	ensanˈt͡ʃado
ensayar	ensaˈɟ͡ʝaɾ
enseñoreadas	enseɲoɾeˈadas
enseñoreado	enseɲoɾeˈado
ensiforme	ensiˈforme
ensopadas	ensoˈpadas
ensopado	ensoˈpado
ensopados	ensoˈpados
ensortijadas	ensortiˈxadas
entena	enˈtena
entender	entenˈdeɾ
entendimiento	entenˌdiˈmjento
entenebrecida	entenebɾeˈθida
entenebrecida	entenebɾeˈsida
enterados	enteˈɾados
enteras	enˈteɾas
enternecida	enterneˈθida
enternecida	enterneˈsida
enternecidos	enterneˈθidos
enternecidos	enterneˈsidos
enteros	enˈteɾos
enterramos	enteˈramos
enterrando	enteˈrando
enterrará	enteraˈɾa
enterraras	enteˈraɾas
enterrarás	enteraˈɾas
enterrareis	enteˈraɾeis
enterraste	enteˈraste
entibación	entibaˈθjon
entibación	entibaˈsjon
entibiados	entiˈbjados
entomatar	entomaˈtaɾ
entonces	enˈtonθes
entonces	enˈtonses
entornados	entorˈnados
entrada	enˈtɾada
entradas	enˈtɾadas
entrañado	entɾaˈɲado
entrañar	entɾaˈɲaɾ
entre	ˈentɾe
entrecortado	entɾekorˈtado
entrecortados	entɾekorˈtados
entrelazado	entɾelaˈθado
entrelazado	entɾelaˈsado
entremetidas	entɾemeˈtidas
entrismo	enˈtɾismo
entristecer	en.tɾis.te.ˈθeɾ
entristecer	en.tɾis.te.ˈseɾ
entristecidos	entɾisteˈθidos
entristecidos	entɾisteˈsidos
entroncados	entɾonˈkados
entronizadas	entɾoniˈθadas
entronizadas	entɾoniˈsadas
entronizado	entɾoniˈθado
entronizado	entɾoniˈsado
entubar	entuˈbaɾ
entumecida	entumeˈθida
entumecida	entumeˈsida
entumecidas	entumeˈθidas
entumecidas	entumeˈsidas
entusiasmado	entusjasˈmado
entusiasmo	entuˈsjasmo
entusiasta	entuˈsjasta
envenenadas	embeneˈnadas
envergado	emberˈɡado
enviada	emˈbjada
enviadas	emˈbjadas
enviar	emˈbjaɾ
envidada	embiˈdada
envidia	emˈbi.dia
envuelto	emˈbwelto
envueltos	emˈbweltos
enzarzada	enθarˈθada
enzarzada	ensarˈsada
epa	ˈepa
épico	ˈepiko
epifanía	epifaˈnia
epílogo	eˈpiloɡo
epiploico	epiˈploiko
episodio	epiˈsodjo
epistaxis	episˈtaɡsis
epitafio	epiˈtafjo
epitalamio	epitaˈlamjo
epitelial	epiteˈljal
epiteliales	epiteˈljales
epitelio	epiˈteljo
epítopo	eˈpitopo
eplerenona	epleɾeˈnona
época	ˈepoka
epodo	eˈpodo
equilibrada	ekiliˈbɾada
equilibrados	ekiliˈbɾados
equina	eˈkina
equipadas	ekiˈpadas
equiparada	ekipaˈɾada
eremitorio	eɾemiˈtoɾjo
eres	ˈeɾes
ergatividad	erɡatibiˈdad
ergo	ˈerɡo
erguidas	erˈɡidas
erguir	erˈɡiɾ
erigido	eɾiˈxido
Eritrea	eɾiˈtɾea
eritrea	eɾiˈtɾea
eritreas	eɾiˈtɾeas
eritreo	eɾiˈtɾeo
eritritol	eɾitɾiˈtol
erizada	eɾiˈθada
erizada	eɾiˈsada
erizadas	eɾiˈθadas
erizadas	eɾiˈsadas
ernestino	ernesˈtino
erogar	eɾoˈɡaɾ
eróticas	eˈɾotikas
erque	ˈerke
erradicación	eradikaˈθjon
erradicación	eradikaˈsjon
erradicada	eradiˈkada
erradicado	eradiˈkado
erradicados	eradiˈkados
errados	eˈrados
erre	ˈere
eructado	eɾuɡˈtado
eruditísimo	eɾudiˈtisimo
erupción	eɾubˈθjon
erupción	eɾubˈsjon
esa	ˈesa
esbeltas	esˈbeltas
esbelto	esˈbelto
esbeltos	esˈbeltos
esbirro	esˈbiro
esbozada	esboˈθada
esbozada	esboˈsada
esbozadas	esboˈθadas
esbozadas	esboˈsadas
escabeche	eskaˈbet͡ʃe
escabullidas	eskabuˈʎidas
escabullidas	eskabuˈɟ͡ʝidas
escabullir	eskabuˈʎiɾ
escabullir	eskabuˈɟ͡ʝiɾ
escachar	eskaˈt͡ʃaɾ
escaecido	eskaeˈθido
escaecido	eskaeˈsido
escafoide	eskaˈfoide
escalación	eskalaˈθjon
escalación	eskalaˈsjon
escalada	eskaˈlada
escaladas	eskaˈladas
escalado	eskaˈlado
escalados	eskaˈlados
escalafón	eskalaˈfon
escalesia	eskaˈlesja
escalfados	eskalˈfados
escalofriar	eskalofˈɾjaɾ
escama	esˈkama
escamadas	eskaˈmadas
escamoteable	eskamoteˈable
escanciadas	eskanˈθjadas
escanciadas	eskanˈsjadas
escanciado	eskanˈθjado
escanciado	eskanˈsjado
escanciador	eskanθjaˈdoɾ
escanciador	eskansjaˈdoɾ
escandalizadas	eskandaliˈθadas
escandalizadas	eskandaliˈsadas
escandinavo	eskandiˈnabo
escaneada	eskaneˈada
escapar	eskaˈpaɾ
escaparatista	eskapaɾaˈtista
escarabajo	eskaɾaˈbaxo
escaramuza	eskaɾaˈmuθa
escaramuza	eskaɾaˈmusa
escarnecida	eskarneˈθida
escarnecida	eskarneˈsida
escarnecidas	eskarneˈθidas
escarnecidas	eskarneˈsidas
escarnecido	eskarneˈθido
escarnecido	eskarneˈsido
escaso	esˈkaso
escatimar	eskatiˈmaɾ
escavada	eskaˈbada
escavadas	eskaˈbadas
escavados	eskaˈbados
escenario	esθeˈnaɾjo
escenario	esseˈnaɾjo
escenificada	esθenifiˈkada
escenificada	essenifiˈkada
escenificados	esθenifiˈkados
escenificados	essenifiˈkados
escéptica	esˈθebtika
escéptica	esˈsebtika
escéptico	esˈθebtiko
escéptico	esˈsebtiko
esclarecidas	esklaɾeˈθidas
esclarecidas	esklaɾeˈsidas
esclerosar	eskleɾoˈsaɾ
escoba	esˈkoba
escobar	eskoˈbaɾ
Escobar	eskoˈbaɾ
escocer	eskoˈθeɾ
escocer	eskoˈseɾ
Escocia	esˈkoθja
Escocia	esˈkosja
escocido	eskoˈθido
escocido	eskoˈsido
escoger	eskoˈxeɾ
escogida	eskoˈxida
escogido	eskoˈxido
escoltada	eskolˈtada
escombrados	eskomˈbɾados
escombrar	eskomˈbɾaɾ
escombros	esˈkombɾos
escondida	eskonˈdida
escondido	eskonˈdido
escoria	esˈkoɾja
escoriada	eskoˈɾjada
escotar	eskoˈtaɾ
escrachar	eskɾaˈt͡ʃaɾ
escribir	eskɾiˈbiɾ
escritas	esˈkɾitas
escrupulosa	eskɾupuˈlosa
escúa	esˈkua
escuadrones	eskwaˈdɾones
escudilla	eskuˈdiʎa
escudilla	eskuˈdiɟ͡ʝa
escudriñada	eskudɾiˈɲada
escudriñadas	eskudɾiˈɲadas
escudriñados	eskudɾiˈɲados
escuela	esˈkwela
escuincles	esˈkwinkles
escultista	eskulˈtista
escupitajo	eskupiˈtaxo
escuridad	eskuɾiˈdad
esencialmente	esenˌθjalˈmente
esencialmente	esenˌsjalˈmente
eses	ˈeses
esfero	esˈfeɾo
esferulita	esfeɾuˈlita
esfínter	esˈfinteɾ
esgrimida	esɡɾiˈmida
esgrimido	esɡɾiˈmido
esgrimidora	esɡɾimiˈdoɾa
esgrimidos	esɡɾiˈmidos
esguín	esˈɡin
esmaltadas	esmalˈtadas
esmerado	esmeˈɾado
esmeralda	esmeˈɾalda
esmog	esˈmoɡ
esnifadas	esniˈfadas
esofágico	esoˈfaxiko
espachurrada	espat͡ʃuˈrada
espaciador	espaθjaˈdoɾ
espaciador	espasjaˈdoɾ
espadachina	espadaˈt͡ʃina
espagueti	espaˈɡeti
Español	espaˈɲol
española	espaˈɲola
españolizar	espaɲoliˈθaɾ
españolizar	espaɲoliˈsaɾ
espantada	espanˈtada
espantadas	espanˈtadas
espantados	espanˈtados
espantarse	espanˈtarse
espartano	esparˈtano
espartanos	esparˈtanos
espata	esˈpata
especializados	espeθjaliˈθados
especializados	espesjaliˈsados
especialmente	espeθjalˈmente
especialmente	espesjalˈmente
especie	esˈpeθje
especie	esˈpesje
especificadas	espeθifiˈkadas
especificadas	espesifiˈkadas
especificador	espeθifikaˈdoɾ
especificador	espesifikaˈdoɾ
específico	espeˈθifiko
específico	espeˈsifiko
especuladas	espekuˈladas
especulado	espekuˈlado
especulados	espekuˈlados
especular	espekuˈlaɾ
espejeada	espexeˈada
espejeados	espexeˈados
Espeleta	espeˈleta
espelta	esˈpelta
espeluznadas	espeluθˈnadas
espeluznadas	espelusˈnadas
espeluznar	espeluθˈnaɾ
espeluznar	espelusˈnaɾ
esperada	espeˈɾada
esperanza	espeˈɾanθa
esperanza	espeˈɾansa
esperar	espeˈɾaɾ
esperáramos	espeˈɾaɾamos
esperaras	espeˈɾaɾas
esperaríamos	espeɾaˈɾiamos
esperemos	espeˈɾemos
espermatogonia	espermatoˈɡonja
espero	esˈpeɾo
espiada	esˈpjada
espiadas	esˈpjadas
espichado	espiˈt͡ʃado
espigada	espiˈɡada
espigadas	espiˈɡadas
espigado	espiˈɡado
espigamos	espiˈɡamos
espigar	espiˈɡaɾ
espigaras	espiˈɡaɾas
espigaréis	espiɡaˈɾeis
espigares	espiˈɡaɾes
espigaste	espiˈɡaste
espigues	esˈpiɡes
espina	esˈpina
espinar	espiˈnaɾ
espinoso	espiˈnoso
espionaje	eːʰ.pjoˈna.xe
esplendido	esplenˈdido
espléndido	esˈplendido
esplenorrenal	esplenoreˈnal
esplenorrenales	esplenoreˈnales
esplicadas	espliˈkadas
esplicados	espliˈkados
esplicar	espliˈkaɾ
esponjada	esponˈxada
esponjar	esponˈxaɾ
esponjaré	esponxaˈɾe
esporangio	espoˈɾanxjo
esporangióforo	espoɾanˈxjofoɾo
esposa	esˈposa
esprint	esˈpɾind
espuerta	esˈpwerta
espumados	espuˈmados
espumear	espumeˈaɾ
espundia	esˈpundja
esqueleto	eskeˈleto
esquema	esˈkema
esquemático	eskeˈmatiko
esquiada	esˈkjada
esquiados	esˈkjados
esquilados	eskiˈlados
esquilmado	eskilˈmado
esquilo	esˈkilo
esquinadas	eskiˈnadas
esquinado	eskiˈnado
esquinados	eskiˈnados
esquite	esˈkite
esquivados	eskiˈbados
esta	ˈesta
ésta	ˈesta
estabais	esˈtabais
estabas	esˈtabas
estaca	esˈtaka
estacado	estaˈkado
estacionada	estaθjoˈnada
estacionada	estasjoˈnada
estacionados	estaθjoˈnados
estacionados	estasjoˈnados
estacionalizar	estaθjonaliˈθaɾ
estacionalizar	estasjonaliˈsaɾ
estada	esˈtada
estadiaje	estaˈdjaxe
estadio	esˈtadjo
estadista	estaˈdista
estados	esˈtados
estadounidense	esˌtadouniˈdense
estafadores	estafaˈdoɾes
estameña	estaˈmeɲa
estampillar	estampiˈʎaɾ
estampillar	estampiˈɟ͡ʝaɾ
estancamiento	estankaˈmjento
estar	esˈtaɾ
estar	esˈtaɾ
estatal	estaˈtal
estatúder	estaˈtudeɾ
estatus	esˈtatus
estatuto	estaˈtuto
este	ˈeste
Esteban	esˈteban
estelarizado	estelaɾiˈθado
estelarizado	estelaɾiˈsado
Estelí	esteˈli
estendidas	estenˈdidas
estendido	estenˈdido
estenografía	estenoɡɾaˈfia
estent	esˈtend
estepa	esˈtepa
estequiométrico	estekjoˈmetɾiko
esterar	esteˈɾaɾ
estercolar	esterkoˈlaɾ
estereoscopio	esteɾeosˈkopjo
esterilizador	esteɾiliθaˈdoɾ
esterilizador	esteɾilisaˈdoɾ
esterilizados	esteɾiliˈθados
esterilizados	esteɾiliˈsados
esterlina	esterˈlina
estevia	esˈtebja
estigmatizadas	estiɡmatiˈθadas
estigmatizadas	estiɡmatiˈsadas
estigmatizado	estiɡmatiˈθado
estigmatizado	estiɡmatiˈsado
estimulado	estimuˈlado
estío	esˈtio
estiradas	estiˈɾadas
estirados	estiˈɾados
estival	estiˈbal
estoico	esˈtoiko
estólida	esˈtolida
estólidas	esˈtolidas
estomacal	estomaˈkal
Estonia	esˈtonja
estoqueada	estokeˈada
estorbada	estorˈbada
estorbado	estorˈbado
estragón	estɾaˈɡon
estrangulados	estɾanɡuˈlados
estratagema	estɾataˈxema
estrategia	es.tɾaˈte.xja
estrategia	es.tɾaˈte.xi.a
estrategia	eːʰ.tɾaˈte.xi.a
estrategia	eːʰ.tɾaˈte.xi.a
estrellar	estɾeˈʎaɾ
estreñida	estɾeˈɲida
estreñido	estɾeˈɲido
estreñir	estɾeˈɲiɾ
estreptocócico	estɾebtoˈkoθiko
estreptocócico	estɾebtoˈkosiko
estresado	estɾeˈsado
estresados	estɾeˈsados
estresor	estɾeˈsoɾ
estría	esˈtɾia
estribo	esˈtɾibo
estropeado	estɾopeˈado
estropear	estɾopeˈaɾ
estudiadas	estuˈdjadas
estudiados	estuˈdjados
estudiante	estuˈdjante
estudiosas	estuˈdjosas
estupendas	estuˈpendas
estuvimos	estuˈbimos
estuvisteis	estuˈbisteis
et	ˈed
eta	ˈeta
etanol	etaˈnol
etanólico	etaˈnoliko
etapa	eˈtapa
eternizadas	eterniˈθadas
eternizadas	eterniˈsadas
eternizados	eterniˈθados
eternizados	eterniˈsados
eternizar	eterniˈθaɾ
eternizar	eterniˈsaɾ
ético	ˈetiko
étimo	ˈetimo
etimólogo	etiˈmoloɡo
etiqueta	etiˈketa
etiquetada	etikeˈtada
etiquetado	etikeˈtado
etiquetados	etikeˈtados
etnónimo	edˈnonimo
etoxilar	etoɡsiˈlaɾ
eucalipto	e̞uka̠ˈlipto̞
euclidiano	eukliˈdjano
Eufemia	euˈfemja
euforia	euˈfoɾja
eurodólar	euɾoˈdolaɾ
euromonederos	euɾomoneˈdeɾos
europeizada	euɾopeiˈθada
europeizada	euɾopeiˈsada
europeizado	euɾopeiˈθado
europeizado	euɾopeiˈsado
europeizar	euɾopeiˈθaɾ
europeizar	euɾopeiˈsaɾ
europeos	euɾoˈpeos
Eusebio	euˈsebjo
eusocialidad	eusoθjaliˈdad
eusocialidad	eusosjaliˈdad
Eva	ˈeba
evacuado	ebaˈkwado
evacuados	ebaˈkwados
evadidos	ebaˈdidos
evanescidas	ebanesˈθidas
evanescidas	ebanesˈsidas
evanescidos	ebanesˈθidos
evanescidos	ebanesˈsidos
evangélico	ebanˈxeliko
evaporación	ebapoɾaˈθjon
evaporación	ebapoɾaˈsjon
evasiva	ebaˈsiba
eventazo	ebenˈtaθo
eventazo	ebenˈtaso
evisceración	ebisθeɾaˈθjon
evisceración	ebisseɾaˈsjon
evocada	eboˈkada
evocativo	ebokaˈtibo
exacerbadas	eɡsaθerˈbadas
exacerbadas	eɡsaserˈbadas
exacerbados	eɡsaθerˈbados
exacerbados	eɡsaserˈbados
exacta	eɡˈsaɡta
exactísimo	eɡsaɡˈtisimo
exacto	e(k).saɡ.to
exagera	eɡsaˈxeɾa
exageración	eɡsaxeɾaˈθjon
exageración	eɡsaxeɾaˈsjon
exageradas	eɡsaxeˈɾadas
exagerando	eɡsaxeˈɾando
exageraras	eɡsaxeˈɾaɾas
exagerarás	eɡsaxeɾaˈɾas
exageraremos	eɡsaxeɾaˈɾemos
exagerares	eɡsaxeˈɾaɾes
exageraríamos	eɡsaxeɾaˈɾiamos
exageraste	eɡsaxeˈɾaste
exaltada	eɡsalˈtada
exaltado	eɡsalˈtado
exaltar	eɡsalˈtaɾ
examen	eɡˈsamen
examinadas	eɡsamiˈnadas
examinados	eɡsamiˈnados
examinamos	eɡsamiˈnamos
examinar	eɡsamiˈnaɾ
examinara	eɡsamiˈnaɾa
examinará	eɡsaminaˈɾa
examinaríamos	eɡsaminaˈɾiamos
examine	eɡsaˈmine
examinemos	eɡsamiˈnemos
examines	eɡsaˈmines
examinó	eɡsamiˈno
exbaloncestista	eksbalonθesˈtista
exbaloncestista	eksbalonsesˈtista
excarceladas	ekskaɾθeˈladas
excarceladas	ekskarseˈladas
excavada	ekskaˈbada
excavadas	ekskaˈbadas
excavar	ekskaˈbaɾ
exceptuada	eɡθebˈtwada
exceptuada	eɡsebˈtwada
exceptuado	eɡθebˈtwado
exceptuado	eɡsebˈtwado
exceptuados	eɡθebˈtwados
exceptuados	eɡsebˈtwados
exclamado	eksklaˈmado
exclusivamente	eksklusibaˈmente
exclusivo	ekskluˈsibo
excoronel	ekskoɾoˈnel
excorredor	ekskoreˈdoɾ
exculpado	ekskulˈpado
exculpar	ekskulˈpaɾ
excusada	ekskuˈsada
executados	eɡsekuˈtados
exfoliadas	eksfoˈljadas
exfoliado	eksfoˈljado
exhalado	eksaˈlado
exhalados	eksaˈlados
exhaustivamente	eksausˌtibaˈmente
exhibido	eksiˈbido
exhibidos	eksiˈbidos
exhume	eɡˈsume
exigida	eɡsiˈxida
exigidos	eɡsiˈxidos
exiliada	eɡsiˈljada
exiliadas	eɡsiˈljadas
existencial	eɡsistenˈθjal
existencial	eɡsistenˈsjal
existidas	eɡsisˈtidas
existidos	eɡsisˈtidos
existimada	eɡsistiˈmada
exoneradas	eɡsoneˈɾadas
exonerar	eɡsoneˈɾaɾ
exoperidio	eɡsopeˈɾidjo
exorcizados	eɡsoɾθiˈθados
exorcizados	eɡsorsiˈsados
expandida	ekspanˈdida
expandido	ekspanˈdido
expandidos	ekspanˈdidos
expansión	ekspanˈsjon
expatriación	ekspatɾjaˈθjon
expatriación	ekspatɾjaˈsjon
expectación	ekspeɡtaˈθjon
expectación	ekspeɡtaˈsjon
expectativa	ekspeɡtaˈtiba
expectoración	ekspeɡtoɾaˈθjon
expectoración	ekspeɡtoɾaˈsjon
expectoradas	ekspeɡtoˈɾadas
expectorados	ekspeɡtoˈɾados
expectorar	ekspeɡtoˈɾaɾ
expedición	ekspediˈθjon
expedición	ekspediˈsjon
expedida	ekspeˈdida
expedidas	ekspeˈdidas
expedientada	ekspedjenˈtada
expedientadas	ekspedjenˈtadas
expedir	ekspeˈdiɾ
expeditadas	ekspediˈtadas
expeditado	ekspediˈtado
expeditados	ekspediˈtados
expeditar	ekspediˈtaɾ
expendida	ekspenˈdida
expendidos	ekspenˈdidos
experimentadas	ekspeɾimenˈtadas
experimentado	ekspeɾimenˈtado
experimentados	ekspeɾimenˈtados
expiadas	eksˈpjadas
expiado	eksˈpjado
explica	ˈeksplika
explicá	ekspliˈka
explicada	ekspliˈkada
explicado	ekspliˈkado
explicados	ekspliˈkados
explicara	ekspliˈkaɾa
explicará	eksplikaˈɾa
explicáramos	ekspliˈkaɾamos
explicaras	ekspliˈkaɾas
explicarás	eksplikaˈɾas
explicare	ekspliˈkaɾe
explicaré	eksplikaˈɾe
explicaremos	eksplikaˈɾemos
explicaría	eksplikaˈɾia
explicás	ekspliˈkas
explicaste	ekspliˈkaste
explicativa	eksplikaˈtiba
explicativos	eksplikaˈtibos
explique	ˈeksplike
expliqué	ekspliˈke
expliques	ˈeksplikes
explorada	eksploˈɾada
expoliadas	ekspoˈljadas
exportable	eksporˈtable
exportadas	eksporˈtadas
exportado	eksporˈtado
exporté	eksporˈte
exportés	eksporˈtes
exporto	eksˈporto
expositiva	eksposiˈtiba
expositivos	eksposiˈtibos
expuesto	eksˈpwesto
expugnarás	ekspuɡnaˈɾas
expugnareis	ekspuɡˈnaɾeis
expugnaremos	ekspuɡnaˈɾemos
expugnares	ekspuɡˈnaɾes
expugnemos	ekspuɡˈnemos
extasiadas	ekstaˈsjadas
éxtasis	ˈekstasis
extender	ekstenˈdeɾ
extensivas	ekstenˈsibas
extensivo	ekstenˈsibo
exterminada	ekstermiˈnada
exterminadas	ekstermiˈnadas
extirpados	ekstirˈpados
extra	ekstɾa
extraditados	ekstɾadiˈtados
extrapolar	ekstɾapoˈlaɾ
extrasístole	ekstɾaˈsistole
extrasistólico	ekstɾasisˈtoliko
extrasolar	ekstɾasoˈlaɾ
extrasolares	ekstɾasoˈlaɾes
extraterritorial	ekstɾateritoˈɾjal
extravasarse	ekstɾabaˈsarse
extremes	esˈtɾemes
exulcerada	eɡsulθeˈɾada
exulcerada	eɡsulseˈɾada
exulcerado	eɡsulθeˈɾado
exulcerado	eɡsulseˈɾado
exultadas	eɡsulˈtadas
exultados	eɡsulˈtados
ey	ˈei
eyaculatorio	eɟ͡ʝakulaˈtoɾjo
eyalato	eɟ͡ʝaˈlato
eyección	eɟ͡ʝeɡˈθjon
eyección	eɟ͡ʝeɡˈsjon
f	ˈefe
fa	fa
faba	ˈfaba
Fabio	ˈfabjo
fabrica	faˈbɾika
fábrica	ˈfabɾika
fabricado	fabɾiˈkado
fabricados	fabɾiˈkados
fabulada	fabuˈlada
fabuladas	fabuˈladas
fabulados	fabuˈlados
fabulare	fabuˈlaɾe
fabulosa	fabuˈlosa
fabuloso	fabuˈloso
face	ˈfaθe
face	ˈfase
Facebook	ˈfejsbuk
faces	ˈfaθes
faces	ˈfases
facial	faˈθjal
facial	faˈsjal
facilitados	faθiliˈtados
facilitados	fasiliˈtados
factible	faɡˈtible
factor	faɡˈtoɾ
factorizaciones	faɡtoɾiθaˈθjones
factorizaciones	faɡtoɾisaˈsjones
factorizado	faɡtoɾiˈθado
factorizado	faɡtoɾiˈsado
factorizados	faɡtoɾiˈθados
factorizados	faɡtoɾiˈsados
factura	faɡˈtuɾa
facultadas	fakulˈtadas
faena	faˈena
fagocitado	faɡoθiˈtado
fagocitado	faɡosiˈtado
fagocitados	faɡoθiˈtados
fagocitados	faɡosiˈtados
fajita	faˈxita
falcaceada	falkaθeˈada
falcaceada	falkaseˈada
falcaceados	falkaθeˈados
falcaceados	falkaseˈados
falible	faˈlible
fallada	faˈʎada
fallada	faˈɟ͡ʝada
falladas	faˈʎadas
falladas	faˈɟ͡ʝadas
fallar	faˈʎaɾ
fallar	faˈɟ͡ʝaɾ
fallido	faˈʎido
fallido	faˈɟ͡ʝido
fallidos	faˈʎidos
fallidos	faˈɟ͡ʝidos
falsado	falˈsado
falsificados	falsifiˈkados
faltar	falˈtaɾ
fama	ˈfama
familiar	famiˈljaɾ
familiarizada	familjaɾiˈθada
familiarizada	familjaɾiˈsada
familiarizado	familjaɾiˈθado
familiarizado	familjaɾiˈsado
fanal	faˈnal
fanfarroneada	fanfaroneˈada
fanfarroneadas	fanfaroneˈadas
fanfarronear	fanfaroneˈaɾ
fangoso	fanˈɡoso
fantasma	fanˈtasma
fantasmagórica	fantasmaˈɡoɾika
farandulear	faɾanduleˈaɾ
fardado	farˈdado
faringe	faˈɾinxe
fariseos	faɾiˈseos
farmacocinético	farmakoθiˈnetiko
farmacocinético	farmakosiˈnetiko
farsa	ˈfarsa
fascina	fasˈθina
fascina	fasˈsina
fascinado	fasθiˈnado
fascinado	fassiˈnado
fascinar	fasθiˈnaɾ
fascinar	fassiˈnaɾ
fascismo	fasˈθismo
fascismo	fasˈsismo
fascista	fasˈsista
fastidio	fasˈti.ðjo
fatigada	fatiˈɡada
fatigadísimo	fatiɡaˈdisimo
fatigado	fatiˈɡado
fatua	ˈfatwa
favorable	faboˈɾable
favoritos	faboˈɾitos
fax	faks
fechada	feˈt͡ʃada
fechadas	feˈt͡ʃadas
fecundadas	fekunˈdadas
fecundado	fekunˈdado
fecundados	fekunˈdados
fecundando	fekunˈdando
fecundará	fekundaˈɾa
fecundaréis	fekundaˈɾeis
fecundaremos	fekundaˈɾemos
fecundares	fekunˈdaɾes
fecundas	feˈkundas
fecunde	feˈkunde
fecundemos	fekunˈdemos
fecundizada	fekundiˈθada
fecundizada	fekundiˈsada
fecundizado	fekundiˈθado
fecundizado	fekundiˈsado
fecundizar	fekundiˈθaɾ
fecundizar	fekundiˈsaɾ
fecundos	feˈkundos
federal	fedeˈɾal
federalizar	fedeɾaliˈθaɾ
federalizar	fedeɾaliˈsaɾ
feed	ˈfid
felicidad	feliθiˈdad
felicidad	felisiˈdad
felicitación	feliθitaˈθjon
felicitación	felisitaˈsjon
felino	feˈlino
Felipe	feˈlipe
feliz	feˈliθ
feliz	feˈlis
fembra	ˈfembɾa
fementido	femenˈtido
femicida	femiˈθida
femicida	femiˈsida
femoral	femoˈɾal
fenece	feˈneθe
fenece	feˈnese
feneceremos	feneθeˈɾemos
feneceremos	feneseˈɾemos
fenicio	feˈniθjo
fenicio	feˈnisjo
ferocísimo	feɾoˈθisimo
ferocísimo	feɾoˈsisimo
ferroviarias	feroˈbjaɾjas
ferroviarios	feroˈbjaɾjos
ferry	ˈferi
fertilizada	fertiliˈθada
fertilizada	fertiliˈsada
fertilizadas	fertiliˈθadas
fertilizadas	fertiliˈsadas
fertilizado	fertiliˈθado
fertilizado	fertiliˈsado
festivos	fesˈtibos
fetiche	feˈtit͡ʃe
fétida	ˈfetida
fetidez	fetiˈdeθ
fetidez	fetiˈdes
feudal	feuˈdal
Fez	ˈfeθ
Fez	ˈfes
fi	ˈfi
fiados	ˈfjados
fiambre	ˈfjambɾe
fiasco	ˈfjasko
fibra	ˈfibɾa
fibración	fibɾaˈθjon
fibración	fibɾaˈsjon
fibrilada	fibɾiˈlada
fibroblástico	fibɾoˈblastiko
fibroma	fiˈbɾoma
fibromas	fiˈbɾomas
fibrosis	fiˈbɾosis
fibrosos	fiˈbɾosos
ficar	fiˈkaɾ
ficares	fiˈkaɾes
ficción	fiɡˈθjon
ficción	fiɡˈsjon
ficcionada	fiɡθjoˈnada
ficcionada	fiɡsjoˈnada
ficcionadas	fiɡθjoˈnadas
ficcionadas	fiɡsjoˈnadas
ficticiamente	fiɡtiθjaˈmente
ficticiamente	fiɡtisjaˈmente
fidelizada	fideliˈθada
fidelizada	fideliˈsada
fidelizadas	fideliˈθadas
fidelizadas	fideliˈsadas
fidelizado	fideliˈθado
fidelizado	fideliˈsado
fidelizados	fideliˈθados
fidelizados	fideliˈsados
fidelizar	fideliˈθaɾ
fidelizar	fideliˈsaɾ
fiebre	ˈfjebɾe
fiel	ˈfjel
fiesta	ˈfjesta
fiestón	fjesˈton
figura	fiˈɡuɾa
filado	fiˈlado
filados	fiˈlados
filar	fiˈlaɾ
filare	fiˈlaɾe
filiado	fiˈljado
filiados	fiˈljados
filial	fiˈljal
filiar	fiˈljaɾ
filio	ˈfiljo
filipinas	filiˈpinas
filipinos	filiˈpinos
filistea	filisˈtea
filisteas	filisˈteas
filisteo	filisˈteo
filisteos	filisˈteos
filmada	filˈmada
filmadas	filˈmadas
filmado	filˈmado
filmados	filˈmados
filme	ˈfilme
filo	ˈfilo
filología	filoloˈxia
filólogo	fiˈloloɡo
filón	fiˈlon
filopodio	filoˈpodjo
filosofía	filosoˈfia
