ab	ɑ b
qıfıl	ɡ ɯ f ɯ ɫ
qıfılçı	ɡ ɯ f ɯ ɫ t͡ʃ ɯ
qıfılçı	ɡ ɯ f ɯ ɫ t͡s ɯ
qıfıllı	ɡ ɯ f ɯ ɫː ɯ
qığılcım	ɡ ɯ ɣ ɯ ɫ d͡ʒ ɯ m
qığılcım	ɡ ɯ ɣ ɯ ɫ d͡z ɯ m
qığlamaq	ɡ ɯ ɣ ɫ ɑ m ɑ χ
qıjı	ɡ ɯ ʒ ɯ
qılınmaq	ɡ ɯ ɫ ɯ n m ɑ χ
qılınmaq	ɡ ɯ ɫ ɯ mː ɑ χ
qılmaq	ɡ ɯ ɫ m ɑ χ
qınaq	ɡ ɯ n ɑ χ
qınamaq	ɡ ɯ n ɑ m ɑ χ
qır	ɡ ɯ r
qırağı	ɡ ɯ r ɑ ɣ ɯ
qıraq	ɡ ɯ r ɑ χ
qıraq	ɡ r ɑ χ
qıraqlar	ɡ ɯ r ɑ ɣ ɫ ɑ r
qırğın	ɡ ɯ r ɣ ɯ n
qırxayaq	ɡ ɯ r χ ɑ j ɑ χ
qırxmaq	ɡ ɯ r χ m ɑ χ
qırılma	ɡ ɯ r ɯ ɫ m ɑ
qırılmaq	ɡ ɯ r ɯ ɫ m ɑ x
qırmaq	ɡ ɯ r m ɑ χ
qırmızı	ɡ ɯ r m ɯ z ɯ
qırmızı	ɣ ɯ r m ɯ z ɯ
qırpmaq	ɡ ɯ r p m ɑ χ
qırtlaq	ɡ ɯ r t ɫ ɑ x
qısa	ɡ ɯ s ɑ
qış	ɡ ɯ ʃ
qışqırmaq	ɡ ɯ ʃ ɡ ɯ r m ɑ χ
qışqırmaq	k ɯ ʃ k ɯ r m ɑ χ
qışlaq	ɡ ɯ ʃ l ɑ χ
qışlaq	ɡ ɯ ʃ t ɑ χ
qıt	ɡ ɯ t
qıvrım	ɡ ɯ v r ɯ m
qıymaq	ɡ ɯ j m ɑ χ
qız	ɡ ɯ z
qızdırmaq	ɡ ɯ z d ɯ r m a χ
qızdırmaölçən	ɡ ɯ z d ɯ ɾ m ɑ œ l t͡ʃ æ n
qızdırmaölçən	ɡ ɯ z d ɯ ɾ m ɑ œ l t͡s æ n
qızılbalıq	ɡ ɯ z ɯ ɫ b ɑ ɫ ɯ χ
qızılqaz	ɡ ɯ z ɯ ɫ ɡ ɑ z
qızılquş	ɡ ɯ z ɯ ɫ ɡ u ʃ
qızışmaq	ɡ ɯ z ɯ ʃ m ɑ χ
qızlıq	ɡ ɯ z ɫ ɯ χ
qızlıq	ɡ ɯ z d ɯ χ
qızmaq	ɡ ɯ z m ɑ χ
qiblə	ɡ i b l æ
qismət	ɡ i s m æ t
qiymət	ɡ i j m æ t
qoboy	ɡ o b o j
qoca	ɡ o d͡ʒ ɑ
qoca	ɡ o d͡z ɑ
qocalıq	ɡ o d͡ʒ ɑ ɫ ɯ χ
qocalıq	ɡ o d͡z ɑ ɫ ɯ χ
qoğal	ɡ o ɣ ɑ l
qohum	ɡ o h u m
qohumluq	ɡ o h u m ɫ u χ
qol	ɡ o ɫ
qolac	ɡ o ɫ ɑ d͡ʒ
qolac	ɡ o ɫ ɑ d͡z
qolay	ɡ o ɫ ɑ j
qolbaq	ɡ o ɫ b ɑ χ
qolçaq	ɡ o ɫ t͡ʃ ɑ x
qolçaq	ɡ o ɫ t͡s ɑ x
qoltuq	ɡ o ɫ t u χ
qonaq	ɡ o n ɑ χ
qonaqcıl	ɡ o n ɑ χ d͡ʒ ɯ ɫ
qonaqcıl	ɡ o n ɑ χ d͡z ɯ ɫ
qonaqlıq	ɡ o n ɑ ɣ ɫ ɯ χ
qonaqlıq	ɡ o n ɑ ɣ ɫ ɯ ɣ
qonaqpərəst	ɡ o n ɑ χ p æ r æ s t
qonaqpərvər	ɡ o n ɑ χ p æ r v æ r
qonmaq	ɡ o mː ɑ x
qonşu	ɡ o n ʃ u
qonuq	ɡ o n u χ
qoparmaq	ɡ o p ɑ r m ɑ x
qopmaq	ɡ o p m ɑ χ
qor	ɡ o r
qorxaq	ɡ o r χ ɑ χ
qorxaqlıq	ɡ o r χ ɑ ɣ ɫ ɯ χ
qorxmaq	ɡ o r x m ɑ x
qorxmaz	ɡ o r χ m ɑ z
qorxu	ɡ o r χ u
qorxutmaq	ɡ o r χ u t m ɑ χ
qoruqçu	ɡ o r u χ t͡ʃ u
qoruqçu	ɡ o r u χ t͡s u
qorumaq	ɡ o r u m ɑ χ
qoşmaq	ɡ o ʃ m ɑ χ
qoşulmaq	ɡ o ʃ u ɫ m a χ
qoşun	ɡ o ʃ u n
qoşun	ɡ o ʃ u n
qovalamaq	ɡ o v ɑ ɫ ɑ m ɑ x
qovalamaq	ɡ o j ɫ ɑ m ɑ x
qovmaq	ɡ o v m ɑ χ
qovulma	ɡ o v u ɫ m a
qovulmaq	ɡ o v u ɫ m a χ
qovun	ɡ o v u n
qovun	ɡ o h u n
qovun	ɡ o v u n
qoydurmaq	ɡ o j d u r m ɑ χ
qoymaq	ɡ o j m ɑ χ
qoz	ɡ o z
qövm	ɡ œ v m
qövs	ɡ œ v s
qrammatika	ɡ ɾ ɑ m ɑ t i k ɑ
qrip	ɡ r i p
qu	ɡ u
qucaq	ɡ u d͡ʒ ɑ x
qucaq	ɡ u d͡z ɑ x
qucaqlamaq	ɡ u d͡ʒ a ɣ ɫ ɑ m ɑ χ
qucaqlamaq	ɡ u d͡z a ɣ ɫ ɑ m ɑ χ
qucaqlaşmaq	ɡ u d͡ʒ a ɣ ɫ ɑ ʃ m ɑ χ
qucaqlaşmaq	ɡ u d͡z a ɣ ɫ ɑ ʃ m ɑ χ
quduzluq	ɡ u d u z ɫ u χ
qul	ɡ u ɫ
qulaq	ɡ u ɫ ɑ x
qulaqcıq	ɡ u ɫ ɑ x d͡ʒ ɯ x
qulaqcıq	ɡ u ɫ ɑ x d͡z ɯ x
qulaqlıq	ɡ u ɫ ɑ x ɫ ɯ x
qumbara	ɡ u m b ɑ r ɑ
qumuq	ɡ u m u χ
qundaq	ɡ u n d a x
qunduz	ɡ u n d u z
qurbağa	ɡ u r b ɑ ɣ ɑ
qurdalamaq	ɡ u r d ɑ ɫ ɑ m ɑ x
qurdalanmaq	ɡ u r d ɑ ɫ ɑ n m ɑ x
qurdalanmaq	ɡ u r d ɑ ɫ ɑ mː ɑ x
qurdbasar	ɡ u r d b ɑ s ɑ ɾ
qurmaq	ɡ u r m ɑ χ
qurnaz	ɡ u r n ɑ z
qurtarmaq	ɡ u r t ɑ r m ɑ χ
qurtarmaq	k u t a r m ɑ χ
qurtulmaq	ɡ u r t u ɫ m ɑ χ
qurtulmaq	ɡ u t u ɫ m ɑ χ
qurtumlamaq	ɡ u r t u m l a m ɑ χ
quru	ɡ u r u
quruluş	ɡ u r u ɫ u ʃ
quruluşçu	ɡ u r u ɫ u ʃ t͡ʃ u
quruluşçu	ɡ u r u ɫ u ʃ t͡s u
qurum	ɡ u r u m
qurutmaq	ɡ u r u t m ɑ χ
qusmaq	ɡ u s m ɑ x
qusuntu	ɡ u s u n t u
quş	ɡ u ʃ
quşi	ɡ u ʃ i
quşqu	ɡ u ʃ ɡ u
quşlamaq	ɡ u ʃ d a m ɑ χ
quşlamaq	ɡ u ʃ ɫ a m ɑ χ
qutab	ɡ u t ɑ b
qutab	k u t ɑ b
quyruq	ɡ u j r u ɣ
quyu	ɡ u j u
quzey	ɡ u z e j
qüllə	ɡ y lː æ
qüsn	ɡ y s n
qvatemalalı	ɡ ɯ v ɑ t e m ɑ ɫ ɑ ɫ ɯ
qvatemalalı	ɡ v ɑ t e m ɑ ɫ ɑ ɫ ɯ
l	l
l	l eː
L	l
L	l eː
laboratoriya	ɫ ɑ b ɑ ɾ ɑ t o ɾ i j ɑ
labüd	ɫ ɑː b y d
lacivərd	ɫ ɑː d͡ʒ i v æ ɾ d
lacivərd	ɫ ɑː d͡z i v æ ɾ d
laçın	ɫ ɑ t͡ʃ ɯ n
laçın	ɫ ɑ t͡s ɯ n
lağlağı	l ɑ ɣ l ɑ ɣ ɯ
lahiyə	ɫ ɑː h i j æ
laxlamaq	ɫ ɑ x ɫ ɑ m ɑ x
lakin	l aː c i n
lakin	l aː t͡ʃ i n
laqeyd	ɫ ɑː ɡ e j d
lampa	ɫ ɑ m p ɑ
lampoçka	ɫ ɑ m p ɯ t͡ʃ k ɑ
lampoçka	ɫ ɑ m p ɯ t͡s k ɑ
lampoçka	ɫ ɑ m b ɯ t͡s k ɑ
lapdan	l ɑ p d ɑ n
layihə	ɫ ɑː j i h æ
layihəçi	ɫ ɑ j i h æ t͡ʃ i
layihəçi	ɫ ɑ j i h æ t͡s i
layiq	l ɑː j i k
layiq	l ɑː j i ɡ
lazım	ɫ ɑː z ɯ m
lazım	ɫ ɑ z ɯ m
lazımsız	ɫ ɑ z ɯ m s ɯ z
lehinə	l æ h i n æ
Lerik	l e r i c
Lerik	l e r i t͡ʃ
leş	l e ʃ
leysan	l e j s ɑ n
lezva	l e z v ɑ
ləbədə	l æ b æ d æ
ləhcə	l æ h d͡ʒ æ
ləhcəşünas	l æ h d͡ʒ æ ʃ y n ɑ s
ləhcəşünaslıq	l æ h d͡ʒ æ ʃ y n ɑ s ɫ ɯ χ
ləngitmək	l æ n ɟ i t m æ c
ləngitmək	l æ n ɟ i t m æ j
ləpə	l æ p æ
ləpik	l æ p i c
ləpik	l æ p i j
ləpik	l æ p i ç
lətifə	l æ t i f æ
ləzgi	l æ z ɟ i
liman	l i m ɑ n
loğma	ɫ o ɣ m ɑ
lox	l o x
lom	ɫ o m
loru	l o r u
lök	l œ c
lök	l œ t͡ʃ
Lökbatan	l œ c b ɑ t ɑ n
Lökbatan	l œ t͡ʃ b ɑ t ɑ n
lövbər	l œ v b æ r
lüğət	l y ɣ æ t
lüt	l y t
lütfən	l y t f æ n
m	m
m	m eː
M	m
M	m eː
maarif	m ɑː r i f
maarifçi	m ɑː r i f t͡ʃ i
maarifçi	m ɑː r i f t͡s i
maarifçilik	m ɑː r i f t͡ʃ i l i k
maarifçilik	m ɑː r i f t͡ʃ i l i j
maarifçilik	m ɑː r i f t͡s i l i t͡ʃ
maarifçilik	m ɑː r i f t͡s i l i ç
maarifləndirmək	m ɑː r i f l æ n d i r m æ k
maarifləndirmək	m ɑː r i f l æ n d i r m æ j
maariflənmək	m ɑː r i f l æ n m æ k
maariflənmək	m ɑː r i f l æ n m æ j
macar	m ɑ d͡ʒ ɑ r
macar	m ɑ d͡z ɑ r
macəra	m ɑː d͡ʒ æ r ɑ
macəra	m ɑː d͡z æ r ɑ
mahiyyət	m ɑː h i j æ t
mahiyyət	m ɑ h i j æ t
mahiyyətcə	m ɑ h i j æ t d͡ʒ æ
Mahmud	m ɑ h m u d
mahnı	m ɑ h n ɯ
mahtab	m ɑ h t ɑ b
Makedoniya	m ɑ t͡ʃ e d o n i j ɑ
Makedoniya	m ɑ t͡ʃ e d o n j ɑ
maqqaş	m ɑ k ɡ ɑ ʃ
maqnitölçən	m ɑ ɡ n i t œ l t͡ʃ æ n
maqnitölçən	m ɑ ɡ n i t œ l t͡s æ n
mal	m ɑ ɫ
mama	m ɑ m ɑ
mamauşağı	m ɑ m ɑ u ʃ ɑ ɣ ɯ
mamır	m ɑ m ɯ ɾ
manat	m ɑ n ɑ t
manat	m ɑː t
mane	m ɑː n e
maneə	m ɑː n e æ
maraq	m ɑ r ɑ x
maraq	m ɑ r ɑ ɣ
maraqcıl	m ɑ r ɑ χ d͡ʒ ɯ l
maraqcıl	m ɑ r ɑ χ d͡z ɯ l
maraqlı	m ɑ r ɑ ɣ ɫ ɯ
masa	m ɑ s ɑ
matç	m ɑ t t͡ʃ
mavi	m ɑː v i
may	m ɑ j
maya	m ɑ j ɑ
mayalandırmaq	m ɑ j ɑ ɫ ɑ n d ɯ r m ɑ x
mazut	m ɑ z u t
meksikalı	m e k s i k ɑ ɫ ɯ
mem	m e m
memar	m e m ɑ r
memar	m eː m ɑ r
mesaj	m e s ɑ ʒ
meydan	m e j d ɑ n
meydança	m e j d ɑ n t͡ʃ ɑ
meydança	m e j d ɑ n t͡s ɑ
meyit	m e j i t
meyitxana	m e j i t χ ɑ n ɑ
meynə	m e j n æ
məbəd	m æː b æ d
məbəd	m æ b æ d
məcazi	m æ d͡ʒ ɑː z i
məcazi	m æ d͡z ɑː z i
məclis	m æ d͡ʒ l i s
məclis	m æ d͡z l i s
məcməyi	m æ d͡ʒ m æ j i
məcməyi	m æ d͡ʒ m æ i
mədaxil	m æ d ɑː χ i l
mədə	m æː d æ
mədəni	m æ d æ n i
mədəniyyət	m æ d æ n i j æ t
Mədinə	m æ d i n æ
mədrəsə	m æ d r æ s æ
məfhum	m æ f h u m
məğlub	m æ ɣ ɫ u b
məğlubiyyət	m æ ɣ ɫ u b i j æ t
məhəlli	m æ h æ lː i
məhkəmə	m æ h k æ m æ
məhsul	m æ h s u ɫ
məhsul	m æ s u ɫ
məhşər	m æ h ʃ æ r
məhşur	m æ h ʃ u r
məhşur	m æ ʃ u r
məhz	m æ h z
məhz	m æ z
məhz	m æ h s
məhz	m æ s
məxaric	m æ χ ɑː r i d͡ʒ
məxəz	m æ χ æ z
məxfi	m æ x f i
məktəb	m æ ç t æ b
məktəb	m æ c t æ b
məktəb	m æ j t æ f
məktub	m æ ç t u b
məktub	m æ c t u b
məktub	m æ j t u f
məqbərə	m æ ɡ b æ r æ
məqsəd	m æ ɡ s æ d
məqsəd	m æ k s æ d
məqsədəuyğun	m æ ɡ s æ d æ u j ɣ u n
məqsədəuyğun	m æ k s æ d æ u j ɣ u n
məqsədəuyğunluq	m æ ɡ s æ d æ u j ɣ u n ɫ u χ
məqsədəuyğunluq	m æ k s æ d æ u j ɣ u n ɫ u χ
mələfə	m æ l æ f æ
mələz	m æ l æ z
məlum	m æː ɫ u m
məlumatlı	m æː l u m ɑ t ɫ ɯ
məmə	m æ m æ
məməli	m æ m æ l i
Məmməd	m æ m m æ d
məmur	m æ m u r
məmur	m æː m u r
məna	m æː n ɑ
mənasız	m æː n ɑ s ɯ z
məncə	m æ n d͡ʒ æ
məncə	m æ n d͡z æ
mənə	m æ n æ
mənə	m æː
mənə	m ɑː
mənə	m ɑ ŋ ɑ
mənəm	m æ n æ m
mənim	m æː m
mənimsəmə	m æ n i m s æ m æ
mənimsəmək	m æ n i m s æ m æ k
mənimsəmək	m æ n i m s æ m æ j
mənzərə	m æ n z æ ɾ æ
mənzil	m æ n z i l
mərasim	m æ r ɑː s i m
mərc	m æ r d͡ʒ
mərc	m æ r d͡z
mərhələ	m æ r h æ l æ
mərhəmət	m æ ɾ h æ m æ t
mərifət	m æ r i f æ t
məriz	m æ ɾ i z
məruzə	m æ r uː z æ
mərz	m æ ɾ z
məsafə	m æ s ɑː f æ
məsafəölçən	m æ s ɑː f æ œ l t͡ʃ æ n
məsafəölçən	m æ s ɑː f æ œ l t͡s æ n
məsələn	m æ s æ l æ n
məsih	m æ s i h
məsləhət	m æ s l æ h æ t
məsləhət	m æ s l æ æ t
məsləhətli	m æ s l æ h æ t l i
məsləhətli	m æ s l æ æ t l i
məsul	m æː s u ɫ
məşq	m æ ʃ k
məşrutə	m æ ʃ r uː t æ
məşvərət	m æ ʃ v æ r æ t
məşvərətçi	m æ ʃ v æ r æ t t͡ʃ i
məşvərətçi	m æ ʃ v æ r æ t t͡s i
mətbəə	m æ t b æ æ
mətbəəçi	m æ t b æ æ t͡ʃ i
mətbəəçi	m æ t b æ æ t͡s i
mətbəx	m æ t b æ χ t
mətbəx	m æ t b æ χ
mətləb	m æ t l æ b
məyus	m æː j u s
məzac	m æ z ɑ d͡ʒ
məzac	m æ z ɑ d͡z
məzhəb	m æ z h æ b
məziyyət	m æ z i j æ t
məzlum	m æ z ɫ u m
məzun	m æː z u n
məzuniyyət	m æ z u n i j æ t
mıx	m ɯ χ
mıxməmməd	m ɯ x m æ m m æ d
mızıldamaq	m ɯ z ɯ ɫ d a m ɑ x
miqdar	m i ɡ d ɑ r
milad	m i ɫ ɑ d
milçək	m i l t͡ʃ æ c
milçək	m i l t͡s æ t͡ʃ
milçəkqıran	m i l t͡ʃ æ c ɡ ɯ r ɑ n
millət	m i l l æ t
min	m i n
minbər	m i n b æ r
minillik	m i n i l l i k
minillik	m i n i l l i ç
minmək	m i n m æ k
minmək	m i mː æ k
minmək	m i n m e j
minmək	m i n m ɑ χ
minnətdar	m i nː æ t d ɑ r
mirzə	m i r z æ
misilsiz	m i s i l s i z
mismar	m i s m ɑ ɾ
mişar	m i ʃ ɑ r
mişar	m ɯ ʃ ɑ r
miyanə	m i j ɑː n æ
molekul	m o l e k u ɫ
molla	m o lː a
morfoloji	m ɑ r f ɑ l o ʒ i
morfoloji	m ɑ r f ɑ l o ʒ ɯ
morfoloji	m o r f o l o ʒ ɯ
moyka	m o j k ɑ
möcüzə	m œː d͡ʒ y z æ
möhkəm	m œ h c æ m
möhtərəm	m œ h t æ r æ m
mötəbər	m œː t æ b æ r
mövcudluq	m œ v d͡ʒ u d ɫ u χ
mövcudluq	m œ v d͡z u d ɫ u χ
mövhumat	m œ v h u m ɑ t
muğayat	m u ɣ ɑ j ɑ t
muğayat	m u ɣ ɑː j e t
muğayat	m ɣ ɑː j e t
muxtar	m u χ t ɑ r
muncuq	m u n d͡ʒ u x
muncuq	m u n d͡z u x
mundar	m u n d ɑ r
mundar	m ɯ n d ɑ r
murdar	m u r d ɑ r
Musa	m u s ɑ
musiqi	m uː s i ɡ i
Mustafa	m u s t ɑ f ɑ
muştuluq	m u ʃ t u l u χ
muştuluqçu	m u ʃ t u ɫ u χ t͡ʃ u
muştuluqçu	m u ʃ t u ɫ u χ t͡s u
muzdur	m u z d u r
muzey	m u z e j
müavinət	m y ɑː v i n æ t
mübarək	m y b ɑː ɾ æ c
mübarizə	m y b ɑː r i z æ
mübarizə	m u b ɑː r i z æ
müəllif	m y æ lː i f
müəllim	m y æ lː i m
müəllimə	m y æ lː i m æ
müəllimlik	m y æ lː i m l i ç
müəmmalı	m y æ mː ɑ ɫ ɯ
müflis	m y f l i s
müğənni	m y ɣ æ nː i
mühacir	m y h ɑː d͡ʒ i r
mühacir	m y h ɑː d͡z i r
mühacirət	m y h ɑː d͡ʒ i r æ t
mühacirət	m y h ɑː d͡z i r æ t
müharibə	m y h ɑː r i b æ
mühazirəçi	m y h ɑː z i r æ t͡ʃ i
mühazirəçi	m y h ɑː z i r æ t͡s i
mühəndis	m y h æ n d i s
mühərrik	m y h æ rː i k
mühüm	m y h y m
müxalifət	m y x ɑː l i f æ t
müxalifət	m u x ɑ l i f æ t
müxbir	m y x b i r
müxtəlif	m y x t æ l i f
müjdə	m y ʒ d æ
müjdə	m y d͡ʒ d æ
müjdəçi	m y ʒ d æ t͡ʃ i
müjdəçi	m y ʒ d æ t͡s i
müqavimət	m y ɡ ɑː v i m æ t
müqayisə	m y ɡ ɑː j i s æ
müqayisə	m y ɡ ɑː i s æ
müqəssir	m y ɡ æ sː i r
mülayim	m y ɫ ɑː j i m
mülayim	m y ɫ ɑː i m
münaqişə	m y n ɑː ɡ i ʃ æ
münbit	m y n b i t
mündəricat	m y n d æ r i d͡ʒ a t
münşi	m y n ʃ i
müntəxəbat	m y n t æ x æ b ɑ t
mürəkkəb	m y r æ kː æ b
mürgüləmək	m y r ɟ y l æ m æ c
müsabiqə	m y s ɑː b i ɡ æ
müsahibə	m y s ɑː h i b æ
müsəlman	m y s æ l m ɑ n
müstəqil	m y s t æ ɡ i l
müstəqillik	m y s t æ ɡ i l l i k
müstəqillik	m y s t æ ɡ i l l i ç
müstəqillik	m y s t æ ɡ i l l i j
müstəmləkə	m y s t æ m l æ c æ
müstəmləkə	m y s t æ m l æ t͡ʃ æ
müstəsna	m y s t æ s n a
müstəvi	m y s t æ v i
müşahidə	m y ʃ ɑː h i d æ
müşahidə	m y ʃ ɑ h i d æ
müşahidəçi	m y ʃ ɑː h i d æ t͡ʃ i
müşahidəçi	m y ʃ ɑ h i d æ t͡ʃ i
müşəmbə	m y ʃ æ m b æ
müştəri	m y ʃ t æ r i
mütəəllim	m y t æː lː i m
mütləq	m y t l æ ɡ
mütləq	m y t l æ k
müttəfiq	m y tː æ f i ɡ
müvəffəqiyyət	m y v æ f f æ ɡ i j æ t
müzakirə	m y z ɑː c i r æ
n	n
n	n eː
N	n
N	n eː
naçar	n ɑː t͡ʃ ɑ ɾ
nadinc	n ɑː d i n t͡ʃ
nadinc	n ɑː d i n d͡ʒ
nadinc	n ɑː d i n d͡z
nadir	n ɑː d i ɾ
nagahan	n ɑː ɟ ɑ h ɑ n
nağd	n ɑ ɣ d
nağdlaşdırmaq	n ɑ ɣ d ɫ ɑ ʃ d ɯ r m ɑ x
nağıl	n ɑ ɣ ɯ ɫ
nahar	n ɑ h ɑ r
nahiyə	n ɑː h i j æ
nakam	n ɑː c ɑ m
nal	n ɑ ɫ
nalə	n ɑː l æ
namaz	n ɑ m ɑ z
namaz	n ɑ m ɑ s
naməlum	n ɑː m æ l u m
nanə	n ɑː n æ
narahat	n ɑ r ɑ h ɑ t
narahatlıq	n ɑː r ɑ h ɑ t d ɯ x
narahatlıq	n ɑː r ɑ h ɑ t l ɯ x
narazı	n ɑ r ɑː z ɯ
narın	n ɑː r ɯ n
narınc	n ɑː r ɯ n d͡ʒ
narınc	n ɑː r ɯ n d͡z
narkotacir	n ɑ r k o t ɑː d͡ʒ i r
narkotacir	n ɑ r k o t ɑː d͡z i r
narkoticarət	n ɑ r k o t i d͡ʒ ɑː r æ t
narkoticarət	n ɑ r k o t i d͡z ɑː r æ t
narnumru	n ɑ r n u m r u
nasist	n ɑ t s i s t
nasist	n ɑ s i s t
nasizm	n ɑ t s i z m
nasizm	n ɑ s i z m
naşir	n ɑː ʃ i r
natamamlıq	n ɑ t ɑ m ɑ m ɫ ɯ χ
natamamlıq	n ɑ t ɑ m ɑ n ɫ ɯ χ
natəmiz	n ɑː t æ m i z
nazik	n ɑː z i c
nazir	n ɑː z i r
nazirlik	n ɑː z i r l i c
nazirlik	n ɑː z i r l i j
necə	n e d͡ʒ æ
necə	n e d͡z æ
necəlik	n e d͡ʒ æ l i c
necəlik	n e d͡z æ l i c
necəsən	n e d͡ʒ æ s æ n
neçənci	n e t͡ʃ æ n d͡ʒ i
neçənci	n e t͡s æ n d͡z i
neçəyə	n e t͡ʃ i j æ
neçəyə	n e t͡ʃ j æ
neçəyə	n e t͡s i j æ
neçəyə	n e t͡s j æ
neçəyədir	n e t͡ʃ j æ d i r
neçəyədir	n e t͡ʃ j æ d i
neçəyədir	n e t͡s j æ d i r
neçəyədir	n e t͡s j æ d i
neft	n e f t
neft	n æ f t
neftçi	n e f t t͡ʃ i
neftçi	n e f t͡ʃ i
neftçi	n e f t t͡s i
neftçi	n e f t͡s i
nehrə	n e h ɾ æ
nemət	n eː m æ t
nemət	n e j m æ t
neyçün	n e j t͡ʃ y n
neyləmək	n e j l æ m æ k
neyləmək	n e j l æ m æ j
neynəmək	n e j n æ m æ k
neynəmək	n e j n æ m æ j
nəbi	n æ b i
nəbz	n æ b z
nəbzölçən	n æ b z œ l t͡ʃ æ n
nəbzölçən	n æ b z œ l t͡s æ n
nəcib	n æ d͡ʒ i b
nəcib	n æ d͡z i b
nəcis	n æ d͡ʒ i s
nəcis	n æ d͡z i s
nəçi	n æ t͡ʃ i
nəçi	n æ t͡s i
nəfər	n æ f æ r
nəfəs	n æ f æ s
nəfs	n æ f s
nəğd	n æ ɣ d
nəğmə	n æ ɣ m æ
nəqərat	n æ ɡ ɑː r æ t
nəql	n æ ɡ l
nəm	n æ m
nənə	n æ n æ
nərdivan	n æ r d i v ɑ n
nəsə	n æ s æ
nəsib	n æ s i b
nəsil	n æ s i l
nəş	n æ ʃ
nəşə	n æ ʃ æ
nəşəxor	n æ ʃ æ x o r
nəşr	n æ ʃ r
nətər	n æ t æ r
nəticə	n æ t i d͡ʒ æ
nəticə	n æ t i d͡z æ
nəticəsində	n æ t i d͡ʒ æ s i n d æ
nəticəsində	n æ t i d͡z æ s i n d æ
nəvə	n æ v æ
nəyəsə	n æ j æ s æ
nəyinsə	n æ j i n s æ
nəyisə	n æ j i s æ
nəzakət	n æ z ɑː k æ t
nicat	n i d͡ʒ ɑ t
nicat	n i d͡z ɑ t
nida	n i d a
nifrət	n i f r æ t
nijad	n i ʒ ɑ d
nikaraqualı	n i k ɑ ɾ ɑ ɡ u ɑ ɫ ɯ
nikbin	n i c b i n
nikbin	n i t͡ʃ b i n
nikbinlik	n i c b i n l i c
nikbinlik	n i c b i nː i c
niyə	n i j æ
noxta	n o x t ɑ
notarius	n o t ɑ r i u s
nökər	n œ c æ r
nökər	n œ t͡ʃ æ r
nöqtə	n œ k t æ
nömrə	n œ m r æ
nöşün	n œː ʃ y n
nöşün	n œ ʃ y n
nöşün	n œ j ʃ y n
növbə	n œ v b æ
növbənöv	n œ v b æ n œ v
nöyüt	n œ j y t
nümayəndə	n y m ɑ j æː n d æ
nümayəndə	n y m ɑː j i n d æ
nümayəndə	n y m ɑː i n d æ
oboy	ɑ b o j
ocaq	o d͡ʒ ɑ x
ocaq	o d͡z ɑ x
ocaq	o ʒ ɑ x
ocaqlıq	o d͡ʒ ɑ ɣ ɫ ɯ χ
ocaqlıq	o d͡z ɑ ɣ ɫ ɯ χ
oçerk	o t͡ʃ e r k
oçerk	o t͡s e r t͡ʃ
odun	o d u n
odur	o d u r
oğlaq	o ɣ ɫ ɑ χ
Oğlaq	o ɣ ɫ ɑ χ
oğraş	o ɣ r ɑ ʃ
oğru	o ɣ r u
oğul	o ɣ u ɫ
oğurlamaq	o ɣ u rː ɑ m ɑ χ
oxlov	o x ɫ o v
oxşamaq	o χ ʃ ɑ m ɑ χ
oxşar	o χ ʃ ɑ r
oxşarlıq	o χ ʃ ɑ r l ɯ χ
oxumaq	o χ u m a χ
oxuşmaq	o x u ʃ m ɑ x
oxutmaq	o χ u t m ɑ χ
olay	o ɫ ɑ j
oldu	o ɫ d u
olmaq	o l m ɑ χ
olsun	o ɫ s u n
olsun	o sː u n
onda	o n d ɑ
onlardır	o n ɫ ɑ r d ɯ r
onuncu	o n u n d͡ʒ u
onuncu	o n u n d͡z u
onurğa	o n u r ɣ ɑ
orada	o r ɑ d ɑ
orada	o r d ɑ
oradan	o r ɑ d ɑ n
oradan	o r d ɑ n
ordinat	o ɾ d i n ɑ t
ordu	o r d u
orgiya	o r ɟ i j a
orqan	o ɾ ɡ ɑ n
orta	o r t ɑ
ortabab	o r t ɑ b ɑ b
ortadaqaldı	o r t ɑ d a ɡ ɑ ɫ d ɯ
ortancıl	o r t ɑ n d͡z ɯ ɫ
osturaq	o s t u r ɑ χ
osturaq	o s t r ɑ χ
osturaqçı	o s t u r a χ t͡ʃ ɯ
osturaqçı	o s t r a χ t͡ʃ ɯ
osturaqçı	o s t u r a χ t͡s ɯ
osturaqçı	o s t r a χ t͡s ɯ
osturmaq	o s t u ɾ m ɑ x
osurmaq	o s u r m ɑ χ
otaq	o t ɑ x
otaqda	o t ɑ ɣ d ɑ
otbiçən	o t b i t͡ʃ æ n
otbiçən	o t b i t͡s æ n
otlamaq	o t ɫ ɑ m ɑ x
otlamaq	o tː ɑ m ɑ x
oturacaq	o t u r ɑ d͡ʒ ɑ x
oturacaq	o t u r ɑ d͡z ɑ x
oturmaq	o t u r m ɑ χ
oturuş	o t u r u ʃ
otuzuncu	o t u z u n d͡ʒ u
otval	ɑ t v ɑ ɫ
ov	o v
ova	o v ɑ
ovalamaq	o v ɑ ɫ ɑ m ɑ x
ovan	o v ɑ n
ovanda	o v ɑ n d ɑ
ovçu	o v t͡ʃ u
ovçu	o v t͡ʃ ɯ
ovçu	o v t͡s u
