Ա	ɑ
արդյուն	ɑ ɾ tʰ ʏ n
արդյունաբերական	ɑ ɾ tʰ ʏ n ɑ pʰ e ɾ ɑ ɡ ɑ n
արդյունաբերություն	ɑ ɾ tʰ ʏ n ɑ pʰ e ɾ u tʰ ʏ n
արդյունավետ	ɑ ɾ tʰ ʏ n ɑ v e d
արդյունք	ɑ ɾ tʰ ʏ ŋ kʰ
արդյոք	ɑ ɾ tʰ j o kʰ
արդուկ	ɑ ɾ tʰ u ɡ
արդուկել	ɑ ɾ tʰ u ɡ e l
արեգ	ɑ ɾ e kʰ
արեգակ	ɑ ɾ e kʰ ɑ ɡ
արեգակնային	ɑ ɾ e kʰ ɑ ɡ n ɑ j i n
արթնանալ	ɑ ɾ tʰ n ɑ n ɑ l
արթնացնել	ɑ ɾ tʰ n ɑ t͡sʰ ə n e l
արթնցնել	ɑ ɾ tʰ ə n t͡sʰ ə n e l
արթուն	ɑ ɾ tʰ u n
արժան	ɑ ɾ ʒ ɑ n
արժանահավատ	ɑ ɾ ʒ ɑ n ɑ h ɑ v ɑ d
արժանահավատություն	ɑ ɾ ʒ ɑ n ɑ h ɑ v ɑ d u tʰ ʏ n
արժանանալ	ɑ ɾ ʒ ɑ n ɑ n ɑ l
արժանապատվություն	ɑ ɾ ʒ ɑ n ɑ b ɑ d v u tʰ ʏ n
արժանի	ɑ ɾ ʒ ɑ n i
արժել	ɑ ɾ ʒ e l
արժենալ	ɑ ɾ ʒ e n ɑ l
արժեք	ɑ ɾ ʒ e kʰ
արժեքավորել	ɑ ɾ ʒ e kʰ ɑ v o ɾ e l
արժեքի	ɑ ɾ ʒ e kʰ i
արժույթ	ɑ ɾ ʒ u j tʰ
արի	ɑ ɾ i
արիական	ɑ ɾ i j ɑ ɡ ɑ n
արիշտա	ɑ ɾ i ʃ t ɑ
արիություն	ɑ ɾ i j u tʰ ʏ n
արխալուղ	ɑ ɾ χ ɑ l u ʁ
արխային	ɑ ɾ χ ɑ j i n
արխիվ	ɑ ɾ χ i v
արծաթ	ɑ ɾ d͡z ɑ tʰ
արծաթապատ	ɑ ɾ d͡z ɑ tʰ ɑ b ɑ d
արծաթասիրություն	ɑ ɾ d͡z ɑ tʰ ɑ s i ɾ u tʰ ʏ n
արծաթե	ɑ ɾ d͡z ɑ tʰ e
արծաթի	ɑ ɾ d͡z ɑ tʰ i
արծաթյա	ɑ ɾ d͡z ɑ tʰ j ɑ
արծարծել	ɑ ɾ d͡z ɑ ɾ d͡z e l
արծիվ	ɑ ɾ d͡z i v
արծնել	ɑ ɾ d͡z n e l
արծվաբույն	ɑ ɾ d͡z v ɑ pʰ u j n
արծվաբուն	ɑ ɾ d͡z v ɑ pʰ u n
արծվառյուծ	ɑ ɾ d͡z v ɑ ɾ ʏ d͡z
արծվի	ɑ ɾ d͡z v i
արծրունյաց	ɑ ɾ d͡z ɾ u n j ɑ t͡sʰ
արկ	ɑ ɾ ɡ
արկանել	ɑ ɾ ɡ ɑ n e l
արկել	ɑ ɾ ɡ e l
արկղ	ɑ ɾ ɡ ə ʁ
արհամարհ	ɑ r h ɑ m ɑ ɾ
արհամարհ	ɑ ɾ h ɑ m ɑ ɾ
արհամարհել	ɑ r h ɑ m ɑ ɾ e l
արհամարհել	ɑ ɾ h ɑ m ɑ ɾ e l
արհեստ	ɑ ɾ h e s t
արհեստական	ɑ ɾ h e s t ɑ ɡ ɑ n
արհեստանոց	ɑ ɾ h e s t ɑ n o t͡sʰ
արհեստավոր	ɑ ɾ h e s t ɑ v o ɾ
արձագանք	ɑ ɾ t͡sʰ ɑ kʰ ɑ ŋ kʰ
արձագանքել	ɑ ɾ t͡sʰ ɑ kʰ ɑ ŋ kʰ e l
արձակ	ɑ ɾ t͡sʰ ɑ ɡ
արձակել	ɑ ɾ t͡sʰ ɑ ɡ e l
արձակուրդ	ɑ ɾ t͡sʰ ɑ ɡ u ɾ tʰ
արձան	ɑ ɾ t͡sʰ ɑ n
արձանագրել	ɑ ɾ t͡sʰ ɑ n ɑ kʰ ɾ e l
արձանագրություն	ɑ ɾ t͡sʰ ɑ n ɑ kʰ ɾ u tʰ ʏ n
արճիճ	ɑ ɾ d͡ʒ i d͡ʒ
արմ	ɑ ɾ m
արմանալ	ɑ ɾ m ɑ n ɑ l
արմավ	ɑ ɾ m ɑ v
արմավենի	ɑ ɾ m ɑ v e n i
արմատ	ɑ ɾ m ɑ d
արմատաքի	ɑ ɾ m ɑ d ɑ kʰ i
արմունկ	ɑ ɾ m u ŋ ɡ
արմունկոսկր	ɑ ɾ m u ŋ ɡ o s k ə ɾ
արյուն	ɑ ɾ ʏ n
արյունաբանություն	ɑ ɾ ʏ n ɑ pʰ ɑ n u tʰ ʏ n
արյունահոսել	ɑ ɾ ʏ n ɑ h o s e l
արյունահոսություն	ɑ ɾ ʏ n ɑ h o s u tʰ ʏ n
արյունաքամ	ɑ ɾ ʏ n ɑ kʰ ɑ m
արյունոտ	ɑ ɾ ʏ n o d
արնախում	ɑ ɾ n ɑ χ u m
արշալույս	ɑ ɾ ʃ ɑ l u j s
արշավ	ɑ ɾ ʃ ɑ v
արշավանք	ɑ ɾ ʃ ɑ v ɑ ŋ kʰ
արշավել	ɑ ɾ ʃ ɑ v e l
արշին	ɑ ɾ ʃ i n
արշիպելագ	ɑ ɾ ʃ i b e l ɑ kʰ
արոս	ɑ ɾ o s
արոտ	ɑ ɾ o d
արոտավայր	ɑ ɾ o d ɑ v ɑ j ɾ
արոր	ɑ ɾ o ɾ
արորել	ɑ ɾ o ɾ e l
արու	ɑ ɾ u
արույր	ɑ ɾ u j ɾ
արուն	ɑ ɾ u n
արջ	ɑ ɾ t͡ʃʰ
արջամուկ	ɑ ɾ t͡ʃʰ ɑ m u ɡ
արջառ	ɑ ɾ t͡ʃʰ ɑ ɾ
արջասպ	ɑ ɾ t͡ʃʰ ɑ s p
արջուկ	ɑ ɾ t͡ʃʰ u ɡ
արսեն	ɑ ɾ s e n
արվարձան	ɑ ɾ v ɑ ɾ t͡sʰ ɑ n
արվեստ	ɑ ɾ v e s t
արվեստագետ	ɑ ɾ v e s t ɑ kʰ e d
արտ	ɑ ɾ d
արտագաղթ	ɑ ɾ d ɑ kʰ ɑ χ tʰ
արտագաղթել	ɑ ɾ d ɑ kʰ ɑ χ tʰ e l
արտագաղթող	ɑ ɾ d ɑ kʰ ɑ χ tʰ o ʁ
արտադրանք	ɑ ɾ d ɑ tʰ ɾ ɑ ŋ kʰ
արտադրել	ɑ ɾ d ɑ tʰ ɾ e l
արտադրող	ɑ ɾ d ɑ tʰ ɾ o ʁ
արտադրողականություն	ɑ ɾ d ɑ tʰ ɾ o ʁ ɑ ɡ ɑ n u tʰ ʏ n
արտադրություն	ɑ ɾ d ɑ tʰ ɾ u tʰ ʏ n
արտալա	ɑ ɾ d ɑ l ɑ
արտախուրակ	ɑ ɾ d ɑ χ u ɾ ɑ ɡ
արտակարգ	ɑ ɾ d ɑ ɡ ɑ ɾ kʰ
արտահայտություն	ɑ ɾ d ɑ h ɑ j d u tʰ ʏ n
արտահանձնում	ɑ ɾ d ɑ h ɑ n t͡sʰ n u m
արտահանում	ɑ ɾ d ɑ h ɑ n u m
արտահերթ	ɑ ɾ d ɑ h e ɾ tʰ
արտահոսք	ɑ ɾ d ɑ h o s kʰ
արտամղել	ɑ ɾ d ɑ m ə ʁ e l
արտամղում	ɑ ɾ d ɑ m ə ʁ u m
արտամղվել	ɑ ɾ d ɑ m ə ʁ v e l
արտաշիրմել	ɑ ɾ d ɑ ʃ i ɾ m e l
արտաշիրմում	ɑ ɾ d ɑ ʃ i ɾ m u m
արտապատվիրում	ɑ ɾ d ɑ b ɑ d v i ɾ u m
արտասահման	ɑ ɾ d ɑ s ɑ h m ɑ n
արտասահմանցի	ɑ ɾ d ɑ s ɑ h m ɑ n t͡sʰ i
արտասանել	ɑ ɾ d ɑ s ɑ n e l
արտասանություն	ɑ ɾ d ɑ s ɑ n u tʰ ʏ n
արտասովոր	ɑ ɾ d ɑ s o v o ɾ
արտասունք	ɑ ɾ d ɑ s u ŋ kʰ
արտասուք	ɑ ɾ d ɑ s u kʰ
արտասվել	ɑ ɾ d ɑ s v e l
արտավար	ɑ ɾ d ɑ v ɑ ɾ
արտարժույթ	ɑ ɾ d ɑ ɾ ʒ u j tʰ
արտացոլում	ɑ ɾ d ɑ t͡sʰ o l u m
արտաքին	ɑ ɾ d ɑ kʰ i n
արտաքո	ɑ ɾ d ɑ kʰ o
արտաքուստ	ɑ ɾ d ɑ kʰ u s t
արտաքսել	ɑ ɾ d ɑ kʰ s e l
արտգործնախարարություն	ɑ ɾ t kʰ o ɾ d͡z n ɑ χ ɑ ɾ ɑ ɾ u tʰ ʏ n
արտոնագիր	ɑ ɾ d o n ɑ kʰ i ɾ
արտոնություն	ɑ ɾ d o n u tʰ ʏ n
արտոսր	ɑ ɾ d o s ə ɾ
արտորալ	ɑ ɾ d o ɾ ɑ l
արտորայք	ɑ ɾ d o ɾ ɑ j kʰ
արտույտ	ɑ ɾ d u j d
արտևան	ɑ ɾ d e v ɑ n
արտևանունք	ɑ ɾ d e v ɑ n u ŋ kʰ
արցախյան	ɑ ɾ t͡sʰ ɑ χ j ɑ n
արցախցի	ɑ ɾ t͡sʰ ɑ χ t͡sʰ i
արցունք	ɑ ɾ t͡sʰ u ŋ kʰ
արցունքաբեր	ɑ ɾ t͡sʰ u ŋ kʰ ɑ pʰ e ɾ
արփենի	ɑ ɾ pʰ e n i
արփի	ɑ ɾ pʰ i
արքա	ɑ ɾ kʰ ɑ
արքադ	ɑ ɾ kʰ ɑ tʰ
արքայադուստր	ɑ ɾ kʰ ɑ j ɑ tʰ u s t ə ɾ
արքայազն	ɑ ɾ kʰ ɑ j ɑ z ə n
արքայախնձոր	ɑ ɾ kʰ ɑ j ɑ χ ə n t͡sʰ o ɾ
արքայական	ɑ ɾ kʰ ɑ j ɑ ɡ ɑ n
արքայամոր	ɑ ɾ kʰ ɑ j ɑ m o ɾ
արքայամորի	ɑ ɾ kʰ ɑ j ɑ m o ɾ i
արքայանարինջ	ɑ ɾ kʰ ɑ j ɑ n ɑ ɾ i n t͡ʃʰ
արքայասպան	ɑ ɾ kʰ ɑ j ɑ s p ɑ n
արքայություն	ɑ ɾ kʰ ɑ j u tʰ ʏ n
արքատ	ɑ ɾ kʰ ɑ d
արքունի	ɑ ɾ kʰ u n i
արքունիք	ɑ ɾ kʰ u n i kʰ
արև	ɑ ɾ e v
արևադարձ	ɑ ɾ e v ɑ tʰ ɑ ɾ t͡sʰ
արևածագ	ɑ ɾ e v ɑ d͡z ɑ kʰ
արևածաղիկ	ɑ ɾ e v ɑ d͡z ɑ ʁ i ɡ
արևային	ɑ ɾ e v ɑ j i n
արևապաշտպան	ɑ ɾ e v ɑ b ɑ ʃ p ɑ n
արևապաշտպան	ɑ ɾ e v ɑ b ɑ ʃ t b ɑ n
արևապաշտպան	ɑ ɾ e v ɑ p ɑ ʃ p ɑ n
արևելագետ	ɑ ɾ e v e l ɑ kʰ e d
արևելագիտական	ɑ ɾ e v e l ɑ kʰ i d ɑ ɡ ɑ n
արևելահայ	ɑ ɾ e v e l ɑ h ɑ j
արևելահայերեն	ɑ ɾ e v e l ɑ h ɑ j e ɾ e n
արևելյան	ɑ ɾ e v e l j ɑ n
արևելք	ɑ ɾ e v e l kʰ
արևմուտք	ɑ ɾ e v m u t kʰ
արևմտահայ	ɑ ɾ e v m ə d ɑ h ɑ j
արևմտահայերեն	ɑ ɾ e v m ə d ɑ h ɑ j e ɾ e n
արևմտյան	ɑ ɾ e v m ə d j ɑ n
ափ	ɑ pʰ
ափափա	ɑ pʰ ɑ pʰ ɑ
ափի	ɑ pʰ i
ափիոն	ɑ pʰ i j o n
ափիոն	ɑ pʰ j o n
ափու	ɑ pʰ u
ափսար	ɑ pʰ s ɑ ɾ
ափսե	ɑ pʰ s e
ափսոս	ɑ pʰ s o s
ափսոսանք	ɑ pʰ s o s ɑ ŋ kʰ
աք	ɑ kʰ
աքաղաղ	ɑ kʰ ɑ ʁ ɑ ʁ
աքայական	ɑ kʰ ɑ j ɑ ɡ ɑ n
աքացի	ɑ kʰ ɑ t͡sʰ i
աքեմենյան	ɑ kʰ e m e n j ɑ n
աքիլեսյան	ɑ kʰ i l e s j ɑ n
աքիլլեսյան	ɑ kʰ i lː e s j ɑ n
աքիս	ɑ kʰ i s
աքլոր	ɑ kʰ l o ɾ
աքլորականչ	ɑ kʰ l o ɾ ɑ ɡ ɑ n t͡ʃʰ
աքլորանալ	ɑ kʰ l o ɾ ɑ n ɑ l
աքսիոմ	ɑ kʰ s i j o m
աքսոր	ɑ kʰ s o ɾ
աքսորաբնակ	ɑ kʰ s o ɾ ɑ pʰ ə n ɑ ɡ
աքսորաբնակություն	ɑ kʰ s o ɾ ɑ pʰ ə n ɑ ɡ u tʰ ʏ n
աքսորական	ɑ kʰ s o ɾ ɑ ɡ ɑ n
աքսորակից	ɑ kʰ s o ɾ ɑ ɡ i t͡sʰ
աքսորանք	ɑ kʰ s o ɾ ɑ ŋ kʰ
աքսորավայր	ɑ kʰ s o ɾ ɑ v ɑ j ɾ
աքսորատեղի	ɑ kʰ s o ɾ ɑ d e ʁ i
աքսորել	ɑ kʰ s o ɾ e l
աքսորյալ	ɑ kʰ s o ɾ j ɑ l
աքսորում	ɑ kʰ s o ɾ u m
աքսորվել	ɑ kʰ s o ɾ v e l
աքցան	ɑ kʰ t͡sʰ ɑ n
աքքադերեն	ɑ kʰː ɑ tʰ e ɾ e n
աֆարերեն	ɑ f ɑ ɾ e ɾ e n
աֆերիմ	ɑ f e ɾ i m
աֆղան	ɑ f ʁ ɑ n
աֆղաներեն	ɑ f ʁ ɑ n e ɾ e n
աֆրիկական	ɑ f ɾ i ɡ ɑ ɡ ɑ n
աֆրիկացի	ɑ f ɾ i ɡ ɑ t͡sʰ i
աֆրիկյան	ɑ f ɾ i ɡ j ɑ n
բ	pʰ ə
բՙ	b̤
բաբան	pʰ ɑ pʰ ɑ n
բագին	pʰ ɑ kʰ i n
բադ	pʰ ɑ tʰ
բադակտուց	pʰ ɑ tʰ ɑ ɡ ə d u t͡sʰ
բադմինտոն	pʰ ɑ tʰ m i n d o n
բադրիջան	pʰ ɑ tʰ ɾ i t͡ʃʰ ɑ n
բազա	pʰ ɑ z ɑ
բազազ	pʰ ɑ z ɑ z
բազալտ	pʰ ɑ z ɑ l d
բազե	pʰ ɑ z e
բազկաթան	pʰ ɑ z ɡ ɑ tʰ ɑ n
բազկաթոռ	pʰ ɑ z ɡ ɑ tʰ o ɾ
բազկերակ	pʰ ɑ z ɡ e ɾ ɑ ɡ
բազմաբևեռություն	pʰ ɑ z m ɑ pʰ e v e ɾ u tʰ ʏ n
բազմագիտակարգային	pʰ ɑ z m ɑ kʰ i d ɑ ɡ ɑ ɾ kʰ ɑ j i n
բազմագույն	pʰ ɑ z m ɑ kʰ u j n
բազմազան	pʰ ɑ z m ɑ z ɑ n
բազմազանություն	pʰ ɑ z m ɑ z ɑ n u tʰ ʏ n
բազմաթիվ	pʰ ɑ z m ɑ tʰ i v
բազմածաղիկ	pʰ ɑ z m ɑ d͡z ɑ ʁ i ɡ
բազմակնություն	pʰ ɑ z m ɑ ɡ ə n u tʰ ʏ n
բազմամարդ	pʰ ɑ z m ɑ m ɑ ɾ tʰ
բազմանալ	pʰ ɑ z m ɑ n ɑ l
բազմապատկել	pʰ ɑ z m ɑ b ɑ d ɡ e l
բազմապատկիչ	pʰ ɑ z m ɑ b ɑ d ɡ i t͡ʃʰ
բազմապատկում	pʰ ɑ z m ɑ b ɑ d ɡ u m
բազմաստվածություն	pʰ ɑ z m ɑ s t v ɑ d͡z u tʰ ʏ n
բազմացում	pʰ ɑ z m ɑ t͡sʰ u m
բազմել	pʰ ɑ z m e l
բազմերանգ	pʰ ɑ z m e ɾ ɑ ŋ kʰ
բազմիցս	pʰ ɑ z m i t͡sʰ ə s
բազմոց	pʰ ɑ z m o t͡sʰ
բազմություն	pʰ ɑ z m u tʰ ʏ n
բազուկ	pʰ ɑ z u ɡ
բազում	pʰ ɑ z u m
բազրիք	pʰ ɑ z ɾ i kʰ
բաժ	pʰ ɑ ʒ
բաժակ	pʰ ɑ ʒ ɑ ɡ
բաժանել	pʰ ɑ ʒ ɑ n e l
բաժանմունք	pʰ ɑ ʒ ɑ n m u ŋ kʰ
բաժանորդ	pʰ ɑ ʒ ɑ n o ɾ tʰ
բաժանորդագիր	pʰ ɑ ʒ ɑ n o ɾ tʰ ɑ kʰ i ɾ
բաժանում	pʰ ɑ ʒ ɑ n u m
բաժանվել	pʰ ɑ ʒ ɑ n v e l
բաժին	pʰ ɑ ʒ i n
բաժնել	pʰ ɑ ʒ n e l
բաժնետոմս	pʰ ɑ ʒ n e d o m s
բալ	pʰ ɑ l
բալալայկա	pʰ ɑ l ɑ l ɑ j ɡ ɑ
բալախ	pʰ ɑ l ɑ χ
բալակլավա	pʰ ɑ l ɑ ɡ l ɑ v ɑ
բալանս	pʰ ɑ l ɑ n s
բալատուր	pʰ ɑ l ɑ d u ɾ
բալատրենի	pʰ ɑ l ɑ d ɾ e n i
բալենի	pʰ ɑ l e n i
բալետ	pʰ ɑ l e d
բալթիկ	pʰ ɑ l tʰ i ɡ
բալիկ	pʰ ɑ l i ɡ
բալօղի	pʰ ɑ l o ʁ i
բախ	pʰ ɑ χ
բախել	pʰ ɑ χ e l
բախյուն	pʰ ɑ χ ʏ n
բախում	pʰ ɑ χ u m
բախչա	pʰ ɑ χ t͡ʃʰ ɑ
բախտ	pʰ ɑ χ t
բախտախաղ	pʰ ɑ χ t ɑ χ ɑ ʁ
բակ	pʰ ɑ ɡ
բակլա	pʰ ɑ ɡ l ɑ
բակտերիա	pʰ ɑ ɡ d e ɾ i j ɑ
բակտրերեն	pʰ ɑ ɡ d ɾ e ɾ e n
բահ	pʰ ɑ h
բահակ	pʰ ɑ h ɑ ɡ
բահամյան	pʰ ɑ h ɑ m j ɑ n
բահայի	pʰ ɑ h ɑ j i
բահեր	pʰ ɑ h e ɾ
բահերի	pʰ ɑ h e ɾ i
բահի	pʰ ɑ h i
բահիկ	pʰ ɑ h i ɡ
բաղադրիչ	pʰ ɑ ʁ ɑ tʰ ɾ i t͡ʃʰ
բաղաձայն	pʰ ɑ ʁ ɑ t͡sʰ ɑ j n
բաղարջ	pʰ ɑ ʁ ɑ ɾ t͡ʃʰ
բաղբանջել	pʰ ɑ χ pʰ ɑ n t͡ʃʰ e l
բաղբաջանք	pʰ ɑ χ pʰ ɑ t͡ʃʰ ɑ ŋ kʰ
բաղբաջել	pʰ ɑ χ pʰ ɑ t͡ʃʰ e l
բաղդատական	pʰ ɑ χ tʰ ɑ d ɑ ɡ ɑ n
բաղեղ	pʰ ɑ ʁ e ʁ
բաղխել	pʰ ɑ χː e l
բաղխում	pʰ ɑ χː u m
բաղկանալ	pʰ ɑ ʁ ɡ ɑ n ɑ l
բաղձալ	pʰ ɑ χ t͡sʰ ɑ l
բաղձանք	pʰ ɑ χ t͡sʰ ɑ ŋ kʰ
բաղնիք	pʰ ɑ ʁ n i kʰ
բաճկոն	pʰ ɑ d͡ʒ ɡ o n
բամբակ	pʰ ɑ m pʰ ɑ ɡ
բամբաս	pʰ ɑ m pʰ ɑ s
բամբասանք	pʰ ɑ m pʰ ɑ s ɑ ŋ kʰ
բամբասել	pʰ ɑ m pʰ ɑ s e l
բամբարա	pʰ ɑ m pʰ ɑ ɾ ɑ
բամբիշ	pʰ ɑ m pʰ i ʃ
բամիա	pʰ ɑ m i j ɑ
բայ	pʰ ɑ j
բայղուշ	pʰ ɑ j ʁ u ʃ
բայոց	pʰ ɑ j o t͡sʰ
բայց	pʰ ɑ j t͡sʰ
բան	pʰ ɑ n
բանադրանք	pʰ ɑ n ɑ tʰ ɾ ɑ ŋ kʰ
բանալ	pʰ ɑ n ɑ l
բանալի	pʰ ɑ n ɑ l i
բանախոս	pʰ ɑ n ɑ χ o s
բանակ	pʰ ɑ n ɑ ɡ
բանական	pʰ ɑ n ɑ ɡ ɑ n
բանականություն	pʰ ɑ n ɑ ɡ ɑ n u tʰ ʏ n
բանակցել	pʰ ɑ n ɑ kʰ t͡sʰ e l
բանակցել	pʰ ɑ n ɑ ɡ ə t͡sʰ e l
բանակցիլ	pʰ ɑ n ɑ kʰ t͡sʰ i l
բանակցություն	pʰ ɑ n ɑ kʰ t͡sʰ u tʰ ʏ n
բանաձև	pʰ ɑ n ɑ t͡sʰ e v
բանասեր	pʰ ɑ n ɑ s e ɾ
բանասիրություն	pʰ ɑ n ɑ s i ɾ u tʰ ʏ n
բանաստեղծ	pʰ ɑ n ɑ s t e ʁ d͡z
բանաստեղծություն	pʰ ɑ n ɑ s t e ʁ d͡z u tʰ ʏ n
բանաստեղծուհի	pʰ ɑ n ɑ s t e ʁ d͡z u h i
բանավեճ	pʰ ɑ n ɑ v e d͡ʒ
բանավոր	pʰ ɑ n ɑ v o ɾ
բանբեր	pʰ ɑ n pʰ e ɾ
բանդագուշել	pʰ ɑ n tʰ ɑ kʰ u ʃ e l
բանել	pʰ ɑ n e l
բաներ	pʰ ɑ n e ɾ
բանեցնել	pʰ ɑ n e t͡sʰ ə n e l
բանկ	pʰ ɑ ŋ ɡ
բանկա	pʰ ɑ ŋ ɡ ɑ
բանկային	pʰ ɑ ŋ ɡ ɑ j i n
բանկլ	pʰ ɑ ŋ ɡ ə l
բանուկ	pʰ ɑ n u ɡ
բանջար	pʰ ɑ n t͡ʃʰ ɑ ɾ
բանջարանոց	pʰ ɑ n t͡ʃʰ ɑ ɾ ɑ n o t͡sʰ
բանջարեղեն	pʰ ɑ n t͡ʃʰ ɑ ɾ e ʁ e n
բանսարկու	pʰ ɑ n s ɑ ɾ ɡ u
բանվոր	pʰ ɑ n v o ɾ
բանտ	pʰ ɑ n d
բանտարկել	pʰ ɑ n d ɑ ɾ ɡ e l
բանտարկյալ	pʰ ɑ n d ɑ ɾ ɡ j ɑ l
բանտարկություն	pʰ ɑ n d ɑ ɾ ɡ u tʰ ʏ n
բաշ	pʰ ɑ ʃ
բաշիբոզուկ	pʰ ɑ ʃ i pʰ o z u ɡ
բաշխել	pʰ ɑ ʃ χ e l
բաշկիրերեն	pʰ ɑ ʃ k i ɾ e ɾ e n
բաոբաբ	pʰ ɑ o pʰ ɑ pʰ
բաջաղանք	pʰ ɑ t͡ʃʰ ɑ ʁ ɑ ŋ kʰ
բաջաղել	pʰ ɑ t͡ʃʰ ɑ ʁ e l
բաջանաղ	pʰ ɑ t͡ʃʰ ɑ n ɑ ʁ
բառ	pʰ ɑ ɾ
բառագիրք	pʰ ɑ ɾ ɑ kʰ i ɾ kʰ
բառադի	pʰ ɑ ɾ ɑ tʰ i
բառախաղ	pʰ ɑ ɾ ɑ χ ɑ ʁ
բառակազմություն	pʰ ɑ ɾ ɑ ɡ ɑ z m u tʰ ʏ n
բառակապակցություն	pʰ ɑ ɾ ɑ ɡ ɑ b ɑ kʰ t͡sʰ u tʰ ʏ n
բառամթերք	pʰ ɑ ɾ ɑ m ə tʰ e ɾ kʰ
բառապաշար	pʰ ɑ ɾ ɑ b ɑ ʃ ɑ ɾ
բառապատճեն	pʰ ɑ ɾ ɑ b ɑ d d͡ʒ e n
բառապատճենում	pʰ ɑ ɾ ɑ b ɑ d d͡ʒ e n u m
բառարան	pʰ ɑ ɾ ɑ ɾ ɑ n
բառարանագիր	pʰ ɑ ɾ ɑ ɾ ɑ n ɑ kʰ i ɾ
բառարանագրություն	pʰ ɑ ɾ ɑ ɾ ɑ n ɑ kʰ ɾ u tʰ ʏ n
բառացանկ	pʰ ɑ ɾ ɑ t͡sʰ ɑ ŋ ɡ
բառացի	pʰ ɑ ɾ ɑ t͡sʰ i
բառգիրք	pʰ ɑ ɾ kʰ i ɾ kʰ
բառնալ	pʰ ɑ ɾ n ɑ l
բառույթ	pʰ ɑ ɾ u j tʰ
բասկետբոլ	pʰ ɑ s k e tʰ pʰ o l
բասկերեն	pʰ ɑ s k e ɾ e n
բաստուրմա	pʰ ɑ s t u ɾ m ɑ
բավ	pʰ ɑ v
բավական	pʰ ɑ v ɑ ɡ ɑ n
բավականաչափ	pʰ ɑ v ɑ ɡ ɑ n ɑ t͡ʃʰ ɑ pʰ
բավարար	pʰ ɑ v ɑ ɾ ɑ ɾ
բավարարել	pʰ ɑ v ɑ ɾ ɑ ɾ e l
բավարացի	pʰ ɑ v ɑ ɾ ɑ t͡sʰ i
բավիղ	pʰ ɑ v i ʁ
բատիսկաֆ	pʰ ɑ d i s k ɑ f
բար	pʰ ɑ ɾ
բարակ	pʰ ɑ ɾ ɑ ɡ
բարբանջ	pʰ ɑ ɾ pʰ ɑ n t͡ʃʰ
բարբանջանք	pʰ ɑ ɾ pʰ ɑ n t͡ʃʰ ɑ ŋ kʰ
բարբանջել	pʰ ɑ ɾ pʰ ɑ n t͡ʃʰ e l
բարբաջ	pʰ ɑ ɾ pʰ ɑ t͡ʃʰ
բարբաջանք	pʰ ɑ ɾ pʰ ɑ t͡ʃʰ ɑ ŋ kʰ
բարբաջել	pʰ ɑ ɾ pʰ ɑ t͡ʃʰ e l
բարբառ	pʰ ɑ ɾ pʰ ɑ ɾ
բարբառային	pʰ ɑ ɾ pʰ ɑ ɾ ɑ j i n
բարբառել	pʰ ɑ ɾ pʰ ɑ ɾ e l
բարբարոս	pʰ ɑ ɾ pʰ ɑ ɾ o s
բարգավաճ	pʰ ɑ ɾ kʰ ɑ v ɑ d͡ʒ
բարդ	pʰ ɑ ɾ tʰ
բարդացնել	pʰ ɑ ɾ tʰ ɑ t͡sʰ ə n e l
բարդություն	pʰ ɑ ɾ tʰ u tʰ ʏ n
բարեբախտ	pʰ ɑ ɾ e pʰ ɑ χ t
բարեբախտաբար	pʰ ɑ ɾ e pʰ ɑ χ t ɑ pʰ ɑ ɾ
բարեգործական	pʰ ɑ ɾ e kʰ o ɾ d͡z ɑ ɡ ɑ n
բարեգործություն	pʰ ɑ ɾ e kʰ o ɾ d͡z u tʰ ʏ n
բարելավել	pʰ ɑ ɾ e l ɑ v e l
բարեկամ	pʰ ɑ ɾ e ɡ ɑ m
բարեկամական	pʰ ɑ ɾ e ɡ ɑ m ɑ ɡ ɑ n
բարեկամություն	pʰ ɑ ɾ e ɡ ɑ m u tʰ ʏ n
բարեկենդան	pʰ ɑ ɾ e ɡ e n tʰ ɑ n
բարեկիրթ	pʰ ɑ ɾ e ɡ i ɾ tʰ
բարեհամբյուր	pʰ ɑ ɾ e h ɑ m pʰ ʏ ɾ
բարեհամբույր	pʰ ɑ ɾ e h ɑ m pʰ u j ɾ
բարեմասնություն	pʰ ɑ ɾ e m ɑ s n u tʰ ʏ n
բարեպաշտ	pʰ ɑ ɾ e b ɑ ʃ t
բարեպաշտություն	pʰ ɑ ɾ e b ɑ ʃ t u tʰ ʏ n
բարեսեր	pʰ ɑ ɾ e s e ɾ
բարեփոխում	pʰ ɑ ɾ e pʰ o χ u m
բարի	pʰ ɑ ɾ i
բարիդրացիական	pʰ ɑ ɾ i tʰ ə ɾ ɑ t͡sʰ i j ɑ ɡ ɑ n
բարիկադ	pʰ ɑ ɾ i ɡ ɑ tʰ
բարիշել	pʰ ɑ ɾ i ʃ e l
բարիոն	pʰ ɑ ɾ i j o n
բարիում	b ɑ ɾ i u m
բարիում	b ɑ ɾ j u m
բարիում	b ɑ ɾʲ i u m
բարիք	pʰ ɑ ɾ i kʰ
բարկ	pʰ ɑ ɾ ɡ
բարկանալ	pʰ ɑ ɾ ɡ ɑ n ɑ l
բարկացած	pʰ ɑ ɾ ɡ ɑ t͡sʰ ɑ d͡z
բարկություն	pʰ ɑ ɾ ɡ u tʰ ʏ n
