A	ʔ aː ˧˧
chủ nghĩa duy vật lịch sử	t͡ɕ u ˧˩ ŋ i ə ˦ˀ˥ z w i ˧˧ v ə t̚ ˧˨ ʔ l ï k̟̚ ˧˨ ʔ s ɨ ˧˩
chủ nghĩa đế quốc	t͡ɕ u ˧˩ ŋ i ə ˦ˀ˥ ʔ ɗ e ˧˦ k u ə k̚ ˧˦
chủ nghĩa hiện sinh	t͡ɕ u ˧˩ ŋ i ə ˦ˀ˥ h i ə n ˧˨ ʔ s ï ŋ ˧˧
chủ nghĩa hoài nghi	t͡ɕ u ˧˩ ŋ i ə ˦ˀ˥ h w aː j ˨˩ ŋ i ˧˧
chủ nghĩa khu vực	t͡ɕ u ˧˩ ŋ i ə ˦ˀ˥ x u ˧˧ v ɨ k̚ ˧˨ ʔ
chủ nghĩa khủng bố	t͡ɕ u ˧˩ ŋ i ə ˦ˀ˥ x ʊ w ŋ͡m ˧˩ ʔ ɓ o ˧˦
chủ nghĩa kinh nghiệm	t͡ɕ u ˧˩ ŋ i ə ˦ˀ˥ k ï ŋ ˧˧ ŋ i ə m ˧˨ ʔ
chủ nghĩa lãng mạn	t͡ɕ u ˧˩ ŋ i ə ˦ˀ˥ l aː ŋ ˦ˀ˥ m aː n ˧˨ ʔ
chủ nghĩa Mác	t͡ɕ u ˧˩ ŋ i ə ˦ˀ˥ m aː k̚ ˧˦
chủ nghĩa nam nữ bình quyền	t͡ɕ u ˧˩ ŋ i ə ˦ˀ˥ n aː m ˧˧ n ɨ ˦ˀ˥ ʔ ɓ ï ŋ ˨˩ k w i ə n ˨˩
chủ nghĩa ngoại lệ	t͡ɕ u ˧˩ ŋ i ə ˦ˀ˥ ŋ w aː j ˧˨ ʔ l e ˧˨ ʔ
chủ nghĩa nhân văn	t͡ɕ u ˧˩ ŋ i ə ˦ˀ˥ ɲ ə n ˧˧ v a n ˧˧
chủ nghĩa phát xít	t͡ɕ u ˧˩ ŋ i ə ˦ˀ˥ f aː t̚ ˧˦ s i t̚ ˧˦
chủ nghĩa phân biệt chủng tộc	t͡ɕ u ˧˩ ŋ i ə ˦ˀ˥ f ə n ˧˧ ʔ ɓ i ə t̚ ˧˨ ʔ t͡ɕ ʊ w ŋ͡m ˧˩ t ə w k͡p̚ ˧˨ ʔ
chủ nghĩa phục quốc Do Thái	t͡ɕ u ˧˩ ŋ i ə ˦ˀ˥ f ʊ w k͡p̚ ˧˨ ʔ k u ə k̚ ˧˦ z ɔ ˧˧ tʰ aː j ˧˦
chủ nghĩa quốc gia	t͡ɕ u ˧˩ ŋ i ə ˦ˀ˥ k u ə k̚ ˧˦ z aː ˧˧
chủ nghĩa quốc tế	t͡ɕ u ˧˩ ŋ i ə ˦ˀ˥ k u ə k̚ ˧˦ t e ˧˦
chủ nghĩa Quốc xã	t͡ɕ u ˧˩ ŋ i ə ˦ˀ˥ k u ə k̚ ˧˦ s aː ˦ˀ˥
chủ nghĩa tân cổ điển	t͡ɕ u ˧˩ ŋ i ə ˦ˀ˥ t ə n ˧˧ k o ˧˩ ʔ ɗ i ə n ˧˩
chủ nghĩa tân tự do	t͡ɕ u ˧˩ ŋ i ə ˦ˀ˥ t ə n ˧˧ t ɨ ˧˨ ʔ z ɔ ˧˧
chủ nghĩa thế tục	t͡ɕ u ˧˩ ŋ i ə ˦ˀ˥ tʰ e ˧˦ t ʊ w k͡p̚ ˧˨ ʔ
chủ nghĩa thực dân	t͡ɕ u ˧˩ ŋ i ə ˦ˀ˥ tʰ ɨ k̚ ˧˨ ʔ z ə n ˧˧
chủ nghĩa thực dân định cư	t͡ɕ u ˧˩ ŋ i ə ˦ˀ˥ tʰ ɨ k̚ ˧˨ ʔ z ə n ˧˧ ʔ ɗ ï ŋ ˧˨ ʔ k ɨ ˧˧
chủ nghĩa thực dân mới	t͡ɕ u ˧˩ ŋ i ə ˦ˀ˥ tʰ ɨ k̚ ˧˨ ʔ z ə n ˧˧ m əː j ˧˦
chủ nghĩa tiến bộ	t͡ɕ u ˧˩ ŋ i ə ˦ˀ˥ t i ə n ˧˦ ʔ ɓ o ˧˨ ʔ
chủ nghĩa tiêu dùng	t͡ɕ u ˧˩ ŋ i ə ˦ˀ˥ t i ə w ˧˧ z ʊ w ŋ͡m ˨˩
chủ nghĩa tiêu thụ	t͡ɕ u ˧˩ ŋ i ə ˦ˀ˥ t i ə w ˧˧ tʰ u ˧˨ ʔ
chủ nghĩa trọng thương	t͡ɕ u ˧˩ ŋ i ə ˦ˀ˥ t͡ɕ a w ŋ͡m ˧˨ ʔ tʰ ɨ ə ŋ ˧˧
chủ nghĩa trung gian	t͡ɕ u ˧˩ ŋ i ə ˦ˀ˥ t͡ɕ ʊ w ŋ͡m ˧˧ z aː n ˧˧
chủ nghĩa tư bản	t͡ɕ u ˧˩ ŋ i ə ˦ˀ˥ t ɨ ˧˧ ʔ ɓ aː n ˧˩
chủ nghĩa tự do	t͡ɕ u ˧˩ ŋ i ə ˦ˀ˥ t ɨ ˧˨ ʔ z ɔ ˧˧
chủ nghĩa tự do cá nhân	t͡ɕ u ˧˩ ŋ i ə ˦ˀ˥ t ɨ ˧˨ ʔ z ɔ ˧˧ k aː ˧˦ ɲ ə n ˧˧
chủ nghĩa tự do cổ điển	t͡ɕ u ˧˩ ŋ i ə ˦ˀ˥ t ɨ ˧˨ ʔ z ɔ ˧˧ k o ˧˩ ʔ ɗ i ə n ˧˩
chủ nghĩa tự do mới	t͡ɕ u ˧˩ ŋ i ə ˦ˀ˥ t ɨ ˧˨ ʔ z ɔ ˧˧ m əː j ˧˦
chủ nghĩa vị lợi	t͡ɕ u ˧˩ ŋ i ə ˦ˀ˥ v i ˧˨ ʔ l əː j ˧˨ ʔ
chủ nghĩa vô chính phủ	t͡ɕ u ˧˩ ŋ i ə ˦ˀ˥ v o ˧˧ t͡ɕ ï ŋ ˧˦ f u ˧˩
chủ nghĩa vô trị	t͡ɕ u ˧˩ ŋ i ə ˦ˀ˥ v o ˧˧ t͡ɕ i ˧˨ ʔ
chủ nghĩa xã hội	t͡ɕ u ˧˩ ŋ i ə ˦ˀ˥ s aː ˦ˀ˥ h o j ˧˨ ʔ
chủ nghĩa xã hội dân chủ	t͡ɕ u ˧˩ ŋ i ə ˦ˀ˥ s aː ˦ˀ˥ h o j ˧˨ ʔ z ə n ˧˧ t͡ɕ u ˧˩
chủ nghĩa xã hội khoa học	t͡ɕ u ˧˩ ŋ i ə ˦ˀ˥ s aː ˦ˀ˥ h o j ˧˨ ʔ x w aː ˧˧ h a w k͡p̚ ˧˨ ʔ
chủ nghĩa xã hội không tưởng	t͡ɕ u ˧˩ ŋ i ə ˦ˀ˥ s aː ˦ˀ˥ h o j ˧˨ ʔ x ə w ŋ͡m ˧˧ t ɨ ə ŋ ˧˩
chủ nghĩa xét lại	t͡ɕ u ˧˩ ŋ i ə ˦ˀ˥ s ɛ t̚ ˧˦ l aː j ˧˨ ʔ
chủ nghĩa yêu nước	t͡ɕ u ˧˩ ŋ i ə ˦ˀ˥ ʔ i ə w ˧˧ n ɨ ə k̚ ˧˦
chủ ngữ	t͡ɕ u ˧˩ ŋ ɨ ˦ˀ˥
chủ nhà	t͡ɕ u ˧˩ ɲ aː ˨˩
chủ nhân	t͡ɕ u ˧˩ ɲ ə n ˧˧
chủ nhật	t͡ɕ u ˧˩ ɲ ə t̚ ˧˨ ʔ
chủ nhiệm	t͡ɕ u ˧˩ ɲ i ə m ˧˨ ʔ
chủ nợ	t͡ɕ u ˧˩ n əː ˧˨ ʔ
chủ quan	t͡ɕ u ˧˩ k w aː n ˧˧
chủ quản	t͡ɕ u ˧˩ k w aː n ˧˩
chủ quyền	t͡ɕ u ˧˩ k w i ə n ˨˩
chủ soái	t͡ɕ u ˧˩ s w aː j ˧˦
chủ sự	t͡ɕ u ˧˩ s ɨ ˧˨ ʔ
chủ tâm	t͡ɕ u ˧˩ t ə m ˧˧
chủ tế	t͡ɕ u ˧˩ t e ˧˦
chủ thầu	t͡ɕ u ˧˩ tʰ ə w ˨˩
chủ thể	t͡ɕ u ˧˩ tʰ e ˧˩
chủ thớt	t͡ɕ u ˧˩ tʰ əː t̚ ˧˦
chủ tịch	t͡ɕ u ˧˩ t ï k̟̚ ˧˨ ʔ
chủ tịch đoàn	t͡ɕ u ˧˩ t ï k̟̚ ˧˨ ʔ ʔ ɗ w aː n ˨˩
chủ toạ	t͡ɕ u ˧˩ t w aː ˧˨ ʔ
chủ trì	t͡ɕ u ˧˩ t͡ɕ i ˨˩
chủ trị	t͡ɕ u ˧˩ t͡ɕ i ˧˨ ʔ
chủ trương	t͡ɕ u ˧˩ t͡ɕ ɨ ə ŋ ˧˧
chủ từ	t͡ɕ u ˧˩ t ɨ ˨˩
chủ tướng	t͡ɕ u ˧˩ t ɨ ə ŋ ˧˦
chủ vắng nhà, gà vọc niêu tôm	t͡ɕ u ˧˩ v a ŋ ˧˦ ɲ aː ˨˩ ɣ aː ˨˩ v a w k͡p̚ ˧˨ ʔ n i ə w ˧˧ t o m ˧˧
chủ xị	t͡ɕ u ˧˩ s i ˧˨ ʔ
chủ ý	t͡ɕ u ˧˩ ʔ i ˧˦
chủ yếu	t͡ɕ u ˧˩ ʔ i ə w ˧˦
Chũ	t͡ɕ u ˦ˀ˥
chú	t͡ɕ u ˧˦
chú âm phù hiệu	t͡ɕ u ˧˦ ʔ ə m ˧˧ f u ˨˩ h i ə w ˧˨ ʔ
chú dẫn	t͡ɕ u ˧˦ z ə n ˦ˀ˥
chú đại bi	t͡ɕ u ˧˦ ʔ ɗ aː j ˧˨ ʔ ʔ ɓ i ˧˧
chú giải	t͡ɕ u ˧˦ z aː j ˧˩
chú hề	t͡ɕ u ˧˦ h e ˨˩
chú lùn	t͡ɕ u ˧˦ l u n ˨˩
chú mày	t͡ɕ u ˧˦ m a j ˨˩
chú mục	t͡ɕ u ˧˦ m ʊ w k͡p̚ ˧˨ ʔ
chú rể	t͡ɕ u ˧˦ z e ˧˩
chú tâm	t͡ɕ u ˧˦ t ə m ˧˧
chú thích	t͡ɕ u ˧˦ tʰ ï k̟̚ ˧˦
chú tiểu	t͡ɕ u ˧˦ t i ə w ˧˩
chú trọng	t͡ɕ u ˧˦ t͡ɕ a w ŋ͡m ˧˨ ʔ
chú ý	t͡ɕ u ˧˦ ʔ i ˧˦
chua	t͡ɕ u ə ˧˧
chua chát	t͡ɕ u ə ˧˧ t͡ɕ aː t̚ ˧˦
chua lè	t͡ɕ u ə ˧˧ l ɛ ˨˩
chua ngoa	t͡ɕ u ə ˧˧ ŋ w aː ˧˧
chùa	t͡ɕ u ə ˨˩
chùa chiền	t͡ɕ u ə ˨˩ t͡ɕ i ə n ˨˩
chúa	t͡ɕ u ə ˧˦
Chúa	t͡ɕ u ə ˧˦
Chúa Ba Ngôi	t͡ɕ u ə ˧˦ ʔ ɓ aː ˧˧ ŋ o j ˧˧
Chúa Dêu	t͡ɕ u ə ˧˦ z e w ˧˧
chúa hề	t͡ɕ u ə ˧˦ h e ˨˩
Chúa nhật	t͡ɕ u ə ˧˦ ɲ ə t̚ ˧˨ ʔ
Chúa ơi	t͡ɕ u ə ˧˦ ʔ əː j ˧˧
chúa sơn lâm	t͡ɕ u ə ˧˦ s əː n ˧˧ l ə m ˧˧
chúa tể	t͡ɕ u ə ˧˦ t e ˧˩
chúa thượng	t͡ɕ u ə ˧˦ tʰ ɨ ə ŋ ˧˨ ʔ
Chúa Trời	t͡ɕ u ə ˧˦ t͡ɕ əː j ˨˩
chúa Xuân	t͡ɕ u ə ˧˦ s w ə n ˧˧
chuẩn	t͡ɕ w ə n ˧˩
chuẩn bị	t͡ɕ w ə n ˧˩ ʔ ɓ i ˧˨ ʔ
chuẩn đoán	t͡ɕ w ə n ˧˩ ʔ ɗ w aː n ˧˦
chuẩn đô đốc	t͡ɕ w ə n ˧˩ ʔ ɗ o ˧˧ ʔ ɗ ə w k͡p̚ ˧˦
chuẩn mực	t͡ɕ w ə n ˧˩ m ɨ k̚ ˧˨ ʔ
chuẩn tinh	t͡ɕ w ə n ˧˩ t ï ŋ ˧˧
chuẩn tướng	t͡ɕ w ə n ˧˩ t ɨ ə ŋ ˧˦
chuẩn xác	t͡ɕ w ə n ˧˩ s aː k̚ ˧˦
chúc	t͡ɕ ʊ w k͡p̚ ˧˦
chúc dữ	t͡ɕ ʊ w k͡p̚ ˧˦ z ɨ ˦ˀ˥
chúc lành	t͡ɕ ʊ w k͡p̚ ˧˦ l a j ŋ̟ ˨˩
chúc may mắn	t͡ɕ ʊ w k͡p̚ ˧˦ m a j ˧˧ m a n ˧˦
chúc mừng	t͡ɕ ʊ w k͡p̚ ˧˦ m ɨ ŋ ˨˩
chúc mừng năm mới	t͡ɕ ʊ w k͡p̚ ˧˦ m ɨ ŋ ˨˩ n a m ˧˧ m əː j ˧˦
chúc mừng sinh nhật	t͡ɕ ʊ w k͡p̚ ˧˦ m ɨ ŋ ˨˩ s ï ŋ ˧˧ ɲ ə t̚ ˧˨ ʔ
chúc ngủ ngon	t͡ɕ ʊ w k͡p̚ ˧˦ ŋ u ˧˩ ŋ ɔ n ˧˧
chúc phúc	t͡ɕ ʊ w k͡p̚ ˧˦ f ʊ w k͡p̚ ˧˦
chúc tụng	t͡ɕ ʊ w k͡p̚ ˧˦ t ʊ w ŋ͡m ˧˨ ʔ
chục	t͡ɕ ʊ w k͡p̚ ˧˨ ʔ
chuếnh choáng	t͡ɕ w ə j ŋ̟ ˧˦ t͡ɕ w aː ŋ ˧˦
chui	t͡ɕ u j ˧˧
chui lủi	t͡ɕ u j ˧˧ l u j ˧˩
chui nhủi	t͡ɕ u j ˧˧ ɲ u j ˧˩
chùi	t͡ɕ u j ˨˩
chủi	t͡ɕ u j ˧˩
chúi	t͡ɕ u j ˧˦
chum	t͡ɕ u m ˧˧
chùm	t͡ɕ u m ˨˩
chùm bao	t͡ɕ u m ˨˩ ʔ ɓ aː w ˧˧
chùm gọng	t͡ɕ u m ˨˩ ɣ a w ŋ͡m ˧˨ ʔ
chùm lé	t͡ɕ u m ˨˩ l ɛ ˧˦
chùm ruột	t͡ɕ u m ˨˩ z u ə t̚ ˧˨ ʔ
chũm choẹ	t͡ɕ u m ˦ˀ˥ t͡ɕ w ɛ ˧˨ ʔ
chúm chím	t͡ɕ u m ˧˦ t͡ɕ i m ˧˦
chụm	t͡ɕ u m ˧˨ ʔ
chùn	t͡ɕ u n ˨˩
chùn bước	t͡ɕ u n ˨˩ ʔ ɓ ɨ ə k̚ ˧˦
chủn	t͡ɕ u n ˧˩
Chung	t͡ɕ ʊ w ŋ͡m ˧˧
chung	t͡ɕ ʊ w ŋ͡m ˧˧
chung chạ	t͡ɕ ʊ w ŋ͡m ˧˧ t͡ɕ aː ˧˨ ʔ
chung chiêng	t͡ɕ ʊ w ŋ͡m ˧˧ t͡ɕ i ə ŋ ˧˧
chung chung	t͡ɕ ʊ w ŋ͡m ˧˧ t͡ɕ ʊ w ŋ͡m ˧˧
chung cuộc	t͡ɕ ʊ w ŋ͡m ˧˧ k u ə k̚ ˧˨ ʔ
chung cư	t͡ɕ ʊ w ŋ͡m ˧˧ k ɨ ˧˧
chung đụng	t͡ɕ ʊ w ŋ͡m ˧˧ ʔ ɗ ʊ w ŋ͡m ˧˨ ʔ
chung kết	t͡ɕ ʊ w ŋ͡m ˧˧ k e t̚ ˧˦
chung khảo	t͡ɕ ʊ w ŋ͡m ˧˧ x aː w ˧˩
chung quanh	t͡ɕ ʊ w ŋ͡m ˧˧ k w a j ŋ̟ ˧˧
chung quy	t͡ɕ ʊ w ŋ͡m ˧˧ k w i ˧˧
chung sức	t͡ɕ ʊ w ŋ͡m ˧˧ s ɨ k̚ ˧˦
chung thân	t͡ɕ ʊ w ŋ͡m ˧˧ tʰ ə n ˧˧
chung thuỷ	t͡ɕ ʊ w ŋ͡m ˧˧ tʰ w i ˧˩
chung tình	t͡ɕ ʊ w ŋ͡m ˧˧ t ï ŋ ˨˩
chùng	t͡ɕ ʊ w ŋ͡m ˨˩
chùng chình	t͡ɕ ʊ w ŋ͡m ˨˩ t͡ɕ ï ŋ ˨˩
chủng	t͡ɕ ʊ w ŋ͡m ˧˩
chủng loại	t͡ɕ ʊ w ŋ͡m ˧˩ l w aː j ˧˨ ʔ
chủng ngừa	t͡ɕ ʊ w ŋ͡m ˧˩ ŋ ɨ ə ˨˩
chủng tộc	t͡ɕ ʊ w ŋ͡m ˧˩ t ə w k͡p̚ ˧˨ ʔ
chủng tộc thượng đẳng	t͡ɕ ʊ w ŋ͡m ˧˩ t ə w k͡p̚ ˧˨ ʔ tʰ ɨ ə ŋ ˧˨ ʔ ʔ ɗ a ŋ ˧˩
chủng tử	t͡ɕ ʊ w ŋ͡m ˧˩ t ɨ ˧˩
chủng viện	t͡ɕ ʊ w ŋ͡m ˧˩ v i ə n ˧˨ ʔ
chúng	t͡ɕ ʊ w ŋ͡m ˧˦
chúng mày	t͡ɕ ʊ w ŋ͡m ˧˦ m a j ˨˩
chúng mình	t͡ɕ ʊ w ŋ͡m ˧˦ m ï ŋ ˨˩
chúng nó	t͡ɕ ʊ w ŋ͡m ˧˦ n ɔ ˧˦
chúng sinh	t͡ɕ ʊ w ŋ͡m ˧˦ s ï ŋ ˧˧
chúng ta	t͡ɕ ʊ w ŋ͡m ˧˦ t aː ˧˧
chúng tao	t͡ɕ ʊ w ŋ͡m ˧˦ t aː w ˧˧
chúng tôi	t͡ɕ ʊ w ŋ͡m ˧˦ t o j ˧˧
chuốc	t͡ɕ u ə k̚ ˧˦
chuộc	t͡ɕ u ə k̚ ˧˨ ʔ
chuôi	t͡ɕ u ə j ˧˧
chuồi	t͡ɕ u ə j ˨˩
chuỗi	t͡ɕ u ə j ˦ˀ˥
chuỗi cung ứng	t͡ɕ u ə j ˦ˀ˥ k ʊ w ŋ͡m ˧˧ ʔ ɨ ŋ ˧˦
chuỗi thức ăn	t͡ɕ u ə j ˦ˀ˥ tʰ ɨ k̚ ˧˦ ʔ a n ˧˧
chuối	t͡ɕ u ə j ˧˦
chuối ngự	t͡ɕ u ə j ˧˦ ŋ ɨ ˧˨ ʔ
chuối nước	t͡ɕ u ə j ˧˦ n ɨ ə k̚ ˧˦
chuối tá quạ	t͡ɕ u ə j ˧˦ t aː ˧˦ k w aː ˧˨ ʔ
chuối tiêu	t͡ɕ u ə j ˧˦ t i ə w ˧˧
chuôm	t͡ɕ u ə m ˧˧
chuồn	t͡ɕ u ə n ˨˩
chuồn chuồn	t͡ɕ u ə n ˨˩ t͡ɕ u ə n ˨˩
chuồn chuồn kim	t͡ɕ u ə n ˨˩ t͡ɕ u ə n ˨˩ k i m ˧˧
chuông	t͡ɕ u ə ŋ ˧˧
chuông gió	t͡ɕ u ə ŋ ˧˧ z ɔ ˧˦
chuồng	t͡ɕ u ə ŋ ˨˩
chuộng	t͡ɕ u ə ŋ ˧˨ ʔ
chuốt	t͡ɕ u ə t̚ ˧˦
chuột	t͡ɕ u ə t̚ ˧˨ ʔ
chuột bạch	t͡ɕ u ə t̚ ˧˨ ʔ ʔ ɓ a j k̟̚ ˧˨ ʔ
chuột chù	t͡ɕ u ə t̚ ˧˨ ʔ t͡ɕ u ˨˩
chuột chũi	t͡ɕ u ə t̚ ˧˨ ʔ t͡ɕ u j ˦ˀ˥
chuột cống	t͡ɕ u ə t̚ ˧˨ ʔ k ə w ŋ͡m ˧˦
chuột đồng	t͡ɕ u ə t̚ ˧˨ ʔ ʔ ɗ ə w ŋ͡m ˨˩
chuột lang	t͡ɕ u ə t̚ ˧˨ ʔ l aː ŋ ˧˧
chuột lang nước	t͡ɕ u ə t̚ ˧˨ ʔ l aː ŋ ˧˧ n ɨ ə k̚ ˧˦
chuột lắt	t͡ɕ u ə t̚ ˧˨ ʔ l a t̚ ˧˦
chuột nhảy	t͡ɕ u ə t̚ ˧˨ ʔ ɲ a j ˧˩
chuột nhắt	t͡ɕ u ə t̚ ˧˨ ʔ ɲ a t̚ ˧˦
chuột rút	t͡ɕ u ə t̚ ˧˨ ʔ z u t̚ ˧˦
chuột sóc	t͡ɕ u ə t̚ ˧˨ ʔ s a w k͡p̚ ˧˦
chuột túi	t͡ɕ u ə t̚ ˧˨ ʔ t u j ˧˦
chuột xạ	t͡ɕ u ə t̚ ˧˨ ʔ s aː ˧˨ ʔ
chụp	t͡ɕ u p̚ ˧˨ ʔ
chụp ảnh	t͡ɕ u p̚ ˧˨ ʔ ʔ a j ŋ̟ ˧˩
chụp ếch	t͡ɕ u p̚ ˧˨ ʔ ʔ ə j k̟̚ ˧˦
chụp hình	t͡ɕ u p̚ ˧˨ ʔ h ï ŋ ˨˩
chụp mũ	t͡ɕ u p̚ ˧˨ ʔ m u ˦ˀ˥
chút	t͡ɕ u t̚ ˧˦
chút đỉnh	t͡ɕ u t̚ ˧˦ ʔ ɗ ï ŋ ˧˩
chút éc	t͡ɕ u t̚ ˧˦ ʔ ɛ k̚ ˧˦
chút ít	t͡ɕ u t̚ ˧˦ ʔ i t̚ ˧˦
chút xíu	t͡ɕ u t̚ ˧˦ s i w ˧˦
chụt	t͡ɕ u t̚ ˧˨ ʔ
chuỳ	t͡ɕ w i ˨˩
chuỷ thủ	t͡ɕ w i ˧˩ tʰ u ˧˩
chuyên	t͡ɕ w i ə n ˧˧
chuyên án	t͡ɕ w i ə n ˧˧ ʔ aː n ˧˦
chuyên biệt	t͡ɕ w i ə n ˧˧ ʔ ɓ i ə t̚ ˧˨ ʔ
chuyên cần	t͡ɕ w i ə n ˧˧ k ə n ˨˩
chuyên chế	t͡ɕ w i ə n ˧˧ t͡ɕ e ˧˦
chuyên chính	t͡ɕ w i ə n ˧˧ t͡ɕ ï ŋ ˧˦
chuyên chính tư sản	t͡ɕ w i ə n ˧˧ t͡ɕ ï ŋ ˧˦ t ɨ ˧˧ s aː n ˧˩
chuyên chính vô sản	t͡ɕ w i ə n ˧˧ t͡ɕ ï ŋ ˧˦ v o ˧˧ s aː n ˧˩
chuyên chở	t͡ɕ w i ə n ˧˧ t͡ɕ əː ˧˩
chuyên chú	t͡ɕ w i ə n ˧˧ t͡ɕ u ˧˦
chuyên cơ	t͡ɕ w i ə n ˧˧ k əː ˧˧
chuyên dụng	t͡ɕ w i ə n ˧˧ z ʊ w ŋ͡m ˧˨ ʔ
chuyên đề	t͡ɕ w i ə n ˧˧ ʔ ɗ e ˨˩
chuyên gia	t͡ɕ w i ə n ˧˧ z aː ˧˧
chuyên khảo	t͡ɕ w i ə n ˧˧ x aː w ˧˩
chuyên khoa	t͡ɕ w i ə n ˧˧ x w aː ˧˧
chuyên môn	t͡ɕ w i ə n ˧˧ m o n ˧˧
chuyên mục	t͡ɕ w i ə n ˧˧ m ʊ w k͡p̚ ˧˨ ʔ
chuyên ngành	t͡ɕ w i ə n ˧˧ ŋ a j ŋ̟ ˨˩
chuyên nghiệp	t͡ɕ w i ə n ˧˧ ŋ i ə p̚ ˧˨ ʔ
chuyên sâu	t͡ɕ w i ə n ˧˧ s ə w ˧˧
chuyên tâm	t͡ɕ w i ə n ˧˧ t ə m ˧˧
chuyên trách	t͡ɕ w i ə n ˧˧ t͡ɕ a j k̟̚ ˧˦
chuyên trị	t͡ɕ w i ə n ˧˧ t͡ɕ i ˧˨ ʔ
chuyên viên	t͡ɕ w i ə n ˧˧ v i ə n ˧˧
chuyên viên lưu trữ	t͡ɕ w i ə n ˧˧ v i ə n ˧˧ l i w ˧˧ t͡ɕ ɨ ˦ˀ˥
chuyền	t͡ɕ w i ə n ˨˩
chuyển	t͡ɕ w i ə n ˧˩
chuyển biến	t͡ɕ w i ə n ˧˩ ʔ ɓ i ə n ˧˦
chuyển chú	t͡ɕ w i ə n ˧˩ t͡ɕ u ˧˦
chuyển dạ	t͡ɕ w i ə n ˧˩ z aː ˧˨ ʔ
chuyển dịch	t͡ɕ w i ə n ˧˩ z ï k̟̚ ˧˨ ʔ
chuyển đổi	t͡ɕ w i ə n ˧˩ ʔ ɗ o j ˧˩
chuyển đổi số	t͡ɕ w i ə n ˧˩ ʔ ɗ o j ˧˩ s o ˧˦
chuyển động	t͡ɕ w i ə n ˧˩ ʔ ɗ ə w ŋ͡m ˧˨ ʔ
chuyển động học	t͡ɕ w i ə n ˧˩ ʔ ɗ ə w ŋ͡m ˧˨ ʔ h a w k͡p̚ ˧˨ ʔ
chuyển giao	t͡ɕ w i ə n ˧˩ z aː w ˧˧
chuyển giới	t͡ɕ w i ə n ˧˩ z əː j ˧˦
chuyển hoá	t͡ɕ w i ə n ˧˩ h w aː ˧˦
chuyển hoá chất	t͡ɕ w i ə n ˧˩ h w aː ˧˦ t͡ɕ ə t̚ ˧˦
chuyển khẩu	t͡ɕ w i ə n ˧˩ x ə w ˧˩
chuyển khoản	t͡ɕ w i ə n ˧˩ x w aː n ˧˩
chuyển mạch	t͡ɕ w i ə n ˧˩ m a j k̟̚ ˧˨ ʔ
chuyển ngữ	t͡ɕ w i ə n ˧˩ ŋ ɨ ˦ˀ˥
chuyển phát	t͡ɕ w i ə n ˧˩ f aː t̚ ˧˦
chuyển thể	t͡ɕ w i ə n ˧˩ tʰ e ˧˩
chuyển tiếp	t͡ɕ w i ə n ˧˩ t i ə p̚ ˧˦
chuyển tự	t͡ɕ w i ə n ˧˩ t ɨ ˧˨ ʔ
chuyến	t͡ɕ w i ə n ˧˦
chuyến bay	t͡ɕ w i ə n ˧˦ ʔ ɓ a j ˧˧
chuyến đi	t͡ɕ w i ə n ˧˦ ʔ ɗ i ˧˧
chuyện	t͡ɕ w i ə n ˧˨ ʔ
chuyện ấy	t͡ɕ w i ə n ˧˨ ʔ ʔ ə j ˧˦
chuyện cổ tích	t͡ɕ w i ə n ˧˨ ʔ k o ˧˩ t ï k̟̚ ˧˦
chuyện đâu còn có đó	t͡ɕ w i ə n ˧˨ ʔ ʔ ɗ ə w ˧˧ k ɔ n ˨˩ k ɔ ˧˦ ʔ ɗ ɔ ˧˦
chuyện đó	t͡ɕ w i ə n ˧˨ ʔ ʔ ɗ ɔ ˧˦
chuyện thường ngày ở huyện	t͡ɕ w i ə n ˧˨ ʔ tʰ ɨ ə ŋ ˨˩ ŋ a j ˨˩ ʔ əː ˧˩ h w i ə n ˧˨ ʔ
chuyện trò	t͡ɕ w i ə n ˧˨ ʔ t͡ɕ ɔ ˨˩
chư	t͡ɕ ɨ ˧˧
chư hầu	t͡ɕ ɨ ˧˧ h ə w ˨˩
chư vị	t͡ɕ ɨ ˧˧ v i ˧˨ ʔ
chừ	t͡ɕ ɨ ˨˩
chử	t͡ɕ ɨ ˧˩
Chử Đồng Tử	t͡ɕ ɨ ˧˩ ʔ ɗ ə w ŋ͡m ˨˩ t ɨ ˧˩
chữ	t͡ɕ ɨ ˦ˀ˥
chữ cái	t͡ɕ ɨ ˦ˀ˥ k aː j ˧˦
chữ cứng	t͡ɕ ɨ ˦ˀ˥ k ɨ ŋ ˧˦
chữ đơn	t͡ɕ ɨ ˦ˀ˥ ʔ ɗ əː n ˧˧
chữ Hán	t͡ɕ ɨ ˦ˀ˥ h aː n ˧˦
chữ hành	t͡ɕ ɨ ˦ˀ˥ h a j ŋ̟ ˨˩
chữ kép	t͡ɕ ɨ ˦ˀ˥ k ɛ p̚ ˧˦
chữ khải	t͡ɕ ɨ ˦ˀ˥ x aː j ˧˩
chữ khẩu	t͡ɕ ɨ ˦ˀ˥ x ə w ˧˩
chữ kí	t͡ɕ ɨ ˦ˀ˥ k i ˧˦
chữ mềm	t͡ɕ ɨ ˦ˀ˥ m e m ˨˩
chữ nghĩa	t͡ɕ ɨ ˦ˀ˥ ŋ i ə ˦ˀ˥
chữ nhật	t͡ɕ ɨ ˦ˀ˥ ɲ ə t̚ ˧˨ ʔ
