a	ɒ
hagyománya	h ɒ ɟ o m aː ɲ ɒ
hagyományai	h ɒ ɟ o m aː ɲ ɒ j i
hagyományba	h ɒ ɟ o m aː ɲ b ɒ
hagyományban	h ɒ ɟ o m aː ɲ b ɒ n
hagyományból	h ɒ ɟ o m aː ɲ b oː l
hagyományhoz	h ɒ ɟ o m aː ɲ ɦ o z
hagyományig	h ɒ ɟ o m aː ɲ i ɡ
hagyományként	h ɒ ɟ o m aː ɲ k eː n t
hagyománynak	h ɒ ɟ o m aː ɲ n ɒ k
hagyománynál	h ɒ ɟ o m aː ɲ n aː l
hagyományok	h ɒ ɟ o m aː ɲ o k
hagyományokat	h ɒ ɟ o m aː ɲ o k ɒ t
hagyományokba	h ɒ ɟ o m aː ɲ o ɡ b ɒ
hagyományokban	h ɒ ɟ o m aː ɲ o ɡ b ɒ n
hagyományokból	h ɒ ɟ o m aː ɲ o ɡ b oː l
hagyományokhoz	h ɒ ɟ o m aː ɲ o k h o z
hagyományokig	h ɒ ɟ o m aː ɲ o k i ɡ
hagyományokkal	h ɒ ɟ o m aː ɲ o kː ɒ l
hagyományokká	h ɒ ɟ o m aː ɲ o kː aː
hagyományokként	h ɒ ɟ o m aː ɲ o kː eː n t
hagyományoknak	h ɒ ɟ o m aː ɲ o k n ɒ k
hagyományoknál	h ɒ ɟ o m aː ɲ o k n aː l
hagyományokon	h ɒ ɟ o m aː ɲ o k o n
hagyományokra	h ɒ ɟ o m aː ɲ o k r ɒ
hagyományokról	h ɒ ɟ o m aː ɲ o k r oː l
hagyományoktól	h ɒ ɟ o m aː ɲ o k t oː l
hagyományokért	h ɒ ɟ o m aː ɲ o k eː r t
hagyományon	h ɒ ɟ o m aː ɲ o n
hagyományos	h ɒ ɟ o m aː ɲ o ʃ
hagyományosabb	h ɒ ɟ o m aː ɲ o ʃ ɒ bː
hagyományosan	h ɒ ɟ o m aː ɲ o ʃ ɒ n
hagyományoz	h ɒ ɟ o m aː ɲ o z
hagyományra	h ɒ ɟ o m aː ɲ r ɒ
hagyományról	h ɒ ɟ o m aː ɲ r oː l
hagyományt	h ɒ ɟ o m aː ɲ t
hagyománytól	h ɒ ɟ o m aː ɲ t oː l
hagyományul	h ɒ ɟ o m aː ɲ u l
hagyományért	h ɒ ɟ o m aː ɲ eː r t
hagyott	h ɒ ɟ o tː
hagysz	h ɒ c s
hagyta	h ɒ c t ɒ
hagytad	h ɒ c t ɒ d
hagytak	h ɒ c t ɒ k
hagytalak	h ɒ c t ɒ l ɒ k
hagytam	h ɒ c t ɒ m
hagytatok	h ɒ c t ɒ t o k
hagytok	h ɒ c t o k
hagytuk	h ɒ c t u k
hagytunk	h ɒ c t u ŋ k
hagyták	h ɒ c t aː k
hagytál	h ɒ c t aː l
hagytátok	h ɒ c t aː t o k
hagyunk	h ɒ ɟ u ŋ k
hagyva	h ɒ ɟ v ɒ
hagyó	h ɒ ɟ oː
hah	h ɒ h
haidarábád	h ɒ j i d ɒ r aː b aː d
haiku	h ɒ j i k u
haikuja	h ɒ j i k u j ɒ
haikun	h ɒ j i k u n
haikut	h ɒ j i k u t
haiti	h ɒ j i t i
haj	h ɒ j
haja	h ɒ j ɒ
hajad	h ɒ j ɒ d
hajadon	h ɒ j ɒ d o n
hajadonaik	h ɒ j ɒ d o n ɒ j i k
hajadonaink	h ɒ j ɒ d o n ɒ j i ŋ k
hajadonfőtt	h ɒ j ɒ d o ɱ f øː tː
hajadonfővel	h ɒ j ɒ d o ɱ f øː v ɛ l
hajadonod	h ɒ j ɒ d o n o d
hajadonok	h ɒ j ɒ d o n o k
hajadonotok	h ɒ j ɒ d o n o t o k
hajaik	h ɒ j ɒ j i k
hajaink	h ɒ j ɒ j i ŋ k
hajak	h ɒ j ɒ k
hajakat	h ɒ j ɒ k ɒ t
hajakba	h ɒ j ɒ ɡ b ɒ
hajakban	h ɒ j ɒ ɡ b ɒ n
hajakból	h ɒ j ɒ ɡ b oː l
hajakhoz	h ɒ j ɒ k h o z
hajakig	h ɒ j ɒ k i ɡ
hajakkal	h ɒ j ɒ kː ɒ l
hajakká	h ɒ j ɒ kː aː
hajakként	h ɒ j ɒ kː eː n t
hajaknak	h ɒ j ɒ k n ɒ k
hajaknál	h ɒ j ɒ k n aː l
hajakon	h ɒ j ɒ k o n
hajakra	h ɒ j ɒ k r ɒ
hajakról	h ɒ j ɒ k r oː l
hajaktól	h ɒ j ɒ k t oː l
hajakért	h ɒ j ɒ k eː r t
hajam	h ɒ j ɒ m
hajas	h ɒ j ɒ ʃ
hajasabb	h ɒ j ɒ ʃ ɒ bː
hajat	h ɒ j ɒ t
hajatlan	h ɒ j ɒ t l ɒ n
hajatok	h ɒ j ɒ t o k
hajba	h ɒ j b ɒ
hajban	h ɒ j b ɒ n
hajból	h ɒ j b oː l
hajcsat	h ɒ j t͡ʃ ɒ t
hajcsat	h ɒ j t͡ʃ ɒ tː
hajcsatok	h ɒ j t͡ʃ ɒ t o k
hajcsatok	h ɒ j t͡ʃ ɒ tː o k
hajcsavaró	h ɒ j t͡ʃ ɒ v ɒ r oː
hajcsavarók	h ɒ j t͡ʃ ɒ v ɒ r oː k
hajcsár	h ɒ j t͡ʃ aː r
hajcsárok	h ɒ j t͡ʃ aː r o k
hajdan	h ɒ j d ɒ n
hajdani	h ɒ j d ɒ n i
hajdísz	h ɒ j d iː s
hajdíszek	h ɒ j d iː s ɛ k
hajdú	h ɒ j d uː
hajdúk	h ɒ j d uː k
hajfesték	h ɒ j f ɛ ʃ t eː k
hajfestékek	h ɒ j f ɛ ʃ t eː k ɛ k
hajfestés	h ɒ j f ɛ ʃ t eː ʃ
hajfestések	h ɒ j f ɛ ʃ t eː ʃ ɛ k
hajfodor	h ɒ j f o d o r
hajfodra	h ɒ j f o d r ɒ
hajfodrai	h ɒ j f o d r ɒ j i
hajfodraid	h ɒ j f o d r ɒ j i d
hajfodraik	h ɒ j f o d r ɒ j i k
hajfodraim	h ɒ j f o d r ɒ j i m
hajfodraink	h ɒ j f o d r ɒ j i ŋ k
hajfodraitok	h ɒ j f o d r ɒ j i t o k
hajfodrod	h ɒ j f o d r o d
hajfodrok	h ɒ j f o d r o k
hajfodrom	h ɒ j f o d r o m
hajfodrotok	h ɒ j f o d r o t o k
hajfodruk	h ɒ j f o d r u k
hajfodrunk	h ɒ j f o d r u ŋ k
hajfonat	h ɒ j f o n ɒ t
hajfonatok	h ɒ j f o n ɒ t o k
hajfény	h ɒ j f eː ɲ
hajfürt	h ɒ j f y r t
hajfürtök	h ɒ j f y r t ø k
hajgumi	h ɒ j ɡ u m i
hajgyógyászat	h ɒ j ɟ oː ɟ aː s ɒ t
hajgyökerek	h ɒ j ɟ ø k ɛ r ɛ k
hajgyökér	h ɒ j ɟ ø k eː r
hajgyökérfájás	h ɒ j ɟ ø k eː r f aː j aː ʃ
hajgyökérfájások	h ɒ j ɟ ø k eː r f aː j aː ʃ o k
hajhab	h ɒ j ɦ ɒ b
hajhagyma	h ɒ j ɦ ɒ ɟ m ɒ
hajhagymák	h ɒ j ɦ ɒ ɟ m aː k
hajhoz	h ɒ j ɦ o z
hajhullám	h ɒ j ɦ u lː aː m
hajhullámok	h ɒ j ɦ u lː aː m o k
hajhullás	h ɒ j ɦ u lː aː ʃ
hajháló	h ɒ j ɦ aː l oː
hajhálók	h ɒ j ɦ aː l oː k
hajig	h ɒ j i ɡ
hajigál	h ɒ j i ɡ aː l
hajjal	h ɒ jː ɒ l
hajjá	h ɒ jː aː
hajkefe	h ɒ j k ɛ f ɛ
hajkeféd	h ɒ j k ɛ f eː d
hajkeféi	h ɒ j k ɛ f eː j i
hajkeféid	h ɒ j k ɛ f eː j i d
hajkeféik	h ɒ j k ɛ f eː j i k
hajkeféim	h ɒ j k ɛ f eː j i m
hajkeféink	h ɒ j k ɛ f eː j i ŋ k
hajkeféitek	h ɒ j k ɛ f eː j i t ɛ k
hajkeféje	h ɒ j k ɛ f eː j ɛ
hajkeféjük	h ɒ j k ɛ f eː j y k
hajkefék	h ɒ j k ɛ f eː k
hajkefém	h ɒ j k ɛ f eː m
hajkefénk	h ɒ j k ɛ f eː ŋ k
hajkefétek	h ɒ j k ɛ f eː t ɛ k
hajkenőcs	h ɒ j k ɛ n øː t͡ʃ
hajkenőcsök	h ɒ j k ɛ n øː t͡ʃ ø k
hajkorona	h ɒ j k o r o n ɒ
hajkoronák	h ɒ j k o r o n aː k
hajként	h ɒ j k eː n t
hajlakk	h ɒ j l ɒ kː
hajlakkok	h ɒ j l ɒ kː o k
hajlam	h ɒ j l ɒ m
hajlamok	h ɒ j l ɒ m o k
hajlamos	h ɒ j l ɒ m o ʃ
hajlamosabb	h ɒ j l ɒ m o ʃ ɒ bː
hajlamosság	h ɒ j l ɒ m o ʃː aː ɡ
hajlamosságú	h ɒ j l ɒ m o ʃː aː ɡ uː
hajlandó	h ɒ j l ɒ n d oː
hajlandóak	h ɒ j l ɒ n d oː ɒ k
hajlandóbb	h ɒ j l ɒ n d oː bː
hajlandók	h ɒ j l ɒ n d oː k
hajlat	h ɒ j l ɒ t
hajlatok	h ɒ j l ɒ t o k
hajlik	h ɒ j l i k
hajlong	h ɒ j l o ŋ ɡ
hajlék	h ɒ j l eː k
hajlékok	h ɒ j l eː k o k
hajlékonnyá	h ɒ j l eː k o ɲː aː
hajlékony	h ɒ j l eː k o ɲ
hajlékonyabb	h ɒ j l eː k o ɲ ɒ bː
hajlékonylemez	h ɒ j l eː k o ɲ l ɛ m ɛ z
hajléktalan	h ɒ j l eː k t ɒ l ɒ n
hajléktalanok	h ɒ j l eː k t ɒ l ɒ n o k
hajléktalanság	h ɒ j l eː k t ɒ l ɒ n ʃ aː ɡ
hajléktalanságok	h ɒ j l eː k t ɒ l ɒ n ʃ aː ɡ o k
hajlít	h ɒ j l iː t
hajlítható	h ɒ j l iː t h ɒ t oː
hajlíthatóbb	h ɒ j l iː t h ɒ t oː bː
hajlító	h ɒ j l iː t oː
hajlítóizmok	h ɒ j l iː t oː j i z m o k
hajlítóizom	h ɒ j l iː t oː j i z o m
hajló	h ɒ j l oː
hajmeresztő	h ɒ j m ɛ r ɛ s t øː
hajmosás	h ɒ j m o ʃ aː ʃ
hajmosások	h ɒ j m o ʃ aː ʃ o k
hajnak	h ɒ j n ɒ k
hajnal	h ɒ j n ɒ l
hajnalban	h ɒ j n ɒ l b ɒ n
hajnali	h ɒ j n ɒ l i
hajnalig	h ɒ j n ɒ l i ɡ
hajnalka	h ɒ j n ɒ l k ɒ
hajnalodik	h ɒ j n ɒ l o d i k
hajnalok	h ɒ j n ɒ l o k
hajni	h ɒ j n i
hajnyírás	h ɒ j ɲ iː r aː ʃ
hajnyírások	h ɒ j ɲ iː r aː ʃ o k
hajnál	h ɒ j n aː l
hajol	h ɒ j o l
hajon	h ɒ j o n
hajra	h ɒ j r ɒ
hajrá	h ɒ j r aː
hajról	h ɒ j r oː l
hajsza	h ɒ j s ɒ
hajszalag	h ɒ j s ɒ l ɒ ɡ
hajszalagok	h ɒ j s ɒ l ɒ ɡ o k
hajszál	h ɒ j s aː l
hajszálak	h ɒ j s aː l ɒ k
hajszálcső	h ɒ j s aː l t͡ʃ øː
hajszálerek	h ɒ j s aː l ɛ r ɛ k
hajszálér	h ɒ j s aː l eː r
hajszárító	h ɒ j s aː r iː t oː
hajszárítók	h ɒ j s aː r iː t oː k
hajszín	h ɒ j s iː n
hajszínek	h ɒ j s iː n ɛ k
hajt	h ɒ j t
hajthat	h ɒ j t h ɒ t
hajthatatlan	h ɒ j t h ɒ t ɒ t l ɒ n
hajthatatlanabb	h ɒ j t h ɒ t ɒ t l ɒ n ɒ bː
hajthatatlanul	h ɒ j t h ɒ t ɒ t l ɒ n u l
hajtincs	h ɒ j t i n t͡ʃ
hajtincsek	h ɒ j t i n t͡ʃ ɛ k
hajtogat	h ɒ j t o ɡ ɒ t
hajtogattam	h ɒ j t o ɡ ɒ tː ɒ m
hajtok	h ɒ j t o k
hajts	h ɒ j t͡ʃ
hajtsd	h ɒ j d͡ʒ d
hajtás	h ɒ j t aː ʃ
hajtások	h ɒ j t aː ʃ o k
hajtó	h ɒ j t oː
hajtók	h ɒ j t oː k
hajtól	h ɒ j t oː l
hajtű	h ɒ j t yː
hajtűk	h ɒ j t yː k
hajtűkanyar	h ɒ j t yː k ɒ ɲ ɒ r
hajtűkanyarok	h ɒ j t yː k ɒ ɲ ɒ r o k
hajuk	h ɒ j u k
hajunk	h ɒ j u ŋ k
hajviselet	h ɒ j v i ʃ ɛ l ɛ t
hajviseletek	h ɒ j v i ʃ ɛ l ɛ t ɛ k
hajvágás	h ɒ j v aː ɡ aː ʃ
hajvágások	h ɒ j v aː ɡ aː ʃ o k
hajzselé	h ɒ j ʒ ɛ l eː
hajzselék	h ɒ j ʒ ɛ l eː k
haját	h ɒ j aː t
hajék	h ɒ j eː k
hajékek	h ɒ j eː k ɛ k
hajért	h ɒ j eː r t
hajít	h ɒ j iː t
hajítás	h ɒ j iː t aː ʃ
hajítások	h ɒ j iː t aː ʃ o k
hajó	h ɒ j oː
hajóban	h ɒ j oː b ɒ n
hajód	h ɒ j oː d
hajói	h ɒ j oː j i
hajóid	h ɒ j oː j i d
hajóik	h ɒ j oː j i k
hajóim	h ɒ j oː j i m
hajóink	h ɒ j oː j i ŋ k
hajóitok	h ɒ j oː j i t o k
hajója	h ɒ j oː j ɒ
hajójuk	h ɒ j oː j u k
hajók	h ɒ j oː k
hajókra	h ɒ j oː k r ɒ
hajóm	h ɒ j oː m
hajón	h ɒ j oː n
hajónk	h ɒ j oː ŋ k
hajóra	h ɒ j oː r ɒ
hajóraj	h ɒ j oː r ɒ j
hajórajok	h ɒ j oː r ɒ j o k
hajóroncs	h ɒ j oː r o n t͡ʃ
hajóroncsok	h ɒ j oː r o n t͡ʃ o k
hajós	h ɒ j oː ʃ
hajósok	h ɒ j oː ʃ o k
hajót	h ɒ j oː t
hajótest	h ɒ j oː t ɛ ʃ t
hajótok	h ɒ j oː t o k
hajótörés	h ɒ j oː t ø r eː ʃ
hajótörések	h ɒ j oː t ø r eː ʃ ɛ k
hajótörést	h ɒ j oː t ø r eː ʃ t
hajótörött	h ɒ j oː t ø r ø tː
hajótöröttek	h ɒ j oː t ø r ø tː ɛ k
hajóval	h ɒ j oː v ɒ l
hajóvá	h ɒ j oː v aː
hajózz	h ɒ j oː zː
hajú	h ɒ j uː
hal	h ɒ l
hala	h ɒ l ɒ
halad	h ɒ l ɒ d
haladhat	h ɒ l ɒ t h ɒ t
haladj	h ɒ l ɒ ɟː
haladnak	h ɒ l ɒ d n ɒ k
haladva	h ɒ l ɒ d v ɒ
haladás	h ɒ l ɒ d aː ʃ
haladások	h ɒ l ɒ d aː ʃ o k
haladék	h ɒ l ɒ d eː k
haladékok	h ɒ l ɒ d eː k o k
haladékot	h ɒ l ɒ d eː k o t
haladéktalan	h ɒ l ɒ d eː k t ɒ l ɒ n
haladéktalanul	h ɒ l ɒ d eː k t ɒ l ɒ n u l
haladó	h ɒ l ɒ d oː
haladóbb	h ɒ l ɒ d oː bː
halai	h ɒ l ɒ j i
halaid	h ɒ l ɒ j i d
halaik	h ɒ l ɒ j i k
halaim	h ɒ l ɒ j i m
halaink	h ɒ l ɒ j i ŋ k
halait	h ɒ l ɒ j i t
halaitok	h ɒ l ɒ j i t o k
halak	h ɒ l ɒ k
halam	h ɒ l ɒ m
halandzsa	h ɒ l ɒ n d͡ʒ ɒ
halandó	h ɒ l ɒ n d oː
halandók	h ɒ l ɒ n d oː k
halandóság	h ɒ l ɒ n d oː ʃ aː ɡ
halandóságok	h ɒ l ɒ n d oː ʃ aː ɡ o k
halas	h ɒ l ɒ ʃ
halassz	h ɒ l ɒ sː
halaszt	h ɒ l ɒ s t
halasztgat	h ɒ l ɒ z d ɡ ɒ t
halasztgatás	h ɒ l ɒ z d ɡ ɒ t aː ʃ
halaszthatatlan	h ɒ l ɒ s t h ɒ t ɒ t l ɒ n
halasztás	h ɒ l ɒ s t aː ʃ
halasztási	h ɒ l ɒ s t aː ʃ i
halasztások	h ɒ l ɒ s t aː ʃ o k
halasztódik	h ɒ l ɒ s t oː d i k
halat	h ɒ l ɒ t
halatok	h ɒ l ɒ t o k
halba	h ɒ l b ɒ
halban	h ɒ l b ɒ n
halból	h ɒ l b oː l
haldoklik	h ɒ l d o k l i k
haldoklok	h ɒ l d o k l o k
haldoklás	h ɒ l d o k l aː ʃ
haldoklások	h ɒ l d o k l aː ʃ o k
haldokló	h ɒ l d o k l oː
haldoklók	h ɒ l d o k l oː k
halhat	h ɒ l ɦ ɒ t
halhatatlan	h ɒ l ɦ ɒ t ɒ t l ɒ n
halhatatlanok	h ɒ l ɦ ɒ t ɒ t l ɒ n o k
halhatatlanság	h ɒ l ɦ ɒ t ɒ t l ɒ n ʃ aː ɡ
halhoz	h ɒ l ɦ o z
hali	h ɒ l i
halig	h ɒ l i ɡ
halj	h ɒ jː
haljak	h ɒ jː ɒ k
haljanak	h ɒ jː ɒ n ɒ k
haljatok	h ɒ jː ɒ t o k
haljon	h ɒ jː o n
haljunk	h ɒ jː u ŋ k
haljál	h ɒ jː aː l
halk	h ɒ l k
halkabb	h ɒ l k ɒ bː
halkabban	h ɒ l k ɒ bː ɒ n
halkan	h ɒ l k ɒ n
halkszavú	h ɒ l k s ɒ v uː
halként	h ɒ l k eː n t
hall	h ɒ lː
hallak	h ɒ lː ɒ k
hallal	h ɒ lː ɒ l
hallana	h ɒ lː ɒ n ɒ
hallani	h ɒ lː ɒ n i
hallaná	h ɒ lː ɒ n aː
hallanád	h ɒ lː ɒ n aː d
hallanál	h ɒ lː ɒ n aː l
hallanálak	h ɒ lː ɒ n aː l ɒ k
hallanám	h ɒ lː ɒ n aː m
hallanánk	h ɒ lː ɒ n aː ŋ k
hallanátok	h ɒ lː ɒ n aː t o k
hallanék	h ɒ lː ɒ n eː k
hallasz	h ɒ lː ɒ s
hallat	h ɒ lː ɒ t
hallatszana	h ɒ lː ɒ t͡sː ɒ n ɒ
hallatszik	h ɒ lː ɒ t͡sː i k
hallatszódna	h ɒ lː ɒ t͡sː oː d n ɒ
hallatán	h ɒ lː ɒ t aː n
hallatára	h ɒ lː ɒ t aː r ɒ
hallba	h ɒ l b ɒ
hallban	h ɒ l b ɒ n
halld	h ɒ l d
hallgat	h ɒ l ɡ ɒ t
hallgatag	h ɒ l ɡ ɒ t ɒ ɡ
hallgatagabb	h ɒ l ɡ ɒ t ɒ ɡ ɒ bː
hallgathat	h ɒ l ɡ ɒ t h ɒ t
hallgatja	h ɒ l ɡ ɒ cː ɒ
hallgatni	h ɒ l ɡ ɒ t n i
hallgatok	h ɒ l ɡ ɒ t o k
hallgattam	h ɒ l ɡ ɒ tː ɒ m
hallgatás	h ɒ l ɡ ɒ t aː ʃ
hallgató	h ɒ l ɡ ɒ t oː
hallgatói	h ɒ l ɡ ɒ t oː j i
hallgatók	h ɒ l ɡ ɒ t oː k
hallgatókat	h ɒ l ɡ ɒ t oː k ɒ t
hallgatóknak	h ɒ l ɡ ɒ t oː k n ɒ k
hallgatóság	h ɒ l ɡ ɒ t oː ʃ aː ɡ
hallhat	h ɒ l ɦ ɒ t
hallható	h ɒ l ɦ ɒ t oː
hallik	h ɒ lː i k
hallj	h ɒ jː
hallja	h ɒ jː ɒ
halljad	h ɒ jː ɒ d
halljak	h ɒ jː ɒ k
halljalak	h ɒ jː ɒ l ɒ k
halljam	h ɒ jː ɒ m
halljanak	h ɒ jː ɒ n ɒ k
halljatok	h ɒ jː ɒ t o k
halljon	h ɒ jː o n
halljuk	h ɒ jː u k
halljunk	h ɒ jː u ŋ k
hallják	h ɒ jː aː k
halljál	h ɒ jː aː l
halljátok	h ɒ jː aː t o k
hallnak	h ɒ l n ɒ k
hallnál	h ɒ l n aː l
hallod	h ɒ lː o d
hallok	h ɒ lː o k
hallom	h ɒ lː o m
hallomás	h ɒ lː o m aː ʃ
hallomások	h ɒ lː o m aː ʃ o k
hallon	h ɒ lː o n
hallos	h ɒ lː o ʃ
hallotok	h ɒ lː o t o k
hallott	h ɒ lː o tː
hallotta	h ɒ lː o tː ɒ
hallottad	h ɒ lː o tː ɒ d
hallottak	h ɒ lː o tː ɒ k
hallottalak	h ɒ lː o tː ɒ l ɒ k
hallottam	h ɒ lː o tː ɒ m
hallottatok	h ɒ lː o tː ɒ t o k
hallottuk	h ɒ lː o tː u k
hallottunk	h ɒ lː o tː u ŋ k
hallottál	h ɒ lː o tː aː l
hallottátok	h ɒ lː o tː aː t o k
halloween	h ɛ l o v iː n
halloweenek	h ɛ l o v iː n ɛ k
hallra	h ɒ rː ɒ
hallt	h ɒ l t
hallucinogén	h ɒ lː u t͡s i n o ɡ eː n
hallucináció	h ɒ lː u t͡s i n aː t͡s i j oː
hallucinációk	h ɒ lː u t͡s i n aː t͡s i j oː k
hallunk	h ɒ lː u ŋ k
hallá	h ɒ lː aː
hallé	h ɒ lː eː
halló	h ɒ l oː
halló	h ɒ lː oː
hallóideg	h ɒ lː oː j i d ɛ ɡ
hallóidegek	h ɒ lː oː j i d ɛ ɡ ɛ k
hallójárat	h ɒ lː oː j aː r ɒ t
hallójáratok	h ɒ lː oː j aː r ɒ t o k
hallószerv	h ɒ lː oː s ɛ r v
hallószervek	h ɒ lː oː s ɛ r v ɛ k
hallótávolság	h ɒ lː oː t aː v o l ʃ aː ɡ
halma	h ɒ l m ɒ
halmaz	h ɒ l m ɒ z
halmaza	h ɒ l m ɒ z ɒ
halmazai	h ɒ l m ɒ z ɒ j i
halmazaid	h ɒ l m ɒ z ɒ j i d
halmazaik	h ɒ l m ɒ z ɒ j i k
halmazaim	h ɒ l m ɒ z ɒ j i m
halmazaink	h ɒ l m ɒ z ɒ j i ŋ k
halmazaitok	h ɒ l m ɒ z ɒ j i t o k
halmazba	h ɒ l m ɒ z b ɒ
halmazban	h ɒ l m ɒ z b ɒ n
halmazból	h ɒ l m ɒ z b oː l
halmazelmélet	h ɒ l m ɒ z ɛ l m eː l ɛ t
halmazhoz	h ɒ l m ɒ s h o z
halmazig	h ɒ l m ɒ z i ɡ
halmazként	h ɒ l m ɒ s k eː n t
halmaznak	h ɒ l m ɒ z n ɒ k
halmaznál	h ɒ l m ɒ z n aː l
halmazod	h ɒ l m ɒ z o d
halmazok	h ɒ l m ɒ z o k
halmazokat	h ɒ l m ɒ z o k ɒ t
halmazokba	h ɒ l m ɒ z o ɡ b ɒ
halmazokban	h ɒ l m ɒ z o ɡ b ɒ n
halmazokból	h ɒ l m ɒ z o ɡ b oː l
halmazokhoz	h ɒ l m ɒ z o k h o z
halmazokig	h ɒ l m ɒ z o k i ɡ
halmazokkal	h ɒ l m ɒ z o kː ɒ l
halmazokká	h ɒ l m ɒ z o kː aː
halmazokként	h ɒ l m ɒ z o kː eː n t
halmazoknak	h ɒ l m ɒ z o k n ɒ k
halmazoknál	h ɒ l m ɒ z o k n aː l
halmazokon	h ɒ l m ɒ z o k o n
halmazokra	h ɒ l m ɒ z o k r ɒ
halmazokról	h ɒ l m ɒ z o k r oː l
halmazoktól	h ɒ l m ɒ z o k t oː l
halmazokul	h ɒ l m ɒ z o k u l
halmazokért	h ɒ l m ɒ z o k eː r t
halmazom	h ɒ l m ɒ z o m
halmazon	h ɒ l m ɒ z o n
halmazotok	h ɒ l m ɒ z o t o k
halmazra	h ɒ l m ɒ z r ɒ
halmazról	h ɒ l m ɒ z r oː l
halmazt	h ɒ l m ɒ s t
halmaztól	h ɒ l m ɒ s t oː l
halmazuk	h ɒ l m ɒ z u k
halmazul	h ɒ l m ɒ z u l
halmazunk	h ɒ l m ɒ z u ŋ k
halmazzal	h ɒ l m ɒ zː ɒ l
halmazzá	h ɒ l m ɒ zː aː
halmazért	h ɒ l m ɒ z eː r t
halmok	h ɒ l m o k
halmoz	h ɒ l m o z
halmozott	h ɒ l m o z o tː
halmozottabb	h ɒ l m o z o tː ɒ bː
halmozottan	h ɒ l m o z o tː ɒ n
halna	h ɒ l n ɒ
halnak	h ɒ l n ɒ k
halni	h ɒ l n i
halnál	h ɒ l n aː l
halnának	h ɒ l n aː n ɒ k
halnánk	h ɒ l n aː ŋ k
halnátok	h ɒ l n aː t o k
halnék	h ɒ l n eː k
halogat	h ɒ l o ɡ ɒ t
halogatás	h ɒ l o ɡ ɒ t aː ʃ
halogén	h ɒ l o ɡ eː n
halogénlámpa	h ɒ l o ɡ eː n l aː m p ɒ
halok	h ɒ l o k
halom	h ɒ l o m
halon	h ɒ l o n
halott	h ɒ l o tː
halottak	h ɒ l o tː ɒ k
halottaskocsi	h ɒ l o tː ɒ ʃ k o t͡ʃ i
halotti	h ɒ l o tː i
halottkém	h ɒ l o t k eː m
halottkémek	h ɒ l o t k eː m ɛ k
halpaprikás	h ɒ l p ɒ p r i k aː ʃ
halra	h ɒ rː ɒ
halról	h ɒ rː oː l
halsz	h ɒ l s
halszemoptika	h ɒ l s ɛ m o p t i k ɒ
halt	h ɒ l t
haltak	h ɒ l t ɒ k
haltam	h ɒ l t ɒ m
haltatok	h ɒ l t ɒ t o k
haltok	h ɒ l t o k
haltunk	h ɒ l t u ŋ k
haltál	h ɒ l t aː l
haltól	h ɒ l t oː l
haluk	h ɒ l u k
halunk	h ɒ l u ŋ k
halva	h ɒ l v ɒ
halvány	h ɒ l v aː ɲ
halványabb	h ɒ l v aː ɲ ɒ bː
halványul	h ɒ l v aː ɲ u l
halványít	h ɒ l v aː ɲ iː t
halál	h ɒ l aː l
halála	h ɒ l aː l ɒ
halálbüntetés	h ɒ l aː l b y n t ɛ t eː ʃ
halálbüntetések	h ɒ l aː l b y n t ɛ t eː ʃ ɛ k
halálfej	h ɒ l aː l f ɛ j
halálhír	h ɒ l aː l ɦ iː r
halálhörgés	h ɒ l aː l ɦ ø r ɡ eː ʃ
halállal	h ɒ l aː lː ɒ l
halálok	h ɒ l aː l o k
halálokok	h ɒ l aː l o k o k
halálos	h ɒ l aː l o ʃ
halálra	h ɒ l aː rː ɒ
halált	h ɒ l aː l t
haláláig	h ɒ l aː l aː j i ɡ
halálát	h ɒ l aː l aː t
halánték	h ɒ l aː n t eː k
halántékcsont	h ɒ l aː n t eː k t͡ʃ o n t
halántékcsontok	h ɒ l aː n t eː k t͡ʃ o n t o k
halántéklebeny	h ɒ l aː n t eː k l ɛ b ɛ ɲ
halántéklebenyek	h ɒ l aː n t eː k l ɛ b ɛ ɲ ɛ k
halántékok	h ɒ l aː n t eː k o k
halássz	h ɒ l aː sː
halász	h ɒ l aː s
halászat	h ɒ l aː s ɒ t
halászatok	h ɒ l aː s ɒ t o k
halászik	h ɒ l aː s i k
halászlé	h ɒ l aː s l eː
halászlék	h ɒ l aː s l eː k
halásznadrág	h ɒ l aː s n ɒ d r aː ɡ
halásznadrágok	h ɒ l aː s n ɒ d r aː ɡ o k
halásznyest	h ɒ l aː s ɲ ɛ ʃ t
halásznyestek	h ɒ l aː s ɲ ɛ ʃ t ɛ k
halászok	h ɒ l aː s o k
halászsas	h ɒ l aː s ʃ ɒ ʃ
halászsasok	h ɒ l aː s ʃ ɒ ʃ o k
halát	h ɒ l aː t
halért	h ɒ l eː r t
haló	h ɒ l oː
halók	h ɒ l oː k
hamag	h ɒ m ɒ ɡ
hamar	h ɒ m ɒ r
hamarabb	h ɒ m ɒ r ɒ bː
hamarosan	h ɒ m ɒ r o ʃ ɒ n
hamasz	h ɒ m ɒ s
hambi	h ɒ m b i
hamburg	h ɒ m b u r ɡ
hamburger	h ɒ m b u r ɡ ɛ r
hamburgere	h ɒ m b u r ɡ ɛ r ɛ
hamburgeren	h ɒ m b u r ɡ ɛ r ɛ n
hamis	h ɒ m i ʃ
hamisabb	h ɒ m i ʃ ɒ bː
