က	k a̰
ဒေဝဒတ်	d è w ə d a ʔ
ဒေဝနာဂရီ	d è w a̰ n à ɡ ə ɹ ì
ဒေဝါလီခံ	d è w à l ì kʰ à ɴ
ဒေဝီ	d è w ì
ဒေသ	d è θ a̰
ဒေသန္တရ	d è θ à ɴ t ə j a̰
ဒေသန္တရစကား	d è θ à ɴ t ə ɹ a̰ z ə ɡ á
ဒေသိယစကား	d è θ ḭ j a̰ z ə ɡ á
ဒေါ	d ɔ́
ဒေါက်တာ	d a ʊ ʔ t à
ဒေါင်း	d á ʊ ɴ
ဒေါင်းလန်း	d á ʊ ɴ l á ɴ
ဒေါသ	d ɔ́ θ a̰
ဒေါ်	d ɔ̀
ဒေါ်ကြီး	d ɔ̀ d͡ʑ í
ဒေါ်စိန်အေး	d ɔ̀ s è ɪ ɴ ʔ é
ဒေါ်လာ	d ɔ̀ l à
ဒေါ်လေး	d ɔ̀ l é
ဒံပေါက်	d à ɴ p a ʊ ʔ
ဒြပ်	d ɹ a ʔ
ဒြပ်စင်	d ə ɹ a ʔ s ɪ̀ ɴ
ဒြပ်ထု	d ə ɹ a ʔ tʰ ù
ဒွယံဒွယံ	d w a̰ j à ɴ d w a̰ j à ɴ
ဒွါဒသမ	d w à d a̰ θ ə m a̰
ဒွာရ	d w à j a̰
ဒွိ	d w ḭ
ဒွိလိင်	d w ḭ l è ɪ ɴ
ဒွေးဘော်	d w é b ɔ̀
ဒဿဂီရိ	d ə θ a̰ ɡ ì j ḭ
ဒဿနဗေဒ	d a̰ θ ə n a̰ b è d a̰
ဒဿနိကဗေဒ	d a̰ θ ə n ḭ k a̰ b è d a̰
ဓ	d a̰
ဓနရှင်	d ə n a̰ ʃ ɪ̀ ɴ
ဓနိတ	d ə n ḭ t a̰
ဓနု	d ə n ṵ
ဓမ္မ	d ə m a̰
ဓမ္မတာ	d ə m ə d à
ဓမ္မတာကာလ	d ə m ə d à k à l a̰
ဓမ္မတာလာ	d ə m ə d à l à
ဓမ္မတာဝန်	d ə m ə d à w ʊ̀ ɴ
ဓမ္မဒဿီ	d ə m a̰ m a̰ d a ʔ θ ì
ဓမ္မဒဿီဘုရား	d ə m a̰ d ə t θ ì pʰ ə j á
ဓမ္မပါလ	d à ɴ m a̰ p à l a̰
ဓမ္မသတ်	d ə m ə θ a ʔ
ဓလေ့	d ə l ḛ
ဓအောက်ခြိုက်	d a̰ ʔ a ʊ ʔ t͡ɕʰ a ɪ ʔ
ဓာတုဗေဒ	d à t ṵ b è d a̰
ဓာတ်	d a ʔ
ဓာတ်ကြီးလေးပါး	d à t t͡ɕ í l é p á
ဓာတ်ခဲ	d a ʔ kʰ é
ဓာတ်ခွက်	d à t kʰ w ɛ ʔ
ဓာတ်ခွဲခန်း	d a ʔ kʰ w ɛ́ ɡ á ɴ
ဓာတ်ငွေ့	d a ʔ ŋ w ḛ
ဓာတ်စက်	d a ʔ s ɛ ʔ
ဓာတ်ဆီ	d a ʔ sʰ ì
ဓာတ်ဆီဆိုင်	d a ʔ sʰ ì z à ɪ ɴ
ဓာတ်ပုံ	d a ʔ p ò ʊ ɴ
ဓာတ်ပြား	d a ʔ p j à
ဓာတ်မီးခြစ်	d a ʔ m í d͡ʑ ɪ ʔ
ဓာတ်မီးပူ	d a ʔ m í b ù
ဓာတ်မှန်	d à t m̥ à ɴ
ဓာတ်လှေကား	d a ʔ l̥ è ɡ á
ဓာတ်သွား	d à t θ w á
ဓာတ်အား	d à t ʔ á
ဓာတ်အားပေးစက်ရုံ	d à t ʔ á b é s ɛ ʔ j ò ʊ ɴ
ဓာတ်အိုး	d a ʔ ʔ ó
ဓား	d á
ဓားစာခံ	d ə z à ɡ à ɴ
ဓားပြ	d ə m j a̰
ဓားပြား	d ə b j á
ဓားမြှောင်	d ə m̥ j à ʊ ɴ
ဓားအိမ်	d ə ʔ è ɪ ɴ
န	n a̰
နက္ခတ္တဗေဒ	n ɛ ʔ kʰ ə t a̰ b è d a̰
နက္ခတ်	n ɛ ʔ kʰ a ʔ
နက္ခတ်တာရာပြခန်း	n ɛ ʔ kʰ a ʔ t à j à p j a̰ kʰ á ɴ
နက္ခတ်မျှော်စင်	n ɛ ʔ kʰ a ʔ m̥ j ɔ̀ z ɪ̀ ɴ
နက်	n ɛ ʔ
နက်ပကျွန်း	n ɛ ʔ p ə t͡ɕ ʊ́ ɴ
နက်ဖြန်	n ɛ ʔ pʰ j à ɴ
နက်ဗျူလာ	n ɛ ʔ b j ù l à
နကျယ်ကောင်	n ə d͡ʑ ɛ̀ ɡ à ʊ ɴ
နဂါး	n ə ɡ á
နဂါးကျစ်	n ə ɡ á d͡ʑ ɪ ʔ
နဂါးငွေ့တန်း	n a̰ ɡ á ŋ w ḛ t á ɴ
နဂါးမောက်	n a̰ ɡ á m a ʊ ʔ
နဂါးမောက်သီး	n a̰ ɡ á m a ʊ ʔ θ í
နဂါးလှည့်	n ə ɡ á l̥ ḭ
နငယ်	n a̰ ŋ ɛ̀
နင်	n ɪ̀ ɴ
နင်တို့	n ɪ̀ ɴ d o̰
နင်း	n ɪ́ ɴ
နစ်	n ɪ ʔ
နည်း	n í
နည်းနည်း	n ɛ́ n ɛ́
နည်းနည်းချင်း	n í n í t͡ɕʰ ɪ́ ɴ
နည်းနယ	n í n ə j a̰
နည်းပညာ	n í p j ɪ̀ ɴ ɲ à
နည်းလမ်း	n í l á ɴ
နတ်	n a ʔ
နတ်ကွန်း	n a ʔ k ʊ́ ɴ
နတ်ဆိုး	n a ʔ sʰ ó
နတ်တော်	n ə d ɔ̀
နတ်နန်း	n a ʔ n á ɴ
နတ်နိုးလ	n a ʔ n ó l a̰
နတ်ပြည်ခြောက်ထပ်	n a ʔ p j ì t͡ɕʰ a ʊ ʔ tʰ a ʔ
နတ်ပြည်စံ	n a ʔ p j ì s à ɴ
နတ်ရွာစံ	n a ʔ j w à s à ɴ
နတ်လျောင်းလ	n a ʔ j á ʊ ɴ l a̰
နတ်သုဓာ	n a ʔ θ o ʊ ʔ d à
နတ်သုဓာထမင်း	n a ʔ θ o ʊ ʔ d à tʰ ə m ɪ́ ɴ
နဒီ	n ə d ì
နန္ဒာ	n à ɴ d à
နန်း	n á ɴ
နန်းကထိ	n á ɴ k ə tʰ ḭ
နန်းကြီး	n á ɴ t͡ɕ í
နန်းကြီးသုပ်	n á ɴ t͡ɕ í θ o ʊ ʔ
နန်းတက်	n á ɴ t ɛ ʔ
နန်းတက်ပွဲ	n á ɴ t ɛ ʔ b w ɛ́
နန်းတော်	n á ɴ d ɔ̀
နန်းပြား	n á ɴ b j á
နန်းပြားကြီး	n á ɴ b j á d͡ʑ í
နန်းပြားသုပ်	n á ɴ b j á θ o ʊ ʔ
နန်းမတော်	n á ɴ m ə d ɔ̀
နန်းမြင့်	n á ɴ m j ɪ̰ ɴ
နန်းလတ်	n á ɴ l a ʔ
နန်းသေး	n á ɴ θ é
နနွင်း	sʰ ə n w ɪ́ ɴ
နပန်း	n ə b á ɴ
နဖူး	n a̰ pʰ ú
နဖူးစာ	n ə pʰ ú z à
နမီးဘီးယား	n a̰ m í b í j á
နမူနာ	n ə m ù n à
နမ်း	n á ɴ
နယ	n ə j a̰
နယုန်	n ə j ò ʊ ɴ
နယူးဇီလန်	n ə j ú z ì l à ɴ
နယူးဒေလီ	n ə j ú d è l ì
နယူးယောက်	n ə j ú j a ʊ ʔ
နယ်	n ɛ̀
နယ်စပ်	n ɛ̀ z a ʔ
နယ်ပယ်	n ɛ̀ p ɛ̀
နယ်မြေ	n ɛ̀ m j è
နယ်သာလန်	n ɛ̀ ð ə l à ɴ
နရက်	n ə ɹ ɛ ʔ
နရန်း	n ə j á ɴ
နရား	n ə j á
နရွဲ	n ə j w ɛ́
နဝ	n ə w a̰
နဝကမ္မ	n ə w a̰ k à ɴ m a̰
နဝဂံ	n ə w ə ɡ à ɴ
နဝမ	n ə w ə m a̰
နဝရတ်	n ə w ə ɹ a ʔ
နဝရူပ	n a̰ w a̰ j ù p a̰
နဟုတံ	n ə h o ʊ ʔ t à ɴ
နာ	n à
နာဂဒေဝ	n à ɡ a̰ d è w a̰
နာဂရီ	n à ɡ ə ɹ ì
နာဆူလ်တန်	n à sʰ ù l t à ɴ
နာဇီ	n à z ì
နာဇီဝါဒ	n à z ì w à d a̰
နာတာလူးပွဲ	n à t à l ú b w ɛ́
နာနတ်	n ə n a ʔ
နာနတ်ပွင့်	n ə n a ʔ p w ɪ̰ ɴ
နာနတ်သီး	n à n a ʔ θ í
နာနာ	n à n à
နာနာဘာဝ	n à n à b à w a̰
နာမ	n à m a̰
နာမကရဏ	n à m a̰ k ə ɹ ə n a̰
နာမကျန်း	n à m ə t͡ɕ á ɴ
နာမကျန်းခွင့်	n à m ə t͡ɕ á ɴ kʰ w ɪ̰ ɴ
နာမည်	n à m j ì
နာမဝိသေသန	n à m a̰ w ḭ θ è θ ə n a̰
နာမ်	n à ɴ
နာမ်စား	n à m z á
နာရဒ	n à ɹ ə d a̰
နာရဒဘုရား	n à ɹ ə d a̰ pʰ ə j á
နာရီ	n à j ì
နာရီဝက်	n à j ì w ɛ ʔ
နား	n á
နားကပ်	n á ɡ a ʔ
နားကြပ်	n ə d͡ʑ a ʔ
နားကွင်း	n á ɡ w ɪ́ ɴ
နားထင်	n ə tʰ ɪ̀ ɴ
နားထောင်	n á tʰ à ʊ ɴ
နားရွက်	n ə j w ɛ ʔ
နားလည်	n á l ɛ̀
နိကာယ	n ḭ k à j a̰
နိခါတကဗေဒ	n ḭ kʰ à t ə k a̰ b è d a̰
နိဂ္ဂဟိတ	n e ɪ ʔ ɡ ə h ḭ t a̰
နိစ္စ	n è s a̰
နိဒါန်း	n ḭ d á ɴ
နိဒ္ဒေသ	n e ɪ ʔ d è θ a̰
နိန္နဟုတံ	n è ɪ ɴ n ə h o ʊ ʔ t à ɴ
နိပေါ	n ḭ p ɔ́
နိပ်	n e ɪ ʔ
နိဗ္ဗာန်	n e ɪ ʔ b à ɴ
နိမိတ်	n ə m e ɪ ʔ
နိမ္မာနရတိ	n è ɪ ɴ m à n ə ɹ ə t ḭ
နိယာမ	n ḭ j à m a̰
နိရဗ္ဗုဒ	n ḭ ɹ a ʔ b o ʊ ʔ d a̰
နိုက်ထရိုဂျင်	n a ɪ ʔ tʰ ə ɹ ò d͡ʑ ɪ̀ ɴ
နိုင်	n à ɪ ɴ
နိုင်ဂျာ	n à ɪ ɴ d͡ʑ à
နိုင်ဂျီးရီးယား	n à ɪ ɴ d͡ʑ í ɹ í j á
နိုင်ငံ	n à ɪ ɴ ŋ à ɴ
နိုင်ငံကူးလက်မှတ်	n à ɪ ɴ ŋ à ɴ ɡ ú l ɛ ʔ m̥ a ʔ
နိုင်ငံခြား	n à ɪ ɴ ŋ à ɴ d͡ʑ á
နိုင်ငံခြားသား	n à ɪ ɴ ɡ à ɴ d͡ʑ á ð à
နိုင်ငံတော်	n à ɪ ɴ ŋ à ɴ d ɔ̀
နိုင်ငံတော်တံဆိပ်	n à ɪ ɴ ŋ à ɴ d ɔ̀ d ə z e ɪ ʔ
နိုင်ငံတော်သီချင်း	n à ɪ ɴ ŋ à ɴ d ɔ̀ θ ə t͡ɕʰ ɪ́ ɴ
နိုင်ငံရေး	n à ɪ ɴ ŋ à ɴ j é
နိုင်ငံရေးသမား	n à ɪ ɴ ŋ à ɴ j è ð ə m á
နိုင်ငံသား	n à ɪ ɴ ŋ à ɴ ð á
နိုင်ငံသားအဖြစ်	n à ɪ ɴ ŋ à ɴ ð á ʔ ə pʰ j ɪ ʔ
နိုင်နိုင်	n à ɪ ɴ n à ɪ ɴ
နိုင်လွန်	n à ɪ ɴ l ʊ̀ ɴ
နိုင်သူ	n à ɪ ɴ ð ù
နိုဝင်ဘာ	n ò w ɪ̀ ɴ b à
နို့	n o̰
နို့ဆီ	n o̰ z ì
နို့ပူတင်း	n o̰ p ù d ɪ́ ɴ
နို့မှုန့်	n o̰ m̥ o̰ ʊ ɴ
နို့လိမ်	n o̰ l è ɪ ɴ
နို့သီး	n o̰ ð í
နို့သီးခေါင်း	n o̰ ð í ɡ á ʊ ɴ
နိုး	n ó
နိဿယ	n e ɪ ʔ θ ə j a̰
နီ	n ì
နီကာရာဂွါ	n ì k à ɹ à ɡ w à
နီတိ	n ì t ḭ
နီလာ	n ì l à
နီး	n í
နုန်း	n ó ʊ ɴ
နုပ်	n o ʊ ʔ
နေ	n è
နေကောင်း	n è k á ʊ ɴ
နေကောင်းရဲ့လား	n è k á ʊ ɴ j ɛ̰ l á
နေကြာ	n è d͡ʑ à
နေကြာဆီ	n è t͡ɕ à z ì
နေစကြဝဠာ	n è s ɛ ʔ t͡ɕ à w ə l à
နေစာ	n è z à
နေတက်	n è t ɛ ʔ
နေထွက်	n è tʰ w ɛ ʔ
နေပြည်တော်	n è p j ì d ɔ̀
နေရာ	n è j à
နေရာငါးသွယ်	n è j à ŋ á θ w ɛ̀
နေရာထိုင်ခင်း	n è j à tʰ à ɪ ɴ ɡ ɪ́ ɴ
နေရောင်	n è j à ʊ ɴ
နေဝင်	n è w ɪ̀ ɴ
နေဝင်ဖျိုးဖျ	n è w ɪ̀ ɴ pʰ j ó b j a̰
နေအိမ်	n è ʔ è ɪ ɴ
နောက်	n a ʊ ʔ
နောက်ကျ	n a ʊ ʔ t͡ɕ a̰
နောက်ဆက်	n a ʊ ʔ sʰ ɛ ʔ
နောက်ပြီး	n a ʊ ʔ p í
နောက်ရုံး	n a ʊ ʔ j ó ʊ ɴ
နောင်	n à ʊ ɴ
နော်	n ɔ̀
နော်ရထာ	n ɔ̀ j ə tʰ à
နော်ဝေ	n ɔ̀ w è
နေ့	n ḛ
နေ့ခင်း	n ḛ ɡ ɪ́ ɴ
နေ့စဉ်	n ḛ z ɪ̀ ɴ
နေ့စဉ်မှတ်တမ်း	n ḛ z ɪ̀ ɴ m̥ a ʔ t á ɴ
နေ့စွဲ	n ḛ z w ɛ́
နေ့လည်	n ḛ l ɛ̀
နေ့လယ်	n ḛ l ɛ̀
နေ့လယ်စာ	n ḛ l ɛ̀ z à
နဲ့	n ɛ̰
နံကထိုင်	n à ɴ k ə tʰ à ɪ ɴ
နံနက်	n à ɴ n ɛ ʔ
နံနက်စာ	n à ɴ n ɛ ʔ s à
နံနံ	n à ɴ n à ɴ
နံပါတ်	n à ɴ b a ʔ
နံပြား	n à ɴ b j á
နံရိုး	n à ɴ j ó
နံရံ	n à ɴ j à ɴ
နံ့သာ	n a̰ ɴ θ à
နံ့သာပု	n a̰ ɴ θ à p ṵ
နျူကလိယ	n j ù k ə l ḭ j a̰
နွပ်ချောက်	n ʊ ʔ t͡ɕʰ a ʊ ʔ
နွမ်း	n ʊ́ ɴ
နွယ်တာ	n w ɛ̀ t à
နွား	n w á
နွားထီး	n ə tʰ í
နွားနို့	n w á n o̰
နွားနို့ခေါက်ဆွဲ	n w á n o̰ kʰ a ʊ ʔ sʰ w ɛ́
နွားမ	n ə m a̰
နွေ	n w è
နွေရာသီ	n w è j à ð ì
နွေဦး	n w è ʔ ú
နွေဦးပေါက်	n w è ʔ ú b a ʊ ʔ
နွေဦးရာသီ	n w è ʔ ú j à ð ì
နွေး	n w é
နွံ	n ʊ̀ ɴ
နွှဲ	n̥ w ɛ́
နှင့်	n̥ ɪ̰ ɴ
နှင့်တကွ	n̥ ɪ̰ ɴ d ə ɡ w a̰
နှင်း	n̥ ɪ́ ɴ
နှင်းကျားသစ်	n̥ ɪ́ ɴ t͡ɕ á θ ɪ ʔ
နှင်းခဲ	n̥ ɪ́ ɴ ɡ ɛ́
နှင်းဆီ	n̥ ɪ́ ɴ z ì
နှင်းပွင့်	n̥ ɪ́ ɴ b w ɪ̰ ɴ
နှင်းလျှောစီး	n̥ ɪ́ ɴ ʃ ɔ́ s í
နှင်းသီး	n̥ ɪ́ ɴ ð í
နှစ်	n̥ ɪ ʔ
နှစ်ကျိပ်ရှစ်ဆူ	n̥ ɪ ʔ t͡ɕ e ɪ ʔ ʃ ɪ ʔ sʰ ù
နှစ်ချုပ်	n̥ ɪ ʔ d͡ʑ o ʊ ʔ
နှစ်ချောင်းပုဒ်	n̥ ə t͡ɕʰ á ʊ ɴ p o ʊ ʔ
နှစ်စဉ်	n̥ ɪ ʔ z ɪ̀ ɴ
နှစ်ဆန်းတစ်ရက်	n̥ ɪ ʔ sʰ á ɴ t ə j ɛ ʔ
နှစ်ဆန်းတစ်ရက်နေ့	n̥ ɪ ʔ sʰ á ɴ t ə j ɛ ʔ n ḛ
နှစ်ဆယ့်တစ်	n̥ ɪ ʔ sʰ ɛ̰ t ɪ ʔ
နှစ်ဆယ်	n̥ ə sʰ ɛ̀
နှစ်ရာ	n̥ ə j à
နှစ်လ	n̥ ə l a̰
နှပ်	n̥ a ʔ
နှမ	n̥ ə m a̰
နှမ်း	n̥ á ɴ
နှမ်းစေ့	n̥ á ɴ z ḛ
နှမ်းဆီ	n̥ á ɴ z ì
နှလုံး	n̥ ə l ó ʊ ɴ
နှလုံးရောဂါ	n̥ ə l ó ʊ ɴ j ɔ́ ɡ à
နှာ	n̥ à
နှာခေါင်း	n̥ ə kʰ á ʊ ɴ
နှာခေါင်းပေါက်	n̥ ə kʰ á ʊ ɴ b a ʊ ʔ
နှာဘူး	n̥ à b ú
နှာမောင်း	n̥ ə m á ʊ ɴ
နှိပ်	n̥ e ɪ ʔ
နှိပ်ကြယ်သီး	n̥ e ɪ ʔ t͡ɕ ɛ̀ ð í
နှုတ်	n̥ o ʊ ʔ
နှုတ်ခမ်း	n̥ o ʊ ʔ kʰ á ɴ
နှုတ်ဆက်	n̥ o ʊ ʔ sʰ ɛ ʔ
နှုတ်သီး	n̥ o ʊ ʔ θ í
နှူး	n̥ ú
နှော	n̥ ɔ́
နှောက်	n̥ a ʊ ʔ
နှောင်း	n̥ á ʊ ɴ
နှေး	n̥ é
နှဲ	n̥ ɛ́
နှံကောင်	n̥ à ɴ ɡ à ʊ ɴ
ပ	p a̰
ပကတိ	b ə ɡ ə d ḭ
ပကောဋိ	p ə k ɔ́ d ḭ
ပက်	p ɛ ʔ
ပက်ကျိ	p ɛ ʔ t͡ɕ ḭ
ပက်လက်	p ɛ ʔ l ɛ ʔ
ပခုက္ကူ	p ə kʰ ù k k ù
ပခုံး	p ə kʰ ó ʊ ɴ
ပင့်	p ɪ̰ ɴ
ပင့်ကူ	p ɪ̰ ɴ ɡ ù
ပင့်ကူအိမ်	p ɪ̰ ɴ ɡ ù ʔ è ɪ ɴ
ပင်	p ɪ̀ ɴ
ပင်ဂွင်	p ɪ̀ ɴ ɡ w ɪ̀ ɴ
ပင်စင်	p ɪ̀ ɴ s ɪ̀ ɴ
ပင်စင်စား	p ɪ̀ ɴ s ɪ̀ ɴ s á
ပင်စည်	p ɪ̀ ɴ z ì
ပင်စိမ်း	p ɪ̀ ɴ z é ɪ ɴ
ပင်စိမ်းမွှေး	p ɪ̀ ɴ z é ɪ ɴ m̥ w é
ပင်ပေါင်	p ɪ̀ ɴ p à ʊ ɴ
ပင်မှည့်	p ɪ̀ ɴ m̥ ɛ̰
ပင်လယ်	p ɪ̀ ɴ l ɛ̀
ပင်လယ်ဆား	p ɪ̀ ɴ l ɛ̀ z á
ပင်လယ်ဓားပြ	p ɪ̀ ɴ l ɛ̀ d ə m j a̰
ပင်လယ်အော်	p ɪ̀ ɴ l ɛ̀ ʔ ɔ̀
ပင်းယ	p ɪ́ ɴ j a̰
ပစောက်	p a̰ z a ʊ ʔ
ပစ္စက္ခ	p j ɪ ʔ s ɛ ʔ kʰ a̰
ပစ္စည်း	p j ɪ ʔ s í
ပစ္စည်းမဲ့လူတန်းစား	p ɪ ʔ s í m ɛ̰ l ù d á ɴ z á
ပစ္စည်းလေးပါး	p j ɪ ʔ s í l é b á
ပစ္စယာ	p j ɪ ʔ s ə j à
ပစ္စုပ္ပန်	p j ɪ ʔ s o ʊ ʔ p à ɴ
ပစ္ဆိမ	p j ɪ ʔ sʰ e ɪ ʔ m a̰
ပစ်	p j ɪ ʔ
ပဇာ	b ə z à
ပဉ္စ	p j ɪ̀ ɴ s a̰
ပဉ္စကလျာဏီ	p j ɪ̀ ɴ s a̰ k ə l ə j à n ì
ပဉ္စဂံ	p j ɪ̀ ɴ s ə ɡ à ɴ
ပဉ္စင်တူရိယာ	p j ɪ ʔ s ɪ̀ ɴ t ù ɹ ḭ j à
ပဉ္စင်း	b ə z ɪ́ ɴ
ပဉ္စမ	p ɪ̀ ɴ s ə m a̰
ပဉ္စရူပ	p j ɪ̀ ɴ s a̰ ɹ ù p a̰
ပဉ္စလက်	p ɪ̀ ɴ s ə l ɛ ʔ
ပဉ္စသီလ	p j ɪ̀ ɴ s a̰ θ ì l a̰
ပညတ်	p ɪ̀ ɴ ɲ a ʔ
ပညတ်တော်	p j ɪ̰ ɴ n a ʔ t ɔ̀
ပညာ	p j ɪ̀ ɴ ɲ à
ပညာကျော်	p j ɪ̀ ɴ ɲ à d͡ʑ ɔ̀
ပညာပေး	p j ɪ̀ ɴ ɲ à p é
ပညာဗလ	p j ɪ̀ ɴ ɲ à b ə l a̰
ပညာရေး	p j ɪ̀ ɴ ɲ à j é
ပညာရှင်	p j ɪ̀ ɴ ɲ à ʃ ɪ̀ ɴ
ပညာသင်ဆု	p j ɪ̀ ɴ ɲ à θ ɪ̀ ɴ sʰ ṵ
ပညာသည်	p j ɪ̀ ɴ ɲ à ð è
ပဋိဇီဝဆေး	p ə d ḭ z ì w a̰ sʰ é
ပဋိပက္ခ	p ə t ḭ p ɛ ʔ kʰ a̰
ပဋိပက္ခဒေသ	p ə d ḭ p ɛ ʔ kʰ a̰ d è θ a̰
ပဋိသန္ဓေ	p ə d ḭ θ à ɴ d è
ပဌမ	p a̰ tʰ a̰ m a̰
ပဏ္ဍိတ	p à n d ḭ t a̰
ပဏ္ဏာ	p ə n à
ပတ္တမြား	b ə d ə m j á
ပတ္တလား	p a ʔ t a̰ l á
ပတ္ထနာ	p ə tʰ ə n à
ပတ်	p a ʔ
ပတ်စပို့	p a ʔ s ə p o̰
ပတ်တီး	p a ʔ t í
ပတ်ဝန်းကျင်	p a ʔ w ʊ́ ɴ t͡ɕ ɪ̀ ɴ
ပတ်ဝိုင်း	p a ʔ w á ɪ ɴ
ပထမ	p a̰ tʰ a̰ m a̰
ပထမကမ္ဘာစစ်	p a̰ tʰ ə m a̰ ɡ ə b à s ɪ ʔ
ပထမဘွဲ့	p a̰ tʰ ə m a̰ b w ɛ̰
ပထဝီ	p ə tʰ ə w ì
ပထဝီဝင်	p ə tʰ ə w ì w ɪ̀ ɴ
ပထွေး	p ə tʰ w é
ပဒ	b ə d a̰
ပဒုမ	p ə d ò ʊ ɴ m a̰
ပဒုမဘုရား	p ə d ṵ m a̰ pʰ ə j á
ပဒုမုတ္တရ	p ə d ṵ m o ʊ ʔ t ə ɹ a̰
ပဒုမုတ္တရဘုရား	p ə d ṵ m o ʊ ʔ t ə ɹ a̰ pʰ ə j á
ပဒေသရာဇ်	b ə d è θ ə ɹ ɪ ʔ
ပဒေသာ	b ə d è ð à
ပဒေသာပင်	b ə d è ð à b ɪ̀ ɴ
ပဒေသာပင်ခေတ်	b ə d è θ à b ɪ̀ ɴ kʰ ɪ ʔ
ပနားမား	p a̰ n á m á
ပန်	p à ɴ
ပန်ကာ	p à ɴ k à
ပန်တျာ	p à ɴ t ə j à
ပန်ထွာ	p à ɴ tʰ w à
ပန်း	p á ɴ
ပန်းကန်	b ə ɡ à ɴ
ပန်းခုနစ်မည်	p á ɴ kʰ ə n ə m j ì
ပန်းချီ	b ə d͡ʑ ì
ပန်းချီဆရာ	b ə d͡ʑ ì sʰ ə j à
ပန်းခြောက်	p á ɴ d͡ʑ a ʊ ʔ
ပန်းခြံ	p á ɴ d͡ʑ à ɴ
ပန်းဂေါ်ဖီ	p á ɴ ɡ ɔ̀ b ì
ပန်းစည်း	p á ɴ z í
ပန်းဆယ်မျိုး	p á ɴ sʰ ɛ̀ m j ó
ပန်းတဉ်း	b ə d ɪ́ ɴ
ပန်းတမော့	p á ɴ d ə m ɔ̰
ပန်းတုံးတိုင်	p á ɴ t ó ʊ ɴ t à ɪ ɴ
ပန်းတော့	p á ɴ d ɔ̰
ပန်းထိမ်	b ə d è ɪ ɴ
ပန်းနာ	p á ɴ n à
ပန်းနာရင်ကျပ်	p á ɴ n à j ɪ̀ ɴ t͡ɕ a ʔ
ပန်းပု	b ə b ṵ
ပန်းပဲ	b ə b ɛ́
ပန်းပွတ်	b ə b ʊ ʔ
ပန်းမုန်လာ	p á ɴ m ò ʊ ɴ l à
ပန်းမုန်လာစိမ်း	p á ɴ m ò ʊ ɴ l à z é ɪ ɴ
ပန်းမုန်လာဖြူ	p á ɴ m ò ʊ ɴ l à b j ù
ပန်းယွန်း	p á ɴ j ʊ́ ɴ
ပန်းရန်	b ə j à ɴ
ပန်းရွဲ	p á ɴ j w ɛ́
ပန်းဝတ်ရည်	p á ɴ w ʊ ʔ j è
ပန်းသီး	p á ɴ ð í
ပန်းသေရောဂါ	p á ɴ θ è j ɔ́ ɡ à
ပန်းသေး	p á ɴ ð é
ပန်းသေးခေါက်ဆွဲ	p á ɴ θ é kʰ a ʊ ʔ sʰ w ɛ́
ပန်းအိ	p á ɴ ʔ ḭ
ပန်းအိုး	p á ɴ ʔ ó
ပမာဏ	p ə m à n a̰
ပယောဂ	p ə j ɔ́ ɡ a̰
ပယ်ရှား	p ɛ̀ ʃ á
ပရက်ဂ်	p ə ɹ ɛ ʔ ɡ
ပရစ်ဇမ်	p ə ɹ ɪ ʔ z à ɴ
ပရနိမ္မိတဝသဝတ္တီ	p ə ɹ a̰ n è ɪ ɴ m ḭ t a̰ w ə θ a ʔ t ì
ပရဟိတ	p ə ɹ a̰ h ḭ t a̰
ပရာ့ဂ်	p ə ɹ a̰ ɡ
ပရိက္ခရာ	p ə ɹ e ɪ ʔ kʰ ə j à
ပရိတ်	p ə j e ɪ ʔ
ပရိဒေဝ	p ə ɹ ḭ d è w a̰
ပရိဘောဂ	p ə ɹ ḭ b ɔ́ ɡ a̰
ပရိယာယ်	p ə ɹ ḭ j è
ပရိသတ်	p ə j e ɪ ʔ θ a ʔ
ပရိုဂရမ်	p ə ɹ ò ɡ ə ɹ à ɴ
ပရိုဂျက်	p ə ɹ ò d͡ʑ ɛ ʔ
ပရိုင်းမိတ်	p ə ɹ á ɪ ɴ m e ɪ ʔ
ပရီတိုရီးယား	p ə ɹ ì t ò ɹ í j á
ပရုတ်	p ə j o ʊ ʔ
ပလက်ဖောင်း	p ə l ɛ ʔ pʰ á ʊ ɴ
ပလတ်	p ə l a ʔ
ပလတ်စတစ်	p ə l a ʔ s ə t ɪ ʔ
ပလပ်ကြွတ်	p a̰ l a ʔ t͡ɕ ʊ ʔ
ပလပ်စတစ်	p ə l a ʔ s ə t ɪ ʔ
ပလာတာ	p ə l à t à
ပလိပ်	p ə l e ɪ ʔ
ပလူတိုနီယမ်	p ə l ù t ò n ì j à ɴ
ပလောင်	p ə l à ʊ ɴ
ပလ္လင်	p ə l ɪ̀ ɴ
ပလွေ	p a̰ l w è
ပဝရ	p ə w ə ɹ a̰
ပဝါ	p a̰ w à
ပဝေဏီ	p ə w è n ì
ပသီ	p ə θ ì
ပသျှူး	p ə ʃ ú
ပသျှူးရာမ	p ə ʃ ú j à m a̰
ပဟိုရ်	b ə h ò
ပဟေဠိ	p ə h è l ḭ
ပအိုဝ်း	p ə ʔ ó w
ပအို့ဝ်	p ə ʔ ó w
ပါ	p à
ပါကစ္စတန်	p à k ɪ ʔ s ə t à ɴ
ပါဆယ်	p à sʰ ɛ̀
ပါတာနီ	p à t à n ì
ပါတိတ်	p à t e ɪ ʔ
ပါတီ	p à t ì
