A	ʔ aː ˧˧
giụi	z u j ˧˨ ʔ
giủi	z u j ˧˩
giừ	z ɨ ˨˩
giữ	z ɨ ˦ˀ˥
giữ chân	z ɨ ˦ˀ˥ t͡ɕ ə n ˧˧
giữ chỗ	z ɨ ˦ˀ˥ t͡ɕ o ˦ˀ˥
giữ gìn	z ɨ ˦ˀ˥ z i n ˨˩
giữ kẽ	z ɨ ˦ˀ˥ k ɛ ˦ˀ˥
giữ nguyên	z ɨ ˦ˀ˥ ŋ w i ə n ˧˧
giữ trẻ	z ɨ ˦ˀ˥ t͡ɕ ɛ ˧˩
giữ vững	z ɨ ˦ˀ˥ v ɨ ŋ ˦ˀ˥
giữa	z ɨ ə ˦ˀ˥
giữa chừng	z ɨ ə ˦ˀ˥ t͡ɕ ɨ ŋ ˨˩
giữa đường đứt gánh	z ɨ ə ˦ˀ˥ ʔ ɗ ɨ ə ŋ ˨˩ ʔ ɗ ɨ t̚ ˧˦ ɣ a j ŋ̟ ˧˦
giựt	z ɨ t̚ ˧˨ ʔ
glucozơ	ɣ l u ˧˧ k o ˧˧ z əː ˧˧
go	ɣ ɔ ˧˧
golf	ɣ o n ˧˧
gom	ɣ ɔ m ˧˧
gom góp	ɣ ɔ m ˧˧ ɣ ɔ p̚ ˧˦
goá	ɣ w aː ˧˦
goá bụa	ɣ w aː ˧˦ ʔ ɓ u ə ˧˨ ʔ
goá phụ	ɣ w aː ˧˦ f u ˧˨ ʔ
gu	ɣ u ˧˧
gu dông	ɣ u ˧˧ z ə w ŋ͡m ˧˧
guitar	ɣ i ˧˧ t aː ˧˧
guốc	ɣ u ə k̚ ˧˦
guồi	ɣ u ə j ˨˩
guồng	ɣ u ə ŋ ˨˩
guồng máy	ɣ u ə ŋ ˨˩ m a j ˧˦
guột	ɣ u ə t̚ ˧˨ ʔ
gà	ɣ aː ˨˩
gà công nghiệp	ɣ aː ˨˩ k ə w ŋ͡m ˧˧ ŋ i ə p̚ ˧˨ ʔ
gà cồ	ɣ aː ˨˩ k o ˨˩
gà gô	ɣ aː ˨˩ ɣ o ˧˧
gà lôi	ɣ aː ˨˩ l o j ˧˧
gà móng đỏ	ɣ aː ˨˩ m a w ŋ͡m ˧˦ ʔ ɗ ɔ ˧˩
gà mờ	ɣ aː ˨˩ m əː ˨˩
gà nước	ɣ aː ˨˩ n ɨ ə k̚ ˧˦
gà qué	ɣ aː ˨˩ k w ɛ ˧˦
gà ri	ɣ aː ˨˩ z i ˧˧
gà rừng	ɣ aː ˨˩ z ɨ ŋ ˨˩
gà sao	ɣ aː ˨˩ s aː w ˧˧
gà ta	ɣ aː ˨˩ t aː ˧˧
gà trống nuôi con	ɣ aː ˨˩ t͡ɕ ə w ŋ͡m ˧˦ n u ə j ˧˧ k ɔ n ˧˧
gà tây	ɣ aː ˨˩ t ə j ˧˧
gà ác	ɣ aː ˨˩ ʔ aː k̚ ˧˦
gà Đông Tảo	ɣ aː ˨˩ ʔ ɗ ə w ŋ͡m ˧˧ t aː w ˧˩
gà đẻ trứng vàng	ɣ aː ˨˩ ʔ ɗ ɛ ˧˩ t͡ɕ ɨ ŋ ˧˦ v aː ŋ ˨˩
gà đồng	ɣ aː ˨˩ ʔ ɗ ə w ŋ͡m ˨˩
gài	ɣ aː j ˨˩
gàn	ɣ aː n ˨˩
gàn bát sách	ɣ aː n ˨˩ ʔ ɓ aː t̚ ˧˦ s a j k̟̚ ˧˦
gào	ɣ aː w ˨˩
gàu	ɣ a w ˨˩
gàu sòng	ɣ a w ˨˩ s a w ŋ͡m ˨˩
gá	ɣ aː ˧˦
gác	ɣ aː k̚ ˧˦
gác bút	ɣ aː k̚ ˧˦ ʔ ɓ u t̚ ˧˦
gác xép	ɣ aː k̚ ˧˦ s ɛ p̚ ˧˦
gái	ɣ aː j ˧˦
gái bao	ɣ aː j ˧˦ ʔ ɓ aː w ˧˧
gái bán hoa	ɣ aː j ˧˦ ʔ ɓ aː n ˧˦ h w aː ˧˧
gái già	ɣ aː j ˧˦ z aː ˨˩
gái gọi	ɣ aː j ˧˦ ɣ ɔ j ˧˨ ʔ
gái mại dâm	ɣ aː j ˧˦ m aː j ˧˨ ʔ z ə m ˧˧
gái nhảy	ɣ aː j ˧˦ ɲ a j ˧˩
gái điếm	ɣ aː j ˧˦ ʔ ɗ i ə m ˧˦
gán	ɣ aː n ˧˦
gán cho	ɣ aː n ˧˦ t͡ɕ ɔ ˧˧
gán ghép	ɣ aː n ˧˦ ɣ ɛ p̚ ˧˦
gánh	ɣ a j ŋ̟ ˧˦
gánh chịu	ɣ a j ŋ̟ ˧˦ t͡ɕ i w ˧˨ ʔ
gánh nặng	ɣ a j ŋ̟ ˧˦ n a ŋ ˧˨ ʔ
gánh vác	ɣ a j ŋ̟ ˧˦ v aː k̚ ˧˦
gáo	ɣ aː w ˧˦
gáy	ɣ a j ˧˦
gân	ɣ ə n ˧˧
gâu	ɣ ə w ˧˧
gây	ɣ ə j ˧˧
gây dựng	ɣ ə j ˧˧ z ɨ ŋ ˧˨ ʔ
gây giống	ɣ ə j ˧˧ z ə w ŋ͡m ˧˦
gây hấn	ɣ ə j ˧˧ h ə n ˧˦
gây mê	ɣ ə j ˧˧ m e ˧˧
gây quỹ	ɣ ə j ˧˧ k w i ˦ˀ˥
gây rối	ɣ ə j ˧˧ z o j ˧˦
gây sự	ɣ ə j ˧˧ s ɨ ˧˨ ʔ
gây tê	ɣ ə j ˧˧ t e ˧˧
gã	ɣ aː ˦ˀ˥
gãi	ɣ aː j ˦ˀ˥
gãy	ɣ a j ˦ˀ˥
gãy gọn	ɣ a j ˦ˀ˥ ɣ ɔ n ˧˨ ʔ
gét gô	ɣ ɛ t̚ ˧˦ ɣ o ˧˧
gì	z i ˨˩
gìn	z i n ˨˩
gìn giữ	z i n ˨˩ z ɨ ˦ˀ˥
gò	ɣ ɔ ˨˩
gò bó	ɣ ɔ ˨˩ ʔ ɓ ɔ ˧˦
gò má	ɣ ɔ ˨˩ m aː ˧˦
gòn	ɣ ɔ n ˨˩
góc	ɣ a w k͡p̚ ˧˦
góc bù nhau	ɣ a w k͡p̚ ˧˦ ʔ ɓ u ˨˩ ɲ a w ˧˧
góc bẹt	ɣ a w k͡p̚ ˧˦ ʔ ɓ ɛ t̚ ˧˨ ʔ
góc cạnh	ɣ a w k͡p̚ ˧˦ k a j ŋ̟ ˧˨ ʔ
góc kề nhau	ɣ a w k͡p̚ ˧˦ k e ˨˩ ɲ a w ˧˧
góc nhìn	ɣ a w k͡p̚ ˧˦ ɲ i n ˨˩
góc nhọn	ɣ a w k͡p̚ ˧˦ ɲ ɔ n ˧˨ ʔ
góc phương vị	ɣ a w k͡p̚ ˧˦ f ɨ ə ŋ ˧˧ v i ˧˨ ʔ
góc phụ nhau	ɣ a w k͡p̚ ˧˦ f u ˧˨ ʔ ɲ a w ˧˧
góc tù	ɣ a w k͡p̚ ˧˦ t u ˨˩
góc vuông	ɣ a w k͡p̚ ˧˦ v u ə ŋ ˧˧
góc đối đỉnh	ɣ a w k͡p̚ ˧˦ ʔ ɗ o j ˧˦ ʔ ɗ ï ŋ ˧˩
góc độ	ɣ a w k͡p̚ ˧˦ ʔ ɗ o ˧˨ ʔ
gói	ɣ ɔ j ˧˦
gói ghém	ɣ ɔ j ˧˦ ɣ ɛ m ˧˦
góp	ɣ ɔ p̚ ˧˦
góp mặt	ɣ ɔ p̚ ˧˦ m a t̚ ˧˨ ʔ
góp phần	ɣ ɔ p̚ ˧˦ f ə n ˨˩
góp tay	ɣ ɔ p̚ ˧˦ t a j ˧˧
góp ý	ɣ ɔ p̚ ˧˦ ʔ i ˧˦
gót	ɣ ɔ t̚ ˧˦
gót chân	ɣ ɔ t̚ ˧˦ t͡ɕ ə n ˧˧
gô	ɣ o ˧˧
gô cổ	ɣ o ˧˧ k o ˧˩
gôm	ɣ o m ˧˧
gôm xịt tóc	ɣ o m ˧˧ s i t̚ ˧˨ ʔ t a w k͡p̚ ˧˦
gôn	ɣ o n ˧˧
gông	ɣ ə w ŋ͡m ˧˧
gõ	ɣ ɔ ˦ˀ˥
gõ kiến	ɣ ɔ ˦ˀ˥ k i ə n ˧˦
gù	ɣ u ˨˩
gùi	ɣ u j ˨˩
gùn	ɣ u n ˨˩
gút	ɣ u t̚ ˧˦
gút mắc	ɣ u t̚ ˧˦ m a k̚ ˧˦
găm	ɣ a m ˧˧
găm bi	ɣ a m ˧˧ ʔ ɓ i ˧˧
găng	ɣ a ŋ ˧˧
găng tay	ɣ a ŋ ˧˧ t a j ˧˧
gơ	ɣ əː ˧˧
gươm	ɣ ɨ ə m ˧˧
gươm giáo	ɣ ɨ ə m ˧˧ z aː w ˧˦
gương	ɣ ɨ ə ŋ ˧˧
gương chiếu hậu	ɣ ɨ ə ŋ ˧˧ t͡ɕ i ə w ˧˦ h ə w ˧˨ ʔ
gương mẫu	ɣ ɨ ə ŋ ˧˧ m ə w ˦ˀ˥
gương mặt	ɣ ɨ ə ŋ ˧˧ m a t̚ ˧˨ ʔ
gương vỡ lại lành	ɣ ɨ ə ŋ ˧˧ v əː ˦ˀ˥ l aː j ˧˨ ʔ l a j ŋ̟ ˨˩
gưởi	ɣ ɨ ə j ˧˩
gượm	ɣ ɨ ə m ˧˨ ʔ
gượng	ɣ ɨ ə ŋ ˧˨ ʔ
gượng gạo	ɣ ɨ ə ŋ ˧˨ ʔ ɣ aː w ˧˨ ʔ
gạ	ɣ aː ˧˨ ʔ
gạ gẫm	ɣ aː ˧˨ ʔ ɣ ə m ˦ˀ˥
gạc	ɣ aː k̚ ˧˨ ʔ
gạch	ɣ a j k̟̚ ˧˨ ʔ
gạch bỏ	ɣ a j k̟̚ ˧˨ ʔ ʔ ɓ ɔ ˧˩
gạch dưới	ɣ a j k̟̚ ˧˨ ʔ z ɨ ə j ˧˦
gạch ngang	ɣ a j k̟̚ ˧˨ ʔ ŋ aː ŋ ˧˧
gạch đá	ɣ a j k̟̚ ˧˨ ʔ ʔ ɗ aː ˧˦
gạn	ɣ aː n ˧˨ ʔ
gạn đục khơi trong	ɣ aː n ˧˨ ʔ ʔ ɗ ʊ w k͡p̚ ˧˨ ʔ x əː j ˧˧ t͡ɕ a w ŋ͡m ˧˧
gạo	ɣ aː w ˧˨ ʔ
gạo cội	ɣ aː w ˧˨ ʔ k o j ˧˨ ʔ
gạo lứt	ɣ aː w ˧˨ ʔ l ɨ t̚ ˧˦
gạo nếp	ɣ aː w ˧˨ ʔ n e p̚ ˧˦
gạo tẻ	ɣ aː w ˧˨ ʔ t ɛ ˧˩
gạo đỏ	ɣ aː w ˧˨ ʔ ʔ ɗ ɔ ˧˩
gạt	ɣ aː t̚ ˧˨ ʔ
gạt tàn	ɣ aː t̚ ˧˨ ʔ t aː n ˨˩
gả	ɣ aː ˧˩
gảy	ɣ a j ˧˩
gấc	ɣ ə k̚ ˧˦
gấm	ɣ ə m ˧˦
gấm vóc	ɣ ə m ˧˦ v a w k͡p̚ ˧˦
gấp	ɣ ə p̚ ˧˦
gấp gáp	ɣ ə p̚ ˧˦ ɣ aː p̚ ˧˦
gấp khúc	ɣ ə p̚ ˧˦ x ʊ w k͡p̚ ˧˦
gấp làm đôi	ɣ ə p̚ ˧˦ l aː m ˨˩ ʔ ɗ o j ˧˧
gấp rút	ɣ ə p̚ ˧˦ z u t̚ ˧˦
gấp đôi	ɣ ə p̚ ˧˦ ʔ ɗ o j ˧˧
gấu	ɣ ə w ˧˦
gấu Bắc Cực	ɣ ə w ˧˦ ʔ ɓ a k̚ ˧˦ k ɨ k̚ ˧˨ ʔ
gấu bông	ɣ ə w ˧˦ ʔ ɓ ə w ŋ͡m ˧˧
gấu chó	ɣ ə w ˧˦ t͡ɕ ɔ ˧˦
gấu lợn	ɣ ə w ˧˦ l əː n ˧˨ ʔ
gấu ngựa	ɣ ə w ˧˦ ŋ ɨ ə ˧˨ ʔ
gấu nước	ɣ ə w ˧˦ n ɨ ə k̚ ˧˦
gấu trúc	ɣ ə w ˧˦ t͡ɕ ʊ w k͡p̚ ˧˦
gấu trắng	ɣ ə w ˧˦ t͡ɕ a ŋ ˧˦
gấu túi	ɣ ə w ˧˦ t u j ˧˦
gấu ó	ɣ ə w ˧˦ ʔ ɔ ˧˦
gầm	ɣ ə m ˨˩
gầm ghì	ɣ ə m ˨˩ ɣ i ˨˩
gầm gừ	ɣ ə m ˨˩ ɣ ɨ ˨˩
gần	ɣ ə n ˨˩
gần chùa gọi bụt bằng anh	ɣ ə n ˨˩ t͡ɕ u ə ˨˩ ɣ ɔ j ˧˨ ʔ ʔ ɓ u t̚ ˧˨ ʔ ʔ ɓ a ŋ ˨˩ ʔ a j ŋ̟ ˧˧
gần gũi	ɣ ə n ˨˩ ɣ u j ˦ˀ˥
gần gụi	ɣ ə n ˨˩ ɣ u j ˧˨ ʔ
gần như	ɣ ə n ˨˩ ɲ ɨ ˧˧
gần xa	ɣ ə n ˨˩ s aː ˧˧
gần xịt	ɣ ə n ˨˩ s i t̚ ˧˨ ʔ
gần đây	ɣ ə n ˨˩ ʔ ɗ ə j ˧˧
gần đất xa trời	ɣ ə n ˨˩ ʔ ɗ ə t̚ ˧˦ s aː ˧˧ t͡ɕ əː j ˨˩
gầu	ɣ ə w ˨˩
gầy	ɣ ə j ˨˩
gầy dựng	ɣ ə j ˨˩ z ɨ ŋ ˧˨ ʔ
gầy guộc	ɣ ə j ˨˩ ɣ u ə k̚ ˧˨ ʔ
gầy gò	ɣ ə j ˨˩ ɣ ɔ ˨˩
gầy nhom	ɣ ə j ˨˩ ɲ ɔ m ˧˧
gầy yếu	ɣ ə j ˨˩ ʔ i ə w ˧˦
gẩm	ɣ ə m ˧˩
gẫm	ɣ ə m ˦ˀ˥
gẫu	ɣ ə w ˦ˀ˥
gập	ɣ ə p̚ ˧˨ ʔ
gập ghềnh	ɣ ə p̚ ˧˨ ʔ ɣ ə j ŋ̟ ˨˩
gật	ɣ ə t̚ ˧˨ ʔ
gật gù	ɣ ə t̚ ˧˨ ʔ ɣ u ˨˩
gật đầu	ɣ ə t̚ ˧˨ ʔ ʔ ɗ ə w ˨˩
gậy	ɣ ə j ˧˨ ʔ
gậy chống	ɣ ə j ˧˨ ʔ t͡ɕ ə w ŋ͡m ˧˦
gậy gộc	ɣ ə j ˧˨ ʔ ɣ ə w k͡p̚ ˧˨ ʔ
gắm	ɣ a m ˧˦
gắn	ɣ a n ˧˦
gắn bó	ɣ a n ˧˦ ʔ ɓ ɔ ˧˦
gắn kết	ɣ a n ˧˦ k e t̚ ˧˦
gắng	ɣ a ŋ ˧˦
gắng gượng	ɣ a ŋ ˧˦ ɣ ɨ ə ŋ ˧˨ ʔ
gắng sức	ɣ a ŋ ˧˦ s ɨ k̚ ˧˦
gắp	ɣ a p̚ ˧˦
gắp lửa bỏ tay người	ɣ a p̚ ˧˦ l ɨ ə ˧˩ ʔ ɓ ɔ ˧˩ t a j ˧˧ ŋ ɨ ə j ˨˩
gắt	ɣ a t̚ ˧˦
gắt gao	ɣ a t̚ ˧˦ ɣ aː w ˧˧
gắt gỏng	ɣ a t̚ ˧˦ ɣ a w ŋ͡m ˧˩
gắt như mắm tôm	ɣ a t̚ ˧˦ ɲ ɨ ˧˧ m a m ˧˦ t o m ˧˧
gằn	ɣ a n ˨˩
gặc	ɣ a k̚ ˧˨ ʔ
gặm	ɣ a m ˧˨ ʔ
gặm nhấm	ɣ a m ˧˨ ʔ ɲ ə m ˧˦
gặng	ɣ a ŋ ˧˨ ʔ
gặp	ɣ a p̚ ˧˨ ʔ
gặp gỡ	ɣ a p̚ ˧˨ ʔ ɣ əː ˦ˀ˥
gặp may	ɣ a p̚ ˧˨ ʔ m a j ˧˧
gặp phải	ɣ a p̚ ˧˨ ʔ f aː j ˧˩
gặt	ɣ a t̚ ˧˨ ʔ
gặt hái	ɣ a t̚ ˧˨ ʔ h aː j ˧˦
gỉ	z i ˧˩
gọ	ɣ ɔ ˧˨ ʔ
gọi	ɣ ɔ j ˧˨ ʔ
gọi bằng cụ	ɣ ɔ j ˧˨ ʔ ʔ ɓ a ŋ ˨˩ k u ˧˨ ʔ
gọi là	ɣ ɔ j ˧˨ ʔ l aː ˨˩
gọi vốn	ɣ ɔ j ˧˨ ʔ v o n ˧˦
gọn	ɣ ɔ n ˧˨ ʔ
gọn ghẽ	ɣ ɔ n ˧˨ ʔ ɣ ɛ ˦ˀ˥
gọn gàng	ɣ ɔ n ˧˨ ʔ ɣ aː ŋ ˨˩
gọn hơ	ɣ ɔ n ˧˨ ʔ h əː ˧˧
gọn nhẹ	ɣ ɔ n ˧˨ ʔ ɲ ɛ ˧˨ ʔ
gọng	ɣ a w ŋ͡m ˧˨ ʔ
gọt	ɣ ɔ t̚ ˧˨ ʔ
gỏi	ɣ ɔ j ˧˩
gỏi cuốn	ɣ ɔ j ˧˩ k u ə n ˧˦
gỏi đu đủ	ɣ ɔ j ˧˩ ʔ ɗ u ˧˧ ʔ ɗ u ˧˩
gốc	ɣ ə w k͡p̚ ˧˦
gốc Việt	ɣ ə w k͡p̚ ˧˦ v i ə t̚ ˧˨ ʔ
gốc gác	ɣ ə w k͡p̚ ˧˦ ɣ aː k̚ ˧˦
gốc rễ	ɣ ə w k͡p̚ ˧˦ z e ˦ˀ˥
gốc tích	ɣ ə w k͡p̚ ˧˦ t ï k̟̚ ˧˦
gốc tử	ɣ ə w k͡p̚ ˧˦ t ɨ ˧˩
gốc tự do	ɣ ə w k͡p̚ ˧˦ t ɨ ˧˨ ʔ z ɔ ˧˧
gối	ɣ o j ˧˦
gối dựa	ɣ o j ˧˦ z ɨ ə ˧˨ ʔ
gối xếp	ɣ o j ˧˦ s e p̚ ˧˦
gối ôm	ɣ o j ˧˦ ʔ o m ˧˧
gốm	ɣ o m ˧˦
gồ ghề	ɣ o ˨˩ ɣ e ˨˩
gồm	ɣ o m ˨˩
gồm ba	ɣ o m ˨˩ ʔ ɓ aː ˧˧
gồng	ɣ ə w ŋ͡m ˨˩
gồng gánh	ɣ ə w ŋ͡m ˨˩ ɣ a j ŋ̟ ˧˦
gỗ	ɣ o ˦ˀ˥
gỗ trôi giạt	ɣ o ˦ˀ˥ t͡ɕ o j ˧˧ z aː t̚ ˧˨ ʔ
gộc	ɣ ə w k͡p̚ ˧˨ ʔ
gội	ɣ o j ˧˨ ʔ
gộp	ɣ o p̚ ˧˨ ʔ
gớm	ɣ əː m ˧˦
gớm ghiếc	ɣ əː m ˧˦ ɣ i ə k̚ ˧˦
gờ	ɣ əː ˨˩
gờ kép	ɣ əː ˨˩ k ɛ p̚ ˧˦
gờ đơn	ɣ əː ˨˩ ʔ ɗ əː n ˧˧
gờm	ɣ əː m ˨˩
gở	ɣ əː ˧˩
gởi	ɣ əː j ˧˩
gỡ	ɣ əː ˦ˀ˥
gỡ bỏ	ɣ əː ˦ˀ˥ ʔ ɓ ɔ ˧˩
gỡ gạc	ɣ əː ˦ˀ˥ ɣ aː k̚ ˧˨ ʔ
gợi	ɣ əː j ˧˨ ʔ
gợi cảm	ɣ əː j ˧˨ ʔ k aː m ˧˩
gợi mở	ɣ əː j ˧˨ ʔ m əː ˧˩
gợi nhớ	ɣ əː j ˧˨ ʔ ɲ əː ˧˦
gợi tả	ɣ əː j ˧˨ ʔ t aː ˧˩
gợi ý	ɣ əː j ˧˨ ʔ ʔ i ˧˦
gợi đòn	ɣ əː j ˧˨ ʔ ʔ ɗ ɔ n ˨˩
gợn	ɣ əː n ˧˨ ʔ
gục	ɣ ʊ w k͡p̚ ˧˨ ʔ
gục gặc	ɣ ʊ w k͡p̚ ˧˨ ʔ ɣ a k̚ ˧˨ ʔ
gục ngã	ɣ ʊ w k͡p̚ ˧˨ ʔ ŋ aː ˦ˀ˥
gừng	ɣ ɨ ŋ ˨˩
gừng càng già càng cay	ɣ ɨ ŋ ˨˩ k aː ŋ ˨˩ z aː ˨˩ k aː ŋ ˨˩ k a j ˧˧
gửi	ɣ ɨ j ˧˩
gửi rể	ɣ ɨ j ˧˩ z e ˧˩
gửi trứng cho ác	ɣ ɨ j ˧˩ t͡ɕ ɨ ŋ ˧˦ t͡ɕ ɔ ˧˧ ʔ aː k̚ ˧˦
h	h aː t̚ ˧˦
h	h əː ˨˩
ha	h aː t̚ ˧˦ ʔ aː ˧˧
ha	h aː ˧˧
ha	h ɛ k̚ ˧˦ t aː ˧˧
hack não	h a j k̟̚ ˧˦ n aː w ˦ˀ˥
hafini	h aː ˧˧ f i ˧˧ n i ˧˧
hai	h aː j ˧˧
hai bàn tay trắng	h aː j ˧˧ ʔ ɓ aː n ˨˩ t a j ˧˧ t͡ɕ a ŋ ˧˦
hai chấm	h aː j ˧˧ t͡ɕ ə m ˧˦
hai lúa	h aː j ˧˧ l u ə ˧˦
hai mươi	h aː j ˧˧ m ɨ ə j ˧˧
hai mươi ba	h aː j ˧˧ m ɨ ə j ˧˧ ʔ ɓ aː ˧˧
hai mươi hai	h aː j ˧˧ m ɨ ə j ˧˧ h aː j ˧˧
hai mươi mốt	h aː j ˧˧ m ɨ ə j ˧˧ m o t̚ ˧˦
hai ngón	h aː j ˧˧ ŋ ɔ n ˧˦
hai người đàn bà và một con vịt thành cái chợ	h aː j ˧˧ ŋ ɨ ə j ˨˩ ʔ ɗ aː n ˨˩ ʔ ɓ aː ˨˩ v aː ˨˩ m o t̚ ˧˨ ʔ k ɔ n ˧˧ v i t̚ ˧˨ ʔ tʰ a j ŋ̟ ˨˩ k aː j ˧˦ t͡ɕ əː ˧˨ ʔ
hai thân	h aː j ˧˧ tʰ ə n ˧˧
ham	h aː m ˧˧
ham chuộng	h aː m ˧˧ t͡ɕ u ə ŋ ˧˨ ʔ
ham hố	h aː m ˧˧ h o ˧˦
ham muốn	h aː m ˧˧ m u ə n ˧˦
ham mê	h aː m ˧˧ m e ˧˧
ham thích	h aː m ˧˧ tʰ ï k̟̚ ˧˦
han	h aː n ˧˧
hang	h aː ŋ ˧˧
hang động	h aː ŋ ˧˧ ʔ ɗ ə w ŋ͡m ˧˨ ʔ
hang ổ	h aː ŋ ˧˧ ʔ o ˧˩
hanh	h a j ŋ̟ ˧˧
hanh thông	h a j ŋ̟ ˧˧ tʰ ə w ŋ͡m ˧˧
hao	h aː w ˧˧
hecta	h ɛ k̚ ˧˦ t aː ˧˧
heli	h e ˧˧ l i ˧˧
hen	h ɛ n ˧˧
hen suyễn	h ɛ n ˧˧ s w i ə n ˦ˀ˥
heo	h ɛ w ˧˧
heo quay	h ɛ w ˧˧ k w a j ˧˧
heo rừng	h ɛ w ˧˧ z ɨ ŋ ˨˩
heo đất	h ɛ w ˧˧ ʔ ɗ ə t̚ ˧˦
hi	h i ˧˧
hi hóp	h i ˧˧ h ɔ p̚ ˧˦
hi hữu	h i ˧˧ h i w ˦ˀ˥
hi sinh	h i ˧˧ s ï ŋ ˧˧
hi vọng	h i ˧˧ v a w ŋ͡m ˧˨ ʔ
hia	h i ə ˧˧
hic	h ï k̟̚ ˧˦
hiên	h i ə n ˧˧
hiên ngang	h i ə n ˧˧ ŋ aː ŋ ˧˧
hiđro	h i ˧˧ ʔ ɗ əː ˨˩ z o ˧˧
hiđro	h i ˧˧ ʔ ɗ əː ˨˩ ɹ o ˧˧
hiđro	h i ˧˧ ʔ ɗ ɹ o ˧˧
hiđrocacbon	h i ˧˧ ʔ ɗ ɹ o ˧˧ k aː k̚ ˧˦ ʔ ɓ ɔ n ˧˧
hiđroxit	h i ˧˧ ʔ ɗ ɹ ɔ ˧˧ s i t̚ ˧˦
hiếm	h i ə m ˧˦
hiếm hoi	h i ə m ˧˦ h ɔ j ˧˧
hiếm khi	h i ə m ˧˦ x i ˧˧
hiếm muộn	h i ə m ˧˦ m u ə n ˧˨ ʔ
hiến	h i ə n ˧˦
hiến binh	h i ə n ˧˦ ʔ ɓ ï ŋ ˧˧
hiến chương	h i ə n ˧˦ t͡ɕ ɨ ə ŋ ˧˧
hiến dâng	h i ə n ˧˦ z ə ŋ ˧˧
hiến kế	h i ə n ˧˦ k e ˧˦
hiến pháp	h i ə n ˧˦ f aː p̚ ˧˦
hiến thân	h i ə n ˧˦ tʰ ə n ˧˧
hiến tế	h i ə n ˧˦ t e ˧˦
hiếp	h i ə p̚ ˧˦
hiếp dâm	h i ə p̚ ˧˦ z ə m ˧˧
hiếu	h i ə w ˧˦
hiếu chiến	h i ə w ˧˦ t͡ɕ i ə n ˧˦
hiếu học	h i ə w ˧˦ h a w k͡p̚ ˧˨ ʔ
hiếu khách	h i ə w ˧˦ x a j k̟̚ ˧˦
hiếu kì	h i ə w ˧˦ k i ˨˩
hiếu sự	h i ə w ˧˦ s ɨ ˧˨ ʔ
hiếu thuận	h i ə w ˧˦ tʰ w ə n ˧˨ ʔ
hiếu thảo	h i ə w ˧˦ tʰ aː w ˧˩
hiếu đễ	h i ə w ˧˦ ʔ ɗ e ˦ˀ˥
hiếu động	h i ə w ˧˦ ʔ ɗ ə w ŋ͡m ˧˨ ʔ
hiềm khích	h i ə m ˨˩ x ï k̟̚ ˧˦
hiền	h i ə n ˨˩
hiền hoà	h i ə n ˨˩ h w aː ˨˩
hiền hậu	h i ə n ˨˩ h ə w ˧˨ ʔ
hiền lành	h i ə n ˨˩ l a j ŋ̟ ˨˩
hiền nhân	h i ə n ˨˩ ɲ ə n ˧˧
hiền sĩ	h i ə n ˨˩ s i ˦ˀ˥
hiền đức	h i ə n ˨˩ ʔ ɗ ɨ k̚ ˧˦
hiểm	h i ə m ˧˩
hiểm hoạ	h i ə m ˧˩ h w aː ˧˨ ʔ
hiểm hoạ da vàng	h i ə m ˧˩ h w aː ˧˨ ʔ z aː ˧˧ v aː ŋ ˨˩
hiểm hóc	h i ə m ˧˩ h a w k͡p̚ ˧˦
hiểm nghèo	h i ə m ˧˩ ŋ ɛ w ˨˩
hiểm nguy	h i ə m ˧˩ ŋ w i ˧˧
hiểm trở	h i ə m ˧˩ t͡ɕ əː ˧˩
hiểm yếu	h i ə m ˧˩ ʔ i ə w ˧˦
hiểm ác	h i ə m ˧˩ ʔ aː k̚ ˧˦
hiểm địa	h i ə m ˧˩ ʔ ɗ i ə ˧˨ ʔ
hiểm độc	h i ə m ˧˩ ʔ ɗ ə w k͡p̚ ˧˨ ʔ
hiển hiện	h i ə n ˧˩ h i ə n ˧˨ ʔ
hiển hách	h i ə n ˧˩ h a j k̟̚ ˧˦
hiển nhiên	h i ə n ˧˩ ɲ i ə n ˧˧
hiển thị	h i ə n ˧˩ tʰ i ˧˨ ʔ
hiển đạt	h i ə n ˧˩ ʔ ɗ aː t̚ ˧˨ ʔ
hiểu	h i ə w ˧˩
hiểu biết	h i ə w ˧˩ ʔ ɓ i ə t̚ ˧˦
hiểu lầm	h i ə w ˧˩ l ə m ˨˩
hiện	h i ə n ˧˨ ʔ
hiện diện	h i ə n ˧˨ ʔ z i ə n ˧˨ ʔ
hiện hành	h i ə n ˧˨ ʔ h a j ŋ̟ ˨˩
hiện hữu	h i ə n ˧˨ ʔ h i w ˦ˀ˥
hiện nay	h i ə n ˧˨ ʔ n a j ˧˧
hiện thân	h i ə n ˧˨ ʔ tʰ ə n ˧˧
hiện thực	h i ə n ˧˨ ʔ tʰ ɨ k̚ ˧˨ ʔ
hiện thực hoá	h i ə n ˧˨ ʔ tʰ ɨ k̚ ˧˨ ʔ h w aː ˧˦
hiện thực huyền ảo	h i ə n ˧˨ ʔ tʰ ɨ k̚ ˧˨ ʔ h w i ə n ˨˩ ʔ aː w ˧˩
hiện trường	h i ə n ˧˨ ʔ t͡ɕ ɨ ə ŋ ˨˩
hiện trạng	h i ə n ˧˨ ʔ t͡ɕ aː ŋ ˧˨ ʔ
hiện tượng	h i ə n ˧˨ ʔ t ɨ ə ŋ ˧˨ ʔ
