AFI	a f i
apestadas	a p e s t a d a s
apestado	a p e s t a d o
apestados	a p e s t a d o s
apestar	a p e s t a ɾ
apestoso	a p e s t o s o
apetecedor	a p e t e θ e d o ɾ
apetecer	a p e t e θ e ɾ
apetecida	a p e t e θ i d a
apetecidas	a p e t e θ i d a s
apetecido	a p e t e θ i d o
apetecidos	a p e t e θ i d o s
apetencia	a p e t e n θ j a
apetente	a p e t e n t e
apetentes	a p e t e n t e s
apetito	a p e t i t o
apetitosa	a p e t i t o s a
apetitoso	a p e t i t o s o
apetitosos	a p e t i t o s o s
apiadada	a p j a d a d a
apiadadas	a p j a d a d a s
apiadado	a p j a d a d o
apiadados	a p j a d a d o s
apiadar	a p j a d a ɾ
apiario	a p j a ɾ j o
apical	a p i k a l
apicomplejo	a p i k o m p l e x o
apicultor	a p i k u l t o ɾ
apicultora	a p i k u l t o ɾ a
apicultura	a p i k u l t u ɾ a
apilable	a p i l a b l e
apilada	a p i l a d a
apiladas	a p i l a d a s
apilado	a p i l a d o
apilador	a p i l a d o ɾ
apiladora	a p i l a d o ɾ a
apilados	a p i l a d o s
apilar	a p i l a ɾ
apilastrado	a p i l a s t ɾ a d o
apio	a p j o
apiolada	a p j o l a d a
apioladas	a p j o l a d a s
apiolado	a p j o l a d o
apiolados	a p j o l a d o s
apiolar	a p j o l a ɾ
apipa	a p i p a
apipada	a p i p a d a
apipadas	a p i p a d a s
apipado	a p i p a d o
apipados	a p i p a d o s
apisonada	a p i s o n a d a
apisonadas	a p i s o n a d a s
apisonado	a p i s o n a d o
apisonadora	a p i s o n a d o ɾ a
apisonados	a p i s o n a d o s
apisonar	a p i s o n a ɾ
apiñada	a p i ɲ a d a
apiñadas	a p i ɲ a d a s
apiñadero	a p i ɲ a d e ɾ o
apiñado	a p i ɲ a d o
apiñados	a p i ɲ a d o s
apiñamiento	a p i ɲ a m j e n t o
apiñar	a p i ɲ a ɾ
aplaca	a p l a k a
aplacada	a p l a k a d a
aplacadas	a p l a k a d a s
aplacado	a p l a k a d o
aplacados	a p l a k a d o s
aplacar	a p l a k a ɾ
aplacible	a p l a θ i b l e
aplaco	a p l a k o
aplanada	a p l a n a d a
aplanadas	a p l a n a d a s
aplanado	a p l a n a d o
aplanadora	a p l a n a d o ɾ a
aplanados	a p l a n a d o s
aplanamiento	a p l a n a m j e n t o
aplanar	a p l a n a ɾ
aplanchada	a p l a n t͡ʃ a d a
aplanchadas	a p l a n t͡ʃ a d a s
aplanchado	a p l a n t͡ʃ a d o
aplanchados	a p l a n t͡ʃ a d o s
aplanchar	a p l a n t͡ʃ a ɾ
aplastable	a p l a s t a b l e
aplastada	a p l a s t a d a
aplastadas	a p l a s t a d a s
aplastado	a p l a s t a d o
aplastados	a p l a s t a d o s
aplastamiento	a p l a s t a m j e n t o
aplastamientos	a p l a s t a m j e n t o s
aplastando	a p l a s t a n d o
aplastante	a p l a s t a n t e
aplastantemente	a p l a s t a n t e m e n t e
aplastar	a p l a s t a ɾ
aplatanada	a p l a t a n a d a
aplatanadas	a p l a t a n a d a s
aplatanado	a p l a t a n a d o
aplatanados	a p l a t a n a d o s
aplatanar	a p l a t a n a ɾ
aplaudible	a p l a u d i b l e
aplaudida	a p l a u d i d a
aplaudidas	a p l a u d i d a s
aplaudido	a p l a u d i d o
aplaudidor	a p l a u d i d o ɾ
aplaudidos	a p l a u d i d o s
aplaudir	a p l a u d i ɾ
aplaudímetro	a p l a u d i m e t ɾ o
aplaudímetros	a p l a u d i m e t ɾ o s
aplauso	a p l a u s o
aplausómetro	a p l a u s o m e t ɾ o
aplausómetros	a p l a u s o m e t ɾ o s
aplaza	a p l a θ a
aplazada	a p l a θ a d a
aplazadas	a p l a θ a d a s
aplazado	a p l a θ a d o
aplazados	a p l a θ a d o s
aplazar	a p l a θ a ɾ
aplegada	a p l e ɡ a d a
aplegadas	a p l e ɡ a d a s
aplegado	a p l e ɡ a d o
aplegados	a p l e ɡ a d o s
aplegar	a p l e ɡ a ɾ
aplicabilidad	a p l i k a b i l i d a d
aplicable	a p l i k a b l e
aplicación	a p l i k a θ j o n
aplicada	a p l i k a d a
aplicadas	a p l i k a d a s
aplicado	a p l i k a d o
aplicados	a p l i k a d o s
aplicar	a p l i k a ɾ
aplique	a p l i k e
aplomada	a p l o m a d a
aplomadas	a p l o m a d a s
aplomado	a p l o m a d o
aplomados	a p l o m a d o s
aplomar	a p l o m a ɾ
aplomo	a p l o m o
aplásico	a p l a s i k o
apnea	a b n e a
apneica	a b n e i k a
apneicas	a b n e i k a s
apneico	a b n e i k o
apneicos	a b n e i k o s
apocado	a p o k a d o
apocalipsis	a p o k a l i b s i s
apocalíptico	a p o k a l i b t i k o
apocar	a p o k a ɾ
apocopa	a p o k o p a
apocopada	a p o k o p a d a
apocopadas	a p o k o p a d a s
apocopado	a p o k o p a d o
apocopados	a p o k o p a d o s
apocopar	a p o k o p a ɾ
apocopo	a p o k o p o
apodada	a p o d a d a
apodadas	a p o d a d a s
apodado	a p o d a d o
apodados	a p o d a d o s
apodar	a p o d a ɾ
apoderada	a p o d e ɾ a d a
apoderadas	a p o d e ɾ a d a s
apoderado	a p o d e ɾ a d o
apoderados	a p o d e ɾ a d o s
apoderar	a p o d e ɾ a ɾ
apodo	a p o d o
apodíctico	a p o d i ɡ t i k o
apofenia	a p o f e n j a
apofenias	a p o f e n j a s
apofonía	a p o f o n i a
apogeo	a p o x e o
apolares	a p o l a ɾ e s
apoliticidad	a p o l i t i θ i d a d
apoliticismo	a p o l i t i θ i s m o
apollardado	a p o ʝ a ɾ d a d o
apologeta	a p o l o x e t a
apologista	a p o l o x i s t a
apologético	a p o l o x e t i k o
apología	a p o l o x i a
apoltronada	a p o l t ɾ o n a d a
apoltronadas	a p o l t ɾ o n a d a s
apoltronado	a p o l t ɾ o n a d o
apoltronados	a p o l t ɾ o n a d o s
apoltronarse	a p o l t ɾ o n a ɾ s e
apolíneo	a p o l i n e o
apolítico	a p o l i t i k o
aponer	a p o n e ɾ
apoplejía	a p o p l e x i a
apopléjico	a p o p l e x i k o
apoquinada	a p o k i n a d a
apoquinadas	a p o k i n a d a s
apoquinados	a p o k i n a d o s
apoquinar	a p o k i n a ɾ
apoquinéis	a p o k i n e i s
aporreada	a p o r e a d a
aporreadas	a p o r e a d a s
aporreado	a p o r e a d o
aporreador	a p o r e a d o ɾ
aporreados	a p o r e a d o s
aporrear	a p o r e a ɾ
aportación	a p o ɾ t a θ j o n
aportada	a p o ɾ t a d a
aportadas	a p o ɾ t a d a s
aportado	a p o ɾ t a d o
aportados	a p o ɾ t a d o s
aportar	a p o ɾ t a ɾ
aporía	a p o ɾ i a
aposemático	a p o s e m a t i k o
aposentada	a p o s e n t a d a
aposentadas	a p o s e n t a d a s
aposentado	a p o s e n t a d o
aposentador	a p o s e n t a d o ɾ
aposentados	a p o s e n t a d o s
aposentamiento	a p o s e n t a m j e n t o
aposentar	a p o s e n t a ɾ
aposición	a p o s i θ j o n
aposta	a p o s t a
apostada	a p o s t a d a
apostadas	a p o s t a d a s
apostado	a p o s t a d o
apostados	a p o s t a d o s
apostar	a p o s t a ɾ
apostata	a p o s t a t a
apostatada	a p o s t a t a d a
apostatadas	a p o s t a t a d a s
apostatado	a p o s t a t a d o
apostatados	a p o s t a t a d o s
apostatar	a p o s t a t a ɾ
apostatare	a p o s t a t a ɾ e
apostilla	a p o s t i ʝ a
apostillada	a p o s t i ʝ a d a
apostilladas	a p o s t i ʝ a d a s
apostillado	a p o s t i ʝ a d o
apostillados	a p o s t i ʝ a d o s
apostillar	a p o s t i ʝ a ɾ
apostolado	a p o s t o l a d o
apostrofada	a p o s t ɾ o f a d a
apostrofadas	a p o s t ɾ o f a d a s
apostrofado	a p o s t ɾ o f a d o
apostrofados	a p o s t ɾ o f a d o s
apostrofamos	a p o s t ɾ o f a m o s
apostrofar	a p o s t ɾ o f a ɾ
apostrofares	a p o s t ɾ o f a ɾ e s
apostura	a p o s t u ɾ a
apostólico	a p o s t o l i k o
apoteca	a p o t e k a
apotecario	a p o t e k a ɾ j o
apotegma	a p o t e ɡ m a
apotema	a p o t e m a
apoteosis	a p o t e o s i s
apoyabrazos	a p o ʝ a b ɾ a θ o s
apoyacabeza	a p o ʝ a k a b e θ a
apoyada	a p o ʝ a d a
apoyadas	a p o ʝ a d a s
apoyado	a p o ʝ a d o
apoyador	a p o ʝ a d o ɾ
apoyadora	a p o ʝ a d o ɾ a
apoyados	a p o ʝ a d o s
apoyante	a p o ʝ a n t e
apoyapiés	a p o ʝ a p j e s
apoyar	a p o ʝ a ɾ
apoyatura	a p o ʝ a t u ɾ a
apoyo	a p o ʝ o
app	a p
apraxia	a p ɾ a ɡ s j a
apreciabilísimo	a p ɾ e θ j a b i l i s i m o
apreciable	a p ɾ e θ j a b l e
apreciables	a p ɾ e θ j a b l e s
apreciación	a p ɾ e θ j a θ j o n
apreciada	a p ɾ e θ j a d a
apreciadas	a p ɾ e θ j a d a s
apreciado	a p ɾ e θ j a d o
apreciados	a p ɾ e θ j a d o s
apreciar	a p ɾ e θ j a ɾ
apreciativa	a p ɾ e θ j a t i b a
apreciativas	a p ɾ e θ j a t i b a s
apreciativo	a p ɾ e θ j a t i b o
apreciativos	a p ɾ e θ j a t i b o s
aprecio	a p ɾ e θ j o
aprehender	a p ɾ e e n d e ɾ
aprehendida	a p ɾ e e n d i d a
aprehendidas	a p ɾ e e n d i d a s
aprehendido	a p ɾ e e n d i d o
aprehendidos	a p ɾ e e n d i d o s
aprehensivo	a p ɾ e e n s i b o
aprehensión	a p ɾ e e n s j o n
apremiada	a p ɾ e m j a d a
apremiadas	a p ɾ e m j a d a s
apremiado	a p ɾ e m j a d o
apremiados	a p ɾ e m j a d o s
apremiante	a p ɾ e m j a n t e
apremiar	a p ɾ e m j a ɾ
apremio	a p ɾ e m j o
aprender	a p ɾ e n d e ɾ
aprendida	a p ɾ e n d i d a
aprendidas	a p ɾ e n d i d a s
aprendido	a p ɾ e n d i d o
aprendidos	a p ɾ e n d i d o s
aprendiera	a p ɾ e n d j e ɾ a
aprendiz	a p ɾ e n d i θ
aprendiza	a p ɾ e n d i θ a
aprendizaje	a p ɾ e n d i θ a x e
aprensiva	a p ɾ e n s i b a
aprensivas	a p ɾ e n s i b a s
aprensivo	a p ɾ e n s i b o
aprensivos	a p ɾ e n s i b o s
aprensión	a p ɾ e n s j o n
apresa	a p ɾ e s a
apresada	a p ɾ e s a d a
apresadas	a p ɾ e s a d a s
apresado	a p ɾ e s a d o
apresados	a p ɾ e s a d o s
apresar	a p ɾ e s a ɾ
apresares	a p ɾ e s a ɾ e s
apreses	a p ɾ e s e s
apreso	a p ɾ e s o
aprestada	a p ɾ e s t a d a
aprestadas	a p ɾ e s t a d a s
aprestado	a p ɾ e s t a d o
aprestados	a p ɾ e s t a d o s
aprestar	a p ɾ e s t a ɾ
aprestos	a p ɾ e s t o s
apresurada	a p ɾ e s u ɾ a d a
apresuradas	a p ɾ e s u ɾ a d a s
apresurado	a p ɾ e s u ɾ a d o
apresurados	a p ɾ e s u ɾ a d o s
apresurar	a p ɾ e s u ɾ a ɾ
apretada	a p ɾ e t a d a
apretadamente	a p ɾ e t a d a m e n t e
apretadas	a p ɾ e t a d a s
apretadito	a p ɾ e t a d i t o
apretado	a p ɾ e t a d o
apretados	a p ɾ e t a d o s
apretadísima	a p ɾ e t a d i s i m a
apretadísimas	a p ɾ e t a d i s i m a s
apretadísimo	a p ɾ e t a d i s i m o
apretadísimos	a p ɾ e t a d i s i m o s
apretamiento	a p ɾ e t a m j e n t o
apretando	a p ɾ e t a n d o
apretar	a p ɾ e t a ɾ
apretazones	a p ɾ e t a θ o n e s
apretazón	a p ɾ e t a θ o n
apretujada	a p ɾ e t u x a d a
apretujadas	a p ɾ e t u x a d a s
apretujado	a p ɾ e t u x a d o
apretujados	a p ɾ e t u x a d o s
apretujar	a p ɾ e t u x a ɾ
apretura	a p ɾ e t u ɾ a
apreté	a p ɾ e t e
apretón	a p ɾ e t o n
aprieto	a p ɾ j e t o
aprisa	a p ɾ i s a
apriscada	a p ɾ i s k a d a
apriscadas	a p ɾ i s k a d a s
apriscado	a p ɾ i s k a d o
apriscados	a p ɾ i s k a d o s
apriscar	a p ɾ i s k a ɾ
aprisco	a p ɾ i s k o
aprisionada	a p ɾ i s j o n a d a
aprisionadas	a p ɾ i s j o n a d a s
aprisionado	a p ɾ i s j o n a d o
aprisionados	a p ɾ i s j o n a d o s
aprisionamiento	a p ɾ i s j o n a m j e n t o
aprisionar	a p ɾ i s j o n a ɾ
aprobación	a p ɾ o b a θ j o n
aprobada	a p ɾ o b a d a
aprobadas	a p ɾ o b a d a s
aprobado	a p ɾ o b a d o
aprobados	a p ɾ o b a d o s
aprobar	a p ɾ o b a ɾ
aproblemada	a p ɾ o b l e m a d a
aproblemadas	a p ɾ o b l e m a d a s
aproblemado	a p ɾ o b l e m a d o
aproblemados	a p ɾ o b l e m a d o s
aproblemar	a p ɾ o b l e m a ɾ
aprocimaciones	a p ɾ o θ i m a θ j o n e s
aprocimación	a p ɾ o θ i m a θ j o n
aprontada	a p ɾ o n t a d a
aprontadas	a p ɾ o n t a d a s
aprontado	a p ɾ o n t a d o
aprontados	a p ɾ o n t a d o s
aprontar	a p ɾ o n t a ɾ
apropiación	a p ɾ o p j a θ j o n
apropiada	a p ɾ o p j a d a
apropiadamente	a p ɾ o p j a d a m e n t e
apropiadas	a p ɾ o p j a d a s
apropiado	a p ɾ o p j a d o
apropiados	a p ɾ o p j a d o s
apropiar	a p ɾ o p j a ɾ
apropriada	a p ɾ o p ɾ j a d a
apropriadas	a p ɾ o p ɾ j a d a s
apropriado	a p ɾ o p ɾ j a d o
apropriados	a p ɾ o p ɾ j a d o s
apropriar	a p ɾ o p ɾ j a ɾ
apropriarse	a p ɾ o p ɾ j a ɾ s e
apropriarías	a p ɾ o p ɾ j a ɾ i a s
aprovechada	a p ɾ o b e t͡ʃ a d a
aprovechadas	a p ɾ o b e t͡ʃ a d a s
aprovechado	a p ɾ o b e t͡ʃ a d o
aprovechados	a p ɾ o b e t͡ʃ a d o s
aprovechar	a p ɾ o b e t͡ʃ a ɾ
aprovecharse	a p ɾ o b e t͡ʃ a ɾ s e
aprovechategui	a p ɾ o b e t͡ʃ a t e ɡ i
aprovisionada	a p ɾ o b i s j o n a d a
aprovisionadas	a p ɾ o b i s j o n a d a s
aprovisionado	a p ɾ o b i s j o n a d o
aprovisionados	a p ɾ o b i s j o n a d o s
aprovisionar	a p ɾ o b i s j o n a ɾ
aproximaciones	a p ɾ o ɡ s i m a θ j o n e s
aproximación	a p ɾ o ɡ s i m a θ j o n
aproximada	a p ɾ o ɡ s i m a d a
aproximadamente	a p ɾ o ɡ s i m a d a m e n t e
aproximadas	a p ɾ o ɡ s i m a d a s
aproximado	a p ɾ o ɡ s i m a d o
aproximados	a p ɾ o ɡ s i m a d o s
aproximar	a p ɾ o ɡ s i m a ɾ
aprés	a p ɾ e s
aptada	a b t a d a
aptadas	a b t a d a s
aptado	a b t a d o
aptados	a b t a d o s
aptar	a b t a ɾ
apte	a b t e
aptitud	a b t i t u d
apto	a b t o
apuesta	a p w e s t a
apuesto	a p w e s t o
apuntada	a p u n t a d a
apuntadas	a p u n t a d a s
apuntado	a p u n t a d o
apuntados	a p u n t a d o s
apuntalada	a p u n t a l a d a
apuntaladas	a p u n t a l a d a s
apuntalado	a p u n t a l a d o
apuntalados	a p u n t a l a d o s
apuntalar	a p u n t a l a ɾ
apuntar	a p u n t a ɾ
apunte	a p u n t e
apuntillada	a p u n t i ʝ a d a
apuntilladas	a p u n t i ʝ a d a s
apuntillado	a p u n t i ʝ a d o
apuntillados	a p u n t i ʝ a d o s
apuntillar	a p u n t i ʝ a ɾ
apura	a p u ɾ a
apurada	a p u ɾ a d a
apuradas	a p u ɾ a d a s
apurado	a p u ɾ a d o
apurados	a p u ɾ a d o s
apuramos	a p u ɾ a m o s
apurando	a p u ɾ a n d o
apurar	a p u ɾ a ɾ
apurara	a p u ɾ a ɾ a
apuraras	a p u ɾ a ɾ a s
apurareis	a p u ɾ a ɾ e i s
apuraremos	a p u ɾ a ɾ e m o s
apurares	a p u ɾ a ɾ e s
apurará	a p u ɾ a ɾ a
apurarás	a p u ɾ a ɾ a s
apuraríamos	a p u ɾ a ɾ i a m o s
apuras	a p u ɾ a s
apuraste	a p u ɾ a s t e
apure	a p u ɾ e
apuremos	a p u ɾ e m o s
apures	a p u ɾ e s
apureño	a p u ɾ e ɲ o
apuro	a p u ɾ o
apuráramos	a p u ɾ a ɾ a m o s
apuñalada	a p u ɲ a l a d a
apuñaladas	a p u ɲ a l a d a s
apuñalado	a p u ɲ a l a d o
apuñalados	a p u ɲ a l a d o s
apuñalar	a p u ɲ a l a ɾ
apática	a p a t i k a
apáticas	a p a t i k a s
apático	a p a t i k o
apáticos	a p a t i k o s
apátrida	a p a t ɾ i d a
apéndice	a p e n d i θ e
apícola	a p i k o l a
apículo	a p i k u l o
apócema	a p o θ e m a
apócope	a p o k o p e
apócrifo	a p o k ɾ i f o
apófisis	a p o f i s i s
apógrafo	a p o ɡ ɾ a f o
apólogo	a p o l o ɡ o
apósito	a p o s i t o
apóstata	a p o s t a t a
apóstol	a p o s t o l
apóstrofe	a p o s t ɾ o f e
apóstrofo	a p o s t ɾ o f o
apúrale	a p u ɾ a l e
aquaplaning	a k w a p l e i n i n
aquea	a k e a
aqueas	a k e a s
aquejada	a k e x a d a
aquejadas	a k e x a d a s
aquejado	a k e x a d o
aquejados	a k e x a d o s
aquejar	a k e x a ɾ
aquel	a k e l
aquelarre	a k e l a r e
aquella	a k e ʝ a
aquellar	a k e ʝ a ɾ
aquellas	a k e ʝ a s
aquello	a k e ʝ o
aquellos	a k e ʝ o s
aqueménida	a k e m e n i d a
aquenio	a k e n j o
aqueo	a k e o
aqueos	a k e o s
aquerencia	a k e ɾ e n θ j a
aquerenciada	a k e ɾ e n θ j a d a
aquerenciadas	a k e ɾ e n θ j a d a s
aquerenciado	a k e ɾ e n θ j a d o
aquerenciados	a k e ɾ e n θ j a d o s
aquerenciar	a k e ɾ e n θ j a ɾ
aquerenciarse	a k e ɾ e n θ j a ɾ s e
aquerénciense	a k e ɾ e n θ j e n s e
aquerénciese	a k e ɾ e n θ j e s e
aquese	a k e s e
aquesta	a k e s t a
aquestas	a k e s t a s
aqueste	a k e s t e
aquesto	a k e s t o
aquestos	a k e s t o s
aquiescencia	a k j e s θ e n θ j a
aquiescencias	a k j e s θ e n θ j a s
aquiescente	a k j e s θ e n t e
aquiescentes	a k j e s θ e n t e s
aquietada	a k j e t a d a
aquietadas	a k j e t a d a s
aquietado	a k j e t a d o
aquietados	a k j e t a d o s
aquietar	a k j e t a ɾ
aquilatada	a k i l a t a d a
aquilatadas	a k i l a t a d a s
aquilatado	a k i l a t a d o
aquilatados	a k i l a t a d o s
aquilatar	a k i l a t a ɾ
aquillado	a k i ʝ a d o
aquilón	a k i l o n
aquincense	a k i n θ e n s e
aquiral	a k i ɾ a l
aquitano	a k i t a n o
aquiva	a k i b a
aquivas	a k i b a s
aquivo	a k i b o
aquivos	a k i b o s
aquél	a k e l
aquélla	a k e ʝ a
aquéllas	a k e ʝ a s
aquéllos	a k e ʝ o s
aquí	a k i
ara	a ɾ a
araar	a ɾ a a ɾ
araba	a ɾ a b a
arabesco	a ɾ a b e s k o
arabinosa	a ɾ a b i n o s a
arabista	a ɾ a b i s t a
arabización	a ɾ a b i θ a θ j o n
arabizada	a ɾ a b i θ a d a
arabizadas	a ɾ a b i θ a d a s
arabizado	a ɾ a b i θ a d o
arabizados	a ɾ a b i θ a d o s
arabizar	a ɾ a b i θ a ɾ
arable	a ɾ a b l e
aracnoideo	a ɾ a ɡ n o i d e o
aracnología	a ɾ a ɡ n o l o x i a
arada	a ɾ a d a
aradas	a ɾ a d a s
arado	a ɾ a d o
arador	a ɾ a d o ɾ
arados	a ɾ a d o s
aradura	a ɾ a d u ɾ a
aragonesista	a ɾ a ɡ o n e s i s t a
aragonés	a ɾ a ɡ o n e s
araguaney	a ɾ a ɡ w a n e i
araguato	a ɾ a ɡ w a t o
aragueño	a ɾ a ɡ w e ɲ o
aragüeña	a ɾ a ɡ w e ɲ a
aragüeño	a ɾ a ɡ w e ɲ o
aragüeños	a ɾ a ɡ w e ɲ o s
arahuaco	a ɾ a w a k o
aramarra	a ɾ a m a r a
aramea	a ɾ a m e a
arameo	a ɾ a m e o
arana	a ɾ a n a
arancel	a ɾ a n θ e l
arandela	a ɾ a n d e l a
arandino	a ɾ a n d i n o
aranesa	a ɾ a n e s a
araneses	a ɾ a n e s e s
aranto	a ɾ a n t o
aranzada	a ɾ a n θ a d a
aranés	a ɾ a n e s
araona	a ɾ a o n a
arapajó	a ɾ a p a x o
arar	a ɾ a ɾ
arara	a ɾ a ɾ a
arará	a ɾ a ɾ a
arasarí	a ɾ a s a ɾ i
araucana	a ɾ a u k a n a
araucanas	a ɾ a u k a n a s
araucanizada	a ɾ a u k a n i θ a d a
araucanizadas	a ɾ a u k a n i θ a d a s
araucanizado	a ɾ a u k a n i θ a d o
araucanizados	a ɾ a u k a n i θ a d o s
araucanizar	a ɾ a u k a n i θ a ɾ
araucano	a ɾ a u k a n o
araucanos	a ɾ a u k a n o s
arazá	a ɾ a θ a
araña	a ɾ a ɲ a
arañada	a ɾ a ɲ a d a
arañadas	a ɾ a ɲ a d a s
arañado	a ɾ a ɲ a d o
arañados	a ɾ a ɲ a d o s
arañar	a ɾ a ɲ a ɾ
arañara	a ɾ a ɲ a ɾ a
arañazo	a ɾ a ɲ a θ o
arañazos	a ɾ a ɲ a θ o s
arañero	a ɾ a ɲ e ɾ o
arañita	a ɾ a ɲ i t a
arañuela	a ɾ a ɲ w e l a
arañón	a ɾ a ɲ o n
arbitrada	a ɾ b i t ɾ a d a
arbitradas	a ɾ b i t ɾ a d a s
arbitrado	a ɾ b i t ɾ a d o
arbitrados	a ɾ b i t ɾ a d o s
arbitral	a ɾ b i t ɾ a l
arbitramento	a ɾ b i t ɾ a m e n t o
arbitrar	a ɾ b i t ɾ a ɾ
arbitrario	a ɾ b i t ɾ a ɾ j o
arbitrista	a ɾ b i t ɾ i s t a
arbolada	a ɾ b o l a d a
arboladas	a ɾ b o l a d a s
arbolado	a ɾ b o l a d o
arbolados	a ɾ b o l a d o s
arbolar	a ɾ b o l a ɾ
arbolazo	a ɾ b o l a θ o
arbolazos	a ɾ b o l a θ o s
arboleda	a ɾ b o l e d a
arboledo	a ɾ b o l e d o
arbolillo	a ɾ b o l i ʝ o
arbolillos	a ɾ b o l i ʝ o s
arbolito	a ɾ b o l i t o
arbolitos	a ɾ b o l i t o s
arbolote	a ɾ b o l o t e
arbolotes	a ɾ b o l o t e s
arbolón	a ɾ b o l o n
arborescente	a ɾ b o ɾ e s θ e n t e
arborescentes	a ɾ b o ɾ e s θ e n t e s
arboricultor	a ɾ b o ɾ i k u l t o ɾ
arborizada	a ɾ b o ɾ i θ a d a
arborizadas	a ɾ b o ɾ i θ a d a s
arborizado	a ɾ b o ɾ i θ a d o
arborizados	a ɾ b o ɾ i θ a d o s
arborizar	a ɾ b o ɾ i θ a ɾ
arborícola	a ɾ b o ɾ i k o l a
arborófila	a ɾ b o ɾ o f i l a
arbuscular	a ɾ b u s k u l a ɾ
arbustiva	a ɾ b u s t i b a
arbustivas	a ɾ b u s t i b a s
arbustivo	a ɾ b u s t i b o
arbustivos	a ɾ b u s t i b o s
arbusto	a ɾ b u s t o
arca	a ɾ k a
arcabucear	a ɾ k a b u θ e a ɾ
arcabucero	a ɾ k a b u θ e ɾ o
arcabuceros	a ɾ k a b u θ e ɾ o s
arcabucería	a ɾ k a b u θ e ɾ i a
arcabuces	a ɾ k a b u θ e s
arcabuz	a ɾ k a b u θ
arcabuzazo	a ɾ k a b u θ a θ o
arcabuzazos	a ɾ k a b u θ a θ o s
arcada	a ɾ k a d a
arcadas	a ɾ k a d a s
arcaica	a ɾ k a i k a
arcaicas	a ɾ k a i k a s
arcaico	a ɾ k a i k o
arcaicos	a ɾ k a i k o s
arcaizante	a ɾ k a i θ a n t e
arcaizantes	a ɾ k a i θ a n t e s
arcaizar	a ɾ k a i θ a ɾ
arcana	a ɾ k a n a
arcanas	a ɾ k a n a s
arcanidad	a ɾ k a n i d a d
arcano	a ɾ k a n o
arcanos	a ɾ k a n o s
arcas	a ɾ k a s
arcaísmo	a ɾ k a i s m o
arcaísmos	a ɾ k a i s m o s
arcaísta	a ɾ k a i s t a
arcaístas	a ɾ k a i s t a s
arce	a ɾ θ e
arcediano	a ɾ θ e d j a n o
arcenes	a ɾ θ e n e s
archibebe	a ɾ t͡ʃ i b e b e
archicanciller	a ɾ t͡ʃ i k a n θ i ʝ e ɾ
archidiócesis	a ɾ t͡ʃ i d j o θ e s i s
archiducado	a ɾ t͡ʃ i d u k a d o
archiduque	a ɾ t͡ʃ i d u k e
archiduquesa	a ɾ t͡ʃ i d u k e s a
archienemigo	a ɾ t͡ʃ j e n e m i ɡ o
archieparquial	a ɾ t͡ʃ j e p a ɾ k j a l
archieparquía	a ɾ t͡ʃ j e p a ɾ k i a
archiepiscopal	a ɾ t͡ʃ j e p i s k o p a l
archifonema	a ɾ t͡ʃ i f o n e m a
archimago	a ɾ t͡ʃ i m a ɡ o
archipiélago	a ɾ t͡ʃ i p j e l a ɡ o
archirrival	a ɾ t͡ʃ i r i b a l
archivada	a ɾ t͡ʃ i b a d a
archivadas	a ɾ t͡ʃ i b a d a s
archivado	a ɾ t͡ʃ i b a d o
archivador	a ɾ t͡ʃ i b a d o ɾ
archivados	a ɾ t͡ʃ i b a d o s
archivar	a ɾ t͡ʃ i b a ɾ
archivera	a ɾ t͡ʃ i b e ɾ a
archivero	a ɾ t͡ʃ i b e ɾ o
archivo	a ɾ t͡ʃ i b o
arcilla	a ɾ θ i ʝ a
arcillada	a ɾ θ i ʝ a d a
arcilladas	a ɾ θ i ʝ a d a s
arcillado	a ɾ θ i ʝ a d o
arcillados	a ɾ θ i ʝ a d o s
arcillar	a ɾ θ i ʝ a ɾ
arcillola	a ɾ θ i ʝ o l a
arco	a ɾ k o
arcontado	a ɾ k o n t a d o
arcosolio	a ɾ k o s o l j o
arcoíris	a ɾ k o i ɾ i s
arcuación	a ɾ k w a θ j o n
arcángel	a ɾ k a n x e l
arcén	a ɾ θ e n
arcón	a ɾ k o n
arda	a ɾ d a
ardamos	a ɾ d a m o s
ardan	a ɾ d a n
ardas	a ɾ d a s
arde	a ɾ d e
ardemos	a ɾ d e m o s
arder	a ɾ d e ɾ
arderemos	a ɾ d e ɾ e m o s
arderá	a ɾ d e ɾ a
arderás	a ɾ d e ɾ a s
arderíamos	a ɾ d e ɾ i a m o s
