ա	ɑ
բարխուդարյան	pʰ ɑ ɾ χ u tʰ ɑ ɾ j ɑ n
բարկ	pʰ ɑ ɾ ɡ
բարկանալ	pʰ ɑ ɾ ɡ ɑ n ɑ l
բարկացած	pʰ ɑ ɾ ɡ ɑ t͡sʰ ɑ d͡z
բարկություն	pʰ ɑ ɾ ɡ u tʰ ʏ n
բարկօղի	pʰ ɑ ɾ ɡ ɔ ʁ i
բարձ	pʰ ɑ ɾ t͡sʰ
բարձիթող	pʰ ɑ ɾ t͡sʰ i tʰ ɔ ʁ
բարձիթողի	pʰ ɑ ɾ t͡sʰ i tʰ ɔ ʁ i
բարձունք	pʰ ɑ ɾ t͡sʰ u ŋ kʰ
բարձունքներ	pʰ ɑ ɾ t͡sʰ u ŋ kʰ n ɛ ɾ
բարձր	pʰ ɑ ɾ t͡sʰ ə ɾ
բարձրաբերձ	pʰ ɑ ɾ t͡sʰ ɾ ɑ pʰ ɛ ɾ t͡sʰ
բարձրագույն	pʰ ɑ ɾ t͡sʰ ɾ ɑ kʰ u j n
բարձրահասակ	pʰ ɑ ɾ t͡sʰ ɾ ɑ h ɑ s ɑ ɡ
բարձրաձայն	pʰ ɑ ɾ t͡sʰ ɾ ɑ t͡sʰ ɑ j n
բարձրաձայնել	pʰ ɑ ɾ t͡sʰ ɾ ɑ t͡sʰ ɑ j n ɛ l
բարձրանալ	pʰ ɑ ɾ t͡sʰ ɾ ɑ n ɑ l
բարձրավանդակ	pʰ ɑ ɾ t͡sʰ ɾ ɑ v ɑ n tʰ ɑ ɡ
բարձրացնել	pʰ ɑ ɾ t͡sʰ ɾ ɑ t͡sʰ ə n ɛ l
բարձրացում	pʰ ɑ ɾ t͡sʰ ɾ ɑ t͡sʰ u m
բարձրորակ	pʰ ɑ ɾ t͡sʰ ɾ ɔ ɾ ɑ ɡ
բարձրություն	pʰ ɑ ɾ t͡sʰ ɾ u tʰ ʏ n
բարձրունք	pʰ ɑ ɾ t͡sʰ ɾ u ŋ kʰ
բարմեն	pʰ ɑ ɾ m ɛ n
բարյավ	pʰ ɑ ɾ j ɑ v
բարոյական	pʰ ɑ ɾ ɔ j ɑ ɡ ɑ n
բարոյականություն	pʰ ɑ ɾ ɔ j ɑ ɡ ɑ n u tʰ ʏ n
բարոն	pʰ ɑ ɾ ɔ n
բարով	pʰ ɑ ɾ ɔ v
բարութ	pʰ ɑ ɾ u tʰ
բարսեղ	pʰ ɑ ɾ s ɛ ʁ
բարսեղյան	pʰ ɑ ɾ s ɛ ʁ j ɑ n
բարվոք	pʰ ɑ ɾ v ɔ kʰ
բարտի	pʰ ɑ ɾ d i
բարք	pʰ ɑ ɾ kʰ
բարօրություն	pʰ ɑ ɾ ɔ ɾ u tʰ ʏ n
բաց	pʰ ɑ t͡sʰ
բացակա	pʰ ɑ t͡sʰ ɑ ɡ ɑ
բացականչ	pʰ ɑ t͡sʰ ɑ ɡ ɑ n t͡ʃʰ
բացականչական	pʰ ɑ t͡sʰ ɑ ɡ ɑ n t͡ʃʰ ɑ ɡ ɑ n
բացականչել	pʰ ɑ t͡sʰ ɑ ɡ ɑ n t͡ʃʰ ɛ l
բացականչություն	pʰ ɑ t͡sʰ ɑ ɡ ɑ n t͡ʃʰ u tʰ ʏ n
բացականչում	pʰ ɑ t͡sʰ ɑ ɡ ɑ n t͡ʃʰ u m
բացահայտ	pʰ ɑ t͡sʰ ɑ h ɑ j d
բացահայտում	pʰ ɑ t͡sʰ ɑ h ɑ j d u m
բացառաբար	pʰ ɑ t͡sʰ ɑ ɾ ɑ pʰ ɑ ɾ
բացառական	pʰ ɑ t͡sʰ ɑ ɾ ɑ ɡ ɑ n
բացառապես	pʰ ɑ t͡sʰ ɑ ɾ ɑ b ɛ s
բացառել	pʰ ɑ t͡sʰ ɑ ɾ ɛ l
բացառիկ	pʰ ɑ t͡sʰ ɑ ɾ i ɡ
բացառիկություն	pʰ ɑ t͡sʰ ɑ ɾ i ɡ u tʰ ʏ n
բացառություն	pʰ ɑ t͡sʰ ɑ ɾ u tʰ ʏ n
բացառվել	pʰ ɑ t͡sʰ ɑ ɾ v ɛ l
բացասական	pʰ ɑ t͡sʰ ɑ s ɑ ɡ ɑ n
բացատ	pʰ ɑ t͡sʰ ɑ d
բացատրական	pʰ ɑ t͡sʰ ɑ d ɾ ɑ ɡ ɑ n
բացատրել	pʰ ɑ t͡sʰ ɑ d ɾ ɛ l
բացատրություն	pʰ ɑ t͡sʰ ɑ d ə ɾ u tʰ ʏ n
բացարձակ	pʰ ɑ t͡sʰ ɑ ɾ t͡sʰ ɑ ɡ
բացել	pʰ ɑ t͡sʰ ɛ l
բացի	pʰ ɑ t͡sʰ i
բացորոշ	pʰ ɑ t͡sʰ ɔ ɾ ɔ ʃ
բացորոշաբար	pʰ ɑ t͡sʰ ɔ ɾ ɔ ʃ ɑ pʰ ɑ ɾ
բացորոշակի	pʰ ɑ t͡sʰ ɔ ɾ ɔ ʃ ɑ ɡ i
բացորոշապես	pʰ ɑ t͡sʰ ɔ ɾ ɔ ʃ ɑ b ɛ s
բացում	pʰ ɑ t͡sʰ u m
բացվածք	pʰ ɑ t͡sʰ v ɑ t͡sʰ kʰ
բացօթյա	pʰ ɑ t͡sʰ ɔ tʰ j ɑ
բաքու	pʰ ɑ kʰ u
բդեշխ	pʰ ə tʰ ɛ ʃ χ
բդխ	pʰ ə tʰ ə χ ə
բեբել	pʰ ɛ pʰ ɛ l
բեգեմոնդ	pʰ ɛ kʰ ɛ m ɔ n tʰ
բեգեմոնտ	pʰ ɛ kʰ ɛ m ɔ n d
բեգեմոտ	pʰ ɛ kʰ ɛ m ɔ d
բեդոկ	pʰ ɛ tʰ ɔ ɡ
բեզմեն	pʰ ɛ z m ɛ n
բեթհովեն	pʰ ɛ tʰ h ɔ v ɛ n
բեթղեհեմ	pʰ ɛ tʰ χ ɛ h ɛ m
բել	pʰ ɛ l
բելառուս	pʰ ɛ l ɑ ɾ u s
բելառուսական	pʰ ɛ l ɑ ɾ u s ɑ ɡ ɑ n
բելառուսերեն	pʰ ɛ l ɑ ɾ u s ɛ ɾ ɛ n
բելգիա	pʰ ɛ l kʰ j ɑ
բելգորոդ	pʰ ɛ l kʰ ɔ ɾ ɔ tʰ
բելգրադ	pʰ ɛ l kʰ ɾ ɑ tʰ
բելիզ	pʰ ɛ l i z
բելիսարիոս	pʰ ɛ l i s ɑ ɾ i ɔ s
բելմոպան	pʰ ɛ l m ɔ b ɑ n
բելոռուսերեն	pʰ ɛ l ɔ ɾ u s ɛ ɾ ɛ n
բելուջերեն	pʰ ɛ l u t͡ʃʰ ɛ ɾ ɛ n
բելուջստան	pʰ ɛ l u t͡ʃʰ ə s t ɑ n
բեխաբար	pʰ ɛ χ ɑ pʰ ɑ ɾ
բեկանել	pʰ ɛ ɡ ɑ n ɛ l
բեկել	pʰ ɛ ɡ ɛ l
բեկոր	pʰ ɛ ɡ ɔ ɾ
բեկտել	pʰ ɛ ɡ d ɛ l
բեհեզ	pʰ ɛ h ɛ z
բեղ	pʰ ɛ ʁ
բեղեր	pʰ ɛ ʁ ɛ ɾ
բեղմ	pʰ ɛ ʁ m
բեղմնավորում	pʰ ɛ ʁ m n ɑ v ɔ ɾ u m
բեղուն	pʰ ɛ ʁ u n
բեմ	pʰ ɛ m
բեյսբոլ	pʰ ɛ j s pʰ ɔ l
բեն	pʰ ɛ n
բենգալուրու	pʰ ɛ ŋ kʰ ɑ l u ɾ u
բենեդիկտյան	pʰ ɛ n ɛ tʰ i ɡ d j ɑ n
բենզալցակայան	pʰ ɛ n z ɑ l ə t͡sʰ ɑ ɡ ɑ j ɑ n
բենզասղոց	pʰ ɛ n z ɑ s ə ʁ ɔ t͡sʰ
բենիլյուքս	pʰ ɛ n i l ʏ kʰ s
բենին	pʰ ɛ n i n
բեովտիա	pʰ ɛ ɔ v d j ɑ
բեռ	pʰ ɛ ɾ
բեռլին	pʰ ɛ ɾ l i n
բեռն	pʰ ɛ ɾ n
բեռնախցիկ	pʰ ɛ ɾ n ɑ χ ə t͡sʰ i ɡ
բեռնատար	pʰ ɛ ɾ n ɑ d ɑ ɾ
բեռնյան	pʰ ɛ ɾ n j ɑ n
բեսարաբիա	pʰ ɛ s ɑ ɾ ɑ pʰ j ɑ
բեսեդկա	pʰ i s ɛ tʰ k ɑ
բեսթսելեր	pʰ ɛ s tʰ s ɛ l ɛ ɾ
բեսիրաթ	pʰ ɛ s i ɾ ɑ tʰ
բետոն	pʰ ɛ d ɔ n
բերան	pʰ ɛ ɾ ɑ n
բերանային	pʰ ɛ ɾ ɑ n ɑ j i n
բերանացի	pʰ ɛ ɾ ɑ n ɑ t͡sʰ i
բերանի	pʰ ɛ ɾ ɑ n i
բերբեր	pʰ ɛ ɾ pʰ ɛ ɾ
բերդ	pʰ ɛ ɾ tʰ
բերել	pʰ ɛ ɾ ɛ l
բերիլիում	pʰ ɛ ɾ i l i j u m
բերկլիում	pʰ ɛ ɾ ɡ l i j u m
բերման	pʰ ɛ ɾ m ɑ n
բերնային	pʰ ɛ ɾ n ɑ j i n
բերում	pʰ ɛ ɾ u m
բերրի	pʰ ɛ ɾː i
բերք	pʰ ɛ ɾ kʰ
բեւեռ	pʰ ɛ v ɛ ɾ
բեւեռային	pʰ ɛ v ɛ ɾ ɑ j i n
բեւեռացույց	pʰ ɛ v ɛ ɾ ɑ t͡sʰ u j t͡sʰ
բզեզ	pʰ ə z ɛ z
բզզալ	pʰ ə zː ɑ l
բզրուկ	pʰ ə z ɾ u ɡ
բժիշկ	pʰ ə ʒ i ʃ k
բժշկագիտություն	pʰ ə ʒ ə ʃ k ɑ kʰ i d u tʰ ʏ n
բժշկական	pʰ ə ʒ ə ʃ k ɑ ɡ ɑ n
բժշկել	pʰ ə ʒ ə ʃ k ɛ l
բժշկություն	pʰ ə ʒ ə ʃ k u tʰ ʏ n
բժշկում	pʰ ə ʒ ə ʃ k u m
բիբ	pʰ i pʰ
բիբար	pʰ i pʰ ɑ ɾ
բիբլիոգրաֆիա	pʰ i pʰ l i ɔ kʰ ɾ ɑ f j ɑ
բիբլոս	pʰ i pʰ l ɔ s
բիզ	pʰ i z
բիզնես	pʰ i z n ɛ s
բիզնեսմեն	pʰ i z n ɛ s m ɛ n
բիզոն	pʰ i z ɔ n
բիթ	pʰ i tʰ
բիլ	pʰ i l
բիլակ	pʰ i l ɑ ɡ
բիծ	pʰ i d͡z
բիհար	pʰ i h ɑ ɾ
բիհարի	pʰ i h ɑ ɾ i
բիճ	pʰ i d͡ʒ
բինտ	pʰ i n d
բիշկեկ	pʰ i ʃ k ɛ ɡ
բիշքեկ	pʰ i ʃ kʰ ɛ ɡ
բիոլոգիա	pʰ i j ɔ l ɔ kʰ j ɑ
բիսլամա	pʰ i s l ɑ m ɑ
բիսմութ	pʰ i s m u tʰ
բիստրո	pʰ i s t ɾ ɔ
բիր	pʰ i ɾ
բիրմա	pʰ i ɾ m ɑ
բիրմաներեն	pʰ i ɾ m ɑ n ɛ ɾ ɛ n
բիրմինգամ	pʰ i ɾ m i ŋ kʰ ɑ m
բիրմինգհեմ	pʰ i ɾ m i ŋ kʰ h ɛ m
բիրմինհամ	pʰ i ɾ m i n h ɑ m
բիրոբիջան	pʰ i ɾ ɔ pʰ i t͡ʃʰ ɑ n
բիրտ	pʰ i ɾ d
բլագովեշչենսկ	pʰ l ɑ kʰ ɔ v ɛ ʃ t͡ʃʰ ɛ n s k
բլբլալ	pʰ ə l pʰ ə l ɑ l
բլբուլ	pʰ ə l pʰ u l
բլթակ	pʰ ə l tʰ ɑ ɡ
բլիթ	pʰ ə l i tʰ
բլղուր	pʰ ə l ʁ u ɾ
բլղուրապուր	pʰ ə l ʁ u ɾ ɑ b u ɾ
բլնգազ	pʰ ə l ə ŋ kʰ ɑ z
բլոգ	pʰ l ɔ kʰ
բլոգեր	pʰ ə l ɔ kʰ ɛ ɾ
բլոկ	pʰ ə l ɔ ɡ
բլոկադա	pʰ l ɔ ɡ ɑ tʰ ɑ
բլոճ	pʰ ə l ɔ d͡ʒ
բլոջ	pʰ ə l ɔ t͡ʃʰ
բլուր	pʰ ə l u ɾ
բխել	pʰ ə χ ɛ l
բհկ	pʰ ə h ə ɡ ə
բհոջպուրի	pʰ h ɔ t͡ʃʰ p u ɾ i
բղավել	pʰ ə ʁ ɑ v ɛ l
բղուղ	pʰ ə ʁ u ʁ
բղջախոհություն	pʰ ə χ t͡ʃʰ ɑ χ ɔ h u tʰ ʏ n
բյուզանդական	pʰ ʏ z ɑ n tʰ ɑ ɡ ɑ n
բյուզանդացի	pʰ ʏ z ɑ n tʰ ɑ t͡sʰ i
բյուզանդիա	pʰ ʏ z ɑ n tʰ j ɑ
բյուզանդիոն	pʰ ʏ z ɑ n tʰ j ɔ n
բյութանիա	pʰ ʏ tʰ ɑ n j ɑ
բյուջե	pʰ ʏ t͡ʃʰ ɛ
բյուջետային	pʰ ʏ t͡ʃʰ ɛ d ɑ j i n
բյուր	pʰ ʏ ɾ
բյուրեղ	pʰ ʏ ɾ ɛ ʁ
բնաբան	pʰ ə n ɑ pʰ ɑ n
բնագիր	pʰ ə n ɑ kʰ i ɾ
բնազանցություն	pʰ ə n ɑ z ɑ n t͡sʰ u tʰ ʏ n
բնազդ	pʰ ə n ɑ s tʰ
բնական	pʰ ə n ɑ ɡ ɑ n
բնակարան	pʰ ə n ɑ ɡ ɑ ɾ ɑ n
բնակել	pʰ ə n ɑ ɡ ɛ l
բնակիչ	pʰ ə n ɑ ɡ i t͡ʃʰ
բնակչություն	pʰ ə n ɑ kʰ t͡ʃʰ u tʰ ʏ n
բնակվել	pʰ ə n ɑ ɡ v ɛ l
բնակտոր	pʰ ə n ɑ ɡ ə d ɔ ɾ
բնապահպանություն	pʰ ə n ɑ b ɑ h b ɑ n u tʰ ʏ n
բնապատկեր	pʰ ə n ɑ b ɑ d ɡ ɛ ɾ
բնավորություն	pʰ ə n ɑ v ɔ ɾ u tʰ ʏ n
բնովի	pʰ ə n ɔ v i
բնորոշ	pʰ ə n ɔ ɾ ɔ ʃ
բնորոշել	pʰ ə n ɔ ɾ ɔ ʃ ɛ l
բնութագրել	pʰ ə n u tʰ ɑ kʰ ə ɾ ɛ l
բնություն	pʰ ə n u tʰ ʏ n
բնույթ	pʰ ə n u j tʰ
բշտիկ	pʰ ə ʃ t i ɡ
բոբիկ	pʰ ɔ pʰ i ɡ
բոգոտա	pʰ ɔ kʰ ɔ d ɑ
բոզ	pʰ ɔ z
բոզավագ	pʰ ɔ z ɑ v ɑ kʰ
բոզբաշ	pʰ ɔ s pʰ ɑ ʃ
բոզի	pʰ ɔ z i
բոզոն	pʰ ɔ z ɔ n
բոզություն	pʰ ɔ z u tʰ ʏ n
բոթսվանա	pʰ ɔ tʰ ə s v ɑ n ɑ
բոժախ	pʰ ɔ ʒ ɑ χ
բոժոժ	pʰ ɔ ʒ ɔ ʒ
բոլիվիա	pʰ ɔ l i v j ɑ
բոլշեւիկ	pʰ ɔ l ʃ ɛ v i ɡ
բոլոնիա	pʰ ɔ l ɔ n j ɑ
բոլոր	pʰ ɔ l ɔ ɾ
բոլորակ	pʰ ɔ l ɔ ɾ ɑ ɡ
բոլորը	pʰ ɔ l ɔ ɾ ə
բոլորշի	pʰ ɔ l ɔ ɾ ʃ i
բոլորովին	pʰ ɔ l ɔ ɾ ɔ v i n
բոլորք	pʰ ɔ l ɔ ɾ kʰ
բոլուկ	pʰ ɔ l u ɡ
բոխատերեւ	pʰ ɔ χ ɑ d ɛ ɾ ɛ v
բոխի	pʰ ɔ χ i
բոկ	pʰ ɔ ɡ
բոկեղ	pʰ ɔ ɡ ɛ ʁ
բոկոտ	pʰ ɔ ɡ ɔ d
բոկոտն	pʰ ɔ ɡ ɔ d ə n
բոհեմիա	pʰ ɔ h ɛ m j ɑ
բոհեմունդ	pʰ ɔ h ɛ m u n tʰ
բող	pʰ ɔ ʁ
բողբոջ	pʰ ɔ χ pʰ ɔ t͡ʃʰ
բողբոջել	pʰ ɔ χ pʰ ɔ t͡ʃʰ ɛ l
բողկ	pʰ ɔ χ k
բողկուկ	pʰ ɔ χ k u ɡ
բողոճ	pʰ ɔ ʁ ɔ d͡ʒ
բողոք	pʰ ɔ ʁ ɔ kʰ
բողոքականություն	pʰ ɔ ʁ ɔ kʰ ɑ ɡ ɑ n u tʰ ʏ n
բողոքարկել	pʰ ɔ ʁ ɔ kʰ ɑ ɾ ɡ ɛ l
բողոքարկում	pʰ ɔ ʁ ɔ kʰ ɑ ɾ ɡ u m
բողոքել	pʰ ɔ ʁ ɔ kʰ ɛ l
բոյ	pʰ ɔ j
բոյաջյան	pʰ ɔ j ɑ t͡ʃʰ j ɑ n
բոյկոտ	pʰ ɔ j ɡ ɔ d
բոնուս	pʰ ɔ n u s
բոշա	pʰ ɔ ʃ ɑ
բոշայերեն	pʰ ɔ ʃ ɑ j ɛ ɾ ɛ n
բոպիկ	pʰ ɔ b i ɡ
բոպլիկ	pʰ ɔ b l i ɡ
բոռ	pʰ ɔ ɾ
բոսնիա	pʰ ɔ s n j ɑ
բոսնիերեն	pʰ ɔ s n j ɛ ɾ ɛ n
բոսոր	pʰ ɔ s ɔ ɾ
բոստան	pʰ ɔ s t ɑ n
բոսֆոր	pʰ ɔ s f ɔ ɾ
բով	pʰ ɔ v
բովանդակ	pʰ ɔ v ɑ n tʰ ɑ ɡ
բովանդակային	pʰ ɔ v ɑ n tʰ ɑ ɡ ɑ j i n
բովանդակություն	pʰ ɔ v ɑ n tʰ ɑ ɡ u tʰ ʏ n
բովել	pʰ ɔ v ɛ l
բոտոշան	pʰ ɔ d ɔ ʃ ɑ n
բոտսվանա	pʰ ɔ d ə s v ɑ n ɑ
բոր	pʰ ɔ ɾ
բորակ	pʰ ɔ ɾ ɑ ɡ
բորան	pʰ ɔ ɾ ɑ n
բորբ	pʰ ɔ ɾ pʰ
բորբոս	pʰ ɔ ɾ pʰ ɔ s
բորբոք	pʰ ɔ ɾ pʰ ɔ kʰ
բորբոքել	pʰ ɔ ɾ pʰ ɔ kʰ ɛ l
բորբոքում	pʰ ɔ ɾ pʰ ɔ kʰ u m
բորդել	pʰ ɔ ɾ tʰ ɛ l
բորեկ	pʰ ɔ ɾ ɛ ɡ
բորենի	pʰ ɔ ɾ ɛ n i
բորժոմ	pʰ ɔ ɾ ʒ ɔ m
բորժոմի	pʰ ɔ ɾ ʒ ɔ m i
բորիում	pʰ ɔ ɾ i u m
բորշչ	pʰ ɔ ɾ ʃ t͡ʃʰ
բորոտ	pʰ ɔ ɾ ɔ d
բոց	pʰ ɔ t͡sʰ
բոցարձակ	pʰ ɔ t͡sʰ ɑ ɾ t͡sʰ ɑ ɡ
բոցեղեն	pʰ ɔ t͡sʰ ɛ ʁ ɛ n
բու	pʰ u
բուգ	pʰ u kʰ
բուդ	pʰ u tʰ
բուդապեշտ	pʰ u tʰ ɑ b ɛ ʃ t
բուդդայականություն	pʰ u tʰː ɑ j ɑ ɡ ɑ n u tʰ ʏ n
բուդդիզմ	pʰ u tʰː i z m
բութ	pʰ u tʰ
բութան	pʰ u tʰ ɑ n
բութանիա	pʰ u tʰ ɑ n j ɑ
բուժել	pʰ u ʒ ɛ l
բուժում	pʰ u ʒ u m
բուժումբուրա	pʰ u ʒ u m pʰ u ɾ ɑ
բուժքույր	pʰ u ʒ kʰ u j ɾ
բուլկի	pʰ u l ɡ i
բուլղարացի	pʰ u l ʁ ɑ ɾ ɑ t͡sʰ i
բուլղարերեն	pʰ u l ʁ ɑ ɾ ɛ ɾ ɛ n
բուլղարիա	pʰ u l ʁ ɑ ɾ j ɑ
բուխ	pʰ u χ
բուխարա	pʰ u χ ɑ ɾ ɑ
բուխարական	pʰ u χ ɑ ɾ ɑ ɡ ɑ n
բուխարեստ	pʰ u χ ɑ ɾ ɛ s t
բուխարիկ	pʰ u χ ɑ ɾ i ɡ
բուծ	pʰ u d͡z
բուծանել	pʰ u d͡z ɑ n ɛ l
բուծել	pʰ u d͡z ɛ l
բուկ	pʰ u ɡ
բուկովինա	pʰ u ɡ ɔ v i n ɑ
բուհ	pʰ u h
բուղա	pʰ u ʁ ɑ
բումերանգ	pʰ u m ɛ ɾ ɑ ŋ kʰ
բույթ	pʰ u j tʰ
բույլ	pʰ u j l
բույն	pʰ u j n
բույս	pʰ u j s
բույր	pʰ u j ɾ
բուն	pʰ u n
բունկալ	pʰ u ŋ ɡ ɑ l
բունկեն	pʰ u ŋ ɡ ɛ n
բունոց	pʰ u n ɔ t͡sʰ
բուշտ	pʰ u ʃ t
բուռ	pʰ u ɾ
բուռն	pʰ u ɾ ə n
բուսաբան	pʰ u s ɑ pʰ ɑ n
բուսաբանություն	pʰ u s ɑ pʰ ɑ n u tʰ ʏ n
բուսական	pʰ u s ɑ ɡ ɑ n
բուսակեր	pʰ u s ɑ ɡ ɛ ɾ
բուսակերություն	pʰ u s ɑ ɡ ɛ ɾ u tʰ ʏ n
բուսանել	pʰ u s ɑ n ɛ l
բուսնել	pʰ u s n ɛ l
բուստ	pʰ u s t
բուտ	pʰ u d
բուրաստան	pʰ u ɾ ɑ s t ɑ n
բուրբոն	pʰ u ɾ pʰ ɔ n
բուրգ	pʰ u ɾ kʰ
բուրգեր	pʰ u ɾ kʰ ɛ ɾ
բուրգունդիա	pʰ u ɾ kʰ u n tʰ j ɑ
բուրգունդյան	pʰ u ɾ kʰ u n tʰ j ɑ n
բուրդ	pʰ u ɾ tʰ
բուրժուազիա	pʰ u ɾ ʒ u ɑ z j ɑ
բուրմունք	pʰ u ɾ m u ŋ kʰ
բուրում	pʰ u ɾ u m
բուրունդի	pʰ u ɾ u n tʰ i
բուրվառ	pʰ u ɾ v ɑ ɾ
բուք	pʰ u kʰ
բոքս	pʰ ɔ kʰ s
բջիջ	pʰ ə t͡ʃʰ i t͡ʃʰ
բջջաբան	pʰ ə t͡ʃʰ ə t͡ʃʰ ɑ pʰ ɑ n
բջջաբանական	pʰ ə t͡ʃʰ ə t͡ʃʰ ɑ pʰ ɑ n ɑ ɡ ɑ n
բջջաբանություն	pʰ ə t͡ʃʰ ə t͡ʃʰ ɑ pʰ ɑ n u tʰ ʏ n
բջջային	pʰ ə t͡ʃʰ ə t͡ʃʰ ɑ j i n
բռի	pʰ ə ɾ i
բռինչ	pʰ ə ɾ i n t͡ʃʰ
բռնաբար	pʰ ə ɾ n ɑ pʰ ɑ ɾ
բռնաբարել	pʰ ə ɾ n ɑ pʰ ɑ ɾ ɛ l
բռնաբարություն	pʰ ə ɾ n ɑ pʰ ɑ ɾ u tʰ ʏ n
բռնազավթում	pʰ ə ɾ n ɑ z ɑ f tʰ u m
բռնակալ	pʰ ə ɾ n ɑ ɡ ɑ l
բռնապետ	pʰ ə ɾ n ɑ b ɛ d
բռնել	pʰ ə ɾ n ɛ l
բռնոցի	pʰ ə ɾ n ɔ t͡sʰ i
բռնություն	pʰ ə ɾ n u tʰ ʏ n
բռնչի	pʰ ə ɾ ə n t͡ʃʰ i
բռունցք	pʰ ə ɾ u n t͡sʰ kʰ
բվեճ	pʰ ə v ɛ d͡ʒ
բտել	pʰ ə d ɛ l
բրազիլիա	pʰ ɾ ɑ z i l j ɑ
բրատիսլավա	pʰ ɾ ɑ d i s l ɑ v ɑ
բրդել	pʰ ə ɾ tʰ ɛ l
բրդյա	pʰ ə ɾ tʰ j ɑ
բրեժնեւ	pʰ ə ɾ ɛ ʒ n ɛ v
բրեժնեւ	pʰ ɾ ɛ ʒ n ɛ v
բրետ	pʰ ə ɾ ɛ d
բրետոներեն	pʰ ɾ ɛ d ɔ n ɛ ɾ ɛ n
բրեցել	pʰ ɾ ɛ t͡sʰ ɛ l
բրթել	pʰ ə ɾ tʰ ɛ l
բրինձ	pʰ ə ɾ i n d͡z
բրինձ	pʰ ə ɾ i n t͡sʰ
բրիչ	pʰ ə ɾ i t͡ʃʰ
բրիտանական	pʰ ɾ i d ɑ n ɑ ɡ ɑ n
բրիտանացի	pʰ ɾ i d ɑ n ɑ t͡sʰ i
բրիտանիա	pʰ ɾ i d ɑ n j ɑ
բրյանսկ	pʰ ɾ j ɑ n s k
բրյուսել	pʰ ɾ ʏ s ɛ l
բրնձապուր	pʰ ə ɾ ə n d͡z ɑ b u ɾ
բրնձապուր	pʰ ə ɾ ə n t͡sʰ ɑ b u ɾ
բրոմ	pʰ ɾ ɔ m
բրոնզ	pʰ ə ɾ ɔ n z
բրոշ	pʰ ə ɾ ɔ ʃ
բրոունյան	pʰ ɾ ɔ u n j ɑ n
բրունեյ	pʰ ɾ u n ɛ j
բրուտ	pʰ ɾ u d
բրուցելոզ	pʰ ɾ u t͡sʰ ɛ l ɔ z
գ	kʰ ə
գաբոն	kʰ ɑ pʰ ɔ n
գաբորոնե	kʰ ɑ pʰ ɔ ɾ ɔ n ɛ
գաբրիել	kʰ ɑ pʰ ɾ i j ɛ l
գագաթ	kʰ ɑ kʰ ɑ tʰ
գագաթնաժողով	kʰ ɑ kʰ ɑ tʰ n ɑ ʒ ɔ ʁ ɔ v
գագիկ	kʰ ɑ kʰ i ɡ
գագուլ	kʰ ɑ kʰ u l
գագուլիկ	kʰ ɑ kʰ u l i ɡ
գագրա	kʰ ɑ kʰ ɾ ɑ
գադես	kʰ ɑ tʰ ɛ s
գադոլինիում	kʰ ɑ tʰ ɔ l i n i j u m
գազ	kʰ ɑ z
գազա	kʰ ɑ z ɑ
գազալցակայան	kʰ ɑ z ɑ l ə t͡sʰ ɑ ɡ ɑ j ɑ n
գազախ	kʰ ɑ z ɑ χ
գազայի	kʰ ɑ z ɑ j i
գազան	kʰ ɑ z ɑ n
գազանանոց	kʰ ɑ z ɑ n ɑ n ɔ t͡sʰ
գազանություն	kʰ ɑ z ɑ n u tʰ ʏ n
գազավոն	kʰ ɑ z ɑ v ɔ n
գազար	kʰ ɑ z ɑ ɾ
գազարագույն	kʰ ɑ z ɑ ɾ ɑ kʰ u j n
գազոն	kʰ ɑ z ɔ n
գազոնահնձիչ	kʰ ɑ z ɔ n ɑ h ə n t͡sʰ i t͡ʃʰ
գաթա	kʰ ɑ tʰ ɑ
գալ	kʰ ɑ l
գալակտիկա	kʰ ɑ l ɑ ɡ d i ɡ ɑ
գալակտիկական	kʰ ɑ l ɑ ɡ d i ɡ ɑ ɡ ɑ n
գալար	kʰ ɑ l ɑ ɾ
գալարել	kʰ ɑ l ɑ ɾ ɛ l
գալարվել	kʰ ɑ l ɑ ɾ v ɛ l
գալեն	kʰ ɑ l ɛ n
գալիլեա	kʰ ɑ l i l ɛ j ɑ
գալիլեյ	kʰ ɑ l i l ɛ j
գալիլիա	kʰ ɑ l i l j ɑ
գալիում	kʰ ɑ l i j u m
գալիում	kʰ ɑ l i ʏ m
գալիս	kʰ ɑ l i s
գալիցիա	kʰ ɑ l i t͡sʰ j ɑ
գալյեգո	kʰ ɑ l j ɛ kʰ ɔ
գալուստ	kʰ ɑ l u s t
գալստյան	kʰ ɑ l ə s t j ɑ n
գալստուկ	kʰ ɑ l s t u ɡ
գահ	kʰ ɑ h
գահակալել	kʰ ɑ h ɑ ɡ ɑ l ɛ l
գահասրահ	kʰ ɑ h ɑ s ə ɾ ɑ h
գահավանդ	kʰ ɑ h ɑ v ɑ n tʰ
գահավանդակ	kʰ ɑ h ɑ v ɑ n tʰ ɑ ɡ
գահիրե	kʰ ɑ h i ɾ ɛ
գահույք	kʰ ɑ h u j kʰ
գաղատիա	kʰ ɑ ʁ ɑ d j ɑ
գաղափար	kʰ ɑ ʁ ɑ pʰ ɑ ɾ
գաղափարագիր	kʰ ɑ ʁ ɑ pʰ ɑ ɾ ɑ kʰ i ɾ
գաղափարախոս	kʰ ɑ ʁ ɑ pʰ ɑ ɾ ɑ χ ɔ s
