'tamo'	t̪ a m o
alirroja	a l i r o x a
alirrojas	a l i r o x a s
alirrojo	a l i r o x o
alirrojos	a l i r o x o s
alisada	a l i s a ð̞ a
alisadas	a l i s a ð̞ a s
alisado	a l i s a ð̞ o
alisados	a l i s a ð̞ o s
alisal	a l i s a l
alisamiento	a l i s a m j ẽ n̪ t̪ o
alisando	a l i s ã n̪ d̪ o
alisante	a l i s ã n̪ t̪ e
alisar	a l i s a ɾ
aliscafo	a l i s k a f o
alíscafo	a l i s k a f o
aliseda	a l i s e ð̞ a
alisio	a l i s j o
aliso	a l i s o
alistada	a l i s t̪ a ð̞ a
alistadas	a l i s t̪ a ð̞ a s
alistado	a l i s t̪ a ð̞ o
alistados	a l i s t̪ a ð̞ o s
alistamiento	a l i s t̪ a m j ẽ n̪ t̪ o
alistana	a l i s t̪ a n a
alistar	a l i s t̪ a ɾ
alita	a l i t̪ a
alitán	a l i t̪ ã n
aliteración	a l i t̪ e ɾ a s j õ n
aliteraciones	a l i t̪ e ɾ a s j o n e s
aliterativo	a l i t̪ e ɾ a t̪ i β̞ o
Aliud	a l j u ð̞
alivia	a l i β̞ j a
aliviada	a l i β̞ j a ð̞ a
aliviadas	a l i β̞ j a ð̞ a s
aliviadero	a l i β̞ j a ð̞ e ɾ o
aliviado	a l i β̞ j a ð̞ o
aliviador	a l i β̞ j a ð̞ o ɾ
aliviados	a l i β̞ j a ð̞ o s
aliviamos	a l i β̞ j a m o s
alivianada	a l i β̞ j a n a ð̞ a
alivianadas	a l i β̞ j a n a ð̞ a s
alivianado	a l i β̞ j a n a ð̞ o
alivianados	a l i β̞ j a n a ð̞ o s
alivianar	a l i β̞ j a n a ɾ
aliviar	a l i β̞ j a ɾ
aliviarse	a l i β̞ j a ɾ s e
alivie	a l i β̞ j e
aliviemos	a l i β̞ j e m o s
alivies	a l i β̞ j e s
alivio	a l i β̞ j o
alizarí	a l i s a ɾ i
alizarina	a l i s a ɾ i n a
aljaba	a l x a β̞ a
aljama	a l x a m a
aljamía	a l x a m i a
aljamiado	a l x a m j a ð̞ o
aljez	a l x e s
aljibe	a l x i β̞ e
aljofaina	a l x o f a i̯ n a
aljófar	a l x o f a ɾ
aljofifa	a l x o f i f a
aljofor	a l x o f o ɾ
Aljovín	a l x o β̞ ĩ n
aljuba	a l x u β̞ a
allá	a ʝ a
allá	a ʝ a
allanada	a ʝ a n a ð̞ a
allanada	a ʝ a n a ð̞ a
allanadas	a ʝ a n a ð̞ a s
allanadas	a ʝ a n a ð̞ a s
allanado	a ʝ a n a ð̞ o
allanado	a ʝ a n a ð̞ o
allanador	a ʝ a n a ð̞ o ɾ
allanador	a ʝ a n a ð̞ o ɾ
allanados	a ʝ a n a ð̞ o s
allanados	a ʝ a n a ð̞ o s
allanamiento	a ʝ a n a m j ẽ n̪ t̪ o
allanamiento	a ʝ a n a m j ẽ n̪ t̪ o
allanar	a ʝ a n a ɾ
allanar	a ʝ a n a ɾ
allegada	a ʝ e ɣ̞ a ð̞ a
allegada	a ʝ e ɣ̞ a ð̞ a
allegadas	a ʝ e ɣ̞ a ð̞ a s
allegadas	a ʝ e ɣ̞ a ð̞ a s
allegado	a ʝ e ɣ̞ a ð̞ o
allegado	a ʝ e ɣ̞ a ð̞ o
allegados	a ʝ e ɣ̞ a ð̞ o s
allegados	a ʝ e ɣ̞ a ð̞ o s
allegar	a ʝ e ɣ̞ a ɾ
allegar	a ʝ e ɣ̞ a ɾ
allende	a ʝ ẽ n̪ d̪ e
allende	a ʝ ẽ n̪ d̪ e
Allende	a ʝ ẽ n̪ d̪ e
Allende	a ʝ ẽ n̪ d̪ e
allendismo	a ʝ ẽ n̪ d̪ i z m o
allendismo	a ʝ ẽ n̪ d̪ i z m o
allendista	a ʝ ẽ n̪ d̪ i s t̪ a
allendista	a ʝ ẽ n̪ d̪ i s t̪ a
alleniano	a l e n j a n o
allerana	a ʝ e ɾ a n a
allerana	a ʝ e ɾ a n a
allerano	a ʝ e ɾ a n o
allerano	a ʝ e ɾ a n o
allí	a ʝ i
allí	a ʝ i
alloza	a ʝ o s a
alloza	a ʝ o s a
allozas	a ʝ o s a s
allozas	a ʝ o s a s
alma	a l m a
Alma	a l m a
almacabra	a l m a k a β̞ ɾ a
almacén	a l m a s ẽ n
almacenable	a l m a s e n a β̞ l e
almacenada	a l m a s e n a ð̞ a
almacenadas	a l m a s e n a ð̞ a s
almacenado	a l m a s e n a ð̞ o
almacenador	a l m a s e n a ð̞ o ɾ
almacenados	a l m a s e n a ð̞ o s
almacenaje	a l m a s e n a x e
almacenamiento	a l m a s e n a m j ẽ n̪ t̪ o
almacenar	a l m a s e n a ɾ
almacenera	a l m a s e n e ɾ a
almacenero	a l m a s e n e ɾ o
almacenista	a l m a s e n i s t̪ a
almáciga	a l m a s i ɣ̞ a
almácigo	a l m a s i ɣ̞ o
almádana	a l m a ð̞ a n a
Almadén	a l m a ð̞ ẽ n
almadén	a l m a ð̞ ẽ n
almádena	a l m a ð̞ e n a
almadía	a l m a ð̞ i a
almadraba	a l m a ð̞ ɾ a β̞ a
almadreña	a l m a ð̞ ɾ e ɲ a
almagra	a l m a ɣ̞ ɾ a
almagrada	a l m a ɣ̞ ɾ a ð̞ a
almagradas	a l m a ɣ̞ ɾ a ð̞ a s
almagrado	a l m a ɣ̞ ɾ a ð̞ o
almagrados	a l m a ɣ̞ ɾ a ð̞ o s
almagrar	a l m a ɣ̞ ɾ a ɾ
almagre	a l m a ɣ̞ ɾ e
almagrista	a l m a ɣ̞ ɾ i s t̪ a
Almagro	a l m a ɣ̞ ɾ o
Almaguer	a l m a ɣ̞ e ɾ
almajaneque	a l m a x a n e k e
almajo	a l m a x o
almanaque	a l m a n a k e
almandino	a l m ã n̪ d̪ i n o
almanegra	a l m a n e ɣ̞ ɾ a
almanseño	a l m ã n s e ɲ o
Almanza	a l m ã n s a
Almánzar	a l m ã n s a ɾ
Almaraz	a l m a ɾ a s
Almario	a l m a ɾ j o
almarrá	a l m a r a
almártaga	a l m a ɾ t̪ a ɣ̞ a
almártagas	a l m a ɾ t̪ a ɣ̞ a s
almas	a l m a s
almatriche	a l m a t̪ ɾ i t͡ʃ e
Almatý	a l m a t̪ i
Almazán	a l m a s ã n
almazara	a l m a s a ɾ a
almazarrón	a l m a s a r õ n
almazuela	a l m a s w e l a
almea	a l m e a
almecino	a l m e s i n o
almecinos	a l m e s i n o s
Almeda	a l m e ð̞ a
Almeida	a l m e i̯ ð̞ a
almeja	a l m e x a
almena	a l m e n a
almenado	a l m e n a ð̞ o
almenaje	a l m e n a x e
almenar	a l m e n a ɾ
almenara	a l m e n a ɾ a
Almendares	a l m ẽ n̪ d̪ a ɾ e s
Almendárez	a l m ẽ n̪ d̪ a ɾ e s
almendra	a l m ẽ n̪ d̪ ɾ a
Almendra	a l m ẽ n̪ d̪ ɾ a
almendrado	a l m ẽ n̪ d̪ ɾ a ð̞ o
almendral	a l m ẽ n̪ d̪ ɾ a l
Almendralejo	a l m ẽ n̪ d̪ ɾ a l e x o
almendrar	a l m ẽ n̪ d̪ ɾ a ɾ
Almendras	a l m ẽ n̪ d̪ ɾ a s
almendro	a l m ẽ n̪ d̪ ɾ o
almendrón	a l m ẽ n̪ d̪ ɾ õ n
almendrones	a l m ẽ n̪ d̪ ɾ o n e s
almendruco	a l m ẽ n̪ d̪ ɾ u k o
Almería	a l m e ɾ i a
almeriense	a l m e ɾ j ẽ n s e
almete	a l m e t̪ e
Almeyda	a l m e i̯ ð̞ a
almez	a l m e s
almeza	a l m e s a
almezal	a l m e s a l
almezo	a l m e s o
almiar	a l m j a ɾ
almíbar	a l m i β̞ a ɾ
almibarado	a l m i β̞ a ɾ a ð̞ o
almibarar	a l m i β̞ a ɾ a ɾ
almidana	a l m i ð̞ a n a
almidón	a l m i ð̞ õ n
almidonada	a l m i ð̞ o n a ð̞ a
almidonadas	a l m i ð̞ o n a ð̞ a s
almidonado	a l m i ð̞ o n a ð̞ o
almidonados	a l m i ð̞ o n a ð̞ o s
almidonar	a l m i ð̞ o n a ɾ
almidonería	a l m i ð̞ o n e ɾ i a
almilla	a l m i ʝ a
almilla	a l m i ʝ a
alminar	a l m i n a ɾ
almiquí	a l m i k i
almiranta	a l m i ɾ ã n̪ t̪ a
almirantazgo	a l m i ɾ ã n̪ t̪ a z ɣ̞ o
almirante	a l m i ɾ ã n̪ t̪ e
almirez	a l m i ɾ e s
almirón	a l m i ɾ õ n
almita	a l m i t̪ a
almizclada	a l m i s k l a ð̞ a
almizcladas	a l m i s k l a ð̞ a s
almizclado	a l m i s k l a ð̞ o
almizclados	a l m i s k l a ð̞ o s
almizclar	a l m i s k l a ɾ
almizcle	a l m i s k l e
almizcleño	a l m i s k l e ɲ o
almizclera	a l m i s k l e ɾ a
almizclero	a l m i s k l e ɾ o
almo	a l m o
almocafre	a l m o k a f ɾ e
almocafres	a l m o k a f ɾ e s
Almodóvar	a l m o ð̞ o β̞ a ɾ
almodovariana	a l m o ð̞ o β̞ a ɾ j a n a
almodovariano	a l m o ð̞ o β̞ a ɾ j a n o
almodovarianos	a l m o ð̞ o β̞ a ɾ j a n o s
almofalla	a l m o f a ʝ a
almofalla	a l m o f a ʝ a
almogávar	a l m o ɣ̞ a β̞ a ɾ
almogávares	a l m o ɣ̞ a β̞ a ɾ e s
almohada	a l m o a ð̞ a
almohade	a l m o a ð̞ e
almohadilla	a l m o a ð̞ i ʝ a
almohadilla	a l m o a ð̞ i ʝ a
almohadillado	a l m o a ð̞ i ʝ a ð̞ o
almohadillado	a l m o a ð̞ i ʝ a ð̞ o
almohadillar	a l m o a ð̞ i ʝ a ɾ
almohadillar	a l m o a ð̞ i ʝ a ɾ
almohadita	a l m o a ð̞ i t̪ a
almohadón	a l m o a ð̞ õ n
almohazada	a l m o a s a ð̞ a
almohazadas	a l m o a s a ð̞ a s
almohazado	a l m o a s a ð̞ o
almohazados	a l m o a s a ð̞ o s
almohazar	a l m o a s a ɾ
almojábana	a l m o x a β̞ a n a
almojábano	a l m o x a β̞ a n o
almojama	a l m o x a m a
almojarife	a l m o x a ɾ i f e
almóndiga	a l m õ n̪ d̪ i ɣ̞ a
almóndigas	a l m õ n̪ d̪ i ɣ̞ a s
almoneda	a l m o n e ð̞ a
almonteño	a l m õ n̪ t̪ e ɲ o
almoraduj	a l m o ɾ a ð̞ u x
almorávide	a l m o ɾ a β̞ i ð̞ e
almorçar	a l m o ɾ s a ɾ
almorejo	a l m o ɾ e x o
almorrana	a l m o r a n a
almorta	a l m o ɾ t̪ a
almorzada	a l m o ɾ s a ð̞ a
almorzadas	a l m o ɾ s a ð̞ a s
almorzado	a l m o ɾ s a ð̞ o
almorzados	a l m o ɾ s a ð̞ o s
almorzando	a l m o ɾ s ã n̪ d̪ o
almorzar	a l m o ɾ s a ɾ
almotacén	a l m o t̪ a s ẽ n
almotacenazgo	a l m o t̪ a s e n a z ɣ̞ o
almotacenazgos	a l m o t̪ a s e n a z ɣ̞ o s
Almu	a l m u
almud	a l m u ð̞
Almudena	a l m u ð̞ e n a
almudes	a l m u ð̞ e s
almuecín	a l m w e s ĩ n
almuédano	a l m w e ð̞ a n o
almuerço	a l m w e ɾ s o
almuerzo	a l m w e ɾ s o
almunia	a l m u n j a
alnada	a l n a ð̞ a
alnado	a l n a ð̞ o
álnico	a l n i k o
aló	a l o
alobada	a l o β̞ a ð̞ a
alobadas	a l o β̞ a ð̞ a s
alobado	a l o β̞ a ð̞ o
alobado	a l o β̞ a o
alobados	a l o β̞ a ð̞ o s
alóbroges	a l o β̞ ɾ o x e s
alocada	a l o k a ð̞ a
alocadamente	a l o k a ð̞ a m ẽ n̪ t̪ e
alocadas	a l o k a ð̞ a s
alocado	a l o k a ð̞ o
alocados	a l o k a ð̞ o s
alocando	a l o k ã n̪ d̪ o
alocar	a l o k a ɾ
alocarse	a l o k a ɾ s e
aloco	a l o k o
alocó	a l o k o
alóctono	a l o ɣ̞ t̪ o n o
alocución	a l o k u s j õ n
Alodia	a l o ð̞ j a
alodial	a l o ð̞ j a l
alodiales	a l o ð̞ j a l e s
alodinia	a l o ð̞ i n j a
alodio	a l o ð̞ j o
aloe	a l o e
áloe	a l o e
alófona	a l o f o n a
alófonas	a l o f o n a s
alofónico	a l o f o n i k o
alófono	a l o f o n o
alófonos	a l o f o n o s
alógena	a l o x e n a
alógenas	a l o x e n a s
alogénico	a l o x e n i k o
alógeno	a l o x e n o
alógenos	a l o x e n o s
aloinmune	a l o ĩ m m u n e
aloinmunes	a l o ĩ m m u n e s
aloinmunidad	a l o ĩ m m u n i ð̞ a ð̞
aloinmunización	a l o ĩ m m u n i s a s j õ n
aloja	a l o x a
alojada	a l o x a ð̞ a
alojadas	a l o x a ð̞ a s
alojado	a l o x a ð̞ o
alojados	a l o x a ð̞ o s
alójala	a l o x a l a
alójalas	a l o x a l a s
alójale	a l o x a l e
alójales	a l o x a l e s
alójalo	a l o x a l o
alójalos	a l o x a l o s
alójame	a l o x a m e
alojamiento	a l o x a m j ẽ n̪ t̪ o
alojamos	a l o x a m o s
alojando	a l o x ã n̪ d̪ o
alójanos	a l o x a n o s
alojar	a l o x a ɾ
alojara	a l o x a ɾ a
alojará	a l o x a ɾ a
alojáramos	a l o x a ɾ a m o s
alojaras	a l o x a ɾ a s
alojarás	a l o x a ɾ a s
alojareis	a l o x a ɾ e i̯ s
alojaremos	a l o x a ɾ e m o s
alojares	a l o x a ɾ e s
alojaríamos	a l o x a ɾ i a m o s
alojas	a l o x a s
alojaste	a l o x a s t̪ e
alojativo	a l o x a t̪ i β̞ o
aloje	a l o x e
alojemos	a l o x e m o s
alojes	a l o x e s
alojo	a l o x o
alomado	a l o m a ð̞ o
alomadre	a l o m a ð̞ ɾ e
alombra	a l õ m b ɾ a
alombras	a l õ m b ɾ a s
alometría	a l o m e t̪ ɾ i a
alomorfo	a l o m o ɾ f o
Alondra	a l õ n̪ d̪ ɾ a
alondra	a l õ n̪ d̪ ɾ a
alongada	a l õ ŋ ɡ a ð̞ a
alongadas	a l õ ŋ ɡ a ð̞ a s
alongado	a l õ ŋ ɡ a ð̞ o
alongados	a l õ ŋ ɡ a ð̞ o s
alongar	a l õ ŋ ɡ a ɾ
Alonso	a l õ n s o
aloparental	a l o p a ɾ ẽ n̪ t̪ a l
alopatía	a l o p a t̪ i a
alopátrico	a l o p a t̪ ɾ i k o
alopecia	a l o p e s j a
alopécico	a l o p e s i k o
aloque	a l o k e
aloqué	a l o k e
alora	a l o ɾ a
alosa	a l o s a
alosaurio	a l o s a u̯ ɾ j o
alosna	a l o z n a
alostasis	a l o s t̪ a s i s
alotetraploide	a l o t̪ e t̪ ɾ a p l o i̯ ð̞ e
alotropía	a l o t̪ ɾ o p i a
alotrópica	a l o t̪ ɾ o p i k a
alotrópicas	a l o t̪ ɾ o p i k a s
alotrópico	a l o t̪ ɾ o p i k o
alotrópicos	a l o t̪ ɾ o p i k o s
aloya	a l o ʝ a
aloyas	a l o ʝ a s
alozima	a l o s i m a
alpaca	a l p a k a
alpaquero	a l p a k e ɾ o
alpargata	a l p a ɾ ɣ̞ a t̪ a
alpargatero	a l p a ɾ ɣ̞ a t̪ e ɾ o
alpechín	a l p e t͡ʃ ĩ n
alperujo	a l p e ɾ u x o
Alpes	a l p e s
alpestre	a l p e s t̪ ɾ e
alpina	a l p i n a
alpinismo	a l p i n i z m o
alpinista	a l p i n i s t̪ a
alpino	a l p i n o
alpiste	a l p i s t̪ e
Alpízar	a l p i s a ɾ
alprazolam	a l p ɾ a s o l ã m
alpujarreña	a l p u x a r e ɲ a
alpujarreño	a l p u x a r e ɲ o
alquenilo	a l k e n i l o
alqueno	a l k e n o
alquequenje	a l k e k ẽ ŋ x e
alquería	a l k e ɾ i a
alquibla	a l k i β̞ l a
alquicel	a l k i s e l
alquicer	a l k i s e ɾ
alquilable	a l k i l a β̞ l e
alquilada	a l k i l a ð̞ a
alquiladas	a l k i l a ð̞ a s
alquilado	a l k i l a ð̞ o
alquilador	a l k i l a ð̞ o ɾ
alquilados	a l k i l a ð̞ o s
alquilante	a l k i l ã n̪ t̪ e
alquilar	a l k i l a ɾ
alquilé	a l k i l e
alquiler	a l k i l e ɾ
alquilo	a l k i l o
alquimia	a l k i m j a
alquímica	a l k i m i k a
alquímico	a l k i m i k o
alquimila	a l k i m i l a
alquimista	a l k i m i s t̪ a
alquino	a l k i n o
alquitara	a l k i t̪ a ɾ a
alquitarada	a l k i t̪ a ɾ a ð̞ a
alquitaradas	a l k i t̪ a ɾ a ð̞ a s
alquitarado	a l k i t̪ a ɾ a ð̞ o
alquitarados	a l k i t̪ a ɾ a ð̞ o s
alquitarar	a l k i t̪ a ɾ a ɾ
alquitrán	a l k i t̪ ɾ ã n
alquitranada	a l k i t̪ ɾ a n a ð̞ a
alquitranadas	a l k i t̪ ɾ a n a ð̞ a s
alquitranado	a l k i t̪ ɾ a n a ð̞ o
alquitranados	a l k i t̪ ɾ a n a ð̞ o s
alquitranar	a l k i t̪ ɾ a n a ɾ
Alquízar	a l k i s a ɾ
alquizareño	a l k i s a ɾ e ɲ o
alrandon	a l r ã n̪ d̪ õ n
alrededor	a l r e ð̞ e ð̞ o ɾ
alrededores	a l r e ð̞ e ð̞ o ɾ e s
alrota	a l r o t̪ a
alsa	a l s a
Alsacia	a l s a s j a
alsaciana	a l s a s j a n a
alsaciano	a l s a s j a n o
Alsasua	a l s a s w a
álsine	a l s i n e
álsines	a l s i n e s
alta	a l̪ t̪ a
Altagracia	a l̪ t̪ a ɣ̞ ɾ a s j a
altái	a l̪ t̪ a i̯
altamente	a l̪ t̪ a m ẽ n̪ t̪ e
Altamira	a l̪ t̪ a m i ɾ a
Altamirano	a l̪ t̪ a m i ɾ a n o
altamirense	a l̪ t̪ a m i ɾ ẽ n s e
altanería	a l̪ t̪ a n e ɾ i a
altanero	a l̪ t̪ a n e ɾ o
altar	a l̪ t̪ a ɾ
altas	a l̪ t̪ a s
altavoz	a l̪ t̪ a β̞ o s
altazimutal	a l̪ t̪ a s i m u t̪ a l
alte	a l̪ t̪ e
Altea	a l̪ t̪ e a
alteada	a l̪ t̪ e a ð̞ a
alteadas	a l̪ t̪ e a ð̞ a s
alteado	a l̪ t̪ e a ð̞ o
alteados	a l̪ t̪ e a ð̞ o s
altear	a l̪ t̪ e a ɾ
altense	a l̪ t̪ ẽ n s e
alteña	a l̪ t̪ e ɲ a
alteño	a l̪ t̪ e ɲ o
alteo	a l̪ t̪ e o
alterabilidad	a l̪ t̪ e ɾ a β̞ i l i ð̞ a ð̞
alterable	a l̪ t̪ e ɾ a β̞ l e
alteración	a l̪ t̪ e ɾ a s j õ n
alterada	a l̪ t̪ e ɾ a ð̞ a
alteradas	a l̪ t̪ e ɾ a ð̞ a s
alteradísimo	a l̪ t̪ e ɾ a ð̞ i s i m o
alterado	a l̪ t̪ e ɾ a ð̞ o
alterador	a l̪ t̪ e ɾ a ð̞ o ɾ
alteradora	a l̪ t̪ e ɾ a ð̞ o ɾ a
alterados	a l̪ t̪ e ɾ a ð̞ o s
alterando	a l̪ t̪ e ɾ ã n̪ d̪ o
alterar	a l̪ t̪ e ɾ a ɾ
altercación	a l̪ t̪ e ɾ k a s j õ n
altercaciones	a l̪ t̪ e ɾ k a s j o n e s
altercada	a l̪ t̪ e ɾ k a ð̞ a
altercadas	a l̪ t̪ e ɾ k a ð̞ a s
altercado	a l̪ t̪ e ɾ k a ð̞ o
altercados	a l̪ t̪ e ɾ k a ð̞ o s
altercar	a l̪ t̪ e ɾ k a ɾ
alteridad	a l̪ t̪ e ɾ i ð̞ a ð̞
alterna	a l̪ t̪ e ɾ n a
alternabilidad	a l̪ t̪ e ɾ n a β̞ i l i ð̞ a ð̞
alternación	a l̪ t̪ e ɾ n a s j õ n
alternada	a l̪ t̪ e ɾ n a ð̞ a
alternadamente	a l̪ t̪ e ɾ n a ð̞ a m ẽ n̪ t̪ e
alternadas	a l̪ t̪ e ɾ n a ð̞ a s
alternado	a l̪ t̪ e ɾ n a ð̞ o
alternador	a l̪ t̪ e ɾ n a ð̞ o ɾ
alternados	a l̪ t̪ e ɾ n a ð̞ o s
alternancia	a l̪ t̪ e ɾ n ã n s j a
alternando	a l̪ t̪ e ɾ n ã n̪ d̪ o
alternante	a l̪ t̪ e ɾ n ã n̪ t̪ e
alternantes	a l̪ t̪ e ɾ n ã n̪ t̪ e s
alternar	a l̪ t̪ e ɾ n a ɾ
alternas	a l̪ t̪ e ɾ n a s
alternativa	a l̪ t̪ e ɾ n a t̪ i β̞ a
alternativamente	a l̪ t̪ e ɾ n a t̪ i β̞ a m ẽ n̪ t̪ e
alternativas	a l̪ t̪ e ɾ n a t̪ i β̞ a s
alternativo	a l̪ t̪ e ɾ n a t̪ i β̞ o
alternativos	a l̪ t̪ e ɾ n a t̪ i β̞ o s
alterne	a l̪ t̪ e ɾ n e
alterno	a l̪ t̪ e ɾ n o
alternos	a l̪ t̪ e ɾ n o s
altero	a l̪ t̪ e ɾ o
alteró	a l̪ t̪ e ɾ o
alteza	a l̪ t̪ e s a
althusseriano	a l̪ t̪ u s e ɾ j a n o
altibajo	a l̪ t̪ i β̞ a x o
altibajos	a l̪ t̪ i β̞ a x o s
altillo	a l̪ t̪ i ʝ o
altillo	a l̪ t̪ i ʝ o
altilocuencia	a l̪ t̪ i l o k w ẽ n s j a
altilocuente	a l̪ t̪ i l o k w ẽ n̪ t̪ e
altílocuo	a l̪ t̪ i l o k w o
altimetría	a l̪ t̪ i m e t̪ ɾ i a
altimétrico	a l̪ t̪ i m e t̪ ɾ i k o
altímetro	a l̪ t̪ i m e t̪ ɾ o
altiplánica	a l̪ t̪ i p l a n i k a
altiplánicas	a l̪ t̪ i p l a n i k a s
altiplanicie	a l̪ t̪ i p l a n i s j e
altiplánico	a l̪ t̪ i p l a n i k o
altiplánicos	a l̪ t̪ i p l a n i k o s
altiplano	a l̪ t̪ i p l a n o
altiplanos	a l̪ t̪ i p l a n o s
altísimo	a l̪ t̪ i s i m o
Altísimo	a l̪ t̪ i s i m o
altisonancia	a l̪ t̪ i s o n ã n s j a
altisonante	a l̪ t̪ i s o n ã n̪ t̪ e
altísono	a l̪ t̪ i s o n o
altitud	a l̪ t̪ i t̪ u ð̞
altitudinal	a l̪ t̪ i t̪ u ð̞ i n a l
altiva	a l̪ t̪ i β̞ a
altivamente	a l̪ t̪ i β̞ a m ẽ n̪ t̪ e
altiveces	a l̪ t̪ i β̞ e s e s
altivez	a l̪ t̪ i β̞ e s
altiveza	a l̪ t̪ i β̞ e s a
altivo	a l̪ t̪ i β̞ o
alto	a l̪ t̪ o
altos	a l̪ t̪ o s
altostrato	a l̪ t̪ o s t̪ ɾ a t̪ o
altote	a l̪ t̪ o t̪ e
altozano	a l̪ t̪ o s a n o
altramuz	a l̪ t̪ ɾ a m u s
altricial	a l̪ t̪ ɾ i s j a l
altrosa	a l̪ t̪ ɾ o s a
altruismo	a l̪ t̪ ɾ w i z m o
altruismo	a l̪ t̪ ɾ u i z m o
altruista	a l̪ t̪ ɾ u i s t̪ a
altruistamente	a l̪ t̪ ɾ u i s t̪ a m ẽ n̪ t̪ e
altura	a l̪ t̪ u ɾ a
alubia	a l u β̞ j a
aluciflipada	a l u s i f l i p a ð̞ a
aluciflipadas	a l u s i f l i p a ð̞ a s
aluciflipado	a l u s i f l i p a ð̞ o
aluciflipados	a l u s i f l i p a ð̞ o s
aluciflipar	a l u s i f l i p a ɾ
alucín	a l u s ĩ n
alucina	a l u s i n a
alucinación	a l u s i n a s j õ n
alucinada	a l u s i n a ð̞ a
alucinadas	a l u s i n a ð̞ a s
alucinado	a l u s i n a ð̞ o
alucinados	a l u s i n a ð̞ o s
alucinante	a l u s i n ã n̪ t̪ e
alucinar	a l u s i n a ɾ
alucinatorio	a l u s i n a t̪ o ɾ j o
alucinógeno	a l u s i n o x e n o
alud	a l u ð̞
aludida	a l u ð̞ i ð̞ a
aludidas	a l u ð̞ i ð̞ a s
aludido	a l u ð̞ i ð̞ o
aludidos	a l u ð̞ i ð̞ o s
aludir	a l u ð̞ i ɾ
aludo	a l u ð̞ o
aluego	a l w e ɣ̞ o
alumbrada	a l ũ m b ɾ a ð̞ a
alumbradas	a l ũ m b ɾ a ð̞ a s
alumbrado	a l ũ m b ɾ a ð̞ o
alumbrados	a l ũ m b ɾ a ð̞ o s
alumbramiento	a l ũ m b ɾ a m j ẽ n̪ t̪ o
alumbrar	a l ũ m b ɾ a ɾ
alumbre	a l ũ m b ɾ e
alúmina	a l u m i n a
aluminio	a l u m i n j o
aluminita	a l u m i n i t̪ a
aluminizar	a l u m i n i s a ɾ
aluminosis	a l u m i n o s i s
aluminoso	a l u m i n o s o
alumna	a l ũ m n a
alumnado	a l ũ m n a ð̞ o
alumne	a l ũ m n e
alumnes	a l ũ m n e s
alumnita	a l ũ m n i t̪ a
alumno	a l ũ m n o
alunizada	a l u n i s a ð̞ a
alunizadas	a l u n i s a ð̞ a s
alunizado	a l u n i s a ð̞ o
alunizados	a l u n i s a ð̞ o s
alunizaje	a l u n i s a x e
alunizar	a l u n i s a ɾ
alusión	a l u s j õ n
alusiva	a l u s i β̞ a
alusivas	a l u s i β̞ a s
alusivo	a l u s i β̞ o
alusivos	a l u s i β̞ o s
aluvial	a l u β̞ j a l
aluvión	a l u β̞ j õ n
aluvional	a l u β̞ j o n a l
aluviones	a l u β̞ j o n e s
alux	a l u ʃ
aluzada	a l u s a ð̞ a
aluzadas	a l u s a ð̞ a s
aluzado	a l u s a ð̞ o
aluzados	a l u s a ð̞ o s
aluzar	a l u s a ɾ
Álvara	a l β̞ a ɾ a
alvaradeña	a l β̞ a ɾ a ð̞ e ɲ a
alvaradeñas	a l β̞ a ɾ a ð̞ e ɲ a s
alvaradeño	a l β̞ a ɾ a ð̞ e ɲ o
alvaradeños	a l β̞ a ɾ a ð̞ e ɲ o s
Alvarado	a l β̞ a ɾ a ð̞ o
Alvardo	a l β̞ a ɾ ð̞ o
Alvarenga	a l β̞ a ɾ ẽ ŋ ɡ a
Álvarez	a l β̞ a ɾ e s
alvarezsáurido	a l β̞ a ɾ e s s a u̯ ɾ i ð̞ o
Álvaro	a l β̞ a ɾ o
álveo	a l β̞ e o
alveolado	a l β̞ e o l a ð̞ o
alveolar	a l β̞ e o l a ɾ
alveolo	a l β̞ e o l o
alvéolo	a l β̞ e o l o
alverja	a l β̞ e ɾ x a
alverjón	a l β̞ e ɾ x õ n
Alviar	a l β̞ j a ɾ
alza	a l s a
alzacola	a l s a k o l a
alzacuellos	a l s a k w e ʝ o s
alzacuellos	a l s a k w e ʝ o s
alzad	a l s a ð̞
alzada	a l s a ð̞ a
alzadas	a l s a ð̞ a s
alzado	a l s a ð̞ o
alzadora	a l s a ð̞ o ɾ a
alzados	a l s a ð̞ o s
alzafuelles	a l s a f w e ʝ e s
alzafuelles	a l s a f w e ʝ e s
Alzaga	a l s a ɣ̞ a
alzamiento	a l s a m j ẽ n̪ t̪ o
Alzamora	a l s a m o ɾ a
alzapaño	a l s a p a ɲ o
alzapaños	a l s a p a ɲ o s
alzar	a l s a ɾ
alzare	a l s a ɾ e
Alzate	a l s a t̪ e
alzatista	a l s a t̪ i s t̪ a
Alzheimer	a l s e i̯ m e ɾ
Alzheimer	a l̪ t̪ s h a i̯ m a
alzheimer	a l s e i̯ m e ɾ
alzheimer	a l̪ t̪ s a i̯ m a
alzhéimer	a l s e i̯ m e ɾ
ama	a m a
amá	a m a
amaba	a m a β̞ a
amabilidad	a m a β̞ i l i ð̞ a ð̞
amabilísimo	a m a β̞ i l i s i m o
amable	a m a β̞ l e
amablemente	a m a β̞ l e m ẽ n̪ t̪ e
amacollada	a m a k o ʝ a ð̞ a
