'ch	χ
caffîn	k a f iː n
cafiar	k a v j a r
cafiâr	k a v j aː r
cafn	k a v a n
cafn	k a v n
cafn	k aː v a n
cafod	k a v ɔ d
cafodd	k a v ɔ ð
cafon	k a v ɔ n
cafwyd	k a v ʊ ɨ̯ d
caifn	k a i̯ v n
caill	k a i̯ ɬ
cain	k a i̯ n
cainc	k a i̯ ŋ k
cais	k a i̯ s
cait	k a i̯ t
cal	k a l
cala	k a l a
calan	k a l a n
calch	k a l χ
calchfaen	k a l χ v a ɨ̯ n
caled	k a l a d
caled	k a l ɛ d
caledi	k a l ɛ d i
caledu	k a l ɛ d ɨ̞
caledwedd	k a l ɛ d w ɛ ð
calenigion	k a l ɛ n ɪ ɡ j ɔ n
caleted	k a l ɛ t ɛ d
califforniwm	k a l ɪ f ɔ r n j ʊ m
call	k a ɬ
callestr	k a ɬ a s d
callestr	k a ɬ ɛ s d
callestr	k a ɬ ɛ s d r
callio	k a ɬ j ɔ
calon	k a l ɔ n
calonnau	k a l ɔ n a
calonnau	k a l ɔ n a ɨ̯
calonnau	k a l ɔ n ɛ
calonogi	k a l ɔ n ɔ ɡ ɪ
calsiwm	k a l s j ʊ m
cam	k a m
camamser	k a m a m s a r
camamser	k a m a m s ɛ r
camamseriad	k a m a m s ɛ r j a d
camamserol	k a m a m s ɛ r ɔ l
camamseru	k a m a m s ɛ r ɨ
camarwain	k a m a r w a i̯ n
camarwain	k a m a r w ɛ n
camau	k a m a
camau	k a m a ɨ̯
camau	k a m ɛ
camddealltwriaeth	k a m ð ɛ a ɬ d ʊ r j a ɨ̯ θ
camddealltwriaeth	k a m ð ɛ a ɬ d ʊ r j a θ
camddealltwriaeth	k a m ð ɛ a ɬ d ʊ r j ɛ θ
camdreiglad	k a m d r e i̯ ɡ l a d
camdreiglo	k a m d r e i̯ ɡ l ɔ
camesgor	k a m ɛ s ɡ ɔ r
camesgoriad	k a m ɛ s ɡ ɔ r j a d
camfa	k a m v a
camgyfarwyddo	k a m ɡ ə v a r w ɨ ð ɔ
camgymeriad	k a m ɡ ə m ɛ r j a d
camhysbysu	k a m h ə s b ə s ɨ̞
camlas	k a m l a s
camlesi	k a m l ɛ s ɪ
camlwrw	k a m l ʊ r ʊ
camlywodraeth	k a m l ə w ɔ d r a ɨ̯ θ
camp	k a m p
campfa	k a m p v a
campus	k a m p ɨ̞ s
campwaith	k a m p w a i̯ θ
campwr	k a m p ʊ r
camreolaeth	k a m r ɛ ɔ l a ɨ̯ θ
camreoli	k a m r ɛ ɔ l ɪ
camsefyll	k a m s ɛ v ɨ̞ ɬ
camsillafu	k a m s ɪ ɬ a v ɨ
camsyniad	k a m s ə n j a d
camu	k a m ɨ̞
camwedd	k a m w ɛ ð
camweinyddu	k a m w e i̯ n ə ð ɨ̞
can	k a n
cana	k a n a
canaf	k a n a
canaf	k a n a v
canai	k a n a i̯
canai	k a n ɛ
canais	k a n a i̯ s
canais	k a n ɛ s
canais	k a n ɛ ʃ
canais	k a n ɪ ʃ
canant	k a n a n t
canclwyf	k a n k l ʊ ɨ̯ v
canddo	k a n ð ɔ
canem	k a n ɛ m
canen	k a n ɛ n
canent	k a n ɛ n t
caner	k a n ɛ r
canes	k a n ɛ s
canet	k a n ɛ t
caneuon	k a n e ɨ̯ ɔ n
canfed	k a n v ɛ d
canfod	k a n v ɔ d
canfodydd	k a n v ɔ d ɨ̞ ð
canfodyddion	k a n v ɔ d ə ð j ɔ n
canfyddadwy	k a n v ə ð a d ʊ ɨ̯
canfyddiad	k a n v ə ð j a d
cangarŵ	k a ŋ ɡ a r uː
cangarŵod	k a ŋ ɡ a r uː ɔ d
cangell	k a ŋ ɛ ɬ
cangen	k a ŋ a n
cangen	k a ŋ ɛ n
canghellor	k a ŋ h ɛ ɬ ɔ r
canghennau	k a ŋ h ɛ n a
canghennau	k a ŋ h ɛ n a ɨ̯
canghennau	k a ŋ h ɛ n ɛ
canghennog	k a ŋ h ɛ n ɔ ɡ
canhwyllau	k a n h ʊ i̯ ɬ a
canhwyllau	k a n h ʊ i̯ ɬ ɛ
canhwyllau	k a n h ʊ ɨ̯ ɬ a ɨ̯
canhwyllbren	k a n h ʊ ɨ̯ ɬ b r ɛ n
cani	k a n ɪ
caniatáu	k a n j a t a ɨ̯
caniatâd	k a n j a t aː d
caniau	k a n j a
caniau	k a n j a ɨ̯
caniau	k a n j ɛ
canit	k a n ɪ t
canllaw	k a n ɬ aː u̯
canlyn	k a n l ɨ̞ n
canlyniad	k a n l ə n j a d
canlyniadau	k a n l ə n j a d a
canlyniadau	k a n l ə n j a d a ɨ̯
canlyniadau	k a n l ə n j a d ɛ
canlynol	k a n l ə n ɔ l
canmol	k a n m ɔ l
canmoladwy	k a n m ɔ l a d ʊ ɨ̯
canmoliaeth	k a n m ɔ l j a ɨ̯ θ
canmoliaeth	k a n m ɔ l j ɛ θ
canmoliaethau	k a n m ɔ l j e ɨ̯ θ a
canmoliaethau	k a n m ɔ l j e ɨ̯ θ a ɨ̯
canmoliaethau	k a n m ɔ l j e ɨ̯ θ ɛ
canmolwr	k a n m ɔ l ʊ r
canmolwyr	k a n m ɔ l w ɨ̞ r
cannaid	k a n a i̯ d
cannu	k a n ɨ̞
cannwyll	k a n ʊ ɨ̯ ɬ
cannydd	k a n ɨ̞ ð
cano	k a n ɔ
canol	k a n ɔ l
canolaf	k a n ɔ l a v
canolbarth	k a n ɔ l b a r θ
canolbarthau	k a n ɔ l b a r θ a
canolbarthau	k a n ɔ l b a r θ a ɨ̯
canolbarthau	k a n ɔ l b a r θ ɛ
canolfan	k a n ɔ l v a n
canoli	k a n ɔ l i
canolig	k a n ɔ l ɪ ɡ
canolog	k a n ɔ l ɔ ɡ
canolradd	k a n ɔ l r a ð
canolwr	k a n ɔ l ʊ r
canolwyr	k a n ɔ l w ɨ̞ r
canon	k a n ɔ n
canrif	k a n r ɪ v
cansai	k a n s a i̯
cansai	k a n s ɛ
cansen	k a n s ɛ n
canset	k a n s ɛ t
canslo	k a n s l ɔ
cant	k a n t
cantor	k a n t ɔ r
cantores	k a n t ɔ r a s
cantores	k a n t ɔ r ɛ s
cantorion	k a n t ɔ r j ɔ n
canu	k a n ɨ̞
canwr	k a n ʊ r
canwraidd	k a n w r a i̯ ð
canwyllbrennau	k a n ʊ ɨ̯ ɬ b r ɛ n a
canwyllbrennau	k a n ʊ ɨ̯ ɬ b r ɛ n a ɨ̯
canwyllbrennau	k a n ʊ ɨ̯ ɬ b r ɛ n ɛ
canwyr	k a n ʊ ɨ̯ r
canyddion	k a n ə ð j ɔ n
capel	k a p ɛ l
capten	k a p t a n
capten	k a p t ɛ n
car	k a r
cara	k a r a
caracter	k a r a k t ɛ r
caraf	k a r a v
carafannau	k a r a v a n a
carafannau	k a r a v a n a ɨ̯
carafannau	k a r a v a n ɛ
carafán	k a r a v a n
carafáns	k a r a v a n s
carai	k a r a
carai	k a r a i̯
carai	k a r ɛ
carais	k a r a i̯ s
carais	k a r ɛ s
carais	k a r ɛ ʃ
carais	k a r ɪ ʃ
caraist	k a r a i̯ s d
caraist	k a r ɛ s d
caran	k a r a n
carant	k a r a n t
carbon	k a r b ɔ n
carc	k a r k
carchar	k a r χ a r
carchardy	k a r χ a r d ɨ̞
carchariad	k a r χ a r j a d
carcharor	k a r χ a r ɔ r
carcharu	k a r χ a r ɨ̞
carco	k a r k ɔ
card	k a r d
carddu	k a r ð ɨ̞
cardiau	k a r d j a
cardiau	k a r d j a ɨ̯
cardiau	k a r d j ɛ
cardigan	k a r d ɪ ɡ a n
cardinal	k a r d ɪ n a l
cardinaliaid	k a r d ɪ n a l j a i̯ d
cardinaliaid	k a r d ɪ n a l j ɛ d
cardota	k a r d ɔ t a
cared	k a r ɛ d
caredig	k a r ɛ d ɪ ɡ
caredigrwydd	k a r ɛ d ɪ ɡ r ʊ ɨ̯ ð
caregiad	k a r ɛ ɡ j a d
caregog	k a r ɛ ɡ ɔ ɡ
carem	k a r ɛ m
caren	k a r ɛ n
carent	k a r ɛ n t
carer	k a r ɛ r
cares	k a r ɛ s
carest	k a r ɛ s d
caret	k a r ɛ t
carfan	k a r v a n
carfil	k a r v ɪ l
cari	k a r ɪ
cariad	k a r j a d
caribŵ	k a r ɪ b u
caridým	k a r ɪ d ɨ̞ m
cariff	k a r ɪ f
cario	k a r j ɔ
carioci	k a r i ɔ k i
carit	k a r ɪ t
carith	k a r ɪ θ
cariwr	k a r j ʊ r
carn	k a r n
carnedd	k a r n ɛ ð
carneddau	k a r n ɛ ð a ɨ̯
carneddi	k a r n ɛ ð i
caro	k a r ɔ
carom	k a r ɔ m
caron	k a r ɔ n
carped	k a r p ɛ d
carpiog	k a r p j ɔ ɡ
carrai	k a r a
carrai	k a r a i̯
carrai	k a r ɛ
carreg	k a r a ɡ
carreg	k a r ɛ ɡ
carsen	k a r s ɛ n
carset	k a r s ɛ t
carsi	k a r s i
carth	k a r θ
carthbwll	k a r θ b ʊ ɬ
carthen	k a r θ a n
carthen	k a r θ ɛ n
carthennau	k a r θ ɛ n a
carthennau	k a r θ ɛ n a ɨ̯
carthennau	k a r θ ɛ n ɛ
carthenni	k a r θ ɛ n ɪ
carthffos	k a r θ f ɔ s
carthu	k a r θ ɨ
carthydd	k a r θ ɨ̞ ð
cartre	k a r t r a
cartre	k a r t r ɛ
cartref	k a r t r a
cartref	k a r t r ɛ
cartref	k a r t r ɛ v
caru	k a r ɨ̞
carw	k a r ʊ
carwr	k a r ʊ r
carwriaeth	k a r ʊ r j a ɨ̯ θ
carwriaethol	k a r ʊ r j e ɨ̯ θ ɔ l
carwsél	k a r ʊ s ɛ l
carwyr	k a r w ɨ̞ r
cas	k aː s
casach	k a s a χ
cased	k a s ɛ d
casg	k a s ɡ
casgen	k a s ɡ ɛ n
casgennu	k a s ɡ ɛ n ɨ̞
casgliad	k a s ɡ l j a d
casglu	k a s ɡ l ɨ
casglwr	k a s ɡ l ʊ r
cast	k a s d
castan	k a s d a n
castanwydd	k a s d a n w ɨ̞ ð
castanwydden	k a s d a n w ɨ̞ ð a n
castanwydden	k a s d a n w ɨ̞ ð ɛ n
castell	k a s d a ɬ
castell	k a s d ɛ ɬ
castelli	k a s d ɛ ɬ ɪ
castio	k a s t j ɔ
castiog	k a s d j ɔ ɡ
casul	k a s ɨ̞ l
casáu	k a s a ɨ̯
casét	k a s ɛ t
catalydd	k a t a l ɨ̞ ð
catalysis	k a t a l ɨ̞ s ɪ s
catalytig	k a t a l ɨ̞ t ɪ ɡ
catalytig	k a t a l ɪ t ɪ ɡ
catamarán	k a t a m a r a n
catapwlt	k a t a p ʊ l t
cath	k aː θ
cathan	k a θ a n
cathau	k a θ a
cathau	k a θ a ɨ̯
cathau	k a θ ɛ
cathbysgod	k a θ b ə s ɡ ɔ d
cathod	k a θ ɔ d
cato	k a t ɔ
cau	k a ɨ̯
caul	k a ɨ̯ l
cawdel	k a u̯ d ɛ l
cawell	k a w ɛ ɬ
cawellog	k a u̯ ɛ ɬ ɔ ɡ
cawg	k a u̯ ɡ
cawl	k a u̯ l
cawlach	k a u̯ l a χ
cawn	k a u̯ n
cawna	k a u̯ n a
cawod	k a u̯ ɔ d
cawodi	k a w ɔ d ɪ
cawr	k a u̯ r
caws	k a u̯ s
ce	k eː
cebyst	k ɛ b ɨ̞ s t
cebystr	k ɛ b ɨ̞ s t
cebystr	k ɛ b ɨ̞ s t r̩
cecr	k ɛ k r
cecr	k ɛ k ɛ r
cecraeth	k ɛ k r a ɨ̯ θ
cecren	k ɛ k r ɛ n
cecru	k ɛ k r ɨ
cecrus	k ɛ k r ɨ̞ s
cecryn	k ɛ k r ɨ̞ n
cedechyn	k ɛ d ɛ χ ɨ̞ n
cedor	k ɛ d ɔ r
cedr	k ɛ d r
cedrwydd	k ɛ d r u ɨ̯ ð
ceffyl	k ɛ f ɨ̞ l
cefn	k eː v ɛ n
cefn	k ɛ v n
cefn	k ɛ v ɛ n
cefnau	k ɛ v n a
cefnau	k ɛ v n a ɨ̯
cefnau	k ɛ v n ɛ
cefnddu	k ɛ v n ð ɨ̞
cefnder	k ɛ v n d ɛ r
cefnfor	k eː v ɛ n v ɔ r
cefnfor	k ɛ v n v ɔ r
cefnfor	k ɛ v n̩ v ɔ r
cefnfor	k ɛ v ɛ n v ɔ r
cefngoch	k ɛ v n ɡ ɔ χ
cefnog	k ɛ v n ɔ ɡ
cefnogi	k ɛ v n ɔ ɡ i
cefnwyn	k ɛ v n w ɨ̞ n
cefnwyrdd	k ɛ v n w ɨ̞ r ð
ceg	k eː ɡ
cegid	k ɛ ɡ ɪ d
cegidaidd	k ɛ ɡ ɪ d a i̯ ð
cegidaidd	k ɛ ɡ ɪ d ɛ ð
cegidog	k ɛ ɡ ɪ d ɔ ɡ
cegin	k ɛ ɡ ɪ n
ceginfa	k ɛ ɡ ɪ n v a
cei	k e i̯
ceibio	k e i̯ b j ɔ
ceidw	k e i̯ d u
ceidwadol	k e i̯ d w a d ɔ l
ceifn	k e i̯ v n
ceiliog	k e i̯ l j ɔ ɡ
ceillgwd	k e i ɬ ɡ ʊ d
ceimiad	k e i̯ m j a d
ceinach	k e i̯ n a χ
ceinioca	k e i̯ n j ɔ k a
ceiniocwr	k e i̯ n j ɔ k ʊ r
ceiniog	k e i̯ n j ɔ ɡ
ceinioglys	k e i̯ n j ɔ ɡ l ɨ̞ s
ceir	k e i̯ r
ceirch	k e i̯ r χ
ceirios	k e i̯ r j ɔ s
ceirw	k e i̯ r ʊ
ceisio	k e i̯ ʃ ɔ
ceisiodd	k e i̯ ʃ ɔ ð
ceislen	k e i̯ s l ɛ n
ceith	k e i̯ θ
celai	k ɛ l a i̯
celain	k ɛ l a i̯ n
celbren	k ɛ l b r ɛ n
celdy	k ɛ l d ɨ
celen	k ɛ l ɛ n
celet	k ɛ l ɛ t
celfi	k ɛ l v ɪ
celficyn	k ɛ l v ɪ k ɨ̞ n
celfyddyd	k ɛ l v ə ð ɨ̞ d
cell	k ɛ ɬ
cellbilen	k ɛ ɬ b ɪ l ɛ n
cellfur	k ɛ ɬ v ɨ̞ r
celli	k ɛ ɬ ɪ
celloedd	k ɛ ɬ ɔ ɨ̯ ð
cellog	k ɛ ɬ ɔ ɡ
celsan	k ɛ l s a n
celu	k ɛ l ɨ̞
celwrn	k e l ʊ r n
celwydd	k ɛ l w ɨ̞ ð
celyn	k ɛ l ɨ̞ n
celynna	k ɛ l ə n a
celynnen	k ɛ l ə n a n
celynnen	k ɛ l ə n ɛ n
cemeg	k ɛ m ɛ ɡ
cemegol	k ɛ m eː ɡ ɔ l
cemegol	k ɛ m ɛ ɡ ɔ l
cemegolyn	k ɛ m ɛ ɡ oː l ɪ n
cemegolyn	k ɛ m ɛ ɡ ɔ l ɨ̞ n
cemegolyn	k ɛ m ɛ ɡ ɔ l ɪ n
cemegyn	k ɛ m eː ɡ ɪ n
cemegyn	k ɛ m ɛ ɡ ɨ̞ n
cemegyn	k ɛ m ɛ ɡ ɪ n
cen	k ɛ n
cenadeiniog	k ɛ n a d e i̯ n j ɔ ɡ
cenais	k ɛ n a i̯ s
cenedl	k ɛ n ɛ d l
cenedlaethau	k ɛ n ɛ d l e ɨ̯ θ a
cenedlaethau	k ɛ n ɛ d l e ɨ̯ θ a ɨ̯
cenedlaethau	k ɛ n ɛ d l e ɨ̯ θ ɛ
cenedlaethol	k ɛ n ɛ d l e ɨ̯ θ ɔ l
cengl	k ɛ ŋ l
cengliadur	k ɛ ŋ l j a d ɨ̞ r
cenhedlaeth	k ɛ n h ɛ d l a ɨ̯ θ
cenhedlaeth	k ɛ n h ɛ d l ɛ θ
cenhedlol	k ɛ n̥ ɛ d l ɔ l
cenhedlu	k ɛ n h ɛ d l ɨ̞
cenhinen	k ɛ n h ɪ n a n
cenhinen	k ɛ n h ɪ n ɛ n
ceni	k ɛ n ɪ
cenllif	k ɛ n ɬ ɪ v
cenna	k ɛ n a
cennad	k ɛ n a d
cennin	k ɛ n ɪ n
cennog	k ɛ n ɔ ɡ
cer	k ɛ r
cerais	k ɛ r a i̯ s
ceraist	k ɛ r a i̯ s
cerbyd	k ɛ r b ɨ̞ d
cerdd	k ɛ r ð
cerdded	k ɛ r ð ɛ d
cerddi	k ɛ r ð ɪ
cerddin	k ɛ r ð ɪ n
cerddor	k ɛ r ð ɔ r
cerddorfa	k ɛ r ð ɔ r v a
cerddorfaol	k ɛ r ð ɔ r v aː ɔ l
cerddorfeydd	k ɛ r ð ɔ r v e ɨ̯ ð
cerddoriaeth	k ɛ r ð ɔ r j a ɨ̯ θ
cerddoriaeth	k ɛ r ð ɔ r j ɛ θ
cerddorion	k ɛ r ð ɔ r j ɔ n
cerddwr	k ɛ r ð ʊ r
cerdyn	k ɛ r d ɨ̞ n
cerebrol	k ɛ r ɛ b r ɔ l
cerf	k ɛ r v
cerflun	k ɛ r v l ɨ̞ n
cerfluniau	k ɛ r v l ɨ̞ n j a
cerfluniau	k ɛ r v l ɨ̞ n j a ɨ̯
ceri	k ɛ r ɪ
ceriach	k ɛ r j a χ
cerir	k ɛ r ɪ r
ceriwm	k ɛ r j ʊ m
cerpyn	k ɛ r p ɨ̞ n
cerrig	k ɛ r ɪ ɡ
certh	k ɛ r θ
cerwch	k ɛ r ʊ χ
cerwyn	k ɛ r u ɨ̯ n
cerydd	k ɛ r ɨ̞ ð
ceryddu	k ɛ r ɨ̞ ð ɨ̞
ces	k eː s
cesail	k ɛ s a i̯ l
cesail	k ɛ s a l
cesiwm	k ɛ s j ʊ m
cest	k ɛ s d
cestyll	k ɛ s d ɨ̞ ɬ
cetsyp	k ɛ t͡ʃ ə p
ceubal	k e ɨ̯ b a l
ceubren	k e ɨ̯ b r ɛ n
ceubwll	k e ɨ̯ b ʊ ɬ
ceudwll	k e ɨ̯ d ʊ ɬ
ceuffon	k e ɨ̯ f ɔ n
ceuffos	k e ɨ̯ f ɔ s
ceulad	k e ɨ̯ l a d
ceuled	k e ɨ̯ l ɛ d
ceulfraen	k e ɨ̯ l v r a ɨ̯ n
ceulo	k e ɨ̯ l ɔ
cewch	k ɛ u̯ χ
cewri	k ɛ u̯ r i
ch'mod	χ m ɔ d
chacen	χ a k a n
chacen	χ a k ɛ n
chacha	χ a χ a
chachi	χ a χ ɪ
chad	χ aː d
chadair	χ a d a i̯ r
chadair	χ a d a r
chadair	χ a d ɛ r
chadeiriau	χ a d e i̯ r j a
chadeiriau	χ a d e i̯ r j a ɨ̯
chadeiriau	χ a d e i̯ r j ɛ
chadw	χ a d u
chadw	χ aː d u
chae	χ aː ɨ̯
chael	χ aː l
chael	χ aː ɨ̯ l
chaen	χ aː ɨ̯ n
chaeth	χ aː ɨ̯ θ
chaethoch	χ e ɨ̯ θ ɔ χ
chaethon	χ e ɨ̯ θ ɔ n
chaf	χ aː
chaf	χ aː v
chafas	χ a v a s
chaffed	χ a f ɛ d
chaffer	χ a f ɛ r
chaffi	χ a f i
chafodd	χ a v ɔ ð
chaiff	χ a i̯ f
chain	χ a i̯ n
chais	χ a i̯ s
chait	χ a i̯ t
chal	χ a l
chala	χ a l a
chalan	χ a l a n
chaled	χ a l a d
chaled	χ a l ɛ d
chaledu	χ a l ɛ d ɨ
chalenigion	χ a l ɛ n ɪ ɡ j ɔ n
chalennig	χ a l ɛ n ɪ ɡ
chaleted	χ a l ɛ t ɛ d
challio	χ a ɬ j ɔ
chalon	χ a l ɔ n
chamdreiglo	χ a m d r e i̯ ɡ l ɔ
chamlas	χ a m l a s
champion	t ʃ a m p j ɔ n
chana	χ a n a
chanes	χ a n ɛ s
chanfod	χ a n v ɔ d
chanfyddadwy	χ a n v ə ð a d ʊ ɨ̯
changen	χ a ŋ a n
changen	χ a ŋ ɛ n
chani	χ a n ɪ
chanlyniad	χ a n l ə n j a d
chanlyniadau	χ a n l ə n j a d a
chanlyniadau	χ a n l ə n j a d a ɨ̯
chanlyniadau	χ a n l ə n j a d ɛ
chanolbarth	χ a n ɔ l b a r θ
chanolbarthau	χ a n ɔ l b a r θ a
chanolbarthau	χ a n ɔ l b a r θ a ɨ̯
chanolbarthau	χ a n ɔ l b a r θ ɛ
chanolradd	χ a n ɔ l r a ð
chansen	χ a n s ɛ n
chant	χ a n t
chantor	χ a n t ɔ r
chantorion	χ a n t ɔ r j ɔ n
chanu	χ a n ɨ̞
chanwr	χ a n ʊ r
chanwyr	χ a n ʊ ɨ̯ r
chapel	χ a p ɛ l
char	χ a r
chara	χ a r a
charafán	χ a r a v a n
charai	χ a r a i̯
charai	χ a r ɛ
charan	χ a r a n
charbon	χ a r b ɔ n
charchar	χ a r χ a r
charcharu	χ a r χ a r ɨ̞
chardinal	χ a r d ɪ n a l
chardinaliaid	χ a r d ɪ n a l j a i̯ d
chardinaliaid	χ a r d ɪ n a l j ɛ d
chared	χ a r ɛ d
chares	χ a r ɛ s
charet	χ a r ɛ t
chari	χ a r ɪ
chariad	χ a r j a d
charo	χ a r ɔ
charreg	χ a r a ɡ
charreg	χ a r ɛ ɡ
charthen	χ a r θ a n
charthen	χ a r θ ɛ n
charu	χ a r ɨ̞
charwr	χ a r ʊ r
chas	χ aː s
chasglu	χ a s ɡ l ɨ
chastell	χ a s d a ɬ
chastell	χ a s d ɛ ɬ
chath	χ aː θ
chathod	χ a θ ɔ d
chato	χ a t ɔ
chaul	χ a ɨ̯ l
chawl	χ a u̯ l
chawn	χ a u̯ n
chawod	χ a u̯ ɔ d
chaws	χ a u̯ s
chdi	χ d iː
cheffyl	χ ɛ f ɨ̞ l
chefn	χ ɛ v n
chefnau	χ ɛ v n a
chefnau	χ ɛ v n a ɨ̯
chefnau	χ ɛ v n ɛ
chefnfor	χ eː v ɛ n v ɔ r
chefnfor	χ ɛ v n v ɔ r
chefnfor	χ ɛ v n̩ v ɔ r
chefnfor	χ ɛ v ɛ n v ɔ r
chegin	χ ɛ ɡ ɪ n
chei	χ e i̯
cheir	χ e i̯ r
cheisio	χ e i̯ ʃ ɔ
cheisiodd	χ e i̯ ʃ ɔ ð
cheith	χ e i̯ θ
chell	χ ɛ ɬ
chelyn	χ ɛ l ɨ̞ n
chemeg	χ ɛ m ɛ ɡ
chenhinen	χ ɛ n h ɪ n a n
chenhinen	χ ɛ n h ɪ n ɛ n
cherdded	χ ɛ r ð ɛ d
cherddi	χ ɛ r ð ɪ
cherddoriaeth	χ ɛ r ð ɔ r j a ɨ̯ θ
cherddoriaeth	χ ɛ r ð ɔ r j ɛ θ
cheri	χ ɛ r ɪ
cherir	χ ɛ r ɪ r
cherrig	χ ɛ r ɪ ɡ
ches	χ eː s
chest	χ ɛ s t
chestyll	χ ɛ s d ɨ̞ ɬ
chewch	χ ɛ u̯ χ
chi	χ iː
chibwts	χ ɪ b uː t s
chimod	χ ɪ m ɔ d
chinio	χ ɪ n j ɔ
chist	χ iː s d
chithau	χ ɪ θ a
chithau	χ ɪ θ a ɨ̯
chladdu	χ l a ð ɨ̞
chlefyd	χ l ɛ v ɨ̞ d
chloan	χ l ɔ a n
chloch	χ l oː χ
chlust	χ l ɨː s t
chlustdlws	χ l ɨ̞ s d l ʊ s
chlwb	χ l ʊ b
chlwyfo	χ l ʊ ɨ̯ v ɔ
chly	χ l ɨː
chlybiau	χ l ə b j a
chlybiau	χ l ə b j a ɨ̯
chlybiau	χ l ə b j ɛ
chlyw	χ l ɨ u̯
chlyw	χ l ɪ u̯
chlywed	χ l ə u̯ a d
chlywed	χ l ə u̯ ɛ d
chlêr	χ l eː r
chnau	χ n a ɨ̯
chneuen	χ n e ɨ̯ a n
chneuen	χ n e ɨ̯ ɛ n
chnoc	χ n ɔ k
chnoi	χ n ɔ i̯
chnwd	χ n uː d
choch	χ oː χ
chochlas	χ ɔ χ l a s
chodais	χ ɔ d a i̯ s
chodais	χ ɔ d ɛ s
chodaist	χ ɔ d a i̯ s d
chodaist	χ ɔ d ɛ s d
chodi	χ ɔ d ɪ
chodoch	χ ɔ d ɔ χ
chododd	χ ɔ d ɔ ð
chodon	χ ɔ d ɔ n
choed	χ oː ɨ̯ d
choeg	χ oː ɨ̯ ɡ
chofio	χ ɔ v j ɔ
choginio	χ ɔ ɡ ɪ n j ɔ
choginioch	χ ɔ ɡ ɪ n j ɔ χ
choginiodd	χ ɔ ɡ ɪ n j ɔ ð
choginion	χ ɔ ɡ ɪ n j ɔ n
chogyddesau	χ ɔ ɡ ə ð ɛ s a
chogyddesau	χ ɔ ɡ ə ð ɛ s a ɨ̯
chogyddesau	χ ɔ ɡ ə ð ɛ s ɛ
cholli	χ ɔ ɬ i
cholomen	χ ɔ l ɔ m ɛ n
chopa	χ ɔ p a
chor	χ ɔ r
chorff	χ ɔ r f
chorn	χ ɔ r n
choronafeirws	χ ɔ r ɔ n a v e i̯ r ʊ s
chorrach	χ ɔ r a χ
chosyn	χ ɔ s ɨ̞ n
chot	χ ɔ t
chowboi	χ o u̯ b ɔ i̯
chowbois	χ o u̯ b ɔ i̯ s
chrac	χ r a k
chraith	χ r a i̯ θ
chroes	χ r oː ɨ̯ s
chroeso	χ r ɔ ɨ̯ s ɔ
chrug	χ r ɨː ɡ
chrwban	χ r ʊ b a n
chrwth	χ r uː θ
chrwys	χ r uː ɨ̯ s
chrys	χ r ɨː s
chu	χ ɨː
chul	χ ɨː l
chusan	χ ɨ̞ s a n
chusanau	χ ɨ̞ s a n a
chusanau	χ ɨ̞ s a n a ɨ̯
chusanau	χ ɨ̞ s a n ɛ
chusanu	χ ɨ̞ s a n ɨ̞
chut	χ ɨ̞ t
chwa	χ w aː
chwadal	χ w a d a l
chwaer	χ w aː ɨ̯ r
chwaeth	χ w aː ɨ̯ θ
chwaethus	χ w e ɨ̯ θ ɨ̞ s
chwain	χ w a i̯ n
chwaith	χ w a i̯ θ
chwalfa	χ w a l v a
chwalu	χ w a l ɨ̞
chwanegu	χ w a n ɛ ɡ ɨ
chwannen	χ w a n ɛ n
chwannog	χ w a n ɔ ɡ
chwant	χ w a n t
chwantus	χ w a n t ɨ̞ s
chwarae	χ w a r a
chwarae	χ w a r a ɨ̯
chwarae	χ w a r ɛ
chwaraefa	χ w a r e ɨ̯ v a
chwaraegar	χ w a r e ɨ̯ ɡ a r
chwaraegarwch	χ w a r e ɨ̯ ɡ a r ʊ χ
chwaraeon	χ w a r e ɨ̯ ɔ n
chwaraewr	χ w a ɾ e ɨ̯ ʊ r
chwardd	χ w a r ð
chwarel	χ w a r a l
chwarel	χ w a r ɛ l
chwarenglwyf	χ w a r ɛ ŋ ɡ l uː ɨ̯ v
chwarennol	χ w a r ɛ n ɔ l
chwareüsrwydd	χ w a r ɛ ɨ̞ s r ʊ ɨ̯ ð
chwarren	χ w a r a n
chwarren	χ w a r ɛ n
chwartel	χ w a r t a l
chwartel	χ w a r t ɛ l
chwarter	χ w a r t a r
chwarter	χ w a r t ɛ r
chwch	χ ʊ χ
chwe	χ w eː
chwech	χ w eː χ
chwechawd	χ w ɛ χ a u̯ d
chweched	χ w ɛ χ a d
chweched	χ w ɛ χ ɛ d
chwecheiniog	χ w ɛ χ e i̯ n j ɔ ɡ
chwedl	χ w ɛ d l
chweina	χ w e i̯ n a
chwelydr	χ w ɛ l ə d r
chwelydr	χ w ɛ l ə d ə r
chwennych	χ w ɛ n ɨ̞ χ
chwenychu	χ w ɛ n ə χ ɨ
chwern	χ w ɛ r n
chwerthin	χ w ɛ r θ ɨ̞ n
chwerthinllyd	χ w ɛ r θ ɪ n ɬ ɨ̞ d
chwerthinog	χ w ɛ r θ ɪ n ɔ ɡ
chwerw	χ w ɛ r u
chwery	χ w ɛ r ɨ
chwest	χ w eː s d
chwestiwn	k w ɛ s d j ʊ n
chweugain	χ w e i̯ ɡ a i̯ n
chwi	χ w iː
chwibl	χ w iː b ɪ l
chwibl	χ w ɪ b l
