־אַטש	a t͡ʃ
צווייט	t͡s v ɛ ɪ̯ t
צווילינג	t͡s v ɪ ʎ ɪ ŋ ɡ
צווינטער	t͡s v ɪ n t ə r
צוויק	t͡s v iː k
צוויק	t͡s v ɪ k
צווישן	t͡s v ɪ ʃ n̩
צוועלף	t͡s v ɛ ɫ f
צוועק	t͡s v ɛ k
צווײַג	t͡s v a ɪ̯ ɡ
צווײַגן	t͡s v a ɪ̯ ɡ n̩
צוזאַמענאַרבעטן	t͡s ʊ z a m ə n a ʁ b ə t n̩
צוזאָגן	t͡s u z ɔ ɡ n̩
צולייגן	t͡s ʊ ɫ ɛ ɪ̯ ɡ ŋ̩
צום	t͡s ʊ m
צום באַדויערן	t͡s ɨ m b ɔ d ɔ ɪ̯ ə ʁ ɨ ŋ ɡ
צום באַדויערן	t͡s ɪ m b a d o ʊ̯ ə ʁ ɪ ŋ ɡ
צום באַדויערן	t͡s ʊ m b a d ɔ ɪ̯ ə ʁ ʊ ŋ ɡ
צום בײַשפּיל	t͡s ʊ m b a ɪ̯ ʃ p i ɫ
צום גליק	t͡s ɪ m ɡ ʎ ɪ k
צום גליק	t͡s ʊ m ɡ ʎ ɪ k
צום שטאַרבן זײַן	t͡s ʊ m ʃ t a ʁ b n̩ z a ɪ̯ n
צופֿאַל	t͡s ʊ f a ɫ
צופֿרידן	t͡s ʊ f ʁ ɪ d n̩
צוקונפֿט	t͡s ʊ k ʊ n f t
צוקער	t͡s ɨ k ə ʁ
צוקער	t͡s ɪ k ə ʁ
צוקער	t͡s ʊ k ə ʁ
צוקער־מאַנדל	t͡s ʊ k ə r m a n d ɫ̩
צוריישן	t͡s u r ɛ ɪ̯ ʃ n̩
צורר	t͡s e ɪ̯ ʁ ə ʁ
צורר	t͡s ɔ ɪ̯ ʁ ə ʁ
צי	t͡s i
ציאַן	t͡s j a n
ציבעלע	t͡s ɪ b ə ɫ ə
ציטראָן	t͡s ɪ t r ɔ n
צייכן	t͡s ɛ ɪ̯ χ n̩
צייכנס	t͡s ɛ ɪ̯ χ n̩ s
ציין	t͡s a ɪ̯ n
ציין	t͡s ɛ ɪ̯ n
ציינבערשטל	t͡s ɛ ɪ̯ n b ɛ ʁ ʃ t ɫ̩
ציל	t͡s ɪ l
צימער	t͡s ɪ m ə ʁ
צימערן	t͡s ɪ m ə ʁ n̩
צין	t s ɪ n
צינד	t͡s ɪ n d
צינדט	t͡s ɪ n t
צינדן	t s ɪ n d n̩
צינדפֿלאַש	t͡s ɪ n d f l a ʃ
ציפּערן	t͡s ɪ p ə ʁ n̩
צלם	t͡s ɛ ɪ̯ ɫ ə m
צעבראָכן	t͡s ə b ʁ ɔ χ n̩
צעברעך	t͡s ə b ʁ ɛ χ
צעברעכט	t͡s ə b ʁ ɛ χ t
צעברעכן	t͡s ə b ʁ ɛ χ n̩
צעטל	t͡s ɛ t ɫ̩
צעלאָזן	t͡s ə ɫ ɔ z n̩
צעלניק	t͡s ɛ ɫ n ɪ k
צעלניק	t͡s ɛ ʎ n ɪ k
צעלקע	t͡s ɛ ɫ k ə
צעמישונג	t͡ʃ ə m ɪ ʃ ʊ ŋ ɡ
צעמישן	t͡s ə m ɪ ʃ n̩
צען	t͡s e ɪ̯ n
צען	t͡s eː n
צען	t͡s i n
צען	t͡s ɛ n
צען	t͡s ɛ ɪ̯ n
צענט	t͡s ɛ n t
צענטראַל	t͡s ɛ n t ʁ a ɫ
צענער	t͡s ɛ n ə ʁ
צער	t͡s a r
צעשנײַדן	t͡s ə ʃ n a ɪ̯ d n̩
צפֿאָן־קאָרעע	t͡s ɔ f n̩ k ɔ r ɛ ɜ
צפֿון־אַמעריקע	t͡s ɔ f n a m ɛ ʁ ɪ k ə
צפֿון־מאַקעדאָניע	t͡s ɔ f n̩ m a k ə d ɔ n j ə
צײַט	t͡s a t
צײַט	t͡s a ɪ̯ t
צײַט	t͡s aː t
צײַטונג	t͡s a ɪ̯ t ʊ ŋ ɡ
צײַטונג	t͡s aː t ɪ ŋ ɡ
צײַטיק	t͡s a ɪ̯ t ɪ k
קאַבאַק	k a b a k
קאַווע	k a v ə
קאַטשן	k a t͡ʃ n̩
קאַטשער	k a t͡ʃ ə ʁ
קאַטשקע	k a t͡ʃ k ə
קאַיענער פֿעפֿער	k a j ɛ n ə r f ɛ f ə r
קאַלט	k a ɫ t
קאַלט	k ɔ ɫ t
קאַלענדאַר	k a ʎ ɛ n d a ʁ
קאַמזויל	k a m z ɔ ɪ̯ ɫ
קאַנאַדע	k a n a d ə
קאַנאַדער	k a n a d ɛ ʁ
קאַנאַטניק	k a n a t n ɪ k
קאַנטאָנעזיש	k a n t ɔ n ɛ z ɪ ʃ
קאַנטין	k a n t i n
קאַנטינע	k a n t i n ə
קאַפּוטשינאָ	k a p ʊ t͡ʃ i n ɔ
קאַפּוסטע	k a p ʊ s t ə
קאַפּיטאַן	k a p ɪ t a n
קאַפּיטאַנען	k a p i t a n ə n
קאַפֿע	k a f ɛ
קאַפֿעטעריע	k a f ə t ɛ r ɪ j ə
קאַצעט	k a t͡s ɛ t
קאַקאַאָ	k a k a ɔ
קאַקטוס	k a k t ʊ s
קאַראַמעל־קרעם	k a r a m ɛ ɫ k r ɛ m
קאַרדעמאָן	k a r d ə m ɔ n
קאַרטאָן	k a ʁ t ɔ n
קאַרטאָנען	k a ʁ t ɔ n ə n
קאַרטאָפֿל	k a ʁ t ɔ f ɫ̩
קאַשע	k a ʃ ə
קאַשע־בולבע	k a ʃ ə b ʊ ʎ b ə
קאָוואַדלע	k ɔ v a d l ə
קאָכאַניק	k ɔ χ a n ɪ k
קאָלדרע	k ɔ ɫ d ʁ ə
קאָלעגע	k ɔ ʎ ɛ ɡ ə
קאָלעגעס	k ɔ ʎ ɛ ɡ ə s
קאָמאַר	k o m a ʁ
קאָמעט	k ɔ m ɛ t
קאָמפּיוטער	k ɔ m p j ʊ t ə ʁ
קאָמפּיוטערס	k ɔ m p j ʊ t ə ʁ s
קאָנווערט	k ɔ n v ɛ ʁ t
קאָנווערטן	k ɔ n v ɛ ʁ t n̩
קאָנוס	k ɔ n ʊ s
קאָנטאַקטירן	k ɔ n t a k t i ʁ n̩
קאָנטינענט	k ɔ n t ɪ n ɛ n t
קאָנטע	k ɔ n t ə
קאָנטראָל	k ɔ n t r ɔ ɫ
קאָנטראָל	k ɔ n t r ɔ ʎ
קאָנטראָלירן	k ɔ n t r ɔ ʎ ɪ r n̩
קאָנסאָמע	k ɔ n s ɔ m ɛ
קאָנצעפּט	k ɔ n t͡s ɛ p t
קאָסאָוואָ	k ɔ s ɔ v ɔ
קאָסט	k ɔ s t
קאָסטאַרד	k ɔ s t ɐ r d
קאָסטאַרד	k ʌ s t ɐ r d
קאָסטאַרד	k ʌ s t ɚ d
קאָסטיום	k ɔ s t j ʊ m
קאָסטן	k ɔ s t n̩
קאָסמעטיק	k ɔ s m ɛ t ɪ k
קאָפּ	k ɔ p
קאָפּער	k ɔ p ə r
קאָקאָשעס	k ɔ k ɔ ʃ ə s
קאָקס	k ɔ k s
קאָרזש	k ɔ r ʃ
קאָרזש	k ɔ r ʒ
קאָרעאַנער	k ɔ ʁ ɛ a n ɜ r
קאָרעיִש	k ɔ r ɛ ɪ ʃ
קאָרעע	k ɔ r ɛ ɜ
קאָשמאַר	k o ʃ m a ʁ
קדוש	k ɔ d ə ʃ
קדושים	ɡ d ɔ ɪ̯ ʃ ə m
קהלת	k e ɪ̯ h ɛ l ɛ s
קהלת	k o ɪ̯ h e ɪ̯ l e ɪ̯ s
קהלת	k o ɪ̯ h ɛ l ə s
קוב	k ʊ b
קוגל	k ʊ ɡ ɫ̩
קוואַנטיטעט	k v a n t ɪ t ɛ t
קוואַסעץ	k v a s ə t͡s
קוואַסעץ	k v a s ɛ t͡s
קווייט	k v ɛ j t
קווינטעסענץ	k v ɪ n t ə s ɛ n t͡s
קווענטעניק	k v ɛ n t ə n ɪ k
קויבער	k e͡ɪ b ə ʁ
קויבער	k ɔ͡ɪ b ə ʁ
קוילנשטאָף־אָקסיד	k ɔ ɪ̯ ɫ n̩ ʃ t ɔ f ɔ k s ɪ d
קוילנשטאָף־צווייאָקסיד	k ɔ ɪ̯ ɫ n̩ ʃ t ɔ f t͡s v ɛ j ɔ k s ɪ d
קוילעטש	k ɔ ɪ̯ ɫ ə t͡ʃ
קוילען	k ɔ ɪ̯ ɫ ə n
קוים	k a m
קוים	k ɔ ɪ̯ m
קויף	k ɔ ɪ̯ f
קויפֿן	k aː f n̩
קויפֿן	k e ɪ̯ f n̩
קויפֿן	k ɔ ɪ̯ f n̩
קוכער	k ʊ χ ə ʁ
קום אָן	k ʊ m ɔ n
קומט	k ʊ m t
קומסט	k ʊ m s t
קומעדיק	k ʊ m ə d ɪ k
קוסט	k ʊ s t
קופּער	k ɨ p ɜ r
קופּער	k ɪ p ɜ r
קופּער	k ʊ p ɜ r
קוקורוזע	k ʊ k ʊ r ʊ z ə
קוקי	k ʊ k ɪ
קוקן	k u k n̩
קוראָפּאַטע	k ʊ ʁ ɔ p a t ə
קורץ	k ʊ ʁ t͡s
קוש	k ʊ ʃ
קיִעוו	k ɪ ɜ v
קיווי	k ɪ v ɪ
קיוויפֿרוכט	k ɪ v ɪ f r ʊ χ t
קיטל	k ɪ t l
קיין	k a n
קיין	k e ɪ̯ n
קיין	k ɛ n
קיין סך	k ɛ ɪ̯ n s a χ
קיינמאָל	k ɛ ɪ̯ n m ɔ ɫ
קייסעך	k ɛ ɪ s ə χ
קיך	k ɪ χ
קיכל	k ɪ χ ɫ̩
קיכלעך	k ɪ χ ɫ ə χ
קיל	k ɪ l
קימל	k ɪ m l̩
קימלברויט	k ɪ m l̩ b r ɔ ɪ̯ t
קימפּעטאָרין	k ɪ m p ɛ t ɔ ʁ n̩
קין	k a ɪ̯ n
קינד	k ɪ n d
קינדער	k ɪ n d ə ʁ
קינדעריאָרן	k ɪ n d ə ʁ j ɔ ʁ n̩
קינזשאַל־אַקאַציע	k ɪ n ʒ a l a k a t͡s j ə
קיפּל	k ɪ p ɫ̩
קיצור	k ɪ t͡s ə r
קירבעס	k ɪ ʁ b ə s
קירצער	k ɪ ʁ t͡s ə ʁ
קלאַוויאַטור	k ɫ a v j a t ʊ ʁ
קלאַוויש	k ɫ a v ɪ ʃ
קלאַפּ	k ɫ a p
קלאַפֿטער	k ɫ a f t ə r
קלאָץ	k ɫ ɔ t͡s
קלאָר	k ɫ ɔ ʁ
קלוב	k ɫ ʊ b
קלוג	k ɫ ʊ ɡ
קלוג	k ʎ i ɡ
קליגער	k ɫ ɪ ɡ ə ʁ
קליי	k ɫ ɛ ɪ̯
קלייד	k l ɛ ɪ̯ d
קליידל	k ɫ ɛ ɪ̯ d ɫ̩
קליידער	k l ɛ ɪ̯ d ɜ r
קלייט	k ɫ ɛ ɪ̯ t
קליין	k ɫ a ɪ̯ n
קליין	k ɫ ɛ ɪ̯ n
קליינע	k ɫ ɛ ɪ̯ n ə
קליניק	k ʎ ɪ n ɪ k
קליענט	k ʎ i ɛ n t
קליענטן	k ʎ i ɛ n t n̩
קליפּה	k ʎ ɪ p ə
קלעבעדיק	k ɫ ɛ b ə d ɪ k
קלעפּיק	k ɫ ɛ p ɪ k
קלעפּעדיק	k ɫ ɛ p ə d ɪ k
קלעצל	k ɫ ɛ t͡s ɫ̩
קמיניק	k m ɪ n ɪ k
קנאָבל	k n ɔ b ɫ̩
קנאָבלברויט	k n ɔ b ɫ̩ b r ɔ ɪ̯ t
קנויט	k n ɔ ɪ̯ t
קנויטן	k n ɔ ɪ̯ t n̩
קנוניא	k n i n j ə
קנוניא	k n ʊ n j ə
קנעכט	k n ɛ χ t
קעז	k e ɪ̯ z
קעז	k eː z
קעז	k i z
קעז	k ɛ z
קעז	k ɛ ɪ̯ z
קעזיק	k e ɪ̯ z ɪ k
קעזיק	k eː z ɪ k
קעזיק	k i z ɪ k
קעזיק	k ɛ z ɪ k
קעזיק	k ɛ ɪ̯ z ɪ k
קעלטער	k ɛ ɫ t ə ʁ
קעלטערס	k ɛ ɫ t ə ʁ s
קעלישעק	k ɛ ɫ ɪ ʃ ə k
קעלער	k ɛ ɫ ə ʁ
קעמל	k ɛ m ɫ̩
קען	k ɛ n
קעניג	k e ɪ̯ n ɪ ɡ
קעניג	k ɛ n ɪ ɡ
קעניגין	k ɛ n ɪ ɡ ɪ n
קעניגן	k ɛ n ɪ ɡ n̩
קעניגרײַך	k ɛ n ɪ ɡ ʁ a ɪ̯ χ
קענסט	k ɛ n s t
קעפּ	k ɛ p
קעץ	k ɛ t͡s
קעקס	k ɛ k s
קעראַמיק	k ɛ ʁ a m ɪ k
קעראַמיש	k ɛ ʁ a m ɪ ʃ
קערל	k ɛ r ɫ̩
קערלינג	k ɛ r ʎ ɪ ŋ ɡ
קצבֿ	k a t͡s ə v
קראַב	k ʁ a b
קראַנקייט	k r a ŋ k a ɪ̯ t
קראַפֿטסטאַנציע	k r a f t s t a n t͡s j ə
קראָאַטיע	k ʁ ɔ a t j ə
קראָם	k ʁ ɔ m
קראָקעט	k r ɔ k ɛ t
קרואַסאַן	k r ʊ a s a n
קרובֿ	k ɔ ʁ ə v
קרובֿה	k ʁ ɔ ɪ̯ v ə
קרובֿות	k ʁ ɔ ɪ̯ v ə s
קרובֿים	k ʁ ɔ ɪ̯ v ɪ m
קרוג	k ʁ ʊ ɡ
קריוודען	k r ɪ v d n̩
קריוודען	k r ɪ v d ə n
קרייץ	k ʁ ɛ ɪ̯ t͡s
קרייציקונג	k ʁ ɛ ɪ̯ t͡s ɪ k ʊ ŋ ɡ
קרייציקן	k ʁ ɛ ɪ̯ t͡s ɪ k ŋ̩
קרייצצוג	k ʁ ɛ ɪ̯ t͡s t͡s ʊ ɡ
קריכט	k ʁ ɪ χ t
קריכן	k ʁ ɪ χ n̩
קרים	k r ɪ m
קריפּטאָ־מזומנים	k r ɪ p t ɔ m ə z ʊ m ɔ n ə m
קריפּטאָ־מזומנים	k r ɪ p t ɔ m ə z ʊ m ɔ n ɪ m
קרעאָל	k ʁ ɛ ɔ ɫ̩
קרעבס	k r ɛ b s
קרעבס־עסער	k r ɛ b s ɛ s ə r
קרעם	k ʁ ɛ m
קרענק	k r ɛ ŋ k
קרײַד	k ʁ a ɪ̯ d
קשיא	k a ʃ ə
קײַגומי	k a ɪ̯ ɡ ʊ m ɪ
קײַגומע	k a ɪ̯ ɡ ʊ m ə
קײַען	k a ɪ̯ ə n
קײַקל	k ɑ j k ə l
ראַבאַרבער	r a b a r b ə r
ראַכיט	r a χ ɪ t
ראָב	ʁ ɔ b
ראָד	ʁ ɔ d
ראָז	r ɔ z
ראָזמאַרין	r ɔ z m a r i n
ראָזמאַרין	r ɔ z m a r ɪ n
ראָש־השנה	ʁ e ɪ̯ ʃ ə ʃ ʊ n ə
ראָש־השנה	ʁ ɔ ʃ ə ʃ u n ə
ראָש־השנה	ʁ ɔ ʃ ə ʃ ɔ n ə
רבֿקה	r ɪ v k ɜ
רבי	ʁ ɛ b ə
רבין	ʁ ɛ b n̩
רגילות	r ə ɡ ɪ l ə s
רגע	ʁ ɛ ɡ ə
רו	ʁ ʊ
רובֿ	ʁ ɔ v
רודע	r ʊ d ə
רוח	ʁ i ə χ
רוח	ʁ iː ə χ
רוח	ʁ ʊ ə χ
רוי	ʁ ɔ ɪ̯
רויִק	ʁ ʊ ɪ k
רויזן	ʁ ɔ ɪ̯ z n̩
רויט	r e ɪ̯ t
רויט	r o ʊ̯ t
רויט	r ɔ ɪ̯ t
רויטן	ʁ ɔ ɪ̯ t n̩
רויע	ʁ ɔ ɪ̯ ə
רויען	ʁ ɔ ɪ̯ ə n
רומעניע	r ʊ m ɛ n j ɜ
רוס	ʁ ʊ s
רוסיש	ʁ ʊ s ɪ ʃ
רוסישן	ʁ ʊ s ɪ ʃ n̩
רוסלאַנד	ʁ ʊ s ɫ a n d
רוסקע	ʁ ʊ s k ə
רוען	ʁ ʊ ə n
רוקן	ʁ ʊ k n̩
רות	r i s
רות	r u s
רחל	r u χ l̩
רחל	r uː χ l̩
רחל	r ɔ χ l̩
רחמנות	ʁ a χ m uː n ə s
רחמנות	ʁ a χ m ɔ n ə s
רחמנותדיק	ʁ a χ m ɔ n ə s d ɪ k
ריזאָטאָ	r ɪ z ɔ t ɔ
ריזן־יאָדלע	r i z n̩ j ɔ d l ə
ריטם	r ɪ t m̩
ריטם	r ɪ t ə m
ריי	ʁ ɛ ɪ̯
רייַזע	ʁ a ɪ̯ z ə
רייכער	ʁ ɛ ɪ̯ χ ə ʁ
רייכערט	ʁ ɛ ɪ̯ χ ə ʁ t
רייכערן	ʁ ɛ ɪ̯ χ ə ʁ n
ריין	ʁ a ɪ̯ n
ריין	ʁ ɛ ɪ̯ n
רייניק	ʁ ɛ ɪ̯ n ɪ k
רייניקן	ʁ ɛ ɪ̯ n ɪ k n̩
רייען	ʁ ɛ ɪ̯ ə n
ריכטן	ʁ ɪ χ t n̩
רעבעל	r ə b ɛ ɫ
רעבעל	r ɛ b ɛ ɫ
רעגן	r ɛ ɡ n̩
רעגן־וואַסער	ʁ ɛ ɡ n̩ v a s ə ʁ
רעגן־מאַנטל	r e ɪ̯ ɡ n̩ m a n t l̩
רעגן־מאַנטל	r ɛ ɡ n̩ m a n t l̩
רעגן־מאַנטל	r ɛ ɪ̯ ɡ n̩ m ɔ n t l̩
רעגנט	ʁ ɛ ɡ n̩ t
רעגענען	ʁ ɛ ɡ ə n ə n
רעדאַקטאָר	ʁ ə d a k t ɔ ʁ
רעדאַקטירן	ʁ ə d a k t ɪ ʁ n̩
רעדט	ʁ ɛ t
רעדל	ʁ ɛ d ɫ̩
רעדן	ʁ e ɪ̯ d n̩
רעדן	ʁ eː d n̩
רעדן	ʁ i d n̩
רעדן	ʁ ɛ d n̩
רעדער	ʁ ɛ d ə ʁ
רעזולטאַט	ʁ ɛ z ʊ ɫ t a t
רעזערוואַציע	ʁ ɛ z ɛ ʁ v a t͡s j ə
רעזערווירן	ʁ ɛ z ɛ ʁ v ɪ ʁ n̩
רעטשקע	r ɛ t͡ʃ k ə
רעכטס	ʁ ɛ χ t s
רעכנט	ʁ ɛ χ n̩ t
רעכענען	r ɛ χ ə n ə n
רעכענקונסט	r ɛ χ ə n k u n s t
רענצל	ʁ ɛ n t͡s ɫ̩
רעסורס	r ə s ʊ r s
רעסורס	r ɛ s ʊ r s
רעסטאָראַן	ʁ ɛ s t ɔ ʁ a n
רעפּאַראַטור	ʁ ɛ p a ʁ a t ʊ ʁ
רעצעפּט	ʁ ə t͡s ɛ p t
רפֿואה	ʁ ə f ʊ ə
רשימה	r ə ʃ ɪ m ə
רשע	ʁ ɔ ʃ ə
רײַז	ʁ a ɪ̯ z
רײַז	ʁ aː z
רײַז־מערבעלעך	r a ɪ̯ z m ɛ r b ə ɫ ə χ
רײַזן	r a ɪ̯ z n̩
רײַזע	r a ɪ̯ z ɜ
ר׳	ʁ ɛ b
ר׳	ʁ ɛ b ə
שׂונא־ישׂראל	s ɔ ɪ n ə j i s r uː ə l
שׂונא־ישׂראל	s ɔ ɪ n ə j i s r ɔ ə l
שׂונא־ישׂראל	s ɛ ɪ n ə i s r ɔ ə l
שׂינאת־ישׂראל	s ɨ n ə s j ɨ s ʁ u ɫ
שׂינאת־ישׂראל	s ɪ n ə s j ɪ s ʁ uː ɫ
שׂינאת־ישׂראל	s ɪ n ə s j ɪ s ʁ ɔ ə ɫ
שׂמחה	s ɪ m χ ə
שׂמחות	s ɪ m χ ə s
שׂנאה	s ɪ n ɜ
שׂרה	s uː r ə
שׂרה	s ɔ r ə
שאַל	ʃ a l
שאַלאַטן	ʃ a ɫ a t n̩
שאַלאָט	ʃ a ɫ ɔ t
שאַלוויִע	ʃ a ɫ v i j ə
שאַלוויִע	ʃ a ɫ v ɪ j ə
שאַלפּיי	ʃ a ɫ p ɛ ɪ̯
שאַנד	ʃ a n d
שאַנדע	ʃ a n d ə
שאַנק	ʃ a ŋ k
שאַפֿן	ʃ a f n̩
שאַפֿע	ʃ a f ə
שאַרף	ʃ a ʁ f
שאָבן	ʃ ɔ b m̩
שאָבן	ʃ ɔ b n̩
שאָד	ʃ ɔ d
שאָטלאַנד	ʃ ɔ t ɫ a n d
שאָטנדיק	ʃ ɔ t n̩ d ɪ k
שאָסיי	ʃ ɔ s ɛ ɪ̯
שאָפֿער	ʃ ɔ f ɛ ʁ
שאָקאָלאַד	ʃ ɔ k ɔ ɫ a d
שבֿועות	ʃ v i ə s
שבֿועות	ʃ v u ə s
שבֿע־ברכות	ʃ e ɪ̯ v ə b ʁ uː χ ə s
שבֿע־ברכות	ʃ ɛ v ə b ʁ ɔ χ ə s
שדכן	ʃ a d χ n
שוואַך	ʃ v a χ
שוואַכער	ʃ v a χ ə ʁ
שוואַן	ʃ v a n
שוואַרץ	ʃ v a r t͡s
שוואַרצברויט	ʃ v a r t͡s b r ɔ ɪ̯ t
שוואָם	ʃ v ɔ m
שוווּם	ʃ v ʊ m
שווייץ	ʃ v ɛ ɪ̯ t͡s
שווימבאַסיין	ʃ v ɪ m b a s ɛ ɪ̯ n
שווימבאַסיינען	ʃ v ɪ m b a s ɛ ɪ̯ n ə n
שווימען	ʃ v ɪ m ə n
שוועד	ʃ v ɛ d
שוועדן	ʃ v e ɪ̯ d n̩
שוועדן	ʃ v eː d n̩
שוועדן	ʃ v i d n̩
שוועדן	ʃ v ɛ d n̩
שוועדן	ʃ v ɛ ɪ̯ d n̩
שוועל	ʃ v ɛ ɫ
שוועמל	ʃ v ɛ m ɫ̩
שוועמלעך	ʃ v ɛ m ɫ ə x
שוועסטער	ʃ v ɛ s t ə ʁ
שוועסטערל	ʃ v ɛ s t ə ʁ ɫ̩
שוועסטערקינד	ʃ v ɛ s t ə ʁ k ɪ n d
שוועסטערקינדער	ʃ v ɛ s t ə ʁ k ɪ n d ə ʁ
שווער	ʃ v ɛ ʁ
שווערד	ʃ v ɛ ʁ d
שוועריקייט	ʃ v ɛ r ɪ k a ɪ̯ t
שווערקייט	ʃ v ɛ r k a ɪ̯ t
שויוול	ʃ ɔ ɪ v l̩
שוימגומי	ʃ ɔ ɪ̯ m ɡ ʊ m ɪ
שוין	ʃ ɔ ɪ̯ n
שויס	ʃ e ɪ̯ s
שויס	ʃ ɔ ɪ̯ s
שויס־קאָמפּיוטער	ʃ ɔ ɪ̯ s k ɔ m p j ʊ t ə ʁ
שוך	ʃ i χ
שוך	ʃ iː χ
שוך	ʃ ʊ χ
שול	ʃ i l
שול	ʃ iː l
שול	ʃ ʊ l
שולן	ʃ ʊ ɫ n̩
שולע	ʃ u ɫ ə
שופֿט	ʃ ɔ ɪ̯ f ə t
שופֿר	ʃ ɔ ɪ̯ f e r
שחור	ʃ ɔ χ ə ʁ
שטאַם	ʃ t a m
שטאַמט	ʃ t a m t
שטאַמען	ʃ t a m ə n
שטאַרב	ʃ t a ʁ b
שטאַרבט	ʃ t a ʁ p t
שטאַרבן	ʃ t a ʁ b n̩
שטאַרק	ʃ t a ʁ k
שטאַרקן	ʃ t a ʁ k n̩
שטאָף	ʃ t ɔ f
שטאָק	ʃ t ɔ k
שטודירן	ʃ t ʊ d ɪ ʁ n̩
שטודירסט	ʃ t ʊ d ɪ ʁ s t
שטויסן	ʃ t e ɪ̯ s n̩
שטויסן	ʃ t ɔ ɪ̯ s n̩
שטויסן	ʃ t ɔ ʊ̯ s n̩
שטורקאַץ	ʃ t ʊ ʁ k a t͡s
שטח	ʃ ɛ t ə χ
שטיין	ʃ t ɛ ɪ̯ n
שטיל	ʃ t ɪ ɫ
שטים	ʃ t ɪ m
שטימונג	ʃ t ɪ m ʊ ŋ ɡ
שטינקט	ʃ t ɪ ŋ k t
שטינקען	ʃ t ɪ ŋ k ə n
שטיפֿ־	ʃ t ɪ f
שטיפֿברודער	ʃ t ɪ f b r ʊ d ɜ r
שטיפֿברידער	ʃ t ɪ f b ʁ ɪ d ə ʁ
שטיפֿטאַטע	ʃ t ɪ f t a t ɜ
שטיפֿשוועסטער	ʃ t ɪ f ʃ v ɛ s t ɜ r
שטיקל	ʃ t ɪ k ɫ̩
שטעט	ʃ t ɛ t
שטעכט	ʃ t ɛ χ t
שטעכן	ʃ t ɛ χ n̩
שטעל	ʃ t ɛ ɫ
שטעלן	ʃ t ɛ l n̩
שטעלע	ʃ t ɛ ɫ ə
שטענדיק	ʃ t ɛ n d ɪ k
שטעקל־מישער	ʃ t ɛ k ɫ̩ m ɪ ʃ ə r
שטעקן	ʃ t ɛ k n̩
שטער	ʃ t ɛ ʁ
שטערנדל	ʃ t ɛ r n d ɫ̩
שטראַל	ʃ t ʁ a l
שטרוי	ʃ t ʁ ɔ ɪ̯
שטרויס	ʃ t r ɔ ɪ̯ s
שטײַגן	ʃ t a ɪ̯ ɡ n̩
שטײַער	ʃ t a ɪ̯ ə r
שטײַערן	ʃ t a ɪ̯ ə ʁ n̩
שייטל	ʃ ɛ ɪ̯ t ɫ̩
שייטלעך	ʃ ɛ ɪ̯ t ɫ ə χ
שיילן	ʃ ɛ ɪ̯ l n̩
שיין	ʃ a ɪ̯ n
שיין	ʃ e ɪ̯ n
שיין	ʃ ɛ ɪ̯ n
שיכּור	ʃ ɪ k ə ʁ
שיכּורט	ʃ ɪ k ə ʁ t
שיכּורים	ʃ ɪ k ʊ ʁ ɪ m
שיכּורן	ʃ ɪ k ə ʁ ə n
שילד	ʃ ɪ ɫ d
שילוּיע	ʃ ɪ ɫ ʊ j ə
שינקע	ʃ ɪ ŋ k ə
שיסל	ʃ ɪ s ɫ̩
שיפֿל	ʃ ɪ f ɫ̩
שיק	ʃ ɪ k
שיקאַגאָ	ʃ i k a ɡ ɔ
שיקן	ʃ ɪ k n̩
שירה	ʃ i ʁ ə
שירעם	ʃ ɪ ʁ ə m
שכן	ʃ ɔ χ n̩
שכנים	ʃ x ɛ ɪ̯ n ə m
שלאַנגען	ʃ l a ŋ ɡ ə n
שלאַף	ʃ l a f
שלאַקסרעגן	ʃ ɫ a k s ʁ ɛ ɡ n̩
שלאָג	ʃ ɫ ɔ ɡ
שלאָגן	ʃ ɫ ɔ ɡ ŋ̩
שלאָף	ʃ l ɔ f
שלאָפֿזאַק	ʃ ɫ ɔ f z a k
שלאָפֿזעק	ʃ ɫ ɔ f z ɛ k
שלאָפֿן	ʃ ɫ ɔ f n̩
שלאָפֿראָק	ʃ ɫ ɔ f ʁ ɔ k
שלום	ʃ u ɫ ə m
שלום	ʃ uː ɫ ə m
שלום	ʃ ɔ ɫ ə m
שלום עליכם	ʃ ɔ ɫ ə m ‿ a ɫ ɛ ɪ̯ χ ə m
שלום עליכם	ʃ ʊ ɫ ə m ‿ a ɫ a ɪ̯ χ ə m
שלומדיק	ʃ ɔ ɫ ə m d ɪ k
שלוש־סעודות	ʃ a l ə ʃ ʊ d ə s
שלח־מנות	ʃ a ɫ a χ m ɔ n ə s
שלייף	ʃ ɫ a ɪ̯ f
שלייף	ʃ ɫ e ɪ̯ f
שלייף	ʃ ɫ ɛ ɪ̯ f
שלימזל	ʃ ʎ ɪ m a z ɫ̩
שליסל	ʃ ʎ ɪ s ɫ̩
שליסל־קייטל	ʃ ʎ ɪ s ɫ̩ k ɛ ɪ̯ t ɫ̩
שלעכט	ʃ ɫ ɛ χ t
שמאַנט	ʃ m a n t
שמאָל	ʃ m ɔ ɫ
שמאָק	ʃ m ɔ k
שמאָראַק	ʃ m ɔ r a k
שמועס	ʃ m u ə s
שמוץ	ʃ m ʊ t͡s
שמוציק	ʃ m u t͡s ɪ k
שמות	ʃ m ɔ ɪ̯ s
שמיד	ʃ m ɪ d
שמידן	ʃ m ɪ d n̩
שמעק	ʃ m ɛ k
שמעקן	ʃ m ɛ k n̩
