'day	d̪ a ɪ̯
Capistrano	k ɐ p ɪ s t̪ ɾ aː n̪ o
Capiz	k aː p ɪ s
Capucao	k ɐ p uː x a ʊ̯
Capulong	k ɐ p uː l o ŋ
Capunitan	k ɐ p ʊ n̪ iː t̪ ɐ n̪
Capuno	k ɐ p uː n̪ o ʔ
Caraan	k ɐ ɾ aː ʔ ɐ n̪
Caraga	k ɐ ɾ aː ɣ ɐ
Caraga	k ɐ ɾ ɐ ɣ a
Caraig	k ɐ ɾ aː ʔ ɪ ɡ̚
Caramoan	k ɐ ɾ ɐ m oː w ɐ n̪
Caramoan	k ɐ ɾ ɐ m oː ʔ ɐ n̪
Caramoran	k ɐ ɾ ɐ m o ɾ a n̪
Carandang	k ɐ ɾ ɐ n̪ d̪ a ŋ
Caraos	k ɐ ɾ aː ʔ o s
Carcar	k ɐ ɾ k a ɾ
Cardenas	k ɐ ɾ d̪ ɛː n̪ ɐ s
Cardenas	k a ɾ d̪ ɛ n̪ a s
Cardiño	k ɐ ɾ d̪ iː ɲ o
Cardiño	k ɐ ɾ d̪ i n̪ j o
Cardiño	k ɐ ɾ d̪ i n̪ j o
Cardona	k ɐ ɾ d̪ oː n̪ ɐ
Cariaga	k ɐ ɾ j aː ɣ ɐ
Cariaso	k ɐ ɾ j aː s o
Carillo	k ɐ ɾ i l j o
Cariño	k ɐ ɾ iː ɲ o
Cariño	k ɐ ɾ i n̪ j o
Cariño	k ɐ ɾ i n̪ j o
cariñosa	k ɐ ɾ ɪ n ɲ oː s ɐ
cariñosa	k ɐ ɾ ɪ n̪ j oː s ɐ
cariñosa	k ɐ ɾ ɪ n̪ j oː s ɐ
Caringal	k ɐ ɾ iː ŋ ɐ l
Caringal	k ɐ ɾ ɪ ŋ a l
Carlito	k ɐ ɾ l iː t̪ o
Carlos	k a ɾ l o s
Carlota	k ɐ ɾ l oː t̪ ɐ
Carmela	k ɐ ɾ m ɛː l ɐ
Carmen	k a ɾ m ɛ n̪
Carmen	k ɐ ɾ m ɛ n̪
Carmona	k ɐ ɾ m oː n̪ ɐ
Carpio	k a ɾ p j o
carps	k a ɹ p s
Carreon	k ɐ ɾ ɛ j o n̪
Carriaga	k ɐ ɾ j aː ɣ ɐ
Carrillo	k ɐ ɾ i l j o
Carunungan	k ɐ ɾ ʊ n̪ uː ŋ ɐ n̪
Carvajal	k ɐ ɾ v ɐ h a l
Carvajal	k ɐ ɾ b ɐ h a l
Carvajal	k ɐ ɾ b ɐ h a l
Casacop	k ɐ s aː x o p̚
Casal	k ɐ s a l
Casanova	k ɐ s ɐ n̪ oː v ɐ
Casanova	k ɐ s ɐ n̪ oː b ɐ
Casanova	k ɐ s ɐ n̪ oː b ɐ
Casao	k aː s a ʊ̯
Casapao	k ɐ s aː p a ʊ̯
Casas	k aː s ɐ s
Caseda	k ɐ s ɛː d̪ ɐ
Cases	k aː s ɛ s
Casiguran	k ɐ s ɪ ɣ uː ɾ ɐ n̪
Casindac	k ɐ s ɪ n̪ d̪ a k̚
Casiño	k ɐ s iː ɲ o
Casiño	k ɐ s i n̪ j o
Casiño	k ɐ s i n̪ j o
Casper	k a s p ɛ ɾ
Castañeda	k ɐ s t̪ ɐ n ɲ ɛː d̪ ɐ
Castañeda	k ɐ s t̪ ɐ n̪ j ɛː d̪ ɐ
Castañeda	k ɐ s t̪ ɐ n̪ j ɛː d̪ ɐ
Castillejos	k ɐ s t̪ ɪ l j ɛː h o s
Castillo	k ɐ s t̪ i l j o
Castrence	k ɐ s t̪ ɾ ɛ n̪ s ɛ
Casupang	k ɐ s uː p ɐ ŋ
Catacutan	k ɐ t̪ ɐ x uː t̪ ɐ n̪
Catalasan	k ɐ t̪ ɐ l aː s ɐ n̪
Catanauan	k ɐ t̪ ɐ n̪ aː w ɐ n̪
Catanduanes	k ɐ t̪ ɐ n̪ d̪ w aː n̪ ɛ s
Catanduanes	k ɐ t̪ ɐ n̪ d̪ ʊ ʔ aː n̪ ɛ s
Catangay	k ɐ t̪ ɐ ŋ a ɪ̯
Catanghal	k ɐ t̪ ɐ ŋ h a l
Catapang	k ɐ t̪ aː p ɐ ŋ
Cataquiz	k ɐ t̪ ɐ x ɪ s
Catarman	k ɐ t̪ ɐ ɾ m a n̪
Cateel	k ɐ t̪ iː ʔ ɪ l
Cathed	k aː t̪ ɛ d̪̚
Catibayan	k ɐ t̪ ɪ b aː j ɐ n̪
Catibog	k ɐ t̪ iː b o ɡ̚
Catigbian	k ɐ t̪ ɪ ɡ b ɪ ʔ a n̪
Catindig	k ɐ t̪ ɪ n̪ d̪ ɪ ɡ̚
Catipon	k ɐ t̪ iː p o n̪
Catmon	k ɐ t̪ m o n̪
Catral	k ɐ t̪ ɾ a l
Cauayan	k ɐ w aː j ɐ n̪
Causapin	k ɐ ʔ ʊ s aː p ɪ n̪
Causon	k a ʊ̯ s o n̪
Cavite	k ɐ v iː t̪ ɛ
Cavite	k ɐ b iː t̪ ɛ
Cavite	k ɐ b iː t̪ ɛ
Caw	k a ʊ̯
Cawicaan	k ɐ w ɪ x ɐ ʔ a n̪
Cayabyab	k ɐ j ɐ b j a b̚
Cayco	k a ɪ̯ x o
Cayetano	k ɐ j ɛ t̪ aː n̪ o
ce	s ɛ
Cebu	s ɛ b ʊ
Cebuana	s ɛ b w aː n̪ ɐ
Cebuano	s ɛ b w aː n̪ o
Cedeño	s ɛ d̪ ɛː ɲ o
Cedeño	s ɛ d̪ ɛ n̪ j o
Cedeño	s ɛ d̪ ɛ n̪ j o
Celedio	s ɛ l ɛː d͡ʒ o
Celedio	s ɛ l ɛ d̪ j o
Celedio	s ɛ l ɛ d̪ j o
Celestial	s ɛ l ɛ s t͡ʃ a l
Celestial	s ɛ l ɛ s t̪ j a l
Celestial	s ɛ l ɛ s t̪ j a l
Cembo	s ɛ m b o
Cendaña	s ɛ n̪ d̪ aː ɲ ɐ
Cendaña	s ɛ n̪ d̪ a n̪ j ɐ
Cendaña	s ɛ n̪ d̪ a n̪ j ɐ
Ceniza	s ɛ n̪ iː z ɐ
Ceniza	s ɛ n̪ iː s ɐ
Ceniza	s ɛ n̪ iː s ɐ
Cenizal	s ɛ n̪ ɪ z a l
Cenizal	s ɛ n̪ ɪ s a l
Cenizal	s ɛ n̪ ɪ s a l
Centeno	s ɛ n̪ t̪ ɛː n̪ o
Centino	s ɛ n̪ t̪ iː n̪ o
Cepillo	s ɛ p i l j o
Cereno	s ɛ ɾ ɛː n̪ o
Cerillo	s ɛ ɾ i l j o
Cerna	s ɛ ɾ n̪ ɐ
Cesneros	s ɛ s n̪ ɛː ɾ o s
CH	t͡ʃ ɛ
CH	t͡s ɛ
CH	s ɛ
CH	t͡ʃ
CH	t̪ s
CH	s
ch	t͡ʃ ɛ
ch	t͡s ɛ
ch	s ɛ
ch	t͡ʃ
ch	t̪ s
ch	s
cha	t͡ʃ a
cha	t͡s a
cha	t͡s a
cha	t͡ʃ a ʔ
cha	t͡s a ʔ
cha	t͡s a ʔ
chaka	t͡ʃ ɐ x a ʔ
chaka	t͡s ɐ x a ʔ
chaka	t͡s ɐ x a ʔ
chaka	t͡ʃ aː x ɐ
chaka	t͡s aː x ɐ
chaka	t͡s aː x ɐ
Cham	t͡ʃ a m
Cham	t͡s a m
Cham	t͡s a m
Cham	k a m
Cham	t͡ʃ a m
Cham	t͡s a m
Cham	t͡s a m
champaca	t͡ʃ ɐ m p aː x ɐ
champaca	t͡s ɐ m p aː x ɐ
champaca	t͡s ɐ m p aː x ɐ
Chan	t͡ʃ a n̪
Chan	t͡s a n̪
Chan	t͡s a n̪
chane	t͡ʃ aː n̪ ɛ ʔ
chane	t͡s aː n̪ ɛ ʔ
chane	t͡s aː n̪ ɛ ʔ
chani	t͡ʃ aː n̪ ɪ ʔ
chani	t͡s aː n̪ ɪ ʔ
chani	t͡s aː n̪ ɪ ʔ
Chantal	ʃ ɐ n̪ t̪ a l
Chantal	s j ɐ n̪ t̪ a l
Chantal	s j ɐ n̪ t̪ a l
Chang	t͡ʃ a ŋ
Chang	t͡s a ŋ
Chang	t͡s a ŋ
char	t͡ʃ a ɾ
char	t͡s a ɾ
char	t͡s a ɾ
charing	t͡ʃ ɐ ɾ ɪ ŋ
charing	t͡s ɐ ɾ ɪ ŋ
charing	t͡s ɐ ɾ ɪ ŋ
Charity	t͡ʃ aː ɾ ɪ t̪ ɪ
Charity	t͡s aː ɾ ɪ t̪ ɪ
Charity	t͡s aː ɾ ɪ t̪ ɪ
Charlene	ʃ ɐ ɾ l ɪ n̪
Charlene	s j ɐ ɾ l ɪ n̪
Charlene	s j ɐ ɾ l ɪ n̪
Charlotte	ʃ a ɾ l o t̪̚
Charlotte	s j a ɾ l o t̪̚
Charlotte	s j a ɾ l o t̪̚
charot	t͡ʃ ɐ ɾ o t̪̚
charot	t͡s ɐ ɾ o t̪̚
charot	t͡s ɐ ɾ o t̪̚
charotera	t͡ʃ ɐ ɾ o t̪ ɛː ɾ ɐ
charotera	t͡s ɐ ɾ o t̪ ɛː ɾ ɐ
charotera	t͡s ɐ ɾ o t̪ ɛː ɾ ɐ
chat	t͡ʃ a t̪̚
chat	t͡s a t̪̚
chat	t͡s a t̪̚
Chavez	t͡ʃ aː v ɛ s
Chavez	t͡ʃ aː b ɛ s
Chavez	t͡s aː b ɛ s
Chavez	t͡ʃ aː b ɛ s
Chavez	t͡s aː b ɛ s
che	t͡ʃ ɛ
che	t͡s ɛ
che	t͡s ɛ
che	s ɛ
Chedeng	t͡ʃ ɛː d̪ ɛ ŋ
Chedeng	t͡s ɛː d̪ ɛ ŋ
Chedeng	t͡s ɛː d̪ ɛ ŋ
Chedeng	t͡ʃ ɛ d̪ ɛ ŋ
Chedeng	t͡s ɛ d̪ ɛ ŋ
Chedeng	t͡s ɛ d̪ ɛ ŋ
Chen	t͡ʃ ɛ n̪
Chen	t͡s ɛ n̪
Chen	t͡s ɛ n̪
Chen	t͡ʃ ə n̪
Chen	t͡s ə n̪
Chen	t͡s ə n̪
Cheng	t͡ʃ ɛ ŋ
Cheng	t͡s ɛ ŋ
Cheng	t͡s ɛ ŋ
Cherry	t͡ʃ ɛː ɾ ɪ
Cherry	t͡s ɛː ɾ ɪ
Cherry	t͡s ɛː ɾ ɪ
Chi	t͡ʃ ɪ
Chi	t͡s ɪ
Chi	t͡s ɪ
chicha	t͡ʃ iː t͡ʃ ɐ
chicha	t͡s i t̪ s ɐ
chicha	t͡s i t̪ s ɐ
chicharon	t͡ʃ ɪ t t͡ʃ ɐ ɾ o n̪
chicharon	t͡s ɪ t̪ s ɐ ɾ o n̪
chicharon	t͡s ɪ t̪ s ɐ ɾ o n̪
Chichay	t͡ʃ iː t͡ʃ a ɪ̯
Chichay	t͡s i t̪ s a ɪ̯
Chichay	t͡s i t̪ s a ɪ̯
chicsilog	t͡ʃ i k s ɪ l o ɡ̚
chicsilog	t͡s i k s ɪ l o ɡ̚
chicsilog	t͡s i k s ɪ l o ɡ̚
chilak	t͡ʃ ɪ l a k̚
chilak	t͡s ɪ l a k̚
chilak	t͡s ɪ l a k̚
Chinador	t͡ʃ ɪ n̪ ɐ d̪ o ɾ
Chinador	t͡s ɪ n̪ ɐ d̪ o ɾ
Chinador	t͡s ɪ n̪ ɐ d̪ o ɾ
chinchao	t͡ʃ ɪ n̪ t͡ʃ a ʊ̯
chinchao	t͡s ɪ n̪ t͡s a ʊ̯
chinchao	t͡s ɪ n̪ t͡s a ʊ̯
Ching	t͡ʃ ɪ ŋ
Ching	t͡s ɪ ŋ
Ching	t͡s ɪ ŋ
Chiong	t͡ʃ j o ŋ
Chiong	t͡ʃ o ŋ
Chiong	t͡s j o ŋ
Chiong	t͡s o ŋ
Chiong	t͡s j o ŋ
Chiong	t͡s o ŋ
Chiu	t͡ʃ ʊ
Chiu	t͡s ʊ
Chiu	t͡s ʊ
Chiyoko	t͡ʃ j oː x o
Chiyoko	t͡s j oː x o
Chiyoko	t͡s j oː x o
Chloe	k l oː w ɪ
Choi	t͡ʃ o ɪ̯
Choi	t͡s o ɪ̯
Choi	t͡s o ɪ̯
chola	t͡ʃ oː l ɐ
chola	t͡s oː l ɐ
chola	t͡s oː l ɐ
Chong	t͡ʃ o ŋ
Chong	t͡s o ŋ
Chong	t͡s o ŋ
Chow	t͡ʃ a ʊ̯
Chow	t͡s a ʊ̯
Chow	t͡s a ʊ̯
Chu	t͡ʃ ʊ
Chu	t͡s ʊ
Chu	t͡s ʊ
Chua	t͡ʃ uː w ɐ
Chua	t͡s uː w ɐ
Chua	t͡s uː w ɐ
Chua	t͡ʃ w a
Chua	t͡s w a
Chua	t͡s w a
chub	t͡ʃ ʊ b̚
chub	t͡s ʊ b̚
chub	t͡s ʊ b̚
Chuchay	t͡ʃ uː t͡ʃ a ɪ̯
Chuchay	t͡s u t̪ s a ɪ̯
Chuchay	t͡s u t̪ s a ɪ̯
chukchak	t͡ʃ u k t͡ʃ ɐ k̚
chukchak	t͡s u k t͡s ɐ k̚
chukchak	t͡s u k t͡s ɐ k̚
chumaka	t͡ʃ ʊ m aː x ɐ
chumaka	t͡s ʊ m aː x ɐ
chumaka	t͡s ʊ m aː x ɐ
Chung	t͡ʃ ʊ ŋ
Chung	t͡s ʊ ŋ
Chung	t͡s ʊ ŋ
Cinco	s i ŋ k o
Cipriano	s ɪ p ɾ j aː n̪ o
Clara	k l aː ɾ ɐ
Clarence	k l aː ɾ ɛ n̪ s
Clarin	k l ɐ ɾ ɪ n̪
Claro	k l aː ɾ o
Claudio	k l a ʊ̯ d d͡ʒ o
Claudio	k l a ʊ̯ d̪ j o
Claudio	k l a ʊ̯ d̪ j o
Clavecillas	k l ɐ v ɛ s i l j ɐ s
Clavecillas	k l ɐ b ɛ s i l j ɐ s
Clavecillas	k l ɐ b ɛ s i l j ɐ s
Claveria	k l ɐ v ɛ ɾ iː j ɐ
Claveria	k l ɐ b ɛ ɾ iː j ɐ
Claveria	k l ɐ b ɛ ɾ iː j ɐ
Clemente	k l ɛ m ɛ n̪ t̪ ɛ
Clinton	k l i n̪ t̪ o n̪
Closa	k l oː s ɐ
Clyde	k l a ɪ̯ d̪
cno	s iː n̪ o
Co	k o
Cobarrubias	k o b ɐ ɾ u b j ɐ s
Cogeo	k o ɡ j o
Cojuangco	k o h w a ŋ k o
Cojuangco	k o w a ŋ k o
coke	k o ʊ̯ k
coke	k o k̚
Collado	k o l j aː d̪ o
Collantes	k o l j a n̪ t̪ ɛ s
Coloma	k o l oː m ɐ
Colon	k o l o n̪
Coloso	k o l oː s o
COMELEC	k oː m ɛ l ɛ k̚
Comembo	k o m ɛ m b o
Cometa	k o m ɛː t̪ ɐ
Comia	k o m j ɐ
Compostela	k o m p o s t̪ ɛː l ɐ
Concepcion	k o n̪ s ɛ p ʃ o n̪
Concepcion	k o n̪ s ɛ p s j o n̪
Concepcion	k o n̪ s ɛ p s j o n̪
Conchita	k o n̪ t͡ʃ iː t̪ ɐ
Conchita	k o n̪ t͡s iː t̪ ɐ
Conchita	k o n̪ t͡s iː t̪ ɐ
Conde	k o n̪ d̪ ɛ
Condez	k o n̪ d̪ ɛ s
Condez	k o n̪ d̪ ɛ s
Confucianismo	k o m f ʊ ʃ ɐ n̪ i s m o
Confucianismo	k o m p ʊ ʃ ɐ n̪ i s m o
Confucianismo	k o m p ʊ s j ɐ n̪ i s m o
Confucianismo	k o m p ʊ ʃ ɐ n̪ i s m o
Confucianismo	k o m p ʊ s j ɐ n̪ i s m o
Confucianismo	k o m f j ʊ ʃ ɐ n̪ i s m o
Confucianismo	k o m p j ʊ ʃ ɐ n̪ i s m o
Confucianismo	k o m p j ʊ s j ɐ n̪ i s m o
Confucianismo	k o m p j ʊ ʃ ɐ n̪ i s m o
Confucianismo	k o m p j ʊ s j ɐ n̪ i s m o
Conner	k oː n̪ ɛ ɾ
Conrado	k o n̪ ɾ aː d̪ o
Consolacion	k o n̪ s o l ɐ ʃ o n̪
Consolacion	k o n̪ s o l ɐ s j o n̪
Consolacion	k o n̪ s o l ɐ s j o n̪
Contreras	k o n̪ t̪ ɾ ɛː ɾ ɐ s
Coo	k ʊ
Coquia	k oː k j ɐ
Cora	k oː ɾ ɐ
Corazon	k o ɾ ɐ z o n̪
Corazon	k o ɾ ɐ s o n̪
Corazon	k o ɾ ɐ s o n̪
Corcuera	k o ɾ k w ɛː ɾ ɐ
Cordero	k o ɾ d̪ ɛː ɾ o
Cordova	k o ɾ d̪ o v a
Cordova	k o ɾ d̪ o b a
Cordova	k o ɾ d̪ o b a
Corella	k o ɾ ɛ l j ɐ
Corista	k o ɾ i s t̪ ɐ
Cornejo	k o ɾ n̪ ɛː h o
cornsilog	k o ɹ n̪ s ɪ l o ɡ̚
Coron	k o ɾ o n̪
Corona	k o ɾ oː n̪ ɐ
Coronel	k o ɾ o n̪ ɛ l
Corpus	k o ɾ p ʊ s
Corpuz	k o ɾ p ʊ s
Corrales	k o ɾ aː l ɛ s
Correa	k o ɾ ɛː j ɐ
Corregidor	k o ɾ ɛ h ɪ d̪ o ɾ
Corro	k oː ɾ o
Cortes	k o ɾ t̪ ɛ s
Cortesi	k o ɾ t̪ ɛː s ɪ
Cortez	k o ɾ t̪ ɛ s
Cory	k oː ɾ ɪ
Cosico	k o s iː x o
Costales	k o s t̪ aː l ɛ s
Cotabato	k o t̪ ɐ b aː t̪ o
cousintahan	k aː s ɪ n̪ t̪ aː h ɐ n̪
CPP	s iː p ɪ p ɪ
Crawford	k ɾ oː f o ɹ d̪
Crawford	k ɾ oː p o ɹ d̪
Crawford	k ɾ oː p o ɹ d̪
Cresilda	k ɾ ɛ s i l d̪ ɐ
Crising	k ɾ ɪ s ɪ ŋ
Crisostomo	k ɾ ɪ s o s t̪ o m o
Crispin	k ɾ ɪ s p ɪ n̪
Cruz	k ɾ ʊ s
Cruzat	k ɾ ʊ z a t̪̚
Cruzat	k ɾ ʊ s a t̪̚
Cruzat	k ɾ ʊ s a t̪̚
Cu	k ʊ
cu	k ʊ
Cua	k uː w ɐ
Cua	k w a
Cuartero	k w ɐ ɾ t̪ ɛː ɾ o
Cuasay	k w aː s a ɪ̯
Cubacub	k ʊ b aː x ʊ b̚
Cubao	k ʊ b a ʊ̯
Cudiamat	k ʊ d d͡ʒ aː m ɐ t̪̚
Cudiamat	k ʊ d d͡ʒ ɐ m a t̪̚
Cudiamat	k ʊ d̪ j aː m ɐ t̪̚
Cudiamat	k ʊ d̪ j ɐ m a t̪̚
Cudiamat	k ʊ d̪ j aː m ɐ t̪̚
Cudiamat	k ʊ d̪ j ɐ m a t̪̚
Cuenca	k w ɛ ŋ k ɐ
Cueto	k w ɛː t̪ o
Cuevas	k w ɛː v ɐ s
Cuevas	k w ɛː b ɐ s
Cuevas	k w ɛː b ɐ s
Cuizon	k w iː z o n̪
Cuizon	k w iː s o n̪
Cuizon	k w iː s o n̪
Culaba	k ʊ l aː b ɐ
Culasi	k ʊ l aː s ɪ
Cunanan	k ʊ n̪ aː n̪ ɐ n̪
Cupang	k uː p ɐ ŋ
Custodio	k ʊ s t̪ oː d͡ʒ o
Custodio	k ʊ s t̪ o d̪ j o
Custodio	k ʊ s t̪ o d̪ j o
Cuyapo	k ʊ j ɐ p o ʔ
Cynthia	s i n̪ t͡ʃ ɐ
Cynthia	s i n̪ t̪ j ɐ
Cynthia	s i n̪ t̪ j ɐ
d	d̪ ɪ
d	d̪ ɛ
d	d̪ a
d	d̪
d	d̪ ɪ ʔ
D	d̪ ɪ
D	d̪ ɛ
D	d̪ a
D	d̪
da	d̪ ɐ
daambakal	d̪ ɐ ʔ ɐ m b aː x ɐ l
daambayan	d̪ ɐ ʔ ɐ m b aː j ɐ n̪
daan	d̪ ɐ ʔ a n̪
daan	d̪ aː ʔ ɐ n̪
daanan	d̪ ɐ ʔ aː n̪ ɐ n̪
daanan	d̪ ɐ ʔ ɐ n̪ a n̪
Daanbantayan	d̪ ɐ ʔ ɐ m b ɐ n̪ t̪ aː j ɐ n̪
daantaon	d̪ ɐ ʔ ɐ n̪ t̪ ɐ ʔ o n̪
dabarkads	d̪ aː b ɐ ɾ k a d̪ s
dabaw	d̪ aː b a ʊ̯
dabdab	d̪ ɐ b d̪ a b̚
dabog	d̪ aː b o ɡ̚
Dacanay	d̪ ɐ x aː n̪ a ɪ̯
Dacanlao	d̪ ɐ x ɐ n̪ l ɐ ʔ o
Dacanlao	d̪ ɐ x ɐ n̪ l a ʊ̯
dada	d̪ ɐ d̪ a ʔ
dadaan	d̪ aː d̪ ɐ ʔ a n̪
dadaan	d̪ ɐ d̪ aː ʔ ɐ n̪
dadaanin	d̪ ɐ d̪ ɐ ʔ ɐ n̪ ɪ n̪
dadaanin	d̪ ɐ d̪ ɐ ʔ aː n̪ ɪ n̪
dadalawampuin	d̪ aː d̪ ɐ l ɐ w ɐ m p uː ʔ ɪ n̪
dadalawampuin	d̪ aː d̪ ɐ l ɐ w ɐ m p ʊ ʔ ɪ n̪
dado	d̪ aː d̪ o
daeng	d̪ aː ʔ ɛ ŋ
Daet	d̪ aː ʔ ɛ t̪̚
daga	d̪ ɐ ɣ a ʔ
daga	d̪ aː ɣ ɐ
daga	d̪ aː ɣ ɐ
dagabdab	d̪ ɐ ɣ ɐ b d̪ a b̚
dagadagaan	d̪ ɐ ɣ aː d̪ ɐ ɣ aː ʔ ɐ n̪
dagalwak	d̪ ɐ ɣ ɐ l w a k̚
dagan	d̪ ɐ ɣ a n̪
dagandam	d̪ ɐ ɣ ɐ n̪ d̪ a m
dagas	d̪ ɐ ɣ a s
dagasa	d̪ ɐ ɣ ɐ s a ʔ
dagasdas	d̪ ɐ ɣ ɐ s d̪ a s
dagat	d̪ aː ɣ ɐ t̪̚
dagatan	d̪ ɐ ɣ aː t̪ ɐ n̪
dagdag	d̪ ɐ ɡ d̪ a ɡ̚
Dagdag	d̪ ɐ ɡ d̪ a ɡ̚
Dagdagan	d̪ ɐ ɡ d̪ ɐ ɣ a n̪
dagdagan	d̪ ɐ ɡ d̪ ɐ ɣ a n̪
dagibalani	d̪ ɐ ɣ ɪ b ɐ l aː n̪ ɪ ʔ
dagibalniin	d̪ ɐ ɣ ɪ b ɐ l n̪ iː ʔ ɪ n̪
dagibulog	d̪ ɐ ɣ ɪ b uː l o ɡ̚
dagihaynayan	d̪ ɐ ɣ ɪ h a ɪ̯ n̪ aː j ɐ n̪
dagikapnayan	d̪ ɐ ɣ ɪ x ɐ p n̪ aː j ɐ n̪
dagil	d̪ aː ɣ ɪ l
dagilap	d̪ ɐ ɣ ɪ l a p̚
dagilusaw	d̪ ɐ ɣ ɪ l ʊ s a ʊ̯
dagim	d̪ ɐ ɣ ɪ m
dagindas	d̪ ɐ ɣ ɪ n̪ d̪ a s
daginding	d̪ ɐ ɣ ɪ n̪ d̪ ɪ ŋ
dagipik	d̪ ɐ ɣ iː p ɪ k̚
dagis	d̪ ɐ ɣ ɪ s
dagisdis	d̪ ɐ ɣ ɪ s d̪ ɪ s
dagisik	d̪ ɐ ɣ ɪ s ɪ k̚
dagisik	d̪ ɐ ɣ iː s ɪ k̚
dagisikan	d̪ ɐ ɣ ɪ s ɪ x a n̪
dagison	d̪ ɐ ɣ iː s o n̪
dagit	d̪ aː ɣ ɪ t̪̚
dagitab	d̪ ɐ ɣ iː t̪ ɐ b̚
dagitban	d̪ ɐ ɣ ɪ t̪ b a n̪
dagitigilan	d̪ ɐ ɣ ɪ t̪ ɪ ɣ iː l ɐ n̪
dagitsigan	d̪ ɐ ɣ ɪ t̪ s iː ɣ ɐ n̪
dagitsipat	d̪ ɐ ɣ ɪ t̪ s iː p ɐ t̪̚
daglat	d̪ ɐ ɡ l a t̪̚
dagli	d̪ ɐ ɡ l ɪ ʔ
Dagohoy	d̪ ɐ ɣ oː h o ɪ̯
dagok	d̪ aː ɣ o k̚
dagol	d̪ ɐ ɣ o l
dagos	d̪ aː ɣ o s
dagsa	d̪ ɐ ɡ s a ʔ
dagsin	d̪ ɐ ɡ s ɪ n̪
dagsinbiling	d̪ ɐ ɡ s ɪ m b ɪ l ɪ ŋ
dagsinsukatan	d̪ ɐ ɡ s ɪ n̪ s ʊ x ɐ t̪ a n̪
dagsinsukatin	d̪ ɐ ɡ s ɪ n̪ s ʊ x ɐ t̪ ɪ n̪
dagta	d̪ ɐ ɡ t̪ a ʔ
dagubang	d̪ ɐ ɣ ʊ b a ŋ
dagubdob	d̪ ɐ ɣ ʊ b d̪ o b̚
Daguioman	d̪ ɐ ɡ j oː m ɐ n̪
daguldol	d̪ ɐ ɣ ʊ l d̪ o l
dagundong	d̪ ɐ ɣ ʊ n̪ d̪ o ŋ
Dagupan	d̪ ɐ ɣ uː p ɐ n̪
dagusdos	d̪ ɐ ɣ ʊ s d̪ o s
dahak	d̪ ɐ h a k̚
dahan	d̪ aː h ɐ n̪
dahas	d̪ ɐ h a s
dahik	d̪ ɐ h ɪ k̚
dahikan	d̪ ɐ h iː x ɐ n̪
dahikan	d̪ ɐ h ɪ x a n̪
dahil	d̪ aː h ɪ l
dahilan	d̪ ɐ h ɪ l a n̪
dahilig	d̪ ɐ h iː l ɪ ɡ̚
dahilig	d̪ ɐ h ɪ l ɪ ɡ̚
dahiyo	d̪ ɐ h j o ʔ
dahiyo	d̪ ɐ h iː j o ʔ
dahon	d̪ aː h o n̪
dahop	d̪ ɐ h o p̚
dahop	d̪ aː h o p̚
dahumpalay	d̪ aː h ʊ m p aː l a ɪ̯
dahuyo	d̪ ɐ h uː j o ʔ
daidi	d̪ ɐ ʔ iː d̪ ɪ ʔ
daig	d̪ ɐ ʔ ɪ ɡ̚
daig	d̪ aː ʔ ɪ ɡ̚
daigdig	d̪ ɐ ʔ ɪ ɡ d̪ ɪ ɡ̚
daing	d̪ aː ʔ ɪ ŋ
daing	d̪ ɐ ʔ ɪ ŋ
dairi	d̪ ɐ ʔ iː ɾ ɪ ʔ
dais	d̪ ɐ ʔ ɪ s
dais	d̪ aː ʔ ɪ s
dais	d̪ a ɪ̯ s
Daisy	d̪ e ɪ̯ s ɪ
dait	d̪ ɐ j ɪ t̪̚
daka	d̪ aː x ɐ
dakbatlag	d̪ ɐ k b ɐ t̪ l̪ a ɡ̚
dakdak	d̪ ɐ k d̪ a k̚
dakila	d̪ ɐ x iː l ɐ ʔ
dakip	d̪ ɐ x ɪ p̚
daklunsod	d̪ ɐ k l ʊ n̪ s o d̪̚
dakma	d̪ ɐ k m a ʔ
dako	d̪ aː x o ʔ
dakol	d̪ ɐ x o l
dakot	d̪ ɐ x o t̪̚
dakota	d̪ ɐ x oː t̪ ɐ
daks	d̪ a k s
daksipat	d̪ ɐ k s iː p ɐ t̪̚
daktao	d̪ ɐ k t̪ aː ʔ o
daktinig	d̪ ɐ k t̪ iː n̪ ɪ ɡ̚
dakutin	d̪ ɐ x ʊ t̪ ɪ n̪
dala	d̪ ɐ l a
dala	d̪ aː l ɐ
dala	d̪ ɐ l a ʔ
dalag	d̪ ɐ l a ɡ̚
dalaga	d̪ ɐ l aː ɣ ɐ
Dalaga	d̪ ɐ l aː ɣ ɐ
dalagambukid	d̪ ɐ l aː ɣ ɐ m b uː x ɪ d̪̚
dalaginday	d̪ ɐ l ɐ ɣ ɪ n̪ d̪ a ɪ̯
dalaginding	d̪ ɐ l ɐ ɣ ɪ n̪ d̪ ɪ ŋ
dalagita	d̪ ɐ l ɐ ɣ iː t̪ ɐ
Dalaguete	d̪ ɐ l ɐ ɣ ɛː t̪ ɛ
Dalahican	d̪ ɐ l ɐ h iː x ɐ n̪
dalahik	d̪ ɐ l aː h ɪ k̚
dalahikan	d̪ ɐ l ɐ h iː x ɐ n̪
dalahin	d̪ ɐ l ɐ h ɪ n̪
dalahira	d̪ ɐ l ɐ h iː ɾ ɐ ʔ
dalam	d̪ aː l ɐ m
