ং	ŋ
সুড়ঙ্গ	ʃ u ɹ ɔ ŋ ɡ o
সুদ	ʃ u d̪
সুনামি	ʃ u n a m i
সুনিধি	ʃ u n i d̪ʱ i
সুন্দর	ʃ u n d̪ ɔ ɹ
সুন্দরবন	ʃ u n d̪ o ɹ b o n
সুন্দরী	ʃ u n d̪ ɔ ɾ i
সুপারিশ	ʃ u p a ɹ i ʃ
সুপ্রভাত	ʃ u p ɹ o bʱ a t̪
সুবর্ণ	ʃ u b ɔ ɹ n o
সুবর্ণা	ʃ u b ɔ ɹ n a
সুবহানাল্লাহ	ʃ u b ɦ a n a lː a
সুব্রত	ʃ u b ɾ ɔ t̪ ɔ
সুভদ্রক	ʃ u bʱ ɔ dː ɾ ɔ k
সুমন	ʃ u m o n
সুমন	ʃ u m ɔ n
সুমাত্রা	ʃ u m a t r a
সুরক্ষিত	ʃ u ɹ ɔ kʰː i t̪ o
সুরত	s u ɹ ɔ t̪
সুরিনাম	ʃ u ɹ i n a m
সুলতান	s u l t̪ a n
সুলতানা	s u l t̪ a n a
সুস্থ	ʃ u s t̪ʰ o
সুস্বাদু	ʃ u ʃː a d̪ u
সূরা	s u ɹ a
সূরা	ʃ u ɹ a
সৃষ্টি	s ɹ i ʃ t i
সে	ʃ e
সেই	ʃ e i
সেকেন্ড	s e k e n d
সেখান	ʃ e kʰ a n
সেখানকার	ʃ e kʰ a n k a ɹ
সেন	s e n
সেনগুপ্ত	ʃ e n ɡ u p t̪ o
সেপ্টেম্বর	s e p t e m b ɔ ɹ
সেবা	ʃ e b a
সেলাম	s e l a m
সেলুন	s e l u n
সেহেতু	s e ɦ e t̪ u
সৈয়দ	s o e o d̪
সোনা	ʃ o n a
সোনারগাঁও	ʃ ɔ n a ɹ ɡ a o̯
সোভিয়েত	ʃ o bʱ i̯ e t̪
সোমবার	ʃ o m b a ɹ
সোয়াদ	s o̯ a d̪
সোয়াদ	ʃ o̯ a d̪
সোয়ামি	ʃ o̯ a m i
সোহম	ʃ o ɦ ɔ m
সোহরাওয়ার্দী	s o ɦ ɾ a o̯ a ɾ d̪ i
সোহাগ	ʃ o ɦ a ɡ
সৌভাগ্য	ʃ o u̯ bʱ a ɡː o
সৌরাষ্ট্র	ʃ o u̯ ɹ a ʃ t ɹ o
স্কটল্যান্ড	s k ɔ t l ɛ n d
স্কুটার	s k u t a ɹ
স্কুল	s k u l
স্ট্রিট	s t ɹ i t
স্ট্রিট	ʃ t ɹ i t
স্তন্যপায়ী	ʃ t ɔ n n o p a i
স্তূপ	s t̪ u p
স্থল	s t̪ʰ ɔ l
স্থান	s t̪ʰ a n
স্থাপত্য	s t̪ʰ a p o t̪ː o
স্থাপন	s t̪ʰ a p ɔ n
স্থিত	s t̪ʰ i t̪ o
স্নিগ্ধা	s n i ɡ d̪ʱ a
স্নেহ	s n e ɦ o
স্পর্শ	s p ɔ ɹ ʃ o
স্পষ্ট	s p ɔ ʃ t o
স্ফটিক	ʃ pʰ o ʈ i k
স্বদেশ	ʃ ɔ d̪ e ʃ
স্বপন	ʃ ɔ p o n
স্বপ্ন	ʃ ɔ p n o
স্বর	ʃ ɔ ɹ
স্বর্গ	ʃ o̯ ɔ ɹ ɡ o
স্বর্গ	ʃ ɔ ɹ ɡ o
স্বর্ণ	ʃ ɔ ɹ n o
স্বস্তিকা	ʃ ɔ s t̪ i k a
স্বাগতম	ʃ a ɡ ɔ t̪ o m
স্বাধীনতা	ʃ a d̪ʱ i n ɔ t̪ a
স্বামিনী	ʃ a m i n i
স্বামী	ʃ a m i
স্বামীস্ত্রী	ʃ a m i s t̪ ɹ i
স্বাস্থ্য	ʃ a s tʰ j ɔ
স্বীকার	ʃ i k a r
স্মরণ	ʃ ɔ ɹ o n
স্মৃতি	s ɹ i t̪ i
স্যর	s ɛ ɹ
স্যার	s ɛ ɹ
স্রেফ	s ɹ e f
স্রোত	s ɹ o t̪
সৎ	ʃ ɔ t̪
হ	h ɔ
হংকং	ɦ ɔ ŋ k ɔ ŋ
হইতে	ɦ o i̯ t̪ e
হওয়া	ɦ ɔ o̯ a
হক	ɦ ɔ k
হগল	ɦ ɔ ɡ ɔ l
হঠাৎ	ɦ ɔ ʈʰ a t̪
হতাশা	ɦ ɔ t̪ a ʃ a
হদিস	ɦ o d̪ i s
হদিস	ɦ o d̪ i ʃ
হনুমান	ɦ o n u m a n
হন্দর	ɦ ɔ n d̪ o ɹ
হপ্তা	ɦ ɔ p t̪ a
হয়	ɦ ɔ e̯
হয়তো	ɦ ɔ e̯ t̪ o
হয়রান	ɦ ɔ e ɾ a n
হয়রানি	ɦ ɔ e̯ ɹ a n i
হয়ে	ɦ ɔ e
হরতাল	ɦ ɔ ɹ t̪ a l
হরফ	ɦ ɔ ɹ o f
হরি	ɦ o ɹ i
হরিণ	ɦ o ɹ i n
হরিয়ানা	h ɔ ɾ i j a n a
হরীতকী	ɦ o ɹ i t̪ o k i
হর্ষ	ɦ ɔ ɹ ʃ o
হল	ɦ o l o
হল	ɦ ɔ l
হলদে	h o l d e
হসপিটাল	ɦ ɔ s p i t a l
হস্তমৈথুন	ɦ ɔ s t̪ o m o i̯ t̪ʰ u n
হাঁটু	ɦ a t u
হাঁস	ɦ a ʃ
হাইপোথ্যালামাস	ɦ a i̯ p o t̪ʰ ɛ l a m a s
হাওড়া	ɦ a o ɽ a
হাওড়াবাসী	ɦ a o̯ ɹ a b a ʃ i
হাওয়া	h a o a
হাগা	ɦ a ɡ a
হাগু	ɦ a ɡ u
হাঙ্গামা	ɦ a ŋ ɡ a m a
হাট	ɦ a t
হাড়	ɦ a ɹ
হাত	ɦ a t̪
হাতি	ɦ a t̪ i
হাতিয়ার	ɦ a t̪ i̯ a ɹ
হাদিয়া	ɦ a d̪ i̯ a
হাদিস	ɦ a d̪ i s
হানা	ɦ a n a
হানাফী	ɦ a n a f i
হানিফ	ɦ a n i f
হানুক্কা	ɦ a n u kː a
হাফসা	ɦ a f s a
হাবীব	ɦ a b i b
হাভেলি	ɦ a bʱ e l i
হামলা	ɦ a m l a
হামানদিস্তা	ɦ a m a n d̪ i s t̪ a
হামেশা	ɦ a m e ʃ a
হায়	ɦ a e̯
হায়দরাবাদ	ɦ a e̯ d̪ ɔ ɹ a b a d̪
হায়দ্রাবাদ	ɦ a e̯ d̪ ɹ a b a d̪
হায়েনা	ɦ a e̯ n a
হারানো	h a r a n o
হারাম	ɦ a ɹ a m
হার্ডওয়্যার	h a r ɖ w æ r
হার্মাদ	ɦ a ɹ m a d̪
হাল	ɦ a l
হালকা	ɦ a l k a
হালাক	ɦ a l a k
হালাল	ɦ a l a l
হালুয়া	ɦ a l u̯ a
হাশি	ɦ a ʃ i
হাসপাতাল	ɦ a ʃ p a t̪ a l
হাসা	ɦ a ʃ a
হাসান	ɦ a s a n
হাসান	ɦ a ʃ a n
হাসি	ɦ a ʃ i
হাসিন	ɦ a s i n
হিংসা	ɦ i ŋ ʃ a
হিটলার	ɦ i t l a ɹ
হিতোপদেশ	ɦ i t̪ o p ɔ d̪ e ʃ
হিন্দকী	ɦ i n d̪ k i
হিন্দি	ɦ i n d̪ i
হিন্দী	ɦ i n d̪ i
হিন্দীয়া	ɦ i n d̪ i̯ a
হিন্দু	ɦ i n d̪ u
হিন্দুত্ব	ɦ i n d̪ u t̪ː o
হিন্দুধর্ম	ɦ i n d u dʱ ɔ r m o
হিন্দুস্তান	ɦ i n d̪ u s t̪ a n
হিম	ɦ i m
হিমবাহ	h i m b a h o
হিয়া	ɦ i̯ a
হিসাব	ɦ i ʃ a b
হিসেব	ɦ i ʃ e b
হিস্সা	ɦ i s ʃ a
হীরা	ɦ i ɹ a
হুদা	ɦ u d̪ a
হুমায়রা	ɦ u m a e̯ ɹ a
হৃদয়	ɹ i d̪ ɔ e
হৃৎপিণ্ড	ɦ ɹ i t̪ p i n d o
হে	h e
হেঁতাল	ɦ e t̪ a l
হেঁয়ালি	ɦ e e̯ a l i
হেকারত	ɦ e k a ɹ ɔ t̪
হেদায়েত	ɦ e d̪ a e̯ t̪
হেবা	ɦ e b a
হেমন্ত	ɦ e m o n t̪ o
হোক	ɦ o k
হোটেল	ɦ o t e l
হোম	ɦ o m
হোয়াটসঅ্যাপ	ɦ o̯ a t s e̯ a p
হোল	ɦ o l
হোলি	ɦ o l i
হোসেন	ɦ o s e n
হোসেন	ɦ o ʃ e n
হ্যাঁ	ɦ ɛ
হ্যানয়	ɦ æ n ɔ e̯
হ্যারিকেন	ɦ ɛ ɹ i k e n
হ্যালো	ɦ ɛ l o
হ্যালো	ɦ ɛ l ɔ
হ্রদ	ɦ ɹ ɔ d̪
হ্রস্ব	ɦ ɹ ɔ ʃː o
ৠ	r i
ৡ	l i
ৰ	ɹ ɔ
