अ	ɐ
कुड्य	k u ɖ j ɐ
कुण्ड	k u ɳ ɖ ɐ
कुण्डी	k u ɳ ɖ iː
कुतस्	k u t ɐ s
कुतस्	k u t̪ ɐ s̪
कुत्र	k u t̪ ɾ ɐ
कुत्र	k ú t ɾ ɐ
कुत्रापि	k u t ɾ ɑː p i
कुत्रापि	k u t̪ ɾ ɑː p i
कुत्सयति	k u t s ɐ j ɐ t i
कुत्सयति	k u t̪ s̪ ɐ j ɐ t̪ i
कुत्सा	k u t s ɑː
कुत्सा	k u t̪ s̪ ɑː
कुत्स्	k u t s
कुत्स्	k u t̪ s̪
कुन्ती	k u n t iː
कुन्ती	k u n̪ t̪ iː
कुपित	k u p i t ɐ
कुपित	k u p i t̪ ɐ
कुप्	k u p
कुबेर	k u b eː ɾ ɐ
कुबेर	k u b ɐ j ɾ ɐ
कुब्ज	k u b d͡ʑ ɐ
कुब्ज	k u b d͡ʑ ɐ́
कुमार	k u m ɑː ɾ ɐ
कुमार	k u m ɑː ɾ ɐ́
कुम्बीर	k u m b iː ɾ ɐ
कुम्भ	k u m bʱ ɐ
कुम्भ	k u m bʱ ɐ́
कुम्भकार	k u m bʱ ɐ k ɑː ɾ ɐ
कुम्भाण्ड	k u m bʱ ɑː ɳ ɖ ɐ
कुम्भाण्डी	k u m bʱ ɑː ɳ ɖ iː
कुरति	k u ɾ ɐ t̪ i
कुरु	k u ɾ u
कुरुतस्	k u ɾ u t ɐ s
कुरुतस्	k u ɾ u t̪ ɐ s̪
कुर्कुट	k u ɾ k u ʈ ɐ
कुर्कुर	k u ɾ k u ɾ ɐ
कुर्कुर	k ú ɾ k u ɾ ɐ
कुल	k u l ɐ
कुल	k u l̪ ɐ
कुलञ्जन	k u l ɐ ɲ d͡ʑ ɐ n ɐ
कुलञ्जन	k u l̪ ɐ ɲ d͡ʑ ɐ n̪ ɐ
कुलत्थ	k u l ɐ t tʰ ɐ
कुलत्थ	k u l̪ ɐ t̪ t̪ʰ ɐ
कुलत्थक	k u l ɐ t tʰ ɐ k ɐ
कुलत्थक	k u l̪ ɐ t̪ t̪ʰ ɐ k ɐ
कुलत्थिका	k u l ɐ t tʰ i k ɑː
कुलत्थिका	k u l̪ ɐ t̪ t̪ʰ i k ɑː
कुलीन	k u l iː n ɐ
कुलीन	k u l̪ iː n̪ ɐ
कुल्फ	k u l pʰ ɐ́
कुल्फ	k u l̪ pʰ ɐ
कुल्या	k u l j ɑː
कुल्या	k u l̪ j ɑː
कुल्व	k u l ʋ ɐ́
कुल्व	k u l̪ ʋ ɐ
कुवेर	k u ʋ eː ɾ ɐ
कुवेर	k u ʋ ɐ j ɾ ɐ
कुश	k u ɕ ɐ
कुशल	k u ɕ ɐ l̪ ɐ
कुशल	k ú ɕ ɐ l ɐ
कुशलेन	k u ɕ ɐ l̪ eː n̪ ɐ
कुशलेन	k ú ɕ ɐ l ɐ j n ɐ
कुष्ठ	k u ʂ ʈʰ ɐ
कुष्ठ	k ú ʂ ʈʰ ɐ
कुष्माण्ड	k u ʂ m ɑː ɳ ɖ ɐ
कुसृति	k u s r̩ t i
कुसृति	k u s̪ r̩ t̪ i
कुस्तुम्बरी	k u s t u m b ɐ ɾ iː
कुस्तुम्बरी	k u s̪ t̪ u m b ɐ ɾ iː
कुह	k u ɦ ɐ
कुह	k ú ɦ ɐ
कूच	k uː t͡ɕ ɐ
कूट	k uː ʈ ɐ
कूट	k úː ʈ ɐ
कूप	k uː p ɐ
कूप	k úː p ɐ
कूपी	k uː p iː
कूर्च	k uː ɾ t͡ɕ ɐ
कूर्च	k uː ɾ t͡ɕ ɐ́
कूर्दति	k uː ɾ d̪ ɐ t̪ i
कूर्दति	k úː ɾ d ɐ t i
कूर्द्	k uː ɾ d
कूर्द्	k uː ɾ d̪
कूर्म	k uː ɾ m ɐ
कूल	k uː l ɐ
कूल	k uː l̪ ɐ
कृ	k r̩
कृकर	k r̩ k ɐ ɾ ɐ
कृकलास	k r̩ k ɐ l ɑː s ɐ
कृकलास	k r̩ k ɐ l̪ ɑː s̪ ɐ
कृच्छ्र	k r̩ t t͡ɕʰ ɾ ɐ́
कृच्छ्र	k r̩ t̪ t͡ɕʰ ɾ ɐ
कृच्छ्रम्	k r̩ t t͡ɕʰ ɾ ɐ́ m
कृच्छ्रम्	k r̩ t̪ t͡ɕʰ ɾ ɐ m
कृच्छ्रे	k r̩ t t͡ɕʰ ɾ ɐ j
कृच्छ्रे	k r̩ t̪ t͡ɕʰ ɾ eː
कृणोति	k r̩ ɳ oː t̪ i
कृणोति	k r̩ ɳ ɐ́ w t i
कृत	k r̩ t ɐ́
कृत	k r̩ t̪ ɐ
कृतवत्	k r̩ t ɐ́ ʋ ɐ t
कृतवत्	k r̩ t̪ ɐ ʋ ɐ t̪
कृति	k r̩ t í
कृति	k r̩ t̪ i
कृत्य	k r̩ t j ɐ
कृत्य	k r̩ t̪ j ɐ
कृत्वा	k r̩ t ʋ ɑː
कृत्वा	k r̩ t̪ ʋ ɑː
कृदन्त	k r̩ d ɐ n t ɐ
कृदन्त	k r̩ d̪ ɐ n̪ t̪ ɐ
कृन्ततस्	k r̩ n t ɐ t ɐ s
कृन्ततस्	k r̩ n̪ t̪ ɐ t̪ ɐ s̪
कृन्तति	k r̩ n t ɐ́ t i
कृन्तति	k r̩ n̪ t̪ ɐ t̪ i
कृन्तन्ति	k r̩ n t ɐ n t i
कृन्तन्ति	k r̩ n̪ t̪ ɐ n̪ t̪ i
कृपया	k r̩ p ɐ j ɑː
कृपा	k r̩ p ɑː
कृपाः	k r̩ p ɑː h
कृपाभिः	k r̩ p ɑː bʱ i h
कृपाम्	k r̩ p ɑː m
कृपायाः	k r̩ p ɑː j ɑː h
कृपायाम्	k r̩ p ɑː j ɑː m
कृपायै	k r̩ p ɑː j ɑ j
कृप्	k r̩ p
कृप्	k ŕ̩ p
कृमि	k r̩ m i
कृमि	k ŕ̩ m i
कृश	k r̩ ɕ ɐ
कृश	k r̩ ɕ ɐ́
कृषक	k r̩ ʂ ɐ k ɐ
कृषि	k r̩ ʂ i
कृष्	k r̩ ʂ
कृष्ण	k r̩ ʂ ɳ ɐ
कृष्ण	k ɻ̩ ʂ ɳ ɐ́
कृष्ण	k ɻ̩́ ʂ ɳ ɐ
कृष्णः	k r̩ ʂ ɳ ɐ h
कृष्णव्याल	k r̩ ʂ ɳ ɐ ʋ j ɑː l ɐ
कृष्णव्याल	k r̩ ʂ ɳ ɐ ʋ j ɑː l̪ ɐ
कृष्णा	k r̩ ʂ ɳ ɑː
कृष्णायस्	k r̩ ʂ ɳ ɑː j ɐ s
कृष्णायस्	k r̩ ʂ ɳ ɑː j ɐ s̪
केकर	k eː k ɐ ɾ ɐ
केकर	k ɐ j k ɐ ɾ ɐ
केतक	k eː t̪ ɐ k ɐ
केतक	k ɐ j t ɐ k ɐ
केतु	k eː t̪ u
केतु	k ɐ j t ú
केदार	k eː d̪ ɑː ɾ ɐ
केदार	k ɐ j d ɑː ɾ ɐ
केनडा	k eː n̪ ɐ ɖ ɑː
केनडा	k ɐ́ j n ɐ ɖ ɑː
केन्द्र	k eː n̪ d̪ ɾ ɐ
केम्बुक	k eː m b u k ɐ
केम्बुक	k ɐ j m b u k ɐ
केलि	k eː l̪ i
केलि	k ɐ j l i
केले	k eː l̪ eː
केले	k ɐ j l ɐ j
केल्	k eː l̪
केल्	k ɐ j l
केवर्त	k eː ʋ ɐ ɾ t̪ ɐ
केवर्त	k ɐ j ʋ ɐ́ ɾ t ɐ
केवल	k eː ʋ ɐ l̪ ɐ
केवल	k ɐ́ j ʋ ɐ l ɐ
केश	k eː ɕ ɐ
केश	k ɐ́ j ɕ ɐ
केशव	k eː ɕ ɐ ʋ ɐ
केशव	k ɐ j ɕ ɐ ʋ ɐ
केशिन्	k eː ɕ i n̪
केशिन्	k ɐ j ɕ i n
केसर	k eː s̪ ɐ ɾ ɐ
केसर	k ɐ́ j s ɐ ɾ ɐ
कैकेयी	k ɑ j k eː j iː
कैकेयी	k ɑː j k ɐ j j iː
कैटभ	k ɑ j ʈ ɐ bʱ ɐ
कैटभ	k ɑː j ʈ ɐ bʱ ɐ
कैलास	k ɑ j l̪ ɑː s̪ ɐ
कैलास	k ɑː j l ɑː s ɐ
कोक	k oː k ɐ
कोक	k ɐ́ w k ɐ
कोकिल	k oː k i l̪ ɐ
कोकिल	k ɐ w k i l ɐ́
कोङ्कण	k oː ŋ k ɐ ɳ ɐ
कोङ्कण	k ɐ w ŋ k ɐ ɳ ɐ
कोट	k oː ʈ ɐ
कोट	k ɐ w ʈ ɐ
कोटर	k oː ʈ ɐ ɾ ɐ
कोटर	k ɐ w ʈ ɐ ɾ ɐ
कोटि	k oː ʈ i
कोटि	k ɐ w ʈ i
कोण	k oː ɳ ɐ
कोण	k ɐ w ɳ ɐ
कोप	k oː p ɐ
कोप	k ɐ́ w p ɐ
कोमल	k oː m ɐ l̪ ɐ
कोमल	k ɐ w m ɐ l ɐ
कोलिक	k oː l̪ i k ɐ
कोलिक	k ɐ w l i k ɐ
कोश	k oː ɕ ɐ
कोश	k ɐ w ɕ ɐ
कोशवती	k oː ɕ ɐ ʋ ɐ t̪ iː
कोशवती	k ɐ w ɕ ɐ ʋ ɐ t iː
कोष्ठ	k oː ʂ ʈʰ ɐ
कोष्ठ	k ɐ w ʂ ʈʰ ɐ
कोष्ठागार	k oː ʂ ʈʰ ɑː ɡ ɑː ɾ ɐ
कोष्ठागार	k ɐ w ʂ ʈʰ ɑː ɡ ɑː ɾ ɐ
कोष्ठागारिक	k oː ʂ ʈʰ ɑː ɡ ɑː ɾ i k ɐ
कोष्ठागारिक	k ɐ w ʂ ʈʰ ɑː ɡ ɑː ɾ i k ɐ
कोसल	k oː s̪ ɐ l̪ ɐ
कोसल	k ɐ w s ɐ l ɐ
कौ	k ɑ w
कौ	k ɑ́ː w
कौटिल्य	k ɑ w ʈ i l̪ j ɐ
कौटिल्य	k ɑː w ʈ i l j ɐ
कौतुकिन्	k ɑ w t̪ u k i n̪
कौतुकिन्	k ɑː w t u k i n
कौरव	k ɑ w ɾ ɐ ʋ ɐ
कौरव	k ɑː w ɾ ɐ ʋ ɐ
कौर्पि	k ɑ w ɾ p i
कौशल	k ɑ w ɕ ɐ l̪ ɐ
कौशल	k ɑː w ɕ ɐ l ɐ
कौशल्या	k ɑ w ɕ ɐ l̪ j ɑː
कौशल्या	k ɑː w ɕ ɐ l j ɑː
कौसल्या	k ɑ w s̪ ɐ l̪ j ɑː
कौसल्या	k ɑː w s ɐ l j ɑː
क्याकु	k j ɑː k u
क्रकच	k ɾ ɐ k ɐ t͡ɕ ɐ
क्रक्ष्यति	k ɾ ɐ k ʂ j ɐ t i
क्रक्ष्यति	k ɾ ɐ k ʂ j ɐ t̪ i
क्रतु	k ɾ ɐ t̪ u
क्रतु	k ɾ ɐ́ t u
क्रन्दति	k ɾ ɐ n̪ d̪ ɐ t̪ i
क्रन्दति	k ɾ ɐ́ n d ɐ t i
क्रन्दन	k ɾ ɐ n d ɐ n ɐ
क्रन्दन	k ɾ ɐ n̪ d̪ ɐ n̪ ɐ
क्रन्दनु	k ɾ ɐ n d ɐ n ú
क्रन्दनु	k ɾ ɐ n̪ d̪ ɐ n̪ u
क्रन्दस्	k ɾ ɐ n̪ d̪ ɐ s̪
क्रन्दस्	k ɾ ɐ́ n d ɐ s
क्रन्द्	k ɾ ɐ n d
क्रन्द्	k ɾ ɐ n̪ d̪
क्रम	k ɾ ɐ m ɐ
क्रम	k ɾ ɐ́ m ɐ
क्रमण	k ɾ ɐ m ɐ ɳ ɐ
क्रमण	k ɾ ɐ́ m ɐ ɳ ɐ
क्रमुक	k ɾ ɐ m u k ɐ
क्रम्	k ɾ ɐ m
क्रयाणक	k ɾ ɐ j ɑː ɳ ɐ k ɐ
क्रय्य	k ɾ eː j ɐ
क्रय्य	k ɾ ɐ́ j j ɐ
क्रविस्	k ɾ ɐ ʋ i s̪
क्रविस्	k ɾ ɐ ʋ í s
क्रव्य	k ɾ ɐ ʋ j ɐ
क्रव्य	k ɾ ɐ ʋ j ɐ́
क्रान्ति	k ɾ ɑː n̪ t̪ i
क्रामति	k ɾ ɑː m ɐ t̪ i
क्रामति	k ɾ ɑ́ː m ɐ t i
क्रियते	k ɾ i j ɐ t̪ eː
क्रियते	k ɾ i j ɐ́ t ɐ j
क्रिया	k ɾ i j ɑː
क्रिया	k ɾ i j ɑ́ː
क्रियाविशेषण	k ɾ i j ɑː ʋ i ɕ eː ʂ ɐ ɳ ɐ
क्रियाविशेषण	k ɾ i j ɑː ʋ i ɕ ɐ j ʂ ɐ ɳ ɐ
क्री	k ɾ iː
क्रीड	k ɾ iː ɖ ɐ
क्रीड	k ɾ iː ɖ ɐ́
क्रीडक	k ɾ iː ɖ ɐ k ɐ
क्रीडक	k ɾ iː ɖ ɐ́ k ɐ
क्रीडति	k ɾ iː ɖ ɐ t̪ i
क्रीडति	k ɾ íː ɖ ɐ t i
क्रीडन	k ɾ iː ɖ ɐ n ɐ
क्रीडन	k ɾ iː ɖ ɐ n̪ ɐ
क्रीडनक	k ɾ iː ɖ ɐ n ɐ k ɐ
क्रीडनक	k ɾ iː ɖ ɐ n̪ ɐ k ɐ
क्रीडा	k ɾ iː ɖ ɑː
क्रीडा	k ɾ iː ɖ ɑ́ː
क्रीडाङ्गण	k ɾ iː ɖ ɑː ŋ ɡ ɐ ɳ ɐ
क्रीडाङ्गन	k ɾ iː ɖ ɑː ŋ ɡ ɐ n̪ ɐ
क्रीडिका	k ɾ iː ɖ i k ɑː
क्रीड्	k ɾ iː ɖ
क्रीणाति	k ɾ iː ɳ ɑː t̪ i
क्रीणाति	k ɾ iː ɳ ɑ́ː t i
क्रीणीतस्	k ɾ iː ɳ iː t ɐ s
क्रीणीतस्	k ɾ iː ɳ iː t̪ ɐ s̪
क्रीत	k ɾ iː t ɐ́
क्रीत	k ɾ iː t̪ ɐ
क्रीळ	k ɾ iː ɭ̆ ɐ
क्रीळ	k ɾ iː ɭ̆ ɐ́
क्रीळति	k ɾ iː ɭ̆ ɐ t̪ i
क्रीळति	k ɾ íː ɭ̆ ɐ t i
क्रुद्ध	k ɾ u d dʱ ɐ́
क्रुद्ध	k ɾ u d̪ d̪ʱ ɐ
क्रुध्	k ɾ u dʱ
क्रुध्	k ɾ u d̪ʱ
क्रुध्यति	k ɾ u d̪ʱ j ɐ t̪ i
क्रुध्यति	k ɾ ú dʱ j ɐ t i
क्रुश्	k ɾ u ɕ
क्रूर	k ɾ uː ɾ ɐ
क्रूर	k ɾ uː ɾ ɐ́
क्रेता	k ɾ eː t̪ ɑː
क्रेता	k ɾ ɐ j t ɑː
क्रेतृ	k ɾ eː t̪ r̩
क्रेतृ	k ɾ ɐ j t r̩
क्रेय	k ɾ eː j ɐ
क्रेय	k ɾ ɐ j j ɐ
क्रोध	k ɾ oː d̪ʱ ɐ
क्रोध	k ɾ ɐ́ w dʱ ɐ
क्रोधनीय	k ɾ oː d̪ʱ ɐ n̪ iː j ɐ
क्रोधनीय	k ɾ ɐ w dʱ ɐ n iː j ɐ
क्रोश	k ɾ oː ɕ ɐ
क्रोश	k ɾ ɐ́ w ɕ ɐ
क्रोष्टु	k ɾ oː ʂ ʈ u
क्रोष्टु	k ɾ ɐ́ w ʂ ʈ u
क्रोष्टृ	k ɾ oː ʂ ʈ r̩
क्रोष्टृ	k ɾ ɐ́ w ʂ ʈ r̩
क्लन्द्	k l ɐ n d
क्लन्द्	k l̪ ɐ n̪ d̪
क्लान्त	k l ɑː n t ɐ
क्लान्त	k l̪ ɑː n̪ t̪ ɐ
क्लान्तमनस्	k l ɑː n t ɐ m ɐ n ɐ s
क्लान्तमनस्	k l̪ ɑː n̪ t̪ ɐ m ɐ n̪ ɐ s̪
क्लान्ति	k l ɑː n t i
क्लान्ति	k l̪ ɑː n̪ t̪ i
क्लिद्	k l i d
क्लिद्	k l̪ i d̪
क्लिन्दताम्	k l i n d ɐ t ɑː m
क्लिन्दताम्	k l̪ i n̪ d̪ ɐ t̪ ɑː m
क्लिन्द्	k l i n d
क्लिन्द्	k l̪ i n̪ d̪
क्लिश्	k l i ɕ
क्लिश्	k l̪ i ɕ
क्लेश	k l ɐ j ɕ ɐ
क्लेश	k l̪ eː ɕ ɐ
क्लैब्य	k l ɑ́ː j b j ɐ
क्लैब्य	k l̪ ɑ j b j ɐ
क्लोमन्	k l ɐ́ w m ɐ n
क्लोमन्	k l̪ oː m ɐ n̪
क्वथते	k ʋ ɐ t̪ʰ ɐ t̪ eː
क्वथते	k ʋ ɐ́ tʰ ɐ t ɐ j
क्वथन	k ʋ ɐ tʰ ɐ n ɐ
क्वथन	k ʋ ɐ t̪ʰ ɐ n̪ ɐ
क्वथित	k ʋ ɐ tʰ i t ɐ
क्वथित	k ʋ ɐ t̪ʰ i t̪ ɐ
क्वथ्	k ʋ ɐ tʰ
क्वथ्	k ʋ ɐ t̪ʰ
क्वाथ	k ʋ ɑː tʰ ɐ́
क्वाथ	k ʋ ɑː t̪ʰ ɐ
क्षण	k ʂ ɐ ɳ ɐ
क्षण्	k ʂ ɐ ɳ
क्षति	k ʂ ɐ t i
क्षति	k ʂ ɐ t̪ i
क्षत्र	k ʂ ɐ t ɾ ɐ́
क्षत्र	k ʂ ɐ t̪ ɾ ɐ
क्षत्रप	k ʂ ɐ t ɾ ɐ p ɐ
क्षत्रप	k ʂ ɐ t̪ ɾ ɐ p ɐ
क्षत्रिय	k ʂ ɐ t ɾ í j ɐ
क्षत्रिय	k ʂ ɐ t̪ ɾ i j ɐ
क्षत्री	k ʂ ɐ t ɾ iː
क्षत्री	k ʂ ɐ t̪ ɾ iː
क्षद्	k ʂ ɐ d
क्षद्	k ʂ ɐ d̪
क्षन्	k ʂ ɐ n
क्षन्	k ʂ ɐ n̪
क्षपयति	k ʂ ɐ p ɐ j ɐ t i
क्षपयति	k ʂ ɐ p ɐ j ɐ t̪ i
क्षप्	k ʂ ɐ p
क्षप्	k ʂ ɐ́ p
क्षमते	k ʂ ɐ m ɐ t̪ eː
क्षमते	k ʂ ɐ́ m ɐ t ɐ j
क्षमा	k ʂ ɐ m ɑː
क्षम्	k ʂ ɐ m
क्षम्	k ʂ ɐ́ m
क्षय	k ʂ ɐ j ɐ
क्षय	k ʂ ɐ j ɐ́
क्षयार्षा	k ʂ ɐ j ɑː ɾ ʂ ɑː
क्षरति	k ʂ ɐ ɾ ɐ t̪ i
क्षरति	k ʂ ɐ́ ɾ ɐ t i
क्षर्	k ʂ ɐ ɾ
क्षाम	k ʂ ɑː m ɐ
क्षार	k ʂ ɑː ɾ ɐ
क्षालन	k ʂ ɑː l ɐ n ɐ
क्षालन	k ʂ ɑː l̪ ɐ n̪ ɐ
क्षालयति	k ʂ ɑː l ɐ j ɐ t i
क्षालयति	k ʂ ɑː l̪ ɐ j ɐ t̪ i
क्षालित	k ʂ ɑː l i t ɐ
क्षालित	k ʂ ɑː l̪ i t̪ ɐ
क्षास्	k ʂ ɑː s̪
क्षास्	k ʂ ɑ́ː s
क्षि	k ʂ i
क्षिण्	k ʂ i ɳ
क्षित	k ʂ i t ɐ́
क्षित	k ʂ i t̪ ɐ
क्षिति	k ʂ i t í
क्षिति	k ʂ i t̪ i
क्षिति	k ʂ í t i
क्षितिगर्भ	k ʂ i t i ɡ ɐ ɾ bʱ ɐ
क्षितिगर्भ	k ʂ i t̪ i ɡ ɐ ɾ bʱ ɐ
क्षितिज	k ʂ i t i d͡ʑ ɐ
क्षितिज	k ʂ i t̪ i d͡ʑ ɐ
क्षिपति	k ʂ i p ɐ t̪ i
क्षिपति	k ʂ i p ɐ́ t i
क्षिप्	k ʂ i p
क्षिप्र	k ʂ i p ɾ ɐ
क्षिप्र	k ʂ i p ɾ ɐ́
क्षीण	k ʂ iː ɳ ɐ
क्षीयते	k ʂ iː j ɐ t̪ eː
क्षीयते	k ʂ iː j ɐ́ t ɐ j
क्षीर	k ʂ iː ɾ ɐ
क्षीर	k ʂ iː ɾ ɐ́
क्षीरद	k ʂ iː ɾ ɐ d̪ ɐ
क्षीरद	k ʂ iː ɾ ɐ́ d ɐ
क्षीरान्न	k ʂ iː ɾ ɑː n n ɐ
क्षीरान्न	k ʂ iː ɾ ɑː n̪ n̪ ɐ
क्षीराब्धि	k ʂ iː ɾ ɑː b dʱ i
क्षीराब्धि	k ʂ iː ɾ ɑː b d̪ʱ i
क्षु	k ʂ u
क्षु	k ʂ ú
क्षुण्ण	k ʂ u ɳ ɳ ɐ
क्षुत्	k ʂ u t̪
क्षुत्	k ʂ ú t
क्षुद्र	k ʂ u d ɾ ɐ́
क्षुद्र	k ʂ u d̪ ɾ ɐ
क्षुद्रक	k ʂ u d ɾ ɐ k ɐ
क्षुद्रक	k ʂ u d̪ ɾ ɐ k ɐ
क्षुधा	k ʂ u dʱ ɑː
क्षुधा	k ʂ u d̪ʱ ɑː
क्षुध्	k ʂ u d̪ʱ
क्षुध्	k ʂ ú dʱ
क्षुप	k ʂ u p ɐ
क्षुब्ध	k ʂ u b dʱ ɐ
क्षुब्ध	k ʂ u b d̪ʱ ɐ
क्षुभित	k ʂ u bʱ i t ɐ
क्षुभित	k ʂ u bʱ i t̪ ɐ
क्षुभ्	k ʂ u bʱ
क्षुभ्	k ʂ ú bʱ
क्षुम्प	k ʂ u m p ɐ
क्षुर	k ʂ u ɾ ɐ
क्षुर	k ʂ u ɾ ɐ́
क्षुल्ल	k ʂ u l l ɐ
क्षुल्ल	k ʂ u l̪ l̪ ɐ
क्षुल्लक	k ʂ u l l ɐ k ɐ́
क्षुल्लक	k ʂ u l̪ l̪ ɐ k ɐ
क्षेति	k ʂ eː t̪ i
क्षेति	k ʂ ɐ́ j t i
क्षेत्र	k ʂ eː t̪ ɾ ɐ
क्षेत्र	k ʂ ɐ́ j t ɾ ɐ
क्षेत्रनाम	k ʂ eː t̪ ɾ ɐ n̪ ɑː m ɐ
क्षेत्रनाम	k ʂ ɐ j t ɾ ɐ n ɑː m ɐ
क्षेप	k ʂ eː p ɐ
क्षेप	k ʂ ɐ j p ɐ
क्षेपयति	k ʂ eː p ɐ j ɐ t̪ i
क्षेपयति	k ʂ ɐ j p ɐ j ɐ t i
क्षेम	k ʂ eː m ɐ
क्षेम	k ʂ ɐ́ j m ɐ
क्षेमिन्	k ʂ eː m i n̪
क्षेषत्	k ʂ eː ʂ ɐ t̪
क्षेषत्	k ʂ ɐ́ j ʂ ɐ t
क्षै	k ʂ ɑ j
क्षै	k ʂ ɑː j
क्षोटयति	k ʂ oː ʈ ɐ j ɐ t̪ i
क्षोटयति	k ʂ ɐ́ w ʈ ɐ j ɐ t i
क्षोट्	k ʂ oː ʈ
क्षोट्	k ʂ ɐ w ʈ
क्षोदस्	k ʂ oː d̪ ɐ s̪
क्षोदस्	k ʂ ɐ́ w d ɐ s
क्ष्वेड	k ʂ ʋ eː ɖ ɐ
क्ष्वेड	k ʂ ʋ ɐ j ɖ ɐ
क्ष्वेडित	k ʂ ʋ eː ɖ i t̪ ɐ
क्ष्वेडित	k ʂ ʋ ɐ j ɖ i t ɐ
कॢप्	k l̩ p
कॢप्	k l̪̩ p
कॢप्त	k l̩ p t ɐ́
कॢप्त	k l̪̩ p t̪ ɐ
कॢप्ति	k l̩ p t̪ í
कॢप्ति	k l̪̩ p t̪ i
कॢप्ति	k ĺ̩ p t̪ i
ख	kʰ ɐ
खकार	kʰ ɐ k ɑː ɾ ɐ
खग	kʰ ɐ ɡ ɐ
खगोल	kʰ ɐ ɡ oː l̪ ɐ
खगोल	kʰ ɐ ɡ ɐ́ w l ɐ
खट	kʰ ɐ ʈ ɐ
खटक्किका	kʰ ɐ ʈ ɐ k k i k ɑː
खटक्किका	kʰ ɐ́ ʈ ɐ k k i k ɑː
खट्ट	kʰ ɐ ʈ ʈ ɐ
खट्वा	kʰ ɐ ʈ ʋ ɑː
खडक	kʰ ɐ ɖ ɐ k ɐ
खड्ग	kʰ ɐ ɖ ɡ ɐ
खड्ग	kʰ ɐ ɖ ɡ ɐ́
खणखणाय	kʰ ɐ ɳ ɐ kʰ ɐ ɳ ɑː j ɐ
खणखणायते	kʰ ɐ ɳ ɐ kʰ ɐ ɳ ɑː j ɐ t ɐ j
खणखणायते	kʰ ɐ ɳ ɐ kʰ ɐ ɳ ɑː j ɐ t̪ eː
खण्ड	kʰ ɐ ɳ ɖ ɐ
खण्डयति	kʰ ɐ ɳ ɖ ɐ j ɐ t̪ i
खण्डयति	kʰ ɐ́ ɳ ɖ ɐ j ɐ t i
खदिर	kʰ ɐ d i ɾ ɐ
खदिर	kʰ ɐ d̪ i ɾ ɐ
खदिरक	kʰ ɐ d i ɾ ɐ́ k ɐ
खदिरक	kʰ ɐ d̪ i ɾ ɐ k ɐ
खद्	kʰ ɐ d
खद्	kʰ ɐ d̪
खद्योत	kʰ ɐ d̪ j oː t̪ ɐ
खद्योत	kʰ ɐ́ d j ɐ w t ɐ
खद्योतस्	kʰ ɐ d̪ j oː t̪ ɐ s̪
खद्योतस्	kʰ ɐ́ d j ɐ w t ɐ s
खनक	kʰ ɐ n ɐ k ɐ
खनक	kʰ ɐ n̪ ɐ k ɐ
खनति	kʰ ɐ n̪ ɐ t̪ i
खनति	kʰ ɐ́ n ɐ t i
खनन	kʰ ɐ n ɐ n ɐ
खनन	kʰ ɐ n̪ ɐ n̪ ɐ
खनि	kʰ ɐ n í
खनि	kʰ ɐ n̪ i
खनिज	kʰ ɐ n i d͡ʑ ɐ
खनिज	kʰ ɐ n̪ i d͡ʑ ɐ
खनित्र	kʰ ɐ n i t ɾ ɐ
खनित्र	kʰ ɐ n̪ i t̪ ɾ ɐ
खनित्रम्	kʰ ɐ n í t ɾ ɐ m
खनित्रम्	kʰ ɐ n̪ i t̪ ɾ ɐ m
खनित्राणि	kʰ ɐ n i t ɾ ɑː ɳ i
खनित्राणि	kʰ ɐ n̪ i t̪ ɾ ɑː ɳ i
खनित्रिम	kʰ ɐ n̪ i t̪ ɾ i m ɐ
खनित्रिम	kʰ ɐ n̪ i t̪ ɾ í m ɐ
खनित्रिम	kʰ ɐ n̪ í t̪ ɾ i m ɐ
खर्जु	kʰ ɐ ɾ d͡ʑ u
खर्व	kʰ ɐ ɾ ʋ ɐ
खल	kʰ ɐ l ɐ
खल	kʰ ɐ l̪ ɐ
खलु	kʰ ɐ l̪ u
खलु	kʰ ɐ́ l u
खश	kʰ ɐ ɕ ɐ
खष्प	kʰ ɐ ʂ p ɐ
खस	kʰ ɐ s ɐ
खस	kʰ ɐ s̪ ɐ
खा	kʰ ɑː
खा	kʰ ɑ́ː
खादति	kʰ ɑː d̪ ɐ t̪ i
खादति	kʰ ɑ́ː d ɐ t i
खादन	kʰ ɑː d ɐ n ɐ
खादन	kʰ ɑː d̪ ɐ n̪ ɐ
खाद्	kʰ ɑː d
खाद्	kʰ ɑː d̪
खाद्य	kʰ ɑː d j ɐ
खाद्य	kʰ ɑː d̪ j ɐ
खान	kʰ ɑː n ɐ
खान	kʰ ɑː n̪ ɐ
खानि	kʰ ɑː n i
खानि	kʰ ɑː n̪ i
खिच्चा	kʰ i t t͡ɕ ɑː
खिच्चा	kʰ i t̪ t͡ɕ ɑː
खिट्	kʰ i ʈ
खिद्	kʰ i d
खिद्	kʰ i d̪
खिन्न	kʰ i n n ɐ
खिन्न	kʰ i n̪ n̪ ɐ
खिल	kʰ i l ɐ
खिल	kʰ i l̪ ɐ
खुद्	kʰ u d
खुद्	kʰ u d̪
खुर	kʰ u ɾ ɐ
खेट	kʰ eː ʈ ɐ
खेट	kʰ ɐ j ʈ ɐ
खेटित	kʰ eː ʈ i t̪ ɐ
खेटित	kʰ ɐ j ʈ i t ɐ
