AFI	a f i
abaldónate	a β̞ a l̪ d̪ o n a t̪ e
abaldónela	a β̞ a l̪ d̪ o n e l a
abaldónelas	a β̞ a l̪ d̪ o n e l a s
abaldónele	a β̞ a l̪ d̪ o n e l e
abaldóneles	a β̞ a l̪ d̪ o n e l e s
abaldónelo	a β̞ a l̪ d̪ o n e l o
abaldónelos	a β̞ a l̪ d̪ o n e l o s
abaldóneme	a β̞ a l̪ d̪ o n e m e
abaldónenla	a β̞ a l̪ d̪ o n ẽ n l a
abaldónenlas	a β̞ a l̪ d̪ o n ẽ n l a s
abaldónenle	a β̞ a l̪ d̪ o n ẽ n l e
abaldónenles	a β̞ a l̪ d̪ o n ẽ n l e s
abaldónenlo	a β̞ a l̪ d̪ o n ẽ n l o
abaldónenlos	a β̞ a l̪ d̪ o n ẽ n l o s
abaldónenme	a β̞ a l̪ d̪ o n ẽ m m e
abaldónennos	a β̞ a l̪ d̪ o n ẽ n n o s
abaldónenos	a β̞ a l̪ d̪ o n e n o s
abaldónense	a β̞ a l̪ d̪ o n ẽ n s e
abaldónese	a β̞ a l̪ d̪ o n e s e
abaleada	a β̞ a l e a ð̞ a
abaleadas	a β̞ a l e a ð̞ a s
abaleado	a β̞ a l e a ð̞ o
abaleados	a β̞ a l e a ð̞ o s
abalear	a β̞ a l e a ɾ
abaleara	a β̞ a l e a ɾ a
abaleares	a β̞ a l e a ɾ e s
abaleo	a β̞ a l e o
abalorio	a β̞ a l o ɾ j o
abaluartada	a β̞ a l w a ɾ t̪ a ð̞ a
abaluartadas	a β̞ a l w a ɾ t̪ a ð̞ a s
abaluartado	a β̞ a l w a ɾ t̪ a ð̞ o
abaluartados	a β̞ a l w a ɾ t̪ a ð̞ o s
abaluartar	a β̞ a l w a ɾ t̪ a ɾ
abaluartara	a β̞ a l w a ɾ t̪ a ɾ a
abaluartares	a β̞ a l w a ɾ t̪ a ɾ e s
abaláncela	a β̞ a l ã n̟ θ e l a
abaláncelas	a β̞ a l ã n̟ θ e l a s
abaláncele	a β̞ a l ã n̟ θ e l e
abalánceles	a β̞ a l ã n̟ θ e l e s
abaláncelo	a β̞ a l ã n̟ θ e l o
abaláncelos	a β̞ a l ã n̟ θ e l o s
abalánceme	a β̞ a l ã n̟ θ e m e
abaláncenla	a β̞ a l ã n̟ θ ẽ n l a
abaláncenlas	a β̞ a l ã n̟ θ ẽ n l a s
abaláncenle	a β̞ a l ã n̟ θ ẽ n l e
abaláncenles	a β̞ a l ã n̟ θ ẽ n l e s
abaláncenlo	a β̞ a l ã n̟ θ ẽ n l o
abaláncenlos	a β̞ a l ã n̟ θ ẽ n l o s
abaláncenme	a β̞ a l ã n̟ θ ẽ m m e
abaláncennos	a β̞ a l ã n̟ θ ẽ n n o s
abaláncenos	a β̞ a l ã n̟ θ e n o s
abaláncense	a β̞ a l ã n̟ θ ẽ n s e
abaláncese	a β̞ a l ã n̟ θ e s e
abalánzala	a β̞ a l ã n̟ θ a l a
abalánzalas	a β̞ a l ã n̟ θ a l a s
abalánzale	a β̞ a l ã n̟ θ a l e
abalánzales	a β̞ a l ã n̟ θ a l e s
abalánzalo	a β̞ a l ã n̟ θ a l o
abalánzalos	a β̞ a l ã n̟ θ a l o s
abalánzame	a β̞ a l ã n̟ θ a m e
abalánzanos	a β̞ a l ã n̟ θ a n o s
abalánzate	a β̞ a l ã n̟ θ a t̪ e
abana	a β̞ a n a
abanaba	a β̞ a n a β̞ a
abanación	a β̞ a n a θ j õ n
abanada	a β̞ a n a ð̞ a
abanadas	a β̞ a n a ð̞ a s
abanado	a β̞ a n a ð̞ o
abanados	a β̞ a n a ð̞ o s
abanamos	a β̞ a n a m o s
abanando	a β̞ a n ã n̪ d̪ o
abanar	a β̞ a n a ɾ
abanara	a β̞ a n a ɾ a
abanaras	a β̞ a n a ɾ a s
abanareis	a β̞ a n a ɾ e i̯ s
abanaremos	a β̞ a n a ɾ e m o s
abanares	a β̞ a n a ɾ e s
abanará	a β̞ a n a ɾ a
abanarás	a β̞ a n a ɾ a s
abanaríamos	a β̞ a n a ɾ i a m o s
abanas	a β̞ a n a s
abanaste	a β̞ a n a s t̪ e
abancalada	a β̞ ã ŋ k a l a ð̞ a
abancaladas	a β̞ ã ŋ k a l a ð̞ a s
abancalado	a β̞ ã ŋ k a l a ð̞ o
abancalados	a β̞ ã ŋ k a l a ð̞ o s
abancalar	a β̞ ã ŋ k a l a ɾ
abancalara	a β̞ ã ŋ k a l a ɾ a
abancalares	a β̞ ã ŋ k a l a ɾ e s
abandera	a β̞ ã n̪ d̪ e ɾ a
abanderada	a β̞ ã n̪ d̪ e ɾ a ð̞ a
abanderadas	a β̞ ã n̪ d̪ e ɾ a ð̞ a s
abanderado	a β̞ ã n̪ d̪ e ɾ a ð̞ o
abanderados	a β̞ ã n̪ d̪ e ɾ a ð̞ o s
abanderamiento	a β̞ ã n̪ d̪ e ɾ a m j ẽ n̪ t̪ o
abanderar	a β̞ ã n̪ d̪ e ɾ a ɾ
abanderara	a β̞ ã n̪ d̪ e ɾ a ɾ a
abanderaran	a β̞ ã n̪ d̪ e ɾ a ɾ ã n
abanderares	a β̞ ã n̪ d̪ e ɾ a ɾ e s
abanderaré	a β̞ ã n̪ d̪ e ɾ a ɾ e
abanderas	a β̞ ã n̪ d̪ e ɾ a s
abanderen	a β̞ ã n̪ d̪ e ɾ ẽ n
abanderes	a β̞ ã n̪ d̪ e ɾ e s
abanderizada	a β̞ ã n̪ d̪ e ɾ i θ a ð̞ a
abanderizadas	a β̞ ã n̪ d̪ e ɾ i θ a ð̞ a s
abanderizado	a β̞ ã n̪ d̪ e ɾ i θ a ð̞ o
abanderizados	a β̞ ã n̪ d̪ e ɾ i θ a ð̞ o s
abanderizar	a β̞ ã n̪ d̪ e ɾ i θ a ɾ
abandero	a β̞ ã n̪ d̪ e ɾ o
abanderé	a β̞ ã n̪ d̪ e ɾ e
abanderés	a β̞ ã n̪ d̪ e ɾ e s
abandona	a β̞ ã n̪ d̪ o n a
abandonada	a β̞ ã n̪ d̪ o n a ð̞ a
abandonadas	a β̞ ã n̪ d̪ o n a ð̞ a s
abandonado	a β̞ ã n̪ d̪ o n a ð̞ o
abandonados	a β̞ ã n̪ d̪ o n a ð̞ o s
abandonamiento	a β̞ ã n̪ d̪ o n a m j ẽ n̪ t̪ o
abandonamos	a β̞ ã n̪ d̪ o n a m o s
abandonan	a β̞ ã n̪ d̪ o n ã n
abandonando	a β̞ ã n̪ d̪ o n ã n̪ d̪ o
abandonar	a β̞ ã n̪ d̪ o n a ɾ
abandonara	a β̞ ã n̪ d̪ o n a ɾ a
abandonaras	a β̞ ã n̪ d̪ o n a ɾ a s
abandonareis	a β̞ ã n̪ d̪ o n a ɾ e i̯ s
abandonaremos	a β̞ ã n̪ d̪ o n a ɾ e m o s
abandonares	a β̞ ã n̪ d̪ o n a ɾ e s
abandonará	a β̞ ã n̪ d̪ o n a ɾ a
abandonarás	a β̞ ã n̪ d̪ o n a ɾ a s
abandonaré	a β̞ ã n̪ d̪ o n a ɾ e
abandonaríamos	a β̞ ã n̪ d̪ o n a ɾ i a m o s
abandonas	a β̞ ã n̪ d̪ o n a s
abandonase	a β̞ ã n̪ d̪ o n a s e
abandonaste	a β̞ ã n̪ d̪ o n a s t̪ e
abandone	a β̞ ã n̪ d̪ o n e
abandonemos	a β̞ ã n̪ d̪ o n e m o s
abandonen	a β̞ ã n̪ d̪ o n ẽ n
abandones	a β̞ ã n̪ d̪ o n e s
abandonismo	a β̞ ã n̪ d̪ o n i z m o
abandonista	a β̞ ã n̪ d̪ o n i s t̪ a
abandonistas	a β̞ ã n̪ d̪ o n i s t̪ a s
abandono	a β̞ ã n̪ d̪ o n o
abandonos	a β̞ ã n̪ d̪ o n o s
abandonáis	a β̞ ã n̪ d̪ o n a i̯ s
abandonáramos	a β̞ ã n̪ d̪ o n a ɾ a m o s
abandoné	a β̞ ã n̪ d̪ o n e
abandonó	a β̞ ã n̪ d̪ o n o
abane	a β̞ a n e
abanemos	a β̞ a n e m o s
abanes	a β̞ a n e s
abanicada	a β̞ a n i k a ð̞ a
abanicadas	a β̞ a n i k a ð̞ a s
abanicado	a β̞ a n i k a ð̞ o
abanicados	a β̞ a n i k a ð̞ o s
abanicar	a β̞ a n i k a ɾ
abanicara	a β̞ a n i k a ɾ a
abanicares	a β̞ a n i k a ɾ e s
abanicazo	a β̞ a n i k a θ o
abanicazos	a β̞ a n i k a θ o s
abanico	a β̞ a n i k o
abanillo	a β̞ a n i ʝ o
abano	a β̞ a n o
abanos	a β̞ a n o s
abanáramos	a β̞ a n a ɾ a m o s
abaratada	a β̞ a ɾ a t̪ a ð̞ a
abaratadas	a β̞ a ɾ a t̪ a ð̞ a s
abaratado	a β̞ a ɾ a t̪ a ð̞ o
abaratados	a β̞ a ɾ a t̪ a ð̞ o s
abaratamiento	a β̞ a ɾ a t̪ a m j ẽ n̪ t̪ o
abaratar	a β̞ a ɾ a t̪ a ɾ
abaratara	a β̞ a ɾ a t̪ a ɾ a
abaratares	a β̞ a ɾ a t̪ a ɾ e s
abarbetada	a β̞ a ɾ β̞ e t̪ a ð̞ a
abarbetadas	a β̞ a ɾ β̞ e t̪ a ð̞ a s
abarbetado	a β̞ a ɾ β̞ e t̪ a ð̞ o
abarbetados	a β̞ a ɾ β̞ e t̪ a ð̞ o s
abarbetar	a β̞ a ɾ β̞ e t̪ a ɾ
abarbetara	a β̞ a ɾ β̞ e t̪ a ɾ a
abarbetares	a β̞ a ɾ β̞ e t̪ a ɾ e s
abarca	a β̞ a ɾ k a
abarcada	a β̞ a ɾ k a ð̞ a
abarcadas	a β̞ a ɾ k a ð̞ a s
abarcado	a β̞ a ɾ k a ð̞ o
abarcador	a β̞ a ɾ k a ð̞ o ɾ
abarcados	a β̞ a ɾ k a ð̞ o s
abarcamos	a β̞ a ɾ k a m o s
abarcando	a β̞ a ɾ k ã n̪ d̪ o
abarcante	a β̞ a ɾ k ã n̪ t̪ e
abarcar	a β̞ a ɾ k a ɾ
abarcara	a β̞ a ɾ k a ɾ a
abarcares	a β̞ a ɾ k a ɾ e s
abarcaríamos	a β̞ a ɾ k a ɾ i a m o s
abarcáramos	a β̞ a ɾ k a ɾ a m o s
abarloada	a β̞ a ɾ l o a ð̞ a
abarloadas	a β̞ a ɾ l o a ð̞ a s
abarloado	a β̞ a ɾ l o a ð̞ o
abarloados	a β̞ a ɾ l o a ð̞ o s
abarloar	a β̞ a ɾ l o a ɾ
abarloara	a β̞ a ɾ l o a ɾ a
abarloares	a β̞ a ɾ l o a ɾ e s
abarquillada	a β̞ a ɾ k i ʝ a ð̞ a
abarquilladas	a β̞ a ɾ k i ʝ a ð̞ a s
abarquillado	a β̞ a ɾ k i ʝ a ð̞ o
abarquillados	a β̞ a ɾ k i ʝ a ð̞ o s
abarquillar	a β̞ a ɾ k i ʝ a ɾ
abarquillara	a β̞ a ɾ k i ʝ a ɾ a
abarquillares	a β̞ a ɾ k i ʝ a ɾ e s
abarraba	a β̞ a r a β̞ a
abarracada	a β̞ a r a k a ð̞ a
abarracadas	a β̞ a r a k a ð̞ a s
abarracado	a β̞ a r a k a ð̞ o
abarracados	a β̞ a r a k a ð̞ o s
abarracar	a β̞ a r a k a ɾ
abarracara	a β̞ a r a k a ɾ a
abarracares	a β̞ a r a k a ɾ e s
abarraces	a β̞ a r a θ e s
abarrada	a β̞ a r a ð̞ a
abarradas	a β̞ a r a ð̞ a s
abarrado	a β̞ a r a ð̞ o
abarrados	a β̞ a r a ð̞ o s
abarrar	a β̞ a r a ɾ
abarrara	a β̞ a r a ɾ a
abarrares	a β̞ a r a ɾ e s
abarraz	a β̞ a r a θ
abarrotada	a β̞ a r o t̪ a ð̞ a
abarrotadas	a β̞ a r o t̪ a ð̞ a s
abarrotado	a β̞ a r o t̪ a ð̞ o
abarrotados	a β̞ a r o t̪ a ð̞ o s
abarrotar	a β̞ a r o t̪ a ɾ
abarrotara	a β̞ a r o t̪ a ɾ a
abarrotares	a β̞ a r o t̪ a ɾ e s
abarrote	a β̞ a r o t̪ e
abarrotera	a β̞ a r o t̪ e ɾ a
abarrotero	a β̞ a r o t̪ e ɾ o
abarrotería	a β̞ a r o t̪ e ɾ i a
abasidas	a β̞ a s i ð̞ a s
abasta	a β̞ a s t̪ a
abastada	a β̞ a s t̪ a ð̞ a
abastadas	a β̞ a s t̪ a ð̞ a s
abastado	a β̞ a s t̪ a ð̞ o
abastados	a β̞ a s t̪ a ð̞ o s
abastamiento	a β̞ a s t̪ a m j ẽ n̪ t̪ o
abastamos	a β̞ a s t̪ a m o s
abastar	a β̞ a s t̪ a ɾ
abastara	a β̞ a s t̪ a ɾ a
abastaras	a β̞ a s t̪ a ɾ a s
abastarda	a β̞ a s t̪ a ɾ ð̞ a
abastardada	a β̞ a s t̪ a ɾ ð̞ a ð̞ a
abastardadas	a β̞ a s t̪ a ɾ ð̞ a ð̞ a s
abastardado	a β̞ a s t̪ a ɾ ð̞ a ð̞ o
abastardados	a β̞ a s t̪ a ɾ ð̞ a ð̞ o s
abastardamos	a β̞ a s t̪ a ɾ ð̞ a m o s
abastardando	a β̞ a s t̪ a ɾ ð̞ ã n̪ d̪ o
abastardar	a β̞ a s t̪ a ɾ ð̞ a ɾ
abastardara	a β̞ a s t̪ a ɾ ð̞ a ɾ a
abastardaras	a β̞ a s t̪ a ɾ ð̞ a ɾ a s
abastardareis	a β̞ a s t̪ a ɾ ð̞ a ɾ e i̯ s
abastardaremos	a β̞ a s t̪ a ɾ ð̞ a ɾ e m o s
abastardares	a β̞ a s t̪ a ɾ ð̞ a ɾ e s
abastardará	a β̞ a s t̪ a ɾ ð̞ a ɾ a
abastardarás	a β̞ a s t̪ a ɾ ð̞ a ɾ a s
abastardaréis	a β̞ a s t̪ a ɾ ð̞ a ɾ e i̯ s
abastardaríamos	a β̞ a s t̪ a ɾ ð̞ a ɾ i a m o s
abastardas	a β̞ a s t̪ a ɾ ð̞ a s
abastardaste	a β̞ a s t̪ a ɾ ð̞ a s t̪ e
abastarde	a β̞ a s t̪ a ɾ ð̞ e
abastardemos	a β̞ a s t̪ a ɾ ð̞ e m o s
abastardes	a β̞ a s t̪ a ɾ ð̞ e s
abastardo	a β̞ a s t̪ a ɾ ð̞ o
abastardá	a β̞ a s t̪ a ɾ ð̞ a
abastardáramos	a β̞ a s t̪ a ɾ ð̞ a ɾ a m o s
abastardáremos	a β̞ a s t̪ a ɾ ð̞ a ɾ e m o s
abastardás	a β̞ a s t̪ a ɾ ð̞ a s
abastardé	a β̞ a s t̪ a ɾ ð̞ e
abastardés	a β̞ a s t̪ a ɾ ð̞ e s
abastareis	a β̞ a s t̪ a ɾ e i̯ s
abastaremos	a β̞ a s t̪ a ɾ e m o s
abastares	a β̞ a s t̪ a ɾ e s
abastará	a β̞ a s t̪ a ɾ a
abastarás	a β̞ a s t̪ a ɾ a s
abastaríamos	a β̞ a s t̪ a ɾ i a m o s
abastas	a β̞ a s t̪ a s
abastaste	a β̞ a s t̪ a s t̪ e
abaste	a β̞ a s t̪ e
abastecedor	a β̞ a s t̪ e θ e ð̞ o ɾ
abastecedora	a β̞ a s t̪ e θ e ð̞ o ɾ a
abastecedoras	a β̞ a s t̪ e θ e ð̞ o ɾ a s
abastecedores	a β̞ a s t̪ e θ e ð̞ o ɾ e s
abastecer	a β̞ a s t̪ e θ e ɾ
abasteceríamos	a β̞ a s t̪ e θ e ɾ i a m o s
abastecida	a β̞ a s t̪ e θ i ð̞ a
abastecidas	a β̞ a s t̪ e θ i ð̞ a s
abastecido	a β̞ a s t̪ e θ i ð̞ o
abastecidos	a β̞ a s t̪ e θ i ð̞ o s
abastecimiento	a β̞ a s t̪ e θ i m j ẽ n̪ t̪ o
abasteciéndola	a β̞ a s t̪ e θ j ẽ n̪ d̪ o l a
abasteciéndolas	a β̞ a s t̪ e θ j ẽ n̪ d̪ o l a s
abasteciéndole	a β̞ a s t̪ e θ j ẽ n̪ d̪ o l e
abasteciéndoles	a β̞ a s t̪ e θ j ẽ n̪ d̪ o l e s
abasteciéndolo	a β̞ a s t̪ e θ j ẽ n̪ d̪ o l o
abasteciéndolos	a β̞ a s t̪ e θ j ẽ n̪ d̪ o l o s
abasteciéndome	a β̞ a s t̪ e θ j ẽ n̪ d̪ o m e
abasteciéndonos	a β̞ a s t̪ e θ j ẽ n̪ d̪ o n o s
abasteciéndoos	a β̞ a s t̪ e θ j ẽ n̪ d̪ o o s
abasteciéndote	a β̞ a s t̪ e θ j ẽ n̪ d̪ o t̪ e
abastecíamos	a β̞ a s t̪ e θ i a m o s
abastemos	a β̞ a s t̪ e m o s
abastes	a β̞ a s t̪ e s
abastionada	a β̞ a s t̪ j o n a ð̞ a
abastionadas	a β̞ a s t̪ j o n a ð̞ a s
abastionado	a β̞ a s t̪ j o n a ð̞ o
abastionados	a β̞ a s t̪ j o n a ð̞ o s
abastionar	a β̞ a s t̪ j o n a ɾ
abastionares	a β̞ a s t̪ j o n a ɾ e s
abasto	a β̞ a s t̪ o
abastos	a β̞ a s t̪ o s
abastáramos	a β̞ a s t̪ a ɾ a m o s
abastés	a β̞ a s t̪ e s
abasí	a β̞ a s i
abata	a β̞ a t̪ a
abatamos	a β̞ a t̪ a m o s
abatanada	a β̞ a t̪ a n a ð̞ a
abatanadas	a β̞ a t̪ a n a ð̞ a s
abatanado	a β̞ a t̪ a n a ð̞ o
abatanados	a β̞ a t̪ a n a ð̞ o s
abatanar	a β̞ a t̪ a n a ɾ
abatas	a β̞ a t̪ a s
abatata	a β̞ a t̪ a t̪ a
abatataba	a β̞ a t̪ a t̪ a β̞ a
abatatada	a β̞ a t̪ a t̪ a ð̞ a
abatatadas	a β̞ a t̪ a t̪ a ð̞ a s
abatatado	a β̞ a t̪ a t̪ a ð̞ o
abatatados	a β̞ a t̪ a t̪ a ð̞ o s
abatatar	a β̞ a t̪ a t̪ a ɾ
abatatarse	a β̞ a t̪ a t̪ a ɾ s e
abatate	a β̞ a t̪ a t̪ e
abatato	a β̞ a t̪ a t̪ o
abate	a β̞ a t̪ e
abates	a β̞ a t̪ e s
abatible	a β̞ a t̪ i β̞ l e
abatida	a β̞ a t̪ i ð̞ a
abatidas	a β̞ a t̪ i ð̞ a s
abatido	a β̞ a t̪ i ð̞ o
abatidos	a β̞ a t̪ i ð̞ o s
abatimiento	a β̞ a t̪ i m j ẽ n̪ t̪ o
abatir	a β̞ a t̪ i ɾ
abatiéndola	a β̞ a t̪ j ẽ n̪ d̪ o l a
abatiéndolas	a β̞ a t̪ j ẽ n̪ d̪ o l a s
abatiéndole	a β̞ a t̪ j ẽ n̪ d̪ o l e
abatiéndoles	a β̞ a t̪ j ẽ n̪ d̪ o l e s
abatiéndolo	a β̞ a t̪ j ẽ n̪ d̪ o l o
abatiéndolos	a β̞ a t̪ j ẽ n̪ d̪ o l o s
abatiéndome	a β̞ a t̪ j ẽ n̪ d̪ o m e
abatiéndonos	a β̞ a t̪ j ẽ n̪ d̪ o n o s
abatiéndoos	a β̞ a t̪ j ẽ n̪ d̪ o o s
abatiéndote	a β̞ a t̪ j ẽ n̪ d̪ o t̪ e
abato	a β̞ a t̪ o
abatojada	a β̞ a t̪ o x a ð̞ a
abatojadas	a β̞ a t̪ o x a ð̞ a s
abatojado	a β̞ a t̪ o x a ð̞ o
abatojados	a β̞ a t̪ o x a ð̞ o s
abatojar	a β̞ a t̪ o x a ɾ
abatojásemos	a β̞ a t̪ o x a s e m o s
abatíamos	a β̞ a t̪ i a m o s
abaxial	a β̞ a ɣ̞ s j a l
abaxiales	a β̞ a ɣ̞ s j a l e s
abazón	a β̞ a θ õ n
abaá	a β̞ a a
abañaba	a β̞ a ɲ a β̞ a
abañada	a β̞ a ɲ a ð̞ a
abañadas	a β̞ a ɲ a ð̞ a s
abañado	a β̞ a ɲ a ð̞ o
abañados	a β̞ a ɲ a ð̞ o s
abañar	a β̞ a ɲ a ɾ
abañara	a β̞ a ɲ a ɾ a
abañares	a β̞ a ɲ a ɾ e s
abdica	a β̞ ð̞ i k a
abdicaciones	a β̞ ð̞ i k a θ j o n e s
abdicación	a β̞ ð̞ i k a θ j õ n
abdicada	a β̞ ð̞ i k a ð̞ a
abdicadas	a β̞ ð̞ i k a ð̞ a s
abdicado	a β̞ ð̞ i k a ð̞ o
abdicados	a β̞ ð̞ i k a ð̞ o s
abdicamos	a β̞ ð̞ i k a m o s
abdicando	a β̞ ð̞ i k ã n̪ d̪ o
abdicar	a β̞ ð̞ i k a ɾ
abdicara	a β̞ ð̞ i k a ɾ a
abdicaras	a β̞ ð̞ i k a ɾ a s
abdicareis	a β̞ ð̞ i k a ɾ e i̯ s
abdicaremos	a β̞ ð̞ i k a ɾ e m o s
abdicares	a β̞ ð̞ i k a ɾ e s
abdicará	a β̞ ð̞ i k a ɾ a
abdicarás	a β̞ ð̞ i k a ɾ a s
abdicaré	a β̞ ð̞ i k a ɾ e
abdicaríamos	a β̞ ð̞ i k a ɾ i a m o s
abdicas	a β̞ ð̞ i k a s
abdicaste	a β̞ ð̞ i k a s t̪ e
abdicativa	a β̞ ð̞ i k a t̪ i β̞ a
abdicativas	a β̞ ð̞ i k a t̪ i β̞ a s
abdicativo	a β̞ ð̞ i k a t̪ i β̞ o
abdicativos	a β̞ ð̞ i k a t̪ i β̞ o s
abdico	a β̞ ð̞ i k o
abdicáramos	a β̞ ð̞ i k a ɾ a m o s
abdique	a β̞ ð̞ i k e
abdiquemos	a β̞ ð̞ i k e m o s
abdiques	a β̞ ð̞ i k e s
abdomen	a β̞ ð̞ o m ẽ n
abdominal	a β̞ ð̞ o m i n a l
abdominales	a β̞ ð̞ o m i n a l e s
abdominalmente	a β̞ ð̞ o m i n a l m ẽ n̪ t̪ e
abducción	a β̞ ð̞ u ɣ̞ θ j õ n
abduce	a β̞ ð̞ u θ e
abducen	a β̞ ð̞ u θ ẽ n
abduces	a β̞ ð̞ u θ e s
abducid	a β̞ ð̞ u θ i ð̞
abducida	a β̞ ð̞ u θ i ð̞ a
abducidas	a β̞ ð̞ u θ i ð̞ a s
abducidla	a β̞ ð̞ u θ i ð̞ l a
abducidlas	a β̞ ð̞ u θ i ð̞ l a s
abducidle	a β̞ ð̞ u θ i ð̞ l e
abducidles	a β̞ ð̞ u θ i ð̞ l e s
abducidlo	a β̞ ð̞ u θ i ð̞ l o
abducidlos	a β̞ ð̞ u θ i ð̞ l o s
abducidme	a β̞ ð̞ u θ i ð̞ m e
abducidnos	a β̞ ð̞ u θ i ð̞ n o s
abducido	a β̞ ð̞ u θ i ð̞ o
abducidos	a β̞ ð̞ u θ i ð̞ o s
abduciendo	a β̞ ð̞ u θ j ẽ n̪ d̪ o
abducila	a β̞ ð̞ u θ i l a
abducilas	a β̞ ð̞ u θ i l a s
abducile	a β̞ ð̞ u θ i l e
abduciles	a β̞ ð̞ u θ i l e s
abducilo	a β̞ ð̞ u θ i l o
abducilos	a β̞ ð̞ u θ i l o s
abducime	a β̞ ð̞ u θ i m e
abducimos	a β̞ ð̞ u θ i m o s
abducinos	a β̞ ð̞ u θ i n o s
abducir	a β̞ ð̞ u θ i ɾ
abduciremos	a β̞ ð̞ u θ i ɾ e m o s
abducirla	a β̞ ð̞ u θ i ɾ l a
abducirlas	a β̞ ð̞ u θ i ɾ l a s
abducirle	a β̞ ð̞ u θ i ɾ l e
abducirles	a β̞ ð̞ u θ i ɾ l e s
abducirlo	a β̞ ð̞ u θ i ɾ l o
abducirlos	a β̞ ð̞ u θ i ɾ l o s
abducirme	a β̞ ð̞ u θ i ɾ m e
abducirnos	a β̞ ð̞ u θ i ɾ n o s
abduciros	a β̞ ð̞ u θ i ɾ o s
abducirse	a β̞ ð̞ u θ i ɾ s e
abducirte	a β̞ ð̞ u θ i ɾ t̪ e
abducirá	a β̞ ð̞ u θ i ɾ a
abducirán	a β̞ ð̞ u θ i ɾ ã n
abducirás	a β̞ ð̞ u θ i ɾ a s
abduciré	a β̞ ð̞ u θ i ɾ e
abduciréis	a β̞ ð̞ u θ i ɾ e i̯ s
abduciría	a β̞ ð̞ u θ i ɾ i a
abduciríais	a β̞ ð̞ u θ i ɾ i a i̯ s
abduciríamos	a β̞ ð̞ u θ i ɾ i a m o s
abducirían	a β̞ ð̞ u θ i ɾ i ã n
abducirías	a β̞ ð̞ u θ i ɾ i a s
abducite	a β̞ ð̞ u θ i t̪ e
abduciéndola	a β̞ ð̞ u θ j ẽ n̪ d̪ o l a
abduciéndolas	a β̞ ð̞ u θ j ẽ n̪ d̪ o l a s
abduciéndole	a β̞ ð̞ u θ j ẽ n̪ d̪ o l e
abduciéndoles	a β̞ ð̞ u θ j ẽ n̪ d̪ o l e s
abduciéndolo	a β̞ ð̞ u θ j ẽ n̪ d̪ o l o
abduciéndolos	a β̞ ð̞ u θ j ẽ n̪ d̪ o l o s
abduciéndome	a β̞ ð̞ u θ j ẽ n̪ d̪ o m e
abduciéndonos	a β̞ ð̞ u θ j ẽ n̪ d̪ o n o s
abduciéndoos	a β̞ ð̞ u θ j ẽ n̪ d̪ o o s
abduciéndose	a β̞ ð̞ u θ j ẽ n̪ d̪ o s e
abduciéndote	a β̞ ð̞ u θ j ẽ n̪ d̪ o t̪ e
abductor	a β̞ ð̞ u ɣ̞ t̪ o ɾ
abducí	a β̞ ð̞ u θ i
abducía	a β̞ ð̞ u θ i a
abducíais	a β̞ ð̞ u θ i a i̯ s
abducíamos	a β̞ ð̞ u θ i a m o s
abducían	a β̞ ð̞ u θ i ã n
abducías	a β̞ ð̞ u θ i a s
abducíos	a β̞ ð̞ u θ i o s
abducís	a β̞ ð̞ u θ i s
abduje	a β̞ ð̞ u x e
abdujera	a β̞ ð̞ u x e ɾ a
abdujerais	a β̞ ð̞ u x e ɾ a i̯ s
abdujeran	a β̞ ð̞ u x e ɾ ã n
abdujeras	a β̞ ð̞ u x e ɾ a s
abdujere	a β̞ ð̞ u x e ɾ e
abdujereis	a β̞ ð̞ u x e ɾ e i̯ s
abdujeren	a β̞ ð̞ u x e ɾ ẽ n
abdujeres	a β̞ ð̞ u x e ɾ e s
abdujeron	a β̞ ð̞ u x e ɾ õ n
abdujese	a β̞ ð̞ u x e s e
abdujeseis	a β̞ ð̞ u x e s e i̯ s
abdujesen	a β̞ ð̞ u x e s ẽ n
abdujeses	a β̞ ð̞ u x e s e s
abdujimos	a β̞ ð̞ u x i m o s
abdujiste	a β̞ ð̞ u x i s t̪ e
abdujisteis	a β̞ ð̞ u x i s t̪ e i̯ s
abdujo	a β̞ ð̞ u x o
abdujéramos	a β̞ ð̞ u x e ɾ a m o s
abdujéremos	a β̞ ð̞ u x e ɾ e m o s
abdujésemos	a β̞ ð̞ u x e s e m o s
abduzca	a β̞ ð̞ u θ k a
abduzcamos	a β̞ ð̞ u θ k a m o s
abduzcan	a β̞ ð̞ u θ k ã n
abduzcas	a β̞ ð̞ u θ k a s
abduzco	a β̞ ð̞ u θ k o
abduzcáis	a β̞ ð̞ u θ k a i̯ s
abduzcámonos	a β̞ ð̞ u θ k a m o n o s
abduzcámoos	a β̞ ð̞ u θ k a m o o s
abduzcámosla	a β̞ ð̞ u θ k a m o s l a
abduzcámoslas	a β̞ ð̞ u θ k a m o s l a s
abduzcámosle	a β̞ ð̞ u θ k a m o s l e
abduzcámosles	a β̞ ð̞ u θ k a m o s l e s
abduzcámoslo	a β̞ ð̞ u θ k a m o s l o
abduzcámoslos	a β̞ ð̞ u θ k a m o s l o s
abduzcámoste	a β̞ ð̞ u θ k a m o s t̪ e
abduzcás	a β̞ ð̞ u θ k a s
abdúcela	a β̞ ð̞ u θ e l a
abdúcelas	a β̞ ð̞ u θ e l a s
abdúcele	a β̞ ð̞ u θ e l e
