Ա	ɑ
գաթա	ɡ ɑ tʰ ɑ
գալ	ɡ ɑ l
գալակտիկա	ɡ ɑ l ɑ k t i k ɑ
գալակտիկական	ɡ ɑ l ɑ k t i k ɑ k ɑ n
գալար	ɡ ɑ l ɑ ɾ
գալիում	ɡ ɑ l i j u m
գալիս	ɡ ɑ l i s
գալուստ	ɡ ɑ l u s t
գալստուկ	ɡ ɑ l s t u k
գալստուկ	ɡ ɑ l ə s t u k
գահ	ɡ ɑ h
գահասրահ	ɡ ɑ h ɑ s ə ɾ ɑ h
գահավանդ	ɡ ɑ h ɑ v ɑ n d
գահավանդակ	ɡ ɑ h ɑ v ɑ n d ɑ k
գահույք	ɡ ɑ h u j kʰ
գաղափար	ɡ ɑ ʁ ɑ pʰ ɑ ɾ
գաղափարագիր	ɡ ɑ ʁ ɑ pʰ ɑ ɾ ɑ ɡ i ɾ
գաղափարապաշտ	ɡ ɑ ʁ ɑ pʰ ɑ ɾ ɑ p ɑ ʃ t
գաղթ	ɡ ɑ χ tʰ
գաղձ	ɡ ɑ ʁ d͡z
գաղութ	ɡ ɑ ʁ u tʰ
գաղութատիրական	ɡ ɑ ʁ u tʰ ɑ t i ɾ ɑ k ɑ n
գաղութատիրություն	ɡ ɑ ʁ u tʰ ɑ t i ɾ u t͡sʰ j u n
գաղութարար	ɡ ɑ ʁ u tʰ ɑ ɾ ɑ ɾ
գաղութացում	ɡ ɑ ʁ u tʰ ɑ t͡sʰ u m
գաղջ	ɡ ɑ ʁ d͡ʒ
գաղտ	ɡ ɑ χ t
գաղտակուր	ɡ ɑ χ t ɑ k u ɾ
գաղտնաբառ	ɡ ɑ χ t n ɑ b ɑ r
գաղտնի	ɡ ɑ χ t n i
գաղտնիք	ɡ ɑ χ t n i kʰ
գաղտրիկ	ɡ ɑ χ t ɾ i k
գամ	ɡ ɑ m
գամակ	ɡ ɑ m ɑ k
գամփռ	ɡ ɑ m pʰ ə r
գայթակղություն	ɡ ɑ j tʰ ɑ k ə ʁ u t͡sʰ j u n
գայլ	ɡ ɑ j l
գայլաձուկ	ɡ ɑ j l ɑ d͡z u k
գայլաշուն	ɡ ɑ j l ɑ ʃ u n
գայկա	ɡ ɑ j k ɑ
գայռ	ɡ ɑ j r
գան	ɡ ɑ n
գանգ	ɡ ɑ ŋ ɡ
գանգատ	ɡ ɑ ŋ ɡ ɑ t
գանգուր	ɡ ɑ ŋ ɡ u ɾ
գանգրածածկ	ɡ ɑ ŋ ɡ ɾ ɑ t͡s ɑ t͡s k
գանգրածայր	ɡ ɑ ŋ ɡ ɾ ɑ t͡s ɑ j ɾ
գանգրամազ	ɡ ɑ ŋ ɡ ɾ ɑ m ɑ z
գանգրանալ	ɡ ɑ ŋ ɡ ɾ ɑ n ɑ l
գանգրանման	ɡ ɑ ŋ ɡ ɾ ɑ n ə m ɑ n
գանգրաշուք	ɡ ɑ ŋ ɡ ɾ ɑ ʃ u kʰ
գանգրավարս	ɡ ɑ ŋ ɡ ɾ ɑ v ɑ ɾ s
գանգրավուն	ɡ ɑ ŋ ɡ ɾ ɑ v u n
գանգրացում	ɡ ɑ ŋ ɡ ɾ ɑ t͡sʰ u m
գանգրափունջ	ɡ ɑ ŋ ɡ ɾ ɑ pʰ u n d͡ʒ
գանգրիկ	ɡ ɑ ŋ ɡ ɾ i k
գանգրություն	ɡ ɑ ŋ ɡ ɾ u t͡sʰ j u n
գանձ	ɡ ɑ n d͡z
գանձապահ	ɡ ɑ n d͡z ɑ p ɑ h
գանձատուփ	ɡ ɑ n d͡z ɑ t u pʰ
գանձարան	ɡ ɑ n d͡z ɑ ɾ ɑ n
գանք	ɡ ɑ ŋ kʰ
գաջ	ɡ ɑ d͡ʒ
գառ	ɡ ɑ r
գառաժ	ɡ ɑ r ɑ ʒ
գառնանգղ	ɡ ɑ r n ɑ ŋ ɡ ə ʁ
գառնարած	ɡ ɑ r n ɑ ɾ ɑ t͡s
գառնուկ	ɡ ɑ r n u k
գաստնիցա	ɡ ɑ s t n i t͡sʰ ɑ
գավազան	ɡ ɑ v ɑ z ɑ n
գավաթ	ɡ ɑ v ɑ tʰ
գավակ	ɡ ɑ v ɑ k
գավառ	ɡ ɑ v ɑ r
գավառական	ɡ ɑ v ɑ r ɑ k ɑ n
գավիթ	ɡ ɑ v i tʰ
գարաժ	ɡ ɑ ɾ ɑ ʒ
գարի	ɡ ɑ ɾ i
գարնային	ɡ ɑ ɾ n ɑ j i n
գարնանային	ɡ ɑ ɾ n ɑ n ɑ j i n
գարշ	ɡ ɑ ɾ ʃ
գարշապար	ɡ ɑ ɾ ʃ ɑ p ɑ ɾ
գարուն	ɡ ɑ ɾ u n
գափ	ɡ ɑ pʰ
գգվանք	ɡ ə kʰ v ɑ ŋ kʰ
գդալ	ɡ ə tʰ ɑ l
գդակ	ɡ ə d ɑ k
գզաթ	ɡ ə z ɑ tʰ
գթալ	ɡ ə tʰ ɑ l
գթասիրտ	ɡ ə tʰ ɑ s i ɾ t
գթություն	ɡ ə tʰ u t͡sʰ j u n
գի	ɡ i
գիժ	ɡ i ʒ
գիլ	ɡ i l
գիլաս	ɡ i l ɑ s
գիծ	ɡ i t͡s
գիհի	ɡ i h i
գիմ	ɡ i m
գին	ɡ i n
գինարբու	ɡ i n ɑ ɾ b u
գինարբուք	ɡ i n ɑ ɾ b u kʰ
գինդ	ɡ i n d
գինի	ɡ i n i
գինձ	ɡ i n d͡z
գիշատիչ	ɡ i ʃ ɑ t i t͡ʃʰ
գիսակ	ɡ i s ɑ k
գիսաստղ	ɡ i s ɑ s t ə ʁ
գիտական	ɡ i t ɑ k ɑ n
գիտակարգ	ɡ i t ɑ k ɑ ɾ kʰ
գիտակարգային	ɡ i t ɑ k ɑ ɾ kʰ ɑ j i n
գիտակից	ɡ i t ɑ k i t͡sʰ
գիտակցաբար	ɡ i t ɑ k t͡sʰ ɑ b ɑ ɾ
գիտակցական	ɡ i t ɑ k t͡sʰ ɑ k ɑ n
գիտակցականություն	ɡ i t ɑ k t͡sʰ ɑ k ɑ n u t͡sʰ j u n
գիտակցություն	ɡ i t ɑ k t͡sʰ u t͡sʰ j u n
գիտակցում	ɡ i t ɑ k t͡sʰ u m
գիտնական	ɡ i t n ɑ k ɑ n
գիտություն	ɡ i t u t͡sʰ j u n
գիտուն	ɡ i t u n
գիտունիկ	ɡ i t u n i k
գիր	ɡ i ɾ
գիրգ	ɡ i ɾ ɡ
գիրկ	ɡ i ɾ k
գիրություն	ɡ i ɾ u t͡sʰ j u n
գիրուկ	ɡ i ɾ u k
գիրք	ɡ i ɾ kʰ
գիրքը	ɡ i ɾ kʰ ə
գիրքն	ɡ i ɾ kʰ n
գլան	ɡ ə l ɑ n
գլանդ	ɡ ə l ɑ n d
գլանիկ	ɡ ə l ɑ n i k
գլաքար	ɡ ə l ɑ kʰ ɑ ɾ
գլխաբառ	ɡ ə l χ ɑ b ɑ r
գլխագիր	ɡ ə l χ ɑ ɡ i ɾ
գլխապտույտ	ɡ ə l χ ɑ p ə t u j t
գլխատառ	ɡ ə l χ ɑ t ɑ r
գլխարկ	ɡ ə l χ ɑ ɾ k
գլխացավ	ɡ ə l χ ɑ t͡sʰ ɑ v
գլուխ	ɡ ə l u χ
գծիկ	ɡ ə t͡s i k
գյադա	ɡ j ɑ d ɑ
գյազար	ɡ j ɑ z ɑ ɾ
գյավուր	ɡ j ɑ v u ɾ
գյափիկ	ɡ j ɑ pʰ i k
գյուղ	ɡ j u ʁ
գյուղական	ɡ j u ʁ ɑ k ɑ n
գյուղացի	ɡ j u ʁ ɑ t͡sʰ i
գյուտ	ɡ j u t
գյուտարար	ɡ j u t ɑ ɾ ɑ ɾ
գյուրզա	ɡ j u ɾ z ɑ
գնալ	ɡ ə n ɑ l
գնահատական	ɡ ə n ɑ h ɑ t ɑ k ɑ n
գնաճ	ɡ ə n ɑ t͡ʃ
գնապիտակ	ɡ ə n ɑ p i t ɑ k
գնարբուկ	ɡ ə n ɑ ɾ b u k
գնացուցակ	ɡ ə n ɑ t͡sʰ u t͡sʰ ɑ k
գնացք	ɡ ə n ɑ t͡sʰ kʰ
գնդակ	ɡ ə n d ɑ k
գնդակահարություն	ɡ ə n d ɑ k ɑ h ɑ ɾ u t͡sʰ j u n
գնդացիր	ɡ ə n d ɑ t͡sʰ i ɾ
գնդիկ	ɡ ə n d i k
գնում	ɡ ə n u m
գնչու	ɡ ə n t͡ʃʰ u
գնչուհի	ɡ ə n t͡ʃʰ u h i
գնվածք	ɡ ə n v ɑ t͡s kʰ
գուավա	ɡ u ɑ v ɑ
գուարանի	ɡ u ɑ ɾ ɑ n i
գուբ	ɡ u b
գութ	ɡ u tʰ
գութան	ɡ u tʰ ɑ n
գուժում	ɡ u ʒ u m
գուլ	ɡ u l
գուլպա	ɡ u l p ɑ
գուղձ	ɡ u ʁ d͡z
գումար	ɡ u m ɑ ɾ
գումարում	ɡ u m ɑ ɾ u m
գումարտակ	ɡ u m ɑ ɾ t ɑ k
գույժ	ɡ u j ʒ
գույն	ɡ u j n
գույք	ɡ u j kʰ
գուն	ɡ u n
գունային	ɡ u n ɑ j i n
գունատ	ɡ u n ɑ t
գունդ	ɡ u n d
գուշակ	ɡ u ʃ ɑ k
գուշակաբար	ɡ u ʃ ɑ k ɑ b ɑ ɾ
գուշակիչ	ɡ u ʃ ɑ k i t͡ʃʰ
գուշակություն	ɡ u ʃ ɑ k u t͡sʰ j u n
գուշակում	ɡ u ʃ ɑ k u m
գուշպ	ɡ u ʃ p
գուպար	ɡ u p ɑ ɾ
գուջարաթի	ɡ u d͡ʒ ɑ ɾ ɑ tʰ i
գուռ	ɡ u r
գուսան	ɡ u s ɑ n
գուրալ	ɡ u ɾ ɑ l
գուրգուրալ	ɡ u ɾ ɡ u ɾ ɑ l
գուրզ	ɡ u ɾ z
գռուզ	ɡ ə r u z
գտանք	ɡ ə t ɑ ŋ kʰ
գրաբար	ɑ b ɑ ɾ
գրաբար	ɑ pʰ ɑ ɾ
գրաբար	ɡ ə ɾ ɑ pʰ ɑ ɾ
գրաբարյան	ɡ ə ɾ ɑ pʰ ɑ ɾ j ɑ n
գրագիտուհի	ɡ ə ɾ ɑ ɡ i t u h i
գրադարակ	ɡ ə ɾ ɑ d ɑ ɾ ɑ k
գրադարան	ɡ ə ɾ ɑ d ɑ ɾ ɑ n
գրադարանավար	ɡ ə ɾ ɑ d ɑ ɾ ɑ n ɑ v ɑ ɾ
գրադարձություն	ɡ ə ɾ ɑ d ɑ ɾ t͡sʰ u t͡sʰ j u n
գրազ	ɡ ə ɾ ɑ z
գրախանութ	ɡ ə ɾ ɑ χ ɑ n u tʰ
գրական	ɡ ə ɾ ɑ k ɑ n
գրականագիտություն	ɡ ə ɾ ɑ k ɑ n ɑ ɡ i t u t͡sʰ j u n
գրականություն	ɡ ə ɾ ɑ k ɑ n u t͡sʰ j u n
գրամ	ɡ ə ɾ ɑ m
գրանիտ	ɡ ɾ ɑ n i t
գրանտ	ɡ ə ɾ ɑ n t
գրանցիչ	ɡ ə ɾ ɑ n t͡sʰ i t͡ʃʰ
գրանցում	ɡ ə ɾ ɑ n t͡sʰ u m
գրառում	ɡ ə ɾ ɑ r u m
գրաստ	ɡ ə ɾ ɑ s t
գրավ	ɡ ə ɾ ɑ v
գրատախտակ	ɡ ə ɾ ɑ t ɑ χ t ɑ k
գրատուն	ɡ ə ɾ ɑ t u n
գրատպություն	ɡ ə ɾ ɑ t p u t͡sʰ j u n
գրացուցակ	ɡ ə ɾ ɑ t͡sʰ u t͡sʰ ɑ k
գրաքննություն	ɡ ə ɾ ɑ kʰ ə nː u t͡sʰ j u n
գրգիռ	ɡ ə ɾ ɡ i r
գրգռված	ɡ ə ɾ ɡ ə r v ɑ t͡s
գրիժա	ɡ ɾ i ʒ ɑ
գրիչ	ɡ ə ɾ i t͡ʃʰ
գրիպ	ɡ ə ɾ i p
գրկում	ɡ ə ɾ k u m
գրյանք	ɡ ə ɾ j ɑ ŋ kʰ
գրություն	ɡ ə ɾ u t͡sʰ j u n
գրույթ	ɡ ə ɾ u j tʰ
գրչահատ	ɡ ə ɾ t͡ʃʰ ɑ h ɑ t
գրչատուփ	ɡ ə ɾ t͡ʃʰ ɑ t u pʰ
գրչություն	ɡ ə ɾ t͡ʃʰ u t͡sʰ j u n
գրպան	ɡ ə ɾ p ɑ n
գրպանահատ	ɡ ə ɾ p ɑ n ɑ h ɑ t
գրպանի	ɡ ə ɾ p ɑ n i
գրտնակ	ɡ ə ɾ t n ɑ k
դ	d ə
դա	d ɑ
դաբաղ	d ɑ b ɑ ʁ
դաբաղխանա	d ɑ b ɑ ʁ χ ɑ n ɑ
դաբիր	d ɑ b i ɾ
դագաղ	d ɑ ɡ ɑ ʁ
դագանակ	d ɑ ɡ ɑ n ɑ k
դագուր	d ɑ ɡ u ɾ
դադար	d ɑ tʰ ɑ ɾ
դադարած	d ɑ tʰ ɑ ɾ ɑ t͡s
դադարգյուն	d ɑ d ɑ ɾ ɡ j u n
դադարգուն	d ɑ d ɑ ɾ ɡ u n
դազգահ	d ɑ z ɡ ɑ h
դաժան	d ɑ ʒ ɑ n
դաժը	d ɑ ʒ ə
դալ	d ɑ l
դալան	d ɑ l ɑ n
դալար	d ɑ l ɑ ɾ
դալարի	d ɑ l ɑ ɾ i
դալարուտ	d ɑ l ɑ ɾ u t
դալբ	d ɑ l b
դալուկ	d ɑ l u k
դակու	d ɑ k u
դակուր	d ɑ k u ɾ
դահանակ	d ɑ h ɑ n ɑ k
դահիճ	d ɑ h i t͡ʃ
դահիրա	d ɑ h i ɾ ɑ
դահլիճ	d ɑ h l i t͡ʃ
դահուկ	d ɑ h u k
դաղալ	d ɑ ʁ ɑ l
դամբան	d ɑ m b ɑ n
դամբարան	d ɑ m b ɑ ɾ ɑ n
դամբուլ	d ɑ m b u l
դայակ	d ɑ j ɑ k
դայլայլ	d ɑ j l ɑ j l
դայլայլիկ	d ɑ j l ɑ j l i k
դայրա	d ɑ j ɾ ɑ
դանակ	d ɑ n ɑ k
դանդաղ	d ɑ n d ɑ ʁ
դանդանավանդ	d ɑ n d ɑ n ɑ v ɑ n d
դանդուռ	d ɑ n d u r
դանիական	d ɑ n i j ɑ k ɑ n
դանիացի	d ɑ n i j ɑ t͡sʰ i
դաշինք	d ɑ ʃ i ŋ kʰ
դաշն	d ɑ ʃ ə n
դաշնագիր	d ɑ ʃ n ɑ ɡ i ɾ
դաշնակ	d ɑ ʃ n ɑ k
դաշնակահար	d ɑ ʃ n ɑ k ɑ h ɑ ɾ
դաշնակից	d ɑ ʃ n ɑ k i t͡sʰ
դաշնակցական	d ɑ ʃ n ɑ k t͡sʰ ɑ k ɑ n
դաշնակցություն	d ɑ ʃ n ɑ k t͡sʰ u t͡sʰ j u n
դաշնամուր	d ɑ ʃ n ɑ m u ɾ
դաշնային	d ɑ ʃ n ɑ j i n
դաշնություն	d ɑ ʃ n u t͡sʰ j u n
դաշույն	d ɑ ʃ u j n
դաշտ	d ɑ ʃ t
դաշտամուկ	d ɑ ʃ t ɑ m u k
դաշտային	d ɑ ʃ t ɑ j i n
դաշտան	d ɑ ʃ t ɑ n
դաշտանադադար	d ɑ ʃ t ɑ n ɑ d ɑ tʰ ɑ ɾ
դաշտավայր	d ɑ ʃ t ɑ v ɑ j ɾ
դաշտը	d ɑ ʃ t ə
դաշտի	d ɑ ʃ t i
դաշտին	d ɑ ʃ t i n
դաշտից	d ɑ ʃ t i t͡sʰ
դաշտն	d ɑ ʃ t n
դաշտում	d ɑ ʃ t u m
դաչա	d ɑ t͡ʃʰ ɑ
դաջվածք	d ɑ d͡ʒ v ɑ t͡s kʰ
դառ	d ɑ r
դառը	d ɑ r ə
դառն	d ɑ r ə n
դառնալ	d ɑ r n ɑ l
դաս	d ɑ s
դասագիրք	d ɑ s ɑ ɡ i ɾ kʰ
դասադուլ	d ɑ s ɑ d u l
դասալիք	d ɑ s ɑ l i kʰ
դասալքություն	d ɑ s ɑ l ə kʰ u t͡sʰ j u n
դասակ	d ɑ s ɑ k
դասական	d ɑ s ɑ k ɑ n
դասակարգ	d ɑ s ɑ k ɑ ɾ kʰ
դասատու	d ɑ s ɑ t u
դասարան	d ɑ s ɑ ɾ ɑ n
դասարանակից	d ɑ s ɑ ɾ ɑ n ɑ k i t͡sʰ
դասընթաց	d ɑ s ə n tʰ ɑ t͡sʰ
դաստակ	d ɑ s t ɑ k
դաստիարակ	d ɑ s t i j ɑ ɾ ɑ k
դաստիարակ	d ɑ s t i ɾ ɑ k
դաստիարակ	tʰ ɑ s t j ɑ ɾ ɑ ɡ
դաստիարակություն	d ɑ s t i j ɑ ɾ ɑ k u t͡sʰ j u n
դաստիարակություն	d ɑ s t i ɾ ɑ k u t͡sʰ j u n
դաստիարակում	d ɑ s t i j ɑ ɾ ɑ k u m
դաստիարակում	d ɑ s t i ɾ ɑ k u m
դավ	d ɑ v
դավա	d ɑ v ɑ
դավադիր	d ɑ v ɑ d i ɾ
դավադրապաշտ	d ɑ v ɑ d ə ɾ ɑ p ɑ ʃ t
դավադրության	d ɑ v ɑ d ɾ u t͡sʰ j ɑ n
դավադրություն	d ɑ v ɑ d ɾ u t͡sʰ j u n
դավաճան	d ɑ v ɑ t͡ʃ ɑ n
դավաճանություն	d ɑ v ɑ t͡ʃ ɑ n u t͡sʰ j u n
դավաճանում	d ɑ v ɑ t͡ʃ ɑ n u m
դավայ	d ɑ v ɑ j
դավի	d ɑ v i
դատ	d ɑ t
դատախազ	d ɑ t ɑ χ ɑ z
դատական	d ɑ t ɑ k ɑ n
դատապարտյալ	d ɑ t ɑ p ɑ ɾ t j ɑ l
դատարան	d ɑ t ɑ ɾ ɑ n
դատարկ	d ɑ t ɑ ɾ k
դատարկագլուխ	d ɑ t ɑ ɾ k ɑ ɡ ə l u χ
դատարկամիտ	d ɑ t ɑ ɾ k ɑ m i t
դատարկուն	d ɑ t ɑ ɾ k u n
դար	d ɑ ɾ
դարակ	d ɑ ɾ ɑ k
դարայի	d ɑ ɾ ɑ j i
դարան	d ɑ ɾ ɑ n
դարաշրջան	d ɑ ɾ ɑ ʃ ə ɾ d͡ʒ ɑ n
դարավանդ	d ɑ ɾ ɑ v ɑ n d
դարբին	d ɑ ɾ pʰ i n
դարդ	d ɑ ɾ d
դարդլու	d ɑ ɾ d l u
դարթս	d ɑ ɾ tʰ s
դարձ	d ɑ ɾ t͡sʰ
դարձա	d ɑ ɾ t͡sʰ ɑ
դարձգիր	d ɑ ɾ t͡sʰ ɡ i ɾ
դարձյալ	d ɑ ɾ t͡sʰ j ɑ l
դարձված	d ɑ ɾ t͡sʰ v ɑ t͡s
դարձվածք	d ɑ ɾ t͡sʰ v ɑ t͡s kʰ
դարման	d ɑ ɾ m ɑ n
դարմշտադիում	d ɑ ɾ m ʃ t ɑ d i j u m
դարչին	d ɑ ɾ t͡ʃʰ i n
դարչնագույն	d ɑ ɾ t͡ʃʰ n ɑ ɡ u j n
դարպաս	d ɑ ɾ p ɑ s
դարպասապահ	d ɑ ɾ p ɑ s ɑ p ɑ h
դարվազ	d ɑ ɾ v ɑ z
դարվազա	d ɑ ɾ v ɑ z ɑ
դարվինիզմ	d ɑ ɾ v i n i z m
դափնի	d ɑ pʰ n i
դդմաճ	d ə d m ɑ t͡ʃ
դդում	d ə tʰ u m
դժար	d ə ʒ ɑ ɾ
դժբախտ	d ə ʒ b ɑ χ t
դժբախտաբար	d ə ʒ b ɑ χ t ɑ b ɑ ɾ
դժբախտություն	d ə ʒ b ɑ χ t u t͡sʰ j u n
դժգույն	d ə ʃ ɡ u j n
դժգույն	d ə ʒ ɡ u j n
դժվար	d ə ʒ v ɑ ɾ
դժվարամատույց	d ə ʒ v ɑ ɾ ɑ m ɑ t u j t͡sʰ
դժվարավ	d ə ʒ v ɑ ɾ ɑ v
դի	d i
դիակ	d i j ɑ k
դիակառք	d i j ɑ k ɑ r kʰ
դիակիզարան	d i j ɑ k i z ɑ ɾ ɑ n
դիարան	d i j ɑ ɾ ɑ n
դիմադրություն	d i m ɑ d ɾ u t͡sʰ j u n
դիմախաղ	d i m ɑ χ ɑ ʁ
դիմակ	d i m ɑ k
դիմանալ	d i m ɑ n ɑ l
դիմանկար	d i m ɑ n ə k ɑ ɾ
դիմապակի	d i m ɑ p ɑ k i
դիմաց	d i m ɑ t͡sʰ
դիմացկուն	d i m ɑ t͡sʰ k u n
դինաստիա	d i n ɑ s t i j ɑ
դինար	d i n ɑ ɾ
դիպակ	d i p ɑ k
դիպաշար	d i p ɑ ʃ ɑ ɾ
դիպուկ	d i p u k
դիպված	d i p v ɑ t͡s
դիսկուրս	d i s k u ɾ s
դիսկրիմինացիա	d i s k ɾ i m i n ɑ t͡sʰ i j ɑ
դիվան	d i v ɑ n
դիվան	d͡z i v ɑ n
դիվանագիտական	d i v ɑ n ɑ ɡ i t ɑ k ɑ n
դիվանագիտություն	d i v ɑ n ɑ ɡ i t u t͡sʰ j u n
դիտակ	d i t ɑ k
դիտանկյուն	d i t ɑ ŋ k j u n
դիտմամբ	d i t m ɑ m pʰ
դիտում	d i t u m
դիրագ	d i ɾ ɑ ɡ
դիրիժաբլ	d i ɾ i ʒ ɑ b ə l
դիրհամ	d i ɾ h ɑ m
դիրտ	d i ɾ t
դիրք	d i ɾ kʰ
դիցաբանություն	d i t͡sʰ ɑ b ɑ n u t͡sʰ j u n
դիցուք	d i t͡sʰ u kʰ
դիք	d i kʰ
դլփին	d ə l pʰ i n
դղիրդ	d ə ʁ i ɾ d
դղյակ	d ə ʁ j ɑ k
դմբուզ	d ə m b u z
դյուժին	d j u ʒ i n
դյույմ	d j u j m
դյուր	d j u ɾ
դյուրաշարժ	d j u ɾ ɑ ʃ ɑ ɾ ʒ
դյուրավ	d j u ɾ ɑ v
դյուրին	d j u ɾ i n
դյուցազն	d j u t͡sʰ ɑ z ə n
դյուցազուն	d j u t͡sʰ ɑ z u n
դու	d u
դուբինկա	d u b i ŋ k ɑ
դուբնիում	d u b n i j u m
դուդուկ	d u d u k
դուդուկահար	d u d u k ɑ h ɑ ɾ
դուզ	d u z
դուզնաքյա	d u z n ɑ kʰ j ɑ
դուլ	d u l
դուխ	d u χ
դուխի	d u χ i
դույզն	d u j z ə n
դույլ	d u j l
դույն	d u j n
դուն	d u n
դունյա	d u n j ɑ
դունչ	d u n t͡ʃʰ
դուշման	d u ʃ m ɑ n
դուռ	d u r
դուստր	d u s t ə ɾ
դուր	d u ɾ
դուրբին	d u ɾ b i n
դուրգ	d u ɾ ɡ
դուրգար	d u ɾ ɡ ɑ ɾ
դուրս	d u ɾ s
դուք	d u kʰ
դուքան	d u kʰ ɑ n
դուքյան	d u kʰ j ɑ n
դուքս	d u kʰ s
դպիր	d ə p i ɾ
դռնապան	d ə r n ɑ p ɑ n
դռնփակ	d ə r ə n pʰ ɑ k
դրախտ	d ə ɾ ɑ χ t
դրական	d ə ɾ ɑ k ɑ n
դրամ	d ə ɾ ɑ m
դրամապանակ	d ə ɾ ɑ m ɑ p ɑ n ɑ k
դրամատիրություն	d ə ɾ ɑ m ɑ t i ɾ u t͡sʰ j u n
դրամատուն	d ə ɾ ɑ m ɑ t u n
դրամատուրգ	d ɾ ɑ m ɑ t u ɾ ɡ
դրամատուրգիական	d ɾ ɑ m ɑ t u ɾ ɡ i j ɑ k ɑ n
դրամարկղ	d ə ɾ ɑ m ɑ ɾ k ə ʁ
դրանդ	d ə ɾ ɑ n d
դրանդի	d ə ɾ ɑ n d i
դրանիկ	d ə ɾ ɑ n i k
դրանք	d ə ɾ ɑ ŋ kʰ
դրացի	d ə ɾ ɑ t͡sʰ i
դրացիական	d ə ɾ ɑ t͡sʰ i j ɑ k ɑ n
դրինդ	d ə ɾ i n d
դրություն	d ə ɾ u t͡sʰ j u n
դրույլ	d ə ɾ u j l
դրվագ	d ə ɾ v ɑ ɡ
դրվատ	d ə ɾ v ɑ t
դրվատանք	d ə ɾ v ɑ t ɑ ŋ kʰ
դրվատիք	d ə ɾ v ɑ t i kʰ
դրվատում	d ə ɾ v ɑ t u m
երկայնաբան	j ɛ ɾ k ɑ j n ɑ b ɑ n
զ	z ə
զա	z ɑ
զալում	z ɑ l u m
զահմաթ	z ɑ h m ɑ tʰ
զաղար	z ɑ ʁ ɑ ɾ
զամբիկ	z ɑ m b i k
զամբյուղ	z ɑ m b j u ʁ
զայրանալ	z ɑ j ɾ ɑ n ɑ l
զայրույթ	z ɑ j ɾ u j tʰ
զայրուց	z ɑ j ɾ u t͡sʰ
զայրուցք	z ɑ j ɾ u t͡sʰ kʰ
զանազան	z ɑ n ɑ z ɑ n
զանգ	z ɑ ŋ ɡ
զանգակ	z ɑ ŋ ɡ ɑ k
զանգակածաղիկ	z ɑ ŋ ɡ ɑ k ɑ t͡s ɑ ʁ i k
զանգակատուն	z ɑ ŋ ɡ ɑ k ɑ t u n
զանգապան	z ɑ ŋ ɡ ɑ p ɑ n
զանգված	z ɑ ŋ ɡ v ɑ t͡s
զանգվածային	z ɑ ŋ ɡ v ɑ t͡s ɑ j i n
զանկապան	z ɑ ŋ k ɑ p ɑ n
զանջաֆիլ	z ɑ n d͡ʒ ɑ f i l
զառ	z ɑ r
զառամ	z ɑ r ɑ m
զառամանալ	z ɑ r ɑ m ɑ n ɑ l
զառամյալ	z ɑ r ɑ m j ɑ l
զառանցանք	z ɑ r ɑ n t͡sʰ ɑ ŋ kʰ
զառիկ	z ɑ r i k
զավակ	z ɑ v ɑ k
զավթիչ	z ɑ f tʰ i t͡ʃʰ
զավտռիկ	z ɑ f t r i k
զավտրըկ	z ɑ f t ɾ ə k
զավտրիկ	z ɑ f t ɾ i k
զատ	z ɑ t
զատիկ	z ɑ t i k
զարար	z ɑ ɾ ɑ ɾ
զարբաբ	z ɑ ɾ b ɑ b
զարգանալ	z ɑ ɾ ɡ ɑ n ɑ l
զարգացում	z ɑ ɾ ɡ ɑ t͡sʰ u m
զարդ	z ɑ ɾ tʰ
զարդարանք	z ɑ ɾ tʰ ɑ ɾ ɑ ŋ kʰ
զարդարուն	z ɑ ɾ tʰ ɑ ɾ u n
զարթուցիչ	z ɑ ɾ tʰ u t͡sʰ i t͡ʃʰ
զարկ	z ɑ ɾ k
զարհուր	z ɑ ɾ h u ɾ
զարհուրագին	z ɑ ɾ h u ɾ ɑ ɡ i n
զարհուրական	z ɑ ɾ h u ɾ ɑ k ɑ n
զարհուրաձայն	z ɑ ɾ h u ɾ ɑ d͡z ɑ j n
զարհուրանք	z ɑ ɾ h u ɾ ɑ ŋ kʰ
զարհուրիկ	z ɑ ɾ h u ɾ i k
զարհուրյալ	z ɑ ɾ h u ɾ j ɑ l
զարհուրում	z ɑ ɾ h u ɾ u m
զարմ	z ɑ ɾ m
զարմանալ	z ɑ ɾ m ɑ n ɑ l
զարմանալի	z ɑ ɾ m ɑ n ɑ l i
զարմանք	z ɑ ɾ m ɑ ŋ kʰ
զարմացած	z ɑ ɾ m ɑ t͡sʰ ɑ t͡s
զարմիկ	z ɑ ɾ m i k
զարմուհի	z ɑ ɾ m u h i
զաֆրան	z ɑ f ɾ ɑ n
զգալ	z ɡ ɑ l
զգայապատրանք	z ɡ ɑ j ɑ p ɑ t ɾ ɑ ŋ kʰ
զգայարան	z ɡ ɑ j ɑ ɾ ɑ n
զգայռում	z ɡ ɑ j r u m
զգաստ	z ɡ ɑ s t
զգաստամիտ	z ɡ ɑ s t ɑ m i t
զգաստություն	z ɡ ɑ s t u t͡sʰ j u n
զգացմունք	z ɡ ɑ t͡sʰ m u ŋ kʰ
զգացում	z ɡ ɑ t͡sʰ u m
զգոյշ	z ɡ u j ʃ
զգոյշ	z ɡ u ʃ
զգույշ	z ɡ u j ʃ
զգուշ	z ɡ u ʃ
