ং	ŋ
বঙ্গালী	b ɔ ŋ ɡ a l iˑ
বঙ্গীয়	b ɔ ŋ ɡ i̯ oˑ
বছর	b ɔ t͡ʃʰ o ɾ
বজায়	b ɔ d͡ʒ a e̯
বজ্র	b ɔ d͡ʒ ɾ oˑ
বজ্রধ্বনি	b ɔ d͡ʒ ɾ ɔ d̪ʱ ɔ n iˑ
বট	b ɔ ʈ
বট	b ɔː ʈ
বড	b ɔ ɖ
বড	b ɔː ɖ
বড়	b ɔ ɽ
বড়	b ɔ ɽ oˑ
বড়	b ɔ ɾ
বড়	b ɔ ɾ oˑ
বড়দিন	b ɔ ɽ o d̪ i n
বড়দিন	b ɔ ɾ o d̪ i n
বড়ি	b o ɽ iˑ
বড়ি	b o ɾ iˑ
বড়ুয়া	b o ɽ u̯ aˑ
বড়ুয়া	b o ɾ u̯ aˑ
বত্ব	b ɔ t̪ː oˑ
বদ	b ɔ d̪
বদদোয়া	b ɔ d̪ d̪ o̯ aˑ
বদদোয়া	b ɔ d̪ d̪ ʊ aˑ
বদভ্যাস	b ɔ d̪ o bʱː a ʃ
বদভ্যাস	b ɔ d̪ o vː a ʃ
বদমাইশ	b ɔ d̪ m a i̯ ʃ
বদরী	b ɔ d̪ o ɾ iˑ
বদ্ধ	b ɔ d̪ʱː oˑ
বন	b o n
বন	b oː n
বন	b ɔ n
বন	b ɔː n
বনশ্রী	b o n o s ɾ iˑ
বনানী	b ɔ n a n iˑ
বন্দর	b ɔ n d̪ ɔ ɾ
বন্দি	b o n d̪ iˑ
বন্দুকিয়া	b ɔ n d̪ u k i̯ aˑ
বন্দোবস্ত	b ɔ n d̪ o b ɔ s t̪ oˑ
বন্দ্যোপাধ্যায়	b ɔ n d̪ o p a d̪ʱː a e̯
বন্ধ	b ɔ n d̪ʱ oˑ
বন্ধন	b ɔ n d̪ʱ o n
বন্ধন	b ɔ n d̪ʱ ɔ n
বন্ধু	b o n d̪ʱ uˑ
বন্ধুত্ব	b o n d̪ʱ u t̪ː oˑ
বন্ধুহীন	b ɔ n d̪ʱ u h i n
বন্‌ধ	b ɔ n d̪
বম্বে	b o m b eˑ
বম্বে	b ɔ m b eˑ
বয়জা	b ɔ e̯ d͡ʒ aˑ
বয়স	b ɔ e̯ o ʃ
বয়স	b ɔ e̯ ʃ
বয়স্ক	b ɔ e̯ o s k oˑ
বয়ান	b ɔ e̯ a n
বর	b ɔ ɾ
বর	b ɔː ɾ
বরং	b ɔ ɾ o ŋ
বরকত	b ɔ ɾ k o t̪
বরকন্দাজ	b ɔ ɾ k ɔ n d̪ a d͡ʒ
বরফ	b ɔ ɾ o p
বরফ	b ɔ ɾ o pʰ
বরবাদ	b ɔ ɾ b a d̪
বরাবর	b ɔ ɾ a b ɔ ɾ
বরেন্দ্র	b ɔ ɾ e n d̪ː ɾ oˑ
বরেন্দ্রী	b ɔ ɾ e n d̪ː ɾ iˑ
বর্গ	b ɔ ɾ ɡ oˑ
বর্গি	b o ɾ ɡ iˑ
বর্গীয়	b ɔ ɾ ɡ i̯ oˑ
বর্ণ	b ɔ ɾ n oˑ
বর্ণনা	b ɔ ɾ n o n aˑ
বর্ণমালা	b ɔ ɾ n o m a l aˑ
বর্তমান	b ɔ ɾ t̪ o m a n
বর্ধমান	b ɔ ɾ d̪ʱ o m a n
বর্ষণ	b ɔ ɾ ʃ o n
বর্ষণবিধৌত	b ɔ ɾ ʃ ɔ n b i d̪ʱ o u̯ t̪
বর্ষপঞ্জি	b ɔ ɾ ʃ o p o n d͡ʒ iˑ
বর্ষা	b ɔ ɾ ʃ aˑ
বল	b ɔ l
বল	b ɔ l oˑ
বল	b ɔː l
বলকান	b ɔ l k a n
বলতে	b o l̪ t̪ eˑ
বলদ	b ɔ l o d̪
বলা	b ɔ l aˑ
বলিউড	b o l i u̯ ɖ
বলিদান	b o l i d̪ a n
বলে	b ɔ l eˑ
বলেন	b ɔ l e n
বল্টু	b ɔ ɭ ʈ uˑ
বশির	b o ʃ i ɾ
বস	b ɔ s
বস	b ɔ ʃ
বস	b ɔː s
বস	b ɔː ʃ
বসন্ত	b ɔ ʃ o n t̪ oˑ
বসবাস	b ɔ s o b a ʃ
বসবাসকারী	b ɔ s o b a ʃ k a ɾ iˑ
বসা	b ɔ ʃ aˑ
বসু	b o s̠ uˑ
বসুন্ধরা	b o ʃ u n d̪ʱ ɔ ɾ aˑ
বস্তা	b ɔ s t̪ aˑ
বহিষ্কার	b o h i ʃ k a ɾ
বহিষ্কারাদেশ	b o h i ʃ k a ɾ a d̪ e ʃ
বহু	b o h uˑ
বহুব্রীহি	b o h u b ɾ i h iˑ
বহেড়া	b ɔ h e ɽ aˑ
বহেড়া	b ɔ h e ɾ aˑ
বা	b aː
বা	b aˑ
বাগ	b a ɡ
বিড়াল	b i l a l
বিড়াল	b i ɽ a l
বিড়াল	b i ɾ a l
বেচা	b ɛ t͡ʃ a
বেচারা	b e t͡ʃ a ɾ aˑ
বেটা	b æ ʈ aˑ
বেড়	b e ɽ
বেড়	b e ɾ
বেড়া	b æ ɽ ɑ
বেড়া	b æ ɾ ɑ
বেড়ানো	b e ɽ a n oˑ
বেড়ানো	b e ɾ a n oˑ
বেড়াল	b e ɽ a l
বেড়াল	b e ɾ a l
বেদ	b e d̪
বেদনা	b e d̪ o n ɑ
বেদানা	b e d̪ a n a
বেদে	b e d̪ eˑ
বেনারস	b e n a ɾ ɔ ʃ
বেপরোয়া	b e p ɔ ɾ o̯ aˑ
বের	b e ɾ
বের	b eː ɾ
বেরাদর	b e ɾ ɑ d̪ ɑ ɾ
বেরাদর	b e ɾ ɑ d̪ ɒ ɾ
বেরানী	b e ɾ a n iˑ
বেরেয়ানী	b e ɾ e a n iˑ
বেরোনো	b e r o n o
বেলফাস্ট	b e l f a s ʈ
বেলফাস্ট	b e l f a ʂ ʈ
বেলা	b æ l aˑ
বেলারুশ	b e l a ɾ u ʃ
বেলি	b e l iˑ
বেলুন	b e l u n
বেলেল্লাপনা	b e l e lː a p ɔ n aˑ
বেশী	b e ʃ iˑ
বেশুমার	b e ʃ u m a ɾ
বেশ্যা	b e ʃː aˑ
বেষ্ট	b e ʂ ʈ oˑ
বেসন	b æ ʃ o n
বেহেশ্ত	b e h e s t̪
বেহেশ্ত	b e h e s t̪ oˑ
বেহেশ্ত	b e h e ʃ t̪
বেহেশ্ত	b e h e ʃ t̪ oˑ
বৈঠা	b o i̯ ʈʰ aˑ
বৈদ্য	b o i̯ d̪ː oˑ
বৈপ্লবিক	b o i̯ p l o b i k
বৈশাখ	b o i̯ ʃ a k
বৈশাখ	b o i̯ ʃ a x
বৈশিষ্ট্য	b o i̯ ʃ i ʂ ʈː oˑ
বৈষ্ণব	b o i̯ ʃ n ɔ b
বোকা	b o k aˑ
বোকাচোদা	b o k ä t͡ʃ o d̪ äˑ
বোজা	b o d͡ʒ aˑ
বোঝা	b o d͡ʒʱ aˑ
বোতল	b o t̪ o l
বোতাম	b o t̪ a m
বোধ	b o d̪
বোধোদিত	b o d̪ʱ o d̪ i t̪ oˑ
বোন	b o n
বোন	b oː n
বোবা	b o b aˑ
বোমা	b o m aˑ
বোম্বাই	b o m b a i̯
বোরকা	b o ɾ k aˑ
বোরকা	b o ɾ kʰ aˑ
বোলানো	b o l a n oˑ
বোষ্টম	b o ʂ ʈ ɔ m
বৌদ্ধ	b o u̯ d̪ʱː oˑ
বৌদ্ধধর্ম	b o u̯ d̪ʱː ɔ d̪ʱ ɔ ɾ m oˑ
ব্যক্তি	b e k t̪ iˑ
ব্যঞ্জন	b æ n d͡ʒ ɔ n
ব্যঞ্জনধ্বনি	b æ n d͡ʒ ɔ n d̪ʱ o n iˑ
ব্যথা	b æ t̪ʰ ɑ
ব্যবসা	b æ b ʃ aˑ
ব্যবস্থা	b æ b o s t̪ʰ aˑ
ব্যবহার	b æ b ɔ h a ɾ
ব্যস	b æ s
ব্যস	b æː s
ব্যস্ত	b æ s t̪ oˑ
ব্যাং	b æ ŋ
ব্যাকরণ	b æ k o ɾ o n
ব্যাকরণ	b æ k ɔ ɾ o n
ব্যাখ্যা	b æ kʰː aˑ
ব্যাগ	b æ ɡ
ব্যাঘ্র	b æ ɡʱ ɾ oˑ
ব্যাঙ	b æ ŋ
ব্যাঙ্ক	b æ ŋ k
ব্যাটারি	b æ ʈ̟ ä ɾ iˑ
ব্যাদ	b æ d̪
ব্যাপক	b æ p ɔ k
ব্যাপার	b æ p a ɾ
ব্যাবসা	b æ b o ʃ aˑ
ব্যাবসা	b æ b ʃ aˑ
ব্যায়াম	b e ɑ m
ব্যায়াম	b æ ɑ m
ব্যাস	b æ s
ব্যাস	b æː s
ব্রণ	b ɾ ɔ n
ব্রণ	b ɾ ɔː n
ব্রত	b ɾ o t̪ oˑ
ব্রাজিল	b ɾ a z i l
ব্রাহ্ম	b ɾ a m h oˑ
ব্রাহ্ম	b ɾ a mː oˑ
ব্রাহ্মণবাড়িয়া	b ɾ a m ɦ o n b a ɽ i̯ aˑ
ব্রাহ্মণবাড়িয়া	b ɾ a m ɦ o n b a ɾ i̯ aˑ
ব্রাহ্মণবাড়িয়া	b ɾ a mː o n b a ɽ i̯ aˑ
ব্রাহ্মণবাড়িয়া	b ɾ a mː o n b a ɾ i̯ aˑ
ব্রিটেন	b ɾ i ʈ e n
ব্লগ	b l ɔ ɡ
ব্ল্যাকহোল	b l æ k h oˑ l
বৎসর	b ɔ t̪ ʃ o ɾ
ভ	bʱ oː
ভ	v oˑ
ভগবদ্গীতা	bʱ ɔ ɡ b ɔ d̪ ɡ i t̪ aˑ
ভগবদ্গীতা	v ɔ ɡ b ɔ d̪ ɡ i t̪ aˑ
ভগবান	bʱ ɔ ɡ o b a n
ভগবান	v ɔ ɡ o b a n
ভগিনী	bʱ o ɡ i n iˑ
ভজন	bʱ ɔ d͡ʒ o n
ভজন	v ɔ d͡ʒ o n
ভট্টাচার্য	bʱ ɔ ʈː a t͡ʃ a ɾ d͡ʒ oˑ
ভট্টাচার্য	v ɔ ʈː a t͡ʃ a ɾ d͡ʒ oˑ
ভণ্ড	bʱ ɔ ɳ ɖ oˑ
ভণ্ড	v ɔ ɳ ɖ oˑ
ভদকা	bʱ ɔ d̪ o k aˑ
ভদকা	v ɔ d̪ o k aˑ
ভদ্রকালী	bʱ ɔ d̪ː ɾ ɔ k a l iˑ
ভদ্রকালী	v ɔ d̪ː ɾ ɔ k a l iˑ
ভদ্রলোক	bʱ ɔ d̪ː ɾ o l o k
ভদ্রলোক	v ɔ d̪ː ɾ o l o k
ভনভন	bʱ ɔ n bʱ ɔ n
ভনভন	v ɔ n v ɔ n
ভব	bʱ ɔ b oˑ
ভব	v ɔ b oˑ
ভবন	bʱ ɔ b o n
ভবন	v ɔ b o n
ভবিষ্যতে	bʱ o b i ʃː ɔ t̪ eˑ
ভবিষ্যতে	v o b i ʃː ɔ t̪ eˑ
ভবিষ্যদ্বাণী	bʱ o b i ʃː ɔ d̪ b a n iˑ
ভবিষ্যৎ	bʱ o b i ʃː ɔ t̪
ভয়	bʱ ɔ e̯
ভয়	v ɔ e̯
ভয়ংকর	bʱ ɔ e̯ o ŋ k ɔ ɾ
ভয়ংকর	v ɔ e̯ o ŋ k ɔ ɾ
ভর	bʱ ɔː ɾ
ভর	v ɔ ɾ
ভরতনাট্যম	bʱ ɔ ɾ t̪ n a ʈː o m
ভরতনাট্যম	v ɔ ɾ t̪ n a ʈː o m
ভরসা	bʱ ɔ ɾ o ʃ aˑ
ভরসা	bʱ ɔ ɾ ʃ aˑ
ভরসা	v ɔ ɾ o ʃ aˑ
ভরসা	v ɔ ɾ ʃ aˑ
ভরা	bʱ ɔ r a
ভর্তা	bʱ ɔ ɾ t̪ aˑ
ভর্তা	v ɔ ɾ t̪ aˑ
ভাঁপ	bʱ ãː p
ভাঁপ	v ã p
ভাং	bʱ a ŋ
ভাং	v a ŋ
ভাই	bʱ a i̯
ভাই	v a i̯
ভাইয়া	bʱ a i̯ aˑ
ভাইয়া	bʱ a i̯ː aˑ
ভাইয়া	v a i̯ aˑ
ভাইয়া	v a i̯ː aˑ
ভাইরাস	bʱ a i̯ ɾ a s
ভাইরাস	v a i̯ ɾ a s
ভাগ	bʱ a ɡ
ভাগ	v a ɡ
ভাগা	bʱ a ɡ a
ভাগানো	bʱ a ɡ a n o
ভাগ্য	bʱ a ɡː oˑ
ভাগ্য	v a ɡː oˑ
ভাঙা	bʱ a ŋ aˑ
ভাঙা	v a ŋ aˑ
ভাজ	bʱ a d͡ʒ
ভাজ	v a d͡ʒ
ভাজন	bʱ a d͡ʒ ɔ n
ভাজন	v a d͡ʒ ɔ n
ভাজা	bʱ a d͡ʒ aˑ
ভাজা	v a d͡ʒ aˑ
ভাটা	bʱ a ʈ aˑ
ভাটা	v a ʈ aˑ
ভাটি	bʱ a ʈ iˑ
ভাটি	v a ʈ iˑ
ভাড়া	bʱ a ɽ aˑ
ভাড়া	v a ɾ aˑ
ভাড়াটে	bʱ a ɽ a ʈ eˑ
ভাড়াটে	v a ɾ a ʈ eˑ
ভাণ্ডার	bʱ a ɳ ɖ a ɾ
ভাণ্ডার	v a ɳ ɖ a ɾ
ভাত	bʱ a t̪
ভাত	v a t̪
ভাতার	bʱ a t̪ a ɾ
ভাতার	v a t̪ a ɾ
ভাদর	bʱ a d̪ ɔ ɾ
ভাদর	v a d̪ ɔ ɾ
ভাদ্র	bʱ a d̪ː ɾ oˑ
ভাদ্র	v a d̪ː ɾ oˑ
ভাপ	bʱ aː p
ভাপ	v a p
ভাব	bʱ aː b
ভাব	v a b
ভাবনা	bʱ a b n aˑ
ভাবনা	bʱ a b o n aˑ
ভাবনা	v a b n aˑ
ভাবনা	v a b o n aˑ
ভাবে	bʱ a b eˑ
ভাবে	v a b eˑ
ভারত	bʱ a ɾ o t̪
ভারত	v a ɾ o t̪
ভারতে	bʱ a ɾ ɔ t̪ eˑ
ভারতে	v a ɾ ɔ t̪ eˑ
ভার্চুয়াল	bʱ a ɾ t͡ʃ u̯ a l
ভার্চুয়াল	v a ɾ t͡ʃ u̯ a l
ভার্যা	bʱ a ɾ d͡ʒ aˑ
ভার্যা	v a ɾ d͡ʒ aˑ
ভাল	bʱ a l
ভাল	bʱ a l oˑ
ভাল	bʱ aː l oˑ
ভালবাসা	bʱ a l o b a ʃ aˑ
ভালবাসা	v a l o b a ʃ aˑ
ভালভা	bʱ a l bʱ aˑ
ভালভা	v a l v aˑ
ভালাপাওয়া	b á l a p a o̯ aˑ
ভালাপাওয়া	b á l a ɸ a o̯ aˑ
ভালাপাওয়া	bʱ a l a p a o̯ aˑ
ভালোনাম	bʱ a l o n a m
ভালোনাম	v a l o n a m
ভালোবাসা	bʱ a l o b a ʃ aˑ
ভালোবাসা	v a l o b a ʃ aˑ
ভালোভাবে	bʱ a l o bʱ a b eˑ
ভালোভাবে	v a l o v a b eˑ
ভাল্লুক	bʱ a lː u k
ভাল্লুক	v a lː u k
ভাশুর	bʱ a ʃ u ɾ
ভাশুর	v a ʃ u ɾ
ভাষা	bʱ a ʃ aˑ
ভাষা	v a ʃ aˑ
ভাসা	bʱ a ʃ aˑ
ভাসা	v a ʃ aˑ
ভাসুর	bʱ a ʃ u ɾ
ভাসুর	v a ʃ u ɾ
ভাস্বর	bʱ a ʃː ɔ ɾ
ভাস্বর	v a ʃː ɔ ɾ
ভিজা	bʱ i d͡ʒ aˑ
ভিজা	v i d͡ʒ aˑ
ভিডিও	bʱ i ɖ i̯ oˑ
ভিডিও	v i ɖ i̯ oˑ
ভিত	bʱ i t̪ oˑ
ভিত	v i t̪ oˑ
ভিতর	bʱ i t̪ ɔ ɾ
ভিতর	v i t̪ ɔ ɾ
ভিতরে	bʱ i t̪ ɔ ɾ eˑ
ভিতরে	v i t̪ ɔ ɾ eˑ
ভিত্তি	bʱ i t̪ː iˑ
ভিত্তি	v i t̪ː iˑ
ভিত্তিপ্রস্তর	bʱ i t̪ː i p ɾ o s t̪ ɔ ɾ
ভিত্তিপ্রস্তর	v i t̪ː i p ɾ o s t̪ ɔ ɾ
ভিন	bʱ iː n
ভিন	v i n
ভিন্ন	bʱ i nː oˑ
ভিন্ন	v i nː oˑ
ভিন্নমতাবলম্বী	bʱ i nː ɔ m t̪ a b ɔ l o m b iˑ
ভিন্নমতাবলম্বী	v i nː ɔ m t̪ a b ɔ l o m b iˑ
ভিসা	bʱ i s aˑ
ভিসা	bʱ i z aˑ
ভিসা	v i s aˑ
ভিসা	v i z aˑ
ভিসি	bʱ i s̠ iˑ
ভিসি	v i s̠ iˑ
ভিসি	β i s̠ iˑ
ভীমরুল	bʱ i m ɾ u l
ভীমরুল	v i m ɾ u l
ভুঁই	bʱ ũ iˑ
ভুঁই	v ũ iˑ
ভুঁড়ি	bʱ ũ ɽ iˑ
ভুঁড়ি	v ũ ɾ iˑ
ভুক্তভোগী	bʱ u k t̪ ɔ bʱ o ɡ iˑ
ভুক্তভোগী	v u k t̪ ɔ v o ɡ iˑ
ভুখ	bʱ uː k
ভুখ	v u x
ভুটান	bʱ u ʈ a n
ভুটান	v u ʈ a n
ভুট্টা	bʱ u ʈː aˑ
ভুট্টা	v u ʈː aˑ
ভুবন	bʱ u b o n
ভুবন	v u b o n
ভুয়া	bʱ u̯ aˑ
ভুয়া	v u̯ aˑ
ভুল	bʱ uː l
ভুল	v u l
ভুসি	bʱ u ʃ iˑ
ভুসি	v u ʃ iˑ
ভূ	bʱ uː
ভূ	v uˑ
ভূত	bʱ u t̪
ভূত	v u t̪
ভূমি	bʱ u m iˑ
ভূমি	v u m iˑ
ভূমিকম্প	bʱ u m i k ɔ m p oˑ
ভূমিকম্প	v u m i k ɔ m p oˑ
ভূমিপুত্র	bʱ u m i p u t̪ː ɾ oˑ
ভূমিপুত্র	v u m i p u t̪ː ɾ oˑ
ভৃত্য	bʱ ɾ i t̪ː oˑ
ভৃত্য	v ɾ i t̪ː oˑ
ভেক	bʱ eː k
ভেক	v e k
ভেটা	bʱ e ʈ aˑ
ভেটা	v e ʈ aˑ
ভেড়া	bʱ æ ɽ aˑ
ভেড়া	bʱ æ ɾ aˑ
ভেড়া	bʱ æ̃ ɽ aˑ
ভেড়া	bʱ æ̃ ɾ aˑ
ভেতরে	bʱ e t̪ ɔ ɾ eˑ
ভেতরে	v e t̪ ɔ ɾ eˑ
ভেবে	bʱ e b eˑ
ভেবে	v e b eˑ
ভেলপুরী	bʱ e l p u ɾ iˑ
ভেলপুরী	v e l p u ɾ iˑ
ভেস্তা	bʱ e s̠ t̪ äˑ
ভেস্তা	v e s̠ t̪ äˑ
ভেস্তা	β e s̠ t̪ äˑ
ভোগ	bʱ o ɡ
ভোগ	v o ɡ
ভোগা	bʱ o ɡ aˑ
ভোগা	v o ɡ aˑ
ভোজপুর	bʱ o d͡ʒ p u ɾ
ভোজপুর	v o d͡ʒ p u ɾ
ভোর	bʱ oː ɾ
ভোর	v o ɾ
ভোলা	bʱ o l a
ভোলোদিমির	bʱ o l o d̪ i m i ɾ
ভোলোদিমির	v o l o d̪ i m i ɾ
ভৌম	bʱ o u̯ m oˑ
ভৌম	v o u̯ m oˑ
ভৌমিক	bʱ o u̯ m i k
ভৌমিক	v o u̯ m i k
ভ্যাঙানো	bʱ æ ŋ a n oˑ
ভ্যাঙানো	v æ ŋ a n oˑ
ভ্যাট	bʱ æː ʈ
ভ্যাট	v æ ʈ
ভ্রমণ	bʱ ɹ o m o n
ভ্রষ্ট	bʱ ɾ o ʂ ʈ oˑ
ভ্রষ্ট	v ɾ o ʂ ʈ oˑ
ভ্রাতা	bʱ ɾ a t̪ aˑ
ভ্রাতা	v ɾ a t̪ aˑ
ভ্রাতৃ	bʱ ɾ a t̪ː ɾ iˑ
ভ্রাতৃ	v ɾ a t̪ː ɾ iˑ
ভ্রান্ত	bʱ ɾ a n t̪ oˑ
ভ্রান্ত	v ɾ a n t̪ oˑ
ভ্লাদিমির	bʱ l a d̪ i m i ɾ
ভ্লাদিমির	v l a d̪ i m i ɾ
মই	m o i̯
মউত	m ɔ o̯ t̪
মউত	m ɔ u t̪
মউত	m ɔ ʊ t̪
মউত	m ɔː t̪
মউসম	m o u̯ ʃ o m
মউসুম	m o u̯ ʃ u m
মওকা	m ɔ o̯ k aˑ
মওত	m ɔ o̯ t̪
মওত	m ɔ ʊ t̪
মওত	m ɔː t̪
মওলা	m ɔ o̯ l aˑ
মওলানা	m ɔ o̯ l a n aˑ
মকতব	m ɔ k t̪ o b
মকতব	m ɔ k t̪ ɔ b
মগ	m ɔ ɡ
মগজ	m ɔ ɡ o d͡ʒ
মঙ্গল	m ɔ ŋ ɡ ɔ l
মঙ্গলবার	m o ŋ ɡ o l b a ɾ
মঙ্গল্য	m ɔ ŋ ɡ ɔ lː oˑ
মচমচে	m ɔ t͡ʃ m ɔ t͡ʃ eˑ
মজদুর	m o d͡ʒ d̪ u ɾ
মজদুর	m o z d̪ u ɾ
মজদুর	m o z̪̪ d̪ u ɾ
মজনু	m o d͡ʒ n uˑ
মজনু	m o d͡ʒ n ũˑ
মজনুঁ	m o d͡ʒ n ũˑ
মজনুন	m o d͡ʒ n u n
মজনূঁ	m o d͡ʒ n ũˑ
মজনূন	m o d͡ʒ n u n
মজবুত	m ɔ d͡ʒ b u t̪
মজলিস	m o d͡ʒ l i s
মজলিস	m o d͡ʒ l i ʃ
মজলুম	m o d͡ʒ l u m
মজলুম	m o z l u m
মজা	m ɔ d͡ʒ aˑ
মজুমদার	m o d͡ʒ u m d̪ a ɾ
মজুর	m ɔ d͡ʒ u ɾ
মজ্জা	m ɔ d̚ d͡ʒ a
মঞ্চ	m ɔ n t͡ʃ oˑ
মঞ্চসজ্জা	m ɔ n t͡ʃ ɔ ʃ ɔ d͡ʒ d͡ʒ aˑ
মঞ্চসজ্জা	m ɔ n t͡ʃ ɔ ʃ ɔ z̪̪ d͡ʒ aˑ
মঞ্চস্থ	m ɔ n t͡ʃ ɔ s t̪ʰ oˑ
মঞ্চাভিনয়	m ɔ n t͡ʃ a bʱ i n ɔ e̯
মঞ্চাভিনয়	m ɔ n t͡ʃ a v i n ɔ e̯
মঞ্চায়ন	m ɔ n t͡ʃ a e̯ ɔ n
মঞ্জিল	m o n d͡ʒ i l
মঞ্জিলা	m o n d͡ʒ i l aˑ
মঞ্জুঘোষ	m ɔ n d͡ʒ u ɡʱ o ʃ
মটর	m o ʈ o ɾ
মটর	m ɔ ʈ o ɾ
মটর	m ɔ ʈ ɔ ɾ
মটরসাইকেল	m o t̪ o ɾ s a i̯ k e l
মটরসাইকেল	m ɔ t̪ o ɾ s a i̯ k e l
মড়া	m ɔ ɽ aˑ
মড়া	m ɔ ɾ aˑ
মণ	m ɔ n
মণ	m ɔː n
মণি	m o n iˑ
মণিপুর	m o n i p u ɾ
মণীশ	m o n i ʃ
মণ্ডল	m ɔ ɳ ɖ ɔ l
মত	m ɔ t̪
মত	m ɔ t̪ oˑ
মত	m ɔ t̪ ɔˑ
মতামত	m ɔ t̪ a m ɔ t̪
মতি	m o t̪ iˑ
মতো	m ɔ t̪ oˑ
মথুরা	m ɔ t̪ʰ u ɾ aˑ
মদ	m ɔ d̪
মদত	m ɔ d̪ o t̪
মধু	m o d̪ʱ uˑ
মধুর	m o d̪ʱ u ɾ
মধ্য	m ɔ d̪ʱː oˑ
মধ্যাহ্ন	m o d̪ʱː a n h oˑ
মধ্যাহ্ন	m o d̪ʱː a nː oˑ
মধ্যে	m ɔ d̪ʱː eˑ
মন	m o n
মন	m oː n
মনজিল	m o n d͡ʒ i l
মনপ্রাণ	m ɔ n p ɾ a n
মনমোহন	m ɔ n m ɔ h ɔ n
মনসা	m ɔ n o ʃ aˑ
মনিব	m o n i b
মনির	m o n i ɾ
মনিষ	m o n i ʃ
মনুষ্য	m o n u ʃː oˑ
মনোনীত	m o n o n i t̪ oˑ
মনোনীত	m ɔ n o n i t̪ oˑ
মনোবল	m ɔ n o b ɔ l
মনোবিজ্ঞান	m ɔ n o b i ɡː æ n
মনোব্যথা	m o n o b æ t̪ʰ aˑ
মনোভাব	m o n o bʱ a b
মনোভাব	m o n o v a b
মনোয়ার	m o n o̯ a ɾ
মনোয়ারা	m o n o̯ a ɾ aˑ
মনোরমা	m o n o ɾ ɔ m aˑ
মন্ত্র	m ɔ n t̪ː ɾ oˑ
মন্ত্রী	m o n t̪ː ɾ iˑ
মন্দতা	m ɔ n d̪ ɔ t̪ aˑ
মন্দির	m ɔ n d̪ i ɾ
মফস্বল	m ɔ f o ʃː ɔ l
মফস্বলীয়	m ɔ f ɔ ʃː o l i̯ oˑ
মব	m ɔ b oˑ
মম	m ɔ m oˑ
মায়ানমার	m a e̯ a n m a ɾ
মাশাআল্লাহ	m a ʃ a lː aˑ
মাশোয়ারা	m a ʃ o̯ a ɾ aˑ
মাস	m a ʃ
মাস	m aː ʃ
মাসকালাই	m a s k a l a i̯
মাসি	m a ʃ iˑ
মাসুদ	m a s u d̪
মাহ	m a h oˑ
মাহতাব	m a h t̪ a b
মাহদি	m a h a d̪ iˑ
মাহদি	m a h d̪ iˑ
মাহদি	m e h d̪ iˑ
মাহদি	m e h e d̪ iˑ
মাহফিল	m a h f i l
মাহফুজ	m a h f u z
মাহমূদ	m a h a m u d̪
মাহমূদ	m a h m u d̪
মাহমূদা	m a h a m u d̪ aˑ
মাহমূদা	m a h m u d̪ aˑ
মাহাত্ম্য	m a h a t̪ː t̪ oˑ
মাহির	m a h i ɾ
মাহীন	m a h i n
মাহুত	m a h u t̪
মিউজিয়াম	m i u̯ z i̯ a m
মিউনিখ	m i u n̪ i kʰ
মিছা	m i t͡ʃʰ aˑ
মিছিল	m i t͡ʃʰ i l
মিজান	m i d͡ʒ a n
মিঞা	m i̯ ãˑ
মিঞাজী	m i̯ ã d͡ʒ iˑ
মিটা	m i ʈ aˑ
মিঠা	m i ʈʰ aˑ
মিঠাই	m i ʈʰ a i̯
মিঠাই	m i ʈʰ a i̯ː
মিতা	m i t̪ aˑ
মিত্র	m i t̪ː ɾ oˑ
মিথেন	m i t̪ʰ e n
মিথ্যা	m i t̪ʰː aˑ
মিথ্যুক	m i t̪ʰː u k
মিথ্যে	m i t̪ʰː eˑ
মিনসা	m i n ʃ aˑ
মিনার	m i n a ɾ
মিনিট	m i n i ʈ
মিনেসোটা	m i n e s o ʈ aˑ
মিয়া	m i̯ aˑ
মিয়ানমার	m i̯ a n m a ɾ
মিশর	m i ʃ o ɾ
মিশর	m i ʃ ɔ ɾ
মিশরীয়	m i ʃ ɔ ɾ i oˑ
মিষ্টান্ন	m i ʂ ʈ a nː oˑ
মিষ্টি	m i ʂ ʈ iˑ
মিসকিন	m i s k i n
মিস্ত্রী	m i s t̪ː ɾ iˑ
মীনাক্ষী	m i n a kʰː iˑ
মীর	m i ɾ
মীর	m iː ɾ
মীরসরাই	m i ɾ ʃ ɔ ɾ a i̯
মীরা	m i ɾ aˑ
মুই	m u i̯
মুই	m ũ i̯
মুকুট	m u k u ʈ
মুকেরি	m u k e ɾ iˑ
মুক্ত	m u k t̪ oˑ
মুক্তমঞ্চ	m u k t̪ ɔ m ɔ n t͡ʃ oˑ
মুক্তমুখ	m u k t̪ o m u k
মুক্তমুখ	m u k t̪ o m u x
মুক্তা	m u k t̪ aˑ
মুক্তি	m u k t̪ iˑ
মুক্তিযুদ্ধ	m u k t̪ i d͡ʒ u d̪ʱː oˑ
মুক্তো	m u k t̪ oˑ
মুখতসর	m u k t̪ ɔ ʃ ɔ ɾ
মুখতসর	m u x t̪ ɔ ʃ ɔ ɾ
মুখপাত্র	m u kʰ o p a t̪ː ɾ oˑ
মুখর	m u kʰ ɔ ɾ
মুখস্থ	m u k o s t̪ʰ oˑ
মুখস্থ	m u kʰ o s t̪ oˑ
