A	a
cioszą	t͡ɕ ɔ ʂ ɔ w̃
cioszę	t͡ɕ ɔ ʂ ɛ
cioszę	t͡ɕ ɔ ʂ ɛ w̃
ciosów	t͡ɕ ɔ s u f
ciosą	t͡ɕ ɔ s ɔ w̃
ciosę	t͡ɕ ɔ s ɛ
ciosę	t͡ɕ ɔ s ɛ w̃
ciosła	t͡ɕ ɔ s w a
ciosły	t͡ɕ ɔ s w ɘ
ciot	t͡ɕ ɔ t
ciota	t͡ɕ ɔ t a
ciotach	t͡ɕ ɔ t a x
ciotami	t͡ɕ ɔ t a m i
ciotce	t͡ɕ ɔ t t͡s ɛ
cioteczny	t͡ɕ ɔ t ɛ t͡ʂ n ɘ
ciotek	t͡ɕ ɔ t ɛ k
ciotka	t͡ɕ ɔ t k a
ciotkach	t͡ɕ ɔ t k a x
ciotkami	t͡ɕ ɔ t k a m i
ciotki	t͡ɕ ɔ t k i
ciotko	t͡ɕ ɔ t k ɔ
ciotkom	t͡ɕ ɔ t k ɔ m
ciotką	t͡ɕ ɔ t k ɔ w̃
ciotkę	t͡ɕ ɔ t k ɛ
ciotkę	t͡ɕ ɔ t k ɛ w̃
cioto	t͡ɕ ɔ t ɔ
ciotom	t͡ɕ ɔ t ɔ m
cioty	t͡ɕ ɔ t ɘ
ciotą	t͡ɕ ɔ t ɔ w̃
ciotę	t͡ɕ ɔ t ɛ
ciotę	t͡ɕ ɔ t ɛ w̃
cioć	t͡ɕ ɔ t͡ɕ
ciołek	t͡ɕ ɔ w ɛ k
cip	t͡ɕ i p
cipa	t͡ɕ i p a
cipach	t͡ɕ i p a x
cipami	t͡ɕ i p a m i
cipce	t͡ɕ i p t͡s ɛ
cipcia	t͡ɕ i p t͡ɕ a
cipeczka	t͡ɕ i p ɛ t͡ʂ k a
cipek	t͡ɕ i p ɛ k
cipeusz	t͡ɕ i p ɛ u ʂ
cipie	t͡ɕ i p j ɛ
cipka	t͡ɕ i p k a
cipki	t͡ɕ i p k i
cipką	t͡ɕ i p k ɔ w̃
cipkę	t͡ɕ i p k ɛ
cipkę	t͡ɕ i p k ɛ w̃
cipo	t͡ɕ i p ɔ
cipom	t͡ɕ i p ɔ m
cipsko	t͡ɕ i p s k ɔ
cipy	t͡ɕ i p ɘ
cipą	t͡ɕ i p ɔ w̃
cipę	t͡ɕ i p ɛ
cipę	t͡ɕ i p ɛ w̃
circa	t͡s i r k a
cirrus	t͡s i r r u s
cis	t͡s i s
cis	t͡ɕ i s
cisa	t͡ɕ i s a
cisach	t͡ɕ i s a x
cisami	t͡ɕ i s a m i
cisem	t͡ɕ i s ɛ m
cisgender	t͡s i z d͡ʐ ɛ n d ɛ r
cisi	t͡ɕ i ɕ i
cisie	t͡ɕ i ɕ ɛ
cisina	t͡ɕ i ɕ i n a
cisiną	t͡ɕ i ɕ i n ɔ w̃
ciska	t͡ɕ i s k a
ciskacie	t͡ɕ i s k a t͡ɕ ɛ
ciskają	t͡ɕ i s k a j ɔ w̃
ciskam	t͡ɕ i s k a m
ciskamy	t͡ɕ i s k a m ɘ
ciskanie	t͡ɕ i s k a ɲ ɛ
ciskasz	t͡ɕ i s k a ʂ
ciskać	t͡ɕ i s k a t͡ɕ
cisnąć	t͡ɕ i s n ɔ ɲ t͡ɕ
cisom	t͡ɕ i s ɔ m
cisowe	t͡ɕ i s ɔ v ɛ
cisowi	t͡ɕ i s ɔ v i
cisowy	t͡ɕ i s ɔ v ɘ
cispłciowość	t͡s i s p w t͡ɕ ɔ v ɔ ɕ t͡ɕ
cispłciowy	t͡s i s p w t͡ɕ ɔ v ɘ
cisu	t͡ɕ i s u
cisy	t͡ɕ i s ɘ
cisz	t͡ɕ i ʂ
cisza	t͡ɕ i ʂ a
ciszej	t͡ɕ i ʂ ɛ j
ciszo	t͡ɕ i ʂ ɔ
ciszy	t͡ɕ i ʂ ɘ
ciszyna	t͡ɕ i ʂ ɘ n a
ciszyć	t͡ɕ i ʂ ɘ t͡ɕ
ciszą	t͡ɕ i ʂ ɔ w̃
ciszę	t͡ɕ i ʂ ɛ
ciszę	t͡ɕ i ʂ ɛ w̃
cisów	t͡ɕ i s u f
ciuch	t͡ɕ u x
ciucha	t͡ɕ u x a
ciuchach	t͡ɕ u x a x
ciuchami	t͡ɕ u x a m i
ciuchci	t͡ɕ u x t͡ɕ i
ciuchcia	t͡ɕ u x t͡ɕ a
ciuchciach	t͡ɕ u x t͡ɕ a x
ciuchciami	t͡ɕ u x t͡ɕ a m i
ciuchcie	t͡ɕ u x t͡ɕ ɛ
ciuchcio	t͡ɕ u x t͡ɕ ɔ
ciuchciom	t͡ɕ u x t͡ɕ ɔ m
ciuchcią	t͡ɕ u x t͡ɕ ɔ w̃
ciuchcię	t͡ɕ u x t͡ɕ ɛ
ciuchcię	t͡ɕ u x t͡ɕ ɛ w̃
ciuchem	t͡ɕ u x ɛ m
ciucholand	t͡ɕ u x ɔ l a n t
ciucholandach	t͡ɕ u x ɔ l a n d a x
ciucholandami	t͡ɕ u x ɔ l a n d a m i
ciucholandem	t͡ɕ u x ɔ l a n d ɛ m
ciucholandom	t͡ɕ u x ɔ l a n d ɔ m
ciucholandowi	t͡ɕ u x ɔ l a n d ɔ v i
ciucholandu	t͡ɕ u x ɔ l a n d u
ciucholandy	t͡ɕ u x ɔ l a n d ɘ
ciucholandzie	t͡ɕ u x ɔ l a n d͡ʑ ɛ
ciucholandów	t͡ɕ u x ɔ l a n d u f
ciuchom	t͡ɕ u x ɔ m
ciuchowi	t͡ɕ u x ɔ v i
ciuchu	t͡ɕ u x u
ciuchy	t͡ɕ u x ɘ
ciuchów	t͡ɕ u x u f
ciuchć	t͡ɕ u x t͡ɕ
ciuciubabka	t͡ɕ u t͡ɕ u b a p k a
ciuciubabką	t͡ɕ u t͡ɕ u b a p k ɔ w̃
ciufcia	t͡ɕ u f t͡ɕ a
ciufcią	t͡ɕ u f t͡ɕ ɔ w̃
ciukać	t͡ɕ u k a t͡ɕ
ciuknąć	t͡ɕ u k n ɔ ɲ t͡ɕ
ciul	t͡ɕ u l
ciulami	t͡ɕ u l a m i
ciule	t͡ɕ u l ɛ
ciulem	t͡ɕ u l ɛ m
ciup	t͡ɕ u p
ciupa	t͡ɕ u p a
ciupach	t͡ɕ u p a x
ciupaga	t͡ɕ u p a ɡ a
ciupagą	t͡ɕ u p a ɡ ɔ w̃
ciupami	t͡ɕ u p a m i
ciupas	t͡ɕ u p a s
ciupać	t͡ɕ u p a t͡ɕ
ciupciać	t͡ɕ u p t͡ɕ a t͡ɕ
ciupie	t͡ɕ u p j ɛ
ciupię	t͡ɕ u p j ɛ
ciupię	t͡ɕ u p j ɛ w̃
ciupka	t͡ɕ u p k a
ciupką	t͡ɕ u p k ɔ w̃
ciupo	t͡ɕ u p ɔ
ciupom	t͡ɕ u p ɔ m
ciupy	t͡ɕ u p ɘ
ciupą	t͡ɕ u p ɔ w̃
ciupę	t͡ɕ u p ɛ
ciupę	t͡ɕ u p ɛ w̃
ciura	t͡ɕ u r a
ciurkać	t͡ɕ u r k a t͡ɕ
ciurkiem	t͡ɕ u r k j ɛ m
ciurlać	t͡ɕ u r l a t͡ɕ
ciuszek	t͡ɕ u ʂ ɛ k
ciuszka	t͡ɕ u ʂ k a
ciuszkach	t͡ɕ u ʂ k a x
ciuszkami	t͡ɕ u ʂ k a m i
ciuszki	t͡ɕ u ʂ k i
ciuszkiem	t͡ɕ u ʂ k j ɛ m
ciuszkom	t͡ɕ u ʂ k ɔ m
ciuszkowi	t͡ɕ u ʂ k ɔ v i
ciuszku	t͡ɕ u ʂ k u
ciuszków	t͡ɕ u ʂ k u f
ciut	t͡ɕ u t
ciućma	t͡ɕ u t͡ɕ m a
ciućmok	t͡ɕ u t͡ɕ m ɔ k
ciućmą	t͡ɕ u t͡ɕ m ɔ w̃
ciuła	t͡ɕ u w a
ciułać	t͡ɕ u w a t͡ɕ
ciwon	t͡s i v o n
ciwon	t͡s i v ɔ n
ciwun	t͡s i v u n
cizi	t͡ɕ i ʑ i
cizia	t͡ɕ i ʑ a
cizie	t͡ɕ i ʑ ɛ
ciziu	t͡ɕ i ʑ u
cizią	t͡ɕ i ʑ ɔ w̃
cizię	t͡ɕ i ʑ ɛ
cizię	t͡ɕ i ʑ ɛ w̃
ciąg	t͡ɕ ɔ ŋ k
ciąg	t͡ɕ ɔ̃ k
ciąga	t͡ɕ ɔ ŋ ɡ a
ciągać	t͡ɕ ɔ ŋ ɡ a t͡ɕ
ciągle	t͡ɕ ɔ ŋ ɡ l ɛ
ciągle	t͡ɕ ɔ̃ ɡ l ɛ
ciągli	t͡ɕ ɔ ŋ ɡ l i
ciągliwość	t͡ɕ ɔ ŋ ɡ l i v ɔ ɕ t͡ɕ
ciągliwszy	t͡ɕ ɔ ŋ ɡ l i f ʂ ɘ
ciągliwy	t͡ɕ ɔ ŋ ɡ l i v ɘ
ciągnik	t͡ɕ ɔ ŋ ɡ ɲ i k
ciągnikowy	t͡ɕ ɔ ŋ ɡ ɲ i k ɔ v ɘ
ciągnąć	t͡ɕ ɔ ŋ ɡ n ɔ ɲ t͡ɕ
ciągnąć	t͡ɕ ɔ̃ ɡ n ɔ̃ t͡ɕ
ciągota	t͡ɕ ɔ ŋ ɡ ɔ t a
ciągu	t͡ɕ ɔ ŋ ɡ u
ciągutka	t͡ɕ ɔ ŋ ɡ u t k a
ciągła	t͡ɕ ɔ ŋ ɡ w a
ciągłe	t͡ɕ ɔ ŋ ɡ w ɛ
ciągłego	t͡ɕ ɔ ŋ ɡ w ɛ ɡ ɔ
ciągłej	t͡ɕ ɔ ŋ ɡ w ɛ j
ciągłemu	t͡ɕ ɔ ŋ ɡ w ɛ m u
ciągłość	t͡ɕ ɔ ŋ ɡ w ɔ ɕ t͡ɕ
ciągły	t͡ɕ ɔ ŋ ɡ w ɘ
ciągłych	t͡ɕ ɔ ŋ ɡ w ɘ x
ciągłym	t͡ɕ ɔ ŋ ɡ w ɘ m
ciągłymi	t͡ɕ ɔ ŋ ɡ w ɘ m i
ciągłą	t͡ɕ ɔ ŋ ɡ w ɔ w̃
ciąć	t͡ɕ ɔ ɲ t͡ɕ
ciąć	t͡ɕ ɔ̃ t͡ɕ
ciął	t͡ɕ ɔ w
ciąłby	t͡ɕ ɔ w b ɘ
ciąłbym	t͡ɕ ɔ w b ɘ m
ciąłbyś	t͡ɕ ɔ w b ɘ ɕ
ciąłem	t͡ɕ ɔ w ɛ m
ciąłeś	t͡ɕ ɔ w ɛ ɕ
ciąż	t͡ɕ ɔ n ʂ
ciąż	t͡ɕ ɔ w̃ ʂ
ciąża	t͡ɕ ɔ n ʐ a
ciąża	t͡ɕ ɔ w̃ ʐ a
ciąża	t͡ɕ ɔ̃ ʐ ɒ
ciążach	t͡ɕ ɔ n ʐ a x
ciążach	t͡ɕ ɔ w̃ ʐ a x
ciążami	t͡ɕ ɔ n ʐ a m i
ciążami	t͡ɕ ɔ w̃ ʐ a m i
ciążcie	t͡ɕ ɔ n ʂ t͡ɕ ɛ
ciążcie	t͡ɕ ɔ w̃ ʂ t͡ɕ ɛ
ciąże	t͡ɕ ɔ n ʐ ɛ
ciąże	t͡ɕ ɔ w̃ ʐ ɛ
ciążenia	t͡ɕ ɔ n ʐ ɛ ɲ a
ciążenia	t͡ɕ ɔ w̃ ʐ ɛ ɲ a
ciążenie	t͡ɕ ɔ n ʐ ɛ ɲ ɛ
ciążenie	t͡ɕ ɔ w̃ ʐ ɛ ɲ ɛ
ciążeniem	t͡ɕ ɔ n ʐ ɛ ɲ ɛ m
ciążeniem	t͡ɕ ɔ w̃ ʐ ɛ ɲ ɛ m
ciążeniu	t͡ɕ ɔ n ʐ ɛ ɲ u
ciążeniu	t͡ɕ ɔ w̃ ʐ ɛ ɲ u
ciążmy	t͡ɕ ɔ n ʐ m ɘ
ciążmy	t͡ɕ ɔ w̃ ʐ m ɘ
ciążo	t͡ɕ ɔ n ʐ ɔ
ciążo	t͡ɕ ɔ w̃ ʐ ɔ
ciążom	t͡ɕ ɔ n ʐ ɔ m
ciążom	t͡ɕ ɔ w̃ ʐ ɔ m
ciążono	t͡ɕ ɔ n ʐ ɔ n ɔ
ciążono	t͡ɕ ɔ w̃ ʐ ɔ n ɔ
ciążowa	t͡ɕ ɔ n ʐ ɔ v a
ciążowa	t͡ɕ ɔ w̃ ʐ ɔ v a
ciążowe	t͡ɕ ɔ n ʐ ɔ v ɛ
ciążowe	t͡ɕ ɔ w̃ ʐ ɔ v ɛ
ciążowego	t͡ɕ ɔ n ʐ ɔ v ɛ ɡ ɔ
ciążowego	t͡ɕ ɔ w̃ ʐ ɔ v ɛ ɡ ɔ
ciążowej	t͡ɕ ɔ n ʐ ɔ v ɛ j
ciążowej	t͡ɕ ɔ w̃ ʐ ɔ v ɛ j
ciążowemu	t͡ɕ ɔ n ʐ ɔ v ɛ m u
ciążowemu	t͡ɕ ɔ w̃ ʐ ɔ v ɛ m u
ciążowi	t͡ɕ ɔ n ʐ ɔ v i
ciążowi	t͡ɕ ɔ w̃ ʐ ɔ v i
ciążowy	t͡ɕ ɔ n ʐ ɔ v ɘ
ciążowy	t͡ɕ ɔ w̃ ʐ ɔ v ɘ
ciążowych	t͡ɕ ɔ n ʐ ɔ v ɘ x
ciążowych	t͡ɕ ɔ w̃ ʐ ɔ v ɘ x
ciążowym	t͡ɕ ɔ n ʐ ɔ v ɘ m
ciążowym	t͡ɕ ɔ w̃ ʐ ɔ v ɘ m
ciążowymi	t͡ɕ ɔ n ʐ ɔ v ɘ m i
ciążowymi	t͡ɕ ɔ w̃ ʐ ɔ v ɘ m i
ciążową	t͡ɕ ɔ n ʐ ɔ v ɔ w̃
ciążową	t͡ɕ ɔ w̃ ʐ ɔ v ɔ w̃
ciąży	t͡ɕ ɔ n ʐ ɘ
ciąży	t͡ɕ ɔ w̃ ʐ ɘ
ciążycie	t͡ɕ ɔ n ʐ ɘ t͡ɕ ɛ
ciążycie	t͡ɕ ɔ w̃ ʐ ɘ t͡ɕ ɛ
ciążyli	t͡ɕ ɔ n ʐ ɘ l i
ciążyli	t͡ɕ ɔ w̃ ʐ ɘ l i
ciążyliby	t͡ɕ ɔ n ʐ ɘ l i b ɘ
ciążyliby	t͡ɕ ɔ w̃ ʐ ɘ l i b ɘ
ciążylibyście	t͡ɕ ɔ n ʐ ɘ l i b ɘ ɕ t͡ɕ ɛ
ciążylibyście	t͡ɕ ɔ w̃ ʐ ɘ l i b ɘ ɕ t͡ɕ ɛ
ciążylibyśmy	t͡ɕ ɔ n ʐ ɘ l i b ɘ ɕ m ɘ
ciążylibyśmy	t͡ɕ ɔ w̃ ʐ ɘ l i b ɘ ɕ m ɘ
ciążyliście	t͡ɕ ɔ n ʐ ɘ l i ɕ t͡ɕ ɛ
ciążyliście	t͡ɕ ɔ w̃ ʐ ɘ l i ɕ t͡ɕ ɛ
ciążyliśmy	t͡ɕ ɔ n ʐ ɘ l i ɕ m ɘ
ciążyliśmy	t͡ɕ ɔ w̃ ʐ ɘ l i ɕ m ɘ
ciążymy	t͡ɕ ɔ n ʐ ɘ m ɘ
ciążymy	t͡ɕ ɔ w̃ ʐ ɘ m ɘ
ciążysz	t͡ɕ ɔ n ʐ ɘ ʂ
ciążysz	t͡ɕ ɔ w̃ ʐ ɘ ʂ
ciążyć	t͡ɕ ɔ n ʐ ɘ t͡ɕ
ciążyć	t͡ɕ ɔ w̃ ʐ ɘ t͡ɕ
ciążył	t͡ɕ ɔ n ʐ ɘ w
ciążył	t͡ɕ ɔ w̃ ʐ ɘ w
ciążyła	t͡ɕ ɔ n ʐ ɘ w a
ciążyła	t͡ɕ ɔ w̃ ʐ ɘ w a
ciążyłaby	t͡ɕ ɔ n ʐ ɘ w a b ɘ
ciążyłaby	t͡ɕ ɔ w̃ ʐ ɘ w a b ɘ
ciążyłabym	t͡ɕ ɔ n ʐ ɘ w a b ɘ m
ciążyłabym	t͡ɕ ɔ w̃ ʐ ɘ w a b ɘ m
ciążyłabyś	t͡ɕ ɔ n ʐ ɘ w a b ɘ ɕ
ciążyłabyś	t͡ɕ ɔ w̃ ʐ ɘ w a b ɘ ɕ
ciążyłam	t͡ɕ ɔ n ʐ ɘ w a m
ciążyłam	t͡ɕ ɔ w̃ ʐ ɘ w a m
ciążyłaś	t͡ɕ ɔ n ʐ ɘ w a ɕ
ciążyłaś	t͡ɕ ɔ w̃ ʐ ɘ w a ɕ
ciążyłby	t͡ɕ ɔ n ʐ ɘ w b ɘ
ciążyłby	t͡ɕ ɔ w̃ ʐ ɘ w b ɘ
ciążyłbym	t͡ɕ ɔ n ʐ ɘ w b ɘ m
ciążyłbym	t͡ɕ ɔ w̃ ʐ ɘ w b ɘ m
ciążyłbyś	t͡ɕ ɔ n ʐ ɘ w b ɘ ɕ
ciążyłbyś	t͡ɕ ɔ w̃ ʐ ɘ w b ɘ ɕ
ciążyłem	t͡ɕ ɔ n ʐ ɘ w ɛ m
ciążyłem	t͡ɕ ɔ w̃ ʐ ɘ w ɛ m
ciążyłeś	t͡ɕ ɔ n ʐ ɘ w ɛ ɕ
ciążyłeś	t͡ɕ ɔ w̃ ʐ ɘ w ɛ ɕ
ciążyło	t͡ɕ ɔ n ʐ ɘ w ɔ
ciążyło	t͡ɕ ɔ w̃ ʐ ɘ w ɔ
ciążyłoby	t͡ɕ ɔ n ʐ ɘ w ɔ b ɘ
ciążyłoby	t͡ɕ ɔ w̃ ʐ ɘ w ɔ b ɘ
ciążyły	t͡ɕ ɔ n ʐ ɘ w ɘ
ciążyły	t͡ɕ ɔ w̃ ʐ ɘ w ɘ
ciążyłyby	t͡ɕ ɔ n ʐ ɘ w ɘ b ɘ
ciążyłyby	t͡ɕ ɔ w̃ ʐ ɘ w ɘ b ɘ
ciążyłybyście	t͡ɕ ɔ n ʐ ɘ w ɘ b ɘ ɕ t͡ɕ ɛ
ciążyłybyście	t͡ɕ ɔ w̃ ʐ ɘ w ɘ b ɘ ɕ t͡ɕ ɛ
ciążyłybyśmy	t͡ɕ ɔ n ʐ ɘ w ɘ b ɘ ɕ m ɘ
ciążyłybyśmy	t͡ɕ ɔ w̃ ʐ ɘ w ɘ b ɘ ɕ m ɘ
ciążyłyście	t͡ɕ ɔ n ʐ ɘ w ɘ ɕ t͡ɕ ɛ
ciążyłyście	t͡ɕ ɔ w̃ ʐ ɘ w ɘ ɕ t͡ɕ ɛ
ciążyłyśmy	t͡ɕ ɔ n ʐ ɘ w ɘ ɕ m ɘ
ciążyłyśmy	t͡ɕ ɔ w̃ ʐ ɘ w ɘ ɕ m ɘ
ciążówka	t͡ɕ ɔ n ʐ u f k a
ciążówka	t͡ɕ ɔ w̃ ʐ u f k a
ciążówką	t͡ɕ ɔ n ʐ u f k ɔ w̃
ciążówką	t͡ɕ ɔ w̃ ʐ u f k ɔ w̃
ciążą	t͡ɕ ɔ n ʐ ɔ w̃
ciążą	t͡ɕ ɔ w̃ ʐ ɔ w̃
ciążąc	t͡ɕ ɔ n ʐ ɔ n t͡s
ciążąc	t͡ɕ ɔ w̃ ʐ ɔ n t͡s
ciążąca	t͡ɕ ɔ n ʐ ɔ n t͡s a
ciążąca	t͡ɕ ɔ w̃ ʐ ɔ n t͡s a
ciążące	t͡ɕ ɔ n ʐ ɔ n t͡s ɛ
ciążące	t͡ɕ ɔ w̃ ʐ ɔ n t͡s ɛ
ciążącego	t͡ɕ ɔ n ʐ ɔ n t͡s ɛ ɡ ɔ
ciążącego	t͡ɕ ɔ w̃ ʐ ɔ n t͡s ɛ ɡ ɔ
ciążącej	t͡ɕ ɔ n ʐ ɔ n t͡s ɛ j
ciążącej	t͡ɕ ɔ w̃ ʐ ɔ n t͡s ɛ j
ciążącemu	t͡ɕ ɔ n ʐ ɔ n t͡s ɛ m u
ciążącemu	t͡ɕ ɔ w̃ ʐ ɔ n t͡s ɛ m u
ciążący	t͡ɕ ɔ n ʐ ɔ n t͡s ɘ
ciążący	t͡ɕ ɔ w̃ ʐ ɔ n t͡s ɘ
ciążących	t͡ɕ ɔ n ʐ ɔ n t͡s ɘ x
ciążących	t͡ɕ ɔ w̃ ʐ ɔ n t͡s ɘ x
ciążącym	t͡ɕ ɔ n ʐ ɔ n t͡s ɘ m
ciążącym	t͡ɕ ɔ w̃ ʐ ɔ n t͡s ɘ m
ciążącymi	t͡ɕ ɔ n ʐ ɔ n t͡s ɘ m i
ciążącymi	t͡ɕ ɔ w̃ ʐ ɔ n t͡s ɘ m i
ciążącą	t͡ɕ ɔ n ʐ ɔ n t͡s ɔ w̃
ciążącą	t͡ɕ ɔ w̃ ʐ ɔ n t͡s ɔ w̃
ciążę	t͡ɕ ɔ n ʐ ɛ
ciążę	t͡ɕ ɔ n ʐ ɛ w̃
ciążę	t͡ɕ ɔ w̃ ʐ ɛ
ciążę	t͡ɕ ɔ w̃ ʐ ɛ w̃
cię	t͡ɕ ɛ
cię	t͡ɕ ɛ w̃
cięci	t͡ɕ ɛ ɲ t͡ɕ i
cięcia	t͡ɕ ɛ ɲ t͡ɕ a
cięciach	t͡ɕ ɛ ɲ t͡ɕ a x
cięciami	t͡ɕ ɛ ɲ t͡ɕ a m i
cięcie	t͡ɕ ɛ ɲ t͡ɕ ɛ
cięciem	t͡ɕ ɛ ɲ t͡ɕ ɛ m
cięciom	t͡ɕ ɛ ɲ t͡ɕ ɔ m
cięciu	t͡ɕ ɛ ɲ t͡ɕ u
cięciwa	t͡ɕ ɛ ɲ t͡ɕ i v a
cięga	t͡ɕ ɛ ŋ ɡ a
cięgi	t͡ɕ ɛ ŋ ɡ i
cięgiem	t͡ɕ ɛ ŋ ɡ j ɛ m
cięgle	t͡ɕ ɛ ŋ ɡ l ɛ
cięgno	t͡ɕ ɛ ŋ ɡ n ɔ
cięgło	t͡ɕ ɛ ŋ ɡ w ɔ
cięli	t͡ɕ ɛ l i
cięliście	t͡ɕ ɛ l i ɕ t͡ɕ ɛ
cięliśmy	t͡ɕ ɛ l i ɕ m ɘ
cięta	t͡ɕ ɛ n t a
cięte	t͡ɕ ɛ n t ɛ
cięto	t͡ɕ ɛ n t ɔ
cięty	t͡ɕ ɛ n t ɘ
ciętą	t͡ɕ ɛ n t ɔ w̃
cięć	t͡ɕ ɛ ɲ t͡ɕ
cięła	t͡ɕ ɛ w a
cięłaby	t͡ɕ ɛ w a b ɘ
cięłabym	t͡ɕ ɛ w a b ɘ m
cięłabyś	t͡ɕ ɛ w a b ɘ ɕ
cięłam	t͡ɕ ɛ w a m
cięłaś	t͡ɕ ɛ w a ɕ
cięło	t͡ɕ ɛ w ɔ
cięły	t͡ɕ ɛ w ɘ
ciężar	t͡ɕ ɛ n ʐ a r
ciężar	t͡ɕ ɛ w̃ ʐ a r
ciężar	t͡ɕ ɛ̃ ʐ ɒ r
ciężarach	t͡ɕ ɛ n ʐ a r a x
ciężarach	t͡ɕ ɛ w̃ ʐ a r a x
ciężarami	t͡ɕ ɛ n ʐ a r a m i
ciężarami	t͡ɕ ɛ w̃ ʐ a r a m i
ciężarek	t͡ɕ ɛ n ʐ a r ɛ k
ciężarek	t͡ɕ ɛ w̃ ʐ a r ɛ k
ciężarem	t͡ɕ ɛ n ʐ a r ɛ m
ciężarem	t͡ɕ ɛ w̃ ʐ a r ɛ m
ciężarna	t͡ɕ ɛ n ʐ a r n a
ciężarna	t͡ɕ ɛ w̃ ʐ a r n a
ciężarne	t͡ɕ ɛ n ʐ a r n ɛ
ciężarne	t͡ɕ ɛ w̃ ʐ a r n ɛ
ciężarnego	t͡ɕ ɛ n ʐ a r n ɛ ɡ ɔ
ciężarnego	t͡ɕ ɛ w̃ ʐ a r n ɛ ɡ ɔ
ciężarnej	t͡ɕ ɛ n ʐ a r n ɛ j
ciężarnej	t͡ɕ ɛ w̃ ʐ a r n ɛ j
ciężarnemu	t͡ɕ ɛ n ʐ a r n ɛ m u
ciężarnemu	t͡ɕ ɛ w̃ ʐ a r n ɛ m u
ciężarni	t͡ɕ ɛ n ʐ a r ɲ i
ciężarni	t͡ɕ ɛ w̃ ʐ a r ɲ i
ciężarny	t͡ɕ ɛ n ʐ a r n ɘ
ciężarny	t͡ɕ ɛ w̃ ʐ a r n ɘ
ciężarnych	t͡ɕ ɛ n ʐ a r n ɘ x
ciężarnych	t͡ɕ ɛ w̃ ʐ a r n ɘ x
ciężarnym	t͡ɕ ɛ n ʐ a r n ɘ m
ciężarnym	t͡ɕ ɛ w̃ ʐ a r n ɘ m
ciężarnymi	t͡ɕ ɛ n ʐ a r n ɘ m i
ciężarnymi	t͡ɕ ɛ w̃ ʐ a r n ɘ m i
ciężarną	t͡ɕ ɛ n ʐ a r n ɔ w̃
ciężarną	t͡ɕ ɛ w̃ ʐ a r n ɔ w̃
ciężarom	t͡ɕ ɛ n ʐ a r ɔ m
ciężarom	t͡ɕ ɛ w̃ ʐ a r ɔ m
ciężarowca	t͡ɕ ɛ n ʐ a r ɔ f t͡s a
ciężarowca	t͡ɕ ɛ w̃ ʐ a r ɔ f t͡s a
ciężarowcach	t͡ɕ ɛ n ʐ a r ɔ f t͡s a x
ciężarowcach	t͡ɕ ɛ w̃ ʐ a r ɔ f t͡s a x
ciężarowcami	t͡ɕ ɛ n ʐ a r ɔ f t͡s a m i
ciężarowcami	t͡ɕ ɛ w̃ ʐ a r ɔ f t͡s a m i
ciężarowce	t͡ɕ ɛ n ʐ a r ɔ f t͡s ɛ
ciężarowce	t͡ɕ ɛ w̃ ʐ a r ɔ f t͡s ɛ
ciężarowcem	t͡ɕ ɛ n ʐ a r ɔ f t͡s ɛ m
ciężarowcem	t͡ɕ ɛ w̃ ʐ a r ɔ f t͡s ɛ m
ciężarowcom	t͡ɕ ɛ n ʐ a r ɔ f t͡s ɔ m
ciężarowcom	t͡ɕ ɛ w̃ ʐ a r ɔ f t͡s ɔ m
ciężarowcowi	t͡ɕ ɛ n ʐ a r ɔ f t͡s ɔ v i
ciężarowcowi	t͡ɕ ɛ w̃ ʐ a r ɔ f t͡s ɔ v i
ciężarowcu	t͡ɕ ɛ n ʐ a r ɔ f t͡s u
ciężarowcu	t͡ɕ ɛ w̃ ʐ a r ɔ f t͡s u
ciężarowcy	t͡ɕ ɛ n ʐ a r ɔ f t͡s ɘ
ciężarowcy	t͡ɕ ɛ w̃ ʐ a r ɔ f t͡s ɘ
ciężarowcze	t͡ɕ ɛ n ʐ a r ɔ f t͡ʂ ɛ
ciężarowcze	t͡ɕ ɛ w̃ ʐ a r ɔ f t͡ʂ ɛ
ciężarowców	t͡ɕ ɛ n ʐ a r ɔ f t͡s u f
ciężarowców	t͡ɕ ɛ w̃ ʐ a r ɔ f t͡s u f
ciężarowi	t͡ɕ ɛ n ʐ a r ɔ v i
ciężarowi	t͡ɕ ɛ w̃ ʐ a r ɔ v i
ciężarowiec	t͡ɕ ɛ n ʐ a r ɔ v j ɛ t͡s
ciężarowiec	t͡ɕ ɛ w̃ ʐ a r ɔ v j ɛ t͡s
ciężarowych	t͡ɕ ɛ n ʐ a r ɔ v ɘ x
ciężarowych	t͡ɕ ɛ w̃ ʐ a r ɔ v ɘ x
ciężaru	t͡ɕ ɛ n ʐ a r u
ciężaru	t͡ɕ ɛ w̃ ʐ a r u
ciężary	t͡ɕ ɛ n ʐ a r ɘ
ciężary	t͡ɕ ɛ w̃ ʐ a r ɘ
ciężarze	t͡ɕ ɛ n ʐ a ʐ ɛ
ciężarze	t͡ɕ ɛ w̃ ʐ a ʐ ɛ
ciężarów	t͡ɕ ɛ n ʐ a r u f
ciężarów	t͡ɕ ɛ w̃ ʐ a r u f
ciężarówce	t͡ɕ ɛ n ʐ a r u f t͡s ɛ
ciężarówce	t͡ɕ ɛ w̃ ʐ a r u f t͡s ɛ
