'day	d̪ a ɪ̯
baliwis	b ɐ l ɪ w ɪ s
balkon	b ɐ l k o n̪
balkonahe	b ɐ l k o n̪ aː h ɛ
balngawsipat	b ɐ l ŋ a ʊ̯ s iː p ɐ t̪̚
balngawsipatan	b ɐ l ŋ a ʊ̯ s ɪ p aː t̪ ɐ n̪
balngawsugasukat	b ɐ l ŋ a ʊ̯ s ʊ ɣ ɐ s uː x ɐ t̪̚
balngawsugasukatan	b ɐ l ŋ a ʊ̯ s ʊ ɣ ɐ s ʊ x aː t̪ ɐ n̪
balngawsukat	b ɐ l ŋ a ʊ̯ s uː x ɐ t̪̚
balnian	b ɐ l n̪ iː ʔ ɐ n̪
balnibalngawsipatan	b ɐ l n̪ ɪ b ɐ l ŋ a ʊ̯ s ɪ p aː t̪ ɐ n̪
balnibulog	b ɐ l n̪ ɪ b ʊ l o ɡ̚
balnidagitab	b ɐ l n̪ ɪ d̪ ɐ ɣ iː t̪ ɐ b̚
balnikapnayan	b ɐ l n̪ ɪ x ɐ p n̪ aː j ɐ n̪
balnisukat	b ɐ l n̪ ɪ s uː x ɐ t̪̚
balo	b aː l o
balo	b aː l o ʔ
balo	b ɐ l o
balol	b aː l o l
balon	b aː l o n̪
balon	b ɐ l o n̪
balor	b ɐ l o ɾ
balot	b aː l o t̪̚
balot	b ɐ l o t̪̚
balota	b ɐ l oː t̪ ɐ
balsa	b ɐ l s a
balsahan	b ɐ l s ɐ h a n̪
balsamo	b a l s ɐ m o
balse	b a l s ɛ
balswals	b a l s w ɐ l s
balubad	b ɐ l uː b ɐ d̪̚
balubid	b ɐ l uː b ɪ d̪̚
baluga	b ɐ l uː ɣ ɐ
baluga	b ɐ l uː ɣ ɐ ʔ
balukanag	b ɐ l ʊ x ɐ n̪ a ɡ̚
balukay	b aː l ʊ x a ɪ̯
baluktot	b ɐ l ʊ k t̪ o t̪̚
balumbalunan	b ɐ l ʊ m b ɐ l uː n̪ ɐ n̪
balungos	b ɐ l uː ŋ o s
balunin	b ɐ l uː n̪ ɪ n̪
balut	b ɐ l ʊ t̪̚
balutan	b aː l uː t̪ ɐ n̪
balutan	b ɐ l uː t̪ ɐ n̪
balutan	b ɐ l ʊ t̪ a n̪
baluti	b ɐ l uː t̪ ɪ ʔ
balutin	b ɐ l uː t̪ ɪ n̪
balwarte	b ɐ l w a ɾ t̪ ɛ
balyan	b ɐ l j a n̪
balyena	b ɐ l j ɛː n̪ ɐ
bamban	b ɐ m b a n̪
bambang	b ɐ m b a ŋ
bambo	b ɐ m b o
bami	b aː m ɪ
bami	b aː m ɪ ʔ
bamos	b ɐ m o s
bampeyper	b ɐ m p e ɪ̯ p ɛ ɾ
bampira	b ɐ m p iː ɾ ɐ
bamus	b ɐ m ʊ s
ban	b a n̪
bana	b aː n̪ ɐ
bana	b aː n̪ ɐ ʔ
bana	b ɐ n̪ a ʔ
banaag	b ɐ n̪ aː ʔ ɐ ɡ̚
banaag	b ɐ n̪ ɐ ʔ a ɡ̚
banaba	b ɐ n̪ ɐ b a
banagan	b ɐ n̪ ɐ ɣ a n̪
banak	b aː n̪ ɐ k̚
banal	b aː n̪ ɐ l
banal	b ɐ n̪ a l
banalin	b ɐ n̪ ɐ l ɪ n̪
banas	b ɐ n̪ a s
banat	b aː n̪ ɐ t̪̚
banat	b ɐ n̪ a t̪̚
banato	b ɐ n̪ aː t̪ o ʔ
banawan	b ɐ n̪ aː w ɐ n̪
banayad	b ɐ n̪ aː j ɐ d̪̚
banban	b ɐ m b a n̪
banda	b a n̪ d̪ ɐ
banda	b ɐ n̪ d̪ a
bandahali	b ɐ n̪ d̪ ɐ h aː l ɪ
bandahali	b ɐ n̪ d̪ ɐ h aː l ɪ ʔ
bandalismo	b ɐ n̪ d̪ ɐ l i s m o
banday	b ɐ n̪ d̪ a ɪ̯
bandeha	b ɐ n̪ d̪ ɛː h ɐ
bandehado	b ɐ n̪ d̪ ɛ h aː d̪ o
bandera	b ɐ n̪ d̪ ɛː ɾ ɐ
bandereta	b ɐ n̪ d̪ ɛ ɾ ɛː t̪ ɐ
banderita	b ɐ n̪ d̪ ɛ ɾ iː t̪ ɐ
banderitas	b ɐ n̪ d̪ ɛ ɾ iː t̪ ɐ s
bandido	b ɐ n̪ d̪ iː d̪ o
bandiklak	b a n̪ d̪ ɪ k l a k̚
bandila	b ɐ n̪ d̪ iː l ɐ ʔ
bandurya	b ɐ n̪ d̪ u ɾ j ɐ
bandyo	b a n̪ d̪ j o
bandyo	b a n̪ d͡ʒ o
bang	b a ŋ
banga	b aː ŋ ɐ ʔ
banga	b ɐ ŋ a ʔ
bangag	b ɐ ŋ a ɡ̚
bangan	b aː ŋ ɐ n̪
bangan	b ɐ ŋ a n̪
bangas	b aː ŋ ɐ s
bangas	b ɐ ŋ a s
bangaw	b aː ŋ a ʊ̯
bangaw	b ɐ ŋ a ʊ̯
bangayan	b ɐ ŋ ɐ j a n̪
bangayngay	b ɐ ŋ a ɪ̯ ŋ a ɪ̯
bangcay	b ɐ ŋ k a ɪ̯
bangga	b ɐ ŋ ɡ a ʔ
banggera	b ɐ ŋ ɡ ɛː ɾ ɐ
banggerahan	b ɐ ŋ ɡ ɛ ɾ ɐ h a n̪
banggirahan	b ɐ ŋ ɡ ɪ ɾ ɐ h a n̪
banggit	b ɐ ŋ ɡ ɪ t̪̚
banggitin	b ɐ ŋ ɡ ɪ t̪ ɪ n̪
banghay	b ɐ ŋ h a ɪ̯
bangin	b ɐ ŋ ɪ n̪
bangingay	b ɐ ŋ iː ŋ a ɪ̯
bangis	b ɐ ŋ ɪ s
bangka	b ɐ ŋ k a ʔ
bangkal	b ɐ ŋ k a l
bangkarota	b ɐ ŋ k ɐ ɾ oː t̪ ɐ
bangkarote	b ɐ ŋ k ɐ ɾ oː t̪ ɛ
bangkas	b ɐ ŋ k a s
bangkay	b ɐ ŋ k a ɪ̯
bangkero	b ɐ ŋ k ɛː ɾ o
bangketa	b ɐ ŋ k ɛː t̪ ɐ
bangkete	b ɐ ŋ k ɛː t̪ ɛ
bangkilas	b ɐ ŋ k iː l ɐ s
bangkiling	b ɐ ŋ k ɪ l ɪ ŋ
bangking	b a ŋ k ɪ ŋ
bangking	b ɐ ŋ k ɪ ŋ
bangkito	b ɐ ŋ k iː t̪ o
bangkiwi	b ɐ ŋ k ɪ w ɪ ʔ
bangkiyaw	b ɐ ŋ k j a ʊ̯
bangko	b a ŋ k o
bangko	b ɐ ŋ k o ʔ
bangkoro	b ɐ ŋ k oː ɾ o
bangkota	b ɐ ŋ k oː t̪ ɐ ʔ
bangkrap	b a ŋ k ɾ ɐ p̚
bangkukang	b ɐ ŋ k uː x ɐ ŋ
bangkuro	b ɐ ŋ k uː ɾ o
bangkuta	b ɐ ŋ k uː t̪ ɐ ʔ
bango	b ɐ ŋ o
bangon	b aː ŋ o n̪
bangon	b ɐ ŋ o n̪
bangsi	b ɐ n̪ s ɪ ʔ
bangsilog	b a n̪ s ɪ l o ɡ̚
bangungot	b ɐ ŋ uː ŋ o t̪̚
bangus	b ɐ ŋ ʊ s
bangyi	b ɐ ŋ j ɪ ʔ
baniaga	b ɐ n ɲ aː ɣ ɐ ʔ
baniaga	b ɐ n̪ j aː ɣ ɐ ʔ
banidosa	b ɐ n̪ ɪ d̪ oː s ɐ
banidoso	b ɐ n̪ ɪ d̪ oː s o
banig	b ɐ n̪ ɪ ɡ̚
banil	b aː n̪ ɪ l
banilad	b ɐ n̪ iː l ɐ d̪̚
baniti	b aː n̪ ɪ t̪ ɪ
banlat	b ɐ n̪ l a t̪̚
banlaw	b ɐ n̪ l a ʊ̯
banli	b ɐ n̪ l ɪ ʔ
banlian	b ɐ n̪ l ɪ ʔ a n̪
bano	b aː n̪ o
bano	b ɐ n̪ o ʔ
banoglawin	b ɐ n̪ o ɡ l aː w ɪ n̪
banos	b aː n̪ o s
banos	b ɐ n̪ o s
banoy	b aː n̪ o ɪ̯
bansa	b ɐ n̪ s a
bansa	b ɐ n̪ s a ʔ
bansag	b ɐ n̪ s a ɡ̚
bansalagin	b ɐ n̪ s ɐ l ɐ ɣ ɪ n̪
bansi	b ɐ n̪ s ɪ ʔ
bansiw	b ɐ n̪ s ɪ ʊ̯
bansot	b ɐ n̪ s o t̪̚
banta	b a n̪ t̪ ɐ ʔ
banta	b ɐ n̪ t̪ a ʔ
bantas	b ɐ n̪ t̪ a s
bantay	b ɐ n̪ t̪ a ɪ̯
bantayan	b ɐ n̪ t̪ aː j ɐ n̪
bantayan	b ɐ n̪ t̪ ɐ j a n̪
bantayog	b ɐ n̪ t̪ aː j o ɡ̚
bantil	b ɐ n̪ t̪ ɪ l
bantilaw	b ɐ n̪ t̪ iː l a ʊ̯
bantilaw	b ɐ n̪ t̪ ɪ l a ʊ̯
banting	b ɐ n̪ t̪ ɪ ŋ
bantiti	b ɐ n̪ t̪ iː t̪ ɪ ʔ
bantiti	b ɐ n̪ t̪ ɪ t̪ ɪ ʔ
banto	b ɐ n̪ t̪ o ʔ
bantod	b ɐ n̪ t̪ o d̪̚
bantog	b ɐ n̪ t̪ o ɡ̚
bantok	b ɐ n̪ t̪ o k̚
bantot	b ɐ n̪ t̪ o t̪̚
bantuan	b ɐ n̪ t̪ ʊ ʔ a n̪
bantulot	b ɐ n̪ t̪ uː l o t̪̚
bantulot	b ɐ n̪ t̪ ʊ l o t̪̚
banwa	b a n̪ w ɐ
banyaga	b ɐ n ɲ aː ɣ ɐ ʔ
banyaga	b ɐ n̪ j aː ɣ ɐ ʔ
banyas	b ɐ n ɲ a s
banyas	b ɐ n̪ j a s
banyera	b ɐ n ɲ ɛː ɾ ɐ
banyera	b ɐ n̪ j ɛː ɾ ɐ
banyo	b a n̪ j o
banyo	b aː ɲ o
banyos	b ɐ n ɲ o s
banyos	b ɐ n̪ j o s
banyuhay	b ɐ n ɲ uː h a ɪ̯
banyuhay	b ɐ n̪ j uː h a ɪ̯
banyumaria	b a n̪ j ʊ m ɐ ɾ iː j ɐ
banyumaria	b aː ɲ ʊ m ɐ ɾ iː j ɐ
bao	b aː ʔ o
bao	b ɐ ʔ o
baog	b aː ʔ o ɡ̚
baog	b ɐ ʔ o ɡ̚
baon	b aː ʔ o n̪
baon	b ɐ ʔ o n̪
bapa	b aː p ɐ
bapa	b ɐ p a
bapor	b ɐ p o ɾ
bar	b a ɾ
bara	b aː ɾ ɐ
bara	b ɐ ɾ a
barado	b ɐ ɾ aː d̪ o
baraha	b ɐ ɾ aː h ɐ
baraka	b ɐ ɾ aː x ɐ
barakilan	b ɐ ɾ ɐ x iː l ɐ n̪
barako	b ɐ ɾ aː x o
barangay	b ɐ ɾ ɐ ŋ ɡ a ɪ̯
baranggay	b ɐ ɾ ɐ ŋ ɡ a ɪ̯
baras	b aː ɾ ɐ s
baraso	b ɐ ɾ aː s o
barat	b ɐ ɾ a t̪̚
barato	b ɐ ɾ aː t̪ o
barayti	b ɐ ɾ a ɪ̯ t̪ ɪ
barbel	b a ɾ b ɛ l
barbero	b ɐ ɾ b ɛː ɾ o
barberya	b ɐ ɾ b ɛ ɾ j a
barbikyu	b a ɾ b ɪ k j ʊ
barbikyu	b ɐ ɾ b ɪ k j ʊ
bardagol	b ɐ ɾ d̪ ɐ ɣ o l
barek	b aː ɾ ɛ k̚
barek	b ɐ ɾ ɛ k̚
barena	b ɐ ɾ ɛː n̪ ɐ
barera	b ɐ ɾ ɛː ɾ ɐ
bareta	b ɐ ɾ ɛː t̪ ɐ
bargas	b ɐ ɾ ɡ a s
bargen	b a ɾ ɡ ɛ n̪
bargeyn	b a ɾ ɡ e ɪ̯ n̪
barha	b a ɾ h ɐ
barha	b ɐ ɾ h a ʔ
baria	b ɐ ɾ j a
barik	b aː ɾ ɛ k̚
barik	b aː ɾ ɪ k̚
barik	b ɐ ɾ ɛ k̚
barik	b ɐ ɾ ɪ k̚
barikada	b ɐ ɾ ɪ x aː d̪ ɐ
barikod	b ɐ ɾ iː x o d̪̚
barikod	b ɐ ɾ ɪ x o d̪̚
baril	b ɐ ɾ ɪ l
barilan	b ɐ ɾ iː l ɐ n̪
bariles	b ɐ ɾ iː l ɛ s
barilin	b ɐ ɾ ɪ l ɪ n̪
baritono	b ɐ ɾ iː t̪ o n̪ o
baritono	b ɐ ɾ ɪ t̪ oː n̪ o
bariya	b ɐ ɾ j a
barkada	b ɐ ɾ k aː d̪ ɐ
barker	b a ɾ k ɛ ɾ
barkilyos	b ɐ ɾ k i l j o s
barko	b ɐ ɾ k o
barnis	b ɐ ɾ n̪ ɪ s
baro	b aː ɾ o ʔ
barok	b aː ɾ o k̚
barok	b ɐ ɾ o k̚
barometro	b ɐ ɾ o m ɛː t̪ ɾ o
barometro	b ɐ ɾ oː m ɛ t̪ ɾ o
baron	b ɐ ɾ o n̪
barong	b aː ɾ o ŋ
barong	b ɐ ɾ o ŋ
bartender	b a ɾ t̪ ɛ n̪ d̪ ɛ ɾ
bartolina	b ɐ ɾ t̪ o l iː n̪ ɐ
barumbada	b ɐ ɾ ʊ m b aː d̪ ɐ
barumbado	b ɐ ɾ ʊ m b aː d̪ o
barumbarong	b aː ɾ ʊ m b aː ɾ o ŋ
baruya	b ɐ ɾ uː j ɐ ʔ
barya	b ɐ ɾ j a
baryante	b ɐ ɾ j a n̪ t̪ ɛ
baryedad	b ɐ ɾ j ɛ d̪ a d̪̚
baryo	b a ɾ j o
basa	b aː s ɐ
basa	b ɐ s a
basa	b ɐ s a ʔ
basaan	b aː s aː ʔ ɐ n̪
basabasero	b ɐ s ɐ b ɐ s ɛː ɾ o
basag	b aː s ɐ ɡ̚
basag	b ɐ s a ɡ̚
basagin	b ɐ s aː ɣ ɪ n̪
basagin	b ɐ s ɐ ɣ ɪ n̪
basagulero	b ɐ s ɐ ɣ ʊ l ɛː ɾ o
basahan	b ɐ s aː h ɐ n̪
basahin	b ɐ s aː h ɪ n̪
basain	b ɐ s ɐ ʔ ɪ n̪
basakay	b ɐ s aː x a ɪ̯
basalto	b ɐ s a l t̪ o
basangal	b ɐ s aː ŋ ɐ l
basanlot	b ɐ s ɐ n̪ l o t̪̚
basar	b ɐ s a ɾ
basbas	b ɐ s b a s
basbasan	b ɐ s b ɐ s a n̪
base	b aː s ɛ
basehan	b ɐ s ɛ h a n̪
basi	b aː s ɪ ʔ
basig	b aː s ɪ ɡ̚
basil	b aː s ɪ l
basilika	b ɐ s iː l ɪ x a
basisig	b ɐ s iː s ɪ ɡ̚
basista	b ɐ s i s t̪ ɐ
basiyad	b ɐ s iː j ɐ d̪̚
baskag	b ɐ s k a ɡ̚
baskagan	b ɐ s k aː ɣ ɐ n̪
basket	b a s k ɛ t̪̚
basketbol	b a s k ɛ t̪ b o l
basketbolan	b a s k ɛ t̪ b oː l ɐ n̪
basketbolista	b ɐ s k ɛ t̪ b o l i s t̪ ɐ
basketbulan	b a s k ɛ t̪ b uː l ɐ n̪
baskil	b ɐ s k ɪ l
baso	b aː s o
baso	b aː s o ʔ
baso	b ɐ s o
basta	b a s t̪ ɐ
basta	b ɐ s t̪ a
basta	b ɐ s t̪ a ʔ
bastardo	b ɐ s t̪ a ɾ d̪ o
basted	b a s t̪ ɛ d̪̚
bastipol	b ɐ s t̪ ɪ p o l
bastipor	b ɐ s t̪ ɪ p o ɾ
bastiya	b ɐ s t̪ j a
bastiya	b ɐ s t͡ʃ a
baston	b ɐ s t̪ o n̪
bastos	b ɐ s t̪ o s
bastusin	b ɐ s t̪ ʊ s ɪ n̪
bastya	b ɐ s t̪ j a
bastya	b ɐ s t͡ʃ a
basuka	b ɐ s uː x ɐ
basura	b ɐ s uː ɾ ɐ
basurahan	b ɐ s ʊ ɾ aː h ɐ n̪
basurahan	b ɐ s ʊ ɾ ɐ h a n̪
basurera	b ɐ s ʊ ɾ ɛː ɾ ɐ
basurero	b ɐ s ʊ ɾ ɛː ɾ o
basyad	b ɐ s j a d̪̚
basyo	b ɐ s j o
basyo	b ɐ ʃ o
basyuhin	b ɐ s j ʊ h ɪ n̪
basyuhin	b ɐ ʃ ʊ h ɪ n̪
bat	b a t̪̚
bata	b aː t̪ ɐ
bata	b aː t̪ ɐ ʔ
bata	b ɐ t̪ a
bataan	b ɐ t̪ aː ʔ ɐ n̪
batabya	b ɐ t̪ a b j ɐ
batabya	b ɐ t̪ ɐ b j a
batad	b ɐ t̪ a d̪̚
batag	b aː t̪ ɐ ɡ̚
batag	b ɐ t̪ a ɡ̚
batak	b aː t̪ ɐ k̚
batak	b ɐ t̪ a k̚
batalan	b ɐ t̪ ɐ l a n̪
batalyon	b ɐ t̪ ɐ l j o n̪
batang	b aː t̪ ɐ ŋ
batar	b ɐ t̪ a ɾ
batas	b aː t̪ ɐ s
batas	b ɐ t̪ a s
batasan	b aː t̪ aː s ɐ n̪
batavia	b ɐ t̪ a b j ɐ
batavia	b ɐ t̪ a v j ɐ
bataw	b aː t̪ a ʊ̯
bataw	b ɐ t̪ a ʊ̯
batay	b aː t̪ a ɪ̯
batayan	b ɐ t̪ aː j ɐ n̪
batayan	b ɐ t̪ ɐ j a n̪
batchoy	b a t̪ s o ɪ̯
batchoy	b aː t͡ʃ o ɪ̯
bater	b aː t̪ ɛ ɾ
bateriya	b ɐ t̪ ɛ ɾ iː j ɐ
baterya	b ɐ t̪ ɛ ɾ j a
bathala	b ɐ t̪ h aː l ɐ ʔ
bathalaan	b ɐ t̪ h ɐ l aː ʔ ɐ n̪
bathaluman	b ɐ t̪ h ɐ l uː m ɐ n̪
bati	b aː t̪ ɪ ʔ
bati	b ɐ t̪ ɪ
bati	b ɐ t̪ ɪ ʔ
batia	b ɐ t̪ iː j ɐ
batia	b ɐ t̪ j a ʔ
batia	b ɐ t͡ʃ a ʔ
batid	b ɐ t̪ ɪ d̪̚
batidor	b ɐ t̪ ɪ d̪ o ɾ
batik	b ɐ t̪ ɪ k̚
batikabesa	b ɐ t̪ ɪ x ɐ b ɛː s ɐ
batikan	b ɐ t̪ iː x ɐ n̪
batikan	b ɐ t̪ ɪ x a n̪
batikos	b ɐ t̪ iː x o s
batikusin	b ɐ t̪ ɪ x uː s ɪ n̪
batillo	b ɐ t̪ i l j o
batilyo	b ɐ t̪ i l j o
batimiyento	b ɐ t̪ ɪ m j ɛ n̪ t̪ o
batimyento	b ɐ t̪ ɪ m j ɛ n̪ t̪ o
batingaw	b ɐ t̪ ɪ ŋ a ʊ̯
batingawan	b ɐ t̪ ɪ ŋ aː w ɐ n̪
batingting	b ɐ t̪ ɪ n̪ t̪ ɪ ŋ
batir	b ɐ t̪ ɪ ɾ
batis	b aː t̪ ɪ s
batiti	b ɐ t̪ iː t̪ ɪ ʔ
batiya	b ɐ t̪ iː j ɐ
batiya	b ɐ t̪ j a ʔ
batiya	b ɐ t͡ʃ a ʔ
batlag	b ɐ t̪ l̪ a ɡ̚
batlain	b ɐ t̪ l̪ aː ʔ ɪ n̪
batlaya	b ɐ t̪ l̪ aː j ɐ ʔ
batnayan	b ɐ t̪ n̪ aː j ɐ n̪
batngin	b ɐ t̪ ŋ ɪ n̪
bato	b aː t̪ o ʔ
bato	b ɐ t̪ o
batok	b aː t̪ o k̚
batok	b ɐ t̪ o k̚
baton	b ɐ t̪ o n̪
batsilyer	b ɐ t t͡ʃ ɪ l j ɛ ɾ
batsilyer	b ɐ t̪ s ɪ l j ɛ ɾ
batsoy	b a t̪ s o ɪ̯
batsoy	b aː t͡ʃ o ɪ̯
batubalani	b ɐ t̪ ʊ b ɐ l aː n̪ ɪ ʔ
batubingi	b ɐ t̪ ʊ b ɪ ŋ ɪ
batugan	b ɐ t̪ uː ɣ ɐ n̪
batukabesa	b ɐ t̪ ʊ x ɐ b ɛː s ɐ
batukan	b ɐ t̪ uː x ɐ n̪
batuktok	b aː t̪ ʊ k t̪ o k̚
batulang	b ɐ t̪ ʊ l a ŋ
batumbakal	b ɐ t̪ ʊ m b aː x ɐ l
batumbesi	b ɐ t̪ ʊ m b ɛː s ɪ
batuta	b ɐ t̪ uː t̪ ɐ ʔ
batutay	b aː t̪ uː t̪ a ɪ̯
batya	b ɐ t t͡ʃ a ʔ
batya	b ɐ t̪ j a ʔ
batyaw	b ɐ t t͡ʃ a ʊ̯
batyaw	b ɐ t̪ j a ʊ̯
baul	b ɐ w ʊ l
baul	b ɐ ʔ ʊ l
baunan	b aː ʔ uː n̪ ɐ n̪
baunan	b ɐ ʔ ʊ n̪ a n̪
bawa	b aː w ɐ
bawal	b aː w ɐ l
bawang	b aː w ɐ ŋ
bawang	b ɐ w a ŋ
bawas	b aː w ɐ s
bawas	b ɐ w a s
bawat	b aː w ɐ t̪̚
bawaw	b aː w a ʊ̯
baway	b aː w a ɪ̯
bawi	b aː w ɪ ʔ
bawi	b ɐ w ɪ ʔ
bawian	b ɐ w iː ʔ ɐ n̪
bawig	b aː w ɪ ɡ̚
bawon	b aː w o n̪
bawtismo	b a ʊ̯ t̪ i s m o
bawtisteryo	b a ʊ̯ t̪ ɪ s t̪ ɛ ɾ j o
baya	b aː j ɐ
baya	b aː j ɐ ʔ
baya	b ɐ j a ʔ
bayaan	b ɐ j aː ʔ ɐ n̪
bayabas	b ɐ j aː b ɐ s
bayabasan	b aː j ɐ b ɐ s a n̪
bayabasan	b ɐ j ɐ b aː s ɐ n̪
bayad	b aː j ɐ d̪̚
bayad	b ɐ j a d̪̚
bayag	b ɐ j a ɡ̚
bayan	b aː j ɐ n̪
bayan	b ɐ j a n̪
bayani	b ɐ j aː n̪ ɪ
bayanihan	b ɐ j ɐ n̪ iː h ɐ n̪
bayanimbayan	b ɐ j aː n̪ ɪ m b aː j ɐ n̪
bayanin	b ɐ j aː n̪ ɪ n̪
bayar	b aː j ɐ ɾ
bayar	b ɐ j a ɾ
bayaran	b ɐ j aː ɾ ɐ n̪
bayaran	b ɐ j ɐ ɾ a n̪
bayarin	b aː j aː ɾ ɪ n̪
bayarin	b ɐ j ɐ ɾ ɪ n̪
bayaw	b aː j a ʊ̯
bayaw	b ɐ j a ʊ̯
bayawak	b ɐ j aː w ɐ k̚
bayawang	b ɐ j ɐ w a ŋ
baybay	b a ɪ̯ b a ɪ̯
baybayin	b a ɪ̯ b aː j ɪ n̪
baybayin	b a ɪ̯ b ɐ j ɪ n̪
bayiki	b ɐ j iː x ɪ ʔ
bayiki	b ɐ j ɪ x ɪ ʔ
bayino	b ɐ j iː n̪ o
bayitang	b ɐ j iː t̪ ɐ ŋ
bayki	b a ɪ̯ x ɪ
baylarin	b a ɪ̯ l ɐ ɾ ɪ n̪
baylarina	b a ɪ̯ l ɐ ɾ iː n̪ ɐ
bayle	b a ɪ̯ l ɛ
baylingguwalismo	b a ɪ̯ l ɪ ŋ ɡ w ɐ l i s m o
baylinggwalismo	b a ɪ̯ l ɪ ŋ ɡ w ɐ l i s m o
bayn	b a ɪ̯ n̪
bayna	b a ɪ̯ n̪ a
bayna	b a ɪ̯ n̪ ɐ
baynder	b a ɪ̯ n̪ d̪ ɛ ɾ
baynderi	b a ɪ̯ n̪ d̪ ɛ ɾ ɪ
baynding	b a ɪ̯ n̪ d̪ ɪ ŋ
baynilya	b a ɪ̯ n̪ i l j ɐ
bayno	b ɐ ʔ iː n̪ o
baynos	b a ɪ̯ n̪ o s
baynte	b a ɪ̯ n̪ t̪ ɛ
bayo	b aː j o
bayo	b ɐ j o
bayolente	b ɐ j o l ɛ n̪ t̪ ɛ
bayoneta	b ɐ j o n̪ ɛː t̪ ɐ
bayong	b ɐ j o ŋ
bayot	b aː j o t̪̚
bayot	b ɐ j o t̪̚
bayrus	b a ɪ̯ ɾ ʊ s
baysak	b a ɪ̯ s a k̚
baytang	b a ɪ̯ t̪ a ŋ
bayubay	b ɐ j uː b a ɪ̯
bayugo	b ɐ j uː ɣ o
baywang	b a ɪ̯ w a ŋ
baywang	b ɛː w ɐ ŋ
bbq	b iː b ɪ k j ʊ
bbq	b ɛː b ɛ x o
be	b ɛ
beateryo	b ɛ j ɐ t̪ ɛ ɾ j o
beatipikasyon	b ɛ j ɐ t̪ ɪ p ɪ x ɐ s j o n̪
beatipikasyon	b ɛ j ɐ t̪ ɪ p ɪ x ɐ ʃ o n̪
bebe	b ɛː b ɛ
bebot	b ɛː b o t̪̚
behikulo	b ɛ h iː x ʊ l o
beho	b ɛː h o
beinte	b e ɪ̯ n̪ t̪ ɛ
beisbol	b e ɪ̯ s b o l
beke	b ɛː x ɛ ʔ
beki	b ɛː x ɪ
bekimon	b ɛː x ɪ m o n̪
beklog	b ɛ k l o ɡ̚
bekwa	b ɛ k w ɐ
bela	b ɛː l ɐ
belat	b ɛː l ɐ t̪̚
belen	b ɛ l ɛ n̪
beles	b ɛː l ɛ s
belo	b ɛː l o
belosidad	b ɛ l o s ɪ d̪ a d̪̚
bembang	b ɛ m b ɐ ŋ
bembe	b ɛ m b ɛ ʔ
bembi	b ɛ m b ɪ ʔ
bendahe	b ɛ n̪ d̪ aː h ɛ
bendisyon	b ɛ n̪ d̪ ɪ s j o n̪
bendisyon	b ɛ n̪ d̪ ɪ ʃ o n̪
bendita	b ɛ n̪ d̪ iː t̪ ɐ
benditado	b ɛ n̪ d̪ ɪ t̪ aː d̪ o
benditahan	b ɛ n̪ d̪ ɪ t̪ aː h ɐ n̪
benditahan	b ɛ n̪ d̪ ɪ t̪ ɐ h a n̪
bendito	b ɛ n̪ d̪ iː t̪ o
benediksiyon	b ɛ n̪ ɛ d̪ ɪ k s j o n̪
benediksiyon	b ɛ n̪ ɛ d̪ ɪ k ʃ o n̪
benediksyon	b ɛ n̪ ɛ d̪ ɪ k s j o n̪
benediksyon	b ɛ n̪ ɛ d̪ ɪ k ʃ o n̪
benepisyaryo	b ɛ n̪ ɛ p ɪ s j a ɾ j o
benepisyaryo	b ɛ n̪ ɛ p ɪ ʃ a ɾ j o
benepisyo	b ɛ n̪ ɛ p i s j o
benepisyo	b ɛ n̪ ɛ p iː ʃ o
benesyana	b ɛ n̪ ɛ s j aː n̪ ɐ
benesyana	b ɛ n̪ ɛ ʃ aː n̪ ɐ
beng	b ɛ ŋ
benggala	b ɛ ŋ ɡ aː l ɐ
benta	b ɛ n̪ t̪ ɐ
bentaha	b ɛ n̪ t̪ aː h ɐ
bente	b ɛ n̪ t̪ ɛ
bentilador	b ɛ n̪ t̪ ɪ l ɐ d̪ o ɾ
bentilasyon	b ɛ n̪ t̪ ɪ l ɐ s j o n̪
bentilasyon	b ɛ n̪ t̪ ɪ l ɐ ʃ o n̪
bentosa	b ɛ n̪ t̪ oː s ɐ
bentrilokia	b ɛ n̪ t̪ ɾ ɪ l o x iː j ɐ
bentrilokismo	b ɛ n̪ t̪ ɾ ɪ l o x i s m o
bentrilokista	b ɛ n̪ t̪ ɾ ɪ l o x i s t̪ ɐ
bentrilokiya	b ɛ n̪ t̪ ɾ ɪ l o k j a
bentrilokiya	b ɛ n̪ t̪ ɾ ɪ l o x iː j ɐ
bentriloko	b ɛ n̪ t̪ ɾ iː l o x o
bentrilokwista	b ɛ n̪ t̪ ɾ ɪ l o k w i s t̪ ɐ
bentrilokwo	b ɛ n̪ t̪ ɾ iː l o k w o
bentrilokya	b ɛ n̪ t̪ ɾ ɪ l o k j a
bentrilokya	b ɛ n̪ t̪ ɾ ɪ l o k j ɐ
bentsingko	b ɛ n̪ t͡s i ŋ k o
bentsingko	b ɛ n̪ t͡ʃ i ŋ k o
beranda	b ɛ ɾ a n̪ d̪ ɐ
berde	b ɛ ɾ d̪ ɛ
berdey	b ɛ ɾ d̪ e ɪ̯
berdugo	b ɛ ɾ d̪ uː ɣ o
berilo	b ɛ ɾ iː l o
berilyo	b ɛ ɾ i l j o
beripika	b ɛ ɾ ɪ p ɪ x a
beripikahin	b ɛ ɾ ɪ p ɪ x ɐ h ɪ n̪
