AFI	a f i
cidadán	θ i d a d a ŋ
cidreira	s i d ɾ e j ɾ a
cidreira	θ i d ɾ e j ɾ a
ciencia	s j ɛ n s j a
ciencia	θ j ɛ n θ j a
científico	θ j e n t i f i k ʊ
cilindrar	s i l i n d ɾ a ɾ
cilindrar	θ i l i n d ɾ a ɾ
cilindro	s i l i n d ɾ o
cilindro	θ i l i n d ɾ o
cilindros	s i l i n d ɾ o s
cilindros	θ i l i n d ɾ o s
cima	s i m a
cima	θ i m a
cimacio	s i m a s j o
cimacio	θ i m a θ j o
cimbro	θ i m b ɾ o̝
cimento	s i m e n t o
cimento	θ i m e n t o
cimo	s i m o
cimo	θ i m o
cimón	s i m o ŋ
cimón	θ i m o ŋ
cinamomo	s i n a m o m o
cinamomo	θ i n a m o m o
cinc	s i ŋ k
cinc	θ i ŋ k
cincha	s i n t͡ʃ a̝
cincha	θ i n t͡ʃ a̝
cinchar	s i n t͡ʃ a ɾ
cinchar	θ i n t͡ʃ a ɾ
cincho	s i n t͡ʃ o
cincho	θ i n t͡ʃ o
cinco	s i ŋ k o
cinco	θ i ŋ k o
cincuenta	s i ŋ k w e n t a
cincuenta	θ i ŋ k w e n t a
cinguir	s i ɲ i ɾ
cinguir	θ i ŋ ɡ i ɾ
cinlla	s i n ʎ a̝
cinlla	θ i n ʎ a̝
cinsa	s i n s a
cinsa	θ i n s a
cinta	s i n t a̝
cinta	θ i n t a̝
cinto	s i n t o̝
cinto	θ i n t o̝
cinza	s i n s a
cinza	θ i n θ a
ciprés	s i p ɾ ɛ s
ciprés	θ i p ɾ ɛ s
circulación	s i ɾ k u l a s j o ŋ
circulación	θ i ɾ k u l a θ j o ŋ
circundar	s i ɾ k u n d a ɾ
circundar	θ i ɾ k u n d a ɾ
circunstancia	s i ɾ k u n s t a n s j a
circunstancia	θ i ɾ k u n s t a n θ j a
circunstancialmente	s i ɾ k u n s t a n s j a l m e n t e
circunstancialmente	θ i ɾ k u n s t a n θ j a l m e n t e
circunvalar	s i ɾ k u m b a l a ɾ
circunvalar	θ i ɾ k u m b a l a ɾ
cirigaita	s i ɾ i ɡ a j t a̝
cirigaita	θ i ɾ i ɡ a j t a̝
ciringallo	θ i ɾ i ŋ ɡ a ʎ o̝
cirola	θ i ɾ ɔ l a̝
cirrichar	s i r i t͡ʃ a ɾ
cirrichar	θ i r i t͡ʃ a ɾ
cirurxián	s i ɾ u ɾ ʃ j a ŋ
cirurxián	θ i ɾ u ɾ ʃ j a ŋ
cisco	s i s k o̝
cisco	θ i s k o̝
cisma	s i s m a̝
cisma	ʃ i ɾ m a̝
cisma	θ i s m a̝
cismar	s i s m a ɾ
cismar	θ i s m a ɾ
cisne	s i s n e
cisne	θ i s n e
cisterna	s i s t ɛ ɾ n a
cisterna	θ i s t ɛ ɾ n a
citación	s i t a s j o ŋ
citación	θ i t a θ j o ŋ
citarista	s i t a ɾ i s t a
citarista	θ i t a ɾ i s t a
civiliza	s i b i l i s a
civiliza	θ i b i l i θ a
civilización	s i b i l i s a s j o ŋ
civilización	θ i b i l i θ a θ j o ŋ
civilizada	s i b i l i s a d a
civilizada	θ i b i l i θ a d a
civilizas	s i b i l i s a s
civilizas	θ i b i l i θ a s
civilizo	s i b i l i s o
civilizo	θ i b i l i θ o
ciúme	s i u m e
ciúme	θ i u m e
clandestino	k l a n d e s t i n o
claro	k l a ɾ o
clementina	k l e m e n t i n a̝
clementina	k l e m ɛ n t i n a̝
clima	k l i m a
clásico	k l a s i k o
clínica	k l i n i k a
clínico	k l i n i k o
co	k oː
coa	k äː
coa	k ɔ ɐ
coar	k o a ɾ
coas	k äː s̺
coas	k ɔ ɐ s̺
cobarde	k o b a ɾ d e
cobertoiro	k o b e ɾ t o j ɾ o
cobertor	k o b e ɾ t o ɾ
cobiza	k o β i s a̝̝
cobiza	k o β i θ a̝
cobizar	k o β i s a ɾ
cobizar	k o β i θ a ɾ
cobizoso	k o β i s o s o̝
cobizoso	k o β i θ o s o̝
cobra	k ɔ β ɾ a̝
cobre	k ɔ b ɾ e
coca	k ɔ k a̝
cocer	k o s e ɾ
cocer	k o θ e ɾ
cochada	k o t͡ʃ a ð a
coche	k ɔ t͡ʃ e
cocho	k o t͡ʃ o̝
cocido	k o s i ð o̝
cocido	k o θ i ð o̝
cociña	k o s i ɲ a
cociña	k o θ i ɲ a
cociñeiro	k o s i ɲ e j ɾ o
cociñeiro	k o θ i ɲ e j ɾ o
coco	k o k o
coco	k ɔ k o
codeso	k o ð e s o̝
codia	k o d j a
codificar	k o d i f i k a ɾ
codorno	k o d o ɾ n o
coella	k o e ʎ a̝
coello	k o e ɟ o
coetáneo	k o e t a n i o
cofia	k ɔ f j a
cogordón	k o ħ o ɾ d o ŋ
cogordón	k o ɡ o ɾ d o ŋ
coial	k ɔ j a l
coidar	k o j ð a ɾ
coieira	k ɔ j e j ɾ a̝
coima	k o j m a
coio	k ɔ j o̝
coiote	k o j ɔ t e
coiraza	k o j ɾ a θ a̝
coiro	k o j ɾ o
coiros	k o j ɾ o s
coirón	k o j ɾ ɔ ŋ
coita	k o j t a
coitado	k o j t a d o
coitelo	k o j t e l o
coito	k o j t o
coiñal	k ɔ i ɲ a l
col	k ɔ l
cola	k ɔ l a̝
colado	k o l a ð o̝
colapso	k o l a p s o
colar	k o l a ɾ
colcha	k o l t͡ʃ a
colchón	k o l t͡ʃ o ŋ
coldre	k o l d ɾ e
colexio	k o l e ʃ j o
colgar	k o l ħ a ɾ
colgar	k o l ɡ a ɾ
coliflor	k ɔ l i f l o ɾ
colisión	k o l i s j o ŋ
colleita	k o ʎ e j t a̝
colleitar	k o ʎ e j t a ɾ
colleito	k o ʎ e j t o̝
coller	k o ɟ e ɾ
colludo	k o ʎ u ð o̝
collón	k o ɟ o ŋ
colmado	k o l m a d o
colmar	k o l m a ɾ
colmazo	k o l m a θ o̝
colmea	k o l m e a
colmear	k o l m e a r
colmo	k o l m o̝
colmo	k ɔ l m o̝
colo	k ɔ l o̝
colonia	k o l o n j a
colonial	k o l o n i a l
colonización	k o l ɔ n i s a s j o ŋ
colonización	k o l ɔ n i θ a θ j o ŋ
colonizaçom	k o l ɔ n i s a s o ŋ
colonizaçom	k o l ɔ n i θ a θ o ŋ
colonização	k o l ɔ n i s a s o ŋ
colonização	k o l ɔ n i θ a θ o ŋ
colorado	k o l o ɾ a ð o̝
columna	k o l u ŋ n a
colérico	k o l ɛ ɾ i k o
coma	k o m a
comandante	k o m a n d a n t e
comarca	k o m a ɾ k a
combarro	k o m b a r o̝
combater	k o m b a t e ɾ
combinación	k o m b i n a s j o ŋ
combinación	k o m b i n a θ j o ŋ
comborza	k o m b ɔ ɾ θ a̝
combustión	k o m b u s t j o ŋ
comechón	k o m e t͡ʃ o ŋ
comechón	k o m i t͡ʃ o ŋ
comedeiro	k o m e d e j ɾ o
comedia	k o m e d j a
comedia	k o m ɛ d j a
comedor	k ʊ m ɪ ð o ɾ
comentador	k o m e n t a d o ɾ
comer	k o m e ɾ
comesto	k o m e s t o̝
cometa	k o m e t a
comezo	k o m e s o̝
comezo	k o m ɛ θ o̝
comida	k o m i d a
comiño	k o m i ɲ o
como	k o m o
compartir	k o m p a ɾ t i ɾ
compatriota	k o m p a t ɾ j ɔ t a
compaña	k o m p a ɲ a̝
compañeiro	k o m p a ɲ e j ɾ o
competición	k o m p e t i s j o ŋ
competición	k o m p e t i θ j o ŋ
compilar	k o m p i l a ɾ
completamente	k o m p l ɛ t a m e n t e
completo	k o m p l ɛ t o
composición	k o m p o s i s j o ŋ
composición	k o m p o s i θ j o ŋ
composta	k o m p ɔ s t a̝
comprador	k o m p ɾ a d o ɾ
compradora	k o m p ɾ a d o ɾ a
compradoras	k o m p ɾ a d o ɾ a s
compradores	k o m p ɾ a d o ɾ e s
comprar	k o m p ɾ a ɾ
compromiso	k o m p ɾ o m i s o
compulsión	k o m p u l s j o ŋ
computadora	k o m p u t a d o ɾ a
compás	k o m p a s
comunicación	k o m u n i k a s j o ŋ
comunicación	k o m u n i k a θ j o ŋ
comunidade	k o m u n i d a d e
comunista	k o m u n i s t a
común	k o m u ŋ
con	k o ŋ
con	k ɔ ŋ
cona	k o n a̝
concello	k o n s e ʎ o
concello	k o n θ e ʎ o
concho	k o n t͡ʃ o
concéntrico	k o n s e n t ɾ i k o
concéntrico	k o n θ e n t ɾ i k o
conda	k ɔ n d a
condestable	k o n d e s t a b l e
condición	k o n d i s j o ŋ
condición	k o n d i θ j o ŋ
condimentar	k o n d i m e n t a ɾ
condolencia	k o n d o l e n s j a
condolencia	k o n d o l e n θ j a
conducir	k o n d u s i ɾ
conducir	k o n d u θ i ɾ
condutor	k o n d u t o ɾ
confesión	k o n f e s j o ŋ
confiscación	k o n f i s k a s j o ŋ
confiscación	k o n f i s k a θ j o ŋ
conflito	k o n f l i t o
confluída	k o n f l u i d a
confluídas	k o n f l u i d a s
confluído	k o n f l u i d o
confluídos	k o n f l u i d o s
confluín	k o n f l u i ŋ
confluír	k o n f l u i ɾ
conflúo	k o n f l u o
conformar	k o n f o ɾ m a ɾ
confrontación	k o n f ɾ o n t a s j o ŋ
confrontación	k o n f ɾ o n t a θ j o ŋ
confrontar	k o n f ɾ o n t a ɾ
congro	k o ŋ ħ ɾ o
congro	k o ŋ ɡ ɾ o
conjugada	k o n ʃ u ħ a d a
conjugada	k o n ʃ u ɡ a d a
conjugado	k o n ʃ u ħ a d o
conjugado	k o n ʃ u ɡ a d o
conmoción	k o ŋ m o s j o ŋ
conmoción	k o ŋ m o θ j o ŋ
conquistar	k o ŋ k i s t a ɾ
consagrar	k o n s a ħ ɾ a ɾ
consagrar	k o n s a ɡ ɾ a ɾ
consello	k o n s e ɟ o
consideración	k o n s i d e ɾ a s j o ŋ
consideración	k o n s i d e ɾ a θ j o ŋ
consigna	k o n s i ŋ n a
consolidación	k o n s ɔ l i d a s j o ŋ
consolidación	k o n s ɔ l i d a θ j o ŋ
consonte	k o n s o n t e̝
conspiración	k o n s p i ɾ a s j o ŋ
conspiración	k o n s p i ɾ a θ j o ŋ
constante	k o n s t a n t e
constelación	k o n s t ɛ l a s j o ŋ
constelación	k o n s t ɛ l a θ j o ŋ
constipado	k o n s t i p a d o
constitución	k o n s t i t u s j o ŋ
constitución	k o n s t i t u θ j o ŋ
construción	k o n s t ɾ u s j o ŋ
construción	k o n s t ɾ u θ j o ŋ
contar	k o n t a ɾ
contaxioso	k o n t a ʃ j o s o
contento	k o n t e n t o
continente	k o n t i n e n t e
continente	k o n t i n ɛ n t e
continuamente	k o n t i n w a m e n t e
continuo	k o n t i n w o
conto	k o n t o
contra	k o n t ɾ a
contracción	k o n t ɾ a k s j o ŋ
contracción	k o n t ɾ a k θ j o ŋ
contractual	k o n t ɾ a k t u a l
contradición	k o n t ɾ a d i s j o ŋ
contradición	k o n t ɾ a d i θ j o ŋ
contraditorio	k o n t ɾ a d i t ɔ ɾ j o
contranatura	k o n t ɾ a n a t u ɾ a
contrarrevolución	k o n t ɾ a r e b o l u s j o ŋ
contrarrevolución	k o n t ɾ a r e b o l u θ j o ŋ
contribuínte	k o n t ɾ i b u i n t e
contribuíntes	k o n t ɾ i b u i n t e s
controversia	k o n t ɾ o b ɛ ɾ s j a
contía	k o n t i a̝
conversa	k o m b ɛ ɾ s a
convexidade	k o m b ɛ k s i d a d e
convexo	k o m b ɛ k s o
convicción	k o m b i k s j o ŋ
convicción	k o m b i k θ j o ŋ
convidar	k o m b i ð a ɾ
convir	k o m b i ɾ
convite	k o m b i t e̝
convivir	k o m b i b i ɾ
convulsión	k o m b u l s j o ŋ
conxugada	k o n ʃ u ħ a d a
conxugada	k o n ʃ u ɡ a d a
conxugado	k o n ʃ u ħ a d o
conxugado	k o n ʃ u ɡ a d o
conzado	k o n θ a ð o̝
cooptar	k ɔ o p t a ɾ
cora	k ɔ ɾ a̝
coral	k o ɾ a l
coraxe	k o ɾ a ʃ e
corazón	k o ɾ a s o ŋ
corazón	k o ɾ a θ o ŋ
corda	k ɔ ɾ d a
cordeiro	k o ɾ d e j ɾ o
cordeiro	k ɔ ɾ d e j ɾ o
cordial	k ɔ ɾ d j a l
cordura	k ɔ ɾ d u ɾ a
coreana	k ɔ ɾ e a n a
coreano	k ɔ ɾ e a n o
corenta	k ɔ ɾ e n t a
cores	k o ɾ e s
coresma	k o r ɛ s m a̝
corindón	k o ɾ i n d o ŋ
coriscada	k o ɾ i s k a ð a̝
coriscar	k o ɾ i s k a ɾ
corisco	k o ɾ i s k o
corme	k o ɾ m ɪ
cornacha	k ɔ ɾ n a t͡ʃ a̝
cornacho	k ɔ ɾ n a t͡ʃ o̝
cornecho	k ɔ ɾ n e t͡ʃ o̝
corneira	k ɔ ɾ n e j ɾ a̝
cornello	k o ɾ n e ɟ o
cornixa	k o ɾ n i ʃ a
cornizó	k o ɾ n i s o
cornizó	k o ɾ n i θ o
corno	k ɔ ɾ n o
cornudo	k ɔ ɾ n u d o
coroa	k o ɾ o a
coroar	k o ɾ o a ɾ
coronel	k o ɾ o n ɛ l
coroza	k o ɾ o θ a̝
coroza	k o ɾ ɔ θ a̝
corpiño	k o ɾ p i ɲ o̝
corpo	k o ɾ p o
corporación	k o ɾ p o ɾ a s j o ŋ
corporación	k o ɾ p o ɾ a θ j o ŋ
corra	k o r a̝
corrancha	k o r a n t͡ʃ a̝
corre	k o r e̝
correa	k o r e a
corrección	k o r ɛ k s j o ŋ
corrección	k o r ɛ k θ j o ŋ
corredoira	k o r e ð o j ɾ a̝
correola	k o r e ɔ l a
correr	k o r e ɾ
corrixir	k o r i ʃ i ɾ
corrupción	k o r u p s j o ŋ
corrupción	k o r u p θ j o ŋ
cortar	k o ɾ t a ɾ
corte	k o ɾ t e
corte	k ɔ ɾ t e
cortello	k o ɾ t e ʎ o̝
cortina	k o ɾ t i n a
cortiza	k o ɾ t i s a
cortiza	k o ɾ t i θ a
cortizo	k o ɾ t i s o
cortizo	k o ɾ t i θ o
cortiña	k o ɾ t i ɲ a̝
coruñés	k o ɾ u ɲ e s
corvo	k ɔ ɾ b o
cos	k oː s̺
cosco	k o s k o
cosmogonía	k o s m o ɣ o n i a
cosmológico	k ɔ s m o l ɔ ʃ i k o
costa	k ɔ s t a
costado	k o s t a d o
costal	k o s t a l
costeiro	k o s t e j ɾ o̝
costeiro	k ɔ s t e j ɾ o̝
costela	k o s t ɛ l a̝
costro	k o s t ɾ o̝
costrán	k o s t ɾ a ŋ
costume	k o s t u m e
costura	k o s t u ɾ a̝
costureiriña	k o s t u ɾ e j ɾ i ɲ a
costureiro	k o s t u ɾ e j ɾ o̝
cota	k ɔ t a
cotarelo	k o t a ɾ ɛ l o̝
coteiro	k o t e j ɾ o̝
coteiro	k ɔ t e j ɾ o̝
cotián	k ɔ t j a ŋ
coto	k o t o̝
coto	k ɔ t o̝
cotobelar	k o t o β̞ e l a ɾ
cotobelo	k o t o β ɛ l o̝
cotra	k o t ɾ a̝
cotraña	k o t ɾ a ɲ a̝
cotrañento	k o t ɾ a ɲ e n t ʊ
cotroso	k o t ɾ o s o
couce	k o w s e
couce	k o w θ e
couceiro	k o w s e j ɾ o̝
couceiro	k o w θ e j ɾ o̝
cousa	k o w s a
cousela	k o w s ɛ l ɐ
couso	k o w s o
couto	k o w t o̝
couza	k o w θ a̝
couzoeira	k o w s o e j ɾ a̝
couzoeira	k o w θ o e j ɾ a̝
couzón	k o w s o ŋ
couzón	k o w θ o ŋ
cova	k ɔ β a̝
covarde	k o b a ɾ d e
coveiro	k ɔ b e j ɾ o
covo	k ɔ β o̝
coxén	c o ʃ ɛ ŋ
cozar	k o s a ɾ
cozar	k o θ a ɾ
cozo	k o θ o̝
cozo	k ɔ θ o̝
coído	k ɔ i ð o̝
cravo	k ɾ a β o̝
creación	k ɾ e a s j o ŋ
creación	k ɾ e a θ j o ŋ
creba	k ɾ ɛ b a
crebadizo	k ɾ e b a d i s o
crebadizo	k ɾ e b a d i θ o
crebar	k ɾ e β a ɾ
crecemento	k ɾ e s e m e n t o
crecemento	k ɾ e s e m ɛ n t o
crecemento	k ɾ e θ e m e n t o
crecemento	k ɾ e θ e m ɛ n t o
credulidade	k ɾ ɛ d u l i d a d e
cregaxe	k ɾ ɛ ɣ a ʃ e̝
crego	k ɾ ɛ ɣ o̝
cremalleira	k ɾ e m a ɟ e j ɾ a
crencha	k ɾ e n t͡ʃ a
crenza	k ɾ e n s a
crenza	k ɾ e n θ a
creta	k ɾ e t a
crianza	k ɾ i a n s a
crianza	k ɾ i a n θ a
crica	k ɾ i k a
crida	k ɾ i ð a̝
criminal	k ɾ i m i n a l
crioloxía	k ɾ j o l ɔ ʃ i a
crista	k ɾ i s t a̝
cristal	k ɾ i s t a l
cristianismo	k ɾ i s t j a n i s m o
cristianiza	k ɾ i s t j a n i s a
cristianiza	k ɾ i s t j a n i θ a
cristianizar	k ɾ i s t j a n i s a ɾ
cristianizar	k ɾ i s t j a n i θ a ɾ
cristianizas	k ɾ i s t j a n i s a s
cristianizas	k ɾ i s t j a n i θ a s
cristián	k ɾ i s t j a ŋ
cristo	k ɾ i s t o̝
criticar	k ɾ i t i k a ɾ
crocante	k ɾ ɔ k a n t e̝
crocodilo	k ɾ o k o d i l o
croia	k ɾ ɔ j a̝
croio	k ɾ ɔ j o̝
cronómetro	k ɾ o n ɔ m e t ɾ o
croque	k ɾ ɔ k e
crosta	k ɾ o s t a
cru	k ɾ u
cruceiro	k ɾ u s e j ɾ o̝
cruceiro	k ɾ u θ e j ɾ o̝
cruel	k ɾ u ɛ l
cruel	k ɾ w ɛ l
cruto	k ɾ u t o̝
cruz	k ɾ u s
cruz	k ɾ u θ
cruzado	k ɾ u s a d o
cruzado	k ɾ u θ a d o
cruzamento	k ɾ u s a m e n t o
cruzamento	k ɾ u θ a m e n t o
crás	k ɾ a s
cráter	k ɾ a t e ɾ
crítica	k ɾ i t i k a
crónico	k ɾ o n i k o
crónico	k ɾ ɔ n i k o
cu	k u
cuada	k u a ð a̝
cuadrangular	k w a d ɾ a ŋ ħ u l a ɾ
cuadrangular	k w a d ɾ a ŋ ɡ u l a ɾ
cuadrilla	k w a d ɾ i ɟ a
cuadrilátero	k w a d ɾ i l a t e ɾ o
cualificación	k w a l i f i k a s j o ŋ
cualificación	k w a l i f i k a θ j o ŋ
cuarta	k w a ɾ t a
cuartillo	k w a ɾ t i ʎ o̝
cuarto	k w a ɾ t o
cuarzo	k w a ɾ s o
cuarzo	k w a ɾ θ o
cuba	k u b a
cubano	k u β ɐ n ʊ
cubeiro	k u β e j ɾ o̝
cubeta	k u b e t a
cubo	k u β o̝
cucar	k u k a ɾ
cucho	k u t͡ʃ o
cueiro	k u e j ɾ o
cueiro	k w e j ɾ o
cuito	k u j t o̝
culinario	k u l i n a ɾ j o
culler	k u ɟ e ɾ
culpa	k u l p a
cultura	k u l t u ɾ a
cultural	k u l t u ɾ a l
cume	k u m e
cumial	k u m i a l
cumial	k u m j a l
cumieira	k u m j e j ɾ a̝̝
cumio	k u m i o
cumio	k u m j o
cumprir	k u m p ɾ i ɾ
cuncas	k u ŋ k ɐ s
cuncha	k u n t͡ʃ a
cunha	k u ŋ a
cunqueiro	k u ŋ k e j ɾ o
curar	k u ɾ a ɾ
curmá	k u ɾ m aː
curmán	k u ɾ m a ʊ̯
curmán	k u ɾ m ã ŋ
curota	k u ɾ ɔ t a̝
curro	k u r o̝
curta	k u ɾ t a
curtas	k u ɾ t a s
curto	k u ɾ t o
curtos	k u ɾ t o s
curuto	k u ɾ u t o̝
curuto	k ɾ u t o̝
curuxa	k u ɾ u ʃ a
curuxa	k ɾ u ʃ a
curuxar	k u ɾ u ʃ a ɾ
curuxo	k u ɾ u ʃ o
cuspe	k u s p e̝
cuspido	k u s p i ð o̝
cuspir	k u s p i ɾ
cuspiñar	k u s p i ɲ a ɾ
custa	k u s t a
cuza	k u s a
cuza	k u θ a
cuña	k u ɲ a
cuño	k u ɲ o
cádavo	k a ð a̝ β o̝
cágado	k a ħ a d o
cágado	k a ɡ a d o
cálice	k a l i s e
cálice	k a l i θ e
cális	k a l i s
cáliz	k a l i s
cáliz	k a l i θ
cámara	k a m a ɾ a
cánaba	k a n a b a
cánabo	k a n a̝ β o̝
cántara	k a n t a̝ ɾ a̝
cántaro	k a n t a̝ ɾ o̝
cárcere	k a ɾ s e ɾ e
cárcere	k a ɾ θ e ɾ e
cárdeo	k a ɾ ð e o̝
célula	s ɛ l u l a
célula	θ ɛ l u l a
céspede	s ɛ s p e d e
céspede	θ ɛ s p e d e
cítara	s i t a ɾ a
cítara	θ i t a ɾ a
cóbado	k o b a d o
código	k ɔ d i ħ o
código	k ɔ d i ɡ o
cóengo	k o e ŋ ɡ o̝
cómodo	k ɔ m o d o
cóncavo	k o ŋ k a b o
cónchega	k o n t͡ʃ e ħ a
cónchega	k o n t͡ʃ e ɡ a
cós	k ɔ s
cóxegas	k ɔ ʃ e̝ ɣ a̝ s
da	d a
dabondo	d a b o n d o
dado	d a d o
dala	d a l a
dama	d a m a
damasco	d a m a s k o
danzar	d a n s a ɾ
danzar	d a n θ a ɾ
daquela	d a k e l a
daquela	d a k ɛ l a
dar	d a ɾ
das	d̪ ɐː s̺
dato	d a t o
de	d e
debadoira	d e β a ð o j ɾ ɐ
debaer	d e β a e ɾ
debagar	d e β a ɣ a ɾ
debandar	d e β a n d a ɾ
debullar	d e β u ʎ a ɾ
debuxar	d e b u ʃ a ɾ
debuxo	d e b u ʃ o
decadencia	d e k a d e n s j a
decadencia	d e k a d e n θ j a
decadencia	d e k a d ɛ n s j a
decadencia	d e k a d ɛ n θ j a
decatar	d e k a t a ɾ
decembro	d e s e m b ɾ o
decembro	d e s ɛ m b ɾ o
decembro	d e θ e m b ɾ o
decembro	d e θ ɛ m b ɾ o
decepar	d e θ e p a ɾ
decer	d e s e ɾ
decer	d e θ e ɾ
decimal	d ɛ s i m a l
decimal	d ɛ θ i m a l
decisión	d e s i s j o ŋ
decisión	d e θ i s j o ŋ
declaración	d e k l a ɾ a s j o ŋ
declaración	d e k l a ɾ a θ j o ŋ
declarar	d e k l a ɾ a ɾ
decorado	d e k o ɾ a d o
decorar	d e k o ɾ a ɾ
decoro	d e k o ɾ o
decoro	d e k ɔ ɾ o
decotar	d e k o t a ɾ
decote	d e k ɔ t e̝
decotío	d e k o t i o̝
decrecer	d e k ɾ e s e ɾ
decrecer	d e k ɾ e θ e ɾ
dedicar	d e d i k a ɾ
dedicaram	d e d i k a ɾ a m
dedo	d e d o
deducir	d e d u s i ɾ
deducir	d e d u θ i ɾ
definición	d e f i n i s j o ŋ
definición	d e f i n i θ j o ŋ
defunción	d e f u n s j o ŋ
defunción	d e f u n θ j o ŋ
defunto	d e f u n t o
degolar	d e ɣ o l a ɾ
degrañar	d e ɣ ɾ a ɲ a ɾ
deica	d e j k a
deitar	d e j t a ɾ
deixar	d e j ʃ a ɾ
del	d e l
dela	d ɛ l ɐ
delas	d ɛ l ɐ s
deleitar	d e l e j t a ɾ
deleitoso	d e l e j t o s o
deles	d e l ɪ s
delgado	d e l ħ a d o
delgado	d e l ɡ a d o
delicado	d e l i k a d o
deluvar	d e l u b a ɾ
demarcación	d e m a ɾ k a θ j o ŋ
demarcar	d e m a ɾ k a ɾ
demasiada	d e m a s i a d a
demasiadas	d e m ɐ s j a ð ɐ s
demasiado	d e m a s i a d o
demasiados	d e m ɐ s j a ð ʊ s
demo	d ɛ m o̝
democracia	d e m o k ɾ a s i a
democracia	d e m o k ɾ a s j a
democracia	d e m o k ɾ a θ i a
democracia	d e m o k ɾ a θ j a
democráticas	d e m o k ɾ a t i k a s
demográfica	d e m o ħ ɾ a f i k a
demográfica	d e m o ɡ ɾ a f i k a
demográficos	d e m o ħ ɾ a f i k o s
demográficos	d e m o ɡ ɾ a f i k o s
demoucar	d e m o w k a ɾ
demócrata	d e m ɔ k ɾ a t a
denegrida	d e n e ħ ɾ i d a
denegrida	d e n e ɡ ɾ i d a
denegridas	d e n e ħ ɾ i d a s
denegridas	d e n e ɡ ɾ i d a s
denegrido	d e n e ħ ɾ i d o
denegrido	d e n e ɡ ɾ i d o
denegridos	d e n e ħ ɾ i d o s
denegridos	d e n e ɡ ɾ i d o s
denociña	d e n o s i ɲ a̝̝
denociña	d e n o θ i ɲ a̝̝
denominación	d e n ɔ m i n a s j o ŋ
denominación	d e n ɔ m i n a θ j o ŋ
denominador	d e n o m i n a d o ɾ
dentabrún	d e n t a β ɾ u ŋ
dentabrún	d ɛ n t a β ɾ u ŋ
dentadura	d e n t a d u ɾ a
dentadura	d ɛ n t a d u ɾ a
dentagruño	d e n t a ɣ ɾ u ɲ o̝
dentagrón	d e n t a ɣ ɾ u ŋ
dente	d e n t e
dente	d ɛ n t e
dentexil	d e n t e ʃ i l
dentista	d e n t i s t a
dentro	d e n t ɾ o
dentón	d ɛ n t o ŋ
deostar	d e ɔ s t a ɾ
deosto	d e ɔ s t o̝
departir	d e p a ɾ t i ɾ
depenar	d e p e n a ɾ
dependurar	d e p e n d u ɾ a ɾ
deportación	d e p ɔ ɾ t a s j o ŋ
deportación	d e p ɔ ɾ t a θ j o ŋ
deporte	d e p ɔ ɾ t e
deprender	d e p ɾ e n d e ɾ
derradeiro	d e r a ð e j ɾ o̝
derrafar	d e r a f a ɾ
derrear	d e r e a ɾ
derregar	d e r e ɣ a ɾ
derrego	d e r e ɣ o̝
derrego	d e r ɛ ɣ o̝
derribar	d e r i b a ɾ
derrota	d e r ɔ t a
derrubar	d e r u b a ɾ
derrucar	d e r u k a ɾ
des	d e s
desafectar	d e s a f ɛ k t a ɾ
desaire	d e s a j ɾ e
desalgar	d e s a l ɣ a ɾ
desaparición	d e s a p a ɾ i s j o ŋ
desaparición	d e s a p a ɾ i θ j o ŋ
desapiadado	d e s a p i a d a d o
desapiadado	d e s a p j a d a d o
desarranxar	d e s a r a n ʃ a ɾ
desastre	d e s a s t ɾ e
desbotar	d e s β o t a ɾ
descampado	d e s k a m p a d o
descascar	d e s k a s k a ɾ
deschoer	d e s t͡ʃ o e ɾ
descolonización	d e s k o l ɔ n i s a s j o ŋ
descolonización	d e s k o l ɔ n i θ a θ j o ŋ
descolonizaçom	d e s k o l ɔ n i s a s o ŋ
descolonizaçom	d e s k o l ɔ n i θ a θ o ŋ
descolonização	d e s k o l ɔ n i s a s o ŋ
descolonização	d e s k o l ɔ n i θ a θ o ŋ
desde	d e s d e
desencadear	d e s e ŋ k a d e a ɾ
desenchufar	d e s e n t͡ʃ u f a ɾ
desesperado	d e s e s p e ɾ a d o
desexar	d e s e ʃ a ɾ
desexo	d e s e ʃ o
desfacer	d e s f a s e ɾ
desfacer	d e s f a θ e ɾ
desfeita	d e s f e j t a̝
desfeito	d e s f e j t o̝
desferrado	d e s f e r a ð o̝
desferrar	d e s f e r a ɾ
designación	d e s i ŋ n a s j o ŋ
designación	d e s i ŋ n a θ j o ŋ
desintegración	d e s i n t ɛ ħ ɾ a s j o ŋ
desintegración	d e s i n t ɛ ħ ɾ a θ j o ŋ
desintegración	d e s i n t ɛ ɡ ɾ a θ j o ŋ
desleixar	d e s l e j ʃ a ɾ
despacho	d e s p a t͡ʃ o
despechar	d e s p e t͡ʃ a ɾ
despeito	d e s p e j t o̝
despender	d e s p e n d e ɾ
despois	d e s p o j s
desprender	d e s p ɾ e n d e ɾ
desqueixar	d e s k e j ʃ a ɾ
destacamento	d e s t a k a m e n t o
destacamento	d e s t a k a m ɛ n t o
destallar	d e s t a ʎ a ɾ
destreza	d e s t ɾ e s a
destreza	d e s t ɾ e θ a
destripar	d e s t ɾ i p a ɾ
destrución	d e s t ɾ u s j o ŋ
destrución	d e s t ɾ u θ j o ŋ
destruír	d e s t ɾ u i ɾ
detallar	d e t a ɟ a ɾ
