A	ʔ aː ˧˧
bất hủ	ʔ ɓ ə t̚ ˧˦ h u ˧˩
bất kham	ʔ ɓ ə t̚ ˧˦ x aː m ˧˧
bất khuất	ʔ ɓ ə t̚ ˧˦ x w ə t̚ ˧˦
bất khả	ʔ ɓ ə t̚ ˧˦ x aː ˧˩
bất khả chiến bại	ʔ ɓ ə t̚ ˧˦ x aː ˧˩ t͡ɕ i ə n ˧˦ ʔ ɓ aː j ˧˨ ʔ
bất khả kháng	ʔ ɓ ə t̚ ˧˦ x aː ˧˩ x aː ŋ ˧˦
bất khả thi	ʔ ɓ ə t̚ ˧˦ x aː ˧˩ tʰ i ˧˧
bất kì	ʔ ɓ ə t̚ ˧˦ k i ˨˩
bất kính	ʔ ɓ ə t̚ ˧˦ k ï ŋ ˧˦
bất kể	ʔ ɓ ə t̚ ˧˦ k e ˧˩
bất li thân	ʔ ɓ ə t̚ ˧˦ l i ˧˧ tʰ ə n ˧˧
bất lợi	ʔ ɓ ə t̚ ˧˦ l əː j ˧˨ ʔ
bất đắc chí	ʔ ɓ ə t̚ ˧˦ ʔ ɗ a k̚ ˧˦ t͡ɕ i ˧˦
bất đắc dĩ	ʔ ɓ ə t̚ ˧˦ ʔ ɗ a k̚ ˧˦ z i ˦ˀ˥
bất đắc kì tử	ʔ ɓ ə t̚ ˧˦ ʔ ɗ a k̚ ˧˦ k i ˨˩ t ɨ ˧˩
bất đẳng thức	ʔ ɓ ə t̚ ˧˦ ʔ ɗ a ŋ ˧˩ tʰ ɨ k̚ ˧˦
bất định	ʔ ɓ ə t̚ ˧˦ ʔ ɗ ï ŋ ˧˨ ʔ
bất đồ	ʔ ɓ ə t̚ ˧˦ ʔ ɗ o ˨˩
bất đồng	ʔ ɓ ə t̚ ˧˦ ʔ ɗ ə w ŋ͡m ˨˩
bất động	ʔ ɓ ə t̚ ˧˦ ʔ ɗ ə w ŋ͡m ˧˨ ʔ
bất động sản	ʔ ɓ ə t̚ ˧˦ ʔ ɗ ə w ŋ͡m ˧˨ ʔ s aː n ˧˩
bần	ʔ ɓ ə n ˨˩
bần cùng	ʔ ɓ ə n ˨˩ k ʊ w ŋ͡m ˨˩
bần cùng sinh đạo tặc	ʔ ɓ ə n ˨˩ k ʊ w ŋ͡m ˨˩ s ï ŋ ˧˧ ʔ ɗ aː w ˧˨ ʔ t a k̚ ˧˨ ʔ
bần hàn	ʔ ɓ ə n ˨˩ h aː n ˨˩
bần thần	ʔ ɓ ə n ˨˩ tʰ ə n ˨˩
bần tiện	ʔ ɓ ə n ˨˩ t i ə n ˧˨ ʔ
bần tăng	ʔ ɓ ə n ˨˩ t a ŋ ˧˧
bần đạo	ʔ ɓ ə n ˨˩ ʔ ɗ aː w ˧˨ ʔ
bẩm sinh	ʔ ɓ ə m ˧˩ s ï ŋ ˧˧
bẩm tính	ʔ ɓ ə m ˧˩ t ï ŋ ˧˦
bẩn	ʔ ɓ ə n ˧˩
bẩn bựa	ʔ ɓ ə n ˧˩ ʔ ɓ ɨ ə ˧˨ ʔ
bẩn thỉu	ʔ ɓ ə n ˧˩ tʰ i w ˧˩
bận	ʔ ɓ ə n ˧˨ ʔ
bận bịu	ʔ ɓ ə n ˧˨ ʔ ʔ ɓ i w ˧˨ ʔ
bận rộn	ʔ ɓ ə n ˧˨ ʔ z o n ˧˨ ʔ
bận tâm	ʔ ɓ ə n ˧˨ ʔ t ə m ˧˧
bập	ʔ ɓ ə p̚ ˧˨ ʔ
bập bênh	ʔ ɓ ə p̚ ˧˨ ʔ ʔ ɓ ə j ŋ̟ ˧˧
bập bõm	ʔ ɓ ə p̚ ˧˨ ʔ ʔ ɓ ɔ m ˦ˀ˥
bập bùng	ʔ ɓ ə p̚ ˧˨ ʔ ʔ ɓ ʊ w ŋ͡m ˨˩
bập bẹ	ʔ ɓ ə p̚ ˧˨ ʔ ʔ ɓ ɛ ˧˨ ʔ
bậu	ʔ ɓ ə w ˧˨ ʔ
bắp	ʔ ɓ a p̚ ˧˦
bắt	ʔ ɓ a t̚ ˧˦
bỉm	ʔ ɓ i m ˧˩
bỉnh bút	ʔ ɓ ï ŋ ˧˩ ʔ ɓ u t̚ ˧˦
bịn rịn	ʔ ɓ i n ˧˨ ʔ z i n ˧˨ ʔ
bịnh	ʔ ɓ ï ŋ ˧˨ ʔ
bịp	ʔ ɓ i p̚ ˧˨ ʔ
bịp bợm	ʔ ɓ i p̚ ˧˨ ʔ ʔ ɓ əː m ˧˨ ʔ
bịt	ʔ ɓ i t̚ ˧˨ ʔ
bịt miệng	ʔ ɓ i t̚ ˧˨ ʔ m i ə ŋ ˧˨ ʔ
bịt mắt	ʔ ɓ i t̚ ˧˨ ʔ m a t̚ ˧˦
bịt mắt bắt dê	ʔ ɓ i t̚ ˧˨ ʔ m a t̚ ˧˦ ʔ ɓ a t̚ ˧˦ z e ˧˧
bịt tai trộm chuông	ʔ ɓ i t̚ ˧˨ ʔ t aː j ˧˧ t͡ɕ o m ˧˨ ʔ t͡ɕ u ə ŋ ˧˧
bọ	ʔ ɓ ɔ ˧˨ ʔ
bọ chét	ʔ ɓ ɔ ˧˨ ʔ t͡ɕ ɛ t̚ ˧˦
bọ chét mèo	ʔ ɓ ɔ ˧˨ ʔ t͡ɕ ɛ t̚ ˧˦ m ɛ w ˨˩
bọ chó	ʔ ɓ ɔ ˧˨ ʔ t͡ɕ ɔ ˧˦
bọ cánh cứng	ʔ ɓ ɔ ˧˨ ʔ k a j ŋ̟ ˧˦ k ɨ ŋ ˧˦
bọ cạp	ʔ ɓ ɔ ˧˨ ʔ k aː p̚ ˧˨ ʔ
bọ dừa	ʔ ɓ ɔ ˧˨ ʔ z ɨ ə ˨˩
bọ gậy	ʔ ɓ ɔ ˧˨ ʔ ɣ ə j ˧˨ ʔ
bọ hung	ʔ ɓ ɔ ˧˨ ʔ h ʊ w ŋ͡m ˧˧
bọ ngựa	ʔ ɓ ɔ ˧˨ ʔ ŋ ɨ ə ˧˨ ʔ
bọ que	ʔ ɓ ɔ ˧˨ ʔ k w ɛ ˧˧
bọ rùa	ʔ ɓ ɔ ˧˨ ʔ z u ə ˨˩
bọ xít	ʔ ɓ ɔ ˧˨ ʔ s i t̚ ˧˦
bọc	ʔ ɓ a w k͡p̚ ˧˨ ʔ
bọn	ʔ ɓ ɔ n ˧˨ ʔ
bọng	ʔ ɓ a w ŋ͡m ˧˨ ʔ
bọng đái	ʔ ɓ a w ŋ͡m ˧˨ ʔ ʔ ɗ aː j ˧˦
bọt	ʔ ɓ ɔ t̚ ˧˨ ʔ
bọt biển	ʔ ɓ ɔ t̚ ˧˨ ʔ ʔ ɓ i ə n ˧˩
bỏ	ʔ ɓ ɔ ˧˩
bỏ bê	ʔ ɓ ɔ ˧˩ ʔ ɓ e ˧˧
bỏ bớt	ʔ ɓ ɔ ˧˩ ʔ ɓ əː t̚ ˧˦
bỏ chạy	ʔ ɓ ɔ ˧˩ t͡ɕ a j ˧˨ ʔ
bỏ cuộc	ʔ ɓ ɔ ˧˩ k u ə k̚ ˧˨ ʔ
bỏ dở	ʔ ɓ ɔ ˧˩ z əː ˧˩
bỏ lỡ	ʔ ɓ ɔ ˧˩ l əː ˦ˀ˥
bỏ mặc	ʔ ɓ ɔ ˧˩ m a k̚ ˧˨ ʔ
bỏ mẹ	ʔ ɓ ɔ ˧˩ m ɛ ˧˨ ʔ
bỏ mối	ʔ ɓ ɔ ˧˩ m o j ˧˦
bỏ mứa	ʔ ɓ ɔ ˧˩ m ɨ ə ˧˦
bỏ ngang	ʔ ɓ ɔ ˧˩ ŋ aː ŋ ˧˧
bỏ ngoài tai	ʔ ɓ ɔ ˧˩ ŋ w aː j ˨˩ t aː j ˧˧
bỏ ngỏ	ʔ ɓ ɔ ˧˩ ŋ ɔ ˧˩
bỏ nhỏ	ʔ ɓ ɔ ˧˩ ɲ ɔ ˧˩
bỏ phiếu	ʔ ɓ ɔ ˧˩ f i ə w ˧˦
bỏ qua	ʔ ɓ ɔ ˧˩ k w aː ˧˧
bỏ quên	ʔ ɓ ɔ ˧˩ k w e n ˧˧
bỏ rơi	ʔ ɓ ɔ ˧˩ z əː j ˧˧
bỏ sót	ʔ ɓ ɔ ˧˩ s ɔ t̚ ˧˦
bỏ trốn	ʔ ɓ ɔ ˧˩ t͡ɕ o n ˧˦
bỏ tù	ʔ ɓ ɔ ˧˩ t u ˨˩
bỏ túi	ʔ ɓ ɔ ˧˩ t u j ˧˦
bỏ việc	ʔ ɓ ɔ ˧˩ v i ə k̚ ˧˨ ʔ
bỏ về	ʔ ɓ ɔ ˧˩ v e ˨˩
bỏ xót	ʔ ɓ ɔ ˧˩ s ɔ t̚ ˧˦
bỏm bẻm	ʔ ɓ ɔ m ˧˩ ʔ ɓ ɛ m ˧˩
bỏng	ʔ ɓ a w ŋ͡m ˧˩
bỏng ngô	ʔ ɓ a w ŋ͡m ˧˩ ŋ o ˧˧
bố	ʔ ɓ o ˧˦
bố cáo	ʔ ɓ o ˧˦ k aː w ˧˦
bố cục	ʔ ɓ o ˧˦ k ʊ w k͡p̚ ˧˨ ʔ
bố khỉ	ʔ ɓ o ˧˦ x i ˧˩
bố mày	ʔ ɓ o ˧˦ m a j ˨˩
bố mẹ	ʔ ɓ o ˧˦ m ɛ ˧˨ ʔ
bố nó	ʔ ɓ o ˧˦ n ɔ ˧˦
bố phòng	ʔ ɓ o ˧˦ f a w ŋ͡m ˨˩
bố ráp	ʔ ɓ o ˧˦ z aː p̚ ˧˦
bố thí	ʔ ɓ o ˧˦ tʰ i ˧˦
bố trí	ʔ ɓ o ˧˦ t͡ɕ i ˧˦
bố trận	ʔ ɓ o ˧˦ t͡ɕ ə n ˧˨ ʔ
bố đường	ʔ ɓ o ˧˦ ʔ ɗ ɨ ə ŋ ˨˩
bố đời	ʔ ɓ o ˧˦ ʔ ɗ əː j ˨˩
bốc	ʔ ɓ ə w k͡p̚ ˧˦
bốc cháy	ʔ ɓ ə w k͡p̚ ˧˦ t͡ɕ a j ˧˦
bốc hoả	ʔ ɓ ə w k͡p̚ ˧˦ h w aː ˧˩
bốc phét	ʔ ɓ ə w k͡p̚ ˧˦ f ɛ t̚ ˧˦
bốc thăm	ʔ ɓ ə w k͡p̚ ˧˦ tʰ a m ˧˧
bốc đầu	ʔ ɓ ə w k͡p̚ ˧˦ ʔ ɗ ə w ˨˩
bốc đồng	ʔ ɓ ə w k͡p̚ ˧˦ ʔ ɗ ə w ŋ͡m ˨˩
bối cảnh	ʔ ɓ o j ˧˦ k a j ŋ̟ ˧˩
bối rối	ʔ ɓ o j ˧˦ z o j ˧˦
bốn	ʔ ɓ o n ˧˦
bốn bề	ʔ ɓ o n ˧˦ ʔ ɓ e ˨˩
bốn bể	ʔ ɓ o n ˧˦ ʔ ɓ e ˧˩
bốn mắt	ʔ ɓ o n ˧˦ m a t̚ ˧˦
bốn phương	ʔ ɓ o n ˧˦ f ɨ ə ŋ ˧˧
bồ	ʔ ɓ o ˨˩
bồ bịch	ʔ ɓ o ˨˩ ʔ ɓ ï k̟̚ ˧˨ ʔ
bồ các	ʔ ɓ o ˨˩ k aː k̚ ˧˦
bồ câu	ʔ ɓ o ˨˩ k ə w ˧˧
bồ côi	ʔ ɓ o ˨˩ k o j ˧˧
bồ công anh	ʔ ɓ o ˨˩ k ə w ŋ͡m ˧˧ ʔ a j ŋ̟ ˧˧
bồ hòn	ʔ ɓ o ˨˩ h ɔ n ˨˩
bồ hóng	ʔ ɓ o ˨˩ h a w ŋ͡m ˧˦
bồ kết	ʔ ɓ o ˨˩ k e t̚ ˧˦
bồ nhí	ʔ ɓ o ˨˩ ɲ i ˧˦
bồ nông	ʔ ɓ o ˨˩ n ə w ŋ͡m ˧˧
bồ tát	ʔ ɓ o ˨˩ t aː t̚ ˧˦
bồ đào cầu khuẩn	ʔ ɓ o ˨˩ ʔ ɗ aː w ˨˩ k ə w ˨˩ x w ə n ˧˩
bồ đề	ʔ ɓ o ˨˩ ʔ ɗ e ˨˩
bồ đề tâm	ʔ ɓ o ˨˩ ʔ ɗ e ˨˩ t ə m ˧˧
bồi	ʔ ɓ o j ˨˩
bồi bàn	ʔ ɓ o j ˨˩ ʔ ɓ aː n ˨˩
bồi bút	ʔ ɓ o j ˨˩ ʔ ɓ u t̚ ˧˦
bồi bếp	ʔ ɓ o j ˨˩ ʔ ɓ e p̚ ˧˦
bồi bổ	ʔ ɓ o j ˨˩ ʔ ɓ o ˧˩
bồi dưỡng	ʔ ɓ o j ˨˩ z ɨ ə ŋ ˦ˀ˥
bồi hoàn	ʔ ɓ o j ˨˩ h w aː n ˨˩
bồi hồi	ʔ ɓ o j ˨˩ h o j ˨˩
bồi thường	ʔ ɓ o j ˨˩ tʰ ɨ ə ŋ ˨˩
bồi thẩm	ʔ ɓ o j ˨˩ tʰ ə m ˧˩
bồi thẩm đoàn	ʔ ɓ o j ˨˩ tʰ ə m ˧˩ ʔ ɗ w aː n ˨˩
bồi tự	ʔ ɓ o j ˨˩ t ɨ ˧˨ ʔ
bồi đắp	ʔ ɓ o j ˨˩ ʔ ɗ a p̚ ˧˦
bồm	ʔ ɓ o m ˨˩
bồm bộp	ʔ ɓ o m ˨˩ ʔ ɓ o p̚ ˧˨ ʔ
bồn	ʔ ɓ o n ˨˩
bồn binh	ʔ ɓ o n ˨˩ ʔ ɓ ï ŋ ˧˧
bồn chồn	ʔ ɓ o n ˨˩ t͡ɕ o n ˨˩
bồn cầu	ʔ ɓ o n ˨˩ k ə w ˨˩
bồn tắm	ʔ ɓ o n ˨˩ t a m ˧˦
bồn địa	ʔ ɓ o n ˨˩ ʔ ɗ i ə ˧˨ ʔ
bổ	ʔ ɓ o ˧˩
bổ chính	ʔ ɓ o ˧˩ t͡ɕ ï ŋ ˧˦
bổ củi	ʔ ɓ o ˧˩ k u j ˧˩
bổ dưỡng	ʔ ɓ o ˧˩ z ɨ ə ŋ ˦ˀ˥
bổ dụng	ʔ ɓ o ˧˩ z ʊ w ŋ͡m ˧˨ ʔ
bổ khuyết	ʔ ɓ o ˧˩ x w i ə t̚ ˧˦
bổ nghĩa	ʔ ɓ o ˧˩ ŋ i ə ˦ˀ˥
bổ ngữ	ʔ ɓ o ˧˩ ŋ ɨ ˦ˀ˥
bổ nhiệm	ʔ ɓ o ˧˩ ɲ i ə m ˧˨ ʔ
bổ sung	ʔ ɓ o ˧˩ s ʊ w ŋ͡m ˧˧
bổ thể	ʔ ɓ o ˧˩ tʰ e ˧˩
bổ túc	ʔ ɓ o ˧˩ t ʊ w k͡p̚ ˧˦
bổ tử	ʔ ɓ o ˧˩ t ɨ ˧˩
bổ ích	ʔ ɓ o ˧˩ ʔ ï k̟̚ ˧˦
bổ đề	ʔ ɓ o ˧˩ ʔ ɗ e ˨˩
bổi	ʔ ɓ o j ˧˩
bổi hổi	ʔ ɓ o j ˧˩ h o j ˧˩
bổn	ʔ ɓ o n ˧˩
bổn cũ soạn lại	ʔ ɓ o n ˧˩ k u ˦ˀ˥ s w aː n ˧˨ ʔ l aː j ˧˨ ʔ
bổn phận	ʔ ɓ o n ˧˩ f ə n ˧˨ ʔ
bỗ bã	ʔ ɓ o ˦ˀ˥ ʔ ɓ aː ˦ˀ˥
bộ	ʔ ɓ o ˧˨ ʔ
bộ Anh	ʔ ɓ o ˧˨ ʔ ʔ a j ŋ̟ ˧˧
bộ ba	ʔ ɓ o ˧˨ ʔ ʔ ɓ aː ˧˧
bộ binh	ʔ ɓ o ˧˨ ʔ ʔ ɓ ï ŋ ˧˧
bộ bài	ʔ ɓ o ˧˨ ʔ ʔ ɓ aː j ˨˩
bộ bài Tây	ʔ ɓ o ˧˨ ʔ ʔ ɓ aː j ˨˩ t ə j ˧˧
bộ bảy	ʔ ɓ o ˧˨ ʔ ʔ ɓ a j ˧˩
bộ chính trị	ʔ ɓ o ˧˨ ʔ t͡ɕ ï ŋ ˧˦ t͡ɕ i ˧˨ ʔ
bộ chế hoà khí	ʔ ɓ o ˧˨ ʔ t͡ɕ e ˧˦ h w aː ˨˩ x i ˧˦
bộ dạng	ʔ ɓ o ˧˨ ʔ z aː ŋ ˧˨ ʔ
bộ gõ	ʔ ɓ o ˧˨ ʔ ɣ ɔ ˦ˀ˥
bộ hành	ʔ ɓ o ˧˨ ʔ h a j ŋ̟ ˨˩
bộ hạ	ʔ ɓ o ˧˨ ʔ h aː ˧˨ ʔ
bộ luật	ʔ ɓ o ˧˨ ʔ l w ə t̚ ˧˨ ʔ
bộ luật dân sự	ʔ ɓ o ˧˨ ʔ l w ə t̚ ˧˨ ʔ z ə n ˧˧ s ɨ ˧˨ ʔ
bộ luật hình sự	ʔ ɓ o ˧˨ ʔ l w ə t̚ ˧˨ ʔ h ï ŋ ˨˩ s ɨ ˧˨ ʔ
bộ lạc	ʔ ɓ o ˧˨ ʔ l aː k̚ ˧˨ ʔ
bộ máy	ʔ ɓ o ˧˨ ʔ m a j ˧˦
bộ môn	ʔ ɓ o ˧˨ ʔ m o n ˧˧
bộ mặt	ʔ ɓ o ˧˨ ʔ m a t̚ ˧˨ ʔ
bộ nhớ	ʔ ɓ o ˧˨ ʔ ɲ əː ˧˦
bộ nhớ truy cập ngẫu nhiên	ʔ ɓ o ˧˨ ʔ ɲ əː ˧˦ t͡ɕ w i ˧˧ k ə p̚ ˧˨ ʔ ŋ ə w ˦ˀ˥ ɲ i ə n ˧˧
bộ nhớ đệm	ʔ ɓ o ˧˨ ʔ ɲ əː ˧˦ ʔ ɗ e m ˧˨ ʔ
bộ nhớ ảo	ʔ ɓ o ˧˨ ʔ ɲ əː ˧˦ ʔ aː w ˧˩
bộ năm	ʔ ɓ o ˧˨ ʔ n a m ˧˧
bộ phận	ʔ ɓ o ˧˨ ʔ f ə n ˧˨ ʔ
bộ sáu	ʔ ɓ o ˧˨ ʔ s a w ˧˦
bộ sậu	ʔ ɓ o ˧˨ ʔ s ə w ˧˨ ʔ
bộ thủ	ʔ ɓ o ˧˨ ʔ tʰ u ˧˩
bộ trưởng	ʔ ɓ o ˧˨ ʔ t͡ɕ ɨ ə ŋ ˧˩
bộ tám	ʔ ɓ o ˧˨ ʔ t aː m ˧˦
bộ tộc	ʔ ɓ o ˧˨ ʔ t ə w k͡p̚ ˧˨ ʔ
bộ tứ	ʔ ɓ o ˧˨ ʔ t ɨ ˧˦
bộ vuông	ʔ ɓ o ˧˨ ʔ v u ə ŋ ˧˧
bộ xương	ʔ ɓ o ˧˨ ʔ s ɨ ə ŋ ˧˧
bộ xử lí	ʔ ɓ o ˧˨ ʔ s ɨ ˧˩ l i ˧˦
bộ xử lí trung tâm	ʔ ɓ o ˧˨ ʔ s ɨ ˧˩ l i ˧˦ t͡ɕ ʊ w ŋ͡m ˧˧ t ə m ˧˧
bộ óc	ʔ ɓ o ˧˨ ʔ ʔ a w k͡p̚ ˧˦
bộ điệu	ʔ ɓ o ˧˨ ʔ ʔ ɗ i ə w ˧˨ ʔ
bộ đôi	ʔ ɓ o ˧˨ ʔ ʔ ɗ o j ˧˧
bộ đồ	ʔ ɓ o ˧˨ ʔ ʔ ɗ o ˨˩
bộ đội	ʔ ɓ o ˧˨ ʔ ʔ ɗ o j ˧˨ ʔ
bộc bạch	ʔ ɓ ə w k͡p̚ ˧˨ ʔ ʔ ɓ a j k̟̚ ˧˨ ʔ
bộc lộ	ʔ ɓ ə w k͡p̚ ˧˨ ʔ l o ˧˨ ʔ
bộc phát	ʔ ɓ ə w k͡p̚ ˧˨ ʔ f aː t̚ ˧˦
bộc trực	ʔ ɓ ə w k͡p̚ ˧˨ ʔ t͡ɕ ɨ k̚ ˧˨ ʔ
bội	ʔ ɓ o j ˧˨ ʔ
bội bạc	ʔ ɓ o j ˧˨ ʔ ʔ ɓ aː k̚ ˧˨ ʔ
bội chi	ʔ ɓ o j ˧˨ ʔ t͡ɕ i ˧˧
bội chung nhỏ nhất	ʔ ɓ o j ˧˨ ʔ t͡ɕ ʊ w ŋ͡m ˧˧ ɲ ɔ ˧˩ ɲ ə t̚ ˧˦
bội nghịch	ʔ ɓ o j ˧˨ ʔ ŋ ï k̟̚ ˧˨ ʔ
bội phản	ʔ ɓ o j ˧˨ ʔ f aː n ˧˩
bội phần	ʔ ɓ o j ˧˨ ʔ f ə n ˨˩
bội số	ʔ ɓ o j ˧˨ ʔ s o ˧˦
bội số chung nhỏ nhất	ʔ ɓ o j ˧˨ ʔ s o ˧˦ t͡ɕ ʊ w ŋ͡m ˧˧ ɲ ɔ ˧˩ ɲ ə t̚ ˧˦
bội thu	ʔ ɓ o j ˧˨ ʔ tʰ u ˧˧
bội thực	ʔ ɓ o j ˧˨ ʔ tʰ ɨ k̚ ˧˨ ʔ
bội tinh	ʔ ɓ o j ˧˨ ʔ t ï ŋ ˧˧
bội tín	ʔ ɓ o j ˧˨ ʔ t i n ˧˦
bội ước	ʔ ɓ o j ˧˨ ʔ ʔ ɨ ə k̚ ˧˦
bộn	ʔ ɓ o n ˧˨ ʔ
bớ	ʔ ɓ əː ˧˦
bới	ʔ ɓ əː j ˧˦
bới lông tìm vết	ʔ ɓ əː j ˧˦ l ə w ŋ͡m ˧˧ t i m ˨˩ v e t̚ ˧˦
bới móc	ʔ ɓ əː j ˧˦ m a w k͡p̚ ˧˦
bớn	ʔ ɓ əː n ˧˦
bớp	ʔ ɓ əː p̚ ˧˦
bớt	ʔ ɓ əː t̚ ˧˦
bớt miệng	ʔ ɓ əː t̚ ˧˦ m i ə ŋ ˧˨ ʔ
bờ	ʔ ɓ əː ˨˩
bờ bến	ʔ ɓ əː ˨˩ ʔ ɓ e n ˧˦
bờ kè	ʔ ɓ əː ˨˩ k ɛ ˨˩
bờ lốc	ʔ ɓ əː ˨˩ l ə w k͡p̚ ˧˦
bờ mẫu	ʔ ɓ əː ˨˩ m ə w ˦ˀ˥
bời lời	ʔ ɓ əː j ˨˩ l əː j ˨˩
bờm	ʔ ɓ əː m ˨˩
bờm xờm	ʔ ɓ əː m ˨˩ s əː m ˨˩
bở	ʔ ɓ əː ˧˩
bở hơi tai	ʔ ɓ əː ˧˩ h əː j ˧˧ t aː j ˧˧
bởi	ʔ ɓ əː j ˧˩
bởi chưng	ʔ ɓ əː j ˧˩ t͡ɕ ɨ ŋ ˧˧
bởi lẽ	ʔ ɓ əː j ˧˩ l ɛ ˦ˀ˥
bởi thế	ʔ ɓ əː j ˧˩ tʰ e ˧˦
bởi vì	ʔ ɓ əː j ˧˩ v i ˨˩
bởi vậy	ʔ ɓ əː j ˧˩ v ə j ˧˨ ʔ
bỡ ngỡ	ʔ ɓ əː ˦ˀ˥ ŋ əː ˦ˀ˥
bỡn	ʔ ɓ əː n ˦ˀ˥
bỡn cợt	ʔ ɓ əː n ˦ˀ˥ k əː t̚ ˧˨ ʔ
bợ	ʔ ɓ əː ˧˨ ʔ
bợ đỡ	ʔ ɓ əː ˧˨ ʔ ʔ ɗ əː ˦ˀ˥
bợm	ʔ ɓ əː m ˧˨ ʔ
bợm bãi	ʔ ɓ əː m ˧˨ ʔ ʔ ɓ aː j ˦ˀ˥
bợm nhậu	ʔ ɓ əː m ˧˨ ʔ ɲ ə w ˧˨ ʔ
bợn	ʔ ɓ əː n ˧˨ ʔ
bụ	ʔ ɓ u ˧˨ ʔ
bụ bẫm	ʔ ɓ u ˧˨ ʔ ʔ ɓ ə m ˦ˀ˥
bục	ʔ ɓ ʊ w k͡p̚ ˧˨ ʔ
bục giảng	ʔ ɓ ʊ w k͡p̚ ˧˨ ʔ z aː ŋ ˧˩
bục mặt	ʔ ɓ ʊ w k͡p̚ ˧˨ ʔ m a t̚ ˧˨ ʔ
bụi	ʔ ɓ u j ˧˨ ʔ
bụi bặm	ʔ ɓ u j ˧˨ ʔ ʔ ɓ a m ˧˨ ʔ
bụi hồng	ʔ ɓ u j ˧˨ ʔ h ə w ŋ͡m ˨˩
bụi đời	ʔ ɓ u j ˧˨ ʔ ʔ ɗ əː j ˨˩
bụm	ʔ ɓ u m ˧˨ ʔ
bụng	ʔ ɓ ʊ w ŋ͡m ˧˨ ʔ
bụng chân	ʔ ɓ ʊ w ŋ͡m ˧˨ ʔ t͡ɕ ə n ˧˧
bụng cấp	ʔ ɓ ʊ w ŋ͡m ˧˨ ʔ k ə p̚ ˧˦
bụng dạ	ʔ ɓ ʊ w ŋ͡m ˧˨ ʔ z aː ˧˨ ʔ
bụp giấm	ʔ ɓ u p̚ ˧˨ ʔ z ə m ˧˦
bủa	ʔ ɓ u ə ˧˩
bủa vây	ʔ ɓ u ə ˧˩ v ə j ˧˧
bủh	ʔ ɓ u ˧˩
bủh	ʔ ɓ ɹ əː ˨˩
bủn	ʔ ɓ u n ˧˩
bủn rủn	ʔ ɓ u n ˧˩ z u n ˧˩
bủn xỉn	ʔ ɓ u n ˧˩ s i n ˧˩
bủng	ʔ ɓ ʊ w ŋ͡m ˧˩
bứa	ʔ ɓ ɨ ə ˧˦
bức	ʔ ɓ ɨ k̚ ˧˦
bức bách	ʔ ɓ ɨ k̚ ˧˦ ʔ ɓ a j k̟̚ ˧˦
bức bí	ʔ ɓ ɨ k̚ ˧˦ ʔ ɓ i ˧˦
bức bối	ʔ ɓ ɨ k̚ ˧˦ ʔ ɓ o j ˧˦
bức rút	ʔ ɓ ɨ k̚ ˧˦ z u t̚ ˧˦
bức thiết	ʔ ɓ ɨ k̚ ˧˦ tʰ i ə t̚ ˧˦
bức tử	ʔ ɓ ɨ k̚ ˧˦ t ɨ ˧˩
bức xúc	ʔ ɓ ɨ k̚ ˧˦ s ʊ w k͡p̚ ˧˦
bức xạ	ʔ ɓ ɨ k̚ ˧˦ s aː ˧˨ ʔ
bức xạ điện từ	ʔ ɓ ɨ k̚ ˧˦ s aː ˧˨ ʔ ʔ ɗ i ə n ˧˨ ʔ t ɨ ˨˩
bứng	ʔ ɓ ɨ ŋ ˧˦
bứt	ʔ ɓ ɨ t̚ ˧˦
bứt phá	ʔ ɓ ɨ t̚ ˧˦ f aː ˧˦
bứt rứt	ʔ ɓ ɨ t̚ ˧˦ z ɨ t̚ ˧˦
bứt tốc	ʔ ɓ ɨ t̚ ˧˦ t ə w k͡p̚ ˧˦
bừa	ʔ ɓ ɨ ə ˨˩
bừa bãi	ʔ ɓ ɨ ə ˨˩ ʔ ɓ aː j ˦ˀ˥
bừa bộn	ʔ ɓ ɨ ə ˨˩ ʔ ɓ o n ˧˨ ʔ
bừng	ʔ ɓ ɨ ŋ ˨˩
bửa	ʔ ɓ ɨ ə ˧˩
bửn	ʔ ɓ ɨ n ˧˩
bửu bối	ʔ ɓ i w ˧˩ ʔ ɓ o j ˧˦
bữa	ʔ ɓ ɨ ə ˦ˀ˥
bữa cơm	ʔ ɓ ɨ ə ˦ˀ˥ k əː m ˧˧
bữa diếp	ʔ ɓ ɨ ə ˦ˀ˥ z i ə p̚ ˧˦
bữa hổm	ʔ ɓ ɨ ə ˦ˀ˥ h o m ˧˩
bữa nay	ʔ ɓ ɨ ə ˦ˀ˥ n a j ˧˧
bữa ăn	ʔ ɓ ɨ ə ˦ˀ˥ ʔ a n ˧˧
bự	ʔ ɓ ɨ ˧˨ ʔ
bự đùng	ʔ ɓ ɨ ˧˨ ʔ ʔ ɗ ʊ w ŋ͡m ˨˩
bựa	ʔ ɓ ɨ ə ˧˨ ʔ
bực	ʔ ɓ ɨ k̚ ˧˨ ʔ
bực bội	ʔ ɓ ɨ k̚ ˧˨ ʔ ʔ ɓ o j ˧˨ ʔ
bực dọc	ʔ ɓ ɨ k̚ ˧˨ ʔ z a w k͡p̚ ˧˨ ʔ
bực mình	ʔ ɓ ɨ k̚ ˧˨ ʔ m ï ŋ ˨˩
bực tức	ʔ ɓ ɨ k̚ ˧˨ ʔ t ɨ k̚ ˧˦
c	k əː ˨˩
