अ	ə
क़ुव्वत	q ʊ ʋ ʋ ə t̪
क़ुस्तुंतुनिया	k ʊ s t̪ ʊ n t̪ ʊ n ɪ j ɑː
क़ुस्तुंतुनिया	q ʊ s t̪ ʊ n t̪ ʊ n ɪ j ɑː
क़ै	k ɛː
क़ै	q ɛː
क़ैंचियाँ	k ɛ̃ː t͡ʃ ɪ j ɑ̃ː
क़ैंचियाँ	q ɛ̃ː t͡ʃ ɪ j ɑ̃ː
क़ैंचियो	k ɛ̃ː t͡ʃ ɪ j oː
क़ैंचियो	q ɛ̃ː t͡ʃ ɪ j oː
क़ैंचियों	k ɛ̃ː t͡ʃ ɪ j õː
क़ैंचियों	q ɛ̃ː t͡ʃ ɪ j õː
क़ैंची	k ɛ̃ː t͡ʃ iː
क़ैंची	q ɛ̃ː t͡ʃ iː
क़ैद	k ɛː d̪
क़ैद	q ɛː d̪
क़ैदख़ाना	k ɛː d̪ kʰ ɑː n ɑː
क़ैदख़ाना	q ɛː d̪ x ɑː n ɑː
क़ैदी	k ɛː d̪ iː
क़ैदी	q ɛː d̪ iː
क़ैसर	k ɛː s ə ɾ
क़ैसर	q ɛː s ə ɾ
क़ौम	k ɔː m
क़ौम	q ɔː m
का	k ɑː
काँख	k ɑ̃ː kʰ
काँच	k ɑ̃ː t͡ʃ
काँचली	k ɑ̃ː t͡ʃ l iː
काँटा	k ɑ̃ː ʈ ɑː
काँटे	k ɑ̃ː ʈ eː
काँटेदार	k ɑ̃ː ʈ eː d̪ ɑː ɾ
काँटों	k ɑ̃ː ʈ õː
काँपना	k ɑ̃ː p n ɑː
काँव	k ɑ̃ː ʋ
काँस	k ɑ̃ː s
काँसा	k ɑ̃ː s ɑː
कांग्रेस	k ɑː ŋ ɡ ɾ eː s
कांग्रेसी	k ɔ ŋ ɡ ɾ eː s iː
कांजी	k ɑː n d͡ʒ iː
कांटा	k ɑː ɳ ʈ ɑː
कांति	k ɑː n t̪ iː
कांदा	k ɑː n d̪ ɑː
कांपना	k ɑː m p n ɑː
कांसा	k ɑː n s ɑː
कांसी	k ɑː n s iː
कांस्ययुग	k ɑː n s j ə j ʊ ɡ
काई	k ɑː iː
काकसेन	k ɑː k s eː n
काका	k ɑː k ɑː
काकातुआ	k ɑː k ɑː t̪ ʊ ɑː
काकियाँ	k ɑː k ɪ j ɑ̃ː
काकियो	k ɑː k ɪ j oː
काकियों	k ɑː k ɪ j õː
काकी	k ɑː k iː
काग	k ɑː ɡ
कागज	k ɑː ɡ ə d͡ʒ
कागज	k ɑː ɣ ə z
कागज़	k ɑː ɡ ə d͡ʒ
कागज़	k ɑː ɣ ə z
कागद	k ɑː ɡ ə d̪
काग़ज	k ɑː ɡ ə d͡ʒ
काग़ज	k ɑː ɣ ə z
काग़ज़	k ɑː ɡ ə d͡ʒ
काग़ज़	k ɑː ɣ ə z
काग़ज़ात	k ɑː ɡ d͡ʒ ɑː t̪
काग़ज़ात	k ɑː ɣ z ɑː t̪
काग़ज़ो	k ɑː ɡ ə d͡ʒ oː
काग़ज़ो	k ɑː ɣ ə z oː
काग़ज़ों	k ɑː ɡ ə d͡ʒ õː
काग़ज़ों	k ɑː ɣ ə z õː
काज	k ɑː d͡ʒ
काजल	k ɑː d͡ʒ ə l
काजू	k ɑː d͡ʒ uː
काट	k ɑː ʈ
काटकर	k ɑː ʈ k ə ɾ
काटके	k ɑː ʈ k eː
काटता	k ɑː ʈ t̪ ɑː
काटती	k ɑː ʈ t̪ iː
काटतीं	k ɑː ʈ t̪ ĩː
काटते	k ɑː ʈ t̪ eː
काटना	k ɑː ʈ n ɑː
काटनी	k ɑː ʈ n iː
काटनीं	k ɑː ʈ n ĩː
काटने	k ɑː ʈ n eː
काटनेवाला	k ɑː ʈ n eː ʋ ɑː l ɑː
काटनेवाली	k ɑː ʈ n eː ʋ ɑː l iː
काटनेवालीं	k ɑː ʈ n eː ʋ ɑː l ĩː
काटनेवाले	k ɑː ʈ n eː ʋ ɑː l eː
काटा	k ɑː ʈ ɑː
काटिये	k ɑː ʈ ɪ j eː
काटियेगा	k ɑː ʈ ɪ j eː ɡ ɑː
काटियो	k ɑː ʈ ɪ j oː
काटी	k ɑː ʈ iː
काटीं	k ɑː ʈ ĩː
काटूँ	k ɑː ʈ ũː
काटूँगा	k ɑː ʈ uː ŋ ɡ ɑː
काटूँगी	k ɑː ʈ uː ŋ ɡ iː
काटे	k ɑː ʈ eː
काटें	k ɑː ʈ ẽː
काटेंगी	k ɑː ʈ eː ŋ ɡ iː
काटेंगे	k ɑː ʈ eː ŋ ɡ eː
काटेगा	k ɑː ʈ eː ɡ ɑː
काटेगी	k ɑː ʈ eː ɡ iː
काटो	k ɑː ʈ oː
काटोगी	k ɑː ʈ oː ɡ iː
काटोगे	k ɑː ʈ oː ɡ eː
काठ	k ɑː ʈʰ
काठमांडू	k ɑː ʈʰ m ɑː ɳ ɖ uː
काढ़ना	k ɑː ɽʱ n ɑː
काढ़ा	k ɑː ɽʱ ɑː
कान	k ɑː n
कानपुर	k ɑː n p ʊ ɾ
काना	k ɑː n ɑː
कानाफूसी	k ɑː n ɑː pʰ uː s iː
कानी	k ɑː n iː
कानून	k ɑː n uː n
कानून	q ɑː n uː n
कान्ति	k ɑː n t̪ iː
कान्हा	k ɑː n ɦ ɑː
कापी	k ɑː p iː
कापीराइट	k ɑː p iː ɾ ɑː ɪ ʈ
कापीराइटों	k ɑː p iː ɾ ɑː ɪ ʈ õː
काफल	k ɑː pʰ ə l
काफ़ी	k ɑː f iː
काफ़ी	k ɑː pʰ iː
काफी	k ɑː f iː
काफी	k ɑː pʰ iː
काबला	k ɑː b l ɑː
काबा	k ɑː b ɑː
काबीना	k ɑː b iː n ɑː
काबुकी	k ɑː b ʊ k iː
काबुल	k ɑː b ʊ l
काबुली	k ɑː b ʊ l iː
काम	k ɑː m
कामकाज	k ɑː m k ɑː d͡ʒ
कामक्रिया	k ɑː m ə k ɾ ɪ j ɑː
कामगार	k ɑː m ɡ ɑː ɾ
कामचोर	k ɑː m t͡ʃ oː ɾ
कामना	k ɑː m n ɑː
कामयाब	k ɑː m j ɑː b
कामवाली	k ɑː m ʋ ɑː l iː
कामिल	k ɑː m ɪ l
कामी	k ɑː m iː
कामुक	k ɑː m ʊ k
कामुकता	k ɑː m ʊ k t̪ ɑː
कामो	k ɑː m oː
कामों	k ɑː m õː
कामोन्माद	k ɑː m oː n m ɑː d̪
कायको	k ɑː j k oː
कायदा	k ɑː j d̪ ɑː
कायदा	q ɑː j d̪ ɑː
कायनात	k ɑː j n ɑː t̪
कायर	k ɑː j ə ɾ
कायरो	k ɑː j ə ɾ oː
कायरों	k ɑː j ə ɾ õː
कायांतरण	k ɑː j ɑː n t̪ ə ɾ ə ɳ
कायान्तरण	k ɑː j ɑː n t̪ ə ɾ ə ɳ
कायापलट	k ɑː j ɑː p ə l ə ʈ
कायोत्सर्ग	k ɑː j oː t̪ s ə ɾ ɡ
कार	k ɑː ɾ
कारक	k ɑː ɾ ə k
कारख़ाना	k ɑː ɾ kʰ ɑː n ɑː
कारख़ाना	k ɑː ɾ x ɑː n ɑː
कारखाना	k ɑː ɾ kʰ ɑː n ɑː
कारखाना	k ɑː ɾ x ɑː n ɑː
कारगर	k ɑː ɾ ɡ ə ɾ
कारज़ार	k ɑː ɾ d͡ʒ ɑː ɾ
कारज़ार	k ɑː ɾ z ɑː ɾ
कारण	k ɑː ɾ ə ɳ
कारणो	k ɑː ɾ ə ɳ oː
कारणों	k ɑː ɾ ə ɳ õː
कारतूस	k ɑː ɾ t̪ uː s
कारनामा	k ɑː ɾ n ɑː m ɑː
कारबार	k ɑː ɾ b ɑː ɾ
कारवाँ	k ɑː ɾ ʋ ɑ̃ː
कारवां	k ɑː ɾ ʋ ɑ̃ː
कारवान	k ɑː ɾ ʋ ɑː n
कारा	k ɑː ɾ ɑː
कारावास	k ɑː ɾ ɑː ʋ ɑː s
कारी	k ɑː ɾ iː
कारीगर	k ɑː ɾ iː ɡ ə ɾ
कारोबारी	k ɑː ɾ oː b ɑː ɾ iː
कार्गो	k ɑː ɾ ɡ oː
कार्टून	k ɑː ɾ ʈ uː n
कार्ड	k ɑː ɾ ɖ
कार्डिफ़	k ɑː ɾ ɖ ɪ f
कार्डिफ़	k ɑː ɾ ɖ ɪ pʰ
कार्तिक	k ɑː ɾ t̪ ɪ k
कार्तिकेय	k ɑː ɾ t̪ ɪ k eː j
कार्त्तिक	k ɑː ɾ t̪ ɪ k
कार्थेज	k ɑː ɾ t̪ʰ eː d͡ʒ
कार्बन	k ɑː ɾ b ə n
कार्बनिक	k ɑː ɾ b ə n ɪ k
कार्य	k ɑː ɾ jᵊ
कार्यकर्ता	k ɑː ɾ j ə k ə ɾ t̪ ɑː
कार्यकर्ताओ	k ɑː ɾ j ə k ə ɾ t̪ ɑː oː
कार्यकर्ताओं	k ɑː ɾ j ə k ə ɾ t̪ ɑː õː
कार्यकाल	k ɑː ɾ j ə k ɑː l
कार्यकुशल	k ɑː ɾ j ə k ʊ ʃ ə l
कार्यक्रम	k ɑː ɾ j ə k ɾ ə m
कार्यक्रमो	k ɑː ɾ j ə k ɾ ə m oː
कार्यक्रमों	k ɑː ɾ j ə k ɾ ə m õː
कार्यभार	k ɑː ɾ j ə bʱ ɑː ɾ
कार्यवाही	k ɑː ɾ j ə ʋ ɑː ɦ iː
कार्यशाला	k ɑː ɾ j ə ʃ ɑː l ɑː
कार्यसमिति	k ɑː ɾ j ə s ə m ɪ t̪ iː
कार्यसूची	k ɑː ɾ j ə s uː t͡ʃ iː
कार्यान्वित	k ɑː ɾ j ɑː n ʋ ɪ t̪
कार्यालय	k ɑː ɾ j ɑː l ə j
कार्यो	k ɑː ɾ j oː
कार्यों	k ɑː ɾ j õː
कार्रवाई	k ɑː ɾ ɾ ə ʋ ɑː iː
काल	k ɑː l
कालक्रम	k ɑː l k ɾ ə m
कालजयी	k ɑː l d͡ʒ ə j iː
कालदर्शक	k ɑː l d̪ ə ɾ ʃ ə k
कालद्वीप	k ɑː l ə d̪ ʋ iː p
काला	k ɑː l ɑː
कालाधन	k ɑː l ɑː d̪ʱ ə n
कालापन	k ɑː l ɑː p ə n
कालाबाज़ारी	k ɑː l ɑː b ɑː d͡ʒ ɑː ɾ iː
कालाबाज़ारी	k ɑː l ɑː b ɑː z ɑː ɾ iː
कालिज	k ɑː l ɪ d͡ʒ
कालिय	k ɑː l ɪ j ɑː
कालिय	k ɑː l ɪ jᵊ
कालिय	k ɑː l ɪ ɑː
काली	k ɑː l iː
कालीन	k ɑː l iː n
कालू	k ɑː l uː
कालेज	k ɑː l eː d͡ʒ
काल्पनिक	k ɑː l p ə n ɪ k
काव्य	k ɑː ʋ jᵊ
काशी	k ɑː ʃ iː
काष्ठतक्षक	k ɑː ʂ ʈʰ t̪ ə k ʂ ə k
काष्ठशर्करा	k ɑː ʂ ʈʰ ʃ ə ɾ k ə ɾ ɑː
कासा	k ɑː s ɑː
काहकशान	k ɑː ɦ k ə ʃ ɑː n
कि	k e
कि	k i
किंतु	k ɪ n t̪ uː
किंवदंती	k ɪ m ʋ d̪ ə n t̪ iː
किए	k ɪ eː
किचकिच	k ɪ t͡ʃ k ɪ t͡ʃ
किचन	k ɪ t͡ʃ ə n
किण्व	k ɪ ɳ ʋᵊ
कितक	k ɪ t̪ ə k
कितना	k ɪ t̪ n ɑː
कितनी	k ɪ t̪ n iː
कितने	k ɪ t̪ n eː
किताब	k ɪ t̪ ɑː b
किताबें	k ɪ t̪ ɑː b ẽː
किताबो	k ɪ t̪ ɑː b oː
किताबों	k ɪ t̪ ɑː b õː
किन	k ɪ n
किनका	k ɪ n k ɑː
किनको	k ɪ n k oː
किनवानी	k ɪ n ʋ ɑː n iː
किनहोंने	k ɪ n ɦ õː n eː
किन्तु	k ɪ n t̪ uː
किन्नर	k ɪ n n ə ɾ
किन्हें	k ɪ n ɦ ẽː
किफ़ायत	k ɪ f ɑː j ə t̪
किफ़ायत	k ɪ pʰ ɑː j ə t̪
किफ़ायती	k ɪ f ɑː j ə t̪ iː
किफ़ायती	k ɪ pʰ ɑː j ə t̪ iː
किफायत	k ɪ f ɑː j ə t̪
किफायत	k ɪ pʰ ɑː j ə t̪
किबलई	k ɪ b l ə iː
किमी	k ɪ m iː
किया	k ɪ j ɑː
किये	k ɪ j eː
कियेव	k ɪ j eː ʋ
किरकिला	k ɪ ɾ k ɪ l ɑː
किरगिज़	k ɪ ɾ ɡ ɪ d͡ʒ
किरगिज़	k ɪ ɾ ɡ ɪ z
किरच	k ɪ ɾ ə t͡ʃ
किरचा	k ɪ ɾ t͡ʃ ɑː
किरण	k ɪ ɾ ə ɳ
किरणपुंज	k ɪ ɾ ə ɳ p ʊ n d͡ʒ
किरदार	k ɪ ɾ d̪ ɑː ɾ
किराँची	k ɪ ɾ ɑ̃ː t͡ʃ iː
किराना	k ɪ ɾ ɑː n ɑː
किराने	k ɪ ɾ ɑː n eː
किराया	k ɪ ɾ ɑː j ɑː
किरायानामा	k ɪ ɾ ɑː j ɑː n ɑː m ɑː
किरायेदार	k ɪ ɾ ɑː j eː d̪ ɑː ɾ
किरासन	k ɪ ɾ ɑː s ə n
किरिच	k ɪ ɾ ɪ t͡ʃ
किर्गिज़स्तान	k ɪ ɾ ɡ ɪ d͡ʒ ə s t̪ ɑː n
किर्गिज़स्तान	k ɪ ɾ ɡ ɪ z ə s t̪ ɑː n
किर्च	k ɪ ɾ t͡ʃ
किलनी	k ɪ l n iː
किला	k ɪ l ɑː
किला	q ɪ l ɑː
किले	k ɪ l eː
किले	q ɪ l eː
किलो	k ɪ l oː
किलों	k ɪ l õː
किलों	q ɪ l õː
किलोग्राम	k ɪ l oː ɡ ɾ ɑː m
किलोमीटर	k ɪ l oː m iː ʈ ə ɾ
किल्ला	k ɪ l l ɑː
किवाड़	k ɪ ʋ ɑː ɽ
किशमिश	k ɪ ʃ m ɪ ʃ
किशवर	k ɪ ʃ ʋ ə ɾ
किशोर	k ɪ ʃ oː ɾ
किशोरा	k ɪ ʃ oː ɾ ɑː
किशोरी	k ɪ ʃ oː ɾ iː
किश्त	k ɪ ʃ t̪
किश्ती	k ɪ ʃ t̪ iː
किस	k ɪ s
किसका	k ɪ s k ɑː
किसको	k ɪ s k oː
किसने	k ɪ s n eː
किसान	k ɪ s ɑː n
किसानी	k ɪ s ɑː n iː
किसानो	k ɪ s ɑː n oː
किसानों	k ɪ s ɑː n õː
किसिंजर	k ɪ s ɪ n d͡ʒ ə ɾ
किसी	k ɪ s iː
किसे	k ɪ s eː
किस्म	k ɪ s m
किस्म	q ɪ s m
किस्मो	k ɪ s m oː
किस्मो	q ɪ s m oː
किस्मों	k ɪ s m õː
किस्मों	q ɪ s m õː
की	k iː
कीं	k ĩː
कीकर	k iː k ə ɾ
कीचड़	k iː t͡ʃ ə ɽ
कीचड़ो	k iː t͡ʃ ə ɽ oː
कीचड़ों	k iː t͡ʃ ə ɽ õː
कीजिए	k iː d͡ʒ ɪ eː
कीजिएगा	k iː d͡ʒ ɪ eː ɡ ɑː
कीजिये	k iː d͡ʒ ɪ j eː
कीजियेगा	k iː d͡ʒ ɪ j eː ɡ ɑː
कीटविज्ञान	k iː ʈ ʋ ɪ ɡ j ɑː n
कीटाणु	k iː ʈ ɑː ɳ uː
कीड़ा	k iː ɽ ɑː
कीनना	k iː n n ɑː
कीना	k iː n ɑː
कीबोर्ड	k iː b oː ɾ ɖ
कीमत	k iː m ə t̪
कीमत	q iː m ə t̪
कीमतें	k iː m ə t̪ ẽː
कीमतें	q iː m ə t̪ ẽː
कीमतो	k iː m ə t̪ oː
कीमतो	q iː m ə t̪ oː
कीमतों	k iː m ə t̪ õː
कीमतों	q iː m ə t̪ õː
कीमिया	k iː m ɪ j ɑː
कीर्तन	k iː ɾ t̪ ə n
कीर्ति	k iː ɾ t̪ iː
कील	k iː l
कीलाकार	k iː l ɑː k ɑː ɾ
कीलाक्षर	k iː l ɑː k ʂ ə ɾ
कीव	k iː ʋ
कुँआ	k ʊ̃ ɑː
कुँआरी	k ʊ̃ ɑː ɾ iː
कुँवर	k ũː ə ɾ
कुँवर	k ʊ̃ ʋ ə ɾ
कुंजड़ा	k ʊ n d͡ʒ ɽ ɑː
कुंजी	k ʊ n d͡ʒ iː
कुंजीपटल	k ʊ n d͡ʒ iː p ə ʈ ə l
कुंड	k ʊ ɳ ɖ
कुंडली	k ʊ ɳ ɖ l iː
कुंडली	k ʊ ɳ ɖ ə l iː
कुंडियाँ	k ʊ ɳ ɖ ɪ j ɑ̃ː
कुंडियो	k ʊ ɳ ɖ ɪ j oː
कुंडियों	k ʊ ɳ ɖ ɪ j õː
कुंडी	k ʊ ɳ ɖ iː
कुंद	k ʊ n d̪
कुंभ	k ʊ m bʱ
कुंभकार	k ʊ m bʱ k ɑː ɾ
कुंभकारो	k ʊ m bʱ k ɑː ɾ oː
कुंभकारों	k ʊ m bʱ k ɑː ɾ õː
कुआँ	k ʊ ɑ̃ː
कुक	k ʊ k
कुकी	k ʊ k iː
कुकुरमुत्ता	k ʊ k ʊ ɾ m ʊ t̪ t̪ ɑː
कुक्कुट	k ʊ k k ʊ ʈ
कुक्कुटियाँ	k ʊ k k ʊ ʈ ɪ j ɑ̃ː
कुक्कुटियों	k ʊ k k ʊ ʈ ɪ j õː
कुक्कुटी	k ʊ k k ʊ ʈ iː
कुक्कुटों	k ʊ k k ʊ ʈ õː
कुख्यात	k ʊ kʰ j ɑː t̪
कुख्याति	k ʊ kʰ j ɑː t̪ iː
कुचलना	k ʊ t͡ʃ ə l n ɑː
कुछ	k ʊ t͡ʃʰ
कुटकी	k ʊ ʈ k iː
कुटज	k ʊ ʈ ə d͡ʒ
कुटिया	k ʊ ʈ ɪ j ɑː
कुटिल	k ʊ ʈ ɪ l
कुटुंब	k ʊ ʈ ʊ m b
कुट्टार	k ʊ ʈ ʈ ɑː ɾ
कुड़मा	k ʊ ɽ m ɑː
कुड़ाली	k ʊ ɽ ɑː l iː
कुड़ुमचोदी	k ʊ ɽ ʊ m t͡ʃ oː d̪ iː
कुढ़ना	k ʊ ɽʱ n ɑː
कुतरना	k ʊ t̪ ə ɾ n ɑː
कुतिया	k ʊ t̪ ɪ j ɑː
कुत्ता	k ʊ t̪ t̪ ɑː
कुत्तियाँ	k ʊ t̪ t̪ ɪ j ɑ̃ː
कुत्तियो	k ʊ t̪ t̪ ɪ j oː
कुत्तियों	k ʊ t̪ t̪ ɪ j õː
कुत्ती	k ʊ t̪ t̪ iː
कुत्ते	k ʊ t̪ t̪ eː
कुत्तो	k ʊ t̪ t̪ oː
कुत्तों	k ʊ t̪ t̪ õː
कुत्र	k ʊ t̪ ɾᵊ
कुत्रापि	k ʊ t̪ ɾ ɑː p iː
कुदाल	k ʊ d̪ ɑː l
कुनबा	k ʊ n b ɑː
कुनह	k ʊ n ɦᵊ
कुनिश्त	k ʊ n ɪ ʃ t̪
कुप्पा	k ʊ p p ɑː
कुप्पी	k ʊ p p iː
कुबड़ा	k ʊ b ɽ ɑː
कुबेर	k ʊ b eː ɾ
कुब्ज	k ʊ b d͡ʒ
कुब्जा	k ʊ b d͡ʒ ɑː
कुब्बा	k ʊ b b ɑː
कुमक	k ʊ m ə k
कुमाऊँ	k ʊ m ɑː ũː
कुमार	k ʊ m ɑː ɾ
कुमारी	k ʊ m ɑː ɾ iː
कुमारीच्छद	k ʊ m ɑː ɾ iː t̪ t͡ʃʰ ə d̪
कुमुदिनी	k ʊ m ʊ d̪ ɪ n iː
कुम्भकार	k ʊ m bʱ k ɑː ɾ
कुम्भकारों	k ʊ m bʱ k ɑː ɾ õː
कुम्हड़ा	k ʊ m ɦ ə ɽ ɑː
कुम्हलाना	k ʊ m ɦ l ɑː n ɑː
कुम्हार	k ʊ m ɦ ɑː ɾ
कुम्हारों	k ʊ m ɦ ɑː ɾ õː
कुरकुरा	k ʊ ɾ k ʊ ɾ ɑː
कुरकुरी	k ʊ ɾ k ʊ ɾ iː
कुरकुरे	k ʊ ɾ k ʊ ɾ eː
कुरता	k ʊ ɾ t̪ ɑː
कुरूपता	k ʊ ɾ uː p t̪ ɑː
कुरेदना	k ʊ ɾ eː d̪ n ɑː
कुर्की	k ʊ ɾ k iː
कुर्दमी	k ʊ ɾ d̪ ə m iː
कुर्दिस्तान	k ʊ ɾ d̪ ɪ s t̪ ɑː n
कुर्नूल	k ʊ ɾ n uː l
कुर्बानी	k ʊ ɾ b ɑː n iː
कुल	k ʊ l
कुलक	k ʊ l ə k
कुलटा	k ʊ l ʈ ɑː
कुलत्थ	k ʊ l ə t̪ t̪ʰ
कुलत्थिका	k ʊ l ə t̪ t̪ʰ ɪ k ɑː
कुलथी	k ʊ l t̪ʰ iː
कुलधर्म	k ʊ l d̪ʱ ə ɾ m
कुलों	k ʊ l õː
कुल्चा	k ʊ l t͡ʃ ɑː
कुल्चे	k ʊ l t͡ʃ eː
कुल्चो	k ʊ l t͡ʃ oː
कुल्चों	k ʊ l t͡ʃ õː
कुल्ला	k ʊ l l ɑː
कुल्हड़	k ʊ l ɦ ə ɽ
कुल्हाड़ी	k ʊ l ɦ ɑː ɽ iː
कुवैत	k ʊ ʋ ɛː t̪
कुशल	k ʊ ʃ ə l
कुशवाहा	k ʊ ʃ ʋ ɑː ɦ ɑː
कुशासन	k ʊ ʃ ɑː s ə n
कुश्त	k ʊ ʃ t̪
कुश्ती	k ʊ ʃ t̪ iː
कुश्तोख़ून	k ʊ ʃ t̪ oː kʰ uː n
कुश्तोख़ून	k ʊ ʃ t̪ oː x uː n
कुसल	k ʊ s ə l
कुसुम	k ʊ s ʊ m
कुसूर	k ʊ s uː ɾ
कुसूर	q ʊ s uː ɾ
कुहनी	k ʊ ɦ n iː
कुहरा	k ʊ ɦ ɾ ɑː
कू	k uː
कूच	k uː t͡ʃ
कूचा	k uː t͡ʃ ɑː
कूट	k uː ʈ
कूटनीति	k uː ʈ n iː t̪ iː
कूटनीतिक	k uː ʈ n iː t̪ ɪ k
कूटनीतिज्ञ	k uː ʈ n iː t̪ ɪ ɡ jᵊ
कूड़ा	k uː ɽ ɑː
कूड़ेदान	k uː ɽ eː d̪ ɑː n
कूत	k uː t̪
कूद	k uː d̪
कूदकर	k uː d̪ k ə ɾ
कूदके	k uː d̪ k eː
कूदता	k uː d̪ t̪ ɑː
कूदती	k uː d̪ t̪ iː
कूदतीं	k uː d̪ t̪ ĩː
कूदते	k uː d̪ t̪ eː
कूदना	k uː d̪ n ɑː
कूदनी	k uː d̪ n iː
कूदनीं	k uː d̪ n ĩː
कूदने	k uː d̪ n eː
कूदनेवाला	k uː d̪ n eː ʋ ɑː l ɑː
कूदनेवाली	k uː d̪ n eː ʋ ɑː l iː
कूदनेवालीं	k uː d̪ n eː ʋ ɑː l ĩː
कूदनेवाले	k uː d̪ n eː ʋ ɑː l eː
कूदा	k uː d̪ ɑː
कूदिये	k uː d̪ ɪ j eː
कूदियेगा	k uː d̪ ɪ j eː ɡ ɑː
कूदियो	k uː d̪ ɪ j oː
कूदी	k uː d̪ iː
कूदीं	k uː d̪ ĩː
कूदूँ	k uː d̪ ũː
कूदूँगा	k uː d̪ uː ŋ ɡ ɑː
कूदूँगी	k uː d̪ uː ŋ ɡ iː
कूदे	k uː d̪ eː
कूदें	k uː d̪ ẽː
कूदेंगी	k uː d̪ eː ŋ ɡ iː
कूदेंगे	k uː d̪ eː ŋ ɡ eː
कूदेगा	k uː d̪ eː ɡ ɑː
कूदेगी	k uː d̪ eː ɡ iː
कूदो	k uː d̪ oː
कूदोगी	k uː d̪ oː ɡ iː
कूदोगे	k uː d̪ oː ɡ eː
कूपी	k uː p iː
कूबा	k uː b ɑː
कूर	k uː ɾ
कूलॉम	k uː l ɔ m
कूल्हा	k uː l ɦ ɑː
कृत	k ɾ ɪ t̪
कृतज्ञ	k ɾ ɪ t̪ ə ɡ jᵊ
कृति	k ɾ ɪ t̪ iː
कृतित्व	k ɾ ɪ t̪ ɪ t̪ ʋᵊ
कृतियाँ	k ɾ ɪ t̪ ɪ j ɑ̃ː
कृतियो	k ɾ ɪ t̪ ɪ j oː
कृतियों	k ɾ ɪ t̪ ɪ j õː
कृत्य	k ɾ ɪ t̪ jᵊ
कृत्रिम	k ɾ ɪ t̪ ɾ ɪ m
कृदंत	k ɾ ɪ d̪ ə n t̪
कृदन्त	k ɾ ɪ d̪ ə n t̪
कृपणताएँ	k ɾ ɪ p ə ɳ t̪ ɑː ẽː
कृपणताओ	k ɾ ɪ p ə ɳ t̪ ɑː oː
कृपणताओं	k ɾ ɪ p ə ɳ t̪ ɑː õː
कृपया	k ɾ ɪ p j ɑː
कृपा	k ɾ ɪ p ɑː
कृषक	k ɾ ɪ ʂ ə k
कृषि	k ɾ ɪ ʂ iː
कृष्ण	k ɾ ɪ ʂ ə ɳ
कृष्ण	k ɾ ɪ ʂ ɳ ɑː
कृष्ण	k ɾ ɪ ʂ ɳᵊ
कृष्णा	k ɾ ɪ ʂ ɳ ɑː
कॅटलोनिया	k æ ʈ l oː n ɪ j ɑː
कॅन्सर	k æ n s ə ɾ
के	k eː
केंचुली	k ẽː t͡ʃ ʊ l iː
केंद्र	k eː n d̪ ɾᵊ
केंद्रक	k eː n d̪ ɾ ə k
केंद्रित	k eː n d̪ ɾ ɪ t̪
केंद्रीकरण	k eː n d̪ ɾ iː k ə ɾ ə ɳ
केंद्रीय	k eː n d̪ ɾ iː jᵊ
केंद्रो	k eː n d̪ ɾ oː
केंद्रों	k eː n d̪ ɾ õː
केक	k eː k
केकड़ा	k eː k ɽ ɑː
केकड़ो	k eː k ɽ oː
केजरीवाल	k eː d͡ʒ ɾ iː ʋ ɑː l
केतली	k eː t̪ l iː
