ᆜ	j ɯ
남수단	n a̠ m sʰ u d a̠ n
남아공	n a̠ m a̠ ɡ o̞ ŋ
남아메리카	n a̠ m a̠ m e̞ ɾ i kʰ a̠
남아시아	n a̠ m a̠ ɕʰ i a̠
남아시아인	n a̠ m a̠ ɕʰ i a̠ i n
남아프리카	n a̠ m a̠ pʰ ɯ ɾ i kʰ a̠
남오미자	n a̠ m o̞ m i d͡ʑ a̠
남용	n a̠ː m j o ŋ
남원	n a̠ m w ʌ̹ n
남월	n a̠ m w ʌ̹ ɭ
남의자	n a̠ m ɰ i d͡ʑ a̠
남이사	n a̠ m i sʰ a̠
남자	n a̠ m d͡ʑ a̠
남자답다	n a̠ m d͡ʑ a̠ d a̠ p̚ t͈ a̠
남자아이	n a̠ m d͡ʑ a̠ a̠ i
남자친구	n a̠ m d͡ʑ a̠ t͡ɕʰ i n ɡ u
남작	n a̠ m d͡ʑ a̠ k̚
남장	n a̠ m d͡ʑ a̠ ŋ
남장하다	n a̠ m d͡ʑ a̠ ŋ ɦ a̠ d a̠
남조선	n a̠ m d͡ʑ o̞ sʰ ʌ̹ n
남존여비	n a̠ m d͡ʑ o̞ n ɲ ʌ̹ b i
남쪽	n a̠ m t͡ɕ͈ o̞ k̚
남체	n a̠ m t͡ɕʰ e̞
남초	n a̠ m t͡ɕʰ o̞
남측	n a̠ m t͡ɕʰ ɯ k̚
남친	n a̠ m t͡ɕʰ i n
남편	n a̠ m pʰ j ʌ̹ n
남포	n a̠ m pʰ o̞
남프릭	n a̠ m pʰ ɯ ɾ i k̚
남한	n a̠ m ɦ a̠ n
남향	n a̠ m ʝ a̠ ŋ
남향집	n a̠ m ʝ a̠ ŋ d͡ʑ i p̚
납	n a̠ p̚
납득하다	n a̠ p̚ t͈ ɯ kʰ a̠ d a̠
납량	n a̠ m ɲ a̠ ŋ
납량하다	n a̠ m ɲ a̠ ŋ ɦ a̠ d a̠
납북	n a̠ p̚ p͈ u k̚
납북되다	n a̠ p̚ p͈ u k̚ t͈ w e̞ d a̠
납세자	n a̠ p s͈ e̞ d͡ʑ a̠
납자루	n a̠ p̚ t͡ɕ͈ a̠ ɾ u
납작하다	n a̠ p̚ t͡ɕ͈ a̠ kʰ a̠ d a̠
납지리	n a̠ p̚ t͡ɕ͈ i ɾ i
납치	n a̠ p̚ t͡ɕʰ i
납치되다	n a̠ p̚ t͡ɕʰ i d w e̞ d a̠
납치하다	n a̠ p̚ t͡ɕʰ i ɦ a̠ d a̠
납품	n a̠ p̚ pʰ u m
납품하다	n a̠ p̚ pʰ u m ɦ a̠ d a̠
낫	n a̠ t̚
낫다	n a̠ː t̚ t͈ a̠
낭구	n a̠ ŋ ɡ u
낭그	n a̠ ŋ ɡ ɯ
낭독	n a̠ː ŋ d o̞ k̚
낭독되다	n a̠ː ŋ d o̞ k̚ t͈ w e̞ d a̠
낭독하다	n a̠ː ŋ d o̞ kʰ a̠ d a̠
낭만주의	n a̠ː ŋ m a̠ ɲ d͡ʑ u ɰ i
낭비	n a̠ː ŋ b i
낭비하다	n a̠ː ŋ b i ɦ a̠ d a̠
낭송	n a̠ː ŋ sʰ o̞ ŋ
낭송되다	n a̠ː ŋ sʰ o̞ ŋ d w e̞ d a̠
낭송하다	n a̠ː ŋ sʰ o̞ ŋ ɦ a̠ d a̠
낭인	n a̠ː ŋ i n
낭중	n a̠ ŋ d͡ʑ u ŋ
낭중	n a̠ː ŋ d͡ʑ u ŋ
낭하	n a̠ ŋ ɦ a̠
낮	n a̠ t̚
낮다	n a̠ t̚ t͈ a̠
낮달	n a̠ t̚ t͈ a̠ ɭ
낮아지다	n a̠ d͡ʑ a̠ d͡ʑ i d a̠
낮은음자리표	n a̠ d͡ʑ ɯ n ɯ m d͡ʑ a̠ ɾ i pʰ j o
낮일	n a̠ n n i ɭ
낮일하다	n a̠ n n i ɾ ɦ a̠ d a̠
낮잠	n a̠ t̚ t͡ɕ͈ a̠ m
낮잡다	n a̠ t̚ t͡ɕ͈ a̠ p̚ t͈ a̠
낮져밤이	n a̠ t̚ t͡ɕ͈ ʌ̹ b a̠ m i
낮추다	n a̠ t̚ t͡ɕʰ u d a̠
낯	n a̠ t̚
낯가리다	n a̠ t̚ k͈ a̠ ɾ i d a̠
낯익다	n a̠ n n i k̚ t͈ a̠
낱	n a̠ː t̚
낱낱이	n a̠ː n n a̠ t͡ɕʰ i
낱말	n a̠ː n m a̠ ɭ
낱자	n a̠ː t̚ t͡ɕ͈ a̠
낳다	n a̠ tʰ a̠
내	n ɛː
내각	n ɛː ɡ a̠ k̚
내강	n ɛː ɡ a̠ ŋ
내계	n ɛː ɡ j e̞
내과	n ɛː k͈ w a̠
내국인	n ɛː ɡ u ɡ i n
내놓다	n ɛː n o̞ tʰ a̠
내다	n ɛː d a̠
내달	n ɛː d a̠ ɭ
내독소	n ɛː d o̞ k s͈ o̞
내뚫다	n ɛː t͈ u ɭ tʰ a̠
내륙	n ɛː ɾ j u k̚
내리	n ɛː ɾ i
내면	n ɛː m j ʌ̹ n
내몰다	n ɛː m o̞ ɭ d a̠
내몰리다	n ɛː m o̞ ʎ ʎ i d a̠
내몽고	n ɛː m o̞ ŋ ɡ o̞
내밀다	n ɛː m i ɭ d a̠
내버리다	n ɛː b ʌ̹ ɾ i d a̠
내부	n ɛː b u
내빈	n ɛː b i n
내세	n ɛː sʰ e̞
내수	n ɛː sʰ u
내숭	n ɛː sʰ u ŋ
내쉬다	n ɛː ʃʰ ɥ i d a̠
내심	n ɛː ɕʰ i m
내야	n ɛː j a̠
내야수	n ɛː j a̠ sʰ u
내외	n ɛː w e̞
내용	n ɛː j o ŋ
내월	n ɛː w ʌ̹ ɭ
내응	n ɛː ɯ ŋ
내장	n ɛː d͡ʑ a̠ ŋ
내전	n ɛː d͡ʑ ʌ̹ n
내접원	n ɛː d͡ʑ ʌ̹ b w ʌ̹ n
내주	n ɛː d͡ʑ u
내주다	n ɛː d͡ʑ u d a̠
내지	n ɛː d͡ʑ i
내지르다	n ɛː d͡ʑ i ɾ ɯ d a̠
내측광근	n ɛː t͡ɕʰ ɯ k̚ k͈ w a̠ ŋ ɡ ɯ n
내칙	n ɛː t͡ɕʰ i k̚
내한	n ɛː ɦ a̠ n
내한하다	n ɛː ɦ a̠ n ɦ a̠ d a̠
낼	n ɛː ɭ
냇가	n ɛː t̚ k͈ a̠
냉각하다	n ɛː ŋ ɡ a̠ kʰ a̠ d a̠
냉국	n ɛː ŋ k͈ u k̚
냉기	n ɛː ŋ ɡ i
냉담하다	n ɛː ŋ d a̠ m ɦ a̠ d a̠
냉동	n ɛː ŋ d o̞ ŋ
냉동고	n ɛː ŋ d o̞ ŋ ɡ o̞
냉면	n ɛː ŋ m j ʌ̹ n
냉소	n ɛː ŋ sʰ o̞
냉수	n ɛː ŋ sʰ u
냉장고	n ɛː ŋ d͡ʑ a̠ ŋ ɡ o̞
냉전	n ɛː ŋ d͡ʑ ʌ̹ n
냉혈	n ɛː ŋ ʝ ʌ̹ ɭ
냉혹하다	n ɛː ŋ β o̞ kʰ a̠ d a̠
냠냠	ɲ a̠ m ɲ a̠ m
냥	ɲ a̠ ŋ
냥반	ɲ a̠ ŋ b a̠ n
너	n ɘː
너	n ʌ̹
너구리	n ʌ̹ ɡ u ɾ i
너그럽다	n ʌ̹ ɡ ɯ ɾ ʌ̹ p̚ t͈ a̠
너나들이	n ʌ̹ n a̠ d ɯ ɾ i
너네	n ʌ̹ n e̞
너덧	n ʌ̹ d ʌ̹ t̚
너도밤	n ʌ̹ d o̞ b a̠ m
너도밤나무	n ʌ̹ d o̞ b a̠ m n a̠ m u
너머	n ʌ̹ m ʌ̹
너머로	n ʌ̹ m ʌ̹ ɾ o̞
너무	n ʌ̹ m u
너무나	n ʌ̹ m u n a̠
너비	n ʌ̹ b i
너비아니	n ʌ̹ b i a̠ n i
너울	n ʌ̹ u ɭ
너이	n ʌ̹ i
너저분하다	n ʌ̹ d͡ʑ ʌ̹ b u n ɦ a̠ d a̠
너클볼	n ʌ̹ k x ɯ ɭ b o̞ ɭ
너테	n ʌ̹ tʰ e̞
너트	n ʌ̹ tʰ ɯ
너페	n ʌ̹ pʰ e̞
너희	n ʌ̹ ʝ i
너희들	n ʌ̹ ʝ i d ɯ ɭ
너히	n ʌ̹ ʝ i
넉	n ɘː k̚
넉넉하다	n ʌ̹ ŋ n ʌ̹ kʰ a̠ d a̠
넋	n ʌ̹ k̚
넋두리	n ʌ̹ k̚ t͈ u ɾ i
넌즈시	n ʌ̹ ɲ d͡ʑ ɯ ɕʰ i
넌지시	n ʌ̹ ɲ d͡ʑ i ɕʰ i
널	n ɘː ɭ
널	n ʌ̹ ɭ
널다	n ɘː ɭ d a̠
널뛰기	n ɘː ɭ t͈ ɥ i ɡ i
널리	n ʌ̹ ʎ ʎ i
널빤지	n ɘː ɭ p͈ a̠ ɲ d͡ʑ i
널쭈다	n ʌ̹ ʎ t͡ɕ͈ u d a̠
널찌다	n ʌ̹ ʎ t͡ɕ͈ i d a̠
넓다	n ʌ̹ ɭ t͈ a̠
넓은주둥이상어	n ʌ̹ ɭ b ɯ ɲ d͡ʑ u d u ŋ i sʰ a̠ ŋ ʌ̹
넓이	n ʌ̹ ɭ b i
넓적다리	n ʌ̹ p̚ t͡ɕ͈ ʌ̹ k̚ t͈ a̠ ɾ i
넓적부리	n ʌ̹ p̚ t͡ɕ͈ ʌ̹ k̚ p͈ u ɾ i
넓히다	n ʌ̹ ɭ pʰ i d a̠
넘기다	n ʌ̹ m ɡ i d a̠
넘다	n ɘː m t͈ a̠
넘버원	n ʌ̹ m b ʌ̹ w ʌ̹ n
넘실트리다	n ʌ̹ m ɕʰ i ɭ tʰ ɯ ɾ i d a̠
넘어가다	n ʌ̹ m ʌ̹ ɡ a̠ d a̠
넘어서다	n ʌ̹ m ʌ̹ sʰ ʌ̹ d a̠
넘어지다	n ʌ̹ m ʌ̹ d͡ʑ i d a̠
넘치다	n ɘː m t͡ɕʰ i d a̠
넙치	n ʌ̹ p̚ t͡ɕʰ i
넝마	n ʌ̹ ŋ m a̠
넣다	n ɘː tʰ a̠
네	n e̞
네	n e̞ː
네	n i
네가	n e̞ ɡ a̠
네거리	n e̞ː ɡ ʌ̹ ɾ i
네꾸다이	n e̞ k͈ u d a̠ i
네다섯	n e̞ː d a̠ sʰ ʌ̹ t̚
네다틀	n e̞ d a̠ tʰ ɯ ɭ
네덕	n e̞ d ʌ̹ k̚
네덜란드	n e̞ d ʌ̹ ɭ ɭ a̠ n d ɯ
네덜란드어	n e̞ d ʌ̹ ɭ ɭ a̠ n d ɯ ʌ̹
네데를란드	n e̞ d e̞ ɾ ɯ ɭ ɭ a̠ n d ɯ
네로	n e̞ ɾ o̞
네모	n e̞ː m o̞
네모꼴	n e̞ː m o̞ k͈ o̞ ɭ
네바다	n e̞ b a̠ d a̠
네발가락도롱뇽	n e̞ː b a̠ ɭ k͈ a̠ ɾ a̠ k̚ t͈ o̞ ɾ o̞ ŋ ɲ o ŋ
네발나비	n e̞ b a̠ ɭ ɭ a̠ b i
네발동물	n e̞ b a̠ ɭ d o̞ ŋ m u ɭ
네브라스카	n e̞ b ɯ ɾ a̠ sʰ ɯ kʰ a̠
네안데르탈인	n e̞ a̠ n d e̞ ɾ ɯ tʰ a̠ ɾ i n
네오나치	n e̞ o̞ n a̠ t͡ɕʰ i
네오디뮴	n e̞ o̞ d i m j u m
네온	n e̞ o̞ n
네이멍구	n e̞ i m ʌ̹ ŋ ɡ u
네토라레	n e̞ tʰ o̞ ɾ a̠ ɾ e̞
네트워크	n e̞ tʰ ɯ w ʌ̹ k x ɯ
네티즌	n e̞ tʰ i d͡ʑ ɯ n
네팔	n e̞ pʰ a̠ ɭ
네피도	n e̞ pʰ i d o̞
넥타이	n e̞ k̚ tʰ a̠ i
넵투늄	n e̞ p̚ tʰ u ɲ u m
넷	n e̞ː t̚
넷카마	n e̞ t̚ kʰ a̠ m a̠
녀름	ɲ ʌ̹ ɾ ɯ m
녀석	ɲ ʌ̹ sʰ ʌ̹ k̚
녀성	ɲ ʌ̹ sʰ ʌ̹ ŋ
녀성고음	ɲ ʌ̹ sʰ ʌ̹ ŋ ɡ o̞ ɯ m
녀성저음	ɲ ʌ̹ sʰ ʌ̹ ŋ d͡ʑ ʌ̹ ɯ m
녀성중음	ɲ ʌ̹ sʰ ʌ̹ ŋ d͡ʑ u ŋ ɯ m
녀신	ɲ ʌ̹ ɕʰ i n
녀왕	ɲ ʌ̹ w a̠ ŋ
녀인	ɲ ʌ̹ i n
녀자	ɲ ʌ̹ d͡ʑ a̠
녁	ɲ ʌ̹ k̚
년	ɲ ʌ̹ n
년금	ɲ ʌ̹ n ɡ ɯ m
년도	ɲ ʌ̹ n d o̞
년령	ɲ ʌ̹ ʎ ʎ ʌ̹ ŋ
년세	ɲ ʌ̹ n sʰ e̞
년소	ɲ ʌ̹ n sʰ o̞
념	ɲ ʌ̹ m
녑	ɲ ʌ̹ p̚
녕	ɲ ʌ̹ ŋ
녕하	ɲ ʌ̹ ŋ ɦ a̠
녘	ɲ ʌ̹ k̚
노	n o̞
노	n o̞ː
노가다	n o̞ ɡ a̠ d a̠
노가리	n o̞ ɡ a̠ ɾ i
노고지리	n o̞ ɡ o̞ d͡ʑ i ɾ i
노국	n o̞ ɡ u k̚
노끈	n o̞ k͈ ɯ n
노나다	n o̞ n a̠ d a̠
노나라	n o̞ n a̠ ɾ a̠
노네인	n o̞ n e̞ i n
노년	n o̞ː ɲ ʌ̹ n
노느다	n o̞ n ɯ d a̠
노닐다	n o̞ː n i ɭ d a̠
노다지	n o̞ d a̠ d͡ʑ i
노던줄	n o̞ d ʌ̹ ɲ d͡ʑ u ɭ
노도	n o̞ː d o̞
노동	n o̞ d o̞ ŋ
노동계급	n o̞ d o̞ ŋ ɡ j e̞ ɡ ɯ p̚
노동계급화	n o̞ d o̞ ŋ ɡ j e̞ ɡ ɯ pʰ w a̠
노동계급화하다	n o̞ d o̞ ŋ ɡ j e̞ ɡ ɯ pʰ w a̠ ɦ a̠ d a̠
노동법	n o̞ d o̞ ŋ p͈ ʌ̹ p̚
노동자	n o̞ d o̞ ŋ d͡ʑ a̠
노동조합	n o̞ d o̞ ŋ d͡ʑ o̞ ɦ a̠ p̚
노동조합비	n o̞ d o̞ ŋ d͡ʑ o̞ ɦ a̠ p̚ p͈ i
노동조합원	n o̞ d o̞ ŋ d͡ʑ o̞ ɦ a̠ b w ʌ̹ n
노랑	n o̞ ɾ a̠ ŋ
노랗다	n o̞ː ɾ a̠ tʰ a̠
노려보다	n o̞ ɾ j ʌ̹ b o̞ d a̠
노력	n o̞ ɾ j ʌ̹ k̚
노력하다	n o̞ ɾ j ʌ̹ kʰ a̠ d a̠
노루	n o̞ ɾ u
노르다	n o̞ ɾ ɯ d a̠
노르마	n o̞ ɾ ɯ m a̠
노르웨이	n o̞ ɾ ɯ w e̞ i
노르웨이어	n o̞ ɾ ɯ w e̞ i ʌ̹
노른자	n o̞ ɾ ɯ ɲ d͡ʑ a̠
노른자위	n o̞ ɾ ɯ ɲ d͡ʑ a̠ ɥ i
노름	n o̞ ɾ ɯ m
노름꾼	n o̞ ɾ ɯ m k͈ u n
노릇	n o̞ ɾ ɯ t̚
노릇노릇하다	n o̞ ɾ ɯ n n o̞ ɾ ɯ tʰ a̠ d a̠
노리다	n o̞ ɾ i d a̠
노망	n o̞ː m a̠ ŋ
노망하다	n o̞ː m a̠ ŋ ɦ a̠ d a̠
노면	n o̞ m j ʌ̹ n
노면전차	n o̞ m j ʌ̹ ɲ d͡ʑ ʌ̹ ɲ t͡ɕʰ a̠
노모	n o̞ m o̞
노모	n o̞ː m o̞
노바스코샤	n o̞ b a̠ sʰ ɯ kʰ o̞ ɕʰ a̠
노박덩굴	n o̞ b a̠ k̚ t͈ ʌ̹ ŋ ɡ u ɭ
노벨륨	n o̞ b e̞ ʎ ʎ u m
노벨상	n o̞ b e̞ ɭ sʰ a̠ ŋ
노병	n o̞ː b j ʌ̹ ŋ
노보시비르스크	n o̞ b o̞ ɕʰ i b i ɾ ɯ sʰ ɯ k x ɯ
노부인	n o̞ː b u i n
노비	n o̞ b i
노사	n o̞ sʰ a̠
노사	n o̞ː sʰ a̠
노상	n o̞ sʰ a̠ ŋ
노상	n o̞ː sʰ a̠ ŋ
노상강도	n o̞ sʰ a̠ ŋ ɡ a̠ ŋ d o̞
노서아	n o̞ sʰ ʌ̹ a̠
노선	n o̞ː sʰ ʌ̹ n
노선도	n o̞ː sʰ ʌ̹ n d o̞
노쇠	n o̞ː sʰ w e̞
노숙자	n o̞ sʰ u k̚ t͡ɕ͈ a̠
노숙하다	n o̞ sʰ u kʰ a̠ d a̠
노숙하다	n o̞ː sʰ u kʰ a̠ d a̠
노스다코타	n o̞ s͈ ɯ d a̠ kʰ o̞ tʰ a̠
노아	n o̞ a̠
노안	n o̞ː a̠ n
노어	n o̞ ʌ̹
노여움	n o̞ː j ʌ̹ u m
노엽다	n o̞ː j ʌ̹ p̚ t͈ a̠
노예	n o̞ j e̞
노워스티	n o̞ w ʌ̹ sʰ ɯ tʰ i
노원	n o̞ː w ʌ̹ n
노을	n o̞ ɯ ɭ
노이로제	n o̞ i ɾ o̞ d͡ʑ e̞
노인	n o̞ː i n
노인병학	n o̞ː i n p͈ j ʌ̹ ŋ ɦ a̠ k̚
노인의학	n o̞ː i n ɰ i ɦ a̠ k̚
노인학	n o̞ː i n ɦ a̠ k̚
노임	n o̞ i m
노조	n o̞ d͡ʑ o̞
노조비	n o̞ d͡ʑ o̞ b i
노조원	n o̞ d͡ʑ o̞ w ʌ̹ n
노처녀	n o̞ː t͡ɕʰ ʌ̹ ɲ ʌ̹
노천	n o̞ t͡ɕʰ ʌ̹ n
노천광	n o̞ t͡ɕʰ ʌ̹ n ɡ w a̠ ŋ
노총각	n o̞ː t͡ɕʰ o̞ ŋ ɡ a̠ k̚
노출	n o̞ t͡ɕʰ u ɭ
노출하다	n o̞ t͡ɕʰ u ɾ ɦ a̠ d a̠
노크	n o̞ k x ɯ
노크하다	n o̞ k x ɯ ɦ a̠ d a̠
노트	n o̞ tʰ ɯ
노트북	n o̞ tʰ ɯ b u k̚
노파	n o̞ː pʰ a̠
노파심	n o̞ː pʰ a̠ ɕʰ i m
노하우	n o̞ ɦ a̠ u
노화	n o̞ː β w a̠
노화하다	n o̞ː β w a̠ ɦ a̠ d a̠
노환	n o̞ː β w a̠ n
노획	n o̞ β w e̞ k̚
녹	n o̞ k̚
녹나무	n o̞ ŋ n a̠ m u
녹다	n o̞ k̚ t͈ a̠
녹두	n o̞ k̚ t͈ u
녹두나물	n o̞ k̚ t͈ u n a̠ m u ɭ
녹두전	n o̞ k̚ t͈ u d͡ʑ ʌ̹ n
녹려	n o̞ ŋ ɲ ʌ̹
녹말	n o̞ ŋ m a̠ ɭ
녹유	n o̞ ɡ j u
녹음	n o̞ ɡ ɯ m
녹음기	n o̞ ɡ ɯ m ɡ i
녹음실	n o̞ ɡ ɯ m ɕʰ i ɭ
녹이다	n o̞ ɡ i d a̠
녹차	n o̞ k̚ t͡ɕʰ a̠
녹화	n o̞ kʰ w a̠
논	n o̞ n
논길	n o̞ n k͈ i ɭ
논다니	n o̞ː n d a̠ n i
논단	n o̞ n d a̠ n
논란	n o̞ ɭ ɭ a̠ n
논리	n o̞ ʎ ʎ i
논리적	n o̞ ʎ ʎ i d͡ʑ ʌ̹ k̚
논리주의자	n o̞ ʎ ʎ i d͡ʑ u ɰ i d͡ʑ a̠
논리학	n o̞ ʎ ʎ i ɦ a̠ k̚
논문	n o̞ n m u n
논문집	n o̞ n m u ɲ d͡ʑ i p̚
논바이너리	n o̞ n b a̠ i n ʌ̹ ɾ i
논밭	n o̞ n b a̠ t̚
논병아리	n o̞ n b j ʌ̹ ŋ a̠ ɾ i
논술	n o̞ n sʰ u ɭ
논어	n o̞ n ʌ̹
논의	n o̞ n ɰ i
논의하다	n o̞ n ɰ i ɦ a̠ d a̠
논점	n o̞ ɲ d͡ʑ ʌ̹ m
논제	n o̞ ɲ d͡ʑ e̞
논쥐	n o̞ ɲ d͡ʑ ɥ i
논증	n o̞ ɲ d͡ʑ ɯ ŋ
논지	n o̞ ɲ d͡ʑ i
논평	n o̞ n pʰ j ʌ̹ ŋ
논하다	n o̞ n ɦ a̠ d a̠
놀	n o̞ː ɭ
놀다	n o̞ː ɭ d a̠
놀라다	n o̞ː ɭ ɭ a̠ d a̠
놀라운	n o̞ ɭ ɭ a̠ u n
놀라움	n o̞ː ɭ ɭ a̠ u m
놀랍다	n o̞ː ɭ ɭ a̠ p̚ t͈ a̠
놀량	n o̞ ʎ ʎ a̠ ŋ
놀러오다	n o̞ ɭ ɭ ʌ̹ o̞ d a̠
놀리다	n o̞ ʎ ʎ i d a̠
놀아나다	n o̞ ɾ a̠ n a̠ d a̠
놀이	n o̞ ɾ i
놀이감	n o̞ ɾ i k͈ a̠ m
놀이공원	n o̞ ɾ i ɡ o̞ ŋ w ʌ̹ n
놀이기구	n o̞ ɾ i ɡ i ɡ u
놀이꾼	n o̞ ɾ i k͈ u n
놀이터	n o̞ ɾ i tʰ ʌ̹
놀토	n o̞ ɭ tʰ o̞
놈	n o̞ m
농경	n o̞ ŋ ɡ j ʌ̹ ŋ
농구	n o̞ ŋ ɡ u
농구다	n o̞ ŋ ɡ u d a̠
농구하다	n o̞ ŋ ɡ u ɦ a̠ d a̠
농노	n o̞ ŋ n o̞
농담	n o̞ ŋ d a̠ m
농담	n o̞ː ŋ d a̠ m
농담하다	n o̞ː ŋ d a̠ m ɦ a̠ d a̠
농력	n o̞ ŋ ɲ ʌ̹ k̚
농무	n o̞ ŋ m u
농민	n o̞ ŋ m i n
농밀하다	n o̞ ŋ m i ɾ ɦ a̠ d a̠
농부	n o̞ ŋ b u
농사	n o̞ ŋ sʰ a̠
농사꾼	n o̞ ŋ sʰ a̠ k͈ u n
농사하다	n o̞ ŋ sʰ a̠ ɦ a̠ d a̠
농산물	n o̞ ŋ sʰ a̠ n m u ɭ
농아	n o̞ ŋ a̠
농악	n o̞ ŋ a̠ k̚
농약	n o̞ ŋ j a̠ k̚
농어	n o̞ ŋ ʌ̹
농업	n o̞ ŋ ʌ̹ p̚
농요	n o̞ ŋ j o
농인	n o̞ ŋ i n
농작물	n o̞ ŋ d͡ʑ a̠ ŋ m u ɭ
농장	n o̞ ŋ d͡ʑ a̠ ŋ
농장	n o̞ ŋ t͡ɕ͈ a̠ ŋ
농촌	n o̞ ŋ t͡ɕʰ o̞ n
농학	n o̞ ŋ ɦ a̠ k̚
농학자	n o̞ ŋ ɦ a̠ k̚ t͡ɕ͈ a̠
농후하다	n o̞ ŋ β u ɦ a̠ d a̠
높낮이	n o̞ m n a̠ d͡ʑ i
높다	n o̞ p̚ t͈ a̠
높아지다	n o̞ pʰ a̠ d͡ʑ i d a̠
높은음자리표	n o̞ pʰ ɯ n ɯ m d͡ʑ a̠ ɾ i pʰ j o
높이	n o̞ pʰ i
높이다	n o̞ pʰ i d a̠
높임말	n o̞ pʰ i m m a̠ ɭ
놓다	n o̞ tʰ a̠
놓아두다	n o̞ a̠ d u d a̠
놓이다	n o̞ i d a̠
놓치다	n o̞ t̚ t͡ɕʰ i d a̠
놔두다	n w a̠ d u d a̠
뇌	n w e̞ː
뇌관	n w e̞ ɡ w a̠ n
뇌리	n w e̞ ɾ i
뇌명	n w e̞ m j ʌ̹ ŋ
뇌물	n w e̞ m u ɭ
뇌산	n w e̞ sʰ a̠ n
뇌수	n w e̞ sʰ u
뇌암	n w e̞ a̠ m
뇌우	n w e̞ u
뇌졸중	n w e̞ d͡ʑ o̞ ʎ t͡ɕ͈ u ŋ
뇌졸증	n w e̞ d͡ʑ o̞ ʎ t͡ɕ͈ ɯ ŋ
뇌피셜	n w e̞ pʰ i ɕʰ ʌ̹ ɭ
뇍이다	n w e̞ ɡ i d a̠
뇨도	ɲ o d o̞
뇨소	ɲ o sʰ o̞
뇨자	ɲ o d͡ʑ a̠
누	n u
누가	n u ɡ a̠
누계	n uː ɡ j e̞
누구	n u ɡ u
누구세요	n u ɡ u sʰ e̞ j o
누군가	n u ɡ u n ɡ a̠
누그러뜨리다	n u ɡ ɯ ɾ ʌ̹ t͈ ɯ ɾ i d a̠
누나	n uː n a̠
누나부트	n u n a̠ b u tʰ ɯ
누난	n u n a̠ n
누님	n u n i m
누다	n u d a̠
누두	n uː d u
누드	n u d ɯ
누들	n u d ɯ ɭ
누렁이	n u ɾ ʌ̹ ŋ i
누렇다	n uː ɾ ʌ̹ tʰ a̠
누룩	n u ɾ u k̚
누룽지	n u ɾ u ŋ d͡ʑ i
누르다	n u ɾ ɯ d a̠
누르다	n uː ɾ ɯ d a̠
누르술탄	n u ɾ ɯ sʰ u ɭ tʰ a̠ n
누리	n u ɾ i
누리꾼	n u ɾ i k͈ u n
누리다	n u ɾ i d a̠
누리집	n u ɾ i d͡ʑ i p̚
누선	n u sʰ ʌ̹ n
누선	n uː sʰ ʌ̹ n
누설	n uː sʰ ʌ̹ ɭ
누설하다	n uː sʰ ʌ̹ ɾ ɦ a̠ d a̠
누수	n u sʰ u
누수	n uː sʰ u
누악쇼트	n u a̠ k ɕ͈ o tʰ ɯ
누에	n u e̞
누이	n u i
누적	n uː d͡ʑ ʌ̹ k̚
누적하다	n uː d͡ʑ ʌ̹ kʰ a̠ d a̠
누전	n uː d͡ʑ ʌ̹ n
누추하다	n uː t͡ɕʰ u ɦ a̠ d a̠
누치	n u t͡ɕʰ i
누쿠알로파	n u kʰ u a̠ ɭ ɭ o̞ pʰ a̠
누크	n u k x ɯ
눅다	n u k̚ t͈ a̠
눈	n u n
눈	n uː n
눈곱	n u n k͈ o̞ p̚
눈길	n u n k͈ i ɭ
눈깔	n u n k͈ a̠ ɭ
눈꺼풀	n u n k͈ ʌ̹ pʰ u ɭ
눈꼬리	n u n k͈ o̞ ɾ i
눈꼴사납다	n u n k͈ o̞ ɭ sʰ a̠ n a̠ p̚ t͈ a̠
눈꽃	n uː n k͈ o̞ t̚
눈꿩	n u n k͈ w ʌ̹ ŋ
눈다랑어	n u n d a̠ ɾ a̠ ŋ ʌ̹
눈동자	n u n t͈ o̞ ŋ d͡ʑ a̠
눈두덩	n u n d u d ʌ̹ ŋ
눈뜨다	n u n t͈ ɯ d a̠
눈망울	n u n m a̠ ŋ u ɭ
눈물	n u n m u ɭ
눈보라	n uː n b o̞ ɾ a̠
눈부시다	n u n b u ɕʰ i d a̠
눈빛	n u n p͈ i t̚
눈사람	n uː n s͈ a̠ ɾ a̠ m
눈살	n u n s͈ a̠ ɭ
눈송이	n uː n s͈ o̞ ŋ i
눈싸움	n u n s͈ a̠ u m
눈싸움	n uː n s͈ a̠ u m
눈썰미	n u n s͈ ʌ̹ ɭ m i
눈썹	n u n s͈ ʌ̹ p̚
눈썹먹	n u n s͈ ʌ̹ m m ʌ̹ k̚
눈알	n u n a̠ ɭ
눈앞	n u n a̠ p̚
눈엣가시	n u n e̞ t̚ k͈ a̠ ɕʰ i
눈웃음	n u n u sʰ ɯ m
눈초리	n u ɲ t͡ɕʰ o̞ ɾ i
눈총	n u ɲ t͡ɕʰ o̞ ŋ
눈치	n u ɲ t͡ɕʰ i
눈팅	n u n tʰ i ŋ
눈표범	n uː n pʰ j o b ʌ̹ m
눋다	n uː t̚ t͈ a̠
눌	n u ɭ
눌러자다	n u ɭ ɭ ʌ̹ d͡ʑ a̠ d a̠
눕다	n uː p̚ t͈ a̠
눚다	n u t̚ t͈ a̠
눟다	n u tʰ a̠
눠	n w ɘː
눵	n w ʌ̹ ŋ
눼	n w e̞
뉘	n ɥ i
뉘	n ɥ iː
