'bout	b a ʊ t
atony	æ t ə n i
atopy	æ t ə p i
atpase	e ɪ t iː p iː e ɪ z
atrabiliary	æ t ɹ ə b ɪ l ɪ ə ɹ i
atrabilious	æ t ɹ ə b ɪ l i ə s
atrabiliously	æ t ɹ ə b ɪ l i ə s l i
atrabiliousness	æ t ɹ ə b ɪ l i ə s n ə s
atrament	æ t ɹ ə m ɛ n t
atramentaceous	æ t ɹ ə m ɛ n t e ɪ ʃ ə s
atray	ə t ɹ e ɪ
atrip	ə t ɹ ɪ p
atrium	e ɪ t ɹ i ə m
atrocious	ə t ɹ ə ʊ ʃ ə s
atrophy	æ t ɹ ə f i
atropine	a t ɹ ə p iː n
atropine	a t ɹ ə p ɪ n
atropos	æ t ɹ ə p ɒ s
atrous	e ɪ t ɹ ə s
atrous	ə t r uː
attaboy	æ t ə b ɔ ɪ
attach	ə t æ t ʃ
attached	ə t æ t ʃ t
attaches	ə t æ t ʃ ɪ z
attaching	ə t æ t ʃ ɪ ŋ
attachment	ə t æ t ʃ m ə n t
attaché	ə t æ ʃ e ɪ
attack	ə t æ k
attacked	ə t æ k t
attacking	ə t æ k ɪ ŋ
attacks	ə t æ k s
attain	ə t e ɪ n
attainable	ə t e ɪ n ə b ə l
attained	ə t e ɪ n d
attaining	ə t e ɪ n ɪ ŋ
attainment	ə t e ɪ n m ə n t
attainments	ə t e ɪ n m ə n t s
attains	ə t e ɪ n z
attaint	ə t e ɪ n t
attainted	ə t e ɪ n t ɪ d
attame	ə t e ɪ m
attap	a t ə p
attempt	ə t ɛ m p t
attempted	ə t ɛ m p t ɪ d
attempting	ə t ɛ m p t ɪ ŋ
attempts	ə t ɛ m p t s
attend	ə t ɛ n d
attendance	ə t ɛ n d ə n s
attendant	ə t ɛ n d ə n t
attendants	ə t ɛ n d ə n t s
attended	ə t ɛ n d ɪ d
attending	ə t ɛ n d ɪ ŋ
attendment	ə t ɛ n d m ə n t
attent	ə t ɛ n t
attention	ə t ɛ n ʃ ə n
attentive	ə t ɛ n t ɪ v
attenuate	ə t ɛ n j uː e ɪ t
atter	æ t ə
attercop	æ t ə k ɒ p
attest	ə t ɛ s t
attestation	æ t ɛ s t e ɪ ʃ ə n
attested	ə t ɛ s t ɪ d
attesting	ə t ɛ s t ɪ ŋ
attests	ə t ɛ s t s
attic	æ t ɪ k
attire	ə t a ɪ ə ɹ
attitude	æ t ɪ t j uː d
attitudinize	æ t ɪ t j uː d ɪ n a ɪ z
attitudinize	æ t ɪ t uː d ɪ n a ɪ z
attleborough	æ t ə l b ə ɹ ə
attleborough	æ t ə l b ɹ ə
attorney	ə t ɜː ɹ n i
attract	ə t ɹ æ k t
attractant	ə t ɹ æ k t ə n t
attracted	ə t ɹ æ k t ɪ d
attraction	ə t ɹ æ k ʃ ə n
attractive	ə t ɹ æ k t ɪ v
attrahent	æ t ɹ ə h ə n t
attributable	ə t ɹ ɪ b j uː t ə b ə l
attribute	æ t ɹ ɪ b j uː t
attribute	ə t ɹ ɪ b j uː t
attributer	ə t ɹ ɪ b j uː t ə
attributive	ə t ɹ ɪ b j u t ɪ v
attributively	ə t ɹ ɪ b j u t ɪ v l i
attributor	ə t ɹ ɪ b j uː t ɔː
attributor	ə t ɹ ɪ b j uː t ə
attrist	ə t ɹ ɪ s t
attritive	ə t r a ɪ t ɪ v
attune	ə t j uː n
atumble	ə t ʌ m b ə l
atwain	ə t w e ɪ n
atwinkle	ə t w ɪ ŋ k ə l
atwirl	ə t w ɜː ɹ l
atwist	ə t w ɪ s t
atwitch	ə t w ɪ t͡ʃ
atwitter	ə t w ɪ t ə ɹ
atyap	ə t j a b
atypical	e ɪ t ɪ p ɪ k ə l
atyrau	ɑ t ɪ ɹ a ʊ
aubade	o ʊ b ɑː d
aubergine	ə ʊ b ə ʒ iː n
aubrey	ɔː b ɹ i
auburn	ɔː b ə ɹ n
auckland	ɔː k l ə n d
auction	ɔː k ʃ ə n
audacious	ɔː d e ɪ ʃ ə s
audaciously	ɔ d e ɪ ʃ ə s l i
audaciousness	ɔ d e ɪ ʃ ə s n ə s
audacity	ɔː d æ s ɪ t i
audax	ɔː d æ k s
audiation	ɔː d ɪ e ɪ ʃ ə n
audible	ɔː d ɪ b l̩
audience	ɔː d i ə n s
audient	ɔː d ɪ ə n t
audile	ɔː d a ɪ l
auding	ɔː d ɪ ŋ
audio	ɔː d i ə ʊ
audiology	ɔː d i ɒ l ə d͡ʒ i
audiophile	ɔː d i ə ʊ f a ɪ l
audiovisual	ɔː d i ə ʊ v ɪ z j ʊ ə l
audit	ɔː d ɪ t
auditor	ɔː d ɪ t ə ɹ
auditorium	ɔː d ɪ t ɔː ɹ ɪ ə m
audits	ɔː d ɪ t s
audrey	ɔː d ɹ i
auf	ɔː f
aufeis	a ʊ f a ɪ s
aufklärer	a ʊ f k l ɛː ʀ ɐ
aufklärer	a ʊ f k l ɛː ʀ ɚ
aufklärung	a ʊ f k l ɛ ə ɹ ʊ ŋ
augean	ɔː d ʒ iː ə n
augeas	ɔː d ʒ iː ə s
augend	ɔ d ʒ ɛ n d
auger	ɔː ɡ ə ɹ
aught	ɔː t
aughts	ɔː t s
augment	ɔː ɡ m ə n t
augment	ɔː ɡ m ɛ n t
augur	ɔː ɡ ə
augurous	ɔː ɡ ə ɹ ə s
augurs	ɔː ɡ ə z
augury	ɔː ɡ j ʊ ɹ i
august	ɔː ɡ ə s t
august	ɔː ɡ ʌ s t
augusta	ə ɡ ʌ s t ə
augustan	ɔː ɡ ʌ s t ə n
auguste	a ʊ ɡ ʊ s t
augustine	ɔː ɡ ə s t iː n
augustine	ɔː ɡ ʌ s t ɪ n
augusts	ɔ ɡ ə s t s
augustus	ɔː ɡ ʌ s t ə s
auk	ɔː k
auklet	ɔː k l ə t
aul	a ʊ l
aul	ɔː l
aulete	ɔː l iː t
auletris	ɔː l iː t ɹ ɪ s
aulis	a ʊ l ɪ s
aulis	ɔː l ɪ s
aunt	ɑː n t
auntie	æ n t i
auntie	ɑː n t i
auol	ɑː ʊ l
aura	ɔː ɹ ə
aural	ɔː ɹ ə l
aurally	ɔː ɹ ə l i
auranofin	ɔː ɹ æ n ə f ɪ n
auratic	ɔː ɹ æ t ɪ k
aureate	ɔː ɹ iː ə t
aureole	ɔː r iː ə ʊ l
aureus	ɔː ɹ ɪ ə s
auricle	ɔː ɹ ɪ k ə l
auriferous	ɔː ɹ ɪ f ə ɹ ə s
aurochs	a ʊ ɹ ɒ k s
aurochs	ɔː ɹ ɒ k s
aurora	ɔː ɹ ɔː ɹ ə
aurora	ə ɹ ɔː ɹ ə
auroral	ɔː ɹ ɔ ə ɹ ə l
auroral	ɔː ɹ ɔː ɹ ə l
aurorean	ɔː ɹ ɔ ə ɹ ɪ ə n
aurothiomalate	ɔː ɹ ə ʊ θ a ɪ ə ʊ m æ l e ɪ t
aurum	ɔː ɹ ə m
auschwitz	a ʊ̯ ʃ v ɪ t s
auschwitz	a ʊ̯ ʃ w ɪ t s
auscultation	ɔ s k ə l t e ɪ ʃ ə n
auscultation	ɔː s k ə l t e ɪ ʃ ə n
auslaut	a ʊ s l a ʊ t
auslese	a ʊ s l e ɪ z ə
ausonian	ɔː s ə ʊ n i ə n
auspice	ɔː s p ɪ s
auspicious	ɔː s p ɪ ʃ ə s
aussie	ɒ s i
aussie	ɒ z i
austen	ɒ s t ɪ n
austenesque	ɔː s t ə n ɛ s k
austenian	ɔː s t iː n ɪ ə n
austenite	ɒ s t ɪ n a ɪ t
auster	ɒ s t ə
auster	ɒ s t ə ɹ
auster	ɔː s t ə
auster	ɔː s t ə ɹ
austere	ɒ s t ɪ ə ɹ
austere	ɔː s t ɪ ə ɹ
austerlitz	a ʊ s t ə l ɪ t s
austerlitz	ɔː s t ə l ɪ t s
austin	ɒ s t ɪ n
austinite	ɒ s t ɪ n a ɪ t
austinites	ɒ s t ɪ n a ɪ t s
austral	ɒ s t ɹ ə l
austral	ɔː s t ɹ ə l
australasia	ɒ s t ɹ ə l e ɪ ʒ ə
australia	ɒ s t ɹ e ɪ l i j ə
australia	ɒ s t ɹ e ɪ l iː ə
australia	ɔː s t ɹ e ɪ l ɪ j ə
australia	ɔː s t ɹ e ɪ l ɪ ə
australian	ɒ s t ɹ e ɪ l i j ə n
australian	ɒ s t ɹ e ɪ l iː ə n
australiana	ɔ s t ɹ e ɪ l i e ɪ n ə
australiana	ɔ s t ɹ e ɪ l i æ n ə
australiana	ɔ s t ɹ e ɪ l i ɑ n ə
australianise	ɒ s t ɹ e ɪ l j ə n a ɪ z
australianize	ɒ s t ɹ e ɪ l j ə n a ɪ z
australopithecine	ɒ s t ɹ ə l ə ʊ p ɪ θ ɪ s iː n
austria	ɒ s t ɹ ɪ ə
austria	ɔː s t ɹ ɪ ə
austrian	ɒ s t ɹ i ə n
austrianism	ɒ s t ɹ i ə n ɪ z ə m
austrianisms	ɒ s t ɹ i ə n ɪ z ə m s
austrians	ɒ s t ɹ i ə n s
austronesia	ɒ s t ɹ ə n iː ʒ ə
austronesian	ɔː s t ɹ o ʊ n iː ʒ ə n
austronesians	ɔː s t ɹ o ʊ n iː ʒ ə n z
austrophobe	ɒ s t ɹ ə ʊ f ə ʊ b
autarchic	ɔː t ɑː k ɪ k
autarchy	ɔː t ɑː ɹ k i
autarkic	ɔː t ɑː k ɪ k
auteur	ɔː t ɜː
auteur	ə ʊ t ɜː
author	ɔː θ ə
authoritarian	ɔː θ ɒ r ɪ t ɛː r ɪ ə n
authoritative	ɔː θ ɒ ɹ ɪ t e ɪ t ɪ v
authoritative	ɔː θ ɒ ɹ ɪ t ə t ɪ v
authority	ɔː θ ɒ ɹ ə t i
authority	ɔː θ ɒ ɹ ɪ t i
authorize	ɔː θ ə ɹ a ɪ z
authorized	ɔː θ ə ɹ a ɪ z d
authors	ɔː θ ə z
autie	ɔː t i
autism	ɔː t ɪ z ə m
autist	ɔː t ɪ s t
autistic	ɔː t ɪ s t ɪ k
auto	ɔː t ə ʊ
autobahn	ɔː t ə b ɑː n
autobiographic	ɔː t ə ʊ b a ɪ ə ɡ ɹ æ f ɪ k ə l
autobiographical	ɔː t ə b a ɪ ə ɡ ɹ æ f ɪ k ə l
autobiographically	ɔː t ə ʊ b a ɪ ə ɡ ɹ æ f ɪ k ə l i
autobiography	ɔː t ə b a ɪ ɒ ɡ ɹ ə f i
autocephalous	ɔː t ə ʊ s ɛ f ə l ə s
autocephaly	ɔː t ə s ɛ f ə l i
autochthon	ɔː t ɒ k θ ɒ n
autochthon	ɔː t ɒ k θ ə n
autochthones	ɔː t ɒ k θ ə n iː z
autochthonous	ɔː t ɒ k θ ə n ə s
autoclave	ɔ t ə k l e ɪ v
autocratically	ɔː t ə k ɹ æ t ɪ k ə l iː
autocratrices	ɔ t ə ʊ k ɹ e ɪ t ɹ ɪ s iː z
autocratrices	ɔ t ə ʊ k ɹ æ t ɹ ɪ s iː z
autocritical	ɔː t ə ʊ k ɹ ɪ t ɪ k ə l
autocross	ɔː t ə ʊ k ɹ ɒ s
autocunnilingus	ɔː t ə ʊ k ʌ n ɪ l ɪ ŋ ɡ ə s
autodidactic	ɔː t o ʊ d a ɪ d æ k t ɪ k
autoerotic	ɔː t ə ʊ ɘ ɹ ɒ t ɪ k
autoethnographic	ɔː t ə ʊ ɛ θ n ə ʊ ɡ ɹ æ f ɪ k
autoethnography	ɔː t ə ʊ ɛ θ n ɒ ɡ ɹ ə f i
autogynephilia	ɔː t ə ʊ ɡ a ɪ n ə f ɪ l i ə
autological	ɔː t ə l ɒ d ʒ ɪ k ə l
autological	ɔː t ə ʊ l ɒ d ʒ ɪ k ə l
autology	ɔː t ɒ l ə d ʒ ɪ
autolytic	ɔː t ə l ɪ t ɪ k
automagical	ɑ t o ʊ m æ d ʒ ɪ k ə l
automata	ɔː t ɒ m ə t ə
automatable	ɔː t ə m e ɪ t ə b ə l
automath	ɑ t ə m æ θ
automatic	ɔː t ə m æ t ɪ k
automatically	ɔː t ə m æ t ɪ k ə l i
automatically	ɔː t ə ʊ m æ t ɪ k ə l i
automatism	ɔː t ɒ m ə t ɪ z ə m
automaton	ɔː t ɒ m ə t ɒ n
automaton	ɔː t ɒ m ə t ə n
automaton	ə t ɑ m ə t ɑ n
automatons	ɔː t ɒ m ə t ɒ n z
automatons	ɔː t ɒ m ə t ə n z
automictic	ɔː t ə m ɪ k t ɪ k
automobile	ɔː t ə m ə b iː l
automobile	ɔː t ə ʊ m ə ʊ b a ɪ l
auton	ɔː t ɒ n
autonepiophilia	ɔː t ə ʊ
autonomic	ɔː t ə n ɒ m ɪ k
autonomist	ɔː t ɒ n ə m ɪ s t
autonomous	ɔː t ɒ n ə m ə s
autonomy	ɔː t ɒ n ə m i
autopolar	ɔ t o ʊ p o ʊ l æ ɹ
autopolarity	ɔ t o ʊ p o ʊ l æ ɹ ɪ t i
autopsy	ɔː t ɒ p s iː
autorecognition	ɔː t ə ʊ ɹ ɛ k ə ɡ n ɪ ʃ ə n
autoredirection	ɔː t ə ʊ ɹ iː d ɪ ɹ ɛ k ʃ ə n
autoschediastic	ɔː t ə s k ɛ d i æ s t ɪ k
autoschediastic	ɔː t ə ʊ s k ɛ d i æ s t ɪ k
autosome	ɔː t ə s ə ʊ m
autotomy	ɔː t ɒ t ə m i
autotroph	ɔː t ə ʊ t ɹ ə ʊ f
autumn	ɔː t ə m
autumnal	ɔː t ʌ m n ə l
auxetophone	ɔː k s ə t ə f ə ʊ n
auxiliary	ɔː k s ɪ l i ə ɹ i
auxiliary	ɔː k s ɪ l j ə ɹ i
auxiliary	ɔː k s ɪ l ə ɹ i
auxlanger	ɔː k s l æ ŋ ə
auxometer	ɔː k s ɒ m ɪ t ə
ava	e ɪ v ə
ava	ɑː v ə
avail	ə v e ɪ l
available	ə v e ɪ l ə b ə l
availably	ə v e ɪ l ə b l i
avalanche	æ v ə l ɑː n ʃ
avalon	æ v ə l ɒ n
avania	a v ə n iː ə
avapritinib	e ɪ v ə p ɹ ɪ t ɪ n ɪ b
avar	æ v ɑ ɹ
avaricious	æ v ə ɹ ɪ ʃ ə s
avast	ə v ɑː s t
avatar	æ v ə t ɑː
avaunce	ə v ɑː n s
avaunce	ə v ɔː n s
avaunt	ə v ɔː n t
avauntour	ə v ɔː n t ə r
avel	ə v ɛ l
avempace	e ɪ v ə m p e ɪ s
avempace	ɑ v ɛ m p ɑ θ e ɪ
avenge	ə v ɛ n d͡ʒ
avens	æ v ɪ n z
aventine	æ v ə n t a ɪ n
aventre	ə v ɛ n t ə ɹ
aventurine	ə v ɛ n t͡ʃ ə ɹ ɪ n
avenue	æ v ə n j uː
avenzoar	ɑ v ə n z o ʊ ə r
aver	e ɪ v ə
aver	ə v ɜː
average	æ v ə ɹ ɪ d͡ʒ
average	æ v ɹ ɪ d͡ʒ
averroes	ə v ɛ ɹ ə ʊ iː z
averse	ə v ɜː ɹ s
aversion	ə v ɜː ʃ n
avert	ə v ɜː t
averted	ə v ɜː t ɪ d
avertress	ə v ɜː t ɹ ɪ s
avery	e ɪ v ə ɹ i
avestan	ə v ɛ s t ə n
aveyard	eː v j aː d
avgas	æ v ɡ æ s
avgolemono	ɑ v ɡ o ʊ l ɛ m ə n o ʊ
avian	e ɪ v i ə n
aviary	e ɪ v ɪ ə ɹ i
aviate	e ɪ v i e ɪ t
aviatrices	e ɪ v i e ɪ t ɹ ɪ s iː z
aviatrix	e ɪ v i e ɪ t ɹ ɪ k s
avicenna	æ v ɪ s ɛ n ə
avid	æ v ə d
avid	æ v ɪ d
avine	e ɪ v a ɪ n
avionic	e ɪ v i ɒ n ɪ k
avionics	e ɪ v i ɒ n ɪ k s
avital	ə v ɪ t ə l
avn	e ɪ v iː ɛ n
avo	ɑː v ə ʊ
avocadi	æ v ə k ɑː d i
avocado	æ v ə k ɑː d ə ʊ
avocation	a v ə ʊ k e ɪ ʃ ə n
avocet	æ v ə s ɛ t
avogadro	a v ə ɡ ɑː d ɹ ə ʊ
avoid	ə v ɔ ɪ d
avoidable	ə v ɔ ɪ d ə b l̩
avoided	ə v ɔ ɪ d ɪ d
avoiding	ə v ɔ ɪ d ɪ ŋ
avoidings	ə v ɔ ɪ d ɪ ŋ z
avoids	ə v ɔ ɪ d z
avoirdupois	æ v ɑː d j uː p w ɑː
avoirdupois	æ v ə d ə p ɔ ɪ z
avolition	e ɪ v ə l ɪ ʃ ə n
avon	e ɪ v ɑ n
avon	e ɪ v ə n
avourneen	ə v ɔː n iː n
avourneen	ə v ʊ ə n iː n
avow	ə v a ʊ
avowance	ə v a ʊ ə n s
avowed	ə v a ʊ d
avril	æ v ɹ ɪ l
avulse	ə v ʌ l s
avuncular	ə v ʌ ŋ k j ʊ l ə
aw	ɔː
await	ə w ɛ ɪ t
awaited	ə w e ɪ t ɪ d
awaiting	ə w e ɪ t ɪ ŋ
awaits	ə w e ɪ t s
awake	ə w e ɪ k
awaked	ə w e ɪ k t
awaken	ə w e ɪ k ə n
awakened	ə w e ɪ k ə n d
awakening	ə w e ɪ̯ k ə n ɪ ŋ
awara	ə w ɑː ɹ ə
award	ə w ɔː d
awardee	ə w ɔ ɹ d i
aware	ə w ɛ ə
awareness	ə w ɛ ə n ə s
awarn	ə w ɔː ɹ n
awash	ə w ɒ ʃ
awaste	ə w e ɪ s t
awatch	ə w ɒ t͡ʃ
awave	ə w e ɪ v
away	ə w e ɪ
awaze	ɑ w ɑ z e ɪ
awaze	ɑ w ɑ z i
awe	ɔː
aweather	ə w ɛ ð ə ɹ
awed	ɔː d
aweigh	ə w e ɪ
aweless	ɔː l ɪ s
awesome	ɔː s ə m
awesomeness	ɔː s ə m n ə s
awesomenessness	ɔː s ə m n ə s n ə s
awesometastic	ɔ s m̩ t æ s t ɪ k
awful	ɔː f ə l
awful	ɔː f ʊ l
awfully	ɔː f l i
awfully	ɔː f ə l i
awfully	ɔː f ʊ l i
awheel	ə w iː l
awheel	ə ʍ iː l
awhile	ə h w a ɪ l
awhile	ə w a ɪ l
awhirl	ə w ɜː ɹ l
awhirl	ə ʍ ɜː ɹ l
awing	ɔː ɪ ŋ
awing	ə w ɪ ŋ
awk	ɔː k
awkward	ɔː k w ə d
awkwards	ɔː k w ə d z
awl	ɔː l
awlwort	ɔː l w ɜː ɹ t
awn	ɔː n
awner	ɔː n ə ɹ
awning	ɔː n ɪ ŋ
awnry	ɔː n ɹ i
awoke	ə w ə ʊ k
awook	ə w ʊ k
awrack	ə ɹ æ k
awrath	a ʊ ɹ æ t
awrath	ə ɹ ɒ θ
awreck	ə ɹ ɛ k
awreet	ɔː ɹ iː t
awry	ə ɹ a ɪ
aww	ɑː
aww	ɔː
ax	æ k s
axe	æ k s
axed	æ k s t
axel	æ k s ə l
axels	æ k s ə l z
axes	æ k s iː z
axes	æ k s ə z
axes	æ k s ɪ z
axil	æ k s ə l
axil	æ k s ɪ l
axilla	æ k s ɪ l ə
axillary	æ k s ɪ l ə ɹ i
axing	æ k s ɪ ŋ
axings	æ k s ɪ ŋ z
axiogenesis	æ k s ɪ ə d͡ʒ ɛ n ɪ s ɪ s
axiom	a k s ɪ ə m
axioma	æ k s ɪ ə ʊ m ə
axiomata	æ k s ɪ ə ʊ m ə t ə
axiomatic	æ k s i ə m æ t ɪ k
axiomatization	a k s ɪ ə m ə t ʌ ɪ z e ɪ ʃ n̩
axis	æ k s ɪ s
axle	æ k s ə l
axles	æ k s ə l z
axogenesis	æ k s ə ʊ d͡ʒ ɛ n ɪ s ɪ s
axolotl	a k s ə l ɒ t ə l
axophyte	æ k s ə f a ɪ t
axunge	a k s ə n j
ay	a ɪ
ay	e ɪ
ayacut	ɑː y ʌ k ʌ ʈ ʈ u
ayah	a ɪ ə
aye	a ɪ
aye	a ɪ̯
aye	e ɪ
aye	æ ɪ̯
ayelp	ə j ɛ l p
ayer	e ɪ ə ɹ
ayer	ɛ ə r
ayes	a ɪ z
ayin	a ɪ ɪ n
ayin	ɑ j ɪ n
aylesbury	e ɪ l z b ə ɹ i
aylesham	e ɪ l ʃ ə m
aymara	a ɪ m ə ɹ ɑː
ayn	a ɪ n
ayo	e ɪ o ʊ
ayoo	e ɪ o ʊ
ayoo	e ɪ uː
ayrab	e ɪ ɹ æ b
ayrshire	ɛ ə ʃ ə
ayrshire	ɛ ə ʃ ɪ ə
ayu	ɑː j uː
ayuh	e ɪ ə
ayuh	e ɪ ə ↓
ayuh	e ɪ ʌ
ayuh	e ɪ ʌ ↓
ayurveda	a ɪ ʊ ə v e ɪ d ə
azalea	ə z e ɪ l i ə
azapirone	e ɪ z ə p a ɪ ɹ ə ʊ n
azathioprine	e ɪ z ə θ ʌ ɪ ə ʊ p ɹ iː n
azazel	æ z ə z ɛ l
azazel	ə z e ɪ z ə l
azerbaijan	æ z ə ɹ b a ɪ d ʒ ɑː n
azerbaijan	ə z ɛː ɹ b a ɪ d ʒ ɑː n
azerbaijani	æ z ə b a ɪ d ʒ ɑː n i
azeri	ə z ɛː ɹ i
azidothymidine	e ɪ z ɪ d ə ʊ θ ʌ ɪ m ɪ d iː n
azidothymidine	e ɪ z ʌ ɪ d ə ʊ θ ʌ ɪ m ɪ d iː n
aziridine	ə z ɪ ɹ ɪ d iː n
aznavour	æ z n ə v ʊ ə
azores	ə z ɔː z
azote	æ z ə ʊ t
azotemia	æ z ə ʊ t iː m ɪ ə
azoth	ɑː z ɒ θ
azov	ɑː z ɒ v
azoxystrobin	ə z ɒ k s i s t ɹ ə ʊ b ɪ n
aztec	æ z t ɛ k
aztecs	æ z t ɛ k s
azure	æ z j ʊ ə
azure	æ ʒ j ʊ ə
azure	æ ʒ ɔː
azure	æ ʒ ə
azurite	æ ʒ j ʊ ɹ a ɪ t
azurophil	ə z j ʊ ə ɹ ə f ɪ l
azurophilic	ə z j ʊ ə ɹ ə f ɪ l ɪ k
azymite	æ z ɪ m a ɪ t
aëtheogamous	e ɪ iː θ iː ɒ ɡ ə m ə s
b'lieve	b l iː v
b'low	b l ə ʊ
b'y	b ɑ ɪ̯
baal	b e ɪ l
baal	b e ɪ ə l
baal	b ɑː l
baathism	b ɑː θ ɪ z ə m
baathism	b ə ʔ ɑː θ ɪ z ə m
baathist	b ɑː θ ɪ s t
babber	b æ b ə ɹ
babbitt	b æ b ɪ t
babble	b æ b l̩
babby	b æ b i
babe	b e ɪ b
babel	b e ɪ b l̩
babergh	b e ɪ b ə ɹ
babes	b e ɪ b z
babiche	b æ b iː ʃ
babiche	b ə b iː ʃ
babied	b e ɪ b i d
babies	b e ɪ b i z
babish	b ɛ b ɪ ʃ
babm	b ɔ ɑː b ɔ m u
baboon	b ə b uː n
babouvist	b ə b uː v ɪ s t
babs	b æ b z
babu	b ɑː b uː
babul	b ə b uː l
babushka	b ə b uː ʃ k ə
baby	b e ɪ b i
babydom	b e ɪ b i d ə m
babygrow	b e ɪ b iː ɡ ɹ ə ʊ
babyhood	b e ɪ b i h ʊ d
babylon	b æ b ɪ l ɒ n
babylonia	b æ b ɪ l ə ʊ n ɪ ə
babymoon	b e ɪ b i m uː n
babysit	b e ɪ b iː s ɪ t
baccalaureat	b æ k ə l ɔː ɹ i æ
baccalaureat	b æ k ə l ɔː ɹ ɪ ə t
baccalaureate	b æ k ə l ɔː ɹ ɪ ə t
baccara	b æ k ə ɹ æ
baccarat	b æ k ə ɹ ɑː
baccarat	b ɑː k ə r ɑː
baccarat	b ɑː k ə ɹ ɑː
bacchanal	b æ k ə n ə l
bacchanalia	b æ k ə n e ɪ l i ə
bacchanalia	b æ k ə n ɑː l ɪ ə
bacchant	b æ k ə n t
bacchant	b ə k a n t
bacchus	b æ k ə s
baccy	b æ k i
bach	b a t ʃ
bach	b ɑː k
bach	b ɑː x
bachata	b ə t͡ʃ ɑː t ə
bachelor	b æ t ʃ ə l ə ɹ
bachelorette	b a t ʃ ə l ə ɹ ɛ t
bachelorette	b æ t ʃ l ə ɹ ɛ t
bacillus	b æ s ɪ l ə s
bacitracin	b æ s ɪ t ɹ e ɪ s ɪ n
back	b æ k
backache	b æ k e ɪ k
backbone	b æ k b ə ʊ n
backchat	b æ k t ʃ æ t
backcountry	b æ k k ʌ n t r i
backdam	b æ k d æ m
backdraught	b æ k d ɹ ɑː f t
backdrop	b æ k d ɹ ɒ p
backed	b æ k t
backer	b æ k ə ɹ
backfire	b æ k f a ɪ ə ɹ
backfisch	b æ k f ɪ ʃ
backflip	b æ k f l ɪ p
backfriend	b æ k f ɹ ɛ n d
backgammon	b æ k ɡ æ m ə n
background	b æ k ɡ ɹ a ʊ n d
backhand	b æ k h æ n d
backhanded	b æ k h æ n d ə d
backhoe	b æ k h ə ʊ
backing	b æ k ɪ ŋ ɡ
backlash	b æ k l æ ʃ
backlight	b æ k l a ɪ t
backlog	b æ k l ɒ ɡ
backness	b æ k n ɪ s
backpack	b æ k p æ k
backpedal	b æ k p ɛ d ə ɫ
backread	b æ k ɹ iː d
backread	b æ k ɹ ɛ d
backrest	b æ k ɹ e s t
backronym	b æ k ɹ ə n ɪ m
backs	b æ k s
backseater	b æ k s i t ɚ
backseaters	b æ k s i t ɚ z
backside	b æ k s a ɪ d
backslang	b æ k s l æ ŋ
backslash	b æ k s l æ ʃ
backslider	b a k s l a ɪ d ə
backspace	b æ k s p e ɪ s
backstab	b æ k s t æ b
backstabber	b æ k s t æ b ɚ
backstage	b æ k s t e ɪ d ʒ
backstory	b æ k s t ɔː ɹ i
backstretch	b æ k s t ɹ ɛ t ʃ
backtick	b æ k t ɪ k
backtrack	b æ k t ɹ æ k
backup	b æ k ʌ p
backward	b æ k w ə ɹ d
backwardly	b æ k w ə d l iː
backwards	b æ k w ə ɹ d z
backwash	b æ k w ɒ ʃ
backwoods	b a k w ʊ d z
backyard	b æ k j ɑː d
bacn	b e ɪ k ə n
bacon	b e ɪ k ə n
baconian	b ə k ə ʊ n ɪ ə n
bacony	b e ɪ k ə n i
bacs	b æ k s
bacteria	b æ k t ɪ ə ɹ ɪ ə
bactericide	b æ k t ɪ ə ɹ ɪ s a ɪ d
bacterin	b æ k t ə ɹ ɪ n
bacteriology	b æ k t ɪ ə ɹ ɪ ɒ l ə d ʒ i
bacteriophage	b æ k t ɪ ə ɹ ɪ ə ʊ f e ɪ d ʒ
bacteriophobia	b æ k t ɪ ə ɹ ɪ ə ʊ f ə ʊ b ɪ ə
bacterioscopy	b æ k t ɪ ə ɹ ɪ ɒ s k ə p i
bacteriosis	b æ k t ɪ ə ɹ ɪ ə ʊ s ɪ s
bacteriostasis	b æ k t ɪ ə ɹ ɪ ə ʊ s t e ɪ s ɪ s
bacteriotherapy	b æ k t ɪ ə ɹ ɪ ə ʊ θ e ɹ ə p i
bacteriotoxin	b æ k t ɪ ə ɹ ɪ ə ʊ t ɒ k s ɪ n
bacterium	b æ k t ɪ ə ɹ ɪ ə m
bactria	b æ k t ɹ ɪ ə
bactrian	b æ k t ɹ ɪ ə n
bacule	b æ k j uː l
baculoviral	b æ k j ʊ l ə v a ɪ ɹ ə l
baculum	b æ k j ə l ə m
bacup	b e ɪ k ʌ p
bad	b æ d
badajoz	b ɑː d ə h o ʊ s
badass	b æ d æ s
baddams	b æ d ə m z
badder	b æ d ə ɹ
baddie	b æ d i
bade	b e ɪ d
bade	b æ d
badelynge	b a d l ɪ ŋ
baden	b ɑː d ə n
badge	b æ d ʒ
badger	b æ d ʒ ə
badinage	b æ d ɪ n ɑː d ʒ
badinage	b æ d ɪ n ɑː ʒ
badine	b ə d iː n
badinerie	b æ d ɪ n ɹ i
badlands	b æ d l æ n d z
badly	b æ d l i
badmash	b ʌ d m ɑː ʃ
badminton	b æ d m ɪ n t ə n
badmouth	b æ d m a ʊ θ
badness	b æ d n ə s
badonkadonk	b ə d ʌ ŋ k ə d ʌ ŋ k
bae	b e ɪ
