A	a
diinstruksi	d i i n s t r u k s i
diinstruksi	d i ʔ i n s t r u k s i
diinterpretasiin	d i ʔ ɪ n t ə r p r ə t a s i ʔ ɪ n
diinterpretasikan	d i i n t ə r p r ə t a s i k a n
diintip	d i i n t i p
diiring	d i i r i ŋ
diiringkan	d i i r i ŋ k a n
diizinkan	d i i z i n k a n
dijalani	d i d͡ʒ a l a n i
dijalanin	d i d ʒ a l a n ɪ n
dijalankan	d i d ʒ a l a n k a n
dijalin	d i d͡ʒ a l i n
dijambak	d i d͡ʒ a m b a ʔ
dijangkit	d i d͡ʒ a ŋ k i t
dijanjiin	d i d ʒ a ɲ d ʒ i ʔ ɪ n
dijanjikan	d i d ʒ a ɲ d ʒ i k a n
dijawab	d i d͡ʒ a w a b
dijelajah	d i d͡ʒ ə l a d͡ʒ a h
dijelaskan	d i d͡ʒ ə l a s k a n
dijerat	d i d͡ʒ ə r a t
dijilat	d i d͡ʒ i l a t
dijual	d i d͡ʒ u a l
dijunjung	d i d͡ʒ u ɲ d͡ʒ u ŋ
dijunjungkan	d i d͡ʒ u ɲ d͡ʒ u ŋ k a n
dikabung	d i k a b u ŋ
dikacangin	d i k a t͡ʃ a ŋ i n
dikafirkan	d i k a f i r k a n
dikaiosune	d i k a i o s u n e
dikaji	d i k a d͡ʒ i
dikalahkan	d i k a l a h k a n
dikalungi	d i k a l u ŋ i
dikalungkan	d i k a l u ŋ k a n
dikancingkan	d i k a n t͡ʃ i ŋ k a n
dikandung	d i k a n d u ŋ
dikarang	d i k a r a ŋ
dikasih	d i k a s i h
dikasihtahu	d i k a s ɪ h t a h u
dikasihtahu	d i k a s ɪ h t a u
dikata	d i k a t a
dikatakan	d i k a t a k a n
dikau	d i k a u̯
dikawinkan	d i k a w i n k a n
dikayau	d i k a j a u̯
dikayuh	d i k a j ʊ h
dikayuhkan	d i k a j ʊ h k a n
dikdas	d i k d a s
dikebaskan	d i k ə b a s k a n
dikeluarkan	d i k ə l u a r k a n
dikelupas	d i k ə l u p a s
dikenai	d i k ə n a i̯
dikepulkan	d i k ə p u l k a n
diketahui	d i k ə t a h u i
diketip	d i k ə t ɪ p̚
dikhitan	d i x i t a n
dikiaskan	d i k i a s k a n
diklat	d i k l a t
dikonsentrasikan	d i k o n s e n t r a s i k a n
dikonstruksi	d i k o n s t r u k s i
dikonsumsi	d i k o n s u m s i
dikosongkan	d i k o s o ŋ k a n
dikotomi	d i k o t o m i
dikritik	d i k r i t i k
dikromasi	d i k r o m a s i
dikti	d ɪ k̚ t i
diktis	d i k t i s
dikubur	d i k u b u r
dikumbah	d i k u m b a h
dikunci	d i k u n t͡ʃ i
dikungkung	d i k u ŋ k u ŋ
dikuret	d i k u r ɛ t
dilabuhkan	d i l a b u h k a n
dilah	d i l a h
dilainkan	d i l a i n k a n
dilakukan	d i l a k u k a n
dilalui	d i l a l u i
dilalukan	d i l a l u k a n
dilambatkan	d i l a m b a t k a n
dilambung	d i l a m b u ŋ
dilancarkan	d i l a n t͡ʃ a r k a n
dilanggar	d i l a ŋ ɡ a r
dilangkah	d i l a ŋ k a h
dilanjutkan	d i l a n d͡ʒ u t k a n
dilantarkan	d i l a n t a r k a n
dilantik	d i l a n t i k
dilap	d i l a p
dilarang	d i l a r a ŋ
dilariin	d i l a r i ʔ ɪ n
dilarikan	d i l a r i k a n
dilatasi	d i l a t a s i
dilator	d i l a t o r
dilecehkan	d i l ə t͡ʃ ə h k a n
dilempar	d i l ə m p a r
dilenggang	d i l ə ŋ ɡ a ŋ
dilenggangkan	d i l ə ŋ ɡ a ŋ k a n
dilengser	d i l e ŋ s e r
dilepas	d i l ə p a s
dilepaskan	d i l ə p a s k a n
dilepek	d i l ə p ə k
diletak	d i l ə t a k
diletakkan	d i l ə t a k a n
dilewati	d i l e w a t i
dilewatkan	d i l e w a t k a n
dilihat	d i l i h a t
dilihati	d i l i h a t i
dilinggis	d i l i ŋ ɡ ɪ s
dilmil	d i l m i l
dilokalisasi	d i l o k a l i s a s i
dilokalisasikan	d i l o k a l i s a s i k a n
dilokalisir	d i l o k a l i s ɪ r
dilokalkan	d i l o k a l k a n
dilompat	d i l o m p a t
dilompati	d i l ɔ m p a t i
dilompatkan	d i l ɔ m p a t̚ k a n
dilucutkan	d i l u t͡ʃ u t k a n
diludahi	d i l u d a h i
dilukis	d i l u k i s
dilukiskan	d i l u k i s k a n
dilupakan	d i l u p a k a n
dilusi	d i l u s i
dimaafkan	d i m a a f k a n
dimakan	d i m a k a n
dimakani	d i m a k a n i
dimakanin	d i m a k a n ɪ n
dimakankan	d i m a k a n k a n
dimaki	d i m a k i
dimalaikatkan	d i m a l a i̯ k a t̚ k a n
dimandati	d i m a n d a t i
dimandi	d i m a n d i
dimanfaatkan	d i m a n f a ʔ a t k a n
dimanipulasi	d i m a n i p u l a s i
dimanipulasiin	d i m a n i p u l a s i ʔ ɪ n
dimanipulasikan	d i m a n i p u l a s i k a n
dimanusiakan	d i m a n u s i a k a n
dimasifkan	d i m a s i f k a n
dimaster	d i m a s t ə r
dimatikan	d i m a t i k a n
dimaui	d i m a u i
dimaukan	d i m a u̯ k a n
dimengerti	d i m ə ŋ ə r t i
dimengertikan	d i m ə ŋ ə r t i k a n
dimensi	d i m ɛ n s i
diminta	d i m i n t a
dimintai	d i m i n t a i
dimintakan	d i m i n t a k a n
diminum	d i m i n u m
diminumi	d i m i n u m i
dimpling	d i m p l i ŋ
dimulai	d i m u l a i
dimulai	d i m u l a i̯
dimusuhi	d i m u s u h i
din	d ɪ n
dinamika	d i n a m i k a
dinamis	d i n a m i s
dinar	d i n a r
dinasti	d i n a s t i
dinding	d i n d i ŋ
dingin	d i ŋ i n
dini	d i n i
diniah	d i n i a h
dinikahkan	d i n i k a h k a n
dinkes	d i n k ə s
dinormalkan	d i n ɔ r m a l k a n
diode	d i o d ə
dioksida	d i o k s i d a
diorder	d i ɔ r d ə r
diotaki	d i o t a k i
dipagar	d i p a ɡ a r
dipagari	d i p a ɡ a r i
dipakai	d i p a k a i̯
dipalu	d i p a l u
dipandang	d i p a n d a ŋ
dipandangi	d i p a n d a ŋ i
dipanggang	d i p a ŋ ɡ a ŋ
dipanggil	d i p a ŋ ɡ i l
dipanggilkan	d i p a ŋ ɡ i l k a n
dipangku	d i p a ŋ k u
dipanjat	d i p a ɲ d͡ʒ a t̚
dipanjati	d i p a ɲ d͡ʒ a t i
dipanjatkan	d i p a ɲ d͡ʒ a t̚ k a n
dipantau	d i p a n t a u̯
dipasang	d i p a s a ŋ
dipasangkan	d i p a s a ŋ k a n
dipasanglah	d i p a s a ŋ l a h
dipasifkan	d i p a s i f k a n
dipatahkan	d i p a t a h k a n
dipatik	d i p a t i k
dipatuhi	d i p a t u h i
dipecat	d i p ə t͡ʃ a t
dipegang	d i p ə ɡ a ŋ
dipengaruhi	d i p ə ŋ a r u h i
dipenggal	d i p ə ŋ ɡ a l
dipenuhi	d i p ə n u h i
diperbagus	d i p ə r b a ɡ u s
diperbaiki	d i p ə r b a i̯ k i
diperbedakan	d i p ə r b e d a k a n
diperbincangkan	d i p ə r b i n t͡ʃ a ŋ k a n
diperbuat	d i p ə r b u a t
diperburuk	d i p ə r b u r ʊ k̚
dipercaya	d i p ə r t͡ʃ a j a
dipercayai	d i p ə r t͡ʃ a j a i
dipercayakan	d i p ə r t͡ʃ a j a k a n
dipercikkan	d i p ə r t͡ʃ i k a n
diperingin	d i p ə r i ŋ ɪ n
diperintah	d i p ə r i n t a h
diperjalankan	d i p ə r d ʒ a l a n k a n
diperjanjikan	d i p ə r d͡ʒ a n d͡ʒ i k a n
diperkaya	d i p ə r k a j a
diperkeruh	d i p ə r k ə r ʊ h
diperkokoh	d i p ə r k o k ɔ h
diperkosa	d i p ə r k ɔ s a
diperlain	d i p ə r l a i n
diperlainkan	d i p ə r l a i n k a n
diperlakukan	d i p ə r l a k u k a n
diperlambat	d i p ə r l a m b a t
diperoleh	d i p ə r ɔ l ɛ h
dipersembahkan	d i p ə r s ə m b a h k a n
dipersetan	d i p ə r s e t a n
dipersetankan	d i p ə r s e t a n k a n
dipersilakan	d i p ə r s i l a k a n
dipersilakanlah	d i p ə r s i l a k a n l a h
dipersingkat	d i p ə r s i ŋ k a t̚
dipertuan	d i p ə r t u a n
dipertuturkan	d i p ə r t u t ʊ r k a n
diperuncing	d i p ə r u ɲ t͡ʃ ɪ ŋ
dipesan	d i p ə s a n
dipilah	d i p i l a h
dipilih	d i p i l i h
dipimpin	d i p i m p i n
dipindah	d i p i n d a h
dipinjam	d i p i n d͡ʒ a m
dipinta	d i p i n t a
dipintal	d i p i n t a l
diplakusis	d i p l a k u s i s
diplegia	d i p l e ɡ i a
diploma	d i p l o m a
diplopia	d i p l o p i a
dipotong	d i p o t o ŋ
diproduksi	d i p r o d u k s i
diprosopus	d i p r o s o p u s
dipuaskan	d i p u a s k a n
dipukulkan	d i p u k u l k a n
dipulasara	d i p u l a s a r a
dipulaukan	d i p u l a u̯ k a n
dipunya	d i p u ɲ a
dipunyai	d i p u ɲ a i
diracun	d i r a t ʃ ʊ n
diracuni	d i r a t ʃ u n i
diracunin	d i r a t ʃ u n ɪ n
diragukan	d i r a ɡ u k a n
diraja	d i r a d͡ʒ a
dirampas	d i r a m p a s
dirancang	d i r a n t͡ʃ a ŋ
dirangkai	d i r a ŋ k a j
dirasuk	d i r a s u k
dirasuki	d i r a s u k i
dirawat	d i r a w a t
dirawi	d i r a w i
dirayakan	d i r a j a k a n
dirayap	d i r a j a p
direbahkan	d i r ə b a h k a n
direka	d i r e k a
direkat	d i r ə k a t
direkonstruksi	d i r e k o n s t r u k s i
direksi	d i r ɛ k s i
direktori	d i r e k t o r i
dirempah	d i r ə m p a h
direncanakan	d i r ə n t͡ʃ a n a k a n
direndahkan	d i r ə n d a h k a n
direnggang	d i r ə ŋ ɡ a ŋ
dirgahayu	d i r ɡ a h a j u
dirgantara	d i r ɡ a n t a r a
diri	d i r i
dirigen	d i r i d͡ʒ ɛ n
dirigen	d i r i ɡ ɛ n
dirigisme	d i r i ɡ i s m ə
dirikan	d i r i k a n
diriku	d i r i k u
dirintih	d i r i n t i h
dirogol	d i r ɔ ɡ ɔ l
diruncing	d i r u ɲ t͡ʃ ɪ ŋ
diruncingkan	d i r ʊ ɲ t͡ʃ i ŋ k a n
dirut	d i r u t
disadari	d i s a d a r i
disahuti	d i s a h u t i
disaingi	d i s a i ŋ i
disalin	d i s a l i n
disalir	d i s a l i r
disambar	d i s a m b a r
disambut	d i s a m b u t
disampul	d i s a m p u l
disampuli	d i s a m p u l i
disandang	d i s a n d a ŋ
disangga	d i s a ŋ ɡ a
disanggah	d i s a ŋ ɡ a h
disangrai	d i s a ŋ r a i̯
disapukan	d i s a p u k a n
disarung	d i s a r u ŋ
disautonomia	d i s a u t o n o m i a
disayang	d i s a j a ŋ
disdiadokokinesia	d i s d i a d o k o k i n e s i a
disdikbud	d i s d i k b u d
disdukcapil	d i s d u k t͡ʃ a p i l
disebar	d i s ə b a r
disediakan	d i s ə d i a k a n
disedot	d i s ə d ɔ t
diseka	d i s e k a
disekap	d i s ə k a p
disekolahkan	d i s ə k o l a h k a n
disektomi	d i s ɛ k t o m i
diselang	d i s ə l a ŋ
disembah	d i s ə m b a h
disembelih	d i s ə m b ə l i h
diseminasi	d i s e m i n a s i
disendi	d i s ə n d i
disenggangkan	d i s ə ŋ ɡ a ŋ k a n
disenggol	d i s ɛ ŋ ɡ ɔ l
disentri	d i s e n t r i
diserakkan	d i s e r a k k a n
diseret	d i s ɛ r ɛ t
diservikasi	d i s ɛ r v i k a s i
disestesia	d i s ɛ s t e s i a
disetrum	d i s ə t r u m
disfagia	d i s f a ɡ i a
disfasia	d i s f a s i a
disfungsi	d i s f u ŋ s i
disgerminoma	d i s ɡ ɛ r m i n o m a
disgeusia	d i s ɡ ə u s i a
dishidria	d i s h i d r i a
dishidrosis	d i s h i d r o s i s
disiden	d i s i d ɛ n
disigung	d i s i ɡ u ŋ
disikatkan	d i s i k a t k a n
disilakan	d i s i l a k a n
disinar	d i s i n a r
disinfektan	d i s i n f ɛ k t a n
disinggung	d i s i ŋ ɡ u ŋ
disiplin	d i s i p l i n
disipliner	d i s i p l i n e r
disita	d i s i t a
diskeratosis	d i s k e r a t o s i s
diskinesia	d i s k i n e s i a
disko	d i s k o
diskominfo	d i s k o m i n f o
diskon	d i s k ɔ n
diskontinuitas	d ɪ s k ɔ n t i n u i t a s
diskotek	d i s k o t e k
diskrepansi	d i s k r e p a n s i
diskret	d i s k r ɛ t
diskursus	d i s k u r s u s
diskusi	d i s k u s i
diskusikan	d i s k u s i k a n
disleksia	d i s l ɛ k s i a
dislipidemia	d i s l i p i d e m i a
dislokasi	d i s l o k a s i
dismenorea	d i s m e n o r e a
dismetria	d i s m ɛ t r i a
disolventia	d i s o l v ɛ n t i a
disomnia	d i s o m n i a
disonansi	d i s o n a n s i
disorder	d i s o r d ə r
disorganisasi	d i s o r ɡ a n i s a s i
disorientasi	d i s o r i ɛ n t a s i
dispar	d i s p a r
dispen	d i s p ɛ n
dispensasi	d i s p ɛ n s a s i
dispensasionalis	d i s p ə n s a s i o n a l i s
dispensasionalisme	d i s p ɛ n s a s i o n a l i s m ə
dispepsia	d i s p ɛ p s i a
dispersal	d i s p ə r s a l
dispersi	d i s p ɛ r s i
displasia	d i s p l a s i a
dispora	d i s p o r a
disporapar	d i s p o r a p a r
disposisi	d i s p o s i s i
dispraksia	d i s p r a k s i a
distal	d i s t a l
distan	d i s t a n
distikiasis	d i s t i k i a s i s
distokia	d i s t o k i a
distorsi	d i s t o r s i
distosia	d i s t o s i a
distraksi	d i s t r a k s i
distransnaker	d i s t r a n s n a k ə r
distres	d i s t r ɛ s
distribusi	d ɪ s t r i b u s i
distrik	d i s t r i k
distro	d i s t r o
distrofi	d i s t r o f i
disuap	d i s u a p
disuapkan	d i s u a p k a n
disudahkan	d i s u d a h k a n
disukakan	d i s u k a k a n
disukseskan	d i s u k s ɛ s k a n
disulang	d i s u l a ŋ
disulap	d i s u l a p
disuntik	d i s u n t i k
disuratkan	d i s u r a t k a n
disuria	d i s u r i a
disuruhkan	d i s u r u h k a n
disusupkan	d i s u s u p k a n
disusuti	d i s u s u t i
disyukuri	d i ʃ u k u r i
ditabur	d i t a b u r
ditaburkan	d i t a b u r k a n
ditafsirin	d i t a f s i r ɪ n
ditafsirkan	d i t a f s i r k a n
ditagih	d i t a ɡ i h
ditahan	d i t a h a n
ditahui	d i t a h u i
ditakluk	d i t a k l u k
ditakluk	d i t a ʔ l u k
ditaksir	d i t a k s i r
ditamatkan	d i t a m a t k a n
ditambah	d i t a m b a h
ditambahkan	d i t a m b a h k a n
ditambal	d i t a m b a l
ditampar	d i t a m p a r
ditancap	d i t a n t͡ʃ a p
ditangguhkan	d i t a ŋ ɡ u h k a n
ditangkap	d i t a ŋ k a p
ditantang	d i t a n t a ŋ
ditanya	d i t a ɲ a
ditarikan	d i t a r i k a n
ditata	d i t a t a
ditatap	d i t a t a p
ditatapi	d i t a t a p i
ditelefon	d i t e l e f ɔ n
ditelentangkan	d i t ə l ə n t a ŋ k a n
ditelepon	d i t e l e p ɔ n
ditelepon	d i t ɛ l p ɔ n
ditelfon	d i t ɛ l f ɔ n
ditembak	d i t ə m b a k
ditempelkan	d i t ə m p ə l k a n
ditemukan	d i t ə m u k a n
ditendang	d i t ə n d a ŋ
ditepik	d i t ə p ɪ ʔ
ditepikan	d i t ə p i k a n
diteriaki	d i t ə r i a k i
diteriakkan	d i t ə r i a ʔ k a n
diterima	d i t ə r i m a
ditimba	d i t i m b a
ditimbal	d i t i m b a l
ditindak	d i t i n d a k
ditinggalkan	d i t i ŋ ɡ a l k a n
ditiup	d i t i u p
ditjen	d i t d͡ʒ ɛ n
ditografi	d i t o ɡ r a f i
ditolak	d i t o l a k̚
ditongkrongi	d i t ɔ ŋ k r o ŋ i
ditujukan	d i t u d͡ʒ u k a n
ditukar	d i t u k a r
ditulis	d i t u l i s
ditumpang	d i t u m p a ŋ
ditunggu	d i t u ŋ ɡ u
ditunggui	d i t u ŋ ɡ u i
ditunggukan	d i t u ŋ ɡ u k a n
ditusuk	d i t u s u k
ditutup	d i t u t u p
ditutupi	d i t u t u p i
ditutupin	d i t u t u p ɪ n
ditutupkan	d i t u t ʊ p k a n
dituturkan	d i t u t u r k a n
diulang	d i u l a ŋ
diundang	d i u n d a ŋ
diundangkan	d i u n d a ŋ k a n
diunjukkan	d i u n d͡ʒ u k a n
diurapi	d i u r a p i
diuresis	d i u r e s i s
diurup	d i u r u p
diusik	d i u s i k
diusung	d i u s u ŋ
diutarakan	d i u t a r a k a n
divertikulum	d i v ə r t i k u l u m
divestasi	d i v ɛ s t a s i
dividen	d i v i d ɛ n
divisi	d i v i s i
diwacanakan	d i w a t͡ʃ a n a k a n
diwajibkan	d i w a d͡ʒ i b k a n
diye	d i j e
dizikiri	d i z i k i r i
dizikirkan	d i z i k i r k a n
doa	d o a
doa	d o ʔ a
doang	d o a ŋ
dodol	d o d o l
dof	d o f
dogma	d o ɡ m a
dogmatik	d o ɡ m a t i k
dogmatis	d o ɡ m a t i s
dogmatisme	d o ɡ m a t i s m ə
dohyo	d o hʲ o
dohyo	d ɔ xʲ ɔ
dojo	d o d͡ʒ o
doksli	d ɔ k s l i
dokter	d o k t ə r
doktor	d ɔ k t ɔ r
doktrin	d o k t r i n
doku	d o k u
dokumen	d o k u m ɛ n
dokumentalis	d o k u m ɛ n t a l ɪ s
dokumentasi	d o k u m ɛ n t a s i
dokumenter	d o k u m ɛ n t ɛ r
dokumentografi	d o k u m ɛ n t o ɡ r a f i
dolar	d o l a r
dolfin	d ɔ l f i n
dolina	d o l i n a
dolma	d o l m a
dolomit	d o l o m i t
dolorimetri	d o l o r i m ɛ t r i
dom	d ɔ m
domain	d o m a i n
domestik	d ɔ m ɛ s t i k
domestikasi	d ɔ m ɛ s t i k a s i
dominansi	d o m i n a n s i
dominasi	d o m i n a s i
domino	d o m i n o
domisili	d o m i s i l i
dompet	d o m p e t
donasi	d o n a s i
donat	d o n a t
dondurma	d o n d u r m a
dong	d ɔ ŋ
dongan	d o ŋ a n
dongeng	d o ŋ ɛ ŋ
dongkol	d o ŋ k o l
dongkrak	d ɔ ŋ k r a k̚
donor	d o n o r
donya	d o ɲ a
doorloop	d o r l o p
dorama	d o r a m a
dori	d o r i
dormansi	d o r m a n s i
dormitori	d o r m i t o r i
dorna	d o r n a
dorong	d o r o ŋ
dorongan	d ɔ r ɔ ŋ a n
dos	d ɔ s
dosa	d o s a
dosen	d o s ɛ n
dosin	d o s i n
dosir	d o s i r
dosis	d o s i s
doyo	d o j o
dracin	d r a t͡ʃ i n
drahrim	d r a h r i m
drakunkuliasis	d r a k u n k u l i a s i s
drama	d r a m a
dramatis	d r a m a t ɪ s
drastis	d r a s t i s
dratur	d r a t u r
drayer	d r a y ə r
drempel	d r ə m p ə l
dril	d r ɪ l
drum	d r u m
drum	d r ə m
drum	d r ɨ m
drum	d r ʏ m
drusen	d r u s ɛ n
dua	d u a
duafa	d u a f a
dualisme	d u a l i s m ə
dualistis	d u a l i s t i s
duane	d u a n ə
dubur	d u b u r
duduk	d u d u k
dudukkan	d u d u k k a n
dudukkan	d u d u ʔ k a n
duga	d u ɡ a
dugaan	d u ɡ a a n
dugaan	d u ɡ a ʔ a n
dugong	d u ɡ ɔ ŋ
duit	d u i t
duk	d u k
duka	d u k a
dukcapil	d ʊ k c a p ɪ l
duktografi	d u k t o ɡ r a f i
duktulus	d u k t u l u s
duktus	d u k t u s
dukuh	d u k ʊ h
dukun	d u k u n
dukung	d u k ʊ ŋ
dukungan	d u k u ŋ a n
dulang	d u l a ŋ
duli	d u l i
dulia	d u l i a
dulu	d u l u
dumi	d u m i
dumping	d a m p i ŋ
dungu	d u ŋ u
dunia	d u n i a
duniawi	d u n i a w i
dupa	d u p a
dupleks	d u p l ɛ k s
duplikat	d u p l i k a t
duren	d u r ɛ n
durhaka	d u r h a k a
duri	d u r i
durian	d u r i a n
duriat	d u r i a t
durma	d u r m a
dus	d u s
dusgrip	d u s ɡ r i p
dusta	d u s t a
dusun	d u s u n
duta	d u t a
duyung	d u j ʊ ŋ
dwarfisme	d w a r f i s m ə
dwibiasan	d w i b i a s a n
dwicakap	d w i t͡ʃ a k a p
dwikutub	d w i k u t u p
dwingen	d w i ŋ ə n
dwipa	d w i p a
dwipartai	d w i p a r t a i̯
dwisayap	d w i s a j a p
e	e
e	ə
e	ɛ
ebonit	e b o n i t
ebtanas	ɛ b t a n a s
ecer	ɛ t͡ʃ ɛ r
eceran	ɛ t͡ʃ ɛ r a n
eco	e t͡ʃ o
edamame	e d a m a m e
edan	e d a n
edar	e d a r
edaran	e d a r a n
edarkan	e d a r k a n
edarkanlah	ə d a r k a n l a h
edema	e d e m a
eden	e d ə n
eden	ə d ə n
edisi	e d i s i
edit	e d i t
editor	ɛ d i t ɔ r
editorial	e d i t o r i a l
edukasi	ə d u k a s i
edukatif	e d u k a t i f
edukator	e d u k a t o r
ef	ɛ f
efek	ɛ f ɛ k
efektif	ɛ f ɛ k t i f
eferen	e f ə r ɛ n
efisien	ɛ f i s i ɛ n
eflorensensi	ɛ f l o r ə s ɛ n s i
efloresensi	ɛ f l o r ə s ɛ n s i
eforus	e f o r u s
efusi	e f u s i
efusif	ə f u s i f
egois	e ɡ o i s
egoisme	e ɡ o i s m ə
egoistis	e ɡ o i s t i s
eigendom	e i ɡ ə n d o m
eike	e j k ə
eike	e k ə
ejaan	e d͡ʒ a a n
ejakulasi	e d͡ʒ a k u l a s i
ejakulat	e d͡ʒ a k u l a t
eka	e k a
ekakutub	e k a k u t u p
ekaristi	ɛ k a r i s t i
ekawarna	e k a w a r n a
ekek	e k e ʔ
ekinokokosis	e k i n o k o k o s i s
ekinosit	e k i n o s i t
eklair	ɛ k l a i r
eklair	ɛ k l ɛ r
eklamsia	ɛ k l a m s i a
eklesia	e k l e s i a
eklips	ɛ k l i p s
ekofasisme	e k o f a s i s m ə
ekogenisitas	e k o ɡ e n i s i t a s
ekologis	e k o l o ɡ i s
ekonom	ɛ k ɔ n ɔ m
ekonomi	e k o n o m i
ekonomi	e k ɔ n ɔ m i
ekonomis	ɛ k o n o m ɪ s
ekor	e k o r
ekoregion	e k o r e ɡ i o n
ekosida	e k o s i d a
ekosistem	e k o s i s t ə m
ekrin	ɛ k r i n
ekrinologi	ɛ k r i n o l o ɡ i
eks	ɛ k s
eksaminasi	ɛ k s a m i n a s i
eksekusi	ɛ k s ə k u s i
eksekutif	ɛ k s ə k u t i f
eksekutor	ɛ k s ə k u t ɔ r
eksekutorial	ɛ k s ə k u t ɔ r i a l
eksem	ɛ k s ɛ m
eksenterasi	ɛ k s ɛ n t e r a s i
eksentrik	ɛ k s ɛ n t r ɪ k
eksentrosit	ɛ k s ɛ n t r o s i t
eksfolian	ɛ k s f o l i a n
eksfoliasi	ɛ k s f o l i a s i
eksfoliatif	ɛ k s f o l i a t i f
ekshibitor	ɛ k s h i b i t ɔ r
eksim	ɛ k s ɪ m
eksipien	ɛ k s i p i ɛ n
eksis	ɛ k s i s
eksisi	ɛ k s i s i
eksistensi	ɛ k s i s t ɛ n s i
eksistensial	ɛ k s i s t ɛ n s i a l
eksitotoksisitas	ə k s i t o t o k s i s i t a s
ekskavator	ɛ k s k a v a t o r
ekskomunikasi	ɛ k s k o m u n i k a s i
ekskoriasi	ə k s k o r i a s i
ekskresi	ɛ k s k r ɛ s i
ekskul	e k s k u l
ekskursi	ɛ k s k ʊ r s i
eksodus	ɛ k s o d u s
eksofitik	ɛ k s o f i t i k
eksoftalmos	ɛ k s o f t a l m o s
eksogen	e k s o ɡ ɛ n
eksokrin	ɛ k s o k r i n
eksorsis	ɛ k s o r s i s
eksorsisme	ɛ k s o r s i s m ə
eksostosis	ɛ k s o s t o s i s
eksotropia	ɛ k s o t r o p i a
ekspansi	ɛ k s p a n s i
ekspansif	ɛ k s p a n s i f
ekspatriasi	ɛ k s p a t r i a s i
ekspedisi	ɛ k s p ə d i s i
ekspeditor	ɛ k s p e d i t o r
ekspensi	ɛ k s p ɛ n s i
eksper	ɛ k s p ə r
eksperimen	ɛ k s p ɛ r i m ɛ n
eksperimental	ɛ k s p ə r i m ɛ n t a l
eksperimental	ɛ k s p ɛ r i m ɛ n t a l
eksperimenter	ɛ k s p ə r i m ɛ n t ɛ r
eksplikatif	ɛ k s p l i k a t i f
eksploitasi	ɛ k s p l o i̯ t a s i
eksploitasikan	ɛ k s p l o i̯ t a s i k a n
eksplorasi	ɛ k s p l o r a s i
eksploratif	ɛ k s p l o r a t i f
eksplorator	ɛ k s p l o r a t o r
eksponen	ɛ k s p o n ɛ n
eksportir	ɛ k s p o r t i r
ekspos	ɛ k s p o s
ekspose	ɛ k s p o s e
eksposisi	ɛ k s p o s i s i
eksposur	ɛ k s p o s u r
ekspresi	ɛ k s p r ɛ s i
ekspresif	ɛ k s p r e s i f
ekstensi	ɛ k s t ɛ n s i
ekstensif	ɛ k s t ɛ n s i f
ekstensor	ɛ k s t ɛ n s o r
eksteriorisasi	ɛ k s t e r i o r i s a s i
ekstermitas	ɛ k s t ə r m i t a s
eksternal	ɛ k s t ə r n a l
ekstra	ɛ k s t r a
ekstradisi	ɛ k s t r a d i s i
ekstrakapsular	ɛ k s t r a k a p s u l a r
ekstraksi	ɛ k s t r a k s i
ekstrakurikuler	ɛ k s t r a k u r i k u l ɛ r
ekstrapiramidal	ə k s t r a p i r a m i d a l
ekstrapolasi	ɛ k s t r a p o l a s i
ekstrasel	ɛ k s t r a s ɛ l
ekstraseluler	ɛ k s t r a s e l u l ɛ r
ekstrasistole	ɛ k s t r a s i s t o l e
ekstravasasi	ɛ k s t r a v a s a s i
ekstrem	ɛ k s t r e m
ekstremis	ɛ k s t r e m i s
ekstremitas	ɛ k s t r e m i t a s
ekstrinsik	ɛ k s t r ɪ n s ɪ k
eksudat	ɛ k s u d a t
eksyar	ə k ʃ a r
ektasia	ə k t a s i a
ektima	ɛ k t i m a
ektopik	ɛ k t o p i k
ektropion	ɛ k t r o p i o n
ekuin	e k u ɪ n
ekuitas	e k u i t a s
ekumene	e k u m e n e
ekumenis	e k u m e n i s
el	ɛ l
elang	e l a ŋ
elang	ə l a ŋ
elastografi	e l a s t o ɡ r a f i
elastosis	e l a s t o s i s
elefantiasis	e l ə f a n t i a s i s
elektif	e l ɛ k t i f
elektoral	e l ɛ k t o r a l
elektrifikasi	ɛ l ɛ k t r i f i k a s i
elektrik	ɛ l ɛ k t r ɪ k
elektris	ɛ l ɛ k t r ɪ s
elektroda	ɛ l ɛ k t r o d a
elektrode	ɛ l ɛ k t r o d e
elektrode	ɛ l ɛ k t r o d ə
elektroensefalografi	e l ɛ k t r o ɛ n s e f a l o ɡ r a f i
elektroensefalogram	e l ɛ k t r o ɛ n s e f a l o ɡ r a m
elektrofisiologi	e l ɛ k t r o f i s i o l o ɡ i
elektroforesis	e l ɛ k t r o f o r e s i s
elektrofotografi	e l ɛ k t r o f o t o ɡ r a f i
elektrokardiograf	e l ɛ k t r o k a r d i o ɡ r a f
elektrokardiografi	e l ɛ k t r o k a r d i o ɡ r a f i
elektrokardiogram	e l ɛ k t r o k a r d i o ɡ r a m
elektrokauter	e l ɛ k t r o k a u̯ t ə r
elektrokauterisasi	e l ɛ k t r o k a u t ə r i s a s i
elektrokoagulasi	e l ɛ k t r o k o a ɡ u l a s i
elektrokortikografi	e l ɛ k t r o k o r t i k o ɡ r a f i
elektromagnet	e l ɛ k t r o m a ɡ n ɛ t
elektromagnetisme	ɛ l ɛ k t r o m a k n ɛ t ɪ s m ə
elevasi	e l e v a s i
elevator	e l e v a t o r
