Є	j ɛ
геральдика	ɦ e r a lʲ d e k ɐ
гербата	ɦ e r b a t ɐ
германій	ɦ e r m a nʲ i i̯
германієвий	ɦ e r m a nʲ i j e ʋ e i̯
гермафродит	ɦ e r m ɐ f r ɔ d ɪ t
гермафродитизм	ɦ e r m ɐ f r ɔ d e t ɪ z m
гермафродитний	ɦ e r m ɐ f r ɔ d ɪ t n e i̯
герметичний	ɦ e r m e t ɪ t͡ʃ n e i̯
герметично	ɦ e r m e t ɪ t͡ʃ n ɔ
герой	ɦ e r ɔ i̯
герою	ɦ e r ɔ j ʊ
героям	ɦ e r ɔ j ɐ m
героїзм	ɦ e r ɔ j i z m
героїзувати	ɦ e r ɔ j i z ʊ ʋ a t e
героїн	ɦ e r ɔ j i n
героїня	ɦ e r ɔ j i nʲ ɐ
героїчний	ɦ e r ɔ j i t͡ʃ n e i̯
герундій	ɦ e r u nʲ dʲ i i̯
герцог	ɦ ɛ r t͡s ɔ ɦ
герцогиня	ɦ e r t͡s ɔ ɦ ɪ nʲ ɐ
гетеросексуальности	ɦ e t e r ɔ s e k s ʊ a lʲ n ɔ s t e
гетеросексуальність	ɦ e t e r ɔ s e k s ʊ a lʲ nʲ i sʲ tʲ
геть	ɦ ɛ tʲ
гетьман	ɦ ɛ tʲ m ɐ n
гетьманщина	ɦ e tʲ m a n ʃ t͡ʃ e n ɐ
гештеґ	ɦ e ʃ t ɛ ɡ
геґемонія	ɦ e ɡ e m ɔ nʲ i j ɐ
гидкий	ɦ e d k ɪ i̯
гидота	ɦ e d ɔ t ɐ
гиндик	ɦ e n d ɪ k
гиндичка	ɦ e n d ɪ t͡ʃ k ɐ
гинути	ɦ ɪ n ʊ t e
гирло	ɦ ɪ r ɫ ɔ
гич	ɦ ɪ t͡ʃ
гичка	ɦ ɪ t͡ʃ k ɐ
глава	ɦ ɫ ɐ ʋ a
глагол	ɦ ɫ ɐ ɦ ɔ ɫ
глаголити	ɦ ɫ ɐ ɦ ɔ ɫ e t e
глаголиця	ɦ ɫ ɐ ɦ ɔ ɫ e t͡sʲ ɐ
гладилка	ɦ ɫ ɐ d ɪ ɫ k ɐ
гладити	ɦ ɫ a d e t e
гладкий	ɦ ɫ a d k e i̯
гладкий	ɦ ɫ ɐ d k ɪ i̯
гладкість	ɦ ɫ a dʲ kʲ i sʲ tʲ
гладіатор	ɦ ɫ ɐ dʲ i a t ɔ r
гладіаторський	ɦ ɫ ɐ dʲ i a t ɔ r sʲ k e i̯
глазур	ɦ ɫ ɐ z u r
гласність	ɦ ɫ a sʲ nʲ i sʲ tʲ
гледіти	ɦ ɫ ɛ dʲ i t e
глек	ɦ ɫ ɛ k
глечик	ɦ ɫ ɛ t͡ʃ e k
глибина	ɦ ɫ e b e n a
глибинний	ɦ ɫ e b ɪ nː e i̯
глибока	ɦ ɫ e b ɔ k ɐ
глибоке	ɦ ɫ e b ɔ k e
глибокий	ɦ ɫ e b ɔ k e i̯
глибоким	ɦ ɫ e b ɔ k e m
глибокими	ɦ ɫ e b ɔ k e m e
глибоких	ɦ ɫ e b ɔ k e x
глибоко	ɦ ɫ e b ɔ k ɔ
глибоко	ɦ ɫ ɪ b ɔ k ɔ
глибокого	ɦ ɫ e b ɔ k ɔ ɦ ɔ
глибокому	ɦ ɫ e b ɔ k ɔ m ʊ
глибокою	ɦ ɫ e b ɔ k ɔ j ʊ
глибокої	ɦ ɫ e b ɔ k ɔ j i
глибоку	ɦ ɫ e b ɔ k ʊ
глибокі	ɦ ɫ e b ɔ kʲ i
глибокій	ɦ ɫ e b ɔ kʲ i i̯
глибокім	ɦ ɫ e b ɔ kʲ i m
глибший	ɦ ɫ ɪ b ʃ e i̯
глива	ɦ ɫ ɪ ʋ ɐ
глина	ɦ ɫ ɪ n ɐ
глинище	ɦ ɫ ɪ n e ʃ t͡ʃ e
глинути	ɦ ɫ e n u t e
глинути	ɦ ɫ ɪ n ʊ t e
глиняний	ɦ ɫ ɪ nʲ ɐ n e i̯
глист	ɦ ɫ ɪ s t
глитати	ɦ ɫ e t a t e
глитнути	ɦ ɫ e t n u t e
глобальний	ɦ ɫ ɔ b a lʲ n e i̯
глобалізація	ɦ ɫ ɔ b ɐ lʲ i z a t͡sʲ i j ɐ
глобус	ɦ ɫ ɔ b ʊ s
глобуса	ɦ ɫ ɔ b ʊ s ɐ
глобусам	ɦ ɫ ɔ b ʊ s ɐ m
глобусами	ɦ ɫ ɔ b ʊ s ɐ m e
глобусах	ɦ ɫ ɔ b ʊ s ɐ x
глобусе	ɦ ɫ ɔ b ʊ s e
глобуси	ɦ ɫ ɔ b ʊ s e
глобусові	ɦ ɫ ɔ b ʊ s ɔ ʋʲ i
глобусом	ɦ ɫ ɔ b ʊ s ɔ m
глобусу	ɦ ɫ ɔ b ʊ s ʊ
глобусі	ɦ ɫ ɔ b ʊ sʲ i
глобусів	ɦ ɫ ɔ b ʊ sʲ i u̯
глотка	ɦ ɫ ɔ t k ɐ
глузд	ɦ ɫ u z d
глузування	ɦ ɫ ʊ z ʊ ʋ a nʲː ɐ
глупий	ɦ ɫ u p e i̯
глухар	ɦ ɫ ʊ x a r
глухий	ɦ ɫ ʊ x ɪ i̯
глухнути	ɦ ɫ u x n ʊ t e
глюкоза	ɦ lʲ ʊ k ɔ z ɐ
глюон	ɦ lʲ ʊ ɔ n
глюонний	ɦ lʲ ʊ ɔ nː e i̯
глядач	ɦ lʲ ɐ d a t͡ʃ
глядачка	ɦ lʲ ɐ d a t͡ʃ k ɐ
глядіти	ɦ lʲ ɐ dʲ i t e
глянути	ɦ lʲ a n ʊ t e
глянцевий	ɦ lʲ a n t͡s e ʋ e i̯
глід	ɦ lʲ i d
глінтвейн	ɦ lʲ i n t ʋ ɛ i̯ n
гнати	ɦ n a t e
гнида	ɦ n ɪ d ɐ
гниди	ɦ n ɪ d e
гниле	ɦ n e ɫ ɛ
гниле	ɦ n ɪ ɫ e
гнилий	ɦ n e ɫ ɪ i̯
гниллю	ɦ n ɪ lʲː ʊ
гниль	ɦ n ɪ lʲ
гнилі	ɦ n ɪ lʲ i
гнилість	ɦ n ɪ lʲ i sʲ tʲ
гнити	ɦ n ɪ t e
гнобитель	ɦ n ɔ b ɪ t e lʲ
гнобителька	ɦ n ɔ b ɪ t e lʲ k ɐ
гнобительство	ɦ n ɔ b ɪ t e lʲ s t w ɔ
гнобити	ɦ n ɔ b ɪ t e
гносеологічний	ɦ n ɔ s e ɔ ɫ o ɦʲ i t͡ʃ n e i̯
гносеологія	ɦ n ɔ s e ɔ ɫ ɔ ɦʲ i j ɐ
гнути	ɦ n u t e
гнутися	ɦ n u t e sʲ ɐ
гнучкий	ɦ n ʊ t͡ʃ k ɪ i̯
гнучкість	ɦ n u t͡ʃ kʲ i sʲ tʲ
гнів	ɦ nʲ i u̯
гніватися	ɦ nʲ i ʋ ɐ t e sʲ ɐ
гнівити	ɦ nʲ i ʋ ɪ t e
гнідий	ɦ nʲ i d ɪ i̯
гніздились	ɦ nʲ i z d ɪ ɫ e sʲ
гніздилися	ɦ nʲ i z d ɪ ɫ e sʲ ɐ
гніздитись	ɦ nʲ i z d ɪ t e sʲ
гніздитися	ɦ nʲ i z d ɪ t e sʲ ɐ
гніздиться	ɦ nʲ i z d ɪ t͡sʲː ɐ
гніздо	ɦ nʲ i z d ɔ
гніздяться	ɦ nʲ i zʲ dʲ a t͡sʲː ɐ
гній	ɦ nʲ i i̯
гнійний	ɦ nʲ i i̯ n ɪ i̯
гніт	ɦ nʲ i t
гнітисрака	ɦ nʲ i t ɪ s r ɐ k ɐ
гнітити	ɦ nʲ i t ɪ t e
гобіт	ɦ ɔ bʲ i t
говорений	ɦ ɔ w ɔ r e n e i̯
говорено	ɦ ɔ w ɔ r e n ɔ
говори	ɦ ɔ w ɔ r ɪ
говорив	ɦ ɔ w ɔ r ɪ u̯
говоривши	ɦ ɔ w ɔ r ɪ u̯ ʃ e
говорила	ɦ ɔ w ɔ r ɪ ɫ ɐ
говорили	ɦ ɔ w ɔ r ɪ ɫ e
говорило	ɦ ɔ w ɔ r ɪ ɫ ɔ
говорим	ɦ ɔ w ɔ r e m
говоримо	ɦ ɔ w ɔ r e m ɔ
говорите	ɦ ɔ w ɔ r e t e
говорити	ɦ ɔ w ɔ r ɪ t e
говорить	ɦ ɔ w ɔ r e tʲ
говориш	ɦ ɔ w ɔ r e ʃ
говорю	ɦ ɔ w o rʲ u
говорять	ɦ ɔ w ɔ rʲ ɐ tʲ
говорячи	ɦ ɔ w ɔ rʲ ɐ t͡ʃ e
говорім	ɦ ɔ w o rʲ i m
говорімо	ɦ ɔ w o rʲ i m ɔ
говоріть	ɦ ɔ w o rʲ i tʲ
говірка	ɦ ɔ ʋʲ i r k ɐ
говіркий	ɦ ɔ ʋʲ i r k ɪ i̯
говіти	ɦ ɔ ʋʲ i t e
гоголь	ɦ ɔ ɦ ɔ lʲ
год	ɦ ɔ d
годин	ɦ ɔ d ɪ n
година	ɦ ɔ d ɪ n ɐ
годинам	ɦ ɔ d ɪ n ɐ m
годинами	ɦ ɔ d ɪ n ɐ m e
годинах	ɦ ɔ d ɪ n ɐ x
години	ɦ ɔ d ɪ n e
годинний	ɦ ɔ d ɪ nː e i̯
годинник	ɦ ɔ d ɪ nː e k
годинника	ɦ ɔ d ɪ nː e k ɐ
годинникам	ɦ ɔ d ɪ nː e k ɐ m
годинниками	ɦ ɔ d ɪ nː e k ɐ m e
годинниках	ɦ ɔ d ɪ nː e k ɐ x
годинники	ɦ ɔ d ɪ nː e k e
годинникові	ɦ ɔ d e nː e k ɔ ʋʲ i
годинникові	ɦ ɔ d ɪ nː e k ɔ ʋʲ i
годинником	ɦ ɔ d ɪ nː e k ɔ m
годиннику	ɦ ɔ d ɪ nː e k ʊ
годинників	ɦ ɔ d ɪ nː e kʲ i u̯
годино	ɦ ɔ d ɪ n ɔ
годиною	ɦ ɔ d ɪ n ɔ j ʊ
годину	ɦ ɔ d ɪ n ʊ
годині	ɦ ɔ d ɪ nʲ i
годити	ɦ ɔ d ɪ t e
годувати	ɦ ɔ d ʊ ʋ a t e
годі	ɦ ɔ dʲ i
годівля	ɦ o dʲ i u̯ lʲ ɐ
гойдалка	ɦ ɔ i̯ d ɐ ɫ k ɐ
гойдати	ɦ ɔ i̯ d a t e
гойдатися	ɦ ɔ i̯ d a t e sʲ ɐ
гол	ɦ ɔ ɫ
голий	ɦ ɔ ɫ e i̯
голка	ɦ ɔ ɫ k ɐ
голкам	ɦ ɔ ɫ k a m
голками	ɦ ɔ ɫ k a m e
голках	ɦ ɔ ɫ k a x
голки	ɦ ɔ ɫ k e
голки	ɦ ɔ ɫ k ɪ
голко	ɦ ɔ ɫ k ɔ
голкоподібний	ɦ ɔ ɫ k ɔ p o dʲ i b n e i̯
голкою	ɦ ɔ ɫ k ɔ j ʊ
голландець	ɦ ɔ ɫː a n d e t͡sʲ
голландка	ɦ ɔ ɫː a n d k ɐ
голландський	ɦ ɔ ɫː a n d͡zʲ sʲ k e i̯
голова	ɦ ɔ ɫ ɔ ʋ a
головам	ɦ ɔ ɫ ɔ ʋ ɐ m
головами	ɦ ɔ ɫ ɔ ʋ ɐ m e
голованівський	ɦ ɔ ɫ ɔ ʋ a nʲ i u̯ sʲ k e i̯
головах	ɦ ɔ ɫ ɔ ʋ ɐ x
голови	ɦ ɔ ɫ ɔ ʋ e
голови	ɦ ɔ ɫ ɔ ʋ ɪ
головка	ɦ ɔ ɫ ɔ u̯ k ɐ
головка	ɦ ɔ ɫ ɔ u̯ k ɔ
головна	ɦ ɔ ɫ ɔ u̯ n a
головне	ɦ ɔ ɫ ɔ u̯ n ɛ
головний	ɦ ɔ ɫ ɔ u̯ n ɪ i̯
головним	ɦ ɔ ɫ ɔ u̯ n ɪ m
головними	ɦ ɔ ɫ ɔ u̯ n ɪ m e
головних	ɦ ɔ ɫ ɔ u̯ n ɪ x
головно	ɦ ɔ ɫ ɔ u̯ n ɔ
головного	ɦ ɔ ɫ ɔ u̯ n ɔ ɦ ɔ
головнокомандувач	ɦ ɔ ɫ ɔ u̯ n ɔ k ɔ m a n d ʊ ʋ ɐ t͡ʃ
головнокомандувача	ɦ ɔ ɫ ɔ u̯ n ɔ k ɔ m a n d ʊ ʋ ɐ t͡ʃ ɐ
головному	ɦ ɔ ɫ ɔ u̯ n ɔ m ʊ
головною	ɦ ɔ ɫ ɔ u̯ n ɔ j ʊ
головної	ɦ ɔ ɫ ɔ u̯ n ɔ j i
головну	ɦ ɔ ɫ ɔ u̯ n u
головні	ɦ ɔ ɫ ɔ u̯ nʲ i
головній	ɦ ɔ ɫ ɔ u̯ nʲ i i̯
головнім	ɦ ɔ ɫ ɔ u̯ nʲ i m
головоломний	ɦ ɔ ɫ ɔ w ɔ ɫ ɔ m n e i̯
головою	ɦ ɔ ɫ ɔ w ɔ j ʊ
головпоштамт	ɦ ɔ ɫ ɔ u̯ p ɔ ʃ t a m t
голову	ɦ ɔ ɫ ɔ w ʊ
голові	ɦ ɔ ɫ ɔ ʋʲ i
голограма	ɦ ɔ ɫ ɔ ɦ r a m ɐ
голод	ɦ ɔ ɫ ɔ d
голодна	ɦ ɔ ɫ ɔ d n ɐ
голодне	ɦ ɔ ɫ ɔ d n e
голодний	ɦ ɔ ɫ ɔ d n e i̯
голодним	ɦ ɔ ɫ ɔ d n e m
голодними	ɦ ɔ ɫ ɔ d n e m e
голодних	ɦ ɔ ɫ ɔ d n e x
голодного	ɦ ɔ ɫ ɔ d n ɔ ɦ ɔ
голодному	ɦ ɔ ɫ ɔ d n ɔ m ʊ
голодною	ɦ ɔ ɫ ɔ d n ɔ j ʊ
голодної	ɦ ɔ ɫ ɔ d n ɔ j i
голодну	ɦ ɔ ɫ ɔ d n ʊ
голодні	ɦ ɔ ɫ ɔ dʲ nʲ i
голодній	ɦ ɔ ɫ ɔ dʲ nʲ i i̯
голоднім	ɦ ɔ ɫ ɔ dʲ nʲ i m
голодомор	ɦ ɔ ɫ ɔ d ɔ m ɔ r
голодування	ɦ ɔ ɫ ɔ d ʊ ʋ a nʲː ɐ
голодувати	ɦ ɔ ɫ ɔ d ʊ ʋ a t e
голодуючий	ɦ ɔ ɫ o d u j ʊ t͡ʃ e i̯
голок	ɦ ɔ ɫ ɔ k
голокост	ɦ ɔ ɫ ɔ k ɔ s t
голопупенко	ɦ ɔ ɫ o p u p e n k ɔ
голос	ɦ ɔ ɫ ɔ s
голосити	ɦ ɔ ɫ ɔ s ɪ t e
голосний	ɦ ɔ ɫ ɔ s n ɪ i̯
голосно	ɦ ɔ ɫ ɔ s n ɔ
голосовий	ɦ ɔ ɫ ɔ s ɔ ʋ ɪ i̯
голосування	ɦ ɔ ɫ ɔ s ʊ ʋ a nʲː ɐ
голосувати	ɦ ɔ ɫ ɔ s ʊ ʋ a t e
голота	ɦ ɔ ɫ ɔ t ɐ
голуб	ɦ ɔ ɫ ʊ b
голуб'я	ɦ ɔ ɫ ʊ b j a
голубець	ɦ ɔ ɫ ʊ b ɛ t͡sʲ
голубий	ɦ ɔ ɫ ʊ b ɪ i̯
голубика	ɦ ɔ ɫ ʊ b ɪ k ɐ
голубиний	ɦ ɔ ɫ ʊ b ɪ n e i̯
голубці	ɦ o ɫ u b t͡sʲ i
голубці	ɦ ɔ ɫ ʊ b t͡sʲ i
голці	ɦ ɔ lʲ t͡sʲ i
гольмій	ɦ ɔ lʲ mʲ i i̯
гольф	ɦ ɔ lʲ f
гольфа	ɦ ɔ lʲ f ɐ
гольфе	ɦ ɔ lʲ f e
гольфові	ɦ ɔ lʲ f ɔ ʋʲ i
гольфом	ɦ ɔ lʲ f ɔ m
гольфу	ɦ ɔ lʲ f ʊ
голів	ɦ o lʲ i u̯
голівка	ɦ o lʲ i u̯ k ɐ
голіруч	ɦ ɔ lʲ i r u t͡ʃ
гомеостатичний	ɦ ɔ m e ɔ s t ɐ t ɪ t͡ʃ n e i̯
гомерівський	ɦ ɔ m ɛ rʲ i u̯ sʲ k e i̯
гомосексуальний	ɦ ɔ m ɔ s e k s ʊ a lʲ n e i̯
гомосексуальність	ɦ ɔ m ɔ s e k s ʊ a lʲ nʲ i sʲ tʲ
гомосексуалізм	ɦ ɔ m ɔ s e k s ʊ ɐ lʲ i z m
гомосексуаліст	ɦ ɔ m ɔ s e k s ʊ ɐ lʲ i s t
гомофобний	ɦ ɔ m ɔ f ɔ b n e i̯
гомофобія	ɦ ɔ m ɔ f ɔ bʲ i j ɐ
гомілка	ɦ o mʲ i ɫ k ɐ
гомін	ɦ ɔ mʲ i n
гондураський	ɦ ɔ n d ʊ r a sʲ k e i̯
гонець	ɦ ɔ n ɛ t͡sʲ
гони	ɦ ɔ n e
гонити	ɦ ɔ n ɪ t e
гонор	ɦ ɔ n ɔ r
гонорар	ɦ ɔ n ɔ r a r
гончар	ɦ ɔ n t͡ʃ a r
гончарня	ɦ ɔ n t͡ʃ a r nʲ ɐ
гончарство	ɦ ɔ n t͡ʃ a r s t w ɔ
гоп	ɦ ɔ p
гопак	ɦ ɔ p a k
гора	ɦ ɔ r a
горам	ɦ ɔ r ɐ m
горами	ɦ ɔ r ɐ m e
горах	ɦ ɔ r ɐ x
горб	ɦ ɔ r b
горбата	ɦ ɔ r b a t ɐ
горбатий	ɦ ɔ r b a t e i̯
гордий	ɦ ɔ r d e i̯
гординя	ɦ ɔ r d ɪ nʲ ɐ
гордитися	ɦ ɔ r d ɪ t e sʲ ɐ
гордо	ɦ ɔ r d ɔ
гордовитий	ɦ ɔ r d ɔ ʋ ɪ t e i̯
гордій	ɦ o r dʲ i i̯
гордій	ɦ ɔ r dʲ i i̯
гордість	ɦ ɔ r dʲ i sʲ tʲ
горе	ɦ ɔ r e
горезвісний	ɦ ɔ r e zʲ ʋʲ i s n e i̯
гори	ɦ ɔ r e
гори	ɦ ɔ r ɪ
горизонт	ɦ ɔ r e z ɔ n t
горизонтальний	ɦ ɔ r e z ɔ n t a lʲ n e i̯
горизонтам	ɦ ɔ r e z ɔ n t ɐ m
горизонтами	ɦ ɔ r e z ɔ n t ɐ m e
горизонтах	ɦ ɔ r e z ɔ n t ɐ x
горизонти	ɦ ɔ r e z ɔ n t e
горизонтові	ɦ ɔ r e z ɔ n t ɔ ʋʲ i
горизонтом	ɦ ɔ r e z ɔ n t ɔ m
горизонту	ɦ ɔ r e z ɔ n t ʊ
горизонті	ɦ ɔ r e z ɔ nʲ tʲ i
горизонтів	ɦ ɔ r e z ɔ nʲ tʲ i u̯
горим	ɦ ɔ r ɪ m
гористий	ɦ ɔ r ɪ s t e i̯
горите	ɦ ɔ r e t ɛ
горище	ɦ ɔ r ɪ ʃ t͡ʃ e
горл	ɦ ɔ r ɫ
горла	ɦ ɔ r ɫ ɐ
горлам	ɦ ɔ r ɫ ɐ m
горлами	ɦ ɔ r ɫ ɐ m e
горлах	ɦ ɔ r ɫ ɐ x
горло	ɦ ɔ r ɫ ɔ
горлом	ɦ ɔ r ɫ ɔ m
горлу	ɦ ɔ r ɫ ʊ
горлянка	ɦ ɔ r lʲ a n k ɐ
горлі	ɦ ɔ r lʲ i
горлівський	ɦ ɔ r lʲ i u̯ sʲ k e i̯
гормон	ɦ ɔ r m ɔ n
гормональний	ɦ ɔ r m ɔ n a lʲ n e i̯
гормони	ɦ ɔ r m ɔ n e
гормонів	ɦ ɔ r m ɔ nʲ i u̯
горн	ɦ ɔ r n
горностай	ɦ ɔ r n ɔ s t a i̯
горнути	ɦ o r n u t e
горня	ɦ ɔ r nʲ a
горнятко	ɦ ɔ r nʲ a t k ɔ
горобець	ɦ ɔ r ɔ b ɛ t͡sʲ
горобина	ɦ ɔ r ɔ b ɪ n ɐ
горобчик	ɦ ɔ r ɔ b t͡ʃ e k
город	ɦ ɔ r ɔ d
городина	ɦ ɔ r ɔ d e n ɐ
городище	ɦ ɔ r ɔ d ɪ ʃ t͡ʃ e
городництво	ɦ ɔ r ɔ d n e t͡s t w ɔ
городський	ɦ ɔ r ɔ d͡zʲ sʲ k ɪ i̯
городянин	ɦ ɔ r ɔ dʲ a n e n
горожанин	ɦ ɔ r ɔ ʒ a n e n
гороскоп	ɦ ɔ r ɔ s k ɔ p
горох	ɦ ɔ r ɔ x
гороховий	ɦ ɔ r ɔ x ɔ ʋ e i̯
горою	ɦ ɔ r ɔ j ʊ
гортань	ɦ ɔ r t a nʲ
гортати	ɦ ɔ r t a t e
гору	ɦ o r u
горщик	ɦ ɔ r ʃ e k
горщик	ɦ ɔ r ʃ t͡ʃ e k
горщик	ɦ ɔ r ʃ ɪ k
горщок	ɦ ɔ r ʃ t͡ʃ ɔ k
горю	ɦ o rʲ u
горячи	ɦ ɔ rʲ ɐ t͡ʃ ɪ
горі	ɦ ɔ rʲ i
горілка	ɦ o rʲ i ɫ k ɐ
горілки	ɦ o rʲ i ɫ k e
горілки	ɦ ɔ rʲ i ɫ k ɪ
горілок	ɦ o rʲ i ɫ ɔ k
горілок	ɦ ɔ rʲ i ɫ ɔ k
горілочка	ɦ o rʲ i ɫ ɔ t͡ʃ k ɐ
горілчаний	ɦ ɔ rʲ i ɫ t͡ʃ a n e i̯
горіння	ɦ o rʲ i nʲː ɐ
горіти	ɦ o rʲ i t e
горіх	ɦ o rʲ i x
горішній	ɦ o rʲ i ʃ nʲ i i̯
господар	ɦ ɔ s p ɔ d ɐ r
господарство	ɦ ɔ s p ɔ d a r s t w ɔ
господарський	ɦ ɔ s p ɔ d a r sʲ k e i̯
господарський	ɦ ɔ s p ɔ d ɐ r sʲ k e i̯
господарювати	ɦ ɔ s p ɔ d ɐ rʲ ʊ ʋ a t e
господинею	ɦ ɔ s p ɔ d ɪ n e j ʊ
господинь	ɦ ɔ s p ɔ d ɪ nʲ
господиню	ɦ ɔ s p ɔ d ɪ nʲ ʊ
господиня	ɦ ɔ s p ɔ d ɪ nʲ ɐ
господиням	ɦ ɔ s p ɔ d ɪ nʲ ɐ m
господинями	ɦ ɔ s p ɔ d ɪ nʲ ɐ m e
господинях	ɦ ɔ s p ɔ d ɪ nʲ ɐ x
господині	ɦ ɔ s p ɔ d ɪ nʲ i
госпіталізація	ɦ ɔ sʲ pʲ i t ɐ lʲ i z a t͡sʲ i j ɐ
госпіталізував	ɦ ɔ sʲ pʲ i t ɐ lʲ i z ʊ ʋ a u̯
госпіталізувала	ɦ ɔ sʲ pʲ i t ɐ lʲ i z ʊ ʋ a ɫ ɐ
госпіталізували	ɦ ɔ sʲ pʲ i t ɐ lʲ i z ʊ ʋ a ɫ e
госпіталізувало	ɦ ɔ sʲ pʲ i t ɐ lʲ i z ʊ ʋ a ɫ ɔ
госпіталізувати	ɦ ɔ sʲ pʲ i t ɐ lʲ i z ʊ ʋ a t e
гостиниця	ɦ ɔ s t ɪ n e t͡sʲ ɐ
гостинний	ɦ ɔ s t ɪ nː e i̯
гостинність	ɦ ɔ s t ɪ nʲː i sʲ tʲ
гоститися	ɦ ɔ s t ɪ t e sʲ ɐ
гострий	ɦ ɔ s t r e i̯
гострити	ɦ ɔ s t r ɪ t e
гостро	ɦ ɔ s t r ɔ
гострокінцевий	ɦ ɔ s t r ɔ kʲ i n t͡s ɛ ʋ e i̯
гострі	ɦ ɔ s tʲ rʲ i
гостріший	ɦ o s tʲ rʲ i ʃ e i̯
гостювати	ɦ ɔ sʲ tʲ ʊ ʋ a t e
гостя	ɦ ɔ sʲ tʲ ɐ
готелеві	ɦ ɔ t ɛ ɫ e ʋʲ i
готелем	ɦ ɔ t ɛ ɫ e m
готель	ɦ ɔ t ɛ lʲ
готелю	ɦ ɔ t ɛ lʲ ʊ
готелям	ɦ ɔ t ɛ lʲ ɐ m
готелями	ɦ ɔ t ɛ lʲ ɐ m e
готелях	ɦ ɔ t ɛ lʲ ɐ x
готелі	ɦ ɔ t ɛ lʲ i
готелів	ɦ ɔ t ɛ lʲ i u̯
готовий	ɦ ɔ t ɔ ʋ e i̯
готовити	ɦ ɔ t ɔ ʋ e t e
готовність	ɦ ɔ t ɔ u̯ nʲ i sʲ tʲ
готово	ɦ ɔ t ɔ w ɔ
готував	ɦ ɔ t ʊ ʋ a u̯
готувався	ɦ ɔ t ʊ ʋ a u̯ sʲ ɐ
готувавши	ɦ ɔ t ʊ ʋ a u̯ ʃ e
готувала	ɦ ɔ t ʊ ʋ a ɫ ɐ
готувалася	ɦ ɔ t ʊ ʋ a ɫ ɐ sʲ ɐ
готували	ɦ ɔ t ʊ ʋ a ɫ e
готувалися	ɦ ɔ t ʊ ʋ a ɫ e sʲ ɐ
готувало	ɦ ɔ t ʊ ʋ a ɫ ɔ
готувалося	ɦ ɔ t ʊ ʋ a ɫ ɔ sʲ ɐ
готувати	ɦ ɔ t ʊ ʋ a t e
готуватися	ɦ ɔ t ʊ ʋ a t e sʲ ɐ
готуй	ɦ o t u i̯
готуймо	ɦ o t u i̯ m ɔ
готуйте	ɦ o t u i̯ t e
готую	ɦ o t u j ʊ
готуюся	ɦ o t u j ʊ sʲ ɐ
готують	ɦ o t u j ʊ tʲ
готуються	ɦ o t u j ʊ t͡sʲː ɐ
готуючи	ɦ o t u j ʊ t͡ʃ e
готує	ɦ o t u j e
готуєм	ɦ o t u j e m
готуємо	ɦ o t u j e m ɔ
готуєте	ɦ o t u j e t e
готується	ɦ o t u j e t͡sʲː ɐ
готуєш	ɦ o t u j e ʃ
готуєшся	ɦ o t u j e sʲː ɐ
готівка	ɦ o tʲ i u̯ k ɐ
готівковий	ɦ ɔ tʲ i u̯ k ɔ ʋ e i̯
гоц	ɦ ɔ t͡s
гоїти	ɦ ɔ j i t e
гра	ɦ r a
грабельки	ɦ r ɐ b e lʲ k ɪ
граблі	ɦ r ɐ b lʲ i
грабувати	ɦ r ɐ b ʊ ʋ a t e
грабіж	ɦ r ɐ bʲ i ʒ
грабіжник	ɦ r ɐ bʲ i ʒ n e k
грав	ɦ r a u̯
гравець	ɦ r ɐ ʋ ɛ t͡sʲ
гравцеві	ɦ r ɐ u̯ t͡s ɛ ʋʲ i
гравцем	ɦ r ɐ u̯ t͡s ɛ m
гравцю	ɦ r ɐ u̯ t͡sʲ u
гравця	ɦ r ɐ u̯ t͡sʲ a
гравцям	ɦ r ɐ u̯ t͡sʲ a m
гравцями	ɦ r ɐ u̯ t͡sʲ a m e
гравцях	ɦ r ɐ u̯ t͡sʲ a x
гравці	ɦ r ɐ u̯ t͡sʲ i
гравців	ɦ r ɐ u̯ t͡sʲ i u̯
гравши	ɦ r a u̯ ʃ e
гравітаційний	ɦ r ɐ ʋʲ i t ɐ t͡sʲ i i̯ n e i̯
гравітація	ɦ r ɐ ʋʲ i t a t͡sʲ i j ɐ
град	ɦ r a d
градирня	ɦ r ɐ d ɪ r nʲ ɐ
градус	ɦ r a d ʊ s
грай	ɦ r a i̯
грайливий	ɦ r ɐ i̯ ɫ ɪ ʋ e i̯
граймо	ɦ r a i̯ m ɔ
грайте	ɦ r a i̯ t e
грак	ɦ r a k
грака	ɦ r ɐ k a
гракам	ɦ r ɐ k a m
грала	ɦ r a ɫ ɐ
грали	ɦ r a ɫ e
грало	ɦ r a ɫ ɔ
грам	ɦ r a m
граматика	ɦ r ɐ m a t e k ɐ
граматичний	ɦ r ɐ m ɐ t ɪ t͡ʃ n e i̯
грамотний	ɦ r a m ɔ t n e i̯
грамотність	ɦ r a m ɔ tʲ nʲ i sʲ tʲ
гранат	ɦ r ɐ n a t
граната	ɦ r ɐ n a t ɐ
гранатомет	ɦ r ɐ n ɐ t ɔ m ɛ t
границя	ɦ r ɐ n ɪ t͡sʲ ɐ
гранично	ɦ r ɐ n ɪ t͡ʃ n ɔ
гранчак	ɦ r ɐ n t͡ʃ a k
граніт	ɦ r ɐ nʲ i t
грати	ɦ r a t e
гратися	ɦ r a t e sʲ ɐ
