A	ʔ aː ˧˧
Xích Lão Ôn	s ɨ t̚ ˦˥ l aː w ˨˩˦ ʔ o ŋ ˧˧
Xô viết	s o w ˧˧ j i ə k̚ ˦˥
Xô viết	s o w ˧˧ v i ə k̚ ˦˥
Xăng Phăng	s a ŋ ˧˧ f a ŋ ˧˧
Xơ Đăng	s əː ˧˧ ʔ ɗ a ŋ ˧˧
Xạ Thủ	s aː ˨˩˨ tʰ ʊ w ˨˩˦
Xử Nữ	s ɨ ˨˩˦ n ɨ ˨˩˦
Y	ʔ ɪ j ˧˧ j aː j ˨˩
Y	ʔ ɪ j ˧˧ ɣ əː ˨˩ ɹ ɛ k̚ ˦˥
Y Lãng	ʔ ɪ j ˧˧ l aː ŋ ˨˩˦
Y Nhã	ʔ ɪ j ˧˧ ɲ aː ˨˩˦
Y Pha Nho	ʔ ɪ j ˧˧ f aː ˧˧ ɲ ɔ ˧˧
Y Ta Li	ʔ ɪ j ˧˧ t aː ˧˧ l ɪ j ˧˧
YouTube	j ʊ w ˧˧ t ʊ p̚ ˦˥
Yên	ʔ i ə ŋ ˧˧
Yên Bái	ʔ i ə ŋ ˧˧ ʔ ɓ aː j ˦˥
Yên Bình	ʔ i ə ŋ ˧˧ ʔ ɓ ɨ n ˨˩
Yên Bằng	ʔ i ə ŋ ˧˧ ʔ ɓ a ŋ ˨˩
Yên Nghĩa	ʔ i ə ŋ ˧˧ ŋ i ə ˨˩˦
Yến	ʔ i ə ŋ ˦˥
a còng	ʔ aː ˧˧ k a w ŋ͡m ˨˩
a dua	ʔ aː ˧˧ j u ə ˧˧
a giao	ʔ aː ˧˧ j aː w ˧˧
a ha	ʔ aː ˧˧ h aː ˧˧
a hoàn	ʔ aː ˧˧ w aː ŋ ˨˩
a la xô	ʔ aː ˧˧ l aː ˧˧ s o w ˧˧
a men	ʔ aː ˧˧ m ɛ ŋ ˧˧
a móc	ʔ aː ˧˧ m a w k͡p̚ ˦˥
a phiến	ʔ aː ˧˧ f i ə ŋ ˦˥
a tòng	ʔ aː ˧˧ t a w ŋ͡m ˨˩
acc	ʔ a k̚ ˨˩˨
actini	ʔ aː k̚ ˦˥ t ɪ j ˧˧ n ɪ j ˧˧
ad	ʔ aː k̚ ˦˥
adrenalin	ʔ aː ˧˧ ʔ ɗ ɹ e j ˧˧ n aː ˧˧ l ɨ n ˧˧
agon	ʔ aː k̚ ˦˥ ɣ ə w ŋ͡m ˧˧
agon	ʔ aː k̚ ˨˩˨ ɣ ə w ŋ͡m ˧˧
agon	ʔ aː ˧˧ ɣ ə w ŋ͡m ˧˧
ai	ʔ aː j ˧˧
ai ai	ʔ aː j ˧˧ ʔ aː j ˧˧
ai bảo	ʔ aː j ˧˧ ʔ ɓ aː w ˨˩˦
ai dè	ʔ aː j ˧˧ j ɛ ˨˩
ai khảo mà xưng	ʔ aː j ˧˧ kʰ aː w ˨˩˦ m aː ˨˩ s ɨ ŋ ˧˧
ai mượn	ʔ aː j ˧˧ m ɨ ə ŋ ˨˩˨
ai ngờ	ʔ aː j ˧˧ ŋ əː ˨˩
ai nấy	ʔ aː j ˧˧ n ə j ˦˥
ai oán	ʔ aː j ˧˧ w aː ŋ ˦˥
ai oán	ʔ aː j ˧˧ ʔ w aː ŋ ˦˥
ai điếu	ʔ aː j ˧˧ ʔ ɗ i w ˦˥
ai đó	ʔ aː j ˧˧ ʔ ɗ ɔ ˦˥
ai đời	ʔ aː j ˧˧ ʔ ɗ əː j ˨˩
album	ʔ aː ŋ ˧˧ ʔ ɓ ɔ m ˧˧
album	ʔ aː ŋ ˧˧ ʔ ɓ ʊ m ˧˧
alpha	ʔ aː ŋ ˧˧ f aː ˧˧
alô	ʔ aː ˧˧ l o w ˧˧
am	ʔ aː m ˧˧
am hiểu	ʔ aː m ˧˧ h i w ˨˩˦
am thanh cảnh vắng	ʔ aː m ˧˧ tʰ a n ˧˧ k a n ˨˩˦ j a ŋ ˦˥
am thanh cảnh vắng	ʔ aː m ˧˧ tʰ a n ˧˧ k a n ˨˩˦ v a ŋ ˦˥
am tường	ʔ aː m ˧˧ t ɨ ə ŋ ˨˩
amen	ʔ aː ˧˧ m ɛ ŋ ˧˧
amerixi	ʔ aː ˧˧ m e j ˧˧ ɹ ɪ j ˧˧ s ɪ j ˧˧
amidan	ʔ aː ˧˧ m ɪ j ˧˧ ʔ ɗ aː ŋ ˧˧
amoni	ʔ aː ˧˧ m o w ˧˧ n ɪ j ˧˧
amoniac	ʔ aː ˧˧ m o w ˧˧ n ɪ j ˧˧ ʔ a k̚ ˦˥
ampe	ʔ aː m ˧˧ p ɛ ˧˧
ampe kế	ʔ aː m ˧˧ p ɛ ˧˧ k e j ˦˥
ampli	ʔ aː m ˧˧ p l ɪ j ˧˧
amply	ʔ ə m ˧˧ l ɪ j ˧˧
an	ʔ aː ŋ ˧˧
an bài	ʔ aː ŋ ˧˧ ʔ ɓ aː j ˨˩
an bần lạc đạo	ʔ aː ŋ ˧˧ ʔ ɓ ə ŋ ˨˩ l aː k̚ ˨˩˨ ʔ ɗ aː w ˨˩˨
an cư lạc nghiệp	ʔ aː ŋ ˧˧ k ɨ ˧˧ l aː k̚ ˨˩˨ ŋ i p̚ ˨˩˨
an dưỡng	ʔ aː ŋ ˧˧ j ɨ ə ŋ ˨˩˦
an dưỡng đường	ʔ aː ŋ ˧˧ j ɨ ə ŋ ˨˩˦ ʔ ɗ ɨ ə ŋ ˨˩
an giấc	ʔ aː ŋ ˧˧ j ə k̚ ˦˥
an giấc nghìn thu	ʔ aː ŋ ˧˧ j ə k̚ ˦˥ ŋ ɨ n ˨˩ tʰ ʊ w ˧˧
an giấc ngàn thu	ʔ aː ŋ ˧˧ j ə k̚ ˦˥ ŋ aː ŋ ˨˩ tʰ ʊ w ˧˧
an hưởng	ʔ aː ŋ ˧˧ h ɨ ə ŋ ˨˩˦
an khang	ʔ aː ŋ ˧˧ kʰ aː ŋ ˧˧
an khang thịnh vượng	ʔ aː ŋ ˧˧ kʰ aː ŋ ˧˧ tʰ ɨ n ˨˩˨ j ɨ ə ŋ ˨˩˨
an khang thịnh vượng	ʔ aː ŋ ˧˧ kʰ aː ŋ ˧˧ tʰ ɨ n ˨˩˨ v ɨ ə ŋ ˨˩˨
an lành	ʔ aː ŋ ˧˧ l a n ˨˩
an lạc	ʔ aː ŋ ˧˧ l aː k̚ ˨˩˨
an nghỉ	ʔ aː ŋ ˧˧ ŋ ɪ j ˨˩˦
an nguy	ʔ aː ŋ ˧˧ ŋ w ɪ j ˧˧
an nhiên	ʔ aː ŋ ˧˧ ɲ i ə ŋ ˧˧
an nhàn	ʔ aː ŋ ˧˧ ɲ aː ŋ ˨˩
an ninh	ʔ aː ŋ ˧˧ n ɨ n ˧˧
an ninh mạng	ʔ aː ŋ ˧˧ n ɨ n ˧˧ m aː ŋ ˨˩˨
an ninh trật tự	ʔ aː ŋ ˧˧ n ɨ n ˧˧ ʈ ə k̚ ˨˩˨ t ɨ ˨˩˨
an phận	ʔ aː ŋ ˧˧ f ə ŋ ˨˩˨
an phận thủ thường	ʔ aː ŋ ˧˧ f ə ŋ ˨˩˨ tʰ ʊ w ˨˩˦ tʰ ɨ ə ŋ ˨˩
an sinh	ʔ aː ŋ ˧˧ s ɨ n ˧˧
an sinh	ʔ aː ŋ ˧˧ ʂ ɨ n ˧˧
an sinh xã hội	ʔ aː ŋ ˧˧ s ɨ n ˧˧ s aː ˨˩˦ h o j ˨˩˨
an sinh xã hội	ʔ aː ŋ ˧˧ ʂ ɨ n ˧˧ s aː ˨˩˦ h o j ˨˩˨
an thai	ʔ aː ŋ ˧˧ tʰ aː j ˧˧
an thần	ʔ aː ŋ ˧˧ tʰ ə ŋ ˨˩
an toàn	ʔ aː ŋ ˧˧ t ⁽ʷ ⁾ aː ŋ ˨˩
an toàn khu	ʔ aː ŋ ˧˧ t ⁽ʷ ⁾ aː ŋ ˨˩ kʰ ʊ w ˧˧
an toàn là trên hết	ʔ aː ŋ ˧˧ t ⁽ʷ ⁾ aː ŋ ˨˩ l aː ˨˩ ʈ əː n ˧˧ h əː t̚ ˦˥
an toạ	ʔ aː ŋ ˧˧ t ⁽ʷ ⁾ aː ˨˩˨
an trí	ʔ aː ŋ ˧˧ ʈ ɪ j ˦˥
an trú	ʔ aː ŋ ˧˧ ʈ ʊ w ˦˥
an táng	ʔ aː ŋ ˧˧ t aː ŋ ˦˥
an tâm	ʔ aː ŋ ˧˧ t ə m ˧˧
an tức hương	ʔ aː ŋ ˧˧ t ɨ k̚ ˦˥ h ɨ ə ŋ ˧˧
an tử	ʔ aː ŋ ˧˧ t ɨ ˨˩˦
an vui	ʔ aː ŋ ˧˧ j u j ˧˧
an vui	ʔ aː ŋ ˧˧ v u j ˧˧
an vị	ʔ aː ŋ ˧˧ j ɪ j ˨˩˨
an vị	ʔ aː ŋ ˧˧ v ɪ j ˨˩˨
an định	ʔ aː ŋ ˧˧ ʔ ɗ ɨ n ˨˩˨
an ủi	ʔ aː ŋ ˧˧ ʔ u j ˨˩˦
ancol	ʔ aː n ˧˧ k o n ˧˧
ang	ʔ aː ŋ ˧˧
ang áng	ʔ aː ŋ ˧˧ ʔ aː ŋ ˦˥
anh	ʔ a n ˧˧
anh chàng	ʔ a n ˧˧ c aː ŋ ˨˩
anh chị em	ʔ a n ˧˧ c ɪ j ˨˩˨ ʔ ɛ m ˧˧
anh chột làm vua xứ mù	ʔ a n ˧˧ c o k̚ ˨˩˨ l aː m ˨˩ j u ə ˧˧ s ɨ ˦˥ m ʊ w ˨˩
anh chột làm vua xứ mù	ʔ a n ˧˧ c o k̚ ˨˩˨ l aː m ˨˩ v u ə ˧˧ s ɨ ˦˥ m ʊ w ˨˩
anh dũng	ʔ a n ˧˧ j ʊ w ŋ͡m ˨˩˦
anh em	ʔ a n ˧˧ ʔ ɛ m ˧˧
anh em cây khế	ʔ a n ˧˧ ʔ ɛ m ˧˧ k ə j ˧˧ kʰ e j ˦˥
anh em cọc chèo	ʔ a n ˧˧ ʔ ɛ m ˧˧ k a w k͡p̚ ˨˩˨ c ɛ w ˨˩
anh em thúc bá	ʔ a n ˧˧ ʔ ɛ m ˧˧ tʰ ʊ w k͡p̚ ˦˥ ʔ ɓ aː ˦˥
anh hoa	ʔ a n ˧˧ w aː ˧˧
anh hào	ʔ a n ˧˧ h aː w ˨˩
anh hùng	ʔ a n ˧˧ h ʊ w ŋ͡m ˨˩
anh hùng bàn phím	ʔ a n ˧˧ h ʊ w ŋ͡m ˨˩ ʔ ɓ aː ŋ ˨˩ f i m ˦˥
anh hùng ca	ʔ a n ˧˧ h ʊ w ŋ͡m ˨˩ k aː ˧˧
anh hùng chủ nghĩa	ʔ a n ˧˧ h ʊ w ŋ͡m ˨˩ c ʊ w ˨˩˦ ŋ i ə ˨˩˦
anh hùng cá nhân	ʔ a n ˧˧ h ʊ w ŋ͡m ˨˩ k aː ˦˥ ɲ ə ŋ ˧˧
anh hùng hào kiệt	ʔ a n ˧˧ h ʊ w ŋ͡m ˨˩ h aː w ˨˩ k i ə k̚ ˨˩˨
anh hùng hảo hán	ʔ a n ˧˧ h ʊ w ŋ͡m ˨˩ h aː w ˨˩˦ h aː ŋ ˦˥
anh hùng khó qua ải mĩ nhân	ʔ a n ˧˧ h ʊ w ŋ͡m ˨˩ kʰ ɔ ˦˥ w aː ˧˧ ʔ aː j ˨˩˦ m ɪ j ˨˩˦ ɲ ə ŋ ˧˧
anh hùng không có đất dụng võ	ʔ a n ˧˧ h ʊ w ŋ͡m ˨˩ kʰ ə w ŋ͡m ˧˧ k ɔ ˦˥ ʔ ɗ ə k̚ ˦˥ j ʊ w ŋ͡m ˨˩˨ j ɔ ˨˩˦
anh hùng không có đất dụng võ	ʔ a n ˧˧ h ʊ w ŋ͡m ˨˩ kʰ ə w ŋ͡m ˧˧ k ɔ ˦˥ ʔ ɗ ə k̚ ˦˥ j ʊ w ŋ͡m ˨˩˨ v ɔ ˨˩˦
anh hùng mạt lộ	ʔ a n ˧˧ h ʊ w ŋ͡m ˨˩ m aː k̚ ˨˩˨ l o w ˨˩˨
anh hùng nghĩa hiệp	ʔ a n ˧˧ h ʊ w ŋ͡m ˨˩ ŋ i ə ˨˩˦ h i p̚ ˨˩˨
anh hùng nhất khoảnh	ʔ a n ˧˧ h ʊ w ŋ͡m ˨˩ ɲ ə k̚ ˦˥ kʰ w a n ˨˩˦
anh hùng rơm	ʔ a n ˧˧ h ʊ w ŋ͡m ˨˩ ɹ əː m ˧˧
anh hùng tương ngộ	ʔ a n ˧˧ h ʊ w ŋ͡m ˨˩ t ɨ ə ŋ ˧˧ ŋ o w ˨˩˨
anh kiệt	ʔ a n ˧˧ k i ə k̚ ˨˩˨
anh linh	ʔ a n ˧˧ l ɨ n ˧˧
anh minh	ʔ a n ˧˧ m ɨ n ˧˧
anh nuôi	ʔ a n ˧˧ n u j ˧˧
anh quân	ʔ a n ˧˧ w ə ŋ ˧˧
anh rể	ʔ a n ˧˧ ɹ e j ˨˩˦
anh thư	ʔ a n ˧˧ tʰ ɨ ˧˧
anh trai	ʔ a n ˧˧ ʈ aː j ˧˧
anh tuấn	ʔ a n ˧˧ t ⁽ʷ ⁾ ə ŋ ˦˥
anh tài	ʔ a n ˧˧ t aː j ˨˩
anh túc	ʔ a n ˧˧ t ʊ w k͡p̚ ˦˥
anh túc xác	ʔ a n ˧˧ t ʊ w k͡p̚ ˦˥ s aː k̚ ˦˥
anh vũ	ʔ a n ˧˧ j ʊ w ˨˩˦
anh vũ	ʔ a n ˧˧ v ʊ w ˨˩˦
anh yêu em	ʔ a n ˧˧ ʔ i w ˧˧ ʔ ɛ m ˧˧
anh ách	ʔ a n ˧˧ ʔ a t̚ ˦˥
anh ánh	ʔ a n ˧˧ ʔ a n ˦˥
anh đào	ʔ a n ˧˧ ʔ ɗ aː w ˨˩
anh ấy	ʔ a n ˧˧ ʔ ə j ˦˥
ankan	ʔ aː ŋ ˧˧ k aː ŋ ˧˧
ankanol	ʔ aː n ˧˧ k aː ˧˧ n o n ˧˧
anken	ʔ aː ŋ ˧˧ k ɛ ŋ ˧˧
ankin	ʔ aː ŋ ˧˧ k ɨ n ˧˧
anti	ʔ aː ŋ ˧˧ t ɪ j ˧˧
anti	ʔ ɛ ŋ ˧˧ t ɪ j ˧˧
antimon	ʔ aː ŋ ˧˧ t ɪ j ˧˧ m o n ˧˧
anđêhit	ʔ aː ŋ ˧˧ ʔ ɗ e j ˧˧ h ɨ t̚ ˦˥
ao	ʔ aː w ˧˧
ao ước	ʔ aː w ˧˧ ʔ ɨ ə k̚ ˦˥
aptomat	ʔ aː p̚ ˦˥ t o w ˧˧ m aː k̚ ˦˥
asen	ʔ aː ˧˧ s ɛ n ˧˧
atatin	ʔ aː ˧˧ t aː ˧˧ t ɨ n ˧˧
au	ʔ a w ˧˧
au	ʔ aː w ˧˧
axetic	ʔ aː ˧˧ s e j ˧˧ t ï k̟̚ ˦˥
axeton	ʔ aː ˧˧ s e j ˧˧ t o n ˧˧
axit	ʔ aː ˧˧ s ɨ t̚ ˦˥
axit axetic	ʔ aː ˧˧ s ɨ t̚ ˦˥ ʔ aː ˧˧ s e j ˧˧ t ɨ t̚ ˦˥
axit clohiđric	ʔ aː ˧˧ s ɨ t̚ ˦˥ k l ɔ ˧˧ h ɪ j ˧˧ ʔ ɗ ɹ ɨ t̚ ˦˥
axit đêôxiribônuclêic	ʔ aː ˧˧ s ɨ t̚ ˦˥ ʔ ɗ e j ˧˧ ʔ o w ˧˧ s ɪ j ˧˧ ɹ ɪ j ˧˧ ʔ ɓ o w ˧˧ n ʊ w ˧˧ k l e j ˧˧ ʔ ï k̟̚ ˦˥
axít	ʔ aː ˧˧ s ɨ t̚ ˦˥
axít oxalic	ʔ aː ˧˧ s ɨ t̚ ˦˥ ʔ ɔ ˧˧ s aː ˧˧ l ï k̟̚ ˧˧
ađênôzin	ʔ aː ˧˧ ʔ ɗ e j ˧˧ n o w ˧˧ j ɨ n ˧˧
ađênôzin	ʔ aː ˧˧ ʔ ɗ e j ˧˧ n o w ˧˧ z ɨ n ˧˧
ađênôzin triphotphat	ʔ aː ˧˧ ʔ ɗ e j ˧˧ n o w ˧˧ j ɨ n ˧˧ t ɹ ɪ j ˧˧ f o k̚ ˦˥ f aː k̚ ˦˥
ađênôzin triphotphat	ʔ aː ˧˧ ʔ ɗ e j ˧˧ n o w ˧˧ z ɨ n ˧˧ t ɹ ɪ j ˧˧ f o k̚ ˦˥ f aː k̚ ˦˥
b	ʔ ɓ e j ˧˧
b	ʔ ɓ e j ˧˧ ʔ ɓ ɔ ˨˩
b	ʔ ɓ əː ˨˩
ba	ʔ ɓ aː ˧˧
ba ba	ʔ ɓ aː ˧˧ ʔ ɓ aː ˧˧
ba ba ấp bóng	ʔ ɓ aː ˧˧ ʔ ɓ aː ˧˧ ʔ ə p̚ ˦˥ ʔ ɓ a w ŋ͡m ˦˥
ba bảy hai mốt ngày	ʔ ɓ aː ˧˧ ʔ ɓ a j ˨˩˦ h aː j ˧˧ m o k̚ ˦˥ ŋ a j ˨˩
ba bảy hai mốt ngày	ʔ ɓ aː ˧˧ ʔ ɓ a j ˨˩˦ h aː j ˧˧ m o k̚ ˦˥ ŋ aː j ˨˩
ba bảy hai mốt ngày	ʔ ɓ aː ˧˧ ʔ ɓ aː j ˨˩˦ h aː j ˧˧ m o k̚ ˦˥ ŋ a j ˨˩
ba bảy hai mốt ngày	ʔ ɓ aː ˧˧ ʔ ɓ aː j ˨˩˦ h aː j ˧˧ m o k̚ ˦˥ ŋ aː j ˨˩
ba chân bốn cẳng	ʔ ɓ aː ˧˧ c ə ŋ ˧˧ ʔ ɓ o ŋ ˦˥ k a ŋ ˨˩˦
ba chìm bảy nổi	ʔ ɓ aː ˧˧ c i m ˨˩ ʔ ɓ a j ˨˩˦ n o j ˨˩˦
ba chìm bảy nổi	ʔ ɓ aː ˧˧ c i m ˨˩ ʔ ɓ aː j ˨˩˦ n o j ˨˩˦
ba chĩa	ʔ ɓ aː ˧˧ c i ə ˨˩˦
ba chỉ	ʔ ɓ aː ˧˧ c ɪ j ˨˩˦
ba con sói	ʔ ɓ aː ˧˧ k ɔ ŋ ˧˧ s ɔ j ˦˥
ba con sói	ʔ ɓ aː ˧˧ k ɔ ŋ ˧˧ ʂ ɔ j ˦˥
ba cái	ʔ ɓ aː ˧˧ k aː j ˦˥
ba gai	ʔ ɓ aː ˧˧ ɣ aː j ˧˧
ba gác	ʔ ɓ aː ˧˧ ɣ aː k̚ ˦˥
ba hoa	ʔ ɓ aː ˧˧ w aː ˧˧
ba hồn bảy vía	ʔ ɓ aː ˧˧ h o ŋ ˨˩ ʔ ɓ a j ˨˩˦ j i ə ˦˥
ba hồn bảy vía	ʔ ɓ aː ˧˧ h o ŋ ˨˩ ʔ ɓ a j ˨˩˦ v i ə ˦˥
ba hồn bảy vía	ʔ ɓ aː ˧˧ h o ŋ ˨˩ ʔ ɓ aː j ˨˩˦ j i ə ˦˥
ba hồn bảy vía	ʔ ɓ aː ˧˧ h o ŋ ˨˩ ʔ ɓ aː j ˨˩˦ v i ə ˦˥
ba hồn chín vía	ʔ ɓ aː ˧˧ h o ŋ ˨˩ c ɨ n ˦˥ j i ə ˦˥
ba hồn chín vía	ʔ ɓ aː ˧˧ h o ŋ ˨˩ c ɨ n ˦˥ v i ə ˦˥
ba khía	ʔ ɓ aː ˧˧ kʰ i ə ˦˥
ba kích	ʔ ɓ aː ˧˧ k ɨ t̚ ˦˥
ba láp	ʔ ɓ aː ˧˧ l aː p̚ ˦˥
ba lê	ʔ ɓ aː ˧˧ l e j ˧˧
ba lô	ʔ ɓ aː ˧˧ l o w ˧˧
ba lăm	ʔ ɓ aː ˧˧ l a m ˧˧
ba má	ʔ ɓ aː ˧˧ m aː ˦˥
ba mươi chưa phải là Tết	ʔ ɓ aː ˧˧ m ɨ j ˧˧ c ɨ ə ˧˧ f aː j ˨˩˦ l aː ˨˩ t əː t̚ ˦˥
ba phải	ʔ ɓ aː ˧˧ f aː j ˨˩˦
ba que	ʔ ɓ aː ˧˧ w ɛ ˧˧
ba que xỏ lá	ʔ ɓ aː ˧˧ w ɛ ˧˧ s ɔ ˨˩˦ l aː ˦˥
ba quân	ʔ ɓ aː ˧˧ w ə ŋ ˧˧
ba rem	ʔ ɓ aː ˧˧ ɹ ɛ m ˧˧
ba rọi	ʔ ɓ aː ˧˧ ɹ ɔ j ˨˩˨
ba toong	ʔ ɓ aː ˧˧ t ɔ ŋ ˧˧
ba trợn	ʔ ɓ aː ˧˧ ʈ əː ŋ ˨˩˨
ba đường	ʔ ɓ aː ˧˧ ʔ ɗ ɨ ə ŋ ˨˩
bai	ʔ ɓ aː j ˧˧
ban	ʔ ɓ aː ŋ ˧˧
ban bí thư	ʔ ɓ aː ŋ ˧˧ ʔ ɓ ɪ j ˦˥ tʰ ɨ ˧˧
ban bố	ʔ ɓ aː ŋ ˧˧ ʔ ɓ o w ˦˥
ban chấp hành	ʔ ɓ aː ŋ ˧˧ c ə p̚ ˦˥ h a n ˨˩
ban công	ʔ ɓ aː ŋ ˧˧ k ə w ŋ͡m ˧˧
ban hành	ʔ ɓ aː ŋ ˧˧ h a n ˨˩
ban khen	ʔ ɓ aː ŋ ˧˧ kʰ ɛ ŋ ˧˧
ban mai	ʔ ɓ aː ŋ ˧˧ m aː j ˧˧
ban ngày	ʔ ɓ aː ŋ ˧˧ ŋ a j ˨˩
ban ngày	ʔ ɓ aː ŋ ˧˧ ŋ aː j ˨˩
ban nhạc	ʔ ɓ aː ŋ ˧˧ ɲ aː k̚ ˨˩˨
ban phát	ʔ ɓ aː ŋ ˧˧ f aː k̚ ˦˥
ban thưởng	ʔ ɓ aː ŋ ˧˧ tʰ ɨ ə ŋ ˨˩˦
ban trưa	ʔ ɓ aː ŋ ˧˧ ʈ ɨ ə ˧˧
ban tặng	ʔ ɓ aː ŋ ˧˧ t a ŋ ˨˩˨
ban đêm	ʔ ɓ aː ŋ ˧˧ ʔ ɗ e m ˧˧
ban đầu	ʔ ɓ aː ŋ ˧˧ ʔ ɗ ə w ˨˩
bang	ʔ ɓ aː ŋ ˧˧
bang bang	ʔ ɓ aː ŋ ˧˧ ʔ ɓ aː ŋ ˧˧
bang giao	ʔ ɓ aː ŋ ˧˧ j aː w ˧˧
bang liên	ʔ ɓ aː ŋ ˧˧ l i ə ŋ ˧˧
bang đỏ	ʔ ɓ aː ŋ ˧˧ ʔ ɗ ɔ ˨˩˦
banh	ʔ ɓ a n ˧˧
banh đũa	ʔ ɓ a n ˧˧ ʔ ɗ u ə ˨˩˦
bao	ʔ ɓ aː w ˧˧
bao biếm	ʔ ɓ aː w ˧˧ ʔ ɓ i m ˦˥
bao báp	ʔ ɓ aː w ˧˧ ʔ ɓ aː p̚ ˦˥
bao bì	ʔ ɓ aː w ˧˧ ʔ ɓ ɪ j ˨˩
bao bọc	ʔ ɓ aː w ˧˧ ʔ ɓ a w k͡p̚ ˨˩˨
bao cao su	ʔ ɓ aː w ˧˧ k aː w ˧˧ s ʊ w ˧˧
bao cao su	ʔ ɓ aː w ˧˧ k aː w ˧˧ ʂ ʊ w ˧˧
bao che	ʔ ɓ aː w ˧˧ c ɛ ˧˧
bao chiếm	ʔ ɓ aː w ˧˧ c i m ˦˥
bao cấp	ʔ ɓ aː w ˧˧ k ə p̚ ˦˥
bao dung	ʔ ɓ aː w ˧˧ j ʊ w ŋ͡m ˧˧
bao dương vật	ʔ ɓ aː w ˧˧ j ɨ ə ŋ ˧˧ j ə k̚ ˨˩˨
bao dương vật	ʔ ɓ aː w ˧˧ j ɨ ə ŋ ˧˧ v ə k̚ ˨˩˨
bao giờ	ʔ ɓ aː w ˧˧ j əː ˨˩
bao gồm	ʔ ɓ aː w ˧˧ ɣ o m ˨˩
bao hoa	ʔ ɓ aː w ˧˧ w aː ˧˧
bao hàm	ʔ ɓ aː w ˧˧ h aː m ˨˩
bao kiếm	ʔ ɓ aː w ˧˧ k i m ˦˥
bao la	ʔ ɓ aː w ˧˧ l aː ˧˧
bao lâu	ʔ ɓ aː w ˧˧ l ə w ˧˧
bao lì xì	ʔ ɓ aː w ˧˧ l ɪ j ˨˩ s ɪ j ˨˩
bao lơn	ʔ ɓ aː w ˧˧ l əː ŋ ˧˧
bao nhiêu	ʔ ɓ aː w ˧˧ ɲ i w ˧˧
bao nả	ʔ ɓ aː w ˧˧ n aː ˨˩˦
bao phủ	ʔ ɓ aː w ˧˧ f ʊ w ˨˩˦
bao quanh	ʔ ɓ aː w ˧˧ w a n ˧˧
bao quy đầu	ʔ ɓ aː w ˧˧ w ɪ j ˧˧ ʔ ɗ ə w ˨˩
bao quát	ʔ ɓ aː w ˧˧ w aː k̚ ˦˥
bao sân	ʔ ɓ aː w ˧˧ s ə ŋ ˧˧
bao sân	ʔ ɓ aː w ˧˧ ʂ ə ŋ ˧˧
bao tay	ʔ ɓ aː w ˧˧ t a j ˧˧
bao tay	ʔ ɓ aː w ˧˧ t aː j ˧˧
bao tiêu	ʔ ɓ aː w ˧˧ t i w ˧˧
bao trùm	ʔ ɓ aː w ˧˧ ʈ ʊ m ˨˩
bao tải	ʔ ɓ aː w ˧˧ t aː j ˨˩˦
bao tử	ʔ ɓ aː w ˧˧ t ɨ ˨˩˦
bao vây	ʔ ɓ aː w ˧˧ j ə j ˧˧
bao vây	ʔ ɓ aː w ˧˧ v ə j ˧˧
bao xa	ʔ ɓ aː w ˧˧ s aː ˧˧
bao đồng	ʔ ɓ aː w ˧˧ ʔ ɗ ə w ŋ͡m ˨˩
bari	ʔ ɓ aː ˧˧ ɹ ɪ j ˧˧
bay	ʔ ɓ a j ˧˧
bay	ʔ ɓ aː j ˧˧
bay bướm	ʔ ɓ a j ˧˧ ʔ ɓ ɨ ə m ˦˥
bay bướm	ʔ ɓ aː j ˧˧ ʔ ɓ ɨ ə m ˦˥
bay bổng	ʔ ɓ a j ˧˧ ʔ ɓ ə w ŋ͡m ˨˩˦
bay bổng	ʔ ɓ aː j ˧˧ ʔ ɓ ə w ŋ͡m ˨˩˦
bay màu	ʔ ɓ a j ˧˧ m a w ˨˩
bay màu	ʔ ɓ a j ˧˧ m aː w ˨˩
bay màu	ʔ ɓ aː j ˧˧ m a w ˨˩
bay màu	ʔ ɓ aː j ˧˧ m aː w ˨˩
bay não	ʔ ɓ a j ˧˧ n aː w ˨˩˦
bay não	ʔ ɓ aː j ˧˧ n aː w ˨˩˦
bazơ	ʔ ɓ aː ˧˧ j əː ˧˧
bazơ	ʔ ɓ aː ˧˧ z əː ˧˧
be	ʔ ɓ ɛ ˧˧
beckeli	ʔ ɓ ɛ k̚ ˦˥ k e j ˧˧ l ɪ j ˧˧
bem	ʔ ɓ ɛ m ˧˧
ben	ʔ ɓ ɛ ŋ ˧˧
beo	ʔ ɓ ɛ w ˧˧
beri	ʔ ɓ ɛ ˧˧ ɹ ɪ j ˧˧
berili	ʔ ɓ ɛ ˧˧ ɹ ɪ j ˧˧ l ɪ j ˧˧
bi	ʔ ɓ ɪ j ˧˧
bi ai	ʔ ɓ ɪ j ˧˧ ʔ aː j ˧˧
bi ba bi bô	ʔ ɓ ɪ j ˧˧ ʔ ɓ aː ˧˧ ʔ ɓ ɪ j ˧˧ ʔ ɓ o w ˧˧
bi bô	ʔ ɓ ɪ j ˧˧ ʔ ɓ o w ˧˧
bi ca	ʔ ɓ ɪ j ˧˧ k aː ˧˧
bi chí	ʔ ɓ ɪ j ˧˧ c ɪ j ˦˥
bi hoan	ʔ ɓ ɪ j ˧˧ w aː ŋ ˧˧
bi hài	ʔ ɓ ɪ j ˧˧ h aː j ˨˩
bi kịch	ʔ ɓ ɪ j ˧˧ k ɨ t̚ ˨˩˨
