'ch	χ
canmol	k a n m ɔ l
canmoladwy	k a n m ɔ l a d ʊ ɨ̯
canmoliaeth	k a n m ɔ l j a ɨ̯ θ
canmoliaeth	k a n m ɔ l j ɛ θ
canmoliaethau	k a n m ɔ l j e ɨ̯ θ a
canmoliaethau	k a n m ɔ l j e ɨ̯ θ a ɨ̯
canmoliaethau	k a n m ɔ l j e ɨ̯ θ ɛ
canmolwr	k a n m ɔ l ʊ r
canmolwyr	k a n m ɔ l w ɨ̞ r
cannaid	k a n a i̯ d
cannu	k a n ɨ̞
cannwyll	k a n ʊ ɨ̯ ɬ
cannydd	k a n ɨ̞ ð
cano	k a n ɔ
canol	k a n ɔ l
canolaf	k a n ɔ l a v
canolbarth	k a n ɔ l b a r θ
canolbarthau	k a n ɔ l b a r θ a
canolbarthau	k a n ɔ l b a r θ a ɨ̯
canolbarthau	k a n ɔ l b a r θ ɛ
canolfan	k a n ɔ l v a n
canoli	k a n ɔ l i
canolig	k a n ɔ l ɪ ɡ
canolog	k a n ɔ l ɔ ɡ
canolradd	k a n ɔ l r a ð
canolwr	k a n ɔ l ʊ r
canolwyr	k a n ɔ l w ɨ̞ r
canon	k a n ɔ n
canrif	k a n r ɪ v
cansai	k a n s a i̯
cansai	k a n s ɛ
cansen	k a n s ɛ n
canslo	k a n s l ɔ
cant	k a n t
cantor	k a n t ɔ r
cantores	k a n t ɔ r a s
cantores	k a n t ɔ r ɛ s
cantorion	k a n t ɔ r j ɔ n
canu	k a n ɨ̞
canwr	k a n ʊ r
canwraidd	k a n w r a i̯ ð
canwyllbrennau	k a n ʊ ɨ̯ ɬ b r ɛ n a
canwyllbrennau	k a n ʊ ɨ̯ ɬ b r ɛ n a ɨ̯
canwyllbrennau	k a n ʊ ɨ̯ ɬ b r ɛ n ɛ
canwyr	k a n ʊ ɨ̯ r
canyddion	k a n ə ð j ɔ n
capel	k a p ɛ l
capten	k a p t a n
capten	k a p t ɛ n
car	k a r
cara	k a r a
carafannau	k a r a v a n a
carafannau	k a r a v a n a ɨ̯
carafannau	k a r a v a n ɛ
carafán	k a r a v a n
carafáns	k a r a v a n s
carai	k a r a i̯
carai	k a r ɛ
carais	k a r a i̯ s
carais	k a r ɛ s
carais	k a r ɛ ʃ
carais	k a r ɪ ʃ
caran	k a r a n
carant	k a r a n t
carbon	k a r b ɔ n
carchar	k a r χ a r
carcharu	k a r χ a r ɨ̞
carco	k a r k ɔ
caren	k a r ɛ n
carent	k a r ɛ n t
cares	k a r ɛ s
carest	k a r ɛ s d
cari	k a r ɪ
caridým	k a r ɪ d ɨ̞ m
cario	k a r j ɔ
carneddau	k a r n ɛ ð a ɨ̯
caro	k a r ɔ
carsi	k a r s i
cartre	k a r t r a
cartre	k a r t r ɛ
caru	k a r ɨ̞
cas	k aː s
casach	k a s a χ
castell	k a s d a ɬ
castell	k a s d ɛ ɬ
castelli	k a s d ɛ ɬ ɪ
casáu	k a s a ɨ̯
cath	k aː θ
cathau	k a θ a
cathau	k a θ a ɨ̯
cathau	k a θ ɛ
cathbysgod	k a θ b ə s ɡ ɔ d
cathod	k a θ ɔ d
cato	k a t ɔ
cau	k a ɨ̯
cawell	k a w ɛ ɬ
cawl	k a u̯ l
cawlach	k a u̯ l a χ
cawn	k a u̯ n
cawna	k a u̯ n a
cawod	k a u̯ ɔ d
cawodi	k a w ɔ d ɪ
cawr	k a u̯ r
caws	k a u̯ s
cecraeth	k ɛ k r a ɨ̯ θ
cefnddu	k ɛ v n ð ɨ̞
cefnog	k ɛ v n ɔ ɡ
cefnwyrdd	k ɛ v n w ɨ̞ r ð
cegid	k ɛ ɡ ɪ d
ceidwadol	k e i̯ d w a d ɔ l
ceillgwd	k e i ɬ ɡ ʊ d
celdy	k ɛ l d ɨ
celficyn	k ɛ l v ɪ k ɨ̞ n
cell	k ɛ ɬ
celli	k ɛ ɬ ɪ
celloedd	k ɛ ɬ ɔ ɨ̯ ð
cellog	k ɛ ɬ ɔ ɡ
celwydd	k ɛ l w ɨ̞ ð
celynna	k ɛ l ə n a
celynnen	k ɛ l ə n a n
celynnen	k ɛ l ə n ɛ n
cemeg	k ɛ m ɛ ɡ
cenhinen	k ɛ n h ɪ n a n
cenhinen	k ɛ n h ɪ n ɛ n
ceni	k ɛ n ɪ
cenna	k ɛ n a
cennad	k ɛ n a d
cennin	k ɛ n ɪ n
cennog	k ɛ n ɔ ɡ
cerais	k ɛ r a i̯ s
cerbyd	k ɛ r b ɨ̞ d
cerddorfaol	k ɛ r ð ɔ r v aː ɔ l
cerddorion	k ɛ r ð ɔ r j ɔ n
cerddwr	k ɛ r ð ʊ r
cerflun	k ɛ r v l ɨ̞ n
cerfluniau	k ɛ r v l ɨ̞ n j a
cerfluniau	k ɛ r v l ɨ̞ n j a ɨ̯
cerwch	k ɛ r ʊ χ
cerwyn	k ɛ r u ɨ̯ n
cesiwm	k ɛ s j ʊ m
ch'mod	χ m ɔ d
chacen	χ a k a n
chacen	χ a k ɛ n
chacha	χ a χ a
chachi	χ a χ ɪ
chad	χ aː d
chadair	χ a d a i̯ r
chadair	χ a d a r
chadair	χ a d ɛ r
chadeiriau	χ a d e i̯ r j a
chadeiriau	χ a d e i̯ r j a ɨ̯
chadeiriau	χ a d e i̯ r j ɛ
chae	χ aː ɨ̯
chael	χ aː l
chael	χ aː ɨ̯ l
chaen	χ aː ɨ̯ n
chaeth	χ aː ɨ̯ θ
chaethoch	χ e ɨ̯ θ ɔ χ
chaethon	χ e ɨ̯ θ ɔ n
chaf	χ aː
chaf	χ aː v
chafas	χ a v a s
chaffi	χ a f i
chafodd	χ a v ɔ ð
chain	χ a i̯ n
chais	χ a i̯ s
chalennig	χ a l ɛ n ɪ ɡ
chaleted	χ a l ɛ t ɛ d
challio	χ a ɬ j ɔ
chalon	χ a l ɔ n
chamdreiglo	χ a m d r e i̯ ɡ l ɔ
chamlas	χ a m l a s
chana	χ a n a
chanfyddadwy	χ a n v ə ð a d ʊ ɨ̯
chanu	χ a n ɨ̞
chanwr	χ a n ʊ r
char	χ a r
chara	χ a r a
charafán	χ a r a v a n
charai	χ a r a i̯
charai	χ a r ɛ
charan	χ a r a n
charcharu	χ a r χ a r ɨ̞
chardinaliaid	χ a r d ɪ n a l j a i̯ d
chardinaliaid	χ a r d ɪ n a l j ɛ d
chared	χ a r ɛ d
charet	χ a r ɛ t
charo	χ a r ɔ
charreg	χ a r a ɡ
charreg	χ a r ɛ ɡ
charthen	χ a r θ a n
charthen	χ a r θ ɛ n
charu	χ a r ɨ̞
charwr	χ a r ʊ r
chath	χ aː θ
chato	χ a t ɔ
chawl	χ a u̯ l
chdi	χ d iː
cherddoriaeth	χ ɛ r ð ɔ r j a ɨ̯ θ
cherddoriaeth	χ ɛ r ð ɔ r j ɛ θ
cheri	χ ɛ r ɪ
ches	χ eː s
chest	χ ɛ s t
chestyll	χ ɛ s d ɨ̞ ɬ
chewch	χ ɛ u̯ χ
chi	χ iː
chladdu	χ l a ð ɨ̞
chlwb	χ l ʊ b
chlwyfo	χ l ʊ ɨ̯ v ɔ
chlybiau	χ l ə b j a
chlybiau	χ l ə b j a ɨ̯
chlybiau	χ l ə b j ɛ
chlyw	χ l ɨ u̯
chlyw	χ l ɪ u̯
chlywed	χ l ə u̯ a d
chlywed	χ l ə u̯ ɛ d
chnau	χ n a ɨ̯
chnwd	χ n uː d
chofio	χ ɔ v j ɔ
choginio	χ ɔ ɡ ɪ n j ɔ
chogyddesau	χ ɔ ɡ ə ð ɛ s a
chogyddesau	χ ɔ ɡ ə ð ɛ s a ɨ̯
chogyddesau	χ ɔ ɡ ə ð ɛ s ɛ
chor	χ ɔ r
chorff	χ ɔ r f
choronafeirws	χ ɔ r ɔ n a v e i̯ r ʊ s
chrug	χ r ɨː ɡ
chu	χ ɨː
chul	χ ɨː l
chusan	χ ɨ̞ s a n
chut	χ ɨ̞ t
chwaethus	χ w e ɨ̯ θ ɨ̞ s
chwain	χ w a i̯ n
chwalu	χ w a l ɨ̞
chwannen	χ w a n ɛ n
chwannog	χ w a n ɔ ɡ
chwaraeon	χ w a r e ɨ̯ ɔ n
chwardd	χ w a r ð
chwarenglwyf	χ w a r ɛ ŋ ɡ l uː ɨ̯ v
chwarennol	χ w a r ɛ n ɔ l
chwech	χ w eː χ
chwedl	χ w ɛ d l
chwenychu	χ w ɛ n ə χ ɨ
chwern	χ w ɛ r n
chwerthin	χ w ɛ r θ ɨ̞ n
chwerw	χ w ɛ r u
chwery	χ w ɛ r ɨ
chwestiwn	k w ɛ s d j ʊ n
chwilen	χ w ɪ l a n
chwilen	χ w ɪ l ɛ n
chwilod	χ w ɪ l ɔ d
chwip	χ w ɪ p
chwith	χ w iː θ
chwiw	χ w ɪ u̯
chwiwell	χ w ɪ u̯ ɛ ɬ
chwmni	χ ʊ m n i
chwpan	χ ʊ p a n
chwpwrdd	χ ʊ p ʊ r ð
chwrw	χ ʊ r u
chwyddiannau	χ w ə ð j a n a
chwyddiannau	χ w ə ð j a n a ɨ̯
chwyddiannau	χ w ə ð j a n ɛ
chwyddiant	χ w ə ð j a n t
chwyldro	χ w ɨ̞ l d r ɔ
chwys	χ w ɨː s
chwythu	χ w ə θ ɨ̞
chychwyn	χ ə χ w ɨ̞ n
chydbreswylwyr	χ ɨː d b r ɛ s ʊ ɨ̯ l w ɨ̞ r
chyflym	χ ə v l ɨ̞ m
chymedrolwr	χ ə m ɛ d r ɔ l ʊ r
chymylog	χ ə m ə l ɔ ɡ
chynffon	χ ə n f ɔ n
chynhadledd	χ ə n h a d l ɛ ð
chynnes	χ ə n ɛ s
chynnwrf	χ ə n ʊ r v
chyrliog	χ ə r l j ɔ ɡ
chyrraedd	χ ə r a ð
chyrraedd	χ ə r a ɨ̯ ð
chyrraedd	χ ə r ɛ ð
chysgu	χ ə s ɡ ɨ
chysgwch	χ ə s ɡ ʊ χ
chythraul	χ ə θ r a l
chythraul	χ ə θ r a ɨ̯ l
chythraul	χ ə θ r ɛ l
chân	χ aː n
ci	k iː
cic	k ɪ k
cilbost	k ɪ l b ɔ s t
cilbren	k ɪ l b r ɛ n
ciledrych	k ɪ l ɛ d r ɨ̞ χ
cilfach	k ɪ l v a χ
cilydd	k ɪ l ɨ̞ ð
cimwch	k ɪ m ʊ χ
cinio	k ɪ n j ɔ
cipio	k ɪ p j ɔ
ciwt	k ɪ u̯ t
claddu	k l a ð ɨ̞
clau	k l a ɨ̯
clawdd	k l aː u̯ ð
clawr	k l a u̯ r
cledd	k l eː ð
cleddyf	k l ɛ ð ɨ̞ v
cledr	k l ɛ d r
clefyd	k l ɛ v ɨ̞ d
cleren	k l ɛ r ɛ n
clicio	k l ɪ k j ɔ
clicio	k l ɪ k ɔ
cliff	k l iː f
cliriad	k l ɪ r j a d
clirio	k l ɪ r j ɔ
clo	k l oː
cloan	k l ɔ a n
cloc	k l ɔ k
cloch	k l oː χ
clod	k l oː d
clodfawr	k l ɔ d v a u̯ r
cloem	k l oː ɨ̯ m
clof	k l oː v
cloriau	k l ɔ r j a
cloriau	k l ɔ r j a ɨ̯
cloriau	k l ɔ r j ɛ
clorid	k l ɔ r ɪ d
clust	k l ɨː s d
clwt	k l ʊ t
clwyfo	k l ʊ ɨ̯ v ɔ
clwyfus	k l ʊ ɨ̯ v ɨ̞ s
cly	k l ɨː
clybiau	k l ə b j a
clybiau	k l ə b j a ɨ̯
clybiau	k l ə b j ɛ
clyw	k l ɨ u̯
clyw	k l ɪ u̯
clywed	k l ə w a d
clywed	k l ə w ɛ d
clywedog	k l ə u̯ ɛ d ɔ ɡ
clêr	k l eː r
cnau	k n a ɨ̯
cnoi	k n ɔ i̯
cnud	k n ɨː d
cnwc	k n ʊ k
cnwd	k n uː d
cnwp	k n ʊ p
cobalt	k ɔ b a l t
cobra	k ɔ b r a
coch	k oː χ
cochen	k ɔ χ ɛ n
cochgam	k ɔ χ ɡ a m
cochi	k ɔ χ i
cochion	k ɔ χ j ɔ n
cochlas	k ɔ χ l a s
cochni	k ɔ χ n ɪ
cochwydd	k ɔ χ w ɨ̞ ð
cocsa	k ɔ k s a
codau	k ɔ d a
codau	k ɔ d a ɨ̯
codau	k ɔ d ɛ
coden	k ɔ d ɛ n
codi	k ɔ d ɪ
codoch	k ɔ d ɔ χ
cododd	k ɔ d ɔ ð
codon	k ɔ d ɔ n
codwch	k ɔ d ʊ χ
coed	k oː ɨ̯ d
coeden	k ɔ ɨ̯ d a n
coeden	k ɔ ɨ̯ d ɛ n
coedredyn	k ɔ ɨ̯ d r ɛ d ɨ̞ n
coeg	k oː ɨ̯ ɡ
coel	k oː ɨ̯ l
coelcerth	k ɔ ɨ̯ l k ɛ r θ
coesyn	k ɔ ɨ̯ s ɨ̞ n
cofair	k ɔ v a i̯ r
cofeb	k ɔ v ɛ b
cofiant	k ɔ v j a n t
cofnodion	k ɔ v n ɔ d j ɔ n
cofrestriad	k ɔ v r ɛ s d r j a d
cofrestriadau	j a d a
cofrestriadau	k ɔ v r ɛ s d r j a d a ɨ̯
cofrestriadau	k ɔ v r ɛ s d r j a d ɛ
cofrestru	k ɔ v r ɛ s d r ɨ̞
cofrestrydd	k ɔ v r ɛ s d r ɨ̞ ð
cofrestryddion	k ɔ v r ɛ s d r ə ð j ɔ n
cog	k oː ɡ
cogau	k ɔ ɡ a
cogau	k ɔ ɡ a ɨ̯
cogau	k ɔ ɡ ɛ
coginio	k ɔ ɡ ɪ n j ɔ
coginioch	k ɔ ɡ ɪ n j ɔ χ
coginiodd	k ɔ ɡ ɪ n j ɔ ð
coginion	k ɔ ɡ ɪ n j ɔ n
cogyddes	k ɔ ɡ ə ð a s
cogyddes	k ɔ ɡ ə ð ɛ s
cogyddesau	k ɔ ɡ ə ð ɛ s a
cogyddesau	k ɔ ɡ ə ð ɛ s a ɨ̯
cogyddesau	k ɔ ɡ ə ð ɛ s ɛ
coleg	k ɔ l ɛ ɡ
coll	k ɔ ɬ
comiwnyddiaeth	k ɔ m ɪ u̯ n ə ð j a ɨ̯ θ
comiwnyddiaeth	k ɔ m ɪ u̯ n ə ð j ɛ θ
comiwnyddol	k ɔ m j ʊ n ə ð ɔ l
congl	k ɔ ŋ ɡ l
conglfaen	k ɔ ŋ l v a ɨ̯ n
cop	k ɔ p
copyn	k ɔ p ɨ̞ n
copïo	k ɔ p iː ɔ
copïwr	k ɔ p iː ʊ r
cor	k ɔ r
corbennog	k ɔ r b ɛ n ɔ ɡ
corbys	k ɔ r b ɨ̞ s
corff	k ɔ r f
corfflu	k ɔ r f l ɨ
corffor	k ɔ r f ɔ r
corn	k ɔ r n
cornel	k ɔ r n a l
cornel	k ɔ r n ɛ l
corneli	k ɔ r n ɛ l i
corniog	k ɔ r n j ɔ ɡ
cornwyd	k ɔ r n u ɨ̯ d
coronafeirws	k ɔ r ɔ n a v e i̯ r ʊ s
coronafeirysau	k ɔ r ɔ n a v e i̯ r ə s a
coronafeirysau	k ɔ r ɔ n a v e i̯ r ə s a ɨ̯
coronafeirysau	k ɔ r ɔ n a v e i̯ r ə s ɛ
coronafirws	k ɔ r ɔ n a v ɪ r ʊ s
corrach	k ɔ r a χ
corryn	k ɔ r ɨ̞ n
corun	k ɔ r ɨ̞ n
corwg	k ɔ r ʊ ɡ
cosi	k ɔ s i
cost	k oː s d
cot	k ɔ t
cotiau	k ɔ t j a
cotiau	k ɔ t j a ɨ̯
cotiau	k ɔ t j ɛ
crac	k r a k
craf	k r aː v
craffter	k r a f t ɛ r
cragen	k r a ɡ ɛ n
cras	k r aː s
crasboeth	k r a s b ɔ ɨ̯ θ
crasfeydd	k r a s v e ɨ̯ ð
cred	k r eː d
credant	k r ɛ d a n t
creder	k r ɛ d ɛ r
credes	k r ɛ d ɛ s
credet	k r ɛ d ɛ t
credi	k r ɛ d ɪ
credyd	k r ɛ d ɨ̞ d
credydau	k r ɛ d ə d a
credydau	k r ɛ d ə d a ɨ̯
credydau	k r ɛ d ə d ɛ
crefydd	k r ɛ v ɨ̞ ð
cregen	k r ɛ ɡ ɛ n
cregyn	k r ɛ ɡ ɨ̞ n
cregynna	k r ɛ ɡ ə n a
creision	k r e i̯ ʃ ɔ n
crempog	k r ɛ m p ɔ ɡ
criced	k r ɪ k ɛ d
crocodeilod	k r ɔ k ɔ d e i̯ l ɔ d
croesair	k r ɔ ɨ̯ s a i̯ r
croesfan	k r ɔ ɨ̯ s v a n
croesffordd	k r ɔ ɨ̯ s f ɔ r ð
croesgad	k r ɔ ɨ̯ s ɡ a d
croeshoeliad	k r ɔ ɨ̯ s h ɔ ɨ̯ l j a d
croeshoelio	k r ɔ ɨ̯ s h ɔ ɨ̯ l j ɔ
croesholi	k r ɔ ɨ̯ s h ɔ l ɪ
croesi	k r ɔ ɨ̯ s i
croesiad	k r ɔ ɨ̯ ʃ a d
croeso	k r ɔ ɨ̯ s ɔ
croesryw	k r ɔ i̯ s r ɨ̞ u̯
croesryw	k r ɔ i̯ s r ɪ u̯
croestoriad	k r ɔ ɨ̯ s d ɔ r j a d
crog	k r oː ɡ
crogen	k r ɔ ɡ ɛ n
croglen	k r ɔ ɡ l ɛ n
cromad	k r ɔ m a d
cromen	k r ɔ m ɛ n
cromfach	k r ɔ m v a χ
cronfa	k r ɔ n v a
croth	k r oː θ
crwys	k r uː ɨ̯ s
cryched	k r ə χ ɛ d
crychiad	k r ə χ j a d
cryddiaeth	k r ə ð j a ɨ̯ θ
cryddiaeth	k r ə ð j ɛ θ
cryddion	k r ə ð j ɔ n
cryf	k r ɨː
cryf	k r ɨː v
cryg	k r ɨː ɡ
cryndod	k r ə n d ɔ d
crynhoad	k r ə n h ɔ a d
crynhoi	k r ə n̥ h ɔ i̯
crynu	k r ə n ɨ̞
crypton	k r ɨ̞ p t ɔ n
crŷn	k r ɨː n
cu	k ɨː
cuddio	k ɪ ð j ɔ
cudyn	k ɨ̞ d ɨ̞ n
culddail	k ɨ̞ l ð a i̯ l
culdiroedd	k ɨ̞ l d ɪ r ɔ ɨ̯ ð
culed	k ɨ̞ l ɛ d
culion	k ɨ̞ l j ɔ n
cur	k ɨ̞ r
curiwm	k ɪ u̯ r j ʊ m
curo	k ɨ̞ r ɔ
cusan	k ɨ̞ s a n
cusanau	k ɨ̞ s a n a
cusanau	k ɨ̞ s a n a ɨ̯
cusanau	k ɨ̞ s a n ɛ
cusanu	k ɨ̞ s a n ɨ
cut	k ɨ̞ t
cwar	k w a r
cwb	k ʊ b
cwbl	k ʊ b l
cwbl	k ʊ b ʊ l
cwblhau	k ʊ b l h a ɨ̯
cwcabyra	k ʊ k a b ə r a
cwcer	k ʊ k ɛ r
cwch	k ʊ χ
cwcwll	k ʊ k ʊ ɬ
cwd	k uː d
cweryl	k w ɛ r ɨ̞ l
cweryla	k w ɛ r ə l a
cwerylau	k w ɛ r ə l a
cwerylau	k w ɛ r ə l a ɨ̯
cwerylau	k w ɛ r ə l ɛ
cwerylgar	k w ɛ r ə l ɡ a r
cwerylon	k w ɛ r ə l ɔ n
cwerylwr	k w ɛ r ə l ʊ r
cwerylwyr	k w ɛ r ə l w ɨ̞ r
cwestiynau	k w ɛ s d j ə n a
cwestiynau	k w ɛ s d j ə n a ɨ̯
cwestiynau	k w ɛ s d j ə n ɛ
cwfl	k uː v ʊ l
cwfl	k ʊ v l
cwfl	k ʊ v ʊ l
cwmwl	k ʊ m ʊ l
cwningen	k ʊ n ɪ ŋ a n
cwningen	k ʊ n ɪ ŋ ɛ n
cwpla	k ʊ p l a
cwplws	k ʊ p l ʊ s
cwpláu	k ʊ p l a ɨ̯
cwpwrdd	k ʊ p ʊ r ð
cwstardiau	k ʊ s d a r d j a
cwstardiau	k ʊ s d a r d j a ɨ̯
cwstardiau	k ʊ s d a r d j ɛ
cwtiar	k ʊ t j a r
cwtsh	k ʊ t ʃ
cwtshys	k ʊ t ʃ ɨ̞ s
cwymp	k w ɨ̞ m p
cwymplen	k ʊ ɨ̯ m p l ɛ n
cwyno	k ʊ ɨ̯ n ɔ
cwyr	k uː ɨ̯ r
cychwyn	k ə χ w ɨ̞ n
cyd	k ɨː d
cydgordiol	k ɨ̞ d ɡ ɔ r d j ɔ l
cydleoli	k ə d l ɛ ɔ l ɪ
cydlifiadau	k ə d l ɪ v j a d a
cydlifiadau	k ə d l ɪ v j a d a ɨ̯
cydlifiadau	k ə d l ɪ v j a d ɛ
cydlifo	k ə d l ɪ v ɔ
cydseiniol	k ɨː d s e i̯ n j ɔ l
cydseiniol	k ɨ̞ d s e i̯ n j ɔ l
cydsynio	k ɨ̞ d s ə n j ɔ
cydweithiad	k ɨː d w e i̯ θ j a d
cydweithio	k ɨː d w e i̯ θ j ɔ
cydweithiwr	k ɨː d w e i̯ θ j ʊ r
cydweithiwr	k ɨ̞ d w e i̯ θ j ʊ r
cydweithrediad	k ɨː d w e i̯ θ r ɛ d j a d
cydweithrediadau	k ɨː d w e i̯ θ r ɛ d j a d a
cydweithrediadau	k ɨː d w e i̯ θ r ɛ d j a d a ɨ̯
cydweithrediadau	k ɨː d w e i̯ θ r ɛ d j a d ɛ
cydweithredu	k ɨː d w e i̯ θ r ɛ d ɨ
cyfaddasiad	k ə v a ð a ʃ a d
cyfaddasu	k ə v a ð a s ɨ̞
cyfaddef	k ə v a ð ɛ v
cyfaddefiad	k ə v a ð ɛ v j a d
cyfalafiaeth	k ə v a l a v j a ɨ̯ θ
cyfalafiaeth	k ə v a l a v j ɛ θ
cyfamod	k ə v a m ɔ d
cyfamodi	k ə v a m ɔ d i
cyfannu	k ə v a n ɨ̞
cyfanwaith	k ə v a n w a i̯ θ
cyfarch	k ə v a r χ
cyfarchiad	k ə v a r χ j a d
cyfarchol	k ə v a r χ ɔ l
cyfarwys	k ə v a r ʊ ɨ̯ s
cyfateb	k ə v a t a b
cyfateb	k ə v a t ɛ b
cyfeirnodau	k ə v e i̯ r n ɔ d a
cyfeirnodau	k ə v e i̯ r n ɔ d a ɨ̯
cyfeirnodau	k ə v e i̯ r n ɔ d ɛ
cyfenw	k ə v ɛ n u
cyfer	k ə v ɛ r
cyfernod	k ə v ɛ r n ɔ d
cyffesgell	k ə f ɛ s ɡ ɛ ɬ
cyffrous	k ə f r ɔ ɨ̯ s
cyfiawn	k ə v j a u̯ n
cyflafaredd	k ə v l a v a r ɛ ð
cyflafareddiad	k ə v l a v a r ɛ ð j a d
cyflafareddu	k ə v l a v a r ɛ ð ɨ
cyflawni	k ə v l a u̯ n i
cyfle	k ə v l a
cyfle	k ə v l ɛ
cyflenwi	k ə v l ɛ n w i
cyflogaeth	k ə v l ɔ ɡ a ɨ̯ θ
cyflogaeth	k ə v l ɔ ɡ ɛ θ
cyflym	k ə v l ɨ̞ m
cyflymach	k ə v l ə m a χ
cyflymaf	k ə v l ə m a v
cyflymder	k ə v l ə m d ɛ r
cyfnewid	k ə v n ɛ u̯ ɪ d
cyfnewidfa	k ə v n ɛ w ɪ d v a
cyfnither	k ə v n ɪ θ a r
cyfnither	k ə v n ɪ θ ɛ r
cyfnod	k ə v n ɔ d
cyfnodol	k ə v n ɔ d ɔ l
cyfnodolion	k ə v n ɔ d ɔ l j ɔ n
cyfnodolyn	k ə v n ɔ d ɔ l ɨ̞ n
cyfnos	k ə v n ɔ s
cyfodi	k ə v ɔ d ɪ
cyfoeth	k ə v ɔ ɨ̯ θ
cyfoethocach	k ə v ɔ ɨ̯ θ ɔ k a χ
cyfoethocaf	k ə v ɔ i̯ θ ɔ k a
cyfoethocaf	k ə v ɔ ɨ̯ θ ɔ k a
cyfoethocaf	k ə v ɔ ɨ̯ θ ɔ k a v
cyfoethoced	k ə v ɔ ɨ̯ θ ɔ k ɛ d
cyfoethog	k ə v ɔ ɨ̯ θ ɔ ɡ
cyfoethogi	k ə v ɔ ɨ̯ θ ɔ ɡ ɪ
cyfoethogiad	k ə v ɔ ɨ̯ θ ɔ ɡ j a d
cyfraddau	k ə v r a ð a
cyfraddau	k ə v r a ð a ɨ̯
cyfraddau	k ə v r a ð ɛ
cyfreithiol	k ə v r e i̯ θ j ɔ l
cyfrifiadur	k ə v r ɪ v j a d ɨ̞ r
cyfrifiannell	k ə v r ɪ v j a n ɛ ɬ
cyfrifiant	k ə v r ɪ v j a n t
cyfrifol	k ə v r ɪ v ɔ l
cyfrifoldebau	k ə v r ɪ v ɔ l d ɛ b a
cyfrifoldebau	k ə v r ɪ v ɔ l d ɛ b a ɨ̯
cyfrifoldebau	k ə v r ɪ v ɔ l d ɛ b ɛ
cyfrinach	k ə v r ɪ n a χ
cyfrol	k ə v r ɔ l
cyfryngu	k ə v r ə ŋ ɨ
cyfundrefn	k ə v ɨ̞ n d r ɛ v n
cyfundrefnol	k ə v ɨ̞ n d r ɛ v n ɔ l
cyfundrefnu	k ə v ɨ̞ n d r ɛ v n ɨ
cyfuniad	k ə v ɨ n j a d
cyfuno	k ə v ɨ̞ n ɔ
cyfuwch	k ə v ɨ̞ u̯ χ
cyfweld	k ə v w ɛ l d
cyfweliad	k ə v w ɛ l j a d
cyfwelydd	k ə v w ɛ l ɨ̞ ð
cyhyr	k ə h ɨ̞ r
cylched	k ə l χ ɛ d
cylchgrawn	k ə l χ ɡ r a u̯ n
cylchgrawn	k ɨ̞ l χ ɡ r a u̯ n
cylchgrawn	k ɪ l χ ɡ r a u̯ n
cylion	k ə l j ɔ n
cymaint	k ə m a i̯ n t
cymaint	k ə m ɛ n t
cymal	k ə m a l
cyman	k ə m a n
cymedrolwr	k ə m ɛ d r ɔ l ʊ r
cymedrolwyr	k ə m ɛ d r ɔ l w ɨ̞ r
cymell	k ə m ɛ ɬ
cymen	k ə m ɛ n
cymer	k ə m ɛ r
cymesuredd	k ə m ɛ s ɨ r a ð
cymesuredd	k ə m ɛ s ɨ r ɛ ð
cymharol	k ə m h a r ɔ l
cymharu	k ə m h a r ɨ̞
cymhleth	k ə m h l ɛ θ
cymhleth	k ə m l a θ
cymhleth	k ə m l ɛ θ
cymhlethdod	k ə m h l ɛ θ d ɔ d
cymhlethdodau	k ə m h l ɛ θ d ɔ d a
cymhlethdodau	k ə m h l ɛ θ d ɔ d a ɨ̯
cymhlethdodau	k ə m h l ɛ θ d ɔ d ɛ
cymhlethdodau	k ə m l ɛ θ d ɔ d a
cymhlethdodau	k ə m l ɛ θ d ɔ d ɛ
cymhlethu	k ə m h l ɛ θ ɨ
cymhwysiad	k ə m h ʊ ɨ̯ ʃ a d
cymhwyso	k ə m h ʊ ɨ̯ s ɔ
cymhwyster	k ə m h ʊ ɨ̯ s d ɛ r
cymorth	k ə m ɔ r θ
cymorthion	k ə m ɔ r θ j ɔ n
cymylog	k ə m ə l ɔ ɡ
cymysglyd	k ə m ə s ɡ l ɨ̞ d
cyn	k ɨ̞ n
cynaeafu	k n e ɨ̯ a v ɨ
cynaeafu	k ə n e ɨ̯ a v ɨ
cynaidd	k ə n a i̯ ð
cynaliadau	k ə n a l j a d a
cynaliadau	k ə n a l j a d a ɨ̯
cynaliadau	k ə n a l j a d ɛ
cynaniad	k ə n a n j a d
cynefindod	k ə n ɛ v ɪ n d ɔ d
cynefinol	k ə n ɛ v ɪ n ɔ l
cynefinwr	k ə n ɛ v ɪ n ʊ r
cynefinwyr	k ə n ɛ v ɪ n w ɨ̞ r
cynfas	k ə n v a s
cynffonlas	k ə n f ɔ n l a s
cynffonna	k ə n f ɔ n a
cynflaidd	k ə n v l a i̯ ð
cyngerdd	k ə ŋ ɛ r ð
cynghafan	k ə ŋ h a v a n
cyngherddau	k ə ŋ h ɛ r ð a
cyngherddau	k ə ŋ h ɛ r ð a ɨ̯
cyngherddau	k ə ŋ h ɛ r ð ɛ
cyngyd	k ə ŋ ɡ ɨ̞ d
cyngyd	k ə ŋ ɨ̞ d
cynhyrfu	k ə n h ə r v ɨ̞
