A	ʔ aː ˧˧
chểnh mảng	t͡ɕ e n ˧˨ m aː ŋ ˧˨
chễm chệ	t͡ɕ e m ˧˨ t͡ɕ e j ˨˩ ʔ
chệch	t͡ɕ e t̚ ˨˩ ʔ
chịt	t͡ɕ i t̚ ˨˩ ʔ
chịu	t͡ɕ i w ˨˩ ʔ
chịu chơi	t͡ɕ i w ˨˩ ʔ t͡ɕ əː j ˧˧
chịu khó	t͡ɕ i w ˨˩ ʔ kʰ ɔ ˨˩˦
chịu lửa	t͡ɕ i w ˨˩ ʔ l ɨ ə ˧˨
chịu nhiệt	t͡ɕ i w ˨˩ ʔ ɲ i ə k̚ ˨˩ ʔ
chịu phép	t͡ɕ i w ˨˩ ʔ f ɛ p̚ ˦˧˥
chịu thua	t͡ɕ i w ˨˩ ʔ tʰ u ə ˧˧
chịu đựng	t͡ɕ i w ˨˩ ʔ ʔ ɗ ɨ ŋ ˨˩ ʔ
chọc	t͡ɕ a w k͡p̚ ˨˩ ʔ
chọc ghẹo	t͡ɕ a w k͡p̚ ˨˩ ʔ ɣ ɛ w ˨˩ ʔ
chọc giận	t͡ɕ a w k͡p̚ ˨˩ ʔ j ə ŋ ˨˩ ʔ
chọc lét	t͡ɕ a w k͡p̚ ˨˩ ʔ l ɛ t̚ ˦˧˥
chọc phá	t͡ɕ a w k͡p̚ ˨˩ ʔ f aː ˨˩˦
chọc quê	t͡ɕ a w k͡p̚ ˨˩ ʔ k w e j ˧˧
chọc tiết	t͡ɕ a w k͡p̚ ˨˩ ʔ t i ə k̚ ˦˧˥
chọc trời	t͡ɕ a w k͡p̚ ˨˩ ʔ ʈ əː j ˦˩
chọc tức	t͡ɕ a w k͡p̚ ˨˩ ʔ t ɨ k̚ ˦˧˥
chọi	t͡ɕ ɔ j ˨˩ ʔ
chọn	t͡ɕ ɔ ŋ ˨˩ ʔ
chọn lọc	t͡ɕ ɔ ŋ ˨˩ ʔ l a w k͡p̚ ˨˩ ʔ
chọn lựa	t͡ɕ ɔ ŋ ˨˩ ʔ l ɨ ə ˨˩ ʔ
chọt	t͡ɕ ɔ k̚ ˨˩ ʔ
chỏ	t͡ɕ ɔ ˧˨
chỏm	t͡ɕ ɔ m ˧˨
chỏng	t͡ɕ a w ŋ͡m ˧˨
chỏng	t͡ɕ ɔ ŋ ˧˨
chốc	t͡ɕ ə w k͡p̚ ˦˧˥
chốc chốc	t͡ɕ ə w k͡p̚ ˦˧˥ t͡ɕ ə w k͡p̚ ˦˧˥
chốc lát	t͡ɕ ə w k͡p̚ ˦˧˥ l aː k̚ ˦˧˥
chốc lở	t͡ɕ ə w k͡p̚ ˦˧˥ l əː ˧˨
chối	t͡ɕ o j ˨˩˦
chối bỏ	t͡ɕ o j ˨˩˦ ʔ ɓ ɔ ˧˨
chối cãi	t͡ɕ o j ˨˩˦ k aː j ˧˨
chối từ	t͡ɕ o j ˨˩˦ t ɨ ˦˩
chốn	t͡ɕ o ŋ ˦˧˥
chống	t͡ɕ ə w ŋ͡m ˦˧˥
chống báng	t͡ɕ ə w ŋ͡m ˦˧˥ ʔ ɓ aː ŋ ˦˧˥
chống chế	t͡ɕ ə w ŋ͡m ˦˧˥ t͡ɕ e j ˨˩˦
chống chếnh	t͡ɕ ə w ŋ͡m ˦˧˥ t͡ɕ e n ˦˧˥
chống chọi	t͡ɕ ə w ŋ͡m ˦˧˥ t͡ɕ ɔ j ˨˩ ʔ
chống cự	t͡ɕ ə w ŋ͡m ˦˧˥ k ɨ ˨˩ ʔ
chống giữ	t͡ɕ ə w ŋ͡m ˦˧˥ j ɨ ˧˨
chống lưng	t͡ɕ ə w ŋ͡m ˦˧˥ l ɨ ŋ ˧˧
chống lại	t͡ɕ ə w ŋ͡m ˦˧˥ l aː j ˨˩ ʔ
chống nạnh	t͡ɕ ə w ŋ͡m ˦˧˥ n ɛ ɲ ˨˩ ʔ
chống phá	t͡ɕ ə w ŋ͡m ˦˧˥ f aː ˨˩˦
chống phát xít	t͡ɕ ə w ŋ͡m ˦˧˥ f aː k̚ ˦˧˥ s i t̚ ˦˧˥
chống trả	t͡ɕ ə w ŋ͡m ˦˧˥ ʈ aː ˧˨
chống án	t͡ɕ ə w ŋ͡m ˦˧˥ ʔ aː ŋ ˦˧˥
chống đẩy	t͡ɕ ə w ŋ͡m ˦˧˥ ʔ ɗ ə j ˧˨
chống đối	t͡ɕ ə w ŋ͡m ˦˧˥ ʔ ɗ o j ˨˩˦
chống đỡ	t͡ɕ ə w ŋ͡m ˦˧˥ ʔ ɗ əː ˧˨
chốt	t͡ɕ o k̚ ˦˧˥
chồi	t͡ɕ o j ˦˩
chồm	t͡ɕ o m ˦˩
chồm hỗm	t͡ɕ o m ˦˩ h o m ˧˨
chồn	t͡ɕ o ŋ ˦˩
chồn hôi	t͡ɕ o ŋ ˦˩ h o j ˧˧
chồn nâu	t͡ɕ o ŋ ˦˩ n ə w ˧˧
chồng	t͡ɕ ə w ŋ͡m ˦˩
chồng chất	t͡ɕ ə w ŋ͡m ˦˩ t͡ɕ ə k̚ ˦˧˥
chổi	t͡ɕ o j ˧˨
chổng	t͡ɕ ə w ŋ͡m ˧˨
chổng kềnh	t͡ɕ ə w ŋ͡m ˧˨ k e n ˦˩
chỗ	t͡ɕ o w ˧˨
chỗ kín	t͡ɕ o w ˧˨ k i n ˦˧˥
chỗ ngồi	t͡ɕ o w ˧˨ ŋ o j ˦˩
chỗ phạm	t͡ɕ o w ˧˨ f aː m ˨˩ ʔ
chỗ đứng	t͡ɕ o w ˧˨ ʔ ɗ ɨ ŋ ˦˧˥
chỗ ở	t͡ɕ o w ˧˨ ʔ əː ˧˨
chộ	t͡ɕ o w ˨˩ ʔ
chộn rộn	t͡ɕ o ŋ ˨˩ ʔ ʐ o ŋ ˨˩ ʔ
chộp	t͡ɕ o p̚ ˨˩ ʔ
chột	t͡ɕ o k̚ ˨˩ ʔ
chột bụng	t͡ɕ o k̚ ˨˩ ʔ ʔ ɓ ʊ w ŋ͡m ˨˩ ʔ
chột dạ	t͡ɕ o k̚ ˨˩ ʔ j aː ˨˩ ʔ
chớ	t͡ɕ əː ˨˩˦
chới với	t͡ɕ əː j ˨˩˦ v əː j ˨˩˦
chớm	t͡ɕ əː m ˦˧˥
chớp	t͡ɕ əː p̚ ˦˧˥
chớp bóng	t͡ɕ əː p̚ ˦˧˥ ʔ ɓ a w ŋ͡m ˦˧˥
chớp bóng	t͡ɕ əː p̚ ˦˧˥ ʔ ɓ ɔ ŋ ˦˧˥
chớp mắt	t͡ɕ əː p̚ ˦˧˥ m a k̚ ˦˧˥
chớp nhoáng	t͡ɕ əː p̚ ˦˧˥ ɲ w aː ŋ ˦˧˥
chớt	t͡ɕ əː k̚ ˦˧˥
chớt nhả	t͡ɕ əː k̚ ˦˧˥ ɲ aː ˧˨
chờ	t͡ɕ əː ˦˩
chờ chực	t͡ɕ əː ˦˩ t͡ɕ ɨ k̚ ˨˩ ʔ
chờ mong	t͡ɕ əː ˦˩ m a w ŋ͡m ˧˧
chờ mong	t͡ɕ əː ˦˩ m ɔ ŋ ˧˧
chờ đợi	t͡ɕ əː ˦˩ ʔ ɗ əː j ˨˩ ʔ
chờn chợn	t͡ɕ əː ŋ ˦˩ t͡ɕ əː ŋ ˨˩ ʔ
chờn vờn	t͡ɕ əː ŋ ˦˩ v əː ŋ ˦˩
chở	t͡ɕ əː ˧˨
chợ	t͡ɕ əː ˨˩ ʔ
chợ búa	t͡ɕ əː ˨˩ ʔ ʔ ɓ u ə ˨˩˦
chợ cóc	t͡ɕ əː ˨˩ ʔ k a w k͡p̚ ˦˧˥
chợ nổi	t͡ɕ əː ˨˩ ʔ n o j ˧˨
chợ phiên	t͡ɕ əː ˨˩ ʔ f i ə ŋ ˧˧
chợ trời	t͡ɕ əː ˨˩ ʔ ʈ əː j ˦˩
chợ xanh	t͡ɕ əː ˨˩ ʔ s ɛ ɲ ˧˧
chợ xổm	t͡ɕ əː ˨˩ ʔ s o m ˧˨
chợ đêm	t͡ɕ əː ˨˩ ʔ ʔ ɗ e m ˧˧
chợ đầu mối	t͡ɕ əː ˨˩ ʔ ʔ ɗ ə w ˦˩ m o j ˨˩˦
chợn	t͡ɕ əː ŋ ˨˩ ʔ
chợp	t͡ɕ əː p̚ ˨˩ ʔ
chợp mắt	t͡ɕ əː p̚ ˨˩ ʔ m a k̚ ˦˧˥
chợt	t͡ɕ əː k̚ ˨˩ ʔ
chục	t͡ɕ ʊ w k͡p̚ ˨˩ ʔ
chụm	t͡ɕ u m ˨˩ ʔ
chụp	t͡ɕ u p̚ ˨˩ ʔ
chụp hình	t͡ɕ u p̚ ˨˩ ʔ h ɨ n ˦˩
chụp mũ	t͡ɕ u p̚ ˨˩ ʔ m ʊ w ˧˨
chụp ảnh	t͡ɕ u p̚ ˨˩ ʔ ʔ ɛ ɲ ˧˨
chụp ếch	t͡ɕ u p̚ ˨˩ ʔ ʔ e t̚ ˦˧˥
chụt	t͡ɕ ʊ k̚ ˨˩ ʔ
chủ	t͡ɕ ʊ w ˧˨
chủ biên	t͡ɕ ʊ w ˧˨ ʔ ɓ i ə ŋ ˧˧
chủ bút	t͡ɕ ʊ w ˧˨ ʔ ɓ ʊ k̚ ˦˧˥
chủ chốt	t͡ɕ ʊ w ˧˨ t͡ɕ o k̚ ˦˧˥
chủ chứa	t͡ɕ ʊ w ˧˨ t͡ɕ ɨ ə ˨˩˦
chủ công	t͡ɕ ʊ w ˧˨ k ə w ŋ͡m ˧˧
chủ hôn	t͡ɕ ʊ w ˧˨ h o ŋ ˧˧
chủ khảo	t͡ɕ ʊ w ˧˨ kʰ aː w ˧˨
chủ kiến	t͡ɕ ʊ w ˧˨ k i ə ŋ ˦˧˥
chủ lưu	t͡ɕ ʊ w ˧˨ l ɨ w ˧˧
chủ lực	t͡ɕ ʊ w ˧˨ l ɨ k̚ ˨˩ ʔ
chủ mưu	t͡ɕ ʊ w ˧˨ m ɨ w ˧˧
chủ nghĩa	t͡ɕ ʊ w ˧˨ ŋ i ə ˧˨
chủ nghĩa Do Thái phục quốc	t͡ɕ ʊ w ˧˨ ŋ i ə ˧˨ j ɔ ˧˧ tʰ aː j ˨˩˦ f ʊ w k͡p̚ ˨˩ ʔ k u ə k̚ ˦˧˥
chủ nghĩa Mác	t͡ɕ ʊ w ˧˨ ŋ i ə ˧˨ m aː k̚ ˦˧˥
chủ nghĩa Quốc xã	t͡ɕ ʊ w ˧˨ ŋ i ə ˧˨ k u ə k̚ ˦˧˥ s aː ˧˨
chủ nghĩa bài Do Thái	t͡ɕ ʊ w ˧˨ ŋ i ə ˧˨ ʔ ɓ aː j ˦˩ j ɔ ˧˧ tʰ aː j ˨˩˦
chủ nghĩa bài Hoa Kì	t͡ɕ ʊ w ˧˨ ŋ i ə ˧˨ ʔ ɓ aː j ˦˩ h w aː ˧˧ k ɪ j ˦˩
chủ nghĩa bài Trung Quốc	t͡ɕ ʊ w ˧˨ ŋ i ə ˧˨ ʔ ɓ aː j ˦˩ ʈ ʊ w ŋ͡m ˧˧ k u ə k̚ ˦˧˥
chủ nghĩa bài Việt Nam	t͡ɕ ʊ w ˧˨ ŋ i ə ˧˨ ʔ ɓ aː j ˦˩ v i ə k̚ ˨˩ ʔ n aː m ˧˧
chủ nghĩa bảo thủ	t͡ɕ ʊ w ˧˨ ŋ i ə ˧˨ ʔ ɓ aː w ˧˨ tʰ ʊ w ˧˨
chủ nghĩa chiết trung	t͡ɕ ʊ w ˧˨ ŋ i ə ˧˨ t͡ɕ i ə k̚ ˦˧˥ ʈ ʊ w ŋ͡m ˧˧
chủ nghĩa chủng tộc	t͡ɕ ʊ w ˧˨ ŋ i ə ˧˨ t͡ɕ ʊ w ŋ͡m ˧˨ t ə w k͡p̚ ˨˩ ʔ
chủ nghĩa cá nhân	t͡ɕ ʊ w ˧˨ ŋ i ə ˧˨ k aː ˨˩˦ ɲ ə ŋ ˧˧
chủ nghĩa công lợi	t͡ɕ ʊ w ˧˨ ŋ i ə ˧˨ k ə w ŋ͡m ˧˧ l əː j ˨˩ ʔ
chủ nghĩa cấp tiến	t͡ɕ ʊ w ˧˨ ŋ i ə ˧˨ k ə p̚ ˦˧˥ t i ə ŋ ˦˧˥
chủ nghĩa cộng sản	t͡ɕ ʊ w ˧˨ ŋ i ə ˧˨ k ə w ŋ͡m ˨˩ ʔ s aː ŋ ˧˨
chủ nghĩa cộng sản	t͡ɕ ʊ w ˧˨ ŋ i ə ˧˨ k ə w ŋ͡m ˨˩ ʔ ʂ aː ŋ ˧˨
chủ nghĩa duy tâm	t͡ɕ ʊ w ˧˨ ŋ i ə ˧˨ j w ɪ j ˧˧ t ə m ˧˧
chủ nghĩa duy vật	t͡ɕ ʊ w ˧˨ ŋ i ə ˧˨ j w ɪ j ˧˧ v ə k̚ ˨˩ ʔ
chủ nghĩa duy vật biện chứng	t͡ɕ ʊ w ˧˨ ŋ i ə ˧˨ j w ɪ j ˧˧ v ə k̚ ˨˩ ʔ ʔ ɓ i ə ŋ ˨˩ ʔ t͡ɕ ɨ ŋ ˦˧˥
chủ nghĩa duy vật lịch sử	t͡ɕ ʊ w ˧˨ ŋ i ə ˧˨ j w ɪ j ˧˧ v ə k̚ ˨˩ ʔ l ɨ t̚ ˨˩ ʔ s ɨ ˧˨
chủ nghĩa duy vật lịch sử	t͡ɕ ʊ w ˧˨ ŋ i ə ˧˨ j w ɪ j ˧˧ v ə k̚ ˨˩ ʔ l ɨ t̚ ˨˩ ʔ ʂ ɨ ˧˨
chủ nghĩa dân tuý	t͡ɕ ʊ w ˧˨ ŋ i ə ˧˨ j ə ŋ ˧˧ t w ɪ j ˨˩˦
chủ nghĩa dân tộc	t͡ɕ ʊ w ˧˨ ŋ i ə ˧˨ j ə ŋ ˧˧ t ə w k͡p̚ ˨˩ ʔ
chủ nghĩa hoài nghi	t͡ɕ ʊ w ˧˨ ŋ i ə ˧˨ h w aː j ˦˩ ŋ ɪ j ˧˧
chủ nghĩa khu vực	t͡ɕ ʊ w ˧˨ ŋ i ə ˧˨ kʰ ʊ w ˧˧ v ɨ k̚ ˨˩ ʔ
chủ nghĩa khủng bố	t͡ɕ ʊ w ˧˨ ŋ i ə ˧˨ kʰ ʊ w ŋ͡m ˧˨ ʔ ɓ o w ˨˩˦
chủ nghĩa kinh nghiệm	t͡ɕ ʊ w ˧˨ ŋ i ə ˧˨ k ɨ n ˧˧ ŋ i ə m ˨˩ ʔ
chủ nghĩa lãng mạn	t͡ɕ ʊ w ˧˨ ŋ i ə ˧˨ l aː ŋ ˧˨ m aː ŋ ˨˩ ʔ
chủ nghĩa nam nữ bình quyền	t͡ɕ ʊ w ˧˨ ŋ i ə ˧˨ n aː m ˧˧ n ɨ ˧˨ ʔ ɓ ɨ n ˦˩ k w i ə ŋ ˦˩
chủ nghĩa ngoại lệ	t͡ɕ ʊ w ˧˨ ŋ i ə ˧˨ ŋ w aː j ˨˩ ʔ l e j ˨˩ ʔ
chủ nghĩa nhân văn	t͡ɕ ʊ w ˧˨ ŋ i ə ˧˨ ɲ ə ŋ ˧˧ v a ŋ ˧˧
chủ nghĩa phát xít	t͡ɕ ʊ w ˧˨ ŋ i ə ˧˨ f aː k̚ ˦˧˥ s i t̚ ˦˧˥
chủ nghĩa phân biệt chủng tộc	t͡ɕ ʊ w ˧˨ ŋ i ə ˧˨ f ə ŋ ˧˧ ʔ ɓ i ə k̚ ˨˩ ʔ t͡ɕ ʊ w ŋ͡m ˧˨ t ə w k͡p̚ ˨˩ ʔ
chủ nghĩa phục quốc Do Thái	t͡ɕ ʊ w ˧˨ ŋ i ə ˧˨ f ʊ w k͡p̚ ˨˩ ʔ k u ə k̚ ˦˧˥ j ɔ ˧˧ tʰ aː j ˨˩˦
chủ nghĩa quốc gia	t͡ɕ ʊ w ˧˨ ŋ i ə ˧˨ k u ə k̚ ˦˧˥ j aː ˧˧
chủ nghĩa quốc tế	t͡ɕ ʊ w ˧˨ ŋ i ə ˧˨ k u ə k̚ ˦˧˥ t e j ˨˩˦
chủ nghĩa thế tục	t͡ɕ ʊ w ˧˨ ŋ i ə ˧˨ tʰ e j ˨˩˦ t ʊ w k͡p̚ ˨˩ ʔ
chủ nghĩa thực dân	t͡ɕ ʊ w ˧˨ ŋ i ə ˧˨ tʰ ɨ k̚ ˨˩ ʔ j ə ŋ ˧˧
chủ nghĩa thực dân mới	t͡ɕ ʊ w ˧˨ ŋ i ə ˧˨ tʰ ɨ k̚ ˨˩ ʔ j ə ŋ ˧˧ m əː j ˨˩˦
chủ nghĩa thực dân định cư	t͡ɕ ʊ w ˧˨ ŋ i ə ˧˨ tʰ ɨ k̚ ˨˩ ʔ j ə ŋ ˧˧ ʔ ɗ ɨ n ˨˩ ʔ k ɨ ˧˧
chủ nghĩa tiêu dùng	t͡ɕ ʊ w ˧˨ ŋ i ə ˧˨ t i w ˧˧ j ʊ w ŋ͡m ˦˩
chủ nghĩa tiêu thụ	t͡ɕ ʊ w ˧˨ ŋ i ə ˧˨ t i w ˧˧ tʰ ʊ w ˨˩ ʔ
chủ nghĩa tiến bộ	t͡ɕ ʊ w ˧˨ ŋ i ə ˧˨ t i ə ŋ ˦˧˥ ʔ ɓ o w ˨˩ ʔ
chủ nghĩa trung gian	t͡ɕ ʊ w ˧˨ ŋ i ə ˧˨ ʈ ʊ w ŋ͡m ˧˧ j aː ŋ ˧˧
chủ nghĩa trọng thương	t͡ɕ ʊ w ˧˨ ŋ i ə ˧˨ ʈ a w ŋ͡m ˨˩ ʔ tʰ ɨ ə ŋ ˧˧
chủ nghĩa trọng thương	t͡ɕ ʊ w ˧˨ ŋ i ə ˧˨ ʈ ɔ ŋ ˨˩ ʔ tʰ ɨ ə ŋ ˧˧
chủ nghĩa tân cổ điển	t͡ɕ ʊ w ˧˨ ŋ i ə ˧˨ t ə ŋ ˧˧ k o w ˧˨ ʔ ɗ i ə ŋ ˧˨
chủ nghĩa tân tự do	t͡ɕ ʊ w ˧˨ ŋ i ə ˧˨ t ə ŋ ˧˧ t ɨ ˨˩ ʔ j ɔ ˧˧
chủ nghĩa tư bản	t͡ɕ ʊ w ˧˨ ŋ i ə ˧˨ t ɨ ˧˧ ʔ ɓ aː ŋ ˧˨
chủ nghĩa tự do	t͡ɕ ʊ w ˧˨ ŋ i ə ˧˨ t ɨ ˨˩ ʔ j ɔ ˧˧
chủ nghĩa tự do cá nhân	t͡ɕ ʊ w ˧˨ ŋ i ə ˧˨ t ɨ ˨˩ ʔ j ɔ ˧˧ k aː ˨˩˦ ɲ ə ŋ ˧˧
chủ nghĩa tự do cổ điển	t͡ɕ ʊ w ˧˨ ŋ i ə ˧˨ t ɨ ˨˩ ʔ j ɔ ˧˧ k o w ˧˨ ʔ ɗ i ə ŋ ˧˨
chủ nghĩa tự do mới	t͡ɕ ʊ w ˧˨ ŋ i ə ˧˨ t ɨ ˨˩ ʔ j ɔ ˧˧ m əː j ˨˩˦
chủ nghĩa vô chính phủ	t͡ɕ ʊ w ˧˨ ŋ i ə ˧˨ v o w ˧˧ t͡ɕ ɨ n ˦˧˥ f ʊ w ˧˨
chủ nghĩa vô trị	t͡ɕ ʊ w ˧˨ ŋ i ə ˧˨ v o w ˧˧ ʈ ɪ j ˨˩ ʔ
chủ nghĩa vị lợi	t͡ɕ ʊ w ˧˨ ŋ i ə ˧˨ v ɪ j ˨˩ ʔ l əː j ˨˩ ʔ
chủ nghĩa xã hội	t͡ɕ ʊ w ˧˨ ŋ i ə ˧˨ s aː ˧˨ h o j ˨˩ ʔ
chủ nghĩa xã hội dân chủ	t͡ɕ ʊ w ˧˨ ŋ i ə ˧˨ s aː ˧˨ h o j ˨˩ ʔ j ə ŋ ˧˧ t͡ɕ ʊ w ˧˨
chủ nghĩa xã hội khoa học	t͡ɕ ʊ w ˧˨ ŋ i ə ˧˨ s aː ˧˨ h o j ˨˩ ʔ kʰ w aː ˧˧ h a w k͡p̚ ˨˩ ʔ
chủ nghĩa xã hội không tưởng	t͡ɕ ʊ w ˧˨ ŋ i ə ˧˨ s aː ˧˨ h o j ˨˩ ʔ kʰ ə w ŋ͡m ˧˧ t ɨ ə ŋ ˧˨
chủ nghĩa xét lại	t͡ɕ ʊ w ˧˨ ŋ i ə ˧˨ s ɛ t̚ ˦˧˥ l aː j ˨˩ ʔ
chủ nghĩa yêu nước	t͡ɕ ʊ w ˧˨ ŋ i ə ˧˨ ʔ i w ˧˧ n ɨ ə k̚ ˦˧˥
chủ nghĩa đế quốc	t͡ɕ ʊ w ˧˨ ŋ i ə ˧˨ ʔ ɗ e j ˨˩˦ k u ə k̚ ˦˧˥
chủ ngữ	t͡ɕ ʊ w ˧˨ ŋ ɨ ˧˨
chủ nhiệm	t͡ɕ ʊ w ˧˨ ɲ i ə m ˨˩ ʔ
chủ nhà	t͡ɕ ʊ w ˧˨ ɲ aː ˦˩
chủ nhân	t͡ɕ ʊ w ˧˨ ɲ ə ŋ ˧˧
chủ nhật	t͡ɕ ʊ w ˧˨ ɲ ə k̚ ˨˩ ʔ
chủ nợ	t͡ɕ ʊ w ˧˨ n əː ˨˩ ʔ
chủ quan	t͡ɕ ʊ w ˧˨ k w aː ŋ ˧˧
chủ quyền	t͡ɕ ʊ w ˧˨ k w i ə ŋ ˦˩
chủ quản	t͡ɕ ʊ w ˧˨ k w aː ŋ ˧˨
chủ soái	t͡ɕ ʊ w ˧˨ s w aː j ˨˩˦
chủ soái	t͡ɕ ʊ w ˧˨ ʂ w aː j ˨˩˦
chủ sự	t͡ɕ ʊ w ˧˨ s ɨ ˨˩ ʔ
chủ sự	t͡ɕ ʊ w ˧˨ ʂ ɨ ˨˩ ʔ
chủ thầu	t͡ɕ ʊ w ˧˨ tʰ ə w ˦˩
chủ thể	t͡ɕ ʊ w ˧˨ tʰ e j ˧˨
chủ thớt	t͡ɕ ʊ w ˧˨ tʰ əː k̚ ˦˧˥
chủ toạ	t͡ɕ ʊ w ˧˨ t w aː ˨˩ ʔ
chủ trì	t͡ɕ ʊ w ˧˨ ʈ ɪ j ˦˩
chủ trương	t͡ɕ ʊ w ˧˨ ʈ ɨ ə ŋ ˧˧
chủ trị	t͡ɕ ʊ w ˧˨ ʈ ɪ j ˨˩ ʔ
chủ tâm	t͡ɕ ʊ w ˧˨ t ə m ˧˧
chủ tướng	t͡ɕ ʊ w ˧˨ t ɨ ə ŋ ˦˧˥
chủ tế	t͡ɕ ʊ w ˧˨ t e j ˨˩˦
chủ tịch	t͡ɕ ʊ w ˧˨ t ɨ t̚ ˨˩ ʔ
chủ tịch đoàn	t͡ɕ ʊ w ˧˨ t ɨ t̚ ˨˩ ʔ ʔ ɗ w aː ŋ ˦˩
chủ từ	t͡ɕ ʊ w ˧˨ t ɨ ˦˩
chủ xị	t͡ɕ ʊ w ˧˨ s ɪ j ˨˩ ʔ
chủ yếu	t͡ɕ ʊ w ˧˨ ʔ i w ˨˩˦
chủ âm	t͡ɕ ʊ w ˧˨ ʔ ə m ˧˧
chủ ý	t͡ɕ ʊ w ˧˨ ʔ ɪ j ˨˩˦
chủ điền	t͡ɕ ʊ w ˧˨ ʔ ɗ i ə ŋ ˦˩
chủ đích	t͡ɕ ʊ w ˧˨ ʔ ɗ ɨ t̚ ˦˧˥
chủ đạo	t͡ɕ ʊ w ˧˨ ʔ ɗ aː w ˨˩ ʔ
chủ đề	t͡ɕ ʊ w ˧˨ ʔ ɗ e j ˦˩
chủ định	t͡ɕ ʊ w ˧˨ ʔ ɗ ɨ n ˨˩ ʔ
chủ động	t͡ɕ ʊ w ˧˨ ʔ ɗ ə w ŋ͡m ˨˩ ʔ
chủi	t͡ɕ u j ˧˨
chủn	t͡ɕ u n ˧˨
chủng	t͡ɕ ʊ w ŋ͡m ˧˨
chủng loại	t͡ɕ ʊ w ŋ͡m ˧˨ l w aː j ˨˩ ʔ
chủng ngừa	t͡ɕ ʊ w ŋ͡m ˧˨ ŋ ɨ ə ˦˩
chủng tộc	t͡ɕ ʊ w ŋ͡m ˧˨ t ə w k͡p̚ ˨˩ ʔ
chủng tộc thượng đẳng	t͡ɕ ʊ w ŋ͡m ˧˨ t ə w k͡p̚ ˨˩ ʔ tʰ ɨ ə ŋ ˨˩ ʔ ʔ ɗ a ŋ ˧˨
chủng tử	t͡ɕ ʊ w ŋ͡m ˧˨ t ɨ ˧˨
chủng viện	t͡ɕ ʊ w ŋ͡m ˧˨ v i ə ŋ ˨˩ ʔ
chứ	t͡ɕ ɨ ˨˩˦
chứ lị	t͡ɕ ɨ ˨˩˦ l ɪ j ˨˩ ʔ
chứa	t͡ɕ ɨ ə ˨˩˦
chứa chấp	t͡ɕ ɨ ə ˨˩˦ t͡ɕ ə p̚ ˦˧˥
chứa đựng	t͡ɕ ɨ ə ˨˩˦ ʔ ɗ ɨ ŋ ˨˩ ʔ
chức	t͡ɕ ɨ k̚ ˦˧˥
chức danh	t͡ɕ ɨ k̚ ˦˧˥ j ɛ ɲ ˧˧
chức nghiệp	t͡ɕ ɨ k̚ ˦˧˥ ŋ i ə p̚ ˨˩ ʔ
chức năng	t͡ɕ ɨ k̚ ˦˧˥ n a ŋ ˧˧
chức quyền	t͡ɕ ɨ k̚ ˦˧˥ k w i ə ŋ ˦˩
chức sắc	t͡ɕ ɨ k̚ ˦˧˥ s a k̚ ˦˧˥
chức sắc	t͡ɕ ɨ k̚ ˦˧˥ ʂ a k̚ ˦˧˥
chức trách	t͡ɕ ɨ k̚ ˦˧˥ ʈ a t̚ ˦˧˥
chức vị	t͡ɕ ɨ k̚ ˦˧˥ v ɪ j ˨˩ ʔ
chức vụ	t͡ɕ ɨ k̚ ˦˧˥ v ʊ w ˨˩ ʔ
chừ	t͡ɕ ɨ ˦˩
chừa	t͡ɕ ɨ ə ˦˩
chử	t͡ɕ ɨ ˧˨
chửa	t͡ɕ ɨ ə ˧˨
chửa hoang	t͡ɕ ɨ ə ˧˨ h w aː ŋ ˧˧
chửi	t͡ɕ ɨ j ˧˨
chửi bới	t͡ɕ ɨ j ˧˨ ʔ ɓ əː j ˨˩˦
chửi mắng	t͡ɕ ɨ j ˧˨ m a ŋ ˦˧˥
chửi rủa	t͡ɕ ɨ j ˧˨ ʐ u ə ˧˨
chửi thề	t͡ɕ ɨ j ˧˨ tʰ e j ˦˩
chữ	t͡ɕ ɨ ˧˨
chữ Hán	t͡ɕ ɨ ˧˨ h aː ŋ ˦˧˥
chữ Nho	t͡ɕ ɨ ˧˨ ɲ ɔ ˧˧
chữ Nôm	t͡ɕ ɨ ˧˨ n o m ˧˧
chữ Trung Quốc	t͡ɕ ɨ ˧˨ ʈ ʊ w ŋ͡m ˧˧ k u ə k̚ ˦˧˥
chữ Tàu	t͡ɕ ɨ ˧˨ t a w ˦˩
chữ cái	t͡ɕ ɨ ˧˨ k aː j ˨˩˦
chữ cứng	t͡ɕ ɨ ˧˨ k ɨ ŋ ˦˧˥
chữ hành	t͡ɕ ɨ ˧˨ h ɛ ɲ ˦˩
chữ khải	t͡ɕ ɨ ˧˨ kʰ aː j ˧˨
chữ khẩu	t͡ɕ ɨ ˧˨ kʰ ə w ˧˨
chữ kép	t͡ɕ ɨ ˧˨ k ɛ p̚ ˦˧˥
chữ kí	t͡ɕ ɨ ˧˨ k ɪ j ˨˩˦
chữ mềm	t͡ɕ ɨ ˧˨ m e m ˦˩
chữ nghĩa	t͡ɕ ɨ ˧˨ ŋ i ə ˧˨
chữ nhật	t͡ɕ ɨ ˧˨ ɲ ə k̚ ˨˩ ʔ
chữ nổi	t͡ɕ ɨ ˧˨ n o j ˧˨
chữ số	t͡ɕ ɨ ˧˨ s o w ˨˩˦
chữ số	t͡ɕ ɨ ˧˨ ʂ o w ˨˩˦
