A	a
cer	t͡ʃ e r
ceramic	t͡ʃ e r a m i k
ceramistă	t͡ʃ e r a m i s t ə
cerber	t͡ʃ e r b e r
cerca	t͡ʃ e r k a
cercel	t͡ʃ e r t͡ʃ e l
cercetător	t͡ʃ e r t͡ʃ e t ə t o r
cere	t͡ʃ e r e
cerească	t͡ʃ e r e̯ a s k ə
ceresc	t͡ʃ e r e s k
cerești	t͡ʃ e r e ʃ tʲ
cerință	t͡ʃ e r i n t͡s ə
cerne	t͡ʃ e r n e
cerneală	t͡ʃ e r n e̯ a l ə
cernoziom	t͡ʃ e r n o z j o m
ceros	t͡ʃ e r o s
cert	t͡ʃ e r t
certifica	t͡ʃ e r t i f i k a
certificat	t͡ʃ e r t i f i k a t
certificate	t͡ʃ e r t i f i k a t e
cerșetorie	t͡ʃ e r ʃ e t o r i e
cetate	t͡ʃ e t a t e
ceti	t͡ʃ e t i
cești	t͡ʃ e ʃ tʲ
cețos	t͡ʃ e t͡s o s
chefal	k e f a l
cheia	k e j a
chel	k e l
cheltui	k e l t u i
chema	k e m a
chemare	k e m a r e
chemat	k e m a t
chemător	k e m ə t o r
chenar	k e n a r
chepeng	k e p e n ɡ
chestia	k e s t i a
chestie	k e s t i e
chestiune	k e s t i u n e
chestiune	k e s t j u n e
chestiuni	k e s t i u nʲ
chestiuni	k e s t j u nʲ
chiar	k j a r
chibzui	k i b z u i
chibzuință	k i b z u i n t͡s ə
chibzuit	k i b z u i t
chiflă	k i f l ə
chiftea	k i f t e̯ a
chihlimbar	k i h l i m b a r
chim	k i m
chimic	c i m i k
chimion	k i m i o n
chimist	k i m i s t
chimistă	k i m i s t ə
chin	k i n
chinez	k i n e z
chinezi	k i n e zʲ
chinezoaice	k i n e z o̯ a j t͡ʃ e
chinezoaică	k i n e z o̯ a j k ə
chineză	k i n e z ə
chinui	k i n u i
chinuitor	k i n u i t o r
chiot	k i o t
chip	k i p
chips	t͡ʃ i p s
chir	k i r
chirografe	k i r o ɡ r a f e
chiromant	k i r o m a n t
chirurgi	k i r u r d͡ʒʲ
chirurgii	k i r u r d͡ʒ i j
chitară	k i t a r ə
chiui	k i u i
chiuli	k j u l i
chițcan	k i t͡s k a n
christadelfian	k r i s t a d e l f i a n
ci	t͡ʃ i
ciao	t͡ʃ a u
ciclist	t͡ʃ i k l i s t
ciclistă	t͡ʃ i k l i s t ə
ciclon	t͡ʃ i k l o n
ciclostom	t͡ʃ i k l o s t o m
cicăleală	t͡ʃ i k ə l e̯ a l ə
cilindru	t͡ʃ i l i n d r u
cimbru	t͡ʃ i m b r u
cince	t͡ʃ i n t͡ʃ e
cincea	t͡ʃ i n t͡ʃ e̯ a
cinci	t͡ʃ i n t͡ʃʲ
cincilea	t͡ʃ i n t͡ʃ i l e̯ a
cincime	t͡ʃ i n t͡ʃ i m e
cincisprezece	t͡ʃ i n s p r e z e t͡ʃ e
cincisprezece	t͡ʃ i n t͡ʃʲ s p r e z e t͡ʃ e
cincisprezecea	t͡ʃ i n s p r e z e t͡ʃ e̯ a
cincisprezecea	t͡ʃ i n t͡ʃʲ s p r e z e t͡ʃ e̯ a
cincisprezecelea	t͡ʃ i n s p r e z e t͡ʃ e l e̯ a
cincisprezecelea	t͡ʃ i n t͡ʃʲ s p r e z e t͡ʃ e l e̯ a
cincizecea	t͡ʃ i n t͡ʃʲ z e t͡ʃ e̯ a
cincizecea	t͡ʃ i n z e t͡ʃ e̯ a
cincizeci	t͡ʃ i n t͡ʃʲ z e t͡ʃʲ
cincizeci	t͡ʃ i n z e t͡ʃʲ
cincizecilea	t͡ʃ i n t͡ʃʲ z e t͡ʃ i l e̯ a
cincizecilea	t͡ʃ i n z e t͡ʃ i l e̯ a
cine	t͡ʃ i n e
cinetic	t͡ʃ i n e t i k
cineva	t͡ʃ i n e v a
cingătoare	t͡ʃ i n ɡ ə t o̯ a r e
cinstit	t͡ʃ i n s t i t
cinteză	t ʃ i n t e z ə
cinzeci	t͡ʃ i n z e t͡ʃʲ
cinșpe	t͡ʃ i n ʃ p e
cinșpea	t͡ʃ i n ʃ p e̯ a
cinșpelea	t͡ʃ i n ʃ p e l e̯ a
cioacă	t͡ʃ j o̯ a k ə
cioareci	t͡ʃ o̯ a r e t͡ʃʲ
cioară	t͡ʃ o̯ a r ə
cioban	t͡ʃ o b a n
ciobani	t͡ʃ j o b a nʲ
cioc	t͡ʃ j o k
ciocolate	t͡ʃ j o k o l a t e
ciocârlan	t͡ʃ j o k ɨ r l a n
ciocârlie	t͡ʃ j o k ɨ r l i e
ciocănitoare	t͡ʃ j o k ə n i t o̯ a r e
ciorap	t͡ʃ o ɾ a p
ciorbă	t͡ʃ o r b ə
ciot	t͡ʃ o t
cirac	t͡ʃ i r a k
circuit	t͡ʃ i r k u i t
circular	t͡ʃ i r k u l a r
circulară	t͡ʃ i r k u l a r ə
circumcise	t͡ʃ i r k u m t͡ʃ i s e
circumflex	t͡ʃ i r k u m f l e k s
circumscrie	t͡ʃ i r k u m s k r i e
cireașă	t͡ʃ i r e̯ a ʃ ə
cireșar	t͡ʃ i r e ʃ a r
cistercian	t͡ʃ i s t e r t͡ʃ i a n
citeț	t͡ʃ i t e t͡s
citi	t͡ʃ i t i
citire	t͡ʃ i t i r e
citit	t͡ʃ i t i t
cititoare	t͡ʃ i t i t o̯ a r e
cititor	t͡ʃ i t i t o r
citrin	t͡ʃ i t r i n
ciubăr	t͡ʃ u b ə r
ciudat	t͡ʃ u d a t
ciufuli	t͡ʃ u f u l i
ciufulit	t͡ʃ u f u l i t
ciufut	t͡ʃʲ u f u t
ciungă	t͡ʃ u n ɡ ə
ciurec	t͡ʃ u r e k
ciurechi	t͡ʃ u r e kʲ
ciut	t͡ʃʲ u t
ciută	t͡ʃ j u t ə
civiliza	t͡ʃ i v i l i z a
civilizație	t͡ʃ i v i l i z a t͡s i e
clanță	k l a n t͡s ə
clapon	k l a p o n
clari	k l a rʲ
clasă	k l a s ə
clavecin	k l a v e t͡ʃ i n
claviatură	k l a v j a t u r ə
cleștar	k l e ʃ t a r
cleștarul	k l e ʃ t a r u
cleștarul	k l e ʃ t a r u l
cleștarului	k l e ʃ t a r u l u j
climatiza	k l i m a t i z a
climatolog	k l i m a t o l o ɡ
climatologă	k l i m a t o l o ɡ ə
clinti	k l i n t i
clip	k l i p
clipei	k l i p e j
clipită	k l i p i t ə
cloacă	k l o̯ a k ə
clopoțel	k l o p o t͡s e l
clor	k l o r
cloroform	k l o r o f o r m
clănțău	k l ə n t͡s ə w
clătită	k l ə t i t ə
cneaz	k n e̯ a z
coabita	k o a b i t a
coacin	k o̯ a t͡ʃ i n
coacăz	k o̯ a k ə z
coadă	k o̯ a d ə
coafor	k o̯ a f o r
coagula	k o a ɡ u l a
coaie	k o̯ a j e
coajă	k o̯ a ʒ ə
coapsă	k o̯ a p s ə
coarnă	k o̯ a r n ə
coase	k o̯ a s e
cobai	k o b a j
cobalt	k o b a l t
cobori	k o b o rʲ
coborând	k o b o r ɨ n d
coborât	k o b o r ɨ t
coborî	k o b o r ɨ
cobză	k o b z ə
coc	k o k
cochet	k o c e t
cochilie	k o k i l i e
coclauri	k o k l a u rʲ
cocon	k o k o n
cocor	k o k o r
cocos	k o k o s
cocoș	k o k o ʃ
cocoșat	k o k o ʃ a t
cocoșați	k o k o ʃ a t͡sʲ
cocoța	k o k o t͡s a
codalb	k o d a l b
codalbi	k o d a l bʲ
codaș	k o d a ʃ
codifica	k o d i f i k a
codificat	k o d i f i k a t
codiriște	k o d i r i ʃ t e
codirlă	k o d i r l ə
codobatură	k o d o b a t u r ə
codru	k o d r u
codrule	k o d r u l e
codârlă	k o d ɨ r l ə
coexista	k o e ɡ z i s t a
cofeină	k o f e i n ə
cofraj	k o f r a ʒ
coji	c o ʒ i
coji	k o ʒʲ
colabora	k o l a b o r a
colaborator	k o l a b o r a t o r
colaj	k o l a ʒ
colectați	k o l e k t a t͡sʲ
colectiviza	k o l e k t i v i z a
colectă	k o l e k t ə
colibri	k o l i b r i
colibă	k o l i b ə
colmatare	k o l m a t a r e
colocație	k o l o k a t͡s i e
colofon	k o l o f o n
coloniza	k o l o n i z a
colorat	k o l o r a t
columnist	k o l u m n i s t
colăcel	k o l ə t͡ʃ e l
colțun	k o l t͡s u n
comandant	k o m a n d a n t
comandă	k o m a n d ə
combate	k o m b a t e
combinat	k o m b i n a t
combinație	k o m b i n a t͡s i e
comemora	k o m e m o r a
comerț	k o m e r t͡s
comestibil	k o m e s t i b i l
comisiona	k o m i s i o n a
comoară	k o m o̯ a r ə
comorian	k o m o r i a n
comparase	k o m p a r a s e
comparație	k o m p a r a t͡s i e
compensație	k o m p e n s a t͡s i e
competent	k o m p e t e n t
competență	k o m p e t e n t͡s ə
competiție	k o m p e t i t͡s i e
complet	k o m p l e t
completa	k o m p l e t a
complice	k o m p l i t͡ʃ e
complimenta	k o m p l i m e n t a
component	k o m p o n e n t
componentă	k o m p o n e n t ə
comporta	k o m p o r t a
compoziție	k o m p o z i t͡s i e
compus	k o m p u s
comune	k o m u n e
comunica	k o m u n i k a
comunicație	k o m u n i k a t͡s i e
comunism	k o m u n i s m
comuniune	k o m u n i u n e
comună	k o m u n ə
concav	k o n k a v
concentra	k o n t͡ʃ e n t r a
concentrat	k o n t͡ʃ e n t r a t
concepe	k o n t͡ʃ e p e
conclude	k o n k l u d e
concordanță	k o n k o r d a n t͡s ə
concret	k o n k r e t
concretiza	k o n k r e t i z a
concura	k o n k u r a
condensa	k o n d e n s a
condiment	k o n d i m e n t
condiție	k o n d i t͡s i e
condor	k o n d o r
conduce	k o n d u t͡ʃ e
conducere	k o n d u t͡ʃ e r e
conducție	k o n d u k t͡s i e
confedera	k o n f e d e r a
confederație	k o n f e d e r a t͡s i e
configurare	k o n f i ɡ u r a r e
confirma	k o n f i r m a
confisca	k o n f i s k a
confiscabil	k o n f i s k a b i l
conform	k o n f o r m
confuz	k o n f u z
congratula	k o n ɡ r a t u l a
conic	k o n i k
conjectura	k o n ʒ e k t u r a
conjuga	k o n ʒ u ɡ a
conjugal	k o n ʒ u ɡ a l
conjugare	k o n ʒ u ɡ a r e
conopidă	k o n o p i d ə
conota	k o n o t a
consecință	k o n s e t͡ʃ i n t͡s ə
consecvent	k o n s e k v e n t
consens	k o n s e n s
consider	k o n s i d e r
considera	k o n s i d e r a
considerabil	k o n s i d e r a b i l
considerație	k o n s i d e r a t͡s i e
consilia	k o n s i l i a
consonant	k o n s o n a n t
conspirație	k o n s p i r a t͡s i e
constant	k o n s t a n t
constantă	k o n s t a n t ə
constanță	k o n s t a n t͡s ə
construit	k o n s t r u i t
consular	k o n s u l a r
consultant	k o n s u l t a n t
consultanță	k o n s u l t a n t͡s ə
contabil	k o n t a b i l
contabile	k o n t a b i l e
contabili	k o n t a b i lʲ
contabilă	k o n t a b i l ə
contagios	k o n t a d͡ʒ i o s
contextualiza	k o n t e k s t u a l i z a
continent	k o n t i n e n t
continental	k o n t i n e n t a l
continua	k o n t i n u a
continue	k o n t i n u e
continui	k o n t i n u j
continuu	k o n t i n u u
continuu	k o n t i n u w
continuă	k o n t i n u ə
contrabas	k o n t r a b a s
contract	k o n t r a k t
contractual	k o n t r a k t u a l
contrar	k o n t r a r
contraveni	c o n t r a v e n i
contravenție	k o n t r a v e n t͡s i e
contrazice	k o n t r a z i t͡ʃ e
controlat	k o n t r o l a t
controlați	k o n t r o l a t͡sʲ
controlând	k o n t r o l ɨ n d
contur	k o n t u r
conveni	k o n v e n i
convenție	k o n v e n t͡s i e
convențional	k o n v e n t͡s i o n a l
conversație	k o n v e r s a t͡s i e
conversie	k o n v e r s i e
convingător	k o n v i ŋ ɡ ə t o r
convins	k o n v i n s
convinse	k o n v i n s e
convoca	k o n v o k a
conștient	k o n ʃ t i e n t
conștiință	k o n ʃ t i i n t͡s ə
conține	k o n t͡s i n e
conținut	k o n t͡s i n u t
conținuturi	k o n t͡s i n u t u rʲ
copac	k o p a k
copia	k o p i a
copia	k o p j a
copii	k o p iʲ
copiii	k o p i i
copiii	k o p i iʲ
copil	k o p i l
copilul	k o p i l u
copilul	k o p i l u l
copilări	k o p i l ə r i
copilărie	k o p i l ə r i e
copită	k o p i t ə
copiuță	k o p i u t͡s ə
copleșitorul	k o p l e ʃ i t o r u
copleșitorul	k o p l e ʃ i t o r u l
copt	k o p t
cor	k o r
corb	k o r b
corbiu	k o r b i w
corcoduș	k o r k o d u ʃ
corcodușă	k o r k o d u ʃ ə
cordial	k o r d i a l
corect	k o r e k t
coregraf	k o r e ɡ r a f
coregrafă	k o r e ɡ r a f ə
corespunzător	k o r e s p u n z ə t o r
coriandru	k o r i a n d r u
coridă	k o r i d ə
corigibil	k o r i d͡ʒ i b i l
corijabil	k o r i ʒ a b i l
corindon	k o r i n d o n
cormoran	k o r m o r a n
cornut	k o r n u t
coronavirus	k o r o n a v i r u s
corpus	k o r p u s
corupe	k o r u p e
corupt	k o r u p t
cositoare	k o s i t o̯ a r e
cositor	k o s i t o r
cosmetician	k o s m e t i t͡ʃ i a n
cosmeticiană	k o s m e t i t͡ʃ i a n ə
cosmic	k o s m i k
cosmonaut	k o s m o n a u t
costa	k o s t a
costarican	k o s t a r i k a n
costier	k o s t i e r
costrei	k o s t r e j
costum	k o s t u m
costume	k o s t u m e
coteț	k o t e t͡s
cotoi	k o t o j
cotor	k o t o r
cotovaică	k o t o v a j k ə
cotovaie	k o t o v a j e
country	k a n t r i
covaci	k o v a t ʃ
covată	k o v a t ə
coveți	k o v e t͡sʲ
covor	k o v o r
covrig	k o v r i ɡ
covrigei	k o v r i d͡ʒ e j
covrigel	k o v r i d͡ʒ e l
covrigi	k o v r i d ʒʲ
cozonac	k o z o n a k
coșmelie	k o ʃ m e l i e
coțofană	k o t͡s o f a n ə
coțor	k o t͡s o r
crac	k r a k
craca	k r a k a
cracare	k r a k a r e
cracă	k r a k ə
crampon	k r a m p o n
crap	k r a p
crater	k r a t e r
crea	k r e a
creativ	k r e a t i v
creator	k r e a t o r
creaturi	k r e a t u rʲ
creatură	k r e a t u r ə
creație	k r e a t͡s i e
cred	k r e d
credibil	k r e d i b i l
credincios	k r e d i n t͡ʃʲ o s
credință	k r e d i n t͡s ə
creier	k r e j e r
creion	k r e j o n
creme	k r e m e
cremos	k r e m o s
cremă	k r e m ə
crenvurșt	k r e n v u r ʃ t
crescut	k r e s k u t
crescând	k r e s k ɨ n d
cretiniza	k r e t i n i z a
crevete	k r e v e t e
creând	k r e ɨ n d
creștea	k r e ʃ t e̯ a
creștin	k r e ʃ t i n
creștinească	k r e ʃ t i n e̯ a s k ə
creștinesc	k r e ʃ t i n e s k
creștinește	k r e ʃ t i n e ʃ t e
creștinești	k r e ʃ t i n e ʃ tʲ
creț	k r e t͡s
criminal	k r i m i n a l
criminolog	k r i m i n o l o ɡ
criminologic	k r i m i n o l o d͡ʒ i k
criminologist	k r i m i n o l o d͡ʒ i s t
criminologistă	k r i m i n o l o d͡ʒ i s t ə
criminologă	k r i m i n o l o ɡ ə
crin	k r i n
crini	k r i nʲ
crisalidă	k r i s a l i d ə
crisopraz	k r i s o p r a z
cristal	k r i s t a l
cristale	k r i s t a l e
cristaluri	k r i s t a l u rʲ
critic	k r i t i k
criticabil	k r i t i k a b i l
critice	k r i t i t͡ʃ e
criticism	k r i t i t͡ʃ i s m
criză	k r i z ə
croat	k r o a t
croată	k r o a t ə
crocodil	k r o k o d i l
crom	k r o m
cronc	k r o ŋ k
croncău	k r o n k ə w
cronic	k r o n i k
cruci	k r u t͡ʃ i
cruci	k r u t͡ʃʲ
cruciadă	k r u t͡ʃ a d ə
crucifica	k r u t͡ʃ i f i k a
cruciș	k r u t͡ʃ i ʃ
crud	k r u d
cruditate	k r u d i t a t e
crug	k r u ɡ
crump	k r u m p
crupă	k r u p ə
cruța	k r u t͡s a
crâng	k r ɨ n ɡ
crăpăt	k r ə p ə t
cu	k u
cuantum	k w a n t u m
cubic	k u b i k
cuc	k u k
cuceritor	k u t͡ʃ e r i t o r
cucuiete	k u k u j e t e
cuculă	k u k u l ə
cucumăr	k u k u m ə r
cucută	k u k u t ə
cucuvea	k u k u v e̯ a
cugeta	k u d͡ʒ e t a
cui	k u j
cuișoare	k u j ʃ o̯ a r e
culca	k u l k a
culcuș	k u l k u ʃ
culoare	k u l o̯ a r e
culori	k u l o rʲ
cult	k u l t
cultura	k u l t u r a
cum	k u m
cumincior	k u m i n t͡ʃ j o r
cuminte	k u m i n t e
cumplit	k u m p l i t
cumpănă	k u m p ə n ə
cumpărături	k u m p ə r ə t u rʲ
cumpăt	k u m p ə t
cumpăta	k u m p ə t a
cuneiform	k u n e i̯ f o r m
cunoaște	k u n o̯ a ʃ t e
cunoscut	k u n o s k u t
cunoscând	k u n o s k ɨ n d
cunoscător	k u n o s k ə t o r
cunoștință	k u n o ʃ t i n t͡s ə
cununa	k u n u n a
cununat	k u n u n a t
cunună	k u n u n ə
cuprins	k u p r i n s
cuprinzător	k u p r i n z ə t o r
cupru	k u p r u
cuptor	k u p t o r
cupă	k u p ə
cur	k u r
curaj	k u r a ʒ
curajos	k u r a ʒ o s
curat	k u r a t
curbat	k u r b a t
curbă	k u r b ə
curcan	k u r k a n
curcubetă	k u r k u b e t ə
curcă	k u r k ə
curea	k u r e̯ a
curechi	k u r e kʲ
curent	k u r e n t
curge	k u r d͡ʒ e
curios	k u r i o s
curist	k u r i s t
curmală	k u r m a l ə
cursiv	k u r s i v
curul	k u r u
curul	k u r u l
cururile	k u r u r i l e
curva	k u r v a
curând	k u r ɨ n d
curăța	k u r ə t͡s a
curățat	k u r ə t͡s a t
cuscru	k u s k r u
cuscră	k u s k r ə
custa	k u s t a
custură	k u s t u r ə
cusur	k u s u r
cusut	k u s u t
cutare	k u t a r e
cute	k u t e
cuteza	k u t e z a
cutie	k u t i e
cuviincios	k u v i i n t͡ʃʲ o s
cuviință	k u v i i n t͡s ə
cuvios	k u v i o s
cuvânta	k u v ɨ n t a
cuvântare	k u v ɨ n t a r e
cușer	k u ʃ e r
cvadrivium	k v a d r i v i u m
cvas	k v a s
cyborg	s a j b o r ɡ
câine	k ɨ j n e
câinos	k ɨ j n o s
câmp	k ɨ m p
câmpean	k ɨ m p e̯ a n
câmpenească	k ɨ m p e n e̯ a s k ə
câmpenesc	k ɨ m p e n e s k
câmpenești	k ɨ m p e n e ʃ tʲ
câmpie	k ɨ m p i e
când	k ɨ n d
cândva	k ɨ n d v a
câne	k ɨ n e
cânepă	k ɨ n e p ə
cântar	k ɨ n t a r
cântare	k ɨ n t a r e
cântat	k ɨ n t a t
cânte	k ɨ n t e
cântec	k ɨ n t e k
cântând	k ɨ n t ɨ n d
cântăreața	k ɨ n t ə r e̯ a t͡s a
cântăreț	k ɨ n t ə r e t͡s
cântărețele	k ɨ n t ə r e t͡s e l e
cântăreții	k ɨ n t ə r e t͡s iʲ
cântărețul	k ɨ n t ə r e t͡s u
cântărețul	k ɨ n t ə r e t͡s u l
cântări	k ɨ n t ə r i
cântări	k ɨ n t ə rʲ
cântător	k ɨ n t ə t o r
cârcel	k ɨ r t͡ʃ e l
cârjă	k ɨ r ʒ ə
cârn	k ɨ r n
cârnat	k ɨ r n a t
cârpitură	k ɨ r p i t u r ə
cârtiță	k ɨ r t i t͡s ə
cât	k ɨ t
câte	k ɨ t e
câteodată	k ɨ t e̯ o d a t ə
câtva	k ɨ t v a
câtă	k ɨ t ə
câștiga	k ɨ ʃ t i ɡ a
câți	k ɨ t͡sʲ
că	k ə
căca	k ə k a
căci	k ə t͡ʃʲ
căciulă	k ə t͡ʃʲ u l ə
căcărează	k ə k ə r e̯ a z ə
cădelniță	k ə d e l n i t͡s ə
cădință	k ə d i n t s ə
căi	k ə i
căi	k ə j
călare	k ə l a r e
căldăraș	k ə l d ə r a ʃ
căli	k ə l i
călugăr	k ə l u ɡ ə r
călugăriță	k ə l u ɡ ə r i t͡s ə
călămbuc	k ə l ə m b u k
călător	k ə l ə t o r
călțun	k ə l t͡s u n
cămașă	k ə m a ʃ ə
cămilă	k ə m i l ə
cămin	k ə m i n
căpetenie	k ə p e t e n i e
căpistere	k ə p i s t e r e
căpitan	k ə p i t a n
căpiță	k ə p i t͡s ə
căpos	k ə p o s
căprească	k ə p r e̯ a s k ə
căpresc	k ə p r e s k
căprești	k ə p r e ʃ tʲ
căprui	k ə p r u j
căput	k ə p u t
căpușă	k ə p u ʃ ə
căpuț	k ə p u t͡s
căpătui	k ə p ə t u i
căpătâi	k ə p ə t ɨ j
căpățânos	k ə p ə t͡s ɨ n o s
căpșor	k ə p ʃ o r
căpșună	k ə p ʃ u n ə
căra	k ə r a
cărare	k ə r a r e
cărbune	k ə r b u n e
cărindar	k ə r i n d a r
cărnos	k ə r n o s
cărunt	k ə r u n t
cărăbuș	k ə r ə b u ʃ
cărămiziu	k ə r ə m i z i w
cărăuș	k ə r ə u ʃ
cărăușește	k ə r ə u ʃ e ʃ t e
cărăuși	k ə r ə u ʃ i
căsca	k ə s k a
căscăund	k ə s k ə u n d
căsi	k ə sʲ
căsnicie	k ə s n i t͡ʃ i j e
căsători	k ə s ə t o r i
căsătorit	k ə s ə t o r i t
către	k ə t r e
căuta	k ə u t a
căuta	k ə w t a
căuș	k ə u ʃ
căzut	k ə z u t
căzător	k ə z ə t o r
cășuna	k ə ʃ u n a
cățel	k ə t͡s e l
cățeluș	k ə t͡s e l u ʃ
cățelușă	k ə t͡s e l u ʃ ə
d	d
da	d a
da'	d a
dac	d a k
daci	d a t͡ʃʲ
dactilic	d a k t i l i k
dacă	d a k ə
dai	d a j
dalie	d a l i e
damnat	d a m n a t
dansat	d a n s a t
dansator	d a n s a t o r
dansând	d a n s ɨ n d
dar	d a r
darac	d a r a k
darămite	d a r ə m i t e
dat	d a t
dator	d a t o r
datora	d a t o r a
datorește	d a t o r e ʃ t e
datori	d a t o r i
datori	d a t o rʲ
datorie	d a t o r i e
datorită	d a t o r i t ə
datornic	d a t o r n i k
dată	d a t ə
dau	d a w
deal	d e̯ a l
deasupra	d e̯ a s u p r a
deasă	d e̯ a s ə
debandadă	d e b a n d a d ə
debilita	d e b i l i t a
decade	d e k a d e
decafeinizat	d e k a f e i n i z a t
decagram	d e k a ɡ r a m
decapitație	d e k a p i t a t͡s i e
decapitație	d e k a p i t a t͡s j e
decembrie	d e t͡ʃ e m b r i j e
decembrist	d e t͡ʃ e m b r i s t
decembristă	d e t͡ʃ e m b r i s t ə
deceniu	d e t͡ʃ e n j u
decent	d e t͡ʃ e n t
deces	d e t͡ʃ e s
decide	d e t͡ʃ i d e
decisiv	d e t͡ʃ i s i v
declarație	d e k l a r a t͡s i e
declarații	d e k l a r a t͡s iː
declina	d e k l i n a
declinare	d e k l i n a r e
decoloniza	d e k o l o n i z a
decora	d e k o r a
decurge	d e k u r d͡ʒ e
decât	d e k ɨ t
dedesubt	d e d e s u b t
dedesubt	d e d e s u p t
deduce	d e d u t͡ʃ e
deducere	d e d u t͡ʃ e r e
deducție	d e d u k t͡s i e
defecta	d e f e k t a
defel	d e f e l
defenestra	d e f e n e s t r a
defileu	d e f i l e w
defileuri	d e f i l e u rʲ
definiție	d e f i n i t͡s i e
degenera	d e d͡ʒ e n e r a
deget	d e d͡ʒ e t
degete	d e d͡ʒ e t e
degrabă	d e ɡ r a b ə
degrada	d e ɡ r a d a
degresa	d e ɡ r e s a
degresat	d e ɡ r e s a t
degustare	d e ɡ u s t a r e
dehiscent	d e h i s t͡ʃ e n t
dejun	d e ʒ u n
delecta	d e l e k t a
delectare	d e l e k t a r e
delectări	d e l e k t ə rʲ
delega	d e l e ɡ a
delfin	d e l f i n
delibera	d e l i b e r a
delicat	d e l i k a t
delicate	d e l i k a t e
delicios	d e l i t͡ʃ o s
deliciu	d e l i t͡ʃ j u
delimita	d e l i m i t a
delimitând	d e l i m i t ɨ n d
delirând	d e l i r ɨ n d
deloc	d e l o k
delușor	d e l u ʃ o r
deluț	d e l u t͡s
demagnetiza	d e m a ɡ n e t i z a
demite	d e m i t e
demn	d e m n
demnitar	d e m n i t a r
democratiza	d e m o k r a t i z a
demoda	d e m o d a
demograf	d e m o ɡ r a f
demografic	d e m o ɡ r a f i k
demografica	d e m o ɡ r a f i k a
demografică	d e m o ɡ r a f i k ə
demografă	d e m o ɡ r a f ə
demonstrabil	d e m o n s t r a b i l
denigra	d e n i ɡ r a
denigrator	d e n i ɡ r a t o r
denigratori	d e n i ɡ r a t o rʲ
dens	d e n s
densifica	d e n s i f i k a
dentist	d e n t i s t
dentistă	d e n t i s t ə
deoarece	d e o̯ a r e t͡ʃ e
deodată	d e o d a t ə
deodată	d e̯ o d a t ə
deoparte	d e o p a r t e
deoparte	d e̯ o p a r t e
deosebesc	d e o s e b e s k
deosebi	d e o s e b i
deosebi	d e o s e bʲ
deosebit	d e o s e b i t
departament	d e p a r t a m e n t
departe	d e p a r t e
dependent	d e p e n d e n t
dependență	d e p e n d e n t͡s ə
depila	d e p i l a
deplasament	d e p l a s a m e n t
deplinătate	d e p l i n ə t a t e
deplora	d e p l o r a
deporta	d e p o r t a
deprimat	d e p r i m a t
depune	d e p u n e
depărta	d e p ə r t a
depărtare	d e p ə r t a r e
deranja	d e r a n ʒ a
deranjând	d e r a n ʒ ɨ n d
derivativ	d e r i v a t i v
derivație	d e r i v a t͡s i e
dermatolog	d e r m a t o l o ɡ
dermatologă	d e r m a t o l o ɡ ə
derviș	d e r v i ʃ
des	d e s
desacraliza	d e s a k r a l i z a
descentra	d e s t͡ʃ e n t r a
deschide	d e s k i d e
descifra	d e s t͡ʃ i f r a
descinge	d e s t͡ʃ i n d͡ʒ e
descriere	d e s k r i e r e
descriptor	d e s k r i p t o r
descriptori	d e s k r i p t o rʲ
desculț	d e s k u l t͡s
descurcăreț	d e s k u r k ə r e t͡s
descânta	d e s k ɨ n t a
descătușa	d e s k ə t u ʃ a
desface	d e s f a t͡ʃ e
desfide	d e s f i d e
desfăta	d e s f ə t a
desfătare	d e s f ə t a r e
desfătări	d e s f ə t ə rʲ
desfășura	d e s f ə ʃ u r a
desfășurat	d e s f ə ʃ u r a t
desigur	d e s i ɡ u r
desinență	d e s i n e n t͡s ə
despotic	d e s p o t i k
despăgubi	d e s p ə ɡ u b i
despărțitor	d e s p ə r t͡s i t o r
destin	d e s t i n
destinat	d e s t i n a t
destinație	d e s t i n a t͡s i e
destoarce	d e s t o̯ a r t͡ʃ e
desăvârși	d e s ə v ɨ r ʃ i
detaliat	d e t a l i a t
detaliu	d e t a l j u
deteriora	d e t e r i o r a
deteriorat	d e t e r i o r a t
determina	d e t e r m i n a
developa	d e v e l o p a
deveni	d e v e n i
deveni	d e v e nʲ
devot	d e v o t
devreme	d e v r e m e
dezambala	d e z a m b a l a
dezamăgi	d e z a m ə d͡ʒ i
dezamăgit	d e z a m ə d͡ʒ i t
dezamăgitor	d e z a m ə d͡ʒ i t o r
dezaproba	d e z a p r o b a
dezbarcământ	d e z b a r k ə m ɨ n t
dezbrăca	d e z b r ə k a
dezbrăcând	d e z b r ə k ɨ n d
dezechilibra	d e z e k i l i b r a
dezgustător	d e z ɡ u s t ə t o r
dezice	d e z i t͡ʃ e
dezinflama	d e z i n f l a m a
