あ	a̠
つつましやか	t͡s ɨ t͡s ɨ m a̠ ɕ i j a̠ k a̠
つつみ	t͡s ɨ̥ t͡s ɨ mʲ i
つづしる	t͡s ɨ z ɨ ɕ i ɾ ɯ̟
つづめる	t͡s ɨ z ɨ m e̞ ɾ ɯ̟
つづらおり	t͡s ɨ z ɨ ɾ a̠ o̞ ɾʲ i
つて	t͡s ɨ̥ t e̞
つとめさき	t͡s ɨ t o̞ m e̞ s a̠ kʲ i
つとめて	t͡s ɨ t o̞ m e̞ t e̞
つどう	t͡s ɨ d o̞ ɯ̟
つのぎり	t͡s ɨ n o̞ ɡʲ i ɾʲ i
つばき	t͡s ɨ b a̠ kʲ i
つび	t͡s ɨ bʲ i
つぶし	t͡s ɨ b ɯ̟ ɕ i
つぶぶし	t͡s ɨ b ɯ̟ b ɯ̟ ɕ i
つぶら	t͡s ɨ b ɯ̟ ɾ a̠
つぶる	t͡s ɨ b ɯ̟ ɾ ɯ̟
つべ	t͡s ɨ b e̞
つべこべ	t͡s ɨ b e̞ k o̞ b e̞
つぼい	t͡s ɨ b o̞ i
つぼる	t͡s ɨ b o̞ ɾ ɯ̟
つまこ	t͡s ɨ m a̠ k o̞
つまみ	t͡s ɨ m a̠ mʲ i
つまらぬ	t͡s ɨ m a̠ ɾ a̠ n ɯ̟
つまらん	t͡s ɨ m a̠ ɾ ã̠ ɴ
つまんない	t͡s ɨ m ã̠ nː a̠ i
つみれ	t͡s ɨ mʲ i ɾ e̞
つむじ	t͡s ɨ m ɯ̟ ʑ i
つむじかぜ	t͡s ɨ m ɯ̟ ʑ i k a̠ z e̞
つむる	t͡s ɨ m ɯ̟ ɾ ɯ̟
つめぐみ	t͡s ɨ m e̞ ɡ ɯ̟ mʲ i
つめもの	t͡s ɨ m e̞ m o̞ n o̞
つもり	t͡s ɨ m o̞ ɾʲ i
つやつや	t͡s ɨ j a̠ t͡s ɨ j a̠
つややか	t͡s ɨ j a̠ j a̠ k a̠
つゆ	t͡s ɨ j ɯ̟
つよし	t͡s ɨ j o̞ ɕ i
つよめ	t͡s ɨ j o̞ m e̞
つられる	t͡s ɨ ɾ a̠ ɾ e̞ ɾ ɯ̟
つりぐ	t͡s ɨ ɾʲ i ɡ ɯ̟
つりどこ	t͡s ɨ ɾʲ i d o̞ k o̞
つりめ	t͡s ɨ ɾʲ i m e̞
つるっぱげ	t͡s ɨ ɾ ɯ̟ p̚ p a̠ ɡ e̞
つるぺた	t͡s ɨ ɾ ɯ̟ p e̞ t a̠
つれづれ	t͡s ɨ ɾ e̞ z ɨ ɾ e̞
つれなく	t͡s ɨ ɾ e̞ n a̠ k ɯ̟
つわもの	t͡s ɨ β̞ a̠ m o̞ n o̞
つわる	t͡s ɨ β̞ a̠ ɾ ɯ̟
つんけん	t͡s ɨ̃ ŋ k ẽ̞ ɴ
つんつるてん	t͡s ɨ̃ n t͡s ɨ ɾ ɯ̟ t ẽ̞ ɴ
つんつん	t͡s ɨ̃ n t͡s ɨ̃ ɴ
つんのめる	t͡s ɨ̃ nː o̞ m e̞ ɾ ɯ̟
つんぼ	t͡s ɨ̃ m b o̞
つ゚	t ɯ̟
つー	t͡s ɨː
つーか	t͡s ɨː k a̠
づ	d͡z ɨᵝ
づ	z ɨᵝ
づけ	d͡z ɨ k e̞
て	t e̞
てあせ	t e̞ a̠ s e̞
てあれ	t e̞ a̠ ɾ e̞
てあわせ	t e̞ a̠ β̞ a̠ s e̞
てぃ	tʲ i
てぃむぽ	tʲ i m ɯ̟ p o̞
てぃんこ	tʲ ĩ ŋ k o̞
てぃんてぃん	tʲ ĩ n tʲ ĩ ɴ
てぇ	t e̞ː
てぇてぇ	t e̞ː t e̞ː
てかげん	t e̞ k a̠ ɡ ẽ̞ ɴ
てかせ	t e̞ k a̠ s e̞
てかてか	t e̞ k a̠ t e̞ k a̠
てがかり	t e̞ ɡ a̠ k a̠ ɾʲ i
てがたい	t e̞ ɡ a̠ t a̠ i
てくせ	t e̞ k ɯ̟ s e̞
てくてく	t e̞ k ɯ̟ t e̞ k ɯ̟
てぐす	t e̞ ɡ ɯ̟ s ɨ
てこいれ	t e̞ k o̞ i ɾ e̞
てさばき	t e̞ s a̠ b a̠ kʲ i
てずから	t e̞ z ɨ k a̠ ɾ a̠
てぜま	t e̞ z e̞ m a̠
てちがい	t e̞ t͡ɕ i ɡ a̠ i
てっきり	t e̞ k̚ʲ kʲ i ɾʲ i
てっさ	t e̞ sː a̠
てっぺん	t e̞ p̚ p ẽ̞ ɴ
てつき	t e̞ t͡s ɨ̥ kʲ i
てつや	t e̞ t͡s ɨ j a̠
てづくり	t e̞ z ɨ k ɯ̟ ɾʲ i
てづまり	t e̞ z ɨ m a̠ ɾʲ i
てなずける	t e̞ n a̠ z ɨ k e̞ ɾ ɯ̟
てには	t e̞ ɲ̟ i h a̠
てにをは	t e̞ ɲ̟ i o̞ h a̠
てのうち	t e̞ n o̞ ɯ̟ t͡ɕ i
てばさき	t e̞ b a̠ s a̠ kʲ i
てへぺろ	t e̞ h e̞ p e̞ ɾ o̞
てぼ	t e̞ b o̞
てまん	t e̞ m ã̠ ɴ
てめぇー	t e̞ m e̞ː
てもと	t e̞ m o̞ t o̞
てゃ	tʲ a̠
てやんでえ	t e̞ j ã̠ n d e̞ː
てゅ	tʲ ɨ
てょ	tʲ o̞
てらあ	t e̞ ɾ a̠ː
てらい	t e̞ ɾ a̠ i
てらう	t e̞ ɾ a̠ ɯ̟
てらてら	t e̞ ɾ a̠ t e̞ ɾ a̠
てりょうり	t e̞ ɾʲ o̞ː ɾʲ i
てれがお	t e̞ ɾ e̞ ɡ a̠ o̞
てれんてくだ	t e̞ ɾ ẽ̞ n t e̞ k ɯ̟ d a̠
てんおき	t ẽ̞ ɰ̃ o̞ kʲ i
てんかす	t ẽ̞ ŋ k a̠ s ɨ
てんこもり	t ẽ̞ ŋ k o̞ m o̞ ɾʲ i
てんし	t ẽ̞ ɰ̃ ɕ i
てんつゆ	t ẽ̞ n t͡s ɨ j ɯ̟
てんで	t ẽ̞ n d e̞
てんでん	t ẽ̞ n d ẽ̞ ɴ
てんぴ	t ẽ̞ m pʲ i
で	d e̞
であるく	d e̞ a̠ ɾ ɯ̟ k ɯ̟
でぃ	dʲ i
でおち	d e̞ o̞ t͡ɕ i
でか	d e̞ k a̠
でかい	d e̞ k a̠ i
でかした	d e̞ k a̠ ɕ i̥ t a̠
でかじり	d e̞ k a̠ ʑ i ɾʲ i
でかす	d e̞ k a̠ s ɨ
でかせぎ	d e̞ k a̠ s e̞ ɡʲ i
でかでか	d e̞ k a̠ d e̞ k a̠
でかもり	d e̞ k a̠ m o̞ ɾʲ i
でがらし	d e̞ ɡ a̠ ɾ a̠ ɕ i
でき	d e̞ kʲ i
できそこない	d e̞ kʲ i̥ s o̞ k o̞ n a̠ i
できだか	d e̞ kʲ i d a̠ k a̠
できない	d e̞ kʲ i n a̠ i
できぬ	d e̞ kʲ i n ɯ̟
できます	d e̞ kʲ i m a̠ s ɨ
できません	d e̞ kʲ i m a̠ s ẽ̞ ɴ
できる	d e̞ kʲ i ɾ ɯ̟
でくわす	d e̞ k ɯ̟ β̞ a̠ s ɨ
でける	d e̞ k e̞ ɾ ɯ̟
でこ	d e̞ k o̞
でこぴん	d e̞ k o̞ pʲ ĩ ɴ
です	d e̞ s ɨ̥
ですぅ	d e̞ s ɨ
ですから	d e̞ s ɨ̥ k a̠ ɾ a̠
でぞめしき	d e̞ z o̞ m e̞ ɕ i kʲ i
でだし	d e̞ d a̠ ɕ i
でっかい	d e̞ k̚ k a̠ i
でっちあげる	d e̞ t̚ t͡ɕ i a̠ ɡ e̞ ɾ ɯ̟
でっぱり	d e̞ p̚ p a̠ ɾʲ i
でっぷり	d e̞ p̚ p ɯ̟ ɾʲ i
でなおす	d e̞ n a̠ o̞ s ɨ
ではらう	d e̞ h a̠ ɾ a̠ ɯ̟
でぶでぶ	d e̞ b ɯ̟ d e̞ b ɯ̟
でまど	d e̞ m a̠ d o̞
でむく	d e̞ m ɯ̟ k ɯ̟
でゃ	dʲ a̠
でゅ	dʲ ɨ
でょ	dʲ o̞
でれでれ	d e̞ ɾ e̞ d e̞ ɾ e̞
でんでん	d ẽ̞ n d ẽ̞ ɴ
でーじ	d e̞ː ʑ i
と	t o̞
とぁ	tᵝ a̠
とぃ	tᵝ i
という	t o̞ j ɯ̟ː
といって	t o̞ i t̚ t e̞
といよみ	t o̞ i j o̞ mʲ i
とぅ	t ɯ̟
とうとし	t o̞ː t o̞ ɕ i
とうのむかし	t o̞ː n o̞ m ɯ̟ k a̠ ɕ i
とぇ	tᵝ e̞
とおあさ	t o̞ː a̠ s a̠
とおからず	t o̞ː k a̠ ɾ a̠ z ɨ
とおざかる	t o̞ː z a̠ k a̠ ɾ ɯ̟
とおざける	t o̞ː z a̠ k e̞ ɾ ɯ̟
とおせんぼ	t o̞ː s ẽ̞ m b o̞
とおせんぼう	t o̞ː s ẽ̞ m b o̞ː
とおのく	t o̞ː n o̞ k ɯ̟
とおぼえ	t o̞ː b o̞ e̞
とおまわし	t o̞ː m a̠ β̞ a̠ ɕ i
とおめ	t o̞ː m e̞
とかく	t o̞ k a̠ k ɯ̟
とが	t o̞ ɡ a̠
とがる	t o̞ ɡ a̠ ɾ ɯ̟
とき	t o̞ kʲ i
ときおり	t o̞ kʲ i o̞ ɾʲ i
ときたま	t o̞ kʲ i t a̠ m a̠
ときめき	t o̞ kʲ i m e̞ kʲ i
ときめく	t o̞ kʲ i m e̞ k ɯ̟
とぎすます	t o̞ ɡʲ i s ɨ m a̠ s ɨ
とく	t o̞ k ɯ̟
とくもり	t o̞ k ɯ̟ m o̞ ɾʲ i
とくり	t o̞ k ɯ̟ ɾʲ i
とけ	t o̞ k e̞
とこしえ	t o̞ k o̞ ɕ i e̞
とこしなえ	t o̞ k o̞ ɕ i n a̠ e̞
とことん	t o̞ k o̞ t õ̞ ɴ
としご	t o̞ ɕ i ɡ o̞
としは	t o̞ ɕ i h a̠
とじこもる	t o̞ ʑ i k o̞ m o̞ ɾ ɯ̟
とじまり	t o̞ ʑ i m a̠ ɾʲ i
とだえる	t o̞ d a̠ e̞ ɾ ɯ̟
とち	t o̞ t͡ɕ i
とちくるう	t o̞ t͡ɕ i k ɯ̟ ɾ ɯ̟ː
とちのき	t o̞ t͡ɕ i n o̞ kʲ i
とっくに	t o̞ k̚ k ɯ̟ ɲ̟ i
とっくり	t o̞ k̚ k ɯ̟ ɾʲ i
とっこ	t o̞ k̚ k o̞
とても	t o̞ t e̞ m o̞
とどろき	t o̞ d o̞ ɾ o̞ kʲ i
となりあう	t o̞ n a̠ ɾʲ i a̠ ɯ̟
となりまち	t o̞ n a̠ ɾʲ i m a̠ t͡ɕ i
とびいし	t o̞ bʲ i i ɕ i
とびいり	t o̞ bʲ i i ɾʲ i
とびおりる	t o̞ bʲ i o̞ ɾʲ i ɾ ɯ̟
とびきり	t o̞ bʲ i kʲ i ɾʲ i
とびち	t o̞ bʲ i t͡ɕ i
とびっきり	t o̞ bʲ i k̚ʲ kʲ i ɾʲ i
とびでる	t o̞ bʲ i d e̞ ɾ ɯ̟
とぶらい	t o̞ b ɯ̟ ɾ a̠ i
とぶらう	t o̞ b ɯ̟ ɾ a̠ ɯ̟
とぼとぼ	t o̞ b o̞ t o̞ b o̞
とまりぎ	t o̞ m a̠ ɾʲ i ɡʲ i
とまりこむ	t o̞ m a̠ ɾʲ i k o̞ m ɯ̟
とまれ	t o̞ m a̠ ɾ e̞
とまれかくまれ	t o̞ m a̠ ɾ e̞ k a̠ k ɯ̟ m a̠ ɾ e̞
とむらい	t o̞ m ɯ̟ ɾ a̠ i
とむらう	t o̞ m ɯ̟ ɾ a̠ ɯ̟
とめど	t o̞ m e̞ d o̞
とめる	t o̞ m e̞ ɾ ɯ̟
とも	t o̞ m o̞
ともあれ	t o̞ m o̞ a̠ ɾ e̞
ともがら	t o̞ m o̞ ɡ a̠ ɾ a̠
ともらい	t o̞ m o̞ ɾ a̠ i
とよた	t o̞ j o̞ t a̠
とりあえず	t o̞ ɾʲ i a̠ e̞ z ɨ
とりおき	t o̞ ɾʲ i o̞ kʲ i
とりおさえる	t o̞ ɾʲ i o̞ s a̠ e̞ ɾ ɯ̟
とりかえっこ	t o̞ ɾʲ i k a̠ e̞ k̚ k o̞
とりがら	t o̞ ɾʲ i ɡ a̠ ɾ a̠
とりこわす	t o̞ ɾʲ i k o̞ β̞ a̠ s ɨ
とりざら	t o̞ ɾʲ i z a̠ ɾ a̠
とりたて	t o̞ ɾʲ i t a̠ t e̞
とりだめ	t o̞ ɾʲ i d a̠ m e̞
とりはずし	t o̞ ɾʲ i h a̠ z ɨ ɕ i
とりま	t o̞ ɾʲ i m a̠
とります	t o̞ ɾʲ i m a̠ s ɨ
とりみだす	t o̞ ɾʲ i mʲ i d a̠ s ɨ
とりよせる	t o̞ ɾʲ i j o̞ s e̞ ɾ ɯ̟
とる	t o̞ ɾ ɯ̟
とれだか	t o̞ ɾ e̞ d a̠ k a̠
とろ	t o̞ ɾ o̞
とろい	t o̞ ɾ o̞ i
とろかす	t o̞ ɾ o̞ k a̠ s ɨ
とろくさい	t o̞ ɾ o̞ k ɯ̟ s a̠ i
とろける	t o̞ ɾ o̞ k e̞ ɾ ɯ̟
とろみ	t o̞ ɾ o̞ mʲ i
とろり	t o̞ ɾ o̞ ɾʲ i
とわ	t o̞ β̞ a̠
とんかち	t õ̞ ŋ k a̠ t͡ɕ i
とんがり	t õ̞ ŋ ɡ a̠ ɾʲ i
とんがる	t õ̞ ŋ ɡ a̠ ɾ ɯ̟
とんずら	t õ̞ n d͡z ɨ ɾ a̠
とんだ	t õ̞ n d a̠
とんでもない	t õ̞ n d e̞ m o̞ n a̠ i
とんと	t õ̞ n t o̞
とんま	t õ̞ mː a̠
と゚	t ɯ̟
ど	d o̞
どぁ	dᵝ a̠
どぃ	dᵝ i
どい	d o̞ i
どいつ	d o̞ i t͡s ɨ
どぅ	d ɯ̟
どう	d o̞ː
どういう	d o̞ː j ɯ̟ː
どうして	d o̞ː ɕ i t e̞
どうしても	d o̞ː ɕ i̥ t e̞ m o̞
どうせ	d o̞ː s e̞
どうぞ	d o̞ː z o̞
どうどうめぐり	d o̞ː d o̞ː m e̞ ɡ ɯ̟ ɾʲ i
どうも	d o̞ː m o̞
どうやら	d o̞ː j a̠ ɾ a̠
どうやらこうやら	d o̞ː j a̠ ɾ a̠ k o̞ː j a̠ ɾ a̠
どぇ	dᵝ e̞
どかぐい	d o̞ k a̠ ɡ ɯ̟ i
どかゆき	d o̞ k a̠ j ɯ̟ kʲ i
どかん	d o̞ k ã̠ ɴ
どがん	d o̞ ɡ ã̠ ɴ
どきっと	d o̞ kʲ i t̚ t o̞
どきどき	d o̞ kʲ i d o̞ kʲ i
どぎつい	d o̞ ɡʲ i t͡s ɨ i
どぎまぎ	d o̞ ɡʲ i m a̠ ɡʲ i
どぎゃん	d o̞ ɡʲ ã̠ ɴ
どくづく	d o̞ k ɯ̟ z ɨ k ɯ̟
どくどく	d o̞ k ɯ̟ d o̞ k ɯ̟
どくりんご	d o̞ k ɯ̟ ɾʲ ĩ ŋ ɡ o̞
どくん	d o̞ k ɯ̟̃ ɴ
どげん	d o̞ ɡ ẽ̞ ɴ
どこ	d o̞ k o̞
どころ	d o̞ k o̞ ɾ o̞
どさっと	d o̞ s a̠ t̚ t o̞
どした	d o̞ ɕ i t a̠
どしどし	d o̞ ɕ i d o̞ ɕ i
どじる	d o̞ ʑ i ɾ ɯ̟
どす	d o̞ s ɨ
どすこい	d o̞ s ɨ k o̞ i
どぜう	d o̞ ʑ o̞ː
どたどた	d o̞ t a̠ d o̞ t a̠
どちらさま	d o̞ t͡ɕ i ɾ a̠ s a̠ m a̠
どっから	d o̞ k̚ k a̠ ɾ a̠
どっきり	d o̞ k̚ʲ kʲ i ɾʲ i
どっこいどっこい	d o̞ k̚ k o̞ i d o̞ k̚ k o̞ i
どっさり	d o̞ sː a̠ ɾʲ i
どっしり	d o̞ ɕː i ɾʲ i
どっち	d o̞ t̚ t͡ɕ i
どっちみち	d o̞ t̚ t͡ɕ i mʲ i t͡ɕ i
どない	d o̞ n a̠ i
どの	d o̞ n o̞
どばどば	d o̞ b a̠ d o̞ b a̠
どぶ	d o̞ b ɯ̟
どぶがわ	d o̞ b ɯ̟ ɡ a̠ β̞ a̠
どぶさらい	d o̞ b ɯ̟ s a̠ ɾ a̠ i
どぶん	d o̞ b ɯ̟̃ ɴ
どぼん	d o̞ b õ̞ ɴ
どもり	d o̞ m o̞ ɾʲ i
どや	d o̞ j a̠
どやす	d o̞ j a̠ s ɨ
どやっと	d o̞ j a̠ t̚ t o̞
どやつ	d o̞ j a̠ t͡s ɨ
どやどや	d o̞ j a̠ d o̞ j a̠
どやる	d o̞ j a̠ ɾ ɯ̟
どゆ	d o̞ j ɯ̟
どよむ	d o̞ j o̞ m ɯ̟
どよめく	d o̞ j o̞ m e̞ k ɯ̟
どれ	d o̞ ɾ e̞
どれくらい	d o̞ ɾ e̞ k ɯ̟ ɾ a̠ i
どれどれ	d o̞ ɾ e̞ d o̞ ɾ e̞
どろん	d o̞ ɾ õ̞ ɴ
どん	d õ̞ ɴ
どんくさい	d õ̞ ŋ k ɯ̟ s a̠ i
どんけつ	d õ̞ ŋ k e̞ t͡s ɨ
どんたく	d õ̞ n t a̠ k ɯ̟
どんと	d õ̞ n t o̞
どんどん	d õ̞ n d õ̞ ɴ
どんな	d õ̞ nː a̠
どんぱち	d õ̞ m p a̠ t͡ɕ i
どんぴしゃ	d õ̞ m pʲ i ɕ a̠
どんぶらこ	d õ̞ m b ɯ̟ ɾ a̠ k o̞
どんぶりこ	d õ̞ m b ɯ̟ ɾʲ i k o̞
どんより	d õ̞ ɰ̃ j o̞ ɾʲ i
な	n a̠
なあ	n a̠ː
なあなあ	n a̠ː n a̠ː
ない	n a̠ i
ないで	n a̠ i d e̞
なえる	n a̠ e̞ ɾ ɯ̟
なお	n a̠ o̞
なか	n a̠ k a̠
なかおろし	n a̠ k a̠ o̞ ɾ o̞ ɕ i
なかった	n a̠ k a̠ t̚ t a̠
なかよく	n a̠ k a̠ j o̞ k ɯ̟
なかよし	n a̠ k a̠ j o̞ ɕ i
なかれ	n a̠ k a̠ ɾ e̞
なかんずく	n a̠ k ã̠ n d͡z ɨ k ɯ̟
なかんづく	n a̠ k ã̠ n d͡z ɨ k ɯ̟
ながおし	n a̠ ɡ a̠ o̞ ɕ i
ながき	n a̠ ɡ a̠ kʲ i
ながしみ	n a̠ ɡ a̠ ɕ i mʲ i
ながしよみ	n a̠ ɡ a̠ ɕ i j o̞ mʲ i
ながったらしい	n a̠ ɡ a̠ t̚ t a̠ ɾ a̠ ɕ iː
ながつづき	n a̠ ɡ a̠ t͡s ɨ z ɨ kʲ i
ながばなし	n a̠ ɡ a̠ b a̠ n a̠ ɕ i
ながゆ	n a̠ ɡ a̠ j ɯ̟
ながら	n a̠ ɡ a̠ ɾ a̠
ながらえる	n a̠ ɡ a̠ ɾ a̠ e̞ ɾ ɯ̟
ながる	n a̠ ɡ a̠ ɾ ɯ̟
ながるる	n a̠ ɡ a̠ ɾ ɯ̟ ɾ ɯ̟
ながれだま	n a̠ ɡ a̠ ɾ e̞ d a̠ m a̠
なきあかす	n a̠ kʲ i a̠ k a̠ s ɨ
なきくずれる	n a̠ kʲ i k ɯ̟ z ɨ ɾ e̞ ɾ ɯ̟
なきさけぶ	n a̠ kʲ i s a̠ k e̞ b ɯ̟
なきしずむ	n a̠ kʲ i ɕ i z ɨ m ɯ̟
なきつく	n a̠ kʲ i t͡s ɨ k ɯ̟
なきぬれる	n a̠ kʲ i n ɯ̟ ɾ e̞ ɾ ɯ̟
なきはらす	n a̠ kʲ i h a̠ ɾ a̠ s ɨ
なきふす	n a̠ kʲ i ɸ ɯ̟ s ɨ
なきべそ	n a̠ kʲ i b e̞ s o̞
なきぼくろ	n a̠ kʲ i b o̞ k ɯ̟ ɾ o̞
なきわめく	n a̠ kʲ i β̞ a̠ m e̞ k ɯ̟
なきわらい	n a̠ kʲ i β̞ a̠ ɾ a̠ i
なぎたおす	n a̠ ɡʲ i t a̠ o̞ s ɨ
なく	n a̠ k ɯ̟
なくした	n a̠ k ɯ̟ ɕ i t a̠
なくちゃ	n a̠ k ɯ̟ t͡ɕ a̠
なくなく	n a̠ k ɯ̟ n a̠ k ɯ̟
なぐりがき	n a̠ ɡ ɯ̟ ɾʲ i ɡ a̠ kʲ i
なぐりこむ	n a̠ ɡ ɯ̟ ɾʲ i k o̞ m ɯ̟
なけ	n a̠ k e̞
なげあみ	n a̠ ɡ e̞ a̠ mʲ i
なげうつ	n a̠ ɡ e̞ ɯ̟ t͡s ɨ
なげせん	n a̠ ɡ e̞ s ẽ̞ ɴ
なさげ	n a̠ s a̠ ɡ e̞
なさる	n a̠ s a̠ ɾ ɯ̟
なざし	n a̠ z a̠ ɕ i
なしくずし	n a̠ ɕ i k ɯ̟ z ɨ ɕ i
なして	n a̠ ɕ i t e̞
なす	n a̠ s ɨ
なすりつける	n a̠ s ɨ ɾʲ i t͡s ɨ̥ k e̞ ɾ ɯ̟
なせる	n a̠ s e̞ ɾ ɯ̟
なぜ	n a̠ z e̞
なぞ	n a̠ z o̞
なぞかけ	n a̠ z o̞ k a̠ k e̞
なぞとき	n a̠ z o̞ t o̞ kʲ i
なぞる	n a̠ z o̞ ɾ ɯ̟
なだらか	n a̠ d a̠ ɾ a̠ k a̠
なだれる	n a̠ d a̠ ɾ e̞ ɾ ɯ̟
なち	n a̠ t͡ɕ i
なった	n a̠ t̚ t a̠
なって	n a̠ t̚ t e̞
なつかしむ	n a̠ t͡s ɨ k a̠ ɕ i m ɯ̟
なつかぜ	n a̠ t͡s ɨ k a̠ z e̞
なつば	n a̠ t͡s ɨ b a̠
なでがた	n a̠ d e̞ ɡ a̠ t a̠
など	n a̠ d o̞
ななめうえ	n a̠ n a̠ m e̞ ɯ̟ e̞
ななめうしろ	n a̠ n a̠ m e̞ ɯ̟ ɕ i ɾ o̞
なにがし	n a̠ ɲ̟ i ɡ a̠ ɕ i
なにやら	n a̠ ɲ̟ i j a̠ ɾ a̠
なにゆえ	n a̠ ɲ̟ i j ɯ̟ e̞
なぬ	n a̠ n ɯ̟
なのに	n a̠ n o̞ ɲ̟ i
なはれ	n a̠ h a̠ ɾ e̞
なば	n a̠ b a̠
なべはだ	n a̠ b e̞ h a̠ d a̠
なべふり	n a̠ b e̞ ɸ ɯ̟ ɾʲ i
なまあし	n a̠ m a̠ a̠ ɕ i
なまあたたかい	n a̠ m a̠ a̠ t a̠ t a̠ k a̠ i
なまうた	n a̠ m a̠ ɯ̟ t a̠
なまがわき	n a̠ m a̠ ɡ a̠ β̞ a̠ kʲ i
なまき	n a̠ m a̠ kʲ i
なまきず	n a̠ m a̠ kʲ i z ɨ
なまごえ	n a̠ m a̠ ɡ o̞ e̞
なまじ	n a̠ m a̠ ʑ i
なまたまご	n a̠ m a̠ t a̠ m a̠ ɡ o̞
なまにく	n a̠ m a̠ ɲ̟ i k ɯ̟
なまぬるい	n a̠ m a̠ n ɯ̟ ɾ ɯ̟ i
なまめかしい	n a̠ m a̠ m e̞ k a̠ ɕ iː
なまもの	n a̠ m a̠ m o̞ n o̞
なみうつ	n a̠ mʲ i ɯ̟ t͡s ɨ
なみだがち	n a̠ mʲ i d a̠ ɡ a̠ t͡ɕ i
なみだまじり	n a̠ mʲ i d a̠ m a̠ ʑ i ɾʲ i
なみなみ	n a̠ mʲ i n a̠ mʲ i
なみま	n a̠ mʲ i m a̠
なみもり	n a̠ mʲ i m o̞ ɾʲ i
なめなめ	n a̠ m e̞ n a̠ m e̞
なめり	n a̠ m e̞ ɾʲ i
なやす	n a̠ j a̠ s ɨ
なよなよ	n a̠ j o̞ n a̠ j o̞
なよやか	n a̠ j o̞ j a̠ k a̠
ならいごと	n a̠ ɾ a̠ i ɡ o̞ t o̞
ならない	n a̠ ɾ a̠ n a̠ i
ならぬ	n a̠ ɾ a̠ n ɯ̟
ならば	n a̠ ɾ a̠ b a̠
ならわし	n a̠ ɾ a̠ β̞ a̠ ɕ i
なり	n a̠ ɾʲ i
なりかわる	n a̠ ɾʲ i k a̠ β̞ a̠ ɾ ɯ̟
なりきる	n a̠ ɾʲ i kʲ i ɾ ɯ̟
なりすまし	n a̠ ɾʲ i s ɨ m a̠ ɕ i
なりふり	n a̠ ɾʲ i ɸ ɯ̟ ɾʲ i
なります	n a̠ ɾʲ i m a̠ s ɨ
なりもの	n a̠ ɾʲ i m o̞ n o̞
なる	n a̠ ɾ ɯ̟
なるはや	n a̠ ɾ ɯ̟ h a̠ j a̠
なるべく	n a̠ ɾ ɯ̟ b e̞ k ɯ̟
なるほ	n a̠ ɾ ɯ̟ h o̞
なれそめ	n a̠ ɾ e̞ s o̞ m e̞
なれなれしい	n a̠ ɾ e̞ n a̠ ɾ e̞ ɕ iː
なわばり	n a̠ β̞ a̠ b a̠ ɾʲ i
なんざ	n ã̠ n d͡z a̠
なんざあ	n ã̠ n d͡z a̠ː
なんせ	n ã̠ ɰ̃ s e̞
なんぞ	n ã̠ n d͡z o̞
なんたって	n ã̠ n t a̠ t̚ t e̞
なんだ	n ã̠ n d a̠
なんて	n ã̠ n t e̞
なんてこった	n ã̠ n t e̞ k o̞ t̚ t a̠
なんで	n ã̠ n d e̞
なんでやねん	n ã̠ n d e̞ j a̠ n ẽ̞ ɴ
なんとか	n ã̠ n t o̞ k a̠
なんぼ	n ã̠ m b o̞
に	ɲ̟ i
にぇ	ɲ̟ e̞
にえきらない	ɲ̟ i e̞ kʲ i ɾ a̠ n a̠ i
におい	ɲ̟ i o̞ i
におう	ɲ̟ i o̞ ɯ̟
におうだち	ɲ̟ i o̞ː d a̠ t͡ɕ i
におし	ɲ̟ i o̞ ɕ i
におわせ	ɲ̟ i o̞ β̞ a̠ s e̞
にぎにぎしい	ɲ̟ i ɡʲ i ɲ̟ i ɡʲ i ɕ iː
にぎりしめる	ɲ̟ i ɡʲ i ɾʲ i ɕ i m e̞ ɾ ɯ̟
にぎりつぶす	ɲ̟ i ɡʲ i ɾʲ i t͡s ɨ b ɯ̟ s ɨ
にくづき	ɲ̟ i k ɯ̟ z ɨ kʲ i
にくづけ	ɲ̟ i k ɯ̟ z ɨ k e̞
にげきる	ɲ̟ i ɡ e̞ kʲ i ɾ ɯ̟
にこっと	ɲ̟ i k o̞ t̚ t o̞
にこにこ	ɲ̟ i k o̞ ɲ̟ i k o̞
にこやか	ɲ̟ i k o̞ j a̠ k a̠
にこり	ɲ̟ i k o̞ ɾʲ i
にじ	ɲ̟ i ʑ i
にじいろ	ɲ̟ i ʑ i i ɾ o̞
にたっと	ɲ̟ i t a̠ t̚ t o̞
にたにた	ɲ̟ i t a̠ ɲ̟ i t a̠
にたまご	ɲ̟ i t a̠ m a̠ ɡ o̞
にっげろー	ɲ̟ i ɡ̚ ɡ̊ e̞ ɾ o̞ː
にっこり	ɲ̟ i k̚ k o̞ ɾʲ i
につける	ɲ̟ i t͡s ɨ k e̞ ɾ ɯ̟
にづくり	ɲ̟ i z ɨ k ɯ̟ ɾʲ i
にないて	ɲ̟ i n a̠ i t e̞
にないぼう	ɲ̟ i n a̠ i b o̞ː
にひひ	ɲ̟ i ç i ç i
にべ	ɲ̟ i b e̞
にほどき	ɲ̟ i h o̞ d o̞ kʲ i
にまにま	ɲ̟ i m a̠ ɲ̟ i m a̠
にゃ	ɲ̟ a̠
にゃあにゃあ	ɲ̟ a̠ː ɲ̟ a̠ː
にゃく	ɲ̟ a̠ k ɯ̟
にゃん	ɲ̟ ã̠ ɴ
にや	ɲ̟ i j a̠
