अ	ə
गुरबानी	ɡ ʊ ɾ b ɑː n iː
गुरमुखी	ɡ ʊ ɾ m ʊ kʰ iː
गुरु	ɡ ʊ ɾ uː
गुरुकुल	ɡ ʊ ɾ ʊ k ʊ l
गुरुत्व	ɡ ʊ ɾ ʊ t̪ ʋ ə
गुरुद्वारा	ɡ ʊ ɾ ʊ d̪ ʋ ɑː ɾ ɑː
गुरुवार	ɡ ʊ ɾ ʊ ʋ ɑː ɾ
गुरू	ɡ ʊ ɾ uː
गुर्जिस्तान	ɡ ʊ ɾ d͡ʒ ɪ s t̪ ɑː n
गुर्दा	ɡ ʊ ɾ d̪ ɑː
गुल	ɡ ʊ l
गुलज़ार	ɡ ʊ l d͡ʒ ɑː ɾ
गुलज़ार	ɡ ʊ l z ɑː ɾ
गुलदस्ता	ɡ ʊ l d̪ ə s t̪ ɑː
गुलदान	ɡ ʊ l d̪ ɑː n
गुलशन	ɡ ʊ l ʃ ə n
गुलाब	ɡ ʊ l ɑː b
गुलाब	ɡ ʊ l ə b
गुलाबी	ɡ ʊ l ɑː b iː
गुलाम	ɡ ʊ l ɑː m
गुलाम	ɣ ʊ l ɑː m
गुलूबंद	ɡ ʊ l uː b ə n d̪
गुलेल	ɡ ʊ l eː l
गुल्लक	ɡ ʊ l l ə k
गुवाहाटी	ɡ ʊ ʋ ɑː ɦ ɑː ʈ iː
गुस्ताख़	ɡ ʊ s t̪ ɑː kʰ
गुस्ताख़	ɡ ʊ s t̪ ɑː x
गुस्ताख़ी	ɡ ʊ s t̪ ɑː kʰ iː
गुस्ताख़ी	ɡ ʊ s t̪ ɑː x iː
गुस्सा	ɡ ʊ s s ɑː
गुस्सा	ɣ ʊ s s ɑː
गुह	ɡ ʊ ɦ
गुहा	ɡ ʊ ɦ ɑː
गुहार	ɡ ʊ ɦ ɑː ɾ
गूंगा	ɡ uː ŋ ɡ ɑː
गूंज	ɡ uː n d͡ʒ
गूंजना	ɡ uː n d͡ʒ n ɑː
गूगल	ɡ uː ɡ ə l
गृह	ɡ ɾ ɪ ɦ
गृहमंत्री	ɡ ɾ ɪ ɦ m ə n t̪ ɾ iː
गृहयुद्ध	ɡ ɾ ɪ ɦ j ʊ d̪ d̪ʱ
गृहस्थ	ɡ ɾ ɪ ɦ ə s t̪ʰ
गे	ɡ eː
गेंद	ɡ ẽː d̪
गेय	ɡ eː j
गेरुआ	ɡ eː ɾ ʊ ɑː
गेरू	ɡ eː ɾ uː
गेहूँ	ɡ eː ɦ ũː
गैंडा	ɡ ɛː ɳ ɖ ɑː
गैलन	ɡ ɛː l ə n
गैस	ɡ ɛː s
गो	ɡ oː
गोंद	ɡ oː n d̪
गोड़ना	ɡ oː ɽ n ɑː
गोद	ɡ oː d̪
गोदी	ɡ oː d̪ iː
गोधूम	ɡ oː d̪ʱ uː m
गोपनीयता	ɡ oː p n iː j t̪ ɑː
गोपी	ɡ oː p iː
गोबर	ɡ oː b ə ɾ
गोबरैला	ɡ oː b ɾ ɛː l ɑː
गोभी	ɡ oː bʱ iː
गोरक्षा	ɡ oː ɾ ə k ʂ ɑː
गोरखा	ɡ oː ɾ kʰ ɑː
गोरिल्ला	ɡ oː ɾ ɪ l ɑː
गोरू	ɡ oː ɾ uː
गोल	ɡ oː l
गोलंदाज़	ɡ oː l ə n d̪ ɑː d͡ʒ
गोलंदाज़	ɡ oː l ə n d̪ ɑː z
गोलगप्पा	ɡ oː l ɡ ə p p ɑː
गोलबंदी	ɡ oː l b ə n d̪ iː
गोलमाल	ɡ oː l m ɑː l
गोला	ɡ oː l ɑː
गोली	ɡ oː l iː
गोलीबारी	ɡ oː l iː b ɑː ɾ iː
गोवा	ɡ oː ʋ ɑː
गोश्त	ɡ oː ʃ t̪
गोष्ठी	ɡ oː ʂ ʈʰ iː
गोह	ɡ oː ɦ
गौ	ɡ ɔː
गौरव	ɡ ɔː ɾ ə ʋ
गौरवशाली	ɡ ɔː ɾ ə ʋ ʃ ɑː l iː
गौरवान्वित	ɡ ɔː ɾ ə ʋ ɑː n ʋ ɪ t̪
गौशाला	ɡ ɔː ʃ ɑː l ɑː
ग्यारह	ɡ j ɑː ɾ ɑː
ग्यारह	ɡ j ɑː ɾ ə ɦ
ग्यारह	ɡ j ɑː ɾ ɛː
ग्रंथकार	ɡ ɾ ə n t̪ʰ k ɑː ɾ
ग्रंथालय	ɡ ɾ ə n t̪ʰ ɑː l ɛː
ग्रथन	ɡ ɾ ə t̪ʰ ə n
ग्राम	ɡ ɾ ɑː m
ग्रामचर्या	ɡ ɾ ɑː m t͡ʃ ə ɾ j ɑː
ग्रामीण	ɡ ɾ ɑː m iː ɳ
ग्राहक	ɡ ɾ ɑː ɦ ə k
ग्रीस	ɡ ɾ iː s
ग्लासगो	ɡ l ɑː s ɡ oː
ग्वाटेमाला	ɡ ʋ ɑː ʈ eː m ɑː l ɑː
ग्वार	ɡ ʋ ɑː ɾ
ग्वारपाठा	ɡ ʋ ɑː ɾ p ɑː ʈʰ ɑː
ग्वाला	ɡ ʋ ɑː l ɑː
ग्वालियर	ɡ ʋ ɑː l ɪ j ə ɾ
घ	ɡʱ ə
घटना	ɡʱ ə ʈ n ɑː
घटनास्थल	ɡʱ ə ʈ n ɑː s t̪ʰ ə l
घटाना	ɡʱ ə ʈ ɑː n ɑː
घटित	ɡʱ ə ʈ ɪ t̪
घटिया	ɡʱ ə ʈ ɪ j ɑː
घड़ियाल	ɡʱ ə ɽ ɪ j ɑː l
घड़ी	ɡʱ ə ɽ iː
घन	ɡʱ ə n
घनचक्कर	ɡʱ ə n t͡ʃ ə k k ə ɾ
घना	ɡʱ ə n ɑː
घबराना	ɡʱ ə b ɾ ɑː n ɑː
घबराहट	ɡʱ ə b ɾ ɑː ɦ ə ʈ
घमंड	ɡʱ ə m ə ɳ ɖ
घमंडी	ɡʱ ə m ə ɳ ɖ iː
घमासान	ɡʱ ə m ɑː s ɑː n
घर	ɡʱ ə ɾ
घराना	ɡʱ ə ɾ ɑː n ɑː
घरेलू	ɡʱ ə ɾ eː l uː
घर्षण	ɡʱ ə ɾ ʂ ə ɳ
घसियारा	ɡʱ ə s ɪ j ɑː ɾ ɑː
घसीटना	ɡʱ ə s iː ʈ n ɑː
घाट	ɡʱ ɑː ʈ
घाटा	ɡʱ ɑː ʈ ɑː
घाटी	ɡʱ ɑː ʈ iː
घात	ɡʱ ɑː t̪
घाना	ɡʱ ɑː n ɑː
घायल	ɡʱ ɑː j ə l
घाव	ɡʱ ɑː ʋ
घिरना	ɡʱ ɪ ɾ n ɑː
घी	ɡʱ iː
घीया	ɡʱ iː j ɑː
घुँघरू	ɡʱ ʊ ŋ ɡʱ ɾ uː
घुंघरू	ɡʱ ʊ ŋ ɡʱ ɾ uː
घुंडी	ɡʱ ʊ ɳ ɖ iː
घुटना	ɡʱ ʊ ʈ n ɑː
घुड़	ɡʱ ʊ ɽ
घुड़सवार	ɡʱ ʊ ɽ s ə ʋ ɑː ɾ
घुसड़ना	ɡʱ ʊ s ə ɽ n ɑː
घुसपैठ	ɡʱ ʊ s p ɛː ʈʰ
घुसपैठिया	ɡʱ ʊ s p ɛː ʈʰ ɪ j ɑː
घूँघट	ɡʱ uː ŋ ɡʱ ə ʈ
घूंट	ɡʱ ũː ʈ
घूम	ɡʱ uː m
घूर	ɡʱ uː ɾ
घूरना	ɡʱ uː ɾ n ɑː
घूर्णन	ɡʱ uː ɾ ɳ ə n
घूर्णवायु	ɡʱ uː ɾ ɳ ə ʋ ɑː j uː
घूस	ɡʱ uː s
घूसख़ोर	ɡʱ uː s kʰ oː ɾ
घूसख़ोर	ɡʱ uː s x oː ɾ
घूसख़ोरी	ɡʱ uː s kʰ oː ɾ iː
घूसख़ोरी	ɡʱ uː s x oː ɾ iː
घृणास्पद	ɡʱ ɾ ɪ ɳ ɑː s p ə d̪
घेरना	ɡʱ eː ɾ n ɑː
घेरा	ɡʱ eː ɾ ɑː
घेराव	ɡʱ eː ɾ ɑː ʋ
घोंगा	ɡʱ oː ŋ ɡ ɑː
घोंघा	ɡʱ oː ŋ ɡʱ ɑː
घोटाला	ɡʱ oː ʈ ɑː l ɑː
घोड़ा	ɡʱ oː ɽ ɑː
घोराही	ɡʱ oː ɾ ɑː ɦ iː
घोल	ɡʱ oː l
घोलना	ɡʱ oː l n ɑː
घोषक	ɡʱ oː ʂ ə k
घोषणा	ɡʱ oː ʂ ɳ ɑː
घोषित	ɡʱ oː ʂ ɪ t̪
ङ	ŋ ə
च	t͡ʃ ə
चंकट	t͡ʃ ə ŋ k ə ʈ
चंडीगढ़	t͡ʃ ə ɳ ɖ iː ɡ ə ɽʱ
चंद	t͡ʃ ə n d̪
चंदा	t͡ʃ ə n d̪ ɑː
चंद्रगुप्त	t͡ʃ ə n d̪ ɾ ə ɡ ʊ p t̪
चंद्रग्रहण	t͡ʃ ə n d̪ ɾ ə ɡ ɾ ə ɦ ə ɳ
चंद्रबिंदु	t͡ʃ ə n d̪ ɾ ə b ɪ n d̪ uː
चंद्रमा	t͡ʃ ə n d̪ ɾ ə m ɑː
चंद्रवार	t͡ʃ ə n d̪ ɾ ə ʋ ɑː ɾ
चंद्रिका	t͡ʃ ə n d̪ ɾ ɪ k ɑː
चंपा	t͡ʃ ə m p ɑː
चकाचौंध	t͡ʃ ə k ɑː t͡ʃ ɔː n d̪ʱ
चकोतरा	t͡ʃ ə k oː t̪ ɾ ɑː
चक्कर	t͡ʃ ə k k ə ɾ
चक्का	t͡ʃ ə k k ɑː
चक्रवर्ती	t͡ʃ ə k ɾ ə ʋ ə ɾ t̪ iː
चक्रवृद्धि	t͡ʃ ə k ɾ ə ʋ ɾ ɪ d̪ d̪ʱ iː
चक्रव्यूह	t͡ʃ ə k ɾ ə ʋ j uː ɦ
चक्षु	t͡ʃ ə k ʂ uː
चक्षुदान	t͡ʃ ə k ʂ ʊ d̪ ɑː n
चखना	t͡ʃ ə kʰ n ɑː
चटकारा	t͡ʃ ə ʈ k ɑː ɾ ɑː
चटगांव	t͡ʃ ə ʈ ɡ ɑː m ʋ
चटनी	t͡ʃ ə ʈ n iː
चटोर	t͡ʃ ə ʈ oː ɾ
चट्टान	t͡ʃ ə ʈ ʈ ɑː n
चड्डी	t͡ʃ ə ɖ ɖ iː
चढ़ना	t͡ʃ ə ɽʱ n ɑː
चढ़ाई	t͡ʃ ə ɽʱ ɑː iː
चतुराई	t͡ʃ ə t̪ ʊ ɾ ɑː iː
चतुर्थ	t͡ʃ ə t̪ ʊ ɾ t̪ʰ
चना	t͡ʃ ə n ɑː
चन्द	t͡ʃ ə n d̪
चन्द्रमा	t͡ʃ ə n d̪ ɾ ə m ɑː
चन्द्रवार	t͡ʃ ə n d̪ ɾ ə ʋ ɑː ɾ
चन्द्रिका	t͡ʃ ə n d̪ ɾ ɪ k ɑː
चपत	t͡ʃ ə p ə t̪
चपरासी	t͡ʃ ə p ɾ ɑː s iː
चपाती	t͡ʃ ə p ɑː t̪ iː
चपेट	t͡ʃ ə p eː ʈ
चप्पल	t͡ʃ ə p p ə l
चबाना	t͡ʃ ə b ɑː n ɑː
चमक	t͡ʃ ə m ə k
चमकदार	t͡ʃ ə m ə k d̪ ɑː ɾ
चमकना	t͡ʃ ə m ə k n ɑː
चमगादड़	t͡ʃ ə m ɡ ɑː d̪ ə ɽ
चमच	t͡ʃ ə m ə t͡ʃ
चमचमाना	t͡ʃ ə m t͡ʃ ə m ɑː n ɑː
चमचा	t͡ʃ ə m t͡ʃ ɑː
चमची	t͡ʃ ə m t͡ʃ iː
चमड़ा	t͡ʃ ə m ɽ ɑː
चमड़ी	t͡ʃ ə m ɽ iː
चमत्कार	t͡ʃ ə m ə t̪ k ɑː ɾ
चमत्कारी	t͡ʃ ə m ə t̪ k ɑː ɾ iː
चमस	t͡ʃ ə m ə s
चमू	t͡ʃ ə m uː
चयन	t͡ʃ ə j ə n
चरख़ा	t͡ʃ ə ɾ kʰ ɑː
चरख़ा	t͡ʃ ə ɾ x ɑː
चरखा	t͡ʃ ə ɾ kʰ ɑː
चरखा	t͡ʃ ə ɾ x ɑː
चरण	t͡ʃ ə ɾ ə ɳ
चरना	t͡ʃ ə ɾ n ɑː
चरबी	t͡ʃ ə ɾ b iː
चरमपंथी	t͡ʃ ə ɾ ə m p ə n t̪ʰ iː
चरवाहा	t͡ʃ ə ɾ ʋ ɑː ɦ ɑː
चरागाह	t͡ʃ ə ɾ ɑː ɡ ɑː ɦ
चर्च	t͡ʃ ə ɾ t͡ʃ
चर्चा	t͡ʃ ə ɾ t͡ʃ ɑː
चर्चित	t͡ʃ ə ɾ t͡ʃ ɪ t̪
चर्म	t͡ʃ ə ɾ m
चर्मरोग	t͡ʃ ə ɾ m ɾ oː ɡ
चल	t͡ʃ ə l
चलचित्रण	t͡ʃ ə l t͡ʃ ɪ t̪ ɾ ə ɳ
चलन	t͡ʃ ə l ə n
चलना	t͡ʃ ə l n ɑː
चलवाना	t͡ʃ ə l ʋ ɑː n ɑː
चलाना	t͡ʃ ə l ɑː n ɑː
चवन्नी	t͡ʃ ə ʋ ə n n iː
चवालीस	t͡ʃ ə ʋ ɑː l iː s
चव्वन	t͡ʃ ə ʋ ʋ ə n
चश्मा	t͡ʃ ə ʃ m ɑː
चषक	t͡ʃ ə ʂ ə k
चाँटा	t͡ʃ ɑ̃ː ʈ ɑː
चाँद	t͡ʃ ɑː n d̪
चाँदनी	t͡ʃ ɑː n d̪ n iː
चाँदी	t͡ʃ ɑː n d̪ iː
चांद	t͡ʃ ɑː n d̪
चांदी	t͡ʃ ɑː n d̪ iː
चांपानेर	t͡ʃ ɑ̃ː p ɑː n eː ɾ
चांसलर	t͡ʃ ɑː n s l ə ɾ
चाइना	t͡ʃ ɑː ɪ n ɑː
चाक	t͡ʃ ɑː k
चाकलेट	t͡ʃ ɑː k l eː ʈ
चाकू	t͡ʃ ɑː k uː
चाचा	t͡ʃ ɑː t͡ʃ ɑː
चाची	t͡ʃ ɑː t͡ʃ iː
चाट	t͡ʃ ɑː ʈ
चाटना	t͡ʃ ɑː ʈ n ɑː
चाप	t͡ʃ ɑː p
चाबी	t͡ʃ ɑː b iː
चाभी	t͡ʃ ɑː bʱ iː
चाय	t͡ʃ ɑː j
चायख़ाना	t͡ʃ ɑː j kʰ ɑː n ɑː
चायख़ाना	t͡ʃ ɑː j x ɑː n ɑː
चायदान	t͡ʃ ɑː j d̪ ɑː n
चायदानी	t͡ʃ ɑː j d̪ ɑː n iː
चार	t͡ʃ ɑː ɾ
चारपाई	t͡ʃ ɑː ɾ p ɑː iː
चारा	t͡ʃ ɑː ɾ ɑː
चाल	t͡ʃ ɑː l
चालक	t͡ʃ ɑː l ə k
चालकता	t͡ʃ ɑː l ə k t̪ ɑː
चालान	t͡ʃ ɑː l ɑː n
चालीस	t͡ʃ ɑː l iː s
चालीसपद	t͡ʃ ɑː l iː s p ə d̪
चाव	t͡ʃ ɑː ʋ
चावल	t͡ʃ ɑː ʋ ə l
चाशनी	t͡ʃ ɑː ʃ n iː
चाह	t͡ʃ ɑː ɦ
चाहत	t͡ʃ ɑː ɦ ə t̪
चाहना	t͡ʃ ɑː ɦ n ɑː
चाहे	t͡ʃ ɑː ɦ eː
चिंगहई	t͡ʃ ɪ ŋ ɡʱ ə iː
चिंगारी	t͡ʃ ɪ ŋ ɡ ɑː ɾ iː
चिंता	t͡ʃ ɪ n t̪ ɑː
चिंताजनक	t͡ʃ ɪ n t̪ ɑː d͡ʒ ə n ə k
चिऊंटी	t͡ʃ ɪ ũː ʈ iː
चिक	t͡ʃ ɪ k
चिकना	t͡ʃ ɪ k n ɑː
चिकित्सक	t͡ʃ ɪ k ɪ t̪ s ə k
चिकित्सालय	t͡ʃ ɪ k ɪ t̪ s ɑː l ə j
चिट्टी	t͡ʃ ɪ ʈ ʈ iː
चिट्ठी	t͡ʃ ɪ ʈ ʈʰ iː
चिड़वा	t͡ʃ ɪ ɽ ʋ ɑː
चिड़िया	t͡ʃ ɪ ɽ ɪ j ɑː
चिढ़	t͡ʃ ɪ ɽʱ
चिढ़ना	t͡ʃ ɪ ɽʱ n ɑː
चिढ़ाना	t͡ʃ ɪ ɽʱ ɑː n ɑː
चित	t͡ʃ ɪ t̪
चित्त	t͡ʃ ɪ t̪ t̪
चित्ताकर्षक	t͡ʃ ɪ t̪ t̪ ɑː k ə ɾ ʂ ə k
चित्तूर	t͡ʃ ɪ t̪ t̪ uː ɾ
चित्रकार	t͡ʃ ɪ t̪ ɾ ə k ɑː ɾ
चित्रकारी	t͡ʃ ɪ t̪ ɾ ə k ɑː ɾ iː
चित्रण	t͡ʃ ɪ t̪ ɾ ə ɳ
चित्रित	t͡ʃ ɪ t̪ ɾ ɪ t̪
चिथड़ा	t͡ʃ ɪ t̪ʰ ɽ ɑː
चिनिया	t͡ʃ ɪ n ɪ j ɑː
चिपकना	t͡ʃ ɪ p ə k n ɑː
चिपकू	t͡ʃ ɪ p k uː
चिपचिपा	t͡ʃ ɪ p t͡ʃ ɪ p ɑː
चिमटा	t͡ʃ ɪ m ʈ ɑː
चिमनी	t͡ʃ ɪ m n iː
चिरंजीव	t͡ʃ ɪ ɾ ə n d͡ʒ iː ʋ
चिरकुट	t͡ʃ ɪ ɾ k ʊ ʈ
चिरस्थायी	t͡ʃ ɪ ɾ s t̪ʰ ɑː j iː
चिराग़	t͡ʃ ɪ ɾ ɑː ɡ
चिराग़	t͡ʃ ɪ ɾ ɑː ɣ
चिरौरी	t͡ʃ ɪ ɾ ɔː ɾ iː
चिलम	t͡ʃ ɪ l ə m
चिलवन	t͡ʃ ɪ l ʋ ə n
चिली	t͡ʃ ɪ l iː
चींटा	t͡ʃ ĩː ʈ ɑː
चींटी	t͡ʃ ĩː ʈ iː
चीकू	t͡ʃ iː k uː
चीख़ना	t͡ʃ iː kʰ n ɑː
चीख़ना	t͡ʃ iː x n ɑː
चीज़	t͡ʃ iː d͡ʒ
चीज़	t͡ʃ iː z
चीज़बस्त	t͡ʃ iː d͡ʒ b ə s t̪
चीज़बस्त	t͡ʃ iː z b ə s t̪
चीड़	t͡ʃ iː ɽ
चीता	t͡ʃ iː t̪ ɑː
चीन	t͡ʃ iː n
चीना	t͡ʃ iː n ɑː
चीनिया	t͡ʃ iː n ɪ j ɑː
चीनी	t͡ʃ iː n iː
चीरना	t͡ʃ iː ɾ n ɑː
चील	t͡ʃ iː l
चीला	t͡ʃ iː l ɑː
चुंबक	t͡ʃ ʊ m b ə k
चुंबन	t͡ʃ ʊ m b ə n
चुकंदर	t͡ʃ ʊ k ə n d̪ ə ɾ
चुकंदर	t͡ʃ ʊ q ə n d̪ ə ɾ
चुकना	t͡ʃ ʊ k n ɑː
चुक़ंदर	t͡ʃ ʊ k ə n d̪ ə ɾ
चुक़ंदर	t͡ʃ ʊ q ə n d̪ ə ɾ
चुक़न्दर	t͡ʃ ʊ k ə n d̪ ə ɾ
चुक़न्दर	t͡ʃ ʊ q ə n d̪ ə ɾ
चुकाना	t͡ʃ ʊ k ɑː n ɑː
चुगना	t͡ʃ ʊ ɡ n ɑː
चुटकी	t͡ʃ ʊ ʈ k iː
चुटकुला	t͡ʃ ʊ ʈ k ʊ l ɑː
चुड़ैल	t͡ʃ ʊ ɽ ɛː l
चुदना	t͡ʃ ʊ d̪ n ɑː
चुदवाना	t͡ʃ ʊ d̪ ʋ ɑː n ɑː
चुदाना	t͡ʃ ʊ d̪ ɑː n ɑː
चुनाव	t͡ʃ ʊ n ɑː ʋ
चुनौती	t͡ʃ ʊ n ɔː t̪ iː
चुपचाप	t͡ʃ ʊ p t͡ʃ ɑː p
चुपड़ना	t͡ʃ ʊ p ə ɽ n ɑː
चुप्पी	t͡ʃ ʊ p p iː
चुभना	t͡ʃ ʊ bʱ n ɑː
चुम्मा	t͡ʃ ʊ m m ɑː
चुलबुल	t͡ʃ ʊ l b ʊ l
चुल्ल	t͡ʃ ʊ l l
चुसकी	t͡ʃ ʊ s k iː
चुसना	t͡ʃ ʊ s n ɑː
चूकना	t͡ʃ uː k n ɑː
चूची	t͡ʃ uː t͡ʃ iː
चूचुक	t͡ʃ uː t͡ʃ ʊ k
चूज़ा	t͡ʃ uː d͡ʒ ɑː
चूज़ा	t͡ʃ uː z ɑː
चूड़ी	t͡ʃ uː ɽ iː
चूतड़	t͡ʃ uː t̪ ə ɽ
चूतर	t͡ʃ uː t̪ ə ɾ
चूतिया	t͡ʃ uː t̪ ɪ j ɑː
चूना	t͡ʃ uː n ɑː
चूमना	t͡ʃ uː m n ɑː
चूर्ण	t͡ʃ uː ɾ ɳ
चूल्हा	t͡ʃ uː l ɦ ɑː
चूहा	t͡ʃ uː ɦ ɑː
चेक	t͡ʃ eː k
चेचक	t͡ʃ eː t͡ʃ ə k
चेचेन	t͡ʃ eː t͡ʃ eː n
चेतना	t͡ʃ eː t̪ n ɑː
चेताना	t͡ʃ eː t̪ ɑː n ɑː
चेतावनी	t͡ʃ eː t̪ ɑː ʋ n iː
चेना	t͡ʃ eː n ɑː
चेन्नई	t͡ʃ eː n n ə iː
चेप	t͡ʃ eː p
चेरापूंजी	t͡ʃ eː ɾ ɑː p uː n d͡ʒ iː
चेरी	t͡ʃ eː ɾ iː
चेला	t͡ʃ eː l ɑː
चेहरा	t͡ʃ eː ɦ ɾ ɑː
चैट	t͡ʃ ɛː ʈ
चैन	t͡ʃ ɛː n
चोंच	t͡ʃ oː n t͡ʃ
चोखा	t͡ʃ oː kʰ ɑː
चोग़ा	t͡ʃ oː ɡ ɑː
चोग़ा	t͡ʃ oː ɣ ɑː
चोट	t͡ʃ oː ʈ
चोटी	t͡ʃ oː ʈ iː
चोद	t͡ʃ oː d̪
चोदना	t͡ʃ oː d̪ n ɑː
चोर	t͡ʃ oː ɾ
चोरना	t͡ʃ oː ɾ n ɑː
चोरी	t͡ʃ oː ɾ iː
चोल	t͡ʃ oː l
चोला	t͡ʃ oː l ɑː
चोली	t͡ʃ oː l iː
चौंकना	t͡ʃ ɔː ŋ k n ɑː
चौंकाना	t͡ʃ ɔː ŋ k ɑː n ɑː
चौंतीस	t͡ʃ ɔː n t̪ iː s
चौंसठ	t͡ʃ ɔː n s ə ʈʰ
चौकस	t͡ʃ ɔː k ə s
चौका	t͡ʃ ɔː k ɑː
चौकी	t͡ʃ ɔː k iː
चौकीदार	t͡ʃ ɔː k iː d̪ ɑː ɾ
चौचक	t͡ʃ ɔː t͡ʃ ə k
चौड़ाई	t͡ʃ ɔː ɽ ɑː iː
चौताल	t͡ʃ ɔː t̪ ɑː l
चौथ	t͡ʃ ɔː t̪ʰ
चौथा	t͡ʃ ɔː t̪ʰ ɑː
चौथाई	t͡ʃ ɔː t̪ʰ ɑː iː
चौदह	t͡ʃ ɔː d̪ ə ɦ
चौपाई	t͡ʃ ɔː p ɑː iː
चौबीस	t͡ʃ ɔː b iː s
चौरानवे	t͡ʃ ɔː ɾ ɑː n ʋ eː
चौरासी	t͡ʃ ɔː ɾ ɑː s iː
चौराहा	t͡ʃ ɔː ɾ ɑː ɦ ɑː
चौहत्तर	t͡ʃ ɔː ɦ ə t̪ t̪ ə ɾ
च्यवनप्राश	t͡ʃ j ə ʋ ə n p ɾ ɑː ʃ
च्युप	t͡ʃ j ʊ p
छ	t͡ʃʰ ə
छंटना	t͡ʃʰ ə ɳ ʈ n ɑː
छंद	t͡ʃʰ ə n d̪
छक्का	t͡ʃʰ ə k k ɑː
छटपटाना	t͡ʃʰ ə ʈ p ə ʈ ɑː n ɑː
छटा	t͡ʃʰ ə ʈ ɑː
छठ	t͡ʃʰ ə ʈʰ
छठवाँ	t͡ʃʰ ə ʈʰ ʋ ɑ̃ː
छड़	t͡ʃʰ ə ɽ
छड़ी	t͡ʃʰ ə ɽ iː
छत	t͡ʃʰ ə t̪
छतरी	t͡ʃʰ ə t̪ ɾ iː
छत्तीस	t͡ʃʰ ə t̪ t̪ iː s
छत्तीसगढ़	t͡ʃʰ ə t̪ t̪ iː s ɡ ə ɽʱ
छत्रक	t͡ʃʰ ə t̪ ɾ ə k
छद्मनाम	t͡ʃʰ ə d̪ m ə n ɑː m
छन	t͡ʃʰ ə n
छननी	t͡ʃʰ ə n n iː
छप्पन	t͡ʃʰ ə p p ə n
छब्बीस	t͡ʃʰ ə b b iː s
छब्बीस	t͡ʃʰ ə b b ɪ s
छमाही	t͡ʃʰ ə m ɑː ɦ iː
छरहरा	t͡ʃʰ ə ɾ ə ɦ ɾ ɑː
छर्रा	t͡ʃʰ ə ɾ ɾ ɑː
छल	t͡ʃʰ ə l
छलकना	t͡ʃʰ ə l ə k n ɑː
छलना	t͡ʃʰ ə l n ɑː
छलाँग	t͡ʃʰ ə l ɑː ŋ ɡ
छलाँगना	t͡ʃʰ ə l ɑː ŋ ɡ n ɑː
छलावा	t͡ʃʰ ə l ɑː ʋ ɑː
छलिया	t͡ʃʰ ə l ɪ j ɑː
छली	t͡ʃʰ ə l iː
छवि	t͡ʃʰ ə ʋ iː
छविमयी	t͡ʃʰ ə ʋ ɪ m ə j iː
छह	t͡ʃʰ ə ɦ
छाँव	t͡ʃʰ ɑ̃ː ʋ
छांटना	t͡ʃʰ ɑ̃ː ʈ n ɑː
छाई	t͡ʃʰ ɑː iː
छाछ	t͡ʃʰ ɑː t͡ʃʰ
छाती	t͡ʃʰ ɑː t̪ iː
छात्रवृत्ति	t͡ʃʰ ɑː t̪ ɾ ə ʋ ɾ ɪ t̪ t̪ iː
छात्रसंघ	t͡ʃʰ ɑː t̪ ɾ ə s ə ŋ ɡʱ
छात्रा	t͡ʃʰ ɑː t̪ ɾ ɑː
छात्रावास	t͡ʃʰ ɑː t̪ ɾ ɑː ʋ ɑː s
छानना	t͡ʃʰ ɑː n n ɑː
छाप	t͡ʃʰ ɑː p
छापशाला	t͡ʃʰ ɑː p ʃ ɑː l ɑː
छापा	t͡ʃʰ ɑː p ɑː
छापाख़ाना	t͡ʃʰ ɑː p ɑː kʰ ɑː n ɑː
छापाख़ाना	t͡ʃʰ ɑː p ɑː x ɑː n ɑː
छापामार	t͡ʃʰ ɑː p ɑː m ɑː ɾ
छापाशाला	t͡ʃʰ ɑː p ɑː ʃ ɑː l ɑː
छापेख़ाना	t͡ʃʰ ɑː p eː kʰ ɑː n ɑː
छापेख़ाना	t͡ʃʰ ɑː p eː x ɑː n ɑː
छाया	t͡ʃʰ ɑː j ɑː
छायाकार	t͡ʃʰ ɑː j ɑː k ɑː ɾ
छायावाद	t͡ʃʰ ɑː j ɑː ʋ ɑː d̪
छाल	t͡ʃʰ ɑː l
छाला	t͡ʃʰ ɑː l ɑː
छावनी	t͡ʃʰ ɑː ʋ n iː
छिटकना	t͡ʃʰ ɪ ʈ ə k n ɑː
छिड़काव	t͡ʃʰ ɪ ɽ k ɑː ʋ
छितराना	t͡ʃʰ ɪ t̪ ɾ ɑː n ɑː
छिन	t͡ʃʰ ɪ n
छिपकली	t͡ʃʰ ɪ p k ə l iː
छिपाना	t͡ʃʰ ɪ p ɑː n ɑː
छियानवे	t͡ʃʰ ɪ j ɑː n ʋ eː
छियालीस	t͡ʃʰ ɪ j ɑː l iː s
छियासठ	t͡ʃʰ ɪ j ɑː s ə ʈʰ
छियासी	t͡ʃʰ ɪ j ɑː s iː
छिलका	t͡ʃʰ ɪ l k ɑː
छिहत्तर	t͡ʃʰ ɪ ɦ ə t̪ t̪ ə ɾ
छीनाझपटी	t͡ʃʰ iː n ɑː d͡ʒʱ ə p ʈ iː
छुआछूत	t͡ʃʰ ʊ ɑː t͡ʃʰ uː t̪
छुट	t͡ʃʰ ʊ ʈ
छुट्टी	t͡ʃʰ ʊ ʈ ʈ iː
छुपना	t͡ʃʰ ʊ p n ɑː
छुपा	t͡ʃʰ ʊ p ɑː
