'ch	χ
chofio	χ ɔ v j ɔ
choginio	χ ɔ ɡ ɪ n j ɔ
choginioch	χ ɔ ɡ ɪ n j ɔ χ
choginiodd	χ ɔ ɡ ɪ n j ɔ ð
choginion	χ ɔ ɡ ɪ n j ɔ n
chogyddesau	χ ɔ ɡ ə ð ɛ s a i̯
chogyddesau	χ ɔ ɡ ə ð ɛ s ɛ
cholli	χ ɔ ɬ i
cholomen	χ ɔ l ɔ m ɛ n
chopa	χ ɔ p a
chor	χ ɔ r
chorff	χ ɔ r f
choronafeirws	χ ɔ r oː n a v e i̯ r ʊ s
choronafeirws	χ ɔ r ɔ n a v e i̯ r ʊ s
chosyn	χ ɔ s ɪ n
chot	χ ɔ t
chowboi	χ o u̯ b ɔ i̯
chowbois	χ o u̯ b ɔ i̯ z
chrac	χ r a k
chroes	χ r oː s
chroes	χ r ɔ i̯ s
chroeso	χ r ɔ i̯ s ɔ
chrug	χ r iː ɡ
chrwban	χ r uː b a n
chrwban	χ r ʊ b a n
chrwth	χ r uː θ
chrwys	χ r ʊ ɪ̯ s
chu	χ iː
chul	χ iː l
chusan	χ ɪ s a n
chusanau	χ ɪ s a n a i̯
chusanau	χ ɪ s a n ɛ
chusanau	χ ɪ s aː n a i̯
chusanau	χ ɪ s aː n ɛ
chusanu	χ ɪ s aː n i
chut	χ ɪ t
chwadal	χ w aː d a l
chwaer	w a i̯ r
chwaer	w aː r
chwaer	ʍ a i̯ r
chwaer	ʍ aː r
chwaer	χ w a i̯ r
chwaeth	χ w a i̯ θ
chwaethus	χ w e i̯ θ ɪ s
chwain	χ w a i̯ n
chwaith	χ w a i̯ θ
chwalfa	χ w a l v a
chwalu	χ w aː l i
chwannen	χ w a n ɛ n
chwannog	ʍ a n ɔ ɡ
chwannog	χ w a n ɔ ɡ
chwant	χ w a n t
chwarae	w aː r ɛ
chwarae	ʍ aː r ɛ
chwarae	χ w aː r a i̯
chwarae	χ w aː r ɛ
chwaraeon	χ w a r e i̯ ɔ n
chwaraewr	χ w a ɾ e i̯ ʊ r
chwarel	χ w a r ɛ l
chwarel	χ w aː r ɛ l
chwarenglwyf	χ w a r ɛ ŋ ɡ l ʊ i̯ v
chwarennol	χ w a r ɛ n ɔ l
chwarren	ʍ a r ɛ n
chwarren	χ w a r ɛ n
chwarter	χ w a r t a r
chwarter	χ w a r t ɛ r
chwch	χ ʊ χ
chwe	w eː
chwe	ʍ eː
chwe	χ w eː
chwech	h w eː χ
chwech	w eː χ
chwech	χ w eː χ
chwechawd	χ w eː χ a u̯ d
chwechawd	χ w ɛ χ a u̯ d
chweched	ʍ eː χ ɛ d
chweched	ʍ ɛ χ ɛ d
chweched	χ w eː χ ɛ d
chweched	χ w ɛ χ ɛ d
chwecheiniog	χ w ɛ χ e i̯ n j ɔ ɡ
chwedl	ʍ eː d ɛ l
chwedl	ʍ ɛ d ɛ l
chwedl	χ w eː d ɛ l
chwedl	χ w ɛ d l
chwedl	χ w ɛ d ɛ l
chweina	χ w e i̯ n a
chwennych	χ w ɛ n ɪ χ
chwenychu	χ w ɛ n ə χ i
chwern	h w ɛ r n
chwerthin	h w ɛ r θ ɪ n
chwerthin	w ɛ r θ ɪ n
chwerthin	χ w ɛ r θ ɪ n
chwerthinog	χ w ɛ r θ iː n ɔ ɡ
chwerthinog	χ w ɛ r θ ɪ n ɔ ɡ
chwerw	ʍ eː r u
chwerw	ʍ ɛ r u
chwerw	χ w eː r u
chwerw	χ w ɛ r u
chwery	χ w eː r i
chwery	χ w ɛ r i
chwest	χ w ɛ s d
chwestiwn	k w ɛ s d j ʊ n
chweugain	χ w e i̯ ɡ a i̯ n
chwi	χ w iː
chwigain	χ w iː ɡ a i̯ n
chwigain	χ w ɪ ɡ a i̯ n
chwilen	χ w iː l ɛ n
chwilen	χ w ɪ l ɛ n
chwiliedydd	χ w ɪ l j eː d ɪ ð
chwiliedydd	χ w ɪ l j ɛ d ɪ ð
chwilio	w ɪ l j ɔ
chwilio	w ɪ l ɔ
chwilio	ʍ ɪ l j ɔ
chwilio	ʍ ɪ l ɔ
chwilio	χ w ɪ l j ɔ
chwiliwr	χ w ɪ l j ʊ r
chwilod	χ w ɪ l ɔ d
chwilys	χ w ɪ l ɪ s
chwilyswr	χ w ɪ l ə s ʊ r
chwinciad	χ w ɪ ŋ k j a d
chwiorydd	ʍ i oː r ɪ ð
chwiorydd	ʍ i ɔ r ɪ ð
chwiorydd	χ w i oː r ɪ ð
chwiorydd	χ w i ɔ r ɪ ð
chwip	χ w ɪ p
chwisgi	h w ɪ s ɡ i
chwisgi	w ɪ s ɡ i
chwistl	χ w ɪ s t l
chwistlen	χ w ɪ s t l a n
chwistlen	χ w ɪ s t l ɛ n
chwith	w iː θ
chwith	ʍ iː θ
chwith	χ w iː θ
chwithau	χ w iː θ a i̯
chwithau	χ w ɪ θ a i̯
chwiw	χ w ɪ u̯
chwiwell	χ w ɪ u̯ ɛ ɬ
chwmni	χ ʊ m n i
chwmpas	χ ʊ m p a s
chwningen	χ ʊ n ɪ ŋ ɛ n
chwpan	χ ʊ p a n
chwpwrdd	χ ʊ p ʊ r ð
chwrdd	χ ʊ r ð
chwrs	χ ʊ r s
chwrw	χ uː r u
chwrw	χ ʊ r u
chwydd	ʍ iː ð
chwydd	χ w iː ð
chwydd	χ ʊ i̯ ð
chwyddiannau	χ w ə ð j a n a i̯
chwyddiannau	χ w ə ð j a n ɛ
chwyddiant	χ w ə ð j a n t
chwyddo	χ w iː ð ɔ
chwyddo	χ w ɪ ð ɔ
chwydu	χ w ə d i
chwyldro	χ w ɪ l d r ɔ
chwyldroi	χ w ɪ l d r ɔ i̯
chwympo	χ w ɪ m p ɔ
chwympo	χ ʊ m p ɔ
chwympo	χ ʊ ɪ̯ m p ɔ
chwyn	χ w ɪ n
chwyno	χ ʊ i̯ n ɔ
chwyrn	ʍ ɪ r n
chwyrn	χ w ɪ r n
chwyrnaf	χ w ə r n a v
chwyrnu	h ʊ r n i
chwyrnu	ʍ ə r n i
chwyrnu	χ w ə r n i
chwys	ʍ iː s
chwys	χ w iː s
chwysigen	χ w ə s iː ɡ ɛ n
chwysigen	χ w ə s ɪ ɡ ɛ n
chwyslyd	χ w ə s l ɪ d
chwyth	h w iː θ
chwythaf	h ʊ θ a
chwythaf	ʍ ə θ a
chwythaf	χ w ə θ a
chwythaf	χ w ə θ a v
chwythed	χ w ə θ ɛ d
chwythu	h w ə θ i
chwythu	h ʊ θ i
chwythu	χ w ə θ i
chwŷl	χ w iː l
chychwyn	χ ə χ w ɪ n
chydbreswylwyr	χ iː d b r ɛ s ʊ i̯ l w ɪ r
chyfaill	χ ə v a i̯ ɬ
chyfaredd	χ ə v a r ɛ ð
chyfaredd	χ ə v aː r ɛ ð
chyfarfod	χ w a r v ɔ d
chyfarfod	χ ə v a r v ɔ d
chyfeillion	χ ə v e i̯ ɬ j ɔ n
chyfforddus	χ ə f ɔ r ð ɪ s
chyfiawnder	χ ə v j a u̯ n d ɛ r
chyflym	χ ə v l ɪ m
chyfnither	χ ə v n iː θ ɛ r
chyfnither	χ ə v n ɪ θ ɛ r
chyfoethocach	χ ə v ɔ i̯ θ ɔ k a χ
chyfoethocaf	χ ə v ɔ i̯ θ ɔ k a
chyfoethocaf	χ ə v ɔ i̯ θ ɔ k a v
chyfoethog	χ ə v ɔ i̯ θ ɔ ɡ
chyfoethogion	χ ə v ɔ i̯ θ ɔ ɡ j ɔ n
chyfraith	χ ə v r a i̯ θ
chyfraith	χ ə v r ɛ θ
chyfreithiwr	χ ə v r e i̯ θ j ʊ r
chylchgrawn	χ ə l χ ɡ r a u̯ n
chylchgrawn	χ ɪ l χ ɡ r a u̯ n
chyllell	χ ə ɬ ɛ ɬ
chyllell	χ ɪ ɬ ɛ ɬ
chyllell	χ ɪ ɬ ɛ θ
chymaint	χ ə m a i̯ n t
chymaint	χ ə m ɛ n t
chymaint	χ ɪ m ɛ n t
chymedrolwr	χ ə m ɛ d r oː l ʊ r
chymedrolwr	χ ə m ɛ d r ɔ l ʊ r
chymedrolwyr	χ ə m ɛ d r ɔ l w ɪ r
chymorth	χ ə m ɔ r θ
chymylog	χ ə m ə l ɔ ɡ
chynffon	χ ə n f ɔ n
chyngerdd	χ ə ŋ ɛ r ð
chyngor	χ ə ŋ ɔ r
chynhadledd	χ ə n h a d l ɛ ð
chynnes	χ ə n ɛ s
chynnwrf	χ ə n ʊ r v
chyrliog	χ ə r l j ɔ ɡ
chyrraedd	χ ə r a i̯ ð
chyrraedd	χ ə r a ð
chyrraedd	χ ə r ɛ ð
chysgaf	χ ə s ɡ a v
chysgoch	χ ə s ɡ ɔ χ
chysgod	χ ə s ɡ ɔ d
chysgon	χ ə s ɡ ɔ n
chysgu	χ ə s ɡ i
chysgwch	χ ə s ɡ ʊ χ
chystadlu	χ ə s d a d l i
chytgan	χ ə t ɡ a n
chytganau	χ ə t ɡ aː n a i̯
chytganau	χ ə t ɡ aː n ɛ
chythraul	χ ə θ r a i̯ l
chythraul	χ ə θ r ɛ l
chythreuliaid	χ ə θ r e i̯ l j a i̯ d
chythreuliaid	χ ə θ r e i̯ l j ɛ d
chywir	χ ə u̯ ɪ r
chân	χ aː n
chôt	χ oː t
chŵyn	χ ʊ i̯ n
ci	k iː
cic	k ɪ k
ciciau	k i k j a i̯
ciciau	k i k j ɛ
cicio	k ɪ k j ɔ
cig	k iː ɡ
cigfrain	k ɪ ɡ v r a i̯ n
cigfran	k ɪ ɡ v r a n
cigydd	k iː ɡ ɪ ð
cigydd	k ɪ ɡ ɪ ð
cil	k iː l
cilbost	k ɪ l b ɔ s t
cilbren	k ɪ l b r ɛ n
cilddant	k ɪ l ð a n t
cildroi	k ɪ l d r ɔ i̯
cildwrn	k ɪ l d ʊ r n
ciledrych	k ɪ l ɛ d r ɪ χ
cilfach	k ɪ l v a χ
cilgant	k ɪ l ɡ a n t
cilio	k ɪ l j ɔ
cilogram	k ɪ l ɔ ɡ r a m
cilogramau	k ɪ l ɔ ɡ r a m a i̯
cilogramau	k ɪ l ɔ ɡ r a m ɛ
cilwen	k ɪ l w ɛ n
cilwg	k iː l ʊ ɡ
cilwg	k ɪ l ʊ ɡ
cilydd	k iː l ɪ ð
cilydd	k ɪ l ɪ ð
cimwch	k ɪ m ʊ χ
cinio	k ɪ n j ɔ
cinio	k ɪ n ɔ
cipio	k ɪ p j ɔ
cist	k ɪ s d
ciw	k ɪ u̯
ciwb	k ɪ u̯ b
ciwcymber	k ɪ u̯ k ə m b ɛ r
ciwcymbr	k ɪ u̯ k ə m b r
ciwcymbrau	k ɪ u̯ k ə m b r a i̯
ciwcymbrau	k ɪ u̯ k ə m b r ɛ
ciwdod	k ɪ u̯ d ɔ d
ciwt	k ɪ u̯ t
claddu	k l a ð i
claddu	k l aː ð i
claf	k l aː v
clais	k l a i̯ s
clais	k l a i̯ ʃ
clas	k l aː s
clasur	k l a s ɪ r
clasurol	k l a s iː r ɔ l
clasurol	k l a s ɪ r ɔ l
clau	k l a i̯
clawdd	k l a u̯ ð
clawr	k l a u̯ r
cledd	k l eː ð
cleddyf	k l eː ð ɪ v
cleddyf	k l ɛ ð ɪ v
cledr	k l eː d ɛ r
cledr	k l ɛ d r
cledr	k l ɛ d ɛ r
cleff	k l eː f
clefyd	k l eː v ɪ d
clefyd	k l ɛ v ɪ d
cleifion	k l e i̯ v j ɔ n
cleren	k l eː r ɛ n
cleren	k l ɛ r ɛ n
clicio	k l ɪ k j ɔ
clicio	k l ɪ k ɔ
cliff	k l iː f
cliriad	k l ɪ r j a d
clirio	k l ɪ r j ɔ
clo	k l oː
cloan	k l oː a n
cloan	k l ɔ a n
cloc	k l ɔ k
cloch	k l oː χ
clod	k l oː d
cloddfa	k l ɔ ð v a
cloddio	k l ɔ ð j ɔ
clodfawr	k l ɔ d v a u̯ r
clodforedd	k l ɔ d v oː r ɛ ð
clodforedd	k l ɔ d v ɔ r ɛ ð
clodfori	k l ɔ d v oː r i
clodfori	k l ɔ d v ɔ r i
clodwiw	k l ɔ d w ɪ u̯
clodydd	k l oː d ɪ ð
clodydd	k l ɔ d ɪ ð
cloem	k l ɔ i̯ m
cloen	k l ɔ i̯ n
cloent	k l ɔ i̯ n t
clof	k l oː v
clofan	k l oː v a n
clofan	k l ɔ v a n
clog	k l oː ɡ
cloi	k l ɔ i̯
clois	k l ɔ i̯ s
cloit	k l ɔ i̯ t
clora	k l oː r a
clora	k l ɔ r a
cloriau	k l ɔ r j a i̯
cloriau	k l ɔ r j ɛ
clorid	k l oː r ɪ d
clorid	k l ɔ r ɪ d
clorin	k l oː r ɪ n
clorin	k l ɔ r ɪ n
cloron	k l oː r ɔ n
cloron	k l ɔ r ɔ n
cloronen	k l ɔ r oː n ɛ n
cloronen	k l ɔ r ɔ n ɛ n
clorosis	k l ɔ r ɔ s ɪ s
closed	k l ɔ s ɛ d
closen	k l ɔ s ɛ n
closet	k l ɔ s ɛ t
clou	k l ɔ i̯
clown	k l o u̯ n
clown	k l ɔ u̯ n
clud	k l iː d
cludo	k l iː d ɔ
cludo	k l ɪ d ɔ
clun	k l iː n
clust	k l ɪ s d
clustdlws	k l ɪ s d l ʊ s
clustiog	k l ɪ s d j ɔ ɡ
clustog	k l ɪ s d ɔ ɡ
clwb	k l uː b
clwb	k l ʊ b
clwbfwsogl	k l ʊ b v ʊ s ɔ ɡ l
clwt	k l ʊ t
clwyd	k l ʊ i̯ d
clwyf	k l u i̯
clwyf	k l u i̯ v
clwyfau	k l ʊ i̯ v a i̯
clwyfau	k l ʊ i̯ v ɛ
clwyfdy	k l ʊ i̯ v d i
clwyfo	k l ʊ i̯ v ɔ
clwyfus	k l ʊ i̯ v ɪ s
cly	k l iː
clybiau	k l ə b j a i̯
clybiau	k l ə b j ɛ
clyfar	k l ə v a r
clymu	k l ə m i
clyw	k l ɪ u̯
clywaf	k l ə w a v
clywed	k l ə w ɛ d
clywed	k l ɪ u̯ ɛ d
clywedog	k l ə u̯ eː d ɔ ɡ
clywedog	k l ə u̯ ɛ d ɔ ɡ
clên	k l eː n
clêr	k l eː r
cnau	k n a i̯
cnawd	k n a u̯ d
cnawdol	k n a u̯ d ɔ l
cneua	k n e i̯ a
cneuen	k n e i̯ ɛ n
cnewyllyn	k n ɛ u̯ ə ɬ ɪ n
cnoc	k n ɔ k
cnocellau	k n ɔ k ɛ ɬ a i̯
cnocellau	k n ɔ k ɛ ɬ ɛ
cnofa	k n oː v a
cnofa	k n ɔ v a
cnofeydd	k n ɔ v e i̯ ð
cnofil	k n oː v ɪ l
cnofil	k n ɔ v ɪ l
cnofilod	k n ɔ v iː l ɔ d
cnofilod	k n ɔ v ɪ l ɔ d
cnoi	k n ɔ i̯
cnuchio	k n ɪ χ j ɔ
cnud	k n iː d
cnwc	k n ʊ k
cnwd	k n uː d
cnwp	k n ʊ p
cobalt	k oː b a l t
cobalt	k ɔ b a l t
cobra	k ɔ b r a
coch	k oː χ
cochen	k oː χ ɛ n
cochen	k ɔ χ ɛ n
cochgam	k ɔ χ ɡ a m
cochi	k oː χ i
cochi	k ɔ χ i
cochion	k ɔ χ j ɔ n
cochlas	k ɔ χ l a s
cochni	k ɔ χ n i
cochwydd	k oː χ ʊ i̯ ð
cochwydd	k ɔ χ w ɪ ð
cochwydd	k ɔ χ ʊ i̯ ð
cochyn	k oː χ ɪ n
cochyn	k ɔ χ ɪ n
cocsa	k ɔ k s a
cod	k oː d
codais	k oː d a i̯ s
codais	k oː d ɛ s
codais	k ɔ d a i̯ s
codais	k ɔ d ɛ s
codaist	k oː d a i̯ s d
codaist	k oː d ɛ s d
codaist	k ɔ d a i̯ s d
codaist	k ɔ d ɛ s d
codau	k oː d a i̯
codau	k oː d ɛ
codau	k ɔ d a i̯
codau	k ɔ d ɛ
coden	k oː d ɛ n
coden	k ɔ d ɛ n
codi	k oː d i
codi	k ɔ d i
codoch	k oː d ɔ χ
codoch	k ɔ d ɔ χ
cododd	k oː d ɔ ð
cododd	k ɔ d ɔ ð
codon	k oː d ɔ n
codon	k ɔ d ɔ n
codwch	k oː d ʊ χ
codwch	k ɔ d ʊ χ
coed	k oː d
coed	k ɔ i̯ d
coeden	k ɔ i̯ d ɛ n
coedredyn	k ɔ i̯ d r eː d ɪ n
coedredyn	k ɔ i̯ d r ɛ d ɪ n
coedwig	k ɔ i̯ d w ɪ ɡ
coeg	k ɔ i̯ ɡ
coegog	k ɔ i̯ ɡ ɔ ɡ
coel	k ɔ i̯ l
coelcerth	k ɔ i̯ l k ɛ r θ
coelio	k ɔ i̯ l j ɔ
coes	k oː s
coes	k ɔ i̯ s
coesen	k ɔ i̯ s ɛ n
coesgoch	k ɔ i̯ s ɡ ɔ χ
coesyn	k ɔ i̯ s ɪ n
coeth	k oː θ
coeth	k ɔ i̯ θ
coethi	k ɔ i̯ θ i
cof	k oː v
cofair	k oː v a i̯ r
cofair	k ɔ v a i̯ r
cofbin	k ɔ v b ɪ n
cofeb	k ɔ v ɛ b
coffi	k ɔ f i
cofia	k ɔ v j a
cofiai	k ɔ v j a i̯
cofiais	k ɔ v j a i̯ s
cofiais	k ɔ v j ɛ s
cofiannol	k ɔ v j a n ɔ l
cofiant	k ɔ v j a n t
cofiem	k ɔ v j ɛ m
cofio	k ɔ v j ɔ
cofiwch	k ɔ v j ʊ χ
cofiwn	k ɔ v j ʊ n
cofnod	k ɔ v n ɔ d
cofnodi	k ɔ v n oː d i
cofnodi	k ɔ v n ɔ d i
cofnodion	k ɔ v n ɔ d j ɔ n
cofrestr	k oː v r ɛ s d r
cofrestrfa	k ɔ v r e s d r v a
cofrestrfeydd	k ɔ v r e s d r v e i̯ ð
cofrestriad	k ɔ v r ɛ s d r j a d
cofrestriadau	k ɔ v r ɛ s d r j a d a i̯
cofrestriadau	k ɔ v r ɛ s d r j a d ɛ
cofrestriadau	k ɔ v r ɛ s d r j aː d a i̯
cofrestriadau	k ɔ v r ɛ s d r j aː d ɛ
cofrestru	k ɔ v r ɛ s d r i
cofrestrydd	k ɔ v r ɛ s d r ɪ ð
cofrestryddion	k ɔ v r ɛ s d r ə ð j ɔ n
cog	k oː ɡ
cogau	k oː ɡ a i̯
cogau	k oː ɡ ɛ
cogau	k ɔ ɡ a i̯
cogau	k ɔ ɡ ɛ
coginio	k ɔ ɡ ɪ n j ɔ
coginioch	k ɔ ɡ ɪ n j ɔ χ
coginiodd	k ɔ ɡ ɪ n j ɔ ð
coginion	k ɔ ɡ ɪ n j ɔ n
cogydd	k oː ɡ ɪ ð
cogydd	k ɔ ɡ ɪ ð
cogyddesau	k ɔ ɡ ə ð ɛ s a i̯
cogyddesau	k ɔ ɡ ə ð ɛ s ɛ
cogyddion	k ɔ ɡ ə ð j ɔ n
coleg	k oː l ɛ ɡ
coleg	k ɔ l ɛ ɡ
colfen	k ɔ l v ɛ n
colfenni	k ɔ l v ɛ n i
coll	k oː ɬ
coll	k ɔ ɬ
collasant	k ɔ ɬ a s a n t
colled	k ɔ ɬ ɛ d
colledion	k ɔ ɬ ɛ d j ɔ n
collen	k ɔ ɬ ɛ n
colli	k ɔ ɬ i
collnod	k ɔ ɬ n ɔ d
colofn	k oː l ɔ v n̩
colofn	k oː l ɔ v ɔ n
colofn	k ɔ l ɔ v n̩
colofn	k ɔ l ɔ v ɔ n
colofnig	k ɔ l ɔ v n ɪ ɡ
colomen	k ɔ l ɔ m ɛ n
colomennod	k ɔ l ɔ m ɛ n ɔ d
colur	k oː l ɪ r
colur	k ɔ l ɪ r
coma	k ɔ m a
comiwnyddiaeth	k ɔ m ɪ u̯ n ə ð j a i̯ θ
comiwnyddiaeth	k ɔ m ɪ u̯ n ə ð j ɛ θ
comiwnyddol	k ɔ m j ʊ n ə ð ɔ l
condemni	k ɔ n d ɛ m n i
condemnio	k ɔ n d ɛ m n j ɔ
conglfaen	k ɔ ŋ l v a i̯ n
cont	k ɔ n t
contract	k ɔ n t r a k t
contractau	k ɔ n t r a k t a i̯
contractau	k ɔ n t r a k t ɛ
conwydd	k oː n ʊ i̯ ð
conwydd	k ɔ n w ɪ ð
conwydd	k ɔ n ʊ i̯ ð
conwydden	k ɔ n w ə ð ɛ n
conwydden	k ɔ n w ɪ ð ɛ n
conyn	k oː n ɪ n
conyn	k ɔ n ɪ n
cop	k ɔ p
copa	k ɔ p a
coperniciwm	k ɔ p ɛ r n ɪ k j ʊ m
copi	k ɔ p i
copii	k ɔ p iː i
copog	k ɔ p ɔ ɡ
copyn	k ɔ p ɪ n
copïo	k ɔ p iː ɔ
copïwr	k ɔ p iː ʊ r
copïwyr	k ɔ p iː w ɪ r
cor	k ɔ r
corbennog	k ɔ r b ɛ n ɔ ɡ
corbys	k ɔ r b ɪ s
corcyn	k ɔ r k ɪ n
cordd	k ɔ r ð
corff	k ɔ r f
corfflu	k ɔ r f l i
corfflunio	k ɔ r f l ɪ n j ɔ
corffluniwr	k ɔ r f l ɪ n j ʊ r
corfflunwyr	k ɔ r f l ɪ n w ɪ r
corffluoedd	k ɔ r f l iː ɔ i̯ ð
corffor	k ɔ r f ɔ r
corffori	k ɔ r f oː r i
corffori	k ɔ r f ɔ r i
corgi	k ɔ r ɡ i
corgimwch	k ɔ r ɡ ɪ m ʊ χ
corgwn	k ɔ r ɡ ʊ n
corgïaid	k ɔ r ɡ i a i̯ d
corhedydd	k ɔ r h eː d ɪ ð
corhedydd	k ɔ r h ɛ d ɪ ð
corhocys	k ɔ r h ɔ k ɪ s
corhwyad	k ɔ r h ʊ i̯ a d
corhwyaden	k ɔ r h ʊ i̯ a d ɛ n
corhwyaden	k ɔ r h ʊ i̯ aː d ɛ n
corhwyaid	k ɔ r h ʊ i̯ a i̯ d
corhwyaid	k ɔ r h ʊ i̯ ɛ d
corn	k ɔ r n
cornel	k ɔ r n ɛ l
corneli	k ɔ r n eː l i
corneli	k ɔ r n ɛ l i
corniog	k ɔ r n j ɔ ɡ
cornwyd	k ɔ r n ʊ i̯ d
coron	k oː r ɔ n
coron	k ɔ r ɔ n
coronafeirws	k ɔ r oː n a v e i̯ r ʊ s
coronafeirws	k ɔ r ɔ n a v e i̯ r ʊ s
coronafeirysau	k ɔ r ɔ n a v e i̯ r ə s a i̯
coronafeirysau	k ɔ r ɔ n a v e i̯ r ə s ɛ
coronafirws	k ɔ r oː n a v iː r ʊ s
coronafirws	k ɔ r ɔ n a v ɪ r ʊ s
corrach	k ɔ r a χ
corryn	k ɔ r ɪ n
corun	k oː r ɪ n
corun	k ɔ r ɪ n
corunllwyd	k ɔ r ɪ n ɬ ʊ i̯ d
corwg	k oː r ʊ ɡ
corwg	k ɔ r ʊ ɡ
cosb	k ɔ s b
cosbau	k ɔ s b a i̯
cosbau	k ɔ s b ɛ
cosi	k ɔ s i
cost	k ɔ s d
costio	k ɔ s d j ɔ
costrel	k ɔ s d r ɛ l
cosyn	k ɔ s ɪ n
cot	k ɔ t
cotiau	k ɔ t j a i̯
cotiau	k ɔ t j ɛ
cotiau	k ɔ t ɛ
cowboi	k o u̯ b ɔ i̯
cowbois	k o u̯ b ɔ i̯ z
cowyll	k ɔ u̯ ɪ ɬ
crac	k r a k
crach	k r aː χ
craf	k r aː v
crafanc	k r aː v a ŋ k
craff	k r aː f
craffter	k r a f t ɛ r
crafu	k r a v i
crafu	k r aː v i
cragen	k r aː ɡ ɛ n
cragennog	k r a ɡ ɛ n ɔ ɡ
crai	k r a i̯
craidd	k r a i̯ ð
crair	k r a i̯ r
craith	k r a i̯ θ
cramen	k r a m ɛ n
cranc	k r a ŋ k
crancod	k r a ŋ k ɔ d
cras	k r aː s
crasboeth	k r a s b ɔ ɨ̯ θ
crasddadrwydd	k r a s ð a d r ʊ i̯ ð
crasddadrwydd	k r aː s ð a d r ʊ i̯ ð
crasfeydd	k r a s v e i̯ ð
crasu	k r a s i
crau	k r a i̯
craw	k r a u̯
crawn	k r a u̯ n
creadigol	k r ɛ a d ɪ ɡ ɔ l
creadur	k r ɛ a d ɪ r
crech	k r eː χ
cred	k r eː d
creda	k r eː d a
creda	k r ɛ d a
credadwy	k r ɛ d a d u
credadwy	k r ɛ d a d ʊ i̯
credadwy	k r ɛ d aː d u
credadwy	k r ɛ d aː d ʊ i̯
credaf	k r eː d a
credaf	k r eː d a v
credaf	k r ɛ d a
credaf	k r ɛ d a v
credant	k r eː d a n t
credant	k r ɛ d a n t
credent	k r eː d ɛ n t
credent	k r ɛ d ɛ n t
creder	k r eː d ɛ r
creder	k r ɛ d ɛ r
credes	k r eː d ɛ s
credes	k r ɛ d ɛ s
credet	k r eː d ɛ t
credet	k r ɛ d ɛ t
credi	k r eː d i
credi	k r ɛ d i
credit	k r eː d ɪ t
credit	k r ɛ d ɪ t
credo	k r eː d ɔ
credo	k r ɛ d ɔ
credu	k r eː d i
credu	k r ɛ d i
credyd	k r eː d ɪ d
credyd	k r ɛ d ɪ d
credydau	k r ɛ d ə d a i̯
credydau	k r ɛ d ə d ɛ
cref	k r eː v
crefydd	k r eː v ɪ ð
crefydd	k r ɛ v ɪ ð
crefyddol	k r ɛ v ə ð ɔ l
creg	k r eː ɡ
cregen	k r eː ɡ ɛ n
cregen	k r ɛ ɡ ɛ n
cregyn	k r eː ɡ ɪ n
cregyn	k r ɛ ɡ ɪ n
cregynna	k r ɛ ɡ ə n a
crehyrod	k r ɛ h ə r ɔ d
creision	k r e i̯ s j ɔ n
creision	k r e i̯ ʃ ɔ n
creisionen	k r e i̯ s j oː n ɛ n
creisionen	k r e i̯ s j ɔ n ɛ n
creisionen	k r e i̯ ʃ oː n ɛ n
creisionen	k r e i̯ ʃ ɔ n ɛ n
creisionllyd	k r e i̯ s j ɔ n ɬ ɪ d
creisionllyd	k r e i̯ ʃ ɔ n ɬ ɪ d
creithig	k r e i̯ θ ɪ ɡ
creithiog	k r e i̯ θ j ɔ ɡ
crempog	k r ɛ m p ɔ ɡ
creto	k r ɛ t ɔ
creu	k r e i̯
crewyr	k r ɛ u̯ ɪ r
crib	k r iː b
cribau	k r iː b a i̯
cribau	k r iː b ɛ
cribau	k r ɪ b a i̯
cribau	k r ɪ b ɛ
cribfelyn	k r ɪ b v eː l ɪ n
cribfelyn	k r ɪ b v ɛ l ɪ n
cribog	k r iː b ɔ ɡ
cribog	k r ɪ b ɔ ɡ
cribwyn	k r ɪ b w ɪ n
criced	k r ɪ k ɛ d
criw	k r ɪ u̯
crocodeil	k r ɔ k ɔ d e i̯ l
crocodeilod	k r ɔ k ɔ d e i̯ l ɔ d
croen	k r oː n
croen	k r ɔ i̯ n
croeniog	k r ɔ i̯ n j ɔ ɡ
croenliw	k r ɔ i̯ n l ɪ u̯
croes	k r oː s
croes	k r ɔ i̯ s
croesair	k r ɔ i̯ s a i̯ r
croesfan	k r ɔ i̯ s v a n
croesffordd	k r ɔ i̯ s f ɔ r ð
croesgad	k r ɔ i̯ s ɡ a d
croeshoeliad	k r ɔ i̯ s h ɔ i̯ l j a d
croeshoelio	k r ɔ i̯ s h ɔ i̯ l j ɔ
croesholi	k r ɔ i̯ s h oː l i
croesholi	k r ɔ i̯ s h ɔ l i
croesi	k r ɔ i̯ s i
croesiad	k r ɔ i̯ ʃ a d
croesiad	k r ɔ ɨ̯ j a d
croeso	k r ɔ i̯ s ɔ
croesryw	k r ɔ i̯ s r ɪ u̯
croestoriad	k r ɔ i̯ s d ɔ r j a d
croestorri	k r ɔ i̯ s d ɔ r i
crog	k r oː ɡ
crogen	k r oː ɡ ɛ n
crogen	k r ɔ ɡ ɛ n
croglen	k r ɔ ɡ l ɛ n
cromad	k r ɔ m a d
cromen	k r ɔ m ɛ n
cromfach	k r ɔ m v a χ
cromiwm	k r ɔ m j ʊ m
cromlech	k r ɔ m l ɛ χ
cronadur	k r ɔ n a d ɪ r
