ং	ŋ
খুজুটিপাড়া	kʰ u d͡ʒ u ʈ i p a ɾ aˑ
খুব	kʰ u b
খুব	kʰ uː b
খুবসুরত	kʰ u b s u ɹ ɔ t̪
খুবসুরত	kʰ u b s u ɾ ɔ t̪
খুবসুরতি	kʰ u b ʃ u ɹ o t̪ iˑ
খুবসুরতি	kʰ u b ʃ u ɾ o t̪ iˑ
খুশকি	kʰ u ʃ k iˑ
খুশবু	kʰ u ʃ b uˑ
খুশি	kʰ u ʃ iˑ
খুষি	kʰ u ʃ i
খেঁচা	kʰ e t ɕ aˑ
খেঁচা	kʰ ẽ t͡ʃ aˑ
খেই	kʰ e i̯
খেজুর	kʰ e d ʑ u ɾ
খেজুর	kʰ e d͡ʒ u ɾ
খেত	kʰ e t̪
খেদমত	kʰ e d̪ m ɔ t̪
খেয়া	kʰ e aˑ
খেয়ানত	kʰ e a n ɔ t̪
খেয়াল	kʰ e a l
খেয়াল	kʰ æ a l
খেয়াল	kʰ ɛ a l
খেলনা	kʰ æ l n aˑ
খেশী	kʰ e ʃ iˑ
খেশী	kʰ ɛ ʃ iˑ
খেশী	x ɛ ʃ iˑ
খোঁজা	kʰ o d ʑ aˑ
খোঁজা	kʰ õ d ʑ aˑ
খোঁজা	kʰ õ d͡ʒ aˑ
খোঁড়া	kʰ o ɽ̟ a
খোঁড়ানো	kʰ o ɽ̟ a n o
খোঁপা	kʰ õ p a
খোদ	kʰ o d̪
খোদ	x o d̪
খোয়াব	kʰ o̯ a b
খোয়াব	x o̯ a b
খোলা	kʰ o l a
খোশ	kʰ o ʃ
খোশ	kʰ oː ʃ
খ্বাইশ	kʰ a i̯ ʃ
খ্বাব	kʰ a b
খ্বাব	kʰ aː b
খ্রিস্ট	kʰ ɹ i s t oˑ
খ্রিস্ট	kʰ ɹ i ʃ t oˑ
খ্রিস্ট	kʰ ɾ i ʂ ʈ oˑ
খ্রিস্টধর্ম	kʰ ɹ i s t ɔ d̪ʱ ɔ ɹ m oˑ
খ্রিস্টধর্ম	kʰ ɾ i s ʈ ɔ d̪ʱ ɔ ɾ m oˑ
খ্রিস্টধর্ম	kʰ ɾ i ʂ ʈ ɔ d̪ʱ ɔ ɾ m oˑ
খ্রিস্টান	kʰ ɹ i s t a n
খ্রিস্টান	kʰ ɹ i ʃ t a n
খ্রিস্টান	kʰ ɾ i ʂ ʈ a n
খৎম	kʰ ɔ t̪ m
খৎম	kʰ ɔ t̪ m oˑ
খৎম	x ɔ t̪ m
খৎম	x ɔ t̪ m oˑ
গ	ɡ ɔˑ
গগন	ɡ ɔ ɡ o n
গঙ্গা	ɡ ɔ ŋ ɡ aˑ
গঙ্গোপাধ্যায়	ɡ ɔ ŋ ɡ o p a d̪ʱː a e̯
গজল	ɡ ɔ d ʑ o l
গজল	ɡ ɔ d͡ʒ o l
গজল	ɡ ɔ z o l
গঞ্জ	ɡ ɔ n d ʑ
গঞ্জ	ɡ ɔ n d͡ʒ
গঠন	ɡ ɔ tʰ ɔ n
গঠন	ɡ ɔ ʈʰ ɔ n
গঠিত	ɡ ɔ tʰ i t̪ oˑ
গঠিত	ɡ ɔ ʈʰ i t̪ oˑ
গড়	ɡ ɔ ɹ
গড়	ɡ ɔ ɽ
গড়ন	ɡ ɔ ɹ o n
গড়ন	ɡ ɔ ɽ o n
গড়া	ɡ ɔ ɹ aˑ
গড়া	ɡ ɔ ɽ aˑ
গড়া	ɡ ɔ ɾ aˑ
গণ	ɡ ɔ n
গণতন্ত্র	ɡ ɔ n o t̪ ɔ n t̪ː ɹ oˑ
গণতন্ত্র	ɡ ɔ n o t̪ ɔ n t̪ː ɾ oˑ
গণতান্ত্রিক	ɡ ɔ n o t̪ a n t̪ː ɹ i k
গণতান্ত্রিক	ɡ ɔ n o t̪ a n t̪ː ɾ i k
গণনা	ɡ ɔ n o n aˑ
গণপ্রজাতন্ত্রী	ɡ ɔ n o p ɹ o d ʑ a t̪ ɔ n t̪ː ɹ iˑ
গণপ্রজাতন্ত্রী	ɡ ɔ n o p ɾ o d͡ʒ a t̪ ɔ n t̪ː ɾ iˑ
গণহত্যা	ɡ ɔ n o h o t̪ː aˑ
গণেশ	ɡ ɔ n e ʃ
গণ্ডার	ɡ ɔ n d a ɹ
গণ্ডার	ɡ ɔ ɳ ɖ a ɾ
গতি	ɡ o t̪ iˑ
গতিবেগ	ɡ ɔ t̪ i b e ɡ
গদ্দার	ɡ ɔ d̪ː a ɹ
গদ্দার	ɡ ɔ d̪ː a ɾ
গন্ডার	ɡ ɔ n d a ɹ
গন্ডার	ɡ ɔ ɳ ɖ a ɾ
গন্ধ	ɡ ɔ n d̪ʱ oˑ
গপ	ɡ ɔ p
গভীর	ɡ o bʱ i ɹ
গভীর	ɡ o bʱ i ɾ
গভীর	ɡ o v i ɹ
গভীর	ɡ o v i ɾ
গম	ɡ ɔ m
গয়না	ɡ ɔ e̯ n aˑ
গরম	ɡ ɔ ɹ o m
গরম	ɡ ɔ ɾ o m
গরমকাল	ɡ ɔ ɹ o m k a l
গরমকাল	ɡ ɔ ɾ o m k a l
গরিলা	ɡ o ɹ i l aˑ
গরিলা	ɡ o ɾ i l aˑ
গরীব	ɡ o ɹ i b
গরীব	ɡ o ɾ i b
গরু	ɡ o ɹ uˑ
গরু	ɡ o ɾ uˑ
গরুড়	ɡ o ɾ u ɹ
গরুড়	ɡ o ɾ u ɽ
গর্ত	ɡ ɔ ɾ t̪ oˑ
গর্দান	ɡ ɔ ɹ d̪ a n
গর্দান	ɡ ɔ ɾ d̪ a n
গলা	ɡ ɔ l aˑ
গলি	ɡ o l iˑ
গল্প	ɡ ɔ l p oˑ
গহনা	ɡ ɔ h o n aˑ
গা	ɡ aˑ
গাঁ	ɡ aˑ
গাঁ	ɡ ãˑ
গাঁইয়া	ɡ a i̯ aˑ
গাঁইয়া	ɡ ã i̯ aˑ
গাঁও	ɡ a o̯
গাঁও	ɡ a õ̯ˑ
গাঁও	ɡ ã oˑ
গাঁওয়ালী	ɡ a o̯ a l iˑ
গাঁওয়ালী	ɡ ã o̯ a l iˑ
গাঁজা	ɡ a d ʑ aˑ
গাঁজা	ɡ a n d ʑ aˑ
গাঁজা	ɡ a n d͡ʒ aˑ
গাঁজা	ɡ ã d͡ʒ aˑ
গাঁট	ɡ a t
গাঁট	ɡ ã ʈ
গাঁথা	ɡ a t̪ʰ aˑ
গাঁথা	ɡ ã t̪ʰ aˑ
গাই	ɡ a i̯
গাওয়া	ɡ a o̯ aˑ
গাঙ্গেয়	ɡ a ŋ ɡ e oˑ
গাছ	ɡ a s
গাছ	ɡ a t ɕ
গাছ	ɡ a t͡ʃ
গাজর	ɡ a d ʑ o ɹ
গাজর	ɡ a d͡ʒ o ɾ
গাজী	ɡ a d ʑ iˑ
গাজী	ɡ a d͡ʒ iˑ
গাড়া	ɡ a ɹ aˑ
গাড়া	ɡ a ɽ aˑ
গাড়া	ɡ a ɾ aˑ
গাড়ি	ɡ a ɹ iˑ
গাড়ি	ɡ a ɽ iˑ
গাড়ি	ɡ a ɾ iˑ
গাড়ী	ɡ a ɽ̟ i
গাঢ়	ɡ a ɹ oˑ
গাঢ়	ɡ a ɽ oˑ
গাঢ়	ɡ a ɽʱ oˑ
গাঢ়	ɡ a ɾ h oˑ
গাত্র	ɡ a t̪ ɹ ɔˑ
গাত্র	ɡ a t̪ ɾ ɔˑ
গাত্র	ɡ a t̪ː ɹ oˑ
গাত্র	ɡ a t̪ː ɾ oˑ
গান	ɡ a n
গান্ধী	ɡ a n d̪ʱ iˑ
গাব	ɡ a b
গাভিন	ɡ a bʱ i n
গাভিন	ɡ a v i n
গাভিন	ɡ a β i n
গামছা	ɡ a m t ɕʰ aˑ
গামছা	ɡ a m t͡ʃʰ aˑ
গামলা	ɡ a m l aˑ
গায়ক	ɡ a e̯ ɔ k
গারবা	ɡ a ɹ b aˑ
গারবা	ɡ a ɾ b aˑ
গাল	ɡ a l
গালি	ɡ a l iˑ
গালিচা	ɡ a l i t ɕ aˑ
গালিচা	ɡ a l i t͡ʃ aˑ
গিজার	ɡ i d̪͡ʒ a ɾ
গিজার	ɡ i z a ɾ
গিটার	ɡ i t a ɹ
গিটার	ɡ i ʈ a ɾ
গির্জা	ɡ i ɹ d ʑ aˑ
গির্জা	ɡ i ɾ d͡ʒ aˑ
গু	ɡ uˑ
গুঁড়া	ɡ ũ ɽ a
গুগল	ɡ u ɡ l oˑ
গুগল	ɡ u ɡ ɔ l
গুজরাটি	ɡ u d ʑ ɹ a t iˑ
গুজরাটি	ɡ u d͡ʒ ɾ a ʈ iˑ
গুজরাত	ɡ u d ʑ ɹ a t̪
গুজরাত	ɡ u d͡ʒ ɾ a t̪
গুঞ্জা	ɡ u n d ʑ aˑ
গুঞ্জা	ɡ u n d͡ʒ aˑ
গুণা	ɡ u n aˑ
গুদাম	ɡ u d̪ a m
গুন	ɡ u n
গুনাগার	ɡ u n a ɡ a ɹ
গুনাগার	ɡ u n a ɡ a ɾ
গুনাহ	ɡ u n aˑ
গুপ্ত	ɡ u p t̪ oˑ
গুফা	ɡ u f aˑ
গুম	ɡ u m
গুমোট	ɡ u m o t
গুমোট	ɡ u m o ʈ
গুম্ফা	ɡ u m f aˑ
গুরু	ɡ u ɹ uˑ
গুরু	ɡ u ɾ uˑ
গুরুত্ব	ɡ u ɹ u t̪ː oˑ
গুরুত্ব	ɡ u ɾ u t̪ː oˑ
গুরুত্বপূর্ণ	ɡ u ɹ u t̪ː ɔ p u ɹ n oˑ
গুরুত্বপূর্ণ	ɡ u ɾ u t̪ː ɔ p u ɾ n oˑ
গুল	ɡ u l
গুলজার	ɡ u l z a ɹ
গুলজার	ɡ u l z a ɾ
গুলদাস্তা	ɡ u l̪ d̪ a s t̪ aˑ
গুলবনফ্‌শা	ɡ u l b ɔ n o f ʃ aˑ
গুলশান	ɡ u l ʃ a n
গুলি	ɡ u l iˑ
গুলিস্তাঁ	ɡ u l i s t̪ aˑ
গুলিস্তাঁ	ɡ u l i s t̪ ãˑ
গুলিস্তান	ɡ u l i s t̪ a n
গুহা	ɡ u h aˑ
গৃহ	ɡ ɹ i h oˑ
গৃহ	ɡ ɾ i h oˑ
গেঁয়ো	ɡ e oˑ
গেঁয়ো	ɡ ẽ e̯ oˑ
গেঞ্জি	ɡ e n d ʑ iˑ
গেঞ্জি	ɡ e n d͡ʒ iˑ
গেঞ্জি	ɡ e n z iˑ
গেরাম	ɡ e ɹ a m
গেরাম	ɡ e ɾ a m
গেলা	ɡ e l a
গৈরিক	ɡ o i̯ ɹ i k
গৈরিক	ɡ o i̯ ɾ i k
গোঁড়	ɡ õ ɹ
গোঁড়	ɡ õ ɽ
গোঁয়ানো	ɡ o̯ a n oˑ
গোঁয়ানো	ɡ õ a n oˑ
গোঁষা	ɡ o ʃ aˑ
গোঁষা	ɡ õ ʃ aˑ
গোঁসা	ɡ o ʃ aˑ
গোঁসা	ɡ õ ʃ aˑ
গোচ্ছা	ɡ o s t̪ s̪ aˑ
গোচ্ছা	ɡ o sː aˑ
গোচ্ছা	ɡ o t ɕʰː aˑ
গোচ্ছা	ɡ o t̪ sː aˑ
গোচ্ছা	ɡ o t͡ʃʰː aˑ
গোছ	ɡ o s
গোঠ	ɡ o tʰ
গোঠ	ɡ o ʈ
গোনা	ɡ o n a
গোপন	ɡ o p o n
গোপন	ɡ o p ɔ n
গোপাল	ɡ o p a l
গোফা	ɡ o f äˑ
গোফা	ɡ o pʰ äˑ
গোফা	ɡ o ɸ äˑ
গোবর	ɡ ɔ b o ɹ
গোবর	ɡ ɔ b o ɾ
গোমূত্র	ɡ o m u t̪ː ɹ oˑ
গোমূত্র	ɡ o m u t̪ː ɾ oˑ
গোয়া	ɡ o̯ aˑ
গোয়াল	ɡ o̯ a l
গোয়ালা	ɡ o̯ a l aˑ
গোয়েন্দা	ɡ o e n d̪ aˑ
গোরু	ɡ o ɹ uˑ
গোরু	ɡ o ɾ uˑ
গোল	ɡ o l
গোলন্দাজ	ɡ o l ɔ n d̪ a d ʑ
গোলন্দাজ	ɡ o l ɔ n d̪ a d͡ʒ
গোলসাগু	ɡ o l ʃ a ɡ uˑ
গোলাপ	ɡ o l a p
গোলাপজল	ɡ o l a b d ʑ ɔ l
গোলাপজল	ɡ o l a b d͡ʒ ɔ l
গোলাপজল	ɡ o l a p d ʑ ɔ l
গোলাপজল	ɡ o l a p d͡ʒ ɔ l
গোলাম	ɡ o l a m
গোল্লা	ɡ o lː aˑ
গোশত	ɡ o s t̪ oˑ
গোশত	ɡ o ʃ t̪
গোশত	ɡ o ʃ t̪ oˑ
গোশালা	ɡ o ʃ a l aˑ
গোষ্ঠী	ɡ o s tʰ iˑ
গোষ্ঠী	ɡ o ʂ ʈʰ iˑ
গোষ্ঠী	ɡ o ʃ tʰ iˑ
গোসল	ɡ o s o l
গোসল	ɡ o s u l
গোসল	ɡ o t ɕʰ o l
গোসল	ɡ o t͡ʃʰ o l
গোসল	ɡ o ʃ o l
গোসাঁই	ɡ o ʃ a i̯
গোসাঁই	ɡ o ʃ ã iˑ
গোস্বা	ɡ o sː aˑ
গোস্বা	ɡ o ʃː aˑ
গোস্বামী	ɡ o ʃː a m iˑ
গোস্যা	ɡ o sː aˑ
গোস্যা	ɡ o ʃː aˑ
গোস্‌সা	ɡ o sː aˑ
গোস্‌সা	ɡ o ʃː aˑ
গোহাল	ɡ o h a l
গৌড়	ɡ o u̯ ɹ
গৌড়	ɡ o u̯ ɽ
গৌতম	ɡ o u̯ t̪ o m
গৌরব	ɡ o u̯ ɹ ɔ b
গৌরব	ɡ o u̯ ɾ ɔ b
গ্যাস	ɡ æ ʃ
গ্যাস	ɡ ɛ ʃ
গ্রন্থকার	ɡ ɹ o n t̪ʰ o k a ɹ
গ্রন্থকার	ɡ ɾ o n t̪ʰ o k a ɾ
গ্রন্থাগার	ɡ ɹ o n t̪ʰ a ɡ a ɹ
গ্রন্থাগার	ɡ ɾ o n t̪ʰ a ɡ a ɾ
গ্রন্থি	ɡ ɹ ɔ n t̪ʰ iˑ
গ্রন্থি	ɡ ɾ ɔ n t̪ʰ iˑ
গ্রহ	ɡ ɹ o h oˑ
গ্রহ	ɡ ɾ o h oˑ
গ্রাম	ɡ ɹ a m
গ্রাম	ɡ ɾ a m
গ্রীষ্ম	ɡ ɹ i ʃː oˑ
গ্রীষ্ম	ɡ ɾ i ʃː oˑ
গ্রেপ্তার	ɡ ɹ e p t̪ a ɹ
গ্রেপ্তার	ɡ ɾ e p t̪ a ɾ
গ্রেফতার	ɡ ɹ e f t̪ a ɹ
গ্রেফতার	ɡ ɾ e f t̪ a ɾ
গ্লাস	ɡ l a ʃ
গ্লোব	ɡ l o b
ঘটা	ɡʱ ɔ ʈ a
ঘটানো	ɡʱ ɔ ʈ a n o
ঘড়ি	ɡʱ o ɹ iˑ
ঘড়ি	ɡʱ o ɽ iˑ
ঘড়ি	ɡʱ o ɾ iˑ
ঘণ্টা	ɡʱ ɔ n t aˑ
ঘণ্টা	ɡʱ ɔ ɳ ʈ aˑ
ঘনিষ্ঠ	ɡʱ o n i s tʰ oˑ
ঘনিষ্ঠ	ɡʱ o n i ʂ ʈʰ oˑ
ঘনিষ্ঠ	ɡʱ o n i ʃ tʰ oˑ
ঘর	ɡʱ ɔ ɾ
ঘষা	ɡʱ ɔ ʃ aˑ
ঘাঁটা	ɡʱ ã ʈ̟ ɑˑ
ঘাড়	ɡʱ a ɹ
ঘাড়	ɡʱ a ɽ
ঘাবড়ান	ɡʱ a b ɹ a n oˑ
ঘাবড়ান	ɡʱ a b ɽ a n oˑ
ঘাবড়ান	ɡʱ a b ɾ a n oˑ
ঘাবড়ানো	ɡʱ a b ɹ a n oˑ
ঘাবড়ানো	ɡʱ a b ɽ a n oˑ
ঘাবড়ানো	ɡʱ a b ɾ a n oˑ
ঘাম	ɡʱ a m
ঘামা	ɡʱ a m a
ঘামানো	ɡʱ a m a n o
ঘি	ɡʱ iˑ
ঘুচা	ɡʱ u t ɕ aˑ
ঘুচা	ɡʱ u t͡ʃ aˑ
ঘুড়ি	ɡʱ u ɹ iˑ
ঘুড়ি	ɡʱ u ɽ iˑ
ঘুড়ি	ɡʱ u ɾ iˑ
ঘুমানো	ɡʱ u m a n o
ঘৃণা	ɡʱ ɹ i n aˑ
ঘৃণা	ɡʱ ɾ i n aˑ
ঘেঁষা	ɡʱ æ̃ ʃ aˑ
ঘেঁষা	ɡʱ ɛ ʃ aˑ
ঘেরা	ɡʱ e r aˑ
ঘোঙ্গা	ɡʱ o ŋ ɡ äˑ
ঘোড়া	ɡʱ o ɹ aˑ
ঘোড়া	ɡʱ o ɽ aˑ
ঘোড়া	ɡʱ o ɾ aˑ
ঘোমটা	ɡʱ o m t aˑ
ঘোমটা	ɡʱ o m ʈ aˑ
ঘোরা	ɡʱ o r a
ঘোষ	ɡʱ o ʃ
ঘোষ	ɡʱ oː s̠
ঘোষাল	ɡʱ o s̠ äˑ l
ঘোষাল	ɡʱ o ʃ a l
ঙ	ŋ oˑ
চ	t ɕ ɔː
চ	t ɕ ɔˑ
চ	t͡ʃ ɔˑ
চউখ	s ɔ u x
চউখ	t̪ s ɔ u k
চওড়া	t ɕ ɔ o̯ ɹ aˑ
চওড়া	t͡ʃ ɔ o̯ ɽ aˑ
চওড়া	t͡ʃ ɔ o̯ ɾ aˑ
চকলেট	t ɕ ɔ k l e t
চকলেট	t ɕ ɔ k o l e t
চকলেট	t͡ʃ ɔ k l e ʈ
চকলেট	t͡ʃ ɔ k o l e ʈ
চক্র	t ɕ ɔ k ɹ oˑ
চক্র	t͡ʃ ɔ k ɾ oˑ
চক্রবর্তী	t ɕ ɔ k ɹ ɔ b o ɹ t̪ iˑ
চক্রবর্তী	t͡ʃ ɔ k ɾ ɔ b o ɾ t̪ iˑ
চচ্চড়ি	t ɕ ɔ t ɕː o ɹ iˑ
চচ্চড়ি	t͡ʃ ɔ t͡ʃː o ɽ iˑ
চচ্চড়ি	t͡ʃ ɔ t͡ʃː o ɾ iˑ
চঞ্চলতা	t ɕ ɔ n t ɕ ɔ l o t̪ aˑ
চঞ্চলতা	t͡ʃ ɔ n t͡ʃ ɔ l o t̪ aˑ
চট্টগ্রাম	t ɕ ɔ tː o ɡ ɹ a m
চট্টগ্রাম	t͡ʃ ɔ ʈː o ɡ ɾ a m
চট্টোপাধ্যায়	t ɕ ɔ tː o p a d̪ʱː a e̯
চট্টোপাধ্যায়	t͡ʃ ɔ ʈː o p a d̪ʱː a e̯
চড়া	t ɕ ɔ ɹ aˑ
চড়া	t͡ʃ ɔ ɽ aˑ
চড়া	t͡ʃ ɔ ɾ aˑ
চড়াই	t͡ʃ ɔ ɽ a i̯
চন্দন	t ɕ ɔ n d̪ ɔ n
চন্দন	t͡ʃ ɔ n d̪ ɔ n
চন্দ্র	t ɕ ɔ n d̪ː ɾ oˑ
চন্দ্র	t͡ʃ ɔ n d̪ː ɾ oˑ
চন্দ্রগ্রহণ	t ɕ ɔ n d̪ː ɹ ɔ ɡ ɹ ɔ h o n
চন্দ্রগ্রহণ	t͡ʃ ɔ n d̪ː ɾ ɔ ɡ ɾ ɔ h o n
চন্দ্রবিন্দু	t ɕ ɔ n d̪ː ɾ o b i n d̪ uˑ
চন্দ্রবিন্দু	t͡ʃ ɔ n d̪ː ɾ o b i n d̪ uˑ
চন্দ্রমুখী	t̪͡s ɔ̃ n̪ d̪ ɾ ɔ m u kʰ i
চব্বিশ	t ɕ o bː i ʃ
চব্বিশ	t͡ʃ o bː i ʃ
চম্পা	t ɕ ɔ m p aˑ
চম্পা	t͡ʃ ɔ m p aˑ
চমৎকার	t ɕ ɔ m ɔ t̪ k a ɹ
চমৎকার	t͡ʃ ɔ m ɔ t̪ k a ɾ
চরণ	t ɕ ɔ ɹ o n
চরণ	t͡ʃ ɔ ɾ o n
চরম	t ɕ ɔ ɹ o m
চরম	t͡ʃ ɔ ɾ o m
চরানো	t ɕ ɔ ɹ a n oˑ
চরানো	t͡ʃ ɔ ɾ a n oˑ
চর্বি	t ɕ o ɹ b iˑ
চর্বি	t͡ʃ o ɾ b iˑ
চর্যাপদ	t ɕ ɔ ɹ d ʑ a p ɔ d̪
চর্যাপদ	t͡ʃ ɔ ɾ d͡ʒ a p ɔ d̪
চলচ্চিত্র	s ɔ l ɔ s i t̪ ɹ ɔˑ
চলচ্চিত্র	s ɔ l ɔ sː i t̪ ɹ ɔˑ
চলচ্চিত্র	t ɕ ɔ l o t ɕ i t̪ː ɹ oˑ
চলচ্চিত্র	t ɕ ɔ l o t ɕː i t̪ː ɹ oˑ
চলচ্চিত্র	t̪ s ɔ l ɔ t̪ s i t̪ ɾ ɔˑ
চলচ্চিত্র	t̪ s ɔ l ɔ t̪ s t̪ s i t̪ ɾ ɔˑ
চলচ্চিত্র	t͡ʃ ɔ l o t͡ʃ i t̪ː ɾ oˑ
চলচ্চিত্র	t͡ʃ ɔ l o t͡ʃː i t̪ː ɾ oˑ
চশম	t ɕ ɔ ʃ o m
চশম	t͡ʃ ɔ ʃ o m
চশমা	s ɔ ʃ m aˑ
চশমা	t ɕ ɔ ʃ m aˑ
চশমা	t̪ s ɔ ʃ m aˑ
চশমা	t͡ʃ ɔ ʃ m aˑ
চা	t ɕ aː
চা	t ɕ aˑ
চা	t͡ʃ aˑ
চাঁকা	t ɕ a k aˑ
চাঁকা	t͡ʃ ã k aˑ
চাঁছা	t ɕ a t ɕʰ aˑ
চাঁছা	t͡ʃ ã t͡ʃʰ aˑ
চাঁটগাঁ	s a t ɡ aˑ
চাঁটগাঁ	t ɕ a t ɡ aˑ
চাঁটগাঁ	t̪ s a t ɡ aˑ
চাঁটগাঁ	t͡ʃ ã ʈ ɡ ãˑ
চাঁদ	t ɕ a d̪
চাঁদ	t͡ʃ ã d̪
চাঁপা	t ɕ a p aˑ
চাঁপা	t͡ʃ ã p aˑ
চাউর	t ɕ a u̯ ɹ
চাউর	t͡ʃ a u̯ ɾ
চাউল	s a u̯ l
চাউল	t ɕ a u̯ l
চাউল	t̪ s a u̯ l
চাউল	t͡ʃ a u̯ l
চাওয়া	s a o̯ aˑ
চাওয়া	t ɕ a o̯ aˑ
চাওয়া	t̪ s a o̯ aˑ
চাওয়া	t͡ʃ a o̯ aˑ
চাকমা	t ɕ a k m aˑ
চাকমা	t͡ʃ a k m aˑ
চাকরানী	t ɕ a k ɹ a n iˑ
চাকরানী	t͡ʃ a k ɾ a n iˑ
চাকরী	t ɕ a k ɹ iˑ
চাকরী	t͡ʃ a k ɾ iˑ
চাকা	t ɕ a k aˑ
চাকা	t͡ʃ a k aˑ
চাকু	t ɕ a k uˑ
চাকু	t͡ʃ a k uˑ
চাগা	t ɕ a ɡ aˑ
চাগা	t͡ʃ a ɡ aˑ
চাটগাঁ	s a t ɡ aˑ
চাটগাঁ	t ɕ a t ɡ aˑ
চাটগাঁ	t̪ s a t ɡ aˑ
চাটগাঁ	t͡ʃ a ʈ ɡ ãˑ
চাটনি	t ɕ a t n iˑ
চাটনি	t͡ʃ a ʈ n iˑ
চাটা	t ɕ a t aˑ
চাটা	t͡ʃ a ʈ aˑ
চাটুজ্জে	t ɕ a t u d ʑː eˑ
চাটুজ্জে	t͡ʃ a ʈ u d͡ʒ d͡ʒ eˑ
চাটুজ্জে	t͡ʃ a ʈ u z̪̪ d͡ʒ eˑ
চাড়ি	t ɕ a ɹ iˑ
চাড়ি	t͡ʃ a ɽ iˑ
চাড়ি	t͡ʃ a ɾ iˑ
চাতক	t ɕ a t̪ o k
চাতক	t͡ʃ a t̪ o k
চাদর	t ɕ a d̪ o ɹ
চাদর	t͡ʃ a d̪ o ɾ
চান্দ্র	t ɕ a n d̪ː ɹ oˑ
চান্দ্র	t͡ʃ a n d̪ː ɾ oˑ
চাপ	t ɕ a p
চাপ	t ɕ aː p
চাপ	t͡ʃ a p
চাপাতি	t ɕ a p a t̪ iˑ
চাপাতি	t͡ʃ a p a t̪ iˑ
চাবি	s a b iˑ
চাবি	t ɕ a b iˑ
চাবি	t̪ s a b iˑ
চাবি	t͡ʃ a b iˑ
চাবুক	t ɕ a b u k
চাবুক	t͡ʃ a b u k
চামচ	t ɕ a m o t ɕ
চামচ	t ɕ a m u t ɕ
চামচ	t͡ʃ a m o t͡ʃ
চামচ	t͡ʃ a m u t͡ʃ
চামড়া	t ɕ a m ɹ aˑ
চামড়া	t͡ʃ a m ɽ aˑ
চামড়া	t͡ʃ a m ɾ aˑ
চামেলি	t ɕ a m e l iˑ
চামেলি	t͡ʃ a m e l iˑ
চার	t ɕ a ɹ
চার	t͡ʃ a ɾ
চার্চ	t ɕ a ɹ t ɕ
চার্চ	t͡ʃ a ɾ t͡ʃ
চার্লস	t ɕ a ɹ l s
চার্লস	t͡ʃ a ɾ l s
চাল	s a l
চাল	t ɕ a l
চাল	t ɕ aː l
চাল	t̪ s a l
চাল	t͡ʃ a l
চালকুমড়া	t ɕ a l k u m ɹ aˑ
চালকুমড়া	t͡ʃ a l k u m ɽ aˑ
চালকুমড়া	t͡ʃ a l k u m ɾ aˑ
চালকুমড়ো	t ɕ a l k u m ɹ oˑ
চালকুমড়ো	t͡ʃ a l k u m ɽ oˑ
চালকুমড়ো	t͡ʃ a l k u m ɾ oˑ
চালু	t ɕ a l uˑ
চালু	t͡ʃ a l uˑ
চাষ	t ɕ a ʃ
চাষ	t ɕ aː ʃ
চাষ	t͡ʃ a ʃ
চাহিদা	s a h i d̪ aˑ
চাহিদা	t ɕ a h i d̪ aˑ
চাহিদা	t̪ s a h i d̪ aˑ
চাহিদা	t͡ʃ a h i d̪ aˑ
চিঁড়া	s i ɹ aˑ
চিঁড়া	t ɕ i ɹ aˑ
চিঁড়া	t̪ s i ɾ aˑ
চিঁড়া	t͡ʃ i ɽ aˑ
চিঁড়া	t͡ʃ i ɾ aˑ
চিঁড়া	t͡ʃ ĩ ɽ aˑ
চিঁড়া	t͡ʃ ĩ ɾ aˑ
চিংড়ি	t ɕ i ŋ ɹ iˑ
চিংড়ি	t͡ʃ i ŋ ɽ iˑ
চিংড়ি	t͡ʃ i ŋ ɾ iˑ
চিকন	t ɕ i k o n
চিকন	t͡ʃ i k o n
চিকিত্সা	t ɕ i k i t̪ ʃ aˑ
চিকিত্সা	t͡ʃ i k i t̪ ʃ aˑ
চিকিৎসক	t ɕ i k i t̪ ʃ ɔ k
চিকিৎসক	t͡ʃ i k i t̪ ʃ ɔ k
চিকুৎকুৎ	s i x u t̪ x u t̪
চিকুৎকুৎ	t ɕ i k u t̪ k u t̪
চিকুৎকুৎ	t̪ s i k u t̪ k u t̪
চিকুৎকুৎ	t͡ʃ i k u t̪ k u t̪
চিজ	t ɕ i d ʑ
চিজ	t͡ʃ i d͡ʒ
চিটাগুড়	t ɕ i t a ɡ u ɹ
চিটাগুড়	t͡ʃ i ʈ a ɡ u ɽ
চিটাগুড়	t͡ʃ i ʈ a ɡ u ɾ
চিঠা	t͡ʃ i ʈʰ a
চিঠি	t ɕ i tʰ iˑ
চিঠি	t͡ʃ i ʈʰ iˑ
চিড়িয়াখানা	t ɕ i ɹ i̯ a kʰ a n aˑ
চিড়িয়াখানা	t͡ʃ i ɽ i̯ a kʰ a n aˑ
চিড়িয়াখানা	t͡ʃ i ɾ i̯ a kʰ a n aˑ
চিতল	t ɕ i t̪ o l
চিতল	t͡ʃ i t̪ o l
চিতা	t ɕ i t̪ aˑ
চিতা	t͡ʃ i t̪ aˑ
চিত্র	t ɕ i t̪ː ɹ oˑ
চিত্র	t͡ʃ i t̪ː ɾ oˑ
চিত্রিত	t ɕ i t̪ː ɹ i t̪ oˑ
চিত্রিত	t͡ʃ i t̪ː ɾ i t̪ oˑ
চিনি	t ɕ i n iˑ
চিনি	t͡ʃ i n iˑ
