अ	ɐ
ग़म्ज़ा	ɣ ɐ̃ m z äː
ग़रारा	ɡ ɐ ɾ äː ɾ äː
ग़रारा	ɣ ɐ ɾ äː ɾ äː
ग़रीब	ɡ ɐ ɾ iː b
ग़रीब	ɣ ɐ ɾ iː b
ग़रीबी	ɡ ɐ ɾ iː b iː
ग़रीबी	ɣ ɐ ɾ iː b iː
ग़रीबो	ɡ ɐ ɾ iː b oː
ग़रीबो	ɣ ɐ ɾ iː b oː
ग़रीबों	ɡ ɐ ɾ iː b õː
ग़रीबों	ɣ ɐ ɾ iː b õː
ग़र्क़	ɡ ɐ ɾ k
ग़र्क़	ɡ ɐ ɾ ɐ k
ग़र्क़	ɣ ɐ ɾ q
ग़र्क़	ɣ ɐ ɾ ɐ q
ग़लत	ɡ ɐ l ɐ t̪
ग़लत	ɣ ɐ l ɐ t̪
ग़लतनामा	ɡ ɐ l ɐ t̪̚ n äː m äː
ग़लतनामा	ɣ ɐ l ɐ t̪̚ n äː m äː
ग़लतफ़हमी	ɡ ɐ l ɐ t̪ pʰ ɛʱ m iː
ग़लतफ़हमी	ɣ ɐ l ɐ t̪ f ɛʱ m iː
ग़लतियाँ	ɡ ɐ l t̪ i j ä̃ː
ग़लतियाँ	ɡ ɐ l ɐ t̪ i j ä̃ː
ग़लतियाँ	ɣ ɐ l t̪ i j ä̃ː
ग़लतियाँ	ɣ ɐ l ɐ t̪ i j ä̃ː
ग़लतियो	ɡ ɐ l t̪ i j oː
ग़लतियो	ɣ ɐ l t̪ i j oː
ग़लतियों	ɡ ɐ l t̪ i j õː
ग़लतियों	ɣ ɐ l t̪ i j õː
ग़लती	ɡ ɐ l t̪ iː
ग़लती	ɡ ɐ l ɐ t̪ iː
ग़लती	ɣ ɐ l t̪ iː
ग़लती	ɣ ɐ l ɐ t̪ iː
ग़ाज़ियाबाद	ɡ äː d͡ʒ i j äː b äː d̪
ग़ाज़ियाबाद	ɣ äː z i j äː b äː d̪
ग़ाज़ी	ɡ äː d͡ʒ iː
ग़ाज़ी	ɣ äː z iː
ग़ाज़ीपुर	ɡ äː d͡ʒ iː p ʊ ɾ
ग़ाज़ीपुर	ɣ äː z iː p ʊ ɾ
ग़ाफ़िल	ɡ äː pʰ ɪ l
ग़ाफ़िल	ɣ äː f ɪ l
ग़ायब	ɡ äː j b
ग़ायब	ɡ äː j ɐ b
ग़ायब	ɣ äː j b
ग़ायब	ɣ äː j ɐ b
ग़ारिब	ɡ äː ɾ ɪ b
ग़ारिब	ɣ äː ɾ ɪ b
ग़ालिब	ɡ äː l ɪ b
ग़ालिब	ɣ äː l ɪ b
ग़ालीचा	ɡ äː l iː t͡ʃ äː
ग़ालीचा	ɣ äː l iː t͡ʃ äː
ग़ुंचा	ɡ ʊ̃ n t͡ʃ äː
ग़ुंचा	ɣ ʊ̃ n t͡ʃ äː
ग़ुब्बारा	ɡ ʊ b̚ b äː ɾ äː
ग़ुब्बारा	ɣ ʊ b̚ b äː ɾ äː
ग़ुब्बारे	ɡ ʊ b̚ b äː ɾ eː
ग़ुब्बारे	ɣ ʊ b̚ b äː ɾ eː
ग़ुब्बारो	ɡ ʊ b̚ b äː ɾ oː
ग़ुब्बारो	ɣ ʊ b̚ b äː ɾ oː
ग़ुब्बारों	ɡ ʊ b̚ b äː ɾ õː
ग़ुब्बारों	ɣ ʊ b̚ b äː ɾ õː
ग़ुरबत	ɡ ʊ ɾ b ɐ t̪
ग़ुरबत	ɣ ʊ ɾ b ɐ t̪
ग़ुर्बत	ɡ ʊ ɾ b ɐ t̪
ग़ुर्बत	ɣ ʊ ɾ b ɐ t̪
ग़ुलाम	ɡ ʊ l ä̃ː m
ग़ुलाम	ɣ ʊ l ä̃ː m
ग़ुलामो	ɡ ʊ l äː m oː
ग़ुलामो	ɣ ʊ l äː m oː
ग़ुलामों	ɡ ʊ l äː m õː
ग़ुलामों	ɣ ʊ l äː m õː
ग़ुल्लक	ɡ ʊ l l ɐ k
ग़ुल्लक	ɣ ʊ l l ɐ k
ग़ुसल	ɡ ʊ s ɐ l
ग़ुसल	ɣ ʊ s ɐ l
ग़ुसलख़ाना	ɡ ʊ s ɐ l kʰ äː n äː
ग़ुसलख़ाना	ɣ ʊ s ɐ l x äː n äː
ग़ुस्ल	ɡ oː s ɐ l
ग़ुस्ल	ɡ ʊ s ɐ l
ग़ुस्ल	ɣ oː s ɐ l
ग़ुस्ल	ɣ ʊ s ɐ l
ग़ुस्लख़ाना	ɡ ʊ s l kʰ äː n äː
ग़ुस्लख़ाना	ɣ ʊ s l x äː n äː
ग़ुस्सा	ɡ ʊ s s äː
ग़ुस्सा	ɣ ʊ s s äː
ग़ुस्साना	ɡ ʊ s s äː n äː
ग़ुस्साना	ɣ ʊ s s äː n äː
ग़ैरक़ानूनी	ɡ ɛː ɾ k äː n uː n iː
ग़ैरक़ानूनी	ɣ ɛː ɾ q äː n uː n iː
ग़ैरत	ɡ ɛː ɾ ɐ t̪
ग़ैरत	ɣ ɛː ɾ ɐ t̪
ग़ैरहाज़िर	ɡ ɛː ɾ ɦ äː d͡ʒ ɪ ɾ
ग़ैरहाज़िर	ɣ ɛː ɾ ɦ äː z ɪ ɾ
ग़ैरहाज़िरी	ɡ ɛː ɾ ɦ äː d͡ʒ ɪ ɾ iː
ग़ैरहाज़िरी	ɣ ɛː ɾ ɦ äː z ɪ ɾ iː
ग़ोता	ɡ oː t̪ äː
ग़ोता	ɣ oː t̪ äː
ग़ोताख़ोर	ɡ oː t̪ äː kʰ oː ɾ
ग़ोताख़ोर	ɣ oː t̪ äː x oː ɾ
ग़ोताख़ोरो	ɡ oː t̪ äː kʰ oː ɾ oː
ग़ोताख़ोरो	ɣ oː t̪ äː x oː ɾ oː
ग़ोताख़ोरों	ɡ oː t̪ äː kʰ oː ɾ õː
ग़ोताख़ोरों	ɣ oː t̪ äː x oː ɾ õː
ग़ौरतलब	ɡ ɔː ɾ t̪ ɐ l ɐ b
ग़ौरतलब	ɣ ɔː ɾ t̪ ɐ l ɐ b
गा	ɡ äː
गाँजा	ɡ ä̃ː d͡ʒ äː
गाँठ	ɡ ä̃ː ʈʰ
गाँठकट	ɡ ä̃ː ʈʰ k ɐ ʈ
गाँठना	ɡ ä̃ː ʈʰ n äː
गाँडू	ɡ ä̃ː ɖ uː
गाँधी	ɡ ä̃ː n̪ d̪ʱ iː
गाँधीनगर	ɡ ä̃ː n̪ d̪ʱ iː n ɐ ɡ ɐ ɾ
गाँव	ɡ ä̃ː oː
गाँव	ɡ ä̃ː ʋ
गाँववाला	ɡ ä̃ː ʋ ʋ äː l äː
गाँवो	ɡ ä̃ː ʋ oː
गाँवों	ɡ ä̃ː ʋ õː
गांगुली	ɡ ä̃ː ŋ ɡ ʊ l iː
गांजा	ɡ ä̃ː n d͡ʒ äː
गांड	ɡ ä̃ː ɳ ɖ
गांडू	ɡ ä̃ː ɳ ɖ uː
गांधार	ɡ ä̃ː n̪ d̪ʱ äː ɾ
गांधी	ɡ ä̃ː n̪ d̪ʱ iː
गांधीगिरी	ɡ ä̃ː n̪ d̪ʱ iː ɡ ɪ ɾ iː
गांभीर्य	ɡ ä̃ː m bʱ iː ɾ jᵊ
गांव	ɡ ä̃ː oː
गांव	ɡ ä̃ː ʋ
गांवो	ɡ ä̃ː m w oː
गांवों	ɡ ä̃ː m w õː
गांसू	ɡ ä̃ː n s uː
गाइये	ɡ äː i j eː
गाइयेगा	ɡ äː i j eː ɡ äː
गाइयो	ɡ äː i j oː
गाउँ	ɡ äː ũː
गाऊँ	ɡ äː ũː
गाऊँगा	ɡ äː ũː ŋ ɡ äː
गाऊँगी	ɡ äː ũː ŋ ɡ iː
गाओ	ɡ äː oː
गाओगी	ɡ äː oː ɡ iː
गाओगे	ɡ äː oː ɡ eː
गाओदी	ɡ äː oː d̪ iː
गाकर	ɡ äː k ɐ ɾ
गाके	ɡ äː k eː
गागर	ɡ äː ɡ ɐ ɾ
गाछ	ɡ äː t͡ʃʰ
गाजना	ɡ äː d͡ʒ n äː
गाजर	ɡ äː d͡ʒ ɐ ɾ
गाजरें	ɡ äː d͡ʒ ɾ ẽː
गाजरो	ɡ äː d͡ʒ ɾ oː
गाजरों	ɡ äː d͡ʒ ɾ õː
गाड़ना	ɡ äː ɽ n äː
गाड़ा	ɡ äː ɽ äː
गाड़ी	ɡ äː ɽ iː
गाढ़ा	ɡ äː ɽʱ äː
गाढ़ी	ɡ äː ɽʱ iː
गाढ़े	ɡ äː ɽʱ eː
गाण्डू	ɡ ä̃ː ɳ ɖ uː
गाता	ɡ äː t̪ äː
गाती	ɡ äː t̪ iː
गातीं	ɡ äː t̪ ĩː
गाते	ɡ äː t̪ eː
गात्र	ɡ äː t̪ ɾᵊ
गाथा	ɡ äː t̪ʰ äː
गाथाएँ	ɡ äː t̪ʰ äː ẽː
गाथाओ	ɡ äː t̪ʰ äː oː
गाथाओं	ɡ äː t̪ʰ äː õː
गाद	ɡ äː d̪
गादुर	ɡ äː d̪ ʊ ɾ
गान	ɡ ä̃ː n
गाना	ɡ äː n äː
गानी	ɡ äː n iː
गानीं	ɡ äː n ĩː
गानेवाला	ɡ äː n eː ʋ äː l äː
गानेवाली	ɡ äː n eː ʋ äː l iː
गानेवालीं	ɡ äː n eː ʋ äː l ĩː
गानेवाले	ɡ äː n eː ʋ äː l eː
गानो	ɡ äː n oː
गानों	ɡ äː n õː
गाभ	ɡ äː bʱ
गाभन	ɡ äː bʱ ɐ̃ n
गाभिन	ɡ äː bʱ ɪ̃ n
गाम	ɡ ä̃ː m
गामिनी	ɡ äː m ɪ n iː
गामी	ɡ äː m iː
गाय	ɡ äː eː
गाय	ɡ äː iː
गाय	ɡ äː j
गायक	ɡ äː j ɐ k
गायकी	ɡ äː j ɐ k iː
गायको	ɡ äː j ɐ k oː
गायकों	ɡ äː j ɐ k õː
गायत्री	ɡ äː j ɐ t̪ ɾ iː
गायन	ɡ äː j ɐ̃ n
गायब	ɡ äː j b
गायब	ɡ äː j ɐ b
गायब	ɣ äː j b
गायब	ɣ äː j ɐ b
गाया	ɡ äː j äː
गायिका	ɡ äː j ɪ k äː
गायिकाएँ	ɡ äː j ɪ k äː ẽː
गायिकाओ	ɡ äː j ɪ k äː oː
गायिकाओं	ɡ äː j ɪ k äː õː
गायी	ɡ äː j iː
गायीं	ɡ äː j ĩː
गाये	ɡ äː j eː
गायें	ɡ äː j ẽː
गायेंगी	ɡ äː j ẽː ŋ ɡ iː
गायेंगे	ɡ äː j ẽː ŋ ɡ eː
गायेगा	ɡ äː j eː ɡ äː
गायेगी	ɡ äː j eː ɡ iː
गायो	ɡ äː j oː
गायों	ɡ äː j õː
गारफ़ील्ड	ɡ äː ɾ f iː l ɖ
गारफ़ील्ड	ɡ äː ɾ pʰ iː l ɖ
गारी	ɡ äː ɾ iː
गाल	ɡ äː l
गालिब	ɡ äː l ɪ b
गाली	ɡ äː l iː
गाव	ɡ äː ʋ
गाह	ɡ äːʱ
गाहक	ɡ äː ɦ ɐ k
गिजाई	ɡ ɪ d͡ʒ äː iː
गिटार	ɡ ɪ ʈ äː ɾ
गिड़गिड़ाना	ɡ ɪ ɽ ɡ ɪ ɽ äː n äː
गिड़गिड़ाहट	ɡ ɪ ɽ ɡ ɪ ɽ äː ɦ ɐ ʈ
गिद्ध	ɡ ɪ d̪ʱ
गिद्ध	ɡ ɪ d̪ːʱ
गिनतारा	ɡ ɪ̃ n̪ t̪ äː ɾ äː
गिनती	ɡ ɪ̃ n̪ t̪ iː
गिनना	ɡ ɪ̃ n n äː
गिरकर	ɡ ɪ ɾ k ɐ ɾ
गिरजा	ɡ ɪ ɾ d͡ʒ äː
गिरजाघर	ɡ ɪ ɾ d͡ʒ äː ɡʱ ɐ ɾ
गिरता	ɡ ɪ ɾ t̪ äː
गिरना	ɡ ɪ ɾ n äː
गिरनेवाला	ɡ ɪ ɾ n eː ʋ äː l äː
गिरनेवाली	ɡ ɪ ɾ n eː ʋ äː l iː
गिरनेवालीं	ɡ ɪ ɾ n eː ʋ äː l ĩː
गिरनेवाले	ɡ ɪ ɾ n eː ʋ äː l eː
गिरफ़्त	ɡ ɪ ɾ ɐ f t̪
गिरफ़्त	ɡ ɪ ɾ ɐ pʰ t̪
गिरफ़्तार	ɡ ɪ ɾ ɐ f t̪ äː ɾ
गिरफ़्तार	ɡ ɪ ɾ ɐ pʰ t̪ äː ɾ
गिरफ़्तारी	ɡ ɪ ɾ ɐ f t̪ äː ɾ iː
गिरफ़्तारी	ɡ ɪ ɾ ɐ pʰ t̪ äː ɾ iː
गिरमिटिया	ɡ ɪ ɾ m ɪ ʈ i j äː
गिरह	ɡ ɪ ɾ ɛʱ
गिरा	ɡ ɪ ɾ äː
गिराइये	ɡ ɪ ɾ äː i j eː
गिराइयेगा	ɡ ɪ ɾ äː i j eː ɡ äː
गिराइयो	ɡ ɪ ɾ äː i j oː
गिराऊँ	ɡ ɪ ɾ äː ũː
गिराऊँगा	ɡ ɪ ɾ äː ũː ŋ ɡ äː
गिराऊँगी	ɡ ɪ ɾ äː ũː ŋ ɡ iː
गिराओ	ɡ ɪ ɾ äː oː
गिराओगी	ɡ ɪ ɾ äː oː ɡ iː
गिराओगे	ɡ ɪ ɾ äː oː ɡ eː
गिराकर	ɡ ɪ ɾ äː k ɐ ɾ
गिराके	ɡ ɪ ɾ äː k eː
गिराता	ɡ ɪ ɾ äː t̪ äː
गिराती	ɡ ɪ ɾ äː t̪ iː
गिरातीं	ɡ ɪ ɾ äː t̪ ĩː
गिराते	ɡ ɪ ɾ äː t̪ eː
गिराना	ɡ ɪ ɾ äː n äː
गिरानी	ɡ ɪ ɾ äː n iː
गिरानीं	ɡ ɪ ɾ äː n ĩː
गिराने	ɡ ɪ ɾ äː n eː
गिरानेवाला	ɡ ɪ ɾ äː n eː ʋ äː l äː
गिरानेवाली	ɡ ɪ ɾ äː n eː ʋ äː l iː
गिरानेवालीं	ɡ ɪ ɾ äː n eː ʋ äː l ĩː
गिरानेवाले	ɡ ɪ ɾ äː n eː ʋ äː l eː
गिराया	ɡ ɪ ɾ äː j äː
गिरायी	ɡ ɪ ɾ äː j iː
गिरायीं	ɡ ɪ ɾ äː j ĩː
गिराये	ɡ ɪ ɾ äː j eː
गिरायें	ɡ ɪ ɾ äː j ẽː
गिरायेंगी	ɡ ɪ ɾ äː j ẽː ŋ ɡ iː
गिरायेंगे	ɡ ɪ ɾ äː j ẽː ŋ ɡ eː
गिरायेगा	ɡ ɪ ɾ äː j eː ɡ äː
गिरायेगी	ɡ ɪ ɾ äː j eː ɡ iː
गिराव	ɡ ɪ ɾ äː ʋ
गिरावट	ɡ ɪ ɾ äː ʋ ɐ ʈ
गिरिजा	ɡ ɪ ɾ ɪ d͡ʒ äː
गिरिये	ɡ ɪ ɾ i j eː
गिरियेगा	ɡ ɪ ɾ i j eː ɡ äː
गिरियो	ɡ ɪ ɾ i j oː
गिरिह	ɡ ɪ ɾ iːʱ
गिरूँगा	ɡ ɪ ɾ ũː ŋ ɡ äː
गिरूँगी	ɡ ɪ ɾ ũː ŋ ɡ iː
गिरेंगी	ɡ ɪ ɾ ẽː ŋ ɡ iː
गिरेंगे	ɡ ɪ ɾ ẽː ŋ ɡ eː
गिरेगा	ɡ ɪ ɾ eː ɡ äː
गिरोह	ɡ ɪ ɾ oːʱ
गिलहरी	ɡ ɪ l ɛʱ ɾ iː
गिला	ɡ ɪ l äː
गिलास	ɡ ɪ l äː s
गींजना	ɡ ĩː n d͡ʒ n äː
गीजर	ɡ iː d͡ʒ ɐ ɾ
गीज़र	ɡ iː d͡ʒ ɐ ɾ
गीज़र	ɡ iː z ɐ ɾ
गीतकार	ɡ iː t̪ k äː ɾ
गीता	ɡ iː t̪ äː
गीतांजलि	ɡ iː t̪ ä̃ː n d͡ʒ l iː
गीताएँ	ɡ iː t̪ äː ẽː
गीताओ	ɡ iː t̪ äː oː
गीताओं	ɡ iː t̪ äː õː
गीतापल्ली	ɡ iː t̪ äː p ɐ l l iː
गीतिका	ɡ iː t̪ ɪ k äː
गीतिनाटक	ɡ iː t̪ ɪ n äː ʈ ɐ k
गीतिनाट्य	ɡ iː t̪ ɪ n äː ʈ jᵊ
गीदड़	ɡ iː d̪ ɐ ɽ
गीला	ɡ iː l äː
गीशा	ɡ iː ʃ äː
गुँथना	ɡ ʊ̃ t̪ʰ n äː
गुंजन	ɡ ʊ̃ n d͡ʒ ɐ̃ n
गुंजा	ɡ ʊ̃ n d͡ʒ äː
गुंजाइश	ɡ ʊ̃ n d͡ʒ äː ɪ ʃ
गुंजिश्क	ɡ ʊ̃ n d͡ʒ ɪ ʃ k
गुंटूर	ɡ ʊ̃ ɳ ʈ uː ɾ
गुंडा	ɡ ʊ̃ ɳ ɖ äː
गुंडागर्दी	ɡ ʊ̃ ɳ ɖ äː ɡ ɐ ɾ d̪ iː
गुंबज	ɡ ʊ̃ m b ɐ d͡ʒ
गुंबज	ɡ ʊ̃ m b ɐ z
गुंबज़	ɡ ʊ̃ m b ɐ d͡ʒ
गुंबज़	ɡ ʊ̃ m b ɐ z
गुआंगदोंग	ɡ ʊ ä̃ː ŋ ɡ d̪ õː ŋ ɡ
गुआंगशी	ɡ ʊ ä̃ː ŋ ɡ ʃ iː
गुआम	ɡ ʊ ä̃ː m
गुइयांग	ɡ ʊ i j ä̃ː ŋ ɡ
गुओमिंदांग	ɡ ʊ oː m ɪ̃ n̪ d̪ ä̃ː ŋ ɡ
गुगल	ɡ ʊ ɡ ɐ l
गुच्छ	ɡ ʊ t̚ t͡ʃʰ
गुच्छ	ɡ ʊ t͡ʃʰ
गुच्छा	ɡ ʊ t̚ t͡ʃʰ äː
गुच्छो	ɡ ʊ t̚ t͡ʃʰ oː
गुच्छों	ɡ ʊ t̚ t͡ʃʰ õː
गुजरांवाला	ɡ ʊ d͡ʒ ɾ ä̃ː m w äː l äː
गुजरात	ɡ ʊ d͡ʒ ɾ äː t̪
गुजराती	ɡ ʊ d͡ʒ ɾ äː t̪ iː
गुज़रता	ɡ ʊ d͡ʒ ɐ ɾ t̪ äː
गुज़रता	ɡ ʊ z ɐ ɾ t̪ äː
गुज़रती	ɡ ʊ d͡ʒ ɐ ɾ t̪ iː
गुज़रती	ɡ ʊ z ɐ ɾ t̪ iː
गुज़रतीं	ɡ ʊ d͡ʒ ɐ ɾ t̪ ĩː
गुज़रतीं	ɡ ʊ z ɐ ɾ t̪ ĩː
गुज़रते	ɡ ʊ d͡ʒ ɐ ɾ t̪ eː
गुज़रते	ɡ ʊ z ɐ ɾ t̪ eː
गुज़रना	ɡ ʊ d͡ʒ ɐ ɾ n äː
गुज़रना	ɡ ʊ z ɐ ɾ n äː
गुज़रने	ɡ ʊ d͡ʒ ɐ ɾ n eː
गुज़रने	ɡ ʊ z ɐ ɾ n eː
गुज़रनेवाला	ɡ ʊ d͡ʒ ɐ ɾ n eː ʋ äː l äː
गुज़रनेवाला	ɡ ʊ z ɐ ɾ n eː ʋ äː l äː
गुज़रनेवाली	ɡ ʊ d͡ʒ ɐ ɾ n eː ʋ äː l iː
गुज़रनेवाली	ɡ ʊ z ɐ ɾ n eː ʋ äː l iː
गुज़रनेवालीं	ɡ ʊ d͡ʒ ɐ ɾ n eː ʋ äː l ĩː
गुज़रनेवालीं	ɡ ʊ z ɐ ɾ n eː ʋ äː l ĩː
गुज़रनेवाले	ɡ ʊ d͡ʒ ɐ ɾ n eː ʋ äː l eː
गुज़रनेवाले	ɡ ʊ z ɐ ɾ n eː ʋ äː l eː
गुज़रा	ɡ ʊ d͡ʒ ɾ äː
गुज़रा	ɡ ʊ z ɾ äː
गुज़रिये	ɡ ʊ d͡ʒ ɾ i j eː
गुज़रिये	ɡ ʊ z ɾ i j eː
गुज़रियेगा	ɡ ʊ d͡ʒ ɾ i j eː ɡ äː
गुज़रियेगा	ɡ ʊ z ɾ i j eː ɡ äː
गुज़रियो	ɡ ʊ d͡ʒ ɾ i j oː
गुज़रियो	ɡ ʊ z ɾ i j oː
गुज़रूँगा	ɡ ʊ d͡ʒ ɾ ũː ŋ ɡ äː
गुज़रूँगा	ɡ ʊ z ɾ ũː ŋ ɡ äː
गुज़रूँगी	ɡ ʊ d͡ʒ ɾ ũː ŋ ɡ iː
गुज़रूँगी	ɡ ʊ z ɾ ũː ŋ ɡ iː
गुज़रेंगी	ɡ ʊ d͡ʒ ɾ ẽː ŋ ɡ iː
गुज़रेंगी	ɡ ʊ z ɾ ẽː ŋ ɡ iː
गुज़रेंगे	ɡ ʊ d͡ʒ ɾ ẽː ŋ ɡ eː
गुज़रेंगे	ɡ ʊ z ɾ ẽː ŋ ɡ eː
गुज़रेगा	ɡ ʊ d͡ʒ ɾ eː ɡ äː
गुज़रेगा	ɡ ʊ z ɾ eː ɡ äː
गुज़श्ता	ɡ ʊ d͡ʒ ɐ ʃ t̪ äː
गुज़श्ता	ɡ ʊ z ɐ ʃ t̪ äː
गुज़ारिश	ɡ ʊ d͡ʒ äː ɾ ɪ ʃ
गुज़ारिश	ɡ ʊ z äː ɾ ɪ ʃ
गुज्जू	ɡ ʊ d̚ d͡ʒ uː
गुझिया	ɡ ʊ d͡ʒʱ i j äː
गुटका	ɡ ʊ ʈ k äː
गुठलियाँ	ɡ ʊ ʈʰ l i j ä̃ː
गुठलियो	ɡ ʊ ʈʰ l i j oː
गुठलियों	ɡ ʊ ʈʰ l i j õː
गुड़गाँव	ɡ ʊ ɽ ɡ ä̃ː ʋ
गुड़ाकू	ɡ ʊ ɽ äː k uː
गुड़िया	ɡ ʊ ɽ i j äː
गुण	ɡ ʊ̃ ɳ
गुणधर्म	ɡ ʊ̃ ɳ d̪ʱ ɐ ɾ m
गुणनखण्ड	ɡ ʊ ɳ ɐ̃ n kʰ ɐ̃ ɳ ɖ
गुणनफल	ɡ ʊ ɳ ɐ̃ n pʰ ɐ l
गुणवत्ता	ɡ ʊ̃ ɳ w ɐ t̪̚ t̪ äː
गुणसूत्रबिंदु	ɡ ʊ̃ ɳ s uː t̪ ɾᵊ b ɪ̃ n̪ d̪ uː
गुणा	ɡ ʊ ɳ äː
गुणांक	ɡ ʊ ɳ ä̃ː ŋ k
गुत्थी	ɡ ʊ t̪̚ t̪ʰ iː
गुदगुदा	ɡ ʊ d̪ ɡ ʊ d̪ äː
गुदा	ɡ ʊ d̪ äː
गुदाद्वार	ɡ ʊ d̪ äː d̪ w äː ɾ
गुनगुन	ɡ ʊ̃ n ɡ ʊ̃ n
गुनगुना	ɡ ʊ̃ n ɡ ʊ n äː
गुनगुनाना	ɡ ʊ̃ n ɡ ʊ n äː n äː
गुनना	ɡ ʊ̃ n n äː
गुनहगार	ɡ ʊ n ɛʱ ɡ äː ɾ
गुना	ɡ ʊ n äː
गुनाह	ɡ ʊ n äːʱ
गुनाहो	ɡ ʊ n äː ɦ oː
गुनाहों	ɡ ʊ n äː ɦ õː
गुनिया	ɡ ʊ n i j äː
गुन्मा	ɡ ʊ̃ n m äː
गुपाल	ɡ ʊ p äː l
गुप्तचर	ɡ ʊ p t̚ t͡ʃ ɐ ɾ
गुप्तचर्या	ɡ ʊ p t̪ ɐ t͡ʃ ɐ ɾ j äː
गुप्तता	ɡ ʊ p t̪ᵊ t̪ äː
गुप्ता	ɡ ʊ p t̪ äː
गुप्तांग	ɡ ʊ p t̪ ä̃ː ŋ ɡ
गुफ़ा	ɡ ʊ f äː
गुफ़्तगू	ɡ ʊ f t̪ ɐ ɡ uː
गुफ़्तगू	ɡ ʊ pʰ t̪ ɐ ɡ uː
गुफ़्तार	ɡ ʊ f t̪ äː ɾ
गुफ़्तार	ɡ ʊ pʰ t̪ äː ɾ
गुफा	ɡ ʊ f äː
गुफा	ɡ ʊ pʰ äː
गुबरैला	ɡ ʊ b ɾ ɛː l äː
गुब्बारा	ɡ ʊ b̚ b äː ɾ äː
गुब्बारा	ɣ ʊ b̚ b äː ɾ äː
गुब्बारे	ɡ ʊ b̚ b äː ɾ eː
गुब्बारे	ɣ ʊ b̚ b äː ɾ eː
गुब्बारो	ɡ ʊ b̚ b äː ɾ oː
गुब्बारो	ɣ ʊ b̚ b äː ɾ oː
गुब्बारों	ɡ ʊ b̚ b äː ɾ õː
गुब्बारों	ɣ ʊ b̚ b äː ɾ õː
गुम	ɡ ʊ̃ m
गुमटी	ɡ ʊ̃ m ʈ iː
गुमड़ा	ɡ ʊ̃ m ɽ äː
गुमना	ɡ ʊ̃ m n äː
गुमनाम	ɡ ʊ̃ m n ä̃ː m
गुमनामी	ɡ ʊ̃ m n äː m iː
गुमराह	ɡ ʊ̃ m ɾ äːʱ
गुमराही	ɡ ʊ̃ m ɾ äː ɦ iː
गुमशुदा	ɡ ʊ̃ m ʃ ʊ d̪ äː
गुमसुम	ɡ ʊ̃ m s ʊ̃ m
गुमान	ɡ ʊ m ä̃ː n
गुरदासपुर	ɡ ʊ ɾ d̪ äː s p ʊ ɾ
गुरबानी	ɡ ʊ ɾ b äː n iː
गुरुग्राम	ɡ ʊ ɾ ʊ ɡ ɾ ä̃ː m
गुरुत्व	ɡ ʊ ɾ ʊ t̪ w ɐ
गुरुत्वाकर्षण	ɡ ʊ ɾ ʊ t̪ w äː k ɐ ɾ ʃ ɐ̃ ɳ
गुरुत्वीय	ɡ ʊ ɾ ʊ t̪ w iː jᵊ
गुरुद्वारा	ɡ ʊ ɾ ʊ d̪ w äː ɾ äː
गुरुवार	ɡ ʊ ɾ ʊ ʋ äː ɾ
गुर्जिस्तान	ɡ ʊ ɾ d͡ʒ ɪ s t̪ ä̃ː n
गुर्दा	ɡ ʊ ɾ d̪ äː
गुर्बा	ɡ ʊ ɾ b äː
गुलगुला	ɡ ʊ l ɡ ʊ l äː
गुलछर्रा	ɡ ʊ l t͡ʃʰ ɐ r r äː
गुलछर्रे	ɡ ʊ l t͡ʃʰ ɐ r r eː
गुलज़ार	ɡ ʊ l d͡ʒ äː ɾ
गुलज़ार	ɡ ʊ l z äː ɾ
गुलदस्ता	ɡ ʊ l d̪ ɐ s t̪ äː
गुलदान	ɡ ʊ l d̪ ä̃ː n
गुलफ़ाम	ɡ ʊ l f ä̃ː m
गुलफ़ाम	ɡ ʊ l pʰ ä̃ː m
गुलशन	ɡ ʊ l ʃ ɐ̃ n
गुलाब	ɡ ʊ l äː b
गुलाबी	ɡ ʊ l äː b iː
गुलाम	ɡ ʊ l ä̃ː m
गुलाम	ɣ ʊ l ä̃ː m
गुलाल	ɡ ʊ l äː l
गुलिस्तान	ɡ ʊ l s ɪ t̪ ä̃ː n
गुलिस्तान	ɡ ʊ l ɪ s t̪ ä̃ː n
गुलिस्तानों	ɡ ʊ l ɪ s t̪ äː n õː
गुलूबंद	ɡ ʊ l uː b ɐ̃ n̪ d̪
गुलौआ	ɡ ʊ l ɔː äː
गुल्ला	ɡ ʊ l l äː
गुवाहाटी	ɡ ʊ ʋ äː ɦ äː ʈ iː
गुस्ताख़	ɡ ʊ s t̪ äː kʰ
गुस्ताख़	ɡ ʊ s t̪ äː x
गुस्ताख़ी	ɡ ʊ s t̪ äː kʰ iː
गुस्ताख़ी	ɡ ʊ s t̪ äː x iː
गुस्सा	ɡ ʊ s s äː
गुस्सा	ɣ ʊ s s äː
गुह	ɡ uːʱ
गुहना	ɡ ɔʱ n äː
गुहर	ɡ ɔ ɦ ɔ ɾ
गुहा	ɡ ʊ ɦ äː
गुहार	ɡ ʊ ɦ äː ɾ
गुह्य	ɡ ɔʱ jᵊ
गूँगा	ɡ ũː ŋ ɡ äː
गूँगी	ɡ ũː ŋ ɡ iː
गूँगे	ɡ ũː ŋ ɡ eː
गूँजना	ɡ ũː n d͡ʒ n äː
गूँजें	ɡ ũː n d͡ʒ ẽː
गूँथना	ɡ ũː t̪ʰ n äː
