NG	e̞nd͡ʑi
마련하다	ma̠ɾjʌ̹nɦa̠da̠
마루	ma̠ɾu
마르다	ma̠ɾɯda̠
마르멜로	ma̠ɾɯme̞ɭɭo̞
마르스	ma̠ɾɯsʰɯ
마르코	ma̠ɾɯkʰo̞
마르크스주의	ma̠ɾɯkxɯsʰɯd͡ʑuɰi
마리화나	ma̠ɾiβwa̠na̠
마마	ˈma̠ːma̠
마멋	ma̠mʌ̹t̚
마무르다	ma̠muɾɯda̠
마무리	ma̠muɾi
마법	ma̠bʌ̹p̚
마법사	ma̠bʌ̹ps͈a̠
마사지	ma̠sʰa̠d͡ʑi
마사지하다	ma̠sʰa̠d͡ʑiɦa̠da̠
마술	ma̠sʰuɭ
마술사	ma̠sʰuɭs͈a̠
마스카라	ma̠sʰɯkʰa̠ɾa̠
마스크	ma̠sʰɯkxɯ
마스터베이션	ma̠sʰɯtʰʌ̹be̞iɕʰjʌ̹n
마약	ma̠ja̠k̚
마요네즈	ma̠jone̞d͡ʑɯ
마우스	ma̠usʰɯ
마유	ˈma̠ːju
마육	ˈma̠ːjuk̚
마음	ma̠ɯm
마이너스	ma̠inʌ̹sʰɯ
마이크	ma̠ikxɯ
마이크로파	ma̠ikxɯɾo̞pʰa̠
마이크로프로세서	ma̠ikxɯɾo̞pʰɯɾo̞sʰe̞sʰʌ̹
마일	ma̠iɭ
마작	ˈma̠ːd͡ʑa̠k̚
마장	ma̠d͡ʑa̠ŋ
마중하다	ma̠d͡ʑuŋɦa̠da̠
마지막	ma̠d͡ʑima̠k̚
마차	ˈma̠ːt͡ɕʰa̠
마천루	ma̠t͡ɕʰʌ̹ɭɭu
마치	ma̠t͡ɕʰi
마치다	ma̠t͡ɕʰida̠
마침	ma̠t͡ɕʰim
마침내	ma̠t͡ɕʰimne̞
마침표	ma̠t͡ɕʰimpʰjo
마카오	ma̠kʰa̠o̞
마케도니아	ma̠kʰe̞do̞nia̠
마케도니아어	ma̠kʰe̞do̞nia̠ʌ̹
마케팅	ma̠kʰe̞tʰiŋ
마켓	ma̠kʰe̞t̚
마크	ma̠kxɯ
마티아	ma̠tʰia̠
마파람	ma̠pʰa̠ɾa̠m
마푸토	ma̠pʰutʰo̞
막바지	ma̠k̚p͈a̠d͡ʑi
막힘없다	ma̠kçimʌ̹p̚t͈a̠
만날	ˈma̠ːnna̠ɭ
만년	ˈma̠ːnɲjʌ̹n
만능	ma̠nnɯŋ
만들다	ma̠ndɯɭda̠
만들어지다	ma̠ndɯɾʌ̹d͡ʑida̠
만세	ˈma̠ːnsʰe̞
만약	ˈma̠ːɲja̠k̚
만유인력	ˈma̠ːɲjuiɭʎjʌ̹k̚
만일	ˈma̠ːniɭ
만족	ma̠nd͡ʑo̞k̚
만하다	ma̠nɦa̠da̠
만화	ˈma̠ːnβwa̠
많다	ˈma̠ːntʰa̠
많아지다	ˈma̠ːna̠d͡ʑida̠
많은	ˈma̠ːnɯn
많이	ˈma̠ːni
말	ma̠ːɭ
말	ma̠ɭ
말갛다	ˈma̠ːɭɡa̠tʰa̠
말거머리	ma̠ɭɡʌ̹mʌ̹ɾi
말고기	ma̠ɭɡo̞ɡi
말기	ma̠ɭɡi
말다	ˈma̠ːɭda̠
말다	ma̠ɭda̠
말다툼	ˈma̠ːɭda̠tʰum
말똥가리	ma̠ɭt͈o̞ŋɡa̠ɾi
말똥구리	ma̠ɭt͈o̞ŋɡuɾi
말뚝망둥어	ma̠ɭt͈uŋma̠ŋduŋʌ̹
말라깽이	ma̠ɭɭa̠k͈e̞ŋi
말라보	ma̠ɭɭa̠bo̞
말라위	ma̠ɭɭa̠ɥi
말레	ma̠ɭɭe̞
말레이시아	ma̠ɭɭe̞iɕʰia̠
말리	ma̠ɭʎi
말리다	ma̠ɭʎida̠
말살하다	ma̠ɭs͈a̠ɾɦa̠da̠
말솜씨	ˈma̠ːɭs͈o̞mɕ͈i
말씀하다	ˈma̠ːɭs͈ɯmɦa̠da̠
말하다	ˈma̠ːɾɦa̠da̠
맘속	ˈma̠ːms͈o̞k̚
맛	ma̠t̚
맛보다	ma̠t̚p͈o̞da̠
맛없다	ma̠dʌ̹p̚t͈a̠
망간	ma̠ŋɡa̠n
망막	ma̠ŋma̠k̚
망명	ma̠ŋmjʌ̹ŋ
망설이다	ma̠ŋsʰʌ̹ɾida̠
망아지	ma̠ŋa̠d͡ʑi
망연	ma̠ŋjʌ̹n
망연하다	ma̠ŋjʌ̹nɦa̠da̠
망치	ma̠ŋt͡ɕʰi
망하다	ma̠ŋɦa̠da̠
맞다	ma̠t̚t͈a̠
맞다	ma̠t̚t͈a̠
맞벌이	ma̠t̚p͈ʌ̹ɾi
맞부딪치다	ma̠t̚p͈udit̚t͡ɕʰida̠
맞선	ma̠t̚s͈ʌ̹n
맞은편	ma̠d͡ʑɯnpʰjʌ̹n
맞이	ma̠d͡ʑi
맞이하다	ma̠d͡ʑiɦa̠da̠
맞춤	ma̠t̚t͡ɕʰum
맞춤법	ma̠t̚t͡ɕʰump͈ʌ̹p̚
맞흥정	ma̠tʰɯŋd͡ʑʌ̹ŋ
맡기다	ma̠t̚k͈ida̠
맡다	ma̠t̚t͈a̠
매	me̞
매	me̞ː
매국노	ˈme̞ːɡuŋno̞
매끄럽다	me̞k͈ɯɾʌ̹p̚t͈a̠
매니저	me̞nid͡ʑʌ̹
매다	ˈme̞ːda̠
매달	ˈme̞ːda̠ɭ
매달다	ˈme̞ːda̠ɭda̠
매달리다	ˈme̞ːda̠ɭʎida̠
매독	me̞do̞k̚
매듭	me̞dɯp̚
매력	me̞ɾjʌ̹k̚
매번	ˈme̞ːbʌ̹n
매섭다	me̞sʰʌ̹p̚t͈a̠
매실주	me̞ɕʰiɭt͡ɕ͈u
매우	me̞u
매월	ˈme̞ːwʌ̹ɭ
매일	ˈme̞ːiɭ
매주	ˈme̞ːd͡ʑu
매춘부	ˈme̞ːt͡ɕʰunbu
매출	ˈme̞ːt͡ɕʰuɭ
매콤하다	me̞kʰo̞mɦa̠da̠
매탄	me̞tʰa̠n
매트리스	me̞tʰɯɾisʰɯ
맥아	me̞ɡa̠
맥주	me̞k̚t͡ɕ͈u
맨	me̞ːn
맨	me̞n
맨	me̞n
맨날	ˈme̞ːnna̠ɭ
맨션	me̞nɕʰjʌ̹n
맬웨어	me̞ɾwe̞ʌ̹
맵다	me̞p̚t͈a̠
맹	me̞ŋ
맹꽁이	ˈme̞ːŋk͈o̞ŋi
맹목적	me̞ŋmo̞k̚t͡ɕ͈ʌ̹k̚
맹세	ˈme̞ːŋsʰe̞
맹장염	me̞ŋd͡ʑa̠ŋjʌ̹m
맺다	me̞t̚t͈a̠
먄마	mja̠nma̠
머구리	mʌ̹ɡuɾi
머그잔	mʌ̹ɡɯd͡ʑa̠n
머금다	mʌ̹ɡɯmda̠
머리	mʌ̹ɾi
머리말	mʌ̹ɾima̠ɭ
머리카락	mʌ̹ɾikʰa̠ɾa̠k̚
머리하다	mʌ̹ɾiɦa̠da̠
머릿속	mʌ̹ɾit̚s͈o̞k̚
머무르다	mʌ̹muɾɯda̠
머슴	mʌ̹sʰɯm
머저리	mʌ̹d͡ʑʌ̹ɾi
머핀	mʌ̹pʰin
먹	mʌ̹k̚
먹물	mʌ̹ŋmuɭ
먹방	mʌ̹k̚p͈a̠ŋ
먹이	mʌ̹ɡi
먹이그물	mʌ̹ɡiɡɯmuɭ
먹이다	mʌ̹ɡida̠
먹황새	mʌ̹kʰwa̠ŋsʰe̞
먼지	mʌ̹nd͡ʑi
멀다	ˈmɘːɭda̠
멀리	ˈmɘːɭʎi
멀어지다	ˈmɘːɾʌ̹d͡ʑida̠
멀쩡하다	mʌ̹ɭt͡ɕ͈ʌ̹ŋɦa̠da̠
멀찌감치	mʌ̹ɭt͡ɕ͈iɡa̠mt͡ɕʰi
멈추다	mʌ̹mt͡ɕʰuda̠
멈칫	mʌ̹mt͡ɕʰit̚
멋	mʌ̹t̚
멋있다	mʌ̹ɕʰit̚t͈a̠
멋지다	mʌ̹t̚t͡ɕ͈ida̠
멍멍이	mʌ̹ŋmʌ̹ŋi
멍에	mʌ̹ŋe̞
멍청이	mʌ̹ŋt͡ɕʰʌ̹ŋi
멍텅구리	mʌ̹ŋtʰʌ̹ŋɡuɾi
멍하다	ˈmɘːŋɦa̠da̠
메기	ˈme̞ːɡi
메뉴	me̞ɲju
메달	me̞da̠ɭ
메소드	me̞sʰo̞dɯ
메시지	me̞ɕʰid͡ʑi
메아리	me̞a̠ɾi
메이스	me̞isʰɯ
메일	me̞iɭ
메카	me̞kʰa̠
메토끼	me̞tʰo̞k͈i
메히꼬	me̞ʝik͈o̞
멕시코	me̞kɕ͈ikʰo̞
멘델레븀	me̞nde̞ɭɭe̞bjum
멘붕	me̞nbuŋ
멜라닌	me̞ɭɭa̠nin
멜로디	me̞ɭɭo̞di
멜번	me̞ɭbʌ̹n
멜키체덱	me̞ɭkçit͡ɕʰe̞de̞k̚
멥쌀	me̞ps͈a̠ɭ
멧돼지	me̞t̚t͈we̞d͡ʑi
멧박쥐	me̞t̚p͈a̠k̚t͡ɕ͈ɥi
멧밭쥐	me̞t̚p͈a̠t̚t͡ɕ͈ɥi
멧토끼	me̞t̚tʰo̞k͈i
며느리	mjʌ̹nɯɾi
며칠	mjʌ̹t͡ɕʰiɭ
멱	mjʌ̹k̚
면	mjʌ̹n
면서	mjʌ̹nsʰʌ̹
면양	mjʌ̹ɲja̠ŋ
면역	ˈmjɘːɲjʌ̹k̚
면역학	mjʌ̹ɲjʌ̹kʰa̠k̚
면접	ˈmjɘːnd͡ʑʌ̹p̚
면책조항	mjʌ̹nt͡ɕʰe̞k̚t͡ɕ͈o̞ɦa̠ŋ
면포	mjʌ̹npʰo̞
면하다	ˈmjɘːnɦa̠da̠
면허증	ˈmjɘːnɦʌ̹t͡ɕ͈ɯŋ
명	mjʌ̹ŋ
명관	mjʌ̹ŋɡwa̠n
명란	mjʌ̹ŋna̠n
명령	ˈmjɘːŋɲjʌ̹ŋ
명명	ˈmjɘːŋmjʌ̹ŋ
명명법	ˈmjɘːŋmjʌ̹ŋbʌ̹p̚
명성	mjʌ̹ŋsʰʌ̹ŋ
명운	ˈmjɘːŋun
명태	mjʌ̹ŋtʰe̞
명함	mjʌ̹ŋɦa̠m
모가디슈	mo̞ɡa̠diɕʰju
모과	ˈmo̞ːɡwa̠
모교	ˈmo̞ːɡjo
모기	ˈmo̞ːɡi
모나코	mo̞na̠kʰo̞
모니터	mo̞nitʰʌ̹
모델	mo̞de̞ɭ
모두	mo̞du
모듈	mo̞djuɭ
모든	ˈmo̞ːdɯn
모듬	mo̞dɯm
모란봉	mo̞ɾa̠nbo̞ŋ
모래	mo̞ɾe̞
모래상자	mo̞ɾe̞sʰa̠ŋd͡ʑa̠
모로니	mo̞ɾo̞ni
모로코	mo̞ɾo̞kʰo̞
모루	ˈmo̞ːɾu
모리셔스	mo̞ɾiɕʰjʌ̹sʰɯ
모리타니	mo̞ɾitʰa̠ni
모반	mo̞ba̠n
모사	mo̞sʰa̠
모세혈관	mo̞sʰe̞ʝjʌ̹ɭɡwa̠n
모순	mo̞sʰun
모스코븀	mo̞sʰɯkʰo̞bjum
모스크	mo̞sʰɯkxɯ
모시다	ˈmo̞ːɕʰida̠
모양	mo̞ja̠ŋ
모어	ˈmo̞ːʌ̹
모오케	mo̞o̞kʰe̞
모욕하다	ˈmo̞ːjokʰa̠da̠
모으다	mo̞ɯda̠
모음	mo̞ɯm
모잠비크	mo̞d͡ʑa̠mbikxɯ
모조리	mo̞d͡ʑo̞ɾi
모충	mo̞t͡ɕʰuŋ
모치망둑	mo̞t͡ɕʰima̠ŋduk̚
모태	mo̞tʰe̞
모터	mo̞tʰʌ̹
모텔	mo̞tʰe̞ɭ
모토	mo̞tʰo̞
모퉁이	mo̞tʰuŋi
모페드	mo̞pʰe̞dɯ
모피	mo̞pʰi
모험	ˈmo̞ːɦʌ̹m
목	mo̞k̚
목격자	mo̞k̚k͈jʌ̹k̚t͡ɕ͈a̠
목구멍	mo̞k̚k͈umʌ̹ŋ
목다리	mo̞k̚t͈a̠ɾi
목란	mo̞ŋna̠n
목련	mo̞ŋɲjʌ̹n
목마름	mo̞ŋma̠ɾɯm
목면	mo̞ŋmjʌ̹n
목발	mo̞k̚p͈a̠ɭ
목사	mo̞ks͈a̠
목소리	mo̞ks͈o̞ɾi
목욕하다	mo̞ɡjokʰa̠da̠
목장	mo̞k̚t͡ɕ͈a̠ŋ
목적	mo̞k̚t͡ɕ͈ʌ̹k̚
목젖	mo̞k̚t͡ɕ͈ʌ̹t̚
목차	mo̞k̚t͡ɕʰa̠
목청	mo̞k̚t͡ɕʰʌ̹ŋ
목탄	mo̞k̚tʰa̠n
몫	mo̞k̚
몫몫이	mo̞ŋmo̞kɕ͈i
몬로비아	mo̞ɭɭo̞bia̠
몬순	mo̞nsʰun
몬스터	mo̞nsʰɯtʰʌ̹
몬테네그로	mo̞ntʰe̞ne̞ɡɯɾo̞
몬트리올	mo̞ntʰɯɾio̞ɭ
몰	mo̞ɭ
몰개	mo̞ɭɡe̞
몰다	ˈmo̞ːɭda̠
몰리브데넘	mo̞ɭʎibɯde̞nʌ̹m
몰타	mo̞ɭtʰa̠
몰타어	mo̞ɭtʰa̠ʌ̹
몸	mo̞m
몸매	mo̞mme̞
몸빛깔	mo̞mp͈it̚k͈a̠ɭ
몸소	mo̞msʰo̞
몸통	mo̞mtʰo̞ŋ
몹시	ˈmo̞ːpɕ͈i
못살다	mo̞t̚s͈a̠ɭda̠
못생기다	ˈmo̞ːt̚s͈e̞ŋɡida̠
못지않다	ˈmo̞ːt̚t͡ɕ͈ia̠ntʰa̠
못하다	mo̞tʰa̠da̠
몽	mo̞ŋ
몽골	mo̞ŋɡo̞ɭ
묘	mjo
묘사하다	ˈmjoːsʰa̠ɦa̠da̠
묘지	ˈmjoːd͡ʑi
묠니르	mjoɭʎiɾɯ
무	muː
무	muː
무	mu
무겁다	muɡʌ̹p̚t͈a̠
무게	muɡe̞
무관심하다	muɡwa̠nɕʰimɦa̠da̠
무궁화	muɡuŋβwa̠
무기	ˈmuːɡi
무기고	ˈmuːɡiɡo̞
무너지다	munʌ̹d͡ʑida̠
무늬	muni
무늬망둑	munima̠ŋduk̚
무당	muda̠ŋ
무당개구리	ˈmuːda̠ŋɡe̞ɡuɾi
무대	ˈmuːde̞
무덤	mudʌ̹m
무디다	mudida̠
무렵	muɾjʌ̹p̚
무료	muɾjo
무릎	muɾɯp̚
무리	muɾi
무사하다	musʰa̠ɦa̠da̠
무서움	musʰʌ̹um
무서워하다	musʰʌ̹wʌ̹ɦa̠da̠
무선전화	musʰʌ̹nd͡ʑʌ̹nβwa̠
무섭다	musʰʌ̹p̚t͈a̠
무수	musʰu
무슨	musʰɯn
무슬림	musʰɯɭʎim
무시하다	muɕʰiɦa̠da̠
무신론	muɕʰinno̞n
무어	muʌ̹
무언가	muʌ̹nɡa̠
무언증	muʌ̹nd͡ʑɯŋ
무엇	muʌ̹t̚
무역	ˈmuːjʌ̹k̚
무용하다	mujoŋɦa̠da̠
무자맥질	mud͡ʑa̠me̞k̚t͡ɕ͈iɭ
무조건	mud͡ʑo̞k͈ʌ̹n
무죄	mud͡ʑwe̞
무지개	mud͡ʑiɡe̞
무진장	mud͡ʑind͡ʑa̠ŋ
무척	mut͡ɕʰʌ̹k̚
묵	muk̚
묵다	muk̚t͈a̠
묵묵히	muŋmukçi
묵은지	muɡɯnd͡ʑi
묵은해	muɡɯnɦe̞
묵주	muk̚t͡ɕ͈u
묶다	muk̚t͈a̠
문	mun
문구	munɡu
문둥이박쥐	munduŋiba̠k̚t͡ɕ͈ɥi
문득	mundɯk̚
문명	munmjʌ̹ŋ
문방	munba̠ŋ
문법	munp͈ʌ̹p̚
문어	munʌ̹
문의	ˈmuːnɰi
문자	munt͡ɕ͈a̠
문자반	munt͡ɕ͈a̠ba̠n
문장	mund͡ʑa̠ŋ
문절망둑	mund͡ʑʌ̹ɭma̠ŋduk̚
문제	ˈmuːnd͡ʑe̞
문제점	mund͡ʑe̞d͡ʑʌ̹m
문지르다	mund͡ʑiɾɯda̠
문진	mund͡ʑin
문학	munɦa̠k̚
문해	munɦe̞
문화어	munβwa̠ʌ̹
문화재	munβwa̠d͡ʑe̞
문화적	munβwa̠d͡ʑʌ̹k̚
묻히다	mutʰida̠
물	muɭ
물개	muɭɡe̞
물결	muɭk͈jʌ̹ɭ
물고기	muɭk͈o̞ɡi
물기	muɭk͈i
물러나다	muɭɭʌ̹na̠da̠
물러서다	muɭɭʌ̹sʰʌ̹da̠
물레	muɭɭe̞
물려받다	muɭʎjʌ̹ba̠t̚t͈a̠
물론	muɭɭo̞n
물론입니다	muɭɭo̞nimnida̠
물리학	muɭʎiɦa̠k̚
물속	muɭs͈o̞k̚
물수리	muɭs͈uɾi
물윗수염박쥐	muɾɥit̚s͈ujʌ̹mba̠k̚t͡ɕ͈ɥi
물음표	muɾɯmpʰjo
물질	muɭt͡ɕ͈iɭ
물체	muɭt͡ɕʰe̞
뭄바이	mumba̠i
뭍	mut̚
뭐	mwɘː
뮌헨	mɥinɦe̞n
미각	miɡa̠k̚
미국	miɡuk̚
미국오리	miɡuɡo̞ɾi
미국인	miɡuɡin
미국흰죽지	miɡukçind͡ʑuk̚t͡ɕ͈i
미꾸라지	mik͈uɾa̠d͡ʑi
미꾸리	mik͈uɾi
미끄럽다	mik͈ɯɾʌ̹p̚t͈a̠
미끈망둑	mik͈ɯnma̠ŋduk̚
미누스	minusʰɯ
미니버스	minibʌ̹sʰɯ
미니스커트	minisʰɯkʰʌ̹tʰɯ
미닫이문	ˈmiːda̠dimun
미디어	midiʌ̹
미라	miɾa̠
미래	ˈmiːɾe̞
미래시제	ˈmiːɾe̞ɕʰid͡ʑe̞
미래학	ˈmiːɾe̞ɦa̠k̚
미로	ˈmiːɾo̞
미륵	miɾɯk̚
미분법	mibunbʌ̹p̚
미사	misʰa̠
미생물	misʰe̞ŋmuɭ
미성숙하다	ˈmiːsʰʌ̹ŋsʰukʰa̠da̠
미소짓다	misʰo̞d͡ʑit̚t͈a̠
미수	misʰu
미술관	ˈmiːsʰuɭɡwa̠n
미스	misʰɯ
미스터	misʰɯtʰʌ̹
미스터리	misʰɯtʰʌ̹ɾi
미안	mia̠n
미안하다	mia̠nɦa̠da̠
미얀마	mija̠nma̠
미역	mijʌ̹k̚
미역국	mijʌ̹k̚k͈uk̚
미용사	ˈmiːjoŋsʰa̠
미용원	ˈmiːjoŋwʌ̹n
미주	mid͡ʑu
미주알	mid͡ʑua̠ɭ
미주알고주알	mid͡ʑua̠ɭɡo̞d͡ʑua̠ɭ
미지수	ˈmiːd͡ʑisʰu
미처	mit͡ɕʰʌ̹
미치광이	mit͡ɕʰiɡwa̠ŋi
미치다	mit͡ɕʰida̠
미터	mitʰʌ̹
미투리	mitʰuɾi
미하일	miɦa̠iɭ
미확인비행물체	miβwa̠ɡinbiɦe̞ŋmuɭt͡ɕʰe̞
민간	minɡa̠n
민감	minɡa̠m
민국	minɡuk̚
민낯	minna̠t̚
민달팽이	minda̠ɭpʰe̞ŋi
민서	mins͈ʌ̹
민요	miɲjo
민족주의	mind͡ʑo̞k̚t͡ɕ͈uɰi
민주	mind͡ʑu
민주주의자	mind͡ʑud͡ʑuɰid͡ʑa̠
민중	mind͡ʑuŋ
민첩성	mint͡ɕʰʌ̹ps͈ʌ̹ŋ
믿다	mit̚t͈a̠
믿음	midɯm
밀당	miɭda̠ŋ
밀도	miɭt͈o̞
밀랍	miɭɭa̠p̚
밀리미터	miɭʎimitʰʌ̹
밀림	miɭʎim
밀어	miɾʌ̹
밀월	miɾwʌ̹ɭ
밀자개	miɭd͡ʑa̠ɡe̞
밀접하다	miɭt͡ɕ͈ʌ̹pʰa̠da̠
밀크	miɭkxɯ
밉다	ˈmiːp̚t͈a̠
바게트	p͈a̠ɡe̞tʰɯ
바깥	pa̠k͈a̠t̚
바깥어른	pa̠k͈a̠dʌ̹ɾɯn
바꾸다	pa̠k͈uda̠
바뀌다	pa̠k͈ɥida̠
바냐	pa̠ɲja̠
바누아투	pa̠nua̠tʰu
바다	pa̠da̠
바다말	pa̠da̠ma̠ɭ
바다비오리	pa̠da̠bio̞ɾi
바다제비	pa̠da̠d͡ʑe̞bi
바다표범	pa̠da̠pʰjobʌ̹m
바닥	pa̠da̠k̚
바닷가	pa̠da̠t̚k͈a̠
바람	pa̠ɾa̠m
바람둥이	pa̠ɾa̠mduŋi
바로	pa̠ɾo̞
바로가기	pa̠ɾo̞ɡa̠ɡi
바로잡다	pa̠ɾo̞d͡ʑa̠p̚t͈a̠
바륨	pa̠ɾjum
바르다	pa̠ɾɯda̠
바르샤바	pa̠ɾɯɕʰja̠ba̠
바리	pa̠ɾi
바마코	pa̠ma̠kʰo̞
바베이도스	pa̠be̞ido̞sʰɯ
바보	ˈpa̠ːbo̞
바쁘다	pa̠p͈ɯda̠
바삭바삭하다	pa̠sʰa̠k̚p͈a̠sʰa̠kʰa̠da̠
바수다	pa̠sʰuda̠
바스스카프	pa̠sʰɯsʰɯkʰa̠pʰɯ
바알	pa̠a̠ɭ
바오로	pa̠o̞ɾo̞
바오즈	pa̠o̞d͡ʑɯ
바위	pa̠ɥi
바이러스	pa̠iɾʌ̹sʰɯ
바이슨	pa̠isʰɯn
바자회	pa̠d͡ʑa̠βwe̞
바지	pa̠d͡ʑi
바지	pa̠d͡ʑi
바지락	pa̠d͡ʑiɾa̠k̚
바치다	pa̠t͡ɕʰida̠
바퀴	pa̠kʰɥi
바탕	pa̠tʰa̠ŋ
바티칸	pa̠tʰikʰa̠n
박	pa̠k̚
박다	pa̠k̚t͈a̠
박대	pa̠k̚t͈e̞
박동	ˈpa̠ːk̚t͈o̞ŋ
박물관	pa̠ŋmuɭɡwa̠n
박사	pa̠ks͈a̠
박수	pa̠ks͈u
박수하다	pa̠ks͈uɦa̠da̠
박스	pa̠ks͈ɯ
박엽지	pa̠ɡjʌ̹p̚t͡ɕ͈i
박제	pa̠k̚t͡ɕ͈e̞
박쥐	pa̠k̚t͡ɕ͈ɥi
박차	pa̠k̚t͡ɕʰa̠
박치기	pa̠k̚t͡ɕʰiɡi
박테리아	pa̠k̚tʰe̞ɾia̠
박해자	pa̠kʰe̞d͡ʑa̠
박히다	pa̠kçida̠
밖에	pa̠k͈e̞
반	pa̠n
반가	ˈpa̠ːnɡa̠
반갑다	pa̠nɡa̠p̚t͈a̠
반값	pa̠nɡa̠p̚
반값	pa̠nk͈a̠p̚
반다르세리베가완	pa̠nda̠ɾɯsʰe̞ɾibe̞ɡa̠wa̠n
반대	ˈpa̠ːnde̞
반대어	ˈpa̠ːnde̞ʌ̹
반대하다	ˈpa̠ːnde̞ɦa̠da̠
반도	pa̠ndo̞
반도체	pa̠ndo̞t͡ɕʰe̞
반듯이	pa̠ndɯɕʰi
반듯하다	pa̠ndɯtʰa̠da̠
반란	ˈpa̠ːɭɭa̠n
반려	ˈpa̠ːɭʎjʌ̹
반립자	pa̠ɭʎip̚t͡ɕ͈a̠
반말	pa̠nma̠ɭ
반물질	ˈpa̠ːnmuɭt͡ɕ͈iɭ
반반	ˈpa̠ːnba̠n
반발	ˈpa̠ːnba̠ɭ
반복하다	pa̠nbo̞kʰa̠da̠
반사	ˈpa̠ːnsʰa̠
반성	pa̠ns͈ʌ̹ŋ
반시옷	pa̠nɕʰio̞t̚
반액	ˈpa̠ːne̞k̚
반역	ˈpa̠ːɲjʌ̹k̚
반역자	ˈpa̠ːɲjʌ̹k̚t͡ɕ͈a̠
반열반	pa̠ɲjʌ̹ɭba̠n
반영	ˈpa̠ːɲjʌ̹ŋ
반영하다	ˈpa̠ːɲjʌ̹ŋɦa̠da̠
반올림	ˈpa̠ːno̞ɭʎim
반절	pa̠nd͡ʑʌ̹ɭ
반주	ˈpa̠ːnd͡ʑu
반줄	pa̠nd͡ʑuɭ
반지름	ˈpa̠ːnd͡ʑiɾɯm
반짝이다	pa̠nt͡ɕ͈a̠ɡida̠
반항	ˈpa̠ːnɦa̠ŋ
반항하다	pa̠nɦa̠ŋɦa̠da̠
받아들이다	pa̠da̠dɯɾida̠
받아쓰기	pa̠da̠s͈ɯɡi
받침	pa̠t̚t͡ɕʰim
발	pa̠ɭ
발	pa̠ːɭ
발가락	pa̠ɭk͈a̠ɾa̠k̚
발갛다	ˈpa̠ːɭɡa̠tʰa̠
발견	pa̠ɭɡjʌ̹n
발견되다	pa̠ɭɡjʌ̹ndwe̞da̠
발견하다	pa̠ɭɡjʌ̹nɦa̠da̠
발구지	pa̠ɭɡud͡ʑi
발기	pa̠ɭɡi
발기다	pa̠ɭɡida̠
발꿈치	pa̠ɭk͈umt͡ɕʰi
발끝	pa̠ɭk͈ɯt̚
발달	pa̠ɭt͈a̠ɭ
발달하다	pa̠ɭt͈a̠ɾɦa̠da̠
발뒤꿈치	pa̠ɭt͈ɥik͈umt͡ɕʰi
발랄라이카	pa̠ɭɭa̠ɭɭa̠ikʰa̠
발레	pa̠ɭɭe̞
발매	pa̠ɭme̞
발매되다	pa̠ɭme̞dwe̞da̠
발명	pa̠ɭmjʌ̹ŋ
발목	pa̠ɭmo̞k̚
발바닥	pa̠ɭba̠da̠k̚
발바리	pa̠ɭba̠ɾi
발바리차	ˈpa̠ːɭba̠ɾit͡ɕʰa̠
발생	pa̠ɭs͈e̞ŋ
발생하다	pa̠ɭsʰe̞ŋɦa̠da̠
발음하다	pa̠ɾɯmɦa̠da̠
발자국	pa̠ɭt͡ɕ͈a̠ɡuk̚
발정	pa̠ɭt͡ɕ͈ʌ̹ŋ
발짝	pa̠ɭt͡ɕ͈a̠k̚
발코니	pa̠ɭkʰo̞ni
발톱	pa̠ɭtʰo̞p̚
발효	pa̠ɾʝjo
발휘하다	pa̠ɾɦɥiɦa̠da̠
밝을녘	pa̠ɭɡɯɭʎjʌ̹k̚
밝혀지다	pa̠ɭkçjʌ̹d͡ʑida̠
밝히다	pa̠ɭkçida̠
밤새	pa̠ms͈e̞
밥	pa̠p̚
밥상	pa̠ps͈a̠ŋ
밥솥	pa̠ps͈o̞t̚
밧줄	pa̠t̚t͡ɕ͈uɭ
방가면	pa̠ŋɡa̠mjʌ̹n
방공	pa̠ŋɡo̞ŋ
방귀	ˈpa̠ːŋɡɥi
방귀뀌다	pa̠ŋɡɥik͈ɥida̠
방글라데시	pa̠ŋɡɯɭɭa̠de̞ɕʰi
방기	pa̠ŋɡi
방망이	pa̠ŋma̠ŋi
방명	pa̠ŋmjʌ̹ŋ
방법	pa̠ŋbʌ̹p̚
방사능	ˈpa̠ːŋsʰa̠nɯŋ
방송국	ˈpa̠ːŋsʰo̞ŋɡuk̚
방송원	pa̠ŋsʰo̞ŋwʌ̹n
방송하다	ˈpa̠ːŋsʰo̞ŋɦa̠da̠
방심	pa̠ŋɕʰim
방아	pa̠ŋa̠
방아쇠	pa̠ŋa̠sʰwe̞
방안	pa̠ŋa̠n
방앗간	pa̠ŋa̠t̚k͈a̠n
방어하다	pa̠ŋʌ̹ɦa̠da̠
방언	pa̠ŋʌ̹n
방영	ˈpa̠ːŋjʌ̹ŋ
방울	pa̠ŋuɭ
방위각	pa̠ŋɥiɡa̠k̚
방점	pa̠ŋt͡ɕ͈ʌ̹m
방정식	pa̠ŋd͡ʑʌ̹ŋɕʰik̚
방주	pa̠ŋd͡ʑu
방지	pa̠ŋd͡ʑi
방추	pa̠ŋt͡ɕʰu
방콕	pa̠ŋkʰo̞k̚
방탄	pa̠ŋtʰa̠n
방패	pa̠ŋpʰe̞
방플	ˈpa̠ːŋpʰɯɭ
방학	pa̠ŋɦa̠k̚
방해하다	pa̠ŋɦe̞ɦa̠da̠
