ͷ	t͡sʼ
λύκαινα	l y c e n a
λύκαινα	l y k ɛ n a
λύκαινα	l ý k a i̯ n a
λύκαστοσ	l i k a s t o s
λύκαστοσ	l y k a s t o s
λύκαστοσ	l ý k a s t o s
λύκαψοσ	l i k a p s o s
λύκαψοσ	l y k a p s o s
λύκαψοσ	l ý k a p s o s
λύκειον	l i c i o n
λύκειον	l y c i o n
λύκειον	l y k i o n
λύκειον	l ý k eː o n
λύκιοι	l i c i i
λύκιοι	l y c i y
λύκιοι	l y k i y
λύκιοι	l ý k i o i̯
λύκιον	l i c i o n
λύκιον	l y c i o n
λύκιον	l y k i o n
λύκιον	l ý k i o n
λύκιοσ	l i c i o s
λύκιοσ	l y c i o s
λύκιοσ	l y k i o s
λύκιοσ	l ý k i o s
λύκοσ	l i k o s
λύκοσ	l y k o s
λύκοσ	l ý k o s
λύκτοσ	l i k t o s
λύκτοσ	l y k t o s
λύκτοσ	l ý k t o s
λύοι	l i i
λύοι	l y y
λύοι	l y̌ː o i̯
λύοιεν	l i i e n
λύοιεν	l y y e n
λύοιεν	l y y ɛ n
λύοιεν	l y̌ː o i̯ e n
λύοιμεν	l i i m e n
λύοιμεν	l y y m e n
λύοιμεν	l y y m ɛ n
λύοιμεν	l y̌ː o i̯ m e n
λύοιμι	l i i m i
λύοιμι	l y y m i
λύοιμι	l y̌ː o i̯ m i
λύοισ	l i i s
λύοισ	l y y s
λύοισ	l y̌ː o i̯ s
λύοιτε	l i i t e
λύοιτε	l y y t e
λύοιτε	l y y t ɛ
λύοιτε	l y̌ː o i̯ t e
λύοιτον	l i i t o n
λύοιτον	l y y t o n
λύοιτον	l y̌ː o i̯ t o n
λύομαι	l i o m e
λύομαι	l y o m e
λύομαι	l y o m ɛ
λύομαι	l y̌ː o m a i̯
λύομεν	l i o m e n
λύομεν	l y o m e n
λύομεν	l y o m ɛ n
λύομεν	l y̌ː o m e n
λύουσι	l i u s i
λύουσι	l y u s i
λύουσι	l y̌ː oː s i
λύουσιν	l i u s i n
λύουσιν	l y u s i n
λύουσιν	l y̌ː oː s i n
λύπη	l i p i
λύπη	l y p e
λύπη	l y p i
λύπη	l ý p ɛː
λύρα	l i r a
λύρα	l y r a
λύρα	l ý r a
λύσανδροσ	l i s a n d r o s
λύσανδροσ	l y s a n d r o s
λύσανδροσ	l ý s a n d r o s
λύσασ	l i s a s
λύσασ	l y s a s
λύσασ	l y̌ː s aː s
λύσατε	l i s a t e
λύσατε	l y s a t e
λύσατε	l y s a t ɛ
λύσατε	l y̌ː s a t e
λύσει	l i s i
λύσει	l y s i
λύσει	l ý s eː
λύσει	l y̌ː s eː
λύσεισ	l i s i s
λύσεισ	l y s i s
λύσεισ	l ý s eː s
λύσεισ	l y̌ː s eː s
λύσετε	l i s e t e
λύσετε	l y s e t e
λύσετε	l y s ɛ t ɛ
λύσετε	l y̌ː s e t e
λύσηι	l i s i
λύσηι	l y s e
λύσηι	l y s i
λύσηι	l y̌ː s ɛː i̯
λύσιπποσ	l i s i p o s
λύσιπποσ	l y s i p p o s
λύσιπποσ	l y̌ː s i p p o s
λύσισ	l i s i s
λύσισ	l y s i s
λύσισ	l ý s i s
λύσσα	l i s a
λύσσα	l y s s a
λύσσα	l ý s s a
λύστρα	l i s t r a
λύστρα	l y s t r a
λύστρα	l ý s t r a
λύστρα	l ý s t r aː
λύσω	l i s o
λύσω	l y s o
λύσω	l y̌ː s ɔː
λύτο	l i t o
λύτο	l y t o
λύτο	l ý t o
λύω	l i o
λύω	l y o
λύω	l y̌ː ɔː
λύωμεν	l i o m e n
λύωμεν	l y o m e n
λύωμεν	l y o m ɛ n
λύωμεν	l y̌ː ɔː m e n
λύων	l i o n
λύων	l y o n
λύων	l y̌ː ɔː n
λύωσι	l i o s i
λύωσι	l y o s i
λύωσι	l y̌ː ɔː s i
λύωσιν	l i o s i n
λύωσιν	l y o s i n
λύωσιν	l y̌ː ɔː s i n
λώβηξ	l o b e k s
λώβηξ	l o v i k s
λώβηξ	l o β i k s
λώβηξ	l ɔ̌ː b ɛː k s
λώτινοσ	l o t i n o s
λώτινοσ	l ɔ̌ː t i n o s
μά	m a
μά	m á
μάγαδισ	m a ɡ a d i s
μάγαδισ	m a ɣ a ð i s
μάγαδισ	m á ɡ a d i s
μάγγανον	m a ŋ ɡ a n o n
μάγγανον	m á ŋ ɡ a n o n
μάγδωλοσ	m a ɡ d o l o s
μάγδωλοσ	m a ɣ ð o l o s
μάγδωλοσ	m á ɡ d ɔː l o s
μάγειροσ	m a ɡ i r o s
μάγειροσ	m a ɣ i r o s
μάγειροσ	m a ʝ i r o s
μάγειροσ	m á ɡ eː r o s
μάγμα	m a ɡ m a
μάγμα	m a ɣ m a
μάγμα	m á ŋ m a
μάγνησ	m a ɡ n e s
μάγνησ	m a ɣ n i s
μάγνησ	m á ɡ n ɛː s
μάγνητεσ	m a ɡ n e t ɛ s
μάγνητεσ	m a ɣ n i t e s
μάγνητεσ	m á ɡ n ɛː t e s
μάγοσ	m a ɡ o s
μάγοσ	m a ɣ o s
μάγοσ	m á ɡ o s
μάγων	m a ɡ o n
μάγων	m a ɣ o n
μάγων	m á ɡ ɔː n
μάδυτοσ	m a d y t o s
μάδυτοσ	m a ð i t o s
μάδυτοσ	m a ð y t o s
μάδυτοσ	m á d y t o s
μάθημα	m a tʰ e m a
μάθημα	m a θ i m a
μάθημα	m á tʰ ɛː m a
μάθησισ	m a tʰ e s i s
μάθησισ	m a θ i s i s
μάθησισ	m á tʰ ɛː s i s
μάκαρ	m a k a r
μάκαρ	m á k a r
μάκαρεσ	m a k a r e s
μάκαρεσ	m a k a r ɛ s
μάκαρεσ	m á k a r e s
μάκελλα	m a c e l a
μάκελλα	m a c e l l a
μάκελλα	m a k e l l a
μάκελλα	m a k ɛ l l a
μάκελλα	m á k e l l a
μάκιρ	m a c i r
μάκιρ	m a k i r
μάκιστοσ	m a c i s t o s
μάκιστοσ	m a k i s t o s
μάκιστοσ	m ǎː k i s t o s
μάκρων	m a k r o n
μάκρων	m á k r ɔː n
μάκτρα	m a k t r a
μάκτρα	m á k t r a
μάλα	m a l a
μάλα	m á l a
μάλαγμα	m a l a ɡ m a
μάλαγμα	m a l a ɣ m a
μάλαγμα	m á l a ŋ m a
μάλδακον	m a l d a k o n
μάλδακον	m a l ð a k o n
μάλδακον	m á l d a k o n
μάλθα	m a l tʰ a
μάλθα	m a l θ a
μάλθα	m á l tʰ a
μάλιστ'	m a l i s t
μάλιστ'	m á l i s t
μάλιστα	m a l i s t a
μάλιστα	m á l i s t a
μάλκη	m a l c i
μάλκη	m a l k e
μάλκη	m a l k i
μάλκη	m á l k ɛː
μάλλιοσ	m a l i o s
μάλλιοσ	m a l l i o s
μάλλιοσ	m á l l i o s
μάλχοσ	m a l kʰ o s
μάλχοσ	m a l x o s
μάλχοσ	m á l kʰ o s
μάμμη	m a m i
μάμμη	m a m m e
μάμμη	m a m m i
μάμμη	m á m m ɛː
μάν	m a n
μάν	m ǎː n
μάνδρα	m a n d r a
μάνδρα	m á n d r aː
μάντισ	m a n d i s
μάντισ	m a n t i s
μάντισ	m á n t i s
μάνυζα	m a n i z a
μάνυζα	m a n y z a
μάνυζα	m á n y z d a
μάραγδοσ	m a r a ɡ d o s
μάραγδοσ	m a r a ɣ ð o s
μάραγδοσ	m á r a ɡ d o s
μάραθον	m a r a tʰ o n
μάραθον	m a r a θ o n
μάραθον	m á r a tʰ o n
μάργοσ	m a r ɡ o s
μάργοσ	m a r ɣ o s
μάργοσ	m á r ɡ o s
μάρδοσ	m a r d o s
μάρδοσ	m a r ð o s
μάρδοσ	m á r d o s
μάρεια	m a r i a
μάρεια	m á r eː a
μάρη	m a r e
μάρη	m a r i
μάρη	m á r ɛː
μάρθα	m a r θ a
μάριον	m a r i o n
μάριον	m á r i o n
μάρισ	m a r i s
μάρισ	m á r i s
μάρκελλοσ	m a r c e l l o s
μάρκελλοσ	m a r c e l o s
μάρκελλοσ	m a r k e l l o s
μάρκελλοσ	m a r k ɛ l l o s
μάρκελλοσ	m ǎː r k e l l o s
μάρκου	m a r k u
μάρκου	m ǎː r k oː
μάρμαροσ	m a r m a r o s
μάρμαροσ	m á r m a r o s
μάρναμαι	m a r n a m e
μάρναμαι	m a r n a m ɛ
μάρναμαι	m á r n a m a i̯
μάρναντο	m a r n a n d o
μάρναντο	m a r n a n t o
μάρναντο	m á r n a n t o
μάρνασθαι	m a r n a s tʰ ɛ
μάρνασθαι	m a r n a s θ e
μάρνασθαι	m a r n a s θ ɛ
μάρνασθαι	m á r n a s tʰ a i̯
μάρπησσα	m a r p e s s a
μάρπησσα	m a r p i s a
μάρπησσα	m a r p i s s a
μάρπησσα	m á r p ɛː s s a
μάρρον	m a r o n
μάρρον	m a r r o n
μάρρον	m a r̥ r̥ o n
μάρρον	m á r̥ r̥ o n
μάρτιοσ	m a r t i o s
μάρτιοσ	m ǎː r t i o s
μάρτυρ	m a r t i r
μάρτυρ	m a r t y r
μάρτυρ	m á r t y r
μάρτυσ	m a r t i s
μάρτυσ	m a r t y s
μάρτυσ	m á r t y s
μάρων	m a r o n
μάρων	m á r ɔː n
μάσημα	m a s e m a
μάσημα	m a s i m a
μάσημα	m á s ɛː m a
μάσησ	m a s e s
μάσησ	m a s i s
μάσησ	m ǎː s ɛː s
μάσησισ	m a s e s i s
μάσησισ	m a s i s i s
μάσησισ	m á s ɛː s i s
μάσσω	m a s o
μάσσω	m a s s o
μάσσω	m á s s ɔː
μάσσων	m a s o n
μάσσων	m a s s o n
μάσσων	m á s s ɔː n
μάσταξ	m a s t a k s
μάσταξ	m á s t a k s
μάσταυρα	m a s t a v r a
μάσταυρα	m a s t a w r a
μάσταυρα	m a s t a β r a
μάσταυρα	m á s t a u̯ r a
μάστιγα	m a s t i ɡ a
μάστιγα	m a s t i ɣ a
μάστιγα	m á s t iː ɡ a
μάστιγι	m a s t i ɡ i
μάστιγι	m a s t i ɣ i
μάστιγι	m a s t i ʝ i
μάστιγι	m á s t iː ɡ i
μάστιξ	m a s t i k s
μάστιξ	m á s t iː k s
μάστιξεν	m a s t i k s e n
μάστιξεν	m a s t i k s ɛ n
μάστιξεν	m á s t i k s e n
μάταιοσ	m a t e o s
μάταιοσ	m a t ɛ o s
μάταιοσ	m á t a i̯ o s
μάτη	m a t e
μάτη	m a t i
μάτη	m á t ɛː
μάτηρ	m a t e r
μάτηρ	m a t i r
μάτηρ	m ǎː t ɛː r
μάτρυλλοσ	m a t r i l o s
μάτρυλλοσ	m a t r y l l o s
μάτρυλλοσ	m á t r y l l o s
μάτταβοσ	m a t a v o s
μάτταβοσ	m a t t a b o s
μάτταβοσ	m a t t a v o s
μάτταβοσ	m a t t a β o s
μάτταβοσ	m á t t a b o s
μάχαιρα	m a ç e r a
μάχαιρα	m a kʰ ɛ r a
μάχαιρα	m a x ɛ r a
μάχαιρα	m á kʰ a i̯ r a
μάχεσθαι	m a ç e s θ e
μάχεσθαι	m a kʰ ɛ s tʰ ɛ
μάχεσθαι	m a x e s θ ɛ
μάχεσθαι	m á kʰ e s tʰ a i̯
μάχη	m a ç i
μάχη	m a kʰ e
μάχη	m a x i
μάχη	m á kʰ ɛː
μάχηι	m a ç i
μάχηι	m a kʰ e
μάχηι	m a x i
μάχηι	m á kʰ ɛː i̯
μάχην	m a ç i n
μάχην	m a kʰ e n
μάχην	m a x i n
μάχην	m á kʰ ɛː n
μάχησ	m a ç i
μάχησ	m a kʰ e
μάχησ	m a x i
μάχησ	m á kʰ ɛː
μάχλοσ	m a kʰ l o s
μάχλοσ	m a x l o s
μάχλοσ	m á kʰ l o s
μάχοιτο	m a ç i t o
μάχοιτο	m a ç y t o
μάχοιτο	m a kʰ y t o
μάχοιτο	m a x y t o
μάχοιτο	m á kʰ o i̯ t o
μάχομαι	m a kʰ o m ɛ
μάχομαι	m a x o m e
μάχομαι	m a x o m ɛ
μάχομαι	m á kʰ o m a i̯
μάχονται	m a kʰ o n t ɛ
μάχονται	m a x o n d e
μάχονται	m a x o n t e
μάχονται	m a x o n t ɛ
μάχονται	m á kʰ o n t a i̯
μάχοντο	e m a x o n d o
μάχοντο	e m a x o n t o
μάχοντο	e m á kʰ o n t o
μάχοντο	ɛ m a kʰ o n t o
μάϊοσ	m a i o s
μάϊοσ	m ǎː i o s
μέγ'	m e ɣ
μέγ'	m é ɡ
μέγ'	m ɛ ɡ
μέγαθοσ	m e ɣ a θ o s
μέγαθοσ	m é ɡ a tʰ o s
μέγαθοσ	m ɛ ɡ a tʰ o s
μέγαν	m e ɣ a n
μέγαν	m é ɡ a n
μέγαν	m ɛ ɡ a n
μέγαρα	m e ɣ a r a
μέγαρα	m é ɡ a r a
μέγαρα	m ɛ ɡ a r a
μέγαρον	m e ɣ a r o n
μέγαρον	m é ɡ a r o n
μέγαρον	m ɛ ɡ a r o n
μέγασ	m e ɣ a s
μέγασ	m é ɡ a s
μέγασ	m ɛ ɡ a s
μέγεθοσ	m e ɣ e θ o s
μέγεθοσ	m e ʝ e θ o s
μέγεθοσ	m é ɡ e tʰ o s
μέγεθοσ	m ɛ ɡ ɛ tʰ o s
μέγιστε	m e ɣ i s t e
μέγιστε	m e ʝ i s t e
μέγιστε	m é ɡ i s t e
μέγιστε	m ɛ ɡ i s t ɛ
μέγιστοι	m e ɣ i s t y
μέγιστοι	m e ʝ i s t i
μέγιστοι	m e ʝ i s t y
μέγιστοι	m é ɡ i s t o i̯
μέγιστοι	m ɛ ɡ i s t y
μέγιστον	m e ɣ i s t o n
μέγιστον	m e ʝ i s t o n
μέγιστον	m é ɡ i s t o n
μέγιστον	m ɛ ɡ i s t o n
μέγιστοσ	m e ɣ i s t o s
μέγιστοσ	m e ʝ i s t o s
μέγιστοσ	m é ɡ i s t o s
μέγιστοσ	m ɛ ɡ i s t o s
μέδιμνοσ	m e ð i m n o s
μέδιμνοσ	m é d i m n o s
μέδιμνοσ	m ɛ d i m n o s
μέδομαι	m e ð o m e
μέδομαι	m e ð o m ɛ
μέδομαι	m é d o m a i̯
μέδομαι	m ɛ d o m ɛ
μέδοντεσ	m e ð o n d e s
μέδοντεσ	m e ð o n t e s
μέδοντεσ	m é d o n t e s
μέδοντεσ	m ɛ d o n t ɛ s
μέδουσα	m e ð u s a
μέδουσα	m é d oː s a
μέδουσα	m ɛ d u s a
μέδω	m e ð o
μέδω	m é d ɔː
μέδω	m ɛ d o
μέδων	m e ð o n
μέδων	m é d ɔː n
μέδων	m ɛ d o n
μέθοδοσ	m e θ o ð o s
μέθοδοσ	m é tʰ o d o s
μέθοδοσ	m ɛ tʰ o d o s
μέθυ	m e θ i
μέθυ	m e θ y
μέθυ	m é tʰ y
μέθυ	m ɛ tʰ y
μέλαθρον	m e l a θ r o n
μέλαθρον	m é l a tʰ r o n
μέλαθρον	m ɛ l a tʰ r o n
μέλαιναι	m e l e n e
μέλαιναι	m e l ɛ n ɛ
μέλαιναι	m é l a i̯ n a i̯
μέλαιναι	m ɛ l ɛ n ɛ
μέλαιναν	m e l e n a n
μέλαιναν	m e l ɛ n a n
μέλαιναν	m é l a i̯ n a n
μέλαιναν	m ɛ l ɛ n a n
μέλαν	m e l a n
μέλαν	m é l a n
μέλαν	m ɛ l a n
μέλανα	m e l a n a
μέλανα	m é l a n a
μέλανα	m ɛ l a n a
μέλανοσ	m e l a n o s
μέλανοσ	m é l a n o s
μέλανοσ	m ɛ l a n o s
μέλασ	m e l a s
μέλασ	m é l aː s
μέλασ	m ɛ l a s
μέλασμα	m e l a z m a
μέλασμα	m é l a z m a
μέλασμα	m ɛ l a z m a
μέλδομαι	m e l ð o m e
μέλδομαι	m e l ð o m ɛ
μέλδομαι	m é l d o m a i̯
μέλδομαι	m ɛ l d o m ɛ
μέλει	m e l i
μέλει	m é l eː
μέλει	m ɛ l i
μέλημα	m e l i m a
μέλημα	m é l ɛː m a
μέλημα	m ɛ l e m a
μέλητοσ	m e l i t o s
μέλητοσ	m é l ɛː t o s
μέλητοσ	m ɛ l e t o s
μέλι	m e l i
μέλι	m é l i
μέλι	m ɛ l i
μέλινοσ	m e l i n o s
μέλινοσ	m é l i n o s
μέλινοσ	m ɛ l i n o s
μέλισσα	m e l i s a
μέλισσα	m e l i s s a
μέλισσα	m é l i s s a
μέλισσα	m ɛ l i s s a
μέλιττα	m e l i t a
μέλιττα	m e l i t t a
μέλιττα	m é l i t t a
μέλιττα	m ɛ l i t t a
μέλκα	m e l k a
μέλκα	m é l k aː
μέλκα	m ɛ l k a
μέλκιον	m e l c i o n
μέλκιον	m e l k i o n
μέλκιον	m é l k i o n
μέλκιον	m ɛ l k i o n
μέλλον	m e l l o n
μέλλον	m e l o n
μέλλον	m é l l o n
μέλλον	m ɛ l l o n
μέλλοντα	m e l l o n t a
μέλλοντα	m e l o n d a
μέλλοντα	m é l l o n t a
μέλλοντα	m ɛ l l o n t a
μέλλοντασ	m e l l o n t a s
μέλλοντασ	m e l o n d a s
μέλλοντασ	m é l l o n t a s
μέλλοντασ	m ɛ l l o n t a s
μέλλοντοσ	m e l l o n t o s
μέλλοντοσ	m e l o n d o s
μέλλοντοσ	m é l l o n t o s
μέλλοντοσ	m ɛ l l o n t o s
μέλλω	m e l l o
μέλλω	m e l o
μέλλω	m é l l ɔː
μέλλω	m ɛ l l o
μέλλων	m e l l o n
μέλλων	m e l o n
μέλλων	m é l l ɔː n
μέλλων	m ɛ l l o n
μέλοσ	m e l o s
μέλοσ	m é l o s
μέλοσ	m ɛ l o s
μέλω	m e l o
μέλω	m é l ɔː
μέλω	m ɛ l o
μέμασαν	m e m a s a n
μέμασαν	m é m a s a n
μέμασαν	m ɛ m a s a n
μέμβλησ	m e m b l i s
μέμβλησ	m é m b l ɛː s
μέμβλησ	m ɛ m b l e s
μέμμιοσ	m e m i o s
μέμμιοσ	m e m m i o s
μέμμιοσ	m é m m i o s
μέμμιοσ	m ɛ m m i o s
μέμνων	m e m n o n
μέμνων	m é m n ɔː n
μέμνων	m ɛ m n o n
μέμονα	m e m o n a
μέμονα	m é m o n a
μέμονα	m ɛ m o n a
μέμφισ	m e m f i s
μέμφισ	m e m ɸ i s
μέμφισ	m é m pʰ i s
μέμφισ	m ɛ m pʰ i s
μέμφομαι	m e m f o m e
μέμφομαι	m e m ɸ o m ɛ
μέμφομαι	m é m pʰ o m a i̯
μέμφομαι	m ɛ m pʰ o m ɛ
μέν	m e n
μέν	m é n
μέν	m ɛ n
μέναιχμοσ	m e n e x m o s
μέναιχμοσ	m e n ɛ x m o s
μέναιχμοσ	m é n a i̯ kʰ m o s
μέναιχμοσ	m ɛ n ɛ kʰ m o s
μένανδροσ	m e n a n d r o s
μένανδροσ	m é n a n d r o s
μένανδροσ	m ɛ n a n d r o s
μένδη	m e n d i
μένδη	m é n d ɛː
μένδη	m ɛ n d e
μένε	m e n e
μένε	m é n e
μένε	m ɛ n ɛ
μένει	m e n i
μένει	m é n eː
μένει	m ɛ n i
μένειν	m e n i n
μένειν	m é n eː n
μένειν	m ɛ n i n
μένεισ	m e n i s
μένεισ	m é n eː s
μένεισ	m ɛ n i s
μένεοσ	m e n e o s
μένεοσ	m é n e o s
μένεοσ	m ɛ n ɛ o s
μένετε	m e n e t e
μένετε	m é n e t e
μένετε	m ɛ n ɛ t ɛ
μένιπποσ	m e n i p o s
μένιπποσ	m e n i p p o s
μένιπποσ	m é n i p p o s
μένιπποσ	m ɛ n i p p o s
μένον	m e n o n
μένον	m é n o n
μένον	m ɛ n o n
μένοντεσ	m e n o n d e s
μένοντεσ	m e n o n t e s
μένοντεσ	m é n o n t e s
μένοντεσ	m ɛ n o n t ɛ s
μένοσ	m e n o s
μένοσ	m é n o s
μένοσ	m ɛ n o s
μέντοι	m e n d i
μέντοι	m e n t y
μέντοι	m é n t o i̯
μέντοι	m ɛ n t y
μέντωρ	m e n d o r
μέντωρ	m e n t o r
μέντωρ	m é n t ɔː r
μέντωρ	m ɛ n t o r
μένω	m e n o
μένω	m é n ɔː
μένω	m ɛ n o
μένων	m e n o n
μένων	m é n ɔː n
μένων	m ɛ n o n
μέρει	m e r i
μέρει	m é r eː
μέρει	m ɛ r i
μέριμνα	m e r i m n a
μέριμνα	m é r i m n a
μέριμνα	m ɛ r i m n a
μέρμισ	m e r m i s
μέρμισ	m é r m iː s
μέρμισ	m ɛ r m i s
μέροσ	m e r o s
μέροσ	m é r o s
μέροσ	m ɛ r o s
μέροψ	m e r o p s
μέροψ	m é r o p s
μέροψ	m ɛ r o p s
μέσακλον	m e s a k l o n
μέσακλον	m é s a k l o n
μέσακλον	m ɛ s a k l o n
μέσκοσ	m e s k o s
μέσκοσ	m é s k o s
μέσκοσ	m ɛ s k o s
μέσοσ	m e s o s
μέσοσ	m é s o s
μέσοσ	m ɛ s o s
μέσπιλα	m e s p i l a
μέσπιλα	m ɛ s p i l a
μέσπιλον	m e s p i l o n
μέσπιλον	m é s p i l o n
μέσπιλον	m ɛ s p i l o n
μέσση	m e s i
μέσση	m e s s i
μέσση	m é s s ɛː
μέσση	m ɛ s s e
μέσσην	m e s i n
μέσσην	m e s s i n
μέσσην	m é s s ɛː n
μέσσην	m ɛ s s e n
μέσσοισι	m e s i s i
μέσσοισι	m e s s y s i
μέσσοισι	m é s s o i̯ s i
μέσσοισι	m ɛ s s y s i
μέσσον	m e s o n
μέσσον	m e s s o n
μέσσον	m é s s o n
μέσσον	m ɛ s s o n
μέσσοσ	m e s o s
μέσσοσ	m e s s o s
μέσσοσ	m é s s o s
μέσσοσ	m ɛ s s o s
μέσσωι	m e s o
μέσσωι	m e s s o
μέσσωι	m é s s ɔː i̯
μέσσωι	m ɛ s s o
μέστριοσ	m e s t r i o s
μέστριοσ	m é s t r i o s
μέστριοσ	m ɛ s t r i o s
μέσωι	m e s o
μέσωι	m é s ɔː i̯
μέσωι	m ɛ s o
μέταλλον	m e t a l l o n
μέταλλον	m e t a l o n
μέταλλον	m é t a l l o n
μέταλλον	m ɛ t a l l o n
μέταξα	m e t a k s a
μέταξα	m é t a k s a
μέταξα	m ɛ t a k s a
μέταυροσ	m e t a v r o s
μέταυροσ	m e t a β r o s
μέταυροσ	m é t a u̯ r o s
μέταυροσ	m ɛ t a w r o s
μέτελλοσ	m e t e l l o s
μέτελλοσ	m e t e l o s
μέτελλοσ	m é t e l l o s
μέτελλοσ	m ɛ t ɛ l l o s
μέτοικοσ	m e t i k o s
μέτοικοσ	m e t y k o s
μέτοικοσ	m é t o i̯ k o s
μέτοικοσ	m ɛ t y k o s
μέτρον	m e t r o n
μέτρον	m é t r o n
μέτρον	m ɛ t r o n
μέτων	m e t o n
μέτων	m é t ɔː n
μέτων	m ɛ t o n
μέτωπον	m e t o p o n
μέτωπον	m é t ɔː p o n
μέτωπον	m ɛ t o p o n
μέχρι	m e x r i
μέχρι	m é kʰ r i
μέχρι	m ɛ kʰ r i
μή	m e
μή	m i
μή	m ɛ̌ː
μήδεα	m e d ɛ a
μήδεα	m i ð e a
μήδεα	m ɛ̌ː d e a
μήδεια	m e d i a
μήδεια	m i ð i a
μήδεια	m ɛ̌ː d eː a
μήδετο	m e d ɛ t o
μήδετο	m i ð e t o
μήδετο	m ɛ̌ː d e t o
μήδοισ	m e d y s
μήδοισ	m i ð i s
μήδοισ	m i ð y s
μήδοισ	m ɛ̌ː d o i̯ s
μήδομαι	m e d o m ɛ
μήδομαι	m i ð o m e
μήδομαι	m i ð o m ɛ
μήδομαι	m ɛ̌ː d o m a i̯
μήδου	m e d u
μήδου	m i ð u
μήδου	m ɛ̌ː d oː
μήδουσ	m e d u s
μήδουσ	m i ð u s
μήδουσ	m ɛ̌ː d oː s
μήδωι	m e d o
μήδωι	m i ð o
μήδωι	m ɛ̌ː d ɔː i̯
μήδων	m e d o n
μήδων	m i ð o n
μήδων	m ɛ̌ː d ɔː n
μήθυμνα	m e tʰ y m n a
μήθυμνα	m i θ i m n a
μήθυμνα	m i θ y m n a
μήθυμνα	m ɛ̌ː tʰ y m n a
μήκων	m e k o n
μήκων	m i k o n
μήκων	m ɛ̌ː k ɔː n
μήλη	m e l e
μήλη	m i l i
μήλη	m ɛ̌ː l ɛː
μήλινοσ	m e l i n o s
μήλινοσ	m i l i n o s
μήλινοσ	m ɛ̌ː l i n o s
μήλου	m e l u
μήλου	m i l u
μήλου	m ɛ̌ː l oː
μήλων	m e l o n
