a	ɒ
dédnagymama	deːdnɒɟmɒmɒ
dedukció	dɛdukt͡siʲoː
dedukciók	dɛdukt͡siʲoːk
defekt	dɛfɛkt
defekten	dɛfɛktɛn
definiál	dɛfiniʲaːl
definíció	dɛfiniːt͡siʲoː
definíciók	dɛfiniːt͡siʲoːk
definíciókon	dɛfiniːt͡siʲoːkon
definíción	dɛfiniːt͡siʲoːn
degenerál	dɛɡɛnɛraːl
degradáció	dɛɡrɒdaːt͡siʲoː
degradációk	dɛɡrɒdaːt͡siʲoːk
degradálás	dɛɡrɒdaːlaːʃ
degradálások	dɛɡrɒdaːlaːʃok
dehát	dɛɦaːt
dehogy	dɛɦoɟ
deista	dɛʲiʃtɒ
deisták	dɛʲiʃtaːk
deizmus	dɛʲizmuʃ
deizmusuk	dɛʲizmuʃuk
dekadencia	dɛkɒdɛnt͡siʲɒ
dekadenciák	dɛkɒdɛnt͡siʲaːk
dekadens	dɛkɒdɛnʃ
dekadensek	dɛkɒdɛnʃɛk
dekagramm	dɛkɒɡrɒmː
dekameron	dɛkɒmɛron
deklaráció	dɛklɒraːt͡siʲoː
deklarációk	dɛklɒraːt͡siʲoːk
deklináció	dɛklinaːt͡siʲoː
deklinációk	dɛklinaːt͡siʲoːk
dekoltázs	dɛkoltaːʒ
dekoltázsok	dɛkoltaːʒok
dekoráció	dɛkoraːt͡siʲoː
dekorációk	dɛkoraːt͡siʲoːk
dekoratív	dɛkorɒtiːv
délben	deːlbɛn
délceg	deːlt͡sɛɡ
dél	deːl
deléció	dɛleːt͡siʲoː
deléciók	dɛleːt͡siʲoːk
delegáció	dɛlɛɡaːt͡siʲoː
delegációk	dɛlɛɡaːt͡siʲoːk
delegál	dɛlɛɡaːl
delek	dɛlɛk
délelőtt	deːlɛløːtː
délelőtti	deːlɛløːtːi
délelőttök	deːlɛløːtːøk
delfin	dɛlfin
delfinek	dɛlfinɛk
délibáb	deːlibaːb
délibábokat	deːlibaːbokɒt
délibábok	deːlibaːbok
délibábos	deːlibaːboʃ
délibábot	deːlibaːbot
delibb	dɛlibː
délibb	deːlibː
deli	dɛli
déli	deːli
délire	deːlirɛ
delírium	dɛliːriʲum
délit	deːlit
delizsánsz	dɛliʒaːns
delizsánszok	dɛliʒaːnsok
délkelet	deːlkɛlɛt
délkeleti	deːlkɛlɛti
délnyugat	deːlɲuɡɒt
délnyugati	deːlɲuɡɒti
délre	deːrːɛ
délszláv	deːlslaːv
délszlávok	deːlslaːvok
delta	dɛltɒ
deltoid	dɛltoʲid
deltoidok	dɛltoʲidok
délután	deːlutaːn
délutáni	deːlutaːni
délutánok	deːlutaːnok
demagnetizáció	dɛmɒɡnɛtizaːt͡siʲoː
demagnetizációk	dɛmɒɡnɛtizaːt͡siʲoːk
demagógia	dɛmɒɡoːɡiʲɒ
demeter	dɛmɛtɛr
démétér	deːmeːteːr
demizson	dɛmiʒon
demizsonok	dɛmiʒonok
demó	dɛmoː
demográfiai	dɛmoɡraːfiʲɒʲi
demokrácia	dɛmokraːt͡siʲɒ
demokráciák	dɛmokraːt͡siʲaːk
demokrata	dɛmokrɒtɒ
demokraták	dɛmokrɒtaːk
demokratikus	dɛmokrɒtikuʃ
demokratizál	dɛmokrɒtizaːl
demokratizmus	dɛmokrɒtizmuʃ
démon	deːmon
démonok	deːmonok
demonstráció	dɛmonʃtraːt͡siʲoː
demonstrációk	dɛmonʃtraːt͡siʲoːk
demonstrál	dɛmonʃtraːl
demonstratív	dɛmonʃtrɒtiːv
demoralizáció	dɛmorɒlizaːt͡siʲoː
demoralizációk	dɛmorɒlizaːt͡siʲoːk
demoralizál	dɛmorɒlizaːl
demszky	dɛmski
denaturál	dɛnɒturaːl
dendrokronológia	dɛndrokronoloːɡiʲɒ
dénes	deːnɛʃ
denevér	dɛnɛveːr
denevérek	dɛnɛveːrɛk
denevéreket	dɛnɛveːrɛkɛt
denevérnek	dɛnɛveːrnɛk
denevérre	dɛnɛveːrːɛ
denevért	dɛnɛveːrt
depresszió	dɛprɛsːiʲoː
depressziók	dɛprɛsːiʲoːk
depressziósabb	dɛprɛsːiʲoːʃɒbː
depressziós	dɛprɛsːiʲoːʃ
deprimál	dɛprimaːl
dér	deːr
derek	dɛrɛk
derék	dɛreːk
derékszög	dɛreːksøɡ
derékszögek	dɛreːksøɡɛk
derékszögű	dɛreːksøɡyː
derelye	dɛrɛjɛ
derelyék	dɛrɛjeːk
derít	dɛriːt
derítés	dɛriːteːʃ
derítőlap	dɛriːtøːlɒp
derivált	dɛrivaːlt
derivátum	dɛrivaːtum
derivátumok	dɛrivaːtumok
dermatológia	dɛrmɒtoloːɡiʲɒ
dermatológiai	dɛrmɒtoloːɡiʲɒʲi
derű	dɛryː
derül	dɛryl
derült	dɛrylt
derültebb	dɛryltɛbː
dervis	dɛrviʃ
dervisek	dɛrviʃɛk
design	dizaːjn
despota	dɛʃpotɒ
despoták	dɛʃpotaːk
desszert	dɛsːɛrt
desszertek	dɛsːɛrtɛk
destrukció	dɛʃtrukt͡siʲoː
destrukciók	dɛʃtrukt͡siʲoːk
destruktív	dɛʃtruktiːv
desz	dɛs
deszka	dɛskɒ
deszkák	dɛskaːk
desztillál	dɛstilːaːl
desztillált	dɛstilːaːlt
desztillátum	dɛstilːaːtum
desztillátumok	dɛstilːaːtumok
detektív	dɛtɛktiːv
detektívek	dɛtɛktiːvɛk
determináció	dɛtɛrminaːt͡siʲoː
determinációk	dɛtɛrminaːt͡siʲoːk
determinál	dɛtɛrminaːl
determináns	dɛtɛrminaːnʃ
detonáció	dɛtonaːt͡siʲoː
detonációk	dɛtonaːt͡siʲoːk
dettó	dɛtːoː
dévadászi	deːvɒdaːsi
devalváció	dɛvɒlvaːt͡siʲoː
devalvációk	dɛvɒlvaːt͡siʲoːk
devalvál	dɛvɒlvaːl
dévanágari	deːvɒnaːɡɒri
deviáns	dɛviʲaːnʃ
deviszont	dɛvisont
devizaszámla	dɛvizɒsaːmlɒ
devizaszámlák	dɛvizɒsaːmlaːk
dezertál	dɛzɛrtaːl
dezertőr	dɛzɛrtøːr
dezertőrök	dɛzɛrtøːrøk
dezintegráció	dɛzintɛɡraːt͡siʲoː
dezintegrációk	dɛzintɛɡraːt͡siʲoːk
dezodoráns	dɛzodoraːnʃ
dezodoránsok	dɛzodoraːnʃok
dezodor	dɛzodor
dezodorod	dɛzodorod
dezodoruk	dɛzodoruk
dezorganizál	dɛzorɡɒnizaːl
dezorientáció	dɛzoriʲɛntaːt͡siʲoː
dezorientációk	dɛzoriʲɛntaːt͡siʲoːk
dézsa	deːʒɒ
dézsma	deːʒmɒ
dézsmál	deːʒmaːl
dezső	dɛʒøː
diabétesz	diʲɒbeːtɛs
diabéteszek	diʲɒbeːtɛsɛk
diadal	diʲɒdɒl
diadalív	diʲɒdɒliːv
diadalmas	diʲɒdɒlmɒʃ
dia	diʲɒ
diagnoszta	diʲɒɡnostɒ
diagnoszták	diʲɒɡnostaːk
diagnosztika	diʲɒɡnostikɒ
diagnosztikai	diʲɒɡnostikɒʲi
diagnosztikák	diʲɒɡnostikaːk
diagnosztizálás	diʲɒɡnostizaːlaːʃ
diagnosztizál	diʲɒɡnostizaːl
diagnózis	diʲɒɡnoːziʃ
diagnózisok	diʲɒɡnoːziʃok
diák	diʲaːk
diákigazolvány	diʲaːkiɡɒzolvaːɲ
diákkiállítás	diʲaːkːiʲaːlːiːtaːʃ
diákok	diʲaːkok
diákoknak	diʲaːkoknɒk
diákot	diʲaːkot
diakritikus	diʲɒkritikuʃ
dialektus	diʲɒlɛktuʃ
dialektusok	diʲɒlɛktuʃok
dialógus	diʲɒloːɡuʃ
dialógusok	diʲɒloːɡuʃok
diapozitív	diʲɒpozitiːv
diazepám	diʲɒzɛpaːm
dicsekedik	dit͡ʃɛkɛdik
dicsekszik	dit͡ʃɛksik
dicsér	dit͡ʃeːr
dicséretbe	dit͡ʃeːrɛdbɛ
dicséretben	dit͡ʃeːrɛdbɛn
dicséretből	dit͡ʃeːrɛdbøːl
dicséret	dit͡ʃeːrɛt
dicséreted	dit͡ʃeːrɛtɛd
dicsérete	dit͡ʃeːrɛtɛ
dicséreteid	dit͡ʃeːrɛtɛʲid
dicséretei	dit͡ʃeːrɛtɛʲi
dicséreteik	dit͡ʃeːrɛtɛʲik
dicséreteim	dit͡ʃeːrɛtɛʲim
dicséreteink	dit͡ʃeːrɛtɛʲiŋk
dicséreteitek	dit͡ʃeːrɛtɛʲitɛk
dicséretekbe	dit͡ʃeːrɛtɛɡbɛ
dicséretekben	dit͡ʃeːrɛtɛɡbɛn
dicséretekből	dit͡ʃeːrɛtɛɡbøːl
dicséretek	dit͡ʃeːrɛtɛk
dicséreteken	dit͡ʃeːrɛtɛkɛn
dicséretekért	dit͡ʃeːrɛtɛkeːrt
dicséreteket	dit͡ʃeːrɛtɛkɛt
dicséretekhez	dit͡ʃeːrɛtɛkhɛz
dicséretekig	dit͡ʃeːrɛtɛkiɡ
dicséretekké	dit͡ʃeːrɛtɛkːeː
dicséretekkel	dit͡ʃeːrɛtɛkːɛl
dicséretekként	dit͡ʃeːrɛtɛkːeːnt
dicséreteknek	dit͡ʃeːrɛtɛknɛk
dicséreteknél	dit͡ʃeːrɛtɛkneːl
dicséretekre	dit͡ʃeːrɛtɛkrɛ
dicséretekről	dit͡ʃeːrɛtɛkrøːl
dicséretektől	dit͡ʃeːrɛtɛktøːl
dicséretem	dit͡ʃeːrɛtɛm
dicséreten	dit͡ʃeːrɛtɛn
dicséretért	dit͡ʃeːrɛteːrt
dicséretet	dit͡ʃeːrɛtɛt
dicséretetek	dit͡ʃeːrɛtɛtɛk
dicsérethez	dit͡ʃeːrɛthɛz
dicséretig	dit͡ʃeːrɛtiɡ
dicséretként	dit͡ʃeːrɛtkeːnt
dicséretnek	dit͡ʃeːrɛtnɛk
dicséretnél	dit͡ʃeːrɛtneːl
dicséretre	dit͡ʃeːrɛtrɛ
dicséretről	dit͡ʃeːrɛtrøːl
dicséretté	dit͡ʃeːrɛtːeː
dicsérettel	dit͡ʃeːrɛtːɛl
dicsérettől	dit͡ʃeːrɛtːøːl
dicséretük	dit͡ʃeːrɛtyk
dicséretül	dit͡ʃeːrɛtyl
dicséretünk	dit͡ʃeːrɛtyŋk
dicsérte	dit͡ʃeːrtɛ
dicső	dit͡ʃøː
dicsőség	dit͡ʃøːʃeːɡ
dicsőségek	dit͡ʃøːʃeːɡɛk
dicsőséges	dit͡ʃøːʃeːɡɛʃ
dicsőségesebb	dit͡ʃøːʃeːɡɛʃɛbː
dicsőségesebben	dit͡ʃøːʃeːɡɛʃɛbːɛn
dicsőségesen	dit͡ʃøːʃeːɡɛʃɛn
didaktika	didɒktikɒ
didereg	didɛrɛɡ
diéta	diʲeːtɒ
diéták	diʲeːtaːk
diétás	diʲeːtaːʃ
dietilamid	diʲɛtilɒmid
dietilamidok	diʲɛtilɒmidok
differencia	difɛrɛnt͡siʲɒ
differenciálegyenlet	difɛrɛnt͡siʲaːlɛɟːɛnlɛt
differenciálgeometria	difɛrɛnt͡siʲaːlɡɛomɛtriʲɒ
differenciálszámítás	difɛrɛnt͡siʲaːlsaːmiːtaːʃ
diffúz	difːuːz
diffúzió	difːuːziʲoː
diftéria	difteːriʲɒ
diftongus	diftoŋɡuʃ
digitális	diɡitaːliʃ
digitalizál	diɡitɒlizaːl
diglosszia	diɡlosːiʲɒ
diglossziák	diɡlosːiʲaːk
díja	diːjɒ
díjakat	diːjɒkɒt
díjak	diːjɒk
díjaz	diːjɒz
díjazták	diːjɒstaːk
díj	diːj
díjjal	diːjːɒl
díjlovaglás	diːjlovɒɡlaːʃ
díjmentes	diːjmɛntɛʃ
díjmentesen	diːjmɛntɛʃɛn
díjnyertes	diːjɲɛrtɛʃ
díjugratás	diːjuɡrɒtaːʃ
diktál	diktaːl
diktátor	diktaːtor
diktatórikus	diktɒtoːrikuʃ
diktátorok	diktaːtorok
diktatúra	diktɒtuːrɒ
diktatúrák	diktɒtuːraːk
dili	dili
dilinós	dilinoːʃ
dilis	diliʃ
dimenzió	dimɛnziʲoː
dimenziók	dimɛnziʲoːk
dimenziós	dimɛnziʲoːʃ
dinamika	dinɒmikɒ
dinamikusan	dinɒmikuʃɒn
dinamikus	dinɒmikuʃ
dinamit	dinɒmit
dinamitok	dinɒmitok
dinamó	dinɒmoː
dinamók	dinɒmoːk
dinasztia	dinɒstiʲɒ
dinasztiák	dinɒstiʲaːk
dingó	diŋɡoː
dinnye	diɲːɛ
dinnyék	diɲːeːk
dinoszaurusz	dinosɒurus
dinoszauruszok	dinosɒurusok
dinsztel	dinstɛl
dióda	diʲoːdɒ
diódájuk	diʲoːdaːjuk
diódák	diʲoːdaːk
diódákon	diʲoːdaːkon
diódákra	diʲoːdaːkrɒ
diódán	diʲoːdaːn
diódára	diʲoːdaːrɒ
dió	diʲoː
diófacincér	diʲoːfɒt͡sint͡seːr
diófacincérek	diʲoːfɒt͡sint͡seːrɛk
diófa	diʲoːfɒ
diófáik	diʲoːfaːʲik
diófáink	diʲoːfaːʲiŋk
diófájuk	diʲoːfaːjuk
diófák	diʲoːfaːk
diófákon	diʲoːfaːkon
diófákra	diʲoːfaːkrɒ
diófán	diʲoːfaːn
diófánk	diʲoːfaːŋk
diófára	diʲoːfaːrɒ
diók	diʲoːk
dionüszosz	diʲonysos
dioptria	diʲoptriʲɒ
dioptriás	diʲoptriʲaːʃ
diótörő	diʲoːtørøː
diótorta	diʲoːtortɒ
diótorták	diʲoːtortaːk
dioxid	diʲoksid
diplomácia	diplomaːt͡siʲɒ
diplomáciai	diplomaːt͡siʲɒʲi
diplomáciák	diplomaːt͡siʲaːk
diploma	diplomɒ
diplomagyár	diplomɒɟaːr
diplomák	diplomaːk
diplomás	diplomaːʃ
diplomások	diplomaːʃok
diplomát	diplomaːt
diplomatikus	diplomɒtikuʃ
direktíva	dirɛktiːvɒ
direktívák	dirɛktiːvaːk
dirndli	dirndli
diskurál	diʃkuraːl
diskurzus	diʃkurzuʃ
diskurzusok	diʃkurzuʃok
disney	dizni
disszertáció	disːɛrtaːt͡siʲoː
disszertációk	disːɛrtaːt͡siʲoːk
disszimiláció	disːimilaːt͡siʲoː
disszimilációk	disːimilaːt͡siʲoːk
disszonancia	disːonɒnt͡siʲɒ
disszonanciák	disːonɒnt͡siʲaːk
díszcserje	diːst͡ʃɛrjɛ
díszcserjéket	diːst͡ʃɛrjeːkɛt
disz	dis
dísz	diːs
díszek	diːsɛk
díszes	diːsɛʃ
díszít	diːsiːt
díszítés	diːsiːteːʃ
díszítések	diːsiːteːʃɛk
díszítmény	diːsiːtmeːɲ
díszítmények	diːsiːtmeːɲɛk
diszk	disk
diszkek	diskɛk
diszkó	diskoː
diszkógömb	diskoːɡømb
diszkógömbök	diskoːɡømbøk
diszkók	diskoːk
diszkosz	diskos
diszkoszvetés	diskosvɛteːʃ
diszkózene	diskoːzɛnɛ
diszkréció	diskreːt͡siʲoː
diszkréciók	diskreːt͡siʲoːk
diszkrét	diskreːt
diszkrétebben	diskreːtɛbːɛn
diszkréten	diskreːtɛn
diszkrimináció	diskriminaːt͡siʲoː
diszkriminációk	diskriminaːt͡siʲoːk
diszkriminál	diskriminaːl
diszkrimináns	diskriminaːnʃ
diszkriminatív	diskriminɒtiːv
diszkvalifikál	diskvɒlifikaːl
diszlexia	dislɛksiʲɒ
disznó	disnoː
disznóhús	disnoːɦuːʃ
disznóhúsok	disnoːɦuːʃok
disznók	disnoːk
disznóólak	disnoːoːlɒk
disznóól	disnoːoːl
disznópásztor	disnoːpaːstor
disznóság	disnoːʃaːɡ
disznóságok	disnoːʃaːɡok
disznósajt	disnoːʃɒjt
disznózsír	disnoːʒiːr
díszpárna	diːspaːrnɒ
díszpárnák	diːspaːrnaːk
diszpécser	dispeːt͡ʃɛr
diszpécserek	dispeːt͡ʃɛrɛk
diszperzió	dispɛrziʲoː
diszperziók	dispɛrziʲoːk
díszpinty	diːspiɲc
díszpont	diːspont
dísztárcsa	diːstaːrt͡ʃɒ
disztingvál	distiŋɡvaːl
disztingvált	distiŋɡvaːlt
disztribúció	distribuːt͡siʲoː
disztribúciók	distribuːt͡siʲoːk
disztributivitás	distributivitaːʃ
disztributivitások	distributivitaːʃok
díszül	diːsyl
díszvacsora	diːsvɒt͡ʃorɒ
díva	diːvɒ
díván	diːvaːn
dívány	diːvaːɲ
díványok	diːvaːɲok
divat	divɒt
divatok	divɒtok
divatosabb	divɒtoʃɒbː
divatos	divɒtoʃ
divergens	divɛrɡɛnʃ
diverzáns	divɛrzaːnʃ
diviz	diviz
dizájn	dizaːjn
dízel	diːzɛl
dízelmotor	diːzɛlmotor
dizentéria	dizɛnteːriʲɒ
dizentériák	dizɛnteːriʲaːk
dizőz	dizøːz
dizőzök	dizøːzøk
dkg	dɛkɒɡrɒmː
dns	deːʲɛnɛʃ
dobaj	dobɒj
dobajok	dobɒjok
dobajt	dobɒjt
dobál	dobaːl
dobás	dobaːʃ
dobások	dobaːʃok
dob	dob
dobfelszerelés	dopfɛlsɛrɛleːʃ
dobhártya	dophaːrcɒ
dobja	dobjɒ
dobj	dobʝ
dobnak	dobnɒk
dobni	dobni
dobó	doboː
dobok	dobok
dobók	doboːk
dobókocka	doboːkot͡skɒ
dobolás	dobolaːʃ
dobolások	dobolaːʃok
dobol	dobol
dobos	doboʃ
dobosok	doboʃok
dobostorta	doboʃtortɒ
dobozában	dobozaːbɒn
doboza	dobozɒ
doboz	doboz
dobozokat	dobozokɒt
dobozok	dobozok
dobozos	dobozoʃ
dobozt	dobost
dobra	dobrɒ
dobsz	dops
dobtam	doptɒm
dobtok	doptok
dobverő	dobvɛrøː
dodekaéder	dodɛkɒʲeːdɛr
dodekaéderek	dodɛkɒʲeːdɛrɛk
dó	doː
dodzsem	dod͡ʒːɛm
dodzsemek	dod͡ʒːɛmɛk
döf	døf
döfj	døfç
döfköd	døfkød
dög	døɡ
döggé	døɡːeː
dogma	doɡmɒ
dogmák	doɡmaːk
dogmatikus	doɡmɒtikuʃ
dogmatikusok	doɡmɒtikuʃok
dogmatizmus	doɡmɒtizmuʃ
dögök	døɡøk
dögön	døɡøn
dohány	doɦaːɲ
dohánygyár	doɦaːɲɟaːr
dohánymonopólium	doɦaːɲmonopoːliʲum
dohányok	doɦaːɲok
dohányos	doɦaːɲoʃ
dohányzacskó	doɦaːɲzɒt͡ʃkoː
dohányzás	doɦaːɲzaːʃ
dohányzások	doɦaːɲzaːʃok
dohányzik	doɦaːɲzik
dohányzóasztal	doɦaːɲzoːɒstɒl
doh	dox
dohok	dohok
dokk	dokː
doksi	dokʃi
doksik	dokʃik
doktorandusz	doktorɒndus
doktoranduszok	doktorɒndusok
doktor	doktor
doktornő	doktornøː
doktorok	doktorok
dokumentáció	dokumɛntaːt͡siʲoː
dokumentációk	dokumɛntaːt͡siʲoːk
dokumentálás	dokumɛntaːlaːʃ
dokumentálási	dokumɛntaːlaːʃi
dokumentálások	dokumɛntaːlaːʃok
dokumentál	dokumɛntaːl
dokumentálhatatlan	dokumɛntaːlɦɒtɒtlɒn
dokumentálható	dokumɛntaːlɦɒtoː
dokumentálta	dokumɛntaːltɒ
dokumentum	dokumɛntum
dokumentumfilm	dokumɛntuɱfilm
dokumentumfilmek	dokumɛntuɱfilmɛk
dokumentumfilmet	dokumɛntuɱfilmɛt
dokumentumfilmje	dokumɛntuɱfilmjɛ
dokumentumok	dokumɛntumok
dokumentumot	dokumɛntumot
dolcsi	dolt͡ʃi
dől	døːl
dolgában	dolɡaːbɒn
dolga	dolɡɒ
dolgáért	dolɡaːʲeːrt
dolgaid	dolɡɒʲid
dolgai	dolɡɒʲi
dolgaik	dolɡɒʲik
dolgaim	dolɡɒʲim
dolgaink	dolɡɒʲiŋk
dolgaitok	dolɡɒʲitok
dolgának	dolɡaːnɒk
dolgán	dolɡaːn
dolgáról	dolɡaːroːl
dolgát	dolɡaːt
dolgától	dolɡaːtoːl
dolgával	dolɡaːvɒl
dolgod	dolɡod
dolgokat	dolɡokɒt
dolgokba	dolɡoɡbɒ
dolgokban	dolɡoɡbɒn
dolgokból	dolɡoɡboːl
dolgok	dolɡok
dolgokért	dolɡokeːrt
dolgokhoz	dolɡokhoz
dolgokig	dolɡokiɡ
dolgokká	dolɡokːaː
dolgokkal	dolɡokːɒl
dolgokként	dolɡokːeːnt
dolgoknak	dolɡoknɒk
dolgoknál	dolɡoknaːl
dolgokon	dolɡokon
dolgokra	dolɡokrɒ
dolgokról	dolɡokroːl
dolgoktól	dolɡoktoːl
dolgom	dolɡom
dolgon	dolɡon
dolgot	dolɡot
dolgotok	dolɡotok
dolgozat	dolɡozɒt
dolgozatok	dolɡozɒtok
dolgozatot	dolɡozɒtot
dolgozik	dolɡozik
dolgoznak	dolɡoznɒk
dolgozni	dolɡozni
dolgozó	dolɡozoː
dolgozói	dolɡozoːʲi
dolgozok	dolɡozok
dolgozók	dolɡozoːk
dolgozol	dolɡozol
dolgozom	dolɡozom
dolgozószobában	dolɡozoːsobaːbɒn
dolgozószoba	dolɡozoːsobɒ
dolgozószobák	dolɡozoːsobaːk
dolgozott	dolɡozotː
dolgoztak	dolɡostɒk
dolgozunk	dolɡozuŋk
dolguk	dolɡuk
dolgunk	dolɡuŋk
dollár	dolːaːr
dollárral	dolːaːrːɒl
dolmánya	dolmaːɲɒ
dolmányaid	dolmaːɲɒʲid
dolmányai	dolmaːɲɒʲi
dolmányaik	dolmaːɲɒʲik
dolmányaim	dolmaːɲɒʲim
dolmányaink	dolmaːɲɒʲiŋk
dolmányaitok	dolmaːɲɒʲitok
dolmány	dolmaːɲ
dolmányok	dolmaːɲok
dolmányokon	dolmaːɲokon
dolmányokra	dolmaːɲokrɒ
dolmányom	dolmaːɲom
dolmányon	dolmaːɲon
dolmányotok	dolmaːɲotok
dolmányra	dolmaːɲrɒ
dolmányuk	dolmaːɲuk
dolmányunk	dolmaːɲuŋk
dologba	doloɡbɒ
dologban	doloɡbɒn
dologból	doloɡboːl
dolog	doloɡ
dologért	doloɡeːrt
dologgá	doloɡːaː
dologgal	doloɡːɒl
dologhoz	dolokhoz
dologig	doloɡiɡ
dologként	dolokːeːnt
dolognak	doloɡnɒk
dolognál	doloɡnaːl
dologra	doloɡrɒ
dologról	doloɡroːl
dologtól	doloktoːl
dőlt	døːlt
dőltebb	døːltɛbː
dölyf	døjf
dölyfök	døjføk
dölyfös	døjføʃ
doma	domɒ
domb	domb
dombok	dombok
domboldal	domboldɒl
domború	domboruː
domborzat	domborzɒt
domborzatok	domborzɒtok
dombos	domboʃ
dóm	doːm
domén	domeːn
domesztikáció	domɛstikaːt͡siʲoː
domesztikál	domɛstikaːl
dominál	dominaːl
dominánsak	dominaːnʃɒk
domináns	dominaːnʃ
dominó	dominoː
dominóeffektus	dominoːɛfɛktuʃ
domokos	domokoʃ
domonkos	domoŋkoʃ
dömping	dømpiŋɡ
don	don
dong	doŋɡ
döng	døŋɡ
dönget	døŋɡɛt
döngicsél	døŋɡit͡ʃeːl
dongó	doŋɡoː
dönt	dønt
dönteni	døntɛni
döntés	dønteːʃ
döntése	dønteːʃɛ
döntések	dønteːʃɛk
döntéseket	dønteːʃɛkɛt
döntését	dønteːʃeːt
döntéshozó	dønteːʃhozoː
döntési	dønteːʃi
döntést	dønteːʃt
döntesz	døntɛs
dönti	dønti
döntőbe	døntøːbɛ
döntő	døntøː
döntően	døntøːɛn
döntök	døntøk
döntők	døntøːk
döntötök	døntøtøk
döntött	døntøtː
döntünk	døntyŋk
doppingszer	dopːiŋksɛr
dóra	doːrɒ
dór	doːr
dőre	døːrɛ
dorgál	dorɡaːl
dörgés	dørɡeːʃ
dörgések	dørɡeːʃɛk
dörög	dørøɡ
doromb	doromb
dorombol	dorombol
dorong	doroŋɡ
dorongok	doroŋɡok
dorottya	dorocːɒ
dörzsöl	dørʒøl
dózsa	doːʒɒ
dózse	doːʒɛ
drágább	draːɡaːbː
drága	draːɡɒ
drágák	draːɡaːk
drágáll	draːɡaːlː
drágám	draːɡaːm
drágán	draːɡaːn
dragonyos	drɒɡoɲoʃ
drágul	draːɡul
drágulok	draːɡulok
drágult	draːɡult
drákói	draːkoːʲi
dráma	draːmɒ
drámai	draːmɒʲi
drámaíró	draːmɒʲiːroː
drámája	draːmaːjɒ
drámák	draːmaːk
dramaturgia	drɒmɒturɡiʲɒ
dramaturgiai	drɒmɒturɡiʲɒʲi
drasztikusan	drɒstikuʃɒn
drasztikus	drɒstikuʃ
dráva	draːvɒ
dr.	doktor
drezda	drɛzdɒ
drinápoly	drinaːpoj
drinápolyi	drinaːpoji
drog	droɡ
drogéria	droɡeːriʲɒ
drogfogyasztás	drokfoɟɒstaːʃ
drogok	droɡok
dromedár	dromɛdaːr
dromedárok	dromɛdaːrok
drót	droːt
drótok	droːtok
drukkol	drukːol
drusza	drusɒ
druzsba	druʒbɒ
dualizmus	duɒlizmuʃ
duda	dudɒ
dudák	dudaːk
du.	deːlutaːn
dudva	dudvɒ
dudvák	dudvaːk
duett	duɛtː
duetted	duɛtːɛd
duettek	duɛtːɛk
duetten	duɛtːɛn
düftin	dyftin
dugaszaljzat	duɡɒsɒjzɒt
dugaszolóaljzat	duɡɒsoloːɒjzɒt
dugattyú	duɡɒcːuː
dugattyúk	duɡɒcːuːk
dug	duɡ
dugipénz	duɡipeːnz
dugó	duɡoː
dugók	duɡoːk
dugvány	duɡvaːɲ
dugványok	duɡvaːɲok
dühbe	dybɛ
dühbe	dyxbɛ
dühben	dybɛn
dühben	dyxbɛn
dühből	dybøːl
dühből	dyxbøːl
düh	dy
düh	dyɦ
düh	dyx
dühért	dyɦeːrt
dühhé	dyxːeː
dühhel	dyxːɛl
dühhöz	dyɦøz
dühhöz	dyxːøz
dühig	dyɦiɡ
dühként	dykeːnt
dühként	dyxkeːnt
dühnek	dynɛk
dühnek	dyxnɛk
dühnél	dyneːl
dühnél	dyxneːl
dühödt	dyɦøtː
dühök	dyɦøk
dühön	dyɦøn
dühöng	dyɦøŋɡ
dühös	dyɦøʃ
dühösebb	dyɦøʃɛbː
dühöt	dyɦøt
dühre	dyrɛ
dühre	dyxrɛ
dühről	dyrøːl
dühről	dyxrøːl
dühtől	dytøːl
dühtől	dyxtøːl
dühvé	dyveː
dühvel	dyvɛl
dulakodik	dulɒkodik
dulakszik	dulɒksik
dúl	duːl
dülmirigy	dylmiriɟ
dülmirigyek	dylmiriɟɛk
duma	dumɒ
dumál	dumaːl
dunabökény	dunɒbøkeːɲ
duna	dunɒ
dunai	dunɒʲi
dunán	dunaːn
dunántúl	dunaːntuːl
dűne	dyːnɛ
dűnék	dyːneːk
dunszt	dunst
dunyha	duɲɦɒ
dunyhák	duɲɦaːk
duó	duoː
dupla	duplɒ
duplák	duplaːk
dúr	duːr
durvábban	durvaːbːɒn
durva	durvɒ
durván	durvaːn
dúsabb	duːʃɒbː
dús	duːʃ
dúsgazdag	duːʒɡɒzdɒɡ
dúsítás	duːʃiːtaːʃ
dúsítások	duːʃiːtaːʃok
dúsít	duːʃiːt
dúskál	duːʃkaːl
dúskeblű	duːʃkɛblyː
duttyán	ducːaːn
dutyi	duci
duzzad	duzːɒd
duzzaszt	duzːɒst
duzzog	duzːoɡ
dvd	deːveːdeː
dz	d͡z
dz	d͡zeː
dzéta	d͡zeːtɒ
dzsainizmus	d͡ʒɒʲinizmuʃ
dzsámi	d͡ʒaːmi
dzsámik	d͡ʒaːmik
dzs	d͡ʒ
dzs	d͡ʒeː
dzsehennem	d͡ʒɛhɛnːɛm
dzsem	d͡ʒɛm
dzsemek	d͡ʒɛmɛk
dzsentri	d͡ʒɛntri
dzsessz	d͡ʒɛsː
dzsesszek	d͡ʒɛsːɛk
dzsesszika	d͡ʒɛsːikɒ
